[00:00.000 --> 00:10.580]  xbox test
[02:55:40.200 --> 02:55:44.600]  fathers from children so they can end up in the system so you don't know where these children are
[02:55:44.600 --> 02:55:48.920]  just going to get sex trafficking out of these somebody shady uh and that's the senate report
[02:55:48.920 --> 02:55:53.800]  that under obama particularly record numbers of kids disappeared and went into sex trafficking
[02:55:53.800 --> 02:55:57.000]  they they tell the board patrol don't even check who they're with they're not even with
[02:55:57.000 --> 02:56:01.960]  their parents larry a johnson it's clear you've got a lot to say at twitter to the number two
[02:56:02.680 --> 02:56:09.880]  larry johnson seven the motivational edge dot org please come back and join us again and you
[02:56:09.880 --> 02:56:13.880]  know obviously we'll post this video later in full wars dot com feel free to use that however
[02:56:13.880 --> 02:56:18.280]  you want so you can reach out to more people and again we salute you and thank you for standing up
[02:56:18.280 --> 02:56:24.280]  for the innocence uh thank you panel i really appreciate it thank you sir wow i'm glad that
[02:56:24.280 --> 02:56:28.840]  our producers got that fella set up and there's so many people out there speaking out against this
[02:56:28.840 --> 02:56:33.960]  they get demonized and get told to shut up but we're not going to shut up if i told you 20 years
[02:56:33.960 --> 02:56:40.440]  ago that there'd be men dressed up like clowns in every city in every town indoctrinating children
[02:56:40.440 --> 02:56:44.280]  having them sit on their laps have them ride horsey i mean my daughter's when they're little
[02:56:44.280 --> 02:56:50.040]  they ride on my knee imagine if you saw a dad you went to visit somebody and then they had their
[02:56:50.040 --> 02:56:54.840]  daughter riding on their crotch but i can show you the video and these and these weird women
[02:56:54.840 --> 02:56:59.640]  bring their kids and do this and they get off on it man these big fat gross men with the clown
[02:56:59.640 --> 02:57:05.000]  outfits hump your kids i mean you cannot make up how sick and evil this is ladies and gentlemen
[02:57:05.560 --> 02:57:09.480]  and this is the democratic party this is the globalist and everybody's so intimidated by
[02:57:09.480 --> 02:57:13.560]  the media they won't speak out against it the media means nothing they have no power except
[02:57:13.560 --> 02:57:19.560]  the power you give them the only fear we have to fear is fear itself i'm going to cover this big
[02:57:19.560 --> 02:57:29.320]  story where they attack myself and uh been Shapiro strangely enough in the new republic it's pretty
[02:57:29.320 --> 02:57:33.960]  funny actually they even did a audio book kind of thing with it so we're gonna talk about that and
[02:57:33.960 --> 02:57:38.440]  then a bunch of key reports uh and we're gonna go back a few years ago when i laid out this whole
[02:57:38.440 --> 02:57:44.360]  surveillance grid that dredge reports top link to it right now josh in washington you're on the
[02:57:44.360 --> 02:57:50.040]  here go ahead alex god bless you i have an idea for a new info wars t-shirt instead of this is your
[02:57:50.040 --> 02:57:55.720]  brain this is your brain on drugs this is your brain this is your brain on 5g oh yeah showing
[02:57:55.720 --> 02:57:59.880]  your brain getting fried then i have some comments on your supplements man totally changed my life i
[02:57:59.880 --> 02:58:06.360]  use turbo force bodies album power brain force fish oil ultra 12 daily x2 every several days now
[02:58:06.360 --> 02:58:12.680]  what i found is is really combining them is uh so it's synergistic and transcendent feeling that
[02:58:12.680 --> 02:58:16.280]  i get by combining all your products and i just want to urge all your listeners who haven't tried
[02:58:16.280 --> 02:58:20.680]  them i just want to say why not well you're right then all of these things are known to be incredible
[02:58:20.680 --> 02:58:25.000]  whether it's turmeric or whether it's the fish oil or the krill oil or whether it's the dna force
[02:58:25.000 --> 02:58:29.240]  with the coq 10 and bio pqq and all the rest of it all of these are things that are like rocket
[02:58:29.240 --> 02:58:33.880]  fuel on the body you take these bases together then you have your foundation now you can build
[02:58:33.880 --> 02:58:37.960]  the big strong temple with these products i take when i religiously remember to take them it makes
[02:58:37.960 --> 02:58:42.040]  my life so much better and then it funds the information war which is so critical thank you
[02:58:42.040 --> 02:58:50.600]  so much god bless you there are only a few days left for you to get dna force plus at 50 off and
[02:58:50.600 --> 02:58:59.560]  get a free bottle of carnivore 90 for free that's 90 powerful enzyme capsules designed to help you
[02:58:59.560 --> 02:59:05.720]  digest and absorb protein and fat and to clean out your guts in a healthy way dna force plus
[02:59:05.720 --> 02:59:11.960]  is our flagship product and needs no introduction but carnivore is so amazing that i want to offer
[02:59:11.960 --> 02:59:18.040]  you a free bottle of it so you can experience how great it is we will be out of carnivore in just
[02:59:18.040 --> 02:59:22.840]  the next week or so at current sales levels i'm doing this because it's such an important product
[02:59:22.840 --> 02:59:29.080]  for people i want those of you on the fence to experience it like so many others have so again
[02:59:29.080 --> 02:59:36.040]  we are running this special as long as our stock of carnivore 90 is still here get your dna force
[02:59:36.040 --> 02:59:42.040]  plus 50 off right now at info war store dot com and for his life dot com and get a free bottle of
[02:59:42.040 --> 03:00:01.080]  carnivore 90 you're listening to the alex jones show the killer a little more dawn
[03:00:01.080 --> 03:00:13.160]  is the best put his boots on the west is the all right drive report dot com is still top link
[03:00:13.160 --> 03:00:17.240]  to that paul joseph watson article that also has the live feed of the show in it for new people
[03:00:17.240 --> 03:00:24.840]  to wake up to what's happening about the incredible information that trump is considering a social
[03:00:24.840 --> 03:00:31.320]  score internet system with the left and big tech running it along with government democrat
[03:00:31.320 --> 03:00:36.200]  psychiatrist listening to you through devices in your home this is all being announced and taking
[03:00:36.200 --> 03:00:43.560]  your guns you name it i mean this is just beyond 1984 and this fourth hour today i want to air
[03:00:43.560 --> 03:00:47.480]  some of the previous reports we did on this warning of it and breaking it down but first
[03:00:47.480 --> 03:00:53.080]  i'm going to get into the breakdown of society and and and what's really causing these mass murders
[03:00:53.080 --> 03:00:57.800]  and bizarre behavior that we're seeing increase this is very important information coming out
[03:00:57.800 --> 03:01:03.400]  next segment first off though this is a really bizarre article but i know what they're trying
[03:01:03.400 --> 03:01:08.600]  to do they did this a few years ago trying to get us shut down to have the fda come in here
[03:01:08.600 --> 03:01:17.560]  and not let us sell supplements in 1996 i'm going to cover more of this tomorrow they
[03:01:17.560 --> 03:01:23.800]  tried to pass laws starting about 93 through 96 saying you just couldn't sell even vitamin c
[03:01:25.720 --> 03:01:30.760]  and then the fda though didn't have any jurisdiction over it and so they said okay we'll
[03:01:30.760 --> 03:01:35.720]  pass the law saying you can't make claims about supplements then the media goes oh they're not
[03:01:35.720 --> 03:01:40.760]  fda approved playing games with the public so it's this big article about methamphetamines and
[03:01:40.760 --> 03:01:45.800]  stuff and why is the right wing taking new tropics and the guy that writes the article says well
[03:01:45.800 --> 03:01:51.240]  actually i took jones's supplements and it did give me cleaner more focused energy uh than uh you
[03:01:51.240 --> 03:01:55.160]  know an espresso well that's the whole point of a new tropic is that you don't have the crash
[03:01:56.360 --> 03:02:01.400]  so that's the point of brain force or turbo force and then he looks at the ingredients of
[03:02:01.400 --> 03:02:05.480]  four best sellers and said they're very similar well yeah it's known what good ingredients are
[03:02:05.480 --> 03:02:11.080]  we want you to get a good response but also dna force is amazing and it's not a new tropic though
[03:02:11.080 --> 03:02:15.080]  it's good for your brain it's 50 off of the free bottle of carnivore right now the great
[03:02:15.080 --> 03:02:20.680]  digestive enzyme that sells about the end because we're going to run out of the carnivore in just
[03:02:20.680 --> 03:02:25.160]  the next few days i'm going to keep dna force plus 50 until it sells out that'll be in a week or
[03:02:25.160 --> 03:02:31.560]  two more doesn't come in until the end of october but dna force is amazing proven to grow telomeres
[03:02:31.560 --> 03:02:41.480]  or make them shrink slower to detoxify the uh mitochondria i mean these are real things folks
[03:02:41.480 --> 03:02:46.840]  that's why they're best selling that's why it's got 98 reviews well you get a free body a bottle
[03:02:46.840 --> 03:02:50.200]  of carnivore when you get up to dna force take advantage of that and it supports the broadcast
[03:02:50.200 --> 03:02:58.440]  but it takes them 22 minutes in this kind of audiobook they did of the article to go through
[03:02:58.440 --> 03:03:04.280]  the the the the whole bizarre story demonizing us for for selling new tropics and funding ourselves
[03:03:04.280 --> 03:03:12.840]  and it endorses communism and a bunch of other weirdness but here's a few clips from the audio
[03:03:13.480 --> 03:03:17.240]  it's just surreal from the article right brain from the new republic here it is
[03:03:18.600 --> 03:03:21.960]  brain force plus is a bestseller on the info war store
[03:03:25.400 --> 03:03:31.560]  what helps fund alex jose's war for your mind the most pronounced side effects i suffered
[03:03:31.560 --> 03:03:36.760]  began before the pills were delivered even ordering them provoked a mild sensation of
[03:03:36.760 --> 03:03:43.320]  unreality before checkout there were options to pay via cryptocurrency or make a donation to a
[03:03:43.320 --> 03:03:49.800]  psychedelic research center that treats ptsd afterward a payment to free speech systems
[03:03:49.800 --> 03:03:57.000]  appeared on my credit card endless congratulations for my recent purchase piled into my inbox alex
[03:03:57.000 --> 03:04:04.120]  jones wanted to talk almost daily and has since contacted me 55 times once with an invitation to
[03:04:04.120 --> 03:04:11.880]  eliminate unwanted invaders the philosophies underpinning incel culture men's rights activists
[03:04:11.880 --> 03:04:19.560]  pickup artists alex jones variant libertarianism the intellectual dark web evolutionary psychology
[03:04:19.560 --> 03:04:25.320]  and prosperity gospel evangelism all have in common a mode of individualism defined by
[03:04:25.320 --> 03:04:30.600]  tomorrow's struggle i'm gonna play more of this it goes on for 22 minutes of of pablum
[03:04:31.400 --> 03:04:37.240]  but you know the military purchases brain force folks everybody knows is a top of the line
[03:04:37.240 --> 03:04:41.720]  neutral but other people sell for 60 bucks we've got it for sale right now i think for 24 dollars
[03:04:42.840 --> 03:04:49.320]  i mean there's 17 dollars a product in carnivore nobody puts that in products okay it's a free
[03:04:49.320 --> 03:04:59.160]  bottle of red band dot video is the answer to censorship band dot video is the answer for
[03:04:59.160 --> 03:05:05.640]  libertarians conservatives nationalists pro gun pro life pro human individuals to have
[03:05:05.640 --> 03:05:11.800]  their own platform where videos banned by youtube facebook and twitter are still available
[03:05:11.800 --> 03:05:18.760]  we've launched it ladies and gentlemen it's now live band dot video band dot video isn't just going
[03:05:18.760 --> 03:05:24.840]  to be a home for alex jones or david nighter oh and shroyer paul watson banned videos we are building
[03:05:24.840 --> 03:05:30.840]  it to be a place where banned memes are able to be posted and we're a growing list of freedom loving
[03:05:30.840 --> 03:05:36.840]  contributors are able to have a home free from being shut down free from being censored free
[03:05:36.840 --> 03:05:43.080]  from being silenced by big tech the chai comms the hollywood scum and the globlest freedom of speech
[03:05:43.080 --> 03:05:50.120]  has a home it's called banned dot video america and the world is fighting back against tyranny at
[03:05:50.120 --> 03:06:17.880]  banned dot video the zombie apocalypse is real it's happening right now it's taking place in
[03:06:17.880 --> 03:06:26.920]  a delayed slow motion fashion and it's been designed that way we are witnessing the controlled
[03:06:26.920 --> 03:06:42.600]  demolition of civilization info wars tomorrow's news today i am going to lay out the four reasons
[03:06:42.600 --> 03:06:50.280]  this is happening and how we can stop it but first i want to show you three recent examples
[03:06:51.480 --> 03:07:00.120]  of senseless psychotic crime being committed on the streets of america in just the last few days
[03:07:01.560 --> 03:07:08.360]  just days ago in florida a 16 year old brutally murdered his sister and her young daughter before
[03:07:08.360 --> 03:07:15.720]  chasing police around a field completely naked running up to a greenskeeper and demonically
[03:07:15.720 --> 03:07:22.840]  grabbing him and humping him and reportedly chanting satanic statements what's causing this
[03:07:23.480 --> 03:07:27.480]  we're gonna get to that in a moment throughout history in every oral and written tradition
[03:07:28.120 --> 03:07:34.680]  every culture talks about times when the population begins to go crazy and to psychotically kill
[03:07:34.680 --> 03:07:40.600]  each other and to even eat each other the ancient romans talked about the ancient greeks the ancient
[03:07:40.600 --> 03:07:47.800]  chinese there's african fables there of course are the native american legends of these night
[03:07:47.800 --> 03:07:53.400]  walkers that would go out and grab humans and kill them and of course they themselves were humans
[03:07:53.400 --> 03:08:06.200]  that again had gone crazy all of these legends have a basis in truth and did you know that the
[03:08:06.200 --> 03:08:12.360]  pentagon is publicly training for what they call a zombie apocalypse we'll get to that again in a
[03:08:12.360 --> 03:08:20.200]  moment but first here's another horrific example in atlanta georgia just two nights ago an uber
[03:08:20.200 --> 03:08:26.360]  driver was summoned to a woman behaving just like a zombie out of a movie she attacks his car
[03:08:26.360 --> 03:08:30.760]  tries to go through the windshield then tries to steal the car when he tries to stop her
[03:08:30.760 --> 03:08:37.720]  she starts biting him and latches on like a pit bull again right out of zombie lore
[03:08:37.720 --> 03:08:47.800]  while onlookers look on and won't even help the man somebody come here we come oh my baby you
[03:08:47.800 --> 03:08:54.520]  got to stop baby you're gonna stop you're gonna be chill hey stop
[03:08:59.480 --> 03:09:00.520]  oh my god
[03:09:05.160 --> 03:09:08.280]  i mean that's his car that's his that's his car
[03:09:08.280 --> 03:09:21.080]  oh my god oh my god i ain't i ain't i got somebody catch him yeah i got what's that what's that
[03:09:21.080 --> 03:09:26.120]  don't hit don't hit don't hit the dog don't hit the dog just come on baby you got it
[03:09:28.120 --> 03:09:33.000]  he's biting the s*** out oh my god he's biting the s*** out
[03:09:33.000 --> 03:09:40.040]  now there are many other examples just this week but not just here but around the world
[03:09:40.040 --> 03:09:47.240]  but let's look at just one more from georgia where a family is walking with her young daughter and son
[03:09:47.240 --> 03:09:53.800]  down the street and a out of work liberal artist as she describes herself quickly like she's
[03:09:53.800 --> 03:10:00.040]  shanking someone in prison almost completely chops the little boy's nose off and then stabs
[03:10:00.040 --> 03:10:05.720]  two huge wounds in his face she then goes for the mother goes a little girl the father tries
[03:10:05.720 --> 03:10:11.720]  to defend and she tries to again stab him to death the police acted like it was no big deal
[03:10:11.720 --> 03:10:31.400]  and a lone female officer put her in handcuffs and walked her away
[03:10:42.680 --> 03:10:54.440]  but the three events that we've seen just the last few days are overshadowed by another
[03:10:54.440 --> 03:10:59.720]  shocking mass shooting this time in Odessa Texas and as we go to press on Saturday evening it's
[03:10:59.720 --> 03:11:05.400]  more than 10 people shot at least one dead a man reportedly driving around indiscriminately
[03:11:05.400 --> 03:11:09.640]  outside of movie theater and mall shooting people but whether it's a butcher knife or
[03:11:09.640 --> 03:11:14.600]  whether it's bare hands it is the mind of these people that are going completely psychotic that
[03:11:14.600 --> 03:11:19.720]  is to blame but what's triggering it what's causing it we're going to look at it right now
[03:11:19.720 --> 03:11:24.440]  because we can take all the guns in the world it's not going to stop anti-foot devil worshipers
[03:11:24.440 --> 03:11:29.640]  like the man that attacked all those people in Ohio last month who went out to kill innocents
[03:11:29.640 --> 03:11:36.200]  they're doing it to bring in a global crisis a global collapse but the lesson is crystal clear
[03:11:36.200 --> 03:11:42.040]  innocent law abiding citizens need to be armed to protect themselves now more than ever
[03:11:42.040 --> 03:11:48.120]  and need to be vigilant watch your children watch your back watch your family watch your
[03:11:48.120 --> 03:11:56.040]  community because society is breaking down evil is rising what's happening why is this
[03:11:56.040 --> 03:12:02.840]  intensifying why the statistics show that senseless violence is on the uptick i'm going to break down
[03:12:02.840 --> 03:12:10.200]  the four reasons right now number one is chemicals and electromagnetic radiation
[03:12:10.760 --> 03:12:16.360]  that is unnatural and has been proven to be affecting our brains they approved prozac
[03:12:16.360 --> 03:12:21.960]  back in the 1980s and on the insert it admitted that it caused a major increase in psychotic
[03:12:21.960 --> 03:12:30.600]  breaks psychosis delusions of grandeur suicidal ideations and homicidal violent attacks and
[03:12:30.600 --> 03:12:38.840]  almost every senseless mass shooter has been on these psychotropic so-called antidepressants
[03:12:38.840 --> 03:12:45.480]  that are in the hallucinogen class and put people into a dream state before so-called
[03:12:45.480 --> 03:12:52.360]  antidepressants that i call suicide mass murder pills were pushed on the public and adopted widely
[03:12:52.360 --> 03:12:57.880]  women statistically in any criminology book were less than two percent of violent crime
[03:12:57.880 --> 03:13:06.280]  since women began taking these pills we have seen a massive increase in women carrying out crimes
[03:13:06.280 --> 03:13:14.680]  that statistically you would only see men carrying out including stabbing shooting drowning their own
[03:13:14.680 --> 03:13:31.800]  children federal government studies that have looked at the runoff of all of the massive amounts
[03:13:32.520 --> 03:13:39.800]  of these drugs flowing into the ocean from the mississippi river shows that fish and other aquatic
[03:13:39.800 --> 03:13:48.040]  life like shrimp are now behaving like zombies and killing each other and also showing suicidal
[03:13:48.040 --> 03:13:53.480]  behavior where a small fish or a shrimp will actually come up to a big fish and attack it
[03:13:53.480 --> 03:14:01.640]  and then get eaten again zombie like behavior not just in humans but in fish shrimp and other
[03:14:01.640 --> 03:14:14.280]  animals again the inserts of this entire class of drugs admit that it turns your inhibition off
[03:14:14.280 --> 03:14:18.360]  and when you have an impulse to kill somebody or hurt someone you carry it out
[03:14:23.960 --> 03:14:30.760]  number two all across the western world we see a belief in god a belief in family a belief in
[03:14:30.760 --> 03:14:39.560]  morals statistically going straight down and we see crime corruption people engaged in all sorts
[03:14:39.560 --> 03:14:46.360]  of oppression of children and other innocents skyrocketing so number two massive moral decline
[03:14:51.240 --> 03:14:56.680]  of course number three is the most expansive we can spend days on this subject but we see a deliberate
[03:14:56.680 --> 03:15:02.120]  domestication of the population we see drug addicts and others being encouraged to stay on
[03:15:02.120 --> 03:15:08.520]  the street we have the so-called welfare state catering to all of this and along with it in
[03:15:08.520 --> 03:15:15.720]  the blue cities we have the general population is law abiding disarmed so we have the increased
[03:15:15.720 --> 03:15:22.120]  gangs the increased crime the increased homelessness which causes a hopelessness and causes the
[03:15:22.120 --> 03:15:28.520]  businesses and productive people to move out of the area which then allows the blue cities to
[03:15:28.520 --> 03:15:34.760]  get even more federal funding and become bigger magnets for these armies of dependence that then
[03:15:34.760 --> 03:15:39.720]  come into the area you add to that the fact that again the public has been disarmed and you have
[03:15:39.720 --> 03:15:53.800]  a recipe for the complete collapse of civilization hi i'm dan pilla i started fighting the iris over
[03:15:53.800 --> 03:15:59.080]  40 years ago when they tried to seize my mother's house i sued the iris and won i beat the iris then
[03:15:59.080 --> 03:16:03.080]  and i've been beating them ever since i wrote the book on tax debt settlement and i've helped
[03:16:03.080 --> 03:16:07.560]  thousands of people deal with tax problems they thought might never be solved i can help you too
[03:16:07.560 --> 03:16:12.760]  if you owe taxes you can't pay don't wait another day there's no such thing as a hopeless tax case
[03:16:12.760 --> 03:16:20.280]  call 834 no tax or go to my website dan pilla dot com that's dan pilla dot com dan pilla dot com
[03:16:21.160 --> 03:16:27.880]  maybe not today maybe not tomorrow but soon you'll need a plan and place to survive forget
[03:16:27.880 --> 03:16:33.640]  bunkers you're not a live underground gopher you need survivalist camps the ultimate fully functional
[03:16:33.640 --> 03:16:38.600]  off the grid mobile survival bug outhouse that's well equipped and custom built to outlast any other
[03:16:38.600 --> 03:16:45.240]  rv or trailer bold statement you bet see him now at survivalist camps dot com that's survivalist
[03:16:45.240 --> 03:16:53.080]  camps dot com trust your family survival to survivalist camps dot com oh these pains my neck
[03:16:53.080 --> 03:16:59.960]  my back shoulders i've got to get some relief stress from everyday life past injuries or surgeries
[03:16:59.960 --> 03:17:04.760]  can cause inflammation that leads to pain but you don't want to take another pill there's an
[03:17:04.760 --> 03:17:10.520]  easier healthier way right yes with hot or cold therapy products at sunshine dash pillows dot com
[03:17:10.520 --> 03:17:16.520]  pillows for my aches and pains oh not just pillows sunshine dash pillows dot com has the best
[03:17:16.520 --> 03:17:21.640]  selection of custom heated neck wraps and heated neck pillows plus travel pillows microwavable
[03:17:21.640 --> 03:17:27.560]  body heating wraps and more it's all available to you online finally stress relief with no drugs
[03:17:27.560 --> 03:17:34.280]  right and now you can buy any select combo up to 150 dollars and get 30 off just use this promo
[03:17:34.280 --> 03:17:41.080]  code save 30 when you click sunshine dash pillows dot com save 30 when you spend it to 150 dollars
[03:17:41.080 --> 03:17:47.720]  on any select combo use promo code save 30 sunshine dash pillows dot com your complete line of
[03:17:47.720 --> 03:17:55.320]  therapeutic pillows and pads josh in washington you're on the air go ahead alex god bless you
[03:17:55.320 --> 03:18:00.920]  i have an idea for a new info wars t-shirt instead of this is your brain this is your brain on drugs
[03:18:00.920 --> 03:18:06.280]  this is your brain this is your brain on 5g oh yeah showing your brain getting fried then i have some
[03:18:06.280 --> 03:18:11.400]  comments on your supplements man totally changed my life i use turbo force bodies albapower brain
[03:18:11.400 --> 03:18:17.640]  force fish oil ultra 12 daily x2 every several days now what i found is is really combining them
[03:18:17.640 --> 03:18:23.160]  is uh so it's synergistic and transcendent feeling that i get by combining all your products and i
[03:18:23.160 --> 03:18:26.760]  just want to urge all your listeners who haven't tried them i just want to say why not well you're
[03:18:26.760 --> 03:18:30.920]  right that all of these things are known to be incredible whether it's turmeric or whether it's
[03:18:30.920 --> 03:18:35.800]  the fish oil or the krill oil or whether it's the dna force with a coq 10 and bio pqq and all the
[03:18:35.800 --> 03:18:40.440]  rest of it all of these are things that are like rocket fuel on the body you take these bases together
[03:18:40.440 --> 03:18:45.080]  then you have your foundation now you can build the big strong temple with these products i take
[03:18:45.080 --> 03:18:48.600]  when i religiously remember to take them it makes my life so much better and then it funds the
[03:18:48.600 --> 03:18:54.760]  information war which is so critical thank you so much god bless you super male vitality is already
[03:18:54.760 --> 03:19:01.160]  in the top three of our best sellers for the six years we've had it it is a award-winning formula
[03:19:01.160 --> 03:19:06.760]  produced in utah by one of the top herbal companies in the nation that we've been private labeling it
[03:19:06.760 --> 03:19:13.400]  is cold pressed it takes at least three times the herbs that are wildcrafted and organic to be able
[03:19:13.400 --> 03:19:19.960]  to produce this it's not boiled it's not heated it's never been dried it's taken from fresh herbs
[03:19:19.960 --> 03:19:26.680]  that's why it's so strong that's why it's so effective for libido stamina and energy and
[03:19:26.680 --> 03:19:34.040]  i'm so excited about super male vitality and carnivore 30 that i'm offering you with every order
[03:19:34.040 --> 03:19:40.920]  of super male vitality at 25 off a free bottle of carnivore digestive enzyme we're going to sell
[03:19:40.920 --> 03:19:46.200]  out of this very quickly but it's an offer so that you experience how amazing both these products
[03:19:46.200 --> 03:19:51.400]  are secure yours at info or store dot com today or in force life dot com
[03:19:51.400 --> 03:20:07.880]  you're listening to the alex jones show
[03:20:15.160 --> 03:20:20.280]  see uh i am legend yes okay remember when all the f***ing crazy zombies are running at once
[03:20:20.280 --> 03:20:24.680]  yeah that's what it's like you serious i'm telling you you can't believe the volume there's so many
[03:20:24.680 --> 03:20:29.320]  tents on the street and they're f***ing damn it they're everywhere i mean they're f***ing
[03:20:29.320 --> 03:20:36.360]  lankishing they're on you know what they're in they're in sherman oaks yeah the streets are hiding
[03:20:36.360 --> 03:20:40.200]  on the underpasses underpasses are stuck for them now sometimes you know i mean we have to
[03:20:40.200 --> 03:20:44.520]  fail what are you gonna do it you can't walk through those underpasses now number four is the most
[03:20:44.520 --> 03:20:51.640]  important when you read the u n biological diversity assessment of june 21 june 2030 when you see aoc's
[03:20:51.640 --> 03:20:57.000]  green deal that's just a repeat of that it is the collapse of civilization you don't have to work if
[03:20:57.000 --> 03:21:03.720]  you don't want to guaranteed income free home free transportation uh free health care free everything
[03:21:03.720 --> 03:21:10.680]  but who pays for it again that sells an idea that will turn the united states into venezuela
[03:21:10.680 --> 03:21:21.560]  in very short order so number four is our most important because this is all being done by design
[03:21:21.560 --> 03:21:26.040]  whether you're in australia whether in western europe whether in canada or the united states
[03:21:26.040 --> 03:21:33.240]  or venezuela these programs are carried out by multinational corporations who have a master plan
[03:21:33.240 --> 03:21:40.280]  it's called a post industrial world and a post human future but they've got a sabotage human
[03:21:40.280 --> 03:21:46.760]  development remove systems that encourage civilization and culture so that the general
[03:21:46.760 --> 03:21:55.400]  world population collapses city states will then be formed by private corporations and consortiums
[03:21:55.400 --> 03:22:01.320]  that have advanced technology and have law and order everything outside of the city states
[03:22:01.320 --> 03:22:07.400]  will be basically a lawless system you may have heard of this before in fiction films like
[03:22:07.400 --> 03:22:14.840]  the hunger games and the book series is based on is actually the un agenda 21 program to return
[03:22:14.840 --> 03:22:21.400]  the world to basically a feudal system with the lords and the elites behind castle walls
[03:22:21.400 --> 03:22:33.960]  and the rest of us living the hunger games for real this controlled collapse is already resembling
[03:22:33.960 --> 03:22:40.920]  a zombie apocalypse and the pentagon quietly started 15 years ago training army marines and
[03:22:40.920 --> 03:22:49.000]  other personnel in mass drills to repel zombie apocalypse now why is that us studies israeli
[03:22:49.000 --> 03:22:55.640]  studies russian studies european studies from world war two show that within five days of no
[03:22:55.640 --> 03:23:01.960]  electricity or the breakdown of civilization most people start committing crimes within 10 days
[03:23:01.960 --> 03:23:09.400]  most people become homicidal maniacs within 15 days 90% of people on average become cannibals
[03:23:09.400 --> 03:23:16.680]  the other 10% either fight to the death or commit suicide so again it's been the London Guardian
[03:23:16.680 --> 03:23:22.520]  it's been an NBC news it was reported years after we first documented that the military is training
[03:23:22.520 --> 03:23:28.200]  to take on zombie apocalypse will you go zombies don't exist well no not undead that are reanimated
[03:23:28.200 --> 03:23:33.720]  but the general spoiled out of control public that doesn't know how to grow tomatoes doesn't know
[03:23:33.720 --> 03:23:39.640]  how to fix a car doesn't know how to basically do any work within just a few days of the welfare
[03:23:39.640 --> 03:23:48.360]  debit cards not working will turn into the equivalent of zombies or 100 million army
[03:23:48.360 --> 03:23:54.200]  ads that when they go through the rainforest the amazon clear every twig every piece of food
[03:23:54.200 --> 03:24:01.160]  and eat everything in their way this is a planned sabotage of culture the planned takedown of
[03:24:01.160 --> 03:24:06.360]  civilization so that the so-called elites can break away with their type one civilization
[03:24:06.360 --> 03:24:10.600]  they've already decided humans are obsolete they've already decided to merge with machines
[03:24:10.600 --> 03:24:15.720]  the so-called environmental movement is a post human global exterminist operation i told you
[03:24:15.720 --> 03:24:22.120]  this 25 years ago i made the film in game 11 years ago now it's the cover story at NBC news
[03:24:22.120 --> 03:24:29.480]  as they prepare you for the collapse of civilization being aware of this can reverse it but the
[03:24:29.480 --> 03:24:34.680]  homelessness the encouragement of the slacker lifestyle the encouragement of letting crime
[03:24:34.680 --> 03:24:40.680]  build up in our cities is a time bomb that places like communist china do not accept because they
[03:24:40.680 --> 03:24:46.440]  don't intend to collapse this is being done to us to demoralize us and prepare the west for total
[03:24:46.440 --> 03:24:52.280]  implosion this report is critical to the future of civilization the future of humanity and your
[03:24:52.280 --> 03:24:57.000]  personal future and your family's future the system sensors us like no other because we've
[03:24:57.000 --> 03:25:01.960]  studied their operation and we know how to stop them please however you can share this video
[03:25:01.960 --> 03:25:06.680]  feel free to re-upload it anywhere you want but whatever you do please take action because
[03:25:06.680 --> 03:25:15.160]  without you sharing this video we will succumb to this plan but if you take action we will prevail
[03:25:15.160 --> 03:25:19.160]  thank you all for watching please research the claims i've made to discover the truth of yourself
[03:25:19.160 --> 03:25:24.920]  and please take action now you can call these people that are succumbing to our toxic environment
[03:25:24.920 --> 03:25:31.160]  zombies you can call them demon possessed but you can't deny the fact that this phenomenon
[03:25:31.160 --> 03:25:36.920]  is taking place right now it's time to get involved it's time to wake others up and it's time
[03:25:36.920 --> 03:25:52.840]  to get on our knees and ask god to lead the guy to direct us
[03:25:55.960 --> 03:26:03.720]  info wars tomorrow's news today this program contains language and sequences some viewers
[03:26:03.720 --> 03:26:10.920]  may find disturbing the nation and all of our freedoms hang by a thread and the military apparatus
[03:26:10.920 --> 03:26:19.640]  of this country is about to be handed over to scum we're beholden to scum and the russian scum
[03:26:24.520 --> 03:26:32.280]  please listen if you don't if you want if you fail to understand and the same incredible terror
[03:26:32.280 --> 03:26:41.320]  that's menacing me will strike in you the function of all life is survival sleep sleep sleep
[03:26:47.320 --> 03:26:56.440]  we're coming help help they're coming they're coming listen to me listen to me please you're
[03:26:56.440 --> 03:27:02.440]  next they're in danger please listen to me something terrible please you're next to the end they're
[03:27:02.440 --> 03:27:10.360]  already here help you're next they're coming they're coming sleep the seed is planted sleep
[03:27:11.480 --> 03:27:17.240]  sleep terror gross wake up get you when you sleep
[03:27:17.240 --> 03:27:24.840]  sleep invasion of the body snatchers all of a sudden they're growing like parasites
[03:27:24.840 --> 03:27:31.640]  is it contagious it looked right after you need to get out you're looking at it as if it was human
[03:27:34.680 --> 03:27:43.400]  now the classic fear begins to grow we're being cornered in a modern masterpiece of science fiction
[03:27:43.400 --> 03:27:48.600]  barricading the street invasion of the body snatchers
[03:27:48.600 --> 03:28:16.680]  you are receiving this transmission you are the resistance it's alex jones
[03:28:18.600 --> 03:28:21.180]  you
[03:28:48.600 --> 03:28:57.680]  When you have a pain in the neck, a real pain in the neck, back, shoulder, or legs, you
