[00:00.000 --> 00:08.940]  big brother mainstream media government cover-ups you want answers well so does
[3:04:29.700 --> 3:04:33.700]  But with internet, too, they're going to shut that downwards very hard for you to get to us.
[3:04:33.700 --> 3:04:37.700]  But I'm going to do stuff like file lawsuits and stuff on them. Other people are.
[3:04:37.700 --> 3:04:43.700]  I mean, they're coming now to shut down our ability to fight them because we are kicking their criminal butts.
[3:04:43.700 --> 3:04:49.700]  There's a lot of other ideas, and again, by everybody shutting down their YouTube site for a day or two this Friday,
[3:04:49.700 --> 3:04:55.700]  it won't just be that YouTube and Google notice, their government fronts, you know, they expect it.
[3:04:55.700 --> 3:04:59.700]  They want us to get everybody else paying attention and call the media, too.
[3:04:59.700 --> 3:05:03.700]  You know, this anonymous thing going after Scientology. That's fine and dandy, and I'm all for it.
[3:05:03.700 --> 3:05:11.700]  The point is, the media gave that attention because that was an establishment. That was some rival to the system.
[3:05:11.700 --> 3:05:15.700]  Let's try to force the media to report that people are protesting and boycotting Google and YouTube.
[3:05:15.700 --> 3:05:21.700]  Let's get articles out on infowars.com or prismplanet.com about this boycott and why we're boycotting.
[3:05:21.700 --> 3:05:26.700]  And then let's try to make the mainstream media pick it up. Okay, that said, I want to go to Dr. Blalock.
[3:05:26.700 --> 3:05:33.700]  But in closing, John Watkins, I've been jumping all over you today, but you know, it's because I'm so passionate and emotional about this
[3:05:33.700 --> 3:05:38.700]  because I know it's here. It's happening. But in closing, anything else you want to add?
[3:05:38.700 --> 3:05:44.700]  Well, one thing I wanted to say was just repeat what you said about uploading videos to other videos.
[3:05:44.700 --> 3:05:51.700]  Like live video and blipTV and there are countless others out there. We can use this opportunity this weekend.
[3:05:51.700 --> 3:05:58.700]  When we're not using YouTube, we can check out some of these other sites and start uploading videos to those sites as well
[3:05:58.700 --> 3:06:04.700]  because obviously Google is not providing us with a fair level playing field to get information out there.
[3:06:04.700 --> 3:06:10.700]  So we're going to have to now concentrate on getting our information out to other video sites.
[3:06:10.700 --> 3:06:15.700]  And one thing I just wanted to add was that on my channel on YouTube,
[3:06:15.700 --> 3:06:22.700]  I'm going to try and focus on doing some videos to show other people how to create the kind of videos that I do
[3:06:22.700 --> 3:06:29.700]  to try and present information in such a way that you can wake people up basically
[3:06:29.700 --> 3:06:38.700]  and educate people on how to use certain kinds of video software to edit videos.
[3:06:38.700 --> 3:06:45.700]  And we need lots of videos as well. That's a great idea. We need lots of videos exposing the fact that they are censoring
[3:06:45.700 --> 3:06:51.700]  and then encourage others to make videos showing that and to show how they're censoring.
[3:06:51.700 --> 3:06:58.700]  But exactly, we fight for YouTube and Google. We fight to keep them from becoming totally tyrannical,
[3:06:58.700 --> 3:07:03.700]  knowing they still are though because they are becoming a government. They are becoming internet too.
[3:07:03.700 --> 3:07:08.700]  That's in the Wall Street Journal today. But while we fight a rearguard action to wake up as many as we can
[3:07:08.700 --> 3:07:12.700]  because that's what the people are, we drive them to the other alternative sites and say,
[3:07:12.700 --> 3:07:15.700]  hey, this place is no longer free. Come check this out.
[3:07:15.700 --> 3:07:20.700]  Well, I only commend you and I thank you for including me in your wonderful videos.
[3:07:20.700 --> 3:07:26.700]  And I want to have you back up in the near future, John Watkins, as we track the internet censorship that's taking place.
[3:07:26.700 --> 3:07:34.700]  Just Google YouTube, enough respect, or Google Alex Jones and some of the top videos are enough respects videos.
[3:07:34.700 --> 3:07:40.700]  He's reached, what, more than 20, 30 million people from just the video hits that Google and YouTube show.
[3:07:40.700 --> 3:07:46.700]  I'm sure it's a lot more than that. And another testament to the individual standing up and fighting back when there's a level playing field.
[3:07:46.700 --> 3:07:49.700]  That's why they're tipping the tables on us. Good to have you on, John.
[3:07:49.700 --> 3:07:54.700]  Thank you, Alex. It's an absolute pleasure to be on the show. Thanks for having me on, my friend.
[3:07:54.700 --> 3:07:59.700]  Thank you. It's good to have you here. And folks, again, if I sound desperate today, if I sound upset,
[3:07:59.700 --> 3:08:03.700]  I mean, the Marines get caught running secret checkpoints and then lie about it.
[3:08:03.700 --> 3:08:06.700]  And then we have the local news reporters on that caught them lying about it.
[3:08:06.700 --> 3:08:10.700]  I mean, they have troops running around with the police running checkpoints now.
[3:08:10.700 --> 3:08:18.700]  Foreign banks have stolen 8.5 trillion in seven weeks and counting.
[3:08:18.700 --> 3:08:21.700]  And the Congress isn't allowed to know where the money went.
[3:08:21.700 --> 3:08:26.700]  I mean, what's coming next? We need the internet to fight these people.
[3:08:26.700 --> 3:08:30.700]  Or they'll be even bigger outrageous. Okay, I apologize for getting him on about 10 minutes late.
[3:08:30.700 --> 3:08:35.700]  We got the other guest on late as well today because I wasn't on for the first 45 minutes today.
[3:08:35.700 --> 3:08:42.700]  Russell L. Blalock, MD, Surgeon, Author, Lecturer, Educator. It's Russell Blalock, md.com.
[3:08:42.700 --> 3:08:49.700]  Blalock is B-L-A-Y-L-O-C-K. And again, md.com. We have links to that up on infowars.com.
[3:08:49.700 --> 3:08:52.700]  Who knows how long you'll be able to get to a site though on our internet too.
[3:08:52.700 --> 3:08:55.700]  Sir, thank you for coming on. It's been many years.
[3:08:55.700 --> 3:08:56.700]  Well, thank you.
[3:08:56.700 --> 3:09:05.700]  Just out of the gauge, tell us about yourself, how you woke up to aspartame as a neurosurgeon and what we're facing.
[3:09:05.700 --> 3:09:16.700]  Well, as a neurosurgeon, of course, most of the things I deal with are brain trauma and strokes and ruptured aneurysms, things like this, brain tumors.
[3:09:16.700 --> 3:09:31.700]  And it led into the field of excitotoxicity, which is a process that central to virtually anything that happens to the brain, particularly brain trauma, strokes, and neurodegenerative diseases, like Alzheimer's and Parkinson's disease.
[3:09:31.700 --> 3:09:41.700]  And as I discovered, the neurotransmitter responsible for most of these diseases is the glutamate transmitter.
[3:09:41.700 --> 3:09:47.700]  It's a very complex set of transmitters, and it's the most abundant one in the brain.
[3:09:47.700 --> 3:09:57.700]  But glutamate is very toxic to the brain, and so the brain has this enormously complex system to keep the levels outside of neurons very, very low.
[3:09:57.700 --> 3:10:16.700]  Well, as I got into this, I found out that, in fact, monosodium glutamate raises brain glutamate levels significantly, and that virtually all processed foods have some form of glutamate in it, and that Americans are consuming massive amounts of this.
[3:10:16.700 --> 3:10:27.700]  I wrote a book on it called Excitotoxins, The Taste That Kills, that goes into the research in quite some depth back in 1994.
[3:10:27.700 --> 3:10:34.700]  At the time, if you looked on the Internet, you wouldn't find a single reference to excitotoxicity.
[3:10:34.700 --> 3:10:37.700]  Now it's virtually tens of thousands of pages.
[3:10:37.700 --> 3:10:46.700]  And if you look in the neuroscience literature, it's one of the most commonly discussed topics to the excitotoxicity.
[3:10:46.700 --> 3:11:02.700]  Well, the interesting thing is that here's two major additives to foods, the aspartame and monosodium glutamate type derivatives, that are the most abundant additives in food.
[3:11:02.700 --> 3:11:09.700]  And Americans in a lot of Western countries are consuming absolutely massive amounts of it.
[3:11:09.700 --> 3:11:25.700]  Now that I've put a lot out there in the world of the science of excitotoxicity, more for the laymen as well as for the scientific audience, it's woken a lot of people up.
[3:11:25.700 --> 3:11:27.700]  They realize this is not a minor problem.
[3:11:27.700 --> 3:11:33.700]  This is a major problem because glutamate also plays a major role in brain formation.
[3:11:33.700 --> 3:11:41.700]  So your future and the future of your children is dependent on how the brain forms.
[3:11:41.700 --> 3:11:55.700]  And we know that if you elevate glutamate levels early in development, particularly in the pregnant woman and in early in life, during that first two years after birth, you can cause significant abnormalities in brain formation.
[3:11:55.700 --> 3:11:57.700]  And that's exactly what we're seeing.
[3:11:57.700 --> 3:12:08.700]  If you compare the experimental results of this excitotoxic research with these additives, it's just what we're seeing on a massive rise in the society.
[3:12:08.700 --> 3:12:19.700]  For instance, the ADHD, the autism, we're seeing all sorts of neurodevelopmental problems, language problems, behavior problems, anxiety, depression.
[3:12:19.700 --> 3:12:24.700]  And that's MSG and a larger family of these chemicals.
[3:12:24.700 --> 3:12:36.700]  Yeah, what the food industry has done, because of this enormous amount of research pointing out this toxicity, the FDA has allowed them to use this guy's name.
[3:12:36.700 --> 3:12:43.700]  They call it hydrolyzed protein, soy protein, extract, isolate, KCNA, all sorts of this guy's name.
[3:12:43.700 --> 3:12:48.700]  So it's difficult for people to keep up with that list because it's ever changing.
[3:12:48.700 --> 3:12:54.700]  And soon people won't be able to hear the show anymore because of YouTube and Google and Internet too.
[3:12:54.700 --> 3:12:57.700]  Only on the few M&Fs that were on in shortwave.
[3:12:57.700 --> 3:12:59.700]  I mean, these people are destroying themselves.
[3:12:59.700 --> 3:13:07.700]  Don't worry, hey, Google employees, buy your kids a big bag of burrito nacho cheese MSG and just fry their brains.
[3:13:07.700 --> 3:13:10.700]  Dr. Blaylock, stay with us. Appreciate you joining us.
[3:13:10.700 --> 3:13:18.700]  With rising unemployment and an economy that continues to fail comes an increase in crime. Are you safe when you walk to your car?
[3:13:18.700 --> 3:13:20.700]  Are your kids safe when they go out?
[3:13:20.700 --> 3:13:24.700]  Everyone needs something to give that extra edge in case of an attack.
[3:13:24.700 --> 3:13:28.700]  You need DPS pepper spray from MrDefense.com.
[3:13:28.700 --> 3:13:36.700]  DPS is the strongest pepper spray on the market and is the same spray used by hundreds of law enforcement agencies from around the world.
[3:13:36.700 --> 3:13:41.700]  Need something more? The Stinger Keychain is a great way to surprise a potential attacker.
[3:13:41.700 --> 3:13:49.700]  MrDefense carries the largest selection of stun guns, air tasers, knives, swords, batons, survival, spy and tactical gear.
[3:13:49.700 --> 3:13:55.700]  Surprised your loved ones this Christmas with a gift of safety and security from MrDefense.com.
[3:13:55.700 --> 3:14:10.700]  Mention this ad and receive 10% off your order. Visit MrDefense.com. That's MRDefense.com or call 1-800-313-6400. That's 1-800-313-6400 today.
[3:14:10.700 --> 3:14:17.700]  May I have everyone's attention please? I've come with a message of information. 9-11 was an inside job.
[3:14:17.700 --> 3:14:20.700]  Do you like being a puppet, sir? Do you like being a puppet from the New World Order?
[3:14:20.700 --> 3:14:27.700]  How do the American people know that 9-11 was a stage? Was it engineered by you, David Rockefeller, the Thrallateral Commission, the CAF?
[3:14:27.700 --> 3:14:36.700]  The day that we stop asking questions is the day that we have allowed the seeds of despotism to grow at our own door.
[3:14:36.700 --> 3:14:42.700]  Seven years after the attacks of September 11, a global awakening has taken place.
[3:14:42.700 --> 3:14:46.700]  An inside job? How dare you?
[3:14:46.700 --> 3:14:52.700]  If you know that there's treason going on, you can be held accountable for treason yourself.
[3:14:52.700 --> 3:14:55.700]  All hell is breaking loose on 6th Avenue.
[3:14:55.700 --> 3:15:20.700]  And if the government has not told the truth, in five years we will be here on the 10th anniversary of 9-11.
[3:15:20.700 --> 3:15:31.700]  The Chinese government has begun a campaign of economic threats against the U.S.
[3:15:31.700 --> 3:15:38.700]  hinting liquidation of its vast holdings of U.S. treasuries, responding to Washington's trade sanctions, forcing the Yan Revolution.
[3:15:38.700 --> 3:15:48.700]  Communist Party bodies are warning that Beijing may use its 1.33 trillion reserves as a political weapon, causing bond yields to spike, hammering the U.S. housing market, and throwing the economy into a recession.
[3:15:48.700 --> 3:15:52.700]  Russia, Switzerland, and several other countries have reduced their holdings due to this threat.
[3:15:52.700 --> 3:15:58.700]  Economist Ambrose Evans Pritchard published the report, China Threatens Nuclear Option of Dollar Sales.
[3:15:58.700 --> 3:16:04.700]  Call for the report today, 800-686-2237. The value of your hard earned money is being lost in the global game of chess.
[3:16:04.700 --> 3:16:10.700]  Call 800-686-2237. That's 800-686-2237.
[3:16:10.700 --> 3:16:19.700]  So you've finally decided you're going to stock up and store food. But why settle for bland, tasteless food? Why settle for less? There is an alternative.
[3:16:19.700 --> 3:16:41.700]  Internetgrocer.net. Enjoy the most delicious, storeable food at amazing prices. Enjoy creamy, delicious, real cheddar cheese in a can, indulge in real canned meats and real canned butter.
[3:16:41.700 --> 3:16:49.700]  Choose a variety pack or an entire year's worth of food. Internetgrocer.net has non-hybrid seeds that will produce delicious food for you and your family.
[3:16:49.700 --> 3:16:57.700]  Ensure your food supply for years. Find out just how delicious, storeable food can be. Call 903-356-6443.
[3:16:57.700 --> 3:17:21.700]  Open from 9 a.m. to 6 p.m. Central Standard Time. Or shop online at internet-grocer.net. Again, that's internet-grocer.net.
[3:17:21.700 --> 3:17:31.700]  Dr. Blaylock, long segment coming up. This one's short. Let's get into it. So you started discovering, as a neurosurgeon, researching the brain, what excitotoxins were and what they were doing.
[3:17:31.700 --> 3:17:41.700]  I mean, a lot of people can't eat MSG. They swell up, red, get headaches. If I eat just a little bit of it, I mean, I know right away I'll get a headache.
[3:17:41.700 --> 3:17:51.700]  And I know they make it out of petrochemicals and things. And again, what's wrong with the food industry? What's wrong with the system? And then from that, you learned about aspartame.
[3:17:51.700 --> 3:17:55.700]  So continue with telling us what we're facing.
[3:17:55.700 --> 3:18:15.700]  Well, you know, the people who react as you're describing are the lucky ones because they're not going to eat food that contains MSG. What happens to the majority of the people is they don't have any outward symptoms at all. But the destruction of neurons in the brain and the connection that synapses with the dendroids is an ongoing process.
[3:18:15.700 --> 3:18:33.700]  The more they eat, the higher the brain levels of agglutamate, the more destruction. And certain areas of the brain are more sensitive than others. One of the reactions that I'm working on now that's a growing research interest is that MSG activates the brain's immune cell called the microglia.
[3:18:33.700 --> 3:18:44.700]  And that if we look at all the neurodegenerative diseases like Alzheimer's, ALS, Parkinson's disease, it's this chronic activation of microglia that seems to be the central feature.
[3:18:44.700 --> 3:18:59.700]  MSG readily activates this microglia style and does so for a very long period of time. It also produces enormous pre-radical generation in the brain and the entire body. And this is strongly correlated to these neurodegenerative diseases.
[3:18:59.700 --> 3:19:09.700]  And in childhood, as I said, it alters the development of the brain. So you have children who have behavioral problems, they become depressed, suicidal, homicidal.
[3:19:09.700 --> 3:19:14.700]  I cover this on a DVD I did called Nutrition and Behavior, which you can get off my website.
[3:19:14.700 --> 3:19:15.700]  Absolutely.
[3:19:15.700 --> 3:19:24.700]  That goes into a lot of detail of exactly how all of this works, how much we know about it, what to do about it, how to neutralize some of these effects.
[3:19:24.700 --> 3:19:30.700]  But the real shocking thing is, you know, the book Excited Toxins covers mostly what happens to the brain.
[3:19:30.700 --> 3:19:43.700]  And recently they've discovered that these glutamate receptors exist in virtually every organ and tissue in the entire body. And that one of the shocking thing was that when you raise the glutamate levels in the blood,
[3:19:43.700 --> 3:19:54.700]  cancers start to grow very rapidly and become highly invasive. And this covers a lot of cancer, things like breast cancer, lung cancer, prostate cancer.
[3:19:54.700 --> 3:20:04.700]  All of these cancers will grow much faster, become infinitely more deadly and invasive in the presence of high blood levels of glutamate.
[3:20:04.700 --> 3:20:12.700]  Well, humans out of all the animal species have the highest level of blood glutamate when you feed them glutamate.
[3:20:12.700 --> 3:20:19.700]  It's five times higher than any known animal species. So we are the most sensitive of anything.
[3:20:19.700 --> 3:20:38.700]  And so when you load the food up like it's been loaded, and the investigations by the government itself showed that the blood levels in humans rise as much as 40 to 50 fold with eating food that people commonly eat, processed food.
[3:20:38.700 --> 3:20:45.700]  So we're getting enormous blood levels sufficient to cause the brain lesions as well as to promote cancer growth.
[3:20:45.700 --> 3:20:52.700]  Well, then they looked at, well, what is it doing in the heart? Well, the heart also has an enormous number of these glutamate receptors.
[3:20:52.700 --> 3:21:02.700]  In fact, throughout its entire electrical system, as well as the cardiocyte itself, the heart muscle cell.
[3:21:02.700 --> 3:21:09.700]  And that there's a strong correlation between people having sudden cardiac death, which is on the increase.
[3:21:09.700 --> 3:21:19.700]  These young people dropping dead of a heart attack, people eating a meal and soon after dropping dead of heart attack and unable to resuscitate them in the emergency room.
[3:21:19.700 --> 3:21:33.700]  And what they find is that if their magnesium level is low, which is very common in American society, and you feed them MSG, the heart goes into arrhythmia because it's stimulating these heart glutamate receptors.
[3:21:33.700 --> 3:21:50.700]  And it's very difficult to resuscitate that person. And so what we're seeing is a lot of death, a lot of growth of cancer and invasion of cancer, as well as all sorts of medical problems based on the fact our food is absolutely loaded with monosodium glutamate.
[3:21:50.700 --> 3:21:55.700]  Yeah, they're only adding more of it now along with aspartame and other things.
[3:21:55.700 --> 3:22:03.700]  And there's a lot of medical research on this, thanks to you and others now. And I guess the system that they just don't care. I guess the owners of these companies shovel it in their own children's mouths.
[3:22:03.700 --> 3:22:13.700]  Well, not only that, I think what they do is they protect theirself and their children because they know that this is toxic. I mean, the literature is overwhelming.
[3:22:13.700 --> 3:22:22.700]  And so there's no question of the toxicity. There's no question of what I've been telling you. The research is enormous in this area.
[3:22:22.700 --> 3:22:35.700]  So they know what they've done. They formed the Glutamate Technical Association, which is a conglomeration of the major producer of aspartame and MSG, which is the Dinamoto Company.
[3:22:35.700 --> 3:22:47.700]  And they are a hit squad. Anybody who says anything about them, they bring all the forces of their corporation and their money and researchers that they buy to say that it's not true.
[3:22:47.700 --> 3:22:53.700]  They buy a lot of advertisements and magazines and newspapers so that it'll never enter a...
[3:22:53.700 --> 3:23:00.700]  All right, stay there. Stay there, Doctor. We'll come back and talk about a lot more. Stay with us.
[3:23:00.700 --> 3:23:10.700]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[3:23:10.700 --> 3:23:23.700]  Now that the election is over and the shock is beginning to wear off, Ready Reserve Foods in an effort to get as many Americans prepared for the promised changes of the new administration and to help you and your families survive the global economic crash,
[3:23:23.700 --> 3:23:33.700]  Ready Reserve is offering the pre-inauguration special. Between now and January 20, 2009, all food units you won through U7 are being offered at wholesale prices.
[3:23:33.700 --> 3:23:48.700]  That's a 33% savings. A year's supply of meals starts as low as 73 cents per meal. Ready Reserve Food offers only the highest quality to hydrated food, packed in doubly-nammeled cans in an inert nitrogen atmosphere, allowing a 15-plus-year shelf life.
[3:23:48.700 --> 3:23:55.700]  Ready Reserve has been manufacturing since 1972, giving them the freedom to offer you amazing savings.
[3:23:55.700 --> 3:24:10.700]  Great tasting Ready Reserve Foods at wholesale prices. Order now at ReadyReserveFoods.com or call today 1-800-453-2202. That's 1-800-453-2202.
[3:24:10.700 --> 3:24:17.700]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[3:24:17.700 --> 3:24:21.700]  The enemy struck America on September 11th. Who is the enemy?
[3:24:21.700 --> 3:24:26.700]  We have to look to the Middle East. We have to look to Osama bin Laden.
[3:24:26.700 --> 3:24:33.700]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[3:24:33.700 --> 3:24:40.700]  Some U.S. investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[3:24:40.700 --> 3:24:44.700]  I'm aware that some Israeli citizens have been detained.
[3:24:44.700 --> 3:24:54.700]  Laden's connections to the CIA, the hijackers' ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings in war games, the shadow government, and much, much more.
[3:24:54.700 --> 3:25:03.700]  Fabled Enemies. Get the DVD at infowars.com or see it in super high quality along with hundreds of other titles at prisonplanet.tv.
[3:25:03.700 --> 3:25:10.700]  Either you are with us or you are with the terrorists.
[3:25:10.700 --> 3:25:19.700]  More than 700 chemicals have been found in our drinking water and did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[3:25:19.700 --> 3:25:24.700]  That's because many chemicals are inhaled when they evaporate and others are absorbed into the skin.
[3:25:24.700 --> 3:25:35.700]  The KDF dual media shower filter works with both hot and cold water and is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[3:25:35.700 --> 3:25:41.700]  The KDF dual media shower filter typically lasts 10,000 gallons or one year, whichever comes first.
[3:25:41.700 --> 3:25:47.700]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[3:25:47.700 --> 3:25:55.700]  What about you? Order your KDF shower filter normally $49 for a special price of only $39.99 with free shipping.
[3:25:55.700 --> 3:26:08.700]  Call the Berkey guy and order now by calling 1-877-886-3653 or simply click on the banner at GCNLive.com to order online now.
[3:26:25.700 --> 3:26:30.700]  If you're not buying it, they just changed the name.
[3:26:30.700 --> 3:26:36.700]  And you can say they do this so they can sell you bad tasting food and cover it up, but it's more than that.
[3:26:36.700 --> 3:26:41.700]  Dr. Blalock, I mean, you're an accomplished neurosurgeon.
[3:26:41.700 --> 3:26:44.700]  You've done a lot of your own studies.
[3:26:44.700 --> 3:26:50.700]  I mean, I've gone back to the original studies with Aspartame when they approved it back in the 80s, you know, killing the monkeys, as you know.
[3:26:50.700 --> 3:26:55.700]  And they know GMO food that's had the genes altered, is hurting the lab animals as well.
[3:26:55.700 --> 3:27:00.700]  They just don't care. Where does this attitude come from and why are they doing this?
[3:27:00.700 --> 3:27:11.700]  Well, the more you look at this, you know, I've looked into this probably a lot deeper than a lot of people that are interested in food and technology and things.
[3:27:11.700 --> 3:27:23.700]  It goes back to the Rockefeller Foundation back in the 1910-1920 era, where Rockefeller was obsessed with medical care.
[3:27:23.700 --> 3:27:29.700]  He was the person who was the primary financial source for the Flexional Report.
[3:27:29.700 --> 3:27:34.700]  And what the Flexional Report essentially did is took over all medical care in the United States.
[3:27:34.700 --> 3:27:45.700]  It closed down half of the medical schools in the United States. It appointed most of the presidents of the medical universities that were allowed to subsist.
[3:27:45.700 --> 3:27:52.700]  And the foundation, the Rockefeller Ford Foundation, Carnegie Foundation, set the curriculum.
[3:27:52.700 --> 3:27:56.700]  Now, at the time, Rockefeller owned a lot of pharmaceutical companies.
[3:27:56.700 --> 3:28:03.700]  In fact, most of the major pharmaceutical companies in the world, including some foreign pharmaceutical companies like Merck.
[3:28:03.700 --> 3:28:06.700]  It was a German company.
[3:28:06.700 --> 3:28:16.700]  So he had a vested interest in making the curriculum in medical schools pointed mainly towards pharmaceutical solutions to disease.
[3:28:16.700 --> 3:28:29.700]  Well, that's persisted into the present day, is that we've created a medical educational curriculum throughout most of the schools that preaches certain things
[3:28:29.700 --> 3:28:35.700]  that are considered so-called orthodox medicine. Everything outside of that is to be chunted.
[3:28:35.700 --> 3:28:45.700]  Well, I spend an inordinate amount of time researching and looking through and reading literally thousands of studies from all over the world,
[3:28:45.700 --> 3:28:50.700]  all reported in high quality research journals and medical journals.
[3:28:50.700 --> 3:28:55.700]  What's amazing is most of this is never seen by a practicing physician.
[3:28:55.700 --> 3:28:58.700]  They don't even know this research exists.
[3:28:58.700 --> 3:29:03.700]  I know a neurosurgical colleague at meetings and such about excitable toxicity.
[3:29:03.700 --> 3:29:08.700]  Most look at me like a deer in a headlight. I have no idea what I'm talking about.
[3:29:08.700 --> 3:29:13.700]  They haven't even been exposed to the word excitable toxicity.
[3:29:13.700 --> 3:29:21.700]  Now they're beginning to hear it, but they still don't understand that they're feeding their patients tons of this stuff in their diet
[3:29:21.700 --> 3:29:25.700]  and it's making their neurological conditions much worse.
[3:29:25.700 --> 3:29:30.700]  And so the patients can't recover, they have seizures, all sorts of problems.
[3:29:30.700 --> 3:29:37.700]  When you look at the impact of this on American society and other societies in the world,
[3:29:37.700 --> 3:29:43.700]  it's absolutely enormous because it affects how the brain functions, particularly its higher functions.
[3:29:43.700 --> 3:29:52.700]  That is, a drug addiction. We know that the centers of the brain that controls addiction are regulated by glutamate
[3:29:52.700 --> 3:30:00.700]  and that when you stimulate these centers with glutamate, it increases your craving for all sorts of addictive impulses.
[3:30:00.700 --> 3:30:05.700]  And that if you block these glutamate receptors, people lose their addiction.
[3:30:05.700 --> 3:30:10.700]  So addiction is a very strongly correlated. We know depression.
[3:30:10.700 --> 3:30:20.700]  Now the psychiatric profession is moving into the idea that depression is primarily an excess glutamate in the brain.
[3:30:20.700 --> 3:30:25.700]  Well, here we're feeding tons and tons of glutamate people.
[3:30:25.700 --> 3:30:35.700]  So we're increasing depression, anxiety, suicide, homicides based on this psychological effect of high glutamate levels in the brain.
[3:30:35.700 --> 3:30:38.700]  This is a very hot area of research.
[3:30:38.700 --> 3:30:46.700]  And most of the drugs that seem to do the most good in combating depression have to do with blocking glutamate receptors.
[3:30:46.700 --> 3:30:52.700]  I covered this in one of my recent newsletters. I have a newsletter that goes into a lot of these things.
[3:30:52.700 --> 3:30:58.700]  Let's stop there, doctor, because time is running out here in the hour and I want to have you back up for two hours in the near future.
[3:30:58.700 --> 3:31:06.700]  It's been too long. You've got so much knowledge. Tell folks about the film, the books, the materials, the newsletter, and how folks can get those.
[3:31:06.700 --> 3:31:21.700]  Well, everything you can get through my website, www.russellblaylockmd.com. But I have a DVD on nutrition and behavior, which goes in depth about what a fat sugar has on your brain.
[3:31:21.700 --> 3:31:29.700]  The glutamate, how sugar produces hypoglycema, and that produces disruption of the brain.
[3:31:29.700 --> 3:31:36.700]  Children that are bouncing off the wall, anxiety problems, school learning difficulties, all this is connected.
[3:31:36.700 --> 3:31:44.700]  And then I go into how to correct that, what to do to combat that and improve your child's brain function and behavior.
[3:31:44.700 --> 3:31:52.700]  I have a newsletter, which is published by Newsmax, which goes into a lot of different health things.
[3:31:52.700 --> 3:31:59.700]  It goes into diabetes. It goes into pharmaceutical effects, depletion of minerals.
[3:31:59.700 --> 3:32:05.700]  It goes into ways to protect your brain against Alzheimer's and Parkinson's and the effects of obesity.
[3:32:05.700 --> 3:32:12.700]  And one of the things that I've made a newsletter out of was MSG. And a particular concern was the obesity epidemic.
[3:32:12.700 --> 3:32:23.700]  One of the earliest findings of MSG and aspartame feeding was that it produces gross obesity in animals and virtually every species.
[3:32:23.700 --> 3:32:30.700]  If you feed it early in life, that animal for the rest of your life will be obese. And we know the same thing happens in humans.
[3:32:30.700 --> 3:32:37.700]  And that's now happening. I mean, we have this obesity epidemic, though I've heard the studies that Americans really are eating more than we ate 30, 40 years ago.
[3:32:37.700 --> 3:32:47.700]  It's that we've got all these toxins. And doesn't the MSG and aspartame block the chemicals in the brain that let us know we're full?
[3:32:47.700 --> 3:32:59.700]  Well, what it primarily does, it damages an area the hypothalamus called the archaeate nucleus is where leptin and upright leptin is what helps you burn off fat and it helps control your appetite.
[3:32:59.700 --> 3:33:08.700]  So when you destroy that center of your brain in the hypothalamus, you begin to gain weight, even eating a very low calorie diet.
[3:33:08.700 --> 3:33:15.700]  It's almost impossible to control your weight, which is what was discovered with MSG exposed animals.
[3:33:15.700 --> 3:33:22.700]  You can't exercise it all very easily. You can't diet all very easily. It's a very resistant obesity.
[3:33:22.700 --> 3:33:30.700]  The really frightening thing was that it produces in animals and humans probably metabolic syndrome.
[3:33:30.700 --> 3:33:40.700]  Well, there are 45 million Americans who now have metabolic syndrome, one of the most rapidly accelerating diseases in Western society.
[3:33:40.700 --> 3:33:47.700]  And we can directly link it to this massive consumption of glutamate and aspartame.
[3:33:47.700 --> 3:33:54.700]  It will produce the exact syndrome in animals, the obesity, the hypertension.
[3:33:54.700 --> 3:33:59.700]  How do you know that area is destroyed? I mean, I had a lot of MSG growing up as a child. What do I do?
[3:33:59.700 --> 3:34:07.700]  Well, it depends on your antioxidant. It depends on your diet, which will help protect you to some degree.
[3:34:07.700 --> 3:34:11.700]  But there's a lot of things you can do nutritionally to help repair these things.
[3:34:11.700 --> 3:34:20.700]  One of the primary events of excitotoxicity is rather than just killing cells, it destroys a lot of the synaptic connections,
[3:34:20.700 --> 3:34:24.700]  which you can repair by changing your diet, getting the MSG out.
[3:34:24.700 --> 3:34:26.700]  The brain's always trying to rewire, right?
[3:34:26.700 --> 3:34:33.700]  Yeah, it's called plasticity. We have brain plasticity from conception all the way up to age 100.
[3:34:33.700 --> 3:34:41.700]  They did a study on people in their hundreds and found the same plasticity was taking place, this massive repair of damage.
[3:34:41.700 --> 3:34:49.700]  The problem is, as you pointed out, is we're inundated with so many toxins and bad diet that we can't repair it.
[3:34:49.700 --> 3:34:52.700]  We're just constantly damaging it over and over and over.
[3:34:52.700 --> 3:34:57.700]  Doctor, haven't they also found that these excitotoxins are addictive?
[3:34:57.700 --> 3:35:04.700]  Absolutely. As I said, it seems to operate the part of the brain that has to do with addiction.
