[00:00:00.689 --> 00:00:02.990]  Ohhhhhhhhhh
[01:21:39.927 --> 01:21:40.968]  He really knows what he's talking about.
[01:21:41.721 --> 01:21:55.951]  Well, he's always coming on the show saying, well in this book I predicted how they try a martial law scenario in Virginia with gun confiscation and how they'd use a mass shooting to trigger it and how the globalists are ever in real trouble, they're going to try this scenario.
[01:21:55.951 --> 01:21:59.334]  And we have George Soros' real documents now showing similar things.
[01:21:59.334 --> 01:22:07.400]  The Attorney General talking about going after Soros, how they're trying to install their people at the state and local level as prosecutors and sheriffs.
[01:22:08.160 --> 01:22:12.205]  But Bracken wrote this article, Virginia Checkpoints, What Could Possibly Go Wrong?
[01:22:12.205 --> 01:22:15.168]  And it's an excerpt of his 2003 book.
[01:22:15.168 --> 01:22:21.216]  And it's really best for him to break it all down.
[01:22:22.739 --> 01:22:35.989]  But it's got the quotes here, and it's eerily parallel to what they're saying they're going to start doing January 20th in Virginia, openly saying they want to use the military to confiscate guns, to arrest sheriffs that don't go confiscate the guns, all semi-autos.
[01:22:35.989 --> 01:22:36.510]  It's here.
[01:22:36.510 --> 01:22:37.010]  It's happening.
[01:22:37.010 --> 01:22:40.813]  The story's up on InfoWars.com.
[01:22:40.813 --> 01:22:41.313]  It's also
[01:22:42.418 --> 01:22:42.879]  That's right.
[01:23:03.277 --> 01:23:05.018]  Matt Bracken, thank you for joining us tonight.
[01:23:05.018 --> 01:23:21.726]  I specifically want to get into the scenarios in Virginia, other areas of the country, and other tricks you think they have up their sleeves, because I don't want to sit here as the awakening happens, and as everything The Globalist does falls in its face and be overconfident, because you've laid out scenarios that we now see starting to happen.
[01:23:21.726 --> 01:23:26.309]  Give us that over-the-horizon radar on what you think is coming next.
[01:23:26.309 --> 01:23:27.069]  Hi, Alex.
[01:23:27.069 --> 01:23:28.410]  Yeah, I've been watching the show.
[01:23:29.710 --> 01:23:35.112]  What you've been recounting about the feeling power through murdering babies, I mean, it's all spot on.
[01:23:35.112 --> 01:23:45.657]  These are like flashing red warning lights for a society that's really approaching the abyss in many respects.
[01:23:45.657 --> 01:23:54.900]  I wrote this novel in the early 2000s, Enemies Foreign and Domestic, because I'm a student of history for a long time.
[01:23:54.900 --> 01:23:56.501]  I was an officer in the SEAL teams.
[01:23:57.290 --> 01:24:08.816]  I saw some corruption in the military where units were given no oversight at all and they just had a black budget and they went way off the rails.
[01:24:08.816 --> 01:24:15.519]  And I've been studying other types of units that have gone off the rails.
[01:24:15.519 --> 01:24:19.481]  Sometimes they start with very good motives and very good ideas.
[01:24:19.481 --> 01:24:23.403]  And I'd like to draw a line from what's happening in Virginia
[01:24:24.531 --> 01:24:32.598]  Through Northern Ireland in the 70s and 80s and then back to Kenya and the Mau Mau wars in the 1950s.
[01:24:32.598 --> 01:24:44.949]  There was a British officer, just a lieutenant at the end of World War II, but he was in Kenya during the Mau Mau uprising and he came up with this concept he called gangs and counter gangs.
[01:24:44.949 --> 01:24:48.973]  It's really about false flag operations and he literally wrote a book
[01:24:49.574 --> 01:24:51.275]  The book is called Gangs and Countergangs.
[01:25:04.577 --> 01:25:14.442]  That would dress and appear to be one of the factions fighting in the Mau Mau Uprising to attack another faction and then leave false clues.
[01:25:14.442 --> 01:25:24.086]  This got the different factions within the Mau Mau Uprising, instead of focusing and fighting against the British colonial rule, they began fighting each other.
[01:25:24.571 --> 01:25:27.315]  So this was considered very successful.
[01:25:27.315 --> 01:25:30.038]  Frank Kitson is promoted Major Colonel.
[01:25:30.038 --> 01:25:31.721]  He becomes a Brigadier General 1970.
[01:25:31.721 --> 01:25:34.424]  He's the like rising star.
[01:25:34.424 --> 01:25:36.207]  He goes to Northern Ireland.
[01:25:36.207 --> 01:25:41.614]  He's going to use these gangs and counter gangs, false flag tactics in Northern Ireland.
[01:25:41.934 --> 01:25:43.195]  Thinking, hey, it worked in Kenya.
[01:25:43.195 --> 01:25:44.235]  It ought to work in Ireland.
[01:25:44.235 --> 01:25:46.416]  And by the way, you're talking about mainline history.
[01:25:46.416 --> 01:25:47.696]  This is all admitted.
[01:25:47.696 --> 01:25:55.700]  I had Steak Knife, one of the British commandos that was running this, blowing stuff up, blaming it on the Irish, on the show, and he was killed like two weeks later.
[01:25:55.700 --> 01:25:58.381]  So I want people to know, that's how dangerous all this is.
[01:25:58.381 --> 01:25:58.881]  Please continue.
[01:25:59.912 --> 01:26:08.296]  Yes, so the SAS used sock puppets like Ulster Volunteer Force, things like that, to do some of their dirty work.
[01:26:08.296 --> 01:26:11.118]  But they literally planted false bombs.
[01:26:11.118 --> 01:26:14.900]  They put bombs in British and Protestant pubs.
[01:26:15.300 --> 01:26:17.002]  To be blamed on the Irish.
[01:26:17.002 --> 01:26:20.385]  They thought it worked in Kenya with the Mau Mau uprising.
[01:26:20.385 --> 01:26:31.576]  Well, it was like pouring rocket fuel on the IRA when they tried this tactic that had been successful, you know, 15 years earlier in East Africa.
[01:26:31.576 --> 01:26:36.080]  When they tried it in Northern Ireland, it was a major backfire.
[01:26:36.080 --> 01:26:37.542]  Now, bringing it to today.
[01:26:38.516 --> 01:26:49.163]  The special units that we've been training, that have been learning a lot of tricks in Iraq and Afghanistan and really all over the world because those are just the overt places.
[01:26:49.163 --> 01:26:56.488]  We've got special forces all over the places, all over the globe really, doing dirty tricks and dirty ops.
[01:26:56.488 --> 01:27:03.593]  They come home, we see that the tactics and strategies that are employed around the world by our special operations forces
[01:27:04.053 --> 01:27:04.133]  Yeah.
[01:27:20.297 --> 01:27:23.779]  They tried to use those tricks against Trump.
[01:27:23.779 --> 01:27:39.906]  Well, if they try to do these things in Virginia, you know, the false flag missions, discrediting operations, you know, leaving bombs that will be attributed to right-wing militias, it's going to be what happened in Northern Ireland.
[01:27:40.306 --> 01:27:43.329]  It's going to have the exact opposite effect.
[01:27:43.329 --> 01:27:58.742]  Instead of discrediting the so-called right-wing white nationalist militias, it's going to be like pouring rocket fuel onto the fire, just like it was when Frank Kitson took his Mao Mao strategy to Northern Ireland.
[01:27:58.742 --> 01:28:07.269]  There's never been a civil war in the history of the world where there have been so many tens of thousands of
[01:28:07.842 --> 01:28:08.663]  All right.
[01:28:22.822 --> 01:28:28.906]  You know, ten trucks, a couple armored personnel carriers, put up a perimeter around the village and sweep it.
[01:28:28.906 --> 01:28:31.268]  That will not work in Virginia.
[01:28:31.268 --> 01:28:32.149]  That will not work in Virginia.
[01:28:32.149 --> 01:28:40.455]  Let's talk about how the globalists are going to try to destabilize everything with false flags and provocateur ops while they're so upset that we exposed
[01:28:41.495 --> 01:28:47.718]  What they were trying to gin up in Virginia a few years ago and why they hope we wouldn't be on air to have people there to cover it this time.
[01:28:47.718 --> 01:28:48.598]  We're not just going to cover it.
[01:28:48.598 --> 01:28:54.241]  We're going to have dozens of our people in Virginia on the 20th to stop the deep state from pulling this off.
[01:28:58.900 --> 01:29:00.681]  Real Red Pill.
[01:29:00.681 --> 01:29:02.882]  Real Red Pill Plus.
[01:29:02.882 --> 01:29:17.948]  Please go to Infowarshore.com and research the preglanone alone that is in each of these products and then research all the other things that are in Real Red Pill and Real Red Pill Plus and what they will do for you and your family.
[01:29:18.308 --> 01:29:33.352]  This Christmas, for those of you on the fence who've never tried these products, I am selling both of the formulas at 65% off, the lowest price ever, with a free bottle of BioTrue Selenium, with it from the mustard seed.
[01:29:33.352 --> 01:29:36.813]  Ladies and gentlemen, research what this does in your body.
[01:29:37.413 --> 01:29:40.497]  Then experience it for yourself if you want to go to the next level.
[01:29:40.497 --> 01:29:43.139]  I'd say it funds the InfoWar before losing money on this.
[01:29:43.139 --> 01:29:49.206]  This is my gift to you this Christmas so you experience it for yourself like the other products.
[01:29:49.206 --> 01:29:51.188]  InfoWarStore.com.
[01:29:51.188 --> 01:29:52.870]  That's InfoWarStore.com.
[01:29:52.870 --> 01:29:53.731]  Please take action.
[01:29:57.148 --> 01:30:01.976]  I'm here to give the listeners and viewers a project report in the next 60 seconds.
[01:30:01.976 --> 01:30:03.798]  And here's the bottom line.
[01:30:03.798 --> 01:30:05.221]  I'm not playing around.
[01:30:05.221 --> 01:30:06.663]  I'm not screwing around.
[01:30:06.663 --> 01:30:07.544]  I'm not joking.
[01:30:07.544 --> 01:30:08.205]  And neither are you.
[01:30:09.634 --> 01:30:24.944]  InfoWars and this operation we built together has delivered for America, has delivered for our children and the unborn, has delivered in the face of toxic fluoride and the GMOs and the deadly vaccine depopulation operation.
[01:30:24.944 --> 01:30:27.826]  What we're doing is beyond critical.
[01:30:27.826 --> 01:30:28.987]  Did you hear the key word?
[01:30:28.987 --> 01:30:33.410]  What we are doing is beyond critical.
[01:30:34.270 --> 01:30:48.363]  So, this is the time with the biggest sales ever during Christmas at InfoWarsTour.com to get in there and buy these products you already need that I need the funding for to get this operation to the next level.
[01:30:48.363 --> 01:30:49.884]  I need the money.
[01:30:49.884 --> 01:30:52.107]  I need to be able to fight the globalists.
[01:30:52.107 --> 01:30:53.228]  I need you.
[01:30:53.228 --> 01:30:54.429]  You need these products.
[01:30:54.429 --> 01:30:55.630]  Get them at InfoWarsTour.com.
[01:30:57.671 --> 01:31:00.954]  So what's the most important part, let's say, in a bulldozer running over the Globalist?
[01:31:00.954 --> 01:31:04.416]  The treads, the wheels, the engine, the scoop on the front.
[01:31:04.416 --> 01:31:07.158]  It's all very important, but the fuel is paramount.
[01:31:07.158 --> 01:31:08.039]  And that's my allegory.
[01:31:09.116 --> 01:31:20.181]  TurboForce is vitamins, minerals, amino acids that synergistically work with six different natural forms of healthy, clean energy that last for 10 hours in the average metabolic system metabolism of a human.
[01:31:20.181 --> 01:31:22.502]  Some people get 15 hours out of it, some people get about 8 hours.
[01:31:22.502 --> 01:31:28.224]  But people take this, people are taking it in sports, people cannot believe it's the best they've ever had because it's not high.
[01:31:28.224 --> 01:31:34.447]  Nobody puts as much product into their pre-workouts, their post-workouts, you can call us whatever you want.
[01:31:34.447 --> 01:31:35.887]  It's a total solution.
[01:31:35.887 --> 01:31:37.048]  All around the best you're going to find.
[01:31:37.148 --> 01:31:38.169]  Turbo Force.
[01:31:38.169 --> 01:31:40.410]  Without you, we don't roll.
[01:31:40.410 --> 01:31:42.131]  With you, we surge forward together.
[01:31:42.131 --> 01:31:44.173]  It's like the bulldozer without the diesel fuel.
[01:31:44.173 --> 01:31:46.795]  If we don't have your financial support, we will be defeated.
[01:31:46.795 --> 01:31:49.817]  You support us and get products you already need that literally fuel your body and your mind?
[01:31:49.817 --> 01:31:51.638]  It's a win-win.
[01:31:51.638 --> 01:31:52.298]  360 together.
[01:31:52.298 --> 01:31:53.759]  Infowarsstore.com or AAA253-3139.
[01:31:53.759 --> 01:31:54.400]  My fault, I fear.
[01:32:02.865 --> 01:32:15.232]  I thought that you'd want what I want I'm sorry, my dear But where are the clowns?
[01:32:15.232 --> 01:32:16.233]  Send in the clowns
[01:32:26.261 --> 01:32:30.843]  The globalists have sent in the clowns.
[01:32:30.843 --> 01:32:32.624]  They've sent in Antifa.
[01:32:32.624 --> 01:32:36.665]  They've broken our borders with some of the most hardened criminals from around the world.
[01:32:36.665 --> 01:32:40.627]  They've tried to poison us with fluoride and GMO and the tainted vaccines.
[01:32:40.627 --> 01:32:42.328]  They've sent in their clowns.
[01:32:42.328 --> 01:32:47.990]  But now, the men and women of America are taking action and confronting globalists everywhere.
[01:32:47.990 --> 01:32:50.411]  And I'm so proud of Infowars leading the charge.
[01:32:50.891 --> 01:32:59.719]  The only way we can do that is when you keep spreading the word about our broadcast and when you keep buying the great products at InfoWarsTore.com.
[01:32:59.719 --> 01:33:02.362]  You're listening to the Alex Jones Show!
[01:33:14.931 --> 01:33:19.778]  Defending the Republic from enemies, foreign and domestic.
[01:33:19.778 --> 01:33:22.623]  It's Alex Jones.
[01:33:22.623 --> 01:33:23.264]  We are live!
[01:33:24.727 --> 01:33:28.931]  We are broadcasting worldwide on this Sunday transmission.
[01:33:28.931 --> 01:33:34.276]  Now, we know Soros has planned violence at events that would trigger race war and martial law.
[01:33:34.276 --> 01:33:36.618]  I have the documents right here, covered it earlier.
[01:33:36.618 --> 01:33:42.183]  We're showing you the history of a former Navy SEAL officer who works in the Middle East and around the world.
[01:33:42.183 --> 01:33:45.826]  And, you know, these tactics are taught by governments all over the place.
[01:33:45.826 --> 01:33:49.210]  Even army intelligence officers at the level of captain.
[01:33:49.750 --> 01:33:49.930]  Are you
[01:34:05.064 --> 01:34:07.064]  Committed atrocity, blaming on your enemies.
[01:34:07.064 --> 01:34:08.865]  The left needs that.
[01:34:08.865 --> 01:34:12.225]  That's why they had their own antifa do Texas and Ohio.
[01:34:12.225 --> 01:34:16.086]  You notice they expunged it all, tried to say they were right-wingers and Trump supporters.
[01:34:16.086 --> 01:34:17.987]  So there's lots of levels to this.
[01:34:17.987 --> 01:34:19.967]  Blame something a crazy does on us.
[01:34:19.967 --> 01:34:20.747]  Stage something.
[01:34:20.747 --> 01:34:21.727]  Wind it up.
[01:34:21.727 --> 01:34:27.949]  This is a Charlottesville where they collide two groups together to create the narrative on a bigger scale.
[01:34:27.949 --> 01:34:31.969]  Explain why it's so big and why your article from 16 years ago is so important.
[01:34:31.969 --> 01:34:34.350]  It's posted on the front page of InfoWars.com.
[01:34:34.350 --> 01:34:34.550]  Matt?
[01:34:36.834 --> 01:34:43.780]  My first novel, Enemies Foreign and Domestic, it actually begins with a false flag sniper attack on a stadium.
[01:34:43.780 --> 01:34:51.848]  And that leads immediately to Congress passing a law banning semi-automatic so-called assault rifles.
[01:34:51.848 --> 01:35:01.037]  Then politicians, notably in Virginia and Maryland, they try to get out in front of this what they perceive as the winning hand or a way to publicize themselves to higher office.
[01:35:01.577 --> 01:35:02.057]  We're good to go.
[01:35:18.624 --> 01:35:21.205]  It almost, you know, it's like I'm just shaking my head.
[01:35:21.205 --> 01:35:24.987]  That's the most famous book called Unintended Consequences.
[01:35:24.987 --> 01:35:26.068]  They've got no idea.
[01:35:26.068 --> 01:35:43.617]  So, in the short excerpt that's posted at American Partisan, it's just highlighting a checkpoint, a gun checkpoint, that goes completely haywire, out of control, action begetting action, and, you know, just amplifying at each step.
[01:35:44.097 --> 01:35:49.799]  That these politicians that think that they can just pass the law and force the law and it's going to go down.
[01:35:49.799 --> 01:35:55.341]  They really have no idea how this this can accelerate out of their control so fast.
[01:35:55.341 --> 01:36:03.224]  And my fear is that Richmond is going to be seen as an opportunity for like a Charlottesville on steroids.
[01:36:03.224 --> 01:36:05.144]  The left is very desperate.
[01:36:05.144 --> 01:36:10.466]  The impeachment at the sham is not really working and they need to change the subject.
[01:36:11.189 --> 01:36:13.012]  And Matt, let me just add to this.
[01:36:13.012 --> 01:36:15.976]  They're the ones saying we're going to use the military.
[01:36:26.229 --> 01:36:30.052]  Where you have the Attorney General, you have the Governor, they're all in scandals.
[01:36:30.052 --> 01:36:32.194]  They've all been caught in big corruption problems.
[01:36:32.194 --> 01:36:37.318]  They're all perfectly compromised and being flogged into these provocative statements.
[01:36:37.318 --> 01:36:40.680]  If you're really just going to come for the guns, you'd pass the laws, put pressure on people.
[01:36:40.680 --> 01:36:44.223]  No, they're all wanting a confrontation.
[01:36:44.223 --> 01:36:46.745]  They're all trying to rabble-rouse people into this.
[01:36:48.066 --> 01:37:02.720]  Yes, because I think that their perception is that they can force Trump into a misstep, you know, a mortal sin, something when, you know, he said whatever he said in Charlottesville was fun as Trump says there's good Nazis.
[01:37:03.180 --> 01:37:05.941]  Which was a lie, but that's how they think they can spin it around.
[01:37:05.941 --> 01:37:19.408]  Major law enforcement publications, please put that back on screen guys, major law enforcement publications like law enforcement today are having to say, National Guardsmen, we will not comply with order by Virginia government to arrest police, confiscate guns.
[01:37:19.408 --> 01:37:24.011]  That's the level, that's December 20th, two days ago, we've gotten to.
[01:37:24.011 --> 01:37:26.012]  This is not us saying this is coming.
[01:37:26.012 --> 01:37:29.413]  This is, hell yes, I'm going to take your, you know, your semi-autos.
[01:37:29.413 --> 01:37:32.495]  Hell yes, you know, we're going to kill gun owners if they don't turn them in.
[01:37:33.895 --> 01:37:38.258]  The lead Democrat whip in the House saying we're going to hang Trump on national TV.
[01:37:38.258 --> 01:37:41.862]  I mean, these people are spoiling for a fight.
[01:37:41.862 --> 01:37:57.255]  Yeah, this is a microcosm of the red-blue county map, where you've got a majority population in just a few blue counties in Richmond, northern Virginia, tipped heavily by the immigrant
[01:37:57.795 --> 01:37:58.416]  I think?
[01:38:14.153 --> 01:38:21.715]  So you've got 85 out of 95, or maybe 86 now, out of 95 Virginia counties voting to become sanctuary counties.
[01:38:21.715 --> 01:38:31.598]  And let me tell you, you can't just send a convoy of SUVs out into rural America anywhere and not be picked off by people with high-powered rifles.
[01:38:31.598 --> 01:38:38.380]  You know, a few thousand Taliban have kept us from conquering Afghanistan in 20 years.
[01:38:38.380 --> 01:38:39.320]  Same thing in Vietnam.
[01:38:39.320 --> 01:38:40.300]  So let's expand on this.
[01:38:42.679 --> 01:38:44.340]  That was social engineering has been declassified.
[01:38:44.340 --> 01:38:49.181]  They almost started it, made us lose it on purpose to create the whole leftist movement here in the U.S.
[01:38:49.181 --> 01:38:50.281]  and expand it.
[01:38:50.281 --> 01:38:53.122]  But let's pull back here Matt Bracken quickly.
[01:38:53.122 --> 01:39:03.066]  We have to understand that again, they want this crisis and just like the rest of the map of the country, they only control the big population centers where they bring in their election fraud.
[01:39:03.066 --> 01:39:04.726]  It can never be kicked out.
[01:39:04.726 --> 01:39:06.467]  And so this is just another example
[01:39:07.483 --> 01:39:08.504]  I don't
[01:39:30.043 --> 01:39:31.344]  We want to have a confrontation.
[01:39:31.344 --> 01:39:34.867]  We're going to take your semi-autos, and if you resist, we'll use nuclear weapons.
[01:39:34.867 --> 01:39:41.593]  Showing the total arrogance that that is a city-destroying weapon, which would be used on blue cities from his view.
[01:39:41.593 --> 01:39:42.834]  I'm not saying do that.
[01:39:42.834 --> 01:39:46.357]  It's not for rural areas, unless you want total extermination.
[01:39:46.357 --> 01:39:50.941]  Whoever uses that will be discredited right away, but it shows their military disconnect.
[01:39:50.941 --> 01:39:53.824]  Meanwhile, almost everyone that has military background hates their guts.
[01:39:53.824 --> 01:39:54.485]  Please continue.
[01:39:54.485 --> 01:39:57.067]  This is a Marie Antoinette, let them eat cake type statement.
[01:39:58.840 --> 01:40:07.282]  The reason that false flag operations are so effective, and this is the reason I wrote this book, because I could just see this coming.
[01:40:07.282 --> 01:40:13.924]  The reason it's so effective is, there's a saying, in the land of the blind, the one-eyed man is king.
[01:40:13.924 --> 01:40:22.946]  Well, in the land of mostly first-level, open-level thinkers, a second-level thinker is like a genius.
[01:40:23.519 --> 01:40:35.092]  So if you do a false flag operation, if there's a white militia redneck next to a gun outside the stadium after the stadium massacre, that's how it's going to play.
[01:40:35.092 --> 01:40:39.077]  Nobody's going to say, wait a minute, why would a white veteran do that?
[01:40:39.637 --> 01:40:40.437]  Why would they do that?
[01:40:40.437 --> 01:40:46.579]  They're first-level thinkers will go with the narrative that the evil white racists are just spoilers.
[01:40:46.579 --> 01:40:51.221]  Because they're all primed to do it, and then we're not supposed to question when these things happen.
[01:40:51.221 --> 01:40:52.901]  They've got it all primed and ready.
[01:40:52.901 --> 01:40:55.362]  And they're saying that the media is going to be attacked.
[01:40:55.362 --> 01:40:57.223]  White terrorists are going to rise up and attack.
[01:40:57.883 --> 01:41:01.125]  The FBI says it's the number one threat, but it doesn't even register as a threat.
[01:41:01.125 --> 01:41:15.211]  It's all primed and ready, all the shows, all the movies for this, except if they think two or three levels into what's going to happen if they start this hot civil war, I mean, these globalists are going to all have to run for the hills.
[01:41:15.211 --> 01:41:24.015]  But in the meantime, it can lead to a cascade where, you know, if people are starting a sniper war in this country,
[01:41:25.046 --> 01:41:28.972]  It can lead to a cascade which would be devastating for everybody.
[01:41:28.972 --> 01:41:32.016]  I mean, we're talking about the electricity going out.
[01:41:32.016 --> 01:41:34.680]  Because a city, if it's rural versus urban,
[01:41:35.396 --> 01:41:38.858]  Then Urban's in the hurt locker because they don't feed themselves.
[01:41:38.858 --> 01:41:41.479]  They don't have their own water or electricity.
[01:41:41.479 --> 01:41:53.565]  It's all set up culturally where the Christian right-wingers know how to run things, know how to skin a buck, know how to run a trot line, have all the infrastructure, are awake, know what's going on.
[01:41:53.565 --> 01:42:01.468]  The cities are drugged out, satanic, literally out of their minds, falling apart, and they're trying to start a war with their food supply.
[01:42:01.468 --> 01:42:02.889]  Let me just say this.
[01:42:02.889 --> 01:42:04.770]  I want to invite you here because I want to go to Virginia.
[01:42:04.830 --> 01:42:05.050]  We're good.
[01:42:23.889 --> 01:42:24.750]  We want other people.
[01:42:24.750 --> 01:42:26.751]  I want to work with Stuart Rhodes and others.
[01:42:26.751 --> 01:42:33.434]  We need to put a lot of personnel there and be very clear that we're not going to be with the fake white supremacist wind-up toys that they admittedly have hired.
[01:42:33.434 --> 01:42:37.076]  We're going to be there exposing them, so they can't just say it's two groups.
[01:42:37.076 --> 01:42:38.297]  And we're going to stand against this.
[01:42:38.297 --> 01:42:41.638]  Matt Bracken, if you've got time, I've got Steve Pchenik on tomorrow and a bunch of other guests.
[01:42:41.638 --> 01:42:44.280]  If you can pop in again, that would be wonderful to talk about.
[01:42:44.680 --> 01:42:46.183]  The different scenarios that unfold.
[01:42:46.183 --> 01:42:47.767]  EnemiesFarmDomestic.com.
[01:42:47.767 --> 01:42:50.993]  Your article's up on InfoWars.com from 16 years ago.
[01:42:50.993 --> 01:42:51.554]  God bless you.
[01:42:51.554 --> 01:42:53.599]  Final segment on other key intel.
[01:42:53.599 --> 01:42:54.460]  Straight ahead, please stay with us.
[01:42:56.562 --> 01:43:04.707]  It's your last chance to get the original designer limited-edition Jeffrey Epstein Christmas sweater.
[01:43:04.707 --> 01:43:17.715]  The globalists are so scared of this story continuing to come out for people learning about the deep state and the international blackmail rings using kidnapped women and children to compromise world leaders.
[01:43:17.715 --> 01:43:21.938]  They do not want this story continuing and this is your last chance
[01:43:22.538 --> 01:43:30.544]  To get the limited edition Christmas sweater at Infowarsstore.com to help spread the word, to have a piece of history, and to fund our operation.
[01:43:30.544 --> 01:43:33.947]  So, again, it says Christmas lights are a lot like Epstein.
[01:43:33.947 --> 01:43:36.609]  These things don't hang themselves on the front.
[01:43:36.609 --> 01:43:41.153]  On the back, it's got Infowars.com and shows the O in Infowars as a wreath.
[01:43:41.153 --> 01:43:42.194]  It's also a noose.
[01:43:42.774 --> 01:43:46.440]  The system can't stand it when you promote things at the grassroots level.
[01:43:46.440 --> 01:43:50.686]  They can't stand it when you fund independent, pro-America, pro-human media.
[01:43:50.686 --> 01:43:54.352]  That's why you've got to take advantage of this shirt and get it today.
[01:43:54.352 --> 01:43:55.494]  MemphilWoreStore.com.
[01:43:58.996 --> 01:44:00.897]  The globalists think America's done.
[01:44:00.897 --> 01:44:02.739]  The globalists think the West is done.
[01:44:02.739 --> 01:44:05.520]  They think that Christians are done and finished.
[01:44:05.520 --> 01:44:07.762]  They believe they've broken our backs.
[01:44:07.762 --> 01:44:12.685]  They believe that with big tech censorship, we'll just crawl into ditches and submit to them.
[01:44:12.685 --> 01:44:24.473]  And they believe that if they can demonize and shut down Infowars, that they rightfully see as a symbol, a beacon of populism and freedom, not just to America, but to the whole world, that they can demoralize everybody else and win.
[01:44:24.473 --> 01:44:27.195]  Why, if they can shut Infowars down, they can intimidate everybody else.
[01:44:27.635 --> 01:44:31.037]  That's why it's beyond critical that you keep InfoWars on the air.
[01:44:31.037 --> 01:44:34.699]  It's only by your word of mouth, your prayer, your financial support that we're on air.
[01:44:34.699 --> 01:44:38.241]  And I want to thank you all this Christmas for your past support.
[01:44:38.241 --> 01:44:46.765]  But I want to encourage you now to redouble your efforts and financially support us by getting great products you need during the 12 days of Christmas at InfoWarsStore.com.
[01:44:46.765 --> 01:44:51.228]  Massive sales, store-wide free shipping, double pay-to-read points.
[01:44:51.228 --> 01:44:53.048]  InfoWarsStore.com.
[01:44:53.048 --> 01:44:54.389]  Please take action now.
[01:44:54.389 --> 01:44:55.670]  George Soros hopes you don't.
[01:44:57.058 --> 01:45:14.762]  I fought, I feared I thought that you'd want what I want I'm sorry, my dear But where are the clowns?
[01:45:14.762 --> 01:45:16.123]  Send in the clowns
[01:45:25.792 --> 01:45:30.358]  The globalists have sent in the clowns.
[01:45:30.358 --> 01:45:32.160]  They've sent in Antifa.
[01:45:32.160 --> 01:45:36.185]  They've broken our borders with some of the most hardened criminals from around the world.
[01:45:36.185 --> 01:45:40.170]  They've tried to poison us with fluoride and GMO and the tainted vaccines.
[01:45:40.170 --> 01:45:41.432]  They've sent in their clowns.
[01:45:41.832 --> 01:45:47.494]  But now the men and women of America are taking action and confronting globalists everywhere.
[01:45:47.494 --> 01:45:50.255]  And I'm so proud of InfoWars leading the charge.
[01:45:50.255 --> 01:45:57.398]  But the only way we can do that is when you keep spreading the word about our broadcast and when you keep buying the great products at InfoWarsTore.com.
[01:45:57.398 --> 01:45:59.619]  InfoWars has delivered.
[01:46:00.808 --> 01:46:06.253]  InfoWars has come through time and time and time and time again.
[01:46:06.253 --> 01:46:13.279]  At that critical, game-changing moment, we have come through.
[01:46:13.279 --> 01:46:21.747]  And that means myself, the other hosts, the journalists, the researchers, the writers, the crew, down to the janitor, down to the bookkeeper.
[01:46:22.948 --> 01:46:24.749]  There is no top, there is no bottom.
[01:46:24.749 --> 01:46:28.811]  We are a family in this fight, ladies and gentlemen.
[01:46:28.811 --> 01:46:30.692]  And the stakes have never been higher.
[01:46:30.692 --> 01:46:32.873]  That's why the Globals want to take us out of the game.
[01:46:32.873 --> 01:46:36.794]  Only you keep InfoWars in the game.
[01:46:36.794 --> 01:46:38.315]  You are the InfoWar.
[01:46:38.315 --> 01:46:51.361]  And now, this Christmas, and coming up to the end of the year, is the time to spend your money at InfoWarStore.com to fund us into this next critical year of 2020 while getting great products that make your life and your family's life a lot better.
[01:46:51.781 --> 01:46:53.221]  Huge sales right now.
[01:46:53.221 --> 01:46:59.703]  Now's the time to shop at InfoWareStore.com.
[01:46:59.703 --> 01:47:11.206]  You're listening to the Alex Jones Show.
[01:47:11.206 --> 01:47:12.047]  Welcome back, folks.
[01:47:12.047 --> 01:47:20.449]  Alex Jones here, and I'm really sorry at Christmastime to have to talk about such serious issues while there's fun football games and things on, but America's fighting for its life and starting to really win.
[01:47:21.328 --> 01:47:27.151]  But the globalists have got their task force, they control Virginia, and they've got a lot of the feds still on their payroll.
[01:47:27.151 --> 01:47:31.053]  They've already tried to stage things, and they're clearly trying to stage something in Virginia.
[01:47:31.053 --> 01:47:34.015]  Matt Bracken called it years ago, and he's going to be there.
[01:47:34.015 --> 01:47:35.215]  We're going to send crew there.
[01:47:35.215 --> 01:47:39.297]  Coming up on the 20th is when they say they're going to start trying to move forward with their gun confiscations.
[01:47:39.297 --> 01:47:42.579]  They're going to try to have some fake right-wing, left-wing clashes.
[01:47:42.579 --> 01:47:44.640]  They're at the Commonwealth Capitol.
[01:47:44.640 --> 01:47:45.761]  We're going to be covering that.
[01:47:46.081 --> 01:47:58.625]  Matt, just in a minute and a half or so, recap, you were telling me during the break, you believe they're going to try to go operational with false flags or with gang, counter gang operations, similar to how they set up the IRA.
[01:47:58.625 --> 01:48:02.346]  You believe that's how they're going to try to discredit the American resistance?
[01:48:02.346 --> 01:48:15.110]  You know, you have to think that at the top of these task forces, at the level of the same people, the same level of people that were involved in the deep state coup, the poker buddies of people like Peter Strzok,
[01:48:15.859 --> 01:48:16.919]  Hate us, okay?
[01:48:16.919 --> 01:48:21.660]  You know, Brennan was a communist who became the head of the CIA.
[01:48:21.660 --> 01:48:27.721]  Mueller is a kind of a religious communist, or excuse me, not Mueller, Comey.
[01:48:27.721 --> 01:48:33.022]  The people they've been promoting for years now hate our guts.
