[00:00:08.192 --> 00:00:10.593]  Wow, Friday.
[03:04:09.439 --> 03:04:12.541]  But I mean, I think it ends with them attacking Trump supporters.
[03:04:12.541 --> 03:04:14.101]  This is really an attempt at bullying.
[03:04:14.101 --> 03:04:18.003]  Just like Hitler bombing civilian centers in World War II in England, it had the opposite effect.
[03:04:18.003 --> 03:04:19.564]  He thought it would make the Brits give up.
[03:04:19.564 --> 03:04:21.685]  They actually got solidified because of that.
[03:04:22.225 --> 03:04:34.732]  There's actually a group of Antifa I found out yesterday that meet every Thursday at a public library in Austin, Texas under the guise of a history class where they go in and they do homework or whatever.
[03:04:34.732 --> 03:04:36.373]  And Antifa is allowed to openly
[03:04:37.051 --> 03:04:44.777]  Discuss what they're doing, their communism and their tactics to attack people, especially for the July 1st march that's going to be next Saturday at the Capitol.
[03:04:44.777 --> 03:04:49.901]  They're allowed to openly discuss that stuff in a public library without anything.
[03:04:49.901 --> 03:04:50.902]  It's ridiculous.
[03:04:50.902 --> 03:04:56.766]  But we go meet somewhere and we talk about how we're Trump supporters like the Portland State students and they get shut down.
[03:04:56.766 --> 03:04:57.387]  They're harassed.
[03:04:57.387 --> 03:04:57.887]  That's right.
[03:04:57.887 --> 03:04:58.668]  Joe Biggs, thank you.
[03:05:00.086 --> 03:05:03.909]  Wow, you're going to love the latest idea out of the EU.
[03:05:03.909 --> 03:05:14.496]  Scott Keller, a German member of the European Parliament and of the Green Party, said we should transplant entire villages from Syria to Germany, and that would encourage more migrants to enter Germany.
[03:05:14.496 --> 03:05:15.757]  Listen to these quotes.
[03:05:15.757 --> 03:05:23.583]  The idea of Syrian villages is only one possibility we can use, for example, if refugees don't want to go to a country alone that has no other refugees.
[03:05:23.823 --> 03:05:29.308]  People would rather go where compatriots already live, which makes integration and acceptance easier.
[03:05:29.308 --> 03:05:31.310]  Let's look at these three compatriots.
[03:05:31.310 --> 03:05:32.571]  From Paul Joseph Watson.
[03:05:32.571 --> 03:05:32.971]  Sweden.
[03:05:32.971 --> 03:05:35.934]  Migrants viciously beat disabled man while calling him racist.
[03:05:35.934 --> 03:05:42.140]  Three compatriot refugees attempted to steal a homeless man's wallet in a train station during an incident which took place last month.
[03:05:42.140 --> 03:05:49.146]  The handicapped man was kicked and punched and received a vicious uppercut as one of the migrants lectured him about war on Muslims and how all Swedes were racist.
[03:05:49.446 --> 03:05:51.367]  Now how's that for acceptance?
[03:05:51.367 --> 03:05:54.629]  You can read both articles now on InfoWars.com.
[03:05:54.629 --> 03:06:02.054]  Roger reporting for InfoWars.com and InfoWars Nightly News.
[03:06:02.054 --> 03:06:03.495]  Let's go to David in Florida.
[03:06:03.495 --> 03:06:04.756]  David in Florida, you're on the air.
[03:06:05.737 --> 03:06:07.318]  Great, hey thank you so much.
[03:06:07.318 --> 03:06:11.840]  Listen, I have bought your products and I gotta say they're amazing.
[03:06:11.840 --> 03:06:20.943]  Anyone who's on the fence, buy it because I've got Caveman, Superman Vitality, Secret 12, Vitamin Mineral Fusion, I've got the Body Armor.
[03:06:20.943 --> 03:06:21.704]  Wow, thank you.
[03:06:21.704 --> 03:06:24.345]  You're the top of the list that makes it all possible.
[03:06:24.345 --> 03:06:26.165]  Which Nutra-Certical does you like best?
[03:06:26.165 --> 03:06:29.647]  I really like the Vitamin Mineral Fusion to be honest.
[03:06:29.647 --> 03:06:30.247]  That's amazing.
[03:06:30.267 --> 03:06:30.908]  Incredible.
[03:06:30.908 --> 03:06:34.291]  I drank it in the morning and I swear to you, I felt incredible.
[03:06:34.291 --> 03:06:35.312]  I haven't felt this week.
[03:06:35.312 --> 03:06:36.973]  My morning was fantastic.
[03:06:36.973 --> 03:06:38.234]  And I love you guys.
[03:06:38.234 --> 03:06:40.396]  I love the InfoWars crew.
[03:06:40.396 --> 03:06:47.242]  And I just want to, yeah, I want to take this opportunity to tell anybody out there who's on the fence, just buy it.
[03:06:47.242 --> 03:06:48.283]  You will love it.
[03:06:48.283 --> 03:06:50.425]  I'm telling you, I've never bought a bad product.
[03:06:50.425 --> 03:06:54.849]  What you find in our news is the same thing you find in our products at InfoWarsLife.com.
[03:06:54.849 --> 03:06:56.691]  It's the win-win InfoWarsLife.com.
[03:06:59.861 --> 03:07:05.105]  Protect your skin with SPF 30 Sunscreen Lotion by Emrix Essentials.
[03:07:05.105 --> 03:07:12.270]  Perfect for face and body, this natural unscented sunscreen can be worn at all times of the day, whenever you need sun protection.
[03:07:12.270 --> 03:07:18.154]  We source ingredients from nature, producing a product free of harmful chemicals and toxins.
[03:07:18.154 --> 03:07:25.980]  This natural lotion contains 21% zinc oxide, which is the largest particle size used, and we do not use nanoparticles.
[03:07:26.460 --> 03:07:30.002]  The larger the particle, the safer it is for your body.
[03:07:30.002 --> 03:07:34.124]  The organic oils help hydrate the skin, leaving it nice and smooth.
[03:07:34.124 --> 03:07:38.566]  The truly natural fragrance-free sunscreen for the most sensitive skin.
[03:07:38.566 --> 03:07:44.769]  Emerix Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[03:07:44.769 --> 03:07:49.672]  Naturally protect your skin with SPF 30 sunscreen lotion by Emerix Essentials.
[03:07:49.912 --> 03:07:53.214]  Stop exposing yourself and your family to toxic ingredients.
[03:07:53.214 --> 03:08:13.448]  Visit infowarrestore.com and learn more about the new SPF 30 sunscreen lotion.
[03:08:13.448 --> 03:08:17.611]  If you are receiving this transmission, you are the resistance.
[03:08:25.145 --> 03:08:31.489]  Hollywood!
[03:08:31.489 --> 03:08:34.191]  Hollywood!
[03:08:34.191 --> 03:08:37.033]  Hollywood!
[03:08:37.033 --> 03:08:37.573]  Hollywood!
[03:08:40.899 --> 03:08:42.220]  I'm going to let Cernovich take over.
[03:08:42.220 --> 03:08:43.380]  He's in DC.
[03:08:43.380 --> 03:08:44.861]  Soon, he'll have some big scoops for you.
[03:08:44.861 --> 03:08:49.442]  He already has them, but he's got to let those develop a little bit.
[03:08:49.442 --> 03:08:52.464]  Things too fresh, you know, exposure sources.
[03:08:52.464 --> 03:08:56.805]  But, look at this headline out of the New York Daily News.
[03:08:56.805 --> 03:08:57.226]  June 20th.
[03:08:57.226 --> 03:09:00.627]  This came out a few days ago, I just saw it.
[03:09:00.627 --> 03:09:03.668]  Celebrities, Alex Jones, and sexual abuse.
[03:09:03.668 --> 03:09:05.909]  Read the article, there's nothing about me and sexual abuse.
[03:09:05.909 --> 03:09:06.589]  They just say that.
[03:09:06.589 --> 03:09:08.830]  That's called fake news.
[03:09:08.830 --> 03:09:09.310]  Here's another one.
[03:09:09.310 --> 03:09:10.311]  Testosterone wars.
[03:09:11.476 --> 03:09:17.259]  We have like 39 products, most of them private-labeled, best-sellers of companies that supply Whole Foods.
[03:09:17.259 --> 03:09:18.340]  Jeff Bezos owns that.
[03:09:18.340 --> 03:09:24.363]  That's okay, because Jeff Bezos gave $600 million to the Washington Post via the CIA to try to overthrow Trump.
[03:09:24.363 --> 03:09:31.227]  But I sell Supramel Vitality, which they admit is a bunch of known herbs, concentrated, and I'm evil!
[03:09:31.227 --> 03:09:35.710]  I need to be shut down, and I'm bad!
[03:09:35.710 --> 03:09:38.271]  But they reached out to us, but we didn't respond.
[03:09:38.271 --> 03:09:38.872]  A bunch of bull.
[03:09:40.552 --> 03:09:43.977]  Always the same, but people don't buy into that anymore.
[03:09:43.977 --> 03:09:47.762]  And a lot of the left says, we're not calling for Trump's death as they call for it constantly.
[03:09:47.762 --> 03:09:57.595]  And then meth, you know he's a drug addict, meth head, looks like a meth head, child molester, Johnny Depp, creeping around, shaking, hardly talking, I'm not saying he's a child molester.
[03:10:00.031 --> 03:10:04.612]  You know, somebody needs to get Trump in a dark room and stomp on his head.
[03:10:04.612 --> 03:10:07.333]  You know, can an actor kill a president?
[03:10:07.333 --> 03:10:10.234]  Everybody's like, ooh, you're so cool.
[03:10:10.234 --> 03:10:11.734]  Everyone's so sick of Hollywood.
[03:10:11.734 --> 03:10:13.195]  We're so sick of all you people.
[03:10:13.195 --> 03:10:17.836]  This guy made $600 million and he's such a crackhead.
[03:10:17.836 --> 03:10:19.297]  He's bankrupt.
[03:10:19.297 --> 03:10:23.118]  And then stumbling around with some other lunatic on the stage.
[03:10:23.118 --> 03:10:27.239]  And then you look at the crowd, like a bunch of lobotomized walruses.
[03:10:28.632 --> 03:10:29.993]  It's sick!
[03:10:29.993 --> 03:10:38.016]  We've got Mika Brzezinski, whose dad advocated dictatorship and killing populations, developing dictatorship under President Trump.
[03:10:38.016 --> 03:10:40.918]  MSNBC host compares Trump to a suicide bomber.
[03:10:40.918 --> 03:10:43.979]  Another host says that ISIS should bomb Trump.
[03:10:43.979 --> 03:10:50.402]  I mean, this is just a bunch of people that have lived in this bubble of liberty and have been a little aggressive
[03:10:52.348 --> 03:10:57.869]  Wimps, but never been in a real fight their whole life, running around trying to start a war with an armed camp.
[03:10:57.869 --> 03:11:03.370]  But like adults, we're sitting back, letting you kill a few of us, do this and that, shoot some congressmen and cops, trying to get you to stop.
[03:11:03.370 --> 03:11:04.370]  Just saying, please stop.
[03:11:04.370 --> 03:11:05.771]  Please stop.
[03:11:05.771 --> 03:11:06.851]  Okay, start getting ready for them.
[03:11:06.851 --> 03:11:07.291]  Get set up.
[03:11:07.291 --> 03:11:08.211]  Get ready.
[03:11:08.211 --> 03:11:09.712]  Okay, we're trying to fix things peacefully.
[03:11:09.712 --> 03:11:12.152]  Here's some prosperity.
[03:11:12.152 --> 03:11:13.732]  Oh, you're not going to stop, are you?
[03:11:13.732 --> 03:11:16.813]  Well, you're going to be dealt with once the hammer comes down.
[03:11:17.950 --> 03:11:19.630]  Legally and lawfully.
[03:11:19.630 --> 03:11:22.891]  Johnny Depp, all the rest of you, you're gonna get what you want.
[03:11:22.891 --> 03:11:23.871]  It's gonna happen.
[03:11:23.871 --> 03:11:24.652]  Look at this headline.
[03:11:24.652 --> 03:11:26.732]  Hero of the London terror attack.
[03:11:26.732 --> 03:11:28.132]  Homeless.
[03:11:28.132 --> 03:11:31.593]  The Lion of London Bridge.
[03:11:31.593 --> 03:11:34.934]  You know, who fought off the guys so he couldn't kill another six, seven people.
[03:11:34.934 --> 03:11:36.714]  Fought three guys with knives, beat their ass.
[03:11:36.714 --> 03:11:38.735]  The cops showed up and shot him.
[03:11:38.735 --> 03:11:41.695]  He's homeless from his medical bills.
[03:11:41.695 --> 03:11:43.516]  But the Islamists are getting all these free houses.
[03:11:45.299 --> 03:11:47.060]  That's how it works, folks.
[03:11:47.060 --> 03:11:47.641]  It's sick.
[03:11:47.641 --> 03:11:51.644]  America and Europe's openness has been used to destroy us.
[03:11:51.644 --> 03:11:53.945]  The good news is, humanity's striking back.
[03:11:53.945 --> 03:11:59.389]  Mike Cernovich, medium.com at Cernovich, joining us.
[03:11:59.389 --> 03:12:00.790]  So much has happened.
[03:12:00.790 --> 03:12:03.132]  Wow, no one even cares about Megyn Kelly now.
[03:12:03.132 --> 03:12:05.554]  They admit lowest ratings ever.
[03:12:05.554 --> 03:12:06.254]  I can't believe it.
[03:12:06.254 --> 03:12:07.635]  Even though they edited me like hell.
[03:12:08.336 --> 03:12:10.718]  You could have had a ham sandwich up against her.
[03:12:10.718 --> 03:12:12.559]  They would have declared me the victor.
[03:12:12.559 --> 03:12:13.159]  I don't get the credit.
[03:12:13.159 --> 03:12:14.400]  Our listeners, everybody gets the credit.
[03:12:14.400 --> 03:12:18.803]  But we are going to be releasing, next week, the audio.
[03:12:18.803 --> 03:12:21.966]  And when I say edited, we'll release raw clips.
[03:12:21.966 --> 03:12:24.347]  We'll say, here's what I said raw, with a transcript.
[03:12:24.347 --> 03:12:29.131]  Then we'll say, here I said it at this minute, and ten minutes later, or eleven minutes later, said this.
[03:12:29.131 --> 03:12:31.172]  Totally different subjects, edited together.
[03:12:31.172 --> 03:12:31.673]  She did it.
[03:12:32.608 --> 03:12:40.173]  Despite the fact I warned her about Katie Couric, who got caught doing that and got sued over it, she still did it, Mike Cernovich.
[03:12:40.173 --> 03:12:41.454]  Their editor still did it.
[03:12:41.454 --> 03:12:44.196]  And Sean Hannity came out and said, release the full tape.
[03:12:44.196 --> 03:12:46.018]  He knows what Ted Koppel did to him.
[03:12:46.018 --> 03:12:48.560]  Seventy seconds aired after a fifty minute interview.
[03:12:48.560 --> 03:12:52.542]  They interviewed me off and on for twelve hours, four hours straight.
[03:12:52.542 --> 03:12:53.463]  Five hours, probably.
[03:12:53.463 --> 03:12:57.786]  So it just shows how pathetic... Cernovich, we have them.
[03:12:57.786 --> 03:12:59.527]  We have them editing stuff together.
[03:12:59.527 --> 03:13:00.268]  We have them.
[03:13:00.268 --> 03:13:01.309]  Can you believe the arrogance?
[03:13:02.657 --> 03:13:08.522]  Well, CNN, according to the latest ad week, only did 750,000 total viewers.
[03:13:08.522 --> 03:13:09.923]  They're all on the decline.
[03:13:09.923 --> 03:13:10.824]  That's the whole point.
[03:13:10.824 --> 03:13:12.085]  They really are.
[03:13:12.085 --> 03:13:13.426]  They really are nobodies.
[03:13:13.426 --> 03:13:14.887]  They're on the decline.
[03:13:14.887 --> 03:13:15.968]  They're on the fall.
[03:13:15.968 --> 03:13:17.649]  They don't know what they're going to do.
[03:13:17.649 --> 03:13:24.375]  They're so desperate, actually, that Jake Tapper, one of the biggest CIA shills and deep state shills,
[03:13:24.875 --> 03:13:25.596]  We're good to go.
[03:13:53.456 --> 03:13:56.297]  Yeah, I'll probably do the fourth hour the way we're doing it now, just Monday through Friday, the current hour.
[03:13:56.297 --> 03:13:58.739]  But, I mean, there's so much going on, there's so much raw talent, there's so much energy and enthusiasm.
[03:14:17.111 --> 03:14:22.113]  There's so many people out there hungry for the truth and we can't even meet the demand.
[03:14:22.113 --> 03:14:27.194]  So we're going to have to figure out who else is going to be involved with this.
[03:14:27.194 --> 03:14:29.115]  For example, I was in Washington D.C.
[03:14:29.115 --> 03:14:36.617]  I'm out here, I've got some major stories, but I can't release them yet because then they'll be able to find out all my secret sources.
[03:14:36.617 --> 03:14:41.639]  But I'm just sitting down enjoying a cigar with some friends and every five minutes,
[03:14:42.759 --> 03:14:44.361]  Cernovich, how are you?
[03:14:44.361 --> 03:14:50.026]  And again, not bragging, like when I was with you in Austin, the whole restaurant stops and looks.
[03:14:50.026 --> 03:14:54.770]  It's not bragging, it's just showing... It shows the success of the Liberty Movement.
[03:14:54.770 --> 03:14:57.732]  It shows the success, and that's the issue is...
[03:14:58.413 --> 03:15:01.995]  When I was out with Megyn Kelly, I'm not bragging, more people said, there's Alex Jones.
[03:15:01.995 --> 03:15:02.896]  They weren't pointing at Megyn.
[03:15:02.896 --> 03:15:04.617]  It's not that I want to be the big celebrity.
[03:15:04.617 --> 03:15:06.378]  Quite frankly, I wish I wasn't seen in public.
[03:15:06.378 --> 03:15:07.558]  I'm tired of it.
[03:15:07.558 --> 03:15:10.100]  But I see it as we're hurting the globalists.
[03:15:10.100 --> 03:15:11.200]  They're scared.
[03:15:11.200 --> 03:15:12.061]  They're coming after us.
[03:15:12.061 --> 03:15:14.862]  Since you mentioned that, I'm going to play Jay Johnson.
[03:15:14.862 --> 03:15:17.424]  Not pleased, DNA refused, DHS help.
[03:15:17.424 --> 03:15:20.426]  Now Debbie Washerman Schultz has come out and said he's a liar.
[03:15:20.426 --> 03:15:22.107]  So the rats are turning on each other.
[03:15:22.107 --> 03:15:22.447]  Here it is.
[03:15:23.351 --> 03:15:28.194]  As to what was offered them, what they accepted, was there any level of cooperation at all?
[03:15:42.703 --> 03:15:59.627]  Fresh off the OPM experience and there was a point at which DHS cyber security experts did get into OPM and actually help them discover the bad actors and patch some of the exfiltration or at least minimize some of the damage.
[03:15:59.627 --> 03:16:03.208]  And so I was anxious to know whether or not our folks were in there.
[03:16:03.208 --> 03:16:06.829]  And the response I got was FBI had spoken to them.
[03:16:06.829 --> 03:16:09.210]  They don't want our help.
[03:16:09.210 --> 03:16:10.070]  They have CrowdStrike.
[03:16:11.330 --> 03:16:18.633]  You have an unprecedented amount of cyber-hacking by a foreign power, an adversary from my point of view.
[03:16:18.633 --> 03:16:19.453]  Unprecedented?
[03:16:19.453 --> 03:16:25.776]  A load of mother... They had Google, Facebook, everybody against Trump.
[03:16:25.776 --> 03:16:27.677]  The Russians... Yeah, the Russians were tacitly for Trump.
[03:16:27.677 --> 03:16:28.717]  Whoop-dee-frickin-do.
[03:16:28.717 --> 03:16:30.478]  The Pope, the Chai-coms, the EU, all against Trump.
[03:16:39.341 --> 03:16:45.610]  My interest in helping them was definitely a non-partisan interest.
[03:16:45.610 --> 03:16:49.755]  And I recall very clearly that I was not
[03:16:53.273 --> 03:17:00.979]  Oh, so the Democrats literally were naked, wide open.
[03:17:00.979 --> 03:17:02.440]  Hillary had her own server.
[03:17:02.440 --> 03:17:04.101]  She was putting stuff on there for sale.
[03:17:04.101 --> 03:17:04.942]  She knew it was compromised.
[03:17:04.942 --> 03:17:06.403]  She put the classified stuff on.
[03:17:06.403 --> 03:17:06.843]  She got it.
[03:17:06.843 --> 03:17:08.925]  That's what their foundation is.
[03:17:08.925 --> 03:17:10.406]  It's like the Legion of Doom.
[03:17:10.406 --> 03:17:16.611]  Now here's Debbie Washerman Schultz saying that Jay Johnson, their own Homeland Security head, is wrong to respect.
[03:17:16.611 --> 03:17:19.052]  It's on record Homeland Security wanted to get in there.
[03:17:19.052 --> 03:17:19.413]  Here it is.
[03:17:20.134 --> 03:17:20.834]  Look at Jones!
[03:17:20.834 --> 03:17:21.215]  Another kook!
[03:17:21.215 --> 03:17:22.195]  Demonic kook!
[03:17:22.195 --> 03:17:23.876]  She talks like she's on painkillers.
[03:17:46.030 --> 03:17:46.730]  Astounding!
[03:18:07.537 --> 03:18:08.218]  A foreign enemy?
[03:18:08.218 --> 03:18:08.958]  Taking over?
[03:18:08.958 --> 03:18:14.843]  All we want to do is sell you out and teach your kids how to be sexual at age 2 and you don't like us?
[03:18:14.843 --> 03:18:15.663]  Utterly misinformed?
[03:18:37.893 --> 03:18:41.616]  ...much that has been written about the timeline... I am hunting for wabbits.
[03:18:41.616 --> 03:18:47.921]  ...New York Times, The Washington Post, that document through multiple sources including me... Multiple sources.
[03:18:47.921 --> 03:18:57.769]  ...that the FBI and other federal agencies did virtually nothing to make sure that when they were aware... Virtually nothing.
[03:18:57.769 --> 03:18:59.230]  ...at the point that they were aware... They did it.
[03:18:59.230 --> 03:18:59.631]  They did nothing.
[03:18:59.631 --> 03:19:03.714]  ...that there was more concern, that there was an intrusion on our network... An intrusion on our network.
[03:19:04.354 --> 03:19:11.658]  Welcome to McDonald's, may I help you?
[03:19:11.658 --> 03:19:22.343]  Hillary was under investigation for years with the server with all the illegal crap on it, all of you guys, and now it's the FBI's fault that they didn't protect you from the non-existent Russians.
[03:19:22.343 --> 03:19:25.225]  The Russians can hardly keep their lights on, man, after globalis-
[03:19:26.158 --> 03:19:28.540]  Mike Cernovich, I'm skipping this break so you have more time than I took.
[03:19:28.540 --> 03:19:29.761]  I appreciate you, buddy.
[03:19:29.761 --> 03:19:32.903]  Big stuff on D.C., but what do you make of the rats leaving the sinking ship?
[03:19:32.903 --> 03:19:39.087]  What do you make of them losing the fourth special election, and then their answer is, just kill everybody?
[03:19:39.087 --> 03:19:41.189]  Well, the Russian narrative isn't working.
[03:19:41.189 --> 03:19:44.111]  Nancy Pelosi, of course, we want to keep her in power.
[03:19:44.111 --> 03:19:45.032]  She's wonderful.
[03:19:45.032 --> 03:19:50.475]  Everything, if I could orchestrate and control what was happening there, I wouldn't change a thing.
[03:19:50.475 --> 03:19:53.538]  I'm very... Let's replace her with Maxine Waters.
[03:19:54.238 --> 03:19:56.441]  Well, okay, maybe that would be better.
[03:19:56.441 --> 03:19:58.583]  That would be the only way to improve it.
[03:19:58.583 --> 03:20:01.066]  I'm very happy with the way things are going.
[03:20:01.066 --> 03:20:09.134]  I'm very happy that their high-level staffers have been caught with child pornography, that Anthony Weiner is a pedophile, that the message is getting out in the press.
[03:20:10.267 --> 03:20:11.909]  Yeah, that they're loaded with pedophiles.
[03:20:11.909 --> 03:20:14.571]  That's why they didn't want to give their server over there.
[03:20:14.571 --> 03:20:16.793]  I guarantee you there was child pornography on there.
[03:20:16.793 --> 03:20:20.637]  Jacob Schwartz or somebody had some, you know, kind of images of underage people.
[03:20:20.637 --> 03:20:23.780]  That's the real reason that they never gave it to the FBI.
[03:20:23.780 --> 03:20:28.885]  So people are realizing that the DNC is loaded with child molesters, pedophiles.
[03:20:28.885 --> 03:20:30.647]  Well, they all look like child molesters.
[03:20:31.678 --> 03:20:32.279]  Exactly.
[03:20:32.279 --> 03:20:35.265]  And that's why they have no message for the American people.
[03:20:35.265 --> 03:20:38.531]  Why is it child molesters always look like child molesters?
[03:20:38.531 --> 03:20:40.414]  They never look like John Wayne.
[03:20:40.414 --> 03:20:41.957]  They never look like Donald Trump.
[03:20:41.957 --> 03:20:43.459]  They always look like child molesters.
[03:20:44.906 --> 03:20:45.787]  It's a great question.
[03:20:45.787 --> 03:20:46.768]  It's physiognomy.
[03:20:46.768 --> 03:20:52.274]  You know, you look at the facial features of somebody and you can predict a lot of things about them.
[03:20:52.274 --> 03:20:56.019]  And there is a certain look, the pedophile look.
[03:20:56.019 --> 03:20:58.842]  Yeah, they look like Dennis Hastert.
[03:20:58.842 --> 03:21:03.247]  The guy that shot Scalise from Illinois, he looks like a Dennis Hastert clone.
[03:21:03.247 --> 03:21:04.448]  I mean, he looks like a pedophile.
[03:21:05.402 --> 03:21:10.884]  Exactly, that's why he wanted to kill the Republicans to shut down investigations into pedophilia.
[03:21:10.884 --> 03:21:13.344]  He knew that the Democrats are his best bet.
[03:21:13.344 --> 03:21:19.566]  And another guy that looks like a pedophile, who, I think he was a Nebraska guy who said that he's glad the shooting happened?
[03:21:19.566 --> 03:21:20.786]  Yeah.
[03:21:20.786 --> 03:21:29.569]  That guy, there was another guy, a video today of a Democratic operative who said that, and of course I'm not saying he is a pedophile, but I'm saying- Hey, doesn't Johnny Depp look like a pedophile?
[03:21:30.484 --> 03:21:33.046]  Oh, if you look at him, he definitely has that vibe.
[03:21:33.046 --> 03:21:34.006]  There's no question.
[03:21:34.006 --> 03:21:35.867]  There's no question he has the vibe.
[03:21:35.867 --> 03:21:38.629]  Oh yeah, so the, yeah, that's the shooter.
[03:21:38.629 --> 03:21:41.451]  You look at them, they look like it, right?
[03:21:41.451 --> 03:21:49.576]  And then there was a guy from Nebraska who was caught on an audio, leaked audio, where he said that he was glad that Scalise was shot.
[03:21:49.576 --> 03:21:51.957]  And then you look at him and he looks like Dennis Hastert, too.
[03:21:51.957 --> 03:21:52.998]  Well, here's my next question.
[03:21:52.998 --> 03:21:53.498]  You're a smart guy.
[03:21:53.498 --> 03:21:54.579]  I talk to a lot of smart folks.
[03:21:55.299 --> 03:22:04.770]  We're holding back, we don't want to be violent, we're winning, you know, letting them shoot congressmen and stuff, we try to stop it, but they're clearly, the left's building up for a bigger tantrum, a bigger confrontation.
[03:22:04.770 --> 03:22:07.734]  How long do we take this though until Trump moves against them?
[03:22:07.734 --> 03:22:08.074]  I think...
[03:22:08.851 --> 03:22:14.353]  You know, the folks over at Brzezinski Land on Morning Joe, they're saying, oh, watch out, Trump's about to become a dictator.
[03:22:14.353 --> 03:22:15.553]  No, he got elected.
[03:22:15.553 --> 03:22:21.955]  But if we have to move in a very serious way against people openly wanting to murder everybody, that's called your duty.
[03:22:21.955 --> 03:22:23.656]  I don't want to have a big shooting war.
[03:22:23.656 --> 03:22:28.017]  I don't want to have to, you know, arrest 10,000 of these people and have trials and hang their asses.
[03:22:28.017 --> 03:22:30.758]  But if it's done by a jury and we need to, I'll be there and pull the switch.
[03:22:30.758 --> 03:22:36.099]  I mean, I'm not going to sit here and, you know, you know, just call for, you know, stuff without actually being part of it.
[03:22:36.099 --> 03:22:37.580]  I mean, how long can they keep pushing for this?
[03:22:38.360 --> 03:22:44.986]  Well, this Sunday, the domestic terrorist group Antifa is going to actually have a riot in Washington, D.C.
[03:22:44.986 --> 03:22:46.727]  in front of the police station.
[03:22:46.727 --> 03:22:50.730]  I sent the producers a picture of some graffiti that I found.
[03:22:50.730 --> 03:22:57.316]  So, yeah, this Sunday, June 25th, they're actually going to go start a riot against the D.C.
[03:22:57.316 --> 03:22:58.156]  police.
[03:22:58.156 --> 03:23:01.079]  So they're setting their own trap, man.
[03:23:01.079 --> 03:23:06.083]  The police aren't going to take too kindly to this plan, to a terrorist plan that they have.
[03:23:07.666 --> 03:23:08.868]  I'm just getting sick of it.
[03:23:08.868 --> 03:23:15.014]  I mean, you know, we have actual communists here in Austin marching around with guns with their fingers on the triggers.
[03:23:15.014 --> 03:23:17.097]  We have an open carry and our rivals are pointed at the ground.
[03:23:17.097 --> 03:23:18.078]  They're not loaded.
[03:23:18.078 --> 03:23:19.860]  We're exercising it to have the right.
[03:23:19.860 --> 03:23:20.541]  We're not out there.
[03:23:22.337 --> 03:23:34.507]  My reporters were there and I'm like watch the video where these communists have their guns like this towards the cops and my reporters and I mean I'm sorry I can't go to these because if this guy has a gun towards me I'm going to attack him because that's an act of aggression.
[03:23:34.507 --> 03:23:35.808]  That's menacing me.
[03:23:35.808 --> 03:23:37.870]  Under state law his ass needs to be arrested.
[03:23:38.490 --> 03:23:41.715]  So I'm Mr. Anti-Police State when their left is controlled.
[03:23:41.715 --> 03:23:46.061]  But if you're going to have dangerous, violent groups trying to start a civil war, it needs to be nipped in the bud now.
[03:23:46.061 --> 03:23:49.626]  This is racketeering under every federal and state law.
[03:23:49.626 --> 03:23:52.090]  The Democrats and all of them are a clear and present danger.
[03:23:52.090 --> 03:23:52.710]  And I can tell you...
[03:23:53.490 --> 03:23:55.553]  Special operations, the Pentagon, you name it.
[03:23:55.553 --> 03:24:00.038]  Still has moles in it from Obama, but in general, 90% are ready.
[03:24:00.038 --> 03:24:03.843]  If a civil war starts, there is a big Christmas list of these leftists.
[03:24:03.843 --> 03:24:06.286]  So I hope every one of them that wants violence and war knows this.
[03:24:06.286 --> 03:24:10.851]  I'm not going to talk about what people are planning in defense of this, but you just know this.
[03:24:10.851 --> 03:24:11.873]  This is a two-way street.
[03:24:13.163 --> 03:24:27.914]  Yeah, there's also an Antifa terrorist group in Phoenix, Arizona, and they have a gun club, and on their message boards and their private WhatsApp groups and everything, they've said that they need to do more tactical training to murder people, essentially.
[03:24:27.914 --> 03:24:36.260]  That's right, they're very upset at the Huffington Post and their places, that the guy wasn't tactically better, there weren't more dead.
[03:24:36.260 --> 03:24:41.384]  They all bemoaned that, the Huntington Republicans, they said, too bad there wasn't more, we need more dead.
[03:24:42.290 --> 03:24:45.833]  Yeah, and one thing, this is probably the only thing keeping me alive.
[03:24:45.833 --> 03:25:11.873]  I was actually met by a very menacing, reptilian, pedophile kind of person on one of my trips, and he came forward and he wanted to give me a warning, so I handed him a slip of paper on it, and I'm not going to say what names were on it, but there were ten names on it, and I said, just so you know, if anything happens to me, it's going to go all points bulletin that these are the ten people that are going to be deemed responsible for my death and my murder.
[03:25:12.193 --> 03:25:16.677]  So you make sure that that gets up the food chain to the people that you're acting on your behalf for.
[03:25:16.677 --> 03:25:18.058]  And he freaked out.
[03:25:18.058 --> 03:25:20.160]  It looked like he was like a ghost hit him.
[03:25:20.160 --> 03:25:27.246]  And I said, yeah, if you think you're just going to kill me and have me disappear, know that these 10 people, it's a dead man switch.
[03:25:27.246 --> 03:25:30.308]  I go, these 10 people are going to be held accountable for it.
[03:25:30.308 --> 03:25:36.394]  And you just make sure that they know if that's how you want to play and something happens to me, there are a lot of people.
[03:25:37.114 --> 03:25:40.776]  Who, that list will be made public, and then what happens after you murder me?
[03:25:40.776 --> 03:25:42.357]  I won't have any sympathy for you.
