[00:00.000 --> 00:04.000]  You can feel it
[1:28:31.440 --> 1:28:38.000]  is coming up the pedos in power are being exposed she's going to be on talking about it all and so
[1:28:38.000 --> 1:28:43.840]  much more please don't forget we're only on air because of your financial support we're we'll be
[1:28:43.840 --> 1:28:48.960]  taking off air if you don't support us so get some great products and support the info war at
[1:28:48.960 --> 1:28:56.320]  info wars tour dot com and reset wars is 25 off at reset wars dot com until christmas reset wars
[1:28:56.320 --> 1:29:02.800]  let's go cognitive dissonance is a major issue amongst the left it can be very stressful dealing
[1:29:02.800 --> 1:29:08.400]  with facts you refuse to accept if you have a family member suffering from this degenerative
[1:29:08.400 --> 1:29:14.480]  mental condition buy them a bottle of ultimate fish oil from info wars store dot com studies
[1:29:14.480 --> 1:29:20.160]  have suggested that fish oils and fish oil supplementation can slightly lower blood pressure
[1:29:20.160 --> 1:29:26.240]  decrease triglyceride levels decrease the growth rate of plaque and provide a soothing reduction
[1:29:26.240 --> 1:29:32.720]  in inflammatory responses and joints and the digestive system recent studies have suggested
[1:29:32.720 --> 1:29:39.760]  that high epa and dha fish oil can stimulate immune function by increasing the concentration
[1:29:39.760 --> 1:29:46.400]  and activity of immune cells it worked for my family and now i can have a logical and calm
[1:29:46.400 --> 1:29:52.880]  discussion about actual facts that pertain to reality get your ultimate fish oil for a friend
[1:29:52.880 --> 1:29:59.520]  family member or yourself at info wars store dot com in late august info wars saw an explosion
[1:30:00.080 --> 1:30:06.640]  of orders because our audience understands that the globalists are destabilizing the planet
[1:30:06.640 --> 1:30:13.440]  by design and are attempting to cause an economic and financial collapse worldwide now ladies and
[1:30:13.440 --> 1:30:17.440]  gentlemen storeable food has always been something that's important to have it's a check box that
[1:30:17.440 --> 1:30:22.960]  everybody needs to have taken care of right along with water filtration self defense and a relationship
[1:30:22.960 --> 1:30:28.560]  with god but now more than ever you need to get your storeable food orders in now we're ready to
[1:30:28.560 --> 1:30:33.840]  ship to you within 24 hours of your order it's high quality it's very very low cost at info wars
[1:30:33.840 --> 1:30:38.800]  store dot com because in the future you're going to see more food supply shortages and you're going
[1:30:38.800 --> 1:30:43.840]  to see food supply price increases that are already taking place so lock in your storeable food now
[1:30:43.840 --> 1:30:49.520]  at a lower price and fund the info war at info wars store dot com that's how you fight the great
[1:30:49.520 --> 1:30:54.800]  reset is by being self-sufficient and not under their control so get prepared now at info wars
[1:30:54.800 --> 1:31:02.160]  store dot com reset wars dot com is the coordinates on the internet where you can find the most
[1:31:02.160 --> 1:31:09.840]  important information i've produced in 28 years on air a lot of what's in the courses is known
[1:31:09.840 --> 1:31:16.160]  a lot isn't but it's my particular perspective in my definitions and my way of seeing the world
[1:31:16.160 --> 1:31:20.720]  doesn't mean it's perfectly right as the bible says we all see through a rose color darkly but
[1:31:20.720 --> 1:31:27.280]  we've proven that we've got some of the clearest cutting edge discernment out there and i want you
[1:31:27.280 --> 1:31:32.560]  to have access to this information because you need these tools in my experience at least to
[1:31:32.560 --> 1:31:38.640]  stand for the globalists and not let them break your will and so through christmas day the course
[1:31:38.640 --> 1:31:46.080]  is 25 off at reset wars dot com and it's not just an amazing game changing consciousness raising
[1:31:46.080 --> 1:31:52.480]  course it also funds the info war so it's a true 360 win reset wars dot com mind wars spirit wars
[1:31:52.480 --> 1:32:01.760]  25 off at reset wars dot com it's hard to believe that christmas 2021 is here and soon will be in
[1:32:01.760 --> 1:32:14.240]  the year 2022 everything the globalist plan on doing their entire operations hinge on you psychologically
[1:32:14.240 --> 1:32:20.240]  not understanding that they're trying to break your will that they're trying to drive you into
[1:32:20.240 --> 1:32:26.320]  submission but if you're aware of this basic fact and how they are scientifically controlling you
[1:32:26.880 --> 1:32:33.920]  then you're basically immune this is next level information on how to take control of your mind
[1:32:33.920 --> 1:32:38.000]  it's how i've been able to stand against the incredible attacks they've carried out because
[1:32:38.000 --> 1:32:45.040]  i'm able to connect to the divine i'm able to transcend this dimension simply by becoming
[1:32:45.040 --> 1:32:50.720]  aware of the fact that i already transcended it show until christmas day we're offering reset
[1:32:50.720 --> 1:33:00.160]  wars our incredible two-part course for 25 off at reset wars dot com leading a frontal assault
[1:33:00.160 --> 1:33:16.080]  on the lies of the new world order it's alex jones
[1:33:16.080 --> 1:33:30.800]  welcome back as you just heard alex had to jet and so i'm thrown in a bit early
[1:33:31.440 --> 1:33:36.080]  going to be doing sunday night live from six to eight taking a lot of your phone calls
[1:33:36.080 --> 1:33:41.040]  during those couple hours and have some reports i want to share with you one of those being i know
[1:33:41.040 --> 1:33:46.720]  that alex was just talking about it the pedos in power are being exposed we all knew this but
[1:33:46.720 --> 1:33:52.800]  whenever this is coming out more in the mainstream is that why we're saying are being exposed is
[1:33:52.800 --> 1:33:58.960]  because it takes a while but they always try and guess like us and say it's a conspiracy theory
[1:33:58.960 --> 1:34:02.960]  this isn't happening you know they did that with the pizza gate and maybe there were some things
[1:34:02.960 --> 1:34:08.800]  wrong with all of that but there was definitely some truth underneath and truth that we have all
[1:34:08.800 --> 1:34:13.680]  known about and it is making it slipping into the mainstream a bit you can't ignore what's
[1:34:13.680 --> 1:34:21.120]  happening at cnn that story is disgusting with the producer that bragged about being shoulder to
[1:34:21.120 --> 1:34:26.320]  shoulder with quomo i don't know anybody that would want to brag about being shoulder to shoulder
[1:34:26.320 --> 1:34:33.360]  with either quomo at this point but he sure was and come to find out he was luring minors and
[1:34:33.360 --> 1:34:38.400]  engaging in sex acts that has made it out into the mainstream you can't ignore that and then
[1:34:38.400 --> 1:34:46.480]  we have the other cnn issue with and yet another producer talking sexually about his minor essentially
[1:34:46.480 --> 1:34:53.440]  stepdaughter to the point that twitter has to play a little game of taking that down and protecting
[1:34:53.440 --> 1:34:57.760]  i mean but they warned us that twitter had said that they were going to if they didn't have permission
[1:34:57.760 --> 1:35:02.080]  from everybody they were going to take it down which we all knew was going to be a direct attack on
[1:35:02.080 --> 1:35:08.400]  project veritas and here we are they're protecting the petos but i did have to go on to jig tappers
[1:35:09.040 --> 1:35:13.840]  twitter feed and just see the comments and plenty maybe even some of you were calling
[1:35:13.840 --> 1:35:17.920]  them out like are you going to say anything about this they they can't deny it and then
[1:35:17.920 --> 1:35:24.000]  as you know we've been watching the what we can of the gilin maxwell trial and isn't it funny that
[1:35:24.000 --> 1:35:30.400]  just everything comes up missing in that case you know the the videotape of epstein in jail
[1:35:30.400 --> 1:35:36.480]  oh that's just missing and that the evidence that the fbi collects is now missing um but we
[1:35:36.480 --> 1:35:41.280]  need to continue to push that out there because they try so hard to hide these things and also did
[1:35:41.280 --> 1:35:48.720]  you notice how she had asked for the witnesses there to be anonymous and when that gets rejected
[1:35:48.720 --> 1:35:53.040]  it's like oh wait no maybe we'll just move to closing arguments all of this is so slimy and
[1:35:53.040 --> 1:35:57.120]  disgusting that it cannot be ignored and it cannot be hidden anymore and so i'll have a little bit
[1:35:57.120 --> 1:36:04.160]  about that coming up in the six to eight hour and also talking to some of you and i'm going to just
[1:36:04.160 --> 1:36:11.520]  move on to covering some of the news i was planning on covering in the six to eight hour so just before
[1:36:11.520 --> 1:36:17.920]  i hopped on the desk i happen to see people talking about the fully vaccinated and boosted
[1:36:18.480 --> 1:36:25.200]  pocahontas has symptomatic COVID-19 and this is from the liberty daily and so there was some
[1:36:25.200 --> 1:36:32.240]  coverage of the little spat we'll call it between elan musk and senator elizabeth waran and now she
[1:36:32.240 --> 1:36:37.200]  has something else to keep her busy it says because she's now dealing with COVID so here we
[1:36:37.200 --> 1:36:43.760]  are again fully vexed and boosted coming down with COVID-19 what i was happening to think about
[1:36:43.760 --> 1:36:50.160]  just before is they always call this a breakthrough case anytime it's a vaccinated person you call
[1:36:50.160 --> 1:36:54.880]  it a breakthrough case you'll notice and when you talk to about the unvaccinated getting COVID
[1:36:54.880 --> 1:37:02.160]  it's not so they say breakthrough which makes it think oh oops this is rare it's it's it's breaking
[1:37:02.160 --> 1:37:06.960]  through this is how i understand the science again i'm not a doctor but this is what i'm guessing
[1:37:06.960 --> 1:37:12.720]  but how long can we continue to call these cases breakthrough cases if fully vaccinated
[1:37:12.720 --> 1:37:17.840]  individuals keep on getting it how is it a breakthrough anymore they continue to keep
[1:37:17.840 --> 1:37:23.040]  getting the virus and yet they're like oh breakthrough case like it's rare i mean you
[1:37:23.040 --> 1:37:29.920]  have whole colleges now shutting down because of breakthrough case breakthrough cases breakthrough
[1:37:29.920 --> 1:37:35.520]  cases that are going throughout the whole college to the point that they're now going back to
[1:37:35.520 --> 1:37:41.840]  virtual learning none of this makes sense you know i i know some of you also have to deal with family
[1:37:41.840 --> 1:37:46.640]  members that are just completely hypnotized by everything going on i happen to have a family
[1:37:46.640 --> 1:37:56.720]  member that is a doctor and she defends the vaccine and and she happened to bring up like well good
[1:37:56.720 --> 1:38:03.680]  thing there wasn't social media back when we had the smallpox vaccine or all the traditional ones
[1:38:03.680 --> 1:38:08.960]  and i couldn't help myself i'm like you're a doctor and you're trying to compare this vaccine
[1:38:08.960 --> 1:38:16.560]  to the the vaccines decades ago the ones you know where if you got vaccinated for smallpox then you
[1:38:16.560 --> 1:38:24.320]  didn't get it you know the ones where you if you got vaccinated for measles then you didn't get it
[1:38:24.320 --> 1:38:30.960]  you know all those other vaccines that were traditionally used for decades polio how many
[1:38:30.960 --> 1:38:37.120]  times did you hear of someone getting vaccinated for polio and then getting polio and and yet a
[1:38:37.120 --> 1:38:44.640]  doctor is going to compare those vaccinations to this one we're clearly we're seeing multiple people
[1:38:44.640 --> 1:38:53.360]  every day that are fully waxed boosted and then getting it so clearly clearly this is not the
[1:38:53.360 --> 1:38:57.920]  same thing and as you know there's many other reasons why this is completely not the same thing
[1:38:57.920 --> 1:39:05.680]  as these other vaccinations but that's the most glaringly obvious any other true vaccine was so
[1:39:05.680 --> 1:39:11.920]  that you wouldn't get sick so you wouldn't get the virus but now that's happening oh in a breakthrough
[1:39:11.920 --> 1:39:18.640]  way all of the time so again these these articles are so sick to read because they always have those
[1:39:18.640 --> 1:39:24.640]  adjectives stuck in there you know they let they always make sure they say rare breakthrough case
[1:39:24.640 --> 1:39:30.400]  if it's so rare why are we reading about this so much this is what you know the traditional news
[1:39:30.400 --> 1:39:36.720]  always likes to say is a rare case and and she said i'm gonna really test for covid and well i
[1:39:36.720 --> 1:39:41.360]  tested negative earlier this week today i tested positive with a breakthrough case thankfully i'm
[1:39:41.360 --> 1:39:45.760]  only experiencing mild symptoms and i'm grateful for the protection wait a minute you're grateful
[1:39:45.760 --> 1:39:52.240]  for the protection it didn't keep you from getting the virus but of course she's saying that it's
[1:39:52.240 --> 1:39:58.640]  it's the vaccine that's making her have mild symptoms as cases increase across the country urge
[1:39:58.640 --> 1:40:02.560]  everyone who has not already done so to get a vaccine and a booster as soon as possible and then
[1:40:02.560 --> 1:40:09.440]  it's like obvious rebuttal is like oh because it worked for you so i should get it uh and so uh
[1:40:09.440 --> 1:40:13.920]  it's this ends with let's pray that elizabeth warren and the multitudes of breakthrough cases
[1:40:13.920 --> 1:40:18.160]  are able to recover but let's not dismiss the fact that being fully vaccinated
[1:40:18.160 --> 1:40:24.000]  and fully for now boosted does nothing to prevent symptomatic covid-19 from striking
[1:40:24.000 --> 1:40:28.560]  another thing that i'll talk about in that report that we're going to play at the top of this six
[1:40:28.560 --> 1:40:34.800]  is just the fact that twitter had that rule that you now can be banned for saying that if you're
[1:40:34.800 --> 1:40:41.360]  fully vaccinated you can spread the virus you can be banned for that yet we have all of the video
[1:40:41.360 --> 1:40:48.240]  evidence of cdc director rachel wilinski saying that of dr fouchy saying that if if you're vaccinated
[1:40:48.240 --> 1:40:52.960]  you can still spread and that's why you have to wear the masks you have all these other people
[1:40:52.960 --> 1:40:59.760]  that are held on this high regard or the true experts or in dr fouchy's case science science
[1:40:59.760 --> 1:41:07.040]  embodied himself saying that you can spread covid-19 if you're fully vaccinated but if you
[1:41:07.040 --> 1:41:13.280]  say that then you're off twitter this is what we should be calling inconvenient truth right
[1:41:14.000 --> 1:41:19.920]  and then i happen to see um house republicans plan to probe biden admin over covid origins
[1:41:19.920 --> 1:41:28.640]  nsa spying untuck or carlson and this is uh coming from the blaze early forecasts for the 2022 mid-term
[1:41:28.640 --> 1:41:34.560]  elections the grim for democrats but you wouldn't know that because we have heard president biden
[1:41:34.560 --> 1:41:40.560]  saying they will win 2022 the democrats will win 2022 does he know something that we don't
[1:41:41.120 --> 1:41:48.880]  is there some plan already in play of how they're going to win when poll numbers are so down and
[1:41:48.880 --> 1:41:55.280]  we already saw what happened in virginia that that they're beating the democrats and and no one
[1:41:55.280 --> 1:42:02.240]  can i mean if if there was ever a reason to not vote democrat they've shown us why but yet
[1:42:02.240 --> 1:42:08.400]  they're so confident that they're going to win in 22 2022 a recent abc news washington
[1:42:08.400 --> 1:42:14.240]  post survey projected republicans to enjoy triumphant results in 2022 midterms giving
[1:42:14.240 --> 1:42:21.120]  the gop the highest marks in 40 years should the gop take back the house in 2022 republicans will
[1:42:21.120 --> 1:42:26.960]  launch several aggressive probes into the biden administration according to a new report while
[1:42:26.960 --> 1:42:32.720]  you would hope so it's it would be about time we've been begging the republicans to do something
[1:42:32.720 --> 1:42:40.640]  about all this you always have those on the left forming their committees and and doctoring evidence
[1:42:40.640 --> 1:42:46.880]  if they need to to try and fight for their causes and they they want to wait around until they can
[1:42:46.880 --> 1:42:53.760]  hopefully win the 2022 to actually do anything what can you do now what can you do now to help us
[1:42:53.760 --> 1:43:01.520]  more coming up after the break well here we this could be in full wars last christmas
[1:43:02.240 --> 1:43:07.840]  because it could be america's last christmas evil is taking over the planet they're destroying our
[1:43:07.840 --> 1:43:12.960]  borders our sovereignty our supply chains our language our currencies they're coming after us
[1:43:12.960 --> 1:43:18.320]  and if we don't support american businesses and if we don't support independent media in the final
[1:43:18.320 --> 1:43:26.400]  days of 2021 we have no future in the midterms in 2022 2022 is the year where america decides its
[1:43:26.400 --> 1:43:30.960]  faith i want to thank you all for your support i want to encourage you to your christmas shopping
[1:43:30.960 --> 1:43:36.480]  then forward store.com because i can barely keep our operation going and i appreciate you keeping us
[1:43:36.480 --> 1:43:41.200]  in the position to fight back i am so thankful for you and i'm asking you now to realize the huge
[1:43:41.200 --> 1:43:45.920]  investment you made over the years in us and i'll redouble your efforts to make sure that your
[1:43:45.920 --> 1:43:53.280]  investment in freedom continues on infowarstore.com has incredible products store-wide free shipping
[1:43:53.280 --> 1:43:57.360]  up until december 20th so please take action now and keep us on the air thank you
[1:43:59.040 --> 1:44:07.040]  cover commander here with an important message to humanity i have decided that all of you will
[1:44:07.040 --> 1:44:15.840]  take a special injection so that you will be safe but the injection is not ready and so
[1:44:16.560 --> 1:44:26.240]  i need all of you to stay indoors for the next 15 days to flatten the cans i also need you to wear
[1:44:26.240 --> 1:44:35.920]  masks and i also need you to only shop at mega corporations that way we can consolidate control
[1:44:35.920 --> 1:44:44.480]  and bankrupt the world economy leaving companies that only i own profitable you will then be my
[1:44:44.480 --> 1:44:52.240]  slaves oh and then you'll get that special shot and fit them from cobra it will remove your immune
[1:44:52.240 --> 1:44:59.440]  system so you'll be dependent on me for the rest of your miserable lives in late august info war saw
[1:44:59.440 --> 1:45:06.560]  an explosion of orders because our audience understands that the globalist are destabilizing
[1:45:06.560 --> 1:45:13.840]  the planet by design and are attempting to cause an economic and financial collapse worldwide now
[1:45:13.840 --> 1:45:17.600]  ladies and gentlemen storeable food has always been something that's important to have it's a
[1:45:17.600 --> 1:45:21.600]  checkbox that everybody needs to have taken care of right along with water filtration
[1:45:22.320 --> 1:45:26.800]  self-defense and a relationship with god but now more than ever you need to get your
[1:45:26.800 --> 1:45:31.440]  storeable food orders in now we're ready to ship to you within 24 hours of your order
[1:45:31.440 --> 1:45:36.880]  it's high quality it's very very low cost at infowarstore.com because in the future
[1:45:36.880 --> 1:45:40.720]  you're going to see more food supply shortages and you're going to see food supply
[1:45:40.720 --> 1:45:45.760]  price increases that are already taking place so lock in your storeable food now at a lower price
[1:45:45.760 --> 1:45:51.600]  and fund the info war at infowarstore.com that's how you fight the great reset is by being
[1:45:51.600 --> 1:45:57.760]  self-sufficient and not under their control so get prepared now at infowarstore.com i've been
[1:45:57.760 --> 1:46:03.600]  fighting as hard as i can for almost 28 years against the globalist i wanted to stop their
[1:46:03.600 --> 1:46:09.760]  agenda i wanted to wake up the world and stop them dead in their tracks before they went operational
[1:46:09.760 --> 1:46:15.040]  but we failed yes a lot of people are awake yes we're not getting caught flatfooted but they are
[1:46:15.040 --> 1:46:21.360]  going ahead with their full operational deindustrialization great reset and that's why it's more
[1:46:21.360 --> 1:46:26.320]  important than ever that all viewers and all listeners tell everybody they know about the show
[1:46:26.320 --> 1:46:30.800]  because people are ready to wake up and ready to hear the truth so we've got an information warfare
[1:46:30.800 --> 1:46:35.040]  of the enemy and trying to stop their agenda and we've also got to get personally prepared and one
[1:46:35.040 --> 1:46:38.640]  of the number one things to do is high quality storeable food you've got the best food ready to
[1:46:38.640 --> 1:46:44.240]  ship at very affordable prices at infowarstore.com so whether it's a month or a six month or a year
[1:46:44.240 --> 1:46:50.480]  supply or specialty diets it's ready to ship right now lock your orders in before food prices go up
[1:46:50.480 --> 1:46:55.520]  and before there are long lines and waits because believe me serious times are coming get ready at
[1:46:55.520 --> 1:47:24.000]  infowarstore.com leading a frontal assault on the lies of the new world order it's alex jones
[1:47:24.000 --> 1:47:29.280]  welcome back alex had to jet so i'm just finishing out this show you as you know alex has been
[1:47:29.280 --> 1:47:35.120]  insanely busy as usual but that's how he works best is keeping himself busy and he's been certainly
[1:47:35.120 --> 1:47:41.600]  busy on the reset wars and i can tell you just behind the scenes that a lot of work and effort
[1:47:41.600 --> 1:47:47.200]  went into that and maybe you're still on the fence on if you want to join well we have been getting
[1:47:47.200 --> 1:47:52.800]  tons of positive feedback about what people are learning and how they are enjoying the reset wars
[1:47:52.800 --> 1:47:58.720]  and want to just show you um i think a really honest review and take on this so let's go ahead
[1:47:58.720 --> 1:48:04.960]  and take a peek at that this is red pill reveals and today i'm going to be breaking down the alex
[1:48:04.960 --> 1:48:10.560]  jones reset wars program that he just released so recently i received this email right here
[1:48:10.560 --> 1:48:16.640]  from alex jones that reset wars is officially live for the pre-order so i went ahead and took
[1:48:16.640 --> 1:48:21.680]  the liberty of purchasing this for you guys just in case you guys don't want to purchase it or you
[1:48:21.680 --> 1:48:26.800]  want to know a little more information before you go ahead and buy so for the sake of this review
[1:48:26.800 --> 1:48:32.000]  i'm going to start out by saying i am a huge alex jones fan i love everything he does i love everything
[1:48:32.000 --> 1:48:37.760]  he's about and i just find him very very entertaining so for me naturally this is something i did want
[1:48:37.760 --> 1:48:42.400]  to go ahead and purchase so for the sake of this review and to not give too many spoilers because
[1:48:42.400 --> 1:48:47.920]  it is part of the excitement to know exactly what's in the curriculum since it's not actually listed
[1:48:47.920 --> 1:48:52.640]  anywhere so i'm not going to be showing any of the membership area and i'm not going to be showing
[1:48:52.640 --> 1:48:58.080]  the actual lectures or the actual content that's in there because that's something i want to leave
[1:48:58.080 --> 1:49:03.280]  up kind of to the imagination it's part of the excitement of actually getting this program so
[1:49:03.280 --> 1:49:08.080]  here i'll kind of cover what i liked what i didn't like and just an overall review of what i think
[1:49:08.080 --> 1:49:12.400]  and if you're interested in alex jones whether or not this is something that you should go ahead
[1:49:12.400 --> 1:49:17.760]  and buy so first of all for those of you who don't know what this is at all it's basically a six hour
[1:49:17.760 --> 1:49:24.080]  curriculum that alex and his team has put together so for example as you can see on the actual landing
[1:49:24.080 --> 1:49:29.360]  page in section one he breaks down all the tactics currently being used in their attempt to control
[1:49:29.360 --> 1:49:35.360]  your mind and capture your soul and he shows you how to make sure they never succeed so in section
[1:49:35.360 --> 1:49:41.040]  three he shows you the true goals of the great reset so you can understand it fully and simply
[1:49:41.040 --> 1:49:46.240]  explain it to anyone and this is one of my favorite sections i think this is really cool because a lot
[1:49:46.240 --> 1:49:51.520]  of times if you are interested in these sort of topics it's really difficult to explain it in a way
[1:49:51.520 --> 1:49:56.320]  that actual other people who haven't done their research can understand and this actually does
[1:49:56.320 --> 1:50:01.760]  a really good job of breaking that down so section three was one that i really enjoyed personally
[1:50:01.760 --> 1:50:06.800]  and then in section six you discover the three exercises you can easily do on a daily basis
[1:50:06.800 --> 1:50:12.240]  to raise your consciousness and protect you from toxic negativity the mass media machine
[1:50:12.240 --> 1:50:18.400]  throws at you every day so this is one of those sections that i also enjoyed it's a little bit
[1:50:18.400 --> 1:50:24.080]  out in the weeds as far as some of the things that are covered but it was definitely entertaining
[1:50:24.080 --> 1:50:28.880]  and i do think it's something that could help you out if it's something that you are interested in
[1:50:28.880 --> 1:50:34.080]  and then in section 10 you see the science behind your connection to god and what the elite do to
[1:50:34.080 --> 1:50:38.960]  ruin this bond so if you are a fan of alex jones that is the section that you're probably going
[1:50:38.960 --> 1:50:44.720]  to enjoy as well now what i will say is that the sections that alex did not list out are actually
[1:50:44.720 --> 1:50:50.080]  the ones that were my favorite for a couple of reasons first of all it was really surprising
[1:50:50.080 --> 1:50:55.040]  it was intriguing and it was actually exciting to see some of these things that were not listed
[1:50:55.040 --> 1:51:00.720]  there because it keeps the intrigue alive about not knowing exactly what's in it but they really
[1:51:00.720 --> 1:51:05.440]  were surprising to me some of the things that were in these other sections that i don't want to
[1:51:05.440 --> 1:51:10.320]  spoil because again that is part of the excitement but to me those sections are the things that are
[1:51:10.320 --> 1:51:15.920]  making it worth purchasing this entire program so one thing a lot of people probably want to
[1:51:15.920 --> 1:51:22.400]  know is if i'm a big alex jones fan and supporter and i do a lot of my research and i know a lot
[1:51:22.400 --> 1:51:27.200]  of these topics i know a lot of the things that are covered is this something that is worth it for
[1:51:27.200 --> 1:51:33.520]  me and to me the answer to that is yes i do a lot of research on these things i listen to a lot of
[1:51:33.520 --> 1:51:39.440]  alex jones shows and i still learned so many different topics and things that i literally
[1:51:39.440 --> 1:51:45.760]  had never heard about before so alex did a really really good job of explaining a lot of things that
[1:51:45.760 --> 1:51:51.040]  even the most hardcore person who thinks they know everything about these topics is still going to
[1:51:51.040 --> 1:51:56.560]  want to hear and i guarantee every single one of you guys is going to learn something that you did
[1:51:56.560 --> 1:52:01.920]  not know before taking this and one of the coolest things is that it starts out very beginner friendly
[1:52:01.920 --> 1:52:06.960]  so whether you know a lot about these topics or not it's still good to have a refresher because
[1:52:06.960 --> 1:52:12.080]  it is it does get hard to remember kind of all of the things that you've learned over time and
[1:52:12.080 --> 1:52:16.960]  what things you think are true what things you don't so putting it all together in a chronological
[1:52:16.960 --> 1:52:22.400]  order starting from kind of the beginning and walking towards you know what has taken shape
[1:52:22.400 --> 1:52:28.880]  into making what we have now and then going forward what we should do collectively to protect
[1:52:28.880 --> 1:52:34.640]  ourselves in the future and to fight back against some of these ideas are all really really cool
[1:52:34.640 --> 1:52:39.440]  things that you get inside this program as well so now you're probably wondering is this something
[1:52:39.440 --> 1:52:44.400]  that is going to be entertaining or is it going to be boring is it just a bunch of lectures you
[1:52:44.400 --> 1:52:50.000]  know what's in it and if you know alex jones you know it's not going to be boring you know it's
[1:52:50.000 --> 1:52:54.880]  going to entertain you you know there's going to be some rants some yelling some wacky things going
[1:52:54.880 --> 1:53:00.960]  on and this is no different you're going to hear a lot of crazy things about consciousness and you're
[1:53:00.960 --> 1:53:06.640]  going to hear about how to transcend the third dimension and a lot of other really crazy things
[1:53:06.640 --> 1:53:13.760]  that i'm not exactly 100 sure that i agree with but i do find them entertaining and fascinating
[1:53:13.760 --> 1:53:18.640]  especially when they are explained by alex himself and they're not just repeats of things
[1:53:18.640 --> 1:53:24.080]  that he says on his show or on podcasts it is brand new information a lot of things that you
[1:53:24.080 --> 1:53:28.720]  have never heard alex jones talk about before but the thing that i really enjoy is that he does
[1:53:28.720 --> 1:53:34.000]  tie it back to historic events he does tie it to the future he does tie it to things that are
[1:53:34.000 --> 1:53:40.880]  happening right now in our world and beyond and so he does a good job of tying it all together
[1:53:40.880 --> 1:53:45.280]  and making it all makes sense once again some of the media may tell you that the things that he's
[1:53:45.280 --> 1:53:50.080]  talking about don't make any sense but of course that's what they want you to think i think it
[1:53:50.080 --> 1:53:55.680]  actually does make a lot of sense in the way that he he puts the information together and explains it
[1:53:55.680 --> 1:54:01.360]  it does make a lot of sense and it is very entertaining it is very very awakening as well
[1:54:01.360 --> 1:54:07.520]  now he does say that this is a roadmap to survive the apocalypse so do i think that that's exactly
[1:54:07.520 --> 1:54:14.000]  what this is in some ways yes and in some ways no in some ways yes there are things that you can do
[1:54:14.000 --> 1:54:19.760]  and take away from this program that will help you in your everyday life such as noticing the
[1:54:19.760 --> 1:54:25.200]  things that are happening from their playbook before it happens but on the other side there are a
[1:54:25.200 --> 1:54:29.040]  lot of things that are kind of out in the weeds that you kind of watch it and go okay well how the
[1:54:29.040 --> 1:54:34.160]  heck am i gonna actually do that how the heck am i actually going to make any sort of difference at
[1:54:34.160 --> 1:54:40.160]  all whatsoever in the fight so he does lay it out very very well some of the things are helpful
[1:54:40.160 --> 1:54:45.920]  for your everyday life as far as surviving the apocalypse if you want to call it that and then
[1:54:45.920 --> 1:54:50.720]  some of the things are you know kind of out in the weeds and then of course if you know Alex Jones
[1:54:50.720 --> 1:54:56.880]  he goes all out on everything that he does so he's never gonna lay it in he's never gonna just take
[1:54:56.880 --> 1:55:03.360]  your money and not try to make you as entertaining as absolutely possible so you will be entertained
[1:55:03.360 --> 1:55:08.560]  when you take this you can tell that Alex and his team put together everything they have they put
[1:55:08.560 --> 1:55:14.800]  a lot of effort and time into this curriculum and it really does show first of all it looks beautiful
[1:55:14.800 --> 1:55:20.800]  it works very well on mobile it works on desktop it works on tablet i tried all three it looks
[1:55:20.800 --> 1:55:27.280]  beautiful so just like the landing page where you go to sign up just like that the actual curriculum
[1:55:27.280 --> 1:55:33.520]  it looks absolutely beautiful as well and so overall you're probably here to know should you buy
[1:55:33.520 --> 1:55:39.920]  this or should you not and if you are a huge alex jones fan if you like his shows if you like what he
[1:55:39.920 --> 1:55:45.760]  talks about if you like watching him on podcast i promise you you will like this program you'll be
[1:55:45.760 --> 1:55:51.920]  happy you purchased it and i can guarantee you you will not be dissatisfied with the purchase now
[1:55:51.920 --> 1:55:56.640]  if you're not an alex jones fan if you don't like the things alex jones have to say should you
[1:55:56.640 --> 1:56:01.920]  purchase it anyway the answer i think is yes because maybe there is some things that you should
[1:56:01.920 --> 1:56:08.400]  learn from alex jones instead of just what you read on the headlines on media so if you like alex
[1:56:08.400 --> 1:56:13.840]  jones yes i think this is a good purchase to have if you don't like alex jones yes i think
[1:56:13.840 --> 1:56:19.360]  this is a good purchase to have i enjoyed it i'm glad i bought it and i think the same thing will
[1:56:19.360 --> 1:56:29.680]  be for you go we so there you go we we find that to be a fair assessment um he's both critical
[1:56:29.680 --> 1:56:36.080]  you know and um and is able to explain what he thought of it and what he took from the promises
[1:56:36.080 --> 1:56:42.000]  that were made and what was delivered and if you do see that commentary on youtube there's some
[1:56:42.000 --> 1:56:47.600]  comments down below that talk about um that are also very complimentary of the program i know a
[1:56:47.600 --> 1:56:52.320]  lot a lot of work went into that and so hopefully you're enjoying that or if you haven't yet maybe
[1:56:52.320 --> 1:56:59.440]  that's what will be the be what gets you to actually go ahead and and take the plunging and
[1:56:59.440 --> 1:57:04.960]  prepare so there you go and um while you're doing that we do want to remind you that the christmas
[1:57:04.960 --> 1:57:11.680]  super sale is going on now you can get up to 60 percent off this is free shipping store-wide
[1:57:11.680 --> 1:57:16.960]  double patriot points so make sure that you stock up on everything you need this would be great to
[1:57:16.960 --> 1:57:22.560]  christmas presents both for those that love alex jones and you know consider it a gag gift for those
[1:57:22.560 --> 1:57:27.040]  that don't you know maybe you don't like info wars or alex jones well here's a present for you you
