[00:00.000 --> 00:02.000]  You've got it
[01:10:09.360 --> 01:10:12.360]  Yeah, Michael Zulu, who is a detective
[01:10:12.360 --> 01:10:15.360]  Has done this entirely on a volunteer basis
[01:10:15.360 --> 01:10:18.360]  He hasn't made a penny out of this
[01:10:18.360 --> 01:10:20.360]  And in fact, he owns his own work product
[01:10:20.360 --> 01:10:22.360]  Yeah, but they do that just to change the subject
[01:10:22.360 --> 01:10:23.360]  You know, that's a classic tactic
[01:10:23.360 --> 01:10:24.360]  I mean, come on
[01:10:24.360 --> 01:10:26.360]  This is the whole thing is
[01:10:26.360 --> 01:10:29.360]  Rather than look at the accusations that we're making
[01:10:29.360 --> 01:10:33.360]  Which are criminal, probable cause determinations
[01:10:33.360 --> 01:10:36.360]  Which means the sheriff of Ohio is going to shift now
[01:10:36.360 --> 01:10:38.360]  Into a criminal investigation
[01:10:38.360 --> 01:10:41.360]  With additional powers from his office
[01:10:41.360 --> 01:10:42.360]  To the Cole Cates Posse
[01:10:42.360 --> 01:10:45.360]  Rather than even address those
[01:10:45.360 --> 01:10:47.360]  The mainstream media searches and says
[01:10:47.360 --> 01:10:49.360]  Oh, but these two guys are going to make a dollar
[01:10:49.360 --> 01:10:51.360]  Well, you can say what you want about Sheriff Joe
[01:10:51.360 --> 01:10:54.360]  But he has got big brass, you know what
[01:10:54.360 --> 01:10:56.360]  And is a hard charger
[01:10:56.360 --> 01:10:58.360]  And the system doesn't like him
[01:10:58.360 --> 01:10:59.360]  So he's okay in my book
[01:10:59.360 --> 01:11:02.360]  Well, and also, he's got tremendous courage
[01:11:02.360 --> 01:11:04.360]  Tremendous courage fighting all this
[01:11:04.360 --> 01:11:06.360]  Sheriff O'Pile said, I want you to do
[01:11:06.360 --> 01:11:08.360]  We checked to make sure there's no violations
[01:11:08.360 --> 01:11:10.360]  Of any regulations or rules
[01:11:10.360 --> 01:11:11.360]  I'm free to write a book
[01:11:11.360 --> 01:11:13.360]  It's what I do, it's how I make my living
[01:11:13.360 --> 01:11:15.360]  Mike Zulu is ready to write a book
[01:11:15.360 --> 01:11:16.360]  They're just changing the subject
[01:11:16.360 --> 01:11:17.360]  Tell folks the name
[01:11:17.360 --> 01:11:18.360]  And they can get it at Amazon right now
[01:11:18.360 --> 01:11:20.360]  But the book is called
[01:11:20.360 --> 01:11:22.360]  A Question of Eligibility
[01:11:22.360 --> 01:11:24.360]  That's subtitled
[01:11:24.360 --> 01:11:26.360]  A Law Enforcement Investigation into
[01:11:26.360 --> 01:11:29.360]  The Burst Certificate in Eligibility of Barack Obama
[01:11:29.360 --> 01:11:32.360]  E-Book, it's $9.99
[01:11:32.360 --> 01:11:34.360]  It's available right now
[01:11:34.360 --> 01:11:37.360]  On Amazon.com for the Kindle Barnes & Noble
[01:11:37.360 --> 01:11:40.360]  For the Nook, iPad
[01:11:40.360 --> 01:11:41.360]  If you don't have a Kindle or Nook
[01:11:41.360 --> 01:11:44.360]  You can buy the book through the Kindle store on Amazon
[01:11:44.360 --> 01:11:46.360]  And the Nook store on Barnes & Noble
[01:11:46.360 --> 01:11:49.360]  And download onto your PC
[01:11:49.360 --> 01:11:51.360]  Let me ask you this question
[01:11:51.360 --> 01:11:52.360]  This is the big one
[01:11:52.360 --> 01:11:56.360]  Why did they put out such a ridiculous forgery?
[01:11:56.360 --> 01:11:59.360]  I mean, look, I was going to wait
[01:11:59.360 --> 01:12:01.360]  It came out that day
[01:12:01.360 --> 01:12:03.360]  We spent all day looking at it by nighttime
[01:12:03.360 --> 01:12:06.360]  It wasn't, I mean, I did basic stuff
[01:12:06.360 --> 01:12:08.360]  But now you guys have done a lot more
[01:12:08.360 --> 01:12:10.360]  Than we've done top forensic experts
[01:12:10.360 --> 01:12:11.360]  Once you tell folks about it
[01:12:11.360 --> 01:12:12.360]  Have come out, but just briefly
[01:12:12.360 --> 01:12:14.360]  We went through it
[01:12:14.360 --> 01:12:15.360]  It wasn't just in layers
[01:12:15.360 --> 01:12:16.360]  We were the first to break that
[01:12:16.360 --> 01:12:18.360]  It wasn't just that
[01:12:18.360 --> 01:12:19.360]  It wasn't a typewriter
[01:12:19.360 --> 01:12:22.360]  Which each splat of the thing is different
[01:12:22.360 --> 01:12:25.360]  They were using the same fake typewriter front
[01:12:25.360 --> 01:12:28.360]  From some type of WordPress system
[01:12:28.360 --> 01:12:30.360]  Please explain it to people
[01:12:30.360 --> 01:12:33.360]  I mean, the C's had the same fake splats
[01:12:33.360 --> 01:12:35.360]  It's fake, it's fake, it's fake
[01:12:35.360 --> 01:12:36.360]  Exactly
[01:12:36.360 --> 01:12:38.360]  And in fact, it's a bad fake
[01:12:38.360 --> 01:12:39.360]  It's an obvious fake
[01:12:39.360 --> 01:12:41.360]  So why is it so bad?
[01:12:41.360 --> 01:12:42.360]  Well, you know, it's almost like
[01:12:42.360 --> 01:12:43.360]  They were tempting us
[01:12:43.360 --> 01:12:44.360]  It's been suggested
[01:12:44.360 --> 01:12:46.360]  That they're going to produce the real document
[01:12:46.360 --> 01:12:47.360]  From the vault
[01:12:47.360 --> 01:12:49.360]  You know, this is ridiculous
[01:12:49.360 --> 01:12:51.360]  If this is the birth certificate
[01:12:51.360 --> 01:12:54.360]  This has got to stand up to forensic analysis
[01:12:54.360 --> 01:12:55.360]  And it's got to be proven not to be a fake
[01:12:55.360 --> 01:12:56.360]  If it's a fake
[01:12:56.360 --> 01:12:58.360]  The American people have been lied to
[01:12:58.360 --> 01:13:02.360]  And I don't think there is a pen and ink
[01:13:02.360 --> 01:13:04.360]  Original that's going to look anything like
[01:13:04.360 --> 01:13:05.360]  What was released
[01:13:05.360 --> 01:13:07.360]  We want to see the microfilm
[01:13:07.360 --> 01:13:09.360]  We want to see all of the original records
[01:13:09.360 --> 01:13:10.360]  From Hawaii
[01:13:10.360 --> 01:13:13.360]  And now the FOIA requests
[01:13:13.360 --> 01:13:15.360]  The law enforcement requests are going to come out
[01:13:15.360 --> 01:13:16.360]  Starting on Monday
[01:13:16.360 --> 01:13:18.360]  From Sheriff R. Pyle's office
[01:13:18.360 --> 01:13:20.360]  To the Hawaii Department of Health
[01:13:20.360 --> 01:13:22.360]  To show us the original record
[01:13:22.360 --> 01:13:24.360]  And let's see if Obama tries to block it
[01:13:24.360 --> 01:13:26.360]  Let's not forget a few months before this happened
[01:13:26.360 --> 01:13:28.360]  Governor Abercrombie, friends with Obama, said
[01:13:28.360 --> 01:13:29.360]  I've gone and looked
[01:13:29.360 --> 01:13:30.360]  It's not there
[01:13:30.360 --> 01:13:31.360]  Exactly
[01:13:31.360 --> 01:13:33.360]  And the whole idea of saying it's not there
[01:13:33.360 --> 01:13:35.360]  And then suddenly
[01:13:35.360 --> 01:13:36.360]  Okay, the book is good
[01:13:36.360 --> 01:13:38.360]  My book, where's the birth certificate
[01:13:38.360 --> 01:13:39.360]  Is going to be produced
[01:13:39.360 --> 01:13:41.360]  It's about to come out
[01:13:41.360 --> 01:13:43.360]  It's on drudges, top headlines
[01:13:43.360 --> 01:13:46.360]  It's become a Amazon number one bestseller
[01:13:46.360 --> 01:13:48.360]  Donald Trump is pumping the issue
[01:13:48.360 --> 01:13:50.360]  And suddenly the birth certificate
[01:13:50.360 --> 01:13:53.360]  That Abercrombie, the governor of Hawaii
[01:13:53.360 --> 01:13:54.360]  Could not find
[01:13:54.360 --> 01:13:57.360]  Is magically produced by the White House
[01:13:57.360 --> 01:13:58.360]  Let's talk about the stamp
[01:13:58.360 --> 01:13:59.360]  Let's talk about all of it
[01:13:59.360 --> 01:14:01.360]  I mean, this whole thing's a forgery
[01:14:01.360 --> 01:14:03.360]  They call him African American
[01:14:03.360 --> 01:14:05.360]  That term wasn't in use until a decades later
[01:14:05.360 --> 01:14:06.360]  I mean, it's insane
[01:14:06.360 --> 01:14:10.360]  The stamps, the registrar stamps on the birth certificate
[01:14:10.360 --> 01:14:12.360]  Are on separate layers
[01:14:12.360 --> 01:14:13.360]  You can pick them up
[01:14:13.360 --> 01:14:15.360]  You can move them around the document
[01:14:15.360 --> 01:14:17.360]  They leave white halos behind
[01:14:17.360 --> 01:14:19.360]  These are supposed to be the authenticating
[01:14:19.360 --> 01:14:21.360]  Stamps that are imprinted
[01:14:21.360 --> 01:14:23.360]  Onto the original document
[01:14:23.360 --> 01:14:26.360]  Not brought in, imported from external sources
[01:14:26.360 --> 01:14:29.360]  And put onto the document as a layer
[01:14:29.360 --> 01:14:30.360]  It's totally a...
[01:14:30.360 --> 01:14:32.360]  This is like when they photoshop
[01:14:32.360 --> 01:14:34.360]  When photoshop was new 15, 16 years ago
[01:14:34.360 --> 01:14:37.360]  And they'd stick your head crudely on a dinosaur head
[01:14:37.360 --> 01:14:38.360]  And it's obvious it's fake
[01:14:38.360 --> 01:14:39.360]  I mean, it's ridiculous
[01:14:39.360 --> 01:14:40.360]  It's ridiculous
[01:14:40.360 --> 01:14:42.360]  And the selective service card
[01:14:42.360 --> 01:14:43.360]  Which the media have ignored
[01:14:43.360 --> 01:14:45.360]  I think is equally an important issue
[01:14:45.360 --> 01:14:49.360]  Because the cold case posse investigators
[01:14:49.360 --> 01:14:51.360]  Went and got the original stamps
[01:14:51.360 --> 01:14:56.360]  The stamp on Barack Obama's is a 1980 postal stamp
[01:14:56.360 --> 01:14:58.360]  They got the same stamp
[01:14:58.360 --> 01:15:01.360]  From the same postal station in Hawaii
[01:15:01.360 --> 01:15:03.360]  Where Obama filed that...
[01:15:03.360 --> 01:15:07.360]  Supposedly filed that selective service registration
[01:15:07.360 --> 01:15:10.360]  Every stamp used at that time by the post service
[01:15:10.360 --> 01:15:13.360]  Had the date on the slug on the stamp
[01:15:13.360 --> 01:15:17.360]  With four digits, 1, 9, 8, 0
[01:15:17.360 --> 01:15:21.360]  Obama's has only 8, 0
[01:15:21.360 --> 01:15:23.360]  And just shifted to the right
[01:15:23.360 --> 01:15:25.360]  What the investigators found out was
[01:15:25.360 --> 01:15:26.360]  They had gotten...
[01:15:26.360 --> 01:15:27.360]  There was no...
[01:15:27.360 --> 01:15:29.360]  You know, when they forged this
[01:15:29.360 --> 01:15:33.360]  They got a 2008 plug
[01:15:33.360 --> 01:15:35.360]  They cut off the 0, 8
[01:15:35.360 --> 01:15:37.360]  They turned it upside down and inverted it
[01:15:37.360 --> 01:15:39.360]  Stuck it back in the plug
[01:15:39.360 --> 01:15:40.360]  Stamped it
[01:15:40.360 --> 01:15:42.360]  The only one with the two digits
[01:15:42.360 --> 01:15:43.360]  Stay there, we gotta go to break
[01:15:43.360 --> 01:15:44.360]  Explain it on the other side
[01:15:44.360 --> 01:15:45.360]  And let's not forget
[01:15:45.360 --> 01:15:47.360]  He was using a fake social security number
[01:15:47.360 --> 01:15:49.360]  Of someone else in Connecticut
[01:15:49.360 --> 01:15:52.360]  I mean, it just goes on and on and on
[01:15:52.360 --> 01:15:54.360]  And his bar certificate was cut out
[01:15:54.360 --> 01:15:55.360]  Of the Kenyan records
[01:15:55.360 --> 01:15:56.360]  Showing it was there
[01:15:56.360 --> 01:16:18.360]  I mean, it goes on and on and on
[01:16:27.360 --> 01:16:29.360]  An endless supply of nutrient dense food
[01:16:29.360 --> 01:16:30.360]  For you and your family
[01:16:30.360 --> 01:16:31.360]  And here's the best part
[01:16:31.360 --> 01:16:33.360]  These seeds have not been genetically modified
[01:16:33.360 --> 01:16:34.360]  In any way
[01:16:34.360 --> 01:16:35.360]  And you actually get enough seeds
[01:16:35.360 --> 01:16:38.360]  To plant a full acre crisis garden
[01:16:38.360 --> 01:16:39.360]  So visit them today
[01:16:39.360 --> 01:16:41.360]  At survivalseedbank.com
[01:16:41.360 --> 01:16:43.360]  That's survivalseedbank.com
[01:16:43.360 --> 01:16:44.360]  Or give them a call
[01:16:44.360 --> 01:16:48.360]  At 877-327-0365
[01:16:48.360 --> 01:16:52.360]  That's 877-327-0365
[01:16:52.360 --> 01:16:54.360]  Remember, in a real crisis
[01:16:54.360 --> 01:16:57.360]  Non-hybrid seeds are the ultimate barter item
[01:16:57.360 --> 01:16:58.360]  This is Alex Jones
[01:16:58.360 --> 01:17:27.360]  For survivalseedbank.com
[01:17:28.360 --> 01:17:31.360]  This includes the eyes, ears, nose, lungs,
[01:17:31.360 --> 01:17:33.360]  Topically to the skin, and orally
[01:17:33.360 --> 01:17:35.360]  For the digestive system
[01:17:35.360 --> 01:17:36.360]  Be sure to watch our new
[01:17:36.360 --> 01:17:37.360]  7-minute video tour
[01:17:37.360 --> 01:17:39.360]  Of the Silver Lung System
[01:17:39.360 --> 01:17:42.360]  At www.silverlungs.com
[01:17:42.360 --> 01:17:45.360]  To learn more about how the Silver Lung System works
[01:17:45.360 --> 01:17:47.360]  As well, we are always ready
[01:17:47.360 --> 01:17:49.360]  To answer any questions you may have
[01:17:49.360 --> 01:17:52.360]  That's www.silverlungs.com
[01:17:52.360 --> 01:17:55.360]  For more information on the Silver Lung System
[01:17:55.360 --> 01:17:59.360]  You may have, that's www.silverlungs.com
[01:18:25.360 --> 01:18:27.360]  Other poor quality food companies
[01:18:27.360 --> 01:18:29.360]  The new Alex Jones Quick Fix Family Pack
[01:18:29.360 --> 01:18:31.360]  Save you so much money
[01:18:31.360 --> 01:18:33.360]  The savings from eating this food
[01:18:33.360 --> 01:18:35.360]  Will actually help you pay your other bills
[01:18:35.360 --> 01:18:37.360]  No matter what effect the mid-east crisis
[01:18:37.360 --> 01:18:39.360]  Or the crashing economy have
[01:18:39.360 --> 01:18:41.360]  You'll have food as delicious tonight
[01:18:41.360 --> 01:18:43.360]  As 25 years from now
[01:18:43.360 --> 01:18:45.360]  Order now for 50% savings
[01:18:45.360 --> 01:18:48.360]  And free shipping on these affordable family packs
[01:18:48.360 --> 01:18:51.360]  Call 800-409-5633
[01:18:51.360 --> 01:18:53.360]  Or eFoodsDirect.com slash Alex
[01:18:53.360 --> 01:18:56.360]  Call 800-409-5633
[01:18:56.360 --> 01:19:25.360]  Or eFoodsDirect.com slash Alex
[01:19:26.360 --> 01:19:30.360]  7 pounds in just 2 months
[01:19:30.360 --> 01:19:32.360]  Products like Beyond Tangy Tangerine
[01:19:32.360 --> 01:19:34.360]  Pollen Burst and Rebound
[01:19:34.360 --> 01:19:36.360]  When I started taking the Tangy Tangerine
[01:19:36.360 --> 01:19:38.360]  And other products every day
[01:19:38.360 --> 01:19:40.360]  I lost more than 37 pounds in just 2 months
[01:19:40.360 --> 01:19:42.360]  Now that's results
[01:19:42.360 --> 01:19:44.360]  I want to challenge my listeners
[01:19:44.360 --> 01:19:46.360]  To go to infowarshteam.com
[01:19:46.360 --> 01:19:49.360]  And to order just 3 of their products
[01:19:49.360 --> 01:19:51.360]  And you will see the changes
[01:19:51.360 --> 01:19:53.360]  In the way you look, feel and in your appetite
[01:19:53.360 --> 01:19:55.360]  Almost immediately
[01:19:55.360 --> 01:20:01.540]  journey to health and wellness today info wars team dot com
[01:20:01.540 --> 01:20:05.080]  coast to coast direct from austin
[01:20:05.080 --> 01:20:12.080]  you're listening to the alex jones broadcasting network
[01:20:12.080 --> 01:20:19.080]  on
[01:20:21.800 --> 01:20:25.160]  monday through friday eleven a.m. to two p.m. central at twelve noon to three p.m.
[01:20:25.160 --> 01:20:26.400]  eastern
[01:20:26.400 --> 01:20:28.400]  back sunday's four to six p.m. central
[01:20:28.400 --> 01:20:31.160]  don't forget we have info wars nightly news
[01:20:31.160 --> 01:20:32.440]  seven o'clock
[01:20:32.440 --> 01:20:36.280]  five nights a week and one of the hardest working people in radio
[01:20:36.280 --> 01:20:37.880]  and in news and
[01:20:37.880 --> 01:20:40.600]  of course so is my crew
[01:20:40.600 --> 01:20:45.840]  going back to dr. gerome coursey dot the problem is look
[01:20:45.840 --> 01:20:49.560]  i came out with bright bars death and i said look they can't say within two
[01:20:49.560 --> 01:20:52.000]  hours of him being dead at the hospital
[01:20:52.000 --> 01:20:54.080]  the day he's going to release
[01:20:54.080 --> 01:20:56.080]  of video
[01:20:56.080 --> 01:20:57.280]  film footage
[01:20:57.280 --> 01:21:00.760]  of obama at communist meetings where they were talking about re-educating
[01:21:00.760 --> 01:21:04.000]  people and throwing up overthrowing the government that's now what's being
[01:21:04.000 --> 01:21:06.160]  reported
[01:21:06.160 --> 01:21:08.080]  and then he dies
[01:21:08.080 --> 01:21:11.920]  and then they say oh it's natural causes go to sleep now the l.a. times is
[01:21:11.920 --> 01:21:12.960]  reporting
[01:21:12.960 --> 01:21:16.200]  that no the corner is looking at foul play not saying that's what happened
[01:21:16.200 --> 01:21:18.960]  but is going to look at all the bases including
[01:21:18.960 --> 01:21:19.960]  murder
[01:21:19.960 --> 01:21:21.280]  well that's what you're supposed to do
[01:21:21.280 --> 01:21:24.840]  it's a week with wittany houston they say that they're going to spend six to
[01:21:24.840 --> 01:21:26.480]  eight weeks on this because
[01:21:26.480 --> 01:21:30.760]  they've got a test for everything the coroner thinks it's suspicious
[01:21:30.760 --> 01:21:32.720]  now expanding on this
[01:21:32.720 --> 01:21:34.520]  getting back to the birth certificate
[01:21:34.520 --> 01:21:38.280]  they countered you by releasing in a week before your book comes out for those
[01:21:38.280 --> 01:21:39.440]  that just joined us
[01:21:39.440 --> 01:21:42.880]  they had a squire come out and say the book had been recalled and had them
[01:21:42.880 --> 01:21:45.920]  just to try to sabotage it they were acting like
[01:21:45.920 --> 01:21:48.520]  this evidence would be completely damning
[01:21:48.520 --> 01:21:50.680]  because it is and then they released
[01:21:50.680 --> 01:21:53.040]  was it hubris was it arrogance
[01:21:53.040 --> 01:21:57.440]  was it that it was so compartmentalized that they just use some moron in there
[01:21:57.440 --> 01:22:00.840]  uh... i mean maybe it is a trap they're going to release another one later
[01:22:00.840 --> 01:22:04.660]  but then they'll be so discredited by that i mean i i i just think
[01:22:04.660 --> 01:22:08.160]  it's good old-fashioned hubris what does your gut tell you about this because
[01:22:08.160 --> 01:22:10.640]  there's so many frauds and anomalies
[01:22:10.640 --> 01:22:13.440]  the problem is this is is even covering them all
[01:22:13.440 --> 01:22:16.920]  a hubris i agree with you alex i think it's also
[01:22:16.920 --> 01:22:20.080]  a calculation of the mainstream media will
[01:22:20.080 --> 01:22:21.960]  pander to obama
[01:22:21.960 --> 01:22:25.760]  and call anybody who dares criticize obama racist
[01:22:25.760 --> 01:22:27.600]  scare everybody off
[01:22:27.600 --> 01:22:30.240]  you know and then they'll be no real investigation
[01:22:30.240 --> 01:22:34.320]  it meanwhile obama sets in the white house and laughs at everybody
[01:22:34.320 --> 01:22:38.200]  we're also going to have the uh... pilot investigation just beginning
[01:22:38.200 --> 01:22:40.720]  to have a whole series of revelations
[01:22:40.720 --> 01:22:41.840]  uh... there
[01:22:41.840 --> 01:22:43.520]  testimony is being developed
[01:22:43.520 --> 01:22:46.120]  that the white house is intimidating
[01:22:46.120 --> 01:22:48.880]  in a systematic way the mainstream media
[01:22:48.880 --> 01:22:51.800]  if anybody any broadcasters dare
[01:22:51.800 --> 01:22:53.560]  going to this birth or story
[01:22:53.560 --> 01:22:54.520]  they're gonna risk
[01:22:54.520 --> 01:22:56.920]  fcc investigations people
[01:22:56.920 --> 01:22:59.760]  have the careers ruined thrown off the air
[01:22:59.760 --> 01:23:03.280]  mean we're developing information on that as well as
[01:23:03.280 --> 01:23:05.700]  yes the work on a errors
[01:23:05.700 --> 01:23:08.040]  uh... share of our pile announced
[01:23:08.040 --> 01:23:09.520]  there is a
[01:23:09.520 --> 01:23:15.360]  uh... of a revelation coming up up of someone who saw a errors
[01:23:15.360 --> 01:23:18.560]  uh... new obama in the air is years
[01:23:18.560 --> 01:23:22.540]  and can identify the obama was being introduced as a foreign student
[01:23:22.540 --> 01:23:23.720]  that we're gonna have
[01:23:23.720 --> 01:23:27.720]  that fully developed disclosed within the next two weeks
[01:23:27.720 --> 01:23:31.400]  i'll stop you let me stop you the fact that like no other president as you
[01:23:31.400 --> 01:23:32.440]  documented
[01:23:32.440 --> 01:23:35.640]  they've done everything they can to hide his providence to block it
[01:23:35.640 --> 01:23:38.080]  we were conspiracy theorist four years ago
[01:23:38.080 --> 01:23:42.440]  to point out this very satirical name now they float in the media we was known
[01:23:42.440 --> 01:23:46.520]  as very satirical he did change his name he did get an indian citizenship we
[01:23:46.520 --> 01:23:50.480]  can only do that if you drop your u.s. the fact is this guy
[01:23:50.480 --> 01:23:51.400]  has got
[01:23:51.400 --> 01:23:53.800]  more identities
[01:23:53.800 --> 01:23:57.200]  you know that the cia agent of course that's the other is people say secret
[01:23:57.200 --> 01:24:00.920]  muslim all this his mother clearly was working for intelligence groups
[01:24:00.920 --> 01:24:03.340]  grandmothers involved at bank sending money
[01:24:03.340 --> 01:24:06.560]  i mean who is obama really because you're a former intelligence guy
[01:24:06.560 --> 01:24:09.560]  european hd political science you've worked in the middle issue around all
[01:24:09.560 --> 01:24:10.100]  this
[01:24:10.100 --> 01:24:11.360]  who is that i
[01:24:11.360 --> 01:24:14.320]  if you have to give a prime break down who is this guy really
[01:24:14.320 --> 01:24:18.280]  what we know is obama is not who he says he is
[01:24:18.280 --> 01:24:20.880]  that's what we know for sure
[01:24:20.880 --> 01:24:24.840]  the cia a m prince and look at his mother shows up in indonesia
[01:24:24.840 --> 01:24:29.280]  takes his child to indonesia during the insolent
[01:24:29.280 --> 01:24:30.520]  civil wars
[01:24:30.520 --> 01:24:33.400]  five hundred thousand christians being slaughtered
[01:24:33.400 --> 01:24:35.600]  here they come being put into
[01:24:35.600 --> 01:24:38.320]  you know the insecure part of the city where the government of the
[01:24:38.320 --> 01:24:40.760]  intelligence workers live in bangkok
[01:24:40.760 --> 01:24:42.280]  uh... his mother
[01:24:42.280 --> 01:24:45.360]  supposedly doing a dissertation and done them
[01:24:45.360 --> 01:24:48.240]  ending up working for the four foundation
[01:24:48.240 --> 01:24:51.960]  her bosses timothy geithner's father
[01:24:51.960 --> 01:24:54.920]  she ends up working for u s aid
[01:24:54.920 --> 01:24:58.840]  which is this time is doing heavy intelligence work in indonesia for
[01:24:58.840 --> 01:25:00.360]  the cia
[01:25:00.360 --> 01:25:02.920]  i mean this is an environment which you gotta wonder
[01:25:02.920 --> 01:25:06.680]  what's brock obama as a child bary satoro
[01:25:06.680 --> 01:25:10.120]  doing in this environment makes no sense at all
[01:25:10.120 --> 01:25:11.760]  and then who paid it
[01:25:11.760 --> 01:25:12.520]  for
[01:25:12.520 --> 01:25:15.400]  the satoros to bring the child over there
[01:25:15.400 --> 01:25:19.200]  read the i n s file these people had no no money at all
[01:25:19.200 --> 01:25:22.560]  brock obama bary satoro comes back he registers
[01:25:22.560 --> 01:25:23.760]  at punahoo
[01:25:23.760 --> 01:25:25.760]  who pays this expensive
[01:25:25.760 --> 01:25:27.120]  private school
[01:25:27.120 --> 01:25:28.520]  in hawaii
[01:25:28.520 --> 01:25:30.560]  but it goes on and on
[01:25:30.560 --> 01:25:33.600]  there was a record of who it's an identity theft case
[01:25:33.600 --> 01:25:35.720]  did brock obama forges
[01:25:35.720 --> 01:25:40.200]  selective service registration card because he didn't read years after you say
[01:25:40.200 --> 01:25:44.440]  it comes out even in the evening and that his dad wasn't
[01:25:44.440 --> 01:25:47.120]  really married it was a sham they sent him back
[01:25:47.120 --> 01:25:51.640]  uh... it comes out that his names bary satoro it comes out that the birth
[01:25:51.640 --> 01:25:54.440]  certificate was cut out in kenyan meaning it was there
[01:25:54.440 --> 01:25:56.800]  i mean all of it is right there
[01:25:56.800 --> 01:25:59.960]  and you're right the media for three years again i go back to this said
[01:25:59.960 --> 01:26:02.960]  you've seen the birth certificate to show their lying hoaxing
[01:26:02.960 --> 01:26:05.760]  if we've seen it for three years and what's this new one
[01:26:05.760 --> 01:26:08.320]  we're right without any critical examination
[01:26:08.320 --> 01:26:11.800]  this is a political mainstream media and you can take what
[01:26:11.800 --> 01:26:15.240]  you know the washington post of new york times as you might as well read it
[01:26:15.240 --> 01:26:18.440]  as the old product under the soviet union
[01:26:18.440 --> 01:26:21.240]  it's government propaganda it's not news
[01:26:21.240 --> 01:26:23.080]  it's it's censored
[01:26:23.080 --> 01:26:24.360]  only the news
[01:26:24.360 --> 01:26:27.480]  the government wants you to hear and anything the government doesn't want
[01:26:27.480 --> 01:26:29.280]  you to hear is heavily censored
[01:26:29.280 --> 01:26:31.920]  this is not a first amendment free press
[01:26:31.920 --> 01:26:33.280]  it goes on and on
[01:26:33.280 --> 01:26:34.560]  mother father
[01:26:34.560 --> 01:26:38.800]  brock obama senior and uh... no it no indication they were married nothing
[01:26:38.800 --> 01:26:39.840]  liking
[01:26:39.840 --> 01:26:41.320]  looks nothing like a
[01:26:41.320 --> 01:26:45.280]  mean truthfully looks more like malcolm x's as for it means that you know it's and
[01:26:45.280 --> 01:26:46.640]  then there's questions
[01:26:46.640 --> 01:26:47.800]  who in fact
[01:26:47.800 --> 01:26:51.320]  whose child is it really because the i n s says
[01:26:51.320 --> 01:26:55.480]  that if this is back in nineteen sixty one of and on them
[01:26:55.480 --> 01:27:00.440]  were to apply for brock obama senior the father to stay in the u.s. because he's
[01:27:00.440 --> 01:27:01.800]  married to a
[01:27:01.800 --> 01:27:03.520]  u.s. citizen and on them
[01:27:03.520 --> 01:27:05.080]  as u.s. citizen child
[01:27:05.080 --> 01:27:07.840]  the i n s doesn't believe it and they're going to contest it
[01:27:07.840 --> 01:27:10.560]  they don't think they're married in it they don't think this baby
[01:27:10.560 --> 01:27:12.800]  is brock obama seniors child
[01:27:12.800 --> 01:27:14.600]  so whose child is it
[01:27:14.600 --> 01:27:18.400]  i mean these are all answered questions president of the united states
[01:27:18.400 --> 01:27:19.840]  if he applied
[01:27:19.840 --> 01:27:21.080]  for a job
[01:27:21.080 --> 01:27:24.600]  it's careful piles office he couldn't have been hired
[01:27:24.600 --> 01:27:28.360]  you know to do the janitor no no that they admitted years ago he couldn't get
[01:27:28.360 --> 01:27:31.600]  forget his security clearance he couldn't get a job anywhere
[01:27:31.600 --> 01:27:33.200]  he couldn't have a
[01:27:33.200 --> 01:27:34.680]  it would take his
[01:27:34.680 --> 01:27:39.000]  a social security number to put it through e-verify it doesn't verify
[01:27:39.000 --> 01:27:42.280]  it's issued and there's going to be information on this coming out
[01:27:42.280 --> 01:27:44.640]  it just wasn't ready in the press conference
[01:27:44.640 --> 01:27:46.440]  don't assume that what president what
[01:27:46.440 --> 01:27:48.360]  share of a pile presented
[01:27:48.360 --> 01:27:51.480]  was all there is that's the tip of the iceberg
[01:27:51.480 --> 01:27:54.840]  they're very deep and important revelations that are being worked on
[01:27:54.840 --> 01:27:58.800]  and they're gonna systematically come out of the next few weeks
[01:27:58.800 --> 01:28:01.440]  you better watch out you know you told us friday
[01:28:01.440 --> 01:28:05.760]  that our pilot and his people have warned you and others get
[01:28:05.760 --> 01:28:09.720]  it's time to talk about security here that's right mart situation and all of
[01:28:09.720 --> 01:28:10.680]  it i mean
[01:28:10.680 --> 01:28:12.720]  the bright part situation is also
[01:28:12.720 --> 01:28:15.480]  mysterious to be weak and we think now
[01:28:15.480 --> 01:28:17.760]  it was one of his staff it was on
[01:28:17.760 --> 01:28:19.480]  i'll get the name here in a minute
[01:28:19.480 --> 01:28:21.600]  of one of the anita
[01:28:21.600 --> 01:28:23.080]  uh... mon creek
[01:28:23.080 --> 01:28:26.080]  who made the call with one of the tea party people entered
[01:28:26.080 --> 01:28:29.840]  we thought it was a bright bright bright part of self on the line
[01:28:29.840 --> 01:28:31.720]  i had the phone to the sheriff
[01:28:31.720 --> 01:28:34.160]  general lines talking about bright part
[01:28:34.160 --> 01:28:35.520]  it may have been
[01:28:35.520 --> 01:28:38.720]  anita mon creek trying to get us in touch with bright part
[01:28:38.720 --> 01:28:41.680]  and we may be never actually even connected
[01:28:41.680 --> 01:28:44.800]  i will be right back i want to shift gears
