[00:00.000 --> 00:01.000]  Kinsley
[02:23:48.760 --> 02:23:51.760]  Now there is a unique way to pay tribute to the courageous men and women
[02:23:51.760 --> 02:23:53.760]  who spend their lives protecting our freedom
[02:23:53.760 --> 02:23:55.760]  and to those who have lost their lives doing so.
[02:23:55.760 --> 02:23:59.760]  Davis Products is offering high-quality, solid-cast aluminum memorial markers
[02:23:59.760 --> 02:24:01.760]  for your American flag.
[02:24:01.760 --> 02:24:05.760]  Each memorial marker is specifically designed to represent one of 15 wars.
[02:24:05.760 --> 02:24:09.760]  All markers include a 3 eighths inch pointed and threaded aluminum rod
[02:24:09.760 --> 02:24:12.760]  painted and highlighted for an appearance that is unforgettable.
[02:24:12.760 --> 02:24:15.760]  What better way to pay homage to our enlisted loved ones?
[02:24:15.760 --> 02:24:18.760]  Davis Products Memorial Markers are only $9 a piece
[02:24:18.760 --> 02:24:22.760]  and can be ordered by calling 814-827-4946.
[02:24:22.760 --> 02:24:25.760]  That's 814-827-4946.
[02:24:25.760 --> 02:24:27.760]  Or visit davis-products.com.
[02:24:27.760 --> 02:24:30.760]  That's davis-products.com.
[02:24:37.760 --> 02:24:39.760]  All right, welcome back.
[02:24:39.760 --> 02:24:43.760]  Kevin Smith, Aaron Dyches, work here at the M4 Wars Office are both on the ground
[02:24:43.760 --> 02:24:46.760]  at the admitted relocation FEMA camp for illegal aliens in the U.S.
[02:24:46.760 --> 02:24:50.760]  Citizens are part of a new program building these nation-wide for whole families.
[02:24:50.760 --> 02:24:52.760]  They've been told multiple times to render cameras,
[02:24:52.760 --> 02:24:55.760]  offers and open discussions of taking their videotapes and quote,
[02:24:55.760 --> 02:24:56.760]  reviewing them.
[02:24:56.760 --> 02:24:58.760]  In America, they're not on the prison complex.
[02:24:58.760 --> 02:25:00.760]  FEMA camp property.
[02:25:00.760 --> 02:25:02.760]  Police are driving back and forth now.
[02:25:02.760 --> 02:25:06.760]  Some other people have showed up to, I guess, protest or also to observe.
[02:25:06.760 --> 02:25:10.760]  Let's go straight to Kevin Smith, north of Austin at a FEMA camp.
[02:25:10.760 --> 02:25:12.760]  Kevin Smith, please continue.
[02:25:12.760 --> 02:25:16.760]  Hey, Alex, you know, when we can't depend on the organized left to come out
[02:25:16.760 --> 02:25:20.760]  and do their own protest, you put out the word and we get info warriors show up.
[02:25:20.760 --> 02:25:25.760]  So we just had three vehicles pull up with some of the info wars.
[02:25:25.760 --> 02:25:28.760]  If here comes a fourth, here comes another one.
[02:25:28.760 --> 02:25:29.760]  Looks like another one.
[02:25:29.760 --> 02:25:31.760]  We're going to have us a bit of a protest here.
[02:25:31.760 --> 02:25:33.760]  So, yeah, we're starting to get the Taylor PD.
[02:25:33.760 --> 02:25:38.760]  It's now doing a little drive back and forth on this farming market or candy road that we're on.
[02:25:38.760 --> 02:25:40.760]  And there's been an unmarked vehicle.
[02:25:40.760 --> 02:25:42.760]  So we'll see how it goes.
[02:25:42.760 --> 02:25:44.760]  I don't know.
[02:25:44.760 --> 02:25:51.760]  Well, I mean, the prison and federal ice guards have tried to tell you to turn your cameras off,
[02:25:51.760 --> 02:25:52.760]  but you haven't.
[02:25:52.760 --> 02:25:54.760]  I wonder if the Taylor PD will try it.
[02:25:54.760 --> 02:25:58.760]  Well, the info wars people showing up right now have their own cameras.
[02:25:58.760 --> 02:26:01.760]  So we definitely have enough cameras to cover the event.
[02:26:01.760 --> 02:26:03.760]  So we'll see how it goes.
[02:26:03.760 --> 02:26:07.760]  And we'll start asking some of these people why they thought it was important to come out.
[02:26:07.760 --> 02:26:12.760]  But right now they're just watching if they haven't done anything to menacing as of late.
[02:26:12.760 --> 02:26:13.760]  But we are here.
[02:26:13.760 --> 02:26:19.760]  We want to see the kids come out into the yard, which is what it is, high security fence playground.
[02:26:19.760 --> 02:26:21.760]  So we'll definitely be here for that.
[02:26:21.760 --> 02:26:23.760]  Anything else you want from me right now?
[02:26:23.760 --> 02:26:25.760]  Just a basic recap.
[02:26:25.760 --> 02:26:28.760]  They told you to not name cameras, turn your cameras off.
[02:26:28.760 --> 02:26:31.760]  You heard open discussions of are they allowed to tape us?
[02:26:31.760 --> 02:26:33.760]  Should we review their tapes?
[02:26:33.760 --> 02:26:36.760]  Don't let them touch our equipment.
[02:26:36.760 --> 02:26:37.760]  No, no, we won't.
[02:26:37.760 --> 02:26:41.760]  And when we first got here, we just went ahead and pulled into this open parking lot.
[02:26:41.760 --> 02:26:46.760]  And that, you know, elicited a response from them and they started circling the wagons and, you know,
[02:26:46.760 --> 02:26:52.760]  higher levels of, you know, my manager comes out and then the boss comes out and they take our information.
[02:26:52.760 --> 02:26:53.760]  They went back in.
[02:26:53.760 --> 02:26:56.760]  A couple of them had mentioned we might want to review what's on their film.
[02:26:56.760 --> 02:26:59.760]  They haven't seen back and said anything to us about that at this point,
[02:26:59.760 --> 02:27:02.760]  but they're out in the parking lot and watching us right now.
[02:27:02.760 --> 02:27:04.760]  So, you know, we're not doing anything wrong.
[02:27:04.760 --> 02:27:08.760]  We're staying out here on a beautiful day and filming this facility from across the street.
[02:27:08.760 --> 02:27:10.760]  And let's see what happens.
[02:27:10.760 --> 02:27:13.760]  But Taylor has just barely slowed down the PD.
[02:27:13.760 --> 02:27:15.760]  Well, more folks will show up.
[02:27:15.760 --> 02:27:17.760]  More folks will show up there in downtown Taylor.
[02:27:17.760 --> 02:27:19.760]  Stay about an hour and a half and come back.
[02:27:19.760 --> 02:27:20.760]  Let's get a report out.
[02:27:20.760 --> 02:27:25.760]  Let's get this out on the web by tonight for theprisonplanet.tv folks.
[02:27:25.760 --> 02:27:26.760]  Thank you, Kevin.
[02:27:26.760 --> 02:27:29.760]  And if anything develops in the next 30 minutes of broadcast time,
[02:27:29.760 --> 02:27:32.760]  the next 33 minutes of broadcast time, call back in, okay?
[02:27:32.760 --> 02:27:33.760]  I'll sure do it.
[02:27:33.760 --> 02:27:34.760]  Thank you.
[02:27:34.760 --> 02:27:38.760]  Let me take this time out before we break and come back and play this Twilight Zone clip
[02:27:38.760 --> 02:27:42.760]  that really illustrates, you know, what the whole New World Order is all about.
[02:27:42.760 --> 02:27:44.760]  Rod Serling, great Patrick,
[02:27:44.760 --> 02:27:46.760]  repatriate of World War II that wrote it.
[02:27:46.760 --> 02:27:50.760]  The obsolete man, please support us.
[02:27:50.760 --> 02:27:55.760]  Get the most powerful films out there on government-sponsored terror like Terror Storm,
[02:27:55.760 --> 02:28:00.760]  Loose Change 2nd Edition, 9-11 Mysteries Demolitions,
[02:28:00.760 --> 02:28:02.760]  America Freedom to Fascism.
[02:28:02.760 --> 02:28:07.760]  These are the types of books and videos and materials that we carry at the online video
[02:28:07.760 --> 02:28:13.760]  and bookstore at infowars.com or prisonplanet.com or jonesreport.com.
[02:28:13.760 --> 02:28:17.760]  You can go to any of those portals and go right through to our secure online Yahoo shopping cart.
[02:28:17.760 --> 02:28:19.760]  Call toll free.
[02:28:19.760 --> 02:28:22.760]  My police state trilogy is now on DVD for the first time.
[02:28:22.760 --> 02:28:25.760]  All three in a box set, 34, 95.
[02:28:25.760 --> 02:28:26.760]  See the FEMA camp.
[02:28:26.760 --> 02:28:28.760]  See the troops training to take your guns.
[02:28:28.760 --> 02:28:30.760]  See Senate hearings admitting it.
[02:28:30.760 --> 02:28:32.760]  They're threatening and telling us to turn our cameras off.
[02:28:32.760 --> 02:28:34.760]  See what we do here.
[02:28:34.760 --> 02:28:40.760]  Get the police state trilogy at 45% off or see all of my three police state films
[02:28:40.760 --> 02:28:45.760]  in Road to Terrany and Masters of Terror and Terror Storm at prisonplanet.tv
[02:28:45.760 --> 02:28:51.760]  where we've extended the Christmas special as a New Year's special until the 15th of this month.
[02:28:51.760 --> 02:28:58.760]  You can get five plus months free right now at prisonplanet.tv almost half a year free
[02:28:58.760 --> 02:29:04.760]  when you get a yearly membership or get a trial monthly membership for $5.95 at prisonplanet.tv.
[02:29:04.760 --> 02:29:11.760]  And it is an incredible, incredible activist tool to be able to go in there and download them
[02:29:11.760 --> 02:29:17.760]  and super high quality down to low res depending on whatever your connection is and burn them to desk.
[02:29:17.760 --> 02:29:18.760]  Give them to people.
[02:29:18.760 --> 02:29:23.760]  It can be a factory in the info wars with your prisonplanet.tv membership.
[02:29:23.760 --> 02:29:25.760]  Be sure and take advantage of that.
[02:29:25.760 --> 02:29:26.760]  Get my films.
[02:29:26.760 --> 02:29:27.760]  Make copies of them.
[02:29:27.760 --> 02:29:28.760]  I Web website.
[02:29:28.760 --> 02:29:29.760]  Get my films.
[02:29:29.760 --> 02:29:30.760]  Get a Smart and Upload Film.
[02:29:30.760 --> 02:29:30.180]  Get a Smart and Upload arrow and whip out SpongeBob and then get high prices to
[02:29:30.180 --> 02:29:31.100]  free up Supreme.
[02:29:31.100 --> 02:29:32.760]  Get nice movies and movies up for YouTube and the doctor will give us 1105 and
[02:29:32.760 --> 02:29:33.760]  a good level shooting for us on YouTube.
[02:29:33.760 --> 02:29:34.760]  For premier to be 100% off.
[02:29:34.760 --> 02:29:35.760]  For a room that's easy you can go for Brother politician.
[02:29:35.760 --> 02:29:36.760]  For a movie that's cold you can go Switch to a pinked river there,
[02:29:36.760 --> 02:29:37.760]  it's so easy he can worse the grill in the middle,
[02:29:37.760 --> 02:29:40.760]  it's so easy theyOL0 rig it a little to gives you some cramp in one's baby little
[02:29:40.760 --> 02:29:41.760]  and you can head high.
[02:29:41.760 --> 02:29:42.760]  There's Musik.
[02:29:42.760 --> 02:29:43.760]  There's thrill in head.
[02:29:43.760 --> 02:29:44.760]  There are so many tight imaginar movies out there.
[02:29:44.760 --> 02:29:45.760]  There are 293.
[02:29:45.760 --> 02:29:54.560]  288-253-3139, or you can write to me on Alex Jones at 3001, South Lamar, Sweet 100, Austin,
[02:29:54.560 --> 02:29:59.360]  Texas, 787-04.
[02:29:59.360 --> 02:30:00.360]  We can win this thing.
[02:30:00.360 --> 02:30:01.360]  What they're doing is wrong.
[02:30:01.360 --> 02:30:02.560]  What they're doing is evil.
[02:30:02.560 --> 02:30:03.840]  They're destroying this country.
[02:30:03.840 --> 02:30:05.720]  They're enemies of this republic.
[02:30:05.720 --> 02:30:12.320]  A man in the right can take down somebody in the wrong any day of the week.
[02:30:12.320 --> 02:30:13.960]  You just got to be willing to fight.
[02:30:13.960 --> 02:30:16.800]  We're fighting in the front lines of the Info War.
[02:30:16.800 --> 02:30:22.000]  Stay with us.
[02:30:22.000 --> 02:30:23.280]  We're on the march.
[02:30:23.280 --> 02:30:25.720]  The Empire's on the run.
[02:30:25.720 --> 02:30:37.480]  Alex Jones and the GCN Radio Network.
[02:30:37.480 --> 02:30:41.160]  Currency devaluation, inflation, one and the same.
[02:30:41.160 --> 02:30:49.640]  If you deposited $100,000 in a bank at 1%, in a 30-month period dating from May 24, 2005,
[02:30:49.640 --> 02:30:51.400]  here is what happened to your funds.
[02:30:51.400 --> 02:30:54.800]  The dollar lost 33% of its value in that time frame.
[02:30:54.800 --> 02:30:56.520]  The bank paid you 1%.
[02:30:56.520 --> 02:31:01.680]  Your $100,000 now has a net purchasing power of $68,000.
[02:31:01.680 --> 02:31:02.840]  Here is reality.
[02:31:02.840 --> 02:31:07.000]  The devaluation of currency equals real inflation.
[02:31:07.000 --> 02:31:11.120]  Keep in mind how the value of your paper assets are measured in dollars.
[02:31:11.120 --> 02:31:14.800]  Gold in the same time frame increased 35% in value.
[02:31:14.800 --> 02:31:20.480]  Learn how to protect and profit in this truly unstable world economy, called Mitus Resources
[02:31:20.480 --> 02:31:31.560]  at 1-800-686-2237, that's 1-800-686-2237.
[02:31:31.560 --> 02:31:32.560]  It's a fact.
[02:31:32.560 --> 02:31:36.520]  You can legally eliminate credit card debt, which has been fraudulently created by the
[02:31:36.520 --> 02:31:37.520]  banks.
[02:31:37.520 --> 02:31:41.600]  According to Creation in 1913, the Federal Reserve has not been held responsible for
[02:31:41.600 --> 02:31:46.180]  its own debt, so why should you, the hardworking American, be harassed for yours?
[02:31:46.180 --> 02:31:49.520]  There's a double standard when it comes to being responsible for debt, and unlike the
[02:31:49.520 --> 02:31:53.600]  Federal Reserve, the people of this country can't print more money when needed.
[02:31:53.600 --> 02:31:58.520]  Day of Jubilee has created a successful program designed for people that want to stop harassing
[02:31:58.520 --> 02:32:01.240]  calls and threatening letters from bill collectors.
[02:32:01.240 --> 02:32:03.720]  We also do credit restoration.
[02:32:03.720 --> 02:32:08.040]  Among the thousands of Americans who now breathe a sigh of relief because they have legally
[02:32:08.040 --> 02:32:12.680]  eliminated their credit card debt, instead of living each day in fear, it's time to
[02:32:12.680 --> 02:32:14.360]  turn your life around.
[02:32:14.360 --> 02:32:22.840]  Call Day of Jubilee, open 9 a.m. to 5 p.m. Central Standard Time at 920-293-8024.
[02:32:22.840 --> 02:32:30.200]  That's 920-293-8024, and ask for Robert, don't wait any longer to get your life back
[02:32:30.200 --> 02:32:31.200]  in order.
[02:32:31.200 --> 02:32:36.880]  Hey folks, Alex Jones here with an important question, when was the last time you used
[02:32:36.880 --> 02:32:37.880]  pure soap?
[02:32:37.880 --> 02:32:43.480]  I mean the hard to find kind that's all natural and not full of corrosive toxins and chemicals
[02:32:43.480 --> 02:32:47.400]  and detergents that just dry out your skin and have been connected to very serious health
[02:32:47.400 --> 02:32:48.400]  problems.
[02:32:48.400 --> 02:32:50.880]  We tell you something about the Calben Pure Soap Company.
[02:32:50.880 --> 02:32:55.160]  There's 100% unconditional guarantee on all their wonderful products.
[02:32:55.160 --> 02:32:59.800]  They're all natural, they're triple concentrated, they're factory direct, factory owned and
[02:32:59.800 --> 02:33:02.120]  operated since 1947.
[02:33:02.120 --> 02:33:06.000]  Earth friendly pure soaps for bathing, laundry and kitchen.
[02:33:06.000 --> 02:33:09.560]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[02:33:09.560 --> 02:33:13.880]  Now for the first time Calben Pure Soap is available, factory direct to you and your
[02:33:13.880 --> 02:33:14.880]  family.
[02:33:14.880 --> 02:33:18.680]  Save up to 85% off supermarket and retail store prices.
[02:33:18.680 --> 02:33:24.480]  Call today for a Calben Soap catalog at 1-800-340-7091.
[02:33:24.480 --> 02:33:40.280]  Or on the web at calbenpuresoap.com.
[02:33:40.280 --> 02:33:46.760]  I promised to play large segments of the Obsolete Man Twilight Zone episode where the future
[02:33:46.760 --> 02:33:51.400]  to Teletarian State where they're telling this guy he's obsolete and he basically sets
[02:33:51.400 --> 02:33:54.360]  up the establishment to judge thug.
[02:33:54.360 --> 02:33:59.120]  We'll have time to play most of it, not all of it, but this is I think the best Twilight
[02:33:59.120 --> 02:34:02.800]  Zone episode and this is how it is in a lot of authoritarian states.
[02:34:02.800 --> 02:34:07.280]  The establishment has decided that our free societies, our way of life is obsolete in
[02:34:07.280 --> 02:34:08.280]  the new old order.
[02:34:08.280 --> 02:34:09.280]  That's just the way it is.
[02:34:09.280 --> 02:34:10.640]  You just got to get out of the way.
[02:34:10.640 --> 02:34:14.440]  No, we're going to stand up, we're going to fight them, we're going to resist them.
[02:34:14.440 --> 02:34:21.880]  If anything develops out of the FEMA camp in the next 25 minutes of broadcast airtime
[02:34:21.880 --> 02:34:28.480]  that's left, we will cut in to the Twilight Zone piece and go right to our people up there
[02:34:28.480 --> 02:34:29.480]  at the FEMA camp.
[02:34:29.480 --> 02:34:30.480]  So stay with us.
[02:34:30.480 --> 02:34:31.480]  Here it is.
[02:34:31.480 --> 02:34:44.400]  You're traveling through another dimension, a dimension not only of sight and sound but
[02:34:44.400 --> 02:34:45.400]  of mind.
[02:34:45.400 --> 02:34:49.400]  A journey into a wondrous land whose boundaries are that of imagination.
[02:34:49.400 --> 02:34:57.480]  That's the signpost up ahead, your next stop, the Twilight Zone.
[02:34:57.480 --> 02:35:23.880]  You walk into this room at your own risk because it leads to the future, not a future that
[02:35:23.880 --> 02:35:26.760]  will be but one that might be.
[02:35:26.760 --> 02:35:28.960]  This is not a new world.
[02:35:28.960 --> 02:35:33.360]  It is simply an extension of what began in the old one.
[02:35:33.360 --> 02:35:37.480]  It has patterned itself after every dictator who has ever planted the ripping imprint of
[02:35:37.480 --> 02:35:41.160]  a boot on the pages of history since the beginning of time.
[02:35:41.160 --> 02:35:47.760]  It has refinements, technological advances and a more sophisticated approach to the destruction
[02:35:47.760 --> 02:35:49.880]  of human freedom.
[02:35:49.880 --> 02:35:55.840]  But like every one of the super states that preceded it, it has one iron rule.
[02:35:55.840 --> 02:36:03.200]  It is an enemy and truth is a menace.
[02:36:03.200 --> 02:36:08.600]  This is Mr. Romney Wordsworth in his last 48 hours on earth.
[02:36:08.600 --> 02:36:13.320]  He's a citizen of the state but will soon have to be eliminated because he's built
[02:36:13.320 --> 02:36:17.320]  out of flesh and because he has a mind.
[02:36:17.320 --> 02:36:30.440]  Mr. Romney Wordsworth who will draw his last breaths in the Twilight Zone.
[02:36:30.440 --> 02:36:35.440]  Wordsworth, Romney, field investigation, finding obsolescence, do you know why you're here,
[02:36:35.440 --> 02:36:36.440]  Mr. Wordsworth?
[02:36:36.440 --> 02:36:37.440]  Yes, sir.
[02:36:37.440 --> 02:36:39.320]  I'd ask you to speak up a little if you will.
[02:36:39.320 --> 02:36:40.320]  Yes, sir.
[02:36:40.320 --> 02:36:41.320]  I know why I'm here.
[02:36:41.320 --> 02:36:45.400]  You've been under investigation, Mr. Wordsworth, for the mandatory period of one year and
[02:36:45.400 --> 02:36:47.400]  eleven months.
[02:36:47.400 --> 02:36:48.400]  You're found to be obsolete.
[02:36:48.400 --> 02:36:51.200]  The purpose of this hearing is to make a finding in the matter and make a sentence accordingly.
[02:36:51.200 --> 02:36:52.720]  Do you understand that?
[02:36:52.720 --> 02:36:53.720]  I understand that.
[02:36:53.720 --> 02:36:57.720]  Your occupation, Mr. Wordsworth?
[02:36:57.720 --> 02:36:58.720]  A librarian.
[02:36:58.720 --> 02:36:59.720]  A what?
[02:36:59.720 --> 02:37:00.720]  A librarian, sir.
[02:37:00.720 --> 02:37:01.720]  As this man had counsel.
[02:37:01.720 --> 02:37:02.720]  Yes, sir, he had.
[02:37:02.720 --> 02:37:03.720]  Are you sure he knows his rights?
[02:37:03.720 --> 02:37:04.720]  He's been given orientation, sir.
[02:37:04.720 --> 02:37:22.240]  Mr. Wordsworth, I'm told that you've had—stand back in the light, Mr. Wordsworth!
[02:37:22.240 --> 02:37:26.440]  I'm told you've had counsel and been given orientation, Mr. Wordsworth, but I'm still
[02:37:26.440 --> 02:37:31.000]  not sure in my own mind that you understand the purpose of this hearing.
[02:37:31.000 --> 02:37:35.560]  The field investigators in your sector have classified you as obsolete.
[02:37:35.560 --> 02:37:38.200]  This finding carries with it serious implications.
[02:37:38.200 --> 02:37:41.120]  Do you understand that, Mr. Wordsworth?
[02:37:41.120 --> 02:37:45.840]  I'll ask you again, your occupation.
[02:37:45.840 --> 02:37:47.880]  I am a librarian, sir.
[02:37:47.880 --> 02:37:48.880]  That is my occupation.
[02:37:48.880 --> 02:37:50.400]  That is my profession.
[02:37:50.400 --> 02:37:54.360]  If you people choose to call that obsolete—request clarification of the term—
[02:37:54.360 --> 02:37:59.120]  Yes, the term, Mr. Wordsworth, you people, you make reference to the state—
[02:37:59.120 --> 02:38:00.960]  I make reference to the state.
[02:38:00.960 --> 02:38:04.080]  And you persist in declaring your occupation as being that of a librarian.
[02:38:04.080 --> 02:38:05.080]  Is that correct?
[02:38:05.080 --> 02:38:06.080]  That is correct.
[02:38:06.080 --> 02:38:20.040]  A librarian, having to do with books—yes, sir—books.
[02:38:20.040 --> 02:38:25.520]  Since there are no more books, Mr. Wordsworth, there are no more libraries, and of course
[02:38:25.520 --> 02:38:30.280]  it follows that there is very little call for the services of a librarian.
[02:38:30.280 --> 02:38:32.560]  First and foremost, a minister.
[02:38:32.560 --> 02:38:38.400]  A minister would tell us that his function is that of preaching the word of God.
[02:38:38.400 --> 02:38:43.040]  And of course it follows that since the state has proven that there is no God, that would
[02:38:43.040 --> 02:38:46.600]  make the function of a minister somewhat academic as well.
[02:38:46.600 --> 02:38:51.600]  There is a God.
[02:38:51.600 --> 02:38:54.920]  You are in error, Mr. Wordsworth.
[02:38:54.920 --> 02:38:56.920]  There is no God.
[02:38:56.920 --> 02:39:02.720]  The state has proven that there is no God.
[02:39:02.720 --> 02:39:09.400]  You cannot erase God with an edict.
[02:39:09.400 --> 02:39:11.520]  You are obsolete, Mr. Wordsworth.
[02:39:11.520 --> 02:39:12.680]  A lie.
[02:39:12.680 --> 02:39:14.680]  No man is obsolete.
[02:39:14.680 --> 02:39:16.600]  You have no function, Mr. Wordsworth.
[02:39:16.600 --> 02:39:19.640]  You're an anachronism, like a ghost from another time.
[02:39:19.640 --> 02:39:25.280]  I am nothing more than a reminder to you that you cannot destroy truth by burning pages.
[02:39:25.280 --> 02:39:30.800]  You're a bug, Mr. Wordsworth, a crawling insect, an ugly, misformed little creature who has
[02:39:30.800 --> 02:39:32.880]  no purpose here, no meaning.
[02:39:32.880 --> 02:39:34.680]  I am a human being.
[02:39:34.680 --> 02:39:37.840]  You're a librarian, Mr. Wordsworth.
[02:39:37.840 --> 02:39:42.360]  You're a dealer in books and two-cent fines and pamphlets and closed stacks on the musty
[02:39:42.360 --> 02:39:47.960]  insides of a language factory that spews out meaningless words on an assembly line.
[02:39:47.960 --> 02:39:55.160]  Words, Mr. Wordsworth, that have no substance and no dimension, like air, like the wind,
[02:39:55.160 --> 02:39:59.600]  like a vacuum that you may believe has an existence by sprinkling index numbers on little
[02:39:59.600 --> 02:40:00.600]  cards.
[02:40:00.600 --> 02:40:01.600]  I don't care.
[02:40:01.600 --> 02:40:03.400]  I tell you, I don't care.
[02:40:03.400 --> 02:40:04.400]  I'm a human being.
[02:40:04.400 --> 02:40:05.400]  I exist.
[02:40:05.400 --> 02:40:12.400]  And if I speak one for a loud, that thought lives, even after I'm shoveled in my grave.
[02:40:12.400 --> 02:40:19.800]  Delusions, Mr. Wordsworth, delusions that you inject in your veins with printer's ink
[02:40:19.800 --> 02:40:27.920]  than narcotics that you call literature, the Bible, poetry, it is all kind, all of it,
[02:40:27.920 --> 02:40:32.480]  an opiate to make you think you have a strength when you have no strength at all.
[02:40:32.480 --> 02:40:44.240]  You have nothing but spindly limbs and a green, and the state has no use for your kind.
[02:40:44.240 --> 02:40:49.280]  You waste our time, Mr. Wordsworth, and you're not worth the waste.
[02:40:49.280 --> 02:40:50.280]  Not him.
[02:40:50.280 --> 02:40:55.160]  Romney Wordsworth, step back to await the finding of this board.
[02:40:55.160 --> 02:40:57.200]  Yes, sir.
[02:40:57.200 --> 02:41:02.280]  How do you find, ladies and gentlemen?
[02:41:02.280 --> 02:41:03.280]  Obsolete.
[02:41:03.280 --> 02:41:04.280]  Obsolete.
[02:41:04.280 --> 02:41:05.280]  Obsolete.
[02:41:05.280 --> 02:41:06.280]  Obsolete.
[02:41:06.280 --> 02:41:07.280]  I concur.
[02:41:07.280 --> 02:41:12.960]  Romney Wordsworth, step forward.
[02:41:12.960 --> 02:41:18.520]  The board finds you obsolete.
[02:41:18.520 --> 02:41:22.360]  Your rights are as follows, Mr. Wordsworth.
[02:41:22.360 --> 02:41:28.080]  You are to be liquidated within a period of 48 hours, but you have an option as to method
[02:41:28.080 --> 02:41:30.320]  and precise time.
[02:41:30.320 --> 02:41:33.960]  There are several prescribed methods, Mr. Wordsworth.
[02:41:33.960 --> 02:41:41.600]  Pills, gas, electrocution, and it can be done immediately or an hour from now or any specific
[02:41:41.600 --> 02:41:49.000]  time that you request.
[02:41:49.000 --> 02:41:51.600]  I am a very rich man.
[02:41:51.600 --> 02:41:52.600]  Louder.
[02:41:52.600 --> 02:41:56.520]  No, I merely said that I was a very rich man.
[02:41:56.520 --> 02:42:02.800]  I have such a luxury of choices that I choose the following.
[02:42:02.800 --> 02:42:08.920]  To be given an assassin to whom I shall tell the method of my execution.
[02:42:08.920 --> 02:42:11.920]  This is unheard of.
[02:42:11.920 --> 02:42:16.120]  Mr. Wordsworth, we don't understand the nature of the request.
[02:42:16.120 --> 02:42:21.280]  Simply that you are to assign me my assassin, but only he and I will know the way that I'm
[02:42:21.280 --> 02:42:22.280]  to die.
[02:42:22.280 --> 02:42:27.000]  That will be acceptable, Mr. Wordsworth, provided your liquidation is accomplished within the
[02:42:27.000 --> 02:42:29.840]  48-hour period.
[02:42:29.840 --> 02:42:32.840]  Just one final request.
[02:42:32.840 --> 02:42:36.920]  I should like to die with an audience.
[02:42:36.920 --> 02:42:43.840]  Ah, Mr. Wordsworth, that can be arranged indeed.
[02:42:43.840 --> 02:42:47.200]  It's not unusual that we televise executions.
[02:42:47.200 --> 02:42:50.400]  It has an educated effect on the population.
[02:42:50.400 --> 02:42:51.880]  I have no doubt.
[02:42:51.880 --> 02:42:56.920]  Now, as to the time of the liquidation, Mr. Wordsworth.
[02:42:56.920 --> 02:42:59.040]  Midnight tomorrow.
[02:42:59.040 --> 02:43:00.760]  And the place?
[02:43:00.760 --> 02:43:03.560]  In my room.
[02:43:03.560 --> 02:43:07.480]  Agreed, Mr. Wordsworth.
[02:43:07.480 --> 02:43:11.600]  We will choose your liquidator and send him over to you.
[02:43:11.600 --> 02:43:16.160]  He will be duty bound just as you prescribe, not to divulge the method you've decided
[02:43:16.160 --> 02:43:18.680]  upon.
[02:43:18.680 --> 02:43:20.720]  That will be all, Mr. Wordsworth.
[02:43:20.720 --> 02:43:34.360]  You may leave and return to your room.
[02:43:34.360 --> 02:43:37.160]  An odd one, and with very bizarre requests.
[02:43:37.160 --> 02:43:40.080]  Bizarre, yes, but to our advantage.
[02:43:40.080 --> 02:43:58.040]  To sow the people how this obsolete man, this librarian, dies.
[02:43:58.040 --> 02:44:16.000]  Come in, Chancellor.
[02:44:16.000 --> 02:44:21.520]  Thank you for coming.
[02:44:21.520 --> 02:44:23.960]  Very irregular, Mr. Wordsworth.
[02:44:23.960 --> 02:44:25.760]  You know why I've come.
[02:44:25.760 --> 02:44:26.760]  Do you?
[02:44:26.760 --> 02:44:28.640]  Well, I invited you.
[02:44:28.640 --> 02:44:30.960]  But I thought it means you invited me.
[02:44:30.960 --> 02:44:33.320]  But why would I honor such an invitation?
[02:44:33.320 --> 02:44:39.080]  A cryptic note from a condemned man asking me to visit him in the last hours of his life.
[02:44:39.080 --> 02:44:40.080]  Hardly the norm, Mr. Wordsworth.
[02:44:40.080 --> 02:44:44.600]  Hardly what I'm accustomed to.
[02:44:44.600 --> 02:44:45.600]  And somewhat suspect, too.
[02:44:45.600 --> 02:44:53.160]  How do I know I wasn't invited here for that last pitiful gesture of vengeance on the
[02:44:53.160 --> 02:44:54.160]  part of the condemned?
[02:44:54.160 --> 02:44:55.160]  Then you're...
[02:44:55.160 --> 02:44:56.160]  Yes.
[02:44:56.160 --> 02:45:00.200]  I'm somewhat responsible for the finding in your case.
[02:45:00.200 --> 02:45:07.080]  Your demise in less than an hour can be attributed at least in part to my decision.
[02:45:07.080 --> 02:45:13.880]  I'll tell you why I came, Mr. Wordsworth, perhaps to prove something to you.
[02:45:13.880 --> 02:45:14.880]  And that is...
[02:45:14.880 --> 02:45:19.000]  To prove to you that the state has no fears, none at all.
[02:45:19.000 --> 02:45:24.040]  You know, you will forgive me, Chancellor, that has all the elements of a joke.
[02:45:24.040 --> 02:45:29.440]  When you come to my room to prove that the state isn't afraid of me, or what an incredible
[02:45:29.440 --> 02:45:34.400]  burden that must be, to have to prove that the state isn't afraid of an absolute librarian
[02:45:34.400 --> 02:45:35.400]  like myself.
[02:45:35.400 --> 02:45:38.520]  No, I'll tell you the reason you came.
[02:45:38.520 --> 02:45:41.600]  I'll tell you the reason, though you won't admit it to yourself.
[02:45:41.600 --> 02:45:43.280]  Now it's my turn to ask.
[02:45:43.280 --> 02:45:44.800]  What might that be?
