[00:00:06.750 --> 00:00:08.491]  Dragon Energy activates!
[03:00:52.992 --> 03:00:55.093]  We will crash it or maybe even fry it.
[03:00:55.093 --> 03:00:55.974]  People said that's outrageous.
[03:00:55.974 --> 03:00:58.496]  They already had that technology.
[03:00:58.496 --> 03:01:03.500]  Apple's China-friendly censorship caused an iPhone crashing bug, Wired.
[03:01:06.067 --> 03:01:12.071]  And it goes on that if you try to send the Taiwanese flag, your iPhone crashes.
[03:01:12.071 --> 03:01:14.012]  Well, what happened five months ago?
[03:01:14.012 --> 03:01:21.538]  Apple officially moved to China to be tax-exempt, merged with the government, and they told Reuters, in China, if you are based here, the government runs you.
[03:01:21.538 --> 03:01:22.878]  That's just the way it is.
[03:01:22.878 --> 03:01:23.819]  And boom!
[03:01:23.819 --> 03:01:26.201]  If they can censor a flag in real time.
[03:01:27.341 --> 03:01:30.602]  They can do a voice print and ban Alex Jones or President Trump.
[03:01:30.602 --> 03:01:35.284]  They can ban words, just like you try to type on your iPhone a cuss word, it won't let you do it.
[03:01:35.284 --> 03:01:36.264]  It's beyond that.
[03:01:36.264 --> 03:01:36.985]  It's here.
[03:01:36.985 --> 03:01:50.530]  And that's the new Article 13, Article 11 the EU's been trying to pass, saying that software by law will be on all devices where you cannot even say or do certain things preemptively.
[03:01:51.656 --> 03:01:54.657]  Now, this was such a big blow up for Apple, they had to back off.
[03:01:54.657 --> 03:01:56.058]  They said, we apologize.
[03:01:56.058 --> 03:02:01.300]  We'll only geolocate if you're inside China.
[03:02:01.300 --> 03:02:02.840]  Let that sink in.
[03:02:02.840 --> 03:02:08.763]  You've got all these Hollywood programs saying I'm a racist and misrepresenting who I am, defaming me.
[03:02:08.763 --> 03:02:17.066]  You've got the very same corporations and calling for me to be shut down so they can lie about me and you and we don't have a way to speak out or resist it and even counter it.
[03:02:18.800 --> 03:02:20.741]  We have them suing us trying to shut us down.
[03:02:20.741 --> 03:02:27.462]  They're trying to shadow ban and block the president, which they're doing on Twitter with his push notifications.
[03:02:27.462 --> 03:02:37.985]  Apple and others have moved to China and are now putting the iCloud data keys to everyone's iPhone on their platform and admitting that Chinese intelligence now runs Apple.
[03:02:37.985 --> 03:02:40.086]  Most of the universities are run by the Chai Coms.
[03:02:40.086 --> 03:02:41.406]  Hollywood's owned by it.
[03:02:41.406 --> 03:02:43.387]  The UFC's being bought up by it.
[03:02:43.387 --> 03:02:43.807]  Everything.
[03:02:45.063 --> 03:02:52.745]  And I'm just a loyal American sitting here saying it's wrong for an American citizen not to be able to send the Taiwanese flag to somebody.
[03:02:52.745 --> 03:02:58.186]  Because the Chai comms have killed over 100 million of their own people and sell Christians organs.
[03:02:58.186 --> 03:03:00.146]  Because they're Christians on the world market.
[03:03:00.146 --> 03:03:03.647]  What, tell me a 30-year-old Christian doesn't have a heartbeat or a soul next?
[03:03:03.647 --> 03:03:05.368]  Liberals, you're not liberals.
[03:03:05.368 --> 03:03:10.869]  You are weak followers that sold out to every form of evil and didn't even get a payoff to do it.
[03:03:12.130 --> 03:03:15.012]  You like to watch mainstream news and feel like you're on the winning team.
[03:03:15.012 --> 03:03:16.633]  Let me tell you something.
[03:03:16.633 --> 03:03:20.736]  I'm not here trying to just get along, to go along, or go along to get along.
[03:03:20.736 --> 03:03:22.077]  I'm here to fight the globalists.
[03:03:22.077 --> 03:03:23.398]  I'm here to hit the barbed wire.
[03:03:23.398 --> 03:03:24.658]  I'm here to expose them.
[03:03:24.658 --> 03:03:27.500]  I'm here to never stop, never back down, and win.
[03:03:27.500 --> 03:03:30.622]  And thank God Trump's going to Europe and saying, we pay half of NATO.
[03:03:30.622 --> 03:03:31.463]  That's not fair.
[03:03:31.463 --> 03:03:32.364]  Pay a little more.
[03:03:32.364 --> 03:03:34.965]  Hey, China, you got a $900 billion deficit on us.
[03:03:34.965 --> 03:03:35.986]  Give us $50 billion.
[03:03:35.986 --> 03:03:36.807]  They said no.
[03:03:36.807 --> 03:03:37.587]  He goes $250, $500 billion.
[03:03:37.587 --> 03:03:37.847]  Let's go!
[03:03:40.609 --> 03:03:43.010]  The days of everybody laying down are over.
[03:03:43.010 --> 03:03:47.431]  And all you traitors saying the president's a traitor, you're the traitor.
[03:03:47.431 --> 03:03:48.151]  And you're gonna lose.
[03:03:48.151 --> 03:03:52.612]  Now don't forget, we've launched, while it's still available, let them censor it.
[03:03:52.612 --> 03:03:54.533]  That's just another victory to show who they are.
[03:03:54.533 --> 03:04:08.196]  On iPhone and Android, Android, the official InfoWars app, works great, live video streaming, push notifications, listen without watching, turn the video off, everything.
[03:04:10.387 --> 03:04:11.027]  Oh, oh
[03:04:54.871 --> 03:05:00.595]  Anyone who studied history and knows how human systems work is horrified.
[03:05:00.595 --> 03:05:06.118]  We have global, hardcore, anti-human psychopaths in control of the big corporations.
[03:05:06.118 --> 03:05:13.502]  They're trying to wreck free market and consolidate total control, dumb humanity down ahead of replacing us with machines.
[03:05:13.502 --> 03:05:16.704]  And Trump has come in and is resisting that and saying we have a human future.
[03:05:17.444 --> 03:05:21.688]  They are launching a civil war against nation states right now, collapsing our borders.
[03:05:21.688 --> 03:05:23.109]  And my only message is this.
[03:05:23.109 --> 03:05:26.993]  Everybody better wake up and realize the fight is now.
[03:05:26.993 --> 03:05:35.020]  Everybody should be very, very urgent because the left and the globalists are frantic and launching their anti-human plan because they crave to control people.
[03:05:35.020 --> 03:05:37.882]  Those of us that are pro-human don't crave power.
[03:05:37.882 --> 03:05:39.003]  We already have the power.
[03:05:39.003 --> 03:05:43.927]  But we have to realize these scum are coming after us and we have to speak out and take action now.
[03:05:44.748 --> 03:05:47.489]  InfoWars is on the front line, and so are you.
[03:05:47.489 --> 03:05:56.633]  We are the resistance!
[03:05:56.633 --> 03:06:09.299]  And now, the tip of the spear, leading the fight to take back the nation.
[03:06:09.299 --> 03:06:10.960]  It's Roger Stone.
[03:06:13.690 --> 03:06:14.951]  Welcome back.
[03:06:14.951 --> 03:06:18.353]  You're on the Alex Jones Show.
[03:06:18.353 --> 03:06:22.815]  And these are tumultuous times we live in.
[03:06:22.815 --> 03:06:41.586]  What we've seen unfold in recent days is nothing less than an all-out assault by the mainstream media and their handmaidens in the Democratic Party in an effort to destabilize a more and more popular and successful president.
[03:06:42.819 --> 03:07:01.381]  The mere fact alone of the highly publicized indictments of Russian intelligence officers being timed so as to short circuit the fallout from the FBI stroke testimony debacle and to shove the collusion hoax right into the forefront
[03:07:01.821 --> 03:07:30.100]  Of all reporting, literally hours before the President of the United States' first important summit with the Russians and their national leader is enough to conclude, beyond any reasonable doubt, that not only is the Mueller cell corrupt, malintended, and politicized, but this cabal of DOJ and FBI insurrectionist criminals are actually brazen,
[03:07:30.780 --> 03:07:44.513]  Reckless and reckless enough to exploit their corrupt, abusive, sham investigation via Mueller's secretive, ambush-style, prosecutorial style.
[03:07:44.513 --> 03:07:54.842]  This is nothing less than an effort to sabotage the diplomatic and foreign policy of the undertakings of the President of the United States.
[03:07:56.175 --> 03:08:25.484]  Add to this the scripted, coordinated, Greek chorus-like conniption fit of hysterical, hyperbolic, openly seditious mainstream media mow-mows and their defamatory accusations of treason that is completely generated by the CIA-infested propaganda machine we call the mainstream media.
[03:08:26.004 --> 03:08:41.836]  These crypto-fascist pundits from the intelligence community and their mainstream media allies spin lie after lie in an effort to make up lost ground.
[03:08:41.836 --> 03:08:42.456]  Why?
[03:08:42.456 --> 03:08:46.259]  Because the American people are on to Robert Mueller.
[03:08:46.259 --> 03:08:53.444]  Because the American people realize that this is a partisan witch hunt which has only one purpose.
[03:08:53.444 --> 03:08:55.166]  To undo the results.
[03:08:58.308 --> 03:09:08.954]  Yes, when any time you are criticizing the President of the United States when he is on foreign soil, you are on thin ice indeed.
[03:09:08.954 --> 03:09:17.399]  These acts by the seditionists in the mainstream media and in both parties are apparent and despicable.
[03:09:18.629 --> 03:09:27.637]  The other thing that I find incredibly despicable are the personal attacks on Congressman Jim Jordan.
[03:09:27.637 --> 03:09:44.310]  This is a complete fabrication led by a Democrat-connected law firm in Ohio to try to take out one of the bravest, most courageous Boy Scouts that I know, a man of impeccable integrity.
[03:09:45.131 --> 03:10:00.521]  Do not be surprised if you shortly see similar fabricated personal attacks against Congressman Matt Gaetz, Congressman Ron DeSantis, Congressman Trey Gowdy, Congressman Lee Selden,
[03:10:01.021 --> 03:10:03.324]  These men are heroes.
[03:10:03.324 --> 03:10:08.569]  These men didn't go to Congress to go along, to get along.
[03:10:08.569 --> 03:10:16.918]  They are using their positions in government to fight the deep state and to take the Mueller cabal on frontally.
[03:10:17.779 --> 03:10:30.451]  And as Jim Jordan's situation demonstrates, they will pay a terrible price in the defamatory attacks on their personalities and characters.
[03:10:30.451 --> 03:10:42.863]  Jim Jordan is an innocent man, falsely accused in one of the most vicious smear campaigns that I have seen in 40 years in American politics.
[03:10:44.395 --> 03:10:59.412]  Also this morning, there are reports that lawyers for Andrew Miller, a former top aide of mine, were in closed session with the Chief Judge of the District Court of D.C.
[03:10:59.412 --> 03:11:02.155]  and lawyers for the Office of Special Counsel.
[03:11:02.876 --> 03:11:17.502]  This is presumably the hearing for a motion by Miller's lawyers headed by the Washington Legal Foundation questioning the constitutional authority of Mr. Mueller.
[03:11:17.502 --> 03:11:20.883]  No report from that all-important hearing
[03:11:21.403 --> 03:11:31.027]  Although I have had inquiries from Talking Points Memo, Politico, and others, I don't know what's happening behind closed doors.
[03:11:31.027 --> 03:11:33.288]  But I am praying for justice.
[03:11:34.384 --> 03:11:39.307]  Also, an interesting article by Phil Bump of the Washington Post.
[03:11:39.307 --> 03:11:49.071]  Now, Bump was caught repeatedly lying about Bill Clinton's sexual assaults against women during the 2016 campaign.
[03:11:49.071 --> 03:11:51.533]  Mr. Bump is not a journalist.
[03:11:51.533 --> 03:11:57.076]  Mr. Bump is a propagandist on the payroll of the Washington Post.
[03:11:57.076 --> 03:12:03.759]  Today, he says, Donald Trump is touting mediocre economic statistics.
[03:12:04.179 --> 03:12:07.682]  No, the economy is growingly robust.
[03:12:07.682 --> 03:12:16.909]  There are, without any dispute, more than 1 million jobs created since Donald Trump became president.
[03:12:16.909 --> 03:12:18.270]  228,000 in May alone.
[03:12:18.270 --> 03:12:22.353]  The only thing mediocre here is you, Mr. Bump.
[03:12:22.353 --> 03:12:26.236]  You are most mediocre as a reporter.
[03:12:28.155 --> 03:12:48.286]  The other big news, which we broke yesterday on The War Room, and this is a InfoWars exclusive, OMB Director Mick Mulvaney will replace General John Kelly as President Donald Trump's White House Chief of Staff.
[03:12:49.500 --> 03:13:19.040]  As our friends over at One America Online reported yesterday in a terrific story by Jack Posobiec, we now know that in a complete act of treachery, White House Chief of Staff John Kelly was calling Capitol Hill Republicans and urging them to publicly denounce his boss, the President of the United States, for his conduct of the summit press conference with Putin.
[03:13:19.900 --> 03:13:25.404]  If that isn't disloyalty, if that isn't treachery, what is it?
[03:13:25.404 --> 03:13:36.651]  If I were president, I would have General Kelly removed forcefully from the premises right now, and I would have his computer and his office locked down.
[03:13:36.651 --> 03:13:38.373]  But then I'm not the president.
[03:13:39.093 --> 03:13:43.977]  Mick Mulvaney, on the other hand, is not part of the Washington swamp.
[03:13:43.977 --> 03:14:07.095]  He hails from South Carolina, an early supporter of President Donald Trump, a man of impeccable integrity whose political views and outlook are uncorrupted by the inside the beltway mentality, which unfortunately has sometimes affected or infected the president's advisors.
[03:14:07.856 --> 03:14:10.417]  You're here on the Alex Jones Show.
[03:14:10.417 --> 03:14:12.418]  We're breaking news today.
[03:14:12.418 --> 03:14:22.842]  But let me remind you, none of this would be possible without your loyal support for InfoWars at the InfoWars.com store.
[03:14:22.842 --> 03:14:29.325]  We have no big corporate multinational sponsors underwriting our broadcasts.
[03:14:29.325 --> 03:14:31.326]  We can only depend on you.
[03:14:31.966 --> 03:14:42.253]  But the beauty of that is, there is no one in the shadows telling Alex Jones what we can and cannot cover, what we can and cannot say.
[03:14:42.253 --> 03:14:48.538]  This is truly independent investigative journalism at its best.
[03:14:49.620 --> 03:15:02.209]  Our expansion, our continued fight against the efforts to censor us, which are on full display before the Congress only yesterday, are only possible with your loyal support.
[03:15:02.209 --> 03:15:09.775]  Look at the terrific specials we have up at the InfoWars.com site now, and you will see what I'm talking about.
[03:15:09.775 --> 03:15:14.839]  You have some of our very most popular products, Alpha Power,
[03:15:15.579 --> 03:15:22.429]  Uh, uh, Brain Force Plus, my personal favorite, now $19.95, that's a terrific price.
[03:15:22.429 --> 03:15:30.661]  Uh, uh, Survival Shield, the Red Pill, these are extraordinary products.
[03:15:31.081 --> 03:15:33.442]  Of the highest possible quality.
[03:15:33.442 --> 03:15:34.582]  How do we know?
[03:15:34.582 --> 03:15:52.007]  You can go online and see that we have literally thousands of satisfied customers who know when they go to the Infowars.com store they not only get the very best in nutraceuticals, but they underwrite the fight for journalistic freedom and the First Amendment.
[03:15:53.556 --> 03:15:55.217]  Health care reform is confusing.
[03:15:55.217 --> 03:16:03.820]  But whether it's finding an affordable insurance plan, keeping your doctor, or being able to afford needed prescriptions, navigating the health care system has become a challenge.
[03:16:03.820 --> 03:16:07.522]  Control your own health care costs and choices with Liberty HealthShare.
[03:16:07.522 --> 03:16:09.483]  Liberty HealthShare is not insurance.
[03:16:09.483 --> 03:16:15.525]  It is an association of self-pay patients who unite with like-minded people to share the cost of each other's medical needs.
[03:16:15.525 --> 03:16:17.026]  Neighbor helping neighbor.
[03:16:17.026 --> 03:16:19.587]  Learn more now by going to libertyoncall.org.
[03:16:19.587 --> 03:16:21.468]  That's libertyoncall.org.
[03:16:23.032 --> 03:16:26.133]  This is Jessica Armand, founder of MyMagicMud.
[03:16:26.133 --> 03:16:31.075]  Our team helped organize a successful effort to remove fluoride from our city's water supply.
[03:16:31.075 --> 03:16:32.796]  This is our passion.
[03:16:32.796 --> 03:16:36.977]  MyMagicMud Oral Care purifies and brightens your smile naturally.
[03:16:36.977 --> 03:16:42.980]  GCN listeners, please support MyFamilyBusiness by purchasing our products from your local health food store.
[03:16:42.980 --> 03:16:45.621]  We're also available at CVS Pharmacy.
[03:16:45.621 --> 03:16:51.043]  Or visit us at MyMagicMud.com and take 10% off now with coupon code GCN10.
[03:16:52.674 --> 03:16:56.137]  I tried other brands, but I came back to my Sunshine.
[03:16:56.137 --> 03:16:58.959]  For the best hot or cold pain relief, get the best.
[03:16:58.959 --> 03:17:00.860]  Get a Sunny Bay Heating Pad.
[03:17:00.860 --> 03:17:05.924]  Sometimes, life can be a pain in the neck, or back, or shoulder.
[03:17:05.924 --> 03:17:09.206]  And the best relief for that pain is a Sunny Bay Heating Pad.
[03:17:09.206 --> 03:17:15.491]  Did you know that the American College of Physicians said that one of the best ways to treat muscle pain is heat therapy?
[03:17:15.491 --> 03:17:21.135]  Sunny Bay Heating Pads are handmade with high quality, can be used at home or at work, and have a lifetime
[03:17:21.135 --> 03:17:23.336]  Our homegrown small business tries to help people just like us.
[03:17:23.336 --> 03:17:27.018]  That's why we design and test our handmade products with great care before we introduce them to the public.
[03:17:27.018 --> 03:17:28.939]  You can easily find Sunny Bay Heating Pads on Amazon.
[03:17:28.939 --> 03:17:31.040]  Just go to Amazon.com and search for Sunny Bay Heating Pads.
[03:17:54.431 --> 03:17:56.752]  Fueling your body is hard work.
[03:17:56.752 --> 03:18:02.534]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[03:18:02.534 --> 03:18:10.956]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[03:18:10.956 --> 03:18:13.177]  There's no better way to power your body.
[03:18:13.717 --> 03:18:20.604]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[03:18:20.604 --> 03:18:31.075]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[03:18:31.756 --> 03:18:39.203]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[03:18:39.203 --> 03:18:45.369]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[03:18:45.369 --> 03:18:49.193]  Don't miss out on the chance to fuel your body and support recovery.
[03:18:49.193 --> 03:18:52.356]  Try the InfoWars Life Daily Digestive Pack today!
[03:18:54.108 --> 03:18:58.251]  We all know that the outside toxins in the water is a serious health issue.
[03:18:58.251 --> 03:19:05.297]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[03:19:05.297 --> 03:19:10.101]  That's why we're bringing you something to provide clean water for your whole house with one system.
[03:19:10.101 --> 03:19:17.807]  The ProPure Whole House Water Filtration System is an advanced, four-stage, compact filtration system that will provide
[03:19:20.550 --> 03:19:33.023]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[03:19:33.023 --> 03:19:40.130]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[03:19:40.490 --> 03:19:57.208]  Head to InfowarsStore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today!
[03:19:57.208 --> 03:19:59.831]  You're listening to the Alex Jones Show!
[03:20:10.080 --> 03:20:14.426]  You are listening to an InfoWars.com Frontline Report.
[03:20:14.426 --> 03:20:18.972]  If you are receiving this transmission, you are the resistance.
[03:20:18.972 --> 03:20:22.237]  And now, your host, Roger Stone.
[03:20:24.562 --> 03:20:27.504]  Welcome back to the Alex Jones Show.
[03:20:27.504 --> 03:20:34.168]  I'm your genial host, Roger Stone, and we are the cutting edge.
[03:20:34.168 --> 03:20:36.449]  We are the resistance.
[03:20:36.449 --> 03:20:49.778]  That's why you saw an extraordinary hearing in Congress yesterday, where Democrats who used to believe in the First Amendment and civil liberties now speak openly about the need to gag us.
[03:20:50.458 --> 03:21:00.182]  To strangle us, to kill our First Amendment rights and our right to disagree with them and express ourselves.
[03:21:00.182 --> 03:21:05.564]  In fact, it's un-American to see congressmen like Ted Douche, I mean Deutsch,
[03:21:06.384 --> 03:21:11.830]  Uh, cavorting around talking about silencing our First Amendment rights.
[03:21:11.830 --> 03:21:24.944]  Congressman, I know you're dumb, but try reading the Constitution, the First Amendment part, and maybe you'll understand that America is based on a concept of freedom, and that includes free speech.
[03:21:25.805 --> 03:21:42.920]  Joining us later on the War Room will be Congressman Deutch's opponent, Javier Manderes, the Republican, who is going to discuss the outlandish extremist position of Congressman Deutch when it comes to censorship.
[03:21:43.800 --> 03:21:57.855]  But the stunning admission by Mark Zuckerberg that he favors slow strangulation of info wars instead of outright decapitation is an outrage in itself.
[03:21:59.002 --> 03:22:18.157]  All one has to do is be on Facebook today, where I have 150,000 followers at the Stone Cold Truth, yet when I post something I have written, I get two reposts, seven reposts, three reposts.
[03:22:18.917 --> 03:22:28.262]  And then every once in a while they'll let you have a hundred so as not to catch on to their manipulation of the algorithms.
[03:22:28.262 --> 03:22:35.667]  These illegal monopolistic practices have got to be exposed in a court of law.
[03:22:35.667 --> 03:22:37.768]  And that is where this fight is going.
[03:22:38.208 --> 03:22:42.250]  The fight for censorship will be fought out at all levels.
[03:22:42.250 --> 03:22:48.853]  In the streets, through peaceful protest, on the net, and in the courts.
[03:22:48.853 --> 03:23:04.960]  Not to mention, pushing this administration to have the Assistant or Deputy Attorney General for Antitrust to bring an immediate action against Facebook, Twitter, Google, Amazon, and others.
[03:23:05.785 --> 03:23:24.178]  You see, it's not just the future of InfoWars, it's not just the future broadcasts of Alex Jones, or Roger Stone, or David Knight, or Owen Schroer, or Rob Dew, and so many of the other incredibly talented people here at InfoWars.
[03:23:24.958 --> 03:23:29.659]  It's the future of Donald Trump in this administration.
[03:23:29.659 --> 03:23:34.021]  It's the future of a free and fair election.
[03:23:34.021 --> 03:23:36.582]  They worry about Russian hacking.
[03:23:36.582 --> 03:23:39.603]  I worry about leftist censorship.
[03:23:39.603 --> 03:23:49.766]  You see, 2016 was the first year in which the mainstream media lost their stranglehold monopoly on political discourse.
[03:23:50.746 --> 03:24:05.384]  Prior to 2016, when critical mass was finally reached, if it didn't happen on ABC, NBC, CBS, CNN, and sometimes on Fox, well, it didn't happen at all.
[03:24:06.380 --> 03:24:14.965]  The rise of a free and open internet gave rise to a robust and alternative media.
[03:24:14.965 --> 03:24:25.452]  And that alternative media gave Donald Trump a forum for a counter-narrative to the lies being spread by the network.
[03:24:25.452 --> 03:24:26.473]  You remember those.
[03:24:27.113 --> 03:24:30.335]  Hillary Clinton was a sure thing.
[03:24:30.335 --> 03:24:31.796]  The odds of her winning?
[03:24:31.796 --> 03:24:34.918]  90%.
[03:24:34.918 --> 03:24:52.190]  The extraordinary extent to which the mainstream media went to create an atmosphere in which it was unquestioned that Hillary would win, seeking to create a self-fulfilling prophecy, was extraordinary.
[03:24:53.030 --> 03:25:16.966]  And without InfoWars, without Breitbart, without The Daily Caller, without terrific talking heads like Sean Hannity and Tucker Carlson and Laura Ingraham and others, and without InfoWars being in the vanguard, the election of Donald Trump would just never have been possible.
[03:25:18.078 --> 03:25:26.921]  Now, they would like to run the 2018 elections and the 2020 elections without our voices.
[03:25:26.921 --> 03:25:35.424]  And it's important that our fellow conservatives understand, we at InfoWars are the test case.
[03:25:35.424 --> 03:25:37.204]  We go first.
[03:25:37.204 --> 03:25:38.865]  If they decapitate us,
[03:25:39.909 --> 03:25:42.071]  They're coming for Sean Hannity.
[03:25:42.071 --> 03:25:44.492]  They're coming for Tucker Carlson.
[03:25:44.492 --> 03:25:47.154]  They're coming for Laura Ingraham.
[03:25:47.154 --> 03:25:49.776]  They're coming for Michael Savage.
[03:25:49.776 --> 03:25:52.578]  They're coming for Rush Limbaugh.
[03:25:52.578 --> 03:26:01.984]  They're coming for Breitbart, The Daily Caller, and so many other conservative outlets, like The Gateway Pundit, and so many others.
[03:26:02.825 --> 03:26:09.513]  This is the way in which we are not only the tip of the spear, but we are the test case.
[03:26:09.513 --> 03:26:18.164]  So object to the censorship of InfoWars or face the same censorship yourself in the days ahead.
[03:26:19.215 --> 03:26:28.001]  This would be a spectacular time to remind you that we need your support in this epic war against censorship.
[03:26:28.001 --> 03:26:35.967]  You have no idea the millions of dollars it will cost Alex Jones and InfoWars to fight the malicious,
[03:26:36.727 --> 03:26:43.608]  Baseless harassment lawsuits that have been filed against InfoWars across the country.
[03:26:43.608 --> 03:26:48.429]  These stories, these lawsuits have two purposes.
[03:26:48.429 --> 03:27:03.532]  One is to generate vicious negative headlines that can then be cited in turn as the basis for silencing our voices at YouTube, on Facebook, on Twitter, and so on.
[03:27:04.492 --> 03:27:15.743]  It is going to cost literally millions of dollars to fight this Soros-funded onslaught against InfoWars.
[03:27:15.743 --> 03:27:18.266]  We cannot do it alone.
[03:27:18.266 --> 03:27:25.613]  Therefore, I ask you to go to the InfoWars site now and find the location where you can make a contribution.
[03:27:26.534 --> 03:27:44.283]  If you're not in the market for one of our great nutraceuticals, if you're not looking for any of our great First Amendment-oriented t-shirts, if you don't want to buy my terrific book, Stone's Rules, at a very special price, well then do the next best thing.
[03:27:44.283 --> 03:27:49.806]  Go to the donation portion of the site and send us $50 or $100 or $250 or $500.
[03:27:55.029 --> 03:28:01.373]  Yes, some InfoWarriors have sent as much as a thousand dollars or more.
[03:28:01.373 --> 03:28:01.873]  Why?
[03:28:01.873 --> 03:28:08.377]  Because they know that this is the single most important challenge we face.
[03:28:08.377 --> 03:28:21.605]  Whether we win in 2018 and 2020, whether we can keep the new American revolution going, whether the free ideas expressed here at InfoWars are allowed to continue,
[03:28:22.285 --> 03:28:23.686]  Are really up to you.
[03:28:53.246 --> 03:28:56.288]  Want revenge on the common housefly?
[03:28:56.288 --> 03:29:00.271]  Well, after 10,000 years, someone has finally come up with a better way.
[03:29:00.271 --> 03:29:01.532]  The Bug Assault.
[03:29:01.532 --> 03:29:06.476]  A miniaturized shotgun, which utilizes ordinary table salt as ammunition.
[03:29:06.476 --> 03:29:08.497]  Non-toxic and no batteries required.
[03:29:08.497 --> 03:29:12.480]  So much fun, you'll forget you have a wife and kids!
[03:29:12.480 --> 03:29:14.121]  $39.95 and free economy shipping.
[03:29:14.121 --> 03:29:18.745]  Use discount code GCN and get an extra 10% off your purchase at BugAssault.com.
[03:29:19.265 --> 03:29:20.845]  Fire your fly swatter!
[03:29:20.845 --> 03:29:22.986]  Get your bugazole today!
[03:29:22.986 --> 03:29:26.866]  Most of you know that heart disease is the number one silent killer in the U.S.
[03:29:26.866 --> 03:29:31.847]  What if I told you for just $54.95 a month, you could fight against heart disease naturally?
[03:29:31.847 --> 03:29:36.668]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[03:29:36.668 --> 03:29:38.008]  Don't just take my word for it.
[03:29:38.008 --> 03:29:41.789]  Check out all of the success stories at hbextract.com.
[03:29:41.789 --> 03:29:42.749]  Or to order, call 866-295-5305.
[03:29:42.749 --> 03:29:42.989]  That's 866-295-5305.
[03:29:50.432 --> 03:30:00.621]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[03:30:01.710 --> 03:30:05.494]  It's you that has defeated Hillary and the globalists.
[03:30:05.494 --> 03:30:14.242]  It is you, the info warriors across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[03:30:14.242 --> 03:30:18.807]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[03:30:18.807 --> 03:30:20.248]  You are the info war.
[03:30:20.248 --> 03:30:23.771]  And now, because of their intensifying censorship, it's more important than ever
[03:30:24.452 --> 03:30:35.835]  That everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[03:30:35.835 --> 03:30:43.797]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[03:30:43.797 --> 03:30:50.839]  The bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[03:30:50.839 --> 03:30:53.600]  We are the renaissance and we are winning.
[03:30:55.074 --> 03:31:03.597]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself and a gift to the InfoWar to fight the globalist and live in a free society.
[03:31:03.597 --> 03:31:07.099]  Several years ago, I set out with top formulators in the U.S.
[03:31:07.099 --> 03:31:16.622]  to create the strongest, most concentrated, over-the-top, stamina, libido, workout, brain formula that is safe.
[03:31:16.622 --> 03:31:23.805]  I know from using this myself the last few months, and from seeing my friends and family use it, that this new product is going to end up being the number one
[03:31:24.045 --> 03:31:27.627]  Best selling product at InfoWarsLife.com because it works so well.
[03:31:27.627 --> 03:31:35.871]  This is a gift you want to give yourself and then rest assured you're fighting the Info War so it's a total, absolute, sure win, no lose equation.
[03:31:35.871 --> 03:31:40.654]  Try Alpha Power exclusively available at InfoWarsLife.com for yourself.
[03:31:40.654 --> 03:31:42.555]  Ladies and gentlemen, it's non-GMO.
[03:31:42.555 --> 03:31:43.435]  It's for your brain.
[03:31:43.435 --> 03:31:44.175]  It's for sports.
[03:31:44.175 --> 03:31:46.377]  It's for activities and it's made in the USA.
[03:31:46.377 --> 03:31:49.658]  Get your Alpha Power today at InfoWarsLife.com.
[03:31:49.658 --> 03:31:52.720]  Everybody needs to try Alpha Power today.
[03:31:54.352 --> 03:32:00.077]  Anyone who studied history and knows how human systems work is horrified.
[03:32:00.077 --> 03:32:05.602]  We have global, hardcore, anti-human psychopaths in control of the big corporations.
[03:32:05.602 --> 03:32:12.989]  They're trying to wreck free market and consolidate total control, dumb humanity down ahead of replacing us with machines.
[03:32:12.989 --> 03:32:16.172]  And Trump has come in and is resisting that and saying we have a human future.
[03:32:16.932 --> 03:32:21.173]  They are launching a civil war against nation states right now, collapsing our borders.
[03:32:21.173 --> 03:32:22.573]  And my only message is this.
