[00:00.000 --> 00:10.000]  Waging War on Corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[2:48:28.000 --> 2:48:32.000]  Everybody share this live links watching.
[2:48:32.000 --> 2:48:35.000]  And on the main stage, Warsaw.
[2:48:35.000 --> 2:48:41.000]  He's also got a black belt.
[2:48:41.000 --> 2:48:43.000]  All right, start it now.
[2:48:43.000 --> 2:48:46.000]  Give it a big start.
[2:48:46.000 --> 2:48:53.000]  Ladies and gentlemen, America is back.
[2:48:53.000 --> 2:48:59.000]  America is back.
[2:48:59.000 --> 2:49:04.000]  Donald Trump is fighting corruption.
[2:49:04.000 --> 2:49:08.000]  And Donald Trump is innocent.
[2:49:08.000 --> 2:49:11.000]  America lost Trump.
[2:49:11.000 --> 2:49:15.000]  America lost it.
[2:49:15.000 --> 2:49:18.000]  The Communist Chinese are censoring their people.
[2:49:18.000 --> 2:49:21.000]  President Trump should confront Tim Cook.
[2:49:21.000 --> 2:49:26.000]  The left supports Communist China and the censorship.
[2:49:26.000 --> 2:49:37.000]  America is alive.
[2:49:37.000 --> 2:49:39.000]  America is alive.
[2:49:39.000 --> 2:49:53.000]  The left supports Communist China and the left supports America.
[2:49:53.000 --> 2:50:08.000]  America is back.
[2:50:08.000 --> 2:50:12.000]  President Trump needs the same against Apple's censorship
[2:50:12.000 --> 2:50:17.000]  working with the Communist Chinese.
[2:50:17.000 --> 2:50:24.000]  President Trump needs to stop the censorship.
[2:50:24.000 --> 2:50:28.000]  President Trump needs to say no to the censorship of Apple.
[2:50:28.000 --> 2:50:32.000]  President Trump needs to defend free speech.
[2:50:32.000 --> 2:50:36.000]  President Trump needs to expose Jeffrey Hepstein
[2:50:36.000 --> 2:50:39.000]  and the black belt.
[2:50:39.000 --> 2:50:49.000]  America is free speech.
[2:50:49.000 --> 2:50:52.000]  It stands against Apple's cowardice.
[2:50:52.000 --> 2:50:59.000]  And America stands against America's pride.
[2:50:59.000 --> 2:51:04.000]  And America rocks.
[2:51:04.000 --> 2:51:14.000]  And America is free speech.
[2:51:14.000 --> 2:51:24.000]  And America is free speech.
[2:51:24.000 --> 2:51:33.000]  And America is free speech.
[2:51:33.000 --> 2:51:39.000]  Against the censorship.
[2:51:39.000 --> 2:51:55.000]  Somebody just threw something?
[2:51:55.000 --> 2:51:58.000]  This has got to go back up there somewhere.
[2:51:58.000 --> 2:52:01.000]  Keep going. Let's look at the map.
[2:52:01.000 --> 2:52:04.000]  Look, those cars are going to the right.
[2:52:04.000 --> 2:52:09.000]  Alex just confronted the anti-Trump protesters in the area.
[2:52:09.000 --> 2:52:11.000]  They were not happy to see him.
[2:52:11.000 --> 2:52:13.000]  It was a stark contrast.
[2:52:13.000 --> 2:52:18.000]  Earlier, Alex Jones was going by supporters, driving by supporters of President Trump.
[2:52:18.000 --> 2:52:23.000]  He's, of course, in the armored vehicle you've been seeing more and more of recently
[2:52:23.000 --> 2:52:27.000]  as it becomes necessary and it's a great, great fun thing for Alex, I'm sure, as well.
[2:52:27.000 --> 2:52:29.000]  Let's go ahead and bring the volume up.
[2:52:29.000 --> 2:52:33.000]  It looks like he might have found some more people to trigger.
[2:52:33.000 --> 2:52:37.000]  Apple is nurturing the Chinese people.
[2:52:37.000 --> 2:52:45.000]  Apple is helping supply the people of Hong Kong.
[2:52:45.000 --> 2:52:54.000]  Apple needs to stop this in China, Hong Kong and America.
[2:52:54.000 --> 2:53:02.000]  Apple is an authoritarian leftist company working with the Communist Chinese.
[2:53:02.000 --> 2:53:05.000]  Communist China is controlling Apple.
[2:53:05.000 --> 2:53:14.000]  Communist China is working with Apple to put millions of people in concentration camps.
[2:53:14.000 --> 2:53:20.000]  President Trump needs to stand up to Apple's charity.
[2:53:20.000 --> 2:53:31.000]  President Trump needs to tell Apple to stop censoring.
[2:53:31.000 --> 2:53:59.160]  They could have gone out there and made a left I think.
[2:53:59.160 --> 2:54:05.120]  So, again, Alex Jones is here, yes, as a supporter of President Trump, but he is calling
[2:54:05.120 --> 2:54:10.480]  attention to the fact that Apple is behind a significant portion of the tech censorship.
[2:54:10.480 --> 2:54:18.080]  Of course, all of his Apple podcast, iTunes podcast, were banned last year in the great
[2:54:18.080 --> 2:54:20.200]  purge of everything.
[2:54:20.200 --> 2:54:21.200]  Alex Jones.
[2:54:21.200 --> 2:54:22.200]  And of course, they didn't just do Alex.
[2:54:22.200 --> 2:54:26.200]  They did everything infowars, David Knight as well.
[2:54:26.200 --> 2:54:33.200]  So Alex is here, bullhorning Tim Cook, Tim Apple, let's bring the volume back up.
[2:54:33.200 --> 2:54:59.200]  Apple is here, Apple is here, Apple is here.
[2:54:59.200 --> 2:55:11.960]  If you are in the area, Alex has invited folks to go out and join the festivities peacefully,
[2:55:11.960 --> 2:55:13.560]  lawfully, legally.
[2:55:13.560 --> 2:55:22.960]  It's the Flex Manufacturing Facility at 12455 Research Boulevard in North Austin, Texas.
[2:55:22.960 --> 2:55:28.640]  And let's just take a moment while Alex is working on finding some more folks to have
[2:55:28.640 --> 2:55:29.640]  fun with.
[2:55:29.640 --> 2:55:34.500]  Let's take a moment to remember that this is the time to take advantage of the unbelievable
[2:55:34.500 --> 2:55:44.360]  Black Friday sales at InfowarsStore.com, including the new teeth whitening fluoride-free toothpaste.
[2:55:44.360 --> 2:55:48.960]  That is something that to my knowledge, you cannot simply cannot find in stores.
[2:55:48.960 --> 2:55:54.840]  To whitening plus fluoride free seems to be something that nobody else has come up with.
[2:55:54.840 --> 2:55:57.400]  Nobody seems to realize that that would be worthwhile.
[2:55:57.400 --> 2:56:04.400]  Let's get the volume up right now.
[2:56:04.400 --> 2:56:24.520]  Looks like Alex was just confronted by police who told him he could not go in a given direction.
[2:56:24.520 --> 2:56:30.960]  Of course, at these events, the security becomes more and more intense as President Trump arrives.
[2:56:30.960 --> 2:56:34.800]  President Trump was just minutes behind them on the highway.
[2:56:34.800 --> 2:56:38.320]  It is possible that President Trump is now there with them.
[2:56:38.320 --> 2:56:40.760]  There was another police officer earlier blowing the whistle.
[2:56:40.760 --> 2:56:45.360]  I don't think that they liked Alex standing in the moving vehicle.
[2:56:45.360 --> 2:56:49.920]  But this is an example of exercising your first amendment right.
[2:56:49.920 --> 2:56:54.400]  And that is what Alex Jones is doing, fighting for all of those who supported President Trump
[2:56:54.400 --> 2:57:03.560]  in 2016 and are now being censored, systematically purged off the Internet by big tech.
[2:57:03.560 --> 2:57:05.960]  This is why Infowars needs your support.
[2:57:05.960 --> 2:57:09.920]  They've given me a platform to spread a very, very important story, the biggest story that
[2:57:09.920 --> 2:57:14.000]  I have ever broken on my new website, nationalfile.com.
[2:57:14.000 --> 2:57:17.160]  And they are able to do it only with your help.
[2:57:17.160 --> 2:57:24.080]  Infowars is the only outlet that could survive the onslaught that it has been dealt over
[2:57:24.080 --> 2:57:26.320]  the past year and a half.
[2:57:26.320 --> 2:57:32.680]  And Alex needs your support to continue going out and having fun like you are seeing right
[2:57:32.680 --> 2:57:33.680]  now.
[2:57:33.680 --> 2:57:38.800]  I'll be back for the first 15 minutes of the next hour here on The Alex Jones Show.
[2:57:38.800 --> 2:57:40.520]  We'll see what Alex gets up to.
[2:57:40.520 --> 2:57:41.520]  Stay tuned.
[2:57:41.520 --> 2:57:45.560]  We will be right back.
[2:57:45.560 --> 2:57:50.280]  About a month ago, President Trump announced that he was going to move his domicile from
[2:57:50.280 --> 2:57:55.080]  New York City to Florida, where he's always said he planned to retire to.
[2:57:55.080 --> 2:57:58.040]  And the left got so excited.
[2:57:58.040 --> 2:58:04.720]  They said, oh, he's about to resign and leave instead of facing impeachment and he's running
[2:58:04.720 --> 2:58:05.720]  to Florida.
[2:58:05.720 --> 2:58:08.360]  Well, now we know why the president did that.
[2:58:08.360 --> 2:58:11.080]  He knew the left is controlled appeals courts.
[2:58:11.080 --> 2:58:15.000]  We're going to say that he had to give up his tax returns so they can pour over them
[2:58:15.000 --> 2:58:18.400]  and harass every business partner he's got.
[2:58:18.400 --> 2:58:22.520]  They want to terrorize people that he's worked with.
[2:58:22.520 --> 2:58:26.600]  And by moving his domicile from New York to Florida, that gets around the New York law
[2:58:26.600 --> 2:58:32.040]  they've passed to get his tax returns that are supposed to be private.
[2:58:32.040 --> 2:58:37.240]  So all those people out there holding their breath for the president to resign.
[2:58:37.240 --> 2:58:45.000]  In his words, we're kicking the deep state's ass and he's never going to resign.
[2:58:45.000 --> 2:58:51.040]  Major report out of major university researchers working on food based treatment to slow aging
[2:58:51.040 --> 2:58:56.400]  science daily probiotics in the gut of a particular type cause your entire body to be healthier
[2:58:56.400 --> 2:58:59.440]  and make you live longer and make you not get intestinal cancer.
[2:58:59.440 --> 2:59:03.240]  We have the very best formula literally with what they even mentioned in the studies and
[2:59:03.240 --> 2:59:10.440]  it explains the hormone called FGF 21 pro longevity heals the entire body and actually
[2:59:10.440 --> 2:59:15.120]  reverses aging but is only made in the lower intestine.
[2:59:15.120 --> 2:59:16.120]  Oh, and what does it say?
[2:59:16.120 --> 2:59:21.200]  It's fiber from a spectrum of certain types of berries that grows this.
[2:59:21.200 --> 2:59:22.400]  And yes, this is a plug.
[2:59:22.400 --> 2:59:23.400]  Gut fusion.
[2:59:23.400 --> 2:59:24.800]  And what do we have in this?
[2:59:24.800 --> 2:59:30.680]  High auric berry blend, strawberry blueberry, blackberry, cranberry, escoblio, grape and
[2:59:30.680 --> 2:59:31.680]  pomegranate.
[2:59:31.680 --> 2:59:35.240]  It's the pulp from them that then grows this.
[2:59:35.240 --> 2:59:38.640]  Gut fusion for children, for young people, for old people, for everybody.
[2:59:38.640 --> 2:59:40.600]  This is fiber and glutamine.
[2:59:40.600 --> 2:59:41.920]  You're not going to find a better formula.
[2:59:41.920 --> 2:59:42.920]  Gut fusion.
[2:59:42.920 --> 2:59:43.920]  It's amazing.
[2:59:43.920 --> 2:59:44.920]  EmpowerShore.com.
[2:59:44.920 --> 2:59:49.920]  You're listening to the Alex Jones show.
[2:59:49.920 --> 2:59:58.920]  They are the same as the Communist Chinese that ran over people with tanks to suppress
[2:59:58.920 --> 2:59:59.920]  their speech.
[2:59:59.920 --> 3:00:00.920]  We are here to promote free speech.
[3:00:00.920 --> 3:00:01.920]  America is back.
[3:00:01.920 --> 3:00:02.920]  America is back.
[3:00:02.920 --> 3:00:03.920]  America is back.
[3:00:03.920 --> 3:00:08.920]  America is back.
[3:00:08.920 --> 3:00:10.960]  America is back.
[3:00:10.960 --> 3:00:13.200]  America is back.
[3:00:13.200 --> 3:00:17.220]  America is back.
[3:00:17.220 --> 3:00:24.800]  America is back.
[3:00:24.800 --> 3:00:29.800]  President Trump needs to stand against internet censorship.
[3:00:29.800 --> 3:00:30.800]  Internet censorship is un-American.
[3:00:30.800 --> 3:00:31.800]  Apple is leading.
[3:00:31.800 --> 3:00:32.800]  Apple is leading.
[3:00:32.800 --> 3:00:35.800]  the censorship of Americans.
[3:00:35.800 --> 3:00:39.800]  Apple needs to stop censoring America.
[3:00:39.800 --> 3:00:42.800]  Trump! We love Trump! We love Trump!
[3:00:42.800 --> 3:00:45.800]  We love Trump! We love free speech!
[3:00:45.800 --> 3:00:48.800]  Trump needs to stand up for free speech.
[3:00:48.800 --> 3:00:53.800]  President Trump needs to stand up for free speech.
[3:00:53.800 --> 3:01:02.800]  President Trump needs to tell Tim Cook to stop censoring Americans.
[3:01:02.800 --> 3:01:06.800]  It's time to stop the censorship.
[3:01:06.800 --> 3:01:09.800]  It's time to stop the censorship.
[3:01:09.800 --> 3:01:16.800]  Apple is evil! Apple is evil! Hillary for president!
[3:01:16.800 --> 3:01:22.800]  Apple is evil working with the chai comms to censor the American people.
[3:01:22.800 --> 3:01:33.800]  Liberals accept censorship of the modern communist Chinese running over political dissidents for their free speech.
[3:01:33.800 --> 3:01:37.800]  Put your hands on the wheel!
[3:01:37.800 --> 3:01:46.800]  America is back! America is back! America is back!
[3:01:46.800 --> 3:01:53.800]  America!
[3:01:53.800 --> 3:01:58.800]  Apple is working with the communist Chinese to censor.
[3:01:58.800 --> 3:02:02.800]  Apple is helping round up political dissidents and kill them.
[3:02:02.800 --> 3:02:14.800]  Apple is an evil authoritarian system running the worst factories in China with suicide nets where the people kill themselves.
[3:02:14.800 --> 3:02:19.800]  Apple is evil! Apple is evil!
[3:02:19.800 --> 3:02:25.800]  And President Trump needs to tell Apple to stop censoring.
[3:02:25.800 --> 3:02:31.800]  President Trump needs to tell Apple to stop censoring.
[3:02:31.800 --> 3:02:32.800]  What's up, brother?
[3:02:32.800 --> 3:02:38.800]  America is back! America is back! America is back!
[3:02:38.800 --> 3:02:43.800]  President Trump needs to not just kill Apple to move its factories to the U.S. That's good.
[3:02:43.800 --> 3:02:52.800]  But President Trump needs to challenge Tim Cook to demand good working conditions in communist China at their Foxconn slave laboratories.
[3:02:52.800 --> 3:02:57.800]  Ladies and gentlemen, Apple is working against America.
[3:02:57.800 --> 3:03:07.800]  President Trump needs to tell Apple to stop censoring.
[3:03:07.800 --> 3:03:15.800]  President Trump needs to tell Apple to stop censoring.
[3:03:15.800 --> 3:03:19.800]  Apple needs to stop censoring.
[3:03:19.800 --> 3:03:23.800]  Apple needs to stop censoring.
[3:03:23.800 --> 3:03:26.800]  Apple needs to stop censoring.
[3:03:26.800 --> 3:03:29.800]  Apple needs to stop censoring.
[3:03:29.800 --> 3:03:34.800]  Apple needs to stop censoring.
[3:03:34.800 --> 3:03:41.800]  must demand that Apple stop censoring and stop suppressing their people.
[3:03:41.800 --> 3:03:51.800]  President Trump must demand that Apple stop censoring the American people and the people of China.
[3:03:51.800 --> 3:03:58.800]  Apple is evil. Apple is evil. Apple is evil. Apple is evil.
[3:03:58.800 --> 3:04:05.800]  Look how nice our factors are compared to China. Apple is exploiting the people of China.
[3:04:05.800 --> 3:04:12.800]  Apple is suppressing free speech. Google is evil. Apple is evil.
[3:04:12.800 --> 3:04:30.800]  Apple is evil. Apple is evil. Apple is evil.
[3:04:30.800 --> 3:04:40.800]  President Trump is to stand up against the last dictatorship. America on his back. America on his back.
[3:04:40.800 --> 3:04:45.800]  America on his back.
[3:04:45.800 --> 3:04:53.800]  If you do not go away, you'll be back in 60 seconds with more of Alex. Stay tuned.
[3:04:53.800 --> 3:04:59.800]  I've made a lot of predictions that have come true, but I'm here to tell you that most of those really weren't
[3:04:59.800 --> 3:05:04.800]  predictions that came out of a crystal ball. I could see where the globalists were going.
[3:05:04.800 --> 3:05:09.800]  I could see what their in-game agenda was, what their goal was.
[3:05:09.800 --> 3:05:14.800]  And I knew that when they were setting us up to be de-platformed that they were really setting the press
[3:05:14.800 --> 3:05:23.800]  to take everybody off air, to silence everyone, to ban words and names and information on fake whistleblowers
[3:05:23.800 --> 3:05:27.800]  so that their false narratives couldn't be opposed.
[3:05:27.800 --> 3:05:33.800]  What the globalists really feared was independent media and platforms in the future.
[3:05:33.800 --> 3:05:38.800]  It was the model of info wars as much as the information that had to be silenced,
[3:05:38.800 --> 3:05:44.800]  because they need total information dominance for their outrageous lies and the evil they're pushing to succeed.
[3:05:44.800 --> 3:05:51.800]  And that's why keeping info wars on the air is now more imperative and more vital than ever.
[3:05:51.800 --> 3:05:58.800]  The cops are getting pissed that we're not wearing seatbelts, so I don't know what we're going to do.
[3:05:58.800 --> 3:06:11.800]  Hey, yeah, well he could just get out and we could just be in the crowd.
[3:06:11.800 --> 3:06:17.800]  So it looks like they are, let's go ahead and bring that audio down for just a minute.
[3:06:17.800 --> 3:06:22.800]  It looks like they're having difficulties. Police are not happy that they're not wearing seatbelts.
[3:06:22.800 --> 3:06:27.800]  I'm not sure how Alex is supposed to wear a seatbelt in this position.
[3:06:27.800 --> 3:06:37.800]  But of course, Alex Jones, if you are just tuning in, is attending the President Trump visiting and patting Tim Cook,
[3:06:37.800 --> 3:06:43.800]  the apples are on the head for bringing a handful of jobs back to the United States.
[3:06:43.800 --> 3:06:50.800]  Alex Jones, as do I, of course, supports President Trump greatly, but when President Trump is wrong,
[3:06:50.800 --> 3:06:55.800]  we cannot be sycophants. We have to call him out, especially when it impacts people like Alex Jones,
[3:06:55.800 --> 3:07:00.800]  organizations like Info Wars that have been hit by tech censorship.
[3:07:00.800 --> 3:07:09.800]  Worse than anyone else, and Apple is of course at the helm of this, they admitted that they merged with Communist China.
[3:07:09.800 --> 3:07:14.800]  They are the Communist Chinese force in the United States.
[3:07:14.800 --> 3:07:19.800]  It looks like we might be safe to bring up some volume again. Let's try bringing the volume back up.
[3:07:19.800 --> 3:07:21.800]  Watch that video.
[3:07:23.800 --> 3:07:25.800]  Got it. Awesome. All right.
[3:07:25.800 --> 3:07:27.800]  Coming down.
[3:07:28.800 --> 3:07:30.800]  Yeah.
[3:07:30.800 --> 3:07:40.800]  All right. Alex is moving the armored vehicle and entering the crowds.
[3:07:40.800 --> 3:07:43.800]  The cops are trying to stop me recording this. Are we still going?
[3:07:43.800 --> 3:07:46.800]  I'm going back again. I just stopped when we stopped.
[3:07:46.800 --> 3:07:47.800]  We're not going live anymore?
[3:07:47.800 --> 3:07:50.800]  No, we're still live. Most people have ever had.
[3:07:50.800 --> 3:07:55.800]  Yeah. Even with the shadow ban, this is all blocked, but InfoWars.com works like a show, has a mix of live feed,
[3:07:55.800 --> 3:08:00.800]  and band.video. So the police said, listen, you can't have a sound device that loud unless you've got people without seat belts.
[3:08:00.800 --> 3:08:02.800]  We're going to give you tickets, and you don't stop it.
[3:08:02.800 --> 3:08:05.800]  It's hard to do that what's going to happen, so now we're ready to go.
[3:08:05.800 --> 3:08:06.800]  With old trustee.
[3:08:06.800 --> 3:08:08.800]  We're going mobile.
[3:08:08.800 --> 3:08:09.800]  All right, here we go.
[3:08:09.800 --> 3:08:11.800]  All right.
[3:08:12.800 --> 3:08:14.800]  Here's the good news. The cops have us under control.
[3:08:14.800 --> 3:08:17.800]  Alex Jones is on point, ladies and gentlemen.
[3:08:17.800 --> 3:08:24.800]  He was not allowed to drive around without seat belts or use audio equipment that loudly, so now he's going old school.
[3:08:24.800 --> 3:08:28.800]  I love America. We love you. We love you. We got to put the lip cards.
[3:08:33.800 --> 3:08:38.800]  I love this bumper sticker. God is life. That's right. Love that sign right there. That's what America's all about right there.
[3:08:38.800 --> 3:08:39.800]  There it is.
[3:08:39.800 --> 3:08:41.800]  The evil cult of death. We're going to defeat them.
[3:08:41.800 --> 3:08:42.800]  Okay.
[3:08:43.800 --> 3:08:45.800]  You can get ahead of me doing this. Do whatever you want.
[3:08:45.800 --> 3:08:46.800]  Yeah, yeah.
[3:08:46.800 --> 3:08:48.800]  What are you doing?
[3:08:53.800 --> 3:08:55.800]  What are you doing?
[3:08:57.800 --> 3:08:59.800]  America is back.
[3:08:59.800 --> 3:09:10.800]  America is back.
[3:09:10.800 --> 3:09:21.800]  Now Alex Jones is walking toward the crowd, getting ready to shout Trump's praises and criticisms on foot.
[3:09:21.800 --> 3:09:25.800]  He has some of the Info Wars favorites with him.
[3:09:25.800 --> 3:09:27.800]  Here he is.
[3:09:27.800 --> 3:09:31.800]  To the censors at Apple.
[3:09:31.800 --> 3:09:34.800]  Apple runs slave factories in China.
[3:09:34.800 --> 3:09:37.800]  They help surveil the poor Chinese people.
[3:09:37.800 --> 3:09:40.800]  Apple is in the authoritarian fraud.
[3:09:40.800 --> 3:09:48.800]  And President Trump needs a demand of Apple that they stand up against censorship here.
[3:09:48.800 --> 3:09:53.800]  That they stand up against censorship overseas.
[3:09:53.800 --> 3:09:59.800]  Do you support Chinese censorship? Do you support Apple helping censor Americans?
[3:09:59.800 --> 3:10:03.800]  Do you support free speech? Do you think I should be silent?
[3:10:03.800 --> 3:10:04.800]  No.
[3:10:04.800 --> 3:10:05.800]  Okay.
[3:10:05.800 --> 3:10:07.800]  Do you support stopic censorship? How's it going?
[3:10:07.800 --> 3:10:08.800]  I don't like it.
[3:10:08.800 --> 3:10:09.800]  Trump's a racist.
[3:10:09.800 --> 3:10:11.800]  I've had no much help before, buddy.
[3:10:11.800 --> 3:10:12.800]  It's all about free speech.
[3:10:12.800 --> 3:10:13.800]  Is Apple wrong-censoring?
[3:10:13.800 --> 3:10:14.800]  Yes.
[3:10:14.800 --> 3:10:15.800]  Good.
[3:10:15.800 --> 3:10:16.800]  We agree.
[3:10:16.800 --> 3:10:17.800]  Hey, Alex Jones.
[3:10:17.800 --> 3:10:18.800]  Stop the censor, too.
[3:10:18.800 --> 3:10:20.800]  Did Jeffrey Epstein kill him some?
[3:10:20.800 --> 3:10:21.800]  No, he was murdered.
[3:10:21.800 --> 3:10:22.800]  I told him he was going to be murdered.
[3:10:22.800 --> 3:10:24.800]  He told him!
[3:10:24.800 --> 3:10:32.800]  Jeffrey Epstein was running giant salt kidnapping rings for the Queens of Black Metal people.
[3:10:32.800 --> 3:10:39.800]  America is back...
[3:11:09.800 --> 3:11:19.800]  the American people, and the Chinese people, and it's long. And the leftists are over there saying I shouldn't have speech.
[3:11:19.800 --> 3:11:24.800]  The left is a group of authoritarian criminals and middle-patients.
[3:11:24.800 --> 3:11:30.800]  And I'm here to exercise my first amendment to tell President Trump,
[3:11:30.800 --> 3:11:44.800]  bring factories to America, but we want Trump to stand up for free speech and to tell Tim Cook and the Chai comms that what they're doing is wrong.
[3:11:44.800 --> 3:11:52.800]  This guy has a great vocabulary, says F you, over and over and over again, because he doesn't support free speech.
[3:11:52.800 --> 3:12:03.800]  Let's go ahead and drop that audio. The crown can't contain itself as usual. Alex Jones is there with the unifying message and they shout obscenities.
[3:12:03.800 --> 3:12:13.800]  We'll bring that back up here in a couple seconds to see if the Antifa type degenerate you see on screen there is able to get a hold of himself.
[3:12:13.800 --> 3:12:17.800]  If he's not, we'll just kind of color commentate as Alex has fun.
[3:12:17.800 --> 3:12:22.800]  I just want to remind everybody infowarstore.com. This is why it's important.
[3:12:22.800 --> 3:12:28.800]  He does. He still goes out and faces this scum.
[3:12:28.800 --> 3:12:35.800]  It happens all the time and you can only find it at infowars.com slash show and band video.
[3:12:35.800 --> 3:12:39.800]  And you can only support it at infowarstore.com.
[3:12:39.800 --> 3:12:43.800]  I want to remind everybody as well because it looks like we're going to need to get Alex back up momentarily.
[3:12:43.800 --> 3:12:49.800]  But Mike Adams, the health ranger will be guest hosting the rest of the fourth hour.
[3:12:49.800 --> 3:13:17.800]  Let's see if it's safe to bring this audio back up.
[3:13:17.800 --> 3:13:27.800]  Let's see if it's safe.
[3:13:27.800 --> 3:13:56.800]  Let's see if it's safe to bring this audio back up.
[3:13:56.800 --> 3:14:25.800]  It's safe to bring this audio back up.
[3:14:25.800 --> 3:14:33.800]  So here you see some lunatic. It looks like the guy from a couple years ago through coffee at Alex in Portland
[3:14:33.800 --> 3:14:40.800]  bringing up Sandy Hook when he's talking about America's back.
[3:14:40.800 --> 3:14:43.800]  We'll go ahead and keep this audio low, but we'll keep it going.
[3:14:43.800 --> 3:14:48.800]  I just want to remind everybody to support this broadcast.
[3:14:48.800 --> 3:15:03.800]  It's safe to bring this audio low, but we'll keep it going.
[3:15:03.800 --> 3:15:32.800]  It's safe to bring this audio low, but we'll keep it going.
[3:15:32.800 --> 3:15:51.800]  Let's go ahead and go out to Alex Jones here, ladies and gentlemen.
[3:15:51.800 --> 3:15:56.800]  Hi, I'm Dan Pilla. I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[3:15:56.800 --> 3:16:02.800]  I sued the IRS in one. I beat the IRS then and I've been beating them ever since. I wrote the book on tax debt settlement
[3:16:02.800 --> 3:16:07.800]  and I've helped thousands of people deal with tax problems they thought might never be solved. I can help you too.
[3:16:07.800 --> 3:16:12.800]  If you owe taxes you can't pay, don't wait another day. There's no such thing as a hopeless tax case.
[3:16:12.800 --> 3:16:20.800]  Call 800-34-NO-TAX or go to my website, danpilla.com, that's danpilla.com, danpilla.com.
[3:16:20.800 --> 3:16:27.800]  Maybe not today, maybe not tomorrow, but soon you'll need a plan and place to survive.
[3:16:27.800 --> 3:16:30.800]  Forget bunkers, you're not a live underground gopher.
[3:16:30.800 --> 3:16:35.800]  You need survivalist camps, the ultimate fully functional off-the-grid mobile survival bug outhouse
[3:16:35.800 --> 3:16:41.800]  that's well equipped and custom built to outlast any other RV or trailer. Bold statement, you bet.
[3:16:41.800 --> 3:16:50.800]  See them now at survivalistcamps.com, that's survivalistcamps.com. Trust your family survival to survivalistcamps.com.
[3:16:50.800 --> 3:16:56.800]  We can all agree these are troubled times, right? So do you know who's on your wireless network?
[3:16:56.800 --> 3:17:03.800]  Whether it's a big company selling your data or a foreign hacker, if you're not protected everybody sees your information.
[3:17:03.800 --> 3:17:08.800]  That's why you need Flash Routers, a custom Wi-Fi router created for privacy.
[3:17:08.800 --> 3:17:16.800]  Flash Routers uses a virtual private network or VPN to protect your online activity from hackers, trackers and large corporations.
[3:17:16.800 --> 3:17:20.800]  And not just one, but all your devices with one out-of-the-box setup.
[3:17:20.800 --> 3:17:29.800]  Plus, Flash Routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[3:17:29.800 --> 3:17:39.800]  Call or click Flash Routers today at 1-866-509-5817 or F-L-A-S-H-R-O-U-T-E-R-S dot com.
[3:17:39.800 --> 3:17:48.800]  That's 1-866-509-5817 or Flash Routers dot com. Protect your wireless home network today with Flash Routers.
[3:17:48.800 --> 3:18:03.800]  About a month ago, President Trump announced that he was going to move his domicile from New York City to Florida, where he's always said he planned to retire to.
[3:18:03.800 --> 3:18:14.800]  And the left got so excited, they said, oh, he's about to resign and leave instead of facing impeachment and he's running to Florida.
[3:18:14.800 --> 3:18:19.800]  Well, now we know why the president did that. He knew the left is controlled appeals courts.
[3:18:19.800 --> 3:18:26.800]  We're going to say that he had to give up his tax returns so they can pour over them and harass every business partner he's got.
[3:18:26.800 --> 3:18:30.800]  They want to terrorize people that he's worked with.
[3:18:30.800 --> 3:18:40.800]  And by moving his domicile from New York to Florida, that gets around the New York law they passed to get his tax returns that are supposed to be private.
[3:18:40.800 --> 3:18:51.800]  So all those people out there holding their breath for the president to resign, in his words, we're kicking the deep state's ass and he's never going to resign.
[3:18:51.800 --> 3:18:59.800]  The globalists know that I will never willingly give up. I've said it many times, I will never give in.
[3:18:59.800 --> 3:19:11.800]  I will never give up, but I could give out. And it's very, very frustrating to see them committing all their crimes against humanity, to see evil running rampant like this,
[3:19:11.800 --> 3:19:20.800]  and to know that most Americans have already been silenced in cyberspace, that most Americans have already been shadow banned by big tech.
[3:19:20.800 --> 3:19:33.800]  And to know that most Americans feel powerless and don't realize how much power they have by spreading the word about newswords.com, infowords.com, and band.video.
[3:19:33.800 --> 3:19:43.800]  And that people are hungry for the truth now more than ever. And then if you tell people, hey, the banned truth they don't want you to have is at infowords.com, forward slash show, and band.video.
[3:19:43.800 --> 3:19:51.800]  So take heart, folks, they've had to censor everybody and show everybody down because the truth is powerful and they can't beat us fair and square.
[3:20:14.800 --> 3:20:18.800]  Bill Hicks.
[3:20:18.800 --> 3:20:24.800]  Alex Jones, Bill Hicks.
[3:20:24.800 --> 3:20:36.800]  infowords.com, infowords.com, infowords.com, infowords.com, free speech, free speech.
[3:20:36.800 --> 3:20:43.800]  Apple H3 speaks.
[3:20:43.800 --> 3:20:50.800]  Democrats need elections. They want to overturn the 2016 election and stall Hillary.
[3:20:50.800 --> 3:21:00.800]  No! The military is back and the Democrats are going down and your fake impeachment is burning in place.
[3:21:00.800 --> 3:21:16.800]  Trump! Trump! Trump!
[3:21:16.800 --> 3:21:30.800]  It's time for Trump to defend the First Amendment and Apple is an enemy of free speech that helps communist China suppress people.
[3:21:30.800 --> 3:21:42.800]  And Trump needs to stop the persecution until he ends his life. And Trump needs to put you on the still. We need to defend free speech.
[3:21:42.800 --> 3:21:57.800]  infowords.com, infowords.com, infowords.com, infowords.com, infowords.com, infowords.com, infowords.com, infowords.com, infowords.com,
