[00:00.000 --> 00:01.600]  We've got it, Dada.
[2:20:21.120 --> 2:20:27.120]  Gold isn't for you. Hi, I'm Ted Anderson, and I get it. You wouldn't buy gold if you believed the government is doing a great job.
[2:20:27.120 --> 2:20:35.120]  The Fed would stop handing out trillions like bailout candy, but that's not what's happening. If all looks rosy, then now is not the time to buy gold.
[2:20:35.120 --> 2:20:44.120]  For the realists, there have never been more sobering reasons to diversify. Since 2001, the US dollar index has tanked while gold has risen 1600%.
[2:20:44.120 --> 2:20:51.120]  Savvy investors are adding gold to their portfolios. Find out what they know. Call us and I'll send you 10 reasons why gold will do very well.
[2:20:51.120 --> 2:21:01.120]  Free. Call 800-686-2237. Call 800-686-2237. That's 800-686-2237.
[2:21:01.120 --> 2:21:15.120]  If the government is busy secretly stockpiling emergency food supplies, shouldn't you be too in any emergency food situation? When the local grocery stores and your kitchen cabinets are empty, the first 72 hours are critical to you and your family.
[2:21:15.120 --> 2:21:31.120]  With the 72-hour emergency meal kit from Solutions from Science, you will be prepared for the troubled times ahead. These flavorful and filling 12 prepackaged meals come in a variety of dishes, have a 25-year shelf life, and simply require water to make them ready to eat.
[2:21:31.120 --> 2:21:35.120]  Are the cans of soup an extra jar of peanut butter going to see you through?
[2:21:35.120 --> 2:21:50.120]  The 72-hour emergency meal kit is now on sale for $39.97, a small investment for tremendous peace of mind. You can find out more about the 72-hour emergency meal kit and the sale by visiting 72survival.com.
[2:21:50.120 --> 2:22:01.120]  That's 72survival.com or call 800-208-9491. That's 800-208-9491. Why face the next emergency on an empty stomach?
[2:22:01.120 --> 2:22:13.120]  Hello, I'm Alex Jones. Myself, my family, the Infowars.com team want to relay to you and your families that we are intensifying our efforts against the globalist on every front.
[2:22:13.120 --> 2:22:20.120]  Infowars.com is leading the fight against the technocrats. But we can't do that without your help.
[2:22:20.120 --> 2:22:31.120]  By getting the films, bumper stickers, and t-shirts at Infowars.com, you will wake up people in your area and support our operation as we move to the next level.
[2:22:31.120 --> 2:22:41.120]  We need your help to spread the word like never before. They wish to hide themselves during this tectonic battle between the forces of freedom and darkness.
[2:22:41.120 --> 2:22:51.120]  You are the response to the globalist technocrats and their program of global eugenics dehumanization and ultimate extermination.
[2:22:51.120 --> 2:23:01.120]  The war is here. It's an Info War. The spirit of 1776 versus the mindset of 1984.
[2:23:01.120 --> 2:23:11.120]  Did you know nuclear radiation is still spewing out of the melted down reactors in Fukushima, Japan and making its way across the entire U.S. continent? Contaminating the air, water, and food?
[2:23:11.120 --> 2:23:21.120]  Dangerously high levels of radiation are a reality here. As a result, radiation poisoning is a distinct possibility for anyone living in the U.S. unless you do something to protect yourself.
[2:23:21.120 --> 2:23:25.120]  How? With Liquid Zeolite from RestoreYourHealthNow.com.
[2:23:25.120 --> 2:23:34.120]  Without a doubt, Liquid Zeolite is by far the best product to remove radiation from your body. It safely removes toxins and heavy metals, boosts center T levels, and promotes a strong immune system.
[2:23:34.120 --> 2:23:40.120]  Liquid Zeolite is so powerful it was used to clean up contamination in Chernobyl. Yet so gentle, you won't even know you're taking it.
[2:23:40.120 --> 2:23:46.120]  Liquid Zeolite comes with a money back guarantee, but is only available at RestoreYourHealthNow.com.
[2:23:46.120 --> 2:24:01.120]  Learn how to get free bottles of Liquid Zeolite by calling 800-880-9976 or go to RestoreYourHealthNow.com.
[2:24:16.120 --> 2:24:19.120]  Dan Cofall is our guest. We'll be with us until about 40 after.
[2:24:19.120 --> 2:24:28.120]  Look at this headline. Iran moolas to sue U.S. over terror acts. They claim that United States troops are inside the country.
[2:24:28.120 --> 2:24:34.120]  Funny, I remember five years ago Bush admitted they had four groups out of Iraq attacking Iran inside and admitted it.
[2:24:34.120 --> 2:24:38.120]  So why sue over something the White House admits is going on?
[2:24:38.120 --> 2:24:44.120]  But are those really U.S. commandos is the question? We'll ask Dan what he thinks of that coming up here in just a moment.
[2:24:44.120 --> 2:24:49.120]  But right now, I appreciate everybody holding. Let's go through some of your phone calls here.
[2:24:49.120 --> 2:24:54.120]  This lady was on briefly earlier, but I had to go to breaks. I brought her back. She had a couple points she wanted to make.
[2:24:54.120 --> 2:24:56.120]  Janice, go ahead.
[2:24:56.120 --> 2:25:02.120]  Hi, Alex. Yes, I've been looking through my notes about the dates and the appropriations.
[2:25:02.120 --> 2:25:09.120]  We were talking about the appropriations hearing where she wants to build the threat fusion centers all over.
[2:25:09.120 --> 2:25:15.120]  Yeah, Kathleen Sebelius wants health threat fusion centers.
[2:25:15.120 --> 2:25:23.120]  Right, but she also in that meeting wants to merge the Health Department of Health and Human Services with the DOD.
[2:25:23.120 --> 2:25:28.120]  Tom Harkin tells her, sorry, lady, you're getting your food safety bill.
[2:25:28.120 --> 2:25:35.120]  The FDA are already underfunded and overworked, so they're not going to be able to deal with it, so you're getting what you want.
[2:25:35.120 --> 2:25:42.120]  But you know how they got it, though. He just signed an executive order for the rural councils, which is under Department of Defense now.
[2:25:42.120 --> 2:25:50.120]  So that Department of Defense is going to make sure you got your animal ID, premises ID, and the game wardens, they've tripled and quadrupled.
[2:25:50.120 --> 2:25:56.120]  They're now going to be your commissar, Minder, and there's nothing more a lot of them love than slapping the citizens around.
[2:25:56.120 --> 2:26:01.120]  Let's get our guest comment on that.
[2:26:01.120 --> 2:26:06.120]  You know, I don't follow that, Alex, as close as you guys do. Honestly, I don't.
[2:26:06.120 --> 2:26:20.120]  Well, how creepy is the Department of Defense now itself is under FEMA domestically, but it's going to enforce the food safety premises, safety animal ID, and basically use federalized game wardens harassing you.
[2:26:20.120 --> 2:26:28.120]  All I know is that it's 1984 all over again. Nothing surprises me, and that's bad because I'm a victim of the desensitization.
[2:26:28.120 --> 2:26:32.120]  Like everybody else is, I know what's happening, and I can't stop being desensitized.
[2:26:32.120 --> 2:26:39.120]  Well, anybody wants to know why they've doubled, tripled, or quadrupled Bureau of Land Management, Forest Service, and your local game wardens?
[2:26:39.120 --> 2:26:46.120]  They're not going to treat you like scum because you got a deer rifle and, you know, didn't fill out a form right and take you to jail and take your truck and everything.
[2:26:46.120 --> 2:26:53.120]  They find one premises animal ID problem out of their way, and it's all executive orders, not even law.
[2:26:53.120 --> 2:27:00.120]  I mean, this is the new rural commasars, and God help this country.
[2:27:00.120 --> 2:27:04.120]  They are just on power trips, and it makes me want to throw up.
[2:27:04.120 --> 2:27:06.120]  Janice, what was your other point you wanted to make?
[2:27:06.120 --> 2:27:14.120]  Okay, I found the date. It's 1110 that she makes this big speech with the bragging about how she got FEMA on board.
[2:27:14.120 --> 2:27:24.120]  She says that FMAPs were built in Jobsville. She and President have already activated HEAT. That's the healthcare enforcement action team, and they have the...
[2:27:24.120 --> 2:27:32.120]  No, no, no. I saw it. Listen, I saw it at the time, and that's why when you called, I said, please dig up the date on the C-SPAN website, because I remember this.
[2:27:32.120 --> 2:27:41.120]  And now I remember her not getting it, so they said it doesn't matter. Obama will just sign the Rural Affairs Council that's under FEMA and Department of Defense.
[2:27:41.120 --> 2:27:47.120]  I appreciate your call. Amazing information. My God, it just gets crazier by the minute. I haven't helped this country.
[2:27:47.120 --> 2:27:53.120]  Let's go ahead and talk to Otter in mass. You're on the air with our guests. Go ahead.
[2:27:53.120 --> 2:27:54.120]  Can hear.
[2:27:54.120 --> 2:27:55.120]  Yes, sir. Welcome.
[2:27:55.120 --> 2:28:03.120]  Good show. Hard to follow. Quite a list today. It's been quite a run with the money bomb.
[2:28:03.120 --> 2:28:10.120]  I'd love to have seen more action, but I believe it's still coming. We're putting the energy into it.
[2:28:10.120 --> 2:28:28.120]  I'm here to plant seeds. I can't comment to the many intellect that you bring up, though I will say that Mike Adams is a tremendous asset in bringing the female into listening to your show.
[2:28:28.120 --> 2:28:35.120]  Women love him. You know how the maternal energies have served humanity.
[2:28:35.120 --> 2:28:36.120]  Yes.
[2:28:36.120 --> 2:28:41.120]  He speaks to them.
[2:28:41.120 --> 2:28:48.120]  Dry eyes. How are those bohemian groves going to get their fresh lobsters in from Maine? That's a lot more effort.
[2:28:48.120 --> 2:29:10.120]  Harp, when the day comes that you're doing talk about Harp, given that the systems are still working and that life continues, 1339, the sun, solar flare, everything else that's going on. If those things all allow us, I'll call back at that time. I've got several hundred patents through patent searches, which will lay us into that.
[2:29:10.120 --> 2:29:25.120]  I think maybe one of the most important things that I've wanted to do in a long time, you may know, a letter written to William Elkin, Abraham Lincoln, probably the last thing written by him.
[2:29:25.120 --> 2:29:37.120]  I see in the near future a crisis approaches that endures me and causes me to tremble for the safety of my country. As a result of the war, corporations have been enthroned.
[2:29:37.120 --> 2:29:51.120]  I tell you what, stay there. I want you to finish that Abraham Lincoln quote. We actually have that in Fall of the Republic. I want you to finish that quote and we'll get the take of our guest on it, get a couple other issues dealing with Iran.
[2:29:51.120 --> 2:30:03.120]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[2:30:03.120 --> 2:30:10.120]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[2:30:10.120 --> 2:30:15.120]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[2:30:15.120 --> 2:30:21.120]  I've turned a memory's influence on our president in Congress and they really are calling the shots.
[2:30:21.120 --> 2:30:26.120]  I think it's incumbent upon all of us as American citizens to pay attention.
[2:30:26.120 --> 2:30:36.120]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[2:30:36.120 --> 2:30:43.120]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches and the Congress is saying, who do we make the check out to?
[2:30:43.120 --> 2:30:50.120]  Today seems like nobody does care. And right now in Washington DC, we have seen a fall of the Republic.
[2:30:50.120 --> 2:31:01.120]  Get your copy of Fall of the Republic on DVD at infowars.com. We're watching online right now in super high quality at prisonplanet.tv.
[2:31:21.120 --> 2:31:28.120]  Their holiday gift and family pack started $99 or a 16 day supply.
[2:31:28.120 --> 2:31:35.120]  All their five week supply of quick and easy to fix meals includes a personal backpack in case of a grab and go emergency.
[2:31:35.120 --> 2:31:41.120]  Order their combo gift pack and you'll save hundreds plus get free shipping on your entire order.
[2:31:41.120 --> 2:31:51.120]  Call eFoods today at 800-409-5633 or visit them online at eFoodsDirect.com forward slash Alex to find the special.
[2:31:51.120 --> 2:32:11.120]  That's 800-409-5633 or eFoodsDirect.com forward slash Alex. You can bet your life on eFoods Direct.
[2:32:22.120 --> 2:32:29.120]  You see, he predicted the collapse of GM, Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[2:32:29.120 --> 2:32:32.120]  In fact, Barron's called his work a dire prophecy.
[2:32:32.120 --> 2:32:39.120]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye opener.
[2:32:39.120 --> 2:32:43.120]  I can't stress this enough. You should at least watch this free video online today.
[2:32:43.120 --> 2:32:48.120]  He explains everything you need to know, including simple steps you can take to protect yourself.
[2:32:48.120 --> 2:32:55.120]  You can find the video at www.EndofAmerica3.com. That's End of America, the number 3.com.
[2:32:55.120 --> 2:33:22.120]  Watch the free video at www.EndofAmerica3.com. That's End of America, the number 3.com.
[2:33:22.120 --> 2:33:26.120]  Alright, I wanted to finish up with our guest because he really is a great financial mind.
[2:33:26.120 --> 2:33:30.120]  He was taught it in college as well, but actually lived it in business.
[2:33:30.120 --> 2:33:40.120]  What he sees happening with the debt crisis in Europe, we told you that every time one country is bankrupted, the next country will be bankrupted.
[2:33:40.120 --> 2:33:46.120]  Because the derivatives they've signed on to, the sovereign debt, the welfare system, there's no way to pay it back.
[2:33:46.120 --> 2:33:54.120]  And we're talking about the rest of Europe compared to Greece, at least being 100 times conservatively the debt.
[2:33:54.120 --> 2:33:59.120]  So when you hear it's all about Greece, that's just the scapegoat. We're going to get his take on that briefly.
[2:33:59.120 --> 2:34:05.120]  And also what's happening with Iran, going back to Otter in mass.
[2:34:05.120 --> 2:34:20.120]  Otter, you were reading that famous letter from the president right before he was killed and the fact that he didn't want to allow these corporations to basically take over the government.
[2:34:20.120 --> 2:34:23.120]  And of course that was Abraham Lincoln. Go ahead and read the quote now.
[2:34:23.120 --> 2:34:45.120]  You did hit right on it. William Lincoln, last letter supposedly from Lincoln to anyone. The power of the country will endeavor to prolong its reign by working upon the prejudices of the people until all wealth is aggregated in a few hands and the republic is destroyed.
[2:34:45.120 --> 2:34:54.120]  I feel at this moment more anxiety for the society, the safety of my country than ever before, even amidst the war.
[2:34:54.120 --> 2:35:01.120]  I think that politics is based in duality. I think there's no, there's no...
[2:35:01.120 --> 2:35:09.120]  Hold on. You were kind of paraphrasing him. He said the money power. I mean, the full quote is really powerful, but that was part of it.
[2:35:09.120 --> 2:35:12.120]  Sound like you were going from memory on that. Go ahead and make your last point. I'm sorry.
[2:35:12.120 --> 2:35:22.120]  No, I'm sorry. You are correct. In the money power of the country, I started at a different point than I stopped. I'm not a young man like you.
[2:35:22.120 --> 2:35:30.120]  Hey, Otter, you're awesome. You're awesome. I wasn't criticizing you. I just, I just know that's a real quote. I went and looked it up. But finish your point about duality.
[2:35:30.120 --> 2:35:43.120]  Paradox. It lies through law. It lies through the dissemination, MSM, you name it. We're kind of an amorphous jail at this point in time. We're not the first world nation.
[2:35:43.120 --> 2:35:51.120]  We're not a third world nation, but whoever speaks of a second where we live is somewhere in between. And that's why I mentioned Mike Adams.
[2:35:51.120 --> 2:35:59.120]  We need to get more people awake. We need to get more people unafraid to put an infowards bumper sticker around Paul bumper sticker.
[2:35:59.120 --> 2:36:04.120]  You are saying so much. It was so powerful.
[2:36:04.120 --> 2:36:18.120]  Well, Otter, I appreciate that call. What Otter is saying is true. The system wants a chilling effect. It wants to intimidate everybody so that we just sit back and then let the system kind of organize its own revolution that calls for collectivism and more of the same.
[2:36:18.120 --> 2:36:31.120]  If you don't want to live under a collectivist socialist system on the bottom with a fascist system on top, if you don't want to live under that crony capitalist anti-free market system, now is the time to get aggressive, folks.
[2:36:31.120 --> 2:36:36.120]  Now is the time to get involved because people are ready to listen right now. What's your take on that, Dan?
[2:36:36.120 --> 2:36:56.120]  I think that's exactly right. If shows like yours don't get the message out and people listen to you worldwide, listen to our show also. If we can't get messages out to people to say now is the time because every day that slips by is a day further and further that we see control to a government that is absolutely not representing our best wishes anymore
[2:36:56.120 --> 2:37:06.120]  and it hasn't been for quite some time. Now is the time. We've got elections coming up. You can't get that message out more strongly. People always say, what can they do as Americans? You can do what you and I are doing.
[2:37:06.120 --> 2:37:24.120]  We can go out and do radio shows and try to affect other people and hopefully bring them around and give them the facts to work off of. But people have to get off of their butts and get involved and not be afraid to express an opinion, not be intimidated by folks that were on that train, not be intimidated by the TSA or FEMA or others.
[2:37:24.120 --> 2:37:32.120]  And they're going to be good citizens that get swept up and that lose initially. But ultimately, if we don't do it now, we'll never have a chance to do it.
[2:37:32.120 --> 2:37:40.120]  Well, the thing is, they're training us that we're prisoners and the system has dealt with criminals so long they basically have caught fleas.
[2:37:40.120 --> 2:37:56.120]  And by that, I mean, where the law enforcement meets the road, they treat everybody now, including little old ladies like absolute criminal scum. And the truth is, if you want to play this guilty until proven innocent game, government statistically is a lot more corrupt than the average citizen.
[2:37:56.120 --> 2:38:08.120]  So you're the ones that have something to hide. How about we come search you? How about we come in your house without a warrant? Oh, no. No, no, no. We don't want that. That's national security to let you operate.
[2:38:08.120 --> 2:38:19.120]  Now, I want to get to some more calls here, but let's talk about Iran. Iran has come out and said that the, in fact, here's PressTV, the official media agency of Iran.
[2:38:19.120 --> 2:38:31.120]  Iran has come out and they say that they're going to sue the U.S. government for staging terror attacks inside Iran. And they're going to the U.N. Security Council with that information.
[2:38:31.120 --> 2:38:46.120]  We know Israel and the U.S. launched the Stuxnet. What is your view and your take on that? And then I want to get back briefly into hyperinflation. What it generally looks like in Argentina, in Zimbabwe, in Weimar, Germany?
[2:38:46.120 --> 2:39:01.120]  Well, I think briefly, I think it's within the realm of reason to assume that the U.S. is operating anywhere it wants to operate and that other countries that have the U.S. capability can operate where they want to operate. Is it rational to assume they're operating in Iran? Absolutely.
[2:39:01.120 --> 2:39:11.120]  Is it rational to assume that they've already maybe done some significant damage in Iran? Absolutely. Iran wouldn't be bringing this up right now if damage hadn't already been done.
[2:39:11.120 --> 2:39:18.120]  The question now becomes, if enough damage has been done inside of Iran, then what's the purpose of proceeding forward with actions against Iran?
[2:39:18.120 --> 2:39:30.120]  Because obviously, once you start a significant conflict and dragging other parties, your comments earlier were exactly right. That's a whole new ballgame.
[2:39:30.120 --> 2:39:36.120]  If you can keep it below the radar and you can keep it out of the mainstream conflict, I think you'd be doing much better.
[2:39:36.120 --> 2:39:42.120]  So the question is, is damage being done inside Iran right now? I think the answer is absolutely yes.
[2:39:42.120 --> 2:39:50.120]  Well, Iran says it's happening. They say their facilities are being attacked, but I would think Israel would be the one doing that, not the U.S.
[2:39:50.120 --> 2:39:54.120]  You know, that would be as good a bet as anything else would be.
[2:39:54.120 --> 2:40:09.120]  Continuing here, what are you hearing from your sources? Because I know you do open source intelligence for government with your group on one of your side businesses.
[2:40:09.120 --> 2:40:25.120]  I mean, from what I've seen, Netanyahu's there saying, give me the green light, and a lot of people in the Israeli power structure are saying, you just want to do that for political expediency, and some are saying Obama may want that as a distraction from the energy company scams.
[2:40:25.120 --> 2:40:34.120]  The Drudge Report is talking about Obama's Nixon moment refusing congressional subpoenas. I mean, what scuttlebutt are you hearing?
[2:40:34.120 --> 2:40:47.120]  Well, if you need to wag the dog moment, and I've talked about this, this would be the perfect wag the dog moment. If a few minutes in the media doesn't stick longer than it is, then Obama's going to need something as a distraction.
[2:40:47.120 --> 2:40:53.120]  It's work for presidents in the past. It'll work in the future. You've got to wag the dog moment coming up here.
[2:40:53.120 --> 2:41:00.120]  I think the U.S. has said to Israel and said to the world, if you act, you're acting unilaterally, which wouldn't be true, but the U.S. is trying to distance themselves from it.
[2:41:00.120 --> 2:41:08.120]  I think the stage has been set. I think the president has given Israel the permission to use the airspace it needs to use.
[2:41:08.120 --> 2:41:18.120]  And if they take it public and make this a much more glamorous event, a bigger event, then I think Israel is ready to go as soon as they corral and get their own people on board.
[2:41:18.120 --> 2:41:23.120]  All their people in Israel are not on board with attacking Iran, and that's what Netanyahu is working hard at right now.
[2:41:23.120 --> 2:41:35.120]  Well, generally, Israel doesn't go around getting everybody in line. Some have said this is theater to make it look like deliberation, or they can hang in around Netanyahu's head if it doesn't go well.
[2:41:35.120 --> 2:41:43.120]  And I think there's some of that, but Israel doesn't normally behave like this from what I've watched. This looks like he is having to corral people.
[2:41:43.120 --> 2:41:58.120]  He's trying to corral his own citizens, and I think he really wants a consensus with inside of Israel. And I believe that's true, that not everybody in Israel is a big fan of creating what could escalate very quickly into something that might not be controllable.
[2:41:58.120 --> 2:42:08.120]  I don't think it will escalate into that. I think any action Israel takes will not be as open and overt and as major as everybody's speaking about.
[2:42:08.120 --> 2:42:13.120]  Oh, so just the covert operations, not bombing of the facilities?
[2:42:13.120 --> 2:42:23.120]  I'm just giving you my opinion, and it's worth exactly what you're paying for it right now, because I think that it will happen sooner rather than later, but I think it will be very controlled.
[2:42:23.120 --> 2:42:32.120]  And it will be more to send a message than it will be to destroy more than the facilities they're going after, but certainly not going after the country in general.
[2:42:32.120 --> 2:42:38.120]  And that's because it would probably turn the Iranian people against the West, right?
[2:42:38.120 --> 2:42:45.120]  Sure, and there's no reason to go after the Iranian people in general, and that would turn the tide against Israel now and in the future.
[2:42:45.120 --> 2:42:53.120]  In any pinpoint attacks, at least you can say, I took a position and I controlled my actions.
[2:42:53.120 --> 2:43:02.120]  Well, I'll tell you, it certainly doesn't help people at their barbecue joints saying, let's play cowboys and Iranians.
[2:43:02.120 --> 2:43:05.120]  I like that one. That's good.
[2:43:05.120 --> 2:43:08.120]  You know that's a takeoff of a really racist joke.
[2:43:08.120 --> 2:43:13.120]  Yes, I do know that. I was hoping we're going to go through the whole joke.
[2:43:13.120 --> 2:43:20.120]  Yeah, I think that that's right. We'll see something sooner rather than later. I think the president needs it sooner.
[2:43:20.120 --> 2:43:32.120]  I don't think you can keep. I don't think Iran, excuse me, Israel can raise this level of concern and angst in the world for so long and then let it go by the wayside.
[2:43:32.120 --> 2:43:38.120]  They made a mistake a couple of years ago, and I don't think they're going to make that same mistake again.
[2:43:38.120 --> 2:43:49.120]  Yeah, well, here's the deal. The New World Order is playing cowboys with the American people through the food, the water, the culture, these rural affairs committees, this rural affairs office.
[2:43:49.120 --> 2:43:59.120]  This is the total corporate takeover of America and the world, not by some friendly western group either. This is globalist and it's cancer.
[2:43:59.120 --> 2:44:09.120]  It is. And as you tell your folks on the show every day, the more you sit back, the more you sit back in your complacent and take this, the greater the intimidation factor is going to be.
[2:44:09.120 --> 2:44:18.120]  And then one day you won't have the strength to do it. I think people need to stand up now. They can still change the U.S. through the voting booth, but they may not be able to do that years down the road.
[2:44:18.120 --> 2:44:26.120]  Well, there's no doubt government knows the people are awake and are trying to build up this giant propaganda as well as physical force against the people.
[2:44:26.120 --> 2:44:37.120]  And I hope we're not a nation of cowards. I hope that it has the effect it's had on me to make me get angry and motivated and focused to resist this.
[2:44:37.120 --> 2:44:49.120]  But in the final equation, we don't even need 10% of the public to defeat tyranny. So people shouldn't get demoralized by the furniture, by the sheeple, by the people that are too weak minded to realize what's happening.
[2:44:49.120 --> 2:44:56.120]  All we need is a motivated minority, as Thomas Jefferson said, to set brush fires in the minds of men and women everywhere.
[2:44:56.120 --> 2:45:08.120]  Well, you were able to do that up here in Dallas when you had your protest about the Fed and the Fed. It was a tremendous thing. A lot of Ron Paul supporters were there. You'd asked me about Ron Paul earlier.
[2:45:08.120 --> 2:45:21.120]  I have a lot of respect for Ron Paul. I think that he has many, many, many good ideas. This is the one area that you and I may have a little disagreement on is when he starts talking about winding back the military and bringing them back within our own borders.
[2:45:21.120 --> 2:45:28.120]  I'm not comfortable yet with that with Ron Paul, but as far as financially, as far as constitutionally, Paul's are just absolutely a great candidate.
[2:45:28.120 --> 2:45:31.120]  Dan Cofall, we'll talk to you again soon. Thanks for spending time with us.
[2:45:31.120 --> 2:45:34.120]  Always a pleasure, Alex. Thank you so much. Look forward to having you on our show.
[2:45:34.120 --> 2:45:37.120]  You bet. Look forward to doing it in a popular show up there in Dallas.
[2:45:37.120 --> 2:45:46.120]  Okay, listen, I'm going to overdrive whatever has to happen. I'm going to get to Matt. I'm going to get to Frank. Frank's actually ahead of Matt.
[2:45:46.120 --> 2:45:51.120]  No, no, it's Matt and then Frank and then others. I'll get to George, Steve, Steve and others.
[2:45:51.120 --> 2:45:57.120]  But I briefly wanted to bring Ted Anderson up here to talk about what's happening in global markets.
[2:45:57.120 --> 2:46:07.120]  Ted, we told people that as soon as they quote bailed out Greece, that they would start imploding Italy and then Spain and Portugal, which have much greater debts.
[2:46:07.120 --> 2:46:12.120]  And that American taxpayers are going to pay for a lot of this. I mean, this is insane, Ted.
[2:46:12.120 --> 2:46:15.120]  Look what's happening with the markets right now. Ted, tell us what's going on.
[2:46:15.120 --> 2:46:28.120]  Yeah, right now, gold is at $17.93, $38.90, hit a high today of $17.94, silver right now at $35.02, hitting a high today of $35.04.
[2:46:28.120 --> 2:46:37.120]  It's been a hot market right now, Alex. You're right about that. The Greeks are protesting probably as they should because the bailout is for the banks.
[2:46:37.120 --> 2:46:40.120]  It's not for the government. It's not for the people.
[2:46:40.120 --> 2:46:47.120]  There are a lot of banks that have their hind ends on the line here and they're trying to get the people to pay it off through taxation.
[2:46:47.120 --> 2:46:53.120]  And you better believe it. It's coming right here to the United States next. And you can already see that happening.
[2:46:53.120 --> 2:47:01.120]  I mean, these banks have become predators. And the creation of money is just destroying the savings of the people.
[2:47:01.120 --> 2:47:10.120]  It's predatory. It's wrong. And gold is showing the result of it right now because we almost have $1800 gold today.
[2:47:10.120 --> 2:47:18.120]  And by the way, Ted, I should point out that you're joining us via video Skype, by the way, and it looks great. Please continue.
[2:47:18.120 --> 2:47:22.120]  Yeah, no, just right now. I mean, I was reading David Levinstein's little quote here.
[2:47:22.120 --> 2:47:35.120]  He just says, as far as I'm concerned, corrupt governments that engage in the reckless spending in the banks and the financial institutions that defraud, lie, deceive their own customers and our financial predators.
[2:47:35.120 --> 2:47:43.120]  And it just goes on to saying that, you know, just what I said, it's destroying the savings of the people. It's ruining life for the middle class.
[2:47:43.120 --> 2:47:52.120]  It's just, just like Ron Paul says, just like we've been saying, you know, that bailout going on in Greece is just the tip of the iceberg.
[2:47:52.120 --> 2:48:00.120]  Gold sitting here at $1793.90 is just a reflection of that. The United States dollar is going to continue to drop.
[2:48:00.120 --> 2:48:05.120]  And that's why I think it's so very important that people get involved in gold and silver.
[2:48:05.120 --> 2:48:23.120]  Your idea of that American dream video and for me to get the opportunity to put two silver dollars in there, deliver that to people for $73, which is well below the cost to get it to people so they can become aware, get a little bit of education of exactly what's going on.
[2:48:23.120 --> 2:48:33.120]  That's what this is about. I mean, you have these protests going on out in Greece and we have these protests going on out here in Wall Street, New York.
[2:48:33.120 --> 2:48:43.120]  Obviously, these people don't know the full story and what they need to have is they need to have a seed to be planted in the minds of the people so we can get back to true patriotism.
[2:48:43.120 --> 2:48:57.120]  Yeah, just to be clear, you were going to have to go up as silver goes up soon. A few weeks ago, $73, two silver dollars. That's basically at cost than the free DVD about the banker takeover its history and the book, Mark Dice's book, all of that free on top of it.
[2:48:57.120 --> 2:49:00.120]  One of the two silver dollars now with the free video and book.
[2:49:00.120 --> 2:49:10.120]  Well, I'm still doing them right now at $73, Alex, but you got to realize if you broke all that apart and just bought them individually, you'd be paying well over $100 for the whole package.
[2:49:10.120 --> 2:49:20.120]  But shipping the whole thing, we're still doing it for $73. And the reason why I'm doing it, it does lose money flat out. There's no way that you can make money at this dollar level.
[2:49:20.120 --> 2:49:31.120]  However, it gets the message to the people, plus also, I'm just so revved up to see what happened with your money bomb. I mean, what a great way to support the movement and what's, you know, the whole thing.
[2:49:31.120 --> 2:49:40.120]  And by the way, I should tell folks they can still donate at infowarsmoneybomb.com and until sometime tomorrow afternoon, we're going to keep restreaming that 27 hours with all those guests.
[2:49:40.120 --> 2:49:54.120]  If anybody missed the David Icke, the Fritz Springmeyer, the George Norrie, all of it. By the way, I will be on for three hours tonight, three hours with George Norrie, three hours of the show this evening.
[2:49:54.120 --> 2:50:04.120]  So very, very exciting about that. Coast2CoastAM.com. John, it teds on with us, the boss. We'll skip this network break as we can continue talking to folks.
[2:50:04.120 --> 2:50:10.120]  I am horrible about skipping breaks, but that's the only way I can finish the show and then try to get to your phone calls and hit all this news.
[2:50:10.120 --> 2:50:20.120]  Ted, we never really toot our horns properly. Everything we talked about is coming true. The Vatican, and again, we got a lot of friends that are Catholic, friends that are Baptist, friends that are whatever.
[2:50:20.120 --> 2:50:28.120]  I'm not bashing Catholics here, but I mean, the main Vatican Council did come out and call for a global government, a global bank.
[2:50:28.120 --> 2:50:39.120]  You've got all these major institutions calling for it. Time Magazine Newsweek, because they're telling them the solution to all the world's crises is a new bank of the world.
[2:50:39.120 --> 2:50:46.120]  Well, it's a new bank of the world run by the very same banks. World government is now out of the open. It's exactly what we said it would be.
[2:50:46.120 --> 2:51:00.120]  We told people when gold was $265 an ounce to buy it, and we told you when it hit $2,000, it might go back down, but overall it would only go back up because they're globally devaluing all major currencies in concert.
[2:51:00.120 --> 2:51:12.120]  And the G20 calls it this coordinated devaluation, and you just heard the businessman and professor on earlier talking about hyperinflation down the road before we go into the real depression.
[2:51:12.120 --> 2:51:21.120]  Folks, you think it's bad now. I'm not trying to scare you. This is a fact. The government knows what they've done. Gold and silver is one of the best hedges there is.
[2:51:21.120 --> 2:51:27.120]  I don't buy it as an investment, though it's been the best bar none across the board investment of the last decade.
