[00:00.000 --> 00:02.000]  You've got it
[01:26:59.360 --> 01:27:01.360]  is is using
[01:27:01.360 --> 01:27:03.360]  using us against
[01:27:03.360 --> 01:27:05.360]  each other I mean they're trying to
[01:27:05.360 --> 01:27:07.360]  pretty much make a civil war
[01:27:07.360 --> 01:27:09.360]  on purpose yeah they make it super sexy
[01:27:09.360 --> 01:27:11.360]  to torture super sexy
[01:27:11.360 --> 01:27:13.360]  to have checkpoints and then
[01:27:13.360 --> 01:27:15.360]  it's all about al-qaeda and meanwhile
[01:27:15.360 --> 01:27:17.360]  none of it's about al-qaeda behind the scenes
[01:27:17.360 --> 01:27:19.360]  Josh good to hear from you just tell your friend
[01:27:19.360 --> 01:27:21.360]  enjoy himself then okay
[01:27:21.360 --> 01:27:23.360]  just tell him enjoy everything that happens
[01:27:23.360 --> 01:27:25.360]  Virgil in Nevada you're on the air go ahead
[01:27:27.360 --> 01:27:29.360]  Hi Alex, good afternoon
[01:27:29.360 --> 01:27:31.360]  good afternoon Info Warriors nationwide
[01:27:31.360 --> 01:27:33.360]  I've been wanting to share
[01:27:33.360 --> 01:27:35.360]  an idea on the broadcast for some time
[01:27:35.360 --> 01:27:37.360]  now maybe let let me know what you think
[01:27:37.360 --> 01:27:39.360]  and if it'll work or not
[01:27:39.360 --> 01:27:41.360]  and that is what if we were
[01:27:41.360 --> 01:27:43.360]  to similar how you do the
[01:27:43.360 --> 01:27:45.360]  Google bombs go after
[01:27:45.360 --> 01:27:47.360]  pro-new world
[01:27:47.360 --> 01:27:49.360]  NWO globalist corporations
[01:27:49.360 --> 01:27:51.360]  that have an A plus rating with the
[01:27:51.360 --> 01:27:53.360]  Better Business Bureau and file complaints
[01:27:53.360 --> 01:27:55.360]  My only issue
[01:27:55.360 --> 01:27:57.360]  is that you'd have to have a real grievance
[01:27:57.360 --> 01:27:59.360]  with them to file the complaint
[01:27:59.360 --> 01:28:01.360]  I mean I know
[01:28:01.360 --> 01:28:03.360]  it's a war but I don't ever resort
[01:28:03.360 --> 01:28:05.360]  to I'm not saying you're saying this
[01:28:05.360 --> 01:28:07.360]  to any dark side tactics
[01:28:07.360 --> 01:28:09.360]  or deception because that only gives the enemy
[01:28:09.360 --> 01:28:11.360]  power you may get results with
[01:28:11.360 --> 01:28:13.360]  lies up front that always manifests
[01:28:13.360 --> 01:28:15.360]  in some other greater more evil way
[01:28:15.360 --> 01:28:17.360]  I see
[01:28:17.360 --> 01:28:19.360]  well I was thinking Coca-Cola
[01:28:19.360 --> 01:28:21.360]  if we could maybe go after
[01:28:21.360 --> 01:28:23.360]  them and
[01:28:23.360 --> 01:28:25.360]  regards to
[01:28:25.360 --> 01:28:27.360]  they are in the Better Business Bureau
[01:28:27.360 --> 01:28:29.360]  and have an A plus rating and I have
[01:28:29.360 --> 01:28:31.360]  this I know this
[01:28:31.360 --> 01:28:33.360]  if you went blind from their
[01:28:33.360 --> 01:28:35.360]  aspartame in their drinks which the studies show it does
[01:28:35.360 --> 01:28:37.360]  then you could file a complaint on them
[01:28:37.360 --> 01:28:39.360]  that's a good idea
[01:28:39.360 --> 01:28:41.360]  Coca-Cola funding globalist
[01:28:41.360 --> 01:28:43.360]  occupation worldwide in Terany
[01:28:43.360 --> 01:28:45.360]  which they do and open borders
[01:28:45.360 --> 01:28:47.360]  then I would file a complaint on them for that
[01:28:47.360 --> 01:28:49.360]  now that's a good idea, Virgil anything else
[01:28:49.360 --> 01:28:51.360]  absolutely I just like the
[01:28:51.360 --> 01:28:53.360]  bombarded corporations worldwide
[01:28:53.360 --> 01:28:55.360]  you know I got a point on that
[01:28:55.360 --> 01:28:57.360]  we come back and then more of your calls
[01:28:57.360 --> 01:28:59.360]  and then Ron Paul stay with us
[01:29:01.360 --> 01:29:03.360]  Hundreds of nations have fallen
[01:29:03.360 --> 01:29:05.360]  to Terany in the last century alone
[01:29:05.360 --> 01:29:07.360]  this is our last chance
[01:29:07.360 --> 01:29:09.360]  to not relive history
[01:29:09.360 --> 01:29:11.360]  as we're finishing off this agenda
[01:29:11.360 --> 01:29:13.360]  they'll be pulling the rug from underneath the Americans
[01:29:13.360 --> 01:29:15.360]  at home
[01:29:15.360 --> 01:29:17.360]  I've turned a tremendous influence on our president
[01:29:17.360 --> 01:29:19.360]  in Congress and they really
[01:29:19.360 --> 01:29:21.360]  are calling the shots
[01:29:21.360 --> 01:29:23.360]  I think it's incumbent upon all of us
[01:29:23.360 --> 01:29:25.360]  as American citizens to pay attention
[01:29:25.360 --> 01:29:27.360]  for the republic identifies
[01:29:27.360 --> 01:29:29.360]  the enemies of our nation
[01:29:29.360 --> 01:29:31.360]  the criminal offshore cartel
[01:29:31.360 --> 01:29:33.360]  hell bent on destroying sovereignty
[01:29:33.360 --> 01:29:35.360]  and on its ashes constructing world government
[01:29:35.360 --> 01:29:37.360]  Tim Geithner, Bernanke, and Arsonists
[01:29:37.360 --> 01:29:39.360]  they're asking for more matches
[01:29:39.360 --> 01:29:41.360]  and the Congress is saying who do we make the checkout to
[01:29:41.360 --> 01:29:43.360]  today seems like nobody does care
[01:29:43.360 --> 01:29:45.360]  and right now in Washington D.C.
[01:29:45.360 --> 01:29:47.360]  we have seen
[01:29:47.360 --> 01:29:49.360]  a fall of the republic
[01:29:49.360 --> 01:29:51.360]  yet your copy of fall of the republic
[01:29:51.360 --> 01:29:53.360]  on DVD at infowars.com
[01:29:53.360 --> 01:29:55.360]  we're watching online right now
[01:29:55.360 --> 01:29:57.360]  in super high quality
[01:29:57.360 --> 01:30:07.360]  at prisonplanet.tv
[01:30:27.360 --> 01:30:29.360]  off the grid
[01:30:29.360 --> 01:30:31.360]  by going to offthegridchristmas.com
[01:30:31.360 --> 01:30:33.360]  where you'll find our new Christmas video
[01:30:33.360 --> 01:30:35.360]  featuring an amazing assortment of truly hard to get gifts
[01:30:35.360 --> 01:30:37.360]  gifts you simply won't find in stores
[01:30:37.360 --> 01:30:39.360]  these are gifts that can help anyone on your list
[01:30:39.360 --> 01:30:41.360]  become better prepared for the hard times ahead
[01:30:41.360 --> 01:30:43.360]  and here's the best part
[01:30:43.360 --> 01:30:45.360]  prices have been slashed until December 15th
[01:30:45.360 --> 01:30:47.360]  this year, opt out of the lines
[01:30:47.360 --> 01:30:49.360]  you won't get fined
[01:30:49.360 --> 01:30:51.360]  you'll get great discounts on all kinds of off the grid gear
[01:30:51.360 --> 01:30:53.360]  by going to offthegridchristmas.com
[01:30:53.360 --> 01:30:55.360]  go to offthegridchristmas.com
[01:30:55.360 --> 01:30:57.360]  that's offthegridchristmas.com
[01:31:25.360 --> 01:31:27.360]  this is America's biggest mall owner
[01:31:27.360 --> 01:31:29.360]  general growth properties
[01:31:29.360 --> 01:31:31.360]  in fact Barron's called his work a dire prophecy
[01:31:31.360 --> 01:31:33.360]  recently he created a video
[01:31:33.360 --> 01:31:35.360]  which you can watch online for free
[01:31:35.360 --> 01:31:37.360]  detailing his biggest and most important prediction yet
[01:31:37.360 --> 01:31:39.360]  and it's a real eye opener
[01:31:39.360 --> 01:31:41.360]  I can't stress this enough
[01:31:41.360 --> 01:31:43.360]  you should at least watch this free video online today
[01:31:43.360 --> 01:31:45.360]  he explains everything you need to know
[01:31:45.360 --> 01:31:47.360]  including simple steps you can take to protect yourself
[01:31:47.360 --> 01:31:49.360]  you can find the video at
[01:31:49.360 --> 01:31:51.360]  www.endofamerica3.com
[01:31:51.360 --> 01:31:53.360]  that's endofamerica
[01:31:53.360 --> 01:31:55.360]  hi this is Alex Jones
[01:31:55.360 --> 01:31:57.360]  this holiday season
[01:31:57.360 --> 01:31:59.360]  more than half of our nation
[01:31:59.360 --> 01:32:01.360]  is in need of help
[01:32:01.360 --> 01:32:03.360]  due to the shattered economy
[01:32:03.360 --> 01:32:05.360]  so now is the time to express
[01:32:05.360 --> 01:32:07.360]  the holiday spirit
[01:32:07.360 --> 01:32:09.360]  more than ever
[01:32:09.360 --> 01:32:11.360]  consider helping those you love
[01:32:11.360 --> 01:32:13.360]  with the most important gift
[01:32:13.360 --> 01:32:15.360]  a supply of delicious
[01:32:15.360 --> 01:32:17.360]  easy to fix
[01:32:17.360 --> 01:32:19.360]  and very storable foods
[01:32:19.360 --> 01:32:21.360]  from eFoodsDirect.com
[01:32:21.360 --> 01:32:23.360]  their holiday gift and family pack
[01:32:23.360 --> 01:32:25.360]  started $99
[01:32:25.360 --> 01:32:27.360]  for a 16 day supply
[01:32:27.360 --> 01:32:29.360]  all their 5 week supply
[01:32:29.360 --> 01:32:31.360]  of quick and easy to fix meals
[01:32:31.360 --> 01:32:33.360]  includes a personal backpack
[01:32:33.360 --> 01:32:35.360]  in case of a grab and go emergency
[01:32:35.360 --> 01:32:37.360]  order their combo gift pack
[01:32:37.360 --> 01:32:39.360]  and you'll save hundreds
[01:32:39.360 --> 01:32:41.360]  plus get free shipping on your entire order
[01:32:41.360 --> 01:32:43.360]  call eFoods today at
[01:32:43.360 --> 01:32:45.360]  800-409-5633
[01:32:45.360 --> 01:32:47.360]  or visit them online
[01:32:47.360 --> 01:32:49.360]  at eFoodsDirect.com
[01:32:49.360 --> 01:32:51.360]  for special
[01:32:51.360 --> 01:32:53.360]  that's 800-409-5633
[01:32:53.360 --> 01:32:55.360]  or eFoodsDirect.com
[01:32:55.360 --> 01:32:57.360]  slash Alex
[01:32:57.360 --> 01:32:59.360]  you can bet your life on eFoods Direct
[01:33:01.360 --> 01:33:03.360]  coast to coast
[01:33:03.360 --> 01:33:05.360]  direct from Austin
[01:33:05.360 --> 01:33:21.360]  listening to the Alex Jones Broadcasting Network
[01:33:21.360 --> 01:33:23.360]  I was a highway man
[01:33:23.360 --> 01:33:27.360]  along the coach roads I did ride
[01:33:27.360 --> 01:33:31.360]  with sword and pistol by my side
[01:33:31.360 --> 01:33:33.360]  if you're a new listener
[01:33:33.360 --> 01:33:35.360]  I just want to challenge you
[01:33:35.360 --> 01:33:37.360]  to visit eFoodsDirect.com
[01:33:37.360 --> 01:33:39.360]  we've got an article
[01:33:39.360 --> 01:33:41.360]  headline up there
[01:33:41.360 --> 01:33:43.360]  presidential front runner
[01:33:43.360 --> 01:33:45.360]  says Marshall Law being established in America
[01:33:45.360 --> 01:33:47.360]  and it's got the full interview with Ron Paul
[01:33:47.360 --> 01:33:49.360]  he's going to play part of it
[01:33:49.360 --> 01:33:51.360]  coming up in the next segment
[01:33:51.360 --> 01:33:53.360]  interview I did earlier in the week
[01:33:53.360 --> 01:33:55.360]  a lot of stations that don't pick up the weekday show
[01:33:55.360 --> 01:33:57.360]  pick up the Sunday night show
[01:33:57.360 --> 01:33:59.360]  and so I want people to be able to hear this Ron Paul interview
[01:33:59.360 --> 01:34:01.360]  and I've said it
[01:34:01.360 --> 01:34:03.360]  it's a powerful interview I ever did with him
[01:34:03.360 --> 01:34:05.360]  because he lays it down
[01:34:05.360 --> 01:34:07.360]  and it's been attacked by a bunch of different newspapers
[01:34:07.360 --> 01:34:09.360]  this incredible one
[01:34:09.360 --> 01:34:11.360]  out of the weekly standard says
[01:34:11.360 --> 01:34:13.360]  the company Ron Paul keeps
[01:34:13.360 --> 01:34:15.360]  mean Alex Jones
[01:34:15.360 --> 01:34:17.360]  and I'm going to do more on this tomorrow
[01:34:17.360 --> 01:34:19.360]  on the 11am show
[01:34:19.360 --> 01:34:21.360]  because I just saw this where I went live today
[01:34:21.360 --> 01:34:23.360]  Aaron was up here doing some updating of the news sites
[01:34:23.360 --> 01:34:25.360]  and brought it into me
[01:34:25.360 --> 01:34:27.360]  because there's literally hundreds of articles
[01:34:27.360 --> 01:34:29.360]  including dozens of major newspapers about the interview
[01:34:29.360 --> 01:34:31.360]  take some more calls
[01:34:31.360 --> 01:34:33.360]  and Aaron brought it into me
[01:34:33.360 --> 01:34:35.360]  and I was reading over it
[01:34:35.360 --> 01:34:37.360]  and it says basically
[01:34:37.360 --> 01:34:39.360]  we're insane that we're worried about the military on the streets of America
[01:34:39.360 --> 01:34:41.360]  even though it's already happening in many cases
[01:34:41.360 --> 01:34:43.360]  people pull up to Marine Corps
[01:34:43.360 --> 01:34:45.360]  checkpoints you name it in America
[01:34:45.360 --> 01:34:47.360]  I mean this has been going on for a long time
[01:34:47.360 --> 01:34:49.360]  this is called Brigade Homeland
[01:34:49.360 --> 01:34:51.360]  TSA checkpoints here on the highway
[01:34:51.360 --> 01:34:53.360]  I told you years ago it was going to happen because they said it was
[01:34:53.360 --> 01:34:55.360]  I mean it's like
[01:34:55.360 --> 01:34:57.360]  shut up Coug we're not going to have checkpoints on the highways
[01:34:57.360 --> 01:34:59.360]  but there's a press release by the TSA
[01:34:59.360 --> 01:35:01.360]  about
[01:35:01.360 --> 01:35:03.360]  that's what's so frustrating
[01:35:03.360 --> 01:35:05.360]  and in this weekly standard article
[01:35:07.360 --> 01:35:09.360]  by James Kerchick you see everything
[01:35:09.360 --> 01:35:11.360]  that's wrong with this country
[01:35:11.360 --> 01:35:13.360]  this weird almost schizophrenic craziness
[01:35:13.360 --> 01:35:15.360]  where
[01:35:15.360 --> 01:35:17.360]  there was a couple articles I saw this week in the weekly standard
[01:35:17.360 --> 01:35:19.360]  criticizing the NDAA
[01:35:19.360 --> 01:35:21.360]  saying it puts troops on the streets
[01:35:21.360 --> 01:35:23.360]  and allows us to be secretly arrested
[01:35:23.360 --> 01:35:25.360]  and then there's an article him saying
[01:35:25.360 --> 01:35:27.360]  me and Ron Paul are crazy
[01:35:27.360 --> 01:35:29.360]  it just doesn't work anymore
[01:35:31.360 --> 01:35:33.360]  I mean I remember being told 16 years ago
[01:35:33.360 --> 01:35:35.360]  I was crazy that the Federal Reserve was private
[01:35:35.360 --> 01:35:37.360]  you guys failed on that front
[01:35:37.360 --> 01:35:39.360]  now everybody knows it
[01:35:39.360 --> 01:35:41.360]  you know
[01:35:41.360 --> 01:35:43.360]  your incredible ignorance which I find hard to believe
[01:35:43.360 --> 01:35:45.360]  or your deception isn't working anymore
[01:35:45.360 --> 01:35:47.360]  dinosaur media
[01:35:47.360 --> 01:35:49.360]  you're not the mainstream media anymore
[01:35:49.360 --> 01:35:51.360]  and that's why you want to censor talk radio
[01:35:51.360 --> 01:35:53.360]  and online news
[01:35:53.360 --> 01:35:55.360]  and let me tell you something
[01:35:55.360 --> 01:35:57.360]  you're picking a fight that's waking people up
[01:35:57.360 --> 01:35:59.360]  I've never seen such an awakening
[01:35:59.360 --> 01:36:01.360]  as happening right now
[01:36:01.360 --> 01:36:03.360]  the huge awakening that I saw two weeks ago
[01:36:03.360 --> 01:36:05.360]  has been turbo charged
[01:36:05.360 --> 01:36:07.360]  to a level I've never seen
[01:36:07.360 --> 01:36:09.360]  I'm going to give each caller a minute
[01:36:09.360 --> 01:36:11.360]  I want to get to everybody
[01:36:11.360 --> 01:36:13.360]  George in Connecticut you're on the air go ahead
[01:36:13.360 --> 01:36:15.360]  I don't know if a minute or two it but I'll try
[01:36:15.360 --> 01:36:17.360]  quickly I have three points
[01:36:17.360 --> 01:36:19.360]  I think we should start making
[01:36:19.360 --> 01:36:21.360]  of all the pertinent supporting materials
[01:36:21.360 --> 01:36:23.360]  pass it out to friends
[01:36:23.360 --> 01:36:25.360]  and second point
[01:36:25.360 --> 01:36:27.360]  go to police, go to military people
[01:36:27.360 --> 01:36:29.360]  homes that we know in our areas
[01:36:29.360 --> 01:36:31.360]  talk to them and say look
[01:36:31.360 --> 01:36:33.360]  are you going to go Nazi
[01:36:33.360 --> 01:36:35.360]  or are you going to go Republic
[01:36:35.360 --> 01:36:37.360]  I mean it's a bottom line
[01:36:37.360 --> 01:36:39.360]  and otherwise we go swamp fox
[01:36:39.360 --> 01:36:41.360]  and you remember when you start picking up families
[01:36:41.360 --> 01:36:43.360]  we're going to be going after your families
[01:36:43.360 --> 01:36:45.360]  because if you're going to kill us
[01:36:45.360 --> 01:36:47.360]  then if it's going to cross that line
[01:36:47.360 --> 01:36:49.360]  you've got to realize that there is no line
[01:36:49.360 --> 01:36:51.360]  anymore there is no law and order
[01:36:51.360 --> 01:36:53.360]  I forgot the first point
[01:36:53.360 --> 01:36:55.360]  George I've got to stop because I can't go out of the collars
[01:36:55.360 --> 01:36:57.360]  you're on fire and what you said
[01:36:57.360 --> 01:36:59.360]  we've got to do emergency backups
[01:36:59.360 --> 01:37:01.360]  of all the proof
[01:37:01.360 --> 01:37:03.360]  because again they wouldn't be trying
[01:37:03.360 --> 01:37:05.360]  to bring in censorship if we weren't hurting them
[01:37:05.360 --> 01:37:07.360]  which lets us know
[01:37:07.360 --> 01:37:09.360]  they're not invincible
[01:37:09.360 --> 01:37:11.360]  they're a bunch of Kinley, Bernie Madoff, John Corzines
[01:37:11.360 --> 01:37:13.360]  it would be so easy
[01:37:13.360 --> 01:37:15.360]  to just arrest them all
[01:37:15.360 --> 01:37:17.360]  they've all committed treason
[01:37:17.360 --> 01:37:19.360]  instead they want to arrest us
[01:37:19.360 --> 01:37:21.360]  because we're the real Americans
[01:37:21.360 --> 01:37:23.360]  and they know it George
[01:37:23.360 --> 01:37:25.360]  Third point I just remembered
[01:37:25.360 --> 01:37:27.360]  go to every station
[01:37:27.360 --> 01:37:29.360]  every newspaper
[01:37:29.360 --> 01:37:31.360]  talk to the
[01:37:31.360 --> 01:37:33.360]  actual reporters
[01:37:33.360 --> 01:37:35.360]  that have reported this bullsh**
[01:37:35.360 --> 01:37:37.360]  and go right in their face
[01:37:37.360 --> 01:37:39.360]  Sir I've got to let you go
[01:37:39.360 --> 01:37:41.360]  I understand you're upset here but we're a broadcast radio station
[01:37:41.360 --> 01:37:43.360]  the quickest way to get caught off the air
[01:37:43.360 --> 01:37:45.360]  okay we wanted to hear what you had to say
[01:37:45.360 --> 01:37:47.360]  and he made great points and I know he's mad
[01:37:47.360 --> 01:37:49.360]  he's saying don't go after our families
[01:37:49.360 --> 01:37:51.360]  don't destroy the rule of law
[01:37:51.360 --> 01:37:53.360]  because then there is no law
[01:37:53.360 --> 01:37:55.360]  get the hard copies of the films
[01:37:55.360 --> 01:37:57.360]  the books the materials
[01:37:57.360 --> 01:37:59.360]  again value this information
[01:37:59.360 --> 01:38:01.360]  and reach out to reporters
[01:38:01.360 --> 01:38:03.360]  and media people and explain to them
[01:38:03.360 --> 01:38:05.360]  what they're doing
[01:38:05.360 --> 01:38:07.360]  I saw articles this week
[01:38:07.360 --> 01:38:09.360]  even after it was national news that the NDAA
[01:38:09.360 --> 01:38:11.360]  did affect citizens
[01:38:11.360 --> 01:38:13.360]  I saw them attack Ron Paul and myself
[01:38:13.360 --> 01:38:15.360]  and say we're liars
[01:38:15.360 --> 01:38:17.360]  even when it's admitted
[01:38:17.360 --> 01:38:19.360]  now that's conscious disinfo
[01:38:19.360 --> 01:38:21.360]  in most of these articles I saw
[01:38:21.360 --> 01:38:23.360]  were on the editorial pages of newspapers
[01:38:23.360 --> 01:38:25.360]  they wouldn't put their name on it
[01:38:25.360 --> 01:38:27.360]  folks if a name had known something
[01:38:27.360 --> 01:38:29.360]  number one
[01:38:29.360 --> 01:38:31.360]  if it's a gnome to plume
[01:38:31.360 --> 01:38:33.360]  or a gnome to garer
[01:38:33.360 --> 01:38:35.360]  I don't respect that
[01:38:35.360 --> 01:38:37.360]  I want to see the John Hancock on it
[01:38:37.360 --> 01:38:39.360]  you know what
[01:38:39.360 --> 01:38:41.360]  I got to Los Angeles to be in a movie
[01:38:41.360 --> 01:38:43.360]  and they said we got to follow this paperwork
[01:38:43.360 --> 01:38:45.360]  and give us your real name on the paperwork
[01:38:45.360 --> 01:38:47.360]  and I said it's Alex Jones
[01:38:47.360 --> 01:38:49.360]  it's Alexander Emrick Jones
[01:38:49.360 --> 01:38:51.360]  yeah that's my name this is me
[01:38:51.360 --> 01:38:53.360]  this is who I am
[01:38:53.360 --> 01:38:55.360]  okay there's no act here
[01:38:55.360 --> 01:38:57.360]  I know what I'm talking about
[01:38:57.360 --> 01:38:59.360]  I put it all on the line
[01:38:59.360 --> 01:39:01.360]  I face debt every day because I know
[01:39:01.360 --> 01:39:03.360]  that I cannot give in to the evil and serve it
[01:39:03.360 --> 01:39:05.360]  I cannot put it on my name and my soul
[01:39:05.360 --> 01:39:09.360]  I will not be part of it
[01:39:09.360 --> 01:39:11.360]  all right
[01:39:11.360 --> 01:39:13.360]  Lance in Pennsylvania then V-man
[01:39:13.360 --> 01:39:15.360]  Sean Zeke, Sam Donk, Rick and everybody
[01:39:15.360 --> 01:39:17.360]  Lance you're on the air go ahead
[01:39:17.360 --> 01:39:19.360]  hi Alex great to talk to you
[01:39:19.360 --> 01:39:21.360]  the one thing
[01:39:21.360 --> 01:39:23.360]  I'm awake I follow everything you're saying
[01:39:23.360 --> 01:39:25.360]  and I'm with you
[01:39:25.360 --> 01:39:27.360]  the one thing though
[01:39:27.360 --> 01:39:29.360]  that I have to kind of question
[01:39:29.360 --> 01:39:31.360]  and never really hear it
[01:39:31.360 --> 01:39:33.360]  and you just kind of touched on it a little bit
[01:39:33.360 --> 01:39:35.360]  every day citizen
[01:39:35.360 --> 01:39:37.360]  I mean I post up the link from my Facebook
[01:39:37.360 --> 01:39:39.360]  I call my representatives and senators
[01:39:39.360 --> 01:39:41.360]  and say don't say yes to this
[01:39:41.360 --> 01:39:43.360]  you got to do banner hangs
[01:39:43.360 --> 01:39:45.360]  you got to put a pirate system
[01:39:45.360 --> 01:39:47.360]  free to your neighborhood and broadcast videos
[01:39:47.360 --> 01:39:49.360]  or whatever view HFVHF
[01:39:49.360 --> 01:39:51.360]  FMAM you got to get aggressive
[01:39:51.360 --> 01:39:53.360]  you got to go
[01:39:53.360 --> 01:39:55.360]  you got to do what I do drive around with bullhorns
[01:39:55.360 --> 01:39:57.360]  hanging off a car
[01:39:57.360 --> 01:39:59.360]  used to when I was on radio one day a week
[01:39:59.360 --> 01:40:01.360]  and I was only on X's TV one day a week
[01:40:01.360 --> 01:40:03.360]  I'd drive around bullhorns hanging off the roof of my car
[01:40:03.360 --> 01:40:05.360]  I mean you got to shake people out of their trance
[01:40:05.360 --> 01:40:07.360]  you got to get aggressive
[01:40:07.360 --> 01:40:09.360]  let me tell you
[01:40:09.360 --> 01:40:11.360]  government's so criminal
[01:40:11.360 --> 01:40:13.360]  if you just start following city people around
[01:40:13.360 --> 01:40:15.360]  you're going to find them committing crimes
[01:40:15.360 --> 01:40:17.360]  I mean I'm telling you
[01:40:17.360 --> 01:40:19.360]  you scratch the paint in this rotten house
[01:40:19.360 --> 01:40:21.360]  you're going to find evil right behind the paint
[01:40:21.360 --> 01:40:23.360]  I mean these evils taking over man
[01:40:23.360 --> 01:40:25.360]  you can't
[01:40:25.360 --> 01:40:27.360]  it's all around you
[01:40:27.360 --> 01:40:29.360]  you can go in any direction and run into these people
[01:40:29.360 --> 01:40:31.360]  you don't have to fix it all yourself
[01:40:31.360 --> 01:40:33.360]  you just find your little evil
[01:40:33.360 --> 01:40:35.360]  and you get after it right there at point blank range
[01:40:35.360 --> 01:40:37.360]  and there's nothing they can do
[01:40:37.360 --> 01:40:39.360]  let me tell you something when good people take action
[01:40:39.360 --> 01:40:41.360]  no amount of evil can stop you
[01:40:41.360 --> 01:40:43.360]  they're scared of you
[01:40:43.360 --> 01:40:45.360]  evil people should be scared of good people
[01:40:45.360 --> 01:40:47.360]  good people got 10,000 times
[01:40:47.360 --> 01:40:49.360]  the power of evil
[01:40:49.360 --> 01:40:51.360]  and it's time we stop being buffaloed by them
[01:40:51.360 --> 01:40:53.360]  go ahead I'm sorry
[01:40:53.360 --> 01:40:55.360]  it's no problem man
[01:40:55.360 --> 01:40:57.360]  I would love to also hear you
[01:40:57.360 --> 01:40:59.360]  get Roy Masters sometime
[01:40:59.360 --> 01:41:01.360]  I interviewed him about 15 years ago
[01:41:01.360 --> 01:41:03.360]  I need to get Roy Masters back on
[01:41:03.360 --> 01:41:05.360]  he started the talk radio network
[01:41:05.360 --> 01:41:07.360]  he did and I would love to hear you and him talk
[01:41:07.360 --> 01:41:09.360]  he talked about all this stuff
[01:41:09.360 --> 01:41:11.360]  yeah get Roy Masters on see if he can still get him
[01:41:11.360 --> 01:41:13.360]  I even told him 6 months ago try to get Roy Masters on
[01:41:13.360 --> 01:41:15.360]  we have any luck with that
[01:41:15.360 --> 01:41:17.360]  I think Roy Masters even sought us out at the time
[01:41:17.360 --> 01:41:19.360]  get him on
[01:41:19.360 --> 01:41:21.360]  I don't even try to talk to talk radio network
[01:41:21.360 --> 01:41:23.360]  clear channel all those people
[01:41:23.360 --> 01:41:25.360]  whatever
[01:41:25.360 --> 01:41:27.360]  I appreciate your call Lance good point
[01:41:27.360 --> 01:41:29.360]  so let's go ahead and take another call here
[01:41:29.360 --> 01:41:31.360]  V-Man in Ohio you're on the air
[01:41:31.360 --> 01:41:33.360]  yeah Alex
[01:41:33.360 --> 01:41:35.360]  been waiting to talk to you Alex
[01:41:35.360 --> 01:41:37.360]  I need you to reiterate for the tea party
[01:41:37.360 --> 01:41:39.360]  that they are in grave danger
[01:41:39.360 --> 01:41:41.360]  and that they gotta stand behind and join the resistance
[01:41:41.360 --> 01:41:43.360]  and I need you to do one thing for me
[01:41:43.360 --> 01:41:45.360]  tell me when the guns come out
[01:41:45.360 --> 01:41:47.360]  and I want you to leave when the show
[01:41:47.360 --> 01:41:49.360]  go off and play that
[01:41:49.360 --> 01:41:51.360]  what if I say I'm not like others
[01:41:51.360 --> 01:41:53.360]  what if I say I'm not just another one
[01:41:53.360 --> 01:41:55.360]  what if I say
[01:41:55.360 --> 01:41:57.360]  you're the pretend dog
[01:41:57.360 --> 01:41:59.360]  what if I say you're never surrender
[01:41:59.360 --> 01:42:01.360]  I love it
[01:42:01.360 --> 01:42:03.360]  what if I say that I'll never surrender
[01:42:03.360 --> 01:42:05.360]  I love it I love your passion
[01:42:05.360 --> 01:42:07.360]  it's that energy listen
[01:42:07.360 --> 01:42:09.360]  listen here's the issue we've got to identify
[01:42:09.360 --> 01:42:11.360]  the globalists and identify their crimes
[01:42:11.360 --> 01:42:13.360]  the pen is 10 times more mighty than the sword
[01:42:13.360 --> 01:42:15.360]  we are never offensive
[01:42:15.360 --> 01:42:17.360]  we're trying to wake up as many people as we can
[01:42:17.360 --> 01:42:19.360]  and when the globalist pounce they're gonna have a good surprise
[01:42:19.360 --> 01:42:21.360]  for them
[01:42:21.360 --> 01:42:23.360]  they're planting info weapon time bombs
[01:42:23.360 --> 01:42:25.360]  in everybody's mind
[01:42:25.360 --> 01:42:27.360]  so they know the truth
[01:42:27.360 --> 01:42:29.360]  and when the tyranny comes in
[01:42:29.360 --> 01:42:31.360]  and certifies everything we've said
[01:42:31.360 --> 01:42:33.360]  that's when the victory comes
[01:42:33.360 --> 01:42:35.360]  but I don't want to go to that point
[01:42:35.360 --> 01:42:37.360]  they can all just start going to jail
[01:42:37.360 --> 01:42:39.360]  like Bernie Madoff and Ken Lay
[01:42:39.360 --> 01:42:41.360]  again we are gonna face them down
[01:42:41.360 --> 01:42:43.360]  every time tyranny tries to take over
[01:42:43.360 --> 01:42:45.360]  it doesn't succeed
[01:42:45.360 --> 01:42:47.360]  we need to face them down and get it
[01:42:47.360 --> 01:42:49.360]  let me tell you they're scared
[01:42:49.360 --> 01:42:51.360]  of the resources we've got in government
[01:42:51.360 --> 01:42:53.360]  70 plus percent of all military donations
[01:42:53.360 --> 01:42:55.360]  both parties
[01:42:55.360 --> 01:42:57.360]  and presidential go to Ron Paul
[01:42:57.360 --> 01:43:25.360]  coming up next
[01:43:25.360 --> 01:43:27.360]  the military exposes of the continuity of government program
[01:43:27.360 --> 01:43:29.360]  has established an old powerful shadow state
[01:43:29.360 --> 01:43:31.360]  police state IV chronicles
[01:43:31.360 --> 01:43:33.360]  the sickening depth to which our republic has fallen
