[00:00.000 --> 00:15.000]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:37:16.000 --> 01:37:25.000]  And what was amazing was they arrested one of the Saunaev brothers that later died allegedly during the manhunt for him.
[01:37:25.000 --> 01:37:31.000]  They arrested this man, the so-called arrest of a naked man, later allegedly released.
[01:37:31.000 --> 01:37:38.000]  But if you actually looked at the photos of this guy who was arrested, unscathed, unhurt during the manhunt for the Boston bombings,
[01:37:38.000 --> 01:37:42.000]  it was the Saunaev brother that later turned up dead.
[01:37:42.000 --> 01:37:48.000]  And his aunt identified him as such, so that's my nephew that we talked to in Canada.
[01:37:48.000 --> 01:37:51.000]  Yeah, it was an amazing situation, but yeah, that's the kind of stuff we see here.
[01:37:51.000 --> 01:37:54.000]  It is kind of surreal at times, isn't it?
[01:37:54.000 --> 01:38:01.000]  Amazing. We're going to go to Kyle in FEMA Region 4. Kyle, you're on the air. Go ahead.
[01:38:01.000 --> 01:38:03.000]  Paul, it's an honor, sir. How are you doing?
[01:38:03.000 --> 01:38:07.000]  Good. What's your question today or comment?
[01:38:07.000 --> 01:38:14.000]  Well, I've got kind of an urgent issue here that I wanted to bring to the attention of all of you at the InfoWars team.
[01:38:14.000 --> 01:38:18.000]  I know you guys are on the forefront and you cover a lot of important things.
[01:38:18.000 --> 01:38:22.000]  So I'm not trying to hold your feet to the fire anyway, but I just wanted to bring this up.
[01:38:22.000 --> 01:38:26.000]  It's about the drought in California and the heart connection.
[01:38:26.000 --> 01:38:34.000]  And I think this is really a big, this has turned into a big sneak attack by the globalists that no one's really kind of putting together.
[01:38:34.000 --> 01:38:38.000]  There's a channel on YouTube. It's called the Harper Court.
[01:38:38.000 --> 01:38:44.000]  And it's a gentleman. He's a former meteorologist and he has access to a lot of the Doppler radar,
[01:38:44.000 --> 01:38:50.000]  kind of just a lot of those instruments and he's got a lot of great information.
[01:38:50.000 --> 01:38:58.000]  And essentially, he proves even in ways that a layman like myself can kind of see, understand on the map of just a heart downburst
[01:38:58.000 --> 01:39:07.000]  and heart interference, sort of sort of being used to disperse hurricanes that even kill some hurricanes that just over the last few months,
[01:39:07.000 --> 01:39:10.000]  I mean, he said some up there that would have drenched California.
[01:39:10.000 --> 01:39:16.000]  And so I think it might be time maybe to get Dr. Nick Beggach on just to kind of get his take on it.
[01:39:16.000 --> 01:39:18.000]  I haven't heard from him in a while.
[01:39:18.000 --> 01:39:26.000]  And it's really just insane just when you think about it because most of California right now is in a state of exponential drought,
[01:39:26.000 --> 01:39:29.000]  which is the highest possible drought on the scale.
[01:39:29.000 --> 01:39:31.000]  And it's just happened in a span of three years.
[01:39:31.000 --> 01:39:34.000]  And I live down here in the South.
[01:39:34.000 --> 01:39:39.000]  And I mean, parts of Georgia have been in a drought, but I mean, it's kind of taken like 10 years.
[01:39:39.000 --> 01:39:44.000]  And I mean, usually for these severe droughts to happen, I mean, it takes a long time.
[01:39:44.000 --> 01:39:49.000]  And I mean, this has just been in like the last three years of this drought in California as we popped up.
[01:39:49.000 --> 01:39:59.000]  I think it's such a devastating sneak attack all just because, I mean, also, like to show the sort of circumstantial evidence of possible meddling
[01:39:59.000 --> 01:40:07.000]  and this being a possible globalist operation, you've got UN delegates on CNBC already talking about how we might have to migrate people out of California.
[01:40:07.000 --> 01:40:09.000]  I mean, there's 38 million people in California.
[01:40:09.000 --> 01:40:15.000]  I mean, I mean, for all these like all the mayhem that could come out of this Ebola outcry and all the immigration stuff.
[01:40:15.000 --> 01:40:25.000]  I mean, if we've got things collapsing in California and people having to move, I mean, we're talking about forced relocation and possibly putting people in camps
[01:40:25.000 --> 01:40:30.000]  and not to mention all the pressure that we put on food prices because so much raw food comes from California.
[01:40:30.000 --> 01:40:32.000]  So this has a lot of implications.
[01:40:32.000 --> 01:40:40.000]  And here, one thing to Google, CNBC July 31st, California drought may have to migrate people.
[01:40:40.000 --> 01:40:50.000]  And they've got to Lynn Wilson, who's on the UN climate change delegation talking about how, you know, they've had to move, you know, people have moved out of areas in the past for drought.
[01:40:50.000 --> 01:40:52.000]  So they might have to move again.
[01:40:52.000 --> 01:40:55.000]  And so, I mean, I don't know.
[01:40:55.000 --> 01:40:56.000]  It just smells really bad.
[01:40:56.000 --> 01:41:02.000]  And again, I mean, I would recommend everyone go to the Harper Court channel on YouTube and just watch this guy.
[01:41:02.000 --> 01:41:04.000]  And he breaks it down clear as day.
[01:41:04.000 --> 01:41:09.000]  So even people that don't have meteorology degrees to understand that there's a lot going on.
[01:41:09.000 --> 01:41:12.000]  So have you guys heard anything about this?
[01:41:12.000 --> 01:41:14.000]  I haven't personally heard anything.
[01:41:14.000 --> 01:41:16.000]  I know there was a report back.
[01:41:16.000 --> 01:41:18.000]  I think it was three or four months ago.
[01:41:18.000 --> 01:41:20.000]  There was a report that Harp had shut down.
[01:41:20.000 --> 01:41:26.000]  But then that was kind of counted, wasn't it, David, by other speculation that that was a ruse?
[01:41:26.000 --> 01:41:27.000]  I mean, what have you learned?
[01:41:27.000 --> 01:41:28.000]  Well, it's not just Harp.
[01:41:28.000 --> 01:41:29.000]  It's a lot of different things.
[01:41:29.000 --> 01:41:35.000]  I mean, going back to Vietnam, there was that meteorologist that was given a medal because of his work with weather by Lyndon Johnson.
[01:41:35.000 --> 01:41:37.000]  I can't call the guy's name.
[01:41:37.000 --> 01:41:42.000]  But just about a month and a half ago, there was a climate engineering conference in Europe.
[01:41:42.000 --> 01:41:43.000]  I can't remember that.
[01:41:43.000 --> 01:41:44.000]  Was it Berlin?
[01:41:44.000 --> 01:41:45.000]  I'm not sure.
[01:41:45.000 --> 01:41:51.000]  But they were talking about stratospheric aerosol injection, SAI, or some other scientists will talk about persistent contrails.
[01:41:51.000 --> 01:41:52.000]  We call them chemtrails.
[01:41:52.000 --> 01:41:55.000]  And there's ample evidence that that's being done as well.
[01:41:55.000 --> 01:41:57.000]  So there is climate engineering that is going on.
[01:41:57.000 --> 01:41:59.000]  There's no doubt about it.
[01:41:59.000 --> 01:42:04.000]  And yet they will go to these conferences and put it out there as a hypothetical possibility that they're looking at,
[01:42:04.000 --> 01:42:09.000]  when it, in fact, is something that they're already actively engaged in for whatever reason,
[01:42:09.000 --> 01:42:15.000]  whether it's to shift the rain patterns or whether it's to increase the albion of the planet to make it more reflective
[01:42:15.000 --> 01:42:21.000]  so they don't get global warming, whatever their motivation is, or whatever they tell people their motivation is,
[01:42:21.000 --> 01:42:23.000]  and whether or not they tell us that they're actually doing it,
[01:42:23.000 --> 01:42:24.000]  I believe they're really doing it.
[01:42:24.000 --> 01:42:30.000]  There's ample evidence to show planes dropping out these chemicals.
[01:42:30.000 --> 01:42:32.000]  We've shown them on our website many times.
[01:42:32.000 --> 01:42:39.000]  There's also apps that people are social, social apps where people are taking pictures and reporting them together
[01:42:39.000 --> 01:42:40.000]  to show where there's hotspots of that.
[01:42:40.000 --> 01:42:43.000]  I think it's called Lookup is the app that's out there.
[01:42:43.000 --> 01:42:47.000]  And that's Ben Livingstone back in the 60s with the weather.
[01:42:47.000 --> 01:42:51.000]  If you Google that, that's on YouTube, Alex's interview with Ben Livingstone.
[01:42:51.000 --> 01:42:57.000]  We'll be back after the break to cover some final news stories and wrap up this edition of The Alex Jones Show.
[01:42:57.000 --> 01:43:02.000]  I'm Paul Joseph Watson. Stay tuned.
[01:43:27.000 --> 01:43:29.000]  Just won't quit.
[01:43:57.000 --> 01:43:59.000]  DNA Force
[01:44:27.000 --> 01:44:36.000]  The Max and More Occupower by Infowars Life is a new formulation specifically designed to nutritionally assist the natural function of healthy eyes.
[01:44:36.000 --> 01:44:44.000]  Optimize the natural power of your eyes with the latest addition to the super high quality Infowars Life Formulations Occupower.
[01:44:44.000 --> 01:44:50.000]  Go to infowarslife.com or infowarsstore.com to order Occupower.
[01:44:50.000 --> 01:44:53.000]  Or call 1-888-253-3139.
[01:44:53.000 --> 01:44:59.000]  Occupower. Open your eyes.
[01:44:59.000 --> 01:45:05.000]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential fourth-world situation?
[01:45:05.000 --> 01:45:08.000]  The police are shoving people, shoving Alex, shoving the crowd.
[01:45:08.000 --> 01:45:10.000]  Here we go, folks. I'm being a sergeant.
[01:45:10.000 --> 01:45:16.000]  Whether it's the radio show, the news websites, documentary films, or the nightly news, Infowars is the tip of the spear.
[01:45:16.000 --> 01:45:22.000]  Is this another false-flight stage attack to take our seven liberties and put more homeland security by sticking our hands down on the fence on the streets?
[01:45:22.000 --> 01:45:29.000]  It's up to us to set brush fires in the minds of men and women everywhere, and that's what prisonplanet.tv is designed to do.
[01:45:29.000 --> 01:45:37.000]  You watch the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[01:45:37.000 --> 01:45:41.000]  What we see now is a war against reality. It's a war against the truth.
[01:45:41.000 --> 01:45:50.000]  It's more vital than ever that supporters of freedom become members of prisonplanet.tv and share their membership with up to 11 friends and family.
[01:45:50.000 --> 01:45:58.000]  Visit infowarsandnews.com today. Become a member, share your membership, and help take the Infowar to the next level.
[01:45:58.000 --> 01:46:06.000]  From the water table to our soils to the atmosphere itself, our world is becoming more and more toxic each and every day.
[01:46:06.000 --> 01:46:13.000]  But it's not just the air outside that's toxic. Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air,
[01:46:13.000 --> 01:46:22.000]  and most Americans spend 90% of their time inside using toxic chemicals within their homes. There are more than 42 million smokers in the United States.
[01:46:22.000 --> 01:46:30.000]  Well over a thousand types of mold in mildew linked to numerous conditions, and don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[01:46:30.000 --> 01:46:40.000]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape until we can fight back against.
[01:46:40.000 --> 01:46:51.000]  Made with organic and wild cultivated herbs and manufactured in the USA, the new Infowar's Life Lung Cleans is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[01:46:51.000 --> 01:47:11.000]  Now available exclusively at InfowarsLife.com or by calling toll-free 888-2533-139.
[01:47:22.000 --> 01:47:29.000]  If you are receiving this transmission, you are the resistance.
[01:47:29.000 --> 01:47:37.000]  Live from the Infowars.com studios, it's Alex Jones.
[01:47:37.000 --> 01:47:44.000]  We're back for the final segment of the Alex Jones show just about 10 minutes left, so we're going to try and advance quickly.
[01:47:44.000 --> 01:47:51.000]  Because we've got John Rappaport on the line of NoMoreFakeNews.com who of course needs no introduction.
[01:47:51.000 --> 01:47:56.000]  He's been on the show many times before we feature his articles regularly at Infowars.com.
[01:47:56.000 --> 01:48:01.000]  We're going to ask him about the CDC whistleblower, the latest on that, and Ebola.
[01:48:01.000 --> 01:48:03.000]  John Rappaport, welcome to the show.
[01:48:03.000 --> 01:48:05.000]  Hey, good to be here, Paul.
[01:48:05.000 --> 01:48:14.000]  So John, tell us the latest about the CDC whistleblower. Of course, this has been completely ignored by the mainstream media.
[01:48:14.000 --> 01:48:20.000]  Even I thought they would at least have to address it and try and dismiss it, but they seem to have blacklisted it entirely.
[01:48:20.000 --> 01:48:23.000]  So tell us the latest on the CDC whistleblower.
[01:48:23.000 --> 01:48:34.000]  And the actor Rob Schneider recently came out and basically got fired from his insurance company job for questioning the legitimacy of certain vaccines.
[01:48:34.000 --> 01:48:38.000]  What was the latest on Schneider and the CDC?
[01:48:38.000 --> 01:48:52.000]  Yes, well, as some people know by now, Rob Schneider, a comedian actor, was dropped from State Farm Insurance TV ads where he was, you know, playing a part.
[01:48:52.000 --> 01:49:03.000]  And the ads had started to run and all of a sudden they were dropped because he's made statements questioning the validity of vaccine information and vaccines.
[01:49:03.000 --> 01:49:16.000]  And so he was really put under the gun. I mean, they just dropped him, you know, like a hot potato and they issued some kind of garbled press release as to why.
[01:49:16.000 --> 01:49:29.000]  So this is flat out censorship. I mean, in other words, he's not permitted in this landscape to make a statement questioning, criticizing vaccines.
[01:49:29.000 --> 01:49:36.000]  You can make all kinds of other statements criticizing this, that and the other thing, but that's the holy grail of medicine.
[01:49:36.000 --> 01:49:41.000]  And, you know, you get punished for it and that's what happened to him.
[01:49:41.000 --> 01:49:50.000]  It's a commentary on the First Amendment free speech in America these days that something like this would happen.
[01:49:50.000 --> 01:50:06.000]  As far as the CDC whistleblower goes, this is a man named William Thompson who came out of the shadows on August 27th and made a public statement through his lawyer that basically said he and his co-authors committed fraud, scientific fraud,
[01:50:06.000 --> 01:50:16.000]  in a 2004 study that was published, which said that the MMR vaccine had absolutely no connection to autism.
[01:50:16.000 --> 01:50:30.000]  And so this is an insider, a research scientist at the CDC for the last 15 years or so who has said that he himself and others omitted vital data and basically committed fraud.
[01:50:30.000 --> 01:50:51.000]  The latest thing I have on this is that Thompson sent thousands of pages of documents to Congressman Bill Posey, Florida Congressman, who is very receptive to information about vaccines beyond what the establishment tells us.
[01:50:51.000 --> 01:51:11.000]  And so Posey's staff is going through these now. And so I've queried his staff several times asking them, is this information that you have now just related to the 2004 fraudulent study or is there other information in there?
[01:51:11.000 --> 01:51:25.000]  And so far, they just haven't gotten back to me and won't answer that question. So I don't know exactly how much fraud they've got, you know, to spark maybe a congressional hearing.
[01:51:25.000 --> 01:51:30.000]  I don't have a lot of hope for that even if they have a hearing that anything really will happen.
[01:51:30.000 --> 01:51:43.000]  But that seems to be the aim of some people who are hoping that Thompson will come forward and testify, which he probably will if he's subpoenaed.
[01:51:43.000 --> 01:51:49.000]  But I don't know how much he's going to say, how much he's going to admit if he does.
[01:51:49.000 --> 01:52:02.000]  I'm very interested in this data, thousands of pages. This is kind of like, I mean, I don't want to call it a mini Snowden because the information could be more explosive even than the NSA information.
[01:52:02.000 --> 01:52:14.000]  If it shows that the CDC has been covering up fraud in more than just one study, but many, many studies, which I believe is absolutely the case.
[01:52:14.000 --> 01:52:23.000]  They exonerate vaccines. They say, oh, no harm, no problem. Everything's perfect. There's absolutely no connection to autism.
[01:52:23.000 --> 01:52:34.000]  And the U.S. government has made multiple statements saying they've completely, that is the problem and there is no problem with vaccines.
[01:52:34.000 --> 01:52:53.000]  But I know for a fact, because I've looked at other studies, that there are other fraudulent studies out there. But if a whistleblower inside the CDC can say that and show data to back it up, that would be a collapse of the House of Cards.
[01:52:53.000 --> 01:53:04.000]  Exactly. I mean, it seems so toxic that the mainstream normally would at least tackle these kind of issues and try to dismiss them, but they then even touch it. But we've got to move on quickly because we've got about four minutes left.
[01:53:04.000 --> 01:53:13.000]  And there was an editorial recently in the Liberian Observer, which blamed the United States for basically developing and unleashing the Ebola virus on Africa.
[01:53:13.000 --> 01:53:17.000]  David Knight, you've got a quick question to put to John Rappaport about that.
[01:53:17.000 --> 01:53:25.000]  Well, yeah, along the lines of what you're saying, John, there's this report out of Waters today that scientists are grappling with ethics in a rush to release the Ebola vaccine.
[01:53:25.000 --> 01:53:31.000]  So it really kind of ties these both things together. And they're saying that normally it takes years to prove that a vaccine is safe and effective.
[01:53:31.000 --> 01:53:37.000]  We had a decade where they covered up the fact that this MMR vaccine was not safe.
[01:53:37.000 --> 01:53:48.000]  So, yeah, address the issue of, do you believe that this is something that was perhaps helped along, weaponized, introduced by the American government?
[01:53:48.000 --> 01:53:59.000]  And where do we go from here? Are they going to force people to take an Ebola vaccine that hasn't been proven to be safe or effective, just like they're trying to intimidate people into taking other vaccines?
[01:53:59.000 --> 01:54:14.000]  I think you put your finger on it. The vaccine is the big problem here with so-called the Ebola outbreak. This is the thing to really be on the lookout for, because all vaccines can do harm.
[01:54:14.000 --> 01:54:24.000]  And you rush a vaccine into production without any kind of real testing, and you say, well, the benefits outweigh the risks that were in this terrible situation.
[01:54:24.000 --> 01:54:34.000]  So now everybody who lives in this area has to take it because some guy flew in on a plane. And if you don't take it, we can quarantine you and isolate you.
[01:54:34.000 --> 01:54:45.000]  These things could definitely happen in the U.S. and in other countries. And with an untested vaccine, you're just absolutely playing with fire here.
[01:54:45.000 --> 01:55:02.000]  So this is a big, big red flag. If this thing comes out and they say, well, okay, we've got a great vaccine now, and everybody should immediately take it, I think the absolute opposite is true.
[01:55:02.000 --> 01:55:16.000]  And you know, this is GlaxoSmithKline, which just last week, the Chinese government found guilty of bribing doctors in China to the extent of 297 million pounds. That's about a half a billion dollars that they paid out to doctors to prescribe their products.
[01:55:16.000 --> 01:55:25.000]  I mean, are we supposed to just get rid of all the ethical concerns and give them a fast track to require mandatory vaccinations?
[01:55:25.000 --> 01:55:43.000]  Absolutely not. And one more quick fact here about these manufacturers. Julie Gerberding, who was the head of the CDC during that period when Thompson and his co-authors committed fraud, she knew what was going on.
[01:55:43.000 --> 01:55:56.000]  She knew that this had been covered up because Thompson sent her a letter explaining, if you read between the lines, exactly what he had really found out that wasn't going to be published in the study.
[01:55:56.000 --> 01:56:09.000]  And in 2009, she left the CDC and eventually became the president of Merck Vaccines, which she is today. And they manufactured the MMR vaccine.
[01:56:09.000 --> 01:56:16.000]  I mean, so how much more influence of the story can you get than that? And yet there's a total media blackout.
[01:56:16.000 --> 01:56:17.000]  Wow.
[01:56:17.000 --> 01:56:26.000]  So, John, do you think that Ebola in West Africa is a test run for some kind of engineer global pandemic? Is it a trial bloom?
[01:56:26.000 --> 01:56:45.000]  I think all these so-called epidemics have been test run, twine flu, bird flu, SARS, West Nile, this one now. And I think that in every case, what's really being projected here is vaccine, vaccine, vaccine, vaccine.
[01:56:45.000 --> 01:56:57.000]  That is the whole point of all of these. So I'm not particularly concerned unless I see some new evidence about the weaponizing element here of the virus.
[01:56:57.000 --> 01:57:09.000]  What I'm concerned about is that these are all ops in order to get people to take toxic vaccines, and that's really where the problem is for the rest of the world.
[01:57:09.000 --> 01:57:21.000]  And of course, we've got the CDC being very coy about potential Ebola cases in the United States. Do you think there's a potential that it could spread to Western Europe, to the United States?
[01:57:21.000 --> 01:57:41.000]  Well, I think what could happen is, and we don't really have time to go into this, but they could say that because the diagnostic tests that they use to decide if somebody has Ebola are so unreliable that they can be slanted in any direction that they want to.
[01:57:41.000 --> 01:57:51.000]  OK, we're going to leave it there. That's going to wrap it up for the Sunday edition of the Alex Jones Show, John Rappaport, NoMoreFakeNews.com. Thanks for joining us. Monday show, back tomorrow. Stay tuned.
[01:58:11.000 --> 01:58:21.000]  You'll see that the oxygen and oxygen sensors are harsh on the body and contain cheap and potentially dangerous ingredients, oftentimes full of synthetic fillers, GMOs, additives, or worse.
[01:58:21.000 --> 01:58:31.000]  Gently start cleaning your body with easy capsules that start working while you sleep. Oxipowder does not require time off work, and there's no need for bad taste and concoctions.
[01:58:31.000 --> 01:58:41.000]  Slowly release his monoatomic oxygen into the intestinal tract and body. Experience the astonishing cleansing power of superoxide and azanite technology.
[01:58:41.000 --> 01:58:50.000]  Go to infowarslife.com or infowarsstore.com to get started with oxypowder or call 1-888-253-3139.
[01:58:50.000 --> 01:58:56.000]  Another major health threat. This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:58:56.000 --> 01:59:06.000]  Ohio's governor declaring a state of emergency. Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:59:06.000 --> 01:59:12.000]  If there's a water emergency, will you be prepared? Panicked residents forming long lines throughout the day.
[01:59:12.000 --> 01:59:17.000]  We're here at a supermarket in Toledo. You can see the shelves empty where water once was.
[01:59:17.000 --> 01:59:26.000]  If you're safe and healthy during a crisis, you must have access to safe, clean water. Water which will not be available at your local grocery store.
[01:59:26.000 --> 01:59:29.000]  There's a mad dash on right now to stock up on supplies.
[01:59:29.000 --> 01:59:36.000]  The Pro Pure Pro 1 G2.0 water filtration system is a must-have for every modern, independently-minded household.
[01:59:36.000 --> 01:59:39.000]  Protect your family's safety during an emergency.
[01:59:39.000 --> 01:59:49.000]  Go to infowarstore.com today to purchase your Pro Pure Pro 1 G2.0 water filtration system or call 1-888-253-3139.
