[00:00.000 --> 00:22.000]  The
[1:09:43.000 --> 1:09:45.000]  I
[1:09:45.000 --> 1:09:47.000]  I
[1:09:47.000 --> 1:09:49.000]  I
[1:09:49.000 --> 1:09:51.000]  I
[1:09:51.000 --> 1:09:53.000]  I
[1:09:53.000 --> 1:09:55.000]  I
[1:09:55.000 --> 1:09:57.000]  I
[1:09:57.000 --> 1:09:59.000]  I
[1:09:59.000 --> 1:10:01.000]  I
[1:10:01.000 --> 1:10:03.000]  I
[1:10:03.000 --> 1:10:05.000]  I
[1:10:05.000 --> 1:10:07.000]  I
[1:10:07.000 --> 1:10:09.000]  I
[1:10:09.000 --> 1:10:11.000]  I
[1:10:11.000 --> 1:10:13.000]  I
[1:10:13.000 --> 1:10:15.000]  I
[1:10:15.000 --> 1:10:17.000]  I
[1:10:17.000 --> 1:10:19.000]  I
[1:10:19.000 --> 1:10:21.000]  I
[1:10:21.000 --> 1:10:23.000]  I
[1:10:23.000 --> 1:10:25.000]  I
[1:10:25.000 --> 1:10:27.000]  I
[1:10:27.000 --> 1:10:29.000]  I
[1:10:29.000 --> 1:10:31.000]  I
[1:10:31.000 --> 1:10:33.000]  I
[1:10:33.000 --> 1:10:35.000]  I
[1:10:35.000 --> 1:10:37.000]  I
[1:10:37.000 --> 1:10:39.000]  I
[1:10:39.000 --> 1:10:41.000]  I
[1:10:41.000 --> 1:10:43.000]  I
[1:10:43.000 --> 1:10:45.000]  I
[1:10:45.000 --> 1:10:47.000]  I
[1:10:47.000 --> 1:10:49.000]  I
[1:10:49.000 --> 1:10:51.000]  I
[1:10:51.000 --> 1:10:53.000]  I
[1:10:53.000 --> 1:10:55.000]  I
[1:10:55.000 --> 1:10:57.000]  I
[1:10:57.000 --> 1:10:59.000]  I
[1:10:59.000 --> 1:11:01.000]  I
[1:11:01.000 --> 1:11:05.000]  I
[1:11:05.000 --> 1:11:07.000]  I
[1:11:07.000 --> 1:11:09.000]  I
[1:11:09.000 --> 1:11:11.000]  I
[1:11:11.000 --> 1:11:13.000]  I
[1:11:13.000 --> 1:11:15.000]  I
[1:11:15.000 --> 1:11:17.000]  I
[1:11:17.000 --> 1:11:19.000]  I
[1:11:19.000 --> 1:11:21.000]  I
[1:11:21.000 --> 1:11:23.000]  I
[1:11:23.000 --> 1:11:25.000]  I
[1:11:25.000 --> 1:11:27.000]  I
[1:11:27.000 --> 1:11:29.000]  I
[1:11:29.000 --> 1:11:31.000]  I
[1:11:31.000 --> 1:11:33.000]  I
[1:11:33.000 --> 1:11:35.000]  I
[1:11:35.000 --> 1:11:37.000]  I
[1:11:37.000 --> 1:11:39.000]  I
[1:11:39.000 --> 1:11:41.000]  I
[1:11:41.000 --> 1:11:43.000]  I
[1:11:43.000 --> 1:11:45.000]  I
[1:11:45.000 --> 1:11:47.000]  I
[1:11:47.000 --> 1:11:49.000]  I
[1:11:49.000 --> 1:11:51.000]  I
[1:11:51.000 --> 1:11:53.000]  I
[1:11:53.000 --> 1:11:57.000]  I
[1:11:57.000 --> 1:11:59.000]  I
[1:11:59.000 --> 1:12:01.000]  I
[1:12:01.000 --> 1:12:03.000]  I
[1:12:03.000 --> 1:12:05.000]  I
[1:12:05.000 --> 1:12:07.000]  I
[1:12:07.000 --> 1:12:09.000]  I
[1:12:09.000 --> 1:12:11.000]  I
[1:12:11.000 --> 1:12:13.000]  I
[1:12:13.000 --> 1:12:15.000]  I
[1:12:15.000 --> 1:12:17.000]  I
[1:12:17.000 --> 1:12:19.000]  I
[1:12:19.000 --> 1:12:21.000]  I
[1:12:21.000 --> 1:12:23.000]  I
[1:12:23.000 --> 1:12:25.000]  I
[1:12:25.000 --> 1:12:27.000]  I
[1:12:27.000 --> 1:12:29.000]  I
[1:12:29.000 --> 1:12:31.000]  I
[1:12:31.000 --> 1:12:33.000]  I
[1:12:33.000 --> 1:12:35.000]  I
[1:12:35.000 --> 1:12:37.000]  I
[1:12:37.000 --> 1:12:39.000]  I
[1:12:39.000 --> 1:12:41.000]  I
[1:12:41.000 --> 1:12:43.000]  I
[1:12:43.000 --> 1:12:45.000]  I
[1:12:45.000 --> 1:12:49.000]  I
[1:12:49.000 --> 1:12:51.000]  I
[1:12:51.000 --> 1:12:53.000]  I
[1:12:53.000 --> 1:12:55.000]  I
[1:12:55.000 --> 1:12:57.000]  I
[1:12:57.000 --> 1:12:59.000]  I
[1:12:59.000 --> 1:13:01.000]  I
[1:13:01.000 --> 1:13:03.000]  I
[1:13:03.000 --> 1:13:05.000]  I
[1:13:05.000 --> 1:13:07.000]  I
[1:13:07.000 --> 1:13:09.000]  I
[1:13:09.000 --> 1:13:11.000]  I
[1:13:11.000 --> 1:13:13.000]  I
[1:13:13.000 --> 1:13:17.000]  I
[1:13:17.000 --> 1:13:19.000]  I
[1:13:19.000 --> 1:13:21.000]  I
[1:13:21.000 --> 1:13:23.000]  I
[1:13:23.000 --> 1:13:25.000]  I
[1:13:25.000 --> 1:13:27.000]  I
[1:13:27.000 --> 1:13:29.000]  I
[1:13:29.000 --> 1:13:31.000]  I
[1:13:31.000 --> 1:13:33.000]  I
[1:13:33.000 --> 1:13:35.000]  I
[1:13:35.000 --> 1:13:37.000]  I
[1:13:37.000 --> 1:13:39.000]  I
[1:13:39.000 --> 1:13:41.000]  I
[1:13:41.000 --> 1:13:43.000]  I
[1:13:43.000 --> 1:13:45.000]  I
[1:13:45.000 --> 1:13:47.000]  I
[1:13:47.000 --> 1:13:49.000]  I
[1:13:49.000 --> 1:13:51.000]  I
[1:13:51.000 --> 1:13:53.000]  I
[1:13:53.000 --> 1:13:55.000]  I
[1:13:55.000 --> 1:13:57.000]  I
[1:13:57.000 --> 1:13:59.000]  I
[1:13:59.000 --> 1:14:01.000]  I
[1:14:01.000 --> 1:14:03.000]  I
[1:14:03.000 --> 1:14:05.000]  I
[1:14:05.000 --> 1:14:07.000]  I
[1:14:07.000 --> 1:14:09.000]  I
[1:14:09.000 --> 1:14:11.000]  I
[1:14:11.000 --> 1:14:13.000]  I
[1:14:13.000 --> 1:14:15.000]  I
[1:14:15.000 --> 1:14:17.000]  I
[1:14:17.000 --> 1:14:19.000]  I
[1:14:19.000 --> 1:14:21.000]  I
[1:14:21.000 --> 1:14:23.000]  I
[1:14:23.000 --> 1:14:25.000]  I
[1:14:25.000 --> 1:14:27.000]  I
[1:14:27.000 --> 1:14:29.000]  I
[1:14:29.000 --> 1:14:31.000]  I
[1:14:31.000 --> 1:14:33.000]  I
[1:14:33.000 --> 1:14:35.000]  I
[1:14:35.000 --> 1:14:37.000]  I
[1:14:37.000 --> 1:14:39.000]  I
[1:14:39.000 --> 1:14:41.000]  I
[1:14:41.000 --> 1:14:43.000]  I
[1:14:43.000 --> 1:14:45.000]  I
[1:14:45.000 --> 1:14:47.000]  I
[1:14:47.000 --> 1:14:49.000]  I
[1:14:49.000 --> 1:14:51.000]  I
[1:14:51.000 --> 1:14:53.000]  I
[1:14:53.000 --> 1:14:55.000]  I
[1:14:55.000 --> 1:14:57.000]  I
[1:14:57.000 --> 1:14:59.000]  I
[1:14:59.000 --> 1:15:01.000]  I
[1:15:01.000 --> 1:15:03.000]  I
[1:15:03.000 --> 1:15:05.000]  I
[1:15:05.000 --> 1:15:07.000]  I
[1:15:07.000 --> 1:15:09.000]  I
[1:15:11.000 --> 1:15:13.000]  I
[1:15:13.000 --> 1:15:15.000]  I
[1:15:15.000 --> 1:15:17.000]  I
[1:15:17.000 --> 1:15:19.000]  I
[1:15:19.000 --> 1:15:21.000]  I
[1:15:21.000 --> 1:15:23.000]  I
[1:15:23.000 --> 1:15:25.000]  I
[1:15:25.000 --> 1:15:27.000]  I
[1:15:27.000 --> 1:15:29.000]  I
[1:15:29.000 --> 1:15:31.000]  I
[1:15:31.000 --> 1:15:33.000]  I
[1:15:33.000 --> 1:15:35.000]  I
[1:15:35.000 --> 1:15:37.000]  I
[1:15:37.000 --> 1:15:39.000]  I
[1:15:39.000 --> 1:15:41.000]  I
[1:15:41.000 --> 1:15:43.000]  I
[1:15:43.000 --> 1:15:45.000]  I
[1:15:45.000 --> 1:15:49.000]  I
[1:15:49.000 --> 1:15:51.000]  I
[1:15:51.000 --> 1:15:53.000]  I
[1:15:53.000 --> 1:15:55.000]  I
[1:15:55.000 --> 1:15:57.000]  I
[1:15:57.000 --> 1:15:59.000]  I
[1:15:59.000 --> 1:16:01.000]  I
[1:16:01.000 --> 1:16:03.000]  I
[1:16:03.000 --> 1:16:05.000]  I
[1:16:05.000 --> 1:16:07.000]  I
[1:16:07.000 --> 1:16:09.000]  I
[1:16:09.000 --> 1:16:11.000]  I
[1:16:11.000 --> 1:16:13.000]  I
[1:16:13.000 --> 1:16:15.000]  I
[1:16:15.000 --> 1:16:17.000]  I
[1:16:17.000 --> 1:16:19.000]  I
[1:16:19.000 --> 1:16:21.000]  I
[1:16:21.000 --> 1:16:23.000]  I
[1:16:23.000 --> 1:16:25.000]  I
[1:16:25.000 --> 1:16:27.000]  I
[1:16:27.000 --> 1:16:29.000]  I
[1:16:29.000 --> 1:16:31.000]  I
[1:16:31.000 --> 1:16:33.000]  I
[1:16:33.000 --> 1:16:35.000]  I
[1:16:35.000 --> 1:16:37.000]  I
[1:16:37.000 --> 1:16:39.000]  I
[1:16:41.000 --> 1:16:43.000]  I
[1:16:43.000 --> 1:16:45.000]  I
[1:16:45.000 --> 1:16:47.000]  I
[1:16:47.000 --> 1:16:49.000]  I
[1:16:49.000 --> 1:16:51.000]  I
[1:16:51.000 --> 1:16:53.000]  I
[1:16:53.000 --> 1:16:55.000]  I
[1:16:55.000 --> 1:16:57.000]  I
[1:16:57.000 --> 1:16:59.000]  I
[1:16:59.000 --> 1:17:01.000]  I
[1:17:01.000 --> 1:17:03.000]  I
[1:17:03.000 --> 1:17:05.000]  I
[1:17:05.000 --> 1:17:07.000]  I
[1:17:07.000 --> 1:17:09.000]  I
[1:17:09.000 --> 1:17:11.000]  I
[1:17:11.000 --> 1:17:13.000]  I
[1:17:13.000 --> 1:17:15.000]  I
[1:17:15.000 --> 1:17:17.000]  I
[1:17:17.000 --> 1:17:19.000]  I
[1:17:19.000 --> 1:17:21.000]  I
[1:17:21.000 --> 1:17:23.000]  I
[1:17:23.000 --> 1:17:25.000]  I
[1:17:25.000 --> 1:17:27.000]  I
[1:17:27.000 --> 1:17:29.000]  I
[1:17:31.000 --> 1:17:33.000]  I
[1:17:33.000 --> 1:17:35.000]  I
[1:17:35.000 --> 1:17:37.000]  I
[1:17:37.000 --> 1:17:39.000]  I
[1:17:39.000 --> 1:17:41.000]  I
[1:17:41.000 --> 1:17:43.000]  I
[1:17:43.000 --> 1:17:45.000]  I
[1:17:45.000 --> 1:17:47.000]  I
[1:17:47.000 --> 1:17:49.000]  I
[1:17:49.000 --> 1:17:51.000]  I
[1:17:51.000 --> 1:17:53.000]  I
[1:17:53.000 --> 1:17:55.000]  I
[1:17:55.000 --> 1:17:57.000]  I
[1:17:57.000 --> 1:17:59.000]  I
[1:17:59.000 --> 1:18:03.000]  I
[1:18:03.000 --> 1:18:05.000]  I
[1:18:05.000 --> 1:18:07.000]  I
[1:18:07.000 --> 1:18:09.000]  I
[1:18:09.000 --> 1:18:11.000]  I
[1:18:11.000 --> 1:18:13.000]  I
[1:18:13.000 --> 1:18:15.000]  I
[1:18:15.000 --> 1:18:17.000]  I
[1:18:17.000 --> 1:18:19.000]  I
[1:18:19.000 --> 1:18:21.000]  I
[1:18:21.000 --> 1:18:23.000]  I
[1:18:23.000 --> 1:18:27.000]  I
[1:18:27.000 --> 1:18:29.000]  I
[1:18:29.000 --> 1:18:31.000]  I
[1:18:31.000 --> 1:18:33.000]  I
[1:18:33.000 --> 1:18:35.000]  I
[1:18:35.000 --> 1:18:37.000]  I
[1:18:37.000 --> 1:18:39.000]  I
[1:18:39.000 --> 1:18:41.000]  I
[1:18:41.000 --> 1:18:43.000]  I
[1:18:43.000 --> 1:18:45.000]  I
[1:18:45.000 --> 1:18:47.000]  I
[1:18:47.000 --> 1:18:49.000]  I
[1:18:49.000 --> 1:18:51.000]  I
[1:18:53.000 --> 1:18:55.000]  I
[1:18:55.000 --> 1:18:57.000]  I
[1:18:57.000 --> 1:18:59.000]  I
[1:18:59.000 --> 1:19:01.000]  I
[1:19:01.000 --> 1:19:03.000]  I
[1:19:03.000 --> 1:19:05.000]  I
[1:19:05.000 --> 1:19:07.000]  I
[1:19:07.000 --> 1:19:09.000]  I
[1:19:09.000 --> 1:19:11.000]  I
[1:19:11.000 --> 1:19:13.000]  I
[1:19:13.000 --> 1:19:15.000]  I
[1:19:15.000 --> 1:19:17.000]  I
[1:19:17.000 --> 1:19:19.000]  I
[1:19:21.000 --> 1:19:23.000]  I
[1:19:23.000 --> 1:19:25.000]  I
[1:19:25.000 --> 1:19:27.000]  I
[1:19:27.000 --> 1:19:29.000]  I
[1:19:29.000 --> 1:19:31.000]  I
[1:19:31.000 --> 1:19:33.000]  I
[1:19:33.000 --> 1:19:35.000]  I
[1:19:35.000 --> 1:19:37.000]  I
[1:19:37.000 --> 1:19:39.000]  I
[1:19:39.000 --> 1:19:41.000]  I
[1:19:41.000 --> 1:19:43.000]  I
[1:19:43.000 --> 1:19:45.000]  I
[1:19:45.000 --> 1:19:47.000]  I
[1:19:49.000 --> 1:19:51.000]  I
[1:19:51.000 --> 1:19:53.000]  I
[1:19:53.000 --> 1:19:55.000]  I
[1:19:55.000 --> 1:19:57.000]  I
[1:19:57.000 --> 1:19:59.000]  I
[1:19:59.000 --> 1:20:01.000]  I
[1:20:01.000 --> 1:20:03.000]  I
[1:20:03.000 --> 1:20:05.000]  I
[1:20:05.000 --> 1:20:07.000]  I
[1:20:07.000 --> 1:20:09.000]  I
[1:20:09.000 --> 1:20:11.000]  I
[1:20:11.000 --> 1:20:13.000]  I
[1:20:13.000 --> 1:20:15.000]  I
[1:20:15.000 --> 1:20:17.000]  I
[1:20:17.000 --> 1:20:19.000]  I
[1:20:19.000 --> 1:20:21.000]  I
[1:20:21.000 --> 1:20:23.000]  I
[1:20:23.000 --> 1:20:25.000]  I
[1:20:25.000 --> 1:20:27.000]  I
[1:20:27.000 --> 1:20:29.000]  I
[1:20:29.000 --> 1:20:31.000]  I
[1:20:31.000 --> 1:20:33.000]  I
[1:20:33.000 --> 1:20:35.000]  I
[1:20:35.000 --> 1:20:37.000]  I
[1:20:37.000 --> 1:20:39.000]  I
[1:20:39.000 --> 1:20:41.000]  I
[1:20:43.000 --> 1:20:45.000]  I
[1:20:45.000 --> 1:20:47.000]  I
[1:20:47.000 --> 1:20:49.000]  I
[1:20:49.000 --> 1:20:51.000]  I
[1:20:51.000 --> 1:20:53.000]  I
[1:20:53.000 --> 1:20:55.000]  I
[1:20:55.000 --> 1:20:57.000]  I
[1:20:57.000 --> 1:20:59.000]  I
[1:20:59.000 --> 1:21:01.000]  I
[1:21:01.000 --> 1:21:03.000]  I
[1:21:03.000 --> 1:21:05.000]  I
[1:21:05.000 --> 1:21:07.000]  I
[1:21:07.000 --> 1:21:09.000]  I
[1:21:09.000 --> 1:21:11.000]  I
[1:21:11.000 --> 1:21:13.000]  I
[1:21:13.000 --> 1:21:15.000]  I
[1:21:15.000 --> 1:21:17.000]  I
[1:21:17.000 --> 1:21:19.000]  I
[1:21:19.000 --> 1:21:21.000]  I
[1:21:21.000 --> 1:21:23.000]  I
[1:21:23.000 --> 1:21:25.000]  I
[1:21:25.000 --> 1:21:27.000]  I
[1:21:27.000 --> 1:21:29.000]  I
[1:21:29.000 --> 1:21:31.000]  I
[1:21:31.000 --> 1:21:33.000]  I
[1:21:33.000 --> 1:21:35.000]  I
[1:21:35.000 --> 1:21:37.000]  I
[1:21:37.000 --> 1:21:39.000]  I
[1:21:39.000 --> 1:21:41.000]  I
[1:21:41.000 --> 1:21:43.000]  I
[1:21:43.000 --> 1:21:45.000]  I
[1:21:45.000 --> 1:21:47.000]  I
[1:21:47.000 --> 1:21:49.000]  I
[1:21:49.000 --> 1:21:51.000]  I
[1:21:51.000 --> 1:21:53.000]  I
[1:21:53.000 --> 1:21:55.000]  I
[1:21:57.000 --> 1:21:59.000]  I
[1:21:59.000 --> 1:22:01.000]  I
[1:22:01.000 --> 1:22:03.000]  I
[1:22:03.000 --> 1:22:05.000]  I
[1:22:05.000 --> 1:22:07.000]  I
[1:22:07.000 --> 1:22:09.000]  I
[1:22:09.000 --> 1:22:11.000]  I
[1:22:11.000 --> 1:22:13.000]  I
[1:22:13.000 --> 1:22:15.000]  I
[1:22:15.000 --> 1:22:17.000]  I
[1:22:17.000 --> 1:22:19.000]  I
[1:22:19.000 --> 1:22:21.000]  I
[1:22:21.000 --> 1:22:23.000]  I
[1:22:25.000 --> 1:22:27.000]  I
[1:22:27.000 --> 1:22:29.000]  I
[1:22:29.000 --> 1:22:31.000]  I
[1:22:31.000 --> 1:22:33.000]  I
[1:22:33.000 --> 1:22:35.000]  I
[1:22:35.000 --> 1:22:37.000]  I
[1:22:37.000 --> 1:22:39.000]  I
[1:22:39.000 --> 1:22:41.000]  I
[1:22:41.000 --> 1:22:43.000]  I
[1:22:43.000 --> 1:22:45.000]  I
[1:22:45.000 --> 1:22:47.000]  I
[1:22:47.000 --> 1:22:49.000]  I
[1:22:49.000 --> 1:22:51.000]  I
[1:22:51.000 --> 1:22:53.000]  I
[1:22:53.000 --> 1:22:55.000]  I
[1:22:55.000 --> 1:22:57.000]  I
[1:22:57.000 --> 1:22:59.000]  I
[1:22:59.000 --> 1:23:01.000]  I
[1:23:01.000 --> 1:23:03.000]  I
[1:23:03.000 --> 1:23:05.000]  I
[1:23:05.000 --> 1:23:07.000]  I
[1:23:07.000 --> 1:23:09.000]  I
[1:23:09.000 --> 1:23:11.000]  I
[1:23:11.000 --> 1:23:13.000]  I
[1:23:13.000 --> 1:23:15.000]  I
[1:23:15.000 --> 1:23:17.000]  I
[1:23:17.000 --> 1:23:19.000]  I
[1:23:19.000 --> 1:23:21.000]  I
[1:23:21.000 --> 1:23:23.000]  I
[1:23:23.000 --> 1:23:25.000]  I
[1:23:25.000 --> 1:23:27.000]  I
[1:23:27.000 --> 1:23:29.000]  I
[1:23:29.000 --> 1:23:31.000]  I
[1:23:31.000 --> 1:23:33.000]  I
[1:23:33.000 --> 1:23:35.000]  I
[1:23:35.000 --> 1:23:37.000]  I
[1:23:37.000 --> 1:23:39.000]  I
[1:23:39.000 --> 1:23:41.000]  I
[1:23:41.000 --> 1:23:43.000]  I
[1:23:43.000 --> 1:23:45.000]  I
[1:23:45.000 --> 1:23:47.000]  I
[1:23:47.000 --> 1:23:49.000]  I
[1:23:49.000 --> 1:23:51.000]  I
[1:23:51.000 --> 1:23:53.000]  I
[1:23:53.000 --> 1:23:55.000]  I
[1:23:55.000 --> 1:23:57.000]  I
[1:23:57.000 --> 1:23:59.000]  I
[1:24:01.000 --> 1:24:03.000]  I
[1:24:03.000 --> 1:24:05.000]  I
[1:24:05.000 --> 1:24:07.000]  I
[1:24:07.000 --> 1:24:09.000]  I
[1:24:09.000 --> 1:24:11.000]  I
[1:24:11.000 --> 1:24:13.000]  I
[1:24:13.000 --> 1:24:15.000]  I
[1:24:15.000 --> 1:24:17.000]  I
[1:24:17.000 --> 1:24:19.000]  I
[1:24:19.000 --> 1:24:21.000]  I
[1:24:21.000 --> 1:24:23.000]  I
[1:24:23.000 --> 1:24:25.000]  I
[1:24:25.000 --> 1:24:27.000]  I
[1:24:27.000 --> 1:24:29.000]  I
[1:24:29.000 --> 1:24:31.000]  I
[1:24:31.000 --> 1:24:33.000]  I
[1:24:33.000 --> 1:24:35.000]  I
[1:24:35.000 --> 1:24:37.000]  I
[1:24:37.000 --> 1:24:39.000]  I
[1:24:39.000 --> 1:24:41.000]  I
[1:24:41.000 --> 1:24:43.000]  I
[1:24:43.000 --> 1:24:45.000]  I
[1:24:45.000 --> 1:24:47.000]  I
[1:24:47.000 --> 1:24:49.000]  I
[1:24:49.000 --> 1:24:51.000]  I
[1:24:51.000 --> 1:24:53.000]  I
[1:24:53.000 --> 1:24:55.000]  I
[1:24:55.000 --> 1:24:57.000]  I
[1:24:57.000 --> 1:24:59.000]  I
[1:24:59.000 --> 1:25:01.000]  I
[1:25:01.000 --> 1:25:03.000]  I
[1:25:03.000 --> 1:25:05.000]  I
[1:25:05.000 --> 1:25:07.000]  I
[1:25:07.000 --> 1:25:09.000]  I
[1:25:09.000 --> 1:25:11.000]  I
[1:25:11.000 --> 1:25:13.000]  I
[1:25:13.000 --> 1:25:15.000]  I
[1:25:15.000 --> 1:25:17.000]  I
[1:25:17.000 --> 1:25:19.000]  I
[1:25:19.000 --> 1:25:23.000]  I
[1:25:23.000 --> 1:25:25.000]  I
[1:25:25.000 --> 1:25:27.000]  I
[1:25:27.000 --> 1:25:29.000]  I
[1:25:29.000 --> 1:25:31.000]  I
[1:25:31.000 --> 1:25:33.000]  I
[1:25:33.000 --> 1:25:35.000]  I
[1:25:35.000 --> 1:25:37.000]  I
[1:25:37.000 --> 1:25:39.000]  I
[1:25:39.000 --> 1:25:41.000]  I
[1:25:41.000 --> 1:25:43.000]  I
[1:25:43.000 --> 1:25:45.000]  I
[1:25:45.000 --> 1:25:47.000]  I
[1:25:47.000 --> 1:25:51.000]  I
[1:25:51.000 --> 1:25:53.000]  I
[1:25:53.000 --> 1:25:55.000]  I
[1:25:55.000 --> 1:25:57.000]  I
[1:25:57.000 --> 1:25:59.000]  I
[1:25:59.000 --> 1:26:01.000]  I
[1:26:01.000 --> 1:26:03.000]  I
[1:26:03.000 --> 1:26:05.000]  I
[1:26:05.000 --> 1:26:07.000]  I
[1:26:07.000 --> 1:26:09.000]  I
[1:26:09.000 --> 1:26:11.000]  I
[1:26:11.000 --> 1:26:13.000]  I
[1:26:13.000 --> 1:26:15.000]  I
[1:26:15.000 --> 1:26:17.000]  I
[1:26:17.000 --> 1:26:19.000]  I
[1:26:19.000 --> 1:26:21.000]  I
[1:26:21.000 --> 1:26:23.000]  I
[1:26:23.000 --> 1:26:25.000]  I
[1:26:25.000 --> 1:26:27.000]  I
[1:26:27.000 --> 1:26:29.000]  I
[1:26:29.000 --> 1:26:31.000]  I
[1:26:31.000 --> 1:26:33.000]  I
[1:26:33.000 --> 1:26:35.000]  I
[1:26:37.000 --> 1:26:39.000]  I
[1:26:39.000 --> 1:26:41.000]  I
[1:26:41.000 --> 1:26:43.000]  I
[1:26:43.000 --> 1:26:45.000]  I
[1:26:45.000 --> 1:26:47.000]  I
[1:26:47.000 --> 1:26:49.000]  I
[1:26:49.000 --> 1:26:51.000]  I
[1:26:51.000 --> 1:26:53.000]  I
[1:26:53.000 --> 1:26:55.000]  I
[1:26:57.000 --> 1:26:59.000]  I
[1:26:59.000 --> 1:27:01.000]  I
[1:27:01.000 --> 1:27:03.000]  I
[1:27:03.000 --> 1:27:05.000]  I
[1:27:05.000 --> 1:27:07.000]  I
[1:27:07.000 --> 1:27:09.000]  I
[1:27:09.000 --> 1:27:11.000]  I
[1:27:11.000 --> 1:27:13.000]  I
[1:27:13.000 --> 1:27:15.000]  I
[1:27:15.000 --> 1:27:17.000]  I
[1:27:17.000 --> 1:27:19.000]  I
[1:27:19.000 --> 1:27:21.000]  I
[1:27:21.000 --> 1:27:23.000]  I
[1:27:23.000 --> 1:27:25.000]  I
[1:27:25.000 --> 1:27:27.000]  I
[1:27:27.000 --> 1:27:29.000]  I
[1:27:29.000 --> 1:27:31.000]  I
[1:27:31.000 --> 1:27:33.000]  I
[1:27:33.000 --> 1:27:35.000]  I
[1:27:35.000 --> 1:27:39.000]  I
[1:27:39.000 --> 1:27:41.000]  I
[1:27:41.000 --> 1:27:43.000]  I
[1:27:43.000 --> 1:27:45.000]  I
[1:27:45.000 --> 1:27:47.000]  I
[1:27:47.000 --> 1:27:49.000]  I
[1:27:49.000 --> 1:27:51.000]  I
[1:27:51.000 --> 1:27:53.000]  I
[1:27:53.000 --> 1:27:55.000]  I
[1:27:55.000 --> 1:27:57.000]  I
[1:27:57.000 --> 1:27:59.000]  I
[1:27:59.000 --> 1:28:01.000]  I
[1:28:01.000 --> 1:28:03.000]  I
[1:28:03.000 --> 1:28:05.000]  I
[1:28:05.000 --> 1:28:07.000]  I
[1:28:07.000 --> 1:28:09.000]  I
[1:28:09.000 --> 1:28:11.000]  I
[1:28:11.000 --> 1:28:13.000]  I
[1:28:13.000 --> 1:28:15.000]  I
[1:28:15.000 --> 1:28:17.000]  I
[1:28:17.000 --> 1:28:19.000]  I
[1:28:19.000 --> 1:28:21.000]  I
[1:28:21.000 --> 1:28:23.000]  I
[1:28:23.000 --> 1:28:25.000]  I
[1:28:25.000 --> 1:28:27.000]  I
[1:28:27.000 --> 1:28:31.000]  I
[1:28:31.000 --> 1:28:33.000]  I
[1:28:33.000 --> 1:28:35.000]  I
[1:28:35.000 --> 1:28:37.000]  I
[1:28:37.000 --> 1:28:39.000]  I
[1:28:39.000 --> 1:28:41.000]  I
[1:28:41.000 --> 1:28:43.000]  I
[1:28:43.000 --> 1:28:45.000]  I
[1:28:45.000 --> 1:28:47.000]  I
[1:28:47.000 --> 1:28:49.000]  I
[1:28:49.000 --> 1:28:51.000]  I
[1:28:51.000 --> 1:28:53.000]  I
[1:28:53.000 --> 1:28:55.000]  I
[1:28:55.000 --> 1:28:57.000]  I
[1:28:57.000 --> 1:28:59.000]  I
[1:28:59.000 --> 1:29:01.000]  I
[1:29:01.000 --> 1:29:03.000]  I
[1:29:03.000 --> 1:29:05.000]  I
[1:29:05.000 --> 1:29:07.000]  I
[1:29:07.000 --> 1:29:09.000]  I
[1:29:09.000 --> 1:29:11.000]  I
[1:29:11.000 --> 1:29:13.000]  I
[1:29:13.000 --> 1:29:15.000]  I
[1:29:17.000 --> 1:29:19.000]  I
[1:29:19.000 --> 1:29:21.000]  I
[1:29:21.000 --> 1:29:23.000]  I
[1:29:23.000 --> 1:29:25.000]  I
[1:29:25.000 --> 1:29:27.000]  I
[1:29:27.000 --> 1:29:29.000]  I
[1:29:29.000 --> 1:29:31.000]  I
[1:29:31.000 --> 1:29:33.000]  I
[1:29:33.000 --> 1:29:35.000]  I
[1:29:37.000 --> 1:29:39.000]  I
[1:29:39.000 --> 1:29:41.000]  I
[1:29:41.000 --> 1:29:43.000]  I
[1:29:43.000 --> 1:29:45.000]  I
[1:29:45.000 --> 1:29:47.000]  I
[1:29:47.000 --> 1:29:49.000]  I
[1:29:49.000 --> 1:29:51.000]  I
[1:29:51.000 --> 1:29:53.000]  I
[1:29:53.000 --> 1:29:55.000]  I
[1:29:55.000 --> 1:29:57.000]  I
[1:29:57.000 --> 1:29:59.000]  I
[1:29:59.000 --> 1:30:01.000]  I
[1:30:01.000 --> 1:30:03.000]  I
[1:30:03.000 --> 1:30:05.000]  I
[1:30:05.000 --> 1:30:07.000]  I
[1:30:07.000 --> 1:30:09.000]  I
[1:30:09.000 --> 1:30:11.000]  I
[1:30:11.000 --> 1:30:13.000]  I
[1:30:13.000 --> 1:30:15.000]  I
[1:30:15.000 --> 1:30:17.000]  I
[1:30:17.000 --> 1:30:19.000]  I
[1:30:19.000 --> 1:30:21.000]  I
[1:30:21.000 --> 1:30:23.000]  I
[1:30:23.000 --> 1:30:25.000]  I
[1:30:25.000 --> 1:30:27.000]  I
[1:30:27.000 --> 1:30:29.000]  I
[1:30:29.000 --> 1:30:31.000]  I
[1:30:31.000 --> 1:30:33.000]  I
[1:30:33.000 --> 1:30:35.000]  I
[1:30:35.000 --> 1:30:37.000]  I
[1:30:37.000 --> 1:30:39.000]  I
[1:30:39.000 --> 1:30:41.000]  I
[1:30:41.000 --> 1:30:45.000]  I
[1:30:45.000 --> 1:30:47.000]  I
[1:30:47.000 --> 1:30:49.000]  I
