[00:00:11.113 --> 00:00:13.374]  He never gives up.
[01:09:54.104 --> 01:09:54.544]  Great.
[01:09:54.544 --> 01:09:55.205]  So where do I go?
[01:09:55.205 --> 01:09:56.065]  I'm a Costco member.
[01:09:56.065 --> 01:09:57.446]  Watch your back.
[01:09:57.446 --> 01:09:58.567]  What?
[01:09:58.567 --> 01:10:00.168]  What's your name?
[01:10:00.168 --> 01:10:00.648]  Why does it matter?
[01:10:02.358 --> 01:10:02.858]  What's your name?
[01:10:02.858 --> 01:10:03.339]  Laura.
[01:10:03.339 --> 01:10:03.619]  Laura?
[01:10:03.619 --> 01:10:04.220]  Okay, you can't be here.
[01:10:04.220 --> 01:10:04.720]  Not allowed to be here.
[01:10:04.720 --> 01:10:05.581]  I'm not allowed to be here?
[01:10:05.581 --> 01:10:06.001]  No, you're not.
[01:10:06.001 --> 01:10:07.562]  You were told I'm not allowed to be here?
[01:10:07.562 --> 01:10:08.243]  Yes.
[01:10:08.243 --> 01:10:08.943]  By who?
[01:10:08.943 --> 01:10:10.104]  Secret Service, or?
[01:10:10.104 --> 01:10:11.245]  Yep.
[01:10:11.245 --> 01:10:11.846]  Wow!
[01:10:11.846 --> 01:10:13.887]  So, Secret Service said I'm not allowed to be at Costco.
[01:10:13.887 --> 01:10:14.928]  Do you have any issues with that?
[01:10:14.928 --> 01:10:16.830]  We can get someone here to talk to you about it.
[01:10:16.830 --> 01:10:19.112]  I just am interested, like, why am I not allowed to be here?
[01:10:19.112 --> 01:10:20.733]  What's the reasoning for Secret Service?
[01:10:20.733 --> 01:10:26.858]  We were told you weren't supposed to be here, so if you want to talk to somebody that gets their decisions outlined, I'm more than happy to get somebody up to talk to you.
[01:10:26.858 --> 01:10:29.540]  Yeah, can you actually have someone come out and tell me why I'm not allowed to be here?
[01:10:30.681 --> 01:10:34.825]  I'm here to express my First Amendment rights and ask Hillary Clinton a couple questions about what happens.
[01:10:56.212 --> 01:11:04.016]  I mean, the big question everybody's asking is, including big Hillary donors, is why doesn't this lady just go the hell away?
[01:11:04.016 --> 01:11:13.560]  But again, there's a public list of where her book signings are across the United States, and I would suggest everyone go out and peacefully ask her, what happened at Benghazi?
[01:11:13.560 --> 01:11:15.221]  What happened with the emails?
[01:11:15.221 --> 01:11:17.342]  What happened to all those folks that got Arkansas-ed?
[01:11:17.762 --> 01:11:18.904]  Thanks for having me.
[01:11:18.904 --> 01:11:24.493]  So the American people would really like to know, what happened to your 33,000 emails?
[01:11:24.493 --> 01:11:25.655]  What happened in Benghazi?
[01:11:25.655 --> 01:11:26.677]  Go read the book!
[01:11:26.677 --> 01:11:30.123]  What happened with Newsweek and the cover, Madam President?
[01:11:30.123 --> 01:11:30.664]  Hillary Clinton.
[01:11:31.633 --> 01:11:32.493]  What happened?
[01:11:32.493 --> 01:11:33.774]  Are you a Costco member?
[01:11:33.774 --> 01:11:34.214]  Not anymore.
[01:11:34.214 --> 01:11:36.855]  So you canceled your membership because of this?
[01:11:36.855 --> 01:11:37.555]  Yes, we did.
[01:11:37.555 --> 01:11:38.076]  Wow.
[01:11:38.076 --> 01:11:39.016]  Oh, I almost forgot.
[01:11:39.016 --> 01:11:42.497]  It turns out Hillary is going to be in Austin November 17th.
[01:11:42.497 --> 01:11:47.199]  And you can believe we're going to have our crew down there trying to ask her serious questions.
[01:11:47.199 --> 01:11:47.679]  Who knows?
[01:11:47.679 --> 01:11:50.000]  I might even try to go ask her a question.
[01:11:50.000 --> 01:11:52.301]  It's still OK in a free country, right?
[01:11:52.301 --> 01:11:53.542]  Oscar Breeson!
[01:11:53.542 --> 01:11:56.022]  Oscar Breeson!
[01:11:56.022 --> 01:11:56.203]  Woo!
[01:11:58.854 --> 01:12:00.634]  So the info warriors are everywhere.
[01:12:00.634 --> 01:12:04.896]  Laura Loomer is going to ride shotgun with us in this segment and the next while we take phone calls.
[01:12:04.896 --> 01:12:08.637]  As well, she's wearing her Hillary for Prison shirts, which that's a collector's edition.
[01:12:08.637 --> 01:12:09.497]  We don't sell that one out.
[01:12:09.497 --> 01:12:12.898]  We have another newer version, Hillary for Prison 2017.
[01:12:12.898 --> 01:12:14.598]  But why go out and confront Hillary?
[01:12:14.598 --> 01:12:19.659]  Because the mainstream media won't and her and Podesta still have a deep state trying to unseat Trump.
[01:12:19.659 --> 01:12:22.480]  So Laura Loomer, Laura Loomer at Twitter.
[01:12:22.480 --> 01:12:24.181]  Great job as usual.
[01:12:24.181 --> 01:12:24.501]  Thanks.
[01:12:24.501 --> 01:12:25.701]  Thanks so much for having me.
[01:12:26.567 --> 01:12:26.948]  You bet.
[01:12:26.948 --> 01:12:27.950]  So you were there.
[01:12:27.950 --> 01:12:29.372]  What else do we not see that's on the tape?
[01:12:30.848 --> 01:12:33.969]  Well, there were a lot of women protesting, actually.
[01:12:33.969 --> 01:12:43.413]  I mean, the media likes to tell you that Westchester housewives and women living in Westchester and that the youth of America aren't conservative, that they're not Donald Trump supporters.
[01:12:43.413 --> 01:12:52.356]  But I saw probably about 10 Westchester housewives just out there waving Trump flags, wearing their Hillary for prison t-shirts.
[01:12:52.356 --> 01:12:58.238]  There was actually a woman who's a working professional in New York who has a house in Connecticut.
[01:12:58.678 --> 01:13:05.480]  Who wore her Hillary for prison shirt, as well as her Clinton orange jumpsuit costume that she bought for Halloween.
[01:13:05.480 --> 01:13:13.603]  So, you know, the most enthusiastic protesters were middle-aged housewives and children, people who can't vote yet, but they're going to be able to vote in 2020.
[01:13:15.506 --> 01:13:19.329]  Well, Hillary really is this arrogant criminal that's already gotten away with so much.
[01:13:19.329 --> 01:13:26.514]  I mean, if people want to stop the globalist agenda, Soros and CNN are saying, go out, attack people, be anti-FUD, do all this.
[01:13:26.514 --> 01:13:41.165]  All we're saying is, go out to these events, go out and ask your real questions, videotape it like Laura did, put it online, millions will watch it, and that triggers more people to not just take action, you know, online, but physically to do it in the information war.
[01:13:42.574 --> 01:13:43.314]  Yeah, no, exactly.
[01:13:43.314 --> 01:13:44.414]  And it's very simple, right?
[01:13:44.414 --> 01:13:52.136]  I mean, all you have to do is show up with a cell phone or a sign or, you know, a Hillary for Prison t-shirt and get footage.
[01:13:52.136 --> 01:13:56.397]  I mean, it's incredible what you can get, you know, just on your cell phone.
[01:13:56.397 --> 01:13:57.237]  It can go viral.
[01:13:57.237 --> 01:14:02.239]  I mean, I filmed that video in Barnes and Noble with my cell phone and my Periscope account on Twitter the other day.
[01:14:02.239 --> 01:14:07.260]  And like you said, it has millions of views and even the mainstream media picked it up.
[01:14:07.260 --> 01:14:08.560]  So, you know, there's
[01:14:09.278 --> 01:14:21.265]  There's just a lot that people can do and I really encourage people to look at the list I posted online that contains the dates of her tour and to go to the events and ask Hillary what happened, right?
[01:14:21.265 --> 01:14:23.126]  If you don't know how to do this or you're scared.
[01:14:23.126 --> 01:14:25.207]  Yeah, because the name of her book is what happened.
[01:14:25.207 --> 01:14:26.408]  It's at Laura Loomer.
[01:14:26.408 --> 01:14:27.048]  They're on Twitter.
[01:14:27.048 --> 01:14:29.390]  We've posted it at InfoWars.com because
[01:14:29.930 --> 01:14:31.351]  She's pushing globalism.
[01:14:31.351 --> 01:14:32.731]  She's trying to overthrow Trump.
[01:14:32.731 --> 01:14:34.512]  She's trying to stop our election.
[01:14:34.512 --> 01:14:36.393]  She admittedly has moved in next to the White House.
[01:14:36.393 --> 01:14:37.613]  She's orchestrating this.
[01:14:37.613 --> 01:14:43.315]  Then we should go out and ask her, hey, what did happen with this?
[01:14:43.315 --> 01:14:48.818]  They want to bully us through political correctness and say we're all white supremacists and all this made up crap.
[01:14:48.818 --> 01:14:51.979]  Let's go out and ask her about calling black people predators.
[01:14:52.259 --> 01:14:56.824]  Let's go ask her about supporting the Nazi collaborator George Soros, right?
[01:14:56.824 --> 01:14:59.827]  Let's get in her face through legal and lawful systems.
[01:14:59.827 --> 01:15:03.031]  Let's let this bully know she's not going to bully us, Laura!
[01:15:04.073 --> 01:15:04.653]  Yeah, exactly.
[01:15:04.653 --> 01:15:13.557]  And also, too, if you don't feel like you have the courage or the time or the ability to go out and confront Hillary Clinton yourself, then you can protest economically.
[01:15:13.557 --> 01:15:16.418]  I mean, look, a lot of conservatives shop at Costco.
[01:15:16.418 --> 01:15:23.321]  Why is Costco, you know, allowing for a criminal... Well, you know the CEO is a total Obama globalist.
[01:15:23.321 --> 01:15:24.262]  I mean, he's the worst.
[01:15:25.131 --> 01:15:28.033]  Yeah, but regardless, conservatives shop at Costco.
[01:15:28.033 --> 01:15:31.435]  It's a store that sells items in bulk for families, right?
[01:15:31.435 --> 01:15:33.796]  Who are the people that are family-oriented in this country?
[01:15:33.796 --> 01:15:34.657]  It's conservatives.
[01:15:34.657 --> 01:15:37.919]  It's definitely not... And so we should start using our weight.
[01:15:37.919 --> 01:15:38.499]  Exactly.
[01:15:38.499 --> 01:15:39.680]  This is economic warfare.
[01:15:39.680 --> 01:15:40.661]  They want to bankrupt us.
[01:15:40.661 --> 01:15:43.222]  They want to kick us off Google, kick us off Amazon.
[01:15:43.222 --> 01:15:45.924]  You know, we need to start letting them know, hey, we have buying power.
[01:15:45.924 --> 01:15:47.345]  We're not going to just roll over.
[01:15:47.345 --> 01:15:51.707]  We're going to study who you are and keep our money away from you if you're anti-free speech.
[01:15:51.707 --> 01:15:52.308]  We'll be right back.
[01:15:54.460 --> 01:15:58.401]  Enjoy all natural bath and beauty products with Emmerich's Essentials.
[01:15:58.401 --> 01:16:17.887]  We are proud to bring you a collection of organic-based household products at Infowarestore.com, including non-nano SPF 30 zinc oxide sunscreen, date-free herbal bug spray, concentrated peppermint mouthwash, unscented body wash, tea tree shampoo, and long-lasting natural deodorant.
[01:16:17.987 --> 01:16:22.190]  Emmerich's Essentials is free of chemicals and toxins that may harm your body.
[01:16:22.190 --> 01:16:28.774]  We carefully select pure and simple ingredients to create formulas that are certified USDA Made With Organic.
[01:16:28.774 --> 01:16:33.558]  Our mission is to offer you everyday organic household products to enhance your life.
[01:16:33.558 --> 01:16:38.721]  Truly feel the difference by going organic natural without compromising on quality.
[01:16:38.721 --> 01:16:41.103]  Feel good about using Emmerich's Essentials.
[01:16:41.103 --> 01:16:45.226]  Start saving money and stop exposing yourself and your family to toxic ingredients.
[01:16:45.506 --> 01:16:51.511]  Visit InfoWarsStore.com and learn more about the new Emrix Essentials line of organic products.
[01:16:51.511 --> 01:16:54.473]  That's InfoWarsStore.com.
[01:16:54.473 --> 01:16:59.216]  Men, give your body the support it needs with InfoWars Life Prostagard.
[01:16:59.216 --> 01:17:03.660]  It's time to start assisting the body in regulating proper prostate balance.
[01:17:03.660 --> 01:17:14.248]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[01:17:14.868 --> 01:17:22.815]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[01:17:22.815 --> 01:17:32.202]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[01:17:32.202 --> 01:17:42.471]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[01:17:42.931 --> 01:17:46.372]  Now's the time to start naturally supporting your body.
[01:17:46.372 --> 01:17:50.994]  Get Prostagard on your side today, exclusively at Infowarslife.com.
[01:17:50.994 --> 01:17:55.296]  That's Infowarslife.com.
[01:17:55.296 --> 01:18:04.379]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:18:04.379 --> 01:18:12.502]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:18:12.762 --> 01:18:17.645]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:18:17.645 --> 01:18:24.429]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:18:24.429 --> 01:18:31.594]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:18:31.594 --> 01:18:38.478]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:18:38.638 --> 01:18:43.102]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:18:43.102 --> 01:18:46.505]  Available in original or with our immune support infusion blend.
[01:18:46.505 --> 01:18:52.811]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:18:52.811 --> 01:18:54.472]  Available at Infowarslife.com
[01:18:55.529 --> 01:19:00.255]  As most of you already know, I am a voracious consumer of news and information.
[01:19:00.255 --> 01:19:10.887]  And in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors in many cases had
[01:19:11.007 --> 01:19:13.308]  Much better nutrition than we do today.
[01:19:13.308 --> 01:19:19.949]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[01:19:19.949 --> 01:19:29.112]  And so I set out to develop Caveman, but to not just have concentrated bone broth from chicken, but seven other superfood ingredients.
[01:19:29.592 --> 01:19:30.052]  We're good.
[01:19:57.392 --> 01:20:05.914]  You're listening to the Alex Jones Show.
[01:20:05.914 --> 01:20:10.516]  Waging war on corruption.
[01:20:10.516 --> 01:20:12.336]  It's Alex Jones.
[01:20:24.309 --> 01:20:28.690]  So, Laura Loomer, great activist, great journalist, is our guest, riding shotgun with us for the rest of the hour.
[01:20:28.690 --> 01:20:30.371]  We're about to go to some of your phone calls.
[01:20:30.371 --> 01:20:38.294]  She's been going around, like journalists should, asking Hillary about Benghazi, about the 33,000 emails, about the Awan brothers, about all this stuff.
[01:20:38.294 --> 01:20:39.994]  I'm going to ask her in a moment, what else would she ask?
[01:20:39.994 --> 01:20:47.357]  But we're also going to go to your phone calls from JK in Washington, and Mike in Calgary, Canada, and many others that are patiently holding.
[01:20:47.357 --> 01:20:51.378]  But first off, before I get to this really good news about Trump,
[01:20:53.046 --> 01:20:55.146]  Because if Trump's good, I'm going to talk about it.
[01:20:55.146 --> 01:20:56.527]  If he's bad, I'm going to talk about it.
[01:20:56.527 --> 01:20:57.807]  But it's good news.
[01:20:57.807 --> 01:21:00.968]  He says, I never said we're going to just do this Dreamer thing.
[01:21:00.968 --> 01:21:03.228]  I just executively killed it.
[01:21:03.228 --> 01:21:04.488]  That's a hoax.
[01:21:04.488 --> 01:21:08.689]  And he said, I'm not getting rid of my move away from carbon taxes.
[01:21:08.689 --> 01:21:10.570]  I'm not going to go along with the Paris climate deal.
[01:21:10.570 --> 01:21:11.890]  I already told you I'm not doing it.
[01:21:11.890 --> 01:21:13.650]  That's not true.
[01:21:13.650 --> 01:21:20.252]  But that creates the new question, why are his adjuncts, why are his spokespersons out there saying that then?
[01:21:21.897 --> 01:21:30.482]  So that's a whole other enchilada, but Trump so far has done pretty much everything he said he would do or he's trying to do it.
[01:21:30.482 --> 01:21:33.764]  So I kind of got beaten up the last few days.
[01:21:33.764 --> 01:21:37.266]  People saying, why are you going along with him for DACA?
[01:21:37.266 --> 01:21:39.167]  Why are you suddenly supporting Trump being a traitor?
[01:21:39.167 --> 01:21:42.029]  Why aren't you burning your MAGA hat?
[01:21:42.029 --> 01:21:47.372]  So I burned the hat for fun and said, it's just a hat, but Trump hasn't betrayed us yet.
[01:21:47.372 --> 01:21:49.614]  Plus he's not God, he can't get it all done.
[01:21:50.848 --> 01:21:53.910]  But you know a man by his enemies, and that's the globalists.
[01:21:53.910 --> 01:21:56.791]  And I'm not criticizing people that, you know, did stunts, burning the hats.
[01:21:56.791 --> 01:21:58.052]  That's your right to do it.
[01:21:58.052 --> 01:22:01.574]  But Laura Loomer, I want to ask you how you woke up and what got you involved.
[01:22:01.574 --> 01:22:04.635]  But first, what do you make of all these controversies?
[01:22:04.635 --> 01:22:08.857]  Do you think Trump's selling us out?
[01:22:08.857 --> 01:22:19.783]  I wouldn't say he's necessarily selling us out, but I do, you know, I do kind of wonder why he's schmoozing with Nancy Pelosi and Schumer and
[01:22:20.584 --> 01:22:30.311]  Um, I, I miss the more aggressive Trumps, the Trumps that just really didn't care about what he said to people or, you know, offending people on the other side of the aisle.
[01:22:30.311 --> 01:22:31.332]  But, you know, maybe.
[01:22:32.279 --> 01:22:35.480]  I personally have a theory that Trump is no longer tweeting for himself.
[01:22:35.480 --> 01:22:49.865]  I mean, when I look at the tweets that Donald Trump is putting out, like those tweets he posted the other day about DACA and, oh, do we really want to send people back who are serving in our military and people who are here illegally who have jobs and have been here their whole life?
[01:22:49.865 --> 01:22:51.826]  Like, yeah, actually we do.
[01:22:51.826 --> 01:22:53.686]  I mean, America first, right?
[01:22:53.686 --> 01:22:56.667]  I mean, they're taking jobs from young Americans.
[01:22:56.667 --> 01:22:58.488]  The point is there's this entitlement.
[01:22:59.674 --> 01:23:01.116]  We're more of it than anybody else in the world.
[01:23:01.116 --> 01:23:02.217]  You come and have your baby.
[01:23:02.217 --> 01:23:03.938]  The baby's paid for, taken care of.
[01:23:03.938 --> 01:23:04.879]  We're collapsing.
[01:23:04.879 --> 01:23:06.581]  Then they brainwash the immigrants.
[01:23:06.581 --> 01:23:08.163]  Hey, America, I get your issue.
[01:23:08.163 --> 01:23:09.083]  And you're right.
[01:23:09.083 --> 01:23:11.225]  The Twitter looks like it's not him now.
[01:23:11.225 --> 01:23:14.769]  They've gotten rid of all the people that actually got him into office.
[01:23:14.769 --> 01:23:16.511]  He's surrounded now.
[01:23:16.511 --> 01:23:18.573]  And so it's almost like, hey, don't worry.
[01:23:18.573 --> 01:23:19.754]  There's already been a soft coup.
[01:23:20.694 --> 01:23:22.936]  Yeah, I mean, I don't know, maybe he is tweeting for himself.
[01:23:22.936 --> 01:23:29.943]  I mean, he did tweet a funny gif today, swinging a golf bat, um, you know, but I mean, I don't know.
[01:23:29.943 --> 01:23:35.069]  I just, when I see those tweets and I see the language that's being used, it just doesn't sound like Trump is tweeting.
[01:23:35.069 --> 01:23:40.714]  And there's all of these rumors going around that like, you know, they're, they're censoring him, they're drugging him.
[01:23:40.714 --> 01:23:44.178]  And you know, who knows if it's really true, if they're giving him sedatives and if they're
[01:23:44.258 --> 01:23:50.924]  We've talked to high-level New York Times, Washington Post writers, and people that have given us good intel before, and they say it's happening.
[01:23:50.924 --> 01:23:53.467]  And so look, he is surrounded.
[01:23:53.467 --> 01:23:58.611]  All I'm saying is, I don't believe it when Nancy Pelosi says he's going to support DACA.
[01:23:58.611 --> 01:24:00.413]  I don't believe it until I actually hear him do it.
[01:24:00.413 --> 01:24:01.114]  That's what I'm saying.
[01:24:02.090 --> 01:24:10.475]  Yeah, I know, and I have sources as well, and I've heard from people close to people inside the White House who have also told me that it's not true.
[01:24:10.475 --> 01:24:13.537]  So, I mean, I don't believe what Nancy Pelosi and Chuck Schumer are saying.
[01:24:13.537 --> 01:24:14.058]  Exactly.
[01:24:14.058 --> 01:24:18.881]  I'm saying we should trust but verify and kind of wait and see what happens, but here are the headlines.
[01:24:18.881 --> 01:24:26.406]  Trump will pull out of Paris climate change agreement, says White House, denies claim that he is considering staying in.
[01:24:27.026 --> 01:24:28.187]  So that's the Daily Mail article.
[01:24:28.187 --> 01:24:28.527]  Here it is.
[01:24:28.527 --> 01:24:33.171]  Gorka, Trump will be getting rid of people soon because he's not well served.
[01:24:33.171 --> 01:24:43.260]  Gorka, Dr. Sebastian Gorka, says that he is not planning to get out of his claim to block DACA and that it's all basically lies.
[01:24:43.260 --> 01:24:45.162]  So I certainly hope that's the truth.
[01:24:45.162 --> 01:24:45.582]  What do you think?
[01:24:47.508 --> 01:24:56.612]  I think that we should wait until we hear it from Trump because look, the quickest way to make people turn on the president is by upsetting the base and making the base feel betrayed.
[01:24:56.612 --> 01:25:01.753]  Sure, so I'm not going to believe Pelosi or Schumer or CNN when they say Trump's betraying the base.
[01:25:01.753 --> 01:25:02.894]  I'm going to watch and see what happens.
[01:25:03.814 --> 01:25:11.200]  Because I think they understand that and they're using it as a tool to disrupt Trump's base so that people don't support him any longer.
[01:25:11.200 --> 01:25:16.185]  But, you know, I think that people should just wait until Trump says it himself.
[01:25:16.185 --> 01:25:17.926]  Because I don't trust Nancy Pelosi.
[01:25:17.926 --> 01:25:19.288]  You shouldn't trust Nancy Pelosi.
[01:25:19.288 --> 01:25:20.789]  And I sure as hell don't trust Chuck Schumer.
[01:25:20.789 --> 01:25:23.051]  So you definitely shouldn't trust Chuck Schumer.
[01:25:24.955 --> 01:25:25.556]  I agree with you.
[01:25:25.556 --> 01:25:27.957]  We're going to go to some phone calls here in a moment.
[01:25:27.957 --> 01:25:33.081]  But even Floyd Mayweather, the video's up on Infowars.com and Newswars.com.
[01:25:33.081 --> 01:25:34.462]  Floyd Mayweather, Jr.
[01:25:34.462 --> 01:25:48.333]  defends Trump, slams leftists and ungrateful immigrants and goes on to say Trump was given all these awards by black groups, he was loved before, no one ever said he was a racist before, and now he's basically bringing the country back, the economy back.
[01:25:48.333 --> 01:25:51.896]  Mayweather just says it's a stunt to attack Trump and manipulate people.
[01:25:54.386 --> 01:25:57.968]  Yeah, no, I loved seeing what Mayweather had to say the other day, right?
[01:25:57.968 --> 01:26:19.501]  Because he's an athlete and, you know, a lot of people like to criticize him because he's, you know, an African-American male and they make jokes about him not being educated, but he seems to be a lot more educated and a lot more reasonable and intelligent about the state of America and the state of our president than any other celebrity or... Well, you know what's educated?
[01:26:19.501 --> 01:26:21.542]  Doing your own thing and being successful.
[01:26:22.122 --> 01:26:25.644]  If you go get five degrees and are successful, great, but most people aren't.
[01:26:25.644 --> 01:26:29.747]  The point is, success is the real mark of success.
[01:26:29.747 --> 01:26:34.891]  Brian, education doesn't mean anything, and I think that in the field of journalism, you know,
[01:26:35.717 --> 01:26:36.717]  I've been able to show that.
[01:26:36.717 --> 01:26:45.560]  I mean, look, you see a lot of these people who spend hundreds of thousands of dollars attending, you know, upper echelon Ivy League journalism schools, and they haven't done anything impactful.
[01:26:45.560 --> 01:26:56.984]  But all it takes is one person with a cell phone, like during the election, the gentleman who filmed Hillary Clinton getting pushed into a van while she was having her episode, and that changed the election.
[01:26:56.984 --> 01:26:58.224]  And from what I understand, that
[01:26:58.404 --> 01:27:00.545]  Well, she was picked up like a side of beef.
[01:27:00.545 --> 01:27:01.646]  Exactly.
[01:27:01.646 --> 01:27:06.348]  It seems like the people that have the degrees are worthless because they're just waiting around being told what to do.
[01:27:06.348 --> 01:27:08.129]  Exactly.
[01:27:08.129 --> 01:27:13.452]  It's like getting a degree is like having a degree and being embalmed or like a corpse or something.
[01:27:14.448 --> 01:27:18.050]  Yeah, I always tell people when they say, oh, how did you get involved in journalism?
[01:27:18.050 --> 01:27:20.712]  Should I start, uh, you know, journalism school?
[01:27:20.712 --> 01:27:22.173]  Should I major in journalism?
[01:27:22.173 --> 01:27:27.096]  It's like, eh, I mean, it might help, but I don't think college is worth anybody's money.
[01:27:27.096 --> 01:27:30.579]  I mean, you go to journalism school, it's mainly a bunch of leftist brainwashing.
[01:27:31.039 --> 01:27:33.681]  I started out 22 years ago on AXS TV.
[01:27:33.681 --> 01:27:36.544]  I was syndicated two years later.
[01:27:36.544 --> 01:27:40.507]  Because I was covering real topics, covering real news, the public resonated.
[01:27:40.507 --> 01:27:42.949]  What matters is that free market of ideas.
[01:27:42.949 --> 01:27:52.557]  Laura, we're going to go to break in a minute and come back and take calls from Mike and Calgary, JR, JK, Jeremy, Joshua, Aaron, Karen, Nathaniel, Chris, Matthew, everybody.
[01:27:52.557 --> 01:27:55.260]  But briefly, in one minute, how did you wake up?
[01:27:55.260 --> 01:27:56.501]  What got you politically involved?
[01:27:57.731 --> 01:28:16.640]  Well really it was when I was in college and my university invited an imam who chanted Allahu Akbar at a 9-11 memorial service at my university and I was just like wow this is this is insane like Islam is taking over, Islam is infiltrating the universities, it's brainwashing people and it's made its way into our own
[01:28:17.340 --> 01:28:17.760]  We're good to go.
[01:28:36.888 --> 01:28:40.891]  Just a horrible, horrible person here with us, Ms.
[01:28:40.891 --> 01:28:43.532]  Loomer, who doesn't want to submit to Islam.
[01:28:43.532 --> 01:28:45.694]  It's the ultimate form of feminism.
[01:28:45.694 --> 01:28:48.435]  I want to apologize to Linda Saucer right now.
[01:28:48.435 --> 01:28:51.577]  We're going to come back and ask her, how does she come up with this?
[01:28:51.577 --> 01:28:52.578]  How dare her?
[01:28:54.358 --> 01:29:01.826]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[01:29:01.826 --> 01:29:15.041]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[01:29:15.962 --> 01:29:27.874]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[01:29:27.874 --> 01:29:33.819]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[01:29:34.580 --> 01:29:43.608]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[01:29:43.608 --> 01:29:51.796]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[01:29:55.373 --> 01:30:03.640]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the InfoWar.
[01:30:03.640 --> 01:30:04.861]  A 360 win.
[01:30:04.861 --> 01:30:11.426]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at InfoWarshore.com.
[01:30:11.426 --> 01:30:18.952]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[01:30:19.352 --> 01:30:24.417]  Number three, we're giving you free shipping on all orders above $50.
[01:30:24.417 --> 01:30:30.522]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:30:30.522 --> 01:30:38.329]  Just go to InfoWarsStore.com, select your favorite product or products, click on AutoShip, and choose how often you want us to send you another order.
[01:30:38.329 --> 01:30:45.195]  As you know, I coined the term 360Win, and with the new AutoShip feature at InfoWarsLife.com, this is a sure win.
[01:30:45.195 --> 01:30:46.336]  10% off on AutoShip.
[01:30:46.476 --> 01:30:48.918]  Win-win-win at InfoWarsLife.com.
[01:30:48.918 --> 01:30:50.899]  Free shipping on orders above $50.
[01:30:50.899 --> 01:30:55.422]  And all out-of-stock items are never out-of-stock when you sign up for auto-ship.
[01:30:55.422 --> 01:31:00.886]  After being sold out for months, our best-selling Super Blue Fluoride Toothpaste is now back in stock at InfoWarsStore.com.
[01:31:00.886 --> 01:31:02.968]  Research across the board is clear.
[01:31:02.968 --> 01:31:08.271]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[01:31:08.271 --> 01:31:11.774]  That's why the last Surgeon General's report on oral health warrants.
[01:31:12.094 --> 01:31:15.557]  Your oral health can have a serious impact on your entire body.
[01:31:15.557 --> 01:31:18.740]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[01:31:18.740 --> 01:31:22.624]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[01:31:22.624 --> 01:31:29.791]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[01:31:29.791 --> 01:31:35.176]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[01:31:35.436 --> 01:31:37.478]  Iodine, nanosilver, and more.
[01:31:37.478 --> 01:31:45.768]  Due to requests from listeners who found that Spearmint was a little bit too strong for some of their children, we have created the new Bubblegum-flavored Superblue that is Spearmint-free.
[01:31:45.768 --> 01:31:54.097]  Learn more about the new Bubblegum-flavored Superblue toothpaste and more at InfoWarsLife.com and support the InfoWars while you support healthy gums and teeth.
