[00:00.000 --> 00:06.000]  In this present crisis, government is not the solution to our problem.
[01:18:42.000 --> 01:18:48.000]  coming down with lanterns or flares as if this was a Nazi rally.
[01:18:48.000 --> 01:18:52.000]  First of all, neither one understands what the Nazi rally was about.
[01:18:52.000 --> 01:18:56.000]  Secondly, most of them don't understand that Hitler
[01:18:56.000 --> 01:18:59.000]  really had about 100,000 Jews in his army.
[01:18:59.000 --> 01:19:01.000]  Now, I didn't make this up.
[01:19:01.000 --> 01:19:05.000]  Hitler's two major field commanders in the Luftwaffe,
[01:19:05.000 --> 01:19:09.000]  the Blitzkrieg, were full Jews out of five.
[01:19:09.000 --> 01:19:12.000]  Hitler's right-hand man, Heidrich,
[01:19:12.000 --> 01:19:16.000]  who was in charge of the extermination of Jews,
[01:19:16.000 --> 01:19:18.000]  was a Jew from Austria.
[01:19:18.000 --> 01:19:21.000]  So history is missing in all of this.
[01:19:21.000 --> 01:19:27.000]  On the left, they forgot that they gave birth to eugenics in Germany.
[01:19:27.000 --> 01:19:31.000]  It was the left, particularly Stanford University,
[01:19:31.000 --> 01:19:35.000]  the Rockefeller University,
[01:19:35.000 --> 01:19:39.000]  and Harvard, who gave the grants and eventually went to Mengele
[01:19:39.000 --> 01:19:43.000]  to do the eugenics experiments.
[01:19:43.000 --> 01:19:45.000]  Also, it was Margaret Sanger,
[01:19:45.000 --> 01:19:49.000]  who inspired everybody to get rid of any child that was not adaptive.
[01:19:49.000 --> 01:19:52.000]  We'll be right back with more on the Alex Jones Show.
[01:20:19.000 --> 01:20:23.000]  You want to save money in a place that gives you growth,
[01:20:23.000 --> 01:20:27.000]  control, and certainty without stock market risk or tax risk,
[01:20:27.000 --> 01:20:30.000]  and you want guarantees and you want it all tax-free.
[01:20:30.000 --> 01:20:31.000]  That's a tall order.
[01:20:31.000 --> 01:20:34.000]  But you can get all of that with properly designed,
[01:20:34.000 --> 01:20:36.000]  participating whole life insurance.
[01:20:36.000 --> 01:20:39.000]  Most people think life insurance pays after you're dead.
[01:20:39.000 --> 01:20:40.000]  That's true.
[01:20:40.000 --> 01:20:43.000]  But you can have tax-free access to use your life insurance
[01:20:43.000 --> 01:20:44.000]  while you're alive.
[01:20:44.000 --> 01:20:46.000]  Get the free life insurance.
[01:20:46.000 --> 01:20:49.000]  Get the free book to find out how.
[01:20:49.000 --> 01:20:52.000]  Call 702-6607000.
[01:20:52.000 --> 01:20:54.000]  Do you trust our economy?
[01:20:54.000 --> 01:20:56.000]  How about our banking system?
[01:20:56.000 --> 01:20:59.000]  Our president has stated we are sitting on a bubble right now
[01:20:59.000 --> 01:21:01.000]  and that when the Fed raises interest rates,
[01:21:01.000 --> 01:21:03.000]  bad things are going to happen.
[01:21:03.000 --> 01:21:05.000]  Well, the Fed is raising rates here and now.
[01:21:05.000 --> 01:21:09.000]  There has never been a better time to turn your IRA or 401K
[01:21:09.000 --> 01:21:13.000]  into physical gold or silver with GSI exchange.
[01:21:13.000 --> 01:21:16.000]  Call 833-GSI-Gold.
[01:21:16.000 --> 01:21:19.000]  GSI exchange can make this happen fast,
[01:21:19.000 --> 01:21:22.000]  and it's money you control, not the big banks.
[01:21:22.000 --> 01:21:24.000]  833-GSI-Gold.
[01:21:24.000 --> 01:21:26.000]  Ask about our bank failure survival guide
[01:21:26.000 --> 01:21:31.000]  and learn how your qualified IRA transfer can get you $1,500
[01:21:31.000 --> 01:21:34.000]  in free physical gold or silver delivered right to your home.
[01:21:34.000 --> 01:21:39.000]  GSI exchange has an A-plus rating with the Better Business Bureau.
[01:21:39.000 --> 01:21:41.000]  Call GSI exchange.
[01:21:41.000 --> 01:21:45.000]  Call GSI exchange at 833-GSI-Gold.
[01:21:45.000 --> 01:21:50.000]  That's 833-474-4653.
[01:21:50.000 --> 01:21:53.000]  Or visit us on the web at GSI.Gold.
[01:21:53.000 --> 01:21:58.000]  It's been said any society has only three missed meals away from chaos.
[01:21:58.000 --> 01:22:00.000]  Those times may be near.
[01:22:00.000 --> 01:22:03.000]  Think about it, our country faces multiple terrorist threats
[01:22:03.000 --> 01:22:05.000]  and aggressions from Russia and North Korea.
[01:22:05.000 --> 01:22:08.000]  Social unrest and violent marches yet again may lead to looting
[01:22:08.000 --> 01:22:11.000]  of stores and city shutdowns.
[01:22:11.000 --> 01:22:14.000]  And our crumbling infrastructure leaves our power grid vulnerable
[01:22:14.000 --> 01:22:17.000]  to long-term outages from a single cyber attack.
[01:22:17.000 --> 01:22:19.000]  When the chaos from any one of these threats arises,
[01:22:19.000 --> 01:22:23.000]  the government knows it can't provide during a widespread national emergency.
[01:22:23.000 --> 01:22:26.000]  That's why you need your own plan for self-reliance.
[01:22:26.000 --> 01:22:29.000]  That's where my Patriot supply comes in.
[01:22:29.000 --> 01:22:32.000]  Get a four-week survival food supply for only $99.
[01:22:32.000 --> 01:22:35.000]  That includes breakfast, lunches and dinners.
[01:22:35.000 --> 01:22:38.000]  Order online at preparewithgcn.com.
[01:22:38.000 --> 01:22:42.000]  $99 for four weeks of survival food that tastes like homemade cooking
[01:22:42.000 --> 01:22:46.000]  and lasts up to 25 years from my Patriot supply.
[01:22:46.000 --> 01:22:49.000]  Get your kits today at preparewithgcn.com.
[01:22:49.000 --> 01:22:51.000]  Free shipping is included.
[01:22:51.000 --> 01:23:06.000]  If you had purchased $100 of Bitcoin in 2010, today you'd have $2,600,000.
[01:23:06.000 --> 01:23:10.000]  While that sinks in, you now have a huge cryptocurrency opportunity
[01:23:10.000 --> 01:23:13.000]  at below market price at a guaranteed $0.10 per coin.
[01:23:13.000 --> 01:23:16.000]  Procoin, a coin publicly traded on the open market,
[01:23:16.000 --> 01:23:18.000]  easily converted to cash available in 60 countries,
[01:23:18.000 --> 01:23:21.000]  and you'll be able to get your own currency.net.
[01:23:21.000 --> 01:23:23.000]  That's procoincurrency.net.
[01:23:23.000 --> 01:23:52.000]  Maybe not today, maybe not tomorrow, but soon you'll need a plan and place to survive.
[01:23:54.000 --> 01:24:06.000]  Welcome back to The Alex Jones Show.
[01:24:06.000 --> 01:24:09.000]  Owen Schreuer, Dr. Steve Poczenik with you in this segment.
[01:24:09.000 --> 01:24:13.000]  We will be for the remainder of this hour talking about the events in Charlottesville
[01:24:13.000 --> 01:24:14.000]  and the truth about them.
[01:24:14.000 --> 01:24:18.000]  And while we're talking about it, you might want to get to infowarstore.com
[01:24:18.000 --> 01:24:22.000]  because we have the BuzzFeed Mega Special going on right now,
[01:24:22.000 --> 01:24:27.000]  but this is going to be ending soon because we're selling out of these products.
[01:24:27.000 --> 01:24:30.000]  So we can't have the special if we don't have any products to sell you.
[01:24:30.000 --> 01:24:34.000]  So make sure you get to infowarstore.com as soon as you can
[01:24:34.000 --> 01:24:36.000]  to take advantage of the BuzzFeed Mega Specials.
[01:24:36.000 --> 01:24:43.000]  That includes Brainforce Plus, 55% off, Survival Shield X2, 55% off,
[01:24:43.000 --> 01:24:45.000]  Secret 12, 55% off.
[01:24:45.000 --> 01:24:50.000]  All of those highly rated, great, must-have products under $20 right now.
[01:24:50.000 --> 01:24:56.000]  With coupon code GOBLIN, infowar selects storeable food up to 50% off
[01:24:56.000 --> 01:24:59.000]  with the coupon code GOBLIN.
[01:24:59.000 --> 01:25:02.000]  Some other products available, Biotru Selenium 29% off,
[01:25:02.000 --> 01:25:10.000]  Myco ZX 46% off, Silver Bullet 66% off, Caveman 30% off right now.
[01:25:10.000 --> 01:25:14.000]  DNA Force, now this is one of our flagship products that sells out a lot
[01:25:14.000 --> 01:25:18.000]  because it's so hard to get some of the elements that are in there.
[01:25:18.000 --> 01:25:21.000]  DNA Force, and that's 20% off right now.
[01:25:21.000 --> 01:25:26.000]  So take advantage of DNA Force, a 20% savings on one of our flagship
[01:25:26.000 --> 01:25:29.000]  breakthrough products, DNA Force, that is selling out.
[01:25:29.000 --> 01:25:31.000]  That's one that usually does sell out.
[01:25:31.000 --> 01:25:36.000]  So make sure you get to infowarstore.com and take advantage of the BuzzFeed Mega Special
[01:25:36.000 --> 01:25:39.000]  which will be ending soon because we're selling out of all these products.
[01:25:39.000 --> 01:25:42.000]  So you are supporting us, you're taking advantage of the Mega Specials,
[01:25:42.000 --> 01:25:46.000]  but if you haven't yet, get to infowarstore.com as soon as possible.
[01:25:46.000 --> 01:25:49.000]  Otherwise, we're going to be out of products and the BuzzFeed Mega Special
[01:25:49.000 --> 01:25:55.000]  will be ending, infowarstore.com, BuzzFeed Mega Special, limited time, free shipping as well.
[01:25:55.000 --> 01:26:00.000]  Take advantage of all of those great offers and fund independent media
[01:26:00.000 --> 01:26:06.000]  that gets people like Dr. Steve Pacenek on to break down the, I would say, collusion.
[01:26:06.000 --> 01:26:10.000]  I would say behind the door collusion between the mayor of Charlottesville
[01:26:10.000 --> 01:26:14.000]  and Richard Spencer, Dr. Pacenek, where you left off.
[01:26:14.000 --> 01:26:17.000]  I would agree with you, there is a clear collusion.
[01:26:17.000 --> 01:26:21.000]  Both of the men were trained in the same place as the University of Virginia.
[01:26:21.000 --> 01:26:23.000]  They're both highly educated.
[01:26:23.000 --> 01:26:30.000]  They both owe their allegiance to their specific parties.
[01:26:30.000 --> 01:26:35.000]  In the case of Spencer, he just made up some nonsensical party called the Nazis
[01:26:35.000 --> 01:26:38.000]  or the alternative media.
[01:26:38.000 --> 01:26:41.000]  He didn't create the expression alternative media.
[01:26:41.000 --> 01:26:45.000]  Neither did Hillary. It was really created here on the Alex Jones show
[01:26:45.000 --> 01:26:49.000]  and we did it about 12, 14 years ago where we were the new right
[01:26:49.000 --> 01:26:53.000]  or the new Republicans because we broke away on 9-11.
[01:26:53.000 --> 01:26:55.000]  That's what nobody really understood.
[01:26:55.000 --> 01:26:59.000]  This is a still carryover in terms of the Republican Party
[01:26:59.000 --> 01:27:02.000]  or we who were disillusioned with the Bushes
[01:27:02.000 --> 01:27:06.000]  and others that we wanted to have our own specific party
[01:27:06.000 --> 01:27:08.000]  and Alex was the forefront of it.
[01:27:08.000 --> 01:27:11.000]  In terms of the left, they have been pathetic.
[01:27:11.000 --> 01:27:13.000]  It's still part of the Podesta group.
[01:27:13.000 --> 01:27:18.000]  It's still part of the fascism of the left when you create a tight group
[01:27:18.000 --> 01:27:22.000]  and they're always working to create agitation propaganda.
[01:27:22.000 --> 01:27:25.000]  That's the beginning of fascism on both sides
[01:27:25.000 --> 01:27:29.000]  and probably the closest analogy historically to this
[01:27:29.000 --> 01:27:33.000]  would be the Weimar Republic in the 1920s when you had the fascist left
[01:27:33.000 --> 01:27:36.000]  and the so-called fascist right coming together
[01:27:36.000 --> 01:27:40.000]  and in between you had this painter or theoretical painter
[01:27:40.000 --> 01:27:43.000]  who didn't get into art school named Hitler came to power.
[01:27:43.000 --> 01:27:45.000]  Now, this is highly contrived.
[01:27:45.000 --> 01:27:50.000]  Whoever is involved has to be involved with some of the elements of the FBI
[01:27:50.000 --> 01:27:52.000]  and some of the elements of the CIA.
[01:27:52.000 --> 01:27:53.000]  Why do I say that?
[01:27:53.000 --> 01:27:56.000]  Richard Spencer lives in Arlington, Virginia.
[01:27:56.000 --> 01:27:59.000]  He was married to a former Russian or Russian-American.
[01:27:59.000 --> 01:28:03.000]  The Russian-American turns out studied U.S. foreign policy,
[01:28:03.000 --> 01:28:07.000]  international relations, and guess what, the Soviet Union.
[01:28:07.000 --> 01:28:11.000]  By definition, she was and still is probably the CIA.
[01:28:11.000 --> 01:28:14.000]  In return, you have Podesta group.
[01:28:14.000 --> 01:28:18.000]  You've got Singer or Signer, as he calls himself.
[01:28:18.000 --> 01:28:20.000]  He was involved in a lot of education as well,
[01:28:20.000 --> 01:28:24.000]  University of Virginia, as was Spencer.
[01:28:24.000 --> 01:28:26.000]  So both come out of the same background,
[01:28:26.000 --> 01:28:29.000]  intellectuals, spoiled, elitists.
[01:28:29.000 --> 01:28:31.000]  None of them have ever really worked.
[01:28:31.000 --> 01:28:35.000]  One created a job and both decided to get into the business
[01:28:35.000 --> 01:28:37.000]  of agitation propaganda.
[01:28:37.000 --> 01:28:42.000]  In turn, you have the FBI who's completely penetrated the KKK.
[01:28:42.000 --> 01:28:44.000]  There's no notion there is any KKK.
[01:28:44.000 --> 01:28:46.000]  As usual, Alex is correct.
[01:28:46.000 --> 01:28:49.000]  And years ago, I remember Maurice D.
[01:28:49.000 --> 01:28:52.000]  of the Southern Poverty Law Center,
[01:28:52.000 --> 01:28:55.000]  who might have helped out about 20, 30 years ago
[01:28:55.000 --> 01:28:59.000]  and gave him some operatives and some money to tell him to infiltrate it.
[01:28:59.000 --> 01:29:02.000]  And also, we told the FBI to get rid of the KKK.
[01:29:02.000 --> 01:29:04.000]  So the KKK doesn't exist.
[01:29:04.000 --> 01:29:09.000]  And as Alex pointed out, the absurdity of having a black or brown individual
[01:29:09.000 --> 01:29:11.000]  and the KKK makes it even more absurd.
[01:29:11.000 --> 01:29:13.000]  The fact that you have men dressed up
[01:29:13.000 --> 01:29:17.000]  and full combat gear walking with planes is also absurd.
[01:29:17.000 --> 01:29:22.000]  So this was all highly contrived by whatever, the deep state, the FBI,
[01:29:22.000 --> 01:29:25.000]  the agency in order to create strategic tension.
[01:29:25.000 --> 01:29:28.000]  Now, Trump handled this very well.
[01:29:28.000 --> 01:29:30.000]  But the problem lies to Trump.
[01:29:30.000 --> 01:29:34.000]  It's very simply that he's answering all the questions right on the mark.
[01:29:34.000 --> 01:29:37.000]  But he's getting trapped because he picked up.
[01:29:37.000 --> 01:29:38.000]  That's Dr. Steve Prochenek.
[01:29:38.000 --> 01:29:41.000]  We'll be right back with more from him, more of the breakdown on Charlottesville
[01:29:41.000 --> 01:30:10.000]  and your phone calls.
[01:30:11.000 --> 01:30:14.000]  This is a growing epidemic and I've been testing this formula
[01:30:14.000 --> 01:30:43.000]  and making changes to this formula for over 10 years.
[01:30:44.000 --> 01:30:46.000]  You can't sell something unless it helps somebody
[01:30:46.000 --> 01:30:49.000]  and you can't support an organization that didn't fight in order.
[01:30:49.000 --> 01:30:50.000]  Look at the response we're getting.
[01:30:50.000 --> 01:30:52.000]  We ever changed the world together.
[01:30:52.000 --> 01:30:53.000]  You are the InfoWare.
[01:30:53.000 --> 01:31:22.000]  God bless you all.
[01:31:23.000 --> 01:31:49.000]  Thank you.
[01:31:49.000 --> 01:32:15.000]  Thank you.
[01:32:15.000 --> 01:32:41.000]  Thank you.
[01:32:41.000 --> 01:33:07.000]  Thank you.
[01:33:07.000 --> 01:33:33.000]  Thank you.
[01:33:33.000 --> 01:33:59.000]  Thank you.
[01:33:59.000 --> 01:34:25.000]  Thank you.
[01:34:25.000 --> 01:34:51.000]  Thank you.
[01:34:51.000 --> 01:35:17.000]  Thank you.
[01:35:17.000 --> 01:35:45.000]  Thank you.
[01:35:45.000 --> 01:36:11.000]  Thank you.
[01:36:11.000 --> 01:36:38.000]  Thank you.
[01:36:38.000 --> 01:37:05.000]  Thank you.
[01:37:05.000 --> 01:37:30.000]  Thank you.
[01:37:30.000 --> 01:37:57.000]  Thank you.
[01:37:57.000 --> 01:38:23.000]  Thank you.
[01:38:23.000 --> 01:38:52.000]  Thank you.
[01:38:52.000 --> 01:39:19.000]  Thank you.
[01:39:19.000 --> 01:39:45.000]  Thank you.
[01:39:45.000 --> 01:40:11.000]  Thank you.
[01:40:11.000 --> 01:40:38.000]  Thank you.
[01:40:38.000 --> 01:41:05.000]  Thank you.
[01:41:05.000 --> 01:41:32.000]  Thank you.
[01:41:32.000 --> 01:41:59.000]  Thank you.
[01:41:59.000 --> 01:42:26.000]  Thank you.
[01:42:26.000 --> 01:42:53.000]  Thank you.
[01:42:53.000 --> 01:43:20.000]  Thank you.
[01:43:20.000 --> 01:43:47.000]  Thank you.
[01:43:47.000 --> 01:44:15.000]  Thank you.
[01:44:15.000 --> 01:44:44.000]  Thank you.
[01:44:45.000 --> 01:45:14.000]  Thank you.
[01:45:15.000 --> 01:45:42.000]  Thank you.
[01:45:42.000 --> 01:46:08.000]  Thank you.
[01:46:08.000 --> 01:46:36.000]  Thank you.
[01:46:36.000 --> 01:47:03.000]  Thank you.
[01:47:03.000 --> 01:47:29.000]  Thank you.
[01:47:29.000 --> 01:47:57.000]  Thank you.
[01:47:57.000 --> 01:48:24.000]  Thank you.
[01:48:24.000 --> 01:48:52.000]  Thank you.
[01:48:52.000 --> 01:49:20.000]  Thank you.
[01:49:20.000 --> 01:49:48.000]  Thank you.
[01:49:48.000 --> 01:50:15.000]  Thank you.
[01:50:15.000 --> 01:50:43.000]  Thank you.
[01:50:43.000 --> 01:51:12.000]  Thank you.
[01:51:13.000 --> 01:51:42.000]  Thank you.
[01:51:43.000 --> 01:52:10.000]  Thank you.
[01:52:10.000 --> 01:52:38.000]  Thank you.
[01:52:38.000 --> 01:53:04.000]  Thank you.
[01:53:04.000 --> 01:53:30.000]  Thank you.
[01:53:30.000 --> 01:53:55.000]  Thank you.
[01:54:00.000 --> 01:54:27.000]  Thank you.
[01:54:27.000 --> 01:54:54.000]  Thank you.
[01:54:54.000 --> 01:55:22.000]  Thank you.
[01:55:22.000 --> 01:55:50.000]  Thank you.
[01:55:50.000 --> 01:56:12.000]  Thank you.
[01:56:12.000 --> 01:56:40.000]  Thank you.
[01:56:40.000 --> 01:57:07.000]  Thank you.
[01:57:07.000 --> 01:57:34.000]  Thank you.
[01:57:34.000 --> 01:58:01.000]  Thank you.
[01:58:01.000 --> 01:58:28.000]  Thank you.
[01:58:28.000 --> 01:58:55.000]  Thank you.
[01:58:55.000 --> 01:59:23.000]  Thank you.
[01:59:23.000 --> 01:59:48.000]  Thank you.
[01:59:48.000 --> 02:00:15.000]  Thank you.
[02:00:15.000 --> 02:00:42.000]  Thank you.
[02:00:42.000 --> 02:01:09.000]  Thank you.
[02:01:09.000 --> 02:01:37.000]  Thank you.
[02:01:37.000 --> 02:02:04.000]  Thank you.
[02:02:04.000 --> 02:02:32.000]  Thank you.
[02:02:32.000 --> 02:02:59.000]  Thank you.
[02:02:59.000 --> 02:03:27.000]  Thank you.
[02:03:27.000 --> 02:03:55.000]  Thank you.
[02:03:55.000 --> 02:04:23.000]  Thank you.
[02:04:23.000 --> 02:04:52.000]  Thank you.
[02:04:52.000 --> 02:05:19.000]  Thank you.
[02:05:19.000 --> 02:05:47.000]  Thank you.
[02:05:47.000 --> 02:06:13.000]  Thank you.
[02:06:13.000 --> 02:06:42.000]  Thank you.
[02:06:43.000 --> 02:07:10.000]  Thank you.
[02:07:10.000 --> 02:07:37.000]  Thank you.
[02:07:37.000 --> 02:08:03.000]  Thank you.
[02:08:03.000 --> 02:08:29.000]  Thank you.
[02:08:29.000 --> 02:08:55.000]  Thank you.
[02:08:55.000 --> 02:09:21.000]  Thank you.
[02:09:21.000 --> 02:09:48.000]  Thank you.
[02:09:48.000 --> 02:10:14.000]  Thank you.
[02:10:14.000 --> 02:10:41.000]  Thank you.
[02:10:41.000 --> 02:11:08.000]  Thank you.
[02:11:08.000 --> 02:11:35.000]  Thank you.
[02:11:35.000 --> 02:12:02.000]  Thank you.
[02:12:02.000 --> 02:12:29.000]  Thank you.
[02:12:29.000 --> 02:12:56.000]  Thank you.
[02:12:56.000 --> 02:13:24.000]  Thank you.
[02:13:24.000 --> 02:13:51.000]  Thank you.
[02:13:51.000 --> 02:14:19.000]  Thank you.
[02:14:19.000 --> 02:14:48.000]  Thank you.
[02:14:49.000 --> 02:15:16.000]  Thank you.
[02:15:16.000 --> 02:15:43.000]  Thank you.
[02:15:43.000 --> 02:16:10.000]  Thank you.
[02:16:10.000 --> 02:16:37.000]  Thank you.
[02:16:37.000 --> 02:17:04.000]  Thank you.
[02:17:04.000 --> 02:17:31.000]  Thank you.
[02:17:31.000 --> 02:17:58.000]  Thank you.
[02:17:58.000 --> 02:18:24.000]  Thank you.
[02:18:24.000 --> 02:18:52.000]  Thank you.
[02:18:52.000 --> 02:19:21.000]  Thank you.
[02:19:21.000 --> 02:19:50.000]  Thank you.
[02:19:51.000 --> 02:20:20.000]  Thank you.
[02:20:21.000 --> 02:20:50.000]  Thank you.
[02:20:51.000 --> 02:21:20.000]  Thank you.
[02:21:21.000 --> 02:21:50.000]  Thank you.
[02:21:50.000 --> 02:22:19.000]  Thank you.
[02:22:20.000 --> 02:22:49.000]  Thank you.
[02:22:49.000 --> 02:23:16.000]  Thank you.
[02:23:16.000 --> 02:23:44.000]  Thank you.
[02:23:44.000 --> 02:24:13.000]  Thank you.
[02:24:13.000 --> 02:24:42.000]  Thank you.
[02:24:43.000 --> 02:25:12.000]  Thank you.
[02:25:13.000 --> 02:25:40.000]  Thank you.
[02:25:40.000 --> 02:26:09.000]  Thank you.
[02:26:10.000 --> 02:26:39.000]  Thank you.
[02:26:40.000 --> 02:27:09.000]  Thank you.
[02:27:10.000 --> 02:27:39.000]  Thank you.
[02:27:40.000 --> 02:28:07.000]  Thank you.
[02:28:07.000 --> 02:28:36.000]  Thank you.
[02:28:37.000 --> 02:29:04.000]  Thank you.
[02:29:04.000 --> 02:29:33.000]  Thank you.
[02:29:34.000 --> 02:30:03.000]  Thank you.
[02:30:04.000 --> 02:30:31.000]  Thank you.
[02:30:31.000 --> 02:30:51.000]  Thank you.
[02:30:51.000 --> 02:31:20.000]  Thank you.
[02:31:21.000 --> 02:31:50.000]  Thank you.
[02:31:51.000 --> 02:32:20.000]  Thank you.
[02:32:21.000 --> 02:32:48.000]  Thank you.
[02:32:48.000 --> 02:33:13.000]  Thank you.
[02:33:13.000 --> 02:33:39.000]  Thank you.
[02:33:39.000 --> 02:34:05.000]  Thank you.
[02:34:05.000 --> 02:34:32.000]  Thank you.
[02:34:32.000 --> 02:35:01.000]  Thank you.
[02:35:02.000 --> 02:35:29.000]  Thank you.
[02:35:29.000 --> 02:35:58.000]  Thank you.
[02:35:58.000 --> 02:36:25.000]  Thank you.
[02:36:25.000 --> 02:36:54.000]  Thank you.
[02:36:55.000 --> 02:37:24.000]  Thank you.
[02:37:25.000 --> 02:37:54.000]  Thank you.
[02:37:55.000 --> 02:38:24.000]  Thank you.
[02:38:25.000 --> 02:38:48.000]  Thank you.
[02:38:48.000 --> 02:39:17.000]  Thank you.
[02:39:18.000 --> 02:39:45.000]  Thank you.
[02:39:45.000 --> 02:40:12.000]  Thank you.
[02:40:12.000 --> 02:40:41.000]  Thank you.
[02:40:42.000 --> 02:41:11.000]  Thank you.
[02:41:12.000 --> 02:41:41.000]  Thank you.
[02:41:42.000 --> 02:42:11.000]  Thank you.
[02:42:12.000 --> 02:42:41.000]  Thank you.
[02:42:42.000 --> 02:43:11.000]  Thank you.
[02:43:12.000 --> 02:43:39.000]  Thank you.
[02:43:39.000 --> 02:44:08.000]  Thank you.
[02:44:09.000 --> 02:44:38.000]  Thank you.
[02:44:39.000 --> 02:45:08.000]  Thank you.
[02:45:09.000 --> 02:45:38.000]  Thank you.
[02:45:39.000 --> 02:46:08.000]  Thank you.
[02:46:09.000 --> 02:46:38.000]  Thank you.
[02:46:39.000 --> 02:47:08.000]  Thank you.
[02:47:09.000 --> 02:47:38.000]  Thank you.
[02:47:39.000 --> 02:48:08.000]  Thank you.
[02:48:09.000 --> 02:48:38.000]  Thank you.
[02:48:39.000 --> 02:49:08.000]  Thank you.
[02:49:09.000 --> 02:49:38.000]  Thank you.
[02:49:39.000 --> 02:50:08.000]  Thank you.
[02:50:09.000 --> 02:50:38.000]  Thank you.
[02:50:39.000 --> 02:50:51.000]  Thank you.
[02:51:09.000 --> 02:51:37.000]  Thank you.
[02:51:37.000 --> 02:51:50.000]  Thank you.
[02:52:07.000 --> 02:52:35.000]  Thank you.
[02:52:35.000 --> 02:53:01.000]  Thank you.
[02:53:01.000 --> 02:53:24.000]  Thank you.
[02:53:24.000 --> 02:53:52.000]  Thank you.
[02:53:52.000 --> 02:54:07.000]  Thank you.
[02:54:07.000 --> 02:54:34.000]  Thank you.
[02:54:34.000 --> 02:55:00.000]  Thank you.
[02:55:00.000 --> 02:55:27.000]  Thank you.
[02:55:27.000 --> 02:55:56.000]  Thank you.
[02:55:57.000 --> 02:56:24.000]  Thank you.
[02:56:24.000 --> 02:56:53.000]  Thank you.
[02:56:54.000 --> 02:57:23.000]  Thank you.
[02:57:24.000 --> 02:57:53.000]  Thank you.
[02:57:54.000 --> 02:58:23.000]  Thank you.
[02:58:24.000 --> 02:58:29.000]  Thank you.
[02:58:54.000 --> 02:59:23.000]  Thank you.
[02:59:23.000 --> 02:59:49.000]  Thank you.
[02:59:49.000 --> 03:00:10.000]  Thank you.
[03:00:10.000 --> 03:00:39.000]  Thank you.
[03:00:40.000 --> 03:01:09.000]  Thank you.
[03:01:10.000 --> 03:01:37.000]  Thank you.
[03:01:37.000 --> 03:02:04.000]  Thank you.
[03:02:04.000 --> 03:02:30.000]  Thank you.
[03:02:30.000 --> 03:02:57.000]  Thank you.
[03:02:57.000 --> 03:03:26.000]  Thank you.
[03:03:26.000 --> 03:03:55.000]  Thank you.
[03:03:56.000 --> 03:04:25.000]  Thank you.
[03:04:26.000 --> 03:04:55.000]  Thank you.
[03:04:56.000 --> 03:05:23.000]  Thank you.
[03:05:23.000 --> 03:05:49.000]  Thank you.
[03:05:49.000 --> 03:06:18.000]  Thank you.
[03:06:19.000 --> 03:06:48.000]  Thank you.
[03:06:49.000 --> 03:07:12.000]  Thank you.
[03:07:12.000 --> 03:07:41.000]  Thank you.
[03:07:42.000 --> 03:08:06.000]  Thank you.
[03:08:06.000 --> 03:08:34.000]  Thank you.
[03:08:34.000 --> 03:09:03.000]  Thank you.
[03:09:04.000 --> 03:09:31.000]  Thank you.
[03:09:31.000 --> 03:10:00.000]  Thank you.
[03:10:01.000 --> 03:10:30.000]  Thank you.
[03:10:31.000 --> 03:11:00.000]  Thank you.
[03:11:01.000 --> 03:11:30.000]  Thank you.
[03:11:31.000 --> 03:11:58.000]  Thank you.
[03:11:58.000 --> 03:12:26.000]  Thank you.
[03:12:26.000 --> 03:12:55.000]  Thank you.
[03:12:56.000 --> 03:13:25.000]  Thank you.
[03:13:26.000 --> 03:13:54.000]  Thank you.
[03:13:54.000 --> 03:14:23.000]  Thank you.
[03:14:24.000 --> 03:14:53.000]  Thank you.
[03:14:54.000 --> 03:15:23.000]  Thank you.
[03:15:24.000 --> 03:15:53.000]  Thank you.
[03:15:54.000 --> 03:16:23.000]  Thank you.
[03:16:24.000 --> 03:16:51.000]  Thank you.
[03:16:51.000 --> 03:17:20.000]  Thank you.
[03:17:21.000 --> 03:17:50.000]  Thank you.
[03:17:51.000 --> 03:18:20.000]  Thank you.
[03:18:21.000 --> 03:18:50.000]  Thank you.
[03:18:51.000 --> 03:19:18.000]  Thank you.
[03:19:18.000 --> 03:19:47.000]  Thank you.
[03:19:48.000 --> 03:20:11.000]  Thank you.
[03:20:11.000 --> 03:20:40.000]  Thank you.
[03:20:41.000 --> 03:21:07.000]  Thank you.
[03:21:07.000 --> 03:21:34.000]  Thank you.
[03:21:34.000 --> 03:22:00.000]  Thank you.
[03:22:00.000 --> 03:22:29.000]  Thank you.
[03:22:30.000 --> 03:22:59.000]  Thank you.
[03:23:00.000 --> 03:23:27.000]  Thank you.
[03:23:27.000 --> 03:23:56.000]  Thank you.
[03:23:57.000 --> 03:24:24.000]  Thank you.
[03:24:24.000 --> 03:24:51.000]  Thank you.
[03:24:51.000 --> 03:25:19.000]  Thank you.
[03:25:19.000 --> 03:25:48.000]  Thank you.
[03:25:49.000 --> 03:26:16.000]  Thank you.
[03:26:16.000 --> 03:26:45.000]  Thank you.
[03:26:46.000 --> 03:27:13.000]  Thank you.
[03:27:13.000 --> 03:27:40.000]  Thank you.
[03:27:40.000 --> 03:28:09.000]  Thank you.
[03:28:10.000 --> 03:28:39.000]  Thank you.
[03:28:40.000 --> 03:29:09.000]  Thank you.
