[00:00:06.084 --> 00:00:08.286]  Societies don't change.
[02:22:43.523 --> 02:22:47.165]  Gold has outperformed paper investments, yet no word about IRAs.
[02:22:47.165 --> 02:22:49.887]  If you would like to have gold for your retirement, call 800-686-2237.
[02:22:49.887 --> 02:22:54.950]  Don't get left behind by rising inflation and low returns.
[02:22:54.950 --> 02:22:55.191]  Call 800-686-2237.
[02:22:55.191 --> 02:22:56.592]  Secure your future and call 1-800-686-2237.
[02:23:03.476 --> 02:23:09.938]  The Fall of America and the Western World is an all-new 10-hour documentary and survival guide rolled into one.
[02:23:09.938 --> 02:23:15.180]  In this film, you will see the reasons why our government is failing and what you can do to prepare.
[02:23:15.180 --> 02:23:28.766]  Featuring Dr. Paul Craig Roberts, Joseph Farah, David Icke, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Z, Doug Casey, David McElhaney, and myself, Alex Jones.
[02:23:29.526 --> 02:23:34.528]  Protect yourself and get the tools you need to protect your family from these difficult times.
[02:23:34.528 --> 02:23:40.991]  The Fall of America and the Western World at www.thefallofamerica.net.
[02:23:40.991 --> 02:23:44.753]  Or click on the banners at infowars.com and prisonplanet.com.
[02:23:44.753 --> 02:23:48.475]  Again, that website's www.thefallofamerica.net.
[02:23:48.475 --> 02:23:49.415]  Or call 800-655-1577.
[02:23:49.415 --> 02:23:51.436]  Prepare yourself and the ones you love today.
[02:23:51.436 --> 02:23:52.116]  fallofamerica.net.
[02:24:06.129 --> 02:24:09.290]  Schiff4Senate.com is the website.
[02:24:09.290 --> 02:24:13.011]  We've got it up on screen for PresidentPlanet.tv viewers.
[02:24:13.011 --> 02:24:21.874]  Of course, his big claim to fame is Ron Paul's main presidential advisor for his presidential campaign on the economy.
[02:24:21.874 --> 02:24:24.875]  And he, of course, predicted a lot of what has now unfolded.
[02:24:24.875 --> 02:24:29.557]  I want to, before he leaves us, another 35 minutes left with him, get back into how he sees
[02:24:30.537 --> 02:24:33.360]  The situation with the economy unraveling.
[02:24:33.360 --> 02:24:37.503]  I mean, they're now starting to admit we're in a depression, not just a double-dip recession.
[02:24:37.503 --> 02:24:39.364]  So we'll get his take on that.
[02:24:39.364 --> 02:24:45.049]  In fact, let's just get your take more on the economy right now, because that's what you're really an expert on.
[02:24:45.049 --> 02:24:46.530]  Where do you see things going?
[02:24:46.530 --> 02:24:49.052]  I mean, they're now not just calling it a double-dip recession.
[02:24:49.520 --> 02:24:54.323]  Well, I've been calling it a depression since it began, and it's going to be an inflationary depression.
[02:24:54.323 --> 02:24:58.086]  That's going to make it that much more depressing for most Americans.
[02:24:58.086 --> 02:25:01.708]  And it's not because of reasons, but Paul Krugman is saying.
[02:25:01.708 --> 02:25:04.310]  He says we're going to have a depression because the government isn't doing enough.
[02:25:05.310 --> 02:25:06.611]  It's doing too much.
[02:25:06.611 --> 02:25:08.152]  That's why we're going to have a depression.
[02:25:08.152 --> 02:25:15.196]  The government is starving the economy of the resources that it needs to grow and produce and provide employment opportunities.
[02:25:15.196 --> 02:25:19.638]  You see, we can't try to return to the way things were while the bubble was inflating.
[02:25:19.638 --> 02:25:20.939]  That was the problem.
[02:25:20.939 --> 02:25:25.121]  We have to return to an economy based on under-consumption savings.
[02:25:25.661 --> 02:25:26.102]  I think so.
[02:25:43.817 --> 02:25:44.618]  Buy more houses.
[02:25:44.618 --> 02:25:44.878]  Why?
[02:25:44.878 --> 02:25:46.419]  We bought too many houses.
[02:25:46.419 --> 02:25:48.621]  You know, we're not in trouble because we didn't spend enough.
[02:25:48.621 --> 02:25:50.282]  We're in trouble because we didn't save enough.
[02:25:50.282 --> 02:25:51.503]  We spent too much.
[02:25:51.503 --> 02:25:54.766]  So we've got to save our money so that businesses can invest and grow the economy.
[02:25:54.766 --> 02:25:56.307]  But the government won't let that happen.
[02:25:56.307 --> 02:25:58.269]  The government is borrowing everything.
[02:25:58.269 --> 02:26:00.311]  You know, people say the banks aren't loaning.
[02:26:00.311 --> 02:26:01.532]  They're sitting on the money.
[02:26:01.532 --> 02:26:02.612]  They are loaning it.
[02:26:02.612 --> 02:26:04.014]  They're loaning it to the government.
[02:26:04.014 --> 02:26:10.559]  They're borrowing from the Federal Reserve at practically nothing and then buying Treasuries and earning a spread on money they don't even have.
[02:26:10.919 --> 02:26:15.243]  But the credit is funding the growth of government, which is undermining our economy.
[02:26:15.243 --> 02:26:19.167]  It's making our economy less productive, less able to compete.
[02:26:19.167 --> 02:26:20.468]  It's destroying opportunity.
[02:26:20.468 --> 02:26:21.709]  It's destroying jobs.
[02:26:21.709 --> 02:26:30.417]  Peter, you say that they don't know what they're doing, but when California raised taxes in the last few years and tax receipts went down, that's 101.
[02:26:30.417 --> 02:26:30.998]  They know Kennedy.
[02:26:32.199 --> 02:26:32.419]  I don't
[02:26:49.411 --> 02:26:58.194]  I said before, you know, they do, the state, the government wants to perpetuate poverty and dependency because that's how they feed, uh, they're like a parasite.
[02:26:58.194 --> 02:27:03.476]  That's what they live off of, our misery, because if they can keep us broke, then they can keep getting our votes.
[02:27:03.476 --> 02:27:11.799]  If they can dole out money that we depend on, then they can, then they can have our votes because you're going to vote against anybody who wants to take away that free lunch.
[02:27:12.299 --> 02:27:15.601]  But the reality is, without all this government help, we'd all be better off.
[02:27:15.601 --> 02:27:23.006]  It's like Harry Brown used to say, the government is an expert at crippling you, then handing you a crutch, and saying, see, without me, you couldn't walk.
[02:27:23.006 --> 02:27:26.588]  Well, you did say four or five years ago, we were going into a depression.
[02:27:26.588 --> 02:27:28.850]  You did say two and a half years ago, this is a depression.
[02:27:28.850 --> 02:27:30.271]  So, you've been dead on.
[02:27:30.271 --> 02:27:38.256]  So, I'm asking you, sir, with your own financial planning, with your own research, where do you see America in six months, a year out, two years out?
[02:27:38.256 --> 02:27:39.757]  How bad is this depression gonna get?
[02:27:40.077 --> 02:27:48.981]  Well, you know, right now we're still drinking the government alcohol, the stimulus alcohol, so for a while, you know, we don't feel the ill effects of what we're doing as we go deeper into debt.
[02:27:48.981 --> 02:27:54.403]  But I think sometime soon, I don't know if it's in six months or a year or two, but we're going to see a collapse of the dollar.
[02:27:54.403 --> 02:27:57.184]  You know, we just saw a downgrade today of U.S.
[02:27:57.184 --> 02:28:00.445]  government debt by rating agencies in China.
[02:28:00.445 --> 02:28:02.466]  We're going to start to see an aversion to U.S.
[02:28:02.466 --> 02:28:06.828]  government debt around the world, and the dollar's going to plunge, interest rates are going to soar,
[02:28:07.348 --> 02:28:11.589]  And then this recession is going to kick into, or depression, a higher gear.
[02:28:11.589 --> 02:28:19.552]  And at that point, the government is going to be forced, with a very, very uncomfortable choice, to create massive inflation or default on its promises.
[02:28:19.552 --> 02:28:26.614]  And my fear is that we will choose the inflation route because it's more politically expedient, and then we will have runaway inflation.
[02:28:26.614 --> 02:28:33.496]  We will destroy the value of our money, and we will create misery on a scale never experienced before in this country.
[02:28:33.496 --> 02:28:36.517]  Something worse than our grandparents endured during the Great Depression.
[02:28:37.237 --> 02:28:39.698]  And we don't have a lot of time to head this off.
[02:28:39.698 --> 02:28:41.818]  Otherwise, I wouldn't be running for the United States Senate.
[02:28:41.818 --> 02:28:53.902]  If I didn't think the situation was that dire, believe me, there are better things I could do with my time than try to convince 99 senators to change course.
[02:28:53.902 --> 02:28:56.062]  I want to talk about the campaign.
[02:28:56.062 --> 02:29:01.464]  Give us some of the key dates coming up for you to be able to win the Senate in Connecticut.
[02:29:01.872 --> 02:29:04.573]  Well, the big key date is the primary, which is August 10th.
[02:29:04.573 --> 02:29:08.133]  If I don't win the Republican primary, then I'm not part of the election.
[02:29:08.133 --> 02:29:10.694]  I'm not going to run as an Independent or a Libertarian.
[02:29:10.694 --> 02:29:14.235]  If I can't win the Republican nomination, I'm not going to run.
[02:29:14.235 --> 02:29:16.435]  And so, it's a three-person race right now.
[02:29:16.435 --> 02:29:18.436]  I'm in third, but, you know, I can win.
[02:29:18.436 --> 02:29:23.397]  I mean, if you look at the polls, my favorables are ten times my unfavorables.
[02:29:23.397 --> 02:29:24.617]  Nobody else is close.
[02:29:24.617 --> 02:29:27.658]  The only reason I'm not winning is because enough people don't know who I am.
[02:29:27.998 --> 02:29:30.701]  The people who know who I am overwhelmingly support me.
[02:29:30.701 --> 02:29:32.923]  So that's where your audience can help out.
[02:29:32.923 --> 02:29:33.965]  There's two things that they can do.
[02:29:33.965 --> 02:29:34.565]  Well, stay there!
[02:29:34.565 --> 02:29:36.968]  We have a long segment coming up with Peter Schiff.
[02:29:36.968 --> 02:29:38.289]  Schiff4Senate.com.
[02:29:38.289 --> 02:29:43.014]  We're going to talk about how you can win the Senate from Connecticut when we come back.
[02:29:43.014 --> 02:29:46.418]  How we can capture that lightning in a bottle that we saw with Rand Paul.
[02:29:46.418 --> 02:29:47.259]  We'll be right back.
[02:29:47.259 --> 02:29:47.700]  Stay with us.
[02:29:52.697 --> 02:29:56.621]  We're on the march, the empire's on the run.
[02:29:56.621 --> 02:30:02.125]  Alex Jones and the GCN Radio Network.
[02:30:02.125 --> 02:30:03.787]  Hello friends, this is Alex Jones.
[02:30:03.787 --> 02:30:07.150]  You've heard me talk about Calden 5 Star Soaps for years.
[02:30:07.150 --> 02:30:12.374]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[02:30:12.374 --> 02:30:15.797]  You can buy factory direct, shipped via UPS right to your door.
[02:30:15.797 --> 02:30:18.140]  Check them out on the web at 5starsoap.com.
[02:30:18.760 --> 02:30:22.304]  Or call 800-340-7091.
[02:30:22.304 --> 02:30:23.445]  Take my word for it.
[02:30:23.445 --> 02:30:26.088]  Once you've used pure soap, you won't buy anything else.
[02:30:26.088 --> 02:30:32.614]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[02:30:32.614 --> 02:30:34.116]  Buy American and stay clean.
[02:30:34.116 --> 02:30:37.419]  As well as support InfoWars, visit 5starsoap.com today.
[02:30:37.419 --> 02:30:37.819]  Or call 1-800-340-7091.
[02:30:37.819 --> 02:30:39.161]  Well, Marty, what do you have to say?
[02:30:42.426 --> 02:30:50.350]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[02:30:50.350 --> 02:30:54.632]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[02:30:54.632 --> 02:30:55.292]  Thank you!
[02:31:01.823 --> 02:31:03.164]  We are part of a new world order.
[02:31:03.164 --> 02:31:05.106]  A new world order based upon collective action.
[02:31:05.106 --> 02:31:10.052]  The new world order really is a tool for addressing a new world of possibilities.
[02:31:19.361 --> 02:31:21.702]  It means all the world under their control.
[02:31:21.702 --> 02:31:24.584]  The United Nations would take over America.
[02:31:24.584 --> 02:31:27.506]  The Trilateral Commission would control the world.
[02:31:27.506 --> 02:31:35.090]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[02:31:35.447 --> 02:31:40.830]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[02:31:40.830 --> 02:31:43.672]  Global governance with the establishment of the G20.
[02:31:43.672 --> 02:31:47.374]  So it's going to be an inner ruling elite and then everyone else.
[02:31:47.374 --> 02:31:48.435]  And I got news for you.
[02:31:48.435 --> 02:31:49.776]  You're everyone else.
[02:31:49.776 --> 02:31:51.277]  Invisible Empire.
[02:31:51.277 --> 02:31:56.040]  Secure your copy today at InfoWars.com or PrisonPlanet.com.
[02:31:56.040 --> 02:31:59.141]  Or watch it online in the highest quality at PrisonPlanet.tv.
[02:32:01.721 --> 02:32:02.461]  Listen up, folks.
[02:32:02.461 --> 02:32:03.402]  This is important.
[02:32:03.402 --> 02:32:04.503]  Alex Jones here.
[02:32:04.503 --> 02:32:12.868]  Now you can get free shipping on the storable, easy-to-fix, delicious food from efoodsdirect.com from July 4th through July 14th.
[02:32:12.868 --> 02:32:18.692]  We have looming evacuations in the Southeast, unemployment insurance running out, and predictions of huge inflation.
[02:32:18.692 --> 02:32:21.013]  So we all need to get as much food as we can.
[02:32:21.013 --> 02:32:23.995]  Every one of you needs to buy as much storable food as possible.
[02:32:24.175 --> 02:32:29.359]  This is the perfect time to do just that with eFoodsDirect and take advantage of their free shipping special.
[02:32:29.359 --> 02:32:39.508]  When you order from eFoodsDirect.com from July 4th through July 14th, every dollar you spend will buy the food and eFoodsDirect will pay for the shipping in the continental United States.
[02:32:39.508 --> 02:32:43.992]  This is Alex Jones wishing you and your family true independence this 4th of July.
[02:32:44.212 --> 02:32:49.578]  With great food and free shipping through July 14th from eFoodsDirect.com.
[02:32:49.578 --> 02:32:52.782]  You can order on the website eFoodsDirect.com or simply call 800-409-5633.
[02:32:52.782 --> 02:32:54.844]  That's 800-409-5633 or on the web at eFoodsDirect.com forward slash ship free.
[02:33:15.050 --> 02:33:16.231]  Peter Schiff is our guest.
[02:33:16.231 --> 02:33:24.897]  We're going to take some phone calls for him and also talk about where he stands on issues for people around the country that want to support him and also people in Connecticut.
[02:33:24.897 --> 02:33:33.984]  This key primary coming up and we see anti-incumbent candidates being elected everywhere, winning primaries, winning special elections.
[02:33:33.984 --> 02:33:36.366]  We're going to talk about the political realignment in a moment.
[02:33:37.086 --> 02:33:37.266]  I think?
[02:33:57.923 --> 02:34:10.153]  Army Special Operations soldier Adam Dillon told a New Orleans television station that British Petroleum is not interested in cleaning up oil spill because the company is run by cutthroat individuals who only care about money.
[02:34:10.153 --> 02:34:11.514]  And it goes on from there.
[02:34:11.514 --> 02:34:15.377]  That's just one of the stories that's up at GCNlive.com.
[02:34:15.377 --> 02:34:20.380]  Another article that's up there dealing with the viral video I put out Thursday.
[02:34:21.221 --> 02:34:23.243]  LeBron Nation.
[02:34:23.243 --> 02:34:25.706]  Americans hypnotized as country collapses.
[02:34:25.706 --> 02:34:32.293]  Programmed zombies get hysterical about basketball while their future is being destroyed because that's what's valuable to them.
[02:34:32.293 --> 02:34:41.783]  They know all about football, basketball, all about Hollywood stars, all about the latest controversy, but nothing about what's happening in this nation.
[02:34:42.484 --> 02:34:46.788]  So that's also up at GCNLive.com and PrisonPlanet.com.
[02:34:46.788 --> 02:34:52.752]  There's also been six killed, four injured, including the gunman, after a shooting spree in Albuquerque Company.
[02:34:52.752 --> 02:34:57.536]  They say it's not terror-related and that his wife worked there and he previously worked there.
[02:34:57.536 --> 02:34:59.998]  So more stress out there in society.
[02:34:59.998 --> 02:35:02.660]  Our prayers go out to those that have been killed.
[02:35:02.660 --> 02:35:06.683]  Okay, Peter, I'd like to run through where you stand.
[02:35:06.683 --> 02:35:08.665]  But first off, your chance of winning.
[02:35:08.665 --> 02:35:10.026]  We've seen a lot of patriot
[02:35:10.606 --> 02:35:11.666]  What's your view on that?
[02:35:36.335 --> 02:35:38.437]  I think I'm very viable if people know me.
[02:35:38.437 --> 02:35:40.139]  My story is very compelling.
[02:35:40.139 --> 02:35:46.966]  I mean, if you go to the website SchiffForSenate.com and just watch the 4-minute video, Who Is Peter Schiff?, that's on the home page.
[02:35:46.966 --> 02:35:54.734]  I mean, if people find my story, the one guy that was warning about the financial crisis on television, nobody would listen to him.
[02:35:54.734 --> 02:35:55.835]  Everybody laughed at him.
[02:35:56.295 --> 02:35:57.035]  I mean, it's perfect.
[02:35:57.035 --> 02:36:01.357]  We have an economic crisis on our hands, yet the people who caused it are still in charge.
[02:36:01.357 --> 02:36:04.678]  Why not send one of the only people that predicted it to Washington?
[02:36:04.678 --> 02:36:08.079]  My business background, I mean, it makes perfect sense.
[02:36:08.079 --> 02:36:10.400]  That's why when people know about me, they support me.
[02:36:10.400 --> 02:36:19.903]  But, you know, the Republican Party establishment is afraid of my winning this campaign, so they're doing whatever they can to try to marginalize me, to ignore me in the campaign.
[02:36:19.903 --> 02:36:21.264]  But, you know, it's a small state.
[02:36:21.804 --> 02:36:26.628]  There's only going to be about, let's say, 100,000 people who are going to vote in the Republican primary.
[02:36:26.628 --> 02:36:28.729]  And, you know, we can get to those people.
[02:36:28.729 --> 02:36:32.212]  You know, I've got, there's two ways that people that are listening to this show can help me.
[02:36:32.212 --> 02:36:35.354]  One, they can go to share4senate.com and make a donation.
[02:36:35.354 --> 02:36:42.039]  We need a lot of money now to be able to afford the media that we need to win in the closing weeks of the primary.
[02:36:42.039 --> 02:36:43.661]  So, I need donations.
[02:36:43.661 --> 02:36:46.563]  So you can donate personally, you can talk to your friends about donating.
[02:36:47.083 --> 02:37:00.468]  But if you're, you know, once you've donated all that you can, if you can donate some of your time every day for the next month to my phone banking system, right on the front page of my website, there's a big Liberty Bell that flashes back and forth for dialing.
[02:37:00.468 --> 02:37:04.530]  If you click on that and follow the instructions, you can phone bank.
[02:37:04.530 --> 02:37:08.251]  You can call an 800 number from a landline, and then it's totally free.
[02:37:08.251 --> 02:37:12.272]  All the long-distance charges are taken by the campaign, and you don't even have to dial.
[02:37:12.272 --> 02:37:13.753]  The program will dial for you.
[02:37:14.313 --> 02:37:18.035]  And it's only dialing registered Republicans in the state of Connecticut.
[02:37:18.035 --> 02:37:25.018]  And if a voicemail picks up, you just push a button and it will leave a message from me about my campaign.
[02:37:25.018 --> 02:37:27.979]  If a live person answers, then you just talk.
[02:37:27.979 --> 02:37:31.101]  You tell them about Peter Schiff and then you go on to the next call.
[02:37:31.101 --> 02:37:33.301]  There are some people, one person made over 800 calls.
[02:37:34.662 --> 02:37:35.163]  I don't know.
[02:37:58.166 --> 02:38:00.987]  Every single registered Republican, several times!
[02:38:00.987 --> 02:38:05.748]  And so, we can win this thing, and if I win the nomination, I can win the general election.
[02:38:05.748 --> 02:38:15.051]  It will be a huge publicity for me to come from behind, to beat the establishment, to beat Linda McMahon's money, and Dick Blumenthal, who's our Attorney General, he's vulnerable.
[02:38:15.051 --> 02:38:17.872]  I can beat that guy, especially if I debate him.
[02:38:17.872 --> 02:38:25.674]  You know, we had a debate initially when the three of us were there, and I beat everybody so badly, the press said that I won, nobody came in second.
[02:38:25.674 --> 02:38:27.275]  I can't, nobody will debate me anymore.
[02:38:27.643 --> 02:38:29.584]  Let me throw out some quick questions.
[02:38:29.584 --> 02:38:32.907]  I want to go to calls in the time we have here, Peter.
[02:38:32.907 --> 02:38:35.569]  So people basically get where you stand on things.
[02:38:35.569 --> 02:38:38.110]  But let me bring up the toughest issue first.
[02:38:38.110 --> 02:38:40.692]  But I want to add the caveat up front.
[02:38:40.692 --> 02:38:49.178]  I have watched the mainstream media, who loved having you on about economics, ignore your Senate campaign because they are scared of you.
[02:38:49.178 --> 02:38:51.680]  And you have been for abolishing the Federal Reserve.
[02:38:51.680 --> 02:38:54.662]  And that's why I like you and support you and I think you're a great mind.
[02:38:55.282 --> 02:39:11.484]  Now expanding on that, and I know your family going back years has done important work fighting this whole corrupt system, but expanding on that, I think it hurts you six, eight months ago, and perhaps now you'd like to fill my listeners in on this, when you said
[02:39:12.105 --> 02:39:14.226]  This is where we think those weapons are.
[02:39:14.226 --> 02:39:16.286]  You need to let our inspectors in there.
[02:39:16.286 --> 02:39:19.707]  If they don't let us in, we just blow the place up.
[02:39:19.707 --> 02:39:23.748]  Speaking about Iran and reported weapon sites.
[02:39:23.748 --> 02:39:28.049]  So, I mean, obviously, you don't have to be a carbon copy of Ron Paul for people to support.
[02:39:28.049 --> 02:39:30.710]  His son is a bit more hawkish than he is.
[02:39:30.710 --> 02:39:37.792]  I would say you're a lot more hawkish from the statements I've seen, but perhaps those are out of context because people really don't want
[02:39:38.232 --> 02:39:39.433]  Yeah, well that's the main problem.
[02:40:02.648 --> 02:40:15.715]  Ron Paul had in the campaign, and I think, again, you know, I think the criticism was not warranted of Ron, but they were like, I love him on the economy, but I just can't vote for him because his defense is national security.
[02:40:15.715 --> 02:40:22.618]  So, I've got to win a Republican primary, so I can't appear as if I don't want any national defense, okay?
[02:40:22.618 --> 02:40:28.021]  And what I said in that one interview, again, and people spun it all out of proportion, they said, what?
[02:40:28.021 --> 02:40:30.062]  The guy gave me a hypothetical question.
[02:40:30.482 --> 02:40:33.705]  What if Iran was developing nuclear weapons?
[02:40:33.705 --> 02:40:35.787]  What would you do if they had nuclear weapons?
[02:40:35.787 --> 02:40:39.411]  I said, well, first I want to verify that they actually have them.
[02:40:39.411 --> 02:40:39.711]  Alright?
[02:40:39.711 --> 02:40:47.178]  I mean, if they have nuclear weapons, we need to find some method of diplomacy to verify if our intelligence is accurate.
[02:40:47.178 --> 02:40:49.360]  Is Iran building nuclear weapons?
[02:40:49.800 --> 02:40:55.105]  If they are building nuclear weapons, that is something that I, as an American, take as a serious threat.
[02:40:55.105 --> 02:40:58.968]  I do not think that we should allow Iran to build nuclear weapons.
[02:40:58.968 --> 02:41:12.159]  And what I said is, if diplomacy fails, and we have credible intelligence that says, here is a facility where they are developing nuclear weapons, I am not against using a military action to neutralize that facility, to bomb that facility.
[02:41:12.159 --> 02:41:12.819]  Absolutely.
[02:41:12.819 --> 02:41:15.980]  I said I am not in favor of invading and occupying the country.
[02:41:15.980 --> 02:41:24.783]  I don't want to do that, but I do want to use our might to prevent a nuclear weapon from being developed in a potential hostile part of the world.
[02:41:24.783 --> 02:41:29.905]  I don't want to wait for them to launch it and watch millions of people die and then retaliate.
[02:41:29.905 --> 02:41:38.388]  If we can simply and decisively and surgically remove that kind of threat, then that's what we need to do.
[02:41:38.388 --> 02:41:39.529]  And that's what Americans want.
[02:41:40.609 --> 02:41:40.989]  Well, Peter...
[02:42:06.451 --> 02:42:09.533]  Peter, that's all, I mean that's very eloquently said.
[02:42:09.533 --> 02:42:17.258]  The issue is we have a federal government that lied to us about WMDs in Iraq premeditatedly, yellow cake, aluminum tubes.
[02:42:17.258 --> 02:42:24.022]  So we've seen all this before and now, and now even... I was against, remember Alex, I was against in real time going into Iraq.
[02:42:24.022 --> 02:42:26.324]  I criticized President Bush for going into Iraq.
[02:42:26.544 --> 02:42:37.706]  No, no, Peter, I understand that what I'm trying to get across to you, and I know you're a smart guy, but for the audience to hear this as well, is that now we have a lot of Republicans coming out saying Afghanistan is Obama's war.
[02:42:37.706 --> 02:42:41.267]  We have the head of the Republican Party, Steele, saying that.
[02:42:41.267 --> 02:42:47.228]  We have Rohrabacher saying that most House Republicans think we shouldn't have gone to Iraq now.
[02:42:47.228 --> 02:42:54.469]  I'm just simply saying that I think Ron Paul's right about Iran, and even if they were to get a nuclear weapon, which their system is peaceful,
[02:42:55.269 --> 02:42:55.549]  I don't
[02:43:10.462 --> 02:43:16.165]  And certainly the system is ignoring you or attacking you, so that shows that they don't want you to be senator.
[02:43:16.165 --> 02:43:18.247]  That's why I've got you here and I support you.
[02:43:18.247 --> 02:43:27.092]  I'm just telling you that I will probably be attacked, you know, for saying Peter Schiff is better than these other candidates, and so I was putting that out there on the table because I am against attacking Iran.
[02:43:27.092 --> 02:43:30.494]  I mean, I am against preemptive strikes on countries.
[02:43:31.405 --> 02:43:31.905]  I think so.
[02:44:01.385 --> 02:44:03.567]  Well, Peter, we have a government that lied to us!
[02:44:25.623 --> 02:44:26.525]  We're good to go.
[02:44:40.395 --> 02:44:57.510]  No, I agree with you, but Peter, you're a well-spoken, intelligent guy who's made a lot of accurate predictions, and I'm only saying that with the grassroots, with the Rand Paul base, I think you would have seen the type of Rand Paul-level support
[02:44:58.891 --> 02:45:00.071]  I don't know.
[02:45:28.050 --> 02:45:29.431]  Well, I'll tell you one thing, though.
[02:45:29.431 --> 02:45:30.312]  I would tell you one thing.
[02:45:30.312 --> 02:45:38.420]  If I was going to take the position that a nuclear Iran was okay with me, then there'd be no point in my even asking for volunteers, because I couldn't win in the state of Connecticut.
[02:45:38.420 --> 02:45:44.886]  So, if I actually adopted that position, it wouldn't matter how many people worked for my campaign, I couldn't get elected.
[02:45:44.886 --> 02:45:46.167]  So, people have to decide.
[02:45:47.199 --> 02:45:48.620]  Is there enough positive things?
[02:45:48.620 --> 02:45:50.240]  I want to go there and shut down the government.
[02:45:50.240 --> 02:45:51.841]  I want to stop the deficit spending.
[02:45:51.841 --> 02:45:53.262]  I want to restore sanity.
[02:45:53.262 --> 02:45:55.303]  I don't want to see this country collapse.
[02:45:55.303 --> 02:45:56.643]  And that's what I'm going to do.
[02:45:56.643 --> 02:46:00.505]  And if people are going to say, gee, Peter's some kind of warmonger.
[02:46:00.505 --> 02:46:03.026]  I mean, if you think I'm going to Washington to start a war?
[02:46:03.026 --> 02:46:04.927]  I mean, you're crazy.
[02:46:04.927 --> 02:46:07.428]  Well, Peter, nobody... Look, I'm not saying that.
[02:46:09.218 --> 02:46:20.581]  Well, I think the statement is, if Iran developed nuclear weapons and there was provable intelligence, that they were going to try to deploy it, and were putting out rhetoric like they would use it then, and I think people would understand that more than just saying, blow the place up.
[02:46:43.575 --> 02:46:44.035]  Get out of there.
[02:46:44.035 --> 02:46:45.495]  No, no, I was just reading your quote.
[02:46:45.495 --> 02:46:50.396]  I understand, I understand you're saying, the place with the weapons, but I was quoting, just blow the place up.
[02:46:50.396 --> 02:46:51.176]  I don't mean Iran.
[02:46:51.176 --> 02:46:54.277]  It's weird, and that's if we know that they're there.
[02:46:54.277 --> 02:46:57.337]  It's such a... I'm trying to do the absolute minimum.
[02:46:57.337 --> 02:46:59.478]  And then there are people that say, oh no, we don't even want to do that.
[02:46:59.478 --> 02:47:08.519]  We want to wait until Iran actually drops a nuclear weapon, smuggles it into a major American city, murders millions of people, and then will respond.
[02:47:08.519 --> 02:47:12.820]  That is not the credible policy for a Senate candidate, I don't think.
[02:47:14.213 --> 02:47:17.899]  Vote for me and I'll allow a nuclear weapon to be blown up in your backyard.
[02:47:17.899 --> 02:47:21.084]  I don't think that's a passive victory.
[02:47:21.084 --> 02:47:24.871]  But believe me, that's what my opponents would say if that was my position.
[02:47:25.427 --> 02:47:26.207]  No, I understand.
[02:47:26.207 --> 02:47:31.671]  I was just getting the issue out there because, I mean, as you know, that was raised quite a bit, and so I hope you beat those other candidates.
[02:47:31.671 --> 02:47:32.991]  That's why we've got you here.
[02:47:32.991 --> 02:47:39.875]  I mean, I think you'd be a great guy to really push through the audit of the Fed, and I'd love to see you grilling them in banking committee meetings.
[02:47:39.875 --> 02:47:43.257]  It'd be wonderful, and I think you've got a shot at it, so people should certainly support.
[02:47:43.257 --> 02:47:46.059]  I just would be remiss if I didn't raise that.
[02:47:46.059 --> 02:47:51.642]  Let's jam in a few calls here, and then at the end, I want to ask you about your view on the Arizona situation and the borders.
[02:47:51.642 --> 02:47:52.603]  Let's talk to Ken
[02:47:53.303 --> 02:47:54.784]  In California.
[02:47:54.784 --> 02:47:56.606]  Go ahead, Ken, you're on the air.
[02:47:56.606 --> 02:47:57.066]  Oh, hi.
[02:47:57.066 --> 02:47:57.967]  Thank you, Alex.
[02:47:57.967 --> 02:48:00.268]  This is my question.
[02:48:00.268 --> 02:48:13.999]  Walmart had record profits for several years, and they got sued by counties all over the United States because they would provide no health insurance for 90% of their workers.
[02:48:13.999 --> 02:48:19.162]  Then, after this health care bill came out, all these lawsuits have been
[02:48:20.103 --> 02:48:26.447]  Well, Walmart's had unfair trade advantage with its inside deals with China.
[02:48:26.447 --> 02:48:27.807]  That's where the issue is.
[02:48:27.807 --> 02:48:29.528]  What would you do with healthcare, Peter Schiff?
[02:48:48.319 --> 02:48:49.119]  And no more bailouts!
[02:48:49.119 --> 02:48:50.420]  And no more bailouts!
[02:48:50.420 --> 02:48:51.820]  I mean, you pledged no more bailouts.
[02:49:16.168 --> 02:49:16.908]  Thank you, Alex.
[02:49:16.908 --> 02:49:18.349]  Good to speak to you.
[02:49:18.349 --> 02:49:18.689]  And Mr. Schiff,
[02:49:44.240 --> 02:49:45.501]  Yeah, that's a good question.
[02:49:45.501 --> 02:49:50.264]  What happens when we lose the dollar as the world reserve currency?
[02:50:12.930 --> 02:50:15.492]  Well, I mean, it's not a question of can we, it's just when we.
