[00:00.000 --> 00:10.000]  Live from Austin, Texas broadcasting worldwide it's Alex Jones
[01:25:33.000 --> 01:25:36.000]  I was in it with Wes and the rest of the crew, and we went in and they set us down,
[01:25:36.000 --> 01:25:39.000]  and Carl Rove was right beside me, right behind me, Catty Corner,
[01:25:39.000 --> 01:25:43.000]  and we got drinks and stuff and food was coming, and I was going to confront him at the end of dinner,
[01:25:43.000 --> 01:25:50.000]  but I wanted to enjoy my meal. He was making fun of people watching sports while the real world went on.
[01:25:50.000 --> 01:25:54.000]  And then I ended up getting up and leaving because I didn't want to stay there with him, but go ahead.
[01:25:54.000 --> 01:26:01.000]  Yeah. Well, you know, along those lines, I am now suing those people for what you actually called me personally
[01:26:01.000 --> 01:26:09.000]  to call into your show a while back. My suit is now in the mediation stage of the...
[01:26:09.000 --> 01:26:14.000]  I remember you got banned from the county commissioners. You go by Ronnie Reeferseed,
[01:26:14.000 --> 01:26:18.000]  and that's why he called in with a fake name today, Hunter, and that's why he even called in a month.
[01:26:18.000 --> 01:26:21.000]  I just don't like to call every time, seeing as it's about the NFL.
[01:26:21.000 --> 01:26:24.000]  This is about county commissioners banning you from speech, and I think it's wrong.
[01:26:24.000 --> 01:26:28.000]  I appreciate your call. Every other college is going to bring up another subject.
[01:26:28.000 --> 01:26:32.000]  Guys, I'll let you talk about whatever you want, nine times out of ten.
[01:26:32.000 --> 01:26:35.000]  We're not going to talk about whatever you want today.
[01:26:35.000 --> 01:26:41.000]  We're going to talk about Super Bowl 48. Julio in Illinois, you're on the air, Julio.
[01:26:41.000 --> 01:26:44.000]  Happy Super Bowl Sunday, Alex.
[01:26:44.000 --> 01:26:49.000]  I'm feeling really manly looking at Manning right now.
[01:26:49.000 --> 01:26:56.000]  The propaganda corporate holiday that has been created over the last several decades,
[01:26:56.000 --> 01:27:00.000]  the bread and circus that travels from city to city every year.
[01:27:00.000 --> 01:27:07.000]  It's really disgusting. I was watching a commercial not too long ago during the Super Bowl coverage,
[01:27:07.000 --> 01:27:10.000]  where they were trying to talk about the soldiers fighting for our freedom,
[01:27:10.000 --> 01:27:13.000]  and they showed the Constitution and Independence Hall.
[01:27:13.000 --> 01:27:16.000]  In my mind, I was just thinking, man, why don't we talk about the soldiers
[01:27:16.000 --> 01:27:19.000]  that are getting destroyed with depleted uranium and so forth?
[01:27:19.000 --> 01:27:23.000]  Sure. They only invoke the Constitution and soldiers to sell the wars.
[01:27:23.000 --> 01:27:29.000]  And that's what I'm saying. Everything about the NFL especially is pure brainwashing propaganda,
[01:27:29.000 --> 01:27:31.000]  and people should be aware of that.
[01:27:31.000 --> 01:27:36.000]  When I think about these owners and these stadiums, you know, I'm from Chicago,
[01:27:36.000 --> 01:27:41.000]  so we have Soldier Field, and Chicago's a huge sports town historically.
[01:27:41.000 --> 01:27:48.000]  You know, these stadiums, I think these owners are almost the front for the continuity of government agenda,
[01:27:48.000 --> 01:27:51.000]  and these mega stadiums being stored.
[01:27:51.000 --> 01:27:55.000]  You know, I remember Alex at Cancun Climate Change document,
[01:27:55.000 --> 01:27:59.000]  talking about transporting people to the big soccer stadiums in Mexico.
[01:27:59.000 --> 01:28:02.000]  So imagine if they talk about that in Mexico with their huge stadiums,
[01:28:02.000 --> 01:28:05.000]  they have stadiums at Stecco, over 100,000 people in Mexico City.
[01:28:05.000 --> 01:28:10.000]  Just imagine what they could do in New Jersey or in Chicago or in Minnesota.
[01:28:10.000 --> 01:28:15.000]  Oh yeah, the more poor, the more degradated, the more degenerate the bigger sports are.
[01:28:15.000 --> 01:28:17.000]  That's a historical fact.
[01:28:17.000 --> 01:28:21.000]  And sports is bigger than ever as America sinks into the slime, Julio,
[01:28:21.000 --> 01:28:25.000]  because people just can't get obsessed with standing up for themselves.
[01:28:25.000 --> 01:28:29.000]  They've got to watch, you know, their male soap operas.
[01:28:29.000 --> 01:28:33.000]  And I think it's okay that most American men are late and late gay
[01:28:33.000 --> 01:28:36.000]  and like to watch these men bend over and stuff.
[01:28:36.000 --> 01:28:42.000]  I'm not against that. I understand that it's a, you know, a giant gay simulation out there.
[01:28:42.000 --> 01:28:45.000]  And I, you know, that's the only reason they haven't banned it yet.
[01:28:45.000 --> 01:28:47.000]  Obama hasn't banned it yet is because it's an important training.
[01:28:47.000 --> 01:28:50.000]  All right, I'm being somewhat sarcastic, but not really.
[01:28:50.000 --> 01:28:54.000]  We will continue with our coverage of the latent NFL on the other side
[01:28:54.000 --> 01:28:57.000]  and tell you the winner of the Super Bowl beforehand.
[01:28:57.000 --> 01:29:07.000]  Stay with us.
[01:29:27.000 --> 01:29:30.000]  It is the only one that does it and out of the gates.
[01:29:30.000 --> 01:29:34.000]  We have it discounted at 10% off with promo code water.
[01:29:34.000 --> 01:29:40.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides,
[01:29:40.000 --> 01:29:45.000]  chloramines, ammonia and chlorine, hydrofluorosilic acid,
[01:29:45.000 --> 01:29:49.000]  the most common form of fluoride not covered by other fluoride filter brands,
[01:29:49.000 --> 01:29:51.000]  and sodium hexafluorosilicate.
[01:29:51.000 --> 01:29:56.000]  Get your pro pure with a new pro one filter today at infowarstore.com
[01:29:56.000 --> 01:29:59.000]  calling 888-253-3139.
[01:30:26.000 --> 01:30:29.000]  So you can turn fetid water into safe water anywhere you go.
[01:30:29.000 --> 01:30:34.000]  The K-Tor hand crank generator to charge up key equipment during power outages
[01:30:34.000 --> 01:30:35.000]  or out in the field.
[01:30:35.000 --> 01:30:38.000]  Strategic relocation third edition by Joel Scousum.
[01:30:38.000 --> 01:30:40.000]  When disaster strikes by Matthew Stein,
[01:30:40.000 --> 01:30:45.000]  they're a safe used by Homeland Security to protect yourself during any radiological event.
[01:30:45.000 --> 01:30:48.000]  Hand crank shortwave AMFM radios.
[01:30:48.000 --> 01:30:51.000]  Everything that we've researched and found to be the best is available
[01:30:51.000 --> 01:30:55.000]  at infowarstore.com and your purchase makes our info war possible.
[01:30:55.000 --> 01:30:59.000]  We're getting prepared. Are you infowarshop.com?
[01:30:59.000 --> 01:31:04.000]  In the last 50 years, iodine has been phased out of our staple foods
[01:31:04.000 --> 01:31:06.000]  and replaced with the halogen bromine,
[01:31:06.000 --> 01:31:10.000]  a practice now banned in nations around the world.
[01:31:10.000 --> 01:31:13.000]  Guess what else is in a halogen family? Fluoride.
[01:31:13.000 --> 01:31:15.000]  Ladies and gentlemen, Alex Jones here.
[01:31:15.000 --> 01:31:18.000]  In 1924, the federal government did the right thing
[01:31:18.000 --> 01:31:21.000]  and encouraged salt producers to add iodine.
[01:31:21.000 --> 01:31:26.000]  It's the good halogen on the periodic table and the results are on record.
[01:31:26.000 --> 01:31:32.000]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[01:31:32.000 --> 01:31:35.000]  Bottom line, iodine is important.
[01:31:35.000 --> 01:31:41.000]  Unbound, clean, in a glycerin base, nascent iodine was the answer for myself and my family.
[01:31:41.000 --> 01:31:47.000]  You will find Survival Shield nascent iodine exclusively at infowarslife.com.
[01:31:47.000 --> 01:31:52.000]  Infowars life, Survival Shield nascent iodine isn't just for emergencies.
[01:31:52.000 --> 01:31:59.000]  I take it every day. That's infowarslife.com or call toll-free 888-253-3139.
[01:31:59.000 --> 01:32:03.000]  Alex Jones here to tell you about how you can help spread liberty worldwide
[01:32:03.000 --> 01:32:08.000]  while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:32:08.000 --> 01:32:13.000]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico
[01:32:13.000 --> 01:32:16.000]  where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:32:16.000 --> 01:32:21.000]  We have now managed to secure these sought-after beans in a highly customized blend.
[01:32:21.000 --> 01:32:28.000]  Discover and try a bag of the Patriot Blend 100% organic coffee at infowarslife.com.
[01:32:28.000 --> 01:32:33.000]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn
[01:32:33.000 --> 01:32:35.000]  that so many other coffees give me personally.
[01:32:35.000 --> 01:32:42.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:32:42.000 --> 01:32:47.000]  Drop by the site today, order a bag or two and I don't think you're going to be disappointed.
[01:32:47.000 --> 01:32:50.000]  Available in original or with our immune support infusion blend.
[01:32:50.000 --> 01:32:56.000]  You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[01:32:56.000 --> 01:33:19.000]  Available at infowarslife.com.
[01:33:19.000 --> 01:33:25.000]  It's always a tough vote because the average person thinks raising the debt ceiling must mean that we're running up our debt.
[01:33:25.000 --> 01:33:31.000]  Raising the debt ceiling, which has been done over 100 times, does not increase our debt.
[01:33:31.000 --> 01:33:34.000]  It does not somehow promote profligacy.
[01:33:34.000 --> 01:33:38.000]  All it does is it says, you've got to pay the bills that you've already racked up Congress.
[01:33:38.000 --> 01:33:58.000]  Well, you're listening to the Alex Jones show.
[01:33:58.000 --> 01:34:08.000]  By the way, this hour is brought to you by mypatriotsupply.com forward slash Alex, delicious and easy to prepare.
[01:34:08.000 --> 01:34:11.000]  High quality swirable foods the last 25 years, easy to put together, the highest quality would I choose for my family.
[01:34:11.000 --> 01:34:22.000]  Mypatriotsupply.com forward slash Alex, or if you go to their website, they have the toll free number up there at the top 866-229-0927.
[01:34:22.000 --> 01:34:32.000]  Mypatriotsupply.com forward slash Alex, and we have infowarsstore.com with all the pro-gun, pro-liberty apparel, because instead of wearing an NFL team,
[01:34:32.000 --> 01:34:40.000]  you actually talk about George Washington and Liberty and Bill of Rights and property rights and Second Amendment and stuff like that and meet like-minded people.
[01:34:40.000 --> 01:34:42.000]  We've got all the t-shirts, literally hundreds of them.
[01:34:42.000 --> 01:34:44.000]  And we've got Made in America flags.
[01:34:44.000 --> 01:34:50.000]  We've got George Washington 1776 belt buckles, 1776 ball caps and don't tread on me shirts.
[01:34:50.000 --> 01:34:53.000]  All of it, Molon Labe, come and take it.
[01:34:53.000 --> 01:34:58.000]  All of it at infowarsstore.com or Made in 1776.com.
[01:34:58.000 --> 01:35:00.000]  We'll take you right to the apparel section.
[01:35:00.000 --> 01:35:02.000]  We've also got infowarslife.com.
[01:35:02.000 --> 01:35:04.000]  The very best supplements.
[01:35:04.000 --> 01:35:08.000]  We've only got three of them in six, eight months we put out because it's so hard to get the high quality products.
[01:35:08.000 --> 01:35:12.000]  The nascent iodine for your glands and your body and to make your hormones flow properly.
[01:35:12.000 --> 01:35:15.000]  The fluoride shield, the nascent iodine, five of their ingredients.
[01:35:15.000 --> 01:35:22.000]  Supermal vitality, the southern Mexico, Chiapas, high mountain, organic, volcanic coffee, my favorite blend.
[01:35:22.000 --> 01:35:24.000]  I shipped it in en masse.
[01:35:24.000 --> 01:35:26.000]  We've got our own Wake Up America coffee.
[01:35:26.000 --> 01:35:31.000]  Infowarsstore.com or infowarslife.com or 24 hours a day, seven days a week.
[01:35:31.000 --> 01:35:41.000]  365 days a year you can call toll free and ask any questions or order online and your purchase, voting with your dollars, supports this hardcore beacon of liberty.
[01:35:41.000 --> 01:35:49.000]  So I thank you all for your past and present and future support. 888-253-3139.
[01:35:49.000 --> 01:35:51.000]  Triple 825-33139.
[01:35:51.000 --> 01:35:55.000]  And listen, we usually have a free-for-all with callers. We've had great callers today.
[01:35:55.000 --> 01:35:57.000]  But I'm opening the phones up right now.
[01:35:57.000 --> 01:36:03.000]  I talk about sports and the propaganda and your take on the Super Bowl right now as kickoff has now happened.
[01:36:03.000 --> 01:36:05.000]  Let's go ahead and go back to the calls.
[01:36:05.000 --> 01:36:07.000]  Jeff in Toronto, go ahead.
[01:36:07.000 --> 01:36:10.000]  Hi, Alex. Thank you very much for taking my call.
[01:36:10.000 --> 01:36:28.000]  My question for you is about a book that I was told about a long time ago regarding people like shifting, like shifting, but the Super Bowl is one thing.
[01:36:28.000 --> 01:36:32.000]  And then, like, look over here, the government is doing another.
[01:36:32.000 --> 01:36:35.000]  Well, yeah, I mean, it's like the magician has a good-looking assistant.
[01:36:35.000 --> 01:36:40.000]  When you're looking at her, he's putting the rabbit in the deal to take it out of the hat and the cabinet underneath the hat.
[01:36:40.000 --> 01:36:44.000]  That's my issue. There's no other manhood but being in the NFL.
[01:36:44.000 --> 01:36:47.000]  But if a man tries to go out and be politically active, that's weird.
[01:36:47.000 --> 01:36:50.000]  That's, these people are politically involved.
[01:36:50.000 --> 01:36:52.000]  What in the world?
[01:36:52.000 --> 01:36:54.000]  Go ahead.
[01:36:54.000 --> 01:37:06.000]  The book that was recommended to me was at an initiation of Delta Kappa Epsilon of which both U.S. presidents, Bushes, are members.
[01:37:06.000 --> 01:37:09.000]  That's why I was calling. This is like a double hit for you.
[01:37:09.000 --> 01:37:18.000]  So what I'm saying is they told me, you know, read this book and I can't remember it, which is why I wanted to call you to see if you've read it.
[01:37:18.000 --> 01:37:24.000]  It is something about a circus and something else.
[01:37:24.000 --> 01:37:27.000]  I'm sorry. I don't know the name of the book. I can't tell you.
[01:37:27.000 --> 01:37:30.000]  Okay. I'm sorry, Alex, but that's why I called.
[01:37:30.000 --> 01:37:33.000]  But that's what really happened.
[01:37:33.000 --> 01:37:35.000]  Well, of course, they tell you to read books when you're part of the deal.
[01:37:35.000 --> 01:37:38.000]  They tell Delta Force people to read the prints.
[01:37:38.000 --> 01:37:40.000]  What's your take on the NFL? Anything on the NFL?
[01:37:40.000 --> 01:37:46.000]  No, complete garbage. Please stay tuned to Alex Jones and pay attention to reality.
[01:37:46.000 --> 01:37:54.000]  I appreciate you calling. Listen, I'm not against a bunch of men who were trained and their whole lives competing against each other.
[01:37:54.000 --> 01:38:01.000]  It's just that it's a false fact. Similarly, like a prosthesis, what I want my legs or fake legs.
[01:38:01.000 --> 01:38:04.000]  Well, nothing against folks without legs, but I rather have my legs.
[01:38:04.000 --> 01:38:10.000]  That's what I mean. It's all, it's not real jousting with the knights and simulated battle that could kill each other.
[01:38:10.000 --> 01:38:22.000]  I mean, meanwhile, you've got folks like, you know, the famous Dallas Cowboys quarterback who got so many concussions that he'd be like, you know, Troy Deckman.
[01:38:22.000 --> 01:38:26.000]  Look at the bricks and then the sub shop and the delicious.
[01:38:26.000 --> 01:38:34.000]  They don't care about these people, folks, and they wouldn't let anybody else do this type of thing if it wasn't for the profits they're making.
[01:38:34.000 --> 01:38:41.000]  And that's my point. The people running the NFL are all tax exempt. While if you or I don't pay the taxes, they come arrest us.
[01:38:41.000 --> 01:38:45.000]  It's all a giant discriminatory fraud. That's what I'm saying.
[01:38:45.000 --> 01:38:49.000]  Ron in Arizona, you want to talk about professional sports? Go ahead.
[01:38:49.000 --> 01:38:55.000]  Yes, Alex. I want to talk about or give my testimony about the stupid bull.
[01:38:55.000 --> 01:39:04.000]  Yes, the scramble, the stupid boil, the scamboyle, the slave boil. Go ahead.
[01:39:04.000 --> 01:39:11.000]  Yeah, I was saved at age six, but my father was in the sports and he brought me up on it and I got sucked into it.
[01:39:11.000 --> 01:39:26.000]  I worked stupid bull in 1993. I also worked numerous World Series games, All-Star games, Rose Bowl games, pro football, baseball, college football.
[01:39:26.000 --> 01:39:33.000]  I turned down to work the Olympics in 84 because I was getting tired of it.
[01:39:33.000 --> 01:39:43.000]  And I finally woke up and realized that seeing a big game, whether you're working it or going as a fan, doesn't make you a better person or make you happy.
[01:39:43.000 --> 01:39:46.000]  It just makes you stupider.
[01:39:46.000 --> 01:39:55.000]  That's my issue is the people that are watching and feel like they're part of it instead of having their own lives. You just crystallized my issue.
[01:39:55.000 --> 01:40:14.000]  And what I challenge men out there who claim to be believers in Yeshua, the Messiah of Nazareth, is to give up a stupid bull game and spend the time reading the Bible, praying with their wife, their family, etc.
[01:40:14.000 --> 01:40:34.000]  And I challenge all pastors in America next year to hold a special Bible study prayer meeting during the stupid bull and you will see which men in your flock worship Yahweh who come to the Bible study and those who worship the NFL who do not come.
[01:40:34.000 --> 01:40:45.000]  That's really well said. Chris Jordan was talking about how he did a Sunday night Bible study for his church, but they started calling it a super feast or whatever because no one would show up for it.
[01:40:45.000 --> 01:40:53.000]  And that's the point. We worship this and then we worship the propaganda, the anti-gun Obamacare garbage that's in it.
[01:40:53.000 --> 01:41:07.000]  As our society implodes, great illustration. We have made this king of our lives and it's just so empty and they are using it to abuse us. They are opportunistically laughing at us.
[01:41:07.000 --> 01:41:14.000]  And that's my issue. Great points. Carson in Washington, you're on the air. Go ahead.
[01:41:14.000 --> 01:41:26.000]  Hello. Can you hear me? I sure can, Carson. Hey, Alex. Thanks for taking my call. I've been listening to you for like two years. I just had a question about what you thought the halftime show was going to be about this year.
[01:41:26.000 --> 01:41:32.000]  You know, I didn't really pay attention. I'm sure if it's like the Grammys, it'll be four or five gay marriages and three or four satanic ceremonies.
[01:41:32.000 --> 01:41:45.000]  And then if you pointed out, you know, you're just not trendy. And I don't know. I mean, what is the halftime show? Guys, look up Super Bowl 48 between the donkeys and the flying rats or whatever it is.
[01:41:45.000 --> 01:41:52.000]  And tell me who this halftime event is. What do you think, brother?
[01:41:52.000 --> 01:42:03.000]  Um, I don't know. I think last year they kind of, they kind of overplayed it a little bit with the Beyonce thing. So I think they might tone it down this year. I was just wondering what you were.
[01:42:03.000 --> 01:42:13.000]  Well, I just think this is such a woman's rights. Maybe we should have like 20 or 30 group abortions, partial birth abortions right there on television.
[01:42:13.000 --> 01:42:22.000]  And since Obama likes it so much, they could like have like a slip and slide of all the dead humans and he could slide over them since they're not human.
[01:42:22.000 --> 01:42:31.000]  I mean, I'm against that. I hate abortion and care about the human body, but uh, and care about human life. But I mean, maybe we just have a group abortion. How's that sound?
[01:42:31.000 --> 01:42:33.000]  Yeah, that sounds like a hero.
[01:42:33.000 --> 01:42:40.000]  Or maybe have a nuclear reactor blow up and then they can have the FDA and EPA say it's not a problem like Fukushima. How's that sound?
[01:42:40.000 --> 01:42:45.000]  Maybe they have time to show me helicopters fly over and spray radiation on the crowd. How's that sound?
[01:42:45.000 --> 01:42:47.000]  What time is it?
[01:42:47.000 --> 01:42:55.000]  Good to hear from you. Actually, I don't want to have a group abortion there, but that's how they destroy the human psyche and dehumanize this.
[01:42:55.000 --> 01:43:21.000]  But then saying it is uncouth, I understand. Killing a baby is okay, but saying it's bad.
[01:43:25.000 --> 01:43:30.000]  I'm extremely excited to announce the exclusive InfoWarsLife fluoride shield formulation.
[01:43:30.000 --> 01:43:41.000]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:43:41.000 --> 01:43:45.000]  Let's take a stand against the globalist by blocking their poisons with fluoride shield.
[01:43:45.000 --> 01:43:53.000]  I use fluoride shield every day. Secure your fluoride shield and other pioneering formulations at InfoWarsLife.com today.
[01:43:53.000 --> 01:44:00.000]  Let's start cleansing our bodies now and support the InfoWars at the same time. That's InfoWarsLife.com.
[01:44:24.000 --> 01:44:30.000]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[01:44:30.000 --> 01:44:39.000]  It is rare to find companies who practice what they preach, and that's why I stock my pantry with high-quality, storable foods from my Patreon supply.
[01:44:39.000 --> 01:44:56.000]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927. That's 866-229-0927. Do business with someone who shares your values.
[01:44:56.000 --> 01:44:59.000]  Buypatriotsupply.com slash alex.
[01:44:59.000 --> 01:45:10.000]  Alex Jones here with a message to fellow freedom lovers. The prognosis for the entire planetary economic system runs from bad to worse.
[01:45:10.000 --> 01:45:15.000]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:45:15.000 --> 01:45:20.000]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:45:20.000 --> 01:45:29.000]  These are items that I did research on, that I personally use. We've got the Lifestraw so you can turn fetted water into safe water anywhere you go.
[01:45:29.000 --> 01:45:35.000]  The K-Tour hand crank generator to charge up key equipment during power outages or out in the field.
[01:45:35.000 --> 01:45:38.000]  Strategic Relocation Third Edition by Joel Scowsom.
[01:45:38.000 --> 01:45:40.000]  When Disaster Strikes by Matthew Stein.
[01:45:40.000 --> 01:45:45.000]  TheraSafe used by Homeland Security to protect yourself during any radiological event.
[01:45:45.000 --> 01:45:48.000]  Hand crank shortwave AMFM radios.
[01:45:48.000 --> 01:45:55.000]  Everything that we've researched and found to be the best is available at InfoWarsShop.com and your purchase makes our InfoWars possible.
[01:45:55.000 --> 01:45:59.000]  We're getting prepared. Are you InfoWarsShop.com?
[01:45:59.000 --> 01:46:05.000]  My friends Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[01:46:05.000 --> 01:46:12.000]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[01:46:12.000 --> 01:46:18.000]  Radioactive contamination is now in most of the food supply. There's only two ways to avoid this.
[01:46:18.000 --> 01:46:22.000]  Move south of the equator or properly protect your thyroid with nascent iodine.
[01:46:22.000 --> 01:46:25.000]  Looking to protect my family I've done deep research.
[01:46:25.000 --> 01:46:31.000]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[01:46:31.000 --> 01:46:35.000]  It's made right here in the USA completely non-GMO.
[01:46:35.000 --> 01:46:41.000]  I searched out the best quality and now have developed a double strength form of nascent iodine exclusively available
[01:46:41.000 --> 01:46:43.000]  at InfoWarsLife.com.
[01:46:43.000 --> 01:46:49.000]  Nascent iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[01:46:49.000 --> 01:46:51.000]  Survival Shield nascent iodine.
[01:46:51.000 --> 01:46:57.000]  Secure your super high quality nascent iodine today at InfoWarsLife.com.
[01:46:57.000 --> 01:47:12.000]  That's InfoWarsLife.com.
[01:47:27.000 --> 01:47:36.000]  I myself am following the Drudge Report, DrudgeReport.com. It has the sea rats at five to zero.
[01:47:36.000 --> 01:47:38.000]  We'll put that back up on screen, actually.
[01:47:38.000 --> 01:47:41.000]  Four folks, Denver zero.
[01:47:41.000 --> 01:47:44.000]  That's when he asked me on the street today, Alex, who's going to win?
[01:47:44.000 --> 01:47:48.000]  And I said, well, the media says it's going to be Denver. It must be the Seahawks.
[01:47:48.000 --> 01:47:50.000]  It's all rigged anyways.
[01:47:50.000 --> 01:47:52.000]  I know you like a underdog coming from behind.
[01:47:52.000 --> 01:47:57.000]  Oh, I know the NSA is not spying on us, too, and Bill Clinton didn't have sex with that woman.
[01:47:57.000 --> 01:47:59.000]  I mean, anything this big is rigged.
[01:47:59.000 --> 01:48:02.000]  They might have power outages tonight to keep the game going forever.
[01:48:02.000 --> 01:48:05.000]  Jakari Jackson is missing the kickoff.
[01:48:05.000 --> 01:48:07.000]  We're 18 minutes into the holy game.
[01:48:07.000 --> 01:48:13.000]  He's about to go in with Josh and then he'll do some updates inside as well after the show is over
[01:48:13.000 --> 01:48:17.000]  in about 15 minutes at InfoWars.com.
[01:48:17.000 --> 01:48:22.000]  And we'll also have GameCoverJetInfoWars.com and PrisonPlanet.com and Twitter, Real Alex Jones.
[01:48:22.000 --> 01:48:25.000]  I'm about to go back to calls, but Jakari, what was it like?
[01:48:25.000 --> 01:48:30.000]  The heroes protected you on the subway train to get there.
[01:48:30.000 --> 01:48:34.000]  They said that was the big terror threat where Al Qaeda that our own government gave missiles to
[01:48:34.000 --> 01:48:37.000]  was going to attack, but you were okay, Jakari?
[01:48:37.000 --> 01:48:38.000]  That's exactly right, Alex.
[01:48:38.000 --> 01:48:39.000]  And we just posted a video.
[01:48:39.000 --> 01:48:43.000]  You can guys go to the YouTube page and find our new video.
[01:48:43.000 --> 01:48:47.000]  We encountered some police down there holding their rifles.
[01:48:47.000 --> 01:48:51.000]  I'm not sure if they were fully automatic, but they are definitely a military style, as Ms. Feinstein likes to call them.
[01:48:51.000 --> 01:48:53.000]  Also saw some bomb sniffing dogs.
[01:48:53.000 --> 01:48:56.000]  And of course, TSA checking bags for anybody who had a bag.
[01:48:56.000 --> 01:48:58.000]  We're outside the stadium now.
[01:48:58.000 --> 01:48:59.000]  The security's pretty tight.
[01:48:59.000 --> 01:49:01.000]  They don't want us to stand in any one, two places too long.
[01:49:01.000 --> 01:49:03.000]  They keep shuffling us around.
[01:49:03.000 --> 01:49:06.000]  And right now from where I'm standing, I can see at least three helicopters.
[01:49:06.000 --> 01:49:07.000]  Oh, good.
[01:49:07.000 --> 01:49:08.000]  I'm going to see them on the Iphone.
[01:49:08.000 --> 01:49:09.000]  Oh, they're keeping us safe.
[01:49:09.000 --> 01:49:10.000]  Oh, good.
[01:49:10.000 --> 01:49:13.000]  I've got three helicopters in my eyesight and I'm just on one side of the building.
[01:49:13.000 --> 01:49:15.000]  Oh, the threats everywhere.
[01:49:15.000 --> 01:49:16.000]  Oh, yeah.
[01:49:16.000 --> 01:49:17.000]  Yeah.
[01:49:17.000 --> 01:49:21.000]  So it's police state 2014, police state 2014, aka Super Bowl 48.
[01:49:21.000 --> 01:49:22.000]  All right.
[01:49:22.000 --> 01:49:23.000]  Anything else Jakari?
[01:49:23.000 --> 01:49:24.000]  No.
[01:49:24.000 --> 01:49:26.000]  We'll go in here and see what else happens.
[01:49:26.000 --> 01:49:28.000]  May see some weird stuff at halftime.
[01:49:28.000 --> 01:49:35.000]  But regardless of what we do, we'll try to get it up as soon as possible for the infowars.com viewers and also a person by the dot TV, Twitter, real Alex Jones.
[01:49:35.000 --> 01:49:36.000]  That's right.
[01:49:36.000 --> 01:49:38.000]  Who's on the night at infowars.com?
[01:49:38.000 --> 01:49:40.000]  Is it Kurt Nemo? I see him posting a bunch of articles today.
[01:49:40.000 --> 01:49:46.000]  We'll just continue to have your videos posted by the writers at infowars.com as the night develops.
[01:49:46.000 --> 01:49:47.000]  Jakari, get in there.
[01:49:47.000 --> 01:49:51.000]  You've already missed 18, 19 minutes of the most wondrous thing in the world.
[01:49:51.000 --> 01:49:53.000]  I mean, I'm missing my life.
[01:49:53.000 --> 01:49:54.000]  I want my life back, Alex.
[01:49:54.000 --> 01:49:56.000]  I'm on this train now.
[01:49:56.000 --> 01:49:57.000]  I'm missing my life.
[01:49:57.000 --> 01:50:00.000]  So yeah, but I'm not too eager to get in here and get felt up by this.
[01:50:00.000 --> 01:50:01.000]  Well, it's his met life right there.
[01:50:01.000 --> 01:50:03.000]  You're about to get your life back.
[01:50:03.000 --> 01:50:04.000]  Yeah.
[01:50:04.000 --> 01:50:05.000]  Yeah.
[01:50:05.000 --> 01:50:06.000]  Go get my.
[01:50:06.000 --> 01:50:10.000]  I'm rooting for the sea rats or the psycho donkeys.
[01:50:10.000 --> 01:50:16.000]  I'm rooting that we can have a nice, safe event out here without any, a bunch of any weird Illuminati ceremony.
[01:50:16.000 --> 01:50:17.000]  That's what I'm rooting for.
[01:50:17.000 --> 01:50:19.000]  I'm sure there'll be one of those.
[01:50:19.000 --> 01:50:20.000]  All right, Jakari Jackson.
[01:50:20.000 --> 01:50:21.000]  Thank you very much.
[01:50:21.000 --> 01:50:22.000]  Thanks, Alex.
[01:50:22.000 --> 01:50:24.000]  We'll be back on the martyr in the weekday show 11 a.m. Central.
[01:50:24.000 --> 01:50:27.000]  We give us the aftermath with Josh Owens.
[01:50:27.000 --> 01:50:29.000]  Let's go ahead and go to John in New Jersey.
[01:50:29.000 --> 01:50:31.000]  Well, the site of the incredible event.
[01:50:31.000 --> 01:50:34.000]  John, do you feel blessed even be near this event?
[01:50:34.000 --> 01:50:36.000]  Well, I don't know.
[01:50:36.000 --> 01:50:39.000]  Me as a kid, I always tried to watch wrestling.
[01:50:39.000 --> 01:50:41.000]  My dad told me no.
[01:50:41.000 --> 01:50:42.000]  And I remember two.
[01:50:42.000 --> 01:50:44.000]  You're not going to tell me wrestling's fake either.
[01:50:44.000 --> 01:50:45.000]  Are you?
