[00:00:03.860 --> 00:00:05.200]  We're live!
[01:20:15.194 --> 01:20:22.359]  So you just saw a clip of Glenn Beck in the middle of 2001.
[01:20:22.359 --> 01:20:26.942]  2021.
[01:20:26.942 --> 01:20:29.543]  Almost two years ago.
[01:20:29.543 --> 01:20:40.991]  Telling you the whole history of how they created the virus, created the vaccine before they released it, released the virus, then suppress everybody so they can't speak out, block therapeutics, lie about what the shots really do.
[01:20:43.999 --> 01:20:46.981]  I'm very thankful Glenn Beck did the research and did all that.
[01:20:46.981 --> 01:20:48.001]  We did it before he did.
[01:20:48.001 --> 01:20:49.422]  It's not about who gets the credit.
[01:20:49.422 --> 01:20:51.043]  I just want to stop this madness.
[01:20:51.043 --> 01:20:55.546]  I want to stop this evil.
[01:20:55.546 --> 01:20:59.448]  But where are we now, a year and a half after Glenn Beck said all that?
[01:20:59.448 --> 01:21:04.651]  The very same criminals that carried out this attack are preparing new attacks.
[01:21:04.651 --> 01:21:05.692]  Now listen to these headlines.
[01:21:07.253 --> 01:21:16.636]  UK government whistleblower reveals massive spike in excess deaths since Cobra Jab rollout more than 1,000 a week in the UK alone.
[01:21:16.636 --> 01:21:20.338]  Directly linked to the shots.
[01:21:20.338 --> 01:21:22.399]  And it gets worse.
[01:21:22.399 --> 01:21:27.140]  FDA deviated from normal process in Pfizer vaccine approval documents show.
[01:21:27.140 --> 01:21:28.941]  We knew this when they did this two years ago.
[01:21:30.711 --> 01:21:31.672]  There was no testing.
[01:21:31.672 --> 01:21:40.437]  In fact, in the letter that's now circulating, this has all been secret, but now lawsuits have made them release the government agreement.
[01:21:40.437 --> 01:21:44.119]  It says, you should not consider this shot safe.
[01:21:44.119 --> 01:21:46.420]  We have no data on it.
[01:21:46.420 --> 01:21:47.461]  When they approved it.
[01:21:47.461 --> 01:21:56.546]  That's why I remember the nurses would open up the little injection bottles and they have a piece of paper in them that tells you with any drug about its history, how it was tested, what it does, side effects.
[01:21:56.546 --> 01:21:57.447]  That's why it was blank.
[01:21:59.172 --> 01:22:06.999]  There wasn't even an ingredients list on J&J or AstraZeneca or Pfizer or Moderna.
[01:22:06.999 --> 01:22:12.783]  And they weren't even mRNA shots, the J&J and AstraZeneca.
[01:22:12.783 --> 01:22:14.605]  It was all emergency authorized.
[01:22:14.605 --> 01:22:17.507]  Now they're going to emergency authorize all these new so-called vaccines.
[01:22:18.359 --> 01:22:34.145]  The deviation from our normal practices is done to facilitate product labeling, distribution, and is consistent with other center practices to facilitate vaccine delivery during a public health emergency, said the head of the FDA's management team.
[01:22:34.145 --> 01:22:43.629]  When providing the license number, we should communicate that this license number does not constitute any determination by FDA of the application.
[01:22:43.629 --> 01:22:44.950]  Any determination.
[01:22:46.980 --> 01:22:56.373]  And they go on and describe that the determination means it has not been tested and they do not know its efficacy.
[01:22:56.373 --> 01:23:02.522]  It says no approval was given of the decision.
[01:23:05.831 --> 01:23:11.454]  And it goes on to say, the summary does not say it's been tested and we do not even know what it is.
[01:23:33.442 --> 01:23:37.564]  But they told you it was all safe and effective and totally tested.
[01:23:37.564 --> 01:23:50.090]  And then we don't just have the documents and the insurance company numbers and the government numbers and the record heart attacks and myocarditis and death, but the erasure of your immune system where you're way more likely to get sick and die if you've had the injections.
[01:23:50.090 --> 01:23:51.671]  And now we've got all these videos.
[01:23:51.671 --> 01:23:52.852]  Every day.
[01:23:52.852 --> 01:23:54.052]  So many videos.
[01:23:54.052 --> 01:23:56.994]  I can't even talk about them all, much less play them.
[01:23:56.994 --> 01:23:58.815]  I've got more than 10 videos today.
[01:24:00.208 --> 01:24:02.909]  of people collapsing and having heart attacks and falling down.
[01:24:02.909 --> 01:24:04.870]  I didn't even give the crew, but three of them.
[01:24:04.870 --> 01:24:06.891]  There's no way to get to them all.
[01:24:06.891 --> 01:24:07.651]  Video.
[01:24:07.651 --> 01:24:09.352]  Infowars.com.
[01:24:09.352 --> 01:24:14.154]  College basketball player clutches heart, collapses during game.
[01:24:14.154 --> 01:24:25.519]  Emo Essen of the Old Dominion Monarchs is playing defense before suddenly falling to the floor while clutching his heart, followed by training staff rushing to his aid.
[01:24:27.642 --> 01:24:28.763]  Here's another one.
[01:24:28.763 --> 01:24:32.186]  MMA rising star Victoria Lee dead at 18.
[01:24:32.186 --> 01:24:37.090]  Reportedly had taken the shots.
[01:24:37.090 --> 01:24:38.351]  And it goes on and on.
[01:24:38.351 --> 01:24:40.352]  But Fauci says it's all safe.
[01:24:40.352 --> 01:24:41.193]  There's no problems.
[01:24:41.193 --> 01:24:42.414]  It's all made up.
[01:24:42.414 --> 01:24:45.696]  He says there's no connection to the shots and myocarditis.
[01:24:45.696 --> 01:24:51.121]  CDC finally admits link between experimental COVID-19 jabs and myocarditis in young recipients.
[01:24:54.051 --> 01:24:58.474]  CDC admits confirmation link between heart inflammation and COVID vax.
[01:24:58.474 --> 01:25:03.918]  This was a year and a half ago, but it was in the October 2000 document.
[01:25:03.918 --> 01:25:05.920]  They predicted it would happen on screen.
[01:25:08.208 --> 01:25:13.091]  But don't worry, Reuters fact-checked it, even though the Reuters president is on the board of Pfizer.
[01:25:13.091 --> 01:25:18.874]  Fact-checked graph showing increased myocarditis after COVID-19 vaccine rollout does not confirm link.
[01:25:18.874 --> 01:25:22.235]  Yes, the heart attacks and myocarditis and blood clots are off the charts.
[01:25:22.235 --> 01:25:26.458]  Yes, it's happening in those that are injected, but we don't know it's the shots, says Reuters.
[01:25:26.458 --> 01:25:27.378]  Fact-checked.
[01:25:27.378 --> 01:25:33.802]  Yeah, Biden said, I'm going to open the border and flood the border, and we're going to replacement migration you, and it's a great day to get rid of white people.
[01:25:33.802 --> 01:25:34.342]  That's a quote.
[01:25:35.182 --> 01:25:36.145]  It's a good thing.
[01:25:36.145 --> 01:25:37.169]  Played it last hour.
[01:25:37.169 --> 01:25:40.621]  But he didn't mean what he said, said the Reuters fact-checkers.
[01:25:43.164 --> 01:25:45.205]  Absolutely insane.
[01:25:45.205 --> 01:25:47.126]  And it goes on and on and on.
[01:25:47.126 --> 01:25:49.788]  I've got so many more of these.
[01:25:49.788 --> 01:25:54.110]  And now they're coming up with ways to suppress the people, not just here but in China.
[01:25:54.110 --> 01:25:58.032]  China suspends social media accounts of COVID policy critics.
[01:25:58.032 --> 01:26:06.477]  They know if you criticized it, you can't get a job or leave your house or get on a train or drive your car if you have criticized anything they did.
[01:26:07.639 --> 01:26:13.982]  But that's okay, because Jimmy Fallon is singing about XBB15, the best COVID variant yet.
[01:26:13.982 --> 01:26:17.203]  He actually sent a song about it.
[01:26:17.203 --> 01:26:18.424]  We'll play that in a moment.
[01:26:18.424 --> 01:26:24.707]  Oh, but over in Australia, meet the biology professor who named the surging Kraken COVID variant.
[01:26:24.707 --> 01:26:27.468]  Oh, maybe Kraken will scare him.
[01:26:27.468 --> 01:26:29.909]  Oh my goodness.
[01:26:29.909 --> 01:26:33.831]  And more videos of people physically assaulting those not wearing masks.
[01:26:38.104 --> 01:26:41.646]  Unbelievable.
[01:26:41.646 --> 01:26:48.169]  Let's play that clip that I just mentioned.
[01:26:48.169 --> 01:26:48.890]  Which one was it?
[01:26:48.890 --> 01:26:51.591]  There's so many here, it makes my head spin.
[01:26:51.591 --> 01:26:56.794]  Yeah, here's Jimmy Fallon singing a song to scare you and saying, we need to wear masks again.
[01:26:56.794 --> 01:26:57.995]  There's a new scary thing.
[01:26:57.995 --> 01:27:00.096]  We need to wear masks and you're all scared.
[01:27:00.096 --> 01:27:00.436]  Here it is.
[01:27:01.869 --> 01:27:05.293]  There was Alpha, then Delta, then Omicron next.
[01:27:05.293 --> 01:27:11.440]  But this latest variant might be the best.
[01:27:11.440 --> 01:27:12.721]  It's XBV.1.5.
[01:27:12.721 --> 01:27:15.985]  Another brand of COVID-19 has arrived.
[01:27:15.985 --> 01:27:19.809]  It's a new strain, but it isn't the same.
[01:27:19.809 --> 01:27:22.692]  Sounds more like Elon Musk, his name.
[01:27:23.814 --> 01:27:30.461]  XBV.1.5, not UB40, who sees red, red wine.
[01:27:30.461 --> 01:27:33.865]  Put on your mask when you're inside a facility.
[01:27:33.865 --> 01:27:37.369]  It could be a robot from a Star Wars trilogy.
[01:27:37.369 --> 01:27:38.310]  It's XBV.1.5.
[01:27:39.091 --> 01:27:40.693]  It's XBee.1.5!
[01:27:40.693 --> 01:27:44.377]  Not OMG or MP3 or TCBY!
[01:27:44.377 --> 01:27:47.761]  Or an iChart made by a really high guy!
[01:27:47.761 --> 01:27:51.385]  Sounds like the password of your parents' WiFi!
[01:27:51.385 --> 01:27:52.566]  It's XBee.1.5!
[01:27:52.566 --> 01:27:52.986]  XBee.1.5!
[01:28:01.027 --> 01:28:06.509]  Wear your mask, live in fear, take your shots that erase your immune system and kill you all on record.
[01:28:06.509 --> 01:28:08.190]  Meanwhile, here's Time Magazine.
[01:28:08.190 --> 01:28:08.630]  The U.S.
[01:28:08.630 --> 01:28:10.851]  keeps offering China its COVID vaccines.
[01:28:10.851 --> 01:28:21.635]  China keeps saying no because it's a bioweapon for depopulation brought to you by the New World Order.
[01:28:21.635 --> 01:28:26.957]  BioLineteca says it will start cancer vaccine trials in the UK from September.
[01:28:26.957 --> 01:28:27.037]  Oh!
[01:28:28.243 --> 01:28:31.465]  COVID-19 to make Australian populations smaller and older.
[01:28:31.465 --> 01:28:33.706]  Less people being born, killing more people.
[01:28:33.706 --> 01:28:37.628]  Alright, I'm done talking about the shots.
[01:28:37.628 --> 01:28:45.072]  I got a ton of news to hit on what happened last week in Congress and what's going forward with the economy and the IRS and so much more.
[01:28:45.072 --> 01:28:54.836]  Big broadcast the last 30 minutes ahead of Harrison Smith with some special guests and a big debate he's got tonight with two special guests on JFK assassination.
[01:28:54.836 --> 01:28:57.778]  That is coming up on Sunday Night Live.
[01:28:59.693 --> 01:29:02.674]  ...the planet for themselves, my friends.
[01:29:02.674 --> 01:29:05.075]  If we're so stupid, we let them kill us.
[01:29:05.075 --> 01:29:06.935]  We deserve it.
[01:29:06.935 --> 01:29:12.557]  Except, children don't deserve it, do they?
[01:29:12.557 --> 01:29:19.599]  And I looked, and behold, a pale horse, and he that sat
[01:29:24.947 --> 01:29:32.389]  On the horse was named death.
[01:29:32.389 --> 01:29:42.232]  Another translation is, I looked and behold a pale horse and his name that sat on him was death and hell followed with him.
[01:29:42.232 --> 01:29:44.313]  The book of Revelation.
[01:29:46.383 --> 01:29:48.024]  Very serious times to be alive, folks.
[01:29:48.024 --> 01:29:49.745]  They're not just doing this as a one-off.
[01:29:49.745 --> 01:29:51.347]  This is the beginning of the rest of our lives.
[01:29:51.347 --> 01:29:54.029]  This is our fight, and I'm proud of humanity.
[01:29:54.029 --> 01:29:55.490]  The globalists even admit it's leaked.
[01:29:55.490 --> 01:29:59.432]  They're very upset that they're losing and that this hasn't gone the way they thought it would.
[01:29:59.432 --> 01:30:01.114]  You want to beat the New World Order?
[01:30:01.114 --> 01:30:02.955]  You want to stop their globalist agenda?
[01:30:02.955 --> 01:30:10.721]  Well, so do I. And I've been the most effective individual in the fight against the globalists, and I've got their number, and I know how to bring them down.
[01:30:10.721 --> 01:30:11.821]  But, ladies and gentlemen,
[01:30:12.802 --> 01:30:15.183]  I can't do it without your support.
[01:30:15.183 --> 01:30:19.745]  And the good news is we're only under about $200,000 a month.
[01:30:19.745 --> 01:30:24.407]  The bad news is the enemy is intensifying their attacks on every front, but I'm not going to back down.
[01:30:24.407 --> 01:30:26.407]  And I'll never give up, but I could give out.
[01:30:26.407 --> 01:30:27.788]  So please keep me on the field.
[01:30:28.228 --> 01:30:33.451]  Keep me on the front lines against the enemy while getting great products at the same time that will empower you and your family.
[01:30:33.451 --> 01:30:44.898]  InfoWarsTore.com for the best supplements and more, or just make a straight donation, big red banner at the top of InfoWarsTore.com, and that way all the money goes towards the fight, not part of it going towards product cost.
[01:30:44.898 --> 01:30:46.398]  But I thank you all for your support.
[01:30:46.398 --> 01:30:50.821]  Please commit now to go to InfoWarsTore.com, get great products, and make donations.
[01:30:50.821 --> 01:30:51.802]  I thank you for your support.
[01:30:51.802 --> 01:30:53.002]  Now take action!
[01:30:53.002 --> 01:30:55.744]  The globalists are counting on you not taking action!
[01:31:00.219 --> 01:31:04.141]  Ladies and gentlemen, a very exciting development has just taken place.
[01:31:04.141 --> 01:31:13.024]  I want to encourage you all to go to InfoWarsTore.com and check it out for yourself because it is a very strong, high quality formula.
[01:31:13.024 --> 01:31:18.107]  Gallon out sleep support, liquid, it's very fast acting, take it under the tongue.
[01:31:18.107 --> 01:31:26.350]  It's got a very good dose of melatonin, passion flower, valerian root extract, lemon balm, and German chamomile.
[01:31:26.350 --> 01:31:28.531]  All of these compounds are documented on record
[01:31:28.891 --> 01:31:29.271]  I think so.
[01:32:00.252 --> 01:32:04.877]  Ladies and gentlemen, a very exciting development has just taken place.
[01:32:04.877 --> 01:32:13.064]  I want to encourage you all to go to InfoWarsTore.com and check it out for yourself because it is a very strong, high quality formula.
[01:32:13.064 --> 01:32:18.149]  Gallon out sleep support, liquid, it's very fast acting, take it under the tongue.
[01:32:18.149 --> 01:32:20.532]  It's got a very good dose of melatonin,
[01:32:21.212 --> 01:32:26.416]  Passionflower, valerian root extract, lemon balm, and German chamomile.
[01:32:26.416 --> 01:32:32.781]  All of these compounds are documented on record to help give you deeper, cleaner, healthier sleep.
[01:32:32.781 --> 01:32:36.984]  And that is one of the biggest game changers out there with all the stress we have in this world.
[01:32:37.324 --> 01:32:39.945]  And we've got some other great sleep aids as well, and they're excellent.
[01:32:39.945 --> 01:32:41.365]  They're all different formulas.
[01:32:41.365 --> 01:32:45.446]  But this one is particularly the strongest one we have.
[01:32:45.446 --> 01:32:46.667]  So, down and out.
[01:32:46.667 --> 01:32:48.327]  Sold out for more than five months.
[01:32:48.327 --> 01:32:50.748]  Now back available at InfoWarstore.com.
[01:32:50.748 --> 01:32:56.550]  So get better, deeper rest, boost your immune system, and support the InfoWar.
[01:32:56.550 --> 01:33:00.931]  With down and out sleep support at InfoWarstore.
[01:33:00.931 --> 01:33:06.813]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:33:12.653 --> 01:33:17.664]  Rallying patriots worldwide in defense of human liberty.
[01:33:17.664 --> 01:33:19.167]  It's Alex Jones!
[01:33:45.928 --> 01:33:53.876]  Alright, so it's easy to get up here and score points against Matt Gaetz or Marjorie Taylor Greene at the end.
[01:33:53.876 --> 01:34:01.162]  Matt Gaetz supporting Kevin McCarthy who I can't stand and who is an establishment individual through and through.
[01:34:02.310 --> 01:34:17.779]  But because you have such a small Republican majority, as Roger Stone predicted six months ago, he predicted a very small majority in the House, because of election fraud and because the Republicans did a very bad job backing good candidates, chiefly among them, Kev McCarthy.
[01:34:18.820 --> 01:34:32.009]  That when you had that small majority, that that 25 or so patriots in the House would be able to hold up legislation for the Democrats and the Republicans and exert incredible power.
[01:34:32.009 --> 01:34:39.113]  So for me, the fact that they held it up for a week, had 15 votes and did all that, was a raw exercise of power.
[01:34:39.113 --> 01:34:43.676]  You saw fistfights almost break out, you saw threats, you saw attacks.
[01:34:43.676 --> 01:34:45.717]  And so I don't think Matt Gaetz is bad.
[01:34:45.717 --> 01:34:46.238]  At the end,
[01:34:46.738 --> 01:34:51.383]  With his one vote they needed, going ahead and doing it because he got so many concessions.
[01:34:51.383 --> 01:34:58.291]  Now the question is how much of those concessions are going to be real, but it doesn't matter.
[01:34:58.291 --> 01:35:07.342]  Because now those 25 folks or so realize how much power they have with that razor thin majority.
[01:35:09.423 --> 01:35:14.324]  To be able to control the policy and discourse.
[01:35:14.324 --> 01:35:18.865]  So this is a big sign of the power structure breaking up, losing control.
[01:35:18.865 --> 01:35:24.606]  And if you had a big house majority, some of them would be rhinos, they would be able to do this.
[01:35:24.606 --> 01:35:27.287]  So I'm not just seeing a silver lining in a cloud here.
[01:35:27.287 --> 01:35:29.247]  The right thing was to get rid of McCarthy.
[01:35:29.247 --> 01:35:32.568]  The right thing was, you know, to do what we were trying to do.
[01:35:34.076 --> 01:35:51.611]  If you look at what the Democrats are saying, they're in full panic mode because if you think the squad of six communists was bad being able to swing votes for Democrats, imagine what 24, 25, you debate the numbers, 26, 27, 24 and 27, depending on how their votes split.
[01:35:51.611 --> 01:35:54.254]  This is a nightmare for the establishment.
[01:35:54.254 --> 01:35:56.456]  People say, well, why did MTG do what she did?
[01:35:56.456 --> 01:35:57.416]  Why do you like MTG?
[01:35:58.362 --> 01:36:08.704]  Well, she supported a lot of good legislation, she supported free speech, she stood up for Infowars, and she's had a lot of courage, and she is loyal to Trump.
[01:36:08.704 --> 01:36:13.945]  I have a lot of problems with Trump, but he's way better than people like Kev McCarthy.
[01:36:13.945 --> 01:36:23.927]  But you can't sit there and wall this off where you still love Trump, and a lot of critics still promote Trump,
[01:36:24.847 --> 01:36:37.698]  Critics of MTG, critics of Republicans that voted for McCarthy, when Trump was instrumental on the telephone, calling up people that he helped get elected and saying, I want you to support Kevin McCarthy.
[01:36:37.698 --> 01:36:40.241]  So we'll see if Trump's right.
[01:36:40.241 --> 01:36:43.403]  We'll see if Kevin McCarthy does what he says he's going to do.
[01:36:43.403 --> 01:36:43.684]  I think?
[01:36:44.605 --> 01:36:46.247]  This is an open question.
[01:36:46.247 --> 01:36:49.470]  I think you do the right thing, may the heavens fall.
[01:36:49.470 --> 01:36:50.871]  I think we get rid of McCarthy.
[01:36:50.871 --> 01:36:52.753]  I supported getting rid of McCarthy.
[01:36:52.753 --> 01:36:56.036]  Our talk show hosts, without me even telling them what to do, that's why I hired them.
[01:36:56.036 --> 01:36:59.099]  They're smart folks that just are on target.
[01:36:59.099 --> 01:37:01.441]  Owen Schroer, Harrison Smith, they attacked McCarthy.
[01:37:01.441 --> 01:37:02.923]  We tried to defeat McCarthy.
[01:37:02.923 --> 01:37:04.224]  We thought he might have been defeated.
[01:37:04.224 --> 01:37:07.707]  I was very excited about that on Thursday and Friday afternoon.
[01:37:08.936 --> 01:37:10.097]  Didn't happen.
[01:37:10.097 --> 01:37:22.184]  Now the fight is about making sure the agenda of securing the border, stopping the fentanyl, ending the Ukraine war, and starting the impeachment of Joe Biden goes forward.
[01:37:22.184 --> 01:37:24.325]  And McCarthy has said he wouldn't do that.
[01:37:24.325 --> 01:37:27.987]  But the word is he's giving concessions now to let that go forward.
[01:37:27.987 --> 01:37:28.868]  Let's see.
[01:37:28.868 --> 01:37:29.849]  But if he cheats,
[01:37:30.689 --> 01:37:38.888]  Those 25 Republicans, the swing vote, now they're really going to be able to put his huevos in a vice.
[01:37:40.908 --> 01:37:46.910]  And that's what we are talking about right now.
[01:37:46.910 --> 01:37:51.392]  So Kevin McCarthy and the New World Order Deep State had their Pyrrhic victory.
[01:37:51.392 --> 01:37:53.633]  It's a victory you win, but you lose the war.
[01:37:53.633 --> 01:38:06.338]  If we keep the pressure to them, and if those 25 people that saw the power they had by holding out, and they got these concessions, now if he doesn't follow the contract he gave them, if he doesn't follow the agreements he gave them,
[01:38:08.612 --> 01:38:14.775]  Well then now they can vote against him and next time they'll be once bitten twice shot.
[01:38:14.775 --> 01:38:16.916]  So, very interesting time to be alive.
[01:38:16.916 --> 01:38:19.398]  A lot of folks are going to watch the NFL playoffs.
[01:38:19.398 --> 01:38:20.618]  A lot of folks are obsessed with that.
[01:38:20.618 --> 01:38:21.739]  I could care less.
[01:38:21.739 --> 01:38:23.760]  Because this actually affects my children.
[01:38:23.760 --> 01:38:25.561]  This affects your future, your children.
[01:38:25.561 --> 01:38:29.203]  This affects the entire human race right now.
[01:38:29.203 --> 01:38:32.185]  So I'll say it again.
[01:38:32.185 --> 01:38:35.246]  I've gotten calls, text messages, you should come out against MTG.
[01:38:35.246 --> 01:38:36.367]  Should I come out against Trump?
[01:38:37.617 --> 01:38:39.678]  I've been critical of Trump on the poison shot.
[01:38:39.678 --> 01:38:41.359]  At least he didn't try to make it mandatory.
[01:38:41.359 --> 01:38:42.899]  Didn't want the military to have to take it.
[01:38:42.899 --> 01:38:46.321]  He said, if you want it, take it.
[01:38:46.321 --> 01:38:49.142]  He's light years better than the Democrats trying to make it mandatory.
[01:38:49.142 --> 01:38:50.063]  I'm not even defending that.
[01:38:50.063 --> 01:38:51.303]  I've been a huge critic of it.
[01:38:51.303 --> 01:38:55.425]  What I'm saying is, we're in the middle of this now.
[01:38:55.425 --> 01:38:58.987]  And we have the hand we've been dealt.
[01:38:58.987 --> 01:39:00.687]  You gotta play the hand you're dealt.
[01:39:00.687 --> 01:39:04.209]  And it's a pretty damn good hand if those 23, 26, 27, depending on the numbers you look at,
[01:39:07.659 --> 01:39:11.362]  Twenty-five members of Congress, if they stay true.
[01:39:11.362 --> 01:39:24.351]  And I think from what you just saw, and the fact that they went from being irrelevant and denied committees by the Republicans, by the Democrats, being shunned, seeing their real power now, I believe you've just seen the beginning of this huge awakening.
[01:39:25.697 --> 01:39:35.784]  And how people now get, instead of just being a cog in a machine and doing what party leadership tells you, but by standing up for what your constituents want, I believe we're going to see real fireworks.
[01:39:35.784 --> 01:39:37.885]  In fact, I know we are.
[01:39:37.885 --> 01:39:42.428]  We're not going to win them all, but we're at least contending now to take our republic back.
[01:39:42.428 --> 01:39:46.151]  And the power structure is in a panic.
[01:39:46.151 --> 01:39:50.154]  So I don't want to hear any criticism of MTG.
[01:39:53.573 --> 01:39:56.195]  From those talk show hosts, who I'm not mad at.
[01:39:56.195 --> 01:40:00.859]  They have their free speech, but they all know who they are.
[01:40:00.859 --> 01:40:09.906]  I don't want to hear any criticism of Matt Gaetz, who went ahead and flipped his vote at the last minute, Friday afternoon, evening.
[01:40:09.906 --> 01:40:11.688]  If you don't, then hate Trump.
[01:40:13.595 --> 01:40:15.897]  Because Trump is the one that asked them to do that.
[01:40:15.897 --> 01:40:22.762]  MTG said three weeks ago, a month ago on the show, I'm supporting Kevin McCarthy because Trump trusts him and thinks the thing.
[01:40:22.762 --> 01:40:24.223]  And I'm loyal to Trump.
[01:40:24.223 --> 01:40:25.144]  She just did.
[01:40:25.144 --> 01:40:26.385]  She's a Trumpist.
[01:40:26.385 --> 01:40:28.367]  She said, I support Trump.
[01:40:28.367 --> 01:40:30.188]  I'm listening to Trump.
[01:40:30.188 --> 01:40:33.210]  She did that.
[01:40:33.210 --> 01:40:35.552]  So again, I feel good.
[01:40:35.552 --> 01:40:36.753]  My guts tell me she's good.
[01:40:36.753 --> 01:40:37.394]  I like her.
[01:40:38.831 --> 01:40:40.632]  You know, the left loves pedophilia and all this crap.
[01:40:40.632 --> 01:40:43.693]  They get mad that she's been divorced and had an affair.
[01:40:43.693 --> 01:40:45.474]  It's just, it's like, it's like nobody's perfect.
[01:40:45.474 --> 01:40:49.175]  The point is, is that the left's like, oh, pedophilia is good, but this woman had an affair.
[01:40:49.175 --> 01:40:50.195]  She's the devil.
[01:40:50.195 --> 01:40:52.556]  It's all crap, ladies and gentlemen.
[01:40:52.556 --> 01:40:56.738]  It's all total BS.
[01:40:56.738 --> 01:40:57.078]  So again...
[01:40:59.082 --> 01:41:05.726]  I don't want to hear criticism of the Republicans that flipped their votes, including Gozer, who we know is hardcore and badass, and the left hates him.
[01:41:05.726 --> 01:41:13.271]  He flipped his vote too, because they saw that they got major concessions, and they saw how much power they have, and now they're going to start using it.
[01:41:13.271 --> 01:41:16.753]  So let's give them a chance, and let's put pressure on them.
[01:41:16.753 --> 01:41:19.335]  I better see impeachment be moved forward.
[01:41:19.335 --> 01:41:23.617]  I better see all sorts of action on that front, because it'll destroy Biden.
[01:41:23.617 --> 01:41:24.978]  It'll put him on trial.
[01:41:24.978 --> 01:41:26.219]  We need it yesterday.
[01:41:27.535 --> 01:41:46.063]  And if we're sitting here in a month or two, and I'm not hearing impeachment introduced by MTG, and I'm not seeing hearings on Hunter Biden, hearings on Fentanyl, and hearings on COVID, and hearings on Fauci, then I'm gonna go completely ape.
[01:41:46.063 --> 01:41:48.104]  But this is their last chance.
[01:41:49.369 --> 01:41:50.470]  So, that's where I'm at.
[01:41:50.470 --> 01:41:55.034]  I've really thought about this, really looked at it deeply, prayed about it, and that's where I'm at.
[01:41:55.034 --> 01:42:02.920]  I'm gonna go Donkey Kong, King Kong crazy in about 45 days.
[01:42:02.920 --> 01:42:05.242]  On Trump.
[01:42:05.242 --> 01:42:07.904]  Cause he's the one that led this.
[01:42:07.904 --> 01:42:10.667]  He's really put his name to this now.
[01:42:12.003 --> 01:42:13.324]  And I was just thinking about it last night.
[01:42:13.324 --> 01:42:19.546]  I'm like, Trump did this, Trump got McCarthy in, and if he screws the pooch on this one, that's it.
[01:42:19.546 --> 01:42:26.028]  I'm not going to totally hate him and attack him and say he's the devil, but I'm going to be really angry and point it out.
[01:42:26.028 --> 01:42:35.231]  But the founders created separation of power for moments like this, and I think we're going to see a lot more of what we just saw, and it's going to be even better.
[01:42:35.231 --> 01:42:36.432]  So I have a good feeling overall.
[01:42:37.247 --> 01:42:39.650]  But it's up to us to put pressure on these people.
[01:42:39.650 --> 01:42:49.100]  And I mean, I've told MTG, I've told them all, we better see impeachment, we better see cutting the funding to Ukraine, we better see action now.
[01:42:49.100 --> 01:42:50.922]  You better be right.
[01:42:50.922 --> 01:42:55.127]  They have really, really put it on the line now, and they better deliver.
[01:42:55.127 --> 01:42:57.530]  Alright, we're going to cover more of this when we come back.
[01:42:58.823 --> 01:43:03.265]  Taping this important announcement on the afternoon of Thursday, January 5th, 2023.
[01:43:03.265 --> 01:43:12.208]  And that means you've only got four days to act if you want to get Vitaminal Fusion and DNA Force Plus, both at 50% off.
[01:43:12.208 --> 01:43:16.329]  Next Monday, the products are going back to full price because they're close to selling out.
[01:43:16.329 --> 01:43:18.290]  We won't have more back in stock for months.
[01:43:18.870 --> 01:43:22.195]  Everybody should be on Vitaminal Fusion and DNA Force Plus.
[01:43:22.195 --> 01:43:26.380]  Just look at DNA Force Plus with the PQQ and the CoQ10 and so much more.
[01:43:26.380 --> 01:43:34.391]  Documented to clean out your cells, your mitochondria, take your immune system to the next level, and even have your telomeres, that's your DNA, last longer.
[01:43:34.771 --> 01:43:38.333]  This is the opposite of what the globalists are doing with their poison shots.
[01:43:38.333 --> 01:43:42.094]  This is actually giving your body the tools it needs to regenerate.
[01:43:42.094 --> 01:43:46.616]  Get DNA Force Plus and Vitaminal Fusion for a limited time for 50% off.
[01:43:46.616 --> 01:43:49.237]  You've got until next Monday.
[01:43:49.237 --> 01:43:51.578]  And your purchase supports the broadcast.
[01:43:51.578 --> 01:43:52.498]  Keep us on air.
[01:43:52.498 --> 01:43:55.220]  Please take action now for your own wellness and your own health.
[01:43:55.220 --> 01:43:56.400]  And keep us on air.
[01:43:56.400 --> 01:43:58.101]  Infowarstore.com
[01:43:59.201 --> 01:44:02.443]  InfoWars MD is finally here.
[01:44:02.443 --> 01:44:18.711]  It's the very same high quality products you've been getting through InfoWars Life, but an expanded catalog and in some cases the prices are lower because we're going directly to the source that was supplying the supplement companies that we were buying our high quality products from.
[01:44:18.711 --> 01:44:25.015]  So we're able to lower prices and bring you more products via the InfoWars MD line.
[01:44:25.595 --> 01:44:28.137]  The highest quality, triple tested.
[01:44:28.137 --> 01:44:32.081]  Many of these products are sold on store shelves for more than twice the cost.
[01:44:32.081 --> 01:44:36.584]  You'll get them at InfoWarsTore.com under our exclusive label.
[01:44:36.584 --> 01:44:42.509]  We're bringing you the highest quality supplements directly from the factory, right here in the USA, to your door.
[01:44:42.509 --> 01:44:48.374]  It'll make your life healthy, better, boost your immune system, and it keeps InfoWarsTore on the air.
[01:44:48.374 --> 01:44:53.879]  So again, introducing InfoWars MD, now exclusively available at InfoWarsTore.com with
[01:44:54.119 --> 01:44:59.764]  Massive, massive savings.
[01:44:59.764 --> 01:45:04.347]  Why does the establishment spend so much time demonizing Infowars?
