[00:00:26.212 --> 00:00:27.513]  It's Sunday, August 25th.
[01:09:21.460 --> 01:09:26.822]  They've got, at the end of each little segment, explaining, you know, it's HAARP or whatever, they say, why this claim is ridiculous.
[01:09:26.822 --> 01:09:28.103]  The government is not Halle Berry.
[01:09:28.103 --> 01:09:29.864]  The weather is not like a ceiling fan.
[01:09:29.864 --> 01:09:32.325]  The weather is extremely complex and difficult to control.
[01:09:32.325 --> 01:09:38.709]  Science has not yet advanced to the degree that creating a real hurricane that is too much larger than your toilet is possible.
[01:09:38.709 --> 01:09:41.290]  So, I mean, that's just a denial.
[01:09:41.590 --> 01:09:45.453]  Yeah, that's like when they used to say you can't make an atom bomb that could blow up an entire city.
[01:09:45.453 --> 01:09:47.435]  Yeah, you're not actually disproving the claim.
[01:09:47.435 --> 01:09:49.536]  I mean, I don't know whether that one's true or not.
[01:09:49.536 --> 01:09:53.780]  But if we go on to the next one, the government is using chemicals to turn the people and frogs gay.
[01:09:53.780 --> 01:09:57.743]  That's actually not... Well, I mean, it's kind of what Alex said.
[01:09:57.743 --> 01:09:58.943]  I don't know whether he said the government.
[01:09:58.943 --> 01:10:05.829]  I think he just said they, but what it was is just corporate malfeasance, where they're dumping a certain kind of chemical into the environment because it's easier than disposing of it properly.
[01:10:06.209 --> 01:10:08.011]  And there were two kinds of frogs.
[01:10:08.011 --> 01:10:10.974]  I actually made a video reading the study.
[01:10:10.974 --> 01:10:12.855]  Because it was genuinely true.
[01:10:12.855 --> 01:10:14.837]  It was genuinely actually turning the frogs.
[01:10:14.837 --> 01:10:19.582]  10% of them went transsexual and actually became female.
[01:10:19.582 --> 01:10:25.247]  And the other ones actually did exhibit female characteristics and behaviors.
[01:10:25.247 --> 01:10:28.590]  So, you know, you could say it was turning them gay because they were caught in male frogs.
[01:10:29.731 --> 01:10:30.872]  But did you see what they said?
[01:10:30.872 --> 01:10:31.893]  It's not untrue!
[01:10:31.893 --> 01:10:33.994]  They actually admit that he's right!
[01:10:33.994 --> 01:10:34.274]  Yeah.
[01:10:34.274 --> 01:10:45.962]  They say, actually, what Jones did is he referred to a study from California Berkeley which suggested that exposure to atrazine, a widely used pesticide, is causing gender switching and it admits that that's true!
[01:10:45.962 --> 01:10:46.102]  Yeah.
[01:10:46.102 --> 01:10:48.904]  So they even admit in their story he was right!
[01:10:48.904 --> 01:10:52.006]  If anything, Alex Jones actually undersold this one.
[01:10:52.006 --> 01:10:53.267]  He just said that it was turning them gay.
[01:10:53.267 --> 01:10:54.708]  No, it's turning them trans.
[01:10:54.708 --> 01:10:56.249]  So, yeah, he undersold that.
[01:10:56.249 --> 01:10:57.430]  But see, the whole point is like,
[01:10:58.852 --> 01:11:04.355]  Something is happening with the chemicals and the frogs, and that's how you make it go viral.
[01:11:04.355 --> 01:11:04.975]  Here's number eight.
[01:11:04.975 --> 01:11:07.576]  The fluoride in drinking water is making people dumb.
[01:11:07.576 --> 01:11:08.056]  Oops!
[01:11:08.056 --> 01:11:11.238]  I guess they missed the Harvard study and then the new study that just came out.
[01:11:11.238 --> 01:11:13.619]  Yeah, and again, why this claim is ridiculous.
[01:11:13.619 --> 01:11:14.780]  This is what they say.
[01:11:14.780 --> 01:11:20.922]  Okay, if you enter Alex Jones and IQ into a PubMed search, you get the following zero items with search results.
[01:11:20.922 --> 01:11:22.183]  That's not a refutation.
[01:11:22.183 --> 01:11:23.604]  That's not saying that he's wrong.
[01:11:23.604 --> 01:11:25.845]  That's just insulting him and calling him stupid.
[01:11:26.605 --> 01:11:31.986]  That's just... I mean... And then they say, did I mention that Jones sells water filters?
[01:11:31.986 --> 01:11:32.506]  Yeah!
[01:11:32.506 --> 01:11:32.886]  We know!
[01:11:32.886 --> 01:11:37.727]  It's like, as soon as I found out what fluoride is, I never drank out of the tap!
[01:11:37.727 --> 01:11:38.707]  It's like, duh!
[01:11:38.707 --> 01:11:41.108]  I actually still drink out of the tap like an idiot.
[01:11:41.108 --> 01:11:42.008]  You gotta cut that out.
[01:11:42.008 --> 01:11:44.988]  I know, but fluoride... You need a water filter from Infowarscore.com.
[01:11:44.988 --> 01:11:47.749]  Can we get this guy a water filter?
[01:11:47.749 --> 01:11:50.229]  Yeah, can I get a complimentary one?
[01:11:50.229 --> 01:11:53.290]  Maybe we've got like a clearly filtered water bottle laying around here.
[01:11:53.290 --> 01:11:54.790]  Because that thing works too.
[01:11:55.987 --> 01:11:56.948]  Here's another one.
[01:11:56.948 --> 01:12:01.430]  The life-ruining HPV vaccine is being pushed on young women around the world.
[01:12:01.430 --> 01:12:02.170]  That's true!
[01:12:02.170 --> 01:12:06.232]  The scientists of it came out and said it doesn't even work and it can have a lot of negative side effects.
[01:12:06.232 --> 01:12:08.614]  They just had to push it out because they made so many of them.
[01:12:08.614 --> 01:12:09.254]  So it's like, again!
[01:12:10.825 --> 01:12:11.545]  They just twist it!
[01:12:11.545 --> 01:12:13.826]  Oh, they actually say that here, as the CDC reports.
[01:12:13.826 --> 01:12:23.931]  HPV vaccination can have side effects, but most are relatively mild and temporary, such as pain, redness, or swelling in the injection area, fever, headache, nausea, or muscle pain.
[01:12:23.931 --> 01:12:29.434]  Only 6% of all reports to the reporting system were considered serious.
[01:12:29.434 --> 01:12:31.135]  Well, then, sleep safely.
[01:12:31.135 --> 01:12:32.515]  Oh, so he was right again?
[01:12:32.515 --> 01:12:33.916]  Well, I mean, yeah.
[01:12:33.916 --> 01:12:34.576]  But they twist it.
[01:12:34.576 --> 01:12:35.857]  They always twist it.
[01:12:35.857 --> 01:12:37.618]  It's like, the report is that
[01:12:39.284 --> 01:12:47.374]  They know that this vaccine is having a lot of negative side effects and it's not even that effective but they made so many they just have to push it out and so that's what they do.
[01:12:50.200 --> 01:13:02.368]  I mean, like, there are legitimately things in here that Alex Jones has said that are... I mean, you know, if this was like PolitiFact or something, it'd be mostly true, you know, or at least partially true.
[01:13:02.368 --> 01:13:05.611]  And they're presenting it as if nothing that he has said is true.
[01:13:05.611 --> 01:13:07.012]  Sorry, some of it is.
[01:13:07.012 --> 01:13:11.755]  But the... I don't know about the HIV one, and they're not even trying to refute this, really.
[01:13:11.755 --> 01:13:13.536]  They say this is not the movie Resident Evil.
[01:13:13.536 --> 01:13:14.637]  Why would the government be trying to...
[01:13:15.437 --> 01:13:20.119]  Make people gay with drinking water and then wiping people out with a gay manufactured virus or whatever.
[01:13:20.119 --> 01:13:23.120]  But the next one is the government climate change data is fabricated.
[01:13:23.120 --> 01:13:27.822]  But there was climate gates where the leaked emails came out where they were fabricating the data.
[01:13:27.822 --> 01:13:31.664]  And so, I mean, I don't know if that means all of the data or some of the data or just that.
[01:13:31.664 --> 01:13:32.144]  I don't know.
[01:13:32.144 --> 01:13:34.345]  But you fabricate any data, it's all fabricated.
[01:13:34.758 --> 01:13:39.240]  Well, I mean, it's at least a bit suspect if they are fabricating some data, isn't it?
[01:13:39.240 --> 01:13:45.902]  Well, and then they do this whole thing, too, where if, like, there's a gust of wind on the Atlantic Ocean, it's a hurricane now.
[01:13:45.902 --> 01:13:48.463]  And so they say, 500 hurricanes, oh, there's a gust of wind.
[01:13:48.463 --> 01:13:50.284]  Right, OK.
[01:13:50.284 --> 01:13:52.645]  So, yeah, a lot of these are quite funny.
[01:13:52.645 --> 01:13:56.766]  The next one is vaccines cause autism, which I don't know.
[01:13:56.766 --> 01:13:59.167]  But the second one is Sandy Hook.
[01:13:59.167 --> 01:14:00.008]  That's not a health claim.
[01:14:02.729 --> 01:14:16.840]  Sandy Hook was staged to promote gun control, again, but even after the story was... They know Alex Jones has made dozens of videos saying that no Sandy Hook happened, and so they just put this in here anyway, and again, like you said, it doesn't have anything to do with health.
[01:14:16.840 --> 01:14:18.341]  And he's retracted that anyway, hasn't he?
[01:14:18.341 --> 01:14:22.664]  I mean, he's made a public apology to the families and stuff, so why bring it up?
[01:14:22.664 --> 01:14:28.889]  And then about the supplements, but again, so I would say at least half of that has some merit to it.
[01:14:30.407 --> 01:14:37.992]  And then again, they attack the fact that we sell body armor in this story after he mentions that.
[01:14:37.992 --> 01:14:40.214]  Okay, everybody sells, people sell body armor?
[01:14:40.214 --> 01:14:41.174]  Amazon sells body armor.
[01:14:41.174 --> 01:14:42.735]  I'm not allowed to sell body armor?
[01:14:42.735 --> 01:14:45.257]  I actually bought a stab vest off Amazon.
[01:14:45.257 --> 01:14:45.817]  Good idea!
[01:14:45.817 --> 01:14:48.099]  Yeah, well, I have to go to London often.
[01:14:49.677 --> 01:14:54.320]  Yeah, you need a stab vest over there for sure.
[01:14:54.320 --> 01:15:02.304]  And then, many claims about the supplements and health products that Jones is selling, and again, they just want to go into this whole thing where
[01:15:03.109 --> 01:15:07.971]  Well, if they don't do this or this or talk to the FDA, then, you know, you can't be proving anything.
[01:15:07.971 --> 01:15:10.071]  But just read the reviews.
[01:15:10.071 --> 01:15:12.072]  I mean, I've taken the products.
[01:15:12.072 --> 01:15:12.932]  People know they work.
[01:15:12.932 --> 01:15:14.073]  I don't need the FDA.
[01:15:14.073 --> 01:15:16.214]  What has the FDA ever done for anybody anyway?
[01:15:16.214 --> 01:15:17.214]  Well, I love about this.
[01:15:17.214 --> 01:15:21.696]  They've got, like, Jon Stewart as the picture on the front of this, because he had obviously done a video.
[01:15:21.696 --> 01:15:22.356]  Well, he's a genius.
[01:15:22.356 --> 01:15:24.256]  I mean, he's an intellectual giant.
[01:15:24.256 --> 01:15:28.158]  And all of them, the whole Russiagate conspiracy, and it is a conspiracy,
[01:15:29.224 --> 01:15:31.024]  I mean, there's just nothing to it.
[01:15:31.024 --> 01:15:33.745]  And they still sell you that today.
[01:15:33.745 --> 01:15:36.726]  Yeah, well, they still try to frame it as, oh, it didn't totally exonerate him.
[01:15:36.726 --> 01:15:38.966]  It's like, well, there wasn't any evidence that he did it.
[01:15:38.966 --> 01:15:42.607]  That's what exonerates him, is the lack of evidence connecting him to Russia.
[01:15:42.607 --> 01:15:45.388]  And you can't disprove something you never did.
[01:15:45.388 --> 01:15:46.708]  It's literally impossible.
[01:15:46.708 --> 01:15:48.209]  Yeah, you can't prove a negative.
[01:15:48.209 --> 01:15:52.250]  But the media tries to do that every day at CNN and MSNBC.
[01:15:52.250 --> 01:15:53.110]  We'll be right back.
[01:15:56.374 --> 01:16:07.602]  As we witness the most disastrous geological activity in recorded history, the globalists are backed into a corner, and the leftists are pushing for civil war.
[01:16:07.602 --> 01:16:11.725]  Borders are being broken and sovereignty is being challenged.
[01:16:11.725 --> 01:16:21.112]  The world is going to change, and how it changes will likely be decided by those who are prepared to stay strong when the system fails.
[01:16:21.832 --> 01:16:23.854]  The system is vulnerable.
[01:16:23.854 --> 01:16:26.536]  Electricity could be gone in an instant.
[01:16:26.536 --> 01:16:30.179]  And grocery stores could be empty in three days.
[01:16:30.179 --> 01:16:37.065]  Having storable foods and the ability to purify water will give you a fighting chance in the next level.
[01:16:37.065 --> 01:16:42.410]  And being without puts you at the mercy of others or makes you a slave to a dying system.
[01:16:43.190 --> 01:16:44.931]  It's just heavy, heavy, heavy.
[01:16:44.931 --> 01:16:48.052]  Make no mistake, it's... We're not in Kansas anymore.
[01:16:48.052 --> 01:16:49.392]  We're not in Kansas anymore.
[01:16:49.392 --> 01:16:52.773]  If you have a corrupt media, you don't have a democracy.
[01:17:15.339 --> 01:17:18.460]  I don't think we've seen division like this in America since Vietnam.
[01:17:18.460 --> 01:17:19.500]  It's a form of fascism.
[01:17:19.500 --> 01:17:24.221]  The high court will examine free speech rights and social media.
[01:17:24.221 --> 01:17:35.543]  Multiple online platforms have now taken down content associated with Alex Jones and InfoWars.
[01:17:35.543 --> 01:17:38.984]  First they come for Alex Jones, everyone else like Davos would fall.
[01:17:47.145 --> 01:17:48.346]  We're not in Kansas anymore.
[01:17:57.210 --> 01:17:58.531]  Let's talk to Marcus in New York.
[01:17:58.531 --> 01:17:59.331]  Marcus, you're on the air.
[01:17:59.331 --> 01:17:59.892]  Thanks for holding.
[01:17:59.892 --> 01:18:00.432]  Hey, Alex.
[01:18:00.432 --> 01:18:03.234]  Yeah, I just want to say your show is a breath of fresh air.
[01:18:03.234 --> 01:18:09.358]  I talk to a lot of people here out in New York City, and one thing I can tell you is that almost nobody agrees with these wars.
[01:18:09.358 --> 01:18:18.164]  I think that the neocons are trying desperately to get Trump to go to a war because they know that that's the only way that they could defeat him in the eyes of the public approaching 2020.
[01:18:18.164 --> 01:18:19.304]  That's it.
[01:18:19.304 --> 01:18:21.966]  I mean, if Trump buys into this, it'll be the end of his presidency.
[01:18:21.966 --> 01:18:24.808]  It's the only way I think he can be defeated other than assassinating him.
[01:18:24.808 --> 01:18:26.089]  It's a time to be praying, my friend.
[01:18:26.269 --> 01:18:27.009]  I agree entirely.
[01:18:27.009 --> 01:18:32.452]  And the last thing I just want to say, Alex, is I know they're trying to shut you down, but the reinforcements have arrived, man.
[01:18:32.452 --> 01:18:35.253]  I would love to see you on air until you're 80 years old.
[01:18:35.253 --> 01:18:37.313]  I would love to see what you're talking about when you're 80.
[01:18:37.313 --> 01:18:46.537]  But if they do shut you down, know you've gone into this war, you've won a lot of battles, and there are a lot of people like myself and many others who are going to continue.
[01:18:46.537 --> 01:18:48.478]  We're going to keep fighting in the info war.
[01:18:48.478 --> 01:18:54.961]  And even if something does happen to you or your show, know for a fact that you've gotten a lot of people fired up for liberty.
[01:18:54.961 --> 01:18:55.901]  Thank you, sir, for calling.
[01:18:57.202 --> 01:19:10.375]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble in the future, it'd be the farmers that were close to the ground, close to reality, who actually worked for a living that would end up saving the nation.
[01:19:10.375 --> 01:19:13.298]  And today, the communist Chinese have banned all U.S.
[01:19:13.298 --> 01:19:15.060]  farming goods a week ago.
[01:19:15.060 --> 01:19:18.703]  And we've seen massive increases in polls, support for the president.
[01:19:19.344 --> 01:19:23.888]  And what he's doing in this trade war wants China to put pressure on our farmers.
[01:19:23.888 --> 01:19:24.929]  That's beautiful.
[01:19:24.929 --> 01:19:26.831]  Americans aren't going to be bullied.
[01:19:26.831 --> 01:19:28.433]  And we aren't going to back down.
[01:19:28.433 --> 01:19:36.040]  So to the Joaquin Cruises and the Hillary Clintons of the world that want to intimidate people and tell us to back down, we're never going to give up.
[01:19:36.040 --> 01:19:38.362]  And all you've done is awaken the human spirit.
[01:19:38.362 --> 01:19:42.526]  And the human spirit lives at InfoWars.com and NewsWars.com.
[01:19:42.526 --> 01:19:43.466]  And I'm asking listeners,
[01:19:44.227 --> 01:19:48.369]  Whatever you do, spread those links because we are the light in the dark of the night.
[01:19:48.369 --> 01:19:49.450]  We are the resistance.
[01:19:49.450 --> 01:19:59.715]  We are 1776 Worldwide!
[01:19:59.715 --> 01:20:02.356]  You're listening to the Alex Jones Show!
[01:20:13.047 --> 01:20:16.029]  Welcome back to the Alex Jones Show.
[01:20:16.029 --> 01:20:19.252]  Owen Troyer sitting in, Sargon of Akkad in studio with us.
[01:20:45.123 --> 01:20:56.915]  And we are just, well we've talked about a lot of things, the social media censorship, the culture shift revolution happening around the world, the protests in Hong Kong, President Trump talking about that and other things developing.
[01:20:56.915 --> 01:21:07.866]  You know, here's a health claim, we just did a list, Forbes put out a list of the Alex Jones health claims that ended up not being true, except they ended up being true, some of them aren't even health claims.
[01:21:07.866 --> 01:21:08.026]  But,
[01:21:09.639 --> 01:21:15.922]  They didn't mention the 5G, I guess because maybe since this was last year, we didn't have as much reports on this.
[01:21:15.922 --> 01:21:19.183]  But, you know, that's kind of the next big one to me.
[01:21:19.183 --> 01:21:29.448]  And when I think about the, let's say, the red pill experience or the awakening experience for everybody, there's different things that kind of spur it.
[01:21:29.448 --> 01:21:36.711]  But the 5G thing to me is something that I think instinctually the average human knows.
[01:21:36.711 --> 01:21:37.792]  All right, I got my smartphone here.
[01:21:38.854 --> 01:21:42.998]  Put it up against my head, and if I do that for 10 hours straight, probably bad for me.
[01:21:42.998 --> 01:21:45.080]  I think the average human would just assume that, right?
[01:21:45.080 --> 01:21:52.087]  I mean, you have to have some sort of instinct about this foreign technology interacting with our organic biology.
[01:21:52.087 --> 01:21:54.469]  And so I think a lot of people think about it, but they just don't talk about it.
[01:21:54.469 --> 01:21:57.792]  They say, oh, the news doesn't talk about it, so it's a non-story.
[01:21:57.792 --> 01:22:02.977]  But it's all starting to come out, the negative side effects of 5G, but it's just like, oh, let's just rule it out anyway.
[01:22:04.562 --> 01:22:07.065]  I don't know anything about the negative side effects of 5G.
[01:22:07.065 --> 01:22:09.448]  I've just seen people being concerned about it.
[01:22:09.448 --> 01:22:09.889]  Exactly.
[01:22:09.889 --> 01:22:11.952]  I literally don't know anything about it.
[01:22:11.952 --> 01:22:18.641]  But you probably know, you know, they have Stormy Daniels on comedy shows talking about the shape of Trump's member.
[01:22:18.641 --> 01:22:20.543]  I know that she had to pay Trump more than he paid her.
[01:22:24.236 --> 01:22:32.059]  But the thing with the thing with mobile technology is it's just not been a lot around long enough to give us long-term effects of what it is.
[01:22:32.059 --> 01:22:35.740]  I mean it could be in like 50 years time people be like God I can't believe they did this.
[01:22:35.740 --> 01:22:45.203]  You know the same with simple thalidomide in giving it to pregnant women and you know various other like scientific mistakes that were made during the in the past.
[01:22:45.203 --> 01:22:46.003]  I mean we don't know.
[01:22:46.003 --> 01:22:49.405]  We're just assuming because there don't appear to be any immediate adverse effects.
[01:22:49.405 --> 01:22:50.845]  But I mean I'm no expert on that.
[01:22:50.845 --> 01:22:51.746]  Well, have you heard this story?
[01:22:51.746 --> 01:22:55.130]  There was a 5G cell tower at a school.
[01:22:55.130 --> 01:22:57.032]  I believe it was an elementary school.
[01:22:57.032 --> 01:22:58.133]  How many kids got cancer?
[01:22:58.133 --> 01:23:00.035]  It was like two or three kids got cancer.
[01:23:00.035 --> 01:23:00.315]  Really?
[01:23:00.315 --> 01:23:01.396]  Yeah.
[01:23:01.396 --> 01:23:02.758]  Fourth.
[01:23:02.758 --> 01:23:03.538]  Four kids.
[01:23:03.538 --> 01:23:04.640]  And then they took it down.
[01:23:04.640 --> 01:23:09.004]  Parents blame elementary school cell tower after fourth student diagnosed with cancer.
[01:23:09.004 --> 01:23:09.785]  What are your thoughts on that?
[01:23:12.208 --> 01:23:18.773]  I don't know, but I did hear that there were examples of birds dying around these 5G towers.
[01:23:18.773 --> 01:23:19.974]  And bees, I think, too.
[01:23:19.974 --> 01:23:20.915]  See if you can find that.
[01:23:20.915 --> 01:23:22.696]  Birds and bees, I think, dying from it?
[01:23:22.696 --> 01:23:27.480]  Yeah, so it does seem like there might be something wrong with these.
[01:23:27.480 --> 01:23:30.622]  Oh, but you see, the current tech infrastructure can't
[01:23:33.720 --> 01:23:38.772]  How's the smart security AI totally built in?
[01:23:38.772 --> 01:23:40.636]  See, I think that's what this is really all about.
[01:23:40.636 --> 01:23:41.779]  Why do we really need 5G?
[01:23:41.779 --> 01:23:43.543]  Well, oh, so I can get a video faster?
[01:23:44.545 --> 01:23:47.889]  I can get a video in five seconds on my phone right now.
[01:23:47.889 --> 01:23:49.771]  But it could be two seconds.
[01:23:49.771 --> 01:23:53.695]  But how many people are really clamoring for that?
[01:23:53.695 --> 01:24:04.667]  I think that this is all about having a tech infrastructure with the 5G so that the AI, facial recognition, social security, social credit security, alert, whatever, all that crap.
[01:24:05.208 --> 01:24:06.048]  Like they have in China.
[01:24:06.048 --> 01:24:07.669]  I think this is what it's really about.
[01:24:07.669 --> 01:24:10.809]  Because you don't have the capability to do that on 4G.
[01:24:10.809 --> 01:24:11.449]  They're just not enough.
[01:24:11.449 --> 01:24:16.931]  If you want to spy on everybody in real time with your own devices and not their cell phone in their pocket, you have to be on 5G.
[01:24:16.931 --> 01:24:18.971]  And you're going to have that cell phone spying on them too.
[01:24:18.971 --> 01:24:23.272]  Well, I don't know about that, but the real litmus test will be where they put these 5G towers.
[01:24:23.272 --> 01:24:29.313]  I mean, if they're in the Hollywood Hills where all the millionaires and billionaires are, then yeah, then they're safe.
[01:24:29.313 --> 01:24:32.534]  If they're just in the working class areas, I'd probably have a few questions.
[01:24:32.554 --> 01:24:34.555]  So yeah, so that's what they do now.
[01:24:34.555 --> 01:24:36.456]  Oh my gosh, this is crazy.
[01:24:36.456 --> 01:24:41.839]  So they have these 5G towers that they try to make look like trees.
[01:24:41.839 --> 01:24:44.260]  Like that's the whole trick, because the tower's ugly.
[01:24:44.260 --> 01:24:53.225]  So they make it look like a tree, and so these bees, or these birds, put a nest in a tree, or they build their beehive in the tree, and then they all get zapped to death.
[01:24:54.068 --> 01:24:55.289]  Apparently so.
[01:24:55.289 --> 01:25:03.332]  I mean, I don't know anything about the science of it or anything like that, but, uh, I mean, you know, as a regular person, I'm just looking at that thinking, well, I don't trust it.
[01:25:03.332 --> 01:25:11.156]  Well, and here's the thing, David, if you've ever been, I did a report on this, if you go down to these cell towers, it says, do not stand anywhere near this tower, you're gonna die.
[01:25:11.156 --> 01:25:18.659]  I saw, um, I saw the, the pictures of them setting them up, and the, the huge body suits that the guy setting them up are wearing.
[01:25:18.659 --> 01:25:19.500]  Like a hazmat suit.
[01:25:19.500 --> 01:25:20.140]  Yeah, exactly.
[01:25:20.140 --> 01:25:22.141]  It doesn't exactly fill me with confidence, you know.
[01:25:22.461 --> 01:25:28.346]  Well, it's kind of like the guy who, from, I think it was from Monsanto, who was talking about glyphosates.
[01:25:28.346 --> 01:25:34.312]  Oh, he had a little sample of glyphosates in like a little, um, a little glass jar.
[01:25:34.312 --> 01:25:36.994]  He's like shaking it, he's showing it to the camera.
[01:25:36.994 --> 01:25:38.536]  This is perfectly safe!
[01:25:38.536 --> 01:25:39.797]  Nothing wrong with this!
[01:25:39.797 --> 01:25:40.858]  And then they say, okay, drink it.
[01:25:40.858 --> 01:25:42.920]  And he's like, hell no, I wouldn't drink that!
[01:25:42.920 --> 01:25:44.842]  So what is, what is a glyphosate?
[01:25:45.544 --> 01:25:57.947]  Glyphosates are chemicals that they use in, like, I believe it's chemical runoff from pharmaceuticals, and I think maybe from some pesticides, and it gets into the water, like people flush their pharmaceuticals or, you know, stuff like that.
[01:25:57.947 --> 01:25:59.107]  In terms of Frogs Gay.
[01:25:59.107 --> 01:26:00.667]  In terms of Frogs Gay, sure.
[01:26:00.667 --> 01:26:02.028]  Stuff like that.
[01:26:02.028 --> 01:26:07.309]  But it's the same thing where, and they would never do this, say, oh, the 5G's perfectly safe.
[01:26:07.309 --> 01:26:07.989]  Really?
[01:26:07.989 --> 01:26:10.970]  Why don't you go up and sit in that tower for one night?
[01:26:10.970 --> 01:26:12.450]  Just go ahead and just, you know, put a
[01:26:13.476 --> 01:26:15.718]  Put a little hanger up there or something.
[01:26:15.718 --> 01:26:16.658]  Just hang out for a night.
[01:26:16.658 --> 01:26:18.980]  They'd say, hell no, I'm not doing that.
[01:26:18.980 --> 01:26:25.104]  Yeah, I mean, that was one of the alphabet news networks that you had the children getting cancer from, wasn't it?
[01:26:25.104 --> 01:26:29.688]  And yeah, so it's not like it's some weird thing, is it?
[01:26:29.688 --> 01:26:36.193]  But I mean, I do think that a lot of this is not as well tested as I would prefer it to be.
[01:26:36.193 --> 01:26:40.095]  And so don't you think there's a lot of that maybe
[01:26:41.136 --> 01:27:01.739]  Just natural human greed is to blame, but you have these companies that roll these things out, and it ends up negatively affecting the health of potentially millions of people, like a 5G or a Monsanto weed killer, and big pharmaceutical runoff, and then they just want to somehow be above it, or they want to blame somebody else.
[01:27:03.032 --> 01:27:07.534]  I mean, to me, those are the things that it's really all about that other news won't report on.
[01:27:07.534 --> 01:27:07.914]  Why?
[01:27:07.914 --> 01:27:10.075]  Because guess who sponsors their shows?
[01:27:10.075 --> 01:27:11.516]  Big pharmaceutical companies.
[01:27:11.516 --> 01:27:13.257]  Big food manufacturing companies.
[01:27:13.257 --> 01:27:15.598]  The people that use the 5G, the cell phone companies.
[01:27:15.598 --> 01:27:17.679]  They're never going to do a report on how the 5G is going to kill you.
[01:27:18.419 --> 01:27:24.221]  Well, I mean, in their defense, they had at least shown that parents had pulled the kids out of the schools.
[01:27:24.221 --> 01:27:25.661]  Guys, pull that story up again.
[01:27:25.661 --> 01:27:29.723]  Now this went mainstream, so at a certain point they have to cover it.
[01:27:29.723 --> 01:27:31.863]  But you know that they'd rather not.
[01:27:31.863 --> 01:27:33.724]  Yeah, that was a CBS coverage right there.
[01:27:33.724 --> 01:27:39.586]  Yeah, so it's nothing that people on Twitter can just dismiss as crazy conspiracy nonsense.
[01:27:39.586 --> 01:27:45.428]  This is actually a news organization with journalists that they have to respect, don't they?
[01:27:46.294 --> 01:27:49.775]  Well, if they say that Trump's bad, then yeah.
[01:27:49.775 --> 01:27:50.955]  They probably do.
[01:27:50.955 --> 01:27:54.176]  But if they say something else, well, you know, maybe they're not to be trusted.
[01:27:54.176 --> 01:27:55.176]  That's how it goes.
[01:27:55.176 --> 01:27:55.956]  Yeah.
[01:27:55.956 --> 01:27:57.637]  That's kind of the watermark these days.
[01:27:57.637 --> 01:27:59.137]  I guess it is.
[01:27:59.137 --> 01:28:01.598]  I'm so glad to be drinking non-fluoridated water.
[01:28:01.598 --> 01:28:04.858]  Yeah, you know, you gotta get that fluoridated water out of your life.
[01:28:04.858 --> 01:28:07.319]  I've been drinking it my whole life.
[01:28:07.319 --> 01:28:08.539]  It's not too late.
[01:28:08.539 --> 01:28:09.880]  Yeah, I guess it's not.
[01:28:09.880 --> 01:28:15.621]  We're gonna get you a Survival Shield X2, nascent iodine.
[01:28:16.548 --> 01:28:17.470]  I was on vacation.
[01:28:17.470 --> 01:28:19.994]  I probably didn't have the best health.
[01:28:19.994 --> 01:28:21.055]  I may have had a Bud Light.
[01:28:22.103 --> 01:28:25.284]  And I don't think, I doubt that beer companies filter their water.
[01:28:25.284 --> 01:28:26.445]  Maybe they do.
[01:28:26.445 --> 01:28:29.106]  So I took a bunch of nascent iodine this morning.
[01:28:29.106 --> 01:28:37.169]  You gotta get the Survival Shield X2 nascent iodine that fights the bad halogen, the fluoride, and hopefully it's not too late.
[01:28:37.169 --> 01:28:39.030]  We can give you your pineal gland back.
[01:28:39.030 --> 01:28:39.630]  Oh, that would be lovely.
[01:28:39.630 --> 01:28:40.410]  Would you like that?
[01:28:40.410 --> 01:28:41.931]  I would, thank you very much.
[01:28:41.931 --> 01:28:43.732]  Alright, you know what?
[01:28:43.732 --> 01:28:47.193]  We're gonna get the Survival Shield X2 from TheForestStore.com.
[01:28:47.193 --> 01:28:49.334]  We're gonna bathe Sargon of Akkad in it.
[01:28:50.435 --> 01:28:53.870]  He's just going to take a shower in nascent iodine from infowarsstore.com.
[01:28:56.693 --> 01:28:59.114]  Without your support, we won't be here.
[01:28:59.114 --> 01:29:02.596]  And I couldn't thank you all enough for the fact that you've kept us in the game.
[01:29:02.596 --> 01:29:04.117]  I mean, I want to stay in this game.
[01:29:04.117 --> 01:29:05.438]  I want to take the globalist on.
[01:29:05.438 --> 01:29:07.399]  Total transparency is our whole operation.
[01:29:07.399 --> 01:29:12.562]  If I bring in $35 million, half of that's the cost of the products, because we don't mark stuff up that much.
[01:29:12.562 --> 01:29:15.523]  I don't care if I'm not making money, but you need to buy the products.
[01:29:15.523 --> 01:29:16.264]  We got coffee.
[01:29:16.264 --> 01:29:17.144]  We got fish oil.
[01:29:17.144 --> 01:29:17.925]  We got turmeric.
[01:29:17.925 --> 01:29:18.905]  We got great toothpaste.
[01:29:18.905 --> 01:29:21.307]  We've got great things like DNA Force Plus.
[01:29:21.307 --> 01:29:23.748]  But Ultimate Krill Oil has been sold out for four months.
[01:29:23.968 --> 01:29:26.549]  For whatever reason, this became the most popular fish oil.
[01:29:26.549 --> 01:29:28.050]  It's totally full of the bottle.
[01:29:28.050 --> 01:29:30.411]  And it is the strongest, purest krill oil.
