[00:00.000 --> 00:08.680]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:26:42.200 --> 01:26:50.200]  This guy, you know, he exiled 12,000 Gypsies from France claiming 20% of the crimes were
[01:26:50.200 --> 01:26:56.200]  because of them in Paris, and they were claiming that they voluntarily charted them on flights
[01:26:56.200 --> 01:26:58.200]  claiming, you know, that the camps were a magnet.
[01:26:58.200 --> 01:27:03.200]  And then the video got released of them even beating up babies and beating women.
[01:27:03.200 --> 01:27:04.200]  And they were lying about it.
[01:27:04.200 --> 01:27:06.200]  And of course, where did Hitler start out?
[01:27:06.200 --> 01:27:08.200]  He started out with the Gypsies.
[01:27:08.200 --> 01:27:10.200]  And see, that's the issue.
[01:27:10.200 --> 01:27:13.200]  You let one group have their rights violated.
[01:27:13.200 --> 01:27:14.200]  That's unpopular.
[01:27:14.200 --> 01:27:17.200]  And tyrants always start with an unpopular group.
[01:27:17.200 --> 01:27:20.200]  Once they get away with that, they do it to everybody.
[01:27:20.200 --> 01:27:22.200]  And it's the same thing with the Muslims.
[01:27:22.200 --> 01:27:24.200]  Oh, we want to torture them.
[01:27:24.200 --> 01:27:25.200]  That's okay.
[01:27:25.200 --> 01:27:29.200]  But then we learn homeland securities for everybody else.
[01:27:29.200 --> 01:27:31.200]  But please continue.
[01:27:31.200 --> 01:27:32.200]  Yes.
[01:27:32.200 --> 01:27:34.200]  And yeah, you're absolutely right.
[01:27:34.200 --> 01:27:40.200]  French riot police were actually removing these families from their homes and crushing the so-called camps.
[01:27:40.200 --> 01:27:44.200]  And they were telling them not to return, giving them 270 euros.
[01:27:44.200 --> 01:27:46.200]  And dragging small babies around on the ground.
[01:27:46.200 --> 01:27:48.200]  Yes, it's incredible video.
[01:27:48.200 --> 01:27:49.200]  Yeah.
[01:27:49.200 --> 01:27:50.200]  Yeah, it's terrible.
[01:27:50.200 --> 01:27:52.200]  And it didn't get a lot of play that much.
[01:27:52.200 --> 01:27:55.200]  You know, there wasn't really talked about a lot on mainstream media.
[01:27:55.200 --> 01:27:58.200]  Well, that's because Sarkozy's a liberal.
[01:27:58.200 --> 01:28:00.200]  Liberals don't do things like that.
[01:28:00.200 --> 01:28:04.200]  I mean, even Germany's been decrying what they're doing because of their history.
[01:28:04.200 --> 01:28:07.200]  And there's, you know, there's different groups of gypsies and organizations.
[01:28:07.200 --> 01:28:14.200]  And it is true that part of some of the gypsy code is that, you know, you can basically rob anybody else that isn't a gypsy.
[01:28:14.200 --> 01:28:15.200]  And it's okay.
[01:28:15.200 --> 01:28:17.200]  But a lot of cultures have that attitude.
[01:28:17.200 --> 01:28:20.200]  And that's what I would call kind of tribalism.
[01:28:20.200 --> 01:28:24.200]  I mean, look, Native Americans, a lot of great things I admire about them.
[01:28:24.200 --> 01:28:26.200]  I've got some Native American blood in me.
[01:28:26.200 --> 01:28:28.200]  People are people.
[01:28:28.200 --> 01:28:29.200]  Humans act the same.
[01:28:29.200 --> 01:28:32.200]  But Native Americans were always raiding each other.
[01:28:32.200 --> 01:28:35.200]  I mean, Native Americans were always doing stuff like that.
[01:28:35.200 --> 01:28:37.200]  People always say, oh, the white man came and killed them all.
[01:28:37.200 --> 01:28:39.200]  Well, the white man did do some things that were bad.
[01:28:39.200 --> 01:28:40.200]  That's true.
[01:28:40.200 --> 01:28:42.200]  But I've read the history.
[01:28:42.200 --> 01:28:47.200]  Most of the time it was one Native tribe coming and begging, please help me wipe out my neighbors.
[01:28:47.200 --> 01:28:49.200]  I mean, it's just people are people.
[01:28:49.200 --> 01:28:54.200]  Whether they're German, Chinese, Native American, we all do the same kind of stuff.
[01:28:54.200 --> 01:28:55.200]  We'll be right back with more calls.
[01:28:55.200 --> 01:28:57.200]  Manny, great hearing from you.
[01:28:57.200 --> 01:28:59.200]  Stay with us.
[01:29:03.200 --> 01:29:04.200]  Hi, this is Alex Jones.
[01:29:04.200 --> 01:29:10.200]  You've heard me talk about the delicious, easy to fix and very storable foods from eFoodsDirect.com.
[01:29:10.200 --> 01:29:15.200]  I've told you for years that eFoods Direct has the best storable food on the planet.
[01:29:15.200 --> 01:29:17.200]  Now it's that time of year again.
[01:29:17.200 --> 01:29:19.200]  And their holiday special is here.
[01:29:19.200 --> 01:29:26.200]  They have two holiday price packs for you to put into your reserves for a secure future or to share with others.
[01:29:26.200 --> 01:29:29.200]  First is a six month bulk supply in tin cans.
[01:29:29.200 --> 01:29:37.200]  And the second is a five week supply of quick and easy to fix meals, including delicious bakery items, shipped in heavy tote bags.
[01:29:37.200 --> 01:29:44.200]  Now for a limited time, when you order two or more of these special holiday packs, you'll get free shipping on your entire order.
[01:29:44.200 --> 01:30:00.200]  Call now 800-409-5633 or visit them at eFoodsDirect.com forward slash Alex. That's 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:30:00.200 --> 01:30:08.200]  A very wealthy US citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[01:30:08.200 --> 01:30:11.200]  He says it will change everything about our lives.
[01:30:11.200 --> 01:30:16.200]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:30:16.200 --> 01:30:19.200]  Now this man has made some outrageous predictions over the years.
[01:30:19.200 --> 01:30:24.200]  The crazy part is, he's usually right. You see, he predicted the collapse of GM.
[01:30:24.200 --> 01:30:28.200]  Panny Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:30:28.200 --> 01:30:31.200]  In fact, Barron's called his work a dire prophecy.
[01:30:31.200 --> 01:30:37.200]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet.
[01:30:37.200 --> 01:30:39.200]  And it's a real eye-opener.
[01:30:39.200 --> 01:30:43.200]  I can't stress this enough. You should at least watch this free video online today.
[01:30:43.200 --> 01:30:47.200]  He explains everything you need to know, including simple steps you can take to protect yourself.
[01:30:47.200 --> 01:30:52.200]  You can find the video at www.EndOfAmerica3.com.
[01:30:52.200 --> 01:30:58.200]  That's End of America. The number 3.com. Watch the free video at www.EndOfAmerica3.com.
[01:30:58.200 --> 01:31:00.200]  That's End of America 3.com.
[01:31:00.200 --> 01:31:03.200]  Folks, you've heard us talk about Home Gain before.
[01:31:03.200 --> 01:31:08.200]  Home Gain is now offering a special promo where you get up to $150.
[01:31:08.200 --> 01:31:13.200]  When you buy or sell a home with a Home Gain agent, you find through their Find a Realtor program.
[01:31:13.200 --> 01:31:17.200]  Home Gain lets you compare realtors anonymously. It's easy.
[01:31:17.200 --> 01:31:23.200]  Go to homegain150.com to find and compare realtors anonymously.
[01:31:23.200 --> 01:31:30.200]  Enter promo code, Home Gain150, and receive up to $150 when you close a deal with a Home Gain agent.
[01:31:30.200 --> 01:31:36.200]  Share the Home Gain 150 promo code with your friends via Facebook, Twitter, text, and more.
[01:31:36.200 --> 01:31:42.200]  Look for Max the Home Gain Gorilla to find out more about how Home Gain is going to pay you.
[01:31:42.200 --> 01:31:49.200]  Visit homegain150.com today to enter your promo code and get paid for buying or selling a house.
[01:31:49.200 --> 01:32:07.200]  That's H-O-M-E-G-A-I-N 150.com.
[01:32:20.200 --> 01:32:24.200]  Number 3. In some areas of the country, the power grid is dangerously overloaded.
[01:32:24.200 --> 01:32:28.200]  And now, new socialist legislation is only compounding the problem.
[01:32:28.200 --> 01:32:31.200]  Number 4. Dangerous weather is always a threat to local grids.
[01:32:31.200 --> 01:32:35.200]  Every year, thousands of families lose their power from weather-related onages.
[01:32:35.200 --> 01:32:40.200]  Number 5. A solar power generator provides powerful backup insurance and peace of mind.
[01:32:40.200 --> 01:32:45.200]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[01:32:45.200 --> 01:32:49.200]  You can get more information at www.mysolarbackup.com.
[01:32:49.200 --> 01:32:51.200]  That's mysolarbackup.com.
[01:32:51.200 --> 01:33:01.200]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:33:01.200 --> 01:33:05.200]  Coast to coast, direct from Austin.
[01:33:05.200 --> 01:33:15.200]  You're listening to the Alex Jones Broadcasting Network.
[01:33:36.200 --> 01:33:48.200]  Oh, kind of like George W. Bush protected Bill Clinton when he got into office in 2001 and how Nancy Pelosi and Obama had protected Bush
[01:33:48.200 --> 01:33:50.200]  and all the crimes that were committed under him.
[01:33:50.200 --> 01:33:52.200]  I'm talking about no-bid contracts.
[01:33:52.200 --> 01:33:57.200]  You know, you can say, oh, I like illegal wars. I like lying about WMDs. I like torture.
[01:33:57.200 --> 01:34:04.200]  But what about the no-bid contracts and things like that?
[01:34:04.200 --> 01:34:11.200]  What about all the war profiteering? What about all the things that are confirmed?
[01:34:11.200 --> 01:34:20.200]  But the new Congress says it's setting its eyes on oversight and plans to repeal or challenge last year's healthcare overhaul.
[01:34:20.200 --> 01:34:23.200]  Well, you've got a whole bunch of states lining up against it.
[01:34:23.200 --> 01:34:26.200]  You've already got federal judges ruling against it.
[01:34:26.200 --> 01:34:29.200]  But it doesn't matter. The bureaucracy is still implementing it.
[01:34:29.200 --> 01:34:33.200]  In fact, I've got reports here, and this isn't just my opinion.
[01:34:33.200 --> 01:34:37.200]  I've seen these reports over the years, over and over and over again.
[01:34:37.200 --> 01:34:45.200]  I've watched Tony Blair four or five years ago on C-SPAN in the House of Commons over and over again when I've watched it.
[01:34:45.200 --> 01:34:49.200]  One of the main questions that get thrown at prime ministers during prime minister's questions.
[01:34:49.200 --> 01:34:53.200]  And I saw the same thing with Gordon Brown and now the new guy.
[01:34:53.200 --> 01:35:00.200]  The conservatives will get up and bring up, well, this lady had a brain tumor and you made them wait a year and a half and they died,
[01:35:00.200 --> 01:35:08.200]  even though the tumor was almost 100% operable if they were given a surgery in two months, but the waiting list.
[01:35:08.200 --> 01:35:13.200]  And I see the reports out of Europe every day like this mail online story.
[01:35:13.200 --> 01:35:21.200]  Swede told he had cancer and forced to have his sexual organ amputated following a year of misdiagnosis.
[01:35:21.200 --> 01:35:23.200]  And it turns out they knew he had cancer.
[01:35:23.200 --> 01:35:26.200]  It happens over and over again under socialized systems.
[01:35:26.200 --> 01:35:28.200]  They just say, go home, go home, go home.
[01:35:28.200 --> 01:35:30.200]  And then you don't get the surgery.
[01:35:30.200 --> 01:35:32.200]  I mean, have you ever been to a Social Security office?
[01:35:32.200 --> 01:35:34.200]  Have you ever been to a government office?
[01:35:34.200 --> 01:35:35.200]  How horrible they are.
[01:35:35.200 --> 01:35:37.200]  Is this what you want with your health care?
[01:35:37.200 --> 01:35:40.200]  Look at this story out of the Sacramento B.
[01:35:40.200 --> 01:35:45.200]  Sacramento girl needed amputations at her five hour wait at emergency room.
[01:35:45.200 --> 01:35:48.200]  She had flesh eating bacteria.
[01:35:51.200 --> 01:35:54.200]  Big health care changes arrive in the new year.
[01:35:54.200 --> 01:35:56.200]  The Wall Street Journal reports.
[01:35:56.200 --> 01:35:58.200]  And who wrote the health care bill?
[01:35:58.200 --> 01:36:01.200]  Not some communist under a toadstool.
[01:36:01.200 --> 01:36:05.200]  Not some bleeding heart who thinks they're going to get a free ride in life.
[01:36:05.200 --> 01:36:09.200]  No, the insurance companies on record wrote it.
[01:36:09.200 --> 01:36:11.200]  All right, let's go back to your calls.
[01:36:11.200 --> 01:36:12.200]  It's just sick.
[01:36:12.200 --> 01:36:14.200]  So we'll see what these Republicans do.
[01:36:14.200 --> 01:36:17.200]  Congress has the lowest approval rating in its history.
[01:36:17.200 --> 01:36:25.200]  And the good news is I'm already hearing Republican constituents getting angry that they made so many deals with Obama and the lame duck.
[01:36:25.200 --> 01:36:32.200]  And so within months of the Republicans getting in, if they don't deliver on everything they promised,
[01:36:32.200 --> 01:36:36.200]  you're going to see the same thing at the town halls with them being routed.
[01:36:36.200 --> 01:36:42.200]  And no amount of staged terror is going to get the public to go worship government anymore.
[01:36:42.200 --> 01:36:44.200]  Humpty Dumpty done fell off the wall, folks.
[01:36:44.200 --> 01:36:46.200]  People are waking up.
[01:36:46.200 --> 01:36:49.200]  Laura in Alabama, you're on the air worldwide.
[01:36:49.200 --> 01:36:50.200]  Thanks for holding.
[01:36:50.200 --> 01:36:53.200]  Alex, I love you.
[01:36:53.200 --> 01:36:55.200]  You rock my world.
[01:36:55.200 --> 01:36:56.200]  You really do.
[01:36:56.200 --> 01:36:57.200]  Oh, no, please, please.
[01:36:57.200 --> 01:36:59.200]  I mean, like Limbaugh says, just say dead-os.
[01:36:59.200 --> 01:37:00.200]  I appreciate you.
[01:37:00.200 --> 01:37:02.200]  What's on your mind?
[01:37:02.200 --> 01:37:09.200]  Well, I know you want to talk about the major things for 2010, but I just want to tell you first of all,
[01:37:09.200 --> 01:37:19.200]  I recently had the opportunity to participate in a Boy Scout troop fundraiser where I could send popcorn to the troops overseas
[01:37:19.200 --> 01:37:27.200]  and include a personal note which I told them, hey, check out infowars.com and Prison Planet TV.
[01:37:27.200 --> 01:37:32.200]  And I also do this, and I know you're probably going to say, no, don't do that.
[01:37:32.200 --> 01:37:34.200]  You can't stop me.
[01:37:34.200 --> 01:37:38.200]  And I use a big, fat, sharpie.
[01:37:38.200 --> 01:37:44.200]  And I write infowars.com and Prison Planet TV on my federal reserve notes.
[01:37:44.200 --> 01:37:51.200]  Well, I mean, it is a fraudulent debt instrument, not what this country had before 1913.
[01:37:51.200 --> 01:37:59.200]  And a lot of people are writing on their money, and the message is spreading, and it's really worrying the system.
[01:37:59.200 --> 01:38:08.200]  But at the same time, I mean, I think taking the instrument of our enslavement and turning it into an instrument of liberty is very effective.
[01:38:08.200 --> 01:38:14.200]  And I haven't seen anybody prosecuted for that, but they do have some cockamamie laws on the books.
[01:38:14.200 --> 01:38:24.200]  So I would tell folks publicly, you might not want to do that, but certainly I won't get too angry at you for that, Laura.
[01:38:24.200 --> 01:38:31.200]  Now, Laura, what do you think some of the most important things that happened in 2010 were?
[01:38:31.200 --> 01:38:38.200]  Well, probably the thing that most of the Florida heads know about is the TSA.
[01:38:38.200 --> 01:38:45.200]  But personally, I think the biggest issue is the GMO stuff that's going to kill everybody.
[01:38:45.200 --> 01:38:56.200]  And you know what? I don't understand why they don't just go ahead and kill everybody, and there'll be that much less people that they got to put into the system.
[01:38:56.200 --> 01:39:07.200]  Well, ma'am, if they started flying around in helicopters tomorrow, which actually was leaked in 1999 that the military does have helicopters with nerve gas in them.
[01:39:07.200 --> 01:39:16.200]  The Texas Sunshine Project got those documents. The Marine Corps requested that they unpublish them, but it's still online at the Google archive.
[01:39:16.200 --> 01:39:27.200]  But they have helicopters with nerve gas, and they also have helicopters with just regular opiate knockout gas, but they estimate it would still kill a lot of people by fires and automobile accidents.
[01:39:27.200 --> 01:39:34.200]  So they're ready to fly over every city and knock everybody out or kill them as crazy as that sounds. That's public information now.
[01:39:34.200 --> 01:39:43.200]  But it would be too obvious. They want a soft kill. The average military people, or good men and women, they wouldn't know what they were part of.
[01:39:43.200 --> 01:39:54.200]  Now, the average bureaucrats would finally wake up. They've got to slowly do this by stealth because most of their people are compartmentalized and aren't aware of what's happening, Laura.
[01:39:54.200 --> 01:40:02.200]  Okay? Now, they are moving in the next five years to have most of the Air Force being drone or computer operated.
[01:40:02.200 --> 01:40:11.200]  And as they move to a more Skynet Terminator-style system, it will allow the globalist to engage in these type of operations a little bit easier.
[01:40:11.200 --> 01:40:24.200]  If they do go with the Megadeth mass culling, The World Without People Scenario, which the you and others do talk about, they'll release a super deadly version, probably, of the mousepox that kills over 99%.
[01:40:24.200 --> 01:40:32.200]  It's almost 100%. It's like 99.8% in the studies that are public of mammals. They have to tailor it for the species.
[01:40:32.200 --> 01:40:41.200]  But a weaponized mousepox, or a airborne weaponized Ebola that'll kill over 90%, that's what they've been looking at doing.
[01:40:41.200 --> 01:40:45.200]  And then they'll say, oh, we don't know where it came from, or Al Qaeda did it.
[01:40:45.200 --> 01:40:51.200]  And they have been putting this big police state in grid in place ahead of something like that.
[01:40:51.200 --> 01:41:00.200]  And so if that does unfold, remember it's the eugenicist. Laura, great to hear from you. Keep it up. Bob in Arizona, you're on the air. Go ahead.
[01:41:00.200 --> 01:41:08.200]  Hi, Alex. God bless you. I just want to thank you for letting me be on your show.
[01:41:08.200 --> 01:41:17.200]  Alex, I've been wanting to ask you this question for quite some time, because I know that you're probably able to have the answer for me.
[01:41:17.200 --> 01:41:32.200]  I've been awake personally for years, and on my mother's side of the family, I'm like you, Alex. My heritage goes back to the Mayflower on my mother's side.
[01:41:32.200 --> 01:41:48.200]  I'm a pilgrim. But the downside of that is I've also found out that my uncle is a 33rd degree Scottish right freemason.
[01:41:48.200 --> 01:41:57.200]  He told me that he got to the point where it was taking the result or whatever, and he didn't go any further with it.
[01:41:57.200 --> 01:42:07.200]  I don't know. All I know is that when I told him that Queen Elizabeth, we never really did get our independence,
[01:42:07.200 --> 01:42:17.200]  that Queen Elizabeth, you know, Liz Windsor, A.K.A. while Saxe, Colbert, and Gotha, they are running the show.
[01:42:17.200 --> 01:42:21.200]  And ever since I told them that, he hasn't talked to me.
[01:42:21.200 --> 01:42:27.200]  He normally, you know, gives me calls on his happy birthday. He sends me a Christmas card.
[01:42:27.200 --> 01:42:33.200]  Ever since they mentioned that to him, the first of the year, I've not heard anything from him.
[01:42:33.200 --> 01:42:40.200]  Well, let me come back and try to answer your question. I appreciate your call, but the average Mason is not a bad person.
[01:42:40.200 --> 01:42:49.200]  But at the 33rd degree level, they are initiated that it is a Luciferian right, and that Lucifer is the God they're worshiping.
[01:42:49.200 --> 01:42:56.200]  And that's in the books written by the top Masons, Albert, Pike, and others, so lower-level Masons that don't know that,
[01:42:56.200 --> 01:42:59.200]  you should really find out the religion you're part of.
[01:43:02.200 --> 01:43:09.200]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[01:43:09.200 --> 01:43:14.200]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[01:43:14.200 --> 01:43:20.200]  I've turned a tremendous influence on our president in Congress, and they really are calling the shots.
[01:43:20.200 --> 01:43:25.200]  I think it's incumbent upon all of us as American citizens to pay attention.
[01:43:25.200 --> 01:43:33.200]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, held bent on destroying sovereignty,
[01:43:33.200 --> 01:43:35.200]  and on its ashes, constructing world government.
[01:43:35.200 --> 01:43:42.200]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches, and the Congress is saying, who do we make the checkout to?
[01:43:42.200 --> 01:43:44.200]  Today, it seems like nobody does care.
[01:43:44.200 --> 01:43:49.200]  And right now, in Washington, D.C., we have seen a fall of the Republic.
[01:43:49.200 --> 01:43:54.200]  Get your copy of Fall of the Republic on DVD at infowars.com.
[01:43:54.200 --> 01:44:13.200]  Or watch it online right now in superhighqualityatprisonplanet.tv.
[01:44:24.200 --> 01:44:31.200]  You can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:44:31.200 --> 01:44:36.200]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:44:36.200 --> 01:44:44.200]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:44:44.200 --> 01:44:54.200]  That's www.silverlungs.com.
[01:45:14.200 --> 01:45:16.200]  And even how you take care of your health and your own family.
[01:45:16.200 --> 01:45:19.200]  Now, this man has made some outrageous predictions over the years.
[01:45:19.200 --> 01:45:21.200]  The crazy part is, he's usually right.
[01:45:21.200 --> 01:45:28.200]  You see, he predicted the collapse of GM, Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:45:28.200 --> 01:45:31.200]  In fact, Barron's called his work a dire prophecy.
[01:45:31.200 --> 01:45:38.200]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[01:45:38.200 --> 01:45:42.200]  I can't stress this enough. You should at least watch this free video online today.
[01:45:42.200 --> 01:45:46.200]  He explains everything you need to know, including simple steps you can take to protect yourself.
[01:45:46.200 --> 01:45:51.200]  You can find the video at www.endofamerica3.com.
[01:45:51.200 --> 01:45:52.200]  That's endofamerica.
[01:45:52.200 --> 01:45:53.200]  The number 3.com.
[01:45:53.200 --> 01:45:57.200]  Watch the free video at www.endofamerica3.com.
[01:45:57.200 --> 01:46:02.200]  That's endofamerica3.com.
[01:46:02.200 --> 01:46:03.200]  Hi, this is Alex Jones.
[01:46:03.200 --> 01:46:09.200]  You've heard me talk about the delicious, easy to fix and very storable foods from eFoodsDirect.com.
[01:46:09.200 --> 01:46:14.200]  I've told you for years that eFoodsDirect has the best storable food on the planet.
[01:46:14.200 --> 01:46:18.200]  Now it's that time of year again, and their holiday special is here.
[01:46:18.200 --> 01:46:25.200]  They have two holiday-priced packs for you to put into your reserves for a secure future or to share with others.
[01:46:25.200 --> 01:46:36.200]  The first is a six-month bulk supply in tin cans, and the second is a five-week supply of quick and easy to fix meals, including delicious bakery items, shipped in heavy tote bags.
[01:46:36.200 --> 01:46:43.200]  Now for a limited time, when you order two or more of these special holiday packs, you'll get free shipping on your entire order.
[01:46:43.200 --> 01:46:50.200]  Call now 800-409-5633 or visit them at eFoodsDirect.com forward slash Alex.
[01:46:50.200 --> 01:47:10.200]  That's 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:47:10.200 --> 01:47:17.200]  From the front lines of the Information War, it's Alex Jones.
[01:47:17.200 --> 01:47:26.200]  Okay, it's the last segment. I want to jam in some calls and a few other news items, and I don't want to get off into masons here because it won't do it justice,
[01:47:26.200 --> 01:47:32.200]  but perhaps I should do a whole hour sometime on the weekday show from 11 to 2 central on this.
[01:47:32.200 --> 01:47:42.200]  I had a lot of ancestors that were masons. Our country, more than half the founders were masons, and they were good men.
[01:47:42.200 --> 01:47:52.200]  There's different families of Freemasonry. It predates Christianity, so of course it's got Babylon mystery religion type stuff in it.
[01:47:52.200 --> 01:48:02.200]  It goes back to Egypt. Mathematics was incredibly valuable. Architecture was incredibly valuable information, and they had secret schools that would teach it.
[01:48:02.200 --> 01:48:06.200]  To make a long story short, that's how it started. Different varieties of it.
[01:48:06.200 --> 01:48:13.200]  But in the National Archives at the Library of Congress, just search George Washington Illuminati letters.
[01:48:13.200 --> 01:48:21.200]  You'll be at the National Archives. They're real letters. He's talking about the Illuminati taking over Scottish right Freemasonry.
[01:48:21.200 --> 01:48:27.200]  He was a Mason, fought tyranny, good guy. Now, you judge a tree by its fruits.
[01:48:27.200 --> 01:48:37.200]  You look at Masonic Ribs today, they're promoting police state DNA kits for kids, but they think it's good.
[01:48:37.200 --> 01:48:46.200]  That's because it's just like everything else. You know, you got good Catholics out there, but the Pope's always promoting one world government and stuff.
[01:48:46.200 --> 01:48:51.200]  You've got good Protestants out there, but look at all these Protestant leaders supporting the police state.
[01:48:51.200 --> 01:48:58.200]  And Pat Robertson saying, you know, microchips aren't bad in your skin. I mean, I've got them on video.
[01:48:58.200 --> 01:49:06.200]  It's wickedness in high places. And I mean, here's a video of a Christian ministry online, a lot of good videos they put out.
[01:49:06.200 --> 01:49:15.200]  Outside a hospital, a Shriners going in. That's the charity arm, the philanthropic arm of the Masons.
[01:49:15.200 --> 01:49:21.200]  And the guy's got his Mason hat for radio listeners. I'm describing it. And the guy says, do you worship Lucifer?
[01:49:21.200 --> 01:49:24.200]  And the guy's, by the time he turns his camera on, he says, I am Lucifer.
[01:49:24.200 --> 01:49:28.200]  And so I'll go ahead and play that audio and video here right now.
[01:49:28.200 --> 01:49:40.200]  Now they believe Lucifer and Jesus are one of the same. They don't think they're worshiping a guy in red pajamas, but the point is, that's what you learn in high level Masonry, at least since the Illuminati took over. Here it is.
[01:49:40.200 --> 01:49:50.200]  Lucifer, what is your problem? Just that, sir. I'm a Christian, sir. I'm pure and virtuous and wholesome and innocent. How can you say anything about me?
[01:49:50.200 --> 01:49:58.200]  Sir, you need to be born again. I am born again. Now, did you just say that you're Lucifer? I am Lucifer. Okay, define Lucifer for me.
[01:49:58.200 --> 01:50:11.200]  I am a pure, virtuous, wholesome, innocent individual that's out to help people. Lucifer is? Say that again. Lucifer is a pure, holy, virtuous. Now, I see the Lucifer that God created.
[01:50:11.200 --> 01:50:17.200]  That's the same one. Oh, man, this is great. I'm going to put this on the Internet. Oh, God bless you, brother.
[01:50:17.200 --> 01:50:23.200]  Because that's exactly what the Shriners and Masons teaches at Lucifer. Lucifer is light. And you're confirming it.
[01:50:23.200 --> 01:50:34.200]  What are you confirming? That's enough. It goes on from there. You just can, what's the name of the video, Jaren? Want to give it on there?
[01:50:34.200 --> 01:50:41.200]  Shriners praises Lucifer. You can put it infowars.com on the back of that and find it too, because we posted it many times.
[01:50:41.200 --> 01:50:54.200]  Look, I don't sit up here in judgment. Okay, and I'm not, all I'm telling you is any organization that's secretive, and you got to go up to secret degrees to find out who you're really worshipping,
[01:50:54.200 --> 01:51:03.200]  that's because they'd burn you at the stake for that stuff 500 years ago. And I'm not saying that's good either. I'm for religious freedom. Okay?
[01:51:03.200 --> 01:51:13.200]  But let's get honest about what masonry has certainly become. I've done some studying, and it may not have always been the way it is now.
[01:51:13.200 --> 01:51:21.200]  And your average porch mason, here's an example. I'm part of the show, Decoded, an episode coming up on History Channel.
[01:51:21.200 --> 01:51:33.200]  But Mark Dice, he was in an episode about the Statue of Liberty, is an androgynous Lucifer figure, male and female, and it's really a man in drag.
[01:51:33.200 --> 01:51:41.200]  It's more male than female, and it's got the seven horns, and the French who made it said that, and they make fun of Mark Dice on the show,
[01:51:41.200 --> 01:51:47.200]  and then at the end they go talk to a professor, and he goes, well, it is Lucifer, but not the bad one they're saying.
[01:51:47.200 --> 01:51:59.200]  So, you know, that's the type of stuff going on. So I'm kind of a little apprehensive about the Bohemian Grove episode I'm in of that.
[01:51:59.200 --> 01:52:07.200]  But they seem like nice folks and nice crew, so we'll see what happens with all of that.
[01:52:07.200 --> 01:52:13.200]  But, you know, they go from denying their worshiping Lucifer to going, yeah, we like Lucifer, but it's not the Lucifer you thought.
[01:52:13.200 --> 01:52:21.200]  But I want to say this, if the Masons aren't engines of New World Order, where are your fruits?
[01:52:21.200 --> 01:52:27.200]  Where are the cops that are Masons fighting tyranny? I mean, where are you defending the Bill of Rights and Constitution?
[01:52:27.200 --> 01:52:32.200]  Where are you? Because there's no doubt we're losing our freedoms. There's no doubt.
[01:52:32.200 --> 01:52:37.200]  The average, you know, good old boy says, well, what do I have to worry about losing my freedom? What do I have to hide?
[01:52:37.200 --> 01:52:46.200]  It's not that you have something to hide. It's that history shows 100% of the time you give up your liberties, you're going to get hurt real bad.
[01:52:46.200 --> 01:52:53.200]  See, tyranny is scary, ladies and gentlemen, and I know our regular audience knows that, but for new listeners out there, this isn't fun.
[01:52:53.200 --> 01:53:00.200]  What's happening? We got to turn the tide here. Andrew in New York, Andrew, you're on the air.
[01:53:00.200 --> 01:53:04.200]  Thank you, Alex, for getting me on. I've been waiting for a long while right now.
[01:53:04.200 --> 01:53:15.200]  Now, I really want to talk about, first, I want to talk about what is going on in New York City about a school chancellor being a CFR member.
[01:53:15.200 --> 01:53:19.200]  This is heartbreaking news. Let me go ahead and say it.
[01:53:19.200 --> 01:53:21.200]  Okay, you're on air.
[01:53:21.200 --> 01:53:23.200]  Yeah, can you hear me?
[01:53:23.200 --> 01:53:25.200]  Yeah.
[01:53:25.200 --> 01:53:44.200]  First of all, it's been a minute in the examiner that, I forgot, Kathy Price, someone with a Kathy, she was a CFR member who worked for corporations at Finance Hitler during the 1930s in the Holocaust.
[01:53:44.200 --> 01:53:47.200]  And you can find this in many places.
[01:53:47.200 --> 01:53:55.200]  But I mean, I don't know who you're talking about specifically, Andrew. I mean, there's over 5,000 members of the Council on Foreign Relations.
[01:53:55.200 --> 01:54:00.200]  And the CFR at the top openly wants world government, openly wants the end of the U.S.
[01:54:00.200 --> 01:54:09.200]  Most of their 5,000 members, like Angelina Joe Lee, they're joining it because they really think they're helping people, just like, you know, a lot of other organizations.
