[00:00:03.752 --> 00:00:04.893]  He just signed it!
[03:15:34.903 --> 03:15:36.004]  I'm going to put my message out there.
[03:15:36.004 --> 03:15:44.230]  Now, you mentioned, and I don't have a firm date, as soon as I do, any day now, we're planning a birth certificate eligibility march on Washington.
[03:15:44.230 --> 03:15:46.932]  And on that, we can tackle on this healthcare thing.
[03:15:46.932 --> 03:15:51.256]  I think this could turn out to be the biggest march in the history of Washington, D.C.
[03:15:51.256 --> 03:15:52.337]  And if the people come out,
[03:15:52.857 --> 03:15:54.778]  And the national media, we can force that.
[03:15:54.778 --> 03:15:58.901]  Once you get so many people, they're going to have to cover this and we're going to insist on it.
[03:15:58.901 --> 03:16:02.443]  We're asking people to bring a copy of their birth certificate.
[03:16:02.443 --> 03:16:03.964]  Note my words out there, people.
[03:16:03.964 --> 03:16:05.725]  Obama is a phony.
[03:16:05.725 --> 03:16:07.347]  Obama is a fraud.
[03:16:07.347 --> 03:16:11.069]  Obama is a usurper, as Alex will go into and show you the pictures.
[03:16:11.069 --> 03:16:13.691]  The issue is really not even where he was born.
[03:16:13.691 --> 03:16:18.994]  I really do believe 1,000% he was born in Kenya, therefore he's not natural born.
[03:16:18.994 --> 03:16:20.055]  But more significant,
[03:16:20.635 --> 03:16:21.956]  You have to give your citizenship up.
[03:16:21.956 --> 03:16:25.858]  If you adopt a Korean baby, they give up the Korean citizenship and become American.
[03:16:25.858 --> 03:16:29.199]  If Koreans adopt an American, you give up your American, you become a Korean.
[03:16:29.199 --> 03:16:32.281]  We know he was adopted as an Islamicist in Indonesia
[03:16:49.810 --> 03:16:50.910]  End of the story.
[03:16:50.910 --> 03:16:52.711]  His name is Barry Sotaro.
[03:16:52.711 --> 03:16:55.132]  He is a fraud.
[03:16:55.132 --> 03:17:05.075]  Absolutely, and that's why the people, when you explain this about a Korean, you explain about the Haitian children coming over, and then you turn about Obama, but they agree on everything else except Obama.
[03:17:05.075 --> 03:17:06.315]  Wake up, America!
[03:17:06.315 --> 03:17:07.595]  And I'm not talking about your listeners.
[03:17:07.595 --> 03:17:10.456]  Wake up the people that are supporting Obama and stuff like that.
[03:17:10.456 --> 03:17:11.176]  He's a fraud.
[03:17:11.176 --> 03:17:11.937]  He's a phony.
[03:17:11.937 --> 03:17:13.357]  I keep saying these things.
[03:17:13.357 --> 03:17:14.517]  No one's blocking me up.
[03:17:14.517 --> 03:17:17.038]  No one's shutting me down because I'm right on it.
[03:17:17.038 --> 03:17:19.199]  So, since the courts are taking their time,
[03:17:19.839 --> 03:17:26.824]  Then this march, I think, could be significant because we will have a great march and bring in people from all over this great country.
[03:17:26.824 --> 03:17:28.706]  I've had phone calls even without a firm date.
[03:17:28.706 --> 03:17:32.508]  I've had people calling from 50, from about 20 states already.
[03:17:32.508 --> 03:17:35.030]  I had a gentleman call the other day from Massachusetts.
[03:17:35.030 --> 03:17:36.491]  He said, I'm handicapped.
[03:17:36.491 --> 03:17:37.092]  I'm coming.
[03:17:37.512 --> 03:17:42.915]  You know, this is outrageous what's going on, and I think we have to hold everyone responsible.
[03:17:42.915 --> 03:17:46.897]  The march, a peaceful march by the way, some people are trying to tie me into violence.
[03:17:46.897 --> 03:17:48.277]  We do not want violence.
[03:17:48.277 --> 03:17:55.881]  We're going to have a peaceful march of, I hope to have over a million, I hope to have two million people, within like three hours of Washington, D.C.
[03:17:55.881 --> 03:17:57.942]  there's like one-third of the nation.
[03:17:57.942 --> 03:18:00.143]  And then we can- And this will also send a message
[03:18:00.743 --> 03:18:12.627]  To the Republicans who've been attacking you, the birthers, and saying, how dare you do this when over half of registered Republicans in polls question his authenticity and his providence?
[03:18:12.627 --> 03:18:16.869]  How dare the Republican Party leadership try to protect Barry Sitaro?
[03:18:17.489 --> 03:18:27.956]  Well, the problem is, and I think you said it basically on that, the problem is many people in Washington, of both parties, the higher they've become, they're in bed together.
[03:18:27.956 --> 03:18:29.837]  And they really could care less about us.
[03:18:29.837 --> 03:18:37.282]  I mean, even though the Republicans didn't support this healthcare thing, you know, the pressure could have been on out here, more so than they did.
[03:18:37.282 --> 03:18:39.144]  I mean, they held it off as much as they could.
[03:18:39.144 --> 03:18:47.129]  But the pressure should now be on the Republicans to get more Republicans elected this year so they can repeal this act, because this is not a good act.
[03:18:47.589 --> 03:18:52.192]  You know, we do need medical reform in this country, but not the way they just shoved it down our throats.
[03:18:52.192 --> 03:18:59.656]  And with that, the taxation on individuals, the taxation on businesses if they don't take out health care, the IRS looking over their shoulder.
[03:18:59.656 --> 03:19:04.478]  I understand there's a provision there that if you don't pay the bill or something like that, they'll tax your bank account.
[03:19:04.478 --> 03:19:06.299]  I mean, this is really... No, it's there!
[03:19:06.299 --> 03:19:07.220]  ...and we have to stop it.
[03:19:08.226 --> 03:19:20.687]  I mean imagine all the IRS's unconstitutional abuses and now they're going to every month be looking at your paycheck records and the health care you've gotten and fine you if you get health care they don't agree with.
[03:19:20.687 --> 03:19:21.609]  That is in the bill.
[03:19:22.264 --> 03:19:25.065]  And if that's not Big Brother, I don't know what it is.
[03:19:25.065 --> 03:19:29.886]  America, we have to stand up and resist this, because this is just the beginning of the end.
[03:19:29.886 --> 03:19:35.607]  This Obama, by being a phony and a fraud, takes away such a basic portion of our Constitution.
[03:19:35.607 --> 03:19:38.988]  And there's nothing more important than the Constitution, and that's why I'm doing this.
[03:19:38.988 --> 03:19:41.049]  This crosses party lines, okay?
[03:19:41.049 --> 03:19:42.849]  Stay there, stay there, absolutely.
[03:19:43.189 --> 03:19:47.211]  And you founded the birther movement almost two years ago and you saw the documents.
[03:19:47.211 --> 03:19:49.972]  There is no doubt he cannot be president.
[03:19:49.972 --> 03:19:51.153]  He was adopted.
[03:19:51.153 --> 03:19:53.334]  He's an Indonesian citizen.
[03:19:53.334 --> 03:19:54.255]  Period.
[03:19:54.255 --> 03:19:56.136]  He's an Indonesian citizen.
[03:19:56.136 --> 03:19:59.037]  His real name is Barry Sataro.
[03:19:59.037 --> 03:20:00.518]  He is a fraud.
[03:20:01.778 --> 03:20:05.139]  Are you prepared or are you hardcore prepared?
[03:20:05.139 --> 03:20:06.239]  There is a difference.
[03:20:06.239 --> 03:20:10.320]  To be hardcore prepared, equip yourself at tacktowngear.com.
[03:20:10.320 --> 03:20:13.461]  All Tactown gear has been field tested with Canadian and U.S.
[03:20:13.461 --> 03:20:15.562]  forces, so we know it's tough.
[03:20:15.562 --> 03:20:16.582]  What kind of gear?
[03:20:16.582 --> 03:20:17.562]  Our own brands.
[03:20:17.562 --> 03:20:22.244]  Arctic Warrior, Homeland Defender, Sandbox Adventure, Urban Peacekeeper, more than 30,000 products.
[03:20:24.244 --> 03:20:27.765]  Yes, 30,000, and 90% of it made in Canada and the U.S.
[03:20:27.765 --> 03:20:30.466]  See it all online at tacktowngear.com.
[03:20:30.466 --> 03:20:40.468]  Get 72-hour survival kits, Ultima boots, HW1 gloves, tactical lynx slings, EMA tactical weapon equipment, everything you need to be hardcore prepared.
[03:20:40.468 --> 03:20:47.710]  Tactown Gear personnel has more than 25 years' experience in military and LE, so you'll be dealing with hardcore pros.
[03:20:47.710 --> 03:20:48.290]  Call today, 418-844-9000.
[03:20:49.670 --> 03:20:51.992]  Hundreds of nations have fallen to tyranny in the last century alone.
[03:20:51.992 --> 03:20:54.574]  This is our last chance to not relive history.
[03:20:54.574 --> 03:20:56.976]  As we're finishing off this agenda,
[03:21:12.446 --> 03:21:15.127]  That we're pulling the rug from underneath Americans at home.
[03:21:15.127 --> 03:21:21.508]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[03:21:21.508 --> 03:21:27.050]  I think it's incumbent upon all of us as American citizens to pay attention.
[03:21:27.050 --> 03:21:36.692]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[03:21:36.812 --> 03:21:39.154]  Tim Geithner, Bernanke, they're arsonists!
[03:21:39.154 --> 03:21:40.736]  They're asking for more matches!
[03:21:40.736 --> 03:21:43.198]  And the Congress is saying, who do we make the check out to?
[03:21:43.198 --> 03:21:45.341]  Today seems like nobody does care.
[03:21:45.341 --> 03:21:50.486]  And right now in Washington, D.C., we have seen a fall of the Republic.
[03:21:50.486 --> 03:21:55.491]  Get your copy of Fall of the Republic on DVD at InfoWars.com.
[03:21:55.491 --> 03:21:59.595]  Or watch it online right now in super high quality at PrisonPlanet.tv.
[03:22:02.833 --> 03:22:06.194]  Hi, I'm Mark Craighead, founder of Crossbreed Holsters.
[03:22:06.194 --> 03:22:14.396]  I designed our top-selling holster, the SuperTuck Deluxe, to solve the problems of being poked, pinched, and gouged while carrying concealed.
[03:22:14.396 --> 03:22:19.698]  The SuperTuck Deluxe is the most comfortable, most concealable holster on the market today.
[03:22:19.698 --> 03:22:22.699]  We offer a two-week free trial and a lifetime warranty.
[03:22:22.699 --> 03:22:25.040]  Visit us at crossbreedholsters.com.
[03:22:26.600 --> 03:22:29.761]  Don't forget, crossbreedholsters.com!
[03:22:46.445 --> 03:22:49.167]  If you would like to have gold for your retirement, call 800-686-2237.
[03:22:49.167 --> 03:22:56.512]  Don't get left behind by rising inflation and low returns, call 800-686-2237.
[03:22:56.512 --> 03:23:05.138]  Secure your future and call 1-800-686-2237.
[03:23:05.138 --> 03:23:11.442]  As the economy continues to decline, patriots across the nation are preparing for the worst.
[03:23:11.442 --> 03:23:13.664]  The world is changing fast.
[03:23:13.664 --> 03:23:15.105]  Are you fully prepared?
[03:23:15.888 --> 03:23:19.069]  Or will you be forced to eat government soup?
[03:23:19.069 --> 03:23:29.793]  At PatriotFood.com, we offer you 135 pounds of dehydrated food and six varieties of canned meat for half price.
[03:23:29.793 --> 03:23:33.354]  And at SurvivalistSeeds.com, we now offer
[03:23:34.494 --> 03:23:41.159]  50 non-GMO varieties of vegetables and over 10,000 heirloom seeds.
[03:23:41.159 --> 03:23:46.002]  That's twice as many as our competition for the same price.
[03:23:46.002 --> 03:23:50.625]  PatriotFood.com and SurvivalistSeeds.com.
[03:23:50.625 --> 03:23:53.567]  Food insurance, just in case.
[03:23:53.567 --> 03:23:55.648]  Owned by me, Big John Lipscomb.
[03:24:02.975 --> 03:24:08.799]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[03:24:08.799 --> 03:24:11.101]  Because there's a war on for your mind.
[03:24:17.563 --> 03:24:21.224]  Your calls on the takeover of health care coming up.
[03:24:21.224 --> 03:24:24.145]  They're very smart, very ingenious rats.
[03:24:24.145 --> 03:24:26.245]  They're going to phase it in actually through 2018.
[03:24:26.245 --> 03:24:29.386]  The taxes come this year and next year.
[03:24:29.386 --> 03:24:35.047]  And when I read the legislation, I can't believe this is, it's worse than we even thought.
[03:24:35.047 --> 03:24:36.988]  That's why they never let us see the final version.
[03:24:37.961 --> 03:24:40.266]  Okay, Phil Berg, you've got this big march coming up.
[03:24:40.266 --> 03:24:42.530]  We'll have you on as soon as you announce the date.
[03:24:42.530 --> 03:24:44.073]  Everybody needs to go to this.
[03:24:44.073 --> 03:24:48.140]  It's not going to solve everything, but it'll be another big step towards doing that.
[03:24:49.700 --> 03:24:54.501]  Reading the mail newspaper with him, says his teachers, his name was Barry Sitaro.
[03:24:54.501 --> 03:24:56.322]  He admits his name was Barry Sitaro.
[03:24:56.322 --> 03:24:58.982]  He was adopted.
[03:24:58.982 --> 03:25:01.303]  We know he was obviously not born here.
[03:25:01.303 --> 03:25:02.583]  He was born in Kenya.
[03:25:02.583 --> 03:25:09.285]  But regardless, we've got him on the citizenship issue because he shouldn't be able to be a U.S.
[03:25:09.285 --> 03:25:11.685]  citizen because he's an Indonesian citizen.
[03:25:11.685 --> 03:25:13.086]  But all of that is sealed.
[03:25:13.086 --> 03:25:13.906]  Where do we go from there?
[03:25:14.807 --> 03:25:20.634]  Well, first off, what you say is absolutely true, and then some people come up and say, well, dual citizenship.
[03:25:20.634 --> 03:25:27.341]  For dual citizenship to exist, but it wouldn't give him the right to be president, both countries must have that.
[03:25:27.341 --> 03:25:30.645]  That has not occurred in Indonesia, and now has dual citizenship.
[03:25:31.105 --> 03:25:34.966]  As of the year 2005, and it's not retroactive.
[03:25:34.966 --> 03:25:42.589]  So back when he was born in 1961, or I think he was adopted around 1964 or 65, there was no dual citizenship.
[03:25:42.589 --> 03:25:43.409]  He is adopted.
[03:25:43.409 --> 03:25:44.669]  There's school records.
[03:25:44.669 --> 03:25:45.830]  We filmed them.
[03:25:45.830 --> 03:25:46.730]  AP filmed them.
[03:25:46.730 --> 03:25:48.170]  A TV show filmed them.
[03:25:48.170 --> 03:25:50.711]  They're actual true records.
[03:25:50.711 --> 03:25:54.012]  And that's why when he went to Occidental, people know him as Barry.
[03:25:54.012 --> 03:25:55.993]  His real name is Barry Sotoro.
[03:25:55.993 --> 03:25:59.794]  So every time he uses the name Barack Hussein Obama, that's a fraud.
[03:26:00.314 --> 03:26:03.357]  He committed fraud in 50 states to run for president.
[03:26:03.357 --> 03:26:09.623]  Every time he got sworn in, Barack Hussein Obama... What do you think of the movement of everybody calling him Barry Sotero now?
[03:26:09.623 --> 03:26:10.404]  That's what we should do.
[03:26:10.404 --> 03:26:12.126]  We should actually call him Barry Sotero.
[03:26:12.126 --> 03:26:13.948]  But we really have to... And they can't stop us!
[03:26:13.948 --> 03:26:16.410]  I mean, that's a healthcare way to protest.
[03:26:16.410 --> 03:26:22.877]  That could bring him down if just everybody starts calling him Barry Sotero, the Indonesian citizen known as Barack Obama.
[03:26:23.413 --> 03:26:29.155]  Right, because it's illegal, you know, if you have an adopted name, that's your real name.
[03:26:29.155 --> 03:26:29.816]  Okay?
[03:26:29.816 --> 03:26:31.216]  That's your legal name.
[03:26:31.216 --> 03:26:34.178]  I mean, I'd like to see, but we can't see any of his records.
[03:26:34.178 --> 03:26:35.938]  All of his records are sealed.
[03:26:35.938 --> 03:26:42.821]  Again, for your listeners out there, why would you spend over $1.6 million fighting all the lawsuits if you had nothing to hide?
[03:26:42.821 --> 03:26:45.242]  He is not a natural born citizen.
[03:26:45.242 --> 03:26:51.125]  The strongest case I have, Alex, is pending in the Court of Appeals with District of Columbia, where I have sued Obama.
[03:26:51.765 --> 03:26:59.310]  Stating that he's not natural born, he's not naturalized, but he's an illegal alien, and therefore the salary and benefits he received as a U.S.
[03:26:59.310 --> 03:27:03.432]  Senator were fraudulent, and therefore that money, about a million dollars, should go back to the U.S.
[03:27:03.432 --> 03:27:04.312]  Treasury.
[03:27:04.312 --> 03:27:06.874]  I'm hoping the courts can do something with that, but I doubt it.
[03:27:06.874 --> 03:27:10.916]  There's so much pressure on the courts coming from Obama and Obama's people.
[03:27:10.916 --> 03:27:12.457]  From Barry Sotoro.
[03:27:12.457 --> 03:27:13.838]  From Barry Sotoro.
[03:27:14.238 --> 03:27:15.659]  Yeah, we can do something.
[03:27:15.659 --> 03:27:17.660]  We the people can do something.
[03:27:17.660 --> 03:27:20.442]  And we can, and we can mobilize and do things peacefully.
[03:27:20.442 --> 03:27:25.706]  We're going to start putting stuff up on our website about flyers they can download for the March.
[03:27:25.706 --> 03:27:28.167]  As soon as I get to March 8, I'll call you back on that.
[03:27:28.167 --> 03:27:29.508]  But we have to start doing stuff.
[03:27:29.508 --> 03:27:31.810]  We can even get people, we'll have it up on our website soon.
[03:27:32.290 --> 03:27:33.011]  We're good to go.
[03:27:52.450 --> 03:27:56.214]  With Obama, I'm sorry, to put Barry Sotoro in his place.
[03:27:56.214 --> 03:28:12.032]  Barry Sotoro, Michelle Obama, or I guess her name is really Michelle Sotoro, Howard Dean, other officials at the Democratic National Convention Committee, senior campaign people and senior administration people
[03:28:12.652 --> 03:28:20.614]  They should all be subjected to the criminal justice system and tried, and those that are convicted should go to jail.
[03:28:20.614 --> 03:28:29.596]  And with this, any day now, Alex, and you'll get it, I'm issuing a press release calling for the deep throat of Barry Sotoro.
[03:28:29.596 --> 03:28:35.378]  Someone out there is going to want to save their can, and they will give us the information, the final information we need.
[03:28:35.378 --> 03:28:41.119]  Remember on the situation with Watergate, Nixon didn't go down because of the break-in.
[03:28:41.659 --> 03:28:44.621]  Nixon went down because of the cover-up.
[03:28:44.621 --> 03:28:49.124]  We now have Obama in office for 15 months, and we have a massive cover-up.
[03:28:49.124 --> 03:28:57.429]  So we can get to him peacefully, and I think we can do it with, you know, thank God there's people like you out there that will talk about the truth out here.
[03:28:57.429 --> 03:29:02.753]  And it came out last year that Barry Sotero, masquerading as Barack H. Obama,
[03:29:03.433 --> 03:29:09.575]  Barack Hussein Obama, that he's got a full team with an enemies list going after the birthers.
[03:29:09.575 --> 03:29:12.757]  I mean, and they've got the Republican Party leadership against us.
[03:29:12.757 --> 03:29:16.038]  That means where there's smoke, there's fire.
[03:29:16.038 --> 03:29:17.678]  Absolutely, absolutely.
[03:29:17.678 --> 03:29:20.219]  And the thing is that we can do something.
[03:29:20.219 --> 03:29:22.640]  You, the American people out there, join together.
[03:29:22.640 --> 03:29:27.502]  Like at the end of this show, you know, send my website to people you know, everyone on your address book.
[03:29:27.502 --> 03:29:31.624]  It doesn't even cost you 44 cents for a stamp because you're... Obamacrimes.com!
[03:29:33.024 --> 03:29:35.286]  And Infowars.com.
[03:29:35.286 --> 03:29:36.127]  Absolutely.
[03:29:36.127 --> 03:29:36.867]  Absolutely.
[03:29:36.867 --> 03:29:37.307]  Phil, stay there.
[03:29:37.307 --> 03:29:39.069]  We're going to come back and take calls on health care.
[03:29:39.069 --> 03:29:40.250]  Get your take on that.
[03:29:40.250 --> 03:29:43.612]  Other tidbits of info you've got for us, Obamacrimes.com.
[03:29:43.612 --> 03:29:45.454]  Attorney Phil Berg is our guest.
[03:29:45.454 --> 03:29:52.019]  He smelled a rat two years ago, and we've got a good chance of bringing down Barry Sotaro and his gang of crooks.
[03:29:52.019 --> 03:29:53.420]  We're on the march.
[03:29:53.420 --> 03:29:55.942]  The empire's on the run.
[03:29:55.942 --> 03:29:58.644]  Alex Jones and the GCN Radio Network.
[03:30:01.940 --> 03:30:04.943]  Hello, this is Alex Jones with some important questions.
[03:30:04.943 --> 03:30:10.288]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[03:30:10.288 --> 03:30:12.330]  My answer would be all I can get.
[03:30:12.330 --> 03:30:17.335]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[03:30:17.335 --> 03:30:18.256]  How much do you want?
[03:30:18.496 --> 03:30:19.637]  When do you want it?
[03:30:19.637 --> 03:30:21.518]  Now or after the battle starts?
[03:30:21.518 --> 03:30:22.579]  When will you need it?
[03:30:22.579 --> 03:30:24.781]  Can you buy it without proper identification?
[03:30:24.781 --> 03:30:26.122]  Will there be any food?
[03:30:26.122 --> 03:30:27.663]  Will it make your children sick?
[03:30:27.663 --> 03:30:32.927]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[03:30:32.927 --> 03:30:36.510]  You wipe out all these problems if you have a good food supply.
[03:30:36.510 --> 03:30:39.973]  Food is your ammunition to fight for your freedom and your life.
[03:30:40.313 --> 03:30:41.554]  How much will you need?
[03:30:41.554 --> 03:30:42.455]  We don't know.
[03:30:42.455 --> 03:30:43.555]  How much do you want?
[03:30:43.555 --> 03:30:44.496]  All you can get.
[03:30:44.496 --> 03:30:45.577]  I'm Alex Jones.
[03:30:45.577 --> 03:30:48.639]  I want all of you good guys to live to fight another day.
[03:30:48.639 --> 03:30:50.420]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[03:30:50.420 --> 03:30:51.321]  Again, that number 1-800-409-5633.
[03:31:03.087 --> 03:31:07.115]  Hundreds of nations have fallen to tyranny in the last century alone.
[03:31:07.115 --> 03:31:10.342]  This is our last chance to not relive history.
[03:31:10.342 --> 03:31:11.765]  As we're finishing off this agenda...
[03:31:12.463 --> 03:31:15.164]  That we're pulling the rug from underneath Americans at home.
[03:31:15.164 --> 03:31:21.525]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[03:31:21.525 --> 03:31:26.707]  I think it's incumbent upon all of us as American citizens to pay attention.
[03:31:26.707 --> 03:31:36.709]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[03:31:36.829 --> 03:31:39.171]  Tim Geithner, Bernanke, they're arsonists!
[03:31:39.171 --> 03:31:40.771]  They're asking for more matches!
[03:31:40.771 --> 03:31:43.213]  And the Congress is saying, who do we make the check out to?
[03:31:43.213 --> 03:31:45.334]  Today seems like nobody does care.
[03:31:45.334 --> 03:31:50.498]  And right now in Washington, D.C., we have seen a fall of the Republic.
[03:31:50.498 --> 03:31:59.603]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[03:32:01.744 --> 03:32:03.725]  Man, are you urinating more frequently?
[03:32:03.725 --> 03:32:05.245]  Do you wake up to urinate?
[03:32:05.245 --> 03:32:07.086]  Don't ignore your prostate health.
[03:32:07.086 --> 03:32:14.688]  I'm Roger Mason, research chemist and developer of the all-natural supplement Beta Prostate, and I want you to know about a free bottle giveaway.
[03:32:14.688 --> 03:32:18.209]  Beta Prostate helps your body support good prostate health.
[03:32:18.209 --> 03:32:23.071]  Your prostate affects the quality of your life, including your sleeping habits and even intimacy.
[03:32:23.331 --> 03:32:28.672]  Beta Prostate has plant sterols shown to support healthy urine flow and healthy sleeping habits.
[03:32:28.672 --> 03:32:37.754]  And Beta Prostate is so powerful, you'd have to take 100 Saw Palmetto capsules to get the same plant sterols found in one Beta Prostate.
[03:32:37.754 --> 03:32:40.635]  New customers can get a free bottle of Beta Prostate.
[03:32:40.635 --> 03:32:42.856]  You only pay a small shipping and handling fee.
[03:32:42.856 --> 03:32:45.176]  Make the call today and get your free bottle.
[03:32:45.176 --> 03:32:47.917]  To get your free bottle of Beta Prostate, call 1-800-360-8306.
[03:32:47.917 --> 03:32:49.277]  One free bottle per household.
[03:32:52.418 --> 03:32:55.139]  Call now and try Beta Prostate for free!
[03:32:55.139 --> 03:32:55.419]  Call 1-800-360-8306.
[03:32:55.419 --> 03:32:55.659]  That's 1-800-360-8306.
[03:32:55.659 --> 03:32:56.480]  We don't need no education.
[03:32:56.480 --> 03:32:57.520]  We don't need no thought control.
[03:33:34.534 --> 03:33:35.934]  They want to run your life.
[03:33:35.934 --> 03:33:37.735]  Big corporations.
[03:33:37.735 --> 03:33:38.836]  Big banks.
[03:33:38.836 --> 03:33:40.557]  They're robbing the whole planet.
[03:33:40.557 --> 03:33:42.418]  They wrote this health care bill.
[03:33:42.418 --> 03:33:44.019]  It makes you buy their services.
[03:33:44.019 --> 03:33:45.700]  It lets them lower the quality of it.
[03:33:45.700 --> 03:33:47.821]  Where the government sets the standards.
[03:33:47.821 --> 03:33:50.183]  Where you can't demand on your insurance what you want.
[03:33:51.437 --> 03:33:53.638]  It taxes people that have good insurance policies.
[03:33:53.638 --> 03:34:00.021]  And then we got Barry Sotero, a guy who became the head of the UN Security Council.
[03:34:00.021 --> 03:34:04.164]  High treason, illegal on every front.
[03:34:04.164 --> 03:34:06.345]  He is an Indonesian citizen.
[03:34:06.345 --> 03:34:09.707]  It was illegal at the time.
[03:34:09.707 --> 03:34:10.947]  It's unbelievable.
[03:34:13.379 --> 03:34:22.367]  Talking to Phil Berg, Attorney Phil Berg, former Deputy Attorney General of Pennsylvania, a guy of real conscience who stood up on so many important issues.
[03:34:22.367 --> 03:34:30.054]  I guess in the final equation, it is good news that people are finally really starting to read the bills and they're finding out just how criminal this group is.
[03:34:30.054 --> 03:34:31.576]  But take the carbon taxes.
[03:34:31.576 --> 03:34:36.340]  They say they're going to try to pass that where Barry Sotaro and Michelle Sotaro and their controllers
[03:34:37.401 --> 03:34:38.162]  Just think for a minute.
[03:34:38.162 --> 03:34:38.742]  He is so bad.
[03:34:38.742 --> 03:34:40.483]  The people he is associated with
[03:35:05.931 --> 03:35:14.216]  If he applied for a job as a Chicago police officer, he couldn't even get the job because of associations with Bill Ayers and Reverend and the other people around him.
[03:35:14.216 --> 03:35:19.860]  He couldn't get a job as an FBI agent or a Secret Service agent, yet they're protecting him now.
[03:35:19.860 --> 03:35:26.264]  I mean, this guy is so bad, we don't know how he came on the scene, we don't know who the payoff for it went to.
[03:35:26.264 --> 03:35:30.767]  He deceived the American public, and I think he's getting blackmailed now, ladies and gentlemen.
[03:35:31.407 --> 03:35:33.949]  I think I might have mentioned this before, but think about it.
[03:35:33.949 --> 03:35:38.353]  The cabinet he has is not a cabinet of change.
[03:35:38.353 --> 03:35:41.455]  It's basically Bill Clinton's cabinet, 70%.
[03:35:41.455 --> 03:35:47.059]  The programs he's put forth in the past 15 months, it's not a program of change.
[03:35:47.059 --> 03:35:48.620]  I think he's being told what to do.
[03:35:48.620 --> 03:35:51.623]  Remember how at the beginning he wanted to keep his BlackBerry?
[03:35:52.103 --> 03:35:54.926]  So I don't know whatever happened, but that's probably how he gets messages.
[03:35:54.926 --> 03:35:56.407]  Someone's controlling him.
[03:35:56.407 --> 03:35:57.548]  Someone's telling him what to do.
[03:35:57.548 --> 03:35:59.590]  I think back then they said, Phil Berg's right.
[03:35:59.590 --> 03:36:00.331]  You're a fraud.
[03:36:00.331 --> 03:36:01.232]  You're a phony.
[03:36:01.232 --> 03:36:03.334]  You want to be president, you got to play ball our way.
[03:36:03.334 --> 03:36:08.318]  I think that's why we have the cabinet we have, and that's why we have the push on the programs he has.
[03:36:08.318 --> 03:36:08.979]  But it's time.
[03:36:08.979 --> 03:36:11.581]  Listen, what they did with health care is outrageous.
[03:36:11.581 --> 03:36:14.304]  When 80% of people in this country say we don't want it,
[03:36:15.024 --> 03:36:16.585]  They go ahead and pass something like that.
[03:36:16.585 --> 03:36:22.667]  Hopefully the 80% of the people will stay together and vote out every one of these people.
[03:36:22.667 --> 03:36:37.233]  And now they're saying they're going to spend $3 billion, or one report says $2.5 billion, $3 billion a year, in government-run TV ads with taxpayer money telling us how great this is and lying to us over the next 10 years.
[03:36:37.233 --> 03:36:38.754]  I mean, how much money is that?
[03:36:38.754 --> 03:36:39.374]  The next three
[03:36:40.094 --> 03:36:41.354]  That's 9 billion.
[03:36:41.354 --> 03:36:43.855]  I guess it's more than 20-something billion.
[03:36:43.855 --> 03:36:46.495]  I mean, this is totally insane.
[03:36:46.495 --> 03:36:51.357]  And what scares me, Phil, is this is an all-or-nothing game for these people.
[03:36:51.357 --> 03:36:53.677]  They're clearly going for broke.
[03:36:53.677 --> 03:36:55.417]  And I agree with Michael Savage.
[03:36:55.417 --> 03:37:02.279]  I believe Obama may stage terror attacks to blame it on his political enemies as a pretext to save his agenda.
[03:37:03.914 --> 03:37:06.135]  I wouldn't doubt anything about him.
[03:37:06.135 --> 03:37:08.316]  But how about the other parts of Medicare?
[03:37:08.316 --> 03:37:17.919]  He says they're going to take $500 billion out of Medicare, but then he has the audacity to tell people on Medicare that none of your benefits are going to get cut.
[03:37:17.919 --> 03:37:19.379]  Yeah, let me stop you again.
[03:37:19.379 --> 03:37:32.464]  They're saying $30-plus million will be forced to buy insurance who are working poor, and then they're saying another $10-15 million will go on Medicare and Medicaid, but
[03:37:33.462 --> 03:37:35.184]  But they're going to cut it by $500 billion.
[03:37:35.184 --> 03:37:36.566]  That's their number.
[03:37:36.566 --> 03:37:38.569]  Some of the numbers show it's a trillion.
[03:37:38.569 --> 03:37:44.578]  How do you bring more people on the program and cut the funding and then still give the care?
[03:37:45.746 --> 03:37:47.527]  It just doesn't make sense.
[03:37:47.527 --> 03:37:53.332]  I mean, I think if you gave this question to a second grader, they would answer it better than Obama answers it.
[03:37:53.332 --> 03:37:54.713]  This is outrageous!
[03:37:54.713 --> 03:37:58.916]  How can they take that kind of money from a program and still give you the same thing?
[03:37:58.916 --> 03:38:02.759]  They're taking that money from the program to supposedly pay for this new health care bill.
