[00:00.000 --> 00:09.000]  media. Government cover-ups. You want answers? Well, so does he. He's Alex Jones on the GCN
[2:52:11.960 --> 2:52:19.960]  Washington You're Fired lays out the last seven years of fundamentally flawed terror-related spy bills in a linear fashion that no one has ever constructed before.
[2:52:19.960 --> 2:52:26.960]  The resulting shift in our governmental power structure leaves the American people with only two choices, be a part of the problem or be a part of the solution.
[2:52:26.960 --> 2:52:34.960]  Washington You're Fired is being described as the best patriotic video since freedom to fascism and we want you to get a copy and share it with your friends.
[2:52:34.960 --> 2:52:44.960]  We invite you to make the change. Help take back our government now. Go to TakeBackWashington.com and get the tools you need for the information war. We have a plan to take back our government.
[2:52:44.960 --> 2:53:05.960]  Visit TakeBackWashington.com.
[2:53:16.960 --> 2:53:24.960]  The fact is that disease simply cannot exist in an alkaline environment. Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[2:53:24.960 --> 2:53:50.960]  Do your part, alkalize and supercharge your body now. Alkavision Plasma pH drops contain a special mineral salt concentrate that raises the pH of the water you drink up to the pH of 10 with only 10 drops. Order your bottle of Alkavision Plasma pH drops now by going directly to Alkavision.com. Again, that's Alkavision.com.
[2:53:50.960 --> 2:54:09.960]  From his Central Texas Command Center deep behind enemy lines, the information war continues. It's Alex Jones and the GCN Radio Network.
[2:54:09.960 --> 2:54:28.960]  We're streaming live on PrisonPlanet.tv for all our PrisonPlanet.tv members and up on the screen I'm going to post a computer feed image of the armored vehicle with the SWAT team guys from the Polygamous Compound.
[2:54:28.960 --> 2:54:43.960]  We're streaming live on PrisonPlanet.tv for all our PrisonPlanet.tv members and up on the screen I'm going to post a computer feed image of the armored vehicle with the SWAT team guys from the Polygamous Compound.
[2:54:43.960 --> 2:55:03.960]  We're streaming live on PrisonPlanet.tv for all our PrisonPlanet.tv viewers and up on the screen I'm going to post a computer feed image of the armored vehicle with the SWAT team guys from the Polygamous Compound.
[2:55:03.960 --> 2:55:25.960]  We're streaming live on PrisonPlanet.tv viewers and up on the screen I'm going to post a computer feed image of the armored vehicle with the SWAT team guys from the Polygamous Compound.
[2:55:25.960 --> 2:55:43.960]  We're streaming live on PrisonPlanet.tv for all our PrisonPlanet.tv viewers and up on the screen I'm going to post a computer feed image of the armored vehicle with the SWAT team guys from the Polygamous Compound.
[2:55:43.960 --> 2:55:58.960]  We're streaming live on PrisonPlanet.tv viewers and up on the screen I'm going to post a computer feed image of the armored vehicle with the SWAT team guys from the Polygamous Compound.
[2:55:58.960 --> 2:56:13.960]  We're streaming live on PrisonPlanet.tv viewers and up on the screen I'm going to post a computer feed image of the armored vehicle with the SWAT team guys from the Polygamous Compound.
[2:56:13.960 --> 2:56:29.960]  What is the purpose of having violent criminals on the U.S. government payroll?
[2:56:29.960 --> 2:56:44.960]  Well, it would be interesting if we opened up the American prisons considering all the innocent people there. I'm afraid the government's afraid to do that when you think about it.
[2:56:44.960 --> 2:56:49.960]  We have so many innocent people have been thrown into prison. The government doesn't want to open our prisons.
[2:56:49.960 --> 2:57:02.960]  Oh my God, it's true. I remember seeing these on tanks. The Midland Sheriff's Department has kills on it. In World War II they put how many zeros or measure smits or folk wolves had been shot down.
[2:57:02.960 --> 2:57:12.960]  The image I've got up right now is a mainstream photo. I remember seeing this in the newspaper. I'm going to ask my computer operator where he got it and it's got kills on it.
[2:57:12.960 --> 2:57:22.960]  It says the vehicle is a, and the guy gave me his number. Have this guy call in. Go ahead and call this guy. The vehicle is a USM113 APC. I'm a veteran Army tank driver.
[2:57:22.960 --> 2:57:32.960]  Notice the kill marks painted on the top hold. Two pedestrians, one car. You do this to display your combat kills. And notice the coward snipers.
[2:57:32.960 --> 2:57:41.960]  We used to shoot enemy snipers on site. They were considered cowards and dishonorable. Now they are the favorite sons of the military and police. What do you think of that?
[2:57:41.960 --> 2:57:54.960]  Well, of course they are. But you know, this is a, to be quite blunt about it. I told people on your program two or three years ago to master the use of a long range rifle.
[2:57:54.960 --> 2:57:56.960]  God help us. Just God help us.
[2:57:56.960 --> 2:58:00.960]  I don't know if anybody listened to me two or three years ago, but I'm saying it again.
[2:58:00.960 --> 2:58:06.960]  Aaron Zelman, Jews, the preservation of firearms ownership. Give them the website. Tell folks how they can join.
[2:58:06.960 --> 2:58:20.960]  It's JPFO.org. And our annual membership is $25 a year. That's seven cents a day. And our phone number is 262-673-9745.
[2:58:20.960 --> 2:58:23.960]  262-673-9745.
[2:58:23.960 --> 2:58:27.960]  Stay there. And I want to say bye to you in one minute. We'll be back in one minute.
[2:58:27.960 --> 2:58:37.960]  Thank you for listening to GCN.
[2:58:57.960 --> 2:59:07.960]  Visit prisonplanet.com. You can connect to our amazing online store, whether you're looking for survival and wellness products like Berkey water filters, or you would like a book on the history of the Federal Reserve.
[2:59:07.960 --> 2:59:18.960]  We've got the most well researched and documented titles all available at prisonplanet.com. Or if you'd like, you can give the info or store a call at 888-253-3139.
[2:59:18.960 --> 2:59:35.960]  Or you can view more than a thousand titles in super high quality right now at prisonplanet.tv. Knowledge is power. And the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[2:59:35.960 --> 2:59:40.960]  Join the info war today.
[2:59:40.960 --> 2:59:51.960]  Waging war on corruption. Alex Jones on the GCN Radio Network.
[2:59:51.960 --> 3:00:09.960]  He died the police department show on Discovery Channel. Had to be 10 years ago. And it showed police wearing hockey masks with devil horns. And they said that was for intimidation. I mean now they're going to run around in devil outfits. That's what the bad guys always do.
[3:00:09.960 --> 3:00:23.960]  I'm looking at the Midland County Sheriff's armored vehicle. Treaded armored vehicle. And I remember seeing this on the news and wondering what it was. I didn't put two of them together. But it is. It's kills. They've got how many U.S. citizens they've murdered.
[3:00:23.960 --> 3:00:36.960]  And I know a lot of these SWAT teams are just guys like to kill people. And I've seen famous video. I saw it here in Austin after they killed a guy they were doing high fives. And man we're just gone folks. We're gone, gone, gone, gone.
[3:00:36.960 --> 3:00:43.960]  Aaron Zellman what do you think about them having how many U.S. citizens they've killed on the side of their armored vehicle, their tank?
[3:00:43.960 --> 3:00:54.960]  Well first I've heard of it but obviously it's shocking. But at the same time it's a sign of the times. We're confronted by police who see us as the enemy.
[3:00:54.960 --> 3:01:02.960]  And I think that I don't know what it's going to take to get to the majority of the American people to say no more. We're not going to finance this.
[3:01:02.960 --> 3:01:17.960]  Have you seen any of the hundreds? You guys are fired, yeah. I agree. Have you seen any of the hundreds of videos where it shows U.S. military killing dogs, throwing people over things, shooting random cars up and back dead and laughing?
[3:01:17.960 --> 3:01:23.960]  I've seen some of them, yes, yes. I mean what is their, I mean that is insane.
[3:01:23.960 --> 3:01:34.960]  Well maybe it's because we're putting felons into uniforms. Maybe it's because we're putting people into uniforms who enjoy violence in Mayhem.
[3:01:34.960 --> 3:01:41.960]  And we want to train them so we can bring them back here to give them a job. Maybe Blackwater wants to hire them.
[3:01:41.960 --> 3:01:47.960]  Well God bless you Aaron Zellman. I want to get you up more often than once a year. I'd like to get you up for a couple hours to take calls the next few weeks.
[3:01:47.960 --> 3:01:59.960]  Give out that number again. Our office number is 262-673-9745 on the website, JPFO.org where you can learn more about the Battle of Athens.
[3:01:59.960 --> 3:02:03.960]  You can learn more about the collusion between the NRA and the ATF.
[3:02:03.960 --> 3:02:08.960]  And everybody and regardless of who you or Jen Tal can join. Aaron thanks for coming on with us.
[3:02:08.960 --> 3:02:09.960]  Thank you very much Alex.
[3:02:09.960 --> 3:02:14.960]  Take care. I hope we're talking again in a few months. Take care. Let's go ahead. Thank you Aaron.
[3:02:14.960 --> 3:02:19.960]  Let's go ahead and bring up Gary in Colorado who we put the photo up on the video feed. He's watching.
[3:02:19.960 --> 3:02:27.960]  I've since then gone and looked on another computer that is on all the photos and it is. They have their kills on the side of the tank.
[3:02:27.960 --> 3:02:34.960]  And I remember seeing those from World War II in Korea and Vietnam and Iraq. Now they put kills on the tanks.
[3:02:34.960 --> 3:02:38.960]  Again the military kills enemies. We have a militarized police. We're the enemy. We die.
[3:02:38.960 --> 3:02:41.960]  Gary tell us about this as a tanker.
[3:02:41.960 --> 3:02:43.960]  Oh hi Alex. How are you?
[3:02:43.960 --> 3:02:44.960]  Good.
[3:02:44.960 --> 3:02:49.960]  Yeah I'll give you a little background. I was a U.S. Army tank crewman.
[3:02:49.960 --> 3:02:57.960]  I drove those vehicles M113 and M60 main battle tanks for the United States Army in the early 1980s.
[3:02:57.960 --> 3:03:09.960]  And it was a common practice and has been for a very long time to kind of brag about your combat victories by painting a kill mark on the side of your tank.
[3:03:09.960 --> 3:03:14.960]  Every time you scored a hit or a kill.
[3:03:14.960 --> 3:03:23.960]  I found that image. That image by the way credits back to Google images but that image was released right after the raid took place at the church.
[3:03:23.960 --> 3:03:26.960]  It hit all the media hours.
[3:03:26.960 --> 3:03:38.960]  But when I finally got a chance to look very closely at that armored vehicle I was kind of shocked that police agencies are now painting kill marks on the side of their tracked vehicles.
[3:03:38.960 --> 3:03:42.960]  Good God. It's over. They're just...
[3:03:42.960 --> 3:03:55.960]  Yeah it was pretty bizarre. It's actually pretty bizarre actually looking at the way those individuals went in armed to raid a church full of women and children.
[3:03:55.960 --> 3:03:58.960]  I'm kind of speechless.
[3:03:58.960 --> 3:04:08.960]  But for those that don't know we're going to hold you over during the break and check Baldwin on after in the main show. I've got the image up. I've got the pointer on the web pointing right where they are.
[3:04:08.960 --> 3:04:10.960]  People can go find this for themselves.
[3:04:10.960 --> 3:04:16.960]  Bob who's in there running the show. What was your search to pull this up?
[3:04:16.960 --> 3:04:18.960]  Armored vehicle what?
[3:04:18.960 --> 3:04:25.960]  I want to be able to write search to find this. I can find a bunch of photos that have the kills on it. What is it?
[3:04:25.960 --> 3:04:28.960]  Okay Gary sent this to us. Gary what was the search you did to pull this?
[3:04:28.960 --> 3:04:34.960]  Oh I just went into Google images and put in Texas church raid.
[3:04:34.960 --> 3:04:45.960]  Yeah Texas church raid and it'll come up and I just did share of SWAT vehicle and it came up. Stay there. We're going to talk during this break.
[3:04:45.960 --> 3:04:49.960]  It is a big idea. A new world order.
[3:04:49.960 --> 3:04:54.960]  In the near future Earth is dominated by a powerful world government.
[3:04:54.960 --> 3:04:57.960]  It's known as the builder bird.
[3:04:57.960 --> 3:05:00.960]  What their objective being world domination?
[3:05:00.960 --> 3:05:03.960]  For thousands of years their dark order grew.
[3:05:03.960 --> 3:05:13.960]  Now as they hail the birth of the new world order their great dream of exterminating 80% of humanity is at hand.
[3:05:13.960 --> 3:05:19.960]  For the first time in history the elites plan for world government is blown wide open.
[3:05:19.960 --> 3:05:23.960]  You will learn the secret that drives the entire new world order agenda.
[3:05:23.960 --> 3:05:26.960]  America is making great progress toward the world government.
[3:05:26.960 --> 3:05:30.960]  Most people have no idea they're not after money. They have all the money they need. They're after power.
[3:05:30.960 --> 3:05:54.960]  Order in game on DVD at prisonplanet.com or infowars.com or watch it online right now at prisonplanet.tv. In game blueprint for global enslavement. You have been warned.
[3:06:00.960 --> 3:06:04.960]  The package contains six DVDs that contain ten different programs.
[3:06:04.960 --> 3:06:08.960]  Two books that combined are over a thousand pages and other information.
[3:06:08.960 --> 3:06:16.960]  Order now at our website mostholyfamilymonastery.com. That's mostholyfamilymonastery.com.
[3:06:16.960 --> 3:06:24.960]  The last word monastery spelled M-O-N-A-S-T-E-R-Y or call us at 1-800-275-1126.
[3:06:24.960 --> 3:06:34.960]  Or mail in your order to us at 4425 Schneider Road, Fillmore, NY 14735.
[3:06:34.960 --> 3:06:39.960]  The total cost for this massive package of information is only $10.
[3:06:39.960 --> 3:06:43.960]  $15 for U.P.S. ground or $30 outside the U.S.
[3:06:43.960 --> 3:07:01.960]  Attention GCN listeners, would you like to watch uncensored, unregulated, even banned TV on your computer? Well now you can watch satellite TV on your PC with an extremely simple hookup that allows computer owners to pick up more channels than any sane person can even watch without paying monthly cable or satellite fees.
[3:07:01.960 --> 3:07:10.960]  Here's the story. New video feed technology lets anyone with a high speed internet connection gain instant access to an endless list of underground channels from all over the globe.
[3:07:10.960 --> 3:07:24.960]  And here's the best part. It's 100% legal. And it works at home, the office, or even in other countries to grab television channels and video feeds at your command. GCN listeners can use it to watch hundreds of conspiracy videos absolutely free.
[3:07:24.960 --> 3:07:43.960]  Best of all, you can be watching free TV on your PC in five minutes or less. It's that simple. Just go to www.orderfreetv.com. That's www.orderfreetv.com. To watch unregulated TV on your PC, go to www.orderfreetv.com.
[3:07:54.960 --> 3:08:01.960]  Yeah, during the breaks I went and checked and it's accurate and I blew it up here at the prisonplanet.tv viewers that are watching us live right now.
[3:08:01.960 --> 3:08:17.960]  The large armored, treaded APC, the USM113 APC that the black ski mask police drove to go into the polygamous compound to violate or do process rights, regardless of what you think of the group.
[3:08:17.960 --> 3:08:25.960]  It has two kills on it. And we got an army tanker. He was in there in the 80s in Germany calling in to say, yeah, that's the kills.
[3:08:25.960 --> 3:08:32.960]  And I know our troops in Iraq put kills on and that's how they look. They'll show a vehicle. They'll show an armored vehicle. They'll show people.
[3:08:32.960 --> 3:08:42.960]  And this has got two kills on one side of it. You can look at other photos. It's there. We've got it blown up for people. In fact, I'll even blow it up even more for folks here.
[3:08:42.960 --> 3:08:50.960]  But I mean, this is just absolutely amazing. We're about to go to Chuck Baldwin.
[3:08:50.960 --> 3:08:56.960]  He's the presidential candidate for the Constitution Party and a great guy I've interviewed many times.
[3:08:56.960 --> 3:08:59.960]  He's, of course, a radio show right here on this network and others.
[3:08:59.960 --> 3:09:09.960]  A great guy. We wish Ron Paul was running, but hey, when he, you know, went in there after the convention, which he said yesterday he wasn't going to be, you heard him, then we need to support Chuck Baldwin.
[3:09:09.960 --> 3:09:15.960]  We're about to go to him. But anything else you want to add, Gary?
[3:09:15.960 --> 3:09:27.960]  Well, Alex, I just find it really extremely disturbing. I mean, I don't have any delusions about what this government has turned into and what the police agencies role in this are going to be.
[3:09:27.960 --> 3:09:31.960]  I'm completely realistic about what's happening.
[3:09:31.960 --> 3:09:42.960]  But I do find it disturbing to the degree that these people are uparming. They're uparming far beyond anything that would be within the description of domestic police activity.
[3:09:42.960 --> 3:09:52.960]  You don't need tanks and assault rifles and body armor and Kevlar helmets and 50 caliber sniper rifles.
[3:09:52.960 --> 3:10:03.960]  And, you know, I mean, you don't need that for normal police duty. You need that if you're preparing for war.
[3:10:03.960 --> 3:10:17.960]  Plain and simple. That's warfare equipment. That is implements of war. That's stuff that I, as an individual, would need a class three license to own most of that gear.
[3:10:17.960 --> 3:10:24.960]  And right there are our citizens they've murdered, citizens they've killed. They're proud of killing the enemy.
[3:10:24.960 --> 3:10:32.960]  And there they are displaying it for everybody to see. God help us, ladies and gentlemen. God help us is all I can say.
[3:10:32.960 --> 3:10:35.960]  Well, thank you for the info, Gary. Thanks for calling in.
[3:10:35.960 --> 3:10:36.960]  No problem, Alex.
[3:10:36.960 --> 3:10:42.960]  You bet. Let's go ahead now and go to Chuck Baldwin. Chuck, thank you for coming on with us.
[3:10:42.960 --> 3:10:45.960]  You're a mighty welcome, Alex. Good to talk with you.
[3:10:45.960 --> 3:10:47.960]  What do you think of the story you just heard?
[3:10:47.960 --> 3:10:52.960]  Well, I was just catching the last few minutes of your conversation while I was waiting to come on.
[3:10:52.960 --> 3:10:55.960]  And that is disturbing.
[3:10:55.960 --> 3:11:05.960]  One of the things that I have written on as you have spoken on so well through your program over the years is the militarization of our local law enforcement.
[3:11:05.960 --> 3:11:15.960]  And I find that very disturbing. And if God smiles on our campaign and allows me to take the oath of office for president of these United States of America,
[3:11:15.960 --> 3:11:21.960]  that's one thing that my administration will put a serious curtailment upon.
[3:11:21.960 --> 3:11:36.960]  We believe that the Constitution of the United States does not provide for law enforcement to be conducted by the federal government on the most part.
[3:11:36.960 --> 3:11:40.960]  It's a local and state matter. We would certainly frown on the militarization of local and state police.
[3:11:40.960 --> 3:11:52.960]  We would encourage proper law enforcement at every level. And we would certainly not approve of things that happened back in Waco, Texas.
[3:11:52.960 --> 3:12:01.960]  I was kind of thinking of that as I was listening to your conversation and how those folks at Waco were killed by that attack by FBI and ATF agents and so forth.
[3:12:01.960 --> 3:12:05.960]  And that would never happen under my administration.
[3:12:05.960 --> 3:12:12.960]  They ran the American flag up over the place they'd burned down and they posed with human skulls.
[3:12:12.960 --> 3:12:18.960]  This was, I guess, their coming of manhood and they're not going to go over and fight insurgents in Iraq.
[3:12:18.960 --> 3:12:22.960]  I guess a lot of them are coming back from that. I guess they're going to fight us.
[3:12:22.960 --> 3:12:31.960]  Well, that's the impression that people are getting and I can understand the sentiment of the caller a minute ago that you were speaking with and his concern.
[3:12:31.960 --> 3:12:43.960]  One of the things that I think is very discouraging to the American people, and I share it, is the distrust that is developing between, especially the federal government and its citizens.
[3:12:43.960 --> 3:12:49.960]  That's one of the things that is very important to the security and the safety of our country.
[3:12:49.960 --> 3:12:55.960]  There must be a high degree of trust between the people and its government.
[3:12:55.960 --> 3:13:06.960]  And whenever we find a situation where there is that trust, not in evidence, that does not pretend good things for our country internally or abroad.
[3:13:06.960 --> 3:13:15.960]  And one of the things that I would seek to do would to have an administration that would be honest and transparent so that the American people could once again trust it.
[3:13:15.960 --> 3:13:25.960]  Well, again, I can't think of a finer person to be president. And regardless, you're going to inject real issues into the debate going across the country. You need people's support.
[3:13:25.960 --> 3:13:33.960]  We'll give out the campaign website and other contact info before you leave us. We want you to be able to check in with us as often as you can, sir, at least every few weeks, to let us know how things are going.
[3:13:33.960 --> 3:13:43.960]  Well, thank you, Mr. Baldwin. Again, Chuck Baldwin running for president on the Constitution Party. Got that nomination. He's there now.
[3:13:43.960 --> 3:13:54.960]  When police start wearing black ski masks, we always knew what it was for, but now documents have come out. The police chief in Boston, one of the suburbs, said that they wear the mask A to protect our identity and B to intimidate us.
[3:13:54.960 --> 3:14:01.960]  I mean, well, since when does the government want to scare us and, quote, hide who they are? I mean, is that land of the free home of the brave, sir?
[3:14:01.960 --> 3:14:16.960]  Right. No, that's not our tradition. That's not our heritage whatsoever. I think we have to recognize that over the years we have developed in this country a propensity to militarize our law enforcement.
[3:14:16.960 --> 3:14:22.960]  I think we've also had a propensity to globalize our institutions of government.
[3:14:22.960 --> 3:14:32.960]  Instead of looking out for the best interests of the United States, we seem to be concerned about international interest and global interest, and right down there where you are in Texas.
[3:14:32.960 --> 3:14:47.960]  I mean, you got this immigration situation that is absolutely disgraceful. Why in the world are we sending troops, including National Guard troops, to Iraq to guard the borders of that country while we leave the borders of the United States wide open?
[3:14:47.960 --> 3:14:58.960]  That just makes no sense whatsoever. You got the NAFTA Super Highway coming up from Mexico into your state and going up into the middle of our country and all the way up to Canada eventually.
[3:14:58.960 --> 3:15:08.960]  You know, you have the complete breakdown of law and order along the border. I mean, you talk about the potential of criminal activity, MS-13 coming across the border.
[3:15:08.960 --> 3:15:16.960]  We've got gun violence and even paramilitary and military violence right along the border with Mexico, with gang activity.
[3:15:16.960 --> 3:15:23.960]  Well, we have mass deaths, police being killed, but they won't send armored vehicles down there. Our troops are told to turn back and run.
[3:15:23.960 --> 3:15:28.960]  Our troops can't have ammo, but they can have ammo against us, the American people.
[3:15:28.960 --> 3:15:34.960]  All they're building the fence for is to keep us from getting out. They admit that the illegals are going to be allowed in under the SPP plan.
[3:15:34.960 --> 3:15:38.960]  What would you do if you were President Chuck Baldwin immediately?
[3:15:38.960 --> 3:15:47.960]  Because this is something you could do because Congress hasn't been allowed to see SPP be involved in it. It's all being done executively, so you could just rattle it from the executive.
[3:15:47.960 --> 3:15:56.960]  Absolutely. And the day that I'm sworn in as President, the SPP is dead. The North American Union is dead. The NAFTA Super Highway is dead.
[3:15:56.960 --> 3:16:07.960]  The NAFTA agreement is dead. The CAFTA agreement is dead. FTAA is dead. All of those issues are dead on arrival the day that I take the White House.
[3:16:07.960 --> 3:16:17.960]  We would put our National Guard troops on the border. We don't have to have a fence. I mean, I'm not opposed to the fence to secure the border, but I'm saying that we don't have to have a fence to secure the border.
[3:16:17.960 --> 3:16:26.960]  Well, what's happening with the fence is, I'm sorry, but you're right. They're building it maybe 100 miles. They built like 55 miles of it.
[3:16:26.960 --> 3:16:32.960]  It's designed for, quote, animals to go under it, so it's got four-foot holes in it. I mean, it's a complete joke.
[3:16:32.960 --> 3:16:36.960]  What we need is to prosecute employers, and that'll shut it down real fast.
[3:16:36.960 --> 3:16:46.960]  Absolutely. That's the second plank of my platform in that regard. The first is to use our border patrol and our National Guard and any other force that we need to secure the border.
[3:16:46.960 --> 3:16:51.960]  I mean, we're going to shut it down. We're going to close the border. And then the second thing we're going to do is we're going to drop the money supply.
[3:16:51.960 --> 3:16:59.960]  And the way you do that is just by what you said, we're on the same page. I would aggressively prosecute any employer who hires illegal aliens.
[3:16:59.960 --> 3:17:07.960]  I mean, they don't pass code. They don't collect $200. They go straight to jail. When you shut down the food supply, the illegal aliens are going to go home.
[3:17:07.960 --> 3:17:09.960]  It's plainly that simple.
[3:17:09.960 --> 3:17:18.960]  Exactly. Forget fences. That's only to keep us in. I mean, at the big crossing areas, I say building for security. But the key is go after the employers.
[3:17:18.960 --> 3:17:24.960]  Absolutely. And being willing to use whatever force is necessary on the border to keep people out.
[3:17:24.960 --> 3:17:34.960]  Oh, listen, that's what our military is for, as you know, is that when Mexican troops come across three miles and kidnap the sheriffs and drag a truck full of cocaine back across,
[3:17:34.960 --> 3:17:42.960]  immediately an airstrike is called in and those troops are all killed. And we've already had two wars with Mexico in like 20 scrimmages.
[3:17:42.960 --> 3:17:48.960]  They want to attack us again. I said we go all the way to Mexico City. I am tired of this country that hates our guts attacking us.
[3:17:48.960 --> 3:17:58.960]  Well, and then we have the Republican nominee, John McCain, who is going to be speaking to La Raza, which is an organization that is funded by people that actually believe that
[3:17:58.960 --> 3:18:08.960]  Mexico is going to retake the Southwestern United States for itself. I mean, these are people that are, that see a potential war situation developing.
[3:18:08.960 --> 3:18:12.960]  They actually want to reclaim the Southwestern U.S. for Mexico.
[3:18:12.960 --> 3:18:20.960]  No blacks and whites, no blacks and whites in their own charter, their motto, of course, you know this, for our race, everything goes outside the race.
[3:18:20.960 --> 3:18:26.960]  Nothing. Why doesn't he go talk to the Ku Klux Klan? I mean, their justice is tasteful, but they don't have 30 million members.
[3:18:26.960 --> 3:18:38.960]  Well, it's plainly pandering to a Hispanic element for votes. But the point is, does John McCain not realize the kind of people that are behind La Raza,
[3:18:38.960 --> 3:18:45.960]  does he not understand their agenda? And I'm out of belief that he does understand, and yet he's still willing to do this.
[3:18:45.960 --> 3:18:53.960]  And I think what this demonstrates is this international, I mean, he was just on the, I just heard him on CNN News a few hours ago, John McCain.
[3:18:53.960 --> 3:19:00.960]  And he was talking about how the people of Latin America and the United States have a common destiny. That was his quote, a common destiny.
[3:19:00.960 --> 3:19:08.960]  Now, where'd you get that from? That's not from the Constitution, the Declaration of Independence. That's not from any of our founding documents or sentiments of the founding fathers.
[3:19:08.960 --> 3:19:20.960]  What is this common destiny stuff? The United States of America is a free, independent and sovereign state. But people like John McCain want to merge us into a globalistic empire.
[3:19:20.960 --> 3:19:27.960]  Chuck Baldwin, stay with us. We'll give out campaign websites, contact points, phone numbers for folks that want to volunteer and get involved.
[3:19:27.960 --> 3:19:35.960]  Bottom line, whether you've got a snowball chance at hell or winning or not, you've got a chance of really injecting real issues and having a big effect.
[3:19:35.960 --> 3:19:44.960]  And I think you can get a lot of votes if people get behind you. I know Ron Paul would have. Chuck Baldwin.
[3:19:44.960 --> 3:19:49.960]  It is a big idea, a new world order.
[3:19:49.960 --> 3:19:54.960]  In the near future, Earth is dominated by a powerful world government.
[3:19:54.960 --> 3:19:59.960]  It's known as the Bilderberg. Could their objective be world domination?
[3:19:59.960 --> 3:20:13.960]  For thousands of years, their dark order grew. Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[3:20:13.960 --> 3:20:22.960]  For the first time in history, the elite's plan for world government is blown wide open. You will learn the secret that drives the entire New World Order agenda.
[3:20:22.960 --> 3:20:25.960]  Bilderberg is making great progress toward a world government.
[3:20:25.960 --> 3:20:30.960]  Most people have no idea. They're not after money. They have all the money they need. They're after power. Yes, they're after easier.
[3:20:30.960 --> 3:20:39.960]  Order in-game on DVD at prisonplanet.com or infowars.com or watch it online right now at prisonplanet.tv.
[3:20:39.960 --> 3:20:43.960]  In-game, blueprint for global enslavement. You have been warned.
[3:20:43.960 --> 3:20:54.960]  We're already under a scientific dictatorship. Martial law is coming, but it's not going to arrive overnight. It's going to be incremental.
[3:20:54.960 --> 3:20:59.960]  This country is already teetering on the edge. Any incidents, small or large, could trigger a total takeover.
[3:20:59.960 --> 3:21:01.960]  Anything could be the final push.
[3:21:01.960 --> 3:21:07.960]  Visit survivalmartiallaw.com and download the e-book full of information that will prepare you for life under total military control.
[3:21:07.960 --> 3:21:15.960]  Know how to survive in the conditions that may soon be here on American soil. Learn how to act around controlling troops and how to use their own psychology against them through social engineering.
[3:21:15.960 --> 3:21:22.960]  When martial law is officially announced, checkpoints will be enforced, gun confiscations will occur for registered gun owners, and cities will be on lockdown.
[3:21:22.960 --> 3:21:26.960]  You will be dealing with a force that has been in training for years preparing for this takeover.
[3:21:26.960 --> 3:21:40.960]  Visit survivalmartiallaw.com. When ordering this e-book, you also receive weekly updates. Visit survivalmartiallaw.com or call 866-644-1933. That's 866-644-1933.
[3:21:45.960 --> 3:21:53.960]  Hi, this is Ted Anderson. Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[3:21:53.960 --> 3:22:04.960]  That's right. Gold has been available to be placed in IRAs since 1986, yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[3:22:04.960 --> 3:22:12.960]  The truth be told, gold and silver is outperformed paper investments like stocks, bonds, and CDs, yet no word about IRAs.
[3:22:12.960 --> 3:22:18.960]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[3:22:18.960 --> 3:22:24.960]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[3:22:24.960 --> 3:22:34.960]  Don't get left behind by rising inflation and low return on your paper investments. Call 800-686-2237. Make sure that you secure your future.
[3:22:34.960 --> 3:22:42.960]  Call 800-686-2237. That's 1-800-686-2237.
[3:22:42.960 --> 3:22:56.960]  Imagine a firefly, simple and innocent. The ability to light the night sky. The ozone layer, unseen by the naked eye, life sustaining.
[3:22:56.960 --> 3:23:02.960]  Our ocean, primordial soup, breath life. Bring the wonders of nature home.
[3:23:02.960 --> 3:23:19.960]  Soleil salt lamps, hand-crafted for a million-year-old crystal salt, will gently ionize and purify your indoor air, helping you breathe easier, nourish your mind and body with soothing colors for deep relaxation, and neutralize EMF radiation, protecting your family's health.
[3:23:19.960 --> 3:23:32.960]  Visit solaywellness.com for powerful, simple, life-sustaining soleil wellness products created from nature in harmony with nature.
[3:23:32.960 --> 3:23:53.960]  Hi, I'm Isabella, founder of Soleil Wellness. Visit us or call 866-497-0274. 866-497-0274.
[3:23:53.960 --> 3:24:11.960]  Everybody knows that the days are loaded. Everybody rolls with their fingers crossed. Everybody knows the war is over. Everybody knows the good guy's lost.
[3:24:11.960 --> 3:24:27.960]  Everybody knows the fight was fixed. The poor stay poor. The rich get rich. That's how it goes. Everybody knows.
[3:24:27.960 --> 3:24:41.960]  We had Governor Jesse Ventura on for 50 minutes, huge breaking news on a senatorial run on a 9-11-million-inside job and a lot more.
[3:24:41.960 --> 3:25:00.960]  He was on immediately when the broadcast started. It's not posted anywhere yet. If you want the audio, it will be re-streamed at infowars.com right when the show ends.
[3:25:00.960 --> 3:25:15.960]  I know you like Alan. He seems like a nice guy. I know you don't want to say anything mean. I'm glad that you got it.
[3:25:15.960 --> 3:25:31.960]  Thank you very much. I was a little surprised and shocked at the margin of victory. Alan lobbied hard for the nomination. He brought in his staff at the convention there in Kansas City.
