[00:00:23.784 --> 00:00:25.925]  43 days left.
[02:59:12.568 --> 02:59:24.060]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA, which has been shown to be essential for your child's brain growth spurts.
[02:59:24.560 --> 02:59:34.388]  Built on powerful ingredients with 580 milligrams of high DHA omega 3s, this formula is highly refined to eliminate nearly all heavy metals.
[02:59:34.388 --> 02:59:38.712]  If you're looking for a formula to help your child grow, look no further.
[02:59:38.712 --> 02:59:49.181]  Try Honor Roll from InfoWarsLife at InfoWarsStore.com.
[02:59:49.181 --> 02:59:51.843]  You're listening to the Alex Jones Show.
[02:59:59.426 --> 02:59:59.529]  Yeah.
[03:00:15.438 --> 03:00:26.562]  Alright, we're taking your phone calls with Mike Adams for a few segments, and then Owen Troyer is going to pop in about the InfoWars Army starting to really get some purchase, starting to really connect, starting to have some big effects, thanks to all of you out there.
[03:00:26.562 --> 03:00:28.063]  We've got some highlights of that.
[03:00:28.063 --> 03:00:31.865]  And then Matt Bracken coming up about the whole martial law situation.
[03:00:31.865 --> 03:00:34.105]  But folks have been holding really patiently.
[03:00:34.105 --> 03:00:40.048]  It is a problem, because we can get like 30, 40 calls at a time, but then even if I take a bunch, everybody has to hold, and then people always get hung up on.
[03:00:40.888 --> 03:00:44.411]  Illegal voting, midterms, Alex Jones battling censorship.
[03:00:44.411 --> 03:00:45.352]  That's a new caller.
[03:00:45.352 --> 03:00:49.775]  Mike, Trump's next move, 2020 election, media circus, Ellison.
[03:00:49.775 --> 03:00:53.618]  We've got Chris in Missouri, Russia, Kavanaugh, China, Iran, Matthew.
[03:00:53.618 --> 03:00:56.981]  Kavanaugh, Me Too movement, weaponized.
[03:00:56.981 --> 03:00:58.982]  Matthew's been holding a long time in Arizona.
[03:00:58.982 --> 03:01:00.364]  Matthew, you're on the air with Mike Adams.
[03:01:00.364 --> 03:01:00.664]  Go ahead.
[03:01:01.991 --> 03:01:05.916]  This is the first time that I get to say thank you, Alex Jones.
[03:01:05.916 --> 03:01:09.081]  You are a part of history, no matter what's going at you, man.
[03:01:09.081 --> 03:01:10.322]  All you guys are, Mike Adams.
[03:01:10.322 --> 03:01:12.485]  But yeah, I mean, Alex, you are just like Trump.
[03:01:12.485 --> 03:01:13.747]  You're a part of history, man.
[03:01:13.747 --> 03:01:18.594]  Well, I want to be a part of history for the ride, but yeah, I mean, I'm not bowing down, so I appreciate your support, brother.
[03:01:19.361 --> 03:01:27.949]  Okay, so what I just want to say real quick, man, is we've been talking about how the Me Too movements and stuff can be weaponized in certain stuff.
[03:01:27.949 --> 03:01:39.581]  This is the perfect example of how weaponized they have used this with the Trump or Kavanaugh's nomination because now we have to be so delicate to handle this situation.
[03:01:39.581 --> 03:01:41.342]  Dude, I know for a fact
[03:01:42.103 --> 03:01:48.267]  Old girlfriends, once I got divorced, all got contacted, which means they've got FBI or NSA databases.
[03:01:48.267 --> 03:01:51.349]  Women I went out with, like, three times have been called.
[03:01:51.349 --> 03:01:53.670]  They have got my phone records.
[03:01:53.670 --> 03:01:55.131]  And they're like, yeah, he was a total gentleman.
[03:01:55.131 --> 03:01:56.632]  Boy, I wish he'd still go out with me.
[03:01:56.632 --> 03:01:58.713]  I mean, I'm not bragging, but I'm nice to women.
[03:01:58.713 --> 03:02:00.134]  And they've all gotten calls.
[03:02:01.374 --> 03:02:03.355]  Do you imagine what it's like for Kavanaugh?
[03:02:03.355 --> 03:02:12.322]  I mean, they target every woman that went to any university or any school or any town, and then of course it's a bunch of psychology professors, you know, that are leftists and hate men.
[03:02:13.439 --> 03:02:18.263]  Well, the problem with all this, Alex, is, of course, it's a complete abandonment of due process.
[03:02:18.263 --> 03:02:19.263]  Where's the evidence?
[03:02:19.263 --> 03:02:21.285]  Where are the collaborating witnesses?
[03:02:21.285 --> 03:02:25.829]  And where is the right to cross-examine this woman, Christine Blasey Ford?
[03:02:25.829 --> 03:02:27.970]  She needs to be cross-examined.
[03:02:27.970 --> 03:02:30.312]  There are so many holes in her story, it's absurd.
[03:02:30.312 --> 03:02:38.058]  But to convict Kavanaugh without any due process and any shred of evidence, it's so un-American, it's unacceptable.
[03:02:38.058 --> 03:02:39.659]  We should reject all of these claims.
[03:02:40.820 --> 03:02:42.040]  Guilty until proven innocent.
[03:02:42.040 --> 03:02:43.181]  You're innocent until proven guilty.
[03:02:43.181 --> 03:02:47.682]  But I see Kavanaugh's lawyer and others like, we need to believe women, period, or you're against women.
[03:02:47.682 --> 03:02:48.023]  No!
[03:02:48.023 --> 03:02:49.703]  You're a person just like a man.
[03:02:49.703 --> 03:02:51.064]  Men lie, women lie.
[03:02:51.064 --> 03:02:52.184]  I'm not putting up with this crap.
[03:02:52.184 --> 03:02:54.305]  And plus, all their witnesses say it's not true.
[03:02:54.305 --> 03:02:55.005]  Anything else, Matthew?
[03:02:55.973 --> 03:03:03.739]  Yeah, I just was, uh, I've been putting hashtag not you too lately just to tell people, like, I mean, it's just ridiculous.
[03:03:03.739 --> 03:03:08.223]  And it's just to show you how crazy it is in front of our eyes.
[03:03:08.223 --> 03:03:18.271]  Dude, I have seen stuff, I'm not going to say on air, when I was single for about a year, that was like the weirdest stuff at parties and stuff.
[03:03:18.271 --> 03:03:19.853]  And it's like a fetish or something.
[03:03:20.834 --> 03:03:26.537]  Where these liberal women come over, you'll be like at a party, sitting there drinking beer, and they go, I was raped a year ago.
[03:03:26.537 --> 03:03:27.838]  Well, I'm sorry to hear that.
[03:03:27.838 --> 03:03:29.518]  Yes, I'm afraid you'll take me to the back room.
[03:03:29.518 --> 03:03:31.599]  And you're like, okay, I'll see you later.
[03:03:31.599 --> 03:03:33.480]  I mean, thank you for the call, Matthew.
[03:03:33.480 --> 03:03:34.021]  What's going on?
[03:03:34.912 --> 03:03:35.612]  Well, I don't know.
[03:03:35.612 --> 03:03:39.675]  I mean, it's gotta be part of this culture of self-victimization, which is what's taught to children.
[03:03:39.675 --> 03:03:40.756]  That's how you're somebody.
[03:03:40.756 --> 03:03:41.476]  Taught to college.
[03:03:41.476 --> 03:03:42.037]  Right, right.
[03:03:42.037 --> 03:03:47.220]  Like I said, at a Halloween party, I was wearing a captain's hat, and I had people come over and say, are you a Nazi?
[03:03:47.220 --> 03:03:47.600]  What?
[03:03:47.600 --> 03:03:47.821]  What?
[03:03:47.821 --> 03:03:49.422]  And it was a captain hat with an anchor on it.
[03:03:49.422 --> 03:03:49.982]  Yeah.
[03:03:49.982 --> 03:03:53.825]  No, there's... I think Michael Savage has a new book about the mass hysteria.
[03:03:53.825 --> 03:03:55.085]  This is all mass hysteria.
[03:03:55.085 --> 03:03:58.648]  You notice that the things that liberals are afraid of are things that aren't real.
[03:03:58.648 --> 03:03:59.488]  Global warming.
[03:03:59.488 --> 03:04:02.010]  They think Nazis are running around America all day long.
[03:04:02.010 --> 03:04:04.592]  They think that... Yeah, America kicked Hitler's ash.
[03:04:05.593 --> 03:04:07.175]  Yeah, exactly.
[03:04:07.175 --> 03:04:14.823]  And we did that with a military and a conservative movement to protect America against foreign invaders.
[03:04:14.823 --> 03:04:20.690]  I say it's time to protect America again, and this whole culture of victimization needs to collapse and fail.
[03:04:22.151 --> 03:04:24.973]  Succeeding as an individual is a good thing.
[03:04:24.973 --> 03:04:28.196]  That's how America became a country, a strong country.
[03:04:28.196 --> 03:04:29.757]  NaturalNews.com, Mike, stay there.
[03:04:29.757 --> 03:04:31.818]  I want to come back and get more calls, but you're right.
[03:04:31.818 --> 03:04:39.044]  I mean, because again, your bold statement about Trump needs to declare martial law, the left has said we're in a civil emergency.
[03:04:39.044 --> 03:04:40.845]  They say martial law, remove him.
[03:04:40.845 --> 03:04:43.427]  How does he counter an illegal rogue group?
[03:04:43.427 --> 03:04:45.148]  You don't do that playing patty cake.
[03:04:45.148 --> 03:04:45.689]  No, and he's arrested.
[03:04:45.689 --> 03:04:50.572]  And so it takes courage to say what you said, because it's true.
[03:04:50.572 --> 03:04:51.033]  We'll be back.
[03:04:54.164 --> 03:05:01.629]  Whether you're looking to boost the benefits of our fish oil formula or just want an alternative, InfoWars Lite has the formula for you.
[03:05:01.629 --> 03:05:10.896]  Ultimate Krill Oil is a powerhouse formula that takes advantages of the EPA, DHA, and Omega-3s found in our high-quality, ultra-pure krill oil concentrate.
[03:05:10.896 --> 03:05:19.962]  Containing powerful antioxidants such as acid xanthan and Omega-3s, Ultimate Krill Oil can help you experience the benefits of fish oil with less required DHA and EPA.
[03:05:20.902 --> 03:05:32.348]  This incredible formula can help your body in many ways, including supporting heart health, joint health, and cognitive health, aiding and regulating fat metabolism, helping to maintain cognitive function, and more.
[03:05:32.348 --> 03:05:41.452]  And while other krill oil formulas may chemically modify their formulas, we're giving you the benefits of a simple formula that contains unmodified, high-quality krill oil concentrate.
[03:05:41.892 --> 03:05:44.655]  Paired with our Ultimate Fish Oil or used separately.
[03:05:44.655 --> 03:05:48.318]  It's time to see what Krill Oil can do for you with Ultimate Krill Oil.
[03:05:48.318 --> 03:05:50.460]  Now available at InfoWarsStore.com
[03:06:06.172 --> 03:06:10.596]  You are listening to an InfoWars.com Frontline Report.
[03:06:10.596 --> 03:06:13.879]  It's Alex Jones.
[03:06:13.879 --> 03:06:18.062]  Alright, Mike Adams.
[03:06:18.062 --> 03:06:20.084]  Everybody knows InfoWars is not about hype.
[03:06:20.084 --> 03:06:24.447]  It's why we're demonized, it's why they want to shut us down, it's why they're trying to, you know, get rid of us.
[03:06:24.447 --> 03:06:30.452]  The Democrats admitted COG, 25th Amendment, removed the President, civil emergency, national emergency.
[03:06:30.452 --> 03:06:33.215]  We've got CNN, ABC News, all of it pushing it.
[03:06:33.835 --> 03:06:38.779]  So when you put out your article pointing out the executive orders that exist that Obama put in, we're under an emergency.
[03:06:38.779 --> 03:06:42.301]  Trump bare minimum, he should declare another emergency to get rid of that.
[03:06:42.301 --> 03:06:44.142]  That's how the law works.
[03:06:44.142 --> 03:06:49.927]  And just like, remember they called him, in fact guys type this into a search engine, Trump acting dictatorially pulling out of TPP.
[03:06:49.927 --> 03:06:50.947]  Remember that?
[03:06:50.947 --> 03:06:53.970]  In like the 23rd of January, you know, two days into office.
[03:06:55.049 --> 03:07:01.196]  Two and a half days in office, he pulls out of the Pacific Partnership that was totally authoritarian, written by the globalists.
[03:07:01.196 --> 03:07:02.297]  They said, oh, you're a dictator.
[03:07:02.297 --> 03:07:05.621]  Well, why'd you give the president the power to unilaterally do that?
[03:07:05.621 --> 03:07:12.088]  Because you thought you'd always have a Hillary or an Obama or somebody else, you know, a lapdog, sociopath, crazy person like him.
[03:07:12.088 --> 03:07:14.050]  So we're not saying we want martial law.
[03:07:14.050 --> 03:07:16.673]  We're saying they've already brought us to that level.
[03:07:17.173 --> 03:07:26.198]  Well, remember, every government official and member of the military and police and so on swears an oath to defend America against enemies both foreign and domestic.
[03:07:26.198 --> 03:07:29.999]  Well, these are the domestic enemies that you've been warned about.
[03:07:29.999 --> 03:07:32.921]  The deep state, under Obama, they're the domestic enemies.
[03:07:32.921 --> 03:07:41.265]  And it is not only a legitimate exercise of power, but I believe our duty, Alex, and Trump's duty to excise this cancer.
[03:07:41.265 --> 03:07:41.825]  But that's it.
[03:07:41.825 --> 03:07:44.967]  If you've got them saying, we're going to overthrow you, we don't care about elections,
[03:07:45.567 --> 03:07:47.408]  What do you do when you've got cancer?
[03:07:47.408 --> 03:07:50.229]  It's like, I don't want martial law, but they already say we're under it.
[03:07:50.229 --> 03:07:51.329]  Well, we're right.
[03:07:51.329 --> 03:07:55.851]  I mean, look, even Trump said this is a cancer on society, the deep state.
[03:07:55.851 --> 03:07:59.332]  The deep state must be destroyed if America is to be saved.
[03:07:59.332 --> 03:08:00.832]  And that's worth repeating.
[03:08:00.832 --> 03:08:04.113]  Look, America has no future if we don't defeat the deep state.
[03:08:04.113 --> 03:08:09.075]  It's a bunch of spoiled, crazy bureaucrats on the Chinese payroll who are brought up to hate America.
[03:08:09.395 --> 03:08:11.357]  And with a communist background, by the way.
[03:08:11.357 --> 03:08:14.020]  Look at John Brennan, even James Comey has a questionable background.
[03:08:14.020 --> 03:08:14.260]  All of them.
[03:08:14.260 --> 03:08:16.683]  By the way, people think, you go look it up, they brag they're communist.
[03:08:16.683 --> 03:08:17.223]  They do.
[03:08:17.223 --> 03:08:18.004]  They do.
[03:08:18.004 --> 03:08:24.451]  And so, even, you know, former Soviet Union spies, you know, bragged about how do you take over a country like America?
[03:08:24.451 --> 03:08:28.775]  You do it by infiltrating from the inside, and then you take over the culture.
[03:08:28.775 --> 03:08:31.899]  And then you point your finger at the patriots and say they're the commies.
[03:08:32.219 --> 03:08:39.468]  There was a guy, Besmianev, I believe, he came to the United States and gave all these lectures about how the Soviets would do it.
[03:08:39.468 --> 03:08:43.914]  That plan has practically been carried out, 90% accomplished, under Obama.
[03:08:43.914 --> 03:08:47.619]  If you look at the 50-something communist plans to bring down America, it's all been done.
[03:08:47.859 --> 03:08:48.820]  Yeah, Yuri is his name.
[03:08:48.820 --> 03:08:50.021]  Yuri Bezmenev.
[03:08:50.021 --> 03:08:51.542]  He's the guy who did these lectures.
[03:08:51.542 --> 03:08:55.045]  So, you know, most Americans don't know what's happening.
[03:08:55.045 --> 03:08:57.427]  And the media is mostly theater.
[03:08:57.427 --> 03:09:00.429]  They're telling you that this opposition to Kavanaugh is about Roe vs. Wade.
[03:09:00.429 --> 03:09:02.631]  It has nothing to do with Roe vs. Wade.
[03:09:02.631 --> 03:09:04.452]  That's just the story they tell the protesters.
[03:09:04.452 --> 03:09:07.174]  It has to do with Trump having control of the Supreme Court.
[03:09:07.174 --> 03:09:08.895]  That's what it's all about, Alex.
[03:09:08.895 --> 03:09:09.896]  And I want to be clear.
[03:09:09.896 --> 03:09:15.801]  Russia got colonized by the globalists, the bankers, and they use it as an exploitation army to take us over.
[03:09:15.801 --> 03:09:17.262]  They've already been under the leftist system.
[03:09:18.021 --> 03:09:20.323]  We are under siege.
[03:09:20.323 --> 03:09:21.865]  This is what you have to understand.
[03:09:21.865 --> 03:09:26.289]  I know I went out on a limb to say this, Alex, and I took some criticism.
[03:09:26.289 --> 03:09:27.109]  I don't care.
[03:09:27.109 --> 03:09:28.250]  We are under siege.
[03:09:28.250 --> 03:09:30.032]  This is not a time to be meek.
[03:09:30.032 --> 03:09:32.354]  I'm not going to be like those rhinos in Washington.
[03:09:32.354 --> 03:09:37.118]  We have foreign powers in control of Democrats trying to cause a civil war.
[03:09:37.118 --> 03:09:41.462]  And so if we don't say stop it, and if we're not tough, they're going to push.
[03:09:42.503 --> 03:09:44.944]  And this is why we have to lose our support.
[03:09:44.944 --> 03:09:47.146]  Notice there have been no hit pieces though.
[03:09:47.146 --> 03:09:49.547]  Guys, type in Alex Jones in that news.
[03:09:49.547 --> 03:09:51.248]  Not since this morning, maybe now.
[03:09:51.248 --> 03:09:54.049]  Because they don't want this getting traction.
[03:09:54.049 --> 03:09:54.750]  No, they don't.
[03:09:54.750 --> 03:09:59.593]  They tend to focus on your things from the past.
[03:09:59.593 --> 03:10:01.674]  They don't want to talk about things that are happening right now.
[03:10:01.674 --> 03:10:03.195]  Because Obama is in meetings with Hillary.
[03:10:03.195 --> 03:10:04.976]  Yeah, click news guys.
[03:10:06.050 --> 03:10:10.972]  Obama is in meetings with Hillary and they're telling everybody we're the legitimate government.
[03:10:10.972 --> 03:10:11.732]  Trump's illegitimate.
[03:10:11.732 --> 03:10:14.853]  They don't want us to point out that they're illegitimate.
[03:10:14.853 --> 03:10:16.154]  And that Trump has the power.
[03:10:16.154 --> 03:10:18.275]  The power is in the executive branch right now.
[03:10:18.275 --> 03:10:24.057]  Trump is not only the CEO of the entire executive branch of government, he is the commander-in-chief of the military.
[03:10:24.057 --> 03:10:25.918]  And again, everybody's scared of power.
[03:10:25.918 --> 03:10:26.318]  So am I.
[03:10:28.174 --> 03:10:34.436]  The rogue state already has it and says they're operating under a civil emergency in the executive orders of Obama.
[03:10:34.436 --> 03:10:35.356]  Do you understand?
[03:10:35.356 --> 03:10:37.417]  Obama is in the middle of his third term.
[03:10:37.417 --> 03:10:38.257]  Yes, yes.
[03:10:38.257 --> 03:10:44.099]  And it's about exercising power in the interest of giving the country back to the people is a good thing.
[03:10:44.099 --> 03:10:45.319]  Exercising power to strip...
[03:10:46.079 --> 03:10:49.341]  Liberties and rights away from the people is a bad thing.
[03:10:49.341 --> 03:10:53.403]  So it's not about is power good or bad, it's how power is used.
[03:10:53.403 --> 03:10:56.944]  Obama used power to take away our liberties and to destroy our country from within.
[03:10:56.944 --> 03:11:00.426]  Well sure, you can't censor big tech if they want to censor.
[03:11:00.426 --> 03:11:02.187]  The First Amendment says you can't do it.
[03:11:02.187 --> 03:11:04.588]  It's a law that points out the rights you have.
[03:11:04.588 --> 03:11:06.089]  It's not a law that's taking rights.
[03:11:06.289 --> 03:11:13.834]  And Big Tech and the fake news media, Washington Post and so on, they are not operating independently.
[03:11:13.834 --> 03:11:16.676]  They are colluding and they're being given orders of what to do.
[03:11:16.676 --> 03:11:18.517]  Which is a cartel.
[03:11:18.517 --> 03:11:20.018]  Look, it's a deep state.
[03:11:20.018 --> 03:11:26.423]  Do you think it's a coincidence that you were banned and deplatformed by 12 companies in the same 36-hour window?
[03:11:26.423 --> 03:11:27.003]  No.
[03:11:27.003 --> 03:11:28.164]  They all received orders.
[03:11:28.164 --> 03:11:28.764]  And now it's 90.
[03:11:28.764 --> 03:11:30.425]  Is it really?
[03:11:30.425 --> 03:11:30.885]  Yeah.
[03:11:30.885 --> 03:11:32.447]  Well, PayPal, all this.
[03:11:32.447 --> 03:11:33.407]  Let's go to some phone calls.
[03:11:33.407 --> 03:11:34.468]  You guys have really been trippers.
[03:11:34.468 --> 03:11:35.088]  I appreciate you.
[03:11:35.088 --> 03:11:36.029]  It's been all the longest here.
[03:11:36.850 --> 03:11:38.331]  Do-do-do-do-do-do.
[03:11:38.331 --> 03:11:40.633]  Miles in Michigan's been a long time.
[03:11:40.633 --> 03:11:42.755]  Duncan in Idaho.
[03:11:42.755 --> 03:11:44.276]  Mike in Minnesota.
[03:11:44.276 --> 03:11:45.537]  Let's go to Duncan in Idaho.
[03:11:45.537 --> 03:11:48.420]  Duncan, thanks for holding it on the air with Mike Adams.
[03:11:48.420 --> 03:11:50.401]  Hey, thanks Alex and Mike.
[03:11:50.401 --> 03:12:02.312]  In the Declaration of Independence, Thomas Jefferson stated that he is combined with others to subject us to a jurisdiction foreign to our Constitution and unacknowledged by our laws.
[03:12:02.827 --> 03:12:03.207]  We're good.
[03:12:28.459 --> 03:12:31.723]  Absolutely.
[03:12:31.723 --> 03:12:33.625]  In fact, it becomes a dereliction of duty.
[03:12:33.625 --> 03:12:34.466]  Yes.
[03:12:34.466 --> 03:12:35.747]  Yeah, he has the power.
[03:12:35.747 --> 03:12:40.152]  The thing is, he is already working to assert that power, and yet he is being defied.
[03:12:40.152 --> 03:12:41.073]  Well, that's the problem.
[03:12:41.073 --> 03:12:45.958]  That's why he has to go to the military and the people, because they just ignore everything he says.
[03:12:45.958 --> 03:12:46.339]  That's right.
[03:12:46.559 --> 03:12:47.199]  Under law.
[03:12:47.199 --> 03:12:50.501]  If they will not follow the orders.
[03:12:50.501 --> 03:12:56.703]  It's like the judge walks in and the bailiff says F you and the court reporter says F you and everybody else does.
[03:12:56.703 --> 03:12:57.563]  What are you supposed to do?
[03:12:57.563 --> 03:13:01.145]  Well, if Obama had ordered declassified documents, they followed that.
[03:13:01.145 --> 03:13:01.545]  And they did.
[03:13:01.545 --> 03:13:03.226]  He did that many times, by the way.
[03:13:03.226 --> 03:13:05.486]  It's only when Trump orders things that they follow.
[03:13:05.486 --> 03:13:07.267]  So we're seeing open rebellion.
[03:13:07.267 --> 03:13:10.689]  That's exactly what it is and that's why... And we're not the ones calling for rebellion.
[03:13:10.689 --> 03:13:11.589]  We want our republic back.
[03:13:11.989 --> 03:13:15.730]  We want the restoration of the rule of law, the restoration of our republic.
[03:13:15.730 --> 03:13:16.390]  That's all we're asking.
[03:13:16.390 --> 03:13:18.551]  Because we don't fear declassification.
[03:13:18.551 --> 03:13:20.172]  Release my FBI file publicly.
[03:13:20.172 --> 03:13:24.793]  By the way, we don't have worship of Trump as an individual.
[03:13:24.793 --> 03:13:27.994]  We have loyalty to Trump as long as he's loyal to our Constitution.
[03:13:27.994 --> 03:13:28.775]  And I'm going to take that.
[03:13:28.775 --> 03:13:29.235]  Exactly.
[03:13:29.235 --> 03:13:30.435]  As long as he's loyal, we're loyal.
[03:13:30.435 --> 03:13:31.135]  That's right.
[03:13:31.135 --> 03:13:33.476]  If he turns against the Constitution, we turn against Trump.
[03:13:33.476 --> 03:13:35.477]  But he is so stubborn and everything.
[03:13:35.477 --> 03:13:36.117]  He can't do it.
[03:13:37.031 --> 03:13:38.572]  Can't do what?
[03:13:38.572 --> 03:13:39.572]  People that know Trump well.
[03:13:39.572 --> 03:13:41.173]  He's committed.
[03:13:41.173 --> 03:13:42.394]  Oh, absolutely.
[03:13:42.394 --> 03:13:44.835]  And that's why I have faith in Trump.
[03:13:44.835 --> 03:13:46.836]  That's why they hate him because he doesn't listen to them.
[03:13:47.461 --> 03:13:55.663]  Because he is dedicated to the Constitution, the Bill of Rights, and protecting America from these deep state traitors.
[03:13:55.663 --> 03:14:00.045]  And as long as Trump has that in his heart, then he has our loyalty and our support.
[03:14:00.045 --> 03:14:03.726]  And we can't be pig-like and expect he's going to do somersaults over all this.
[03:14:03.726 --> 03:14:04.826]  He's trying as hard as he can.
[03:14:04.826 --> 03:14:05.346]  Right, right.
[03:14:05.346 --> 03:14:08.807]  I mean, look at what is against him.
[03:14:08.807 --> 03:14:10.828]  Every institution in America is against Trump.
[03:14:12.048 --> 03:14:15.270]  The media, the universities, the financial institutions.
[03:14:15.270 --> 03:14:15.831]  It's incredible.
[03:14:15.831 --> 03:14:16.891]  Except the Pentagon.
[03:14:16.891 --> 03:14:18.632]  He's got the Pentagon on his side.
[03:14:18.632 --> 03:14:19.713]  Duncan, God bless you.
[03:14:19.713 --> 03:14:20.013]  Yeah, yeah.
[03:14:20.013 --> 03:14:20.574]  Thank you, Duncan.
[03:14:20.574 --> 03:14:22.415]  Let's take another call.
[03:14:22.415 --> 03:14:23.315]  We've got a break.
[03:14:23.315 --> 03:14:26.317]  Let's go ahead and talk to Mike in Minnesota.
[03:14:26.317 --> 03:14:26.978]  Thanks for holding, Mike.
[03:14:26.978 --> 03:14:29.639]  Go ahead.
[03:14:29.639 --> 03:14:32.221]  Hey, good afternoon, Mr. Jones and Mr. Adams.
[03:14:32.221 --> 03:14:33.722]  Welcome.
[03:14:33.722 --> 03:14:34.823]  Can you hear me okay?
[03:14:34.823 --> 03:14:35.003]  Yes.
[03:14:37.724 --> 03:14:55.634]  Before you guys went to your last break, really quick, and then you just went to your break, you mentioned about Trump, you know, step up, drain the swamp, clean out the deep state, and then give a date and resign and leave on a hero's note like Washington.
[03:14:55.634 --> 03:14:58.896]  While I think that's epic, you know,
[03:14:59.774 --> 03:15:01.015]  In what, less than two years?
[03:15:01.015 --> 03:15:06.240]  He's already managed to undo a pretty significant chunk of the damage done in the last 24.
[03:15:06.240 --> 03:15:16.870]  I think it would probably be best to, you know, stay in, do a second term, you know, that's allotted, and cement the foundation for the next president.
[03:15:18.240 --> 03:15:37.736]  Well, I hear you on this point, and my only point about announcing a resignation date is if he's forced into a situation where he has to declare martial law in order to keep civility in America, he needs to also assure the American people that that is a very temporary thing, and that he will not maintain that position on an ongoing basis.
[03:15:37.736 --> 03:15:38.897]  That was my whole point about that.
[03:15:40.100 --> 03:15:41.922]  There are so many factors here, who knows what's going to happen.
[03:15:41.922 --> 03:15:44.585]  Hold on, we're going to come back and we got Matt Bracken.
[03:15:44.585 --> 03:15:50.671]  We're going to do one more segment and then Matt Bracken's going to be here and I'm going to have Owen Troyer in here as well with some of the InfoWars Army stuff they're doing.
[03:15:50.671 --> 03:15:51.312]  InfoWars.com.
[03:15:51.312 --> 03:15:51.773]  Thanks for your call.
[03:15:54.815 --> 03:15:56.636]  I came back to my sunshine.
[03:15:56.636 --> 03:15:59.457]  For the best hot or cold pain relief, get the best.
[03:15:59.457 --> 03:16:01.358]  Get a Sunny Bay Heating Pad.
[03:16:01.358 --> 03:16:06.421]  Sometimes, life can be a pain in the neck, or back, or shoulder.
[03:16:06.421 --> 03:16:09.702]  And the best relief for that pain is a Sunny Bay Heating Pad.
[03:16:09.702 --> 03:16:15.966]  Did you know that the American College of Physicians said that one of the best ways to treat muscle pain is heat therapy?
[03:16:15.966 --> 03:16:20.728]  Sunny Bay Heating Pads are handmade with high quality, can be used at home or at work.
[03:16:20.928 --> 03:16:25.513]  And have a lifetime 100% positive rating on both Amazon and Etsy.
[03:16:25.513 --> 03:16:26.935]  Why take another pill?
[03:16:26.935 --> 03:16:31.180]  Many people use our Sunny Bay heating pads alone and got rid of the neck pain.
[03:16:31.180 --> 03:16:35.605]  Long distance travel or long hours in front of a computer can take its toll on your body.
[03:16:35.925 --> 03:16:39.147]  Our homegrown small business tries to help people just like us.
[03:16:39.147 --> 03:16:44.370]  That's why we design and test our handmade products with great care before we introduce them to the public.
[03:16:44.370 --> 03:16:47.372]  You can easily find Sunny Bay Heating Pads on Amazon.
[03:16:47.372 --> 03:16:50.934]  Just go to Amazon.com and search for Sunny Bay Heating Pads.
[03:16:53.689 --> 03:16:56.331]  Hunters, anglers, campers and survivalists.
[03:16:56.331 --> 03:16:57.451]  Get back to nature.
[03:16:57.451 --> 03:17:04.756]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[03:17:04.756 --> 03:17:08.158]  Slingbow products are compact and models start from just $17.98.
[03:17:08.158 --> 03:17:11.740]  They're perfect for your bug out bag or storing in your vehicle.
[03:17:11.740 --> 03:17:15.902]  Give yourself and your loved ones the excitement and tradition of slingbow.
[03:17:15.902 --> 03:17:20.465]  A new frontier in archery and truly modern twist on this primitive survival tool.
[03:17:20.465 --> 03:17:23.147]  Feel the thrill only at slingbow.com.
[03:17:23.547 --> 03:17:27.009]  Water is the single most important thing your body needs.
[03:17:27.009 --> 03:17:30.311]  So you want to be sure it's the best for you and your family.
[03:17:30.311 --> 03:17:34.593]  Since 2005, thousands have depended on Berkey Purified Water.
[03:17:34.593 --> 03:17:39.196]  The Berkey guy provides the lowest price filtration systems in every size.
[03:17:39.196 --> 03:17:44.779]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[03:17:44.779 --> 03:17:44.899]  877-886-3653.
[03:17:44.899 --> 03:17:45.259]  GoBerkey.com
[03:17:54.181 --> 03:17:58.079]  Words cannot describe how big the stakes are for the future of humanity right now.
[03:17:59.423 --> 03:18:08.126]  InfoWars is being openly targeted by the Democratic Party, leftist CIA operatives, the corrupt Justice Department, and the entire Soros crime syndicate.
[03:18:08.126 --> 03:18:10.087]  People say, why would you start a fight with them?
[03:18:10.087 --> 03:18:13.548]  Because they were already dominating and running America into the ground.
[03:18:13.548 --> 03:18:16.169]  And I knew we had no future if we didn't do this.
[03:18:16.169 --> 03:18:18.470]  So we've already had incredible success.
[03:18:18.470 --> 03:18:25.413]  But if you will simply realize how epic this is, and understand how real this fight is, and why we've been made the main target,
[03:18:25.953 --> 03:18:35.735]  And if you financially support us, if you spread the word about our articles and videos at InfoWars.com, we won't just continue to stand up against these brutal scumbags.
[03:18:35.735 --> 03:18:36.935]  We'll win.
[03:18:36.935 --> 03:18:39.256]  We have huge sales at InfoWarsStore.com right now.
[03:18:39.256 --> 03:18:46.977]  And we're still able to operate the shopping cart and get stuff shipped out to you, despite the fact that we're trying to block our commerce and your right to the market.
[03:18:46.977 --> 03:18:50.678]  But if you don't stand up and support us financially, Soros and Globos may win.
