[00:15.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[3:17:40.640 --> 3:17:48.640]  But whatever you do, pray for justice and pray for freedom and pray for the children and pray for free speech and justice to win.
[3:17:48.640 --> 3:18:01.640]  Thank you so much for joining us. I'll spread the word, my friends. We're involved in an epic, historic battle.
[3:18:01.640 --> 3:18:05.640]  Infowars is only about bringing you amazing products that really work.
[3:18:05.640 --> 3:18:10.640]  So we looked at the supplement market that we fund a lot of our operations with, and we said,
[3:18:10.640 --> 3:18:18.640]  what are the best selling natural, healthy, anti-fat weight loss products that are out there? We went and looked at the top 10.
[3:18:18.640 --> 3:18:22.640]  They all had the same ingredients in common that is in this product.
[3:18:22.640 --> 3:18:35.640]  But with our new product from X7, diet force, we got the very best concentrates of these known natural essences that just do amazing things for your body.
[3:18:35.640 --> 3:18:43.640]  So I've lost almost 40 pounds. I'm so a little bit overweight in the last three months, and I've been doing it using diet force and also exercise.
[3:18:43.640 --> 3:18:49.640]  Well, now diet force is exclusively available right now at Infowarsstore.com, 40% off.
[3:18:49.640 --> 3:18:54.640]  Infowarsstore.com, diet force. You need to take this product. It really works.
[3:18:54.640 --> 3:19:02.640]  We are now living in the void, sliding towards collapse in the strange space between what we've known and what's to come.
[3:19:02.640 --> 3:19:15.640]  And right now, the most important thing to remember is, don't panic. Stay calm, because now is the time that we must get our bearings and steer the ship onto a safe sound course.
[3:19:15.640 --> 3:19:22.640]  There is nothing stopping we the people from making our own rules and building our own society.
[3:19:22.640 --> 3:19:28.640]  All we got to do is survive the crash. And right now, we still have time to prepare.
[3:19:28.640 --> 3:19:41.640]  The world fiat currency system is racing towards zero. It's time to convert it into hard assets now, including food, water and survival gear to keep us strong and at the ready.
[3:19:41.640 --> 3:20:06.640]  Go to preparedtoday.com for the essentials, storable foods, water filtration, first aid, power and more at preparedtoday.com.
[3:20:06.640 --> 3:20:20.640]  You thought the lead in winter would bring you down forever, but you rode upon a steamer to the violence of the sun.
[3:20:20.640 --> 3:20:29.640]  Broadcasting live from the UN stronghold, Austin, Texas. You are listening to the Alex Jones show.
[3:20:29.640 --> 3:20:38.640]  The colors of the sea, find your eyes with trembling mammoths, and you'll talk to the distant beaches with tales of regularities.
[3:20:38.640 --> 3:20:47.640]  How his naked nears were tortured by the sirens sweetly singing, but the sparkling waves are calling you to kiss the white ladies.
[3:20:47.640 --> 3:20:59.640]  We ran some promos earlier, because for some reason, Robert Mars was sitting around for like an hour waiting to go on air, and he was supposed to be on air, so he left. But he's coming back, we're going to host.
[3:20:59.640 --> 3:21:08.640]  There's so little human communication now, though, like person to person. And that's how the globalists are beating us, is people don't communicate with each other.
[3:21:08.640 --> 3:21:18.640]  It's a shopping mall, or the store, or church, or anywhere, and that's why we're becoming mentally retarded. That's really the fount of all of this.
[3:21:18.640 --> 3:21:26.640]  The epicenter, the progenitor, the patient zero of it. And if you want to be unconscious and die, go ahead.
[3:21:26.640 --> 3:21:34.640]  That's what people are getting Alzheimer's when they're 20 years old now, because they're not making the human connections.
[3:21:34.640 --> 3:21:44.640]  And to watch humanity dying is so sad. I mean, I'm dying too, but it's like Helter Skelter coming down fast but a mile's above you.
[3:21:44.640 --> 3:21:48.640]  I mean, the globalists are trying to break down humanity.
[3:21:48.640 --> 3:21:57.640]  So I had a lot to cover, prepared for hours for this, but you know, we've been sitting around for 20 minutes, sitting there like gorillas knocking our head up against the wall.
[3:21:57.640 --> 3:22:04.640]  It won't matter soon if the food's getting cut off and then it just gets cut off. And I think it's actually a good thing. We've already killed so many kids in the womb.
[3:22:04.640 --> 3:22:10.640]  Let's just start starving everybody to death right out of the oven. That is where we are.
[3:22:10.640 --> 3:22:27.640]  All the wimps that have lived off the system, all the frauds that have hidden behind their BS, it's all over now.
[3:22:27.640 --> 3:22:34.640]  Because you're unconscious, you will die. Because you're living a dream, you will be destroyed.
[3:22:34.640 --> 3:22:43.640]  We don't live in a dream here. I don't live in a fantasy land. I live in the real world.
[3:22:43.640 --> 3:22:49.640]  That's painful to watch.
[3:22:49.640 --> 3:23:00.640]  But nevertheless, everybody's got their own idea of how things work, so you go ahead and do it your way and see what happens.
[3:23:00.640 --> 3:23:13.640]  I have a few video clips I want to play here, and one of them is Dick Cheney, the war criminal, the torture master, the architect of 9-11, the globalist criminal,
[3:23:13.640 --> 3:23:22.640]  the guy that sold America out for the Council on Foreign Relations and made jokes about it on national TV, how he was an enemy of America,
[3:23:22.640 --> 3:23:35.640]  has the nerve to get up and say people running against his daughter in her congressional race are the enemies, and that Trump is the enemy.
[3:23:35.640 --> 3:23:44.640]  Trump's got his set of problems, but he sure as hell isn't evil on purpose, and he's not trying to screw over the American people like Dick Cheney.
[3:23:44.640 --> 3:23:52.640]  And that's why when I saw this early this morning, I woke up at 5 a.m., there was already millions of views of the video and hundreds of thousands of comments,
[3:23:52.640 --> 3:24:00.640]  and I spent five minutes when I got up making my coffee, I only read the first hundred comments or so, saying, we hate you, you're a warmonger,
[3:24:00.640 --> 3:24:08.640]  you're a criminal, you're a liar, you're a globalist, and all these clips of Cheney saying horrible, globalist things.
[3:24:08.640 --> 3:24:19.640]  And I had a real sense of satisfaction and success in that of the five clips I watched of Cheney being dismantled,
[3:24:19.640 --> 3:24:23.640]  three of them were from my films, like Endgame.
[3:24:23.640 --> 3:24:29.640]  I know the music because we got it originally scored by a musician.
[3:24:29.640 --> 3:24:38.640]  And it's just so fun to be 15 years later, see a film I made, and there's a little clip online to counter Cheney, and it's our work.
[3:24:38.640 --> 3:24:43.640]  That's real satisfaction, because you're not getting the credit for it, you just know you did it.
[3:24:43.640 --> 3:24:53.640]  That was wait staying up till midnight, 2 a.m., getting it done, with Graham Reynolds who made this music.
[3:24:53.640 --> 3:24:56.640]  It's just wonderful.
[3:24:56.640 --> 3:25:02.640]  So here's Cheney's minute long, disgusting ad, and here's the real takeaway.
[3:25:02.640 --> 3:25:06.640]  He's universally reviled by conservatives and liberals.
[3:25:06.640 --> 3:25:15.640]  He's known as a fraud, as a Halliburton, Enron scammer, warmongering war criminal.
[3:25:15.640 --> 3:25:24.640]  Hated across the left and right, and he thinks he's coming to the rescue of his daughter that in two weeks or 12 days is gone.
[3:25:24.640 --> 3:25:28.640]  They actually still think they have power.
[3:25:28.640 --> 3:25:30.640]  They actually still think they're in charge.
[3:25:30.640 --> 3:25:39.640]  They actually still think what they say and do has an effect, and that's what's disgusting about it.
[3:25:39.640 --> 3:25:43.640]  But it's also what's funny about it.
[3:25:43.640 --> 3:25:45.640]  The establishment's done.
[3:25:45.640 --> 3:25:48.640]  The only question is, can they take us down with us?
[3:25:48.640 --> 3:25:49.640]  So here's Cheney.
[3:25:49.640 --> 3:25:57.640]  In our nation's 246 year history, there has never been an individual who is a greater threat to our republic than Donald Trump.
[3:25:57.640 --> 3:26:04.640]  He tried to steal the last election using lies and violence to keep himself in power after the voters had rejected him.
[3:26:04.640 --> 3:26:05.640]  He is a coward.
[3:26:05.640 --> 3:26:07.640]  A real man wouldn't lie to his supporters.
[3:26:07.640 --> 3:26:10.640]  He lost his election, and he lost big.
[3:26:10.640 --> 3:26:11.640]  I know it.
[3:26:11.640 --> 3:26:12.640]  He knows it.
[3:26:12.640 --> 3:26:15.640]  And deep down, I think most republicans know it.
[3:26:15.640 --> 3:26:23.640]  Lynn and I are so proud of Liz for standing up for the truth, doing what's right, honoring her oath to the Constitution.
[3:26:23.640 --> 3:26:27.640]  And so many in our party are too scared to do so.
[3:26:27.640 --> 3:26:28.640]  Liz is fearless.
[3:26:28.640 --> 3:26:30.640]  She never backs down from the fight.
[3:26:30.640 --> 3:26:38.640]  There is nothing more important she will ever do than lead the effort to make sure Donald Trump is never again near the Oval Office.
[3:26:38.640 --> 3:26:40.640]  And she will succeed.
[3:26:40.640 --> 3:26:45.640]  I am Dick Cheney. I proudly voted for my daughter. I hope you will too.
[3:26:45.640 --> 3:26:49.640]  I'm Liz Cheney, and I approve this message.
[3:26:49.640 --> 3:26:58.640]  Back at the Council on Foreign Relations, as Pete mentioned, I've been a member for a long time and was actually a director for some period of time.
[3:26:58.640 --> 3:27:04.640]  I never mentioned that when I was campaigning for re-election back home in Wyoming.
[3:27:04.640 --> 3:27:12.640]  Imagine how dumb you think he thinks you are. He goes on C-SPAN when he was vice president and says,
[3:27:12.640 --> 3:27:19.640]  They don't know in Wyoming I'm with the CFR, which is Gold's end American sovereignty and erase the borders and all the rest of it.
[3:27:19.640 --> 3:27:24.640]  But he's got to brag to his white shoe boy, Jackoffs.
[3:27:24.640 --> 3:27:33.640]  Just like Biden did six years ago before they left office, he gets up on C-SPAN with the head of the CFR, Richard Haas.
[3:27:33.640 --> 3:27:39.640]  And he goes, Yeah, we told that prosecutor you'd investigate me and my son.
[3:27:39.640 --> 3:27:47.640]  Well, have you fired? If you want that billion dollars, fire him instead of a bitch. An hour later they fired him.
[3:27:47.640 --> 3:27:52.640]  It's the sick part is these weird Ivy League old white men.
[3:27:52.640 --> 3:27:57.640]  And that's who they are. I'm not against white people, but you don't know about white people. It's these people.
[3:27:57.640 --> 3:28:04.640]  You want to sit up there and lecture us and do all this while they fund all the black lives matter so we all kill each other.
[3:28:04.640 --> 3:28:13.640]  I am so sick of old white men, not the average old white man, they're great people, but this little clique that thinks they're better than everybody.
[3:28:13.640 --> 3:28:17.640]  You know who's screwing everybody over? Old white men.
[3:28:17.640 --> 3:28:23.640]  They try to run and say your seven year old son hadn't had his balls chopped off, so he's the reason the world ain't good.
[3:28:23.640 --> 3:28:29.640]  No Dick Cheney, it's because you ain't had your robotic heart torn out.
[3:28:29.640 --> 3:28:36.640]  Lovingly, figuratively, non-violently, politically. I wish no harm against Cheney. I want to turn him into a martyr.
[3:28:36.640 --> 3:28:42.640]  I want to turn him into the demon he is and I want to politically and culturally assassinate his credibility.
[3:28:42.640 --> 3:28:48.640]  Not physically, but I want to destroy that old evil white man.
[3:28:48.640 --> 3:28:53.640]  Stay with us. We'll be right back. Infowars.com
[3:29:30.640 --> 3:29:42.640]  Books, films, t-shirts, great supplements, vitamin real fusion, body's ultimate turmeric formula, Ultra 12, diet force, so much more right now at Infowars.com
[3:29:42.640 --> 3:29:49.640]  Whatever you do, pray for justice and pray for freedom and pray for the children and pray for free speech and justice to win.
[3:29:49.640 --> 3:29:55.640]  Thank you so much for joining us. I'll spread the word, my friends. We're involved in an epic historic battle.
[3:29:55.640 --> 3:30:03.640]  We are now living in the void, sliding towards collapse in the strange space between what we've known and what's to come.
[3:30:03.640 --> 3:30:16.640]  And right now, the most important thing to remember is, don't panic. Stay calm, because now is the time that we must get our bearings and steer the ship onto a safe sound course.
[3:30:16.640 --> 3:30:23.640]  There is nothing stopping we, the people, from making our own rules and building our own society.
[3:30:23.640 --> 3:30:28.640]  All we gotta do is survive the crash. And right now, we still have time to prepare.
[3:30:28.640 --> 3:30:35.640]  The world fiat currency system is racing towards zero. It's time to convert it into hard assets.
[3:30:35.640 --> 3:30:45.640]  Now, including food, water, and survival gear, to keep us strong and at the ready, go to preparedtoday.com for the essentials.
[3:30:45.640 --> 3:30:54.640]  Storeable foods, water filtration, first aid, power, and more at preparedtoday.com
[3:30:54.640 --> 3:31:01.640]  If you're like myself and so many other people on this planet, especially as you get older, you gain weight, even if you eat a lot less.
[3:31:01.640 --> 3:31:06.640]  I gotta tell you, Info Wars is only about bringing you amazing products that really work.
[3:31:06.640 --> 3:31:11.640]  So we looked at the supplement market that we fund a lot of our operations with, and we said,
[3:31:11.640 --> 3:31:17.640]  what are the best-selling, natural, healthy, anti-fat weight loss products that are out there?
[3:31:17.640 --> 3:31:23.640]  We went and looked at the top ten, and they all had the same ingredients in common that is in this product.
[3:31:23.640 --> 3:31:35.640]  But with our new product from X7, Diet Force, we got the very best concentrates of these known natural essences that's just two amazing things for your body.
[3:31:35.640 --> 3:31:43.640]  And so I've lost almost 40 pounds, I'm just a little bit overweight, in the last three months, and I've been doing it using Diet Force and also Exercise.
[3:31:43.640 --> 3:31:50.640]  Well, now Diet Force is exclusively available right now at InfoWarsStore.com, 40% off.
[3:31:50.640 --> 3:31:55.640]  InfoWarsStore.com, Diet Force, you need to take this product, it really works.
[3:31:55.640 --> 3:32:01.640]  People say Alex Jones is crazy, he's a conspiracy theory guy, he's a nutcase, he's got these rants and all that.
[3:32:01.640 --> 3:32:09.640]  What they miss is that this guy's ahead of the curve on so many different topics of signal, not noise.
[3:32:09.640 --> 3:32:15.640]  If you look at the signal, and you compare that to PBS and NPR and BBC,
[3:32:15.640 --> 3:32:21.640]  and we'll do what Alex Jones put out there versus what your collective body has put out there,
[3:32:21.640 --> 3:32:25.640]  and if you're a sentient human being and just watching it, you say, well, Alex Jones is ahead of this,
[3:32:25.640 --> 3:32:27.640]  not only that, he kind of explained it.
[3:32:27.640 --> 3:32:30.640]  You are one of the great thinkers of this.
[3:32:30.640 --> 3:32:35.640]  That is very rare, you've got to go back almost to the revolutionary generation and see that.
[3:32:35.640 --> 3:32:42.640]  In this new book, I've got to tell you, when Tony Lyons first approached me, I read this thing, I go, this is it, this is no beetroot.
[3:32:42.640 --> 3:32:46.640]  You're not going to be flipping pages, you're going to be having a pin out and you're going to be underlining stuff.
[3:32:46.640 --> 3:33:13.640]  Great Reset by Alex Jones. Order your copy now at Amazon or infowarstore.com.
[3:33:23.640 --> 3:33:25.640]  Welcome back.
[3:33:25.640 --> 3:33:34.640]  Robert Barnes rides the shotgun with me, if he'll do it, I'll co-host the War Room with him and Owen coming up here in about 45 minutes or now 30 minutes.
[3:33:34.640 --> 3:33:40.640]  Barnes, you're a great constitutional lawyer, work for President Trump, a lot of great work, you're suing Pfizer's success with the big whistleblower,
[3:33:40.640 --> 3:33:44.640]  you have the number one cases for all the documents, it's literally exposing them right now.
[3:33:44.640 --> 3:33:50.640]  But watching this trial, I don't talk about myself all day, but watching this, have you ever seen anything like it?
[3:33:50.640 --> 3:33:57.640]  I mean, it's a complete railroading in the sense that they designed this case and scripted it for just a different ending than the ending they got.
[3:33:57.640 --> 3:34:00.640]  They did everything possible to orchestrate a particular ending.
[3:34:00.640 --> 3:34:09.640]  The ending was supposed to be the death of Alex Jones, the end of Alex Jones, a verdict that's 100 million, 150 million, and then another 100 million.
[3:34:09.640 --> 3:34:12.640]  This morning when they came in, they looked like they were pop balloons.
[3:34:12.640 --> 3:34:17.640]  Oh, no doubt, I mean, Bankston the other day was trying to spin, well, we'll get a massive punitive damages.
[3:34:17.640 --> 3:34:19.640]  Look at AP, 270 million.
[3:34:19.640 --> 3:34:20.640]  Yeah, exactly.
[3:34:20.640 --> 3:34:22.640]  I don't have 5 million in assets.
[3:34:22.640 --> 3:34:27.640]  I was ready to sworn statement, show all my bank accounts and my house and everything.
[3:34:27.640 --> 3:34:35.640]  Well, and the assessment makes no sense because he's saying that Infowars is worth something that if you retired tomorrow is actually in the hole.
[3:34:35.640 --> 3:34:37.640]  That's why Infowars is in free time.
[3:34:37.640 --> 3:34:43.640]  It's like Michael Jordan, the bulls are great while he's there if he leaves, I'm not trying to compare myself to that, but that's the analogy.
[3:34:43.640 --> 3:34:44.640]  Absolutely it is.
[3:34:44.640 --> 3:34:54.640]  I mean, I've never seen a media valuation of a company that is based on continued, you know, if you work for the next 50 years, maybe that much money could possibly come in over 50 years.
[3:34:54.640 --> 3:34:57.640]  Let's say Schwarzenegger signed to a certain studio for five more films.
[3:34:57.640 --> 3:35:00.640]  He ends that contract that values not there back when he was the top guy.
[3:35:00.640 --> 3:35:01.640]  Exactly.
[3:35:01.640 --> 3:35:04.640]  So this economic valuation does not have any economic merit whatsoever.
[3:35:04.640 --> 3:35:07.640]  It's something that nobody credibly would put out there at all.
[3:35:07.640 --> 3:35:08.640]  But he did worse than that.
[3:35:08.640 --> 3:35:13.640]  He got up before I left this morning and said, Jones made $61 million last year.
[3:35:13.640 --> 3:35:15.640]  We didn't gross that.
[3:35:15.640 --> 3:35:16.640]  It was just a made up number.
[3:35:16.640 --> 3:35:17.640]  Exactly.
[3:35:17.640 --> 3:35:18.640]  I mean, where do they get that?
[3:35:18.640 --> 3:35:23.640]  Well, the other thing is it's kind of extraordinary for all the claims that you didn't turn over discovery.
[3:35:23.640 --> 3:35:28.640]  How is it they have all of these detailed information that they can cope with these crazy projections?
[3:35:28.640 --> 3:35:31.640]  The reality is, of course, everything was turned over.
[3:35:31.640 --> 3:35:35.640]  But what is turned over, they're misestimating and miscalculating and misallocating.
[3:35:35.640 --> 3:35:37.640]  Well, I'll tell you what 61 million was.
[3:35:37.640 --> 3:35:39.640]  It was four years of supplement purchases.
[3:35:39.640 --> 3:35:40.640]  Right.
[3:35:40.640 --> 3:35:41.640]  Which we gave them.
[3:35:41.640 --> 3:35:42.640]  Right.
[3:35:42.640 --> 3:35:43.640]  Exactly.
[3:35:43.640 --> 3:35:44.640]  They go, what is this PQPR money paid?
[3:35:44.640 --> 3:35:45.640]  It's the damn product.
[3:35:45.640 --> 3:35:46.640]  Right.
[3:35:46.640 --> 3:35:47.640]  Oh, exactly.
[3:35:47.640 --> 3:35:48.640]  Down to the receipts.
[3:35:48.640 --> 3:35:53.640]  And anybody who knows how the model works, they don't have an expert that's in this particular market space,
[3:35:53.640 --> 3:35:56.640]  either the media space or in the supplement space.
[3:35:56.640 --> 3:35:58.640]  Well, he's like that economist in back at school.
[3:35:58.640 --> 3:35:59.640]  Yes.
[3:35:59.640 --> 3:36:00.640]  Yes, exactly.
[3:36:00.640 --> 3:36:01.640]  We're going to make those widgets.
[3:36:01.640 --> 3:36:02.640]  Where are we going to make those widgets?
[3:36:02.640 --> 3:36:05.640]  And Rodney Dangerfield explains how the real economy works.
[3:36:05.640 --> 3:36:09.640]  And then when he shot down Rodney, the Rodney Dangerfield says, well, if you're going to build this factory,
[3:36:09.640 --> 3:36:12.640]  you should build it in Disneyland because that's where fantasies come true.
[3:36:12.640 --> 3:36:15.640]  And that's the nature of the entire testimony that's been presented.
[3:36:15.640 --> 3:36:19.640]  It's also why they had to not allow you to present any evidence,
[3:36:19.640 --> 3:36:24.640]  because an honest evaluation would say that there isn't this crazy estimation,
[3:36:24.640 --> 3:36:26.640]  this crazy value out there that they're putting out there.
[3:36:26.640 --> 3:36:27.640]  They knew that.
[3:36:27.640 --> 3:36:29.640]  Otherwise, they wouldn't demand no defense.
[3:36:29.640 --> 3:36:30.640]  But here's the little secret.
[3:36:30.640 --> 3:36:34.640]  They don't want me to say it until everything's closed out.
[3:36:34.640 --> 3:36:38.640]  But under Texas law, their $4 million judgment is half.
[3:36:38.640 --> 3:36:44.640]  And if they do a huge billion dollar punitive, it's capped at one point something million.
[3:36:44.640 --> 3:36:45.640]  Yeah, it's $750,000.
[3:36:45.640 --> 3:36:46.640]  Bankston was out there the other day.
[3:36:46.640 --> 3:36:50.640]  The plaintiff's lawyer was out there spinning to the media how there could be,
[3:36:50.640 --> 3:36:54.640]  there was going to be a $50 million, $100 million kind of judgment coming in punitive damages.
[3:36:54.640 --> 3:36:56.640]  Completely got wrong.
[3:36:56.640 --> 3:36:59.640]  The media was recycling this as if it was the truth about Texas law.
[3:36:59.640 --> 3:37:03.640]  The AP says I'm worth $270 million.
[3:37:03.640 --> 3:37:05.640]  This company has major liabilities.
[3:37:05.640 --> 3:37:06.640]  I'm in the hole.
[3:37:06.640 --> 3:37:07.640]  Exactly.
[3:37:07.640 --> 3:37:08.640]  That's why the company.
[3:37:08.640 --> 3:37:10.640]  I'm telling my wife, I got to bow the yard.
[3:37:10.640 --> 3:37:12.640]  I'm telling her, we got to fire the lawn staff.
[3:37:12.640 --> 3:37:14.640]  We can't pay $100 a week.
[3:37:14.640 --> 3:37:15.640]  Well, exactly.
[3:37:15.640 --> 3:37:18.640]  Well, that's why Free Speed Systems is in bankruptcy.
[3:37:18.640 --> 3:37:21.640]  All of that's fully disclosed under penalty of perjury, et cetera.
[3:37:21.640 --> 3:37:25.640]  And so the reason that they had to spin it this way is because they didn't get the big verdict.
[3:37:25.640 --> 3:37:27.640]  My wife's like, can we repaint the bedroom?
[3:37:27.640 --> 3:37:28.640]  I said, no.
[3:37:28.640 --> 3:37:29.640]  Yeah, exactly.
[3:37:29.640 --> 3:37:30.640]  I'm so rich.
[3:37:30.640 --> 3:37:31.640]  Yeah, precisely.
[3:37:31.640 --> 3:37:32.640]  Just rolling in money.
[3:37:32.640 --> 3:37:35.640]  If you're rolling in that kind of money, you wouldn't be in this situation in the first place.
[3:37:35.640 --> 3:37:36.640]  That's the reality.
[3:37:36.640 --> 3:37:42.640]  So their goal was to get a huge verdict that they could use to be the death of Alex Jones.
[3:37:42.640 --> 3:37:45.640]  They didn't get that in the regular damages stage.
[3:37:45.640 --> 3:37:49.640]  They legally cannot get it in the punitive damages stage, no matter what the jury says.
[3:37:49.640 --> 3:37:50.640]  That's under Texas law.
[3:37:50.640 --> 3:37:52.640]  So what are they doing?
[3:37:52.640 --> 3:37:57.640]  I mean, I was watching some of this during breaks today or bringing me to clubs.
[3:37:57.640 --> 3:38:00.640]  I made 61 million last year.
[3:38:00.640 --> 3:38:02.640]  The little secret is I didn't take a paycheck.
[3:38:02.640 --> 3:38:05.640]  Even the bankruptcy court is highly impressed.
[3:38:05.640 --> 3:38:08.640]  And I haven't taken a paycheck in a year and a half.
[3:38:08.640 --> 3:38:11.640]  Instead, I injected my house sale into this.
[3:38:11.640 --> 3:38:12.640]  I saw some of the media coverage.
[3:38:12.640 --> 3:38:15.640]  And notably, the media coverage did not dispute what you just said.
[3:38:15.640 --> 3:38:17.640]  So that proves that that is in fact the case.
[3:38:17.640 --> 3:38:19.640]  They don't have any evidence to the...
[3:38:19.640 --> 3:38:20.640]  What were they saying?
[3:38:20.640 --> 3:38:25.640]  The evidence, what they talk about is what was made in the past, gross revenues, estimations,
[3:38:25.640 --> 3:38:31.640]  nothing about actual net profit, actual made income in a particular year in this year.
[3:38:31.640 --> 3:38:34.640]  And it's not even clear how much of this is relevant, but...
[3:38:34.640 --> 3:38:35.640]  Well, here's my problem.
[3:38:35.640 --> 3:38:39.640]  I could get major national food guys that are on Hannity and on Beck.
[3:38:39.640 --> 3:38:40.640]  And I'm not attacking them.
[3:38:40.640 --> 3:38:41.640]  Maybe they're smarter than me.
[3:38:41.640 --> 3:38:43.640]  Their food makes 60%, 70%.
[3:38:43.640 --> 3:38:44.640]  Ours makes 30%.
[3:38:44.640 --> 3:38:46.640]  Because it is the best lowest price.
[3:38:46.640 --> 3:38:49.640]  I have this weird, neurotic thing to give our listeners the best deal.
[3:38:49.640 --> 3:38:52.640]  So I would probably actually be rich like them if I did that.
[3:38:52.640 --> 3:38:53.640]  Right.
[3:38:53.640 --> 3:38:56.640]  Well, if they simply did a market analysis of the business, they would have come up with
[3:38:56.640 --> 3:38:58.640]  a very different evaluation.
[3:38:58.640 --> 3:39:00.640]  And they came up with the valuation that...
[3:39:00.640 --> 3:39:01.640]  Well, exactly.
[3:39:01.640 --> 3:39:03.640]  Brad and Dunn Street has a real accurate report.
[3:39:03.640 --> 3:39:04.640]  Because I saw it sent to me a month ago.
[3:39:04.640 --> 3:39:05.640]  My lawyer says this address.
[3:39:05.640 --> 3:39:07.640]  I said, yeah, how do they know?
[3:39:07.640 --> 3:39:09.640]  I have a $5 million asset total.
[3:39:09.640 --> 3:39:10.640]  You don't count my debt.
[3:39:10.640 --> 3:39:11.640]  Count debt.
[3:39:11.640 --> 3:39:12.640]  I'm $30 million in the hole.
[3:39:12.640 --> 3:39:13.640]  I'm like, how do they know?
[3:39:13.640 --> 3:39:14.640]  They go, they got AI, man.
[3:39:14.640 --> 3:39:16.640]  That's how Bloomberg got so rich, too.
[3:39:16.640 --> 3:39:17.640]  I don't know how they know.
[3:39:17.640 --> 3:39:19.640]  I don't know how Brad Dunn Street knows what I've got.
[3:39:19.640 --> 3:39:20.640]  They know.
[3:39:20.640 --> 3:39:23.640]  They make estimates based on available public information so they can sort of put it together.
[3:39:23.640 --> 3:39:24.640]  And sometimes...
[3:39:24.640 --> 3:39:25.640]  Well, that's smart, though.
[3:39:25.640 --> 3:39:26.640]  Those people, I mean...
[3:39:26.640 --> 3:39:27.640]  Oh, yeah.
[3:39:27.640 --> 3:39:28.640]  Sometimes their estimates are really good.
[3:39:28.640 --> 3:39:29.640]  Sometimes their estimates are off.
[3:39:29.640 --> 3:39:30.640]  It all depends on the circumstances.
[3:39:30.640 --> 3:39:31.640]  Well, they're dead on with me.
[3:39:31.640 --> 3:39:32.640]  Yeah, and their source data.
[3:39:32.640 --> 3:39:33.640]  But yeah, so this...
[3:39:33.640 --> 3:39:34.640]  All of this is a show.
[3:39:34.640 --> 3:39:36.640]  I mean, I mean, this was a show trial from the beginning.
[3:39:36.640 --> 3:39:38.640]  But this punitive damages stage is purely a show.
[3:39:38.640 --> 3:39:39.640]  But it's amazing.
[3:39:39.640 --> 3:39:43.640]  If I was the plaintiffs, I would not want there to be more appellate reversible error.
[3:39:43.640 --> 3:39:47.640]  Yet that's what they did by not allowing you to present a defense on the punitive damages stage.
[3:39:47.640 --> 3:39:48.640]  Exactly.
[3:39:48.640 --> 3:39:51.640]  They would not let us bring witnesses...
[3:39:51.640 --> 3:39:52.640]  I was already...
[3:39:52.640 --> 3:39:53.640]  But lawyers, they checked everything.
[3:39:53.640 --> 3:39:54.640]  We had it down to the number.
[3:39:54.640 --> 3:39:56.640]  I was going to read, I have this bank account.
[3:39:56.640 --> 3:39:57.640]  I have this.
[3:39:57.640 --> 3:39:58.640]  A few things.
[3:39:58.640 --> 3:39:59.640]  Yeah.
[3:39:59.640 --> 3:40:00.640]  They didn't want that.
[3:40:00.640 --> 3:40:01.640]  No, of course not.
[3:40:01.640 --> 3:40:02.640]  Because they know that the truth is against their story.
[3:40:02.640 --> 3:40:04.640]  That's why they had to try to script this whole case.
[3:40:04.640 --> 3:40:08.640]  They didn't get the ending they wanted because there's a lack of credibility.
[3:40:08.640 --> 3:40:12.640]  And in fact, the only thing that's going to be memorable out of this entire case is the
[3:40:12.640 --> 3:40:16.640]  meme that's going global around the world about your answering the question that they
[3:40:16.640 --> 3:40:18.640]  shouldn't have asked.
[3:40:18.640 --> 3:40:21.640]  Last time I checked without tracking it, 10 million views on Twitter.
[3:40:21.640 --> 3:40:22.640]  Yeah.
[3:40:22.640 --> 3:40:23.640]  And that's just one of them.
[3:40:23.640 --> 3:40:24.640]  I mean, there's like dozens.
[3:40:24.640 --> 3:40:25.640]  They're...
[3:40:25.640 --> 3:40:26.640]  Well, I had a few together.
[3:40:26.640 --> 3:40:28.640]  One's like 4 million, one's 2 million, one's...
[3:40:28.640 --> 3:40:29.640]  Oh, it's more and more and more.
[3:40:29.640 --> 3:40:30.640]  It's all over the place.
[3:40:30.640 --> 3:40:31.640]  It keeps...
[3:40:31.640 --> 3:40:33.640]  It is going to be the most memorable moment from this trial.
[3:40:33.640 --> 3:40:35.640]  And that's what wasn't supposed to happen.
[3:40:35.640 --> 3:40:36.640]  Well, this supposed to be...
[3:40:36.640 --> 3:40:37.640]  The headlines today...
[3:40:37.640 --> 3:40:38.640]  That's another thing.
[3:40:38.640 --> 3:40:39.640]  She keeps killing the YouTube feed.
[3:40:39.640 --> 3:40:40.640]  Yes.
[3:40:40.640 --> 3:40:41.640]  Yes.
[3:40:41.640 --> 3:40:42.640]  She doesn't want this information out there.
[3:40:42.640 --> 3:40:43.640]  No, no, no.
[3:40:43.640 --> 3:40:44.640]  Now she's doing it.
[3:40:44.640 --> 3:40:45.640]  Last few days, during it.
[3:40:45.640 --> 3:40:46.640]  Oh, really?
[3:40:46.640 --> 3:40:47.640]  When they speak, she kills it.
[3:40:47.640 --> 3:40:48.640]  Oh, wow.
[3:40:48.640 --> 3:40:49.640]  Yeah, that doesn't surprise me, sadly.
[3:40:49.640 --> 3:40:52.640]  This was supposed to be a particular scripted ending.
