[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[02:00:34.000 --> 02:00:43.000]  Oh, it's not happening. No one's being purged except everyone that we know is being censored and bullied and cut off and economically sabotaging. You name it.
[02:00:43.000 --> 02:00:46.000]  But we're going to be joined by Gary Franchi from the Next News Network.
[02:00:46.000 --> 02:00:54.000]  And last segment we're joined by Jim Hoft from the Gateway Pundit. If you missed that, you definitely want to check out that video online.
[02:00:54.000 --> 02:00:57.000]  Just a couple of minutes here before we get that started. I'm going to cover some headlines.
[02:00:57.000 --> 02:01:05.000]  Also, we're going to take calls in this third hour. So the phone number is 877-789-2539.
[02:01:05.000 --> 02:01:16.000]  I'll repeat it again in the next segment, but it's 877-789-2539, and I very much welcome your calls.
[02:01:16.000 --> 02:01:20.000]  For the rest of this segment, I want to answer a couple of questions people have been asking me.
[02:01:20.000 --> 02:01:27.000]  So, number one, this is funny, like, dude, why is your face kind of red here on the Infowars Studio?
[02:01:27.000 --> 02:01:40.000]  Truth be told, I'm actually Native American. There's a lot of Native American blood in my blood, and my face tends to be sort of reddish-colored, which is really interesting.
[02:01:40.000 --> 02:01:47.000]  I'm not actually steaming mad or anything. I'm actually having a great time here hosting the Infowars broadcast.
[02:01:47.000 --> 02:01:52.000]  But also, I do a lot of outside training. I'm outside a lot. I get a lot of sun. You know, I live on a ranch.
[02:01:52.000 --> 02:01:57.000]  I take care of donkeys and goats and the free-range chickens that we have.
[02:01:57.000 --> 02:02:05.000]  And I also train outdoors with firearms training. So I do a lot of tactical firearms training, carbine training, pistol training, long-range target shooting.
[02:02:05.000 --> 02:02:12.000]  It's all outdoors. You know, there is no thousand-yard indoor range that I've ever found. You're going to shoot a thousand yards.
[02:02:12.000 --> 02:02:18.000]  You've got to go outdoors. So I'm outdoors a lot, doing a lot of training, getting up to speed. I've been doing it for years.
[02:02:18.000 --> 02:02:23.000]  Very, very competent in firearms, which I believe all of us need to be.
[02:02:23.000 --> 02:02:28.000]  You just never know what the crime going through the roof and the assaults on our liberties.
[02:02:28.000 --> 02:02:39.000]  You know, the Second Amendment is not just designed to protect us from tyrants. It's also important to protect us from, you know, a liberal mob of people trying to kill us
[02:02:39.000 --> 02:02:46.000]  and trying to take away, you know, our property. Think about communism. Every time it takes over a country, they steal your land.
[02:02:46.000 --> 02:02:52.000]  They steal your businesses, right? They arrest those who are resisting communism.
[02:02:52.000 --> 02:02:58.000]  And frankly, there are many cases throughout history. If the people had firearms, they'd be able to fight back.
[02:02:58.000 --> 02:03:08.000]  I mean, even Nazi Germany and the Jews, if the Jewish people had been fully armed, they could have resisted more effectively.
[02:03:08.000 --> 02:03:16.000]  They could have taken out more Nazi soldiers. Even if they didn't 100 percent win, they would have made it more costly to the Germans.
[02:03:16.000 --> 02:03:24.000]  And I believe, isn't there a group today called Jews for the preservation of firearms ownership? J-P-F-O, I think, is an actual group out there.
[02:03:24.000 --> 02:03:31.000]  And I think their slogan is something like, never forget, firearms are for protecting us from tyranny.
[02:03:31.000 --> 02:03:36.000]  And that message has never been more true than it is right now here in the United States today.
[02:03:36.000 --> 02:03:42.000]  They're coming for our speech. They're coming for our guns. They're coming for everything, our privacy.
[02:03:42.000 --> 02:03:48.000]  They're silencing us. They're committing economic sabotage. They're going after us at every level.
[02:03:48.000 --> 02:03:52.000]  While they're saying, oh, it's not even happening, this is not happening, don't watch.
[02:03:52.000 --> 02:03:58.000]  Don't look while we're bashing everybody and try to ruin them economically. It's insane.
[02:03:58.000 --> 02:04:04.000]  But coming up in the next segment, we're going to talk to Gary Franchi, who has more thoughts on censorship of the media.
[02:04:04.000 --> 02:04:12.000]  And we'll take your call-ins, your calls, 877-789-2539 is the number to call in.
[02:04:12.000 --> 02:04:16.000]  And I especially would love your questions for me.
[02:04:16.000 --> 02:04:20.000]  It's been four and a half, maybe five years since I hosted here on InfoWars.
[02:04:20.000 --> 02:04:25.000]  And I really welcome your questions and I really appreciate you. I appreciate your support.
[02:04:25.000 --> 02:04:34.000]  I appreciate what you do for this liberty stand that we're taking here to try to defend what we have in this country.
[02:04:34.000 --> 02:04:37.000]  You are the reason we're able to be here and do this, so I want to hear from you.
[02:04:37.000 --> 02:04:40.000]  I definitely call in and I look forward to taking your calls.
[02:04:40.000 --> 02:04:44.000]  Mike Adams here filling in for Alex Jones. We'll be right back after this break.
[02:04:44.000 --> 02:04:56.000]  Music
[02:04:56.000 --> 02:05:00.000]  Feel your body with Carnivore, the new digestive enzyme product by InfoWars Life.
[02:05:00.000 --> 02:05:08.000]  Digestive enzymes assist in the digestive process and increase the bioavailability of nutrients by breaking down foods into easily absorbable components.
[02:05:08.000 --> 02:05:14.000]  They also help prevent discomfort from indigestion caused by fermentation of undigested food particles in the gut.
[02:05:14.000 --> 02:05:16.000]  Digestive enzyme production declines as we age.
[02:05:16.000 --> 02:05:20.000]  Carnivore is filled with digestive enzymes like those naturally present in the body.
[02:05:20.000 --> 02:05:23.000]  Enjoy the full potential of protein-rich foods again.
[02:05:23.000 --> 02:05:31.000]  You can eat protein-heavy foods now, while minimizing the later indigestion and discomfort commonly associated with high-meat diets.
[02:05:31.000 --> 02:05:39.000]  Just one pill with every high protein meal helps increase the bioavailability and absorption of amino acids, the building blocks to your muscles.
[02:05:39.000 --> 02:05:46.000]  Carnivore also contains digestive enzymes to help digest fats and carbohydrates, so you can fully digest all types of meals.
[02:05:46.000 --> 02:05:50.000]  Don't let a meal go to waste. Use Carnivore by InfoWars Life.
[02:05:50.000 --> 02:05:56.000]  Head to InfoWarsLife.com and secure your bottle now. That's InfoWarsLife.com.
[02:05:56.000 --> 02:06:01.000]  Thank you for watching!
[02:06:26.000 --> 02:06:32.000]  We now take you live to the Central Texas Command Center in the heart of the Resistance.
[02:06:32.000 --> 02:06:38.000]  You're listening to Alex Jones.
[02:06:38.000 --> 02:06:48.000]  You know, part of the extreme deception by the left is not only the targeting of conservative and libertarian voices for censorship,
[02:06:48.000 --> 02:06:52.000]  but also their absurd claim that there is no targeting going on.
[02:06:52.000 --> 02:06:57.000]  I mean, this is just epic. This is a whole new level of deception that they're engaged in.
[02:06:57.000 --> 02:07:04.000]  It's like they would go to a community of liberty-minded, like a liberty neighborhood somewhere at 3 in the morning
[02:07:04.000 --> 02:07:09.000]  and just kick down everybody's door and shoot people in the head, and then claim,
[02:07:09.000 --> 02:07:13.000]  we didn't shoot anybody in the head. No, they ran into door stops.
[02:07:13.000 --> 02:07:18.000]  We're not doing that. No, no, we love all those people. We love the First Amendment.
[02:07:18.000 --> 02:07:23.000]  No, you don't. You hate the First Amendment. You leftists. You globalists. You evil operatives.
[02:07:23.000 --> 02:07:31.000]  You hate America. You hate liberty. You hate independent thinking. You hate voices of truth and freedom.
[02:07:31.000 --> 02:07:36.000]  And that's why you're trying to crush them while claiming you're not crushing anything.
[02:07:36.000 --> 02:07:40.000]  You're not fooling anybody. You're just not fooling anybody.
[02:07:40.000 --> 02:07:48.000]  And joining us in this segment is someone else who is not fooled but is being targeted as further evidence that this targeting is systematic.
[02:07:48.000 --> 02:07:54.000]  It's happening. The purge is on, and it is specifically singling out voices who are pro-liberty.
[02:07:54.000 --> 02:07:57.000]  His name is Gary Franchi. He's from Next News Network.
[02:07:57.000 --> 02:08:00.000]  He joins us now by Skype to discuss what's been happening to him.
[02:08:00.000 --> 02:08:03.000]  Gary, welcome to The Alice Jones Show.
[02:08:03.000 --> 02:08:05.000]  Hey, Mike, it's great to see you.
[02:08:05.000 --> 02:08:13.000]  That's good to have you on. Now, you've seen what's happening out there. Tell us how you are being censored and demonetized and targeted so that, you know, the listeners can hear.
[02:08:13.000 --> 02:08:19.000]  This is not just me or Alex or Jim Hoft. It's you too. It's many people out there. What's happening to you?
[02:08:19.000 --> 02:08:26.000]  Well, what we've seen through our analytics since, well, I mean, of course, we have the adpocalypse, which took place back in March.
[02:08:26.000 --> 02:08:36.000]  But we also are looking at the analytics from late October last year. We saw a 75% drop in viewership.
[02:08:36.000 --> 02:08:40.000]  And we attribute that to an algorithm shift that YouTube announced.
[02:08:40.000 --> 02:08:52.000]  And now, if you take a look at the analytics between CNN, MSNBC, all these different left-wing media outlets, you compare them against Alex Jones, Next News Network, Infowars.
[02:08:52.000 --> 02:09:04.000]  You compare the viewership rating through like social blade. You can actually see a specific and real, like it's like the complete shift.
[02:09:04.000 --> 02:09:15.000]  Ours goes down while theirs goes up. This is all reactionary from the election. They are so upset that they lost the election and they continue to blame social media, conservative viewpoints.
[02:09:15.000 --> 02:09:28.000]  They blame all these viewpoints so that they can suppress our voices and then they go ahead and they weight the scales in the algorithm so that our stuff goes down and theirs goes up.
[02:09:28.000 --> 02:09:31.000]  That's just one point that we noticed back in October.
[02:09:31.000 --> 02:09:44.000]  They're admitting that we are being effective, that in fact we are persuasive because if you think about it, their position is that things that you say are things that Alex says are total nonsense and thus don't make any sense.
[02:09:44.000 --> 02:09:54.000]  Well, then why censor them? If what you're saying, Gary, is complete nonsense, then why not allow you to broadcast your nonsense and look like a fool to the world?
[02:09:54.000 --> 02:10:03.000]  But in truth, you make a lot of sense. You're invoking logic and reason. You are bringing people real truth and real news and it is compelling and that's why we're being censored.
[02:10:03.000 --> 02:10:05.000]  Does that sound right?
[02:10:05.000 --> 02:10:15.000]  They don't want people to think. They want people to be drones. They want people to just go about their daily lives and just having no critical thoughts.
[02:10:15.000 --> 02:10:18.000]  It's demanded conformity, yes.
[02:10:18.000 --> 02:10:26.000]  Exactly. So we're making people think and then that creates a reaction. They have to make a decision and what do they do?
[02:10:26.000 --> 02:10:35.000]  They vote in the polls. They vote for Donald Trump and then they come back and they try to blame the people for influencing them when we're presenting simple facts and information.
[02:10:35.000 --> 02:10:42.000]  I mean, we're getting attacked by the New York Times, the Washington Post, the Guardian. We're getting attacked at all fronts and now we're seeing the demonization.
[02:10:42.000 --> 02:10:51.000]  Mike, what I have to go through every single day, every single day, when I go through my document and I take a look at all the articles I'm going to read for the day, I have to do a keyword scrub.
[02:10:51.000 --> 02:10:56.000]  For words I know are going to get flagged by the system, by the algorithm.
[02:10:56.000 --> 02:10:59.000]  What are some of those keywords? Just tell us what some of those words are.
[02:10:59.000 --> 02:11:04.000]  One thing, sure, we noticed this a time ago, it's ISIS. It's something you cannot say.
[02:11:04.000 --> 02:11:05.000]  ISIS.
[02:11:05.000 --> 02:11:18.000]  What happens is when you say ISIS, the voice print analysis at YouTube, what happens is it takes your voice, puts it into text and that creates metadata for the system and then they demonetize it.
[02:11:18.000 --> 02:11:19.000]  Wow.
[02:11:19.000 --> 02:11:23.000]  I've been scrubbing Parkland. I've been scrubbing Parkland, shooting.
[02:11:23.000 --> 02:11:30.000]  I mean, we noticed just the day we did a report where there were scrubbing guns from the shopping tab at Google.
[02:11:30.000 --> 02:11:31.000]  Wow.
[02:11:31.000 --> 02:11:32.000]  Yeah, of course.
[02:11:32.000 --> 02:11:34.000]  That's been widely reported.
[02:11:34.000 --> 02:11:41.000]  By the way, I'm going to keep it to the next segment, but change your background from an animation to a still image and your frame rate will improve.
[02:11:41.000 --> 02:11:46.000]  It's causing a very slow frame rate, but that's just a technical issue.
[02:11:46.000 --> 02:11:50.000]  What you're saying is right on point, and this is systematic targeting.
[02:11:50.000 --> 02:11:52.000]  What are you hearing from other people?
[02:11:52.000 --> 02:11:55.000]  Because you have a lot of contacts in, you know, conservative news as well.
[02:11:55.000 --> 02:11:57.000]  What are you hearing from other people?
[02:11:57.000 --> 02:12:04.000]  Are they experiencing the same targeting that you're being subjected to or are some people getting by unscathed?
[02:12:04.000 --> 02:12:10.000]  No, I think it's actually, there are people getting completely banned from YouTube.
[02:12:10.000 --> 02:12:12.000]  I mean, they're getting shut down, free strike.
[02:12:12.000 --> 02:12:13.000]  Yeah.
[02:12:13.000 --> 02:12:14.000]  I mean, that's it.
[02:12:14.000 --> 02:12:20.000]  They just took me on Saturday, by the way, they just took down the whole health ranger account, 1700 plus videos, just gone.
[02:12:20.000 --> 02:12:21.000]  Yeah.
[02:12:21.000 --> 02:12:25.000]  You're one of the effective parties, and hopefully we can get some help for you there.
[02:12:25.000 --> 02:12:37.000]  I mean, we had a strike on our channel because we used the term crisis actor in a video that was three years old, and it wasn't even related to anything other than a military exercise in Arizona.
[02:12:37.000 --> 02:12:41.000]  Yeah, but just the term crisis actor gets you flagged, right?
[02:12:41.000 --> 02:12:46.000]  Just the term crisis actor gets you flagged, you know, the term false flag.
[02:12:46.000 --> 02:12:50.000]  Anything that has to do with any sort of shooting or critical crisis deal.
[02:12:50.000 --> 02:12:55.000]  It's like, man, you have to scrub, you have to use generalized terminology just so you can speak the truth.
[02:12:55.000 --> 02:12:56.000]  Well, this is fascinating.
[02:12:56.000 --> 02:13:03.000]  I guess the new narrative is that when there's a shooting that no one can ask any questions now whatsoever.
[02:13:03.000 --> 02:13:13.000]  If children were killed in this event, which they were, that you can't even like journalism is now illegal in America surrounding shooting events.
[02:13:13.000 --> 02:13:14.000]  You can't ask questions.
[02:13:14.000 --> 02:13:16.000]  You can't voice a differing opinion.
[02:13:16.000 --> 02:13:22.000]  You can't criticize, you know, a CNN journalist covering their fake journalists.
[02:13:22.000 --> 02:13:25.000]  It's the new Stasi.
[02:13:25.000 --> 02:13:30.000]  It's the new SS of the news that condemns anybody who has a differing opinion.
[02:13:30.000 --> 02:13:32.000]  Where do you think this is headed, Gary?
[02:13:32.000 --> 02:13:38.000]  Well, I think the worst part about it is you got these kids coming out and the kids are being manipulated by the media and by the leftists.
[02:13:38.000 --> 02:13:40.000]  So that the kids are untouchable.
[02:13:40.000 --> 02:13:48.000]  I think that's probably one of the scariest thing that we've seen come out of this last events is that the manipulation of children to further the agenda.
[02:13:48.000 --> 02:13:50.000]  But that's, I guess it's been going on for a long time, Mike.
[02:13:50.000 --> 02:13:52.000]  They always say it's for the children, for the children.
[02:13:52.000 --> 02:14:00.000]  But now they get some young, fresh-faced kids who have been just recently, you know, victimized in a very, very graphic situation.
[02:14:00.000 --> 02:14:05.000]  And now, and they can articulate, they can go in front of the cameras, they can repeat talking points.
[02:14:05.000 --> 02:14:08.000]  And I think that's really the scariest thing coming out of it.
[02:14:08.000 --> 02:14:13.000]  And unfortunately, I think we're going to see more of that because they see the effectiveness of it.
[02:14:13.000 --> 02:14:21.000]  And they're using that as the weapon, the bludgeon to shut down free speech and any critical thoughts or critical questions of those narratives.
[02:14:21.000 --> 02:14:28.000]  Right. And Jim Hoff was telling us in the last hour that they're now indoctrinating children as young as nine years old to join these anti-gun marches.
[02:14:28.000 --> 02:14:30.000]  I mean, you talk about brainwashing.
[02:14:30.000 --> 02:14:38.000]  I mean, and they don't tell the kids that it is disarmed populations throughout history that have been exterminated by government genocide.
[02:14:38.000 --> 02:14:40.000]  The term is called democide.
[02:14:40.000 --> 02:14:46.000]  262 million people have been murdered by governments in the last, like, century and a half.
[02:14:46.000 --> 02:14:48.000]  262 million people.
[02:14:48.000 --> 02:14:56.000]  How come they're not marching against genocide to say, hey, the Second Amendment protects us, protects our rights, protects us against tyranny?
[02:14:56.000 --> 02:14:58.000]  You know, they're never being told that.
[02:14:58.000 --> 02:14:59.000]  But Gary, stay with us.
[02:14:59.000 --> 02:15:01.000]  I'm going to hold you over for the next segment.
[02:15:01.000 --> 02:15:07.000]  I just want to mention to people, I think you should call your representatives in Washington today.
[02:15:07.000 --> 02:15:09.000]  Here's the switchboard number for the U.S. Capitol.
[02:15:09.000 --> 02:15:13.000]  202-224-3121.
[02:15:13.000 --> 02:15:25.000]  That number again is 202-224-3121 and demand antitrust action and regulation of these tech giant companies to halt their politically biased censorship.
[02:15:25.000 --> 02:15:27.000]  This is the action item for today.
[02:15:27.000 --> 02:15:39.000]  Call the Capitol switchboard, 202-224-3121, demand antitrust action and regulatory protections of free speech in the online ecosystem.
[02:15:39.000 --> 02:15:40.000]  This is crucial.
[02:15:40.000 --> 02:15:43.000]  We'll be right back with more here on the Alex Jones Show.
[02:15:43.000 --> 02:15:44.000]  Mike Adams filling in today.
[02:15:44.000 --> 02:15:46.000]  We're talking with Gary Franchi of Next News Network.
[02:15:46.000 --> 02:15:56.000]  We'll be right back after this break.
[02:15:56.000 --> 02:15:58.000]  Hey, this is Ricky from Banion Hill.
[02:15:58.000 --> 02:15:59.000]  You like freedom?
[02:15:59.000 --> 02:16:00.000]  I do.
[02:16:00.000 --> 02:16:01.000]  You like money?
[02:16:01.000 --> 02:16:02.000]  I do too.
[02:16:02.000 --> 02:16:06.000]  If you like freedom and money, then you're going to love freedom checks.
[02:16:06.000 --> 02:16:13.000]  You see, over the next few months, an estimated $34.6 billion is up for grabs to anyone who states their claim.
[02:16:13.000 --> 02:16:17.000]  If you heard that right, $34.6 billion.
[02:16:17.000 --> 02:16:22.000]  To get all the details, just go to www.americanfreedomchecks.com.
[02:16:22.000 --> 02:16:25.000]  Thousands of people already lined up to cash in.
[02:16:25.000 --> 02:16:26.000]  Take Doug, for example.
[02:16:26.000 --> 02:16:31.000]  He's a 46-year-old from Joplin, Missouri who's set to get a check for $24,075.
[02:16:31.000 --> 02:16:35.000]  If Doug can do this, I've got a hunch that you can too.
[02:16:35.000 --> 02:16:36.000]  But here's the thing.
[02:16:36.000 --> 02:16:41.000]  If you want the chance to grab your full fair share of this $34.6 billion payout,
[02:16:41.000 --> 02:16:44.000]  you must have your ducks in a row by April 1st.
[02:16:44.000 --> 02:16:45.000]  So don't wait.
[02:16:45.000 --> 02:16:51.000]  Get over to www.americanfreedomchecks.com before the April 1st deadline.
[02:16:51.000 --> 02:17:18.000]  That's www.americanfreedomchecks.com.
[02:17:18.000 --> 02:17:44.000]  That's www.americanfreedomchecks.com.
[02:17:44.000 --> 02:18:13.000]  That's www.americanfreedomchecks.com.
[02:18:13.000 --> 02:18:39.000]  That's www.americanfreedomchecks.com.
[02:18:39.000 --> 02:19:07.000]  That's www.americanfreedomchecks.com.
[02:19:07.000 --> 02:19:33.000]  That's www.americanfreedomchecks.com.
[02:19:33.000 --> 02:20:02.000]  You're listening to the Alex Jones show.
[02:20:02.000 --> 02:20:30.000]  That's www.americanfreedomchecks.com.
[02:20:30.000 --> 02:20:58.000]  That's www.americanfreedomchecks.com.
[02:20:58.000 --> 02:21:26.000]  That's www.americanfreedomchecks.com.
[02:21:26.000 --> 02:21:54.000]  That's www.americanfreedomchecks.com.
[02:21:54.000 --> 02:22:22.000]  That's www.americanfreedomchecks.com.
[02:22:22.000 --> 02:22:50.000]  That's www.americanfreedomchecks.com.
[02:22:50.000 --> 02:23:18.000]  That's www.americanfreedomchecks.com.
[02:23:18.000 --> 02:23:46.000]  That's www.americanfreedomchecks.com.
[02:23:46.000 --> 02:24:14.000]  That's www.americanfreedomchecks.com.
[02:24:14.000 --> 02:24:42.000]  That's www.americanfreedomchecks.com.
[02:24:42.000 --> 02:25:10.000]  That's www.americanfreedomchecks.com.
[02:25:10.000 --> 02:25:38.000]  That's www.americanfreedomchecks.com.
[02:25:38.000 --> 02:26:06.000]  That's www.americanfreedomchecks.com.
[02:26:06.000 --> 02:26:34.000]  That's www.americanfreedomchecks.com.
[02:26:34.000 --> 02:27:02.000]  That's www.americanfreedomchecks.com.
[02:27:02.000 --> 02:27:30.000]  That's www.americanfreedomchecks.com.
[02:27:30.000 --> 02:27:58.000]  That's www.americanfreedomchecks.com.
[02:27:58.000 --> 02:28:26.000]  That's www.americanfreedomchecks.com.
[02:28:26.000 --> 02:28:54.000]  That's www.americanfreedomchecks.com.
[02:28:54.000 --> 02:29:16.000]  That's www.americanfreedomchecks.com.
[02:29:16.000 --> 02:29:44.000]  That's www.americanfreedomchecks.com.
[02:29:44.000 --> 02:30:12.000]  That's www.americanfreedomchecks.com.
[02:30:12.000 --> 02:30:40.000]  That's www.americanfreedomchecks.com.
[02:30:40.000 --> 02:31:08.000]  That's www.americanfreedomchecks.com.
[02:31:08.000 --> 02:31:36.000]  That's www.americanfreedomchecks.com.
[02:31:36.000 --> 02:31:56.000]  That's www.americanfreedomchecks.com.
[02:31:56.000 --> 02:32:04.000]  That's www.americanfreedomchecks.com.
[02:32:04.000 --> 02:32:32.000]  That's www.americanfreedomchecks.com.
[02:32:32.000 --> 02:33:00.000]  That's www.americanfreedomchecks.com.
[02:33:00.000 --> 02:33:28.000]  That's www.americanfreedomchecks.com.
[02:33:28.000 --> 02:33:56.000]  That's www.americanfreedomchecks.com.
[02:33:56.000 --> 02:34:24.000]  That's www.americanfreedomchecks.com.
[02:34:24.000 --> 02:34:52.000]  That's www.americanfreedomchecks.com.
[02:34:52.000 --> 02:35:20.000]  That's www.americanfreedomchecks.com.
[02:35:20.000 --> 02:35:48.000]  That's www.americanfreedomchecks.com.
[02:35:48.000 --> 02:36:16.000]  That's www.americanfreedomchecks.com.
[02:36:16.000 --> 02:36:44.000]  That's www.americanfreedomchecks.com.
[02:36:44.000 --> 02:37:12.000]  That's www.americanfreedomchecks.com.
[02:37:12.000 --> 02:37:40.000]  That's www.americanfreedomchecks.com.
[02:37:40.000 --> 02:38:08.000]  That's www.americanfreedomchecks.com.
[02:38:08.000 --> 02:38:36.000]  That's www.americanfreedomchecks.com.
[02:38:36.000 --> 02:39:04.000]  That's www.americanfreedomchecks.com.
[02:39:04.000 --> 02:39:32.000]  That's www.americanfreedomchecks.com.
[02:39:32.000 --> 02:40:00.000]  That's www.americanfreedomchecks.com.
[02:40:00.000 --> 02:40:28.000]  That's www.americanfreedomchecks.com.
[02:40:28.000 --> 02:40:56.000]  That's www.americanfreedomchecks.com.
[02:40:56.000 --> 02:41:24.000]  That's www.americanfreedomchecks.com.
[02:41:24.000 --> 02:41:52.000]  That's www.americanfreedomchecks.com.
[02:41:52.000 --> 02:42:20.000]  That's www.americanfreedomchecks.com.
[02:42:20.000 --> 02:42:48.000]  That's www.americanfreedomchecks.com.
[02:42:50.000 --> 02:43:18.000]  That's www.americanfreedomchecks.com.
[02:43:18.000 --> 02:43:46.000]  That's www.americanfreedomchecks.com.
[02:43:46.000 --> 02:44:14.000]  That's www.americanfreedomchecks.com.
[02:44:14.000 --> 02:44:42.000]  That's www.americanfreedomchecks.com.
[02:44:42.000 --> 02:45:10.000]  That's www.americanfreedomchecks.com.
[02:45:10.000 --> 02:45:38.000]  That's www.americanfreedomchecks.com.
[02:45:38.000 --> 02:46:06.000]  That's www.americanfreedomchecks.com.
[02:46:06.000 --> 02:46:34.000]  That's www.americanfreedomchecks.com.
[02:46:34.000 --> 02:47:02.000]  That's www.americanfreedomchecks.com.
[02:47:02.000 --> 02:47:30.000]  That's www.americanfreedomchecks.com.
[02:47:30.000 --> 02:47:58.000]  That's www.americanfreedomchecks.com.
[02:47:58.000 --> 02:48:26.000]  That's www.americanfreedomchecks.com.
[02:48:26.000 --> 02:48:50.000]  That's www.americanfreedomchecks.com.
[02:48:50.000 --> 02:49:18.000]  That's www.americanfreedomchecks.com.
[02:49:18.000 --> 02:49:46.000]  That's www.americanfreedomchecks.com.
[02:49:46.000 --> 02:50:08.000]  That's www.americanfreedomchecks.com.
[02:50:08.000 --> 02:50:28.000]  That's www.americanfreedomchecks.com.
[02:50:28.000 --> 02:50:36.000]  That's www.americanfreedomchecks.com.
[02:50:36.000 --> 02:51:02.000]  That's www.americanfreedomchecks.com.
[02:51:02.000 --> 02:51:30.000]  That's www.americanfreedomchecks.com.
[02:51:30.000 --> 02:51:58.000]  That's www.americanfreedomchecks.com.
[02:51:58.000 --> 02:52:26.000]  That's www.americanfreedomchecks.com.
[02:52:26.000 --> 02:52:54.000]  That's www.americanfreedomchecks.com.
[02:52:54.000 --> 02:53:22.000]  That's www.americanfreedomchecks.com.
[02:53:22.000 --> 02:53:50.000]  That's www.americanfreedomchecks.com.
[02:53:50.000 --> 02:54:18.000]  That's www.americanfreedomchecks.com.
[02:54:18.000 --> 02:54:46.000]  That's www.americanfreedomchecks.com.
[02:54:46.000 --> 02:55:14.000]  That's www.americanfreedomchecks.com.
[02:55:14.000 --> 02:55:42.000]  That's www.americanfreedomchecks.com.
[02:55:42.000 --> 02:56:10.000]  That's www.americanfreedomchecks.com.
[02:56:10.000 --> 02:56:38.000]  That's www.americanfreedomchecks.com.
[02:56:38.000 --> 02:57:06.000]  That's www.americanfreedomchecks.com.
[02:57:06.000 --> 02:57:34.000]  That's www.americanfreedomchecks.com.
[02:57:34.000 --> 02:58:02.000]  That's www.americanfreedomchecks.com.
[02:58:02.000 --> 02:58:30.000]  That's www.americanfreedomchecks.com.
[02:58:30.000 --> 02:58:58.000]  That's www.americanfreedomchecks.com.
[02:58:58.000 --> 02:59:26.000]  That's www.americanfreedomchecks.com.
[02:59:26.000 --> 02:59:54.000]  That's www.americanfreedomchecks.com.
[02:59:56.000 --> 03:00:24.000]  That's www.americanfreedomchecks.com.
[03:00:24.000 --> 03:00:52.000]  That's www.americanfreedomchecks.com.
[03:00:52.000 --> 03:01:20.000]  That's www.americanfreedomchecks.com.
[03:01:20.000 --> 03:01:48.000]  That's www.americanfreedomchecks.com.
[03:01:48.000 --> 03:02:16.000]  That's www.americanfreedomchecks.com.
[03:02:16.000 --> 03:02:40.000]  That's www.americanfreedomchecks.com.
[03:02:40.000 --> 03:03:08.000]  That's www.americanfreedomchecks.com.
[03:03:08.000 --> 03:03:36.000]  That's www.americanfreedomchecks.com.
[03:03:36.000 --> 03:04:04.000]  That's www.americanfreedomchecks.com.
[03:04:04.000 --> 03:04:32.000]  That's www.americanfreedomchecks.com.
[03:04:32.000 --> 03:04:54.000]  That's www.americanfreedomchecks.com.
[03:04:54.000 --> 03:05:22.000]  That's www.americanfreedomchecks.com.
[03:05:22.000 --> 03:05:50.000]  That's www.americanfreedomchecks.com.
[03:05:50.000 --> 03:06:18.000]  That's www.americanfreedomchecks.com.
[03:06:18.000 --> 03:06:46.000]  That's www.americanfreedomchecks.com.
[03:06:46.000 --> 03:07:14.000]  That's www.americanfreedomchecks.com.
[03:07:14.000 --> 03:07:42.000]  That's www.americanfreedomchecks.com.
[03:07:42.000 --> 03:08:10.000]  That's www.americanfreedomchecks.com.
[03:08:10.000 --> 03:08:38.000]  That's www.americanfreedomchecks.com.
[03:08:38.000 --> 03:09:04.000]  That's www.americanfreedomchecks.com.
[03:09:04.000 --> 03:09:32.000]  That's www.americanfreedomchecks.com.
[03:09:32.000 --> 03:10:00.000]  That's www.americanfreedomchecks.com.
[03:10:00.000 --> 03:10:28.000]  That's www.americanfreedomchecks.com.
[03:10:28.000 --> 03:10:56.000]  That's www.americanfreedomchecks.com.
[03:10:56.000 --> 03:11:24.000]  That's www.americanfreedomchecks.com.
[03:11:24.000 --> 03:11:52.000]  That's www.americanfreedomchecks.com.
[03:11:52.000 --> 03:12:14.000]  That's www.americanfreedomchecks.com.
[03:12:14.000 --> 03:12:42.000]  That's www.americanfreedomchecks.com.
[03:12:42.000 --> 03:13:10.000]  That's www.americanfreedomchecks.com.
[03:13:10.000 --> 03:13:32.000]  That's www.americanfreedomchecks.com.
[03:13:32.000 --> 03:14:00.000]  That's www.americanfreedomchecks.com.
[03:14:00.000 --> 03:14:28.000]  That's www.americanfreedomchecks.com.
[03:14:28.000 --> 03:14:56.000]  That's www.americanfreedomchecks.com.
[03:14:56.000 --> 03:15:24.000]  That's www.americanfreedomchecks.com.
[03:15:24.000 --> 03:15:52.000]  That's www.americanfreedomchecks.com.
[03:15:52.000 --> 03:16:20.000]  That's www.americanfreedomchecks.com.
[03:16:20.000 --> 03:16:48.000]  That's www.americanfreedomchecks.com.
[03:16:48.000 --> 03:17:10.000]  That's www.americanfreedomchecks.com.
[03:17:10.000 --> 03:17:38.000]  That's www.americanfreedomchecks.com.
[03:17:38.000 --> 03:18:06.000]  That's www.americanfreedomchecks.com.
[03:18:06.000 --> 03:18:34.000]  That's www.americanfreedomchecks.com.
