[00:03.000 --> 00:10.800]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[3:12:36.940 --> 3:12:41.180]  Trump racist attacks civil rights icon on martin loser king day
[3:12:43.020 --> 3:12:48.700]  You're a russian agent. You're illegitimate. I'd like to work with you. Hey, call me. Yeah, racist
[3:12:48.700 --> 3:12:50.700]  Oh, I mean
[3:12:50.780 --> 3:12:56.700]  There's not even logic in their attacks now. Hold on. Hold on. Yes, Putin. Oh info wars.com
[3:12:56.940 --> 3:13:00.060]  Be sure we have a lot of specials that are ending. Thank you. Thank you, Putin
[3:13:00.300 --> 3:13:04.300]  Oh, I couldn't think on my own. We got a bunch of specials. I didn't plug last hour that end
[3:13:05.340 --> 3:13:07.660]  This weekend a lot of them come over from christmas
[3:13:08.220 --> 3:13:13.180]  We cut some of the specials added some these are the biggest specials we ever offer and then we're going to roger stone right now
[3:13:13.180 --> 3:13:18.860]  Supermail vitality brain force
[3:13:19.420 --> 3:13:25.340]  Biome defense 50 billion per capsule is back in by the way a lot of stuff that was sold out is coming back in
[3:13:25.740 --> 3:13:32.540]  Trump is my president is only a few sizes left. Hillary for prison. Oh, which Putin Putin. Oh, Hillary for prison. Great idea, sir
[3:13:32.620 --> 3:13:36.300]  I'll get the oh and how about deport sorrows. Yes, mr. Putin. I'm oh
[3:13:37.180 --> 3:13:39.740]  Oh, I mean, it's just it's crazy
[3:13:39.740 --> 3:13:45.660]  We're teleprompter free. See hello. See everybody get orders from on top. So they can't imagine
[3:13:46.700 --> 3:13:52.060]  Or a maxine waters that trump comes up with his own ideas or roger stone does because these are dumb ass hacks
[3:13:52.540 --> 3:13:56.380]  Just like the political guy that said I'm a hack. I'm a fraud. I'll lie. They're like, oh, oh, oh, oh
[3:13:56.540 --> 3:14:01.180]  Move you to the new york times right now, buddy. They're not real people. They don't have a real ideology
[3:14:01.260 --> 3:14:04.940]  They just take whatever lies they're given and then go out on tv and spew bull
[3:14:04.940 --> 3:14:10.300]  Getting back to my issue films books water filters. It's all the best storable food
[3:14:11.340 --> 3:14:19.500]  Great lowers for ar-15's amazing nanotech body armor. It's all available info wars store.com info wars life.com
[3:14:19.740 --> 3:14:24.300]  Check out the books. Check out the films. Check out Chris Hedges new book unspeakable
[3:14:24.540 --> 3:14:31.420]  Just it's all there ladies and gentlemen info wars store.com and you're building this operation that's changing the world
[3:14:31.420 --> 3:14:34.780]  And by the way, I love that nobody ever corrects me when I'm wrong around here. You really should
[3:14:35.260 --> 3:14:40.380]  I remember telling Weldon a month ago. I want you to buy 10,000 of roger stone's new book and put it on presale which
[3:14:40.700 --> 3:14:43.180]  Which sky horse usually does great name great publisher
[3:14:44.220 --> 3:14:49.100]  And I'm on air going get it at amazon get it in info wars get wherever you want and then I learned we're not allowed to sell it
[3:14:49.100 --> 3:14:54.860]  Till it actually comes out. I'm sorry, but which is fine. It's got to go to number one on the new york times because here's the deal
[3:14:55.100 --> 3:14:59.420]  Stoned during the breaks like I don't want to make this about me. Okay. I got it with polonium and we stopped talking about it
[3:14:59.420 --> 3:15:02.780]  I want to talk about issues and I'm like stone
[3:15:03.580 --> 3:15:06.540]  You're a hero that you survived you've gone through all this hell
[3:15:06.620 --> 3:15:11.420]  We have to make a big deal out of this they're freaking tried to kill you if we don't make a big deal out of it
[3:15:11.420 --> 3:15:16.220]  None of us are safe every journalist in the world ought to be flocking to this guy's support
[3:15:17.500 --> 3:15:20.380]  You understand the crap we go through and I'm not bitching
[3:15:20.700 --> 3:15:25.420]  I'm just saying the bad guys are after us because we're hurting them and we're hurting them bad
[3:15:25.420 --> 3:15:29.820]  And so roger you say don't want to get into yourself. You don't talk about yourself. This is big
[3:15:29.820 --> 3:15:33.500]  You got poisoned with polonium. So you couldn't testify the motives clear
[3:15:33.580 --> 3:15:38.700]  They want to blame the Russians just like they did with alexander live an inco that came out that was british intelligence
[3:15:38.860 --> 3:15:43.020]  You got british intelligence putting out these fake dossiers that trump has women pissing on him
[3:15:43.500 --> 3:15:46.700]  You know, they got this this this this deranged possum
[3:15:47.020 --> 3:15:50.140]  Gloria all red coming out with more, you know more baloney
[3:15:50.140 --> 3:15:56.780]  More fake lawsuits in my view all these other lawsuits got dropped. I mean, this is an insane time to be alive brother
[3:15:56.940 --> 3:16:01.580]  And the fact is you're a wounded soldier. You deserve a purple heart. You're tough
[3:16:01.900 --> 3:16:08.300]  I feel bad even having you on air as sick as you've been brother. So it's just incredible. So let's let's cover the waterfront
[3:16:08.300 --> 3:16:10.860]  I'm gonna skip this break. So you have more time. Let's get into louis
[3:16:11.020 --> 3:16:15.980]  Let's get into other points about who you really think's behind this and what we should do about it because we're not just
[3:16:15.980 --> 3:16:20.620]  Going to go. Okay. You got hit with polonium and move on. It's a big deal. They hit you with that
[3:16:20.700 --> 3:16:26.060]  So you couldn't testify so your book wouldn't come out and there's a warning to trump. That's the bottom line here. Go ahead
[3:16:26.780 --> 3:16:30.620]  Alex gonna be honest with you. I'm just very happy to be alive
[3:16:31.100 --> 3:16:37.260]  I have never been this sick in my life. I've never experienced this level of illness. Yeah, you don't look good
[3:16:37.820 --> 3:16:42.060]  Well, uh, thank you. You're a friend and it pisses me off, but it's called empathy. They could do this to me
[3:16:42.060 --> 3:16:47.180]  They do it to my feet. Go ahead. Alex, you know, uh, I just thank god that I'm alive
[3:16:47.820 --> 3:16:49.820]  president Nixon once told me
[3:16:50.380 --> 3:16:52.380]  Don't pray to god when it's raining
[3:16:53.260 --> 3:16:55.500]  If you don't pray when the sun is out
[3:16:56.300 --> 3:16:58.620]  Uh, and laying in that bed drenched in sweat
[3:16:59.420 --> 3:17:04.940]  Uh, and you know out of my mind, uh, I did pray and I and I'm gonna be also honest
[3:17:05.660 --> 3:17:08.700]  They think that I may have self saved myself
[3:17:09.420 --> 3:17:10.860]  because uh
[3:17:10.860 --> 3:17:13.980]  I did take a bunch of supplements before I knew
[3:17:14.540 --> 3:17:16.540]  What was wrong with me?
[3:17:16.540 --> 3:17:21.820]  liver cleanse was among them your liver defense product your dna product
[3:17:22.220 --> 3:17:26.780]  I wanted to flush my system. I drank a gallon of distilled water
[3:17:27.260 --> 3:17:35.100]  Uh with liver shield, pardon me, which I think flushed my system. Uh, I used the silver kaleido
[3:17:35.100 --> 3:17:41.580]  product now I had by the way, we weren't planning this so they're flashing up products as you say it dna force with about
[3:17:42.140 --> 3:17:46.140]  PQQ does flush mitochondria out. It does flush the cells
[3:17:46.700 --> 3:17:49.900]  Uh, so does the liver cleanse. Nobody should take the liver shield though
[3:17:50.140 --> 3:17:53.500]  If you're drinking on it, folks, your liver is wide open when you do it. It can really hurt you
[3:17:53.660 --> 3:17:58.220]  And this is a powerful product. I didn't even know you were going to plug this on air. Uh, are you serious?
[3:17:58.220 --> 3:18:03.580]  It really helped you well now this uh, I believe they they helped me now
[3:18:03.580 --> 3:18:09.180]  Now we know the attitude of western doctors some of them the unenlightened ones
[3:18:09.740 --> 3:18:15.740]  Towards non-pharmaceutical substances. This is one of the great problems with western medicine
[3:18:15.740 --> 3:18:19.500]  Well, I mean liver shield makes your liver take a giant crap. I mean it dumps everything else
[3:18:19.580 --> 3:18:25.020]  So if your liver's getting hit with polonium, you're supposed to detox. It makes perfect sense or or anything else
[3:18:25.420 --> 3:18:30.620]  Also, um, it will make you very angry when you take any liver product
[3:18:30.620 --> 3:18:34.060]  Everything comes up and in Chinese medicine
[3:18:34.140 --> 3:18:40.540]  Uh, it is believed that the liver is where you harbor all of your past resentments and your angers
[3:18:41.100 --> 3:18:47.020]  Uh, and so you'll go through an emotional roller coaster as your system just flushes all the crap
[3:18:47.020 --> 3:18:49.900]  Well, sure the toxins are coming out and going out, you know through your through your
[3:18:50.380 --> 3:18:57.420]  You know what you're releasing exactly that the one particularly, uh, bright doctor at mount sinai said that
[3:18:57.420 --> 3:19:04.460]  There is after some study and some investigation that there is some evidence that if there is
[3:19:05.020 --> 3:19:10.460]  Fat in your system if you have a full stomach at the time that you absorb poisons
[3:19:11.020 --> 3:19:17.420]  Uh, that the fat can leach the poison out of your system and you will and you will now I had an enormous stake
[3:19:17.980 --> 3:19:19.980]  Two days before I was sick
[3:19:20.860 --> 3:19:24.060]  Uh, yes, I'm a conservative. I eat red meat
[3:19:24.060 --> 3:19:28.460]  I eat virtually raw. I like it and I'm going to keep eating it
[3:19:29.020 --> 3:19:34.460]  But, uh, that may also have been beneficial. So let's talk about the dose because there's a media
[3:19:34.620 --> 3:19:38.620]  I mean, obviously is going to try to spin this or whatever or probably try to ignore it. It's so powerful
[3:19:38.940 --> 3:19:43.260]  I mean, this is huge. What does this signify? Whoever did this? Obviously, it's globalist
[3:19:43.580 --> 3:19:47.180]  Because I mean the motives are all there kibono who benefits. Why would they do this?
[3:19:47.820 --> 3:19:53.500]  Well, that nobody wants me to testify before their phony congressional investigation
[3:19:53.500 --> 3:19:56.940]  Because I will put the lie to this whole Russian
[3:19:57.500 --> 3:20:03.420]  Canard that they are so the the the deep state and the intelligence agencies are so desperate
[3:20:03.820 --> 3:20:07.340]  They won't drop this theme now. I point out to you Alex
[3:20:07.740 --> 3:20:11.740]  It was a talking point for hillary's talking heads before the election
[3:20:12.780 --> 3:20:20.060]  F the cia director brennan warned of russian hacking before it happens. Hold on. This gets worse. This gets worse. New york post
[3:20:20.060 --> 3:20:23.820]  The mi6 guy worked with the murdered
[3:20:24.780 --> 3:20:27.020]  Levin eco guy that got hit with polonium
[3:20:27.340 --> 3:20:33.580]  I was already connecting the two holy Toledo daily mail out is the man behind the dirty dossier of donald trump
[3:20:33.660 --> 3:20:37.340]  Which they admit is now fake worked with the double triple agent
[3:20:37.500 --> 3:20:41.980]  I remember at the time it came out that experts believed that there was no reason for russia to kill this guy
[3:20:42.140 --> 3:20:45.180]  That it was done to embarrass russia. This is crazy
[3:20:45.180 --> 3:20:52.700]  Well, and it look it occurs to me that the people who created that document
[3:20:53.580 --> 3:20:56.700]  Should be ashamed of themselves. Look at that guy. He thinks he's so freaking smart
[3:20:56.780 --> 3:21:01.580]  Well, if 007 thinks he's so damn smart wants to be taken seriously. He might learn how to spell
[3:21:02.540 --> 3:21:08.780]  Their dossier is rife with misspellage. It was not even but it wasn't even good for ass wiping
[3:21:08.780 --> 3:21:15.500]  So the idea that that james clapper, uh, and the boys down at langley would include this
[3:21:16.140 --> 3:21:21.260]  Uh in a report to president obama and president trump. This is a vile
[3:21:22.300 --> 3:21:25.420]  fraud this is by the way, i'm told by three sources
[3:21:26.300 --> 3:21:31.820]  Low-level mid-level and high-level in the cia that the whole agency hates the globalist wants america to be great
[3:21:32.060 --> 3:21:35.580]  They hate hillary. They hate it all they say and i was told this weeks ago
[3:21:35.580 --> 3:21:40.780]  This is all farmed out to subgroups pr firms as later came out. I forgot how accurate their info was
[3:21:40.940 --> 3:21:43.100]  It's all completely fake. So it isn't even the cia
[3:21:43.740 --> 3:21:47.180]  The cia doesn't like this. I think that's why the globalists are in so much trouble
[3:21:47.340 --> 3:21:49.340]  Their own agencies have turned against them
[3:21:49.820 --> 3:21:51.820]  Well, and it would be
[3:21:51.900 --> 3:21:57.020]  Outrageously unfair to say that everybody who works for the central intelligent intelligence agency
[3:21:57.820 --> 3:22:02.540]  Is in league with globalist agenda. No, there are patriotic americans that work there
[3:22:02.540 --> 3:22:09.180]  Just as there are many many many non political patriotic americans work for the fbi
[3:22:09.820 --> 3:22:15.180]  But the leadership of these agencies are rotten to the core. They are corrupt and by the way
[3:22:15.580 --> 3:22:18.620]  Let's elaborate on this. I don't know how much you can tell the back story
[3:22:19.420 --> 3:22:21.100]  um
[3:22:21.100 --> 3:22:23.100]  Well, i don't i mean obviously
[3:22:23.420 --> 3:22:26.940]  Can we discuss whether the president knows about this president elect?
[3:22:26.940 --> 3:22:31.500]  Can we i have i've not discussed this with the president elect and i'm i'm not going to burden him with it
[3:22:31.500 --> 3:22:33.500]  I know you told me that a week ago. I said you gotta tell him
[3:22:33.740 --> 3:22:37.180]  Look if his if his one of his good friends is being poisoned. He goes to your wedding and stuff
[3:22:37.260 --> 3:22:41.500]  You've been friends for 41 years. You might want to tell him. Well, I'm sure someone will tell him
[3:22:41.580 --> 3:22:47.900]  But frankly, I'm not going to bother uh the president elect at a time that he is thinking about the supreme court
[3:22:48.380 --> 3:22:53.020]  Where he is uh duking it out with the intelligence agencies who are
[3:22:53.660 --> 3:22:55.660]  Determined to take him down
[3:22:56.380 --> 3:23:00.860]  Uh, you know, this is this is not really about me. I'm glad to be alive
[3:23:00.860 --> 3:23:05.740]  But this is about the anti-globalist revolution, but it does show they're taking the gloves off
[3:23:06.060 --> 3:23:09.420]  Yeah, so what's going to happen some in the mainstream media
[3:23:09.900 --> 3:23:16.140]  And the assholes at media matters for america and correct the record money laundering fronts
[3:23:16.860 --> 3:23:18.860]  professional liars and
[3:23:19.420 --> 3:23:23.020]  Propagandists are going to make light of this and say it's a joke
[3:23:23.500 --> 3:23:28.060]  If you were as sick as I was you would know it's well, you also got visited by the feds
[3:23:28.060 --> 3:23:32.940]  Can you get into that? Well, I have let the government know what I know
[3:23:33.580 --> 3:23:37.180]  Uh, and you know, there's a series of intelligent questions here
[3:23:37.980 --> 3:23:41.420]  Did I eat or drink with any foreign nationals or strangers?
[3:23:41.980 --> 3:23:46.860]  In the in the days and weeks before I was sick. I couldn't connect the dots on that
[3:23:47.260 --> 3:23:51.740]  I don't know how I may have ingested poison. I am
[3:23:51.740 --> 3:23:59.900]  I am thankful that I didn't ingest enough to kill me. I had fevers that were problematic
[3:24:00.540 --> 3:24:02.540]  For 15 days
[3:24:02.860 --> 3:24:06.940]  This is not a great experience and I don't recommend it for weight loss
[3:24:07.420 --> 3:24:13.980]  But as you can see my collars are large on me. I lost I don't know seven pounds
[3:24:14.700 --> 3:24:19.740]  Uh, this was this was not a great experience, but I am committed
[3:24:19.740 --> 3:24:21.740]  Uh to
[3:24:22.140 --> 3:24:24.140]  busting the lies
[3:24:24.140 --> 3:24:30.140]  About the russian hacking my book does that with an enormous amount of new information
[3:24:30.540 --> 3:24:34.300]  Exactly. Oh and by the way, I well became in here during the break and corrected me
[3:24:34.620 --> 3:24:36.140]  We are now
[3:24:36.140 --> 3:24:39.020]  Announcing presales because they weren't allowed until the day of
[3:24:39.580 --> 3:24:44.300]  Uh, which I guess is the 31st if it's still that we can now say pre-orders for your new book
[3:24:44.700 --> 3:24:47.420]  Are available the book is being printed as we speak
[3:24:47.420 --> 3:24:50.620]  Let's let's talk about your book some because you know, it's important to get out
[3:24:50.700 --> 3:24:54.860]  It's got a blueprint for victory in the future. It breaks down everything. Everyone needs to get your book
[3:24:55.820 --> 3:25:01.500]  This is this is a book about how donald trump pulled off the greatest political upset in american history
[3:25:02.300 --> 3:25:05.980]  This is this is a book about courage and balls
[3:25:06.540 --> 3:25:12.700]  Uh, and the tipping point that has finally been reached where the putrid lying
[3:25:13.420 --> 3:25:15.420]  alleged media like cnn
[3:25:15.420 --> 3:25:17.420]  the very people
[3:25:17.500 --> 3:25:20.540]  Who let ted cruz attack me viciously?
[3:25:21.260 --> 3:25:27.500]  And then would not afford me the opportunity to respond not once not twice but three times
[3:25:28.140 --> 3:25:30.140]  All i'm asking for alex
[3:25:30.700 --> 3:25:32.700]  elementary fairness
[3:25:32.700 --> 3:25:34.700]  when ted cruz
[3:25:34.700 --> 3:25:37.340]  falsely accused me of smearing him
[3:25:38.060 --> 3:25:41.980]  The folks at cbs to their credit called sent out a crew
[3:25:41.980 --> 3:25:47.580]  Tape they response and played both of them his attack on me and my response
[3:25:48.140 --> 3:25:50.300]  That's what real reporters do
[3:25:51.260 --> 3:25:53.260]  cnn allowed
[3:25:54.540 --> 3:26:02.860]  John pedesta both on the airplane uh on video and after the election to repeat again
[3:26:03.500 --> 3:26:08.380]  The lie that I knew about his hacking that I knew about russian
[3:26:08.380 --> 3:26:13.100]  He's been feeding julien assange a lie. I know no such thing
[3:26:13.980 --> 3:26:22.140]  Yet cnn never afforded me despite my requests an opportunity to respond in the same
[3:26:23.100 --> 3:26:24.220]  day part
[3:26:24.220 --> 3:26:26.220]  So if anderson cooper
[3:26:26.940 --> 3:26:32.300]  Who I confess to thinking is quite well dressed and has been on my international
[3:26:32.620 --> 3:26:34.620]  best dressed list in the past that I
[3:26:35.020 --> 3:26:37.020]  put out every
[3:26:37.020 --> 3:26:39.020]  New years
[3:26:39.020 --> 3:26:41.020]  If he had any journalistic integrity
[3:26:41.420 --> 3:26:45.660]  He's not a journalist. He's a leftist board foundation cia operative
[3:26:46.300 --> 3:26:48.300]  Well and cnn is busted
[3:26:48.860 --> 3:26:54.220]  And they are going to continue to let's expand on that and then i'm gonna let you take over but this is riveting and i don't want to
[3:26:54.220 --> 3:26:56.220]  Leave i'm going to be watching after i'm off
[3:26:56.620 --> 3:26:58.620]  Seriously, roger
[3:26:58.700 --> 3:27:02.300]  I love trump saying we're going to expand the press corps into a basically an arena
[3:27:02.460 --> 3:27:05.660]  We're going to let the real new independent media in the mainstream is
[3:27:05.660 --> 3:27:11.500]  Crapping themselves. They're imploding cnn's about to be sold off. They admit it's a shadow of itself
[3:27:12.220 --> 3:27:17.260]  And there's trump going no you don't get time to respond. You're fake news. You don't get me time to respond
[3:27:17.580 --> 3:27:20.780]  He's finally calling him out. I mean this is the beginning of the end of these people
[3:27:21.580 --> 3:27:27.100]  Alex I must tell you I have read extensively about the at&t time Warner merger
[3:27:27.740 --> 3:27:32.460]  Um, I I actually think it's not necessarily a bad deal and I don't think it violates the law
[3:27:32.460 --> 3:27:35.180]  But I wouldn't approve it unless
[3:27:35.980 --> 3:27:37.340]  Time Warner
[3:27:37.340 --> 3:27:38.780]  spun off
[3:27:38.780 --> 3:27:39.820]  cnn
[3:27:39.820 --> 3:27:44.780]  Perhaps rt would like to buy it. Maybe maybe putin will pick it up for a song
[3:27:45.420 --> 3:27:46.940]  Nobody's watching
[3:27:46.940 --> 3:27:48.940]  Their viewers are dwindling
[3:27:49.900 --> 3:27:51.900]  the the hysteria
[3:27:52.380 --> 3:27:54.140]  of last night
[3:27:54.140 --> 3:28:01.260]  Watching don lemon don what's with that not that's the that's the fattest not i've ever seen awful awful
[3:28:01.260 --> 3:28:04.860]  You you'll never make the best dress list with that
[3:28:05.500 --> 3:28:06.620]  uh
[3:28:06.620 --> 3:28:08.620]  near hysterical
[3:28:09.020 --> 3:28:14.700]  A fellow from the minority coalitions for trump did an excellent job of punching back. Sorry
[3:28:15.500 --> 3:28:18.140]  Martin looser king the third met yesterday with trump
[3:28:18.860 --> 3:28:21.580]  Mark dr. King's niece announced that she
[3:28:22.140 --> 3:28:29.020]  Voted for trump. You're not keeping black people on the plantation anymore. That's why they're panicking. What do you make?
[3:28:29.020 --> 3:28:31.020]  And then i'm gonna let you go to the show
[3:28:31.820 --> 3:28:32.700]  Of
[3:28:32.700 --> 3:28:37.900]  John lewis coming out attacking trump trump nicely responds and they say it's because he's racist
[3:28:38.300 --> 3:28:40.780]  I mean, there's there's a death of logic here
[3:28:41.500 --> 3:28:43.100]  well, alex
[3:28:43.100 --> 3:28:45.100]  This is I think a very key point
[3:28:46.060 --> 3:28:48.060]  congressman lewis
[3:28:48.140 --> 3:28:51.820]  Was an honest to god hero on the edmund pettus bridge
[3:28:52.460 --> 3:28:56.460]  Yes, he shed blood for the civil rights movement
[3:28:56.460 --> 3:28:58.460]  Nothing pisses me off
[3:28:59.500 --> 3:29:01.500]  more than when
[3:29:01.740 --> 3:29:03.260]  david brock
[3:29:03.260 --> 3:29:09.660]  Uh, and the weenies who work for them say i am a racist. I am a nixon republican
[3:29:10.300 --> 3:29:12.300]  Richard nixon
[3:29:12.300 --> 3:29:18.700]  Marshalled the votes to pass the 1958 civil rights act the democrats didn't have the numbers
[3:29:19.260 --> 3:29:21.260]  Richard nixon
[3:29:21.260 --> 3:29:23.260]  Brought us black capitalism
[3:29:23.260 --> 3:29:25.980]  Desegregated the public schools
[3:29:26.780 --> 3:29:34.460]  I was marching for a rockefeller drug law reform in new york racist drug laws targeted
[3:29:34.780 --> 3:29:39.500]  I'm gonna let you take over great job. My friend. You're a hero roger stone come back to that another side
[3:29:39.500 --> 3:29:44.620]  I'm handing baton to roger stone and we're off to dc tomorrow. This is incredible. It's great. It's good to be back
[3:29:44.700 --> 3:29:48.300]  Folks love you great job the crew roger stone coming up info wars.com
[3:29:48.940 --> 3:29:51.980]  We're on the march the empires on the run
[3:29:51.980 --> 3:29:55.580]  Alex jones and the gcn radio network
[3:29:59.580 --> 3:30:05.100]  With the inauguration around the corner, here's what we know about the fascists who are trying to obstruct donald trump's inauguration
[3:30:05.180 --> 3:30:10.540]  Hundreds of thousands will be there to protest the inauguration of trump marching and chanting in the streets over fake news
[3:30:10.620 --> 3:30:17.740]  But it has gotten darker advertisements to pay trump protesters cropping up in dozens of us cities people like rosy mcdonald calling for
[3:30:17.740 --> 3:30:23.900]  Martial law charles schumer threatening trump with the intelligence community michael moore marching in the women's march against trump pushing
[3:30:24.140 --> 3:30:25.420]  Anti-trump false narratives
[3:30:25.420 --> 3:30:32.540]  We know about the fake dossiers and now more is emerging as radical leftists are planning violent protests plans for planting and discharging
[3:30:32.540 --> 3:30:39.420]  Acidic chemicals into ventilation systems disrupt j20 is mobilizing thousands and planning on blocking streets and transit in response
[3:30:39.420 --> 3:30:44.060]  There will be unprecedented security. We fully support the first amendment in the exercise thereof
[3:30:44.060 --> 3:30:47.660]  But people plotting illegal activities need to be brought into custody now
[3:30:47.740 --> 3:30:52.860]  Perhaps even arrested to deter these fascists from illegally disrupting the peaceful transition of power
[3:30:52.860 --> 3:30:58.700]  But something tells me that's not going to happen. This is oan shroyer and info wars will see you at the inauguration
[3:30:59.420 --> 3:31:03.260]  It's not just our water. We need to filter. It's not just our food that needs to be cleaned
[3:31:03.340 --> 3:31:10.300]  It's the air we're breathing especially for our children the artificial particulates of the chemicals is absolutely
[3:31:10.300 --> 3:31:16.460]  Weighing down our immune systems the same team based right here in america that brought you the alexa pure
[3:31:17.020 --> 3:31:22.860]  groundbreaking water filtration systems have now developed alexa pure breeze whether it's your home or office
[3:31:22.860 --> 3:31:28.780]  Yo, it's yourself your co-workers your family your children through the best job you can to purify your air
[3:31:29.020 --> 3:31:36.860]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most the toxic effects for themselves
[3:31:37.020 --> 3:31:39.020]  the general public doesn't
[3:31:39.020 --> 3:31:42.940]  The alexa pure breeze would be a steel at three hundred four hundred five hundred dollars
[3:31:43.180 --> 3:31:47.660]  One of these systems can keep eight hundred square feet incredibly clean. This is a system
[3:31:47.660 --> 3:31:53.260]  I'm personally putting in throughout my house replacing older more expensive filters that didn't do as good a job
[3:31:53.500 --> 3:31:57.740]  Find out why this system is so revolutionary today an infowarstore.com
[3:31:59.980 --> 3:32:03.740]  Electrify your day with secret 12. It's like lightning in a bottle
[3:32:03.740 --> 3:32:09.820]  We all have days in which we just can't seem to perform at the level we'd like to info wars life secret 12 is designed to
[3:32:09.980 --> 3:32:15.580]  Naturally energize your body and mind with two great tasting and super high quality forms of vitamin b12
[3:32:15.820 --> 3:32:20.620]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels
[3:32:20.700 --> 3:32:24.060]  The reality is it's hard to take in the proper amount of vitamins
[3:32:24.060 --> 3:32:29.980]  We need each day with our modern diets secret 12 by info wars life is an easy way to naturally
[3:32:29.980 --> 3:32:37.340]  Upgrade your vitamin b12 intake and support your body's natural systems. It pairs two forms of vitamin b12 into one
[3:32:37.820 --> 3:32:44.860]  Explosive formula vitamin b12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes
[3:32:44.940 --> 3:32:47.820]  But it also assists with many other functions of the body
[3:32:48.060 --> 3:32:51.420]  Electrify your mind and body and take your health to the next level
[3:32:51.420 --> 3:33:00.860]  Experience the power of secret 12 at infowarslife.com. That's infowarslife.com
[3:33:00.860 --> 3:33:19.180]  From the front lines of the information war it's alex jones
[3:33:54.220 --> 3:33:56.220]  Okay
[3:33:56.220 --> 3:34:07.300]  Alright. Welcome back to Info Wars. I have just taken the baton from the great Alex Jones
[3:34:07.300 --> 3:34:17.820]  looking robust and healthy after his brief vacation. I am delighted to pick up the theme
[3:34:17.820 --> 3:34:25.900]  where we left off. This constant attack that we are racists, that Trump is a racist, is
[3:34:25.900 --> 3:34:33.420]  aggravating in view of the fact that in fact I have done, I have had a career of supporting
[3:34:33.420 --> 3:34:39.700]  both civil rights and racial justice. The black voters, African American voters in this country
[3:34:39.700 --> 3:34:46.260]  have been used by the Democrats and you can see our inner cities. Trump is trying to reach
[3:34:46.260 --> 3:34:55.820]  out. Now, John Lewis. Mr. Lewis specifically said he was boycotting the inaugural because
[3:34:55.820 --> 3:35:02.940]  Trump's election was illegitimate because the Russians hacked the election and tipped
[3:35:02.940 --> 3:35:10.900]  it in Trump's favor. Not even the WAC jobs at the CIA claim that. They don't claim that
[3:35:10.900 --> 3:35:18.300]  whatever they say the Russians did changed the outcome of the election. Now, Representative
[3:35:18.300 --> 3:35:26.140]  Lewis is a genuine hero and he shed blood on the Edmund Pettus Bridge, but either he
[3:35:26.140 --> 3:35:31.900]  must produce the proof that the Russians changed the outcome of the election and therefore
[3:35:31.900 --> 3:35:39.660]  Trump's election is legitimate or he needs to shut up. He also lied when he said that
[3:35:39.660 --> 3:35:48.820]  he's never done this before because he thought George W. Bush's election was illegitimate
[3:35:48.820 --> 3:35:57.540]  and he refused to attend that inaugural. So in all fairness, Representative Lewis negates
[3:35:57.540 --> 3:36:03.220]  his bravery in the civil rights struggle when he acts like a partisan hack, when he says
[3:36:03.220 --> 3:36:10.660]  things that are not true, that are not that are lies and he should apologize. He picked
[3:36:10.660 --> 3:36:16.540]  this fight. Trump did not pick this fight. You can go on Donald Trump's Twitter feed
[3:36:16.540 --> 3:36:25.780]  today and he correctly calls Lewis out. No, you did the same media stun to George W. Bush.
[3:36:25.780 --> 3:36:34.860]  This is partisan hackery. He owes the president elect an apology or or produce the evidence
[3:36:34.860 --> 3:36:44.340]  the Russians changed the outcome of this election. Alex made reference to deplorable. This is
[3:36:44.340 --> 3:36:52.940]  the event January 19th at the National Press Club. Alex Jones is speaking. Mike Cernovich,
[3:36:52.940 --> 3:37:00.940]  Jack Psobiak and other patriots, other fighters for liberty. This is the grassroots event,
[3:37:00.940 --> 3:37:08.380]  folks. The millionaires and the billionaires and the and the elites who did not support
[3:37:08.380 --> 3:37:17.220]  Donald Trump but are now posing as his friends and those who did legitimately help the president
[3:37:17.220 --> 3:37:23.140]  in official roles. They'll be at the official events. I will be at some of the official
[3:37:23.140 --> 3:37:31.020]  events. I'm excited about the swearing in. After all, how many times in life do you get
[3:37:31.020 --> 3:37:38.020]  an opportunity to wear a top hat and not look like a dork? Although I did wear one when
[3:37:38.020 --> 3:37:45.100]  I was married. So I'm very excited about this, but Alex is right. There are now radical
[3:37:45.100 --> 3:37:52.100]  groups threatening to fill baggies with urine with Clorox to throw them on people. There
[3:37:52.100 --> 3:37:58.380]  are people. There are radical groups openly saying they're going to harass attendees.
[3:37:58.380 --> 3:38:06.540]  They're going to harass those who try to attend. I do think Washington is a tinder box. I do
[3:38:06.540 --> 3:38:14.660]  think there are those on the radical left, DJ 20, other radical groups who are going
[3:38:14.660 --> 3:38:23.060]  to try to be inciting violence. And that's why I noticed that the tactical nanotechnology
[3:38:23.060 --> 3:38:34.460]  bardic body armor at the M4 store is now available. And I think that you ought to consider getting
[3:38:34.460 --> 3:38:42.940]  some of this. This is the best high end totally tested body armor out there. Former Blackwater
[3:38:42.940 --> 3:38:49.660]  operas, former Army Rangers who info wars did to conduct testing and a survey to bring
[3:38:49.660 --> 3:38:56.260]  you the very best products swear by this armor. It's only a quarter of an inch thick. This
