[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[2:56:52.000 --> 2:56:56.560]  algorithms out there that are sure no no the algorithms are made up deal the algorithms or
[2:56:56.560 --> 2:57:04.960]  whatever you click on it gives you more of um but have you spanned on that uh it's people that are
[2:57:04.960 --> 2:57:12.320]  censoring a physical person has to get on a keyboard and push delete before they can delete a page
[2:57:12.320 --> 2:57:18.160]  or a group or or an account and that's that's how simple it is so anytime they say it was an oops
[2:57:18.160 --> 2:57:23.280]  and an algorithm got you or one of their bugs got you sure that's just some fancy thing they tell
[2:57:23.280 --> 2:57:28.240]  congress we've got all the internal videos we have their own logs we know it's it's people
[2:57:28.240 --> 2:57:34.000]  it's armies of meth head professors and drooling antifa literally scooting over all your wife's
[2:57:34.000 --> 2:57:42.160]  photos on the iCloud apple literally has tens of thousands of potbelly pdps pedophiles literally
[2:57:42.160 --> 2:57:47.680]  over all your info let's talk to marcus in new york marcus you're on the air thanks for holding
[2:57:47.680 --> 2:57:52.160]  hey oh yeah i just want to say uh your show is a breath of fresh air i talked to a lot of people
[2:57:52.160 --> 2:57:56.800]  here out in new york city and one thing i could tell you is that almost nobody agrees with these
[2:57:56.800 --> 2:58:01.200]  wars i think that the neocons are trying desperately to get trump to go to a war because
[2:58:01.200 --> 2:58:05.440]  they know that that's the only way that they could defeat him in the eyes of the public the
[2:58:05.440 --> 2:58:09.920]  approaching 2020 that's it i mean if trump buys into this it'll be the end of his presidency it's
[2:58:09.920 --> 2:58:13.760]  the only way i think he can be defeated other than assassinating him it's a time to be praying my
[2:58:13.760 --> 2:58:17.600]  friend i agree entirely and the last thing i just want to say alex is i know they're trying to shut
[2:58:17.600 --> 2:58:22.880]  you down but the reinforcements have arrived man i would love to see you on air until you're 80 years
[2:58:22.880 --> 2:58:27.360]  old i'd love to see what you're talking about when you're 80 but if they do shut you down no you've
[2:58:27.360 --> 2:58:32.960]  gone into this war you won a lot of battles and there are a lot of people like myself and many
[2:58:32.960 --> 2:58:37.200]  others who are gonna continue we're gonna keep fighting in the info war and even if something
[2:58:37.200 --> 2:58:42.320]  does happen to you or your show know for a fact that you've gotten a lot of people fired up for
[2:58:42.320 --> 2:58:51.440]  liberty thank you sir for calling serving with info wars is a great honor but i still need my morning
[2:58:51.440 --> 2:58:58.800]  coffee and luckily our break room at the info wars headquarters is stocked full of high quality
[2:58:58.800 --> 2:59:05.040]  info wars store patriot blend coffee grown in the high mountains of southern mexico
[2:59:05.040 --> 2:59:13.280]  the chiapas farmers grow 100 organic non-gmo coffee at the ideal altitude for the perfect cup
[2:59:14.000 --> 2:59:20.800]  a robust coffee with great flavor and mild acidity there has never been a more important
[2:59:20.800 --> 2:59:28.320]  time to support info wars so if you love coffee and if you want to fight for freedom then you can help
[2:59:28.320 --> 2:59:37.600]  order now at the info wars store sign up for auto ship and get your own high quality supply
[2:59:37.600 --> 2:59:43.600]  of patriot blend coffee delivered right to your door at info wars store dot com
[2:59:43.600 --> 2:59:55.040]  um you're listening to the alex jones show
[2:59:55.040 --> 3:00:09.680]  ha ha amazing new footage the katelyn Bennett is released go get info wars dot com
[3:00:11.600 --> 3:00:18.720]  say about the next segment resistance to tyrants his obedience to god it's alex jones
[3:00:18.720 --> 3:00:24.560]  katelyn Bennett and will johnson both do reporting from four worse dot com both have their own
[3:00:24.560 --> 3:00:29.840]  independent sites and operations they went out to austin for the legal alien thing saturday they shot
[3:00:29.840 --> 3:00:34.320]  so much footage they finally released it they go up and try to get people to take an illegal alien
[3:00:34.320 --> 3:00:38.240]  in their house and they go no i got to vet them first they go but wait we can't vet them at the
[3:00:38.240 --> 3:00:45.040]  border wait do you see this footage uh that's all coming up uh but uh let's go ahead and go to
[3:00:45.040 --> 3:00:50.800]  gavin in missouri you're on the air gavin thanks for holding hi there appreciate the time brother
[3:00:50.800 --> 3:00:55.520]  thank you sir i feel honored to speak to you honestly as i've been following you for a long
[3:00:55.520 --> 3:00:58.800]  time and you fight for truth for you brother i'm honored to talk to you it's you the listeners
[3:00:58.800 --> 3:01:05.280]  to keep my ass out of prison yeah let me tell you the prize here is defeat the globalists that
[3:01:05.280 --> 3:01:10.560]  don't get killed i mean i'm down i'm i'm down i'm not looking for a jet airplane folks i'm just
[3:01:10.560 --> 3:01:15.360]  looking to defeat the globalists they don't kill my ass trying to do a damn job we're respectable
[3:01:15.360 --> 3:01:21.280]  yeah 100% thank you brother so what's on your mind um honestly i even typed it out just so that way
[3:01:21.280 --> 3:01:26.240]  i can get my point sure go ahead as hard as i can uh on the ice to earth yeah the ice terrorist
[3:01:26.240 --> 3:01:29.920]  attack i just think it's absolutely terrible that we're taking in people feeding and keeping them
[3:01:29.920 --> 3:01:34.240]  safe and alive and moral and tifa comes out in the name of right and wrong attempting to
[3:01:34.240 --> 3:01:38.480]  murder sir innocent american ice workers taking these illegal immigrants then allowing them to
[3:01:38.480 --> 3:01:44.320]  silence you know what i mean what they're fighting for of course well that's it is that it's it's
[3:01:44.320 --> 3:01:49.760]  everyone's trying to get in 150 something thousand a month they catch a lot of them turn themselves in
[3:01:49.760 --> 3:01:55.840]  you got to process people find out who you are on average they're let out in 14 days 90 percent of them
[3:01:55.840 --> 3:02:00.880]  the border is wide open it's like a filter you know on a water hose or something but it doesn't
[3:02:00.880 --> 3:02:06.160]  filter the water it just filters out the particular it's not even getting most of particular i mean
[3:02:06.160 --> 3:02:12.160]  they're overwhelmed and i meant to get to this today i have all these hearings where they bitch at
[3:02:12.160 --> 3:02:16.080]  the border patrol going you're not taking care of body properly they're like we don't have the funds
[3:02:16.800 --> 3:02:22.240]  and the liberals who blocked the funding this year and last year act like it's their fault when
[3:02:22.240 --> 3:02:26.400]  they're the ones that blocked the funding and it's the democrats that announced the open border
[3:02:26.400 --> 3:02:33.120]  is that not sick it's just the most second thing that you could imagine it's like if i announced
[3:02:33.120 --> 3:02:40.800]  at your house without you knowing hey uh gavin's having a party this saturday free food free beer
[3:02:40.800 --> 3:02:45.840]  and uh jz is going to be playing there at midnight you'd probably have a thousand people show up at
[3:02:45.840 --> 3:02:51.120]  your three bedroom house and then i'd show up as a democrats when you didn't have jz there free
[3:02:51.120 --> 3:02:57.680]  food or beer and i'd say gavin you bastard you criminal you didn't have jz there are all the free
[3:02:57.680 --> 3:03:04.560]  beer well you'd say to me hey alex you're the one that put the lie out think about that no you're
[3:03:04.560 --> 3:03:11.280]  exactly right and it's just unbelievable in every sense of the word i meant to get to it you want
[3:03:11.280 --> 3:03:16.000]  to see these i watched the hearing last week i watched this weekend where they go how dare you
[3:03:16.000 --> 3:03:22.320]  separate families they go we've got thousands showing up a day per sector and most of them aren't
[3:03:22.320 --> 3:03:26.080]  with their parents you understand most the kids are begging for mommy we're sending them back to
[3:03:26.080 --> 3:03:31.360]  their parents a lot of them are kidnapped they go that's easy for you to say as a white man
[3:03:31.360 --> 3:03:38.560]  man and it's just like you're like what the hell are these people talking about it's like
[3:03:38.560 --> 3:03:43.760]  is there any into it it's so like this one woman from a why he's like a demonic turtle
[3:03:44.800 --> 3:03:49.840]  and she just sits there and spouts this stuff and you're like i don't know where do you think
[3:03:49.840 --> 3:03:56.240]  all this goes gavin uh honestly with the way that the spectrum is and that there's why does it
[3:03:56.240 --> 3:04:00.160]  become i think there's just too many options to take into account i couldn't really give you a
[3:04:00.160 --> 3:04:04.240]  definitive answer i hear you there are a lot of delusional people that work for the system and
[3:04:04.240 --> 3:04:09.120]  they're going to say whatever they want because they know america is soft and if they accuse
[3:04:09.120 --> 3:04:13.520]  us of being nazis we'll do whatever they say well it's got to come to an end that's why trump
[3:04:13.520 --> 3:04:20.560]  calling ilhan ohmar a joke and a moron and somebody needs to get the hell out is good
[3:04:20.560 --> 3:04:27.440]  stop bowing to i don't like the american flag on the nineties yes sir we'll take it off right now
[3:04:27.440 --> 3:04:33.280]  you know i don't like the star spangled banner we'll stop that you know i don't like families
[3:04:33.280 --> 3:04:37.360]  you know what don't say mother or father okay we won't say that you know it's like
[3:04:38.000 --> 3:04:45.040]  what level won't we bow to the left because the media will beat us up beat me up i'm ready for it
[3:04:45.600 --> 3:04:51.600]  more calls straight ahead and then coming in in one segment both keepers
[3:04:51.600 --> 3:04:58.880]  bb what does big tech become a big tech are big babies that have become big bullies and the way
[3:04:58.880 --> 3:05:03.280]  they did so is because they face no consequence social economic political or legal for their
[3:05:03.280 --> 3:05:07.920]  illicit activities over two decades and because of that that's why the courts the judges the juries
[3:05:07.920 --> 3:05:11.680]  the members of the independent free press that care about this the ordinary members of the public
[3:05:11.680 --> 3:05:16.080]  and the audience that care about this has to bring real social political economic consequence
[3:05:16.080 --> 3:05:19.680]  to their course of conduct otherwise they will never change and they will become the big tech
[3:05:19.680 --> 3:05:24.080]  oligarchs the equivalent to the big trust of the 19th century who ran american politics and ran
[3:05:24.080 --> 3:05:28.240]  american economy almost into the ground until we were able to recover after the great depression
[3:05:28.240 --> 3:05:33.680]  the informers audience is the fuel that flames the the light of liberty across the world to make
[3:05:33.680 --> 3:05:38.320]  real the actions of independent free speech to make real the original promise of an independent
[3:05:38.320 --> 3:05:42.800]  free press real collusion is big tech and big media manipulating and working with each other
[3:05:42.800 --> 3:05:47.120]  to try to meddle with elections to try to shake people's thoughts and then the whopper of telling
[3:05:47.120 --> 3:05:51.120]  us the whole time it's not happening it's the ultimate form of gaslighting what you just saw
[3:05:51.120 --> 3:05:53.680]  isn't what you just saw even it is what what you just saw
[3:06:05.920 --> 3:06:14.960]  big brother mainstream media government cover-ups you want to stop tyranny will so does he lie from
[3:06:14.960 --> 3:06:20.800]  the info wars dot com studios it's alex jones you know i don't want to conquer anybody i want to
[3:06:20.800 --> 3:06:25.200]  run anybody's life but i'll tell you this i might have this money run mine you want a war
[3:06:26.160 --> 3:06:30.000]  you want an information war you want the end of political correctness you're gonna get it now
[3:06:30.880 --> 3:06:34.400]  not by a bunch of buck toothed racists that hate people because what color they are
[3:06:34.400 --> 3:06:39.040]  no the left are the ones pushing race but by red blooded christians of every race color and creed
[3:06:39.040 --> 3:06:43.680]  aren't bound to a bunch of syria law and a bunch of leftist communism and a bunch of crap
[3:06:43.680 --> 3:06:50.240]  your hoax of bullying us is coming to an end now i got loaded phone lines but i'm gonna try to jam
[3:06:50.240 --> 3:06:53.440]  a few more in then i got a few clips i'm gonna play they're very important and then stewart
[3:06:53.440 --> 3:06:59.440]  rhodes is taking over and the rest of the fourth hour from oath keepers but right now let's go
[3:06:59.440 --> 3:07:04.560]  ahead and go to andrew in idaho member of oath keepers wants to talk about trump's tweets on
[3:07:04.560 --> 3:07:12.240]  ill on omar go ahead sir hi there alex good brother hey uh long time with sir i've been with
[3:07:12.240 --> 3:07:17.360]  you since uh i think bohemian grove in 911 then with stewart rhodes since after he founded oath
[3:07:17.360 --> 3:07:21.360]  keepers in katrina i'm actually so you've been you've been tuned in 20 years sir we salute you
[3:07:22.320 --> 3:07:27.120]  a long time 35 years old so i've been doing a yeah i spent about 15 16 years old that's great
[3:07:27.120 --> 3:07:30.800]  i'm gonna figure out this puzzle figure out this puzzle with you let me ask you this then how
[3:07:30.800 --> 3:07:36.800]  did you first was it shortwave or how'd you first do the show i think it was a youtube before google
[3:07:36.800 --> 3:07:42.960]  bought it just looking at the bohemian grove video it's probably the first that was about 16 years
[3:07:42.960 --> 3:07:49.760]  ago okay go ahead well i was basically gonna say and uh sorry i'm highly intelligent not to do my
[3:07:49.760 --> 3:07:55.680]  own horn but i'm not very well spoken a lot of time but i was basically gonna say you know the
[3:07:55.680 --> 3:08:00.240]  reason they don't want to fix their own countries or improve themselves is that that they cannot
[3:08:00.240 --> 3:08:04.320]  beat you in that way they cannot beat you with an intellectual dialogue they cannot they must
[3:08:04.320 --> 3:08:10.000]  constantly shut down your freedom of speech to if you shut down your freedom of speech so that they
[3:08:10.000 --> 3:08:13.600]  you know can have like pretty much a gossip ring about you instead i don't know how to explain
[3:08:13.600 --> 3:08:18.640]  that any better way but no i don't like the name listen they all the twisted there are a lot of
[3:08:18.640 --> 3:08:22.480]  great folks from the third world they want to come here and be part of it but the twisted and
[3:08:22.480 --> 3:08:27.200]  evil never want to build it themselves they always want to step in and run it all they always want
[3:08:27.200 --> 3:08:32.400]  to run it and take control of it they want to step in at the top level they don't want to build
[3:08:32.400 --> 3:08:37.760]  something for 30 40 years to try to be in charge to empower humanity with great responsibility
[3:08:37.760 --> 3:08:44.160]  they want to just right away step into power exactly and i think kind of their plan is also
[3:08:44.160 --> 3:08:47.520]  to swamp us with numbers kind of like the persian army going against fardons you know they know
[3:08:47.520 --> 3:08:53.600]  they're not the elite so they must kind of bring in as many numbers as they possibly can to kill
[3:08:53.600 --> 3:09:00.400]  us that way but uh yeah just a quick rundown on my background my grandfather was grandfather raised
[3:09:00.400 --> 3:09:04.800]  me like his only son his pal bentley's uh first cousin's and good friends with clion scousen and
[3:09:05.360 --> 3:09:09.360]  it's just a great honor to be with you sir well it's great to be with you brother god bless you
[3:09:09.360 --> 3:09:14.800]  what a great patriot clion scousen right up there in the same area you're at thank you so much look
[3:09:15.520 --> 3:09:20.240]  we got loaded phones with lile and joe and jim and michael and i've got all these clips to get to i
[3:09:20.240 --> 3:09:23.760]  need to get to them all but i want to take these calls as well let's just give each caller 30
[3:09:23.760 --> 3:09:32.160]  seconds so they don't get no time lile in colorado go ahead hey elix thanks uh long time listener
[3:09:32.160 --> 3:09:40.000]  first time caller love your bodies x2 ultra 12 brain force i'm a i'm an oil field worker um
[3:09:40.560 --> 3:09:47.280]  travel around quite a bit and uh i'm 61 years old and i'm out rolling around 500 pound 55 gallon
[3:09:47.280 --> 3:09:52.560]  drums with 20 something so thanks for that brother it's uh i'm not gonna mess with you those rough
[3:09:52.560 --> 3:09:59.520]  necks are tough well i was thinking about loading up a couple bus loads of them and uh backing up
[3:09:59.520 --> 3:10:06.560]  the proud boys at one of these uh patriot prayer rallies uh because that'd be just like uh they
[3:10:06.560 --> 3:10:15.280]  beat each other up going out drinking on a friday night uh so uh yeah they they would shred those
[3:10:15.280 --> 3:10:23.040]  larping little pajama draped whatever they are i don't know man but uh well yeah that's still one
[3:10:23.040 --> 3:10:27.040]  of the roughest things out there is oil field workers that there's not people complaining
[3:10:27.040 --> 3:10:35.120]  about osha rules out there well i mean well up here in northern colorado with uh jared polis i
[3:10:35.120 --> 3:10:41.120]  mean we run a pretty tight ship um and there i mean we follow all the rules and oh i know but
[3:10:41.120 --> 3:10:48.880]  i'm just saying that's still a rough profession absolutely um you know i i just i'm i'm i'm
[3:10:48.880 --> 3:10:54.320]  perplexed about trump's uh situation at the southern border still i i don't want to say
[3:10:54.320 --> 3:11:02.720]  it's a straight up scyop but that that communist it's in power in mexico i mean it's you know
[3:11:02.720 --> 3:11:09.120]  they got 15 000 troops at the us mexican border and only 6000 at the southern you know and isn't
[3:11:09.120 --> 3:11:14.240]  that kind of bass awkward um you know sure the mexican troops are making sure the narcotics
[3:11:14.240 --> 3:11:22.160]  come across the mexico is a total narcotics state yes a failed narco state and i wondered if you'd
[3:11:22.160 --> 3:11:29.040]  heard anything uh that dressing not more along the same lines el salvador which has a communist
[3:11:29.040 --> 3:11:35.520]  in power now um i've heard from other alternative news sources pretty reliable that uh right now
[3:11:35.520 --> 3:11:41.360]  what they're doing down there is they're they're they're training uh these military age men in
[3:11:41.360 --> 3:11:49.760]  prisons 16 to 25 they're being co-opted by local ms 13 and the 18th street gangs down there oh
[3:11:49.760 --> 3:11:54.640]  that's it they're attacking mexico and the us i have articles here that's the special camps they've
[3:11:54.640 --> 3:11:59.920]  got as the military age men that they find with certain tattoos and that's where the left so
[3:11:59.920 --> 3:12:03.680]  pissed that they're stopping is they're literally trying to bring them in as their cannon fodder
[3:12:03.680 --> 3:12:09.920]  yes yeah and and then but but not only that they're in within their own country apparently
[3:12:09.920 --> 3:12:14.720]  they're doing what they're they're extorting money they're collecting what's called war taxes
[3:12:14.720 --> 3:12:21.280]  killing the head of the family the males and then abducting the women and uh and you know
[3:12:21.280 --> 3:12:28.560]  putting them into slavery or whatever you know for human trafficking and then uh also confiscating
[3:12:28.560 --> 3:12:34.880]  homes and property and according to the sources i was listening to these groups of men that they're
[3:12:34.880 --> 3:12:40.320]  actually training in prison that are going to be released and co-opted are going to be like the
[3:12:41.040 --> 3:12:47.760]  last wave or surge on our southern border exactly that's that's all part of ms 13 it's why you saw
[3:12:47.760 --> 3:12:54.240]  the democrats say they're god's children and this is the collapse of civilization this is how islam
[3:12:54.240 --> 3:12:59.200]  operates it's how latin america is now operating and it's the total collapse of civilization this
[3:12:59.200 --> 3:13:08.160]  is the globalist war and it's it's it's it's it's hezbollah it's ms 13 uh it's it's all of this
[3:13:08.160 --> 3:13:13.840]  together absolutely right i'm out of time i meant to play katelyn bennett's new incredible video
[3:13:13.840 --> 3:13:17.760]  that we're going to get posted to info wars dot com we'll definitely have it during the war room
[3:13:17.760 --> 3:13:23.680]  in about 45 minutes uh where they they asked the left to take illegal aliens in but they won't
[3:13:23.680 --> 3:13:27.920]  they said oh i've got a victim first very powerful video going up on info wars dot com
[3:13:28.560 --> 3:13:33.760]  this other admission by the big tech summit anti-big tech summit that were the main target
[3:13:33.760 --> 3:13:41.120]  that video and more that's coming up uh today and again i'm sorry to uh joe and jim and michael
[3:13:41.120 --> 3:13:46.160]  if you i got to a lot of calls today we did a pretty good job so if you call me back tomorrow
[3:13:47.760 --> 3:13:51.360]  during the wakeday show i will go right to you and again i'm gonna say this clearly
[3:13:51.360 --> 3:13:57.440]  we were massively behind this year in the funding we need to just continue
[3:13:58.560 --> 3:14:03.920]  but i've really worked hard promoted products to some good ads and part of that deficit was
[3:14:03.920 --> 3:14:08.640]  taken away to where we're able to operate right now and i've always been so confident
[3:14:08.640 --> 3:14:12.160]  that i haven't really worried about it but i've really got to tell listeners now is the time
[3:14:12.160 --> 3:14:17.840]  of support i i want to thank you i'm not complaining we haven't supported enough but my god if we
[3:14:17.840 --> 3:14:22.880]  not proven with the tip of the spear we need your financial support and we make it easy now i i got
[3:14:22.880 --> 3:14:26.640]  i've never been a marketer i always just sell what i think is the best and the highest quality at
[3:14:26.640 --> 3:14:31.440]  low prices and i got told by a few people we talked to over the years hey you keep selling
[3:14:31.440 --> 3:14:37.200]  everything so discounted you're selling unbelievable amounts but if you sell 30 million dollars in a
[3:14:37.200 --> 3:14:41.200]  year but you only make five million six million dollars that doesn't fund your operation so that's
[3:14:41.200 --> 3:14:46.160]  kind of the paradox we're in is you know selling 40 million dollars and stuff that making 10 million
[3:14:46.160 --> 3:14:50.400]  dollars that does not fund all these crew members and all these people and what we're doing and
[3:14:50.400 --> 3:14:55.280]  the expansions we need to do and and all the things i mean buzz feed and stuff get 50 million a year
[3:14:55.280 --> 3:15:01.760]  you know vice gets 600 million from you know and then the fox gets 250 million from mbc we could run
[3:15:01.760 --> 3:15:07.360]  for five six seven years off that because that's pure money that's not like products sold and
[3:15:07.360 --> 3:15:16.320]  then most of it's in cost so info or store dot com last days of the 1776 worldwide special 75% off
[3:15:16.320 --> 3:15:23.920]  that's a big loss it's 25% off and 1776 on all the apparel we've got great shirts we've got great
[3:15:23.920 --> 3:15:27.920]  books we've got great films we've got great supplements we've got great protein bars the
[3:15:27.920 --> 3:15:33.520]  best you're gonna find anywhere everything we do is the best info or store dot com our new t-shirts
[3:15:33.520 --> 3:15:38.720]  are super high quality fabric everything so please financially support us at info or store
[3:15:38.720 --> 3:15:44.960]  dot com please take action now the globalists are hoping you don't antifa ilhan omar aoc the
[3:15:44.960 --> 3:15:49.760]  globalists billory clinton they're hoping you sit on your hands please take action we'll be right
[3:15:49.760 --> 3:15:58.640]  back with stewart roach when you have a pain in the neck a real pain in the neck back shoulder
[3:15:58.640 --> 3:16:04.640]  or legs you now have two convenient choices to get fast relief without taking another pill
[3:16:04.640 --> 3:16:11.360]  because now sunny bay heating wraps and pillows are available at both amazon and walmart yes see
[3:16:11.360 --> 3:16:17.440]  sunny bays four and a half to five star customer reviews on amazon dot com or walmart dot com our
[3:16:17.440 --> 3:16:22.720]  microwaveable heat wraps heatable neck pillows and extra large body wraps are designed better
[3:16:22.720 --> 3:16:28.800]  for perfect support where and when you need it even while driving sunny bay wraps will not burn
[3:16:28.800 --> 3:16:34.720]  and stay balanced to provide soothing hot or cold therapy to help treat temporary or chronic pain
[3:16:34.720 --> 3:16:40.320]  and the best part sunny bay quality products started under 20 dollars join thousands of happy
[3:16:40.320 --> 3:16:46.400]  customers and see why sunny bay products have a lifetime 100 positive rating on both amazon and
[3:16:46.400 --> 3:16:54.160]  etsy it's easy click amazon or walmart and search today for sunny bay hunters anglers campers and
[3:16:54.160 --> 3:16:59.520]  survivalists get back to nature expand your horizons with the highest quality most versatile
[3:16:59.520 --> 3:17:05.120]  unique sling shots and sling bows on the market at sling bow dot com sling bow products are compact
[3:17:05.120 --> 3:17:10.480]  and models start from just 1798 they're perfect for your bug out bag or storing in your vehicle
[3:17:10.480 --> 3:17:15.600]  give yourself and your loved ones the excitement and tradition of sling bow a new frontier in
[3:17:15.600 --> 3:17:21.440]  archery and truly modern twist on this primitive survival tool feel the thrill only at sling bow
[3:17:21.440 --> 3:17:27.440]  dot com fully cooked ready to eat bacon i'm talking thick meaty center cut presidential bacon
[3:17:27.440 --> 3:17:34.480]  savory and delicious i buy some i use some i store some awesome no refrigeration needed with a 10
[3:17:34.480 --> 3:17:40.960]  year shelf life nasa pack technology bacon fully cooked fully hydrated ready to eat right from the
[3:17:40.960 --> 3:17:48.160]  pack bacon or warm and serve life saving ready to eat bacon 10 year shelf life bacon ships free
[3:17:48.160 --> 3:17:51.760]  at fully cooked bacon dot com fully cooked bacon dot com
[3:17:53.920 --> 3:17:57.920]  let's talk to marcus in new york marcus you're on the air thanks for holding hey i just want to
[3:17:57.920 --> 3:18:02.320]  say uh your show is a breath of fresh air i talked to a lot of people here out in new york city
[3:18:02.320 --> 3:18:06.640]  and one thing i could tell you is that almost nobody agrees with these wars i think that the
[3:18:06.640 --> 3:18:11.680]  neocons are trying desperately to get trump to go to a war because they know that that's the only
[3:18:11.680 --> 3:18:16.400]  way that they could defeat him in the eyes of the public the approaching 2020 that's it i mean if
[3:18:16.400 --> 3:18:19.840]  trump buys into this it'll be the end of his presidency it's the only way i think he could
[3:18:19.840 --> 3:18:23.920]  be defeated other than assassinating him it's the time to be praying my friend i agree entirely and
[3:18:23.920 --> 3:18:27.520]  the last thing i just want to say alex is i know they're trying to shut you down but the
[3:18:27.520 --> 3:18:32.400]  reinforcements have arrived man i would love to see you on air until you're 80 years old i'd love
[3:18:32.400 --> 3:18:36.800]  to see what you're talking about when you're 80 but if they do shut you down no you've gone into
[3:18:36.800 --> 3:18:42.320]  this war you've won a lot of battles and there are a lot of people like myself and many others who
[3:18:42.320 --> 3:18:46.640]  are going to continue we're going to keep fighting in the input war and even if something does happen
[3:18:46.640 --> 3:18:51.840]  to you or your show know for a fact that you've gotten a lot of people fired up for liberty thank
[3:18:51.840 --> 3:18:57.840]  you sure for calling it's time to show them what a real alpha male looks like with one of our most
[3:18:57.840 --> 3:19:04.160]  powerful products ever made alpha power as you age your body can lose testosterone over time
[3:19:04.160 --> 3:19:09.120]  with the incredible ingredients in this formula we can help you beat the test of time and assist
[3:19:09.120 --> 3:19:14.400]  in restoring that lost energy and mood that comes with time and age alpha powers incredible
[3:19:14.400 --> 3:19:18.800]  ingredients can help you boost your sports performance or enhance your day to day life
[3:19:18.800 --> 3:19:25.200]  with ease while encouraging hormonal balance perfect by itself or with super male vitality
[3:19:25.200 --> 3:19:30.640]  in the true alpha male path alpha power can help lose performance help maintain normal
[3:19:30.640 --> 3:19:36.400]  testosterone levels support healthy cholesterol and more let alpha power help bring you to the
[3:19:36.400 --> 3:19:41.600]  peak of your optimal health don't fall short on energy in the fight against tyranny show the
[3:19:41.600 --> 3:19:57.520]  world what a true alpha male looks like today with alpha power head to infowarstore.com today
[3:19:57.520 --> 3:20:13.440]  you're listening to the alex jones show
[3:20:27.520 --> 3:20:40.640]  the spirit rose both keepers i'm filling in for the last part of the segment for the show
[3:20:40.640 --> 3:20:52.640]  and i want to take colors at 877-789-2539 that's 877-789-2539 we'll talk about the terror attack on
[3:20:52.640 --> 3:20:58.720]  the ice facility on saturday and also the attempt to take down or the flag taking down on friday
[3:20:58.720 --> 3:21:03.520]  where the mexican flag is flown over the ice facility call it and talk about this unfortunately
[3:21:03.520 --> 3:21:08.800]  we're seeing now is the weather underground version the modern weather underground which is what
[3:21:08.800 --> 3:21:13.040]  antifa is turning into this is something that i predicted several years ago i hate to be right
[3:21:13.040 --> 3:21:18.240]  about that but i fear that the left now is going more and more kinetic and one thing to keep in
[3:21:18.240 --> 3:21:25.360]  mind is is that even if the powers that be don't want them to do this a lot of these radical cells
[3:21:25.360 --> 3:21:30.320]  that they have they have around the country are going to go and do what this man did vince bronson
[3:21:30.320 --> 3:21:35.680]  took it upon himself to go ahead and go full on kinetic using uh firearms and bombs and this is
[3:21:35.680 --> 3:21:42.880]  the great danger is that the rhetoric from omar and from aoc and others on the on the left all
[3:21:42.880 --> 3:21:48.320]  over cnn that these are concentration camps um that are that are actual concentration camps like
[3:21:48.320 --> 3:21:54.000]  nazi germany are going to inspire a lot of these radical leftists to go all the way and start killing
[3:21:54.000 --> 3:21:59.360]  people and now that they have you know across the threshold across the rubicon of having one of their
[3:21:59.360 --> 3:22:04.400]  own going kinetic they're holding him up as a martyr they're not they're not distancing distancing
[3:22:04.400 --> 3:22:09.360]  themselves from him and saying you know we don't we don't agree with this if the right has someone
[3:22:09.360 --> 3:22:14.320]  do something like this of course we all distance ourselves from them the left is the exact opposite
[3:22:14.320 --> 3:22:20.000]  you know they go around and then lot of him as as a martyr as an example to be followed so i expect
[3:22:20.000 --> 3:22:26.160]  more copycats or more radical leftists of the same mindset more radical communists to go ahead
[3:22:26.160 --> 3:22:30.800]  and start doing the same thing this is exactly we've seen throughout history the radical anarchist
[3:22:30.800 --> 3:22:36.480]  left the marxist anarchist left um loves to throw bombs and loves to you know set off explosives
[3:22:36.480 --> 3:22:41.840]  and assassinate people it's it's been done throughout history so my concern is is that
[3:22:41.840 --> 3:22:47.040]  any one of these people could snap and go and do it and next time be more competent potentially
[3:22:47.040 --> 3:22:51.040]  than this guy was thankfully this guy was not very competent and didn't actually kill anybody
[3:22:51.040 --> 3:22:55.760]  but imagine if they did kill someone then you would have a situation that could spiral out of
[3:22:55.760 --> 3:23:01.680]  control of the perception being that we're now in an open civil war and then you know one guy doing
[3:23:01.680 --> 3:23:06.880]  it doesn't doesn't quite do that but if you get a series of attacks that are deadly or increasingly
[3:23:06.880 --> 3:23:11.680]  more deadly you could wind up with people on the political right saying we have no choice now
[3:23:11.680 --> 3:23:16.800]  but they go hunt antifa down and make an open season on antifa so the question really is is
[3:23:16.800 --> 3:23:22.560]  what should president trump be doing about this um i believe what he should be doing is a declare
[3:23:22.560 --> 3:23:28.720]  get his department dhs and fbi to declare antifa a terrorist organization this attack right here
[3:23:28.720 --> 3:23:34.080]  and their response and their drum beat for more is enough to do that he should do that immediately
[3:23:34.080 --> 3:23:38.880]  uh put the lid on antifa and the second thing he should do also is to call up the national guard
[3:23:38.880 --> 3:23:43.600]  of origan for example and put them on streets of portland to keep the peace we have an upcoming
[3:23:43.600 --> 3:23:48.960]  event patriot event on august 17th that could turn into a powder keg if you have a continued
[3:23:48.960 --> 3:23:54.960]  pattern of the portland pd standing down at the orders of their mayor slash police commissioner
[3:23:54.960 --> 3:23:59.680]  who has told them not to interfere so it's a ticking time bomb and i think president trump
[3:23:59.680 --> 3:24:04.640]  must step in as a commander in chief and put a stop to it so let's take a caller let's go ahead
