[00:00:00.750 --> 00:00:04.333]  WCAX-TV.
[01:51:51.825 --> 01:51:53.767]  We know drones, a drone was there last night.
[01:51:54.347 --> 01:51:57.349]  Now, we know they evacuated for upwards of over a mile.
[01:51:57.349 --> 01:52:01.031]  It says for several miles in the newspaper that they've got checkpoints blocking people.
[01:52:01.031 --> 01:52:03.893]  They're saying, don't worry, we're not raiding this compound.
[01:52:03.893 --> 01:52:05.053]  I understand that, Alex.
[01:52:05.053 --> 01:52:08.495]  A mile away in New Hampshire, they can't see anything.
[01:52:08.495 --> 01:52:10.536]  It's wooded, it's hilly.
[01:52:10.536 --> 01:52:13.398]  It's not like a mile away in Texas where it's flat level in some places.
[01:52:13.398 --> 01:52:15.319]  No one can get them with any kind of camera.
[01:52:15.319 --> 01:52:15.840]  Too far away.
[01:52:15.840 --> 01:52:20.002]  Well, in Waco, they kept them a mile and a half away, but the Germans still got the video of them.
[01:52:21.478 --> 01:52:23.780]  New Hampshire's so wooded, though, they can't see that far away.
[01:52:23.780 --> 01:52:26.422]  Unless there's no airplane.
[01:52:26.422 --> 01:52:28.524]  You know, this is where the Patriots fought the Redcoats.
[01:52:28.524 --> 01:52:30.485]  Right there in the same spot.
[01:52:30.485 --> 01:52:35.549]  The live, free, or die state, and that's what Ed Brown and Lane Brown are doing right now.
[01:52:35.549 --> 01:52:38.972]  Continual coverage, as new developments break on the other side.
[01:52:43.013 --> 01:52:48.277]  Now, you can bring Berkey Purification Power anywhere with the Sport Berkey Filtration Bottle.
[01:52:48.277 --> 01:52:50.579]  Ideal for sporting games, camping, or boating.
[01:52:50.579 --> 01:52:58.385]  Our Sport Berkey is small enough to store in your glove box, so it's ideal backup for unexpected emergencies like blackouts, floods, or earthquakes.
[01:52:58.385 --> 01:53:01.727]  It's simply the best personal water filtration system available.
[01:53:01.727 --> 01:53:05.150]  So effective, you can drink raw, untreated water from lakes, rivers, and streams.
[01:53:05.490 --> 01:53:15.093]  Unlike other sport bottles, the Sport Berkey's patented filter formulation is so powerful it removes cysts, parasites, harmful bacteria, and chemicals like herbicides and pesticides.
[01:53:15.093 --> 01:53:18.814]  It even reduces radon-222, lead, and other heavy metals.
[01:53:18.814 --> 01:53:26.196]  This lightweight, rugged 22-ounce filter is small enough to go everywhere, so take one to work and keep another in your glove box for emergencies.
[01:53:26.196 --> 01:53:27.596]  Get the Berkey Sport for only $39.
[01:53:27.596 --> 01:53:29.337]  Get two for $70 by calling New Millennium at 888-803-4438.
[01:53:34.338 --> 01:53:35.963]  Order your Berkey Sport today.
[01:53:35.963 --> 01:53:38.550]  That's toll-free, 888-803-4438, or order on the web at berkeywater.com.
[01:53:42.156 --> 01:53:43.798]  Ted Anderson from Midas Resources.
[01:53:43.798 --> 01:53:44.058]  June 7, 2007.
[01:53:44.058 --> 01:53:44.258]  Gold 68883.
[01:53:44.258 --> 01:53:46.040]  Ounce gold coins can be purchased for $689.83, $340.35 for half, $170.18 for quarter.
[01:53:46.040 --> 01:53:46.320]  That's $689.83, $340.15, and $170.18.
[01:53:46.320 --> 01:53:47.741]  70% of China's one trillion reserves are in dollar.
[01:53:47.741 --> 01:53:49.343]  Now purchasing 250,000 barrels of oil per day from Iran in euro.
[01:53:49.343 --> 01:53:51.044]  Japanese refiners buy 550,000 barrels, switching dollar to yen.
[01:53:51.044 --> 01:53:51.645]  Bad news for U.S.
[01:53:51.645 --> 01:53:51.965]  currency.
[01:54:08.860 --> 01:54:11.163]  China and Japan hold large positions in dollar.
[01:54:11.163 --> 01:54:12.844]  Trading equals permanent loss.
[01:54:12.844 --> 01:54:15.067]  Dollars fall into 65% of euro.
[01:54:15.067 --> 01:54:16.308]  Erosion accelerates.
[01:54:16.308 --> 01:54:19.011]  Countries despise imperialistic policy of U.S.
[01:54:19.011 --> 01:54:21.093]  Loss of confidence causing more selling.
[01:54:21.093 --> 01:54:23.796]  GAO is warning about the debt spiraling out of control.
[01:54:23.796 --> 01:54:24.837]  Why attack Iran?
[01:54:24.837 --> 01:54:27.900]  Jerome O'Coursey's Iran leads attack against the U.S.
[01:54:27.900 --> 01:54:29.322]  dollar document spells it out.
[01:54:29.462 --> 01:54:31.923]  Call 800-686-2237.
[01:54:31.923 --> 01:54:35.565]  The value of your hard-earned money is being destroyed in a global game of chess.
[01:54:35.565 --> 01:54:39.147]  Call 800-686-2237 for Corsi's report today.
[01:54:39.147 --> 01:54:42.168]  That's 800-686-2237.
[01:54:42.168 --> 01:54:46.670]  If you've ever wanted to grow the absolute best-tasting fruits and vegetables imaginable, here's some exciting news.
[01:54:46.670 --> 01:54:49.532]  There's a new product designed to make growing delicious produce easy.
[01:54:49.532 --> 01:54:52.153]  It's called ProtoGro, and it's dynamite in the garden.
[01:54:52.153 --> 01:54:58.996]  ProtoGro is a bioactive superfood for plants that works by providing true broad-spectrum nutrition, allowing plants to achieve their full genetic expression.
[01:54:59.176 --> 01:55:00.377]  What does this mean in the garden?
[01:55:00.377 --> 01:55:11.764]  It means mouth-watering fruits and vegetables, brilliantly colored flowers, herbs that finally grow to medicinal strength, blue-ribbon garden produce jam-packed with bioavailable minerals and trace elements, giant pumpkins, even high-potency, high-bricks wheatgrass.
[01:55:11.764 --> 01:55:14.966]  Proto-Gro is a proprietary blend of full-spectrum nutrients from the sea.
[01:55:14.966 --> 01:55:17.768]  It literally contains the basic building blocks of life itself.
[01:55:17.768 --> 01:55:25.052]  In fact, Proto-Gro is so effective at producing rapid plant growth in record time that it almost forces plants to grow even under the worst light and soil conditions.
[01:55:25.052 --> 01:55:27.174]  It's also perfect for growing your own survival foods.
[01:55:27.574 --> 01:55:28.115]  I don't think so.
[01:55:42.239 --> 01:55:46.081]  Are you looking for a one-stop shop to find all your favorite books and videos?
[01:55:46.081 --> 01:55:47.241]  Look no further!
[01:55:47.241 --> 01:55:50.243]  Northern Voice Bookstore has everything you need.
[01:55:50.243 --> 01:55:58.907]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[01:55:58.907 --> 01:55:59.667]  You can order everything
[01:55:59.667 --> 01:56:00.207]  We're good to go.
[01:56:29.440 --> 01:56:30.800]  We don't know what the truth is.
[01:56:30.800 --> 01:56:33.401]  We know the feds have surrounded and evacuated for over a mile.
[01:56:58.001 --> 01:57:03.104]  We know there's armored vehicles, helicopters, paramilitary terror forces, literally.
[01:57:03.104 --> 01:57:05.866]  These are America-killing forces.
[01:57:05.866 --> 01:57:12.471]  These are occupiers of the foreign banks that completely own this country and have run us into the ground by design and demonized our name worldwide.
[01:57:12.471 --> 01:57:14.812]  Now, U.S.
[01:57:14.812 --> 01:57:23.018]  Marshals are saying they've served a search warrant on his wife's dental office and that they've surrounded the house, but they're not planning to raid it.
[01:57:23.018 --> 01:57:24.759]  Total lie.
[01:57:24.759 --> 01:57:26.180]  They're just waiting to see what happens.
[01:57:26.180 --> 01:57:27.060]  Who knows?
[01:57:27.060 --> 01:57:27.801]  There was a report
[01:57:29.737 --> 01:57:32.259]  Uh, that Butch got, that the place had been burnt down.
[01:57:32.259 --> 01:57:33.179]  We know they do that.
[01:57:33.179 --> 01:57:34.080]  That was unconfirmed.
[01:57:34.080 --> 01:57:36.061]  We don't know.
[01:57:36.061 --> 01:57:41.545]  Uh, there's an individual named Drew Raines, who I'm told has talked many times to the Browns, and been in contact with them, and talked to them today.
[01:57:41.545 --> 01:57:43.926]  I don't know if that's the case.
[01:57:43.926 --> 01:57:45.647]  We tried cell phone numbers, and our home number we have.
[01:57:45.647 --> 01:57:46.948]  We weren't able to get them.
[01:57:46.948 --> 01:57:48.009]  He'll be on with us in a few minutes.
[01:57:48.009 --> 01:57:49.050]  We'll see what's happening there.
[01:57:49.050 --> 01:57:53.472]  I know that Luke Rudowsky and fullwars.com reporter met with him on
[01:57:57.308 --> 01:58:04.471]  Monday, one of the last big interviews he's done, so we'll get Luke on in about 10 minutes with Matt LePacek and others.
[01:58:04.471 --> 01:58:10.034]  But going back to Jack McClam, Jack, when you were gone a few minutes, did you learn anything else or anything going on?
[01:58:10.034 --> 01:58:11.734]  No, no, brother.
[01:58:11.734 --> 01:58:19.158]  Our phones are ringing and ringing and ringing here in the office, and Carol is trying to take care of the calls while I'm on the radio.
[01:58:19.158 --> 01:58:21.079]  But nothing new has come in.
[01:58:21.079 --> 01:58:26.381]  We just know that we're trying to get people to call their state representatives there.
[01:58:27.028 --> 01:58:27.108]  Yes.
[01:58:46.972 --> 01:58:48.293]  And let them know we're concerned.
[01:58:48.293 --> 01:58:48.974]  Absolutely.
[01:58:48.974 --> 01:58:57.600]  In fact, on Infowars.com and PrisonPlanet.com, we'll post the phone numbers and continual coverages all there on the sides.
[01:58:57.600 --> 01:59:01.944]  Paul Watson, Steve Watson, Ryan Slickhize, and Aaron Dykes, they're all working around the clock.
[01:59:01.944 --> 01:59:04.946]  Total coverage on this at JonesReport.com.
[01:59:04.946 --> 01:59:07.788]  I know Aaron will be here until about 2 in the morning tonight on that.
[01:59:07.788 --> 01:59:09.409]  We've got our protest coming up at 7.
[01:59:09.409 --> 01:59:11.511]  It's good to have multi-state protests.
[01:59:11.511 --> 01:59:12.832]  Call all the Texas media.
[01:59:13.610 --> 01:59:14.231]  You ask why?
[01:59:14.231 --> 01:59:15.792]  This is where Waco happened.
[01:59:15.792 --> 01:59:16.533]  We're protesting.
[01:59:16.533 --> 01:59:20.617]  Don't have another Waco against, you know, for national attention.
[01:59:20.617 --> 01:59:22.499]  Like, we don't want another Waco in Texas.
[01:59:22.499 --> 01:59:23.279]  They're protesting.
[01:59:23.279 --> 01:59:27.203]  We're shifting the protests we're having for Bilderberg Grip over to that.
[01:59:27.203 --> 01:59:28.885]  Now, it's very important that everybody call.
[01:59:28.885 --> 01:59:29.946]  Don't wait for me to give you the number.
[01:59:29.946 --> 01:59:31.607]  Just get New Hampshire information.
[01:59:31.607 --> 01:59:35.311]  We've already put out the state... In fact, two days ago we put out the state police numbers.
[01:59:35.311 --> 01:59:36.372]  They're actually yesterday.
[01:59:37.192 --> 01:59:39.354]  I have the sheriff's number right here.
[01:59:39.354 --> 01:59:42.756]  I think the governor's office is the place.
[01:59:42.756 --> 01:59:55.906]  Because when they were going to raid the Gray family and had the armored vehicles and the cameras and the people all ready, and we went out there back in 1999, and when all the other patriots were cowardly and didn't go out there, I was in there alone.
[01:59:55.906 --> 01:59:57.987]  But of course I'm evil later.
[01:59:57.987 --> 02:00:01.290]  They backed off and stopped because the governor
[02:00:02.030 --> 02:00:02.550]  I have, Mr. Chairman.
[02:00:18.575 --> 02:00:19.155]  Let's go ahead.
[02:00:19.155 --> 02:00:23.257]  I wanted to let you know, I just had Crystal here in the office check the news channels.
[02:00:23.257 --> 02:00:25.118]  Fox News, CNN, she's checked them.
[02:00:25.118 --> 02:00:30.580]  The headline on those channels is Paris Hilton got out of jail because she got a rash.
[02:00:30.580 --> 02:00:31.780]  That's what's in the news on there.
[02:00:31.780 --> 02:00:34.101]  Yeah, that's right.
[02:00:34.101 --> 02:00:37.063]  Well, I have the sheriff's number here, Alex.
[02:00:37.063 --> 02:00:38.023]  Let me give that out.
[02:00:38.023 --> 02:00:42.325]  The sheriff's name is Michael Prozo.
[02:00:42.325 --> 02:00:45.306]  P-R-O-Z-Z-O.
[02:00:45.306 --> 02:00:47.647]  And he's conveniently out of town, they say.
[02:00:48.129 --> 02:00:48.990]  But his number is 603-863-4200.
[02:00:48.990 --> 02:00:52.292]  And I think we ought to just burn the phone line up.
[02:00:58.593 --> 02:01:03.536]  And tell the sheriff's deputies and anybody there to be out there and keep control.
[02:01:03.536 --> 02:01:05.217]  Okay, stay there gentlemen.
[02:01:05.217 --> 02:01:08.539]  I'm going to put you on hold because we can't bring up three people at the same time.
[02:01:08.539 --> 02:01:10.880]  Drew Raines, and now that name rings a bell.
[02:01:10.880 --> 02:01:15.482]  I know he hasn't even co-hosted for you, Jack, if my memory serves me correctly.
[02:01:15.482 --> 02:01:17.444]  Drew, exactly who have you talked to?
[02:01:17.444 --> 02:01:18.564]  Have you talked to the Browns?
[02:01:18.564 --> 02:01:19.385]  Do you know what's going on?
[02:01:19.385 --> 02:01:19.965]  Thanks for coming on.
[02:01:20.979 --> 02:01:22.900]  I appreciate the invite, and yeah, you're right.
[02:01:22.900 --> 02:01:24.700]  I do stand in for Jack McLam.
[02:01:24.700 --> 02:01:26.461]  He's my favorite officer out there.
[02:01:26.461 --> 02:01:28.801]  And I know you just love me to death, too.
[02:01:28.801 --> 02:01:29.681]  Now, that's a joke.
[02:01:29.681 --> 02:01:42.605]  The bottom line is, the bottom line here is, with all hatred or any animosity against anybody out there, this is a day of problems in America, and we as American people need to stand up.
[02:01:42.605 --> 02:01:50.047]  And yes, I did get a phone call 20 minutes before my personal show ended today from somebody inside the house.
[02:01:51.255 --> 02:02:10.131]  And they told me that they were surrounded and blocked off and that the mainline telephone was dead and they were calling from the emergency cell phone number that was given to them or a cell phone that was given to them by a personal friend of mine who is in a militia unit there in Vermont.
[02:02:10.131 --> 02:02:15.175]  Okay, stay there, stay there, but I need to understand who is in the house.
[02:02:15.175 --> 02:02:18.738]  We'll find out on the other side with Drew Raines.
[02:02:18.738 --> 02:02:19.538]  I'm Alex Jones.
[02:02:19.538 --> 02:02:19.979]  Stay with us.
[02:02:33.158 --> 02:02:34.559]  We're on the march.
[02:02:34.559 --> 02:02:37.100]  The Empire's on the run.
[02:02:37.100 --> 02:02:39.781]  Alex Jones and the GCN Radio Network.
[02:02:43.797 --> 02:02:51.959]  Attention women over 40, if you want to look as much as 20 years younger in less than one minute, this will be the most important message you will ever hear.
[02:02:51.959 --> 02:02:52.679]  Here's why.
[02:02:52.679 --> 02:02:57.120]  There's a brand new cosmetic product that makes wrinkles almost invisible to the naked eye.
[02:02:57.120 --> 02:03:02.521]  In fact, the new product allows some women to look so young so fast that it makes them feel like they're cheating.
[02:03:02.521 --> 02:03:04.581]  They are in a way, but it works.
[02:03:04.581 --> 02:03:08.182]  By the way, it's also a jealously guarded secret used by professional models.
[02:03:08.402 --> 02:03:13.564]  You see, these women often have to look much younger than they really are or else they lose their jobs.
[02:03:13.564 --> 02:03:20.927]  The product uses something like a magician's trick to actually de-age the appearance of human skin and it's now available to listeners at this station.
[02:03:20.927 --> 02:03:25.489]  Want to take years off your appearance and don't want cosmetic surgery or painful injections?
[02:03:25.489 --> 02:03:30.451]  There is now a very real chance you can do it with this new cream called Simply Magician's Formula 987.
[02:03:30.451 --> 02:03:31.311]  Just go to 987magic.com.
[02:03:31.311 --> 02:03:31.752]  That's 987magic.com.
[02:03:35.473 --> 02:03:37.696]  Or call 877-327-0365.
[02:03:37.696 --> 02:03:43.362]  That's 877-327-0365.
[02:03:43.362 --> 02:03:45.244]  Government is best, which governs least.
[02:03:45.244 --> 02:03:46.725]  Wake up and smell the fascism.
[02:03:46.725 --> 02:03:49.929]  Being in government means never having to say you're sorry.
[02:03:49.929 --> 02:03:52.632]  What part of unconstitutional do not understand, George?
[02:03:53.206 --> 02:04:00.495]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[02:04:00.495 --> 02:04:08.164]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers from humorous to serious at LibertyStickers.com
[02:04:09.105 --> 02:04:10.387]  We're good to go.
[02:04:23.902 --> 02:04:24.403]  We're good to go.
[02:04:43.599 --> 02:04:45.380]  This is Elizabeth Border.
[02:04:45.380 --> 02:04:46.540]  News alert!
[02:04:46.540 --> 02:04:51.202]  Twice a month you can now get the Divided Kingdom's brand new newsletter.
[02:04:51.202 --> 02:04:52.062]  Concise?
[02:04:52.062 --> 02:04:53.042]  Hard-hitting?
[02:04:53.042 --> 02:04:56.324]  The first issue discusses two vital questions.
[02:04:56.324 --> 02:04:58.044]  War in Iran?
[02:04:58.044 --> 02:04:59.685]  A coming One World Church?
[02:05:00.465 --> 02:05:06.267]  And the first issue has included a pungent discussion of NWO numerology.
[02:05:06.267 --> 02:05:16.049]  For a free sample copy of the Divided Kingdom dossier, write to Post Office Box 8, Bethlehem, Maryland, 21609.
[02:05:16.049 --> 02:05:22.291]  A yearly subscription is only $50 for a newsletter that comes not once, but twice every month.
[02:05:22.831 --> 02:05:28.434]  Get the spiritual support you need right now for your free sample copy to P.O.
[02:05:28.434 --> 02:05:32.235]  Box 8, Bethlehem, Maryland, 21609.
[02:05:32.235 --> 02:05:37.838]  Once again, for your free copy of the Divided Kingdom Dossier newsletter, write to P.O.
[02:05:37.838 --> 02:05:39.538]  Box 8, Bethlehem, Maryland, 21609.
[02:05:56.330 --> 02:06:15.525]  On a lonely, lonesome highway East of Omaha You listen to the engine moanin' out his one old song You think about the woman The girl you knew the night before
[02:06:21.812 --> 02:06:25.057]  Breaking News with Drew Reigns.
[02:06:25.057 --> 02:06:26.059]  He is a talk show host.
[02:06:26.059 --> 02:06:26.820]  I know him.
[02:06:26.820 --> 02:06:28.102]  My brain is so scrambled today.
[02:06:28.102 --> 02:06:29.704]  I didn't remember who I was on.
[02:06:29.704 --> 02:06:30.385]  Drew Reigns.
[02:06:30.385 --> 02:06:31.247]  I know Drew Reigns.
[02:06:31.247 --> 02:06:33.490]  Oh, he co-hosts for Jack McClam.
[02:06:33.490 --> 02:06:34.732]  He's got his own show.
[02:06:34.732 --> 02:06:36.235]  I know Drew from Arkansas.
[02:06:36.235 --> 02:06:36.936]  Drew's a great guy.
[02:06:37.865 --> 02:06:40.186]  Drew, you now understand why you can't tell us.
[02:06:40.186 --> 02:06:46.630]  A militiaman who lives nearby, who you have a cell phone with, part of the coverage, you got a call from him.
[02:06:46.630 --> 02:06:51.612]  Again, we can't say who to protect the family, because these feds don't play games.
[02:06:51.612 --> 02:06:52.473]  What happened this morning?
[02:06:52.473 --> 02:06:53.033]  What did you hear?
[02:06:53.033 --> 02:06:57.456]  20 minutes before my show on American Voice Radio Network... That's fine.
[02:06:57.456 --> 02:06:58.236]  What time was this?
[02:06:58.236 --> 02:07:00.257]  What time was that?
[02:07:00.257 --> 02:07:03.579]  Central Standard Time, this was approximately 11.44 a.m.
[02:07:03.579 --> 02:07:05.280]  Okay, go ahead and tell us.
[02:07:06.545 --> 02:07:14.807]  And the phone call came in, and the person on the other end tells me that, hey, Drew, something's going down here.
[02:07:14.807 --> 02:07:24.109]  I got this phone here from a certain person, and I was told to call you and let you know that the house is under attack.
[02:07:24.109 --> 02:07:25.570]  We are totally surrounded.
[02:07:25.570 --> 02:07:32.411]  There seems to be about, at least from what we can tell, 40 to 50 men outside dressed all in black.
[02:07:32.411 --> 02:07:34.932]  Can't even tell if they're sheriffs or U.S.
[02:07:34.932 --> 02:07:35.912]  Marshals or what.
[02:07:37.376 --> 02:07:43.360]  The next thing I'm told is that there is some shooting going on.
[02:07:43.360 --> 02:07:48.684]  Now, Drew, you've put out a lot of good reports in the past.
[02:07:48.684 --> 02:07:54.267]  I haven't known you to be a baloney artist, and Jack McClam respects you and believes you.
[02:07:54.267 --> 02:07:56.229]  I'm going to put a report out on this.
[02:07:56.229 --> 02:08:00.051]  I'm just telling you what I was told.
[02:08:00.051 --> 02:08:01.432]  I don't know if it's true.
[02:08:01.432 --> 02:08:03.053]  I haven't been able to confirm anything.
[02:08:03.053 --> 02:08:05.355]  No, I know, but this individual, you do know them.
[02:08:05.715 --> 02:08:08.676]  Well, I do know the individual that made the phone call, yes.
[02:08:08.676 --> 02:08:12.778]  Okay, and you know they were in New Hampshire, and like you said, they live nearby.
[02:08:12.778 --> 02:08:23.583]  I know that this individual was in this house, and he lives within a certain number of miles of this home with a militia group, because I'm in touch with several militia groups around the United States.
[02:08:23.583 --> 02:08:26.264]  Now, I don't know if the house is on fire.
[02:08:26.264 --> 02:08:28.905]  I don't know if anybody's been shot and killed.
[02:08:28.905 --> 02:08:30.606]  I am not there.
[02:08:30.606 --> 02:08:31.586]  I'm in Arkansas.
[02:08:32.364 --> 02:08:37.026]  Okay, I'm part of an informational freedom network just like you are, Alex.
[02:08:37.026 --> 02:08:39.848]  We're putting the truth out there as we get it.
[02:08:39.848 --> 02:08:40.468]  No, I understand.
[02:08:40.468 --> 02:08:41.929]  I understand.
[02:08:41.929 --> 02:08:43.089]  Nobody can second-guess that.
[02:08:43.089 --> 02:08:44.730]  That's why I'm being specifically clear.
[02:08:44.730 --> 02:08:49.693]  But for the article, it is a militia member that you know that has been in the house.
[02:08:49.693 --> 02:08:54.575]  He called you and said they were surrounded and that shots were being fired.
[02:08:54.575 --> 02:08:56.316]  Anything else, Drew Raines?
[02:08:56.316 --> 02:08:56.916]  No, sir.
[02:08:56.916 --> 02:08:58.597]  All I can tell you is that, you know,
[02:08:59.560 --> 02:09:05.485]  We need to be praying for America, because I know that these men are not going to go quietly in the night.
[02:09:05.485 --> 02:09:09.908]  They are going... I've got personal word from this man.
[02:09:09.908 --> 02:09:13.031]  He will die for freedom, and this is freedom.
[02:09:13.031 --> 02:09:14.492]  Now, how many people are in the house?
[02:09:14.492 --> 02:09:16.153]  I'm about to go to... Do we have Luke Rudowsky?
[02:09:16.153 --> 02:09:16.814]  He was there on Monday.
[02:09:17.598 --> 02:09:20.722]  I have no idea who all these people are.
[02:09:20.722 --> 02:09:26.148]  There were eight members in this house when I asked him specifically how many people are there.
[02:09:26.148 --> 02:09:27.510]  He said there are eight now.
[02:09:27.510 --> 02:09:30.373]  There were nine, but one man hasn't returned.
[02:09:30.373 --> 02:09:32.756]  He went out walking a dog and has not returned.
[02:09:32.896 --> 02:09:38.559]  Yeah, and the Feds are putting out the story that they grabbed him, but they're not attacking.
[02:09:38.559 --> 02:09:41.840]  That sounds just like Waco, but he may be either a patriot or a scoundrel.
[02:09:41.840 --> 02:09:45.582]  We're going to find out.
[02:09:45.582 --> 02:09:46.182]  Stay there, Drew.
[02:09:46.182 --> 02:09:48.203]  I'm going to bring Jack McClam and Butch up in a minute.
[02:09:48.203 --> 02:09:48.923]  We've got some people online.
[02:09:48.923 --> 02:09:50.864]  I've got to put them on hold and take them off.
[02:09:50.864 --> 02:09:55.246]  Let's bring up Luke Rudowsky, InfoWars.com, WeAreChange.org, reporter.
[02:09:56.186 --> 02:09:58.407]  He was there Monday in an interview with Ed and Elaine Brown.
[02:09:58.407 --> 02:10:00.569]  You can see up all over the web on their blog.
[02:10:00.569 --> 02:10:02.470]  You name it, it's on Ed and Elaine Brown's blog.
[02:10:02.470 --> 02:10:06.632]  We've got links to that on PrisonPlanet.com and Infowars.com and JonesReport.com.
[02:10:06.632 --> 02:10:08.253]  Luke Rodowski, what did you see?
[02:10:08.253 --> 02:10:10.454]  How many people were in the house three days ago?
[02:10:10.454 --> 02:10:13.775]  Three days ago we had seven WeAreChanged.org members there.
[02:10:13.775 --> 02:10:20.159]  I just really want to say really quickly, when we were there Monday, Ed and Elaine Brown were setting up UHF radio systems.
[02:10:21.201 --> 02:10:22.322]  Uh, radio systems.
[02:10:22.322 --> 02:10:24.063]  They're in the process of setting that up.
[02:10:24.063 --> 02:10:26.605]  They either set it up, or they didn't set it up yet.
[02:10:26.605 --> 02:10:33.390]  But if anybody's in the New Hampshire area, listen to UHF radio channels right now, or listen to CB radio channels right now.
[02:10:33.390 --> 02:10:36.071]  Did we get the UHF frequencies they're gonna be on?
[02:10:36.071 --> 02:10:37.152]  I don't know what frequencies.
[02:10:37.152 --> 02:10:39.133]  I know they were setting it up when we were there Monday.
[02:10:39.133 --> 02:10:41.475]  They were setting up the radio frequencies when we were there Monday.
[02:10:41.475 --> 02:10:47.019]  For all the ham radio operators, everybody, you get them set up, you start recording on those frequencies.
[02:10:47.019 --> 02:10:48.440]  I wish we would've gotten the frequencies.
[02:10:49.252 --> 02:10:50.252]  I don't know the frequency of numbers.
[02:10:50.252 --> 02:10:54.453]  I didn't want to foolishly sit on top of this thing and wait for it to happen.
[02:10:54.453 --> 02:10:56.974]  It's just unbelievable.
[02:10:56.974 --> 02:10:58.394]  Luke, what else happened while you were there?
[02:10:58.394 --> 02:11:03.535]  I mean, how many people, separate from We Are Change, how many people were with Edna Lane Brown when you were there?
[02:11:03.535 --> 02:11:05.776]  It was Edna Lane Brown and one other gentleman.
[02:11:05.776 --> 02:11:09.077]  There was only three people in the house that we noticed that were in there.
[02:11:09.077 --> 02:11:12.097]  And these people are one of the nicest people out there.
[02:11:12.097 --> 02:11:13.618]  They are true Americans.
[02:11:13.618 --> 02:11:14.378]  They are innocent.
[02:11:14.378 --> 02:11:15.378]  They did not do anything.
[02:11:15.885 --> 02:11:16.245]  Guilty.
[02:11:16.245 --> 02:11:17.386]  They're not guilty of anything.
[02:11:17.386 --> 02:11:19.768]  These are one of the most beautiful, nicest people in the world.
[02:11:19.768 --> 02:11:22.229]  The real criminals, they're outside their house right now.
[02:11:22.229 --> 02:11:23.450]  And we have to understand that.
[02:11:23.450 --> 02:11:24.811]  And I would just get a camera out.
[02:11:24.811 --> 02:11:26.352]  We just need video footage of this.
[02:11:26.352 --> 02:11:26.712]  I don't know.
[02:11:26.712 --> 02:11:27.693]  I'm heartbroken right now.
[02:11:27.693 --> 02:11:28.413]  I don't know what to say.
[02:11:28.413 --> 02:11:29.354]  I don't know what to do, man.
[02:11:29.972 --> 02:11:31.713]  Look, I know you were going to upstate New York.
[02:11:31.713 --> 02:11:32.773]  You just need to saddle up.
[02:11:32.773 --> 02:11:34.753]  If you need money, I'll send it to you.
[02:11:34.753 --> 02:11:38.234]  Are you ready to saddle up right now and get in a car?
[02:11:38.234 --> 02:11:39.715]  Not a big RV or something.
[02:11:39.715 --> 02:11:41.595]  I'll pay for a motel, whatever.
[02:11:41.595 --> 02:11:42.796]  I'll wire you money if I have to.
[02:11:42.796 --> 02:11:44.116]  Just go.
[02:11:44.116 --> 02:11:48.778]  You and the two or three people get in a car now and put the pedal to the metal.
[02:11:48.778 --> 02:11:49.578]  We're doing it.
[02:11:49.578 --> 02:11:51.738]  Okay, right now.
[02:11:51.738 --> 02:11:53.159]  Any other intel from inside the house?
[02:11:53.820 --> 02:11:54.520]  Nothing.
[02:11:54.520 --> 02:11:56.981]  These people were the nicest people there.
[02:11:56.981 --> 02:11:58.702]  We were there for the whole day just talking to them.
[02:11:58.702 --> 02:12:00.183]  We conducted a long interview with them.
[02:12:00.183 --> 02:12:03.344]  What did you think of the person that was with him?
[02:12:03.344 --> 02:12:05.045]  Was his name Reno or whatever it is?
[02:12:05.045 --> 02:12:05.925]  I think his name was Reno.
[02:12:05.925 --> 02:12:08.846]  I think it was a gentleman from Texas.
[02:12:08.846 --> 02:12:10.247]  What was your vibe?
[02:12:10.247 --> 02:12:11.608]  I don't know what kind of vibe off got him.
[02:12:11.608 --> 02:12:12.568]  I can't really say now.
[02:12:12.568 --> 02:12:14.749]  I don't know if he was a good person or a bad person, but he was there.
[02:12:15.442 --> 02:12:18.983]  I don't know if he was really a close person to them, but he was one of their security guards.
[02:12:18.983 --> 02:12:19.764]  He was watching them.
[02:12:19.764 --> 02:12:22.164]  He was always watching us.
[02:12:22.164 --> 02:12:24.925]  Now he's disappeared this morning, and they may have grabbed him off the property.
[02:12:24.925 --> 02:12:25.766]  He may be a hero.
[02:12:25.766 --> 02:12:26.306]  Probably is.
[02:12:26.306 --> 02:12:27.346]  We'll see.
[02:12:27.346 --> 02:12:28.747]  Luke Rodowski, launch!
[02:12:28.747 --> 02:12:29.207]  Launch!
[02:12:29.207 --> 02:12:29.607]  Launch!
[02:12:29.607 --> 02:12:31.167]  And don't drive recklessly.
[02:12:31.167 --> 02:12:34.869]  Hell, if you guys want to jump on an airplane, if you've got the cash on you, I'll pay it back.
[02:12:34.869 --> 02:12:36.689]  Just get yourself a couple hundred dollar tickets.
[02:12:36.689 --> 02:12:37.049]  Go!
[02:12:37.049 --> 02:12:37.289]  Go!
