[00:00:00.109 --> 00:00:01.590]  A really good idea.
[02:25:21.459 --> 02:25:24.902]  I mean, it's like the Houston Police Chief last year came out.
[02:25:24.902 --> 02:25:27.864]  You can't make this type of stuff up.
[02:25:27.864 --> 02:25:35.409]  I mean, I remember when I heard it, I didn't believe it, and it was on the news, and the Police Chief said, well, we think all the houses now in Houston need cameras.
[02:25:35.409 --> 02:25:37.010]  This will stop crime.
[02:25:37.010 --> 02:25:43.435]  Cameras in the houses that the police watch!
[02:25:43.435 --> 02:25:45.156]  It's like that Bergen County Police Chief.
[02:25:45.156 --> 02:25:46.177]  Everybody needs a chip.
[02:25:46.177 --> 02:25:47.718]  I'll be for forcing you to take them.
[02:25:48.835 --> 02:25:52.598]  Again, you cannot... They're the Froot Loops, folks!
[02:25:52.598 --> 02:25:57.981]  But they're so basted in tyranny that they think they're normal and we're bad!
[02:25:57.981 --> 02:26:02.084]  Alright.
[02:26:02.084 --> 02:26:03.004]  Let's go over your calls.
[02:26:03.004 --> 02:26:05.446]  Rick in Ohio, go ahead, you're on the air.
[02:26:05.446 --> 02:26:06.827]  Hi, Alex.
[02:26:06.827 --> 02:26:08.628]  Thanks for being here.
[02:26:08.628 --> 02:26:14.512]  I've awoken in the last approximately six months and I don't even know where, how, or why.
[02:26:16.291 --> 02:26:17.792]  There's two things I want to get to.
[02:26:17.792 --> 02:26:28.397]  One is, my daughter is going to court tomorrow, and we believe it's a direct result of wearing a 9-11 Truth Info Wars bracelet.
[02:26:28.397 --> 02:26:29.958]  And the thing I want to... Well, what happened?
[02:26:29.958 --> 02:26:32.780]  I mean, I'm... What did they claim she did?
[02:26:32.780 --> 02:26:41.324]  Well, I want to bring up one other thing first, and that is, um, you're destroyed by design, uh, DVD.
[02:26:41.324 --> 02:26:42.465]  Um, there's a...
[02:26:43.052 --> 02:26:43.592]  We're good to go.
[02:27:10.538 --> 02:27:13.680]  Mapping of the breaking up and dividing the land.
[02:27:13.680 --> 02:27:20.985]  They're going to use the roads and wall the roads off and not let us travel in most areas and totally control mobility.
[02:27:20.985 --> 02:27:21.866]  That's admitted.
[02:27:21.866 --> 02:27:23.827]  Oh yes, absolutely sir, yes.
[02:27:23.827 --> 02:27:25.609]  Yeah, you can see the same things coming.
[02:27:25.609 --> 02:27:32.153]  If you don't have the chip or in the chosen few, you're going to be quartered off and you'll be stuck.
[02:27:32.153 --> 02:27:34.315]  And you can see they're using the same thing.
[02:27:34.315 --> 02:27:38.077]  The patterns are the same to me.
[02:27:38.077 --> 02:27:40.119]  And moving to what happened to my daughter.
[02:27:40.880 --> 02:27:43.741]  Uh, some of this is subjective on our part.
[02:27:43.741 --> 02:27:45.022]  Okay, what happened?
[02:27:45.022 --> 02:27:47.703]  Because it was a three-day ordeal.
[02:27:47.703 --> 02:27:52.704]  My daughter suffers from Crohn's, and she's in her 30s.
[02:27:52.704 --> 02:27:55.486]  She's been in and out of the hospital many times.
[02:27:55.486 --> 02:27:58.907]  She has a really big, serious problem with her intestines.
[02:27:58.907 --> 02:27:59.767]  Right, right.
[02:27:59.767 --> 02:28:02.068]  And when she gets a flare-up, she starts
[02:28:02.535 --> 02:28:08.277]  Losing it out of both ends, gets mainly really heavy, dehydrated, has a lot of pain.
[02:28:08.277 --> 02:28:10.478]  And so they said this was evil?
[02:28:10.478 --> 02:28:14.240]  Well, she goes to emergency like 2 o'clock in the morning.
[02:28:14.240 --> 02:28:17.281]  They're not giving help, they're having trouble getting I.D.
[02:28:17.281 --> 02:28:17.881]  in.
[02:28:17.881 --> 02:28:19.582]  About 4 a.m.
[02:28:19.582 --> 02:28:27.065]  this doctor comes in and he sees her 9-11, his inside job, InfraWars bracelet on.
[02:28:27.065 --> 02:28:29.145]  He's like, what's this about?
[02:28:29.145 --> 02:28:29.346]  And so,
[02:28:30.771 --> 02:28:32.312]  Like I said, she's not feeling pretty good.
[02:28:32.312 --> 02:28:33.753]  And he watches Jack Bauer.
[02:28:33.753 --> 02:28:36.636]  He's about to be a commander of Save America.
[02:28:36.636 --> 02:28:39.078]  He's kind of a Class A personality.
[02:28:39.078 --> 02:28:41.319]  You can probably relate there.
[02:28:41.319 --> 02:28:44.422]  So anyway, and she's like, you know, it's just information.
[02:28:44.422 --> 02:28:45.503]  Go and see yourself.
[02:28:45.503 --> 02:28:54.250]  In fact, she had one of, when the Military Commissions Act came down, I bought a burner, started handing out.
[02:28:54.250 --> 02:28:56.912]  I go in and out of being safe with that.
[02:28:56.912 --> 02:28:58.293]  But anyway, so she had a 9-1-1.
[02:29:01.924 --> 02:29:08.069]  Yes, I understand.
[02:29:08.069 --> 02:29:27.865]  He must have flagged her, because she's not feeling too good, he leaves at 6am, the other shifts come in, they have questions, they do all this kind of stuff, they ask her about her pain, she says, well sometimes I feel so bad, I feel like cutting it out myself.
[02:29:31.676 --> 02:29:39.430]  A lot of time it went down, they put her in a room, they stripped her, put her in a room for like 12 hours, they had her under watch, and at some point she was suicidal.
[02:29:40.514 --> 02:29:46.419]  It's like the last lady writes a letter to the editor who said nothing about it, and so they swat her.
[02:29:46.419 --> 02:29:50.642]  You'd see you're now mentally ill if you don't believe.
[02:29:50.642 --> 02:29:53.464]  They really found WMDs.
[02:29:53.464 --> 02:29:55.726]  World government's good.
[02:29:55.726 --> 02:29:57.888]  The president never lies.
[02:29:57.888 --> 02:30:00.550]  There's no money missing from the Pentagon.
[02:30:00.550 --> 02:30:01.411]  Everything's fine.
[02:30:01.411 --> 02:30:05.594]  Well, stay there, sir, but you've got to quickly, because I want to hear the story, but you've got to just tell it.
[02:30:06.331 --> 02:30:08.954]  Because I got a bunch of news and a bunch of calls.
[02:30:08.954 --> 02:30:10.356]  That's why some days I don't take calls.
[02:30:10.356 --> 02:30:16.522]  I like your calls, but then I just can't ever seem to give people what they want enough time, you know?
[02:30:16.522 --> 02:30:19.946]  Because we're in hell.
[02:30:19.946 --> 02:30:21.348]  We're on the march.
[02:30:21.348 --> 02:30:23.871]  The Empire's on the run.
[02:30:23.871 --> 02:30:26.554]  Alex Jones and the GCN Radio Network.
[02:30:32.065 --> 02:30:36.426]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[02:30:36.426 --> 02:30:38.447]  Well, the glass has a natural resonance.
[02:30:38.447 --> 02:30:45.009]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[02:30:45.009 --> 02:30:51.390]  Using a similar principle, Royal Raymond Rife discovered that disease organisms can be destroyed using different resonant frequencies.
[02:30:51.390 --> 02:30:53.231]  The BioSolutions Frequency Instrument
[02:30:53.311 --> 02:30:59.195]  It uses the same technology for relief or elimination of pain and disease conditions with no side effects.
[02:30:59.195 --> 02:31:04.258]  The 2006 Biosolutions Plus is the easiest to operate frequency instrument ever developed.
[02:31:04.258 --> 02:31:08.100]  Its easy reference guide will allow you to begin using the instrument within minutes.
[02:31:08.100 --> 02:31:12.003]  Simple step-by-step instructions using pictures are easy to follow.
[02:31:12.003 --> 02:31:14.664]  Customer satisfaction is guaranteed or your money back.
[02:31:14.664 --> 02:31:15.725]  Don't just treat symptoms.
[02:31:16.005 --> 02:31:17.167]  Eliminate the cause!
[02:31:17.167 --> 02:31:20.152]  For more information call BioSolutions toll free 1-866-885-6625 That's 1-866-885-6625 1-866-885-6625
[02:31:30.171 --> 02:31:34.334]  I found this company online and they have this really unique variety of salt wellness products.
[02:31:34.334 --> 02:31:38.157]  I read some of the articles and ended up ordering this beautiful salt lamp.
[02:31:38.157 --> 02:31:42.540]  According to the company, they said that the salt crystal lamps gently purify indoor air.
[02:31:42.540 --> 02:31:43.701]  I was so amazed.
[02:31:43.701 --> 02:31:46.743]  I put it in the baby's room and it made a perfect nightlight.
[02:31:46.743 --> 02:31:49.004]  Both my husband and I could tell the difference.
[02:31:49.004 --> 02:31:54.188]  Soleilwellness.com is a unique company that offers salt wellness products from around the world.
[02:31:54.668 --> 02:32:00.855]  So, I went back to the site and ordered their Soleil Simple Natural Cleaning Products, also made with Himalayan Salt.
[02:32:00.855 --> 02:32:02.838]  I figured it would clean really well.
[02:32:02.838 --> 02:32:06.201]  The natural cleaning products worked wonderfully and there was no scent.
[02:32:06.201 --> 02:32:10.366]  This company has so many products my whole family can enjoy and feel better with.
[02:32:10.366 --> 02:32:11.828]  Plus, the service was great.
[02:32:12.168 --> 02:32:17.354]  If you're interested in natural homeopathic time-tested remedies, visit SoleilWellness.com.
[02:32:17.354 --> 02:32:20.678]  That's S-O-L-A-Y Wellness dot com.
[02:32:20.678 --> 02:32:21.158]  Or call 312-224-2710.
[02:32:21.158 --> 02:32:21.198]  312-224-2710.
[02:32:29.716 --> 02:32:32.817]  Are you concerned about the high cost of prescription drugs?
[02:32:32.817 --> 02:32:39.340]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription pill.
[02:32:39.340 --> 02:32:41.681]  That's over 46% savings!
[02:32:41.681 --> 02:32:43.962]  The average savings for generic drugs was over 71%.
[02:32:45.823 --> 02:32:54.545]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[02:32:54.545 --> 02:32:58.026]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[02:32:58.026 --> 02:33:02.827]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[02:33:02.827 --> 02:33:07.248]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[02:33:07.248 --> 02:33:11.709]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[02:33:12.049 --> 02:33:18.293]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[02:33:18.293 --> 02:33:22.515]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[02:33:22.515 --> 02:33:22.735]  That's 888-216-2461.
[02:33:22.735 --> 02:33:23.276]  Do it today!
[02:33:23.276 --> 02:33:23.876]  Look, it's simple.
[02:33:23.876 --> 02:33:25.337]  The economy is shifting over into
[02:33:40.513 --> 02:33:43.154]  Nothing but a predatory system.
[02:33:43.154 --> 02:33:48.875]  The elites don't want free market, they don't want any pools of independent resources or people.
[02:33:48.875 --> 02:33:56.636]  And so now, if you say anything that they can construe as suicidal, you're gone into the system.
[02:33:56.636 --> 02:34:02.937]  If you can do anything that they can construe as a threat to the government, they arrest you.
[02:34:02.937 --> 02:34:05.958]  If you argue with them, they arrest you, beat you up and then frame you.
[02:34:07.027 --> 02:34:12.328]  The public schools are there to get your child into prison.
[02:34:12.328 --> 02:34:16.830]  Everything is designed to get us into the system, by hook or by crook.
[02:34:16.830 --> 02:34:18.310]  It's about control.
[02:34:18.310 --> 02:34:22.631]  The elites, they own the money machines that print the money, folks.
[02:34:22.631 --> 02:34:24.552]  They're not there to make money.
[02:34:24.552 --> 02:34:25.992]  They literally make the money.
[02:34:27.643 --> 02:34:30.224]  It's all about monopolies.
[02:34:30.224 --> 02:34:34.525]  And they've gotten monopolies in industry, in science, in almost every area.
[02:34:34.525 --> 02:34:41.926]  Now they're moving into the last monopoly of thought, of action, land.
[02:34:41.926 --> 02:34:44.827]  They're mopping up.
[02:34:44.827 --> 02:34:46.067]  Real fast.
[02:34:46.067 --> 02:34:52.289]  Rick, to make a long story short, so now they got her locked up naked because she went in there sick at the hospital.
[02:34:52.289 --> 02:34:53.869]  Now you say she's going to court.
[02:34:53.869 --> 02:34:55.550]  How did it all end?
[02:34:55.550 --> 02:34:56.410]  Well, at some time,
[02:34:56.986 --> 02:35:00.713]  She got some freedom back, was going to go out to smoke, and they said she couldn't leave.
[02:35:00.713 --> 02:35:01.675]  And she said, I'm not leaving.
[02:35:01.675 --> 02:35:02.617]  I don't have a car here.
[02:35:02.617 --> 02:35:03.939]  They called the police.
[02:35:04.827 --> 02:35:08.170]  One of those Roy police cops, up against the wall, ruffs her up.
[02:35:08.170 --> 02:35:10.311]  And then he claims she assaulted him.
[02:35:10.311 --> 02:35:12.233]  Yeah, and uh... It's always the same.
[02:35:12.233 --> 02:35:13.654]  She took her to the loony bin.
[02:35:13.654 --> 02:35:22.360]  That's why smart people, when the cop arrives, you literally, you literally put your hands behind your head and lay on the ground, and they'll trick you.
[02:35:22.360 --> 02:35:23.762]  They'll say, get up!
[02:35:23.762 --> 02:35:26.303]  And then when you get up, that's assault, okay?
[02:35:26.303 --> 02:35:28.085]  And it doesn't matter, squad car cameras.
[02:35:28.085 --> 02:35:30.787]  I've been at courts, folks, where you don't touch them!
[02:35:31.207 --> 02:35:32.468]  And they charge you with it.
[02:35:32.468 --> 02:35:40.873]  You've got to totally jellyfish or you're going to spend time in prison because these juries are a bunch of bootlicking scum.
[02:35:40.873 --> 02:35:42.474]  They want to destroy America.
[02:35:42.474 --> 02:35:44.575]  They all think they're Jack Bauer.
[02:35:44.575 --> 02:35:46.036]  And that's just how it operates.
[02:35:46.036 --> 02:35:46.897]  And hey, good!
[02:35:46.897 --> 02:35:48.438]  Your money's going to be worthless.
[02:35:48.438 --> 02:35:49.838]  You're going to have nothing.
[02:35:49.838 --> 02:35:52.120]  I'm talking to the cops, the military, everybody.
[02:35:52.120 --> 02:35:53.721]  You want to slit America's throat?
[02:35:53.721 --> 02:35:54.781]  I got one solace.
[02:35:54.781 --> 02:35:56.042]  You're slitting your own.
[02:35:56.042 --> 02:35:57.043]  You go right ahead.
[02:35:57.623 --> 02:35:58.284]  I'm sorry.
[02:35:58.284 --> 02:36:01.786]  Okay, so then he comes out and he roughs her up, and then that's not enough for him.
[02:36:01.786 --> 02:36:03.227]  He wants to go ahead and ruin her life.
[02:36:03.227 --> 02:36:05.269]  Yeah, he takes to the loony bin.
[02:36:05.269 --> 02:36:07.390]  She spends about two days in there.
[02:36:07.390 --> 02:36:09.992]  They recognize right away she doesn't belong there.
[02:36:09.992 --> 02:36:15.156]  They let her loose after about a day and a half, and so this was Friday.
[02:36:15.156 --> 02:36:15.636]  She got out.
[02:36:15.636 --> 02:36:16.897]  Her husband comes to pick her up.
[02:36:16.897 --> 02:36:20.419]  All the nurses are crying because they see that she has a husband that cares about her.
[02:36:20.419 --> 02:36:22.681]  He's covered with mud because he's a contract worker.
[02:36:23.608 --> 02:36:25.429]  She's got a one and a three-year-old.
[02:36:25.429 --> 02:36:29.372]  I'm going tomorrow to babysit the little kids because she's got to go to court.
[02:36:29.372 --> 02:36:32.074]  And the hospital won't release any records.
[02:36:32.074 --> 02:36:36.697]  They say they've got to wait 30 days.
[02:36:36.697 --> 02:36:39.379]  But she's being charged with assaulting a god.
[02:36:39.379 --> 02:36:41.180]  Yes.
[02:36:41.180 --> 02:36:43.702]  Well, I mean, you don't listen.
[02:36:43.702 --> 02:36:44.323]  This is freedom.
[02:36:46.668 --> 02:36:52.372]  Uh, you know, she needs to, look, they'll try to make her plea bargain, first they'll threaten her that she'll go to jail for her whole life.
[02:36:52.372 --> 02:36:58.035]  And my advice, and this is what I would do, and I'm not telling you what to do, because it's different in every case, but this is generally.
[02:36:58.035 --> 02:37:03.799]  You just keep demanding a trial by a jury of your peers, you demand the thing, and basically
[02:37:05.308 --> 02:37:07.450]  You'll have to find some activist lawyer.
[02:37:07.450 --> 02:37:09.051]  Don't get some mainline lawyer.
[02:37:09.051 --> 02:37:14.293]  You've got to find a lawyer that hates the system and just wants to defeat them.
[02:37:14.293 --> 02:37:15.254]  They are out there.
[02:37:15.254 --> 02:37:17.635]  Or you can be self-schooled yourself.
[02:37:17.635 --> 02:37:20.177]  And you ignore the judge because he'll keep saying shut up.
[02:37:20.177 --> 02:37:23.679]  You just go, you've all heard about how they beat you up and claim you assaulted them.
[02:37:23.679 --> 02:37:25.019]  Ask the officer where he got hurt.
[02:37:25.019 --> 02:37:25.820]  I'm at a hospital.
[02:37:25.820 --> 02:37:26.560]  They won't let me in.
[02:37:26.560 --> 02:37:27.681]  They just do this for no reason.
[02:37:30.697 --> 02:37:31.277]  I'm a mother.
[02:37:31.277 --> 02:37:33.059]  You don't want to put me in jail, do you?
[02:37:33.059 --> 02:37:35.041]  And they're going to let her off.
[02:37:35.041 --> 02:37:38.405]  Long before then, they'll probably drop it.
[02:37:38.405 --> 02:37:42.149]  Okay, and just pray to God to deal with that cop.
[02:37:42.149 --> 02:37:45.312]  You know, your daughter's telling the truth and didn't do anything.
[02:37:45.312 --> 02:37:46.313]  It's the same ML always.
[02:37:46.313 --> 02:37:47.114]  I'm sure it's true.
[02:37:47.114 --> 02:37:47.815]  Don't worry about it.
[02:37:47.815 --> 02:37:48.936]  God will deal with that cop.
[02:37:50.297 --> 02:38:01.147]  And you know, so let's just gather it had to be that first doctor that was a former military doctor that didn't like a wristband that must put something in her folder that, you know, made this whole thing react.
[02:38:01.147 --> 02:38:10.415]  Oh, yeah, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no
[02:38:12.094 --> 02:38:14.096]  We're mentally ill, or we're terrorists.
[02:38:14.096 --> 02:38:17.859]  I mean, I have Michael Medved, Laura Ingraham saying I should be arrested.
[02:38:17.859 --> 02:38:19.060]  These people don't play around.
[02:38:19.060 --> 02:38:20.881]  Listen, I appreciate your call.
[02:38:20.881 --> 02:38:25.065]  I mean, you know, it's... Our government put Mao into power.
[02:38:25.065 --> 02:38:25.965]  They now admit it.
[02:38:25.965 --> 02:38:29.568]  I mean, we knew it decades ago, but they now admit it.
[02:38:29.568 --> 02:38:30.689]  What does that say to you?
[02:38:30.689 --> 02:38:33.251]  A government that would put Mao in.
[02:38:33.251 --> 02:38:35.533]  Now, are those good people?
[02:38:35.533 --> 02:38:37.475]  As soon as they're able to,
[02:38:39.079 --> 02:38:44.381]  As soon as they think they can get away with it, they'll do that here.
[02:38:44.381 --> 02:38:47.843]  Everything is in preparation for that.
[02:38:47.843 --> 02:38:57.987]  As soon as enough people think that heroes torture children and are Jack Bauer, they'll Jack Bauer everybody.
[02:38:57.987 --> 02:39:01.188]  And they just can't wait.
[02:39:01.188 --> 02:39:02.228]  They cannot wait.
[02:39:02.228 --> 02:39:03.329]  They're cowardly scum.
[02:39:07.040 --> 02:39:10.762]  They've got a rude awakening, though.
[02:39:10.762 --> 02:39:11.962]  I'm out of control, folks.
[02:39:11.962 --> 02:39:12.362]  Joe?
[02:39:12.362 --> 02:39:15.104]  Joe, where are you calling us from?
[02:39:15.104 --> 02:39:15.304]  Yes.
[02:39:15.304 --> 02:39:17.805]  Yes, sir, where are you calling us from?
[02:39:17.805 --> 02:39:18.985]  Minneapolis.
[02:39:18.985 --> 02:39:19.526]  Minneapolis.
[02:39:19.526 --> 02:39:20.466]  What's on your mind?
[02:39:20.466 --> 02:39:22.387]  Yeah, I was curious.
[02:39:22.387 --> 02:39:31.751]  In 1985, I was in high school, and in one of our classes, they forced us, the teacher forced everybody
[02:39:32.310 --> 02:39:42.315]  In our class to sit down in front of a video camera with sound and everything and come up with a little presentation and put it on some kind of file.
[02:39:42.315 --> 02:39:48.378]  She said that we would be, we would, we would fail, she would fail us if we did not do this.
[02:39:49.295 --> 02:39:50.997]  And it seemed pretty suspicious.
[02:39:50.997 --> 02:39:51.938]  Why do you think they would do that?
[02:39:51.938 --> 02:39:54.841]  Well, they've got all sorts of experimentation in public schools.
[02:39:54.841 --> 02:39:57.244]  Dioxins in your food and water.
[02:39:57.244 --> 02:40:00.767]  They've got all sorts of face scanning systems in for years.
[02:40:00.767 --> 02:40:05.933]  That might have just been some hokey thing she was doing for a PhD or something.
[02:40:05.933 --> 02:40:06.533]  You never know.
[02:40:06.533 --> 02:40:07.514]  I don't know.
[02:40:10.462 --> 02:40:19.930]  So, gee, some of these people would do this for any number of reasons and not really tell us why, but they really don't have the right to do that with their kids, right?
[02:40:19.930 --> 02:40:21.191]  Uh, no, they don't.
[02:40:21.191 --> 02:40:24.334]  It's a public school, isn't it?
[02:40:24.334 --> 02:40:27.637]  What does that statement mean?
[02:40:27.637 --> 02:40:35.863]  Well, I mean, it's not like some private enrolled school where you pay for it and have their own rules, you know?
[02:40:35.863 --> 02:40:37.024]  Well, exactly, but...
[02:40:38.166 --> 02:40:41.327]  Number one, you can't experiment on people without their consent.
[02:40:41.327 --> 02:40:43.228]  You can't videotape people.
[02:40:43.228 --> 02:40:44.289]  Well, she threatened us.
[02:40:44.289 --> 02:40:46.810]  She said that she would bail us.
[02:40:46.810 --> 02:40:49.191]  That we were required to do it.
[02:40:49.191 --> 02:40:50.491]  What class was it?
[02:40:50.491 --> 02:40:52.512]  It was an English Literature class.
[02:40:52.512 --> 02:40:54.613]  And all the kids out were like seniors.
[02:40:54.613 --> 02:40:57.094]  I was in like ninth grade.
[02:40:57.094 --> 02:41:00.916]  It was probably a federal grant and probably went to some database.
[02:41:00.916 --> 02:41:03.337]  Well, they acted very suspicious.
[02:41:03.337 --> 02:41:04.578]  And then they kicked me out.
[02:41:05.922 --> 02:41:07.963]  And, uh, I had to get a GED.
[02:41:07.963 --> 02:41:10.965]  They started picking on me for nothing.
[02:41:10.965 --> 02:41:13.406]  Well, you're probably all caught up.
[02:41:13.406 --> 02:41:18.869]  Well, yeah, they did set me up when I was in 7th grade, too, with terroristic threats.
[02:41:18.869 --> 02:41:20.390]  Oh, yeah, that's a good one, yeah.
[02:41:20.390 --> 02:41:22.090]  Listen, I appreciate your call.
[02:41:22.090 --> 02:41:24.292]  I gotta jump, but let me just comment on what you just said.
[02:41:24.292 --> 02:41:32.056]  Remember Bill Clinton, Al Gore, wanted to put computers in all the schools for the children?
[02:41:32.056 --> 02:41:32.596]  Remember that?
[02:41:33.394 --> 02:41:54.125]  Well, what they do is they keep, and it's under federal grants, remember that's a federal program, and then so now in English, in math, in everything, including your journal, that's all done on disk, even if you do it in homework, and it's put on the file, and they admittedly keep that in federal and state databases.
[02:41:54.125 --> 02:41:59.268]  And now, now we'd already heard this, but back in 99 we got the actual documents.
[02:42:02.328 --> 02:42:04.889]  We have this in my film, The Takeover.
[02:42:04.889 --> 02:42:14.391]  All over the country, they have BATF deputized sheriff's deputies.
[02:42:14.391 --> 02:42:20.173]  But they're certified Bureau of Alcohol, Tobacco and Fire, in some cases FBI or Secret Service, but mainly BATF.
[02:42:20.173 --> 02:42:27.615]  And they go in in the 6th and 7th grade, they have whole semester classes, and it says they will interact with the students at lunch, whenever they wish.
[02:42:27.615 --> 02:42:28.515]  This is for the grant money.
[02:42:30.249 --> 02:42:37.494]  And they have them on computers, write a daily journal up, and they ask them about mom and dad, what kind of guns they've got.
[02:42:37.494 --> 02:42:39.575]  This is in the news, okay?
[02:42:39.575 --> 02:42:46.680]  I mean, I actually got the documents from parents in the area who got mad and sued over it.
[02:42:46.680 --> 02:42:47.900]  And so, yeah.
[02:42:47.900 --> 02:42:55.125]  Now, when they got caught doing this, they said, oh, we're just putting it in a federal database to check for plagiarism.
[02:42:56.309 --> 02:43:09.333]  And then to make that true, they did buy some program where it goes off nationally to be checked for plagiarism, where it checks for keywords.
[02:43:09.333 --> 02:43:14.254]  I'm pretty sure it's mildly corrupt where I am, Mayor.
[02:43:14.254 --> 02:43:14.714]  Oh, it is.
[02:43:14.714 --> 02:43:15.674]  Listen, I'm going to let you go.
[02:43:15.674 --> 02:43:17.255]  I appreciate your call.
[02:43:17.255 --> 02:43:20.256]  Let's go ahead and talk to Robert in Texas.
[02:43:20.256 --> 02:43:21.496]  I've got to get to this Israel thing.
[02:43:21.496 --> 02:43:23.016]  Robert, go ahead.
[02:43:23.016 --> 02:43:23.777]  Hey, Alex.
[02:43:23.777 --> 02:43:24.477]  How are you doing?
[02:43:24.477 --> 02:43:24.837]  Pretty good.
[02:43:25.774 --> 02:43:28.135]  Okay, I got a question for you.
[02:43:28.135 --> 02:43:31.097]  On the 9-11, the four plane incident?
[02:43:31.097 --> 02:43:34.899]  Yes.
[02:43:34.899 --> 02:43:38.041]  You know, I'm trying to sort this thing out.
[02:43:38.041 --> 02:43:48.427]  If you got two planes that crashed on the ground, as far as the one in Pennsylvania, and those weren't planes that did that, what happened to
[02:43:48.806 --> 02:43:53.107]  People, the manifest, the people that was on those planes, where were those people at?
[02:43:53.107 --> 02:43:55.268]  Yeah, who's film are you talking about?
[02:43:55.268 --> 02:43:56.208]  Are you talking about... No, I don't know.
[02:43:56.208 --> 02:43:58.309]  I've seen several different things on it.
[02:43:58.309 --> 02:44:09.593]  I mean, as far as the hole in the Pentagon and different things about the PA plane that was supposed to have went down in Pennsylvania.
[02:44:09.593 --> 02:44:09.873]  Sure.
[02:44:09.873 --> 02:44:16.475]  If you see Terror Storm, or you see Road to Tyranny, or Martial Law,
[02:44:18.726 --> 02:44:22.708]  My film's about 9-11.
[02:44:22.708 --> 02:44:27.450]  And Road to Tyranny's the first film on 9-11.
[02:44:27.450 --> 02:44:33.032]  You won't hear any discussion about where there are dummy planes, where there are pods.
[02:44:33.032 --> 02:44:36.213]  And again, I'm not knocking those that do that.
[02:44:36.213 --> 02:44:37.054]  But they'll knock me.
[02:44:37.054 --> 02:44:43.236]  I've got to accept their orthodoxy or I'm the LZ-Bub in this whole thing.
[02:44:43.236 --> 02:44:47.058]  I stick to what I can prove.
[02:44:47.058 --> 02:44:47.738]  And I stick
[02:44:48.484 --> 02:44:55.049]  To what, if I was a prosecutor, what I would put on in court.
[02:44:55.049 --> 02:45:00.674]  And so, people can debate all day, did they switch the planes?
[02:45:00.674 --> 02:45:05.618]  And because Northwoods, Northwoods talks about switching planes.
[02:45:05.618 --> 02:45:12.243]  And so loose change second edition shows Northwoods, the official US government plan to carry out 9-11 style attacks,
[02:45:12.876 --> 02:45:18.581]  And people get confused and go, oh well, then they're saying that they must have done this.
[02:45:18.581 --> 02:45:22.845]  No, they're just looking at that, asking the question.
[02:45:22.845 --> 02:45:23.826]  Because an official U.S.
[02:45:23.826 --> 02:45:36.618]  government plan says they'll have a plane take off with government agents claiming they died, they'll later stage their deaths, give them new names, and then they're really going to have a dummy plane with nobody on board, and then blow it up.
[02:45:38.380 --> 02:45:43.525]  So because that's in the government plan, that's where you hear all that stuff start up from.
[02:45:43.525 --> 02:45:48.130]  But I don't believe that's what happened on 9-11.
[02:45:48.130 --> 02:45:49.672]  There was some chicanery.
[02:45:50.495 --> 02:45:50.715]  Okay.
[02:45:50.715 --> 02:45:51.775]  Alright, like I said, I haven't got those
[02:46:20.074 --> 02:46:25.015]  I don't have any DVDs yet, but I'm going to get those and get your take on it, sir.
[02:46:25.015 --> 02:46:25.615]  Thank you, sir.
[02:46:25.615 --> 02:46:33.517]  I appreciate your call.
[02:46:33.517 --> 02:46:38.338]  Again, the real world is a very complex place.
[02:46:38.338 --> 02:46:41.359]  And the establishment knows that we want it all simple.
[02:46:43.499 --> 02:46:44.759]  Osama Bad!
[02:46:44.759 --> 02:46:45.960]  America Good!
[02:46:45.960 --> 02:46:47.980]  There's some brown people over there.
[02:46:47.980 --> 02:46:54.222]  We're going over there to get them there so they don't get us here.
[02:46:54.222 --> 02:46:55.002]  Hey, did you hear?
[02:46:55.002 --> 02:46:56.162]  There was a nuclear spill.
[02:46:56.162 --> 02:46:59.323]  The Army saved us.
[02:46:59.323 --> 02:47:01.103]  Because that was announced 50 times.
[02:47:01.103 --> 02:47:06.805]  Then one time at midnight, they announced it was a drill.
[02:47:06.805 --> 02:47:08.085]  See how that works?
[02:47:08.085 --> 02:47:10.226]  They treat you like you're stupid.
[02:47:10.226 --> 02:47:11.686]  They treat you like you're children.
[02:47:14.855 --> 02:47:16.195]  And they just move forward.
[02:47:16.195 --> 02:47:21.516]  I mean, how many years ago did we tell you they were reading your mail?
