[00:00:00.229 --> 00:00:00.670]  Oh, what?
[01:09:45.747 --> 01:09:46.508]  I mean, all of it.
[01:09:46.868 --> 01:09:48.029]  Because of what we're doing.
[01:09:48.430 --> 01:09:52.193]  And we're non-violent, peaceful people who just want to save this country.
[01:09:52.754 --> 01:09:52.954]  Trey?
[01:09:54.525 --> 01:09:57.668]  You know, it comes in a lot and it's discouraging.
[01:09:57.828 --> 01:10:00.911]  I think they think we have a lot of alternative motives than what we really do.
[01:10:01.571 --> 01:10:04.494]  But we're really just out there doing what we say we're doing.
[01:10:04.534 --> 01:10:07.176]  I think people think... Most of that's intimidation.
[01:10:07.336 --> 01:10:08.117]  Yeah, you know.
[01:10:08.137 --> 01:10:10.338]  It's just bad people doing it.
[01:10:11.259 --> 01:10:20.807]  But the point is here that regardless if you like Alex Jones or hate Alex Jones or hate Ron Paul or love Ron Paul
[01:10:23.158 --> 01:10:34.503]  The point is, there is a concerted effort to say, arrest people that protest, don't allow demonstrations, because demonstrators are stopping a war that's to beat the terrorists, and therefore if you stop the war, you're with the terrorists.
[01:10:34.963 --> 01:10:35.924]  I mean, that's Democrats.
[01:10:35.944 --> 01:10:37.764]  That was the Deputy Attorney General back in 2003.
[01:10:37.985 --> 01:10:42.166]  He said no protest allowed anywhere in the state of California.
[01:10:42.667 --> 01:10:44.407]  The state was banning demonstrations.
[01:10:44.567 --> 01:10:52.551]  That was in the... He was quoted on television, and it was also in the Oakland Tribune, Oakland Herald.
[01:10:54.395 --> 01:10:59.443]  People being arrested for anti-war shirts on a parade route where Bush is driving, saying, well, that's a demonstration.
[01:11:00.104 --> 01:11:02.608]  You can be here for Bush, but you can't be here against Bush.
[01:11:03.389 --> 01:11:05.813]  Bill Clinton did similar things like that, but it's now accelerated.
[01:11:06.443 --> 01:11:07.503]  This is about freedom.
[01:11:07.583 --> 01:11:08.703]  I'm an American citizen.
[01:11:09.124 --> 01:11:11.844]  I have a right to say I'm against this war.
[01:11:12.324 --> 01:11:14.485]  I have a right to say I don't want to attack Iran.
[01:11:14.845 --> 01:11:16.825]  I have a right to go out and demonstrate.
[01:11:17.225 --> 01:11:19.946]  I have a right to talk about government-sponsored terrorism.
[01:11:20.326 --> 01:11:22.326]  I have a right to talk about how the Federal Reserve is private.
[01:11:22.566 --> 01:11:30.888]  I have a right to read North American Union SPP documents on air, and to read official United Nations calls 30 years ago, and they've now passed it, the U.S.
[01:11:30.908 --> 01:11:33.649]  just signed on Friday, for a global carbon tax.
[01:11:34.149 --> 01:11:35.789]  I'm telling you the truth.
[01:11:36.409 --> 01:11:44.692]  And I beg all the people listening across the nation who are driving along in their cars or tuning around the AM dial or FM dial, hearing me for the first time, I'm telling the truth.
[01:11:44.812 --> 01:11:47.073]  I've done the research and I've put my life on the line.
[01:11:47.653 --> 01:11:50.974]  And I've done this so you can wake up and so we can save this country and this world.
[01:11:51.574 --> 01:11:53.415]  America has been seized by the New World Order.
[01:11:53.975 --> 01:11:54.895]  People go, oh, what's that?
[01:11:55.076 --> 01:11:59.137]  I was on a big LA station last night and a guy said, why do you talk about imaginary New World Order?
[01:11:59.719 --> 01:12:03.421]  Your film Endgame's good, I saw it, but why do you talk about the New World Order?
[01:12:03.481 --> 01:12:05.282]  I go, well, Herbert Walker talked about it.
[01:12:05.562 --> 01:12:06.363]  Hitler talked about it.
[01:12:06.383 --> 01:12:08.044]  All these government documents talk about it.
[01:12:08.264 --> 01:12:09.184]  It's a world government!
[01:12:09.765 --> 01:12:19.010]  I mean, I've got mainstream news, CNN right here, where they say, and they have the quotes by the head of the UN saying, we have finally gotten a world tax.
[01:12:20.170 --> 01:12:25.673]  Just type in, to Google, World Carbon Tax.
[01:12:25.833 --> 01:12:26.674]  World Tax.
[01:12:27.987 --> 01:12:29.569]  World Tax for Greenhouse.
[01:12:29.889 --> 01:12:31.430]  Hundreds of mainstream articles.
[01:12:31.671 --> 01:12:35.334]  You'll be on the UN website reading the text of what they said Friday!
[01:12:35.354 --> 01:12:43.982]  I mean, I got CNN on video last week saying that the North American Union didn't exist, but also that the Trans-Texas Corridor doesn't exist.
[01:12:46.084 --> 01:12:51.589]  I mean, Giuliani is on the law firm that's doing that whole deal, handing over our existing roads.
[01:12:52.478 --> 01:12:55.900]  With a bunch of Mexican and Spanish and German lobbyists.
[01:12:56.360 --> 01:12:57.961]  Just taking our roads and handing them over.
[01:12:58.441 --> 01:12:59.381]  This is about power.
[01:12:59.741 --> 01:13:04.304]  Big money comes in, they buy off the government, they have the government hand everything over to them.
[01:13:04.364 --> 01:13:06.485]  It's like third world nations being looted.
[01:13:07.085 --> 01:13:10.827]  Joseph Stiklitz, quit the World Bank, chief economist, 2002.
[01:13:11.047 --> 01:13:12.407]  Thousands of pages were released.
[01:13:14.608 --> 01:13:18.390]  Just type World Bank documents consume Argentina into Google, you'll get the actual documents.
[01:13:18.890 --> 01:13:19.911]  And the news articles about it.
[01:13:20.675 --> 01:13:22.496]  And they said they wanted to come into the U.S.
[01:13:22.636 --> 01:13:27.220]  and the third world, but do like what they've done in the third world and the U.S.
[01:13:27.620 --> 01:13:34.805]  and jack up inflation, destroy the dollar, blow out the economy, get you in debt, so they can come in and buy up the infrastructure.
[01:13:34.965 --> 01:13:46.293]  When they make the dollar as worthless as toilet paper, they can come in here with their foreign currencies that they just print up out of nowhere, too, and buy up all the ports, buy up all the water, buy up all the infrastructure, buy up all the roads.
[01:13:47.222 --> 01:14:05.011]  For pennies on the dollar, the government is engaged in crime handing them over, and I look at these well-oiled, clothed hair guys in suits, these neocon talk show hosts, these liberal talk show hosts, their establishment hacks working both sides like carnival barkers, from both ends, conning you, manipulating you.
[01:14:06.471 --> 01:14:08.212]  I don't think you have any idea what it's like.
[01:14:08.732 --> 01:14:16.236]  And again, I've never said this, I've never come out, I've said pray for me before, but I've always had a good instinct for things.
[01:14:17.188 --> 01:14:18.108]  Pray for Ron Paul.
[01:14:19.028 --> 01:14:20.249]  But even people in our own movement.
[01:14:22.129 --> 01:14:28.031]  Most of them are, not the grassroots, but most people that are, quote, prominent are just driven with insane jealousy of me.
[01:14:28.091 --> 01:14:28.311]  Why?
[01:14:28.371 --> 01:14:30.471]  Because I worked till 2 in the morning last night?
[01:14:30.911 --> 01:14:32.872]  Because I have a passion to fight this tyranny?
[01:14:32.892 --> 01:14:35.612]  No, I deserve support.
[01:14:35.752 --> 01:14:38.453]  I deserve people to support me after everything I've done.
[01:14:38.773 --> 01:14:40.754]  After 13 years of total commitment.
[01:14:41.574 --> 01:14:45.975]  Nine years ago now, walking outside the TV station after I've been told to shut up over and over again.
[01:14:46.977 --> 01:14:58.605]  After guys had pulled up in high and tight haircuts and gotten out of their car and with government plates and said, yeah, we're special forces, yeah, we're with the local martial law crew, when it all comes down, now that's all public, and you better shut your mouth.
[01:14:59.265 --> 01:15:00.706]  I told them, go to you know where.
[01:15:01.107 --> 01:15:07.111]  They got in their car and a few weeks later, four guys with hoods over their heads tried to beat the living hell out of me and I looked like something out of Cape Fear.
[01:15:07.571 --> 01:15:08.772]  I got good old boy guts.
[01:15:08.792 --> 01:15:14.496]  And as soon as they got my blood flying, as soon as they hurt me, I turned it on and I rammed their heads in the concrete.
[01:15:14.736 --> 01:15:16.097]  And I kicked them and I stomped them.
[01:15:17.165 --> 01:15:19.266]  It freaked him out as my blood ran all over him!
[01:15:20.487 --> 01:15:22.188]  I'm committed to the United States!
[01:15:22.488 --> 01:15:24.329]  I'm committed to defending this Republic!
[01:15:24.569 --> 01:15:25.129]  I'm committed 110%!
[01:15:26.590 --> 01:15:28.171]  I do this for the right reasons!
[01:15:28.711 --> 01:15:34.655]  And how dare Neil Gorsh and Rush Limbaugh and Nedved and others like Nedved calling for my arrest!
[01:15:34.975 --> 01:15:36.736]  That's hot treason against the Republic!
[01:15:36.976 --> 01:15:38.417]  He's the one engaged in treason!
[01:15:39.159 --> 01:15:39.999]  How dare them!
[01:15:40.320 --> 01:15:44.122]  We shall go on to the end, no matter what the cost is!
[01:15:44.242 --> 01:15:46.823]  We shall go on to the end, we shall never surrender!
[01:15:46.943 --> 01:15:47.963]  We'll be back with your car!
[01:15:48.344 --> 01:15:53.646]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[01:15:53.846 --> 01:15:55.907]  Your source for free solar electricity.
[01:15:56.148 --> 01:16:03.131]  This portable system is the size of a book when folded, and small enough to fit into a briefcase, handbag, or glove compartment.
[01:16:03.431 --> 01:16:03.672]  I think?
[01:16:18.148 --> 01:16:18.728]  We're good to go!
[01:16:48.837 --> 01:16:52.438]  In this jungle called life, only the tiger survives.
[01:16:52.918 --> 01:16:57.499]  So says the armchair survivalist Kurt Wilson, owner of Survival Enterprises.
[01:16:57.959 --> 01:17:10.261]  Kurt talks common sense about food storage, health care, firearms and weaponry, security, urban and wilderness survival techniques, and the simple things we can all do to help us and our loved ones survive when bad times hit.
[01:17:10.501 --> 01:17:14.022]  Learn to be one step ahead of the crowd in everyday situations.
[01:17:14.462 --> 01:17:24.308]  The Armchair Survivalist is geared for the rest of us who don't have unlimited funds to buy land, a cabin, build a bunker, or buy all the expensive survival supplies that would come in handy.
[01:17:24.508 --> 01:17:26.870]  He shows you how to work smarter, not harder.
[01:17:27.090 --> 01:17:31.113]  For over 25 years, Kurt has been helping people prepare for hard times.
[01:17:31.393 --> 01:17:40.879]  The Armchair Survivalist is sure to be an informative, entertaining, and educational talk show with Kurt not only sharing his vast level of survival knowledge, but taking your calls as well.
[01:17:42.958 --> 01:17:43.759]  We're good to go.
[01:17:58.058 --> 01:17:58.538]  We're good to go.
[01:18:25.563 --> 01:18:25.863]  I think so.
[01:18:48.032 --> 01:18:49.713]  Do you need an easier way to stay in touch?
[01:18:49.994 --> 01:18:51.675]  A two-way radio may be for you.
[01:18:51.875 --> 01:18:55.878]  Two-way radios provide short-range communication with no recurring service charges.
[01:18:56.079 --> 01:18:59.141]  Perfect for outdoor activities like camping, hunting, and skiing.
[01:18:59.321 --> 01:19:03.144]  Great for amusement parks, cruises, or just keeping up with the kids around the neighborhood.
[01:19:03.284 --> 01:19:05.686]  Two-way radios can also make your business more efficient.
[01:19:05.806 --> 01:19:09.049]  Cut costs while increasing productivity in doctor and dental offices.
[01:19:09.189 --> 01:19:09.449]  That's right.
[01:19:38.479 --> 01:19:39.659]  Thank you for listening to GCN.
[01:19:39.679 --> 01:19:41.500]  Be sure to visit GCNlive.com today.
[01:20:04.086 --> 01:20:09.109]  When we last visited with our next guest, Heather Veach, she had started a Christian mission and outreach
[01:20:27.543 --> 01:20:30.044]  To strippers in Southern California.
[01:20:30.104 --> 01:20:31.705]  She had been in that business herself.
[01:20:31.765 --> 01:20:39.669]  She was now touring strip clubs in California, not to dance, but to try to change the lives of some of the people she found there.
[01:20:40.089 --> 01:20:47.292]  Going so far as to buy lap dances, and then instead of having a dance, asking the women if they'd like to talk about faith.
[01:20:47.752 --> 01:20:50.974]  Some saying yes, most saying yes, some saying no.
[01:20:51.274 --> 01:20:55.616]  This is a pretty gutsy enterprise, and Heather Veach, we thank you for joining us again.
[01:20:56.400 --> 01:20:57.861]  Well, thank you for having me back.
[01:20:58.501 --> 01:21:00.262]  Heather, you're now in Las Vegas.
[01:21:00.462 --> 01:21:03.944]  Is that a more fertile territory for your efforts?
[01:21:04.725 --> 01:21:06.165]  Oh, well, definitely.
[01:21:06.366 --> 01:21:12.229]  In fact, you know, it's so much more out here as well.
[01:21:12.249 --> 01:21:22.434]  You know, I never thought that God would use me more than strippers or porn stars because I reach out to them, but now I'm also dealing on a daily basis with prostitutes.
[01:21:23.355 --> 01:21:24.315]  So it's really...
[01:21:25.785 --> 01:21:29.228]  You know, the sex industry as a whole, the women in the sex industry.
[01:21:30.009 --> 01:21:40.820]  Now, the sex industry, I think when we last talked you were about to go to a convention of the adult video people out there in Las Vegas and you did go and there was a little attention.
[01:21:41.240 --> 01:21:46.265]  There was nothing, nobody tried to stop you from the industry, right?
[01:21:46.949 --> 01:21:54.691]  No, absolutely not, and you know what's so great is they're actually very welcoming to me now.
[01:21:54.791 --> 01:22:02.733]  You know, I did a booth two years in a row, and this is the year, it's coming up in January, and I won't have a booth.
[01:22:02.853 --> 01:22:11.995]  And it's so cute because they, you know, contact me, am I sure I don't want a booth, and they're just very, very good to me, very welcoming.
[01:22:13.781 --> 01:22:14.862]  Why do you think that is?
[01:22:14.962 --> 01:22:28.432]  Because they themselves understand that there are some people, at least they would concede, some people who shouldn't be in this business, who find themselves in it anyway, and if you're going to talk to them and get them to do something else, that's okay?
[01:22:28.472 --> 01:22:35.417]  I think that's actually it, but you know, I think that people don't realize that everybody on the face of the planet really wants to be loved.
[01:22:36.238 --> 01:22:47.789]  And the fact that someone's willing to come in and love them and show them respect and love even though they're in that place in life and offer them an opportunity to have change if they want change.
[01:22:47.929 --> 01:22:52.393]  But even still, if they don't change, I have made a commitment to love them.
[01:22:53.095 --> 01:23:00.702]  So having someone that comes in that, you know, is on the opposite side of... I would be on the opposite side to them, you know.
[01:23:00.722 --> 01:23:01.143]  Sure.
[01:23:02.184 --> 01:23:10.332]  And that comes in and loves them, shakes their hand, hugs them, looks at them with respect and treats them differently than the rest of the world.
[01:23:11.343 --> 01:23:13.503]  I think to them this is a positive thing.
[01:23:13.543 --> 01:23:13.863]  Sure.
[01:23:14.124 --> 01:23:19.264]  And you still will say to people, you don't have to get out of the business you're in.
[01:23:19.304 --> 01:23:20.405]  You're still welcome.
[01:23:20.565 --> 01:23:21.565]  I'm still going to talk to you.
[01:23:21.585 --> 01:23:22.965]  You're still welcome in a church.
[01:23:24.005 --> 01:23:24.785]  Exactly.
[01:23:24.985 --> 01:23:33.547]  You know, it's one of the biggest things I'm criticized for, but you know, I tell people, for one, I want people to go into church, find out about God.
[01:23:33.987 --> 01:23:37.528]  You know, when I gave my life to God, it was almost like a marriage.
[01:23:37.668 --> 01:23:39.368]  I fully committed my life to God.
[01:23:39.788 --> 01:23:46.399]  So why would someone commit their life, quit their job, do all these things for a God they don't even know?
[01:23:47.200 --> 01:23:53.470]  So I want to give them the opportunity to at least come in and find out who this God that I'm in love with is.
[01:23:54.845 --> 01:24:10.269]  One of the things that we talked about briefly about a year ago and it came up again as I was discussing what we're going to be doing on this program with some of the women who work in this office building and when they looked at your homepage on MySpace
[01:24:11.730 --> 01:24:18.533]  They still say, wow, you know, that picture or some of the pictures could be viewed as provocative.
[01:24:19.274 --> 01:24:21.135]  They might generate lust.
[01:24:21.455 --> 01:24:27.918]  Jimmy Carter, of course, got in a lot of trouble for admitting that he had a lot of lust in his heart that he didn't do anything with, but have it.
[01:24:28.959 --> 01:24:30.180]  You get friend requests.
[01:24:30.240 --> 01:24:35.863]  I mean, how do you deal with the fact that you're a very attractive woman who's engaged in this ministry?
[01:24:36.444 --> 01:24:43.862]  But where friends, I use that word advisedly, are going to ask to be your friends on MySpace, I mean, how do you know what their motives are?
[01:24:44.682 --> 01:24:58.055]  Well you know my MySpace is definitely an outreach tool and even so much that I have a disclaimer on it that says this is not for Christians because I do acknowledge that a lot of my top friends can cause lust.
[01:24:58.275 --> 01:25:08.025]  I know that myself I try to make sure it's mostly my face, pictures of my face, and you know a lot of people think you know want to want to think about that being lustful but
[01:25:09.041 --> 01:25:12.263]  I tell people, you know, where are we?
[01:25:12.403 --> 01:25:13.303]  Are we Muslim?
[01:25:13.323 --> 01:25:18.265]  Do I need to cover my face because people find it beautiful or attracted to it?
[01:25:18.425 --> 01:25:18.725]  No!
[01:25:18.865 --> 01:25:27.249]  For one, you know, I think that the devil uses advertising very well and lures people in with all kinds of things.
[01:25:27.529 --> 01:25:31.851]  And in the Bible, beauty has been used for a good purpose.
[01:25:32.492 --> 01:25:41.315]  You know, in the Bible, Esther saved the whole Jewish race, strictly by her beauty, because the king took notice of her.
[01:25:41.995 --> 01:25:49.898]  And for me, to have someone stop and say, well, this girl is beautiful, and then read further into, and she belongs to God,
[01:25:50.718 --> 01:25:53.741]  And she believes in doing something right, something different.
[01:25:53.821 --> 01:25:59.226]  She's not using her beauty for sexual, but she's using it to advertise God.
[01:25:59.946 --> 01:26:05.551]  And you know, I think it's just a fine line of making sure that I'm not advertising something sexual.
[01:26:05.952 --> 01:26:17.442]  Now, the girls on my top list, those are my friends, and 99% of the girls that I have on my front page are girls I'm actually in relationship with.
[01:26:18.150 --> 01:26:18.671]  I think so.
[01:26:42.334 --> 01:26:46.857]  No, I think that's certainly an understatement of the day, if not the year.
[01:26:46.877 --> 01:27:03.406]  I mean, there's plenty of other stuff that people could go to, and as you say, you do have a kind of disclaimer that says, you know, if you're, I don't want to insult anybody, but if you're the traditional church lady who just likes to bake cookies and talk with her friends, this probably isn't the site for her.
[01:27:03.426 --> 01:27:04.906]  Correct.
[01:27:05.207 --> 01:27:09.269]  What do you, how do you count a success?
[01:27:09.749 --> 01:27:11.590]  Some people leave an industry, but
[01:27:12.113 --> 01:27:19.986]  Do you keep close enough connections to them to know what they're doing next?
[01:27:20.687 --> 01:27:22.790]  You know what I count as success?
[01:27:23.070 --> 01:27:26.416]  I count, number one, if they develop a relationship with Christ.
[01:27:27.133 --> 01:27:33.756]  Because to me, a lot of people want me to address what they're wearing, their job, different things like that.
[01:27:34.076 --> 01:27:41.680]  As I see it, there's a sinking ship and there's a lot of furniture on the ship, but the ship is sinking.
[01:27:42.080 --> 01:27:51.404]  Now I could go around trying to fix the furniture and arrange it, or I can go down and patch the hole causing the ship to sink.
[01:27:52.199 --> 01:28:05.627]  So if I know that the patch is being put in, and that here we're fixing this problem that is causing it, because you know, the actions of people usually are not the problem.
[01:28:06.248 --> 01:28:07.869]  That's a result of a problem.
[01:28:07.889 --> 01:28:09.149]  And that's an excellent point.
[01:28:09.169 --> 01:28:17.755]  So to me, if I could see that they're starting a relationship with Christ, they're in church, they're getting a foundation, people that care about them, things like that, that's a success to me.
[01:28:18.315 --> 01:28:21.057]  And I just pray and hope that they continue on.
[01:28:22.466 --> 01:28:27.008]  You were on Pat Robertson's 700 Club a number of times when we last talked.
[01:28:27.048 --> 01:28:33.251]  You said there are sometimes some of the folks on the so-called religious right don't like what you're doing.
[01:28:33.311 --> 01:28:41.294]  Have they continued though to be friendly with you at least from the 700 Club side of it or have they kind of lost interest in you?
[01:28:42.255 --> 01:28:45.696]  You know it's funny I still have a good Christian base.
[01:28:45.916 --> 01:28:50.058]  I think that a lot of times I definitely shake it up but I
[01:28:51.158 --> 01:28:53.379]  You know, I had to make a decision.
[01:28:53.399 --> 01:29:00.182]  I'm either going to do things to actually reach the people I'm going to reach, or I'm going to do things to reach Christians.
[01:29:01.282 --> 01:29:07.125]  And the truth is, you know, my goal is not to impress Christians.
[01:29:07.685 --> 01:29:09.386]  I'm thankful that they're there for me.
[01:29:09.446 --> 01:29:11.107]  I'm thankful that they pray for me.
[01:29:11.547 --> 01:29:16.569]  But if they all abandon me, but people are still coming to know Christ, I'm okay with that.
[01:29:16.949 --> 01:29:21.792]  Listen, that's a wonderful way to end the conversation.
[01:29:21.952 --> 01:29:36.401]  I do appreciate you coming back with us, catching us up to date, and explaining that you're doing what you're doing out of principle, not because some cause group behind you says do it or don't do it, because this is the way your convictions carry you.
[01:29:36.461 --> 01:29:43.365]  When we come back, I'll look at our last guest, whose principles have made a huge difference in 2007.
[01:29:44.045 --> 01:29:45.706]  We'll be back for more Culture Shots.
[01:29:45.907 --> 01:29:46.567]  I'm Barry Lynn.
[01:29:49.523 --> 01:29:58.588]  Now you can upgrade your existing gravity filter to remove chemicals such as triamethylenes, atrazine, benzene, chlorine, chloroform, and NTVE to below detectable limits.
[01:29:58.848 --> 01:30:10.054]  Black Berkey elements are so powerful, they remove pathogenic bacteria, cysts and parasites to non-detectable levels, and transform water, even raw stagnant pond water, into delicious crystal clear drinking water.
[01:30:10.394 --> 01:30:16.117]  Nitrates, nitrites, radon-222, unwanted heavy metals like lead, mercury, and aluminum are no problem.
[01:30:16.277 --> 01:30:16.677]  I think so.
[01:30:34.155 --> 01:30:34.415]  Hi, neighbor.
[01:30:34.455 --> 01:30:40.098]  No matter when the time comes to survive on our food supply, every single one of us who have prepared will have two regrets.
[01:30:40.218 --> 01:30:45.600]  Even those who haven't wasted a single penny on Christmas, birthdays, and vacations in order to store all the food possible.
[01:31:01.915 --> 01:31:05.156]  Even those who have sold stuff and taken on part-time jobs to buy food.
[01:31:05.817 --> 01:31:09.098]  Even those who have traded their gold while it will still buy food.
[01:31:09.718 --> 01:31:13.100]  Yes, we will have been called stupid, crazy, and foolish.
[01:31:13.700 --> 01:31:18.202]  When folks won't be able to afford food and there won't be any food for any amount of money.
[01:31:18.922 --> 01:31:20.903]  We will still have two regrets.
[01:31:21.543 --> 01:31:24.884]  We will regret that we didn't get more serious about more food sooner.
[01:31:25.565 --> 01:31:28.426]  We will deeply regret that we didn't get enough food.
[01:31:29.221 --> 01:31:36.083]  Putting off emergency food preparations to celebrate the holidays will be the most dangerous decision that some of us will ever make.
[01:31:36.103 --> 01:31:37.104]  Call 800-409-5633.
[01:31:37.124 --> 01:31:38.224]  On the web, efoodsdirect.com.
[01:31:38.244 --> 01:31:38.284]  800-409-5633.
[01:31:48.698 --> 01:31:49.359]  It's a fact.
[01:31:49.579 --> 01:31:57.064]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[01:31:57.184 --> 01:32:06.050]  With never-ending late fees, over-the-limit fees, and higher and higher interest rates, it has become mathematically impossible to repay all debt, making all of us slaves to our creditors.
[01:32:06.310 --> 01:32:16.857]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecured debts which have been fraudulently created by the banks.
[01:32:17.097 --> 01:32:17.578]  We're good to go.
[01:32:35.993 --> 01:32:36.514]  I don't know.
[01:32:48.630 --> 01:32:53.775]  Let Sears keep you warm this winter with a new Carrier or Kenmore heating system from a name you can trust.
[01:32:54.175 --> 01:33:05.165]  With unbeatable pricing, year-round maintenance and repair, plus our satisfaction guarantee, it's time you called Sears at 1-800-241-0746 for a free in-home consultation.
[01:33:05.646 --> 01:33:07.447]  Ask about our special financing terms.
[01:33:07.807 --> 01:33:13.793]  A new, more efficient system can keep your family comfortable year-round and may help you save money on high energy costs.
[01:33:14.213 --> 01:33:19.478]  You can count on Sears for the quality materials and installation you have come to expect for over 100 years.
[01:33:19.879 --> 01:33:21.941]  Call now for your free in-home consultation.
[01:33:30.589 --> 01:33:32.689]  Are you tired of searching for great talk radio?
[01:33:32.709 --> 01:33:33.349]  Well, search no more!
[01:33:33.369 --> 01:33:34.810]  We are the GCN Radio Network!
[01:34:01.334 --> 01:34:12.824]  Well, in five hours, probably midnight, Eastern Standard Time, we'll find out how much the Boston Tea Party, RonPaul2008.com Money Bomb brought in.
[01:34:12.884 --> 01:34:17.848]  We'll have continual reports at PrisonPlanet.com and InfoWars.com on all of it.
[01:34:17.868 --> 01:34:18.889]  By the way, when this show ends,
[01:34:21.016 --> 01:34:29.385]  On all my syndicated stations and shortwave internet out there, you'll be able to go to InfoWars.com and here are the two hours re-aired any time you want.
[01:34:29.405 --> 01:34:31.147]  It'll be sent out to you on the podcast.
[01:34:31.187 --> 01:34:33.189]  We cover a lot in the last two hours.
[01:34:33.229 --> 01:34:36.373]  I want to go to your phone calls, but if you just type into Google,
[01:34:37.876 --> 01:34:49.600]  Global Carbon Tax, and click web or click news, hundreds of articles, mainstream, with headlines like, UN considering Global Carbon Tax, calling for Global Carbon Tax.
[01:34:49.640 --> 01:34:54.121]  They just got the US to sign on to this, and you'll hear what life under this will be like.
[01:34:54.141 --> 01:34:57.883]  You can read the actual quotes and the documents by the United Nations.
[01:34:58.523 --> 01:35:01.844]  From mainstream news and proponents, people supporting it.
[01:35:01.984 --> 01:35:02.964]  Remember, none of this existed.
[01:35:03.184 --> 01:35:04.985]  They deny it exists until they launch it.
[01:35:05.538 --> 01:35:06.278]  Here's CNN.
[01:35:06.298 --> 01:35:07.178]  In a U-turn, the U.S.
[01:35:07.218 --> 01:35:08.659]  agrees to a global warming deal.
[01:35:09.259 --> 01:35:18.660]  In a dramatic reversal Saturday, the United States rejected, then accepted, a compromise to set the stage for intense negotiations in the next two years aimed at reducing carbon dioxide emissions worldwide.
[01:35:18.680 --> 01:35:21.041]  No, they agreed to an agreement to set up the taxes.
[01:35:22.361 --> 01:35:23.341]  This gives me a stomachache.
[01:35:23.361 --> 01:35:24.842]  I actually just got a horrible stomachache.
[01:35:24.882 --> 01:35:27.582]  It makes me sick to see this happening.
[01:35:27.602 --> 01:35:28.402]  Alright, let's go to your calls.
[01:35:28.422 --> 01:35:29.282]  You've been holding long enough.
[01:35:29.342 --> 01:35:30.383]  Tom in Florida.
[01:35:30.623 --> 01:35:31.683]  You're on the air worldwide.
[01:35:31.703 --> 01:35:32.223]  Go ahead, Tom.
[01:35:33.065 --> 01:35:39.228]  Yeah, I'm calling back to say thanks for having me on your show Wednesday about Victor Bean and the gun shows here.
[01:35:39.469 --> 01:35:41.209]  Yes, but last Sunday we talked about it too.
[01:35:41.229 --> 01:35:44.331]  It was confirmed that they're basically censoring Ron Paul supporters from them.
[01:35:45.292 --> 01:35:49.814]  I just would like, if I can, to give out the contact numbers for Victor Bean so people can call.
[01:35:49.974 --> 01:35:52.836]  Listen, I really think it's a waste of time, brother, and I'm not mad at you.
[01:35:52.856 --> 01:35:53.796]  I just got to move quick.
[01:35:54.116 --> 01:35:56.137]  You know, some gun show, it's a private property.
[01:35:56.578 --> 01:36:00.960]  If he wants to restrict people and keep them from getting tables and doing all that, I'm sorry they did it to you.
[01:36:01.869 --> 01:36:03.051]  Hey Alex, thanks for taking my call.
[01:36:03.071 --> 01:36:05.014]  I just want to say you made a great difference in my life.
[01:36:16.434 --> 01:36:22.598]  You know, one thing I was able to tell my family and friends before the war that there wasn't any weapons of mass destruction.
[01:36:22.638 --> 01:36:26.480]  And they weren't going to leave and they were going to break it in three parts because it was all in official Pentagon plans.
[01:36:26.640 --> 01:36:27.080]  Exactly.
[01:36:27.100 --> 01:36:30.902]  And then when it all came out that there weren't any weapons, they had to finally admit it.
[01:36:30.962 --> 01:36:32.924]  I mean, it just gave me so much credibility.
[01:36:32.964 --> 01:36:34.645]  But I was able... So I want to thank you for that.
[01:36:34.765 --> 01:36:40.568]  I was also calm because there was another caller that was concerned about 9-11 and Ron Paul and his stance.
[01:36:40.628 --> 01:36:45.651]  I mean, he's already said that he is in favor of a new investigation if the American people want it.
[01:36:46.258 --> 01:36:54.203]  And, uh, you know, if we get a new investigation and, you know, it comes out like we believe that 9-11 is an inside job, I mean, heads are going to roll.
[01:36:54.223 --> 01:36:55.704]  People are going to be held accountable.
[01:36:56.165 --> 01:37:00.768]  Well, it's come out that hundreds of other staged attacks, for listeners that don't know, it's available.
[01:37:00.808 --> 01:37:01.288]  It's public.
[01:37:01.328 --> 01:37:03.489]  Thank you so much, sir, for the call.
[01:37:03.850 --> 01:37:05.231]  Let's go ahead and talk to T.J.
[01:37:05.331 --> 01:37:05.911]  in New York.
[01:37:05.951 --> 01:37:07.012]  T.J., you're on the air.
[01:37:07.032 --> 01:37:08.293]  How you doing, Alex?
[01:37:08.353 --> 01:37:08.653]  Good, sir.
[01:37:09.273 --> 01:37:11.255]  As you can recall, I'll give you congratulations on Endgame.
[01:37:11.275 --> 01:37:12.076]  It's an awesome film.
[01:37:12.317 --> 01:37:12.717]  Thank you.
[01:37:13.157 --> 01:37:17.482]  And to also say, every time the elections come up, all I hear from people is that we need change and we have to have change.
[01:37:17.522 --> 01:37:21.847]  And even though it's preaching to the choir on your radio station, Ron Paul is that change that we need.
[01:37:22.447 --> 01:37:23.108]  Well, it is.
[01:37:23.448 --> 01:37:26.992]  And there's hundreds of thousands listening right now who've heard the show for the first time, sir.
