[00:00:00.289 --> 00:00:01.570]  GCN Radio Network.
[02:19:30.095 --> 02:19:30.596]  Stay with us.
[02:19:31.685 --> 02:19:33.527]  And we shall return on the other side.
[02:19:33.547 --> 02:19:42.235]  And I want to shift gears and get some into Government Sponsored Terror and take some of your phone calls for Ted Gunderson on Government Sponsored Terror or on the Satanic Elite.
[02:19:42.375 --> 02:19:43.116]  Those two subjects.
[02:19:43.156 --> 02:19:44.017]  I want to talk about those.
[02:19:44.037 --> 02:19:44.537]  We'll be right back.
[02:19:51.727 --> 02:20:02.993]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
[02:20:03.194 --> 02:20:11.118]  The revolutionary Berkey Light removes pathogenic bacteria, cysts, parasites, and harmful or unwanted chemicals to below detectable levels.
[02:20:11.458 --> 02:20:11.839]  I don't know.
[02:20:34.520 --> 02:20:37.062]  Get the Berkey Light Purifier for only $279.
[02:20:37.102 --> 02:20:37.663]  Call New Millennium 888-803-4438.
[02:20:37.683 --> 02:20:37.983]  That's 888-803-4438.
[02:20:38.003 --> 02:20:39.744]  Or order on the web at berkeywater.com.
[02:20:39.764 --> 02:20:40.705]  Not yet available in Iowa.
[02:20:49.733 --> 02:20:54.336]  Ted Anderson for Midas August 9, 2007 Gold 660.50 on scroll coins can be purchased for $681.87, $336.45 for half, $168.23 per quarter.
[02:20:54.376 --> 02:20:54.857]  That's $681.87, $336.45, and $168.23.
[02:21:04.824 --> 02:21:07.026]  The dollar has fallen to 65% of the euro.
[02:21:07.146 --> 02:21:08.166]  Erosion accelerates.
[02:21:08.266 --> 02:21:15.651]  Mainline talk show hosts are trying to hold on to their support of the conservative movement, keeping focus on the Republican agenda and playing into the hand of the globalists.
[02:21:15.771 --> 02:21:19.173]  Dr. Corsi interviewed Robert Pastor of the American University.
[02:21:19.354 --> 02:21:25.898]  With the sleight of hand and incremental implementation, Pastor admits to the North American Union is being forced upon us.
[02:21:26.358 --> 02:21:31.020]  Corsi uncovers the CFR's plan to build a North American community similar to the EU.
[02:21:31.360 --> 02:21:34.241]  In his report, the North American Union isn't going away.
[02:21:34.421 --> 02:21:36.562]  Corsi exposes the deception and trickery.
[02:21:36.682 --> 02:21:39.983]  Call for your report today.
[02:21:40.003 --> 02:21:40.383]  800-686-2237.
[02:21:40.483 --> 02:21:43.744]  The value of your hard-earned money is being lost in a global game of chess.
[02:21:43.864 --> 02:21:44.124]  Call 800-686-2237.
[02:21:44.164 --> 02:21:44.344]  That's 800-686-2237.
[02:21:49.944 --> 02:21:52.306]  I need to do something about my dry heels.
[02:21:52.846 --> 02:21:54.307]  After a pedicure they look great.
[02:21:54.667 --> 02:21:58.490]  Then I have to go right back again because my feet get dry so quickly.
[02:21:58.930 --> 02:22:01.131]  Haven't you heard about CalX ointment?
[02:22:01.552 --> 02:22:04.894]  I use it regularly on my heels and they stay looking great.
[02:22:05.294 --> 02:22:07.756]  And my feet feel as good as they look.
[02:22:08.256 --> 02:22:09.297]  What's that name again?
[02:22:09.717 --> 02:22:10.878]  Wait, I'm getting my pen out.
[02:22:11.278 --> 02:22:12.419]  It's CalX.
[02:22:12.859 --> 02:22:14.680]  C-A-L-L-E-X.
[02:22:15.041 --> 02:22:16.882]  What makes CalX ointment so different?
[02:22:17.651 --> 02:22:26.273]  It's got these natural enzymes that quickly exfoliate dry, cracked feet and leave your feet feeling soft and smooth, just like a baby's bottom.
[02:22:26.713 --> 02:22:32.415]  For soft, smooth heels and feet, use enzyme-rich, moisturizing CalX ointment.
[02:22:32.815 --> 02:22:43.938]  It's diabetic-friendly and found in the foot care section of Walgreens, Long's, Snyder's Drug, Phyllo, Card Drug, H-E-B grocery stores, medicine shop pharmacies, and Rite Aid.
[02:22:44.597 --> 02:22:45.698]  Hey, here's a drugstore.
[02:22:46.059 --> 02:22:46.720]  I'll be right back.
[02:22:46.840 --> 02:22:48.562]  I'm getting some Calix for my heels.
[02:22:49.683 --> 02:22:52.406]  Are you concerned about the high cost of prescription drugs?
[02:22:52.766 --> 02:22:59.294]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription filled.
[02:22:59.314 --> 02:23:01.256]  That's over 46% savings.
[02:23:01.637 --> 02:23:03.899]  The average savings for generic drugs was over 71%.
[02:23:05.701 --> 02:23:14.188]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[02:23:14.408 --> 02:23:17.791]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[02:23:17.991 --> 02:23:22.775]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[02:23:22.815 --> 02:23:26.859]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[02:23:27.219 --> 02:23:31.683]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[02:23:32.003 --> 02:23:38.129]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[02:23:38.229 --> 02:23:42.433]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[02:23:42.473 --> 02:23:42.673]  That's 888-216-2461.
[02:23:42.693 --> 02:23:43.354]  Do it today!
[02:23:58.473 --> 02:23:59.574]  The elite are predators.
[02:23:59.654 --> 02:24:00.375]  It's that simple.
[02:24:00.555 --> 02:24:04.898]  They have a religion of predator behavior.
[02:24:05.358 --> 02:24:18.388]  And they just think it's their right to kill us and feed on us and just like the ancient Greeks would go out and grab a young helot and sacrifice him because it was from the lower class.
[02:24:19.990 --> 02:24:21.050]  I got news for the New World Order.
[02:24:21.070 --> 02:24:22.011]  I'm not your slave.
[02:24:22.031 --> 02:24:24.693]  And you're the ones that are going to end up being dog meat.
[02:24:27.655 --> 02:24:28.156]  Now, uh,
[02:24:29.148 --> 02:24:29.868]  I snuck in there in 2000.
[02:24:29.928 --> 02:24:31.109]  We were back there in 2003.
[02:24:31.629 --> 02:24:36.892]  I put little clips of that in the Order of Death film I put out a couple years ago.
[02:24:39.093 --> 02:24:42.835]  But there's not a lot of gas stations or restaurants around there.
[02:24:42.855 --> 02:24:44.696]  I mean, you'll drive for 20 miles before you see one.
[02:24:44.716 --> 02:24:46.057]  So we pulled over on the side of the road.
[02:24:46.657 --> 02:24:50.579]  Myself and Kevin Booth said I needed to, you know, urinate.
[02:24:51.703 --> 02:24:52.883]  And there's nobody around.
[02:24:52.903 --> 02:24:55.464]  There's like some shack a hundred yards up in the woods.
[02:24:56.024 --> 02:24:57.825]  And I'm just up against a tree doing my business.
[02:24:58.425 --> 02:24:59.285]  All of a sudden, boom!
[02:24:59.305 --> 02:25:01.746]  Somebody shoots a shotgun and it hits in the leaves right above me.
[02:25:01.826 --> 02:25:02.906]  I saw them flicker.
[02:25:02.926 --> 02:25:03.826]  I saw holes appear.
[02:25:03.846 --> 02:25:05.667]  And I run over to the car window.
[02:25:05.687 --> 02:25:06.427]  I go, somebody's shooting me.
[02:25:06.447 --> 02:25:07.087]  He goes, no they're not.
[02:25:07.107 --> 02:25:08.788]  And he steps out and he goes boom again.
[02:25:09.048 --> 02:25:09.748]  We hear pellets.
[02:25:10.448 --> 02:25:12.369]  But by then they'd gotten weak, bounce off the car.
[02:25:12.389 --> 02:25:13.749]  And I mean that's how nuts.
[02:25:14.189 --> 02:25:16.990]  You think there's hillbillies in Texas or West Virginia or
[02:25:17.897 --> 02:25:19.357]  Or the Carolinas, folks.
[02:25:19.557 --> 02:25:22.858]  The Hillbillies are in Northern California, but just a little side story.
[02:25:23.579 --> 02:25:24.479]  Ted, please continue.
[02:25:24.499 --> 02:25:26.799]  We're going to play the Cynthia McKinney clip here in just a minute.
[02:25:27.620 --> 02:25:32.701]  Well, anyway, so the girl fortunately was rescued by jumping in a car.
[02:25:33.421 --> 02:25:41.043]  And anyway, so that John, by the way, he called me six, eight months ago because my name and reputation wanted some advice on this.
[02:25:41.966 --> 02:25:58.375]  And so John chases the leader down and ended up shooting him, and he took a business card out from his hip pocket after he was dead, and he called it the next day, and a woman, female, answered, Federal Bureau of Investigation, it was a 202 number, which is Washington, D.C., by the way.
[02:25:58.875 --> 02:26:03.457]  And then the day after that, she hung up when he didn't apparently give the right code word.
[02:26:03.898 --> 02:26:08.060]  And then the day after that, he called again, and that phone number had been disconnected.
[02:26:08.863 --> 02:26:14.085]  So, the police in Sonoma filed charges against him for filing a false report.
[02:26:15.006 --> 02:26:29.273]  He ended up, instead of going to a jury trial, or leaving it up to the judge because he was afraid of corruption and so forth, given 20 years, his attorney said, you better just say no local contendere and pay a $10,000 fine and get the hell out of there.
[02:26:29.313 --> 02:26:30.253]  Pardon me for saying that.
[02:26:30.873 --> 02:26:32.554]  And then, that wasn't the end of the story.
[02:26:32.674 --> 02:26:36.996]  A year and a half later, a year ago this last summer, in 2006,
[02:26:39.033 --> 02:26:42.996]  He's in the woods in Wisconsin and two guys come after him there and he has a shootout with them.
[02:26:43.037 --> 02:26:46.960]  He gets hit also like three or four times with two different weapons.
[02:26:47.901 --> 02:26:52.324]  And these guys get in the car and take off and so forth.
[02:26:52.344 --> 02:27:03.134]  So the girl, by the way, that escaped, one of the females, Satanist, obviously Satanist, whispered in her ear, I'm going to drink your blood.
[02:27:04.755 --> 02:27:06.677]  That's what she told John, of course.
[02:27:07.177 --> 02:27:15.624]  Now, John's being charged with filing false report in Wisconsin also, and his trial's coming up in November, and I told him I'd go testify for him.
[02:27:15.924 --> 02:27:17.306]  But that's what's going on.
[02:27:17.366 --> 02:27:28.975]  It just so happens that John ran into that situation, and even though he was shot with different caliber weapons, the authorities are covering it up, obviously, and refuse to recognize that this takes place.
[02:27:29.956 --> 02:27:31.057]  Well, at the same time,
[02:27:34.810 --> 02:27:42.915]  All I know is that the locals criticized us for sneaking in there, the quote, local hippie groups that protest against them, against the Bohemian Grove for politics.
[02:27:43.275 --> 02:27:49.479]  They said, there's nothing occultic, we're dumb, we're bad, and then we went out there in 2002 and guess what we caught on video?
[02:27:49.499 --> 02:27:50.459]  Well, it's in the order of death.
[02:27:50.699 --> 02:27:56.883]  They're out there with a literal witch's pot, hundreds of them, marching in circles, firing spells in there, doing all this.
[02:27:57.343 --> 02:27:59.905]  This is the very group that didn't want us to talk about the occult.
[02:28:00.345 --> 02:28:11.530]  And then I talked to some police and others out there and they said, oh yeah, man, there's dead animals, pentagrams in all the woods, that supposedly that area is the biggest concentration in the country of a cultist.
[02:28:12.610 --> 02:28:13.191]  Well, I believe it.
[02:28:14.131 --> 02:28:14.591]  I believe it.
[02:28:14.651 --> 02:28:18.893]  But you see, these people have infiltrated every level of society.
[02:28:18.993 --> 02:28:25.796]  I have people who write me letters all the time and identify the leading cultists and Satanists in their community.
[02:28:25.816 --> 02:28:29.558]  Usually these letters are anonymous, so I can't go back on and interview them.
[02:28:30.097 --> 02:28:41.595]  And they have identified judges, law enforcement, prosecutors, leading businessmen, a big Ford dealer in Orange County, and the list just reads, and politicians of course.
[02:28:41.615 --> 02:28:44.199]  Now for some reason I have this gap in my brain.
[02:28:44.239 --> 02:28:44.880]  What's the name of the
[02:28:45.783 --> 02:28:50.685]  Big serial killer up in Kansas and Missouri area who was a big local official.
[02:28:51.245 --> 02:28:51.985]  What's his name?
[02:28:52.005 --> 02:28:55.246]  The BT killer.
[02:28:55.887 --> 02:28:57.007]  The BT killer, is it?
[02:28:57.507 --> 02:28:59.168]  You're talking about Kansas, yes.
[02:28:59.528 --> 02:29:00.528]  Yeah, that's it.
[02:29:00.788 --> 02:29:01.949]  That was Wichita, Kansas.
[02:29:02.409 --> 02:29:10.892]  I was just reading about his case the other day and I couldn't remember the name, but it was just like how satanic he was and how many people he killed, but how he fooled everybody.
[02:29:11.437 --> 02:29:11.657]  Yeah.
[02:29:12.078 --> 02:29:16.141]  He was, uh, the initials were, uh, Kidnap, Torture, and Murder.
[02:29:16.621 --> 02:29:18.743]  T-K-M or something like that.
[02:29:19.184 --> 02:29:20.184]  That's why they called him that.
[02:29:20.525 --> 02:29:20.745]  Right.
[02:29:21.546 --> 02:29:24.888]  And, uh, and fortunately they got him, but... Do you think he was part of this group?
[02:29:25.469 --> 02:29:26.870]  Oh, I don't think there's any question about it.
[02:29:27.130 --> 02:29:29.512]  And these school shootings are part of this group, too, uh, Alex.
[02:29:30.613 --> 02:29:32.755]  Alright, alright, well, we'll stay there, stay there.
[02:29:33.536 --> 02:29:35.437]  Uh, that's why they want our guns so bad, folks.
[02:29:35.477 --> 02:29:37.419]  You can't give them up.
[02:29:40.453 --> 02:29:41.653]  We're on the march.
[02:29:41.853 --> 02:29:43.494]  The Empire's on the run.
[02:29:44.394 --> 02:29:47.174]  Alex Jones and the GCN Radio Network.
[02:29:50.175 --> 02:29:55.656]  Why continue suffering from pain, illness, and disease when natural health and wellness therapies are within your reach?
[02:29:56.096 --> 02:30:00.317]  Hundreds of people report improved health and wellness using Rife Frequency Technology.
[02:30:00.737 --> 02:30:07.598]  In the 1920s, research scientist Royal Raymond Rife discovered that disease organisms can be destroyed using resonant frequencies.
[02:30:08.038 --> 02:30:14.745]  The BioSolutions Frequency Instrument uses the same technology for relief or elimination of pain and disease conditions.
[02:30:15.066 --> 02:30:16.688]  There are no reported side effects.
[02:30:16.988 --> 02:30:20.171]  Join others in discovering a return to natural health and wellness.
[02:30:20.432 --> 02:30:22.894]  Don't just treat symptoms, eliminate the cause.
[02:30:23.215 --> 02:30:29.962]  BioSolutions has over 550 pre-programmed auto-sequences for various health conditions and is very easy to use.
[02:30:30.362 --> 02:30:33.065]  Customer satisfaction is guaranteed or your money back.
[02:30:33.326 --> 02:30:36.690]  For more information, call BioSolutions toll free at 866-885-6625.
[02:30:36.750 --> 02:30:37.110]  That's 866-885-6625.
[02:30:37.150 --> 02:30:38.912]  Once again, that's 866-885-6625 for BioSolutions.
[02:30:50.976 --> 02:30:57.760]  This is Elizabeth Border, author of the two book set, America Attacked and Chaos and Chemtrails.
[02:30:58.120 --> 02:31:04.523]  I wrote these books because I believe that every American should have the vital chemtrails research info.
[02:31:05.004 --> 02:31:14.909]  I was much heartened and encouraged when a radio listener recently wrote me, quote, you are truly a great writer, so clear and powerful and thorough in your communication.
[02:31:15.389 --> 02:31:18.851]  You have the strength to forge ahead in the midst of darkness.
[02:31:19.151 --> 02:31:21.853]  And you also believe in the power of goodness and truth.
[02:31:22.473 --> 02:31:25.155]  I hope you listeners will order these crucial books.
[02:31:25.715 --> 02:31:29.638]  Send your check for $32 post-pay to Radio Liberty P.O.
[02:31:29.698 --> 02:31:31.219]  Box 969 Soquel, S-O-Q-U-E-L, California 95073.
[02:31:31.259 --> 02:31:35.242]  $32 to Radio Liberty Box 969 Soquel, California 95073 or call 1-800-544-8927.
[02:31:35.262 --> 02:31:35.322]  1-800-544-8927.
[02:31:50.326 --> 02:31:52.788]  David J. Smith for Newswatch Magazine.
[02:31:53.509 --> 02:31:57.132]  Have you ever heard of the Genocide Convention Treaty to the United Nations?
[02:31:57.772 --> 02:32:01.655]  Did you know that it's a direct assault upon your freedom of religion?
[02:32:02.356 --> 02:32:10.923]  Did you know that if you mention perverted sex acts as being wrong according to the Bible, you could be arrested and tried for causing mental harm to others?
[02:32:11.889 --> 02:32:19.093]  It's already law in Canada, Australia, Britain, and Sweden where Christians are being tried and deprived of freedom of speech.
[02:32:19.994 --> 02:32:28.138]  We'd like to help you understand why these things are happening by offering you an absolutely free one-year subscription to Newswatch Magazine.
[02:32:29.239 --> 02:32:32.081]  Just call our toll-free order line number 1-800-516-8736.
[02:32:32.161 --> 02:32:32.381]  That's 1-800-516-8736.
[02:32:39.987 --> 02:32:40.387]  5-1-6-8-7-3-6.
[02:32:44.390 --> 02:32:48.192]  Call now, our operators are standing by to receive your call.
[02:32:52.434 --> 02:33:00.279]  We're going to play this clip from Cynthia McKinney bringing up the giant child kidnapping and adult kidnapping rings.
[02:33:00.319 --> 02:33:03.540]  And Lumsfeld says, yeah, well, we usually put them in the penalty box.
[02:33:03.600 --> 02:33:06.202]  She says, yeah, but you haven't put them in the penalty box, which they haven't.
[02:33:06.262 --> 02:33:07.383]  It's admitted this is going on.
[02:33:07.403 --> 02:33:08.083]  They don't even get in trouble.
[02:33:09.443 --> 02:33:11.084]  Then, of course, even worse stuff came out later.
[02:33:11.104 --> 02:33:16.528]  Then we're going to get a little bit of the government-sponsored terror, and I promise Dave, Mel, Lee, Kenny, and others that are patiently holding.
[02:33:16.548 --> 02:33:24.674]  Before we do that, we have a great sponsor, and that's the folks over
[02:33:26.084 --> 02:33:33.992]  Get eFoodsDirect, the J. Michael Stevens Group, eFoodsDirect.com or give them a call at 1-800-409-5633.
[02:33:34.052 --> 02:33:35.434]  Grab a pen and paper if you missed that.
[02:33:35.814 --> 02:33:42.721]  They are the longest continual operating affordable food and survival company in the United States, 26 coming up on 27 years.
[02:33:45.174 --> 02:33:48.337]  They have the highest quality storable foods at the best prices we found.
[02:33:48.417 --> 02:33:49.598]  I've ordered food from them twice.
[02:33:49.939 --> 02:33:50.940]  I'm about to get even more.
[02:33:50.960 --> 02:33:56.104]  They just sent in this new two-month supply for one person in two medium-sized boxes.
[02:33:56.164 --> 02:33:57.085]  Fits great in your trunk.
[02:33:57.846 --> 02:34:05.673]  The food is of the highest quality and it is about double the calories you need with each meal, so it's good meals.
[02:34:06.554 --> 02:34:08.156]  Just give them a call and get prepared.
[02:34:09.580 --> 02:34:18.811]  This is an investment you can always eat, whether there's a hurricane, or a tornado, or a recession, or a depression, or, you know, your kids are going to college.
[02:34:18.871 --> 02:34:19.752]  I mean, it's just something.
[02:34:19.812 --> 02:34:21.193]  Everybody needs this two-month supply.
[02:34:21.674 --> 02:34:22.495]  Everyone should have this.
[02:34:22.515 --> 02:34:23.115]  1-800-409-5633, 1-800-409-5633, or efoodsdirect.com.
[02:34:30.626 --> 02:34:34.508]  If you go to PrisonPlanet.com on the right hand side, you can also find their banner.
[02:34:34.608 --> 02:34:41.011]  It's right up on the top of InfoWars.com and PrisonPlanet.com is the banner to eFoodsDirect if you miss it.
[02:34:42.672 --> 02:34:44.833]  Also, as you know, I've made 16 films now.
[02:34:44.853 --> 02:34:46.654]  I mean, TerrorStorm was the 15th.
[02:34:46.714 --> 02:34:48.214]  I redid TerrorStorm, updated it.
[02:34:48.274 --> 02:34:49.355]  New video, new audio.
[02:34:50.135 --> 02:34:51.376]  17 minutes of totally new film.
[02:34:52.122 --> 02:34:53.542]  Plus the whole thing's been remastered.
[02:34:53.582 --> 02:34:54.603]  It's really a new film.
[02:34:55.103 --> 02:35:11.626]  You can get it as low as $9.95 when you get it with America Freedom to Fascism or 9-11 Mysteries Demolitions or Riddles in Stone or any other books or videos that we carry by other great researchers at InfoWars.com or by calling toll free 888-253-3139.
[02:35:17.282 --> 02:35:19.083]  You can, again, that number 888-253-3139.
[02:35:19.904 --> 02:35:22.886]  I always get accused of giving it out too fast.
[02:35:23.286 --> 02:35:24.567]  You can also write to us.
[02:35:25.448 --> 02:35:26.969]  This is not our physical office, folks.
[02:35:27.029 --> 02:35:32.532]  I've had a Dropbox mailbox in there for 15 years, or 12, 14 years.
[02:35:33.253 --> 02:35:35.314]  So, people keep showing up over at this office.
[02:35:35.334 --> 02:35:36.435]  This is not my physical office.
[02:35:36.475 --> 02:35:38.056]  I can't have everybody at my physical office.
[02:35:38.076 --> 02:35:38.837]  I couldn't get work done.
[02:35:39.097 --> 02:35:40.318]  People keep showing up at the other one.
[02:35:40.398 --> 02:35:40.978]  It's annoying them.
[02:35:40.998 --> 02:35:43.700]  I'm probably going to have to just go to a peer PO box because of it.
[02:35:48.246 --> 02:35:53.593]  You can write to us at 3001 South Lamar, Suite 100, Austin, TX 78704.
[02:35:54.274 --> 02:36:00.223]  And I do hope that you will get the books and videos.
[02:36:00.503 --> 02:36:02.185]  There's also PrisonPlanet.tv, 15 cents a day.
[02:36:04.119 --> 02:36:10.801]  Fifteen cents a day at PrisonPlanet.tv and you can download all my films to disc, you name it.
[02:36:10.881 --> 02:36:21.564]  It is a great place to engage in the info war, a great place to burn the films or the TV shows or the in-studio interviews or my book or Paul Watson's book to disc and give it to people.
[02:36:21.904 --> 02:36:25.105]  PrisonPlanet.tv and I want to thank all of you who supported us.
[02:36:25.645 --> 02:36:28.266]  I want to thank those of you that we really haven't asked but you've done it.
[02:36:28.866 --> 02:36:31.807]  We've just been sent donations that really help us.
[02:36:32.587 --> 02:36:32.847]  I think so.
[02:36:56.139 --> 02:37:04.366]  But just in a nutshell, two or three minutes, government-sponsored terror, Oklahoma City, 9-11, 7-7, can you speak to government-sponsored terrorism?
[02:37:04.486 --> 02:37:04.887]  Of course.
[02:37:05.027 --> 02:37:06.148]  You want me to do that right now?
[02:37:06.588 --> 02:37:07.209]  Yes, sir, go ahead.
[02:37:07.549 --> 02:37:07.829]  Okay.
[02:37:08.710 --> 02:37:17.057]  I have documentation that on March the 20th, 2001, that FBI agent Keith Kutrea of the Williamsport, Pennsylvania Resident Agency was punished.
[02:37:17.537 --> 02:37:21.581]  The identification of an individual in New Jersey, Patterson, New Jersey as a matter of fact,
[02:37:22.048 --> 02:37:24.529]  Who was coordinating forthcoming terrorist attacks in the United States.
[02:37:24.549 --> 02:37:32.792]  They had information on the movement of Soviet-made fired missiles in the United States, coordinating skyjackings, bombings, espionage, knew the identity of sleepers, and so on and so forth.
[02:37:33.253 --> 02:37:45.317]  My source, an ex-CIA agent, also told me that he gave this information down to the FBI, but also he told them that he had a source inside the Arab world who was preparing false IDs for 4,500 terrorists
[02:37:47.040 --> 02:37:51.602]  And the FBI could grab a hold of this individual and get this information.
[02:37:51.922 --> 02:37:53.783]  They had an opportunity to do this.
[02:37:54.183 --> 02:38:00.325]  They didn't bother to interview him until after 9-1-1, and then they threatened him with prosecution and deported him.
[02:38:00.886 --> 02:38:11.970]  So, I'm telling you right now that the FBI normally knew in advance about 9-1-1, but they were furnished information they could have developed with a little bit of legwork.
[02:38:12.598 --> 02:38:17.501]  And they could have exposed and probably prevented 9-1-1 from occurring.
[02:38:17.541 --> 02:38:27.667]  My source says he is sure that if the FBI had moved on this at the time, March 20th, 2001, six months prior to 9-1-1, that 9-1-1 would never have occurred.
[02:38:28.007 --> 02:38:37.653]  Instead, on two days after 9-1-1, September 13th, 2001, Agent Kutcher came back to my source, my ex-GIA agent buddy,
[02:38:38.459 --> 02:38:45.466]  And I said that he was seeking publicity, wanting to know why he's bothering the FBI wasting his time, anti-FBI, anti-government, so on and so forth.
[02:38:45.506 --> 02:38:53.033]  So, I'm telling you right now, there's no question about the FBI knew in advance of 9-1-1, and they could have prevented it, and they did not.
[02:38:53.673 --> 02:38:57.317]  Well, a bunch of agents were told to back off, and that's been mainstream news.
[02:38:58.402 --> 02:39:10.285]  That's right, and there were two Chicago agents, his name was Wright and Vincent, who were told that they could not continue their criminal investigation of Osama bin Laden.
[02:39:10.305 --> 02:39:13.146]  And they sat across the table from a supervisor from Washington, D.C.
[02:39:13.406 --> 02:39:17.427]  who yelled and screamed at them, do not, under any circumstances, investigate this man.
[02:39:17.727 --> 02:39:19.007]  This was prior to 9-1-1.
[02:39:19.027 --> 02:39:22.328]  Well, that was the special directive
[02:39:24.588 --> 02:39:38.454]  That Bush put out, Clinton also issued the same directive, W199I, and they told them in Phoenix, they told them in Las Vegas, they told them in Dallas, they told them in Oklahoma, they told them in Minneapolis-St.
[02:39:38.474 --> 02:39:43.437]  Paul, they told them in Chicago, they told them in San Diego, they told them in Miami, they told them in New York.
[02:39:43.917 --> 02:39:44.917]  Leave these people alone!
[02:39:44.977 --> 02:39:50.100]  Those, of course, were just the drones, the front people, the legends, the people creating the histories
[02:39:51.140 --> 02:39:53.641]  With all of that, but yeah, I mean, everything you just said is on record.
[02:39:53.661 --> 02:39:55.882]  You just added more to that picture now.
[02:39:56.663 --> 02:39:59.124]  And it is, and in fact, I talked to right off air.
[02:39:59.164 --> 02:40:04.346]  I talked to his lawyer, Shippers, and when he went on the National Press Club, he started crying and he said, here's the letter.
[02:40:04.386 --> 02:40:06.006]  I'll be arrested if I tell you what I know.
[02:40:06.386 --> 02:40:09.908]  He said, all I can tell you is the Bush's vacation with the Bin Laden's.
[02:40:10.726 --> 02:40:15.388]  Now, now, now, come on, police, what do you think about the average cop out there listening right now?
[02:40:15.408 --> 02:40:20.930]  I mean, do you think cops are waking up to this now, Ted, or do you think they just still believe the government's run by a bunch of saints?
[02:40:21.611 --> 02:40:24.352]  Well, I, no, I don't think the police are waking up to it.
[02:40:24.372 --> 02:40:29.234]  I think some are, some aren't, but the ones that are waking up to it, like, for example, I have a source
[02:40:29.707 --> 02:40:40.732]  Who has contacts inside the Philadelphia Police Department, and his source inside the Philadelphia Police Department says we don't dare talk about this because we don't know when we talk to the individual whose side he's on or she's on, you know?
[02:40:40.792 --> 02:40:49.537]  So, it's questionable as to the extent of the knowledge that is being passed around among the law enforcement officers.
[02:40:49.597 --> 02:40:53.478]  Now, as far as the FBI agents are concerned, I know they're not awake.
[02:40:53.679 --> 02:40:54.059]  They're not.
[02:40:54.359 --> 02:40:56.680]  Even the retired agents think I'm a traitor to them.
[02:40:57.567 --> 02:41:00.452]  I've been kicked out of the Society of Former Special Agents of the FBI.
[02:41:00.872 --> 02:41:01.793]  I've been chastised.
[02:41:01.854 --> 02:41:04.718]  I've been accused of being a turncoat.
[02:41:04.898 --> 02:41:05.959]  Everything you can imagine.
[02:41:06.360 --> 02:41:08.263]  I filed a Freedom of Information request in 1995.
[02:41:08.643 --> 02:41:10.506]  I still haven't received any information on it.
[02:41:11.170 --> 02:41:17.292]  Uh, so, uh, no, I'm very pessimistic about these people because of mainstream media.
[02:41:17.332 --> 02:41:19.433]  Mainstream media controls the information.
[02:41:19.733 --> 02:41:21.974]  These guys don't look any further than beyond their noses.
[02:41:21.994 --> 02:41:28.776]  We tired FBI agents, instead of doing what I'm doing, doing their research, finding out what's going on, caring for their country, are out playing golf.
[02:41:30.350 --> 02:41:31.791]  No, I hear you.
[02:41:32.791 --> 02:41:33.972]  Let's play a clip right here.
[02:41:33.992 --> 02:41:35.572]  This is from two and a half years ago.
[02:41:35.592 --> 02:41:39.534]  They went after her after this, but Rumsfeld doesn't deny that this is going on.
[02:41:40.054 --> 02:41:45.737]  He just says that they're in the penalty box concerning DynCorp and others involved in all this stuff.
[02:41:45.757 --> 02:41:48.018]  Here is the Armed Services Committee hearing.
[02:41:48.038 --> 02:41:57.302]  Mr. Secretary, I watched President Bush deliver a moving speech at the United Nations in September 2003.
[02:41:59.105 --> 02:42:02.508]  In which he mentioned the crisis of the sex trade.
[02:42:03.389 --> 02:42:07.512]  The President called for the punishment of those involved in this horrible business.
[02:42:08.273 --> 02:42:16.600]  But at the very moment of that speech, DynCorp was exposed for having been involved in the buying and selling of young women and children.
[02:42:17.561 --> 02:42:24.427]  While all of this was going on, DynCorp kept the Pentagon contract to administer the smallpox, manthrax vaccines.
[02:42:25.313 --> 02:42:30.176]  And is now working on a plague vaccine through the Joint Vaccine Acquisition Program.
[02:42:31.477 --> 02:42:33.638]  Mr. Secretary, is it policy of the U.S.
[02:42:33.698 --> 02:42:37.161]  government to reward companies that traffic in women and little girls?
[02:42:37.881 --> 02:42:39.002]  That's my first question.
[02:42:39.042 --> 02:42:50.309]  My second question, Mr. Secretary, according to the Comptroller General of the United States, there are serious financial management problems at the Pentagon, to which Mr. Cooper alluded.
[02:42:51.072 --> 02:42:54.375]  Fiscal year 1999, $2.3 trillion missing.
[02:42:54.956 --> 02:42:58.139]  Fiscal year 2000, $1.1 trillion missing.
[02:42:58.960 --> 02:43:00.201]  And D.O.D.
[02:43:00.301 --> 02:43:03.705]  is the number one reason why the government can't balance its checkbook.
