[00:00:00.149 --> 00:00:00.429]  EANS.
[02:28:46.148 --> 02:28:48.770]  The liberal loving one or the evil right-wing one?
[02:28:49.330 --> 02:28:54.535]  See now they don't deny there's a world government, they say well we need the loving people to get control of it.
[02:28:54.895 --> 02:28:55.736]  That's a false choice.
[02:28:55.756 --> 02:28:58.118]  They're not saying you can or can't have world government.
[02:28:58.298 --> 02:29:02.662]  They're saying don't worry there's now a world government but there's a struggle now between who will control it.
[02:29:04.298 --> 02:29:07.139]  Oh, it's controlled, just like both political parties are controlled.
[02:29:07.239 --> 02:29:12.361]  And they create a Royal Institute of International Affairs, a Council on Foreign Relations.
[02:29:12.861 --> 02:29:26.606]  Every European or Western government, the U.S.-Canadian government, has these councils with the heads of the banking, the heads of media, the heads of academia, the heads of science, all the key heads, the key lawyers,
[02:29:27.899 --> 02:29:34.084]  All the heads of the major guilds, the head of the National Association of Governors, National Association of Lawyers, you know, they're all members.
[02:29:34.744 --> 02:29:53.859]  There's 4,200 and something in the U.S., over 100 members in Canada, several hundred members in England, and the Royal Institute of International Affairs, and they manage and guide it, and they tell them in these meetings, their minutes are public now, a lot of them have been brought forward, we're going to set up rule government to love the people, for global hunger, to help,
[02:29:54.788 --> 02:30:03.151]  Meanwhile, they're putting sterilization pathogens and chemicals in the vaccines, they're involved in genetic engineering, all of it.
[02:30:03.892 --> 02:30:05.452]  They're waging war against us!
[02:30:05.632 --> 02:30:12.335]  But they have this sick excuse that it's all for the people, and they're doing a great job, and they're bringing this utopia!
[02:30:12.895 --> 02:30:13.895]  And look what they brought us!
[02:30:14.015 --> 02:30:15.736]  War and destruction!
[02:30:15.756 --> 02:30:17.217]  200 million dead last century.
[02:30:17.577 --> 02:30:18.277]  We'll be right back.
[02:30:20.218 --> 02:30:21.138]  We're on the march.
[02:30:21.598 --> 02:30:23.099]  The Empire's on the run.
[02:30:24.116 --> 02:30:26.958]  Alex Jones and the GCN Radio Network.
[02:30:32.201 --> 02:30:36.324]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[02:30:36.564 --> 02:30:38.325]  Well, the glass has a natural resonance.
[02:30:38.585 --> 02:30:44.869]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[02:30:45.170 --> 02:30:51.274]  Using a similar principle, Royal Raymond Rife discovered that disease organisms can be destroyed using different resonant frequencies.
[02:30:51.534 --> 02:30:53.395]  The Biosolutions Frequency Instrument,
[02:30:53.575 --> 02:30:54.456]  We're good to go.
[02:31:16.135 --> 02:31:17.176]  Eliminate the cause!
[02:31:17.316 --> 02:31:19.617]  For more information, call BioSolutions toll-free 1-866-885-6625.
[02:31:19.637 --> 02:31:19.897]  That's 1-866-885-6625.
[02:31:19.917 --> 02:31:19.977]  1-866-885-6625.
[02:31:20.017 --> 02:31:20.878]  Ted Anderson for Midas.
[02:31:20.938 --> 02:31:21.118]  January 22, 2007.
[02:31:21.198 --> 02:31:21.278]  Gold 633.
[02:31:21.338 --> 02:31:23.359]  Ounce gold coins are 653.82, 329.46 for half, 164.73 for quarter ounce.
[02:31:23.379 --> 02:31:23.919]  That's 653.82, 329.46, and 164.73.
[02:31:44.730 --> 02:31:46.991]  1971, Nissan closes the gold window.
[02:31:47.051 --> 02:31:47.891]  Fiat currency.
[02:31:48.672 --> 02:31:52.513]  1920s, the German market explodes from 75 to 23 trillion.
[02:31:52.833 --> 02:31:55.775]  1995, gold doubles against the Mexican peso.
[02:31:55.795 --> 02:31:58.596]  1997, gold increases 82% over the Indonesian rupee.
[02:31:58.616 --> 02:32:02.037]  1998, gold jumps two-thirds over the Russian ruble.
[02:32:02.297 --> 02:32:05.018]  2002, the Argentine peso loses a fifth of its value to gold.
[02:32:05.258 --> 02:32:10.421]  2006, the last superpower, the USA's mighty dollar, loses over half to gold and other raw goods.
[02:32:10.561 --> 02:32:11.861]  Could government let this happen?
[02:32:11.981 --> 02:32:13.962]  Without immediate backing, how much will it lose?
[02:32:14.202 --> 02:32:21.229]  Midas has Nick Bereshov's report covering the loss of purchasing power, fat tail events, bull market economic vulnerabilities, and gold-oil relationship.
[02:32:21.269 --> 02:32:23.011]  You've lost half of your purchasing power.
[02:32:23.071 --> 02:32:24.212]  Call 800-686-2237 before the rest disappears.
[02:32:24.252 --> 02:32:24.552]  That's 800-686-2237.
[02:32:30.183 --> 02:32:31.064]  It's no secret.
[02:32:31.324 --> 02:32:36.808]  Aluminum itself adversely affects the blood-brain barrier and is capable of causing DNA damage.
[02:32:36.988 --> 02:32:41.771]  Research has even shown that aluminum salts used in antiperspirants have detrimental effects.
[02:32:42.091 --> 02:32:44.393]  So why are you still using traditional deodorant?
[02:32:44.593 --> 02:32:47.174]  Well, there is an alternative and it's called Novo.
[02:32:47.435 --> 02:32:55.600]  Novo eliminates the bacterial growth which causes odor and does not interfere with perspiration which is important for allowing your body to expel toxins.
[02:32:55.760 --> 02:32:59.963]  There are no chemicals, aluminum, preservatives, or petroleum-based ingredients in Novo.
[02:33:00.283 --> 02:33:06.504]  Just natural ingredients like grapeseed oil, arrowroot powder, silica, vitamin E, tea tree oil, and geranium.
[02:33:06.684 --> 02:33:10.825]  No-BO's job is to destroy the bacteria that causes the odor while soothing your skin.
[02:33:11.005 --> 02:33:15.346]  You can use No-BO under your arms, on tough foot odors, or for athlete's foot.
[02:33:15.526 --> 02:33:19.507]  No-BO is guaranteed 100% or receive a full refund.
[02:33:19.847 --> 02:33:22.388]  Visit No-BO.com to order.
[02:33:22.508 --> 02:33:25.328]  That's No-BO.com or call 850-723-8599.
[02:33:41.910 --> 02:33:58.638]  So basically, we have 4,000-year-old universities, which are intelligence agencies, whose symbol is the all-seeing eye of the pyramid dominating a mass of slaves beneath them, that sell the outer court members who serve them that they're building a grand utopia.
[02:34:00.939 --> 02:34:04.561]  They speak to people's personal power trips, their control-freak natures.
[02:34:05.845 --> 02:34:20.652]  And they openly, in the major textbooks for social workers, say the family's a disease, it's a threat to the state, their plan is to break up the family, as I said, one-child policies, forced drugging, every move, every purchase you make under surveillance, it's basically already here.
[02:34:20.672 --> 02:34:24.354]  A nightmare world is what they built.
[02:34:24.694 --> 02:34:27.235]  And if you read in Council on Foreign Relations, bi-monthly report,
[02:34:28.813 --> 02:34:32.574]  Foreign Affairs, they openly say the House of World Order will be built on blood.
[02:34:32.594 --> 02:34:34.394]  They openly say, H.G.
[02:34:34.414 --> 02:34:37.655]  Wells said, they're going to have to kill a lot of valiant, beautiful people.
[02:34:38.015 --> 02:34:38.875]  He uses that term.
[02:34:38.955 --> 02:34:43.356]  He knows a lot of valiant revolutionaries who will find out what they're building and fight against them.
[02:34:43.836 --> 02:34:46.696]  And it's just this arrogant, elitist attitude of, fine, you will die.
[02:34:48.137 --> 02:34:50.577]  And you look at what these people have built, it's horrible.
[02:34:50.997 --> 02:34:55.758]  But it's a sick religion of total control.
[02:34:57.302 --> 02:35:00.549]  It is a disgusting religion of dehumanization!
[02:35:02.233 --> 02:35:06.242]  And I am begging all of you out there...
[02:35:06.866 --> 02:35:08.367]  To research the New World Order.
[02:35:08.487 --> 02:35:13.028]  I'm begging all of you out there to find out what these individuals are doing.
[02:35:13.108 --> 02:35:17.610]  I'm begging you to go online and for free, it's all over the web, read just one of H.G.
[02:35:17.650 --> 02:35:21.751]  Wells, he wrote twenty-something non-fiction books, read the New World Order.
[02:35:22.111 --> 02:35:33.295]  Then go read the encyclopedia about him, how he was an advisor to the government, an advisor to the Queen, how they took many of his futuristic ideas
[02:35:34.592 --> 02:35:44.774]  And literally wedded them into... I mean, that's why you read Brave New World, which Huxley points towards his brother, again, who worked for the UN, and he points towards H.G.
[02:35:44.814 --> 02:35:45.074]  Wells.
[02:35:45.694 --> 02:35:58.437]  But near his death in 62, he went public and said, it's horrible, it's bad, and it's wrong, and this is all real, and they plan to put electronics in your brains, they plan to force-drug you, and see, that sounded crazy in 62!
[02:35:58.557 --> 02:36:01.498]  It sounded crazy in 33 when he wrote it!
[02:36:02.498 --> 02:36:03.359]  In A Brave New World.
[02:36:03.879 --> 02:36:05.761]  What does Hillary Clinton say her two favorite books are?
[02:36:05.801 --> 02:36:07.502]  A Brave New World and 1984.
[02:36:07.762 --> 02:36:10.424]  She said that in many speeches.
[02:36:10.484 --> 02:36:11.205]  Type it into Google.
[02:36:11.385 --> 02:36:12.526]  Hillary Clinton's favorite books.
[02:36:13.586 --> 02:36:15.328]  People say, oh, that's because she wants to fight that.
[02:36:15.508 --> 02:36:15.828]  No!
[02:36:15.888 --> 02:36:16.649]  That's what she wants.
[02:36:16.689 --> 02:36:18.910]  You know, universal health care sounds good!
[02:36:19.751 --> 02:36:21.292]  But they're going to use that for control!
[02:36:22.433 --> 02:36:27.076]  It sounds good to have animal IDs and track all the farms, but it's meant to shut down independent farms.
[02:36:27.517 --> 02:36:31.720]  They're there to shut down anything independent, anything strong,
[02:36:32.543 --> 02:36:35.504]  Anything that is outside their monopoly of power.
[02:36:35.985 --> 02:36:37.245]  They are monopolying it.
[02:36:37.285 --> 02:36:42.268]  They have a monopoly of the banking system and the issuance of credit and currencies.
[02:36:42.588 --> 02:36:45.269]  They have now a monopoly through their World Council of Churches.
[02:36:45.549 --> 02:36:53.873]  Over 90% of the churches are having their curricula, having their ideology, having everything they push and sell packaged by these people.
[02:36:54.981 --> 02:36:58.784]  They control now, what is it, five companies own over 90% of the media.
[02:36:58.945 --> 02:37:01.327]  And so they're threatened now by the alternative media.
[02:37:01.927 --> 02:37:08.273]  They thought they'd use the internet as the worldwide wiretap instead of a worldwide system to overturn them.
[02:37:08.313 --> 02:37:11.315]  They're now panicking to regulate and restrict and shut that down.
[02:37:13.817 --> 02:37:16.860]  The battle is joined and we're giving them a bigger run for their money.
[02:37:16.880 --> 02:37:19.322]  They're six years behind in forming their new world order.
[02:37:19.342 --> 02:37:20.083]  They admit that.
[02:37:21.044 --> 02:37:22.385]  They're having a lot of problems.
[02:37:23.263 --> 02:37:24.766]  They're also having a lot of successes.
[02:37:24.806 --> 02:37:27.010]  So they constantly tell you, you can't fight City Hall.
[02:37:27.271 --> 02:37:28.433]  You can't fight the globalists.
[02:37:28.693 --> 02:37:29.755]  There's nothing you can do.
[02:37:30.016 --> 02:37:30.977]  You can't resist us.
[02:37:31.038 --> 02:37:32.160]  Resistance is futile.
[02:37:32.440 --> 02:37:33.282]  Like they're the Borg!
[02:37:34.019 --> 02:37:36.021]  And I'm here to tell you resistance is not futile.
[02:37:36.341 --> 02:37:37.903]  A small group of them took over.
[02:37:38.403 --> 02:37:53.136]  A small group of us, and we are the majority by the way, but a small group taking action can overturn them and try to get our republic back and our Bill of Rights and Constitution and decentralized power and stop the new emperors of the earth.
[02:37:54.981 --> 02:37:57.162]  Because look at the works of these people.
[02:37:57.562 --> 02:37:58.643]  They're all evil.
[02:37:58.683 --> 02:37:59.603]  They're all corrupt.
[02:37:59.883 --> 02:38:02.224]  They're extremely disgusting and destructive.
[02:38:02.444 --> 02:38:03.164]  They're threatened.
[02:38:03.365 --> 02:38:06.966]  They claim they're for the free human spirit and ideas and science and development.
[02:38:07.286 --> 02:38:09.547]  Everything they do is about destroying development.
[02:38:09.847 --> 02:38:10.868]  Destroying ideas.
[02:38:10.908 --> 02:38:11.868]  Destroying independence.
[02:38:11.908 --> 02:38:12.989]  Destroying creativity.
[02:38:13.329 --> 02:38:16.690]  Destroying any free groups that are operating in solidarity.
[02:38:17.831 --> 02:38:18.731]  Who are collaborating.
[02:38:20.629 --> 02:38:24.072]  They are there for a monopoly of the mind, a monopoly of the soul.
[02:38:24.112 --> 02:38:26.114]  This is a tyranny unlike anything we've ever seen.
[02:38:27.455 --> 02:38:29.016]  They traffic in the souls of men.
[02:38:29.757 --> 02:38:30.678]  And they brag about it.
[02:38:32.079 --> 02:38:34.081]  And they're ultra-corrupt, power corrupts.
[02:38:34.301 --> 02:38:37.664]  You know, Lord Acton actually, people always say power corrupts and absolute power corrupts absolutely.
[02:38:37.984 --> 02:38:44.710]  Lord Acton's actual quote was, power tends to corrupt and absolute power corrupts absolutely.
[02:38:47.231 --> 02:38:48.352]  And this is what we face.
[02:38:48.372 --> 02:38:52.675]  So I want the police, the military, everybody out there listening to me today.
[02:38:53.275 --> 02:38:55.116]  Everybody, bureaucrats who serve this system.
[02:38:55.317 --> 02:38:57.238]  You've all been told the good reasons for what you do.
[02:38:57.278 --> 02:38:58.879]  You've all been told you're part of something good.
[02:38:59.219 --> 02:39:01.721]  But you really think about what's happening.
[02:39:01.741 --> 02:39:03.682]  You know the government and corporations are out of control.
[02:39:04.142 --> 02:39:05.503]  You know society's unraveling.
[02:39:05.683 --> 02:39:07.605]  You know we're being lied to on a daily basis.
[02:39:08.145 --> 02:39:09.746]  You know a lot of bad things are happening.
[02:39:09.926 --> 02:39:12.588]  You know Ritalin and Prozac type drugs are screwing people up.
[02:39:14.241 --> 02:39:15.261]  You know it's predatory.
[02:39:15.281 --> 02:39:16.702]  You know it's about raising capital.
[02:39:16.942 --> 02:39:18.202]  You know it's about controlling.
[02:39:18.802 --> 02:39:19.822]  And you know it's wrong.
[02:39:20.283 --> 02:39:21.923]  So decide which side you're on.
[02:39:22.243 --> 02:39:24.024]  Decide who you stand with.
[02:39:25.064 --> 02:39:26.584]  Decide what you're going to do.
[02:39:26.604 --> 02:39:30.885]  And you know, Hollywood and the media has this image of you've got to save the world by yourselves.
[02:39:31.265 --> 02:39:33.046]  You've got to overturn things overnight.
[02:39:34.006 --> 02:39:36.067]  You've got to do it all yourself.
[02:39:36.127 --> 02:39:36.967]  And that's not how it works.
[02:39:37.007 --> 02:39:38.487]  It's everybody waking a few people up.
[02:39:38.827 --> 02:39:40.048]  Everybody starting a website.
[02:39:40.088 --> 02:39:41.088]  Calling in to talk radio.
[02:39:41.829 --> 02:39:46.893]  You know, you might make a film like Loose Change 2nd Edition that 40-something plus million people download on the web.
[02:39:47.673 --> 02:39:51.596]  You might make films like I've made that tens of millions have downloaded on the web, conservatively.
[02:39:51.996 --> 02:39:53.597]  But so what if you're not that successful?
[02:39:53.957 --> 02:39:56.499]  I never started this, never thought I'd be that successful.
[02:39:56.559 --> 02:39:58.481]  I just thought I'd do an Axis TV show locally.
[02:39:58.741 --> 02:39:59.942]  Never intended to have a radio show.
[02:40:00.102 --> 02:40:02.624]  Never intended to have websites with 5 million plus readers a week.
[02:40:03.184 --> 02:40:06.006]  Never intended to have as big an effect as I had.
[02:40:07.392 --> 02:40:11.294]  But I know many of you out there are more articulate, will be greater leaders than I ever was.
[02:40:11.595 --> 02:40:13.056]  I'm calling for you to get involved.
[02:40:13.756 --> 02:40:15.117]  Many hands make light work.
[02:40:15.397 --> 02:40:17.939]  So please, join me in this fight against the New World Order.
[02:40:18.219 --> 02:40:20.880]  Join me in this fight against this worldwide tyranny.
[02:40:21.201 --> 02:40:23.442]  Stand up for the dynamic human spirit.
[02:40:23.862 --> 02:40:25.063]  Stand up for decency.
[02:40:25.323 --> 02:40:31.647]  Stand up for all the innocent, meek, weak people that are out there who are being abused by this system.
[02:40:31.767 --> 02:40:32.968]  I'm so sick of seeing weak
[02:40:34.328 --> 02:40:38.251]  Individuals are being terrorized, the horror, the control they're under.
[02:40:38.871 --> 02:40:42.954]  I'm so tired of seeing this predatory system feed on individuals and societies.
[02:40:43.475 --> 02:40:45.916]  I'm so sad about the millions that the globalists have killed.
[02:40:46.277 --> 02:40:50.560]  Over 3 million in the last 16 years in Iraq.
[02:40:50.580 --> 02:40:52.781]  654,000 according to Lancet in the last three and a half years.
[02:40:53.161 --> 02:40:56.784]  I don't want that in my name and I want that to stop and I know you want the same thing.
[02:40:57.164 --> 02:40:58.025]  So please join me
[02:40:58.832 --> 02:41:01.855]  Join humanity in this fight against tyranny, please.
[02:41:02.516 --> 02:41:12.766]  Now in Part 2 of this, I will break down more of what the actual nuts and bolts are of the control grid, how they nexus together, how they're working, and what the world will be like if they win, and how I believe we can defeat them.
[02:41:13.226 --> 02:41:19.152]  So be sure to stay tuned on the web, and on this radio show, and on the local television show where I'm going to air this for Part 2 of
[02:41:20.755 --> 02:41:22.376]  Overthrowing the New World Order.
[02:41:22.816 --> 02:41:24.397]  That's the title of this broadcast.
[02:41:24.637 --> 02:41:25.438]  Thank you for joining us.
[02:41:25.998 --> 02:41:30.201]  All right, now let's shift gears to Dylan Avery and then try to jam a few of your calls in.
[02:41:32.042 --> 02:41:43.088]  Dylan Avery was listening to the show and he heard me talking about Better Get Second Edition Now, because I think it's one of the greatest 9-11 films out there, maybe one of the greatest truth films, period.
[02:41:44.245 --> 02:41:50.650]  And it is not going to be available on DVD anymore when the final edition comes out here in a while.
[02:41:52.291 --> 02:41:53.992]  So I hope you'll go to InfoWars.com.
[02:41:54.012 --> 02:41:54.893]  I haven't really plugged yet.
[02:41:55.153 --> 02:41:55.874]  Plug in the first hour.
[02:41:55.894 --> 02:42:01.358]  I hope you will get the DVD from us and support them and support us and make copies from the high-quality digital DVD.
[02:42:02.359 --> 02:42:06.802]  And I hope that you'll also get Terrorist War and American Freedom from Fascism at InfoWars.com.
[02:42:07.893 --> 02:42:09.275]  But let's go ahead and go to Dylan Avery.
[02:42:09.315 --> 02:42:15.343]  Dylan, you've got an exciting report for people on where Loose Change Final Edition is right now.
[02:42:16.524 --> 02:42:16.985]  Yeah, I do.
[02:42:17.265 --> 02:42:19.888]  First of all, though, I hate to correct you on a couple things, but I have to.
[02:42:21.198 --> 02:42:25.859]  One, I don't really know what our plans are for the second edition, but I plan on, you know, keeping it in circulation.
[02:42:25.879 --> 02:42:28.560]  I don't want to cut off you and the other people who have gotten up where we are.
[02:42:28.580 --> 02:42:28.780]  Oh, good.
[02:42:28.820 --> 02:42:29.260]  I didn't know that.
[02:42:29.360 --> 02:42:32.901]  I thought earlier that that was going to be gone, like the first edition, and then... Oh, no.
[02:42:32.921 --> 02:42:38.043]  I mean, well, yeah, the difference between the first and the second is obviously because, you know, the first just isn't as good as the second one.
[02:42:38.063 --> 02:42:40.243]  But, I mean, the second edition, a lot of people are still going to want it.
[02:42:40.263 --> 02:42:44.424]  People are still going to want to watch it, and, I mean, it just would be wrong for us to get people on it.
[02:42:44.484 --> 02:42:46.105]  Well, I'm encouraging people to get it then.
[02:42:47.006 --> 02:42:47.807]  Yeah, that's great, man.
[02:42:48.327 --> 02:42:51.749]  And the other thing is, we don't have a multi-million dollar budget.
[02:42:51.769 --> 02:42:53.451]  Well, you know, I saw that in the newspaper.
[02:42:54.051 --> 02:42:56.733]  Yeah, well, I mean... And I haven't talked to you in a few weeks.
[02:42:56.753 --> 02:42:57.353]  I've been out of town.
[02:42:57.373 --> 02:42:59.655]  Well, I know the deal you guys are doing is big, though.
[02:43:00.296 --> 02:43:03.958]  Yeah, it's definitely big, but we don't have a $20 million budget per se.
[02:43:03.978 --> 02:43:08.041]  What we have is we have a potential print and advertising budget of $20 million.
[02:43:08.061 --> 02:43:10.943]  And again, that was just a number that was thrown out and the journalists ran with it.
[02:43:11.263 --> 02:43:14.746]  And the number I heard from other sources behind the scenes was $2 million.
[02:43:15.997 --> 02:43:23.781]  It's probably going to be closer to one, and I mean that's just because clearing footage and music rights, and we've got some really insane 3D work being done over in Germany.
[02:43:24.842 --> 02:43:27.003]  But other than that, yeah, things are going great.
[02:43:27.043 --> 02:43:28.164]  We're finalizing the script.
[02:43:28.204 --> 02:43:32.266]  We're working with a bunch of luminaries within the movement that I think might surprise people.
[02:43:33.307 --> 02:43:34.247]  It's coming along good, man.
[02:43:34.287 --> 02:43:35.128]  It's coming along really good.
[02:43:36.548 --> 02:43:39.470]  Tell folks how Final Edition is going to be different from the first edition.
[02:43:41.268 --> 02:43:41.908]  Monumental.
[02:43:42.088 --> 02:43:43.549]  It's going to be monumentally different.
[02:43:43.609 --> 02:43:48.470]  I mean, we're literally almost triple-checking every sentence, you know, making sure every word counts.
[02:43:48.970 --> 02:43:54.211]  We're really trying to stick to, you know, the absolute facts about 9-11.
[02:43:54.231 --> 02:43:56.992]  What we hope is that people come out and it's really undeniable.
[02:43:57.452 --> 02:44:02.213]  I mean, whether or not you agree it was an inside job, you still have to agree that there's something fishy with the official story.
[02:44:02.253 --> 02:44:04.314]  I mean, we're bringing up all the hard stuff.
[02:44:04.334 --> 02:44:07.294]  You know, we're bringing up Minetta, ISI, I mean, all kinds of stuff.
[02:44:07.454 --> 02:44:09.615]  I think people are really going to be impressed with what we come up with.
[02:44:10.612 --> 02:44:14.394]  Now, what's the section you're going to have where it's showing the controlled mainstream media?
[02:44:14.494 --> 02:44:19.596]  You're even going to use the Michael Moore piece from Martial Law where I confront Moore.
[02:44:20.677 --> 02:44:21.937]  Tell us about some of the other facets.
[02:44:23.218 --> 02:44:30.281]  I can't get too much away, but I can tell you that right now we're planning on having a clothing montage with a bunch of faces, both
[02:44:30.973 --> 02:44:43.281]  People from the movement and 9-11 family members, just a whole wide range of people, basically both of our experiences with the mainstream media and naturally other people's experiences with the mainstream media in regards to this information.
[02:44:44.141 --> 02:44:52.146]  You know, the way the American media marginalized the numbers of the silent march, you know, the way they said it was a handful of people as opposed to the thousands that were actually present.
[02:44:53.207 --> 02:44:54.848]  We really want to mention everything.
[02:44:54.888 --> 02:44:57.810]  We want to mention what happened before 9-11, what happened on 9-11,
[02:44:59.000 --> 02:45:04.464]  And we want to close with the response to the truth movement and show people how we've been treated and how we've been demonized.
[02:45:06.525 --> 02:45:07.425]  I just can't wait.
[02:45:07.906 --> 02:45:08.846]  What's the time frame?
[02:45:08.906 --> 02:45:11.528]  I mean, I know it's, believe me, I've made films, I know it's hard.
[02:45:11.548 --> 02:45:22.254]  I've been working now for seven months on the film that I'm going to probably have done in six months if I beat my brains out here working 18 hours a day on the total New World Order plan.
[02:45:22.315 --> 02:45:26.197]  But what's the ballpark estimate on when we're going to see this in theaters nationwide?
[02:45:27.029 --> 02:45:29.670]  Well, I can't give an estimate on that.
[02:45:29.690 --> 02:45:35.851]  If I had to guess, I would like for the film to be done by March, because the rough deadline for Cannes Festival, I believe, is March.
[02:45:36.672 --> 02:45:41.633]  Right now we're trying to take our time, but at the same time, we would like it to be done as soon as possible.
[02:45:41.653 --> 02:45:49.715]  So right now, I'm kind of pushing myself and everyone else that we can hopefully have some kind of a rough cut done by March, and hopefully have it in theaters in the next following month.
[02:45:49.755 --> 02:45:51.415]  I don't want to compete with Spider-Man 3.
[02:45:54.413 --> 02:45:55.474]  I don't think that's going to matter.
[02:45:55.494 --> 02:45:57.296]  There's going to be a huge grassroots surge.
[02:45:57.936 --> 02:45:58.297]  Oh, I know.
[02:45:58.337 --> 02:46:00.659]  I'm just saying, nobody wants to go up against Spider-Man 3.
[02:46:03.781 --> 02:46:06.283]  With great power comes great responsibility, Dylan.
[02:46:06.844 --> 02:46:07.544]  Yeah, you're telling me.
[02:46:07.564 --> 02:46:08.245]  How about you, Alex?
[02:46:08.285 --> 02:46:08.825]  How are you doing?
[02:46:08.845 --> 02:46:09.486]  Enough about me.
[02:46:10.147 --> 02:46:10.947]  I'm doing all right.
[02:46:10.967 --> 02:46:16.552]  I got back Saturday and I've already done my other radio show on Sunday and I worked on the film last night.
[02:46:17.552 --> 02:46:23.994]  And I'm going to do eight hours of broadcast a day, two more hours of TV, two hours of The Rents and another show, so I've got my work cut out for me.
[02:46:24.735 --> 02:46:26.555]  I'm not bragging when I say I work that hard.
[02:46:26.575 --> 02:46:27.896]  It's just insane.
[02:46:27.936 --> 02:46:30.457]  But I can't turn down opportunities to fight the global issue.
[02:46:30.477 --> 02:46:31.277]  You only live once.
[02:46:32.198 --> 02:46:34.358]  And I'm just really excited about the film I'm making.
[02:46:34.378 --> 02:46:36.399]  This thing is just going to... it's unbelievable.
[02:46:36.899 --> 02:46:39.560]  Yeah, where are you going with this next one, Alex, if you don't mind my asking?
[02:46:40.401 --> 02:46:43.662]  Well, it's, you know... Because I know you had a couple projects in mind.
[02:46:44.864 --> 02:46:56.493]  Yeah, basically, you know, how I make a film, how I've made the last two, you know, before it was literally on a three quarter inch deck by myself, voicing it with a Mr. Microphone.
[02:46:56.773 --> 02:46:58.354]  And, you know, they're still pretty good films.
[02:46:58.374 --> 02:47:00.916]  The first seven, though, were shoestring, just me.
[02:47:02.357 --> 02:47:04.899]  And then with Martial Law, Order of Death,
[02:47:05.812 --> 02:47:15.378]  And Terror Storm, you know, I brought in professional symphony, paid a lot of money, you know how it is, professional graphics people, and I've got an even bigger team on it.
[02:47:15.438 --> 02:47:18.700]  But basically, I have to put the raw film together and the pieces I want.
[02:47:19.160 --> 02:47:28.386]  We're bringing in another voice person, I've got to write the... And once I have it all laid out, and I know what footage I'm using, I already know the basic voiceover, but I've got to then write it all.
[02:47:28.766 --> 02:47:28.966]  Thank you.
[02:47:46.596 --> 02:47:49.980]  Is about the Bilderberg Group meeting last year, but that's only going to be about 30% of it.
[02:47:50.000 --> 02:47:55.908]  You know, here's the elite, they're real, here they are, here's the history of the globalists, here's what their plan is, here's what the new world order is.
[02:47:55.948 --> 02:47:58.972]  Oh, okay, so kind of like how you deal with the RNC and martial law.
[02:48:00.117 --> 02:48:08.219]  Yeah, but I'm going to start the film just going into here's the globalists, here's their history, here's how they operate, and here's what their plan is.
[02:48:08.619 --> 02:48:11.279]  And I'm going to look at like three different areas of it.
[02:48:11.739 --> 02:48:20.921]  I'm going to look at the North American Union, how it ties into the other unions, how they're going to use roads to wall off and shut down areas and track and trace and tax everybody.
[02:48:21.721 --> 02:48:25.602]  We're also going to look at some other facets of global government, how it's going to affect people.
[02:48:26.651 --> 02:48:53.446]  and uh... the whole eugenics angle and then uh... basically just show how the public is pretty much unaware of this and uh... the type of society they're building so basically it's the master plan and uh... that's the problem is I've got too much and this time I shot it all in high definition I mean I like went up in airplanes to shoot video of the trans-texas corridor routes the uh... superhighway they're already building and it's just nuts
[02:48:54.264 --> 02:49:06.547]  I mean, I've got like, no exaggeration, we've probably shot 300 hours of footage, and we're just trying to boil, and I've got to make the decision, so I've had to watch 300 hours a couple times.
[02:49:07.348 --> 02:49:08.288]  Yeah, I hear ya.
[02:49:08.308 --> 02:49:09.068]  So you know how it is.
[02:49:09.528 --> 02:49:10.108]  Yeah, I do.
[02:49:12.469 --> 02:49:15.070]  Hey, Dylan, try doing radio eight hours a day.
[02:49:15.410 --> 02:49:16.310]  Oh, man, I couldn't.
[02:49:16.470 --> 02:49:17.730]  But hey, you brought up radio.
[02:49:18.150 --> 02:49:21.811]  I'm going to have to self-promote and plug in louder than words radio Saturday night.
[02:49:21.831 --> 02:49:22.532]  Oh, I meant to do that.
[02:49:22.552 --> 02:49:23.572]  Yeah, tell folks about that.
[02:49:24.272 --> 02:49:34.244]  Well, uh, you know, Burmus just moved over from, uh, RBN Network, which, you know, gratuitously, I don't mean gratuitously, uh, graciously gave Burmus a start in radio, and, uh, he just recently moved over to GCN.
[02:49:34.264 --> 02:49:39.931]  So, uh, me and him are now doing the radio, uh, 10 in the morning Eastern, uh, Saturday mornings.
[02:49:41.969 --> 02:49:50.378]  Well that's fabulous and we've got false flag news coming over to Genesis and a bunch of other folks just from all over Radio Land joining up on the team.
[02:49:50.719 --> 02:49:58.127]  They're opening up a whole other bird to be super hardcore Patriot and of course the rest of it is truth and Patriot but we're trying to really move
[02:49:58.727 --> 02:50:02.829]  I'm here trying to get everybody else on board because I want to build up the best people out there in this fight.
[02:50:19.784 --> 02:50:23.046]  When I was out of town, I said, get Ron Paul on this presidential announcement.
[02:50:23.086 --> 02:50:28.069]  We talked to his office when I was leaving town Friday, and folks were like, don't you want to interview him when you get back?
[02:50:28.089 --> 02:50:28.750]  Don't you want that?
[02:50:28.810 --> 02:50:29.610]  And I said, of course not!
[02:50:30.111 --> 02:50:31.392]  I want him on the air, period!
