[00:00:00.741 --> 00:00:02.162]  News on the hour.
[01:05:53.909 --> 01:06:01.915]  government in conjunction with the Mexican government, the AP reported last Wednesday, is going to pay for GPS for each one of the illegal aliens.
[01:06:02.416 --> 01:06:09.401]  And by the way, when I heard the National Talk Show host talk about that, they didn't mention that when you read the AP article, the U.S.
[01:06:09.461 --> 01:06:10.982]  government's helping pay for it!
[01:06:14.250 --> 01:06:17.312]  And they got the unarmed troops running from the Mexicans.
[01:06:17.672 --> 01:06:18.972]  I mean, this is classic.
[01:06:19.052 --> 01:06:20.953]  Our humiliation will never end.
[01:06:20.973 --> 01:06:22.034]  The patheticness of it.
[01:06:22.214 --> 01:06:23.114]  But we deserve it!
[01:06:23.154 --> 01:06:24.175]  We are pathetic!
[01:06:25.155 --> 01:06:34.279]  Basically, I mean, if everybody around us are sheeple, and I don't know if it's because they're spraying all that chemtrail stuff around us... Mercury's good.
[01:06:34.319 --> 01:06:35.360]  Prozac's good.
[01:06:35.400 --> 01:06:36.300]  Just take it all.
[01:06:36.900 --> 01:06:37.861]  Let me tell you something.
[01:06:38.481 --> 01:06:40.702]  When the government tells you mercury's nutritious, it's true.
[01:06:41.741 --> 01:06:44.882]  I have actual newscasts, local CBS News saying Mercury's good for your brain.
[01:06:45.443 --> 01:06:46.903]  But I'm not going to play it again.
[01:06:46.943 --> 01:06:49.884]  Just type in News says Mercury's good into Google.
[01:06:49.904 --> 01:06:50.785]  You'll get the video clip.
[01:06:51.405 --> 01:06:57.528]  It's been watched millions of times, local news, here at Austin saying Mercury's good for your brain.
[01:06:59.288 --> 01:07:03.810]  Let's go ahead and comments on Mexican GPS.
[01:07:03.830 --> 01:07:06.731]  That's what Steve wants to talk about.
[01:07:07.432 --> 01:07:09.032]  Okay, that's fine, sir.
[01:07:09.072 --> 01:07:09.553]  You're on the air.
[01:07:09.593 --> 01:07:09.913]  Go ahead.
[01:07:10.695 --> 01:07:11.856]  Yeah, calling from Texas, right?
[01:07:11.876 --> 01:07:12.216]  Go ahead.
[01:07:12.736 --> 01:07:13.557]  Thanks for taking my call.
[01:07:13.617 --> 01:07:14.578]  Yeah, I just wanted to comment.
[01:07:14.598 --> 01:07:18.280]  I heard a story last night on Coast with Art Bell.
[01:07:18.340 --> 01:07:23.023]  He was talking about the Mexican consulate, I think, in the state of Pueblo.
[01:07:23.603 --> 01:07:25.424]  They're giving these people a GPS.
[01:07:25.644 --> 01:07:27.105]  In conjunction with the U.S.
[01:07:27.145 --> 01:07:27.566]  government.
[01:07:28.126 --> 01:07:28.786]  Yeah, exactly.
[01:07:29.267 --> 01:07:35.150]  So basically they, the 200,000 people... Sir, illegals get housing loans without ID, AP.
[01:07:37.087 --> 01:07:38.028]  You don't, though, brother.
[01:07:38.048 --> 01:07:43.151]  You're going to show three and be treated like trash because you're an American who's been raised to be a slave!
[01:07:43.571 --> 01:07:44.432]  Yeah, totally, I know.
[01:07:44.612 --> 01:07:45.292]  I'm sorry, go ahead.
[01:07:45.993 --> 01:07:49.295]  Yeah, but anyway, I just want to mention that I don't know if you heard about that or not.
[01:07:49.335 --> 01:07:50.235]  I just thought that was interesting.
[01:07:50.275 --> 01:07:51.656]  Did you hear about the Mexican troops?
[01:07:51.676 --> 01:07:52.557]  It's now been confirmed.
[01:07:52.577 --> 01:08:02.723]  Well, they're wearing military uniforms, but it may not be troops, though it's admitted that the Mexican troops drive in flatback trucks, the illegals around, and then shepherd them across the border.
[01:08:03.043 --> 01:08:05.925]  Yeah, just like today, I heard something about the Port of Miami, the three illegal
[01:08:06.986 --> 01:08:09.408]  Iraqis, I guess, that came in on a container or whatever?
[01:08:10.589 --> 01:08:10.829]  Yeah.
[01:08:11.249 --> 01:08:11.630]  Oh, yeah.
[01:08:11.790 --> 01:08:13.091]  And then it turned out they were legal.
[01:08:13.171 --> 01:08:14.352]  It was probably, who knows what it was.
[01:08:14.572 --> 01:08:14.992]  Yeah, really?
[01:08:15.012 --> 01:08:16.894]  Alright, well, I just wanted to mention that.
[01:08:17.194 --> 01:08:17.955]  Thanks for taking my call.
[01:08:18.015 --> 01:08:18.975]  Hey, good to hear from you.
[01:08:19.035 --> 01:08:20.517]  Dustin in Germany.
[01:08:20.997 --> 01:08:23.119]  You're on the air calling us from Deutschland.
[01:08:23.479 --> 01:08:24.780]  Thank you for holding her on the air.
[01:08:25.908 --> 01:08:27.729]  Bros from Deutschland, Alex.
[01:08:27.969 --> 01:08:32.390]  So you're an Americaner over there hanging out in Deutschland, huh?
[01:08:32.970 --> 01:08:34.590]  Yeah, I'm an Auslander.
[01:08:34.911 --> 01:08:37.751]  Yeah, and they've got all the same police state stuff being put in there.
[01:08:38.051 --> 01:08:40.332]  Microphones, cameras, everything a slave deserves.
[01:08:41.292 --> 01:08:49.174]  Oh, well, starting 1 January 07, you have to have a special card with a little biometric chip in it to buy cigarettes out of the machine.
[01:08:49.194 --> 01:08:50.795]  Well, it's the same thing here.
[01:08:53.239 --> 01:08:59.505]  Well, you were talking earlier about they were using pesos inside the United States.
[01:08:59.525 --> 01:09:00.106]  Yeah, stay there.
[01:09:00.126 --> 01:09:01.107]  We'll talk about it when we get back.
[01:09:01.147 --> 01:09:01.807]  I'll put you on hold.
[01:09:02.308 --> 01:09:03.489]  Final segment coming up.
[01:09:04.190 --> 01:09:05.091]  Yeah, what's wrong with that?
[01:09:05.111 --> 01:09:06.452]  What are you, with Al-Qaeda or something?
[01:09:07.974 --> 01:09:08.214]  Come on.
[01:09:08.234 --> 01:09:08.414]  No, no.
[01:09:08.434 --> 01:09:09.395]  I'm going to put you on hold.
[01:09:09.715 --> 01:09:11.037]  How dare you even question?
[01:09:11.277 --> 01:09:12.298]  How dare you have free speech?
[01:09:12.358 --> 01:09:14.040]  Newt Gingrich says you should be arrested!
[01:09:14.240 --> 01:09:15.221]  And I think he's right!
[01:09:16.856 --> 01:09:18.376]  The Matt Drudge Radio Show.
[01:09:18.576 --> 01:09:22.597]  Tonight, 9 to midnight, on News Radio 590 KLPJ.
[01:09:22.677 --> 01:09:25.197]  Raging for the truth.
[01:09:25.778 --> 01:09:28.218]  Exposing corruption.
[01:09:28.238 --> 01:09:31.078]  Dismantling a false left-right paradigm.
[01:09:31.538 --> 01:09:33.139]  He's Alex Jones.
[01:09:35.579 --> 01:09:40.840]  Yeah, folks, I can't describe to you how bad it is, how corrupt the elite is, how they've ripped you off, all the scams they've run.
[01:09:40.900 --> 01:09:46.441]  If you think it's bad, they're setting up a whole world government so they can do it to you and no one can stop them.
[01:09:47.808 --> 01:09:54.835]  All the things you're seeing to build a police state are just so you can basically be raped at will and can't resist.
[01:09:55.936 --> 01:09:57.097]  And don't believe me.
[01:09:57.157 --> 01:10:00.561]  Just continue to trust everything and you're going to find out.
[01:10:01.021 --> 01:10:02.202]  Let me tell you.
[01:10:02.703 --> 01:10:04.104]  Again, you're going to see all of you.
[01:10:04.604 --> 01:10:05.846]  And I know most of you agree with me.
[01:10:05.906 --> 01:10:07.567]  I mean, hell, I bet the phone's open all day.
[01:10:07.587 --> 01:10:08.648]  They've been loaded the whole time.
[01:10:08.989 --> 01:10:10.150]  Nobody's called in to disagree.
[01:10:10.754 --> 01:10:12.195]  Because less and less can disagree.
[01:10:12.215 --> 01:10:14.177]  Because I'm telling the truth and I know what I'm talking about.
[01:10:14.397 --> 01:10:15.718]  And I'm just some average person!
[01:10:15.959 --> 01:10:16.840]  This isn't hard!
[01:10:17.140 --> 01:10:20.843]  They write hundreds of books calling us slaves and saying they're going to take our rights away!
[01:10:20.863 --> 01:10:22.785]  I mean, I'm mad about it, okay?
[01:10:23.365 --> 01:10:25.007]  I want the New World Order to go down!
[01:10:26.164 --> 01:10:29.146]  I'm not worried about Nancy Pelosi, that political prostitute.
[01:10:29.507 --> 01:10:33.590]  It's simply owned by the globalists, just like the political prostitutes.
[01:10:33.630 --> 01:10:35.431]  Newt Gingrich saying destroy free speech.
[01:10:35.451 --> 01:10:36.852]  They're all bought and paid for.
[01:10:36.872 --> 01:10:41.916]  And until we realize how bad it really is, it's only going to get worse and worse in this country!
[01:10:42.556 --> 01:10:43.457]  We've got to get mad!
[01:10:43.497 --> 01:10:44.538]  We've got to get upset!
[01:10:45.398 --> 01:10:45.919]  First!
[01:10:48.781 --> 01:10:49.942]  It's out of control, I know it.
[01:10:50.842 --> 01:10:55.806]  Good thing I'm taking a vacation here in a few weeks, right before Talkfest, unless you get settled down and back to normal.
[01:10:55.866 --> 01:10:57.087]  I'm kind of overheated right now.
[01:10:57.367 --> 01:11:04.713]  Real fast, finish up Dustin in Germany, because I got loaded phone lines here and I want to get to everybody that's patiently been holding.
[01:11:04.753 --> 01:11:05.294]  Go ahead, sir.
[01:11:06.555 --> 01:11:11.178]  Well, we like it when you're overheated, just like my machine gun barrels over here in Deutschland.
[01:11:11.979 --> 01:11:13.000]  Okay, what's on your mind?
[01:11:13.843 --> 01:11:20.604]  Well, you were talking about how the United States was using pesos in the American territory.
[01:11:20.704 --> 01:11:22.445]  Okay, this is what's going on in reality.
[01:11:22.985 --> 01:11:28.006]  A big pizza chain called Patrons is accepting pesos at their register.
[01:11:28.406 --> 01:11:33.867]  And just like El Cenizo in South Texas and a bunch of other towns, don't allow English in U.S.
[01:11:33.907 --> 01:11:36.047]  courthouses, in U.S.
[01:11:36.087 --> 01:11:36.827]  town seats.
[01:11:37.747 --> 01:11:41.108]  This is, you know, aggressive colonization
[01:11:41.568 --> 01:11:42.448]  Well, I get paid in U.S.
[01:11:42.468 --> 01:11:44.189]  dollars, and I'm over here in Germany.
[01:11:44.209 --> 01:11:46.190]  I have to get my money converted into Euros, which is 76 cents.
[01:12:05.888 --> 01:12:11.694]  In London, it's 50 cents per pound you get for a dollar.
[01:12:12.175 --> 01:12:18.441]  So, like, if you really look at the exchange rates... Hell, hell, I mean, we used to laugh at the Canadians.
[01:12:18.722 --> 01:12:20.624]  Canadian money's worth more than ours now.
[01:12:21.324 --> 01:12:23.387]  But don't you tell some bug-eyed yuppie that.
[01:12:23.407 --> 01:12:24.428]  They don't even know what that means.
[01:12:25.088 --> 01:12:27.471]  They just know they love George Bush and want to hand their guns in.
[01:12:28.303 --> 01:12:35.467]  Trust me, every time I get paid, at least $200 of my paycheck is lost in oblivion due to the exchange rate.
[01:12:35.628 --> 01:12:36.808]  I got two British employees.
[01:12:36.848 --> 01:12:39.370]  Believe me, I know I gotta pay them more just so they can live.
[01:12:39.390 --> 01:12:41.851]  Uh, let's uh, go ahead.
[01:12:41.931 --> 01:12:43.172]  I gotta really move fast now.
[01:12:43.212 --> 01:12:44.153]  This is out of control.
[01:12:44.653 --> 01:12:47.034]  Let's go ahead and talk to Andre in Austin.
[01:12:47.094 --> 01:12:47.715]  You're on the air.
[01:12:47.755 --> 01:12:48.095]  Welcome.
[01:12:49.356 --> 01:12:49.716]  Hey, Alex.
[01:12:50.016 --> 01:12:50.316]  Yes, sir.
[01:12:51.037 --> 01:12:57.221]  Yeah, I wanted to get your opinion on a documentary I saw the other day called Big Brother Big Business.
[01:12:58.941 --> 01:12:59.643]  A lot, a lot more.
[01:12:59.944 --> 01:13:00.747]  Created by CNBC.
[01:13:03.178 --> 01:13:05.719]  Yes, I did see a few clips of it on YouTube.
[01:13:05.759 --> 01:13:07.920]  Just admitting microphones are in every town.
[01:13:07.940 --> 01:13:09.340]  They're not really gunshot detectors.
[01:13:09.520 --> 01:13:10.180]  That's another thing.
[01:13:10.340 --> 01:13:13.021]  In 98 they put microphones in a federal grant in Austin.
[01:13:13.221 --> 01:13:14.602]  They call them gunshot detectors.
[01:13:14.762 --> 01:13:16.622]  You ever heard of the police using gunshot detectors?
[01:13:16.862 --> 01:13:21.684]  Now they admit they're hooked into the Fusion Emergency Management Center and they're using them to listen to people.
[01:13:21.924 --> 01:13:23.524]  Again, that's how government lies to us.
[01:13:23.584 --> 01:13:24.424]  It's a sick joke.
[01:13:24.704 --> 01:13:29.846]  And yeah, on that MSNBC program they admit how everything's tracked and how Big Brother's taking over everything.
[01:13:30.146 --> 01:13:32.410]  Hell, Bush says we don't watch you without a warrant.
[01:13:32.670 --> 01:13:33.592]  Everything's watched.
[01:13:33.792 --> 01:13:34.594]  Bunch of criminals.
[01:13:35.295 --> 01:13:41.145]  Actually, what really surprised me was the fact that Google keeps every single
[01:13:41.986 --> 01:13:45.707]  Every single search engine in a database... Oh, that's nothing, sir!
[01:13:45.767 --> 01:13:54.190]  Google admits they use the built-in microphone and cameras that are on all the new computers and on most of the old ones with keyword computer to listen to the audio in your house!
[01:13:54.490 --> 01:13:56.771]  And hell, we didn't have to investigate to find it out!
[01:13:56.931 --> 01:13:57.832]  They just announced it!
[01:13:57.992 --> 01:13:59.812]  No, and the sheep don't know what that means!
[01:14:00.573 --> 01:14:07.055]  I'm a weirdo, because I get upset that Google comes out and says they're using the microphone and the cameras in my house
[01:14:08.087 --> 01:14:12.170]  Oh my God, oh my God, it's just, it's Twilight Zone!
[01:14:13.071 --> 01:14:13.872]  It's out of control!
[01:14:13.892 --> 01:14:19.496]  Let's go ahead and talk to John in River Rock, Arkansas.
[01:14:19.556 --> 01:14:20.877]  You're on the air, welcome.
[01:14:22.158 --> 01:14:23.519]  Yes sir, Mr. Alex Jones?
[01:14:23.780 --> 01:14:24.260]  Yes sir.
[01:14:24.280 --> 01:14:27.663]  I wanted to ask you a question.
[01:14:28.450 --> 01:14:29.471]  I'm a big fan of yours.
[01:14:29.531 --> 01:14:30.973]  I'm actually in the military though.
[01:14:31.333 --> 01:14:36.378]  The problem is I want to support you, but I don't know how to support you on base without violating the UCMJ.
[01:14:36.738 --> 01:14:37.659]  That's right, that's right.
[01:14:37.699 --> 01:14:43.165]  You can't criticize the President or the war or do anything or they will court-martial you.
[01:14:46.007 --> 01:14:52.372]  Uh, and, uh, you know, you have free speech rights to give people documentary films on a lot of bases.
[01:14:52.712 --> 01:14:55.454]  You'll find out that everybody's already seen my films and is on board.
[01:14:55.714 --> 01:14:58.196]  The troops are more awake than anybody because they know the lies.
[01:14:58.476 --> 01:14:59.237]  They watch U.S.
[01:14:59.277 --> 01:14:59.878]  television.
[01:15:00.078 --> 01:15:03.100]  See, the lie of neocons tell you the troops all love this stuff.
[01:15:03.380 --> 01:15:04.701]  No, the troops are more awake than anybody.
[01:15:04.981 --> 01:15:08.904]  The troops I talked to are all seeing through it, and 70 plus percent want to come home.
[01:15:09.145 --> 01:15:13.668]  So they know it's all a lie, because they see the lies on our television, because they're there in Iraq.
[01:15:14.169 --> 01:15:15.730]  But I'd still be careful about it.
[01:15:16.450 --> 01:15:26.739]  You know, when you're off base, when you're on your own time, you know, when you're at the pub, or when you're at the restaurant, or you're at the rodeo, then give people terror storms, talk open and freely.
[01:15:27.419 --> 01:15:29.621]  And I mean, I wouldn't criticize the President.
[01:15:29.781 --> 01:15:33.424]  He's a puppet anyway, so you wouldn't be hurting the New World Order talking about their nobody puppet.
[01:15:34.028 --> 01:15:35.190]  Well, so I just got back from leave.
[01:15:35.210 --> 01:15:36.232]  I went home for the holidays.
[01:15:36.792 --> 01:15:40.218]  And, uh, when I was there, I actually took Terror Storm and, uh, martial law.
[01:15:40.891 --> 01:15:44.492]  I made lots and lots of copies of them and went downtown and passed them out to people.
[01:15:44.792 --> 01:15:45.112]  Good!
[01:15:45.272 --> 01:15:45.552]  Good!
[01:15:45.732 --> 01:15:55.294]  And, uh, you know, I want to do something here, but I'm new here, I don't know anybody, I don't want to take too many risks, and, uh, you know, I've been keeping up on the, uh, Lieutenant Wakata issue.
[01:15:55.494 --> 01:16:01.655]  Yes, you've got court marshalling him for refusing to be redeployed to Iraq because he believes the war is criminal, and it is criminal.
[01:16:01.675 --> 01:16:02.915]  654,000 dead Iraqis in the last three and a half years.
[01:16:06.221 --> 01:16:06.421]  Yes, sir.
[01:16:06.441 --> 01:16:15.163]  I just want to say, from my standpoint, from the people I talk to, the people I know, since I'm at the job that deploys Iraq, I say it's higher than 70% that don't want to go over there.
[01:16:15.323 --> 01:16:24.484]  Well, a scientific Gallup poll with the commanders hanging over them while they took the questions, telling them, you better watch how you vote in this poll, still 70% said.
[01:16:24.504 --> 01:16:26.685]  So yeah, it's probably a lot higher.
[01:16:26.985 --> 01:16:31.506]  Oh, so what we hear about the troops all loving it and their morale being high isn't a lie?
[01:16:31.706 --> 01:16:32.586]  Surprise, surprise!
[01:16:32.746 --> 01:16:33.526]  What isn't a lie?
[01:16:33.566 --> 01:16:34.186]  Tell us about it.
[01:16:35.080 --> 01:16:35.940]  It is completely a lie.
[01:16:35.980 --> 01:16:37.261]  Nobody likes being over there.
[01:16:37.421 --> 01:16:38.841]  Well, being alive feels good though.
[01:16:38.861 --> 01:16:40.201]  That's what it's all about to be an American.
[01:16:40.581 --> 01:16:44.822]  I mean, not to criticize some people, but there are some people out there that have scored pretty low on the ASVAB.
[01:16:44.902 --> 01:16:46.343]  You know what the ASVAB is, don't you?
[01:16:46.363 --> 01:16:54.305]  Well, hell, they lowered this last year below what was allowed before and are actually getting people who are mildly retarded now.
[01:16:54.505 --> 01:16:56.265]  That is actually a true story.
[01:16:56.425 --> 01:16:59.106]  In the Army, they will accept you at pretty low scores.
[01:16:59.326 --> 01:17:04.250]  Yeah, poor, retarded children are now joining the military.
[01:17:04.290 --> 01:17:05.231]  No, that was in the news!
[01:17:06.573 --> 01:17:12.458]  Now again, 70's really retarded, but 75, 80, they're taking people with 80 IQs, folks, and they're retarded!
[01:17:13.218 --> 01:17:14.099]  And that's who they need!
[01:17:14.159 --> 01:17:16.061]  That's people that are here, take your deadly vaccines!
[01:17:16.882 --> 01:17:20.625]  The vaccines that they're giving them are experimental and have admittedly killed them.
[01:17:21.647 --> 01:17:24.067]  But still, they're doing medical experiments on them.
[01:17:24.247 --> 01:17:24.708]  Don't believe me?
[01:17:24.748 --> 01:17:26.228]  Type in Project Shad into Google.
[01:17:26.368 --> 01:17:27.648]  Gotta move really fast here now.
[01:17:27.708 --> 01:17:28.488]  I'm out of control.
[01:17:28.848 --> 01:17:29.688]  As I love freedom.
[01:17:30.069 --> 01:17:30.669]  Let's go ahead.
[01:17:30.689 --> 01:17:32.089]  I appreciate your service to the country.
[01:17:32.129 --> 01:17:33.289]  I appreciate our military.
[01:17:33.549 --> 01:17:34.249]  You're good people.
[01:17:34.289 --> 01:17:35.129]  You're just being used.
[01:17:35.390 --> 01:17:36.250]  Not against our military.
[01:17:36.270 --> 01:17:37.270]  I'm against how they're being used.
[01:17:37.430 --> 01:17:38.530]  It's like I'm not against our police.
[01:17:38.570 --> 01:17:39.510]  I'm against how they're being used.
[01:17:39.770 --> 01:17:40.690]  Let's talk to Travis.
[01:17:40.991 --> 01:17:42.671]  You're on the air listening to KLBJ.
[01:17:42.751 --> 01:17:44.191]  We're talking about KLBJ TalkFest.
[01:17:44.211 --> 01:17:44.631]  Go ahead.
[01:17:45.051 --> 01:17:46.452]  Alex, Travis Doss calling.
[01:17:46.532 --> 01:17:48.932]  Listen, man, I'm really excited about TalkFest.
[01:17:49.932 --> 01:17:51.493]  Neal Bortz is going to be coming.
[01:17:51.633 --> 01:17:53.753]  I think that guy is the worst of the worst.
[01:17:54.233 --> 01:17:55.574]  What do you have in store for him?
[01:17:55.614 --> 01:17:57.514]  Are you going to debate him on 9-11 Truth?
[01:17:58.054 --> 01:18:01.455]  And how can we as listeners make his life very uncomfortable?
[01:18:01.635 --> 01:18:02.956]  No, be nice.
[01:18:03.056 --> 01:18:05.757]  Listen, I'm going to be on the air with... Neal Pond, scumbag!
[01:18:05.797 --> 01:18:08.217]  Listen, listen, I'm going to be on the air with...
[01:18:11.298 --> 01:18:12.579]  George Norrie in studio here.
[01:18:12.619 --> 01:18:14.100]  That's what really to me matters.
[01:18:14.720 --> 01:18:15.781]  What about Glenn Beck?
[01:18:15.941 --> 01:18:17.022]  You get him to come too?
[01:18:17.662 --> 01:18:18.863]  Glenn Beck isn't on this station.
[01:18:20.243 --> 01:18:23.986]  He's a neocon who so cowardly won't even admit he's one.
[01:18:25.306 --> 01:18:31.650]  I think a 9-11 truth debate would be infinitely more compelling than a conversation with George Norrie with Neil Bork.
[01:18:31.670 --> 01:18:32.270]  You know what I mean?
[01:18:33.191 --> 01:18:34.011]  Well, you know what?
[01:18:35.618 --> 01:18:39.780]  I ought to play audio on air, but I have to do a bunch of bleeping of Bortz.
[01:18:40.320 --> 01:18:41.541]  No one's ever seen this video.
[01:18:41.561 --> 01:18:45.723]  When I was in New York, he just out of the blue at round zero walked up to me.
[01:18:45.743 --> 01:18:49.444]  He's like 10 feet tall and started telling me what an idiot I was.
[01:18:51.305 --> 01:18:53.786]  I'd be happy to debate Bortz, but you know what?
[01:18:54.266 --> 01:18:56.668]  I'm a friendly, nice guy.
[01:18:58.385 --> 01:19:00.307]  You know, don't want to mess up people's parade.
[01:19:00.367 --> 01:19:04.250]  Let them, let them have, you know, I mean, I mean, Bortz can do whatever he wants, you know.
[01:19:04.270 --> 01:19:04.890]  K.O.B.J.
[01:19:04.930 --> 01:19:05.931]  is top-notch, Alex.
[01:19:06.211 --> 01:19:06.712]  Well, thank you.
[01:19:06.752 --> 01:19:09.734]  I've been kind of just so angry lately, I can hardly even control myself.
[01:19:10.354 --> 01:19:11.295]  But is that okay, Travis?
[01:19:11.776 --> 01:19:12.476]  Fantastic.
[01:19:12.496 --> 01:19:13.257]  Look forward to it.
[01:19:13.597 --> 01:19:13.857]  All right.
[01:19:13.917 --> 01:19:14.618]  Take care, bro.
[01:19:14.638 --> 01:19:14.938]  Yes, sir.
[01:19:15.919 --> 01:19:16.579]  I know, Travis.
[01:19:16.599 --> 01:19:18.080]  He's done one of the Elmo Draft Houses.
[01:19:18.100 --> 01:19:19.722]  Go ahead.
[01:19:20.482 --> 01:19:21.083]  Go ahead, John.
[01:19:21.863 --> 01:19:22.224]  Yes.
[01:19:23.304 --> 01:19:26.307]  Are you aware that the Secretary of Treasury
[01:19:27.051 --> 01:19:31.476]  Mr. Paulson was arrested in Germany by the World Court.
[01:19:32.618 --> 01:19:33.619]  No, when did this happen?
[01:19:34.219 --> 01:19:47.675]  It happened the 30th of December and if you go to www.worldreports.com and go to the... Okay, okay, we're out of time.
[01:19:47.695 --> 01:19:48.276]  We'll check it out.
[01:19:48.296 --> 01:19:48.436]  See ya!
