[00:00:00.529 --> 00:00:06.872]  Listening to GCN.
[02:07:50.776 --> 02:07:55.598]  And you're always, if you create the lever to oppress, somebody's going to end up getting that lever.
[02:07:56.178 --> 02:08:00.520]  And then they're going to use that centralization to maintain and expand their monopoly of power.
[02:08:02.399 --> 02:08:03.440]  But I'm already digressing.
[02:08:03.460 --> 02:08:13.210]  When you hear public-private partnership, or when you hear privatization, you think, oh great, the private industry can build the roads and run the roads better.
[02:08:13.351 --> 02:08:13.831]  No, no, no, no.
[02:08:14.292 --> 02:08:22.200]  It means, in almost every case, and here's a microcosm in Texas, that a foreign Spanish company for ten years is going to come in and lobby with hundreds of millions,
[02:08:23.283 --> 02:08:37.160]  And then they're literally given the existing roads, and the state says they'll pay for it in perpetuity and build new ones and upkeep it, and that the private toll company can collect and keep half the money and give the rest to the state and the feds.
[02:08:39.014 --> 02:08:49.520]  I mean, that would be like if I went to the mayor of Austin and gave him two million dollars privately, you know, to him in some business deal, and then he signed over some government-owned building, and they got a bunch.
[02:08:49.560 --> 02:08:55.103]  Most of the new building projects in Austin, it's like New York, are government-built, and then they're just given to private groups.
[02:08:55.704 --> 02:09:06.470]  Look, it's total scams, it's total frauds, and it'd be like if I went and gave the mayor, you know, a thousand dollars, and he said, here, you can have five brand-new squad cars, and you can go sell them at auction.
[02:09:07.523 --> 02:09:08.324]  And make $60,000.
[02:09:10.925 --> 02:09:12.026]  See how that works?
[02:09:12.286 --> 02:09:13.547]  I'm trying to boil this down.
[02:09:14.128 --> 02:09:16.269]  Because they deceive with words.
[02:09:17.370 --> 02:09:19.791]  And he's written for a lot of big publications.
[02:09:20.932 --> 02:09:25.295]  And he's got a new book out, A Game As Old As Empire.
[02:09:25.315 --> 02:09:28.978]  And he just basically gets into all of this.
[02:09:29.118 --> 02:09:36.423]  He has done research for Stanford Research Institute, Bank of America, Bechtel, Chevron, other players.
[02:09:37.548 --> 02:09:44.652]  He says he basically pushed a neoliberal worldview, and so now he's just going public about some of the things he learned.
[02:09:44.812 --> 02:09:46.794]  Thank you for coming on the air with us, Mr. Hyatt.
[02:09:47.434 --> 02:09:47.894]  Hi, Alex.
[02:09:47.914 --> 02:09:48.395]  How are you?
[02:09:49.155 --> 02:09:50.055]  I'm doing all right.
[02:09:51.636 --> 02:09:53.958]  If you can, just boil it down, put it in a nutshell.
[02:09:54.018 --> 02:09:54.918]  What are we facing?
[02:09:55.298 --> 02:09:56.419]  What's happening on the planet?
[02:09:56.479 --> 02:09:58.700]  What's the real ballgame from your perspective?
[02:09:58.820 --> 02:09:59.541]  Tell us about the book.
[02:10:00.115 --> 02:10:00.516]  Okay.
[02:10:00.876 --> 02:10:06.001]  Well, our book, you could boil it down and say it's about the dark side of globalization.
[02:10:06.522 --> 02:10:15.811]  It's about the globalization that's being defined, structured for us by wealthy elites around the world.
[02:10:16.271 --> 02:10:18.914]  A writer named Jeff Faux is coined a term for these guys.
[02:10:18.954 --> 02:10:20.355]  He calls it the Party of Davos.
[02:10:21.296 --> 02:10:22.598]  And this refers to the
[02:10:23.570 --> 02:10:32.714]  The meeting in Davos, Switzerland at the World Economic Forum every year, and it's attended by high government officials, Condoleezza Rice, John Kerry.
[02:10:34.015 --> 02:10:36.776]  It's attended by leaders of multinational corporations.
[02:10:36.796 --> 02:10:39.077]  Basically, it's a public Bilderberg Group meeting.
[02:10:39.538 --> 02:10:40.698]  That's right, that's right.
[02:10:41.278 --> 02:10:46.461]  And many an overlapping membership, as I'm sure you're aware, in those two outfits.
[02:10:47.841 --> 02:10:50.583]  Leaders of the large banks,
[02:10:52.014 --> 02:11:02.163]  World Bank, International Monetary Fund, other international institutions, they get together, and of course there's a lot of schmoozing and confabbing, and of course a lot of deals are done.
[02:11:03.324 --> 02:11:15.315]  But what's interesting about the point of view of these people is that, if you want to boil it down, what they're trying to do is to create a world in which only dollars are citizens.
[02:11:16.104 --> 02:11:17.504]  Not ordinary people.
[02:11:18.345 --> 02:11:34.269]  Now isn't that the speech from Network where they call Howard Beal in and the owner of the entire corporation or the CEO explains that there is only stock and there's only petrodollars and rubles and dollars and pounds and that, yeah, people don't count.
[02:11:34.849 --> 02:11:36.310]  That people don't count, that's right.
[02:11:36.690 --> 02:11:43.452]  What these guys have done, and we go into this from many different angles and many different countries in this book,
[02:11:45.059 --> 02:11:52.904]  These elites have leveraged themselves away from any commitment to the communities and the countries of which they are a part.
[02:11:53.224 --> 02:12:01.429]  They make use of their power in the United States, or Argentina, or Kenya, wherever they happen to be from, but they don't give back.
[02:12:01.609 --> 02:12:08.814]  They want to use control, they want to continue to extract... Well, they do give back to the ad agencies... Oh, I'm sorry, yes, they do.
[02:12:08.854 --> 02:12:12.636]  I mean, they do put up billboards telling you they're helping you.
[02:12:13.482 --> 02:12:13.962]  That's right.
[02:12:14.022 --> 02:12:16.323]  They're full of proclamations.
[02:12:17.063 --> 02:12:20.425]  We talk about the third world debt problem.
[02:12:21.285 --> 02:12:25.807]  Those countries owe around $3.2 trillion.
[02:12:26.427 --> 02:12:32.189]  We had a huge, a couple of years ago, a huge song and dance in Gleneagle, Scotland, when the G8 leaders met.
[02:12:32.470 --> 02:12:38.552]  They were going to forgive $40 billion of that debt, and they thought they were incredibly generous to do so.
[02:12:39.170 --> 02:12:48.353]  Let's be clear, these countries will, in the case of Nigeria, borrow $3 billion and it ends up being $55 billion at 25-30% loan sharking rates out of fiat currency just put on a ballot sheet at the IMF and World Bank.
[02:13:06.744 --> 02:13:17.151]  Jim Henry, our economist and lawyer, investigative journalist, takes a look at this issue, and he says that about a trillion of this debt was simply stolen to begin with.
[02:13:17.592 --> 02:13:18.632]  And here's how it might work.
[02:13:19.733 --> 02:13:25.537]  Say you're in Ecuador, and you're going to install a water system in the capital there.
[02:13:25.557 --> 02:13:32.522]  You're going to upgrade it or something, and you get a $50 million loan from Citicorp, guaranteed by the World Bank.
[02:13:34.261 --> 02:13:40.864]  Right away, you steal $30 million of it, and that money often never really touches Ecuador.
[02:13:41.284 --> 02:13:49.548]  It comes right back into deposits in Citicorp or one of its offshore subsidiaries within seconds, sometimes, when the loan documents are signed.
[02:13:54.669 --> 02:14:07.742]  The President makes the deal on the spot that he's not going to pay it back because not only does city court get it back and then he gets some money to go retire in a villa when he leaves after he's done looting other areas, then they claim they own all the infrastructure of the country.
[02:14:08.503 --> 02:14:09.183]  They can do that.
[02:14:09.244 --> 02:14:15.830]  That does happen and what happens of course is the people in Ecuador are on the hook for the entire amount of
[02:14:16.823 --> 02:14:21.124]  50 million, maybe they saw some of that was used in inappropriate ways.
[02:14:21.224 --> 02:14:28.325]  But isn't it true, you're an expert on this, that of a debt is accrued through fraud, and that you've been scammed, you don't owe it?
[02:14:28.345 --> 02:14:31.186]  I mean, the American people are in more debt than anybody in the world.
[02:14:31.266 --> 02:14:33.827]  I don't intend to pay anything back to these people.
[02:14:34.587 --> 02:14:41.088]  What he points out, other people have pointed out, is that there's a doctrine, a legal doctrine, called odious debt.
[02:14:41.148 --> 02:14:45.269]  And it's not a new thing, it goes back to the 19th century at least.
[02:14:45.766 --> 02:15:07.385]  And what it says is if somebody who's running a company or running a country takes on debt, gets a loan, steals it, it's used for nefarious purposes, it's not intended to be used for what it ostensibly is contracted for, then the people of that country or the people in that company are not on the hook for that.
[02:15:07.565 --> 02:15:11.609]  If the lender colludes with this borrower, they should go after him.
[02:15:12.564 --> 02:15:14.325]  And this is an actual legal doctrine.
[02:15:14.385 --> 02:15:15.646]  It has been in use.
[02:15:16.086 --> 02:15:33.316]  And people are advocating, in fact, to bring this back and say, let's look at some of these debts and see what is really an honest, legitimate loan that should be paid back, and what's really a scam, a fraud, and the lender was colluding with the people who stole the money, and it's not owed anymore.
[02:15:33.677 --> 02:15:40.761]  Now let's go back, because you talk about how in the past you kind of pushed the whole neoliberal view, which, and maybe you should
[02:15:43.069 --> 02:16:11.176]  Give people a definition of what a neoliberal is in your view, but going back, I mean, I'm in college and I'm learning world government's good, world government's going to run things, globalization's good, and then I go turn CNN on and they're saying global government doesn't exist, nuts, talk about it, there is no ruling class, there is no elite, and I went, wait a minute, I've read a lot of history books, there's always a ruling elite, it depends how tyrannical they are, or how big their oligopoly or monopoly is, are they imperialistic,
[02:16:12.017 --> 02:16:15.345]  Uh, and so that's why I started this radio show twelve years ago.
[02:16:15.385 --> 02:16:17.590]  That's why I got involved because I knew we were being lied to.
[02:16:18.011 --> 02:16:19.655]  I've never seen a people in history
[02:16:20.447 --> 02:16:28.652]  Who'd been so brainwashed that they didn't even know an elite existed, or they think it's the guy with the house on the hill who's just middle class.
[02:16:29.913 --> 02:16:31.554]  I mean, can you speak to that programming?
[02:16:31.874 --> 02:16:39.679]  Because what you're doing is shocking and radical, you know, as a pretty establishment guy, to come out and even admit there's an elite.
[02:16:40.079 --> 02:16:44.602]  I mean, we'll get laughed at by yuppies right now who'll go, everyone knows there's no elite.
[02:16:44.822 --> 02:16:47.724]  Why, I'm the elite with my, you know, Volvo.
[02:16:48.782 --> 02:16:51.564]  Right, well, many issues here.
[02:16:52.245 --> 02:17:03.032]  One is that Americans, we like to think of ourselves as democratic and, you know, anybody can make it, and we are so wedded to that view.
[02:17:03.752 --> 02:17:17.682]  We like to tell ourselves that even though we look around and we can see that, you know, I don't have as much power as, you know, one of the Rockefellers or Rupert Murdoch or whoever you might want to pick out, we always kind of try to pretend that, you know,
[02:17:18.695 --> 02:17:35.785]  It's really all the same, you know, and so we have a lot of trouble, particularly in the United States, as opposed to some other countries where you have traditional elites that everybody, you know, identified new, admitting that that's the case, that, you know, that is what has happened in this country.
[02:17:35.845 --> 02:17:39.667]  We've got a concentration of wealth that's become much more
[02:17:41.458 --> 02:17:42.059]  I don't think so.
[02:17:50.856 --> 02:18:03.945]  What they've wanted to do is to construct international institutions like the World Trade Organization and NAFTA that are beyond the review of any kind of democratic accountability.
[02:18:05.106 --> 02:18:10.029]  Their operations are not up to scrutiny, let alone any kind of decision-making.
[02:18:10.369 --> 02:18:15.273]  For example, under NAFTA or the WTO, if a country has a problem with
[02:18:16.053 --> 02:18:16.553]  Let's break that down.
[02:18:16.573 --> 02:18:19.574]  Secret courts with more authority than the nation state.
[02:18:19.614 --> 02:18:22.694]  This is the glorious new golden age of globalism.
[02:18:22.814 --> 02:18:24.755]  It's called worldwide dictatorship.
[02:18:42.765 --> 02:18:46.431]  We'll talk to our guest, the author of A Game As Old As Empire On The Other Side.
[02:18:49.554 --> 02:18:54.179]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[02:18:54.379 --> 02:18:58.823]  It provides you with purified water, light, power, and communications ability.
[02:18:59.003 --> 02:19:13.037]  The Security Pack includes a Berkey Light Water Purifier, an LED Base, two Berkey Sport Filtration Bottles, the Berkey Battery Adapter, the Berkey MP Solar Charger, as well as a backup set of two Black Berkey Purification Elements.
[02:19:13.237 --> 02:19:32.447]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
[02:19:32.667 --> 02:19:36.269]  Get the one-stop solution for your emergency and everyday needs.
[02:19:36.429 --> 02:19:39.091]  The Berkey Security Pack, a retail value of $518 for only $399.
[02:19:41.932 --> 02:19:45.694]  By calling New Millennium at 888-803-4438.
[02:19:46.275 --> 02:19:48.136]  Not yet available in Iowa.
[02:19:51.338 --> 02:19:52.638]  Hi, this is Ted Anderson.
[02:19:52.978 --> 02:19:55.020]  Here for the 2007 Red Book.
[02:19:56.180 --> 02:20:01.023]  The commodity markets like gold, silver, copper, aluminum and oil have exploded over the last year.
[02:20:01.223 --> 02:20:03.965]  This is a glaring testimony of how quickly the U.S.
[02:20:04.005 --> 02:20:05.126]  dollar can be devalued.
[02:20:06.466 --> 02:20:11.029]  Many have turned to precious metals to provide a safe haven while increasing the potential profits.
[02:20:11.983 --> 02:20:19.247]  Though accumulating precious metals has been a proven method for the storage of wealth, it is important that you understand the market you are getting into.
[02:20:20.227 --> 02:20:23.289]  Midas Resources is offering the Red Book and Silver Dollar for only $27.95.
[02:20:23.529 --> 02:20:28.891]  The Red Book is the number one best-selling guide to gold and silver coins.
[02:20:29.892 --> 02:20:31.152]  Call for your copy today.
[02:20:31.413 --> 02:20:33.293]  It's 800-686-2237.
[02:20:34.674 --> 02:20:40.517]  If you've already accumulated or plan to get into the precious metals market, you simply must have the Red Book in your library.
[02:20:41.209 --> 02:20:42.049]  Call 800-686-2237.
[02:20:43.470 --> 02:20:44.950]  That's 1-800-686-2237.
[02:20:45.070 --> 02:20:52.493]  David J. Smith for Newswatch Magazine.
[02:20:53.213 --> 02:20:58.355]  Have you ever been told that communism has collapsed and no longer a threat to our national sovereignty?
[02:20:59.284 --> 02:21:06.148]  If so, why are communists overthrowing African and South and Central American governments to install a communist regime?
[02:21:07.228 --> 02:21:15.812]  If so, why is Cuba and China agreed with other communist countries to surround the United States in preparation for an attack to end capitalism?
[02:21:16.913 --> 02:21:24.877]  We'd like to help you understand why these things are happening by offering you an absolutely free one-year subscription to Newswatch Magazine.
[02:21:26.343 --> 02:21:28.184]  Just call our toll-free number 1-800-516-8736.
[02:21:28.204 --> 02:21:28.664]  That's 1-800-516-8736.
[02:21:28.704 --> 02:21:30.065]  Call now.
[02:21:30.165 --> 02:21:34.848]  Operators are standing by to receive your order for a free subscription to NewsWatch Magazine.
[02:21:49.594 --> 02:21:51.318]  Government is best, which governs least.
[02:21:51.459 --> 02:21:52.742]  Wake up and smell the fascism.
[02:21:52.963 --> 02:21:55.770]  Being in government means never having to say you're sorry.
[02:21:56.151 --> 02:21:58.877]  What part of unconstitutional do you not understand, George?
[02:21:59.438 --> 02:22:06.182]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[02:22:06.722 --> 02:22:14.867]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers, from humorous to serious, at LibertyStickers.com.
[02:22:15.348 --> 02:22:19.010]  LibertyStickers.com can even customize your own bumper stickers.
[02:22:19.190 --> 02:22:21.331]  It's time to stand up for what you believe.
[02:22:21.691 --> 02:22:22.752]  Invest in your freedom.
[02:22:23.012 --> 02:22:27.635]  Get your stickers at LibertyStickers.com for your family, friends, and community.
[02:22:28.095 --> 02:22:30.077]  Go to LibertyStickers.com or call 877-873-9626.
[02:22:30.137 --> 02:22:30.418]  That's 877-873-9626.
[02:22:30.478 --> 02:22:33.040]  And express your freedom of speech today!
[02:22:33.080 --> 02:22:33.761]  Call 877-873-9626.
[02:22:33.781 --> 02:22:34.042]  That's 877-873-9626.
[02:22:51.739 --> 02:22:58.010]  The preacher man says it's the end of time In the Mississippi River she's a gold drive
[02:23:03.007 --> 02:23:14.132]  The interest is up and the stock market's down and you're only getting mugged if you go downtown.
[02:23:14.673 --> 02:23:17.054]  I live back in the woods, you see.
[02:23:17.594 --> 02:23:20.295]  A woman and the kids and the dogs and me.
[02:23:25.156 --> 02:23:30.818]  I've got a shotgun, a rifle, and a four-wheel drive and a country boy can survive.
[02:23:30.838 --> 02:23:36.141]  Country folks can survive.
[02:23:40.140 --> 02:23:42.862]  I can plow a field all day long.
[02:23:42.962 --> 02:23:46.485]  I can catch catfish from dusk till dawn.
[02:23:47.005 --> 02:23:54.131]  We make our own whiskey and our own smoke too.
[02:23:54.251 --> 02:23:59.015]  Ain't too many things these old boys can't do.
[02:23:59.575 --> 02:24:07.701]  We grow good old tomatoes and homemade wine and country boy can survive.
[02:24:23.696 --> 02:24:24.316]  Welcome back.
[02:24:24.336 --> 02:24:27.659]  I really appreciate our guest joining us.
[02:24:27.679 --> 02:24:31.441]  He's written a new book, a game as old as Empire, Stephen Hyatt.
[02:24:32.302 --> 02:24:33.223]  See, this is a short segment.
[02:24:33.243 --> 02:24:37.366]  I want to keep you into the next one to get more into this, but I've read part of your book.
[02:24:37.686 --> 02:24:42.550]  I have heard you on the radio go over your facts and examples of this, but you were
[02:24:43.231 --> 02:24:48.209]  You were starting to give some examples of how these groups operate secret courts.
[02:24:49.330 --> 02:24:59.697]  And then articles are written going, there's no plan for North American Union, there's no plan for EU expansion, but they just had the 50th anniversary of the EU and literally no one showed up.
[02:24:59.737 --> 02:25:14.287]  They had jugglers and people on the streets and parades, but no one, no one came out to celebrate it, and they're not even allowed to now vote themselves out of the EU, and the EU then has the power transferred to non-governmental private groups.
[02:25:14.547 --> 02:25:15.448]  Break that down for us.
[02:25:16.710 --> 02:25:28.335]  The EU, like NAFTA, and maybe NAFTA even more so, you know, suffers from what the Europeans who are dealing with this call a democratic deficit.
[02:25:28.415 --> 02:25:37.119]  That is, again, you have decision makers who are very, very, very far removed from any kind of electoral review.
[02:25:37.179 --> 02:25:38.759]  You can't vote them out of office.
[02:25:40.379 --> 02:25:45.704]  Their decisions are not up for discussion, really, or you can discuss them all you want, but there's nothing you can do about it.
[02:25:46.945 --> 02:25:57.113]  The NAFTA Treaty was passed and signed in 1994, and as a treaty, it has constitutional status.
[02:25:57.153 --> 02:26:08.543]  It's part of the Constitution, and so its provisions in its 20,000 pages include a lot of things which are now, you know, have force of law over us, but were never discussed.
[02:26:09.113 --> 02:26:16.635]  You know, opponents challenged Senator Hank Brown, a Republican from Colorado, on this treaty back in 1994.
[02:26:16.896 --> 02:26:18.196]  He said, you know, have you read this?
[02:26:18.356 --> 02:26:20.757]  And he said, well, I have, you know, it's 20,000 pages.
[02:26:21.197 --> 02:26:21.977]  They said, read it.
[02:26:22.357 --> 02:26:23.738]  He did read it, or most of it.
[02:26:23.858 --> 02:26:27.259]  He said, you know, this is not what I was told it was about.
[02:26:27.659 --> 02:26:29.439]  He ended up voting against it.
[02:26:29.840 --> 02:26:33.861]  But I think not many of his other colleagues didn't.
[02:26:34.983 --> 02:26:39.513]  So again, you have these secret tribunals that try disputes around trade.
[02:26:42.893 --> 02:26:43.553]  Here's an example.
[02:26:43.593 --> 02:26:44.614]  It's a pretty big website.
[02:26:44.634 --> 02:26:45.354]  Blog Critics.
[02:26:45.514 --> 02:26:48.816]  It's bigger than most major newspapers in its web ratings.
[02:26:49.316 --> 02:26:49.776]  Headline.
[02:26:49.836 --> 02:26:50.376]  Get a grip.
[02:26:50.416 --> 02:26:52.277]  There's no secret North American Union.
[02:26:52.837 --> 02:26:57.539]  And it says that Lou Dobbs, myself, a bunch of others are totally insane and evil.
[02:26:58.119 --> 02:26:59.680]  It says we're just making it all up.
[02:27:00.120 --> 02:27:03.622]  And I run into this where I have actual government documents where they're setting us up.
[02:27:04.062 --> 02:27:05.943]  Judicial Watch got the foyer request.
[02:27:07.163 --> 02:27:11.405]  Well, you know, actually one of my colleagues in this book, Antonia Juhasz, this weekend is going to Ottawa.
[02:27:29.354 --> 02:27:44.588]  The Canadian groups there are sponsoring an entire discussion of this issue, basically a convention of several hundred people to review what is going on, what we know is being planned from various documents and other information.
[02:27:44.668 --> 02:27:45.469]  Well, that's my point.
[02:27:45.489 --> 02:27:47.691]  We're already under secret tribunals.
[02:27:48.091 --> 02:27:50.733]  It's admitted, but you tell the general public that.
[02:27:51.194 --> 02:27:53.736]  It's like they've got a defense against anything that could threaten them.
[02:27:53.776 --> 02:27:55.017]  They just deny it exists.
[02:27:55.754 --> 02:28:12.185]  Well, yeah, because the people who are planning this are people who, you know, come out 4th of July, they're waving the flag constantly, you know, and it, you know, people would like to believe that the people in charge of stuff, the people who are elected are
[02:28:14.106 --> 02:28:23.610]  Doing the right thing so that they could just, you know, turn their attention to the tasks of everyday life and feel like things are kind of, you know, on autopilot or something where they don't have to worry.
[02:28:23.730 --> 02:28:35.274]  Well, let's talk about what globalization means with the people steering it that are in control and where you see it going and how we stop it, how we get out of this system that we didn't opt into, that we haven't voted for.
[02:28:35.294 --> 02:28:36.875]  We'll be right back with our guest.
[02:28:36.955 --> 02:28:38.035]  I'm Alex Jones.
[02:28:39.816 --> 02:28:40.756]  We're on the march.
[02:28:41.196 --> 02:28:42.717]  The empire's on the run.
[02:28:43.724 --> 02:28:46.467]  Alex Jones and the GCN Radio Network.
[02:28:49.849 --> 02:28:53.473]  Are you looking for a one-stop shop to find all your favorite books and videos?
[02:28:53.693 --> 02:28:54.554]  Look no further!
[02:28:54.854 --> 02:28:57.436]  Northern Voice Bookstore has everything you need.
[02:28:57.856 --> 02:29:06.304]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[02:29:06.664 --> 02:29:06.864]  I think so.
[02:29:24.122 --> 02:29:24.522]  I'm good.
[02:29:51.593 --> 02:29:55.717]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[02:29:55.937 --> 02:29:57.699]  Well, the glass has a natural resonance.
[02:29:57.959 --> 02:30:04.245]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[02:30:04.545 --> 02:30:10.671]  Using a similar principle, Royal Raymond Rife discovered that diseased organisms can be destroyed using different resonant frequencies.
[02:30:10.911 --> 02:30:12.773]  The BioSolutions Frequency Instrument
[02:30:13.033 --> 02:30:13.454]  I think so.
[02:30:35.530 --> 02:30:36.551]  Eliminate the cause!
[02:30:36.711 --> 02:30:39.494]  For more information call BioSolutions toll free 1-866-885-6625.
[02:30:39.514 --> 02:30:39.954]  That's 1-866-885-6625.
[02:30:39.974 --> 02:30:40.034]  1-866-885-6625.
[02:30:50.265 --> 02:30:57.047]  This is Elizabeth Border, author of the two book set, America Attacked and Chaos and Chemtrails.
[02:30:57.427 --> 02:31:03.809]  I wrote these books because I believe that every American should have the vital chemtrails research info.
[02:31:04.290 --> 02:31:14.193]  I was much heartened and encouraged when a radio listener recently wrote me, quote, you are truly a great writer, so clear and powerful and thorough in your communication.
[02:31:14.673 --> 02:31:18.134]  You have the strength to forge ahead in the midst of darkness.
[02:31:18.434 --> 02:31:21.136]  And you also believe in the power of goodness and truth.
[02:31:21.756 --> 02:31:24.458]  I hope you listeners will order these crucial books.
[02:31:24.999 --> 02:31:28.941]  Send your check for $32 post-pay to Radio Liberty P.O.
[02:31:29.001 --> 02:31:30.522]  Box 969 Soquel, S-O-Q-U-E-L, California 95073.
[02:31:30.562 --> 02:31:34.245]  $32 to Radio Liberty Box 969 Soquel, California 95073 or call 1-800-544-8927.
[02:31:34.265 --> 02:31:34.325]  1-800-544-8927.
[02:31:50.186 --> 02:31:52.948]  Crashing through the lies and disinformation.
[02:31:52.968 --> 02:31:56.870]  It's Alex Jones, only on the GCN Radio Network.
[02:32:07.777 --> 02:32:13.140]  Yeah, I would encourage you... I mean, I don't have a lot of time to read books these days.
[02:32:13.180 --> 02:32:17.943]  I read literally 10, 15 newspapers, hundreds of news articles I scan each day.
[02:32:18.803 --> 02:32:31.590]  Hundreds of emails, government documents, legislation, and there aren't a lot of books I have time to read, but I got the book, and I've scanned over it, and I've read some of it, and I think I'm going to take the time out to read the whole thing, because I can learn something from it.
[02:32:32.031 --> 02:32:36.093]  And I've been studying globalization for about 15 years, but on air for more than 12.
[02:32:37.874 --> 02:32:42.096]  By the way, Congressman Ron Paul, running for President, is going to be on with us in the next few weeks.
[02:32:42.237 --> 02:32:44.478]  We are lining that up for an extended interview.
[02:32:45.590 --> 02:32:47.893]  And also he's going to be on Bill Maher tonight.
[02:32:47.953 --> 02:32:49.975]  He's written a new article that's out today.
[02:32:50.556 --> 02:32:51.377]  He's in a new article.
[02:32:51.397 --> 02:32:56.422]  He impeached George W. Bush over North American Union agendas as a Republican presidential candidate.
[02:32:57.984 --> 02:33:02.089]  So we've got that up on PrisonPlanet.com and InfoWars.com right now.
[02:33:03.152 --> 02:33:13.651]  Going back to our guest, Stephen Hyatt, again, the book is A Game As Old As Empire, available at all your better bookstores or Amazon.com.
[02:33:14.092 --> 02:33:15.815]  We have links to it up on
[02:33:16.653 --> 02:33:30.316]  Infowars.com and for your trendy liberal parent or neighbor or husband or son or daughter who just doesn't believe there's any powerful elite globally that thinks New World Order is good.
[02:33:30.336 --> 02:33:33.217]  Because you've got the camp that says, yeah, there's a world government.
[02:33:33.257 --> 02:33:34.997]  Isn't that the next logical step?
[02:33:35.037 --> 02:33:40.638]  You know, we were agrarian, city-states, nation-states, and then now global government.
[02:33:40.678 --> 02:33:42.559]  Why, we'll all be citizens of the world.
[02:33:42.639 --> 02:33:43.279]  John Lennon.
[02:33:44.435 --> 02:33:46.896]  That's not what people are talking about, okay?
[02:33:46.936 --> 02:33:54.798]  This is a centralized bureaucracy with no liberty, no freedom, no control of your own destiny.
[02:33:56.319 --> 02:34:00.300]  And for folks out there that don't understand this, the World Trade Organization was set up in 95.
[02:34:00.780 --> 02:34:05.881]  It has more authority over our trade decisions than the Congress does, and the President does now.
[02:34:07.062 --> 02:34:08.462]  Steve, can you continue talking about that?
[02:34:09.382 --> 02:34:09.823]  Sure.
[02:34:09.843 --> 02:34:10.803]  This is by design.
[02:34:12.148 --> 02:34:22.491]  These organizations will undertake decisions that will not be reviewable by a legislature, by chief executive, by people, by referendum, or however.
[02:34:24.032 --> 02:34:26.353]  They'll be outside the political discussion.
[02:34:28.228 --> 02:34:37.054]  This will basically be that the real actors are corporations, elites who have access to these organizations.
[02:34:37.614 --> 02:34:43.458]  They run them and they will make decisions based on their interests.
[02:34:44.638 --> 02:34:46.339]  They won't really have to consult anybody.
[02:34:47.500 --> 02:34:48.841]  That's basically the idea.
[02:34:49.321 --> 02:34:53.384]  So we have the structure for a globalization from the top down.
[02:34:53.991 --> 02:34:58.795]  One that largely dispenses with any kind of real substantive democracy.
[02:34:59.395 --> 02:35:12.305]  You have, you know, fig leaves for things, and we're all talking about the things like wardrobe malfunctions or something, rather than the real issues that determine, you know, economic and social decisions that determine how we live.
[02:35:12.425 --> 02:35:13.746]  We're on the exact same page.
[02:35:13.826 --> 02:35:20.611]  I was about to say, we'll get to decide, you know, what color the road signs are, but not where the roads go or how much it costs to get on them.
[02:35:21.192 --> 02:35:25.615]  Yeah, these people will, of course, arrange kind of really passionate discussions.
[02:35:25.655 --> 02:35:28.958]  Will those road signs be, you know, in the red or will they be blue?
[02:35:29.398 --> 02:35:32.520]  You know, and we'll be at each other's throats about that.
[02:35:32.540 --> 02:35:34.642]  There'll be a big national debate and the people won!
[02:35:34.902 --> 02:35:35.843]  They're blue!
[02:35:36.303 --> 02:35:37.664]  Yeah, that's right, that's right.
[02:35:38.785 --> 02:35:41.987]  So, while the real decisions are being made, you know, elsewhere.
[02:35:44.249 --> 02:35:47.571]  So, that's what these people have in mind.
[02:35:47.611 --> 02:35:48.992]  Again, a world where
[02:35:49.494 --> 02:35:50.654]  The dollar is a citizen.
[02:35:50.674 --> 02:35:53.616]  The more dollars you have, the more rights you have.
[02:35:54.436 --> 02:36:04.760]  One thing we look at, for example, is the role of offshore banks in this, because this is one of the main avenues of control and extraction of wealth around the world by these elites.
[02:36:07.380 --> 02:36:14.243]  John Christensen, who was an offshore banker himself, came out of the cold writing about this, knows a lot about it.
[02:36:15.009 --> 02:36:19.512]  He says that one third of all the wealth in the world is now held in secret offshore accounts.
[02:36:21.433 --> 02:36:29.397]  What this means is, again, it's another way for the elites to abstract themselves from any real participation in our communities.
[02:36:29.817 --> 02:36:32.499]  They take again, but they don't give back anymore.
[02:36:32.539 --> 02:36:34.220]  They have no real allegiance to
[02:36:35.413 --> 02:36:59.103]  country community you know all all protestations of being conservative or or nonsense but this is absolutely this is absolutely central and I'm going to give my my analysis on this and I'm going to try to boil it down simply not that I'm saying the audience is simple but so you can explain this to others audience and then Mr. Hyatt if you can put it in as simply as you can okay here's how it works
[02:37:00.877 --> 02:37:07.843]  They come into a nation, a western nation, to get a funding mechanism and a military enforcement arm like England, Germany, France, the U.S.
[02:37:08.464 --> 02:37:09.324]  They come in and they lobby.
