[00:00:00.149 --> 00:00:01.009]  Dead on.
[01:09:46.077 --> 01:09:48.858]  Attorney's Office in Utah had no comment on the allegations.
[01:09:48.858 --> 01:09:50.899]  The FBI and Justice Department in Washington, D.C.
[01:09:50.899 --> 01:09:51.999]  also declined comment.
[01:09:53.232 --> 01:09:58.836]  And he goes on to say, Nichols does not know the motive the government would have to be involved in the bombing.
[01:09:58.836 --> 01:10:06.842]  The affidavit was filed in a lawsuit brought by Salt Lake City attorney Jesse Trinidou, who believes his brother's death in federal prison was linked to the Oklahoma City bombing.
[01:10:06.842 --> 01:10:18.910]  The suit, which seeks documents from the FBI under the Federal Freedom of Information Act, alleges that authorities mistook Kenneth Trinidou for a bombing conspirator, who they also tortured to death and hung, and that guards killed him in an interrogation that got out of hand.
[01:10:19.918 --> 01:10:23.862]  And it goes on from there, and that's how he got involved in this.
[01:10:23.862 --> 01:10:26.965]  Now, they were able to see the documents before they were sealed.
[01:10:26.965 --> 01:10:36.273]  We now have gotten the documents when they were unsealed, minus, and we're the only people that have these now, now you can get them at PrisonPlanet.com, minus the exhibits.
[01:10:36.273 --> 01:10:43.540]  He went back to the judge and got the basic filing unsealed, and we have that up on the website for you right now.
[01:10:44.395 --> 01:10:47.576]  This is so important, but here is the desert news.
[01:10:47.576 --> 01:11:01.681]  The most shocking allegation in the 19-page signed declaration is that Nichols' assertion that the whole bombing plot was an FBI operation and that McVey let slip during a bout of anger that he was taking instruction from former FBI official Larry Potts.
[01:11:01.681 --> 01:11:03.682]  And going back to the Salt Lake City
[01:11:04.392 --> 01:11:11.854]  Tribune article, McVeigh told him, Nichols, he was recruited for underground missions while serving in the military, according to Nichols.
[01:11:11.854 --> 01:11:17.436]  He says he learned sometime in 95 that there had been a change in the bombing target, and that McVeigh was very upset about that.
[01:11:17.436 --> 01:11:20.517]  It just goes on and on and on.
[01:11:20.517 --> 01:11:28.259]  And the big news here is, this has been in two newspapers and on PrisonPlanet.com and InfoWars.com, has even been on the front page of Google News.
[01:11:28.259 --> 01:11:29.920]  If you type in Oklahoma City bombing, it's the
[01:11:30.732 --> 01:11:38.158]  Our stories are number one, meaning they're getting the most visitors, and it's being accepted by Google as news to go through a vetting process, because they went and researched it.
[01:11:38.158 --> 01:11:42.441]  It's been one of the number one stories on dig.com, which is like 54 on the web.
[01:11:42.441 --> 01:11:43.462]  It was 55 last week.
[01:11:43.462 --> 01:11:47.205]  I'll give you an idea, Drudge is like 500 and something in ranking.
[01:11:47.205 --> 01:11:54.810]  This is a huge story in the underground media, which is now becoming the dominant media, because mainstream media refuses to report on this.
[01:11:54.810 --> 01:11:58.073]  Let's go ahead and talk to Tony in Arlington.
[01:11:59.160 --> 01:12:00.544]  And you're on the air.
[01:12:00.544 --> 01:12:02.349]  Thanks for holding.
[01:12:02.349 --> 01:12:03.853]  Hey Alex, where do I start?
[01:12:03.853 --> 01:12:04.515]  Man, I'm sick.
[01:12:06.381 --> 01:12:11.084]  Well, it's a good thing the mainstream media is covering important stories like, you know, Brittany shaving her head.
[01:12:11.084 --> 01:12:12.405]  Oh, that's the cover of Newsweek.
[01:12:12.405 --> 01:12:13.765]  I was in a grocery store this morning.
[01:12:13.765 --> 01:12:16.687]  It's Girls Gone Bad, Girls Gone Wild.
[01:12:16.687 --> 01:12:18.188]  Oh my, this is so important.
[01:12:18.188 --> 01:12:19.049]  Anna Nicole Smith.
[01:12:19.049 --> 01:12:20.050]  Who cares?
[01:12:20.050 --> 01:12:21.911]  Yeah, isn't that great?
[01:12:21.911 --> 01:12:23.992]  A couple questions quickly, Alex.
[01:12:23.992 --> 01:12:28.896]  Well, let me just ask you, because I just spent an hour not taking calls, trying to condense it all down.
[01:12:28.896 --> 01:12:30.637]  I mean, could you follow that?
[01:12:30.637 --> 01:12:31.998]  I mean, was that put together well?
[01:12:32.845 --> 01:12:33.685]  It was very cogent.
[01:12:33.685 --> 01:12:35.186]  No, it was very well put together.
[01:12:35.186 --> 01:12:37.367]  This is such a big issue!
[01:12:37.367 --> 01:12:38.708]  Well, here's the thing.
[01:12:38.708 --> 01:12:42.649]  It's not working in the St.
[01:12:42.649 --> 01:12:44.570]  Philip's City Tribune.
[01:12:44.570 --> 01:12:55.635]  My question is, when or how do you think the smoking gun evidence, the part of the lead is sealed, do you think that will ever see the light of day in the mainstream media?
[01:12:55.635 --> 01:12:59.857]  The second thing is, if it does, do you see this as a possible watershed?
[01:13:00.991 --> 01:13:01.972]  OKC was bad enough.
[01:13:01.972 --> 01:13:05.553]  I'm not diminishing that, and I'm certainly not diminishing your work here.
[01:13:05.553 --> 01:13:12.656]  But it points towards 9-11, and if we can prove OKC was an inside job, then the logical extension is 9-11.
[01:13:12.656 --> 01:13:13.137]  Well, yeah.
[01:13:13.137 --> 01:13:17.178]  I mean, A leads to B, and if they can do that, what can't they do?
[01:13:17.178 --> 01:13:18.939]  What won't a rat do at that point?
[01:13:18.939 --> 01:13:21.100]  Well, let's go back to what you said earlier.
[01:13:23.444 --> 01:13:25.646]  You know, basically, uh, will this break?
[01:13:25.646 --> 01:13:26.346]  Will this come out?
[01:13:26.346 --> 01:13:26.667]  Yeah.
[01:13:26.667 --> 01:13:35.153]  There have been three separate lawsuits by insurance companies and others, and the feds would never release the surveillance video of the bombing happening.
[01:13:35.153 --> 01:13:49.345]  And we have newscasts, the documents, it's all in Road to Tyranny, where people can go to Google Video, type in The Road to Tyranny, watch my film for free, you can buy it on DVD, and InfoWars.com if you want, but don't let that stop you, go watch it for free, and you'll see all the newscasts, you'll witness it all,
[01:13:50.194 --> 01:13:51.455]  For yourselves.
[01:13:51.455 --> 01:13:52.935]  I mean, this is admitted.
[01:13:52.935 --> 01:13:58.137]  So we have FBI agents who went public and said, yeah, it's McVeigh with these Arabs.
[01:13:58.137 --> 01:13:58.358]  Okay?
[01:13:58.358 --> 01:14:02.239]  And that fits in, and we know that they were there, but we know they were on federal payroll.
[01:14:02.239 --> 01:14:03.760]  This is all part of these black ops.
[01:14:03.760 --> 01:14:06.861]  So no, I don't think they're going to release these sealed documents.
[01:14:06.861 --> 01:14:11.363]  The problem is, is that some lawyers out there have them, and who knows if they're going to be servicing.
[01:14:11.363 --> 01:14:12.844]  Well, I'm just livid, Alex.
[01:14:12.844 --> 01:14:14.965]  I started this, you know, after 9-11.
[01:14:14.965 --> 01:14:16.085]  I was a skeptic, quite honestly.
[01:14:16.085 --> 01:14:16.625]  I heard of you.
[01:14:16.625 --> 01:14:17.466]  I visited your website.
[01:14:17.466 --> 01:14:17.866]  I said, nah.
[01:14:18.664 --> 01:14:19.445]  Just another kook.
[01:14:19.445 --> 01:14:20.265]  Well, you know what?
[01:14:20.265 --> 01:14:23.306]  I did some research on my own, and I'm college educated.
[01:14:23.306 --> 01:14:31.331]  I've got a background that, you know, I'm very interested in 9-11 for personal reasons, and I've seen the light.
[01:14:31.331 --> 01:14:37.654]  I mean, you can't deny certain things, and I'll let you go, but I just wanted to say if there's any way this can see the light of day and
[01:14:38.450 --> 01:14:43.335]  And hit the mainstream news just for a day or two, maybe it'll wake some more folks up.
[01:14:43.335 --> 01:14:44.155]  I hear you.
[01:14:44.155 --> 01:14:45.877]  I mean, frankly, I've got a family.
[01:14:45.877 --> 01:14:46.738]  I enjoy my life.
[01:14:46.738 --> 01:14:49.060]  I don't even like covering issues like this.
[01:14:49.060 --> 01:14:51.262]  This is dangerous, folks.
[01:14:51.262 --> 01:14:53.844]  And, I mean, I'm here witnessing all this.
[01:14:53.844 --> 01:14:54.865]  I'm here covering this.
[01:14:54.865 --> 01:14:59.489]  Trinidad comes on the show and says, yeah, you really broke this three years ago.
[01:14:59.489 --> 01:15:01.091]  We laid this out a long time before that.
[01:15:01.975 --> 01:15:03.697]  And, uh, but they killed those people.
[01:15:03.697 --> 01:15:05.618]  They killed those children in that daycare.
[01:15:05.618 --> 01:15:09.541]  They did it to turn America into a police state, and somebody's got to stand up.
[01:15:09.541 --> 01:15:11.043]  Somebody's got to fight this.
[01:15:11.043 --> 01:15:13.765]  Let's go ahead and talk to Robert in Austin.
[01:15:13.765 --> 01:15:15.546]  Robert, you're on the air.
[01:15:15.546 --> 01:15:17.007]  Yes, Alex, how's it going?
[01:15:17.007 --> 01:15:18.509]  Good.
[01:15:18.509 --> 01:15:27.536]  Uh, about the OKC thing, I have a question later, but first, on FoxNews.com today, if you go to the latest news, you'll see
[01:15:28.072 --> 01:15:30.894]  Smart cams do flag suspicious behavior.
[01:15:30.894 --> 01:15:38.838]  Yeah, they're going to put cameras in all of the backs of the seats just to watch your every movement on the airplanes with computers analyzing it.
[01:15:38.838 --> 01:15:41.579]  It's more fraud than the lie detector ever was.
[01:15:41.579 --> 01:15:43.480]  It's just an excuse to totally surveil us.
[01:15:43.480 --> 01:15:44.381]  Let me give you one new.
[01:15:44.381 --> 01:15:47.182]  They're going to put them in all the new cars, but go ahead.
[01:15:47.182 --> 01:15:49.223]  Okay, get this.
[01:15:49.223 --> 01:15:50.404]  This is from the article.
[01:15:50.404 --> 01:15:52.605]  Surveillance cameras are common in many cities.
[01:15:53.204 --> 01:15:55.145]  Well, that's right.
[01:15:55.145 --> 01:16:00.428]  The Houston Police Chief, and I'm not making this up, was in the Associated Press last year.
[01:16:15.723 --> 01:16:19.185]  Just type into Google, Houston Police Chief wants cameras in homes.
[01:16:19.185 --> 01:16:21.366]  And they didn't say criminals' homes, that's how it'll start.
[01:16:21.366 --> 01:16:24.607]  No, everybody's house needs cameras with the police watching you.
[01:16:24.607 --> 01:16:28.349]  Sir, they put cameras in thousands of school bathrooms.
[01:16:28.349 --> 01:16:38.554]  Okay, I remember eight years ago, almost nine years ago, in 1999, I guess eight years ago, seeing the Associated Press report that in Michigan they put them in the stalls in highway stops.
[01:16:39.114 --> 01:16:45.418]  I mean, again, it's 1984, you've got a decadent, dumbed-down public that has no idea what's being set up.
[01:16:45.418 --> 01:16:48.720]  Quickly, you're OK, C-Common, I've got to go to break.
[01:16:48.720 --> 01:16:58.327]  Yes, I was wondering, you've talked about this before, but the results of the bombing, was there any legislation passed, or did they try to pass anything, or is it just sort of a tie-off?
[01:16:58.327 --> 01:16:59.067]  Yes.
[01:16:59.067 --> 01:17:00.408]  Let me break that down when we get back.
[01:17:00.408 --> 01:17:01.329]  I appreciate your call.
[01:17:01.329 --> 01:17:03.230]  Stay with us, more calls, more news, straight ahead.
[01:17:08.286 --> 01:17:09.787]  Hey Jane, how's it going?
[01:17:09.787 --> 01:17:11.929]  Gosh, I'm not doing so well.
[01:17:11.929 --> 01:17:16.432]  Even though I'm doing everything I'm supposed to do, my blood sugar is way out of control.
[01:17:16.432 --> 01:17:18.353]  Oh Jane, I'm sorry to hear that.
[01:17:18.353 --> 01:17:20.654]  I have to monitor my blood sugar again.
[01:17:20.654 --> 01:17:26.078]  If there was only something natural I could take that would help control my blood sugar, that really works.
[01:17:26.078 --> 01:17:27.439]  Have you tried sucroblast?
[01:17:28.211 --> 01:17:33.853]  For millions of Americans who can't keep their high blood sugar levels off their minds, there's Sucroblast.
[01:17:33.853 --> 01:17:38.755]  Sucroblast is the all-natural way to help keep your high blood sugar levels under control.
[01:17:38.755 --> 01:17:43.277]  For a limited time, you can get a free consultation from a Sucroblast specialist.
[01:17:43.277 --> 01:17:46.058]  Call 1-800-99-HEALTHY.
[01:17:46.058 --> 01:17:48.839]  That's 1-800-99-HEALTHY.
[01:17:48.839 --> 01:17:53.021]  Or visit them on the web at MyBloodSugarBreakthrough.com.
[01:17:53.021 --> 01:17:54.742]  That's MyBloodSugarBreakthrough.com.
[01:17:56.528 --> 01:17:57.948]  So, Jane, what do you think?
[01:17:57.948 --> 01:18:02.129]  I'm going to call Sucroblast to set up a free consultation right now!
[01:18:02.129 --> 01:18:03.009]  Excellent, Jane.
[01:18:03.009 --> 01:18:06.590]  He'll be glad you did.
[01:18:06.590 --> 01:18:07.590]  Ted Anders for Midas.
[01:18:07.590 --> 01:18:08.010]  February 23, 2007.
[01:18:08.010 --> 01:18:08.510]  Gold 683, 10 ounce.
[01:18:08.510 --> 01:18:10.311]  Gold coins are at 70492, 35501 for half, 17748 for quarter ounce.
[01:18:10.311 --> 01:18:10.571]  That's 70492, 35501, 17748.
[01:18:21.613 --> 01:18:34.839]  On June 4th, 1963, an unknown presidential decree, Executive Order 11110, was signed with the authority to strip the Federal Reserve Bank of its power to lend money to the United States government and interest.
[01:18:34.839 --> 01:18:38.200]  With the stroke of a pen, Kennedy would have put the Fed out of business.
[01:18:38.200 --> 01:18:41.742]  The November assassination quieted the production of the new currency.
[01:18:41.742 --> 01:18:44.743]  However, the Executive Order still stands unrepealed.
[01:18:45.023 --> 01:18:47.986]  Midas has the Kennedy vs. Fed document.
[01:18:47.986 --> 01:18:48.507]  Call 800-686-2237.
[01:18:48.507 --> 01:18:53.473]  Unlike your liberty, the paper is free.
[01:18:53.473 --> 01:18:56.556]  Call 800-686-2237.
[01:18:56.556 --> 01:19:00.481]  If you're interested in breaking the bondage of taxation and debt, call 800-686-2237.
[01:19:00.481 --> 01:19:00.661]  That's 800-686-2237.
[01:19:10.305 --> 01:19:16.148]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:19:16.148 --> 01:19:23.771]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:19:24.474 --> 01:19:31.918]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:19:31.918 --> 01:19:43.665]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:19:43.665 --> 01:19:47.627]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:19:47.627 --> 01:19:49.889]  It's an anthology of government crimes.
[01:19:49.889 --> 01:19:53.731]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:19:54.306 --> 01:20:07.249]  Get your copy today on InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[01:20:07.249 --> 01:20:09.110]  Government is best, which governs least.
[01:20:09.110 --> 01:20:10.390]  Wake up and smell the fascism.
[01:20:10.390 --> 01:20:13.791]  Being in government means never having to say you're sorry.
[01:20:13.791 --> 01:20:16.512]  What part of unconstitutional do not understand, George?
[01:20:17.097 --> 01:20:24.387]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[01:20:24.387 --> 01:20:32.058]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers from humorous to serious at LibertyStickers.com
[01:20:32.979 --> 01:20:36.843]  LibertyStickers.com can even customize your own bumper stickers.
[01:20:36.843 --> 01:20:39.345]  It's time to stand up for what you believe.
[01:20:39.345 --> 01:20:40.647]  Invest in your freedom.
[01:20:40.647 --> 01:20:45.752]  Get your stickers at LibertyStickers.com for your family, friends, and community.
[01:20:45.752 --> 01:20:47.734]  Go to LibertyStickers.com or call 877-873-9626.
[01:20:51.417 --> 01:20:53.578]  That's 877-873-9626 and express your freedom of speech today.
[01:20:53.578 --> 01:20:53.998]  Call 877-873-9626.
[01:20:53.998 --> 01:20:54.198]  That's 877-873-9626.
[01:20:54.198 --> 01:20:55.598]  Thank you for listening to GCN.
[01:20:55.598 --> 01:20:56.539]  Be sure to visit GCNlive.com today.
[01:21:18.476 --> 01:21:20.377]  Raging for the truth.
[01:21:20.377 --> 01:21:22.437]  Exposing corruption.
[01:21:22.437 --> 01:21:26.118]  Dismantling the false left-right paradigm.
[01:21:26.118 --> 01:21:31.659]  He's Alex Jones.
[01:21:31.659 --> 01:21:44.843]  All right, I just typed into Google Oklahoma bombing into the news, into their news area, and it says KTEN-TV at Oklahoma City did report on an Oklahoma City bombing
[01:21:46.286 --> 01:21:51.171]  Conspirator Terry Nichols now claims a former top official of the FBI was behind the bombing plot.
[01:21:51.171 --> 01:21:57.758]  Nichols says in a statement from a federal lawsuit that bomber Timothy McVeigh identified Deputy FBI Director Larry Potts as the man directing the scheme.
[01:21:58.596 --> 01:22:05.339]  And it's just Potts says the claim is nonsense and ridiculous and the FBI calls Nichols' allegations completely without any factual basis.
[01:22:05.339 --> 01:22:06.760]  But then the story continues.
[01:22:06.760 --> 01:22:11.962]  Nichols' statement gives no explanation why an FBI official would want a federal building bombed.
[01:22:11.962 --> 01:22:16.884]  Why would Hitler, when he was German Chancellor, want to bomb his own capital building?
[01:22:16.884 --> 01:22:22.387]  To have total control and scare the people into submission and get more funding and set up the Third Reich!
[01:22:22.387 --> 01:22:25.028]  That's why, two months after being elected on February 27th,
[01:22:26.292 --> 01:22:27.433]  1933, he did that.
[01:22:27.433 --> 01:22:28.913]  That's why it's now declassified.
[01:22:28.913 --> 01:22:33.516]  Our government staged the Gulf of Tonkin attack to kick off Vietnam in 1964.
[01:22:33.516 --> 01:22:35.017]  That's why our government's declassified.
[01:22:35.017 --> 01:22:39.059]  Hundreds of other examples of where they've staged terror attacks overseas to blame it on foreign enemies.
[01:22:39.059 --> 01:22:42.861]  In fact, I have the Times of London today in one other mainstream news article.
[01:22:42.861 --> 01:22:44.262]  In fact, where is that?
[01:22:44.262 --> 01:22:46.343]  It's in my big stack here.
[01:22:46.343 --> 01:22:46.943]  I had that.
[01:22:46.943 --> 01:22:49.364]  Oh, here's a London Telegraph on it.
[01:22:49.364 --> 01:22:49.745]  U.S.
[01:22:49.745 --> 01:22:52.226]  funds terror groups to sow chaos in Iran.
[01:22:52.958 --> 01:22:55.601]  And they've got terror groups running around blowing stuff up.
[01:22:55.601 --> 01:22:56.702]  Oh, here, right here!
[01:22:56.702 --> 01:22:57.443]  Here today!
[01:22:57.443 --> 01:22:58.704]  This is today!
[01:22:58.704 --> 01:22:59.645]  How many more articles?
[01:22:59.645 --> 01:23:01.327]  It's just constant!
[01:23:01.327 --> 01:23:03.830]  Stop being so not naive out there!
[01:23:03.830 --> 01:23:06.052]  The cameras in the bathroom are for our safety.
[01:23:06.052 --> 01:23:07.634]  I think the Houston police chief's right.
[01:23:07.634 --> 01:23:09.516]  We need cameras in our houses.
[01:23:09.516 --> 01:23:10.958]  But the border needs to be wide open.
[01:23:12.819 --> 01:23:13.840]  I said I'd go to your calls.
[01:23:13.840 --> 01:23:17.002]  You know, the callers are pretty much asking the same question.
[01:23:17.002 --> 01:23:19.044]  Will the big national media cover this?
[01:23:19.044 --> 01:23:20.845]  Will more documents ever come out?
[01:23:20.845 --> 01:23:26.770]  It doesn't even matter if they do, at a certain level, because most people won't even go read it, and the media will ignore it.
[01:23:26.770 --> 01:23:28.411]  But over time, people are waking up.
[01:23:28.411 --> 01:23:31.573]  We can't wait 40 years or something like Gulf of Tonkin, though.
[01:23:31.573 --> 01:23:33.215]  This needs to come out now, and it is.
[01:23:35.874 --> 01:23:42.421]  I swore a long time ago to fight the globalists and find out the truth, and I found out OKC was an inside job months after it happened.
[01:23:42.421 --> 01:23:49.028]  I was watching local access TV, and somebody here locally had gone and gotten the newscast and put them all together.
[01:23:49.028 --> 01:23:52.691]  I was watching like two hours of newscast, but back-to-back, there they are taking the bombs out.
[01:23:52.691 --> 01:23:53.172]  The bombs.
[01:23:53.172 --> 01:23:54.113]  Look at the pillars shattered.
[01:23:54.113 --> 01:23:54.994]  The bombs inside.
[01:23:54.994 --> 01:23:57.977]  Police going, yo, the BATF was here seconds after it happened.
[01:23:58.718 --> 01:24:03.060]  BATF's on video going, we were told not to come in our pagers.
[01:24:03.060 --> 01:24:04.721]  See, they weren't involved, those people.
[01:24:04.721 --> 01:24:06.843]  They were warned not to come in their pagers.
[01:24:06.843 --> 01:24:08.604]  This is real stuff!
[01:24:08.604 --> 01:24:10.845]  We're not saying they're all terrorists.
[01:24:10.845 --> 01:24:12.766]  I don't even know if Larry Potts really did this.
[01:24:12.766 --> 01:24:15.187]  This could be some elaborate disinfo.
[01:24:15.187 --> 01:24:18.329]  We're just here reporting this and covering this.
[01:24:20.165 --> 01:24:22.746]  And listen, it's admitted there's a cover-up.
[01:24:22.746 --> 01:24:37.392]  It's admitted he went directly to Ashcroft in 2004, Larry Nichols did, with all these documents, and it turns out it was in the trial, in the late 90s, there in Denver, and it turns out all this got covered under national security.
[01:24:37.392 --> 01:24:45.476]  And now the media tried to get in to interview Nichols for years, and they wouldn't let the media, but a lawyer was able to get in, because you can't block lawyers.
[01:24:45.476 --> 01:24:46.456]  This is the bottom line.
[01:24:47.695 --> 01:24:50.896]  Let's go ahead and talk to Lewis in New Jersey.
[01:24:50.896 --> 01:24:54.917]  Lewis, you're on the air, then we'll go to Kevin and others.
[01:24:54.917 --> 01:24:58.377]  Lewis, thank you for holding her on the air worldwide.
[01:24:58.377 --> 01:25:00.638]  Thanks for having me, Alex.
[01:25:00.638 --> 01:25:16.021]  I just wanted to let you know that, like you said, there are mountains of evidence proving our situation concerning Oklahoma City and the New World Order overall, their crimes, and I wanted to just encourage you that
[01:25:16.964 --> 01:25:18.781]  That we need to focus on the solutions.
[01:25:19.412 --> 01:25:22.373]  That we have at our disposal.
[01:25:22.373 --> 01:25:30.175]  Well, the biggest solution right now is waking up the generally dumb public that can't find Iraq on a map, but will form some policy in their head.
[01:25:30.175 --> 01:25:42.758]  You know, the answer is exposing the New World Orders, gun control, their open borders, their North American Union, how they stage terror, how the environmental groups predominantly are nothing but a bunch of land grabbers for global corporations.
[01:25:42.758 --> 01:25:47.739]  You know, I'm here hitting the key, and I believe the solution is going to every hill and mountain and
[01:25:49.159 --> 01:25:52.002]  Crying from the rooftops that this stuff's going on.
[01:25:52.002 --> 01:25:52.783]  And it is working.
[01:25:52.783 --> 01:25:54.184]  We are waking people up.
[01:25:54.184 --> 01:25:54.685]  Definitely.
[01:25:54.685 --> 01:26:04.975]  And I just want to comment on my delight at seeing the effect of stories like this on the alternative media and its position.
[01:26:04.975 --> 01:26:09.700]  And I just wanted to ask your opinion in connection with all of this.
[01:26:09.700 --> 01:26:11.922]  You know, we know that they carry out these crimes.
[01:26:12.384 --> 01:26:16.248]  And I recently learned that, you know, as far as I can tell, the U.S.
[01:26:16.248 --> 01:26:18.950]  is actually a private corporation at this point.
[01:26:18.950 --> 01:26:20.191]  A private corporation.
[01:26:20.191 --> 01:26:22.453]  This is officially registered in 1913.
[01:26:22.453 --> 01:26:27.678]  The Federal Reserve registered the District of Columbia and the District
[01:26:28.479 --> 01:26:32.742]  ...was then expanded to be the corporate rulers of this country.
[01:26:32.742 --> 01:26:40.068]  They then began abolishing all the original constitutional powers to the legitimate federal government and the states, okay?
[01:26:40.068 --> 01:26:46.553]  And then from that point, they began giving new powers into the new corporate system and administrative law judges.
[01:26:46.553 --> 01:26:57.562]  So they created a parallel shadow government, then started erasing the real government, and then now are announcing the shadow government as the legitimate government and claiming the constitutional government is illegitimate.
[01:26:58.227 --> 01:26:58.913]  Does that make sense?
[01:26:59.904 --> 01:27:01.985]  Let's go ahead, and I appreciate your great questions, sir.
[01:27:01.985 --> 01:27:02.525]  They're excellent.
[01:27:02.525 --> 01:27:11.307]  Yes, the District of Criminals, the District of Columbia, is a private corporation, and it is registered in Puerto Rico, and it's basically owned by the Bank of England.
[01:27:11.307 --> 01:27:12.227]  Go research it.
[01:27:12.227 --> 01:27:13.448]  Private shareholders.
[01:27:13.448 --> 01:27:15.128]  It's come out in mainstream news now.
[01:27:15.128 --> 01:27:17.569]  It's just part of the insane asylum we live in.
[01:27:17.569 --> 01:27:22.650]  It's part of just the total fakeness, the stageness of almost everything we see, but it's there.
[01:27:22.650 --> 01:27:24.751]  The truth is there if you want to find out about it.
[01:27:24.751 --> 01:27:26.912]  Let's go ahead and talk to Kevin in Kansas.
[01:27:26.912 --> 01:27:27.252]  Welcome.
[01:27:27.252 --> 01:27:28.312]  You're on the air worldwide.
[01:27:29.192 --> 01:27:30.353]  Hey Alex, how's it going?
[01:27:30.353 --> 01:27:37.237]  I'm out here in Manhattan, Kansas, and I just wanted to let you know that good ol' Bill Clinton's gonna be out here to give one of his speeches.
[01:27:37.237 --> 01:27:47.003]  Well, Barack Obama came to town Friday, and I took the day off to be with family, but my crew and other great folks went out there and confronted him, and the local 9-11 troopers got signs up saying, Investigate 9-11.
[01:27:47.003 --> 01:27:49.945]  9-11's an inside job, and look at those photos.
[01:27:49.945 --> 01:27:51.946]  Huge signs took over the whole event.
[01:27:51.946 --> 01:27:54.288]  You can go look at those at jonesreport.com, but go ahead.
[01:27:55.396 --> 01:28:00.940]  No, it would just be great if there would be some like-minded people out here to want to fight the New World Order, but it's kind of hard.
[01:28:00.940 --> 01:28:07.685]  I'm kind of in the rut of the neocons out here in Manhattan, Kansas, so it's kind of hard to break through to people.
[01:28:07.685 --> 01:28:14.589]  I hand out your films to some of my college professors and hand some out to the students, but people out here, I mean, it is just totally 1984.
[01:28:14.589 --> 01:28:18.132]  Yeah, but you know, five years ago, it was like that everywhere I went.
[01:28:18.132 --> 01:28:22.255]  Now, everywhere I go, the majority are awake, so just keep working, keep planting your seeds.
[01:28:22.255 --> 01:28:22.675]  Anything else?
[01:28:23.760 --> 01:28:38.129]  No, I just want to say if there's anybody that's in Manhattan and they want to go protest and Bill Clinton comes down and into town, maybe we can shine light to some of these new Oklahoma City... Yeah, because you told the folks that answered the phone, it says Oklahoma City and Bill Clinton.
[01:28:38.129 --> 01:28:40.951]  I mean, maybe go confront Clinton about that.
[01:28:40.951 --> 01:28:42.512]  That'd be great.
[01:28:42.512 --> 01:28:43.173]  That'd be nice.
[01:28:43.173 --> 01:28:49.837]  I just was calling to see if there's any like-minded people that are out here in Manhattan that would like to go do that with me.
[01:28:49.837 --> 01:28:51.458]  Do you have an email or something?
[01:28:51.966 --> 01:28:55.048]  Yeah, kdb at ksu dot edu.
[01:28:55.048 --> 01:28:55.889]  Alright, bro.
[01:28:55.889 --> 01:28:56.909]  I appreciate it.
[01:28:56.909 --> 01:28:58.811]  Let's go ahead and talk to James in Indiana.
[01:28:58.811 --> 01:28:59.371]  You're on the air.
[01:28:59.371 --> 01:29:00.392]  Go ahead, James.
[01:29:00.392 --> 01:29:00.972]  Yeah, Alex.
[01:29:00.972 --> 01:29:03.374]  I want to talk about the motive for the Oklahoma City bombing.
[01:29:03.374 --> 01:29:03.754]  Okay.
[01:29:03.754 --> 01:29:04.754]  Very important.
[01:29:04.754 --> 01:29:07.056]  I've heard you say a couple of times about funding.
[01:29:07.957 --> 01:29:15.143]  The omnibus crime bill had failed six months before, and they got it to sail through right after the bombing.
[01:29:15.143 --> 01:29:19.126]  Okay, I kind of agree with you, but I disagree with you more, because I think the motive is bigger than that.
[01:29:19.126 --> 01:29:21.447]  I think the motive was... That was only one part of it.
[01:29:21.447 --> 01:29:21.848]  Yeah.
[01:29:21.848 --> 01:29:26.351]  Demonized the constitutional patriot militia movement that was exploding at the time.
[01:29:26.351 --> 01:29:27.211]  Yeah.
[01:29:27.211 --> 01:29:33.276]  There was the Patriot Movement, a strong Patriot Movement, because if you remember the times, the biggest image of the government at the time was the Patriot Movement.
[01:29:33.743 --> 01:29:41.265]  And it was gaining momentum with Ruby Ridge, the disaster there, and Waco... Oh, listen, there were... Listen, the Oklahoma Statehouse... Stay there, I'm going to put you on hold, okay?
[01:29:41.265 --> 01:29:43.785]  I want you to be able to finish up.
[01:29:43.785 --> 01:29:48.086]  The Oklahoma Statehouse was about to pass an amendment against the U.N.
[01:29:48.086 --> 01:29:49.587]  at the state level to start the U.N.
[01:29:49.587 --> 01:29:50.827]  pullout with a U.N.
[01:29:50.827 --> 01:29:51.807]  free zone.
[01:29:51.807 --> 01:29:53.827]  You're absolutely on target with that.
[01:29:53.827 --> 01:29:56.588]  PrisonPlanet.com and InfoWars.com are the websites.
[01:29:56.588 --> 01:29:59.969]  More calls and North American Union news on the other side as well.
