[00:00:00.309 --> 00:00:02.631]  Find out right now.
[02:19:35.410 --> 02:19:37.071]  This is slightly different.
[02:19:37.071 --> 02:19:43.375]  It has to do with the Virginia Tech story.
[02:19:43.375 --> 02:19:46.617]  What is a student visa that's called F-1?
[02:19:46.617 --> 02:19:49.059]  Is that permanent or is it temporary?
[02:19:49.059 --> 02:19:49.940]  Have you heard of it?
[02:19:49.940 --> 02:19:50.980]  I don't know.
[02:19:50.980 --> 02:20:00.367]  Because there was a story that was taken off of Chicago Sun-Times about the
[02:20:02.136 --> 02:20:07.098]  About the shooter and it gave a completely different nationality.
[02:20:07.098 --> 02:20:07.819]  Right, yep.
[02:20:07.819 --> 02:20:09.419]  And we're following up on that as well.
[02:20:09.419 --> 02:20:14.602]  The initial stories by Keith Olbermann and others conflicting to how the story ended up.
[02:20:14.602 --> 02:20:16.142]  But we are investigating that.
[02:20:16.142 --> 02:20:18.603]  Anybody out there have any reports on the truck out?
[02:20:18.603 --> 02:20:19.904]  I'd love to hear it if you do.
[02:20:19.904 --> 02:20:20.664]  1-800-259-9231.
[02:20:20.664 --> 02:20:23.145]  This is the Alex Jones Show.
[02:20:23.145 --> 02:20:24.346]  We'll come right back after this.
[02:20:24.346 --> 02:20:25.326]  InfoWars.com.
[02:20:25.326 --> 02:20:26.407]  PrisonPlanet.com.
[02:20:29.497 --> 02:20:32.820]  More than 700 chemicals have been found in our drinking water.
[02:20:32.820 --> 02:20:38.025]  And did you know that you can have greater exposure to these chemicals by taking hot showers than when you drink the water?
[02:20:38.025 --> 02:20:42.669]  That's because many chemicals are inhaled when they evaporate, and others are absorbed through the skin.
[02:20:42.669 --> 02:20:51.797]  The KDF shower filter is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus in your shower.
[02:20:51.797 --> 02:20:55.400]  The media is non-toxic, environmentally sound, and is recyclable.
[02:20:55.680 --> 02:21:01.023]  The KDF shower filter will typically last 10,000 gallons or one year, whichever comes first.
[02:21:01.023 --> 02:21:08.227]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[02:21:08.227 --> 02:21:08.607]  What about you?
[02:21:09.520 --> 02:21:14.942]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[02:21:14.942 --> 02:21:16.103]  Call now to order at 1-888-803-4438.
[02:21:16.103 --> 02:21:18.023]  Order today and save $14 by calling 1-888-803-4438.
[02:21:18.023 --> 02:21:20.584]  Hi, this is Ted Anderson, here for the 2007 Red Book.
[02:21:36.391 --> 02:21:41.415]  The commodity markets like gold, silver, copper, aluminum and oil have exploded over the last year.
[02:21:41.415 --> 02:21:44.197]  This is a glaring testimony of how quickly the U.S.
[02:21:44.197 --> 02:21:46.659]  dollar can be devalued.
[02:21:46.659 --> 02:21:52.184]  Many have turned to precious metals to provide a safe haven while increasing the potential profits.
[02:21:52.184 --> 02:22:00.450]  Though accumulating precious metals has been a proven method for the storage of wealth, it is important that you understand the market you are getting into.
[02:22:00.450 --> 02:22:03.513]  Midas Resources is offering the red buck and silver dollar for only $27.95.
[02:22:05.643 --> 02:22:10.067]  The Red Book is the number one best-selling guide to gold and silver coins.
[02:22:10.067 --> 02:22:11.588]  Call for your copy today.
[02:22:11.588 --> 02:22:14.871]  It's 800-686-2237.
[02:22:14.871 --> 02:22:21.417]  If you've already accumulated or plan to get into the precious metals market, you simply must have the Red Book in your library.
[02:22:21.417 --> 02:22:21.737]  Call 800-686-2237.
[02:22:21.737 --> 02:22:22.038]  That's 1-800-686-2237.
[02:22:29.500 --> 02:22:36.087]  The ideology powering the Democrats and Republicans is not liberalism or conservatism, but globalism.
[02:22:36.087 --> 02:22:39.470]  Globalists are concerned with what's good for big business and the American empire.
[02:22:41.229 --> 02:22:41.729]  We're good to go.
[02:23:08.148 --> 02:23:08.548]  I think so.
[02:23:31.181 --> 02:23:35.542]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[02:23:35.542 --> 02:23:37.563]  Well, the glass has a natural resonance.
[02:23:37.563 --> 02:23:44.144]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[02:23:44.144 --> 02:23:50.506]  Using this similar principle, Royal Raymond Rife discovered that diseased organisms can be destroyed using different resonant frequencies.
[02:23:50.506 --> 02:23:52.346]  The BioSolutions Frequency Instrument
[02:23:52.406 --> 02:23:52.986]  We're good to go.
[02:24:15.117 --> 02:24:16.299]  Eliminate the cause.
[02:24:16.299 --> 02:24:19.003]  For more information call BioSolutions toll free 1-866-885-6625.
[02:24:19.003 --> 02:24:19.223]  That's 1-866-885-6625.
[02:24:19.223 --> 02:24:19.283]  1-866-885-6625.
[02:25:03.402 --> 02:25:04.625]  Thank you for tuning in today, folks.
[02:25:04.625 --> 02:25:11.039]  This is the Alex Jones Show, the biggest alternative radio show in the history of the world.
[02:25:12.797 --> 02:25:16.198]  I am very, very honored to be in front of the microphone for Alex today.
[02:25:16.198 --> 02:25:19.679]  Alex will be back tomorrow with his original news and analysis.
[02:25:19.679 --> 02:25:20.999]  You can't get anywhere else.
[02:25:20.999 --> 02:25:30.301]  Please get out and tell people about this network, the Genesis Network, the Alex Jones Show, and the great videos that Alex puts out that raises the standard.
[02:25:30.301 --> 02:25:33.182]  And the reason why you're seeing better and better videos and
[02:25:33.662 --> 02:25:42.311]  And better explanations and documentaries about the trouble that we have here in this country and around the world is because Alex paved the way.
[02:25:42.311 --> 02:25:48.038]  And I truly believe that one of his videos and his work really helped me to wake up.
[02:25:48.038 --> 02:25:52.442]  So I'm just, you know, spreading the word the best I can in honor of Alex Jones.
[02:25:52.442 --> 02:25:53.824]  And I hope you do the same thing.
[02:25:54.664 --> 02:25:57.927]  All the videos are available at InfoWars.com.
[02:25:57.927 --> 02:25:59.848]  Folks, go out and get TerrorStorm.
[02:25:59.848 --> 02:26:01.590]  Contribute to the cause.
[02:26:01.590 --> 02:26:04.352]  I know Alex, like myself, we don't ask for donations.
[02:26:04.352 --> 02:26:07.374]  We don't want you to have to pay the way for us.
[02:26:07.374 --> 02:26:18.443]  We give you a product in return for your investment, and that investment is immediately put back into the operation to continue to spread the truth, to keep the truth alive, and to set the truth free
[02:26:19.594 --> 02:26:23.677]  I highly respect the work of Alex, and I hope everybody gets a Terror Storm.
[02:26:23.677 --> 02:26:25.238]  Get several copies of Terror Storm.
[02:26:25.238 --> 02:26:26.638]  Give them away as gifts.
[02:26:26.638 --> 02:26:35.224]  This is the really predominant work that proves the history of false flag terrorism, which sets up 9-11 almost perfectly.
[02:26:35.224 --> 02:26:37.205]  So, please go out and get those films.
[02:26:37.205 --> 02:26:44.009]  Right now, there's a great deal on America from Freedom to Fascism by Aaron Russo and Terror Storm.
[02:26:44.009 --> 02:26:45.130]  You can get the two-pack.
[02:26:45.490 --> 02:26:51.417]  For a discount, you get Terror Storm for only $10 if you buy From Freedom to Fascism.
[02:26:51.417 --> 02:26:54.180]  Go to Infowars.com, get those films.
[02:26:54.180 --> 02:26:56.042]  And if not, you can give them a call.
[02:26:56.042 --> 02:26:57.103]  Operators are standing by.
[02:26:57.103 --> 02:26:57.143]  888-253-3139.
[02:27:00.587 --> 02:27:03.469]  888-253-3139.
[02:27:03.469 --> 02:27:06.290]  Get those videos today.
[02:27:06.290 --> 02:27:09.212]  And check out all the t-shirts and the bumper stickers and the hats.
[02:27:09.212 --> 02:27:11.673]  That really opens up conversations.
[02:27:11.673 --> 02:27:24.800]  And even if you're kind of the shy type and you don't, you know, feel like you're comfortable with just going out and yelling at people or going out and being, you know, bold, just get the t-shirt and wear the t-shirt and that will open up conversations.
[02:27:24.800 --> 02:27:28.802]  And you will be really surprised at how many people you never expected
[02:27:29.202 --> 02:27:39.527]  To believe what you believe, or to be open-minded enough to listen to that information that will come up to you, comment on your t-shirt, and you might have a friend you didn't know you had.
[02:27:39.527 --> 02:27:40.768]  This has certainly happened to us.
[02:27:40.768 --> 02:27:42.569]  I've got many examples of that.
[02:27:42.569 --> 02:27:46.771]  I also know Alex sells those Kato radios, and I can't tell you how much I love those folks.
[02:27:47.111 --> 02:27:48.052]  They are absolutely amazing.
[02:27:48.052 --> 02:27:48.933]  You can get shortwave.
[02:27:48.933 --> 02:27:50.935]  You can get micro FM stations on it.
[02:27:50.935 --> 02:27:53.018]  You can get things that you just can't get anywhere else.
[02:27:53.018 --> 02:27:54.379]  They're very inexpensive.
[02:27:54.379 --> 02:27:55.400]  They're durable.
[02:27:55.400 --> 02:27:57.222]  It's the best radio I've seen like this.
[02:27:57.222 --> 02:27:58.043]  The Kato radios.
[02:27:58.043 --> 02:28:02.889]  You can get those also by going to Infowars.com, PrisonPlanet.com, or call toll-free 888-253-3139.
[02:28:02.889 --> 02:28:03.630]  Call them now.
[02:28:03.630 --> 02:28:04.911]  Operators are standing by.
[02:28:07.654 --> 02:28:09.574]  Speaking of phone numbers, we have one for you.
[02:28:09.574 --> 02:28:10.315]  It is 800-259-9231.
[02:28:10.315 --> 02:28:10.595]  1-800-259-9231.
[02:28:10.595 --> 02:28:13.155]  Phone lines are open.
[02:28:13.155 --> 02:28:19.257]  We've got a lot of news to cover, but let's hear from you today.
[02:28:19.257 --> 02:28:21.037]  Monday is a good day to do that.
[02:28:21.037 --> 02:28:22.918]  Again, Jack Blood sitting in for Alex Jones.
[02:28:22.918 --> 02:28:25.338]  Going back to the phones, we've got Don in Tennessee.
[02:28:25.338 --> 02:28:26.599]  Don, thank you for calling in.
[02:28:26.599 --> 02:28:27.939]  You're on the air.
[02:28:27.939 --> 02:28:28.699]  Hello, Jack.
[02:28:28.699 --> 02:28:29.079]  Thanks.
[02:28:29.079 --> 02:28:31.860]  You're doing an excellent job.
[02:28:31.860 --> 02:28:35.981]  My wife, first off, I'd initially like to thank WBCR Maribel for
[02:28:37.202 --> 02:28:40.384]  Thank you for introducing me to Alex Jones.
[02:28:40.384 --> 02:28:44.307]  I want to thank WBCR, who has carried my show for years, allegedly.
[02:28:44.307 --> 02:28:49.151]  At least that's what I heard, but they're great people down there, and thank you for giving them that shout out.
[02:28:49.151 --> 02:29:05.543]  Well, I listen over the internet now because I'm out of their range, but my wife works at the real UT, the one in Knoxville, University of Tennessee, and she picked up a book that had been marked down about three or four times, and it marked down to a dollar.
[02:29:06.511 --> 02:29:13.738]  And the title of it is, Go Directly to Jail, subtitled, The Criminalization of Almost Everything.
[02:29:26.069 --> 02:29:33.011]  For my program and he asked the question from the audience and no one could answer this and basically the question was what does government ever do for you?
[02:29:33.011 --> 02:29:34.592]  Have they ever done anything good for you?
[02:29:34.592 --> 02:29:41.594]  And then the second question is and he went on to pontificate about you know how we all break the law every day whether we know it or not.
[02:29:41.594 --> 02:29:49.536]  There's so many laws now and that's why repeal and decentralize is the main crux of what we want to try to do here and what Ron Paul is all about.
[02:29:49.536 --> 02:29:50.957]  Repeal and decentralize
[02:29:51.657 --> 02:29:59.143]  And I just interrupted the heck out of you, and I'd like to bring you back to comment on this, but we're all lawbreakers because there's so many freaking laws.
[02:29:59.143 --> 02:30:01.766]  We can't not be lawbreakers here in Texas.
[02:30:01.766 --> 02:30:04.448]  They're trying to make you wear a helmet to ride your bicycle.
[02:30:04.448 --> 02:30:05.709]  They gotta protect their investment.
[02:30:05.709 --> 02:30:06.750]  We'll come right back after this.
[02:30:06.750 --> 02:30:07.310]  Stay with us, Don.
[02:30:19.634 --> 02:30:23.565]  We're on the march, the empire's on the run.
[02:30:23.565 --> 02:30:26.252]  Alex Jones and the GCN Radio Network.
[02:30:30.140 --> 02:30:33.222]  Automakers in the oil industry are in a fuel fight.
[02:30:33.222 --> 02:30:36.504]  Automakers claim gasoline quality doesn't measure up.
[02:30:36.504 --> 02:30:38.885]  Is your vehicle performing like it should?
[02:30:38.885 --> 02:30:43.528]  Now, there's SFR Green, performance technologies for a clean planet.
[02:30:43.528 --> 02:30:49.832]  SFR Green's Protecta reduces emissions and improves fuel economy, meeting automakers' new standards.
[02:30:49.832 --> 02:30:51.133]  So do something green.
[02:30:51.133 --> 02:30:55.516]  For a special offer with free shipping, go to GreenGasAdditive.com.
[02:30:55.516 --> 02:30:58.638]  Or to locate a retailer, go to GreenGasAdditive.com.
[02:31:00.623 --> 02:31:03.585]  Are your Federal Reserve notes looking for a safe haven?
[02:31:03.585 --> 02:31:06.206]  Mine found it in precious metals.
[02:31:06.206 --> 02:31:10.029]  Not paper promises, but actual gold in my possession.
[02:31:10.029 --> 02:31:17.273]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[02:31:17.273 --> 02:31:19.854]  Find your answer at Midas Resources.
[02:31:19.854 --> 02:31:20.115]  That's 1-800-686-2237.
[02:31:20.115 --> 02:31:20.575]  The answer is at 1-800-686-2237.
[02:31:29.887 --> 02:31:30.768]  Attention gardeners!
[02:31:30.768 --> 02:31:33.372]  This is an urgent GCN self-reliance update.
[02:31:33.372 --> 02:31:37.917]  GCN has just discovered a new bioactive superfood for garden plants, flowers, and herbs.
[02:31:37.917 --> 02:31:45.787]  It's called Proto-Gro and it's so effective at producing rapid plant growth that it seems to almost force plants to grow like crazy under practically any soil and light conditions.
[02:31:46.107 --> 02:31:49.209]  Now here's the best part for our listeners who garden for self-reliance.
[02:31:49.209 --> 02:31:56.834]  Proto-Gro's unique blend of sea nutrients maximizes mineral uptake and dramatically increases bloom set, creating maximum plant growth in minimum time.
[02:31:56.834 --> 02:32:02.677]  Proto-Gro works by providing geometric keys which have the capacity to actually unlock the genetic code for nutritional uptake in plants.
[02:32:02.677 --> 02:32:08.521]  Proto-Gro's full spectrum plant fertility means fruits and vegetables with extraordinary taste and up to 10 times the nutritional value.
[02:32:08.521 --> 02:32:11.763]  And if you want to double or triple the potency of herbs or wheatgrass, you can.
[02:32:12.063 --> 02:32:15.648]  If you want to grow nutritionalized superfoods with non-hybrids, it's now easy.
[02:32:15.648 --> 02:32:20.715]  GCN listeners who want to grow Derv sheep superfoods should visit the Proto-Gro website at growlikecrazy.com.
[02:32:20.715 --> 02:32:23.639]  That's www.growlikecrazy.com or call 877-327-0365.
[02:32:23.639 --> 02:32:23.820]  That's 877-327-0365.
[02:32:30.518 --> 02:32:34.659]  Do you need more than just the constant news of impending tyranny?
[02:32:34.659 --> 02:32:41.940]  Yes, this is Elizabeth Porter, back with The Divided Kingdom, the hour that analyzes spiritual and cultural issues, too.
[02:32:41.940 --> 02:32:53.442]  Lou Blanchard and I are delighted, thanks in large part to past listeners' lobbying efforts, now to be on the great Genesis Communications Network, Monday through Friday at 6 p.m.
[02:32:53.442 --> 02:32:54.242]  Central.
[02:32:54.242 --> 02:32:59.843]  Formidable Alex Jones says, this is the network often imitated, but never duplicated.
[02:33:00.203 --> 02:33:06.588]  Lou and I made the conscious decision to move to GCN because of its classy lineup and leadership.
[02:33:06.588 --> 02:33:11.712]  We invite you to hear our program, one we pray will strengthen and bless you.
[02:33:11.712 --> 02:33:16.956]  Indeed, trouble is part of the story, but the fellowship of faith surpasses it.
[02:33:16.956 --> 02:33:18.317]  Tune in at 6 p.m.
[02:33:18.317 --> 02:33:19.338]  Central.
[02:33:19.338 --> 02:33:26.743]  Also, be sure to visit our Tuesday guest host, Dr. Carl Sanders' website, trumpetmen.org.
[02:33:53.206 --> 02:33:55.467]  If you want blood, you've got him.
[02:33:55.467 --> 02:33:58.368]  Jack Blood, your radio gun sitting in for Alex Jones today.
[02:33:58.368 --> 02:33:59.609]  Alex will be back tomorrow.
[02:33:59.609 --> 02:34:01.249]  In fact, I'll do better than that.
[02:34:01.249 --> 02:34:02.710]  Don, I've got to put you back on hold.
[02:34:02.710 --> 02:34:07.292]  Everybody just hold for a caller, but we have Alex Jones with us right now.
[02:34:07.292 --> 02:34:08.892]  Alex, thank you for calling into the program.
[02:34:08.892 --> 02:34:11.173]  Everyone's looking forward to having you back tomorrow.
[02:34:11.173 --> 02:34:14.735]  I try to do a service, but there are mighty shoes to fill.
[02:34:14.735 --> 02:34:20.457]  I do the best I can to just get through the few hours, and I know everybody's anxious to have you back, but welcome back on the air.
[02:34:20.945 --> 02:34:21.627]  I don't know, Jack.
[02:34:21.627 --> 02:34:22.990]  Thank you for doing the show.
[02:34:22.990 --> 02:34:27.421]  In fact, getting to listen to it at the beach last week and now I'm out in Los Angeles on work.
[02:34:28.672 --> 02:34:29.413]  It's great to have you there.
[02:34:29.413 --> 02:34:30.053]  Thanks a lot.
[02:34:30.053 --> 02:34:34.916]  You taught me everything I know, so I'm trying to display some of it on the show today.
[02:34:34.916 --> 02:34:45.182]  You want to talk about this great truth action here over the weekend at Book People by the great group that has gathered here, and they really confronted Kerry for the first time.
[02:34:45.182 --> 02:34:45.903]  He said that.
[02:34:45.903 --> 02:34:48.064]  You wanted to play that clip and then comment on it?
[02:34:48.064 --> 02:34:48.465]  Sure, sure.
[02:34:48.465 --> 02:34:49.645]  Well, first a comment.
[02:34:49.645 --> 02:34:55.249]  A few weeks ago I saw in the local newspaper that he was going to be there, and I meant to mark that down for us to be there.
[02:34:55.869 --> 02:35:02.933]  I dropped the ball there, but so many of these guys come through Austin now that it's impossible to confront them all.
[02:35:02.933 --> 02:35:07.856]  I dropped the ball on that, but thank God the local 9-11... I was up in Dallas over the weekend, Alex.
[02:35:07.856 --> 02:35:18.563]  I've got to tell you the story, the harrowing story about how the police broke up our meeting up there in Dallas, your former hometown, over the weekend and dogged us for about six or seven hours.
[02:35:18.563 --> 02:35:21.244]  It was harrowing, I think.
[02:35:21.244 --> 02:35:22.525]  What was going on in Dallas?
[02:35:23.537 --> 02:35:31.559]  We had a truth event up there, a political art show, where we mixed rap music with radical politics, and the police didn't take very kindly to that.
[02:35:31.559 --> 02:35:37.380]  Alex brought in the helicopters and multiple police cars, and it was very hard for us.
[02:35:37.380 --> 02:35:38.560]  I'm going to talk about it on my show.
[02:35:38.560 --> 02:35:39.981]  We don't have enough time to get into it now.
[02:35:39.981 --> 02:35:45.082]  Let's go ahead and play that clip if we can, John, and then we'll have Alex come back and give his analysis as well.
[02:35:45.082 --> 02:35:51.183]  This is, again, the clip of John Kerry being confronted by 9-11 truthers here in Austin just over the weekend.
[02:35:51.183 --> 02:35:51.743]  Go ahead and roll it.
[02:35:52.199 --> 02:35:54.280]  I have a question I have for you.
[02:35:54.280 --> 02:36:02.985]  World Trade Center 7 was brought down on September 11th at 5.20 in the evening.
[02:36:02.985 --> 02:36:16.933]  The leaseholder of the World Trade Center complex, Larry Silverstein, gave a public interview on PBS in 2002 and he said that they pulled that building, which is a demolition term for intentionally bringing down a building.
[02:36:17.572 --> 02:36:32.684]  This man made over five billion dollars for those buildings' destruction, and I want to know if there was ever a formal investigation into Larry Silverstein, the leaseholder of the World Trade Center Complex, and his ties to this entire event.
[02:36:32.684 --> 02:36:35.026]  I don't believe there's been a formal investigation.
[02:36:35.026 --> 02:36:35.787]  I haven't heard that.
[02:36:35.787 --> 02:36:36.587]  I don't know that.
[02:36:36.587 --> 02:36:47.096]  I do know that that wall, I remember, was in danger, and I think that they made a decision based on the danger that it had of destroying other things, that they did it in a controlled fashion.
[02:36:48.144 --> 02:36:53.826]  Uh, you know, he's part of the construction, reconstruction effort for the memorial and the use of the land, etc.
[02:36:53.826 --> 02:36:57.087]  There's been a long tug-of-war going on in New York.
[02:36:57.087 --> 02:37:02.248]  I am not following every aspect of it because it's not in my jurisdiction, so to speak.
[02:37:02.248 --> 02:37:04.369]  But I'll check on what the story is.
[02:37:04.369 --> 02:37:06.850]  I'll take a look at it, based on what you've said.
[02:37:06.850 --> 02:37:07.830]  You're the first people.
[02:37:08.248 --> 02:37:11.190]  Anywhere in the country, of course, is my intention.
[02:37:11.190 --> 02:37:18.514]  Well, interestingly enough, the 9-11 Commission report does not even address World Trade Center 7 and the fact that it fell the way that it did.
[02:37:18.514 --> 02:37:19.354]  Let me find out about it.
[02:37:19.354 --> 02:37:20.375]  I don't know enough about it.
[02:37:20.375 --> 02:37:22.776]  It's not in our book, et cetera.
[02:37:22.776 --> 02:37:23.616]  All right, that's basically it.
[02:37:23.616 --> 02:37:25.457]  And then he goes on to try to plug his book.
[02:37:25.457 --> 02:37:29.960]  Alex, first of all, we've got to commend these people for standing up and being bold.
[02:37:29.960 --> 02:37:32.381]  And a fellow with a leaf blower came by.
[02:37:32.381 --> 02:37:34.802]  When we saw that last night, we uploaded it.
[02:37:34.802 --> 02:37:36.023]  The guys came in to put that.
[02:37:36.890 --> 02:37:39.964]  Aaron and Rob put that up on the web last night.
[02:37:39.964 --> 02:37:41.250]  Is that the clip?
[02:37:41.946 --> 02:37:44.648]  The same clip that's up on PrisonPlanet.com?
[02:37:44.648 --> 02:37:45.028]  Yes.
[02:37:45.028 --> 02:37:46.969]  In fact, I think we played it right from PrisonPlanet.com.
[02:37:46.969 --> 02:37:56.355]  Actually, there's a prior question by Michelle, also, where she talks about Dr. Stephen Jones and his evidence, and Carrie promises he'll look into what he goes into say.
[02:37:56.355 --> 02:37:58.776]  It's not his jurisdiction, but he'll take a look at it.
[02:37:58.776 --> 02:38:03.519]  He'll do us a big favor here, but that was the prime clip that I think people are talking about.
[02:38:03.519 --> 02:38:08.742]  Yeah, well, I'm not going to take much more of your time, but going from every last night watching a few times,
[02:38:09.452 --> 02:38:13.974]  You could argue that the clip has somewhat of an ambiguous tone to it.
[02:38:13.974 --> 02:38:17.535]  I think that's... I mean, I think it's important to be careful.
[02:38:17.535 --> 02:38:24.378]  But what he's talking about, you know, they collapsed it so it wouldn't damage the wall.
[02:38:24.378 --> 02:38:25.739]  That's the legislary wall.
[02:38:25.739 --> 02:38:28.800]  That's what they call that there.
[02:38:28.800 --> 02:38:32.441]  And, you know, they're talking about 7 in context there.
[02:38:32.441 --> 02:38:33.362]  So I think that...
[02:38:34.454 --> 02:38:50.066]  You know, most of the evidence, of course we can all lawyer this all day, leans towards him, indeed talking about 7, because the questions were about 7, and then he goes on to say, you know, that, well, it was brought down so that it wouldn't damage the wall.
[02:38:50.066 --> 02:39:02.154]  Now, expanding out from there, the important thing to note is when we first were a listener, back in 2003, early 2003, might have been late 2002, I don't remember now, I think it was 2003,
[02:39:03.866 --> 02:39:11.611]  Email that to the video clip of Larry Silverstein saying that Building 7, you know, they made the decision to pull it and watch the building come down.
[02:39:11.611 --> 02:39:14.213]  And the first few weeks, people said, you know, what does he mean?
[02:39:14.213 --> 02:39:14.993]  Is he talking about 7?
[02:39:14.993 --> 02:39:17.435]  Or, you know, that's out of context.
[02:39:17.435 --> 02:39:19.816]  The point is, they blew up Building 7.
[02:39:19.816 --> 02:39:28.142]  And, I mean, as you know, Jack, but I will definitely, I'm definitely going to watch that clip again.
[02:39:28.795 --> 02:39:30.016]  Well, I get back to my hotel.
[02:39:47.066 --> 02:39:52.108]  I think there's enough there to analyze every word and really try to figure out what it means.
[02:39:52.108 --> 02:40:04.253]  If he is admitting that Building 7 was a controlled demolition and they had to pull it to save something, which I kind of predicted years ago, then that needs to be the biggest story out on the web right now.
[02:40:04.253 --> 02:40:05.473]  Well, yeah, exactly.
[02:40:05.473 --> 02:40:11.296]  They're kind of sneaking it in now, just kind of halfway out of the side of their mouth going, yeah, yeah, to save their buildings.
[02:40:11.296 --> 02:40:12.236]  Yeah, yeah, we brought it down.
[02:40:12.236 --> 02:40:14.137]  You know, I've been debating people on national radio.
[02:40:15.266 --> 02:40:16.307]  I don't know.
[02:40:35.629 --> 02:40:36.590]  I think that's the next step.
[02:40:55.902 --> 02:40:57.603]  You know, because this happens real time.
[02:40:57.603 --> 02:40:59.124]  I mean, this just happened the other day.
[02:40:59.124 --> 02:41:01.546]  We're trying to, you know, get a diagnostic on this.
[02:41:01.546 --> 02:41:07.870]  And again, you know, what we try to do on this program, and what I try to do on my program and on this network, is to give you, you know, documented facts.
[02:41:07.870 --> 02:41:11.732]  Not go crazy and run with conspiracy theories, certainly.
[02:41:11.732 --> 02:41:13.414]  We want to run with conspiracy facts.
[02:41:13.414 --> 02:41:15.335]  We want to debunk their conspiracies.
[02:41:15.735 --> 02:41:22.537]  So, this is going to take some time, I think, to analyze this, and I think that was a great suggestion that Kerry needs to be called to the carpet.
[02:41:22.537 --> 02:41:25.837]  He needs to give us an official statement of some kind.
[02:41:25.837 --> 02:41:30.878]  His campaign people, or his people, somehow need to get to him.
[02:41:30.878 --> 02:41:32.119]  We need to get to him.
[02:41:32.119 --> 02:41:35.199]  We need to get him to clarify these statements, and who knows?
[02:41:35.199 --> 02:41:37.740]  Maybe we'll get him to say something else.
[02:41:37.740 --> 02:41:38.380]  This, of course,
[02:41:39.312 --> 02:41:47.053]  underscores the real aspect of this, that the citizens have now had enough and they question these people directly.
[02:41:47.053 --> 02:41:51.454]  They're not afraid to put the hard questions to these people face-to-face.
[02:41:51.454 --> 02:42:00.656]  I mean, when you see this video, you'll see these people were literally, you know, 10-15 feet away from Skull & Bones' John Kerry, asking him the most important questions.
[02:42:00.656 --> 02:42:03.536]  And I love when he says, no one's ever asked me that before.
[02:42:03.536 --> 02:42:07.897]  I've been stumping all over the country for years and no one has had the guts
[02:42:08.669 --> 02:42:13.013]  I don't know if I mentioned this before, but this is actually copyrighted by the Cato
[02:42:37.102 --> 02:42:40.563]  You know, it's just so much right in our faces.
[02:42:40.563 --> 02:43:02.771]  Yeah, no, that's exactly it, and this is what they're trying to train our children through, through the indoctrination centers known as public schools, where, look, of course, this, because of the VTEC shootings, I don't know who's getting the contract, Carlisle Group or somebody, to provide, you know, all the security and cameras and lockdowns and automatic computerized, you know, locking doors and all of this infrastructure.
[02:43:03.532 --> 02:43:08.038]  Uh, which of course is going to make our children feel even more like criminals in the Bronx.
[02:43:08.038 --> 02:43:09.580]  We've been reporting this for years.
[02:43:09.580 --> 02:43:12.525]  I mean, your children have to go through metal detectors.
[02:43:12.525 --> 02:43:14.688]  There's cameras watching their every move.
[02:43:14.688 --> 02:43:17.952]  There's drug sniffing and bomb sniffing, canine...
[02:43:18.613 --> 02:43:20.695]  Police walking through the halls.
[02:43:20.695 --> 02:43:22.677]  There's armed police walking through the halls.
[02:43:22.677 --> 02:43:37.549]  Now while that might protect them from somebody like Cho, it conditions them to feel like criminals, and then once they graduate, of course, the indoctrination continues, the self-censorship continues, and as I mentioned earlier, I mean, not wearing your seatbelt.
[02:43:37.549 --> 02:43:40.091]  I'm a guy who went to jail, L.A.
[02:43:40.091 --> 02:43:44.055]  County Jail, on a Friday night, and let me tell you folks, that's no picnic.
[02:43:44.665 --> 02:43:46.428]  Because I didn't have my seatbelt on.
[02:43:46.428 --> 02:43:48.932]  I'm a guy who's been arrested for jaywalking.
[02:43:48.932 --> 02:43:52.597]  I'm a guy who's been ticketed and arrested for skateboarding.
[02:43:52.597 --> 02:43:53.319]  Okay?
[02:43:53.319 --> 02:43:59.608]  So, I mean, look, I assume that there's a big war on terror and these guys should have something else to do.
[02:44:00.169 --> 02:44:02.011]  than to make us all into criminals.
[02:44:02.011 --> 02:44:07.676]  So I can only come to the conclusion that they're doing this because they want us to feel like terrorists and criminals.
[02:44:07.676 --> 02:44:10.338]  All of the doctrine points to this.
[02:44:10.338 --> 02:44:15.282]  All of the Patriot Act, especially Section 802 of the Patriot Act, points to this.
[02:44:15.282 --> 02:44:20.907]  They're trying to make us a nation of criminals, and that's the final word on that.
[02:44:20.907 --> 02:44:22.088]  That's exactly what it is.
[02:44:22.088 --> 02:44:23.209]  Now, what do we do?
[02:44:23.209 --> 02:44:26.372]  We have to repeal and decentralize.
[02:44:26.372 --> 02:44:27.393]  That's my mantra.
[02:44:28.353 --> 02:44:30.114]  We have Matt Kazee calling in.
[02:44:30.114 --> 02:44:35.217]  Matt is the gentleman who was giving us on-the-ground reports from the VTEC shooting.
