[00:00:09.483 --> 00:00:15.665]  It is July 30th, 2017 on this Sunday, live global transmission.
[01:18:33.295 --> 01:18:37.997]  BioPQQ alone is backed by an unprecedented 175 clinical studies.
[01:18:37.997 --> 01:18:41.759]  And just one batch of this stuff cost us more than $30,000.
[01:18:41.759 --> 01:18:44.500]  Visit InfoWarsLife.com and read the reviews for yourself.
[01:18:44.500 --> 01:18:52.623]  Over 700 reviews have given DNA Force an unheard of 4.8 out of 5 stars through our third-party certified review agency, Power Review.
[01:18:52.623 --> 01:18:58.185]  Take advantage of this new limited shipment and get DNA Force today at InfoWarsLife.com before it sells out again.
[01:18:58.185 --> 01:18:59.346]  That's InfoWarsLife.com.
[01:19:01.263 --> 01:19:03.165]  It's not just our water we need to filter.
[01:19:03.165 --> 01:19:05.168]  It's not just our food that needs to be cleaned.
[01:19:05.168 --> 01:19:08.091]  It's the air we're breathing, especially for our children.
[01:19:08.091 --> 01:19:14.158]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[01:19:14.158 --> 01:19:21.527]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed
[01:19:21.647 --> 01:19:23.328]  Alexa Pure Breeze.
[01:19:23.328 --> 01:19:30.873]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children to do the best job you can to purify your air.
[01:19:30.873 --> 01:19:38.898]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[01:19:38.898 --> 01:19:39.859]  The general public doesn't.
[01:19:41.071 --> 01:19:45.012]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[01:19:45.012 --> 01:19:48.572]  One of these systems can keep 800 square feet incredibly clean.
[01:19:48.572 --> 01:19:55.294]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:19:55.294 --> 01:20:03.855]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[01:20:03.855 --> 01:20:06.496]  You're listening to the Alex Jones Show.
[01:20:14.190 --> 01:20:16.832]  Waging war on corruption.
[01:20:16.832 --> 01:20:22.354]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:20:22.354 --> 01:20:25.296]  And now, your host, Owen Troyer.
[01:20:28.534 --> 01:20:29.555]  Absolutely!
[01:20:29.555 --> 01:20:30.916]  I'm Owen Schroer, your host.
[01:20:30.916 --> 01:20:32.357]  Hi!
[01:20:32.357 --> 01:20:33.237]  Hey, you know what?
[01:20:33.237 --> 01:20:35.198]  We actually have Owen Schroer starting his own show.
[01:20:35.198 --> 01:20:40.462]  I'm glad they actually ran that liner, because we're going to have Owen Schroer.
[01:20:40.462 --> 01:20:41.382]  I heard that coming in.
[01:20:41.382 --> 01:20:42.663]  I was like, wow.
[01:20:42.663 --> 01:20:44.844]  It's always a lot of fun.
[01:20:44.844 --> 01:20:47.186]  I've noticed that once a mistake starts, it's like a chain reaction.
[01:20:47.586 --> 01:20:50.167]  In a business, in a life, in a family, in a radio show.
[01:20:50.167 --> 01:20:56.829]  It's like, we won't have one for a week, and then when a show starts, it'll just, it'll just, it just brings in the spirit of that.
[01:20:56.829 --> 01:21:00.450]  And that's okay, because that's how you learn how things work.
[01:21:00.450 --> 01:21:02.951]  That's how you learn what's going on on the planet.
[01:21:02.951 --> 01:21:07.012]  That's how you see the flow of things.
[01:21:07.012 --> 01:21:15.255]  Because we're growing here, and we're adding a lot of new shows, and Owen Schroeder's gonna be hosting his own show, with Roger Stone and Mike Cernovich together.
[01:21:16.155 --> 01:21:20.439]  And that's going to be coming up in the month of August.
[01:21:20.439 --> 01:21:21.961]  That's going to be getting kicked off.
[01:21:21.961 --> 01:21:26.865]  And also, David Knight's going to be hosting his own morning transmission as well.
[01:21:26.865 --> 01:21:31.489]  But we're probably going to need to put all the liners for each show in their own show.
[01:21:32.430 --> 01:21:40.393]  Because the way this has been happening is we've got liners for the host when they come and they host for us here, when they fill in for me.
[01:21:40.393 --> 01:21:46.535]  I don't think there's going to be as much filling in in the future when they're all hosting three hours a day for themselves.
[01:21:46.535 --> 01:21:49.556]  Though David Knight has as much information to cover as I do.
[01:21:49.556 --> 01:21:53.697]  I think he's somebody that probably could do six hours a day.
[01:21:53.697 --> 01:21:58.419]  Okay, let me restart that segment for you and come in with the big news here.
[01:21:59.471 --> 01:22:10.810]  I was looking at the calls and what the callers wanted to talk about, and I saw a comment here from David in San Francisco, who we're going to go to first.
[01:22:16.024 --> 01:22:30.609]  wants to get into the fact that Al Gore came out on the Late Late Show Tuesday, and he said there's gonna be a big event basically challenging Trump in the next few months, removing him, and that we bipartisanly all need to come together.
[01:22:30.609 --> 01:22:42.774]  And then, of course, we have Brennan, a day before that, the former head of the CIA, on television with Wolf Blitzer and with Clapper, the head of National Intelligence formerly, both removed by Trump.
[01:22:43.254 --> 01:22:51.387]  There's the horrible traitorous activities they've been involved in with Wahhabists, radical Islam, illegal spying, lying to Congress, all the things that these...
[01:22:52.412 --> 01:22:53.752]  Anti-American crooks.
[01:22:53.752 --> 01:22:54.773]  That's not my view.
[01:22:54.773 --> 01:22:55.453]  They are crooks.
[01:22:55.453 --> 01:22:56.553]  Well-known crooks.
[01:22:56.553 --> 01:23:00.254]  All of these slimebag globalists, you know, are known for.
[01:23:00.254 --> 01:23:04.255]  They came out and they said, yes, something big is going to happen.
[01:23:04.255 --> 01:23:06.155]  Not impeachment, but something big.
[01:23:06.155 --> 01:23:08.516]  Removing the president suddenly.
[01:23:08.516 --> 01:23:17.778]  Now, what had the Pastor Brown, who'd been at the White House meeting with Trump and the meeting with senior members of Congress last week, what had he just said days before?
[01:23:17.778 --> 01:23:20.119]  That there is a preparation on Capitol Hill
[01:23:20.839 --> 01:23:29.447]  For an attempt to remove the President from office outside of law, outside of the Constitution, outside of impeachment or coup d'etat.
[01:23:29.447 --> 01:23:37.774]  And the good news is now Limbaugh's covering it, Sean Hannity's covering it, everybody's covering it who still isn't a traitor to this country.
[01:23:37.774 --> 01:23:41.898]  So that is a big victory for us, ladies and gentlemen.
[01:23:42.478 --> 01:23:47.821]  That is a big victory that we forced this out so they just can't plan it in secret.
[01:23:47.821 --> 01:23:55.386]  No, by us exposing it, now they're having to publicly admit they're doing it to look confident for their own people who they're trying to prepare to do it.
[01:23:55.386 --> 01:23:56.047]  Now that said,
[01:23:57.199 --> 01:24:04.925]  Before I even saw that caller there, I was thinking earlier today, I need to come back and cover this today, because covering it just on Tuesday and Wednesday wasn't enough.
[01:24:04.925 --> 01:24:06.025]  This is a big deal.
[01:24:06.025 --> 01:24:07.366]  This is front and center.
[01:24:07.366 --> 01:24:13.251]  Yes, North Korea is threatening to nuke the United States and can now do it, and Bill Clinton and Hillary helped that happen.
[01:24:13.251 --> 01:24:16.153]  Yes, Obamacare repeal failed.
[01:24:16.153 --> 01:24:19.675]  That's the Democrat and Republican leadership's fault, not Trump's.
[01:24:19.675 --> 01:24:20.896]  Look at the media trying to spin it.
[01:24:20.896 --> 01:24:21.877]  That's important.
[01:24:21.877 --> 01:24:25.800]  But still, all of this isn't as clear and immediate
[01:24:26.890 --> 01:24:39.541]  As the Democrats and Republican leadership running around saying, let's remove Trump, let's remove Trump, let's remove Trump outside of a congressional move because they don't have the votes to do it.
[01:24:39.541 --> 01:24:44.225]  He has the legislative, he has the executive, he has the judicial.
[01:24:44.225 --> 01:24:50.270]  He has the legislative, he has the executive, he has the judicial, he has the American people.
[01:24:50.270 --> 01:24:53.493]  And the American people aren't buying the fake polls that he's got a 46% approval rating.
[01:24:55.313 --> 01:24:57.334]  Okay, so what are they going to do?
[01:24:57.334 --> 01:24:59.076]  Well, they've got to then just try to kill him.
[01:24:59.076 --> 01:25:03.659]  Because they're not going to let him, you know, just arrest him on some fake charges or something and then let him speak out.
[01:25:03.659 --> 01:25:07.701]  Okay, they're just going to tell you what a big failure he is all day though.
[01:25:07.701 --> 01:25:11.284]  Number one TV show ever with the ratings and profits.
[01:25:11.284 --> 01:25:16.467]  All these big successful golf courses and hotels and, you know, all the rest of it.
[01:25:16.467 --> 01:25:20.510]  And then running from nowhere against all the odds and winning the presidency.
[01:25:20.510 --> 01:25:22.071]  He hasn't accomplished anything.
[01:25:22.651 --> 01:25:27.974]  This is from National Review and CNN and the new globalist Fox News.
[01:25:27.974 --> 01:25:28.434]  No, no.
[01:25:28.434 --> 01:25:29.295]  He's a failure.
[01:25:29.295 --> 01:25:30.075]  You're a failure.
[01:25:30.075 --> 01:25:31.196]  You didn't elect Trump.
[01:25:31.196 --> 01:25:32.117]  The Russians did.
[01:25:32.117 --> 01:25:35.178]  Go home, climb in a ditch and die.
[01:25:35.178 --> 01:25:35.779]  That's the message.
[01:25:36.656 --> 01:25:41.638]  From them, they're just saying, suck air scumbags, go to hell, roll over, die.
[01:25:41.638 --> 01:25:45.780]  I hate my dumb effing users, says Zuckerberg.
[01:25:45.780 --> 01:25:48.522]  I hate you, I hate you, I'm going to take everything you've got.
[01:25:48.522 --> 01:25:50.863]  That's what he says in private conversations that have been leaked.
[01:25:50.863 --> 01:25:52.664]  Keep them desperate, keep them alone.
[01:25:52.664 --> 01:25:53.504]  What's in the WikiLeaks?
[01:25:53.504 --> 01:25:55.305]  Keep them desperate, keep them alone.
[01:25:55.305 --> 01:25:57.986]  Overrun them, make them pathetic, rot them under the ground.
[01:25:57.986 --> 01:26:00.427]  And you just loving trendies love it.
[01:26:00.427 --> 01:26:03.309]  All the little fake bots administering to them, and their little fake
[01:26:03.689 --> 01:26:04.530]  We're good to go.
[01:26:23.660 --> 01:26:27.121]  Let's go ahead and talk to David in San Francisco.
[01:26:27.121 --> 01:26:29.362]  David, I'm glad you care.
[01:26:29.362 --> 01:26:33.243]  They're out there now selling a coup d'etat against the president on TV.
[01:26:33.243 --> 01:26:35.404]  I think that's pretty sensational, don't you?
[01:26:35.404 --> 01:26:39.125]  And even if you hate Trump, what are they going to replace it with once you have a coup?
[01:26:39.125 --> 01:26:41.006]  You know, those things don't go away, do they?
[01:26:41.006 --> 01:26:43.147]  That'll be okay because the Democrats are being taught.
[01:26:43.527 --> 01:26:45.670]  It's time to outlaw libertarianism.
[01:26:45.670 --> 01:26:47.473]  It's time to outlaw nationalism.
[01:26:47.473 --> 01:26:49.917]  It's time to outlaw American flags.
[01:26:49.917 --> 01:26:53.101]  The Ninth Circuit banned those four years ago in schools.
[01:26:53.101 --> 01:26:55.485]  So we're going to ban the American flag on shirts?
[01:26:55.485 --> 01:26:56.547]  I mean, absolutely.
[01:26:56.547 --> 01:26:59.331]  It's time to have a one-party dictatorship, isn't it?
[01:27:00.546 --> 01:27:01.847]  You bet I care.
[01:27:01.847 --> 01:27:03.668]  Yeah, I mean, this is incredible.
[01:27:03.668 --> 01:27:06.891]  I am so glad that you're going to hammer away at this.
[01:27:06.891 --> 01:27:13.335]  And first of all, let me say hi to Daniel and Luke, my sons who are listening live.
[01:27:13.335 --> 01:27:16.417]  You know, let me see if I get this straight.
[01:27:16.417 --> 01:27:24.663]  Former, former Vice President of the United States of America, big fat mouth Al Gore.
[01:27:24.663 --> 01:27:28.546]  OK, and big fat mouth CIA guy Clapper.
[01:27:29.506 --> 01:27:52.592]  Actually said that Trump needs to beware of, quote, of the big event when we all know from Governor Jesse Ventura's studies, Jim Mars with two Rs, your studies on the assassination of the President, that it was clearly the code words that the CIA used to take down President Kennedy.
[01:27:52.592 --> 01:27:53.552]  Was the big event.
[01:27:53.552 --> 01:27:57.173]  And we're not going to arrest Big Fat Mouth Al Gore and Clapper.
[01:27:57.173 --> 01:27:58.573]  Arrest them now!
[01:27:59.289 --> 01:28:00.390]  No!
[01:28:00.390 --> 01:28:01.811]  What's going on here Alex?
[01:28:01.811 --> 01:28:03.532]  Listen, listen, listen.
[01:28:03.532 --> 01:28:11.938]  They're the ones calling for violence and so just like North Korea pointing missiles at us and saying we'll nuke you any minute and test firing them, then we're allowed to strike them.
[01:28:11.938 --> 01:28:15.361]  I mean I wouldn't be surprised if Trump doesn't move against these people.
[01:28:16.161 --> 01:28:19.826]  And you know, maybe Trump isn't going to have a big spectacle in the news about it either.
[01:28:19.826 --> 01:28:23.710]  And of course the media will spin that Jones is calling for violence against Gore and Clapper.
[01:28:23.710 --> 01:28:24.291]  No!
[01:28:24.291 --> 01:28:29.778]  And Brennan, Brennan, they're running around saying overthrow, you know, get ready for the president to be killed, whatever.
[01:28:29.778 --> 01:28:32.982]  All I'm saying is, they're in a man's world now.
[01:28:34.127 --> 01:28:39.132]  And I understand they're in the small pee-pee club there with Al Gore, you know, in the little pervert club and, you know, all the rest of it.
[01:28:39.132 --> 01:28:41.434]  But I mean, you know, this is the real world here.
[01:28:41.434 --> 01:28:42.815]  They've had a sleeping America.
[01:28:42.815 --> 01:28:44.156]  They've been strangling forever.
[01:28:44.156 --> 01:28:44.716]  Stay there, David.
[01:28:44.716 --> 01:28:47.039]  I want to come back and let you have a response back to that.
[01:28:47.039 --> 01:28:48.620]  What do you think Trump should do?
[01:28:48.620 --> 01:28:52.283]  I'm glad you teed this up because I should have started the broadcast.
[01:28:52.283 --> 01:28:56.007]  But I kind of got diverted with North Korea and Obamacare and all the rest of it.
[01:28:56.007 --> 01:28:58.469]  But we got to keep our eye on what's really happening.
[01:28:58.789 --> 01:28:59.590]  These desperate criminals.
[01:29:14.201 --> 01:29:21.244]  I believe every good journalist needs to know why the Second Amendment must be considered more essential than the First Amendment.
[01:29:21.244 --> 01:29:31.969]  This may be a bitter pill to swallow, but the right to keep and bear arms is not an outdated, dusty idea some old dead white guys dreamed up in fear of the Redcoats.
[01:29:31.969 --> 01:29:35.631]  No, it is just as essential to liberty today as it was in 1776.
[01:29:37.512 --> 01:29:44.679]  The original amendments we refer to as the Bill of Rights contain ten of what the constitutional framers termed unalienable rights.
[01:29:44.679 --> 01:29:47.341]  The Bill of Rights came to us with blinders on.
[01:29:47.341 --> 01:29:50.184]  It doesn't recognize color, or class, or wealth.
[01:29:50.184 --> 01:29:56.790]  It protects not just the rights of actors, or editors, or reporters, but extends even to those we love to hate.
[01:29:56.790 --> 01:29:59.293]  This is a small excerpt from Charlton Heston.
[01:30:01.331 --> 01:30:06.052]  Men, give your body the support it needs with InfoWars Life Prostagard.
[01:30:06.052 --> 01:30:10.494]  It's time to start assisting the body in regulating proper prostate balance.
[01:30:10.494 --> 01:30:21.097]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[01:30:21.717 --> 01:30:29.679]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[01:30:29.679 --> 01:30:39.042]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[01:30:39.042 --> 01:30:49.305]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[01:30:49.785 --> 01:30:53.227]  Now's the time to start naturally supporting your body.
[01:30:53.227 --> 01:30:57.848]  Get Prostagard on your side today, exclusively at Infowarslife.com.
[01:30:57.848 --> 01:31:00.770]  That's Infowarslife.com.
[01:31:00.770 --> 01:31:09.874]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:31:09.874 --> 01:31:17.957]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:31:18.257 --> 01:31:23.140]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:31:23.140 --> 01:31:29.923]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:31:29.923 --> 01:31:37.107]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:31:37.107 --> 01:31:43.970]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:31:44.130 --> 01:31:48.613]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:31:48.613 --> 01:31:51.996]  Available in original or with our immune support infusion blend.
[01:31:51.996 --> 01:31:58.300]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:31:58.300 --> 01:31:59.981]  Available at InfoWarsLife.com
[01:32:00.822 --> 01:32:11.406]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[01:32:11.406 --> 01:32:13.466]  That's why I'm introducing Z-SHIELD.
[01:32:13.466 --> 01:32:16.347]  Toxic Metal and Chemical Defense Support.
[01:32:16.347 --> 01:32:17.828]  It's made in the USA.
[01:32:17.828 --> 01:32:20.969]  It's filled with known compounds from nature that are
[01:32:21.069 --> 01:32:24.652]  It's absolutely associated with detoxifying the body and it supports the info war.
[01:32:24.652 --> 01:32:26.733]  It is a classical 360 win.
[01:32:26.733 --> 01:32:36.441]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[01:32:36.441 --> 01:32:48.771]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that patriots stay as healthy and as clean and as focused as you can be because we need you, the remnant of America,
[01:32:48.951 --> 01:32:53.254]  To reignite those brush fires to the next level and to be healthy and as focused as you can be.
[01:32:53.254 --> 01:32:56.537]  Thanks to your support and your prayers, together, we're changing the world.
[01:32:56.537 --> 01:32:58.138]  Now it's time to change our bodies.
[01:32:58.138 --> 01:32:58.959]  With a Z-Shield.
[01:32:58.959 --> 01:33:03.502]  Infowarslife.com.
[01:33:03.502 --> 01:33:06.084]  You're listening to the Alex Jones Show.
[01:33:11.274 --> 01:33:12.575]  You've got it.
[01:33:12.575 --> 01:33:18.417]  This transmission is coming to you.
[01:33:18.417 --> 01:33:22.779]  Waging war on corruption.
[01:33:22.779 --> 01:33:31.543]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:33:31.543 --> 01:33:35.045]  I say this all the time, but I need to take more calls.
[01:33:35.045 --> 01:33:38.666]  I need to get to them, because they always keep me honest.
[01:33:38.666 --> 01:33:39.167]  And by that,
[01:33:40.593 --> 01:33:53.721]  I should have started the broadcast again with the incredible news that they're just all over TV, all over radio, all over print, saying COG, overthrow Trump, kill him, violent end, sudden end.
[01:33:53.721 --> 01:33:55.102]  They're shopping it on Congress.
[01:33:55.102 --> 01:33:56.683]  They're shopping it at the Pentagon.
[01:33:56.683 --> 01:34:02.307]  And I don't see how they're going to kill him, because you know they're not going to let him live.
[01:34:02.307 --> 01:34:04.188]  And then sell that to everybody.
[01:34:05.612 --> 01:34:11.694]  Or are they gonna have, like, some fake loan nut that's supposedly his supporter, quote, mad at him over Obamacare or something?
[01:34:11.694 --> 01:34:14.034]  I mean, they'll script it where it's his fault.
[01:34:14.034 --> 01:34:15.875]  But no one's gonna buy it!
[01:34:15.875 --> 01:34:16.815]  I mean, this is not 1963!
[01:34:16.815 --> 01:34:25.638]  And quite frankly, Trump's a lot better than JFK.
[01:34:25.638 --> 01:34:32.259]  I mean, JFK did cut taxes for the general tax bracket 50%.
[01:34:32.259 --> 01:34:34.020]  Tax receipts doubled, by the way, within a year.
[01:34:34.704 --> 01:34:35.788]  Trump's trying the same stuff.
[01:34:37.113 --> 01:34:44.078]  Yeah, you cut taxes massively, it makes the economy explode, usually works for three years, and you can get out of a recession or depression that way.
[01:34:44.078 --> 01:34:55.805]  But I understand, I understand, mainstream media makes fun of Trump, and the Hollywood shows, and the Late Show, and the Late Late Show has Gore on saying he's going to be removed from office in a coup, so everybody just wants to be on the winning team.
[01:34:55.805 --> 01:35:00.128]  You don't actually want to be on the winning team, you want to simulate and imagine you're on the winning team.
[01:35:00.128 --> 01:35:01.309]  And I'm not talking to my audience.
[01:35:01.309 --> 01:35:06.673]  Remember audience, I'm always talking to the 20-30% that doesn't know their ass from a hole in the ground.
[01:35:07.454 --> 01:35:13.523]  I'm sorry to talk like that because I really care about these people but I'm not gonna sit there and kiss their butt trying to get them out of their coma.
[01:35:14.417 --> 01:35:18.398]  Okay, what Trump is doing is not fifth-dimensional chess like everybody says.
[01:35:18.398 --> 01:35:23.960]  It's simply classic Americana, classic default free market prosperity.
[01:35:23.960 --> 01:35:25.140]  We know it works.
[01:35:25.140 --> 01:35:26.161]  We know it works.
[01:35:26.161 --> 01:35:27.701]  We know North Korea doesn't work.
[01:35:27.701 --> 01:35:29.802]  We know Venezuela's socialism doesn't work.
[01:35:29.802 --> 01:35:31.502]  We know this works.
[01:35:31.502 --> 01:35:39.665]  The problem is it creates multi-generational spoiled slobs who don't appreciate it and walk around wearing communist shirts while they wear $100 sneakers, drive $20,000 cars, and $1,000
[01:35:43.166 --> 01:35:48.129]  Yeah, the President needs to put Roger Stone in a very high position in the government.
[01:35:48.129 --> 01:35:54.592]  I'm not sure what position, but have you read the Jeb and the Bush crime family yet?
[01:36:13.951 --> 01:36:16.779]  Have I read what?
[01:36:16.779 --> 01:36:21.734]  A jab in the Bush crime family because the Bush is actually voted for Hillary Clinton.
[01:36:22.133 --> 01:36:26.295]  Yes, yes, our Red Stones book that came out a few years ago, we sell it.
[01:36:26.295 --> 01:36:28.237]  It's the Bush crime family.
[01:36:28.237 --> 01:36:29.918]  Absolutely, absolutely.
[01:36:29.918 --> 01:36:31.398]  It just exposes the whole thing.
[01:36:31.398 --> 01:36:45.747]  What do you make about them publicly everywhere calling for his violent death, calling for his murder, calling for his overthrow, calling for an overthrow of the election, calling for going after the free press, showing up the American people.
[01:36:45.747 --> 01:36:48.809]  Don't the globalists get that that dog isn't going to hunt?
[01:36:48.809 --> 01:36:50.630]  That they're never going to get away with all this?
[01:36:51.838 --> 01:36:53.878]  This is anarchy, Alex.
[01:36:53.878 --> 01:37:00.660]  You know, President Trump is the president for the hour, like Abraham Lincoln was and George Washington was.
[01:37:00.660 --> 01:37:08.501]  And it's amazing, he's the 45th president, he's the 9th president that was elected on the Sabbath here, and the sum of 1 through 9 is 45.
[01:37:08.501 --> 01:37:12.922]  I mean, and the 70 weeks is the only prophecy that tells us when Christ would come.
[01:37:12.922 --> 01:37:14.683]  He's the president for the hour.
[01:37:14.683 --> 01:37:17.823]  And we need to start praying these Davidic prayers against Clapper and Al Gore.
[01:37:17.823 --> 01:37:20.764]  I hate to say it, but I don't hate to say it because it's in the Bible, okay?
[01:37:21.564 --> 01:37:22.184]  Absolutely.
[01:37:22.184 --> 01:37:24.045]  Prayer is real.
[01:37:24.045 --> 01:37:33.027]  It's been documented and humans focusing on something together literally manifested with the technology we have now and the culture and communication.
[01:37:33.027 --> 01:37:34.708]  The globalists know this.
[01:37:34.708 --> 01:37:38.309]  That's why they've got all these satanic people and witches praying against Trump.
[01:37:38.309 --> 01:37:42.810]  We need to get everybody active in the field, active on the ground, spreading the word.
[01:37:43.490 --> 01:37:57.834]  Working hard, building up the economy, being good people, being examples, but also praying for Trump, praying for Infowars, praying for everybody that's on the front lines fighting these people because they absolutely hate the fact that the Christians in America understand the score.
[01:37:57.834 --> 01:38:00.695]  And that's why I had that great Pastor Brown on Tuesday.
[01:38:00.695 --> 01:38:05.016]  I mean, he was word for word saying the same stuff I'm saying because we're on the same page.
[01:38:05.016 --> 01:38:10.678]  It's a spirit of resistance against this tyranny and understanding that this is the real deal.
[01:38:10.678 --> 01:38:11.238]  God bless you.
[01:38:11.238 --> 01:38:11.978]  I appreciate your call.
[01:38:13.655 --> 01:38:15.978]  Okay, let's go to more of these calls right now.
[01:38:15.978 --> 01:38:18.381]  Who is up next here?
[01:38:18.381 --> 01:38:20.904]  Let's go ahead and go to J.K.
[01:38:20.904 --> 01:38:21.445]  in D.C.
[01:38:21.445 --> 01:38:23.227]  then Frank, Jim, Alex, Sean.
[01:38:23.227 --> 01:38:24.549]  J.K., thanks for holding her on the air.
[01:38:25.686 --> 01:38:26.947]  Yes, hello Alex.
[01:38:26.947 --> 01:38:34.812]  I called to talk about information literacy, critical thinking in the information age as it relates to the info war and the battle between good and evil.
[01:38:34.812 --> 01:38:40.535]  And I'm a Master of Arts in teaching and I've given talks about information literacy in Istanbul, Bosnia, etc.
[01:38:40.535 --> 01:38:43.857]  And I've been invited to speak in many parts of the world.
[01:38:43.857 --> 01:38:46.579]  And you said something last month that really stood out.
[01:38:46.579 --> 01:38:48.380]  And so I stopped what I was doing, wrote it down.
[01:38:48.380 --> 01:38:51.682]  You said info wars is a weapons system that is underused.
[01:38:52.922 --> 01:38:56.564]  And I totally agree, and I think I understand what you're referring to.
[01:38:56.564 --> 01:39:00.587]  Do I have 30 seconds to set the stage for it, to explain?
[01:39:00.587 --> 01:39:02.288]  Sure, go ahead.
[01:39:02.288 --> 01:39:11.093]  All right, so within the info war metaphor, you, Roger Stone, Pachanek, you guys are the generals, and the listeners are the info soldiers.
[01:39:11.093 --> 01:39:20.599]  And imagine having a fighting force that doesn't understand what the weapons are, understand, even know what the weapons are, or new weapons, they're not trained in it.
[01:39:21.306 --> 01:39:22.407]  I think that's what's going on.
[01:39:22.407 --> 01:39:24.128]  I think that's what you're referring to.
[01:39:24.128 --> 01:39:27.030]  And do you think the evil side knows what the weapons are?
[01:39:27.030 --> 01:39:35.156]  Do you think the criminal elements in the government, the deep state, they know exactly what the weapons are, and it's time that the good side know what they are.
[01:39:35.156 --> 01:39:40.200]  And that's what I think you're referring to, is InfoWars is a weapon system that is underused.
[01:39:40.200 --> 01:39:42.341]  And information literacy understands that.
[01:39:42.341 --> 01:39:49.046]  And I teach students about information literacy, and I get invited to talk around the world about that.
[01:39:49.975 --> 01:40:04.170]  So, for example, when you get riled up from something that the evil side does or says, sometimes it's healthy, it's cathartic, you get it out, but other times you're about to blow a gasket and it's almost like that's a hit.
[01:40:04.170 --> 01:40:08.114]  When you react in a way that's unhealthy, it maybe shortens your life.
[01:40:08.114 --> 01:40:08.734]  Not good for you.
[01:40:08.734 --> 01:40:09.255]  Don't like that.
[01:40:09.255 --> 01:40:09.936]  Sure, sure.
[01:40:09.936 --> 01:40:10.977]  I mean, I'm frustrated.
[01:40:12.719 --> 01:40:16.003]  Let it out sometimes, but listen, here's the problem.
[01:40:16.003 --> 01:40:18.286]  People are on the ground seeing what they're seeing.
[01:40:18.286 --> 01:40:21.911]  If they videotape Hillary falling down, that probably won the election for Trump.
[01:40:21.911 --> 01:40:28.921]  It's little things like that, all of us being awake, all of us putting data out, all of us sharing our own independent information,
[01:40:31.991 --> 01:40:32.271]  Thank you.
[01:40:55.060 --> 01:41:03.085]  And figure out what they're going to do to resist, whether it be big or small, all of it together creates a massive wave that cannot be stopped.
[01:41:03.085 --> 01:41:05.966]  So yes, our info war is underutilized.
[01:41:05.966 --> 01:41:18.314]  The listeners need to know how critical it is, and we're not just spectators here, and what a critical juncture we're at here in civilization, and that we've never had more information, but we've never had more disinformation being flooded as well.
[01:41:19.274 --> 01:41:22.057]  And so, again, it's a big, big subject.
[01:41:22.057 --> 01:41:25.819]  They ask me all the time, how do I know what a real news source is versus another one?
[01:41:25.819 --> 01:41:31.584]  And it's way beyond complex from that perspective even.
[01:41:31.584 --> 01:41:33.385]  So it's almost like you can't even teach this stuff.
[01:41:33.385 --> 01:41:35.667]  You've just got to experience it and learn it.
[01:41:35.667 --> 01:41:37.749]  And then I only have my experiences and my knowledge.
[01:41:37.749 --> 01:41:40.571]  Other people have their own knowledge that has a whole different perspective.
[01:41:40.951 --> 01:41:50.300]  All it is, is don't believe MSM, start getting involved, start thinking about ways to make the world a better place, and start identifying the globalists as true enemies of humanity, because they are.
[01:41:50.300 --> 01:41:54.304]  Realize they're bad people, and all they think of is scams.
[01:41:54.304 --> 01:41:55.305]  How do we defeat them?
[01:41:55.305 --> 01:41:57.627]  Because just removing them will make the world a better place.
[01:41:57.627 --> 01:41:57.848]  Go ahead.
