[00:00:10.265 --> 00:00:10.766]  News.
[03:17:06.796 --> 03:17:08.137]  Along with that line, I want to
[03:17:09.028 --> 03:17:10.169]  Look at this article here again.
[03:17:10.209 --> 03:17:12.111]  We mentioned at the beginning of the show from Zero Hedge.
[03:17:12.671 --> 03:17:15.714]  This is a person, Dr. Pippa Malgren.
[03:17:16.395 --> 03:17:17.355]  She's a U.S.
[03:17:17.416 --> 03:17:21.379]  policy analyst, a former member of the Working Group on Financial Markets.
[03:17:21.399 --> 03:17:23.821]  That's what's commonly called the Plunge Protection Team.
[03:17:23.861 --> 03:17:27.244]  This is the group that is there to keep the stock market from crashing.
[03:17:27.264 --> 03:17:29.747]  But of course, they also pump the stock market up.
[03:17:31.688 --> 03:17:35.029]  What she had to say about Bitcoin, I think, is very important.
[03:17:35.609 --> 03:17:41.551]  She said, in terms of blockchains, and this is the title, because, you know, Zero Hedge really kind of focuses on economic issues.
[03:17:41.591 --> 03:17:47.992]  She has some things to say about immigration that are very interesting as well, coming from a former member of the Obama administration.
[03:17:48.672 --> 03:17:55.234]  But the headline of the Zero Hedge article is, former Plunge Protection Team member warns that blockchain is freaking the government out.
[03:17:55.274 --> 03:17:57.915]  And of course, blockchain is the technical
[03:17:59.095 --> 03:18:03.918]  The fundamental technical means by which Bitcoin and other cryptocurrencies operate.
[03:18:03.938 --> 03:18:06.400]  And she said, blockchain is a new ledger.
[03:18:07.141 --> 03:18:08.802]  E-money is a new currency.
[03:18:09.402 --> 03:18:14.986]  She said, you really eliminate the black market because you can't transact anymore without it being seen.
[03:18:15.026 --> 03:18:19.509]  And so, for example, the European Union are talking heavily about moving to electronic money.
[03:18:20.089 --> 03:18:27.014]  Because then all this black market activity that happens in Greece and Italy where there's no tax, we'll be able to get all the tax revenue off of that.
[03:18:27.534 --> 03:18:30.976]  So they understand that blockchain is the key.
[03:18:31.437 --> 03:18:34.639]  They have a war on cash because they don't want you to have anonymity.
[03:18:34.839 --> 03:18:41.223]  They have a war on you driving your car because they don't want you to have anonymity and freedom of movement.
[03:18:41.403 --> 03:18:43.645]  They don't want you to have any economic freedom either.
[03:18:44.125 --> 03:18:48.948]  And so right now they're looking at this and they're saying, well, blockchain is the wave of the future.
[03:18:48.988 --> 03:18:49.949]  Who is going to control it?
[03:18:50.770 --> 03:18:53.992]  Is it going to be controlled by private issuers of blockchain?
[03:18:54.552 --> 03:18:56.773]  Or will it be controlled by the government?
[03:18:57.154 --> 03:18:58.575]  It comes down to a matter of trust.
[03:18:58.595 --> 03:18:59.455]  Who do you trust more?
[03:19:00.036 --> 03:19:03.498]  Do you trust these private issuers of these blockchain?
[03:19:03.538 --> 03:19:04.358]  Because there's a lot of them.
[03:19:04.378 --> 03:19:05.199]  It's not just Bitcoin.
[03:19:05.439 --> 03:19:06.340]  There are other ones out there.
[03:19:07.200 --> 03:19:08.861]  Or are you going to trust the government more?
[03:19:08.881 --> 03:19:11.883]  So they have this, and this is the bottom line, they have this
[03:19:14.090 --> 03:19:16.111]  This test of their authority.
[03:19:16.591 --> 03:19:18.592]  And they're saying, we've got to control this.
[03:19:18.812 --> 03:19:22.514]  This is what she's saying, somebody who's a former member of the Plunge Protection Team.
[03:19:22.694 --> 03:19:31.818]  She said, we've got to control this, is what they're saying, because otherwise you're going to end up with private sector currencies that possibly are trusted more than government currencies.
[03:19:32.339 --> 03:19:36.600]  And that will lead to transactions that are offline, that government can't see.
[03:19:37.381 --> 03:19:38.581]  See, that's the real issue.
[03:19:39.202 --> 03:19:40.082]  Will we have freedom?
[03:19:40.682 --> 03:19:41.863]  Will we take our freedom back?
[03:19:42.423 --> 03:19:48.948]  When we come back from the break, I'm going to talk to you about what some people have done in Maine in terms of their food.
[03:19:49.348 --> 03:19:54.212]  We're talking about the very basics of life that these people want to take our control away from.
[03:19:54.432 --> 03:20:01.177]  Our ability to move, our ability to transact financially, our ability to buy things like milk and eggs without their permission.
[03:20:01.197 --> 03:20:01.878]  We'll be right back.
[03:20:06.661 --> 03:20:11.285]  The news we're about to cover is some of the most powerful, important information I've ever covered.
[03:20:12.757 --> 03:20:31.274]  Elite publications like the Financial Times of London, the New Yorker Magazine, most importantly Atlantic Monthly, have all come out with articles that I'm going to be showing you on screen while our guest is on, saying we need to overthrow President Trump, we need to have new elections and our homeland security, and take all the Republicans that were elected in 2016 and remove them.
[03:20:31.574 --> 03:20:32.915]  They're calling for death, violence.
[03:20:33.596 --> 03:20:34.577]  This is insane.
[03:20:34.617 --> 03:20:37.840]  So I'm going to ask Colonel Schaefer, former head of the Bin Laden unit, patriot,
[03:20:38.900 --> 03:20:40.181]  With a lot of big connections.
[03:20:40.601 --> 03:20:42.142]  Helped expose Benghazi, you name it.
[03:20:42.362 --> 03:20:44.442]  Works for the London Center for Foreign Policy Research.
[03:20:44.823 --> 03:20:45.583]  Fox contributor.
[03:20:46.283 --> 03:20:48.844]  Where we are currently and how serious the situation is.
[03:20:48.904 --> 03:20:51.445]  Colonel Schaefer, you're more of an expert on this than even I am.
[03:20:51.965 --> 03:20:58.788]  I know that you've worked in some of the most classified areas there are and really had up a lot of things that I'll never see the light of day for this country.
[03:20:59.228 --> 03:21:01.229]  Am I overestimating how serious this is?
[03:21:01.909 --> 03:21:03.451]  No, Alex, thank you for having me on.
[03:21:03.471 --> 03:21:05.573]  And no, you're laying that completely correctly.
[03:21:05.613 --> 03:21:10.818]  You're essentially outlining the situation based on their own verbiage.
[03:21:11.318 --> 03:21:18.305]  And of course, then when they get caught in the open daylight, they then try to say, no, no, no, no, we never said that.
[03:21:18.345 --> 03:21:19.066]  It's all about you.
[03:21:19.746 --> 03:21:22.249]  Same way the deep state goes about saying the deep state doesn't exist.
[03:21:22.529 --> 03:21:24.091]  We're good to go.
[03:21:37.551 --> 03:21:38.031]  We're good.
[03:21:54.420 --> 03:21:56.222]  We're good to go.
[03:22:14.322 --> 03:22:20.746]  All these things are the same way ISIS goes about radicalizing and recruiting people to become terrorists.
[03:22:21.287 --> 03:22:22.848]  And that is what I'm seeing.
[03:22:22.988 --> 03:22:26.150]  I'm seeing a direct correlation, a direct pathology.
[03:22:29.276 --> 03:22:32.437]  They put out the message to billions of people.
[03:22:32.497 --> 03:22:33.678]  They know people are going to hack.
[03:22:33.738 --> 03:22:34.978]  It's like advertising.
[03:22:50.404 --> 03:22:54.109]  If you put advertising out to billions of people saying, come eat our hamburgers, they're gonna come.
[03:22:54.309 --> 03:23:01.119]  Well, if you put out advertising to billions saying, kill, kill Republicans, kill Trump, kill Alex Jones, kill, kill, kill, it's gonna happen!
[03:23:04.107 --> 03:23:06.529]  They use their media to assassinate Real News.
[03:23:07.130 --> 03:23:10.853]  They use their schools to teach children that their president is another Hitler.
[03:23:11.373 --> 03:23:18.079]  They use their movie stars and singers and comedy shows and award shows to repeat their narrative over and over again.
[03:23:18.720 --> 03:23:21.863]  And then they use their ex-president to endorse the resistance.
[03:23:22.583 --> 03:23:42.210]  All to make them march, make them protest, make them scream racism and sexism and xenophobia and homophobia, to smash windows, burn cars, shut down interstates and airports, bully and terrorize the law-abiding, until the only option left is for the police to do their jobs and stop the madness.
[03:23:42.731 --> 03:23:46.292]  And when that happens, they'll use it as an excuse for their outrage.
[03:23:46.852 --> 03:23:57.343]  The only way we stop this, the only way we save our country and our freedom, is to fight this violence of lies with a clenched fist of truth.
[03:23:58.143 --> 03:24:03.289]  I'm the National Rifle Association of America, and I'm freedom's safest place.
[03:24:32.293 --> 03:24:33.514]  Welcome back to the Alex Jones Show.
[03:24:33.574 --> 03:24:34.175]  I'm David Knight.
[03:24:34.195 --> 03:24:38.659]  I want to get back to the news because I had Zach mention something to me during the break.
[03:24:38.899 --> 03:24:48.767]  He said, you know, talk about the fact that we've already got banks using blockchain to do clearance and what's going to happen when Bank of America or Wells Fargo starts to issue their own currency.
[03:24:48.787 --> 03:24:50.149]  We'll get back to that in just a moment.
[03:24:50.249 --> 03:24:56.034]  I want to remind you before we get back to the news though that we have the special that began with the 4th of July.
[03:24:57.338 --> 03:25:00.420]  Free shipping, store-wide, as well as massive discounts.
[03:25:00.440 --> 03:25:02.661]  We're continuing that to the end of the month.
[03:25:02.701 --> 03:25:11.826]  And of course, we've had to take some items off because we have to reserve sufficient quantity to be able to fill our auto ship orders.
[03:25:11.866 --> 03:25:15.828]  And again, if you don't know what auto ship is, that's the ability to get 10% off everything that you order.
[03:25:16.008 --> 03:25:20.031]  And if it's more than $50, then you get that for free shipping.
[03:25:20.051 --> 03:25:26.374]  You pick the product, you pick the interval at which you want to get that shipped to you, and we make sure that you're never out of stock on that.
[03:25:26.374 --> 03:25:30.555]  So we've had to move some of our items off, and we have put some new ones on.
[03:25:30.575 --> 03:25:33.176]  I want to let you know about some of the new discounts that are on there.
[03:25:33.196 --> 03:25:35.577]  Of course, free shipping store-wide is still in effect.
[03:25:36.117 --> 03:25:40.878]  We have now also put Silver Bullet on a 66% off retail.
[03:25:40.918 --> 03:25:41.399]  Just $9.95.
[03:25:42.619 --> 03:25:43.179]  Very effective.
[03:25:43.279 --> 03:25:48.181]  And if you want to take care of your mouth, if you're concerned about gum disease, we have a
[03:25:49.261 --> 03:26:05.029]  Package of three different items silver bullet is one of them our colloidal silver also super blue fluoride free toothpaste if you haven't tried that folks you're gonna love this it's got tea tree oil in it as well as Silver which I don't think you're gonna find that in any other toothpaste.
[03:26:05.109 --> 03:26:15.635]  It does not have fluoride, but it does have iodine So it's very effective to fight bacteria in your mouth so it's silver bullet colloidal silver plus this toothpaste plus a
[03:26:16.215 --> 03:26:21.340]  Powered toothbrush that is impregnated with silver to help fight bacteria as well.
[03:26:21.420 --> 03:26:24.863]  All three of those together, 50% off the regular retail price.
[03:26:24.943 --> 03:26:27.525]  Also, ProPure Traveler, 30% off.
[03:26:27.566 --> 03:26:31.409]  That's more than $55 savings off the regular price.
[03:26:31.469 --> 03:26:33.451]  And we're talking about gravity-fed filters.
[03:26:34.352 --> 03:26:35.012]  It's very important.
[03:26:35.313 --> 03:26:38.355]  As I pointed out last week, the new discovery in California
[03:26:39.338 --> 03:26:49.083]  Rural communities, over a million people find out they've got very high levels of a very strong known carcinogen in their water.
[03:26:49.103 --> 03:26:51.465]  1, 2, 3 TCP is what they call it.
[03:26:52.065 --> 03:26:54.707]  And when I saw that, I looked it up to see if our filters covered it.
[03:26:54.847 --> 03:27:02.071]  And yes, they take out 99.4% of that, along with other things like glyphosate, a lot like lead.
[03:27:02.231 --> 03:27:05.653]  Don't wait to find out that you've been damaged by these chemicals.
[03:27:05.773 --> 03:27:07.834]  Be proactive for yourself, for your family.
[03:27:08.354 --> 03:27:09.975]  Filter your water, get this stuff out.
[03:27:10.015 --> 03:27:18.478]  There's just so many different things, whether it's bacteria, whether it's harmful inorganic chemicals that find their way into your water.
[03:27:18.538 --> 03:27:26.061]  Or maybe you have a city that is paying to dump fluoride into your water, a pesticide used as a pesticide.
[03:27:26.101 --> 03:27:30.422]  That type of fluoride is used as a pesticide elsewhere, but they get them to pay to dump it in.
[03:27:30.442 --> 03:27:32.363]  And of course, that was part of what happened in California.
[03:27:32.363 --> 03:27:40.406]  You have these companies coming in, they've got a toxic waste that they have to pay to get rid of, or they can deceive people and tell them, hey, you could use this as a pesticide.
[03:27:41.226 --> 03:27:44.367]  And now internal memos say they knew that it wasn't a pesticide all along.
[03:27:44.928 --> 03:27:46.548]  So take a look at the specials that we've got.
[03:27:46.908 --> 03:27:57.892]  Free shipping through the rest of the month of July, but of course we're getting pretty close to the end of July, but also up to 66% off retail on selected products at Infowarsstore.com.
[03:27:57.912 --> 03:27:58.933]  We thank you for your support.
[03:27:59.433 --> 03:28:01.234]  That's what funds our operation.
[03:28:02.264 --> 03:28:07.745]  Let's get back to the news here, and as Zach was pointing out, it's like, what happens, you know, maybe it's not going to be the central banks.
[03:28:07.785 --> 03:28:09.326]  Maybe they'll be a little bit more clever about it.
[03:28:09.366 --> 03:28:19.388]  Maybe because people don't trust the central banks, maybe they'll put it out there with private banks and say, yeah, buy your Bitcoin currency, a blockchain currency.
[03:28:19.468 --> 03:28:19.948]  That could be.
[03:28:20.208 --> 03:28:22.789]  You know, that goes back to the way that it used to be in the United States.
[03:28:22.829 --> 03:28:25.409]  It used to be that banks would issue currency.
[03:28:25.449 --> 03:28:28.770]  As a matter of fact, when we were in Hong Kong 10 years ago to adopt my daughter,
[03:28:29.330 --> 03:28:30.330]  That was what we saw there.
[03:28:30.350 --> 03:28:32.371]  I was looking at the money and it's like, well, look at this.
[03:28:32.411 --> 03:28:35.432]  This is different color, different size, but it's the same denomination.
[03:28:35.452 --> 03:28:36.312]  It says Hong Kong dollar.
[03:28:36.352 --> 03:28:37.472]  And it's like, what's going on with this?
[03:28:38.153 --> 03:28:40.033]  Radically different look to the paper money.
[03:28:40.053 --> 03:28:42.814]  And then I noticed it was issued by an individual bank.
[03:28:43.514 --> 03:28:44.514]  I thought, oh, that's interesting.
[03:28:44.954 --> 03:28:51.376]  That's the way it used to be in America before we had the fiat currency that we have from a central bank where it's not backed by anything.
[03:28:51.716 --> 03:28:56.858]  At least with the individual banks, they had to have reserves to back up that currency.
[03:28:57.478 --> 03:29:01.681]  But then we got into the fractional reserve banking, we got into the central banks doing this.
[03:29:02.101 --> 03:29:03.542]  But that is where this is going, folks.
[03:29:03.602 --> 03:29:13.188]  The difference is that when they come back to a Bank of America coin, a blockchain coin, now you're not going to have any privacy.
[03:29:13.448 --> 03:29:20.092]  Because remember, it was fine if they had an individual bank issuing paper currency that was backed by gold or whatever.
[03:29:20.472 --> 03:29:21.693]  But when you go to this,
[03:29:22.233 --> 03:29:30.957]  Now you're not going to have your privacy because I guarantee you these banks are going to be working hand-in-glove with the government to make sure that you have no privacy.
[03:29:31.197 --> 03:29:35.839]  All that information will be there for your controllers because they own you.
[03:29:35.939 --> 03:29:37.400]  Stay with us when we come back.
[03:29:37.940 --> 03:29:38.980]  We've got a lot to talk about.
[03:29:39.020 --> 03:29:46.023]  I'm going to talk about the other thing that was revealed by this woman talking about the invasion that was pre-planned by the United Nations.
[03:29:46.063 --> 03:29:46.664]  We'll be right back.
[03:29:52.455 --> 03:29:55.443]  We're on the march, the empire's on the run.
[03:29:56.386 --> 03:29:59.073]  Alex Jones and the GCN Radio Network.
[03:30:03.919 --> 03:30:09.762]  Do you remember Dennis Hastert, the longest-serving Republican Speaker of the House in history, also the highest-ranking U.S.
[03:30:09.782 --> 03:30:11.203]  politician to be sent to prison?
[03:30:11.963 --> 03:30:18.907]  Hastert was a small-town wrestling coach in Illinois when he was what Judge Thomas Durkin of the federal court described as a serial child molester.
[03:30:19.367 --> 03:30:27.731]  Because of the statutes of limitations for acts in the 1960s and 70s has run out, Hastert was not charged for any of the sexual abuse he engaged in, if you can believe that.
[03:30:28.292 --> 03:30:31.373]  He did go down for illegal hush money, to the tune of at least $3.5 million.
[03:30:33.214 --> 03:30:37.477]  He was fined $250,000 and sentenced to 15 months in prison.
[03:30:37.917 --> 03:30:38.738]  Hardly justice.
[03:30:39.438 --> 03:30:44.662]  But now, the serial child molester is free once again, after serving only 13 months.
[03:30:45.522 --> 03:30:51.806]  Judge Durkin also said, there's nothing more disturbing than having a child molester and Speaker of the House in the same sentence.
[03:30:52.367 --> 03:30:52.927]  I disagree.
[03:30:53.388 --> 03:30:58.051]  There's nothing more disturbing than a serial child molester being free after only one year in prison.
[03:30:58.711 --> 03:30:59.932]  Won't see that on CNN.
[03:31:00.392 --> 03:31:02.874]  For InfoWars.com, this is Owen Schroer.
[03:31:03.414 --> 03:31:09.516]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[03:31:09.876 --> 03:31:12.757]  Dr. Grip, it took years for you to develop DNA Force for us.
[03:31:13.097 --> 03:31:18.298]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[03:31:18.718 --> 03:31:24.680]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[03:31:24.840 --> 03:31:27.961]  Telomeres are the little cups on the end of our chromosomes.
[03:31:28.121 --> 03:31:29.581]  And when it runs out, you start dying.
[03:31:29.781 --> 03:31:33.924]  We chose the PQQ because it has over 175 different clinical trials.
[03:31:34.104 --> 03:31:36.967]  It's one of the most effective substances in the world.
[03:31:37.047 --> 03:31:38.628]  It works like an antioxidant.
[03:31:38.708 --> 03:31:41.911]  It works to repair nerve growth factor.
[03:31:42.191 --> 03:31:44.513]  So this is a formula to deliver the maximum amount.
[03:31:44.793 --> 03:31:45.754]  It's in powder form.
[03:31:45.854 --> 03:31:48.556]  We have so many five-star reviews.
[03:31:48.736 --> 03:31:49.316]  I take this.
[03:31:49.437 --> 03:31:51.138]  This is the product that I take.
[03:31:51.258 --> 03:31:53.220]  Infowarslife.com and the profit we make.
[03:31:54.041 --> 03:31:54.823]  We fight the Globals.
[03:31:54.843 --> 03:31:55.685]  We fight the New World Order.
[03:31:56.006 --> 03:32:00.197]  Secure your DNA Force today at Infowarslife.com or call toll free 888-253-3139.
[03:32:03.422 --> 03:32:24.049]  I'm Millie Weaver and you're watching Flyover America, an InfoWars original series where we're going to be traveling around the United States talking to Flyover America, the people who feel like they have had their voices ignored by their government, by the mainstream media, and by the people on the coast.
[03:32:24.489 --> 03:32:29.811]  So we're going to be talking to the deplorables, finding out why they actually supported Trump.
[03:32:30.111 --> 03:32:35.192]  So come along with us on this journey as we discover Flyover America.
[03:32:35.513 --> 03:32:42.215]  Throughout our travels, we will be making scheduled stops to talk with those who want to tell their story.
[03:32:42.695 --> 03:32:52.578]  Like us and follow our progress on Facebook at Flyover States of America for meeting locations, updates, and even sneak peeks.
[03:32:53.058 --> 03:32:56.581]  And if you have a story to tell, come tell it.
[03:32:57.702 --> 03:33:00.905]  I'm Millie Weaver and you're watching Fly Over America.
[03:33:09.152 --> 03:33:10.053]  You found it.
[03:33:10.393 --> 03:33:11.874]  The tip of the spear.
[03:33:12.155 --> 03:33:14.837]  It is the Alex Jones Show.
[03:33:16.618 --> 03:33:19.080]  And now, your host, David Knight.
[03:33:21.758 --> 03:33:23.721]  Welcome back to the Alex Jones Show, I'm David Knight.
[03:33:30.291 --> 03:33:32.273]  Transcribed on Zero Hedge, parts of it.
[03:33:32.313 --> 03:33:34.975]  It was with Eric Townsend's Macro Voices podcast.
[03:33:36.056 --> 03:33:51.668]  It was very interesting because she talked about blockchain, whether or not it was going to be controlled privately, whether or not the governments were going to be able to take control of the coming blockchain currency to exercise even more control over the population, or if we go in the other way.
[03:33:52.196 --> 03:33:53.538]  We move towards freedom.
[03:33:54.319 --> 03:33:55.581]  Very interesting times, isn't it?
[03:33:56.102 --> 03:34:00.267]  We have freedom sitting on the edge of a knife, don't we?
[03:34:00.808 --> 03:34:02.210]  That is the quest that we have here.
[03:34:02.230 --> 03:34:07.217]  But I want to talk about the other thing that she talked about before she got to the financial aspects of this.
[03:34:08.038 --> 03:34:20.064]  She was in the Obama administration, and so as they point out on Zero Hedge, it was very interesting that despite her liberal views regarding the free movement of people, she said she was quite worried about the crisis that we're seeing in Europe right now.
[03:34:20.684 --> 03:34:30.990]  She believes that it will only worsen as governments in northern Africa become increasingly unstable, potentially leading to a financial crisis in Europe.
[03:34:31.430 --> 03:34:31.850]  Exactly.
[03:34:31.890 --> 03:34:32.670]  This is what she had to say.
[03:34:32.911 --> 03:34:35.812]  We're not just talking about the magnitude of refugees that we've already seen.
[03:34:36.372 --> 03:34:37.373]  We're talking about what's coming.
[03:34:37.893 --> 03:34:40.315]  And so this is where the Italian threat is very important.
[03:34:40.355 --> 03:34:46.100]  And the Italian threat she's speaking of is the threat of the Italian government saying, look, we're not going to put up with this anymore.
[03:34:46.120 --> 03:34:53.767]  We've got this massive exodus of people coming in from Northern Africa, and they're coming straight here, and you're not helping us to patrol our borders.
[03:34:54.028 --> 03:34:55.329]  This is a massive invasion.
[03:34:55.609 --> 03:35:01.955]  If people can come to your country in uncontrolled, unvetted numbers, that's nothing short of an invasion.
[03:35:02.535 --> 03:35:11.459]  If you have absolutely no control over your borders, you have no control over your country, over your culture, over your economy, over anything, because people are just going to come in.
[03:35:12.519 --> 03:35:14.040]  And this was something that was a plan.
[03:35:14.060 --> 03:35:15.240]  I talked about this on Friday.
[03:35:15.300 --> 03:35:20.162]  The UN plan was documented back in 2000, 17 years ago.
[03:35:20.743 --> 03:35:26.505]  They were putting it out there saying, well, because of declining birth rates and because of an aging population, we've got to bring these people in.
[03:35:26.525 --> 03:35:28.886]  We've got to have a replacement population.
[03:35:30.120 --> 03:35:34.802]  They were couching it in the terms that these people were going to come in and pay for our social security.
[03:35:35.603 --> 03:35:36.423]  Good luck with that.
[03:35:36.923 --> 03:35:37.423]  Good luck with that.
[03:35:37.463 --> 03:35:48.909]  No, what's really, that's the way it was being sold, but what is really at the bottom of this is to bring massive numbers of people in to reduce the West to a third world controllable
[03:35:50.223 --> 03:35:56.028]  Situation like they have been able to do in their colonization, or their neo-colonization throughout the third world.
[03:35:56.068 --> 03:35:57.008]  And this is what she had to say.
[03:35:57.048 --> 03:36:00.471]  They said, basically, the Italians said, look, nobody is helping us.
[03:36:01.031 --> 03:36:03.333]  And we get all of them because of our geographical location.
[03:36:03.353 --> 03:36:09.618]  So unless you guys give us a hand here, then we're just going to issue them papers and we're going to let them loose through the rest of Europe.
[03:36:09.698 --> 03:36:11.219]  They can go anywhere they want in Western Europe.
[03:36:11.460 --> 03:36:16.784]  That is, of course, a bit scary for the rest of Western Europe, which would prefer to have the problem contained.
[03:36:17.324 --> 03:36:25.708]  But they're not prepared to help Italy in the containment process, just as they weren't prepared to give Greece any extra money to deal with their refugee problem.
[03:36:26.208 --> 03:36:27.549]  Which happens for the same reasons.
[03:36:27.949 --> 03:36:29.109]  But this is just the beginning.
[03:36:29.409 --> 03:36:31.630]  And you have to understand, why is this happening?
[03:36:32.311 --> 03:36:43.976]  This policy, again, was sold 17 years ago, said we gotta bring in people in massive numbers, by the millions, in order to sustain the welfare entitlement state that we have created in the West.
[03:36:45.436 --> 03:36:46.517]  That is not what this is about.
[03:36:47.654 --> 03:36:54.716]  And when you hear people talking about, we've got to bring them in because they've got a crisis, a refugee crisis, we've said for the longest time, they're creating these crises.
[03:36:55.576 --> 03:36:56.817]  This was the plan all along.
[03:36:57.337 --> 03:37:00.418]  The crisis in Africa is something that they created in Libya.
[03:37:00.998 --> 03:37:02.538]  And that's where many of these people are coming from.
[03:37:03.118 --> 03:37:03.859]  They created it.
[03:37:03.899 --> 03:37:12.281]  They created the crisis, the chaos, the regime change, the following wars that happened, and then they say, ah, now we've got refugees, we've got to bring it in.
[03:37:12.481 --> 03:37:13.941]  That's what they wanted to do to begin with.
[03:37:14.242 --> 03:37:15.282]  And you have to understand
[03:37:15.962 --> 03:37:17.524]  That it was a plan to start with.
[03:37:17.624 --> 03:37:19.726]  That's why it's so important about Building 7, for example.
[03:37:19.746 --> 03:37:23.570]  If we go back and we look at 9-11, and we hear Silverstein say, uh, pull it!
[03:37:24.130 --> 03:37:33.239]  And we see the building collapse, and we see the BBC coming on and announcing that Building 7, the third building that was never hit by a plane, that the third building had already fallen.
[03:37:33.279 --> 03:37:36.303]  You can see the building over her shoulder while she's reading this, okay?
[03:37:37.133 --> 03:37:40.976]  That lie that they sold us to create the surveillance state.
[03:37:41.297 --> 03:37:46.101]  It's very important to understand that because if you understand that they demolished Building 7, that it didn't fall down.
[03:37:46.141 --> 03:37:52.566]  We've never had a building that burned for a couple of hours, a steel skyscraper that just collapsed in its own footprint.
[03:37:52.606 --> 03:37:53.867]  Well, that happened three times.
[03:37:54.648 --> 03:37:58.873]  And only two times were the buildings even hit by a plane, if they want to try to explain it away that way.
[03:37:58.894 --> 03:38:03.539]  It was minor fires, minor office fires, and as we just saw, the catastrophe in the UK.
[03:38:04.020 --> 03:38:06.663]  That building that burned, I think, for 18 hours.
[03:38:07.404 --> 03:38:08.406]  Never did fall down, did it?
[03:38:09.488 --> 03:38:10.729]  It just doesn't happen, folks.
[03:38:10.889 --> 03:38:13.030]  That isn't the way that the buildings fall down.
[03:38:13.050 --> 03:38:14.130]  They don't collapse in their footprint.
[03:38:14.150 --> 03:38:19.373]  So if you understand that these were controlled demolitions in the case of Building 7, it's very easy to see that.
[03:38:19.393 --> 03:38:21.734]  With the BBC announcing that it had fallen, it hadn't fallen.
[03:38:22.114 --> 03:38:29.197]  With the guy being caught saying, pull it, which is a term for demolition, and to see it collapse in its own footprint when it hadn't been hit by a plane.
[03:38:29.497 --> 03:38:34.980]  If you understand that, then you understand that it was something that they had planned for quite some time in advance.
[03:38:35.020 --> 03:38:36.501]  You don't just walk in,
[03:38:37.541 --> 03:38:41.442]  And in a couple of hours set up a building for falling into its footprint.
[03:38:42.142 --> 03:38:45.903]  And the same thing is not happening for the collapse of the West either.
[03:38:46.563 --> 03:38:49.784]  This isn't something that just happened on the spur of the moment that they're reacting to.
[03:38:50.164 --> 03:38:51.445]  This is a long-term plan.
[03:38:52.145 --> 03:38:53.025]  That was their desire.
[03:38:53.085 --> 03:38:57.886]  So she goes on to say that what we're seeing now happening is not a temporary phenomenon.
[03:38:58.647 --> 03:39:03.988]  She said it's now that people in those parts of the world have begun to register, hey, I can just go to Europe.
[03:39:04.622 --> 03:39:06.764]  Because they've got telephones in their pocket.
[03:39:07.404 --> 03:39:09.886]  And the television is on their phone.
[03:39:09.926 --> 03:39:11.046]  So they're watching this happen.
[03:39:11.066 --> 03:39:12.147]  They're seeing the Western reports.
[03:39:12.187 --> 03:39:13.228]  And she said, this is the key.
[03:39:13.488 --> 03:39:18.592]  The realization that the movement may be worth it for these people in developing worlds.
[03:39:18.672 --> 03:39:29.519]  They're now saying that in parts of even sub-Saharan Africa, the greatest luxury good, the thing that a person will buy when they have any extra money, is passage to Europe.
[03:39:29.819 --> 03:39:30.400]  You understand that?
[03:39:31.502 --> 03:39:32.724]  That's what they're paying for.
[03:39:32.964 --> 03:39:33.725]  That's why they're coming.
[03:39:34.025 --> 03:39:34.806]  That is the plan.
[03:39:35.688 --> 03:39:41.415]  It is a planned demolition of the West to collapse it and its footprints.
[03:39:42.304 --> 03:39:56.267]  And of course this is a plan that they have been working on in terms of creating the so-called emergency events that are fueling this as well as the attitudes of people in the West propagandizing our children.
[03:39:56.287 --> 03:39:57.408]  We'll go to that in just a moment.
[03:39:57.988 --> 03:40:00.668]  But remember that we do have an axis of people.
[03:40:00.748 --> 03:40:04.829]  We have the Prime Minister and Hungary and others.
[03:40:05.150 --> 03:40:06.350]  Poland is resisting this.
[03:40:07.570 --> 03:40:10.911]  The Czech Republic, Slovakia, they understand what's going on.
[03:40:11.471 --> 03:40:13.193]  And they're opposing the EU.
[03:40:13.313 --> 03:40:21.263]  And so, as we talked about earlier, and I'll recap this on Breitbart, the Bavarian president is saying, we know that the migration wave will continue.
[03:40:21.283 --> 03:40:25.407]  The Minister President of Bavaria said he expects the migrant crisis to continue.
[03:40:25.688 --> 03:40:26.308]  He demanded
[03:40:27.028 --> 03:40:29.811]  That German Chancellor Angela Merkel do more to tackle it.
[03:40:29.831 --> 03:40:33.654]  He said right now the situation is quiet, but we all know the immigration wave will continue.
[03:40:33.694 --> 03:40:37.558]  The cleanest way to solve it, he says, would be to help the refugees in their own home countries.
[03:40:37.938 --> 03:40:39.079]  How many times have I said that?
[03:40:39.600 --> 03:40:45.945]  Who said, if you want to stop the refugees from Syria, why don't you stop the war that you created for regime change?
[03:40:45.965 --> 03:40:47.767]  Why don't you stop funding ISIS?
[03:40:48.348 --> 03:40:49.168]  And we have had
[03:40:49.969 --> 03:40:53.411]  President Trump stopped funding ISIS via the CIA.
[03:40:53.471 --> 03:40:54.871]  He issued that order last week.
[03:40:54.891 --> 03:40:56.672]  That's a positive move and the right step.
[03:40:56.872 --> 03:40:57.733]  We could stop the war.
