[00:00:00.169 --> 00:00:02.772]  Nascent Iodine is essential.
[03:21:06.336 --> 03:21:08.497]  The mainstream media knows people hate Trump.
[03:21:08.898 --> 03:21:14.901]  So they're like, all right, here's anti-Trump, here's Trump hate 24-7, and it just keeps feeding itself.
[03:21:15.021 --> 03:21:17.302]  They hate Trump, here's Trump's, you know, anti-Trump stuff.
[03:21:17.322 --> 03:21:19.264]  And they're like, oh, here comes more anti-Trump stuff.
[03:21:19.284 --> 03:21:19.804]  We're right.
[03:21:20.344 --> 03:21:22.846]  And like that is, that's the bigger issue.
[03:21:23.046 --> 03:21:28.729]  And I think the mainstream media is appealing to this generation that gets their news from like scrolling and headlines.
[03:21:28.829 --> 03:21:29.389]  It's disgusting.
[03:21:48.749 --> 03:21:49.949]  Well, and that's the thing, too.
[03:21:50.109 --> 03:21:52.210]  It's almost as if it's a test.
[03:21:52.250 --> 03:21:58.872]  It's like if you were to address some Trump supporters and give them a test and say, why do you like Trump?
[03:21:58.912 --> 03:22:00.132]  Why do you support these policies?
[03:22:00.172 --> 03:22:01.292]  Why are you out here supporting Trump?
[03:22:01.312 --> 03:22:02.313]  They're going to pass that test.
[03:22:02.333 --> 03:22:05.414]  They're going to be able to answer you, and they're going to be proud of what they have to say.
[03:22:05.434 --> 03:22:06.254]  They're going to be smiling.
[03:22:07.094 --> 03:22:10.197]  I met 10-year-old kids that could do that.
[03:22:10.697 --> 03:22:14.661]  But when you ask the people that are protesting Trump, they fail the test every time.
[03:22:14.941 --> 03:22:16.262]  They don't know what they're talking about.
[03:22:16.823 --> 03:22:17.964]  They fumble, they stumble.
[03:22:18.044 --> 03:22:19.165]  Some of them can't talk to you.
[03:22:19.785 --> 03:22:22.007]  Others will point to someone else, oh, go talk to them.
[03:22:22.828 --> 03:22:25.510]  And for whatever reason, I don't know what it is.
[03:22:25.530 --> 03:22:29.174]  And my final question for you would be this.
[03:22:31.266 --> 03:22:35.107]  All the people, most people that I talk to say, oh, I don't trust the mainstream media.
[03:22:35.247 --> 03:22:36.448]  I don't believe the mainstream media.
[03:22:36.468 --> 03:22:37.568]  The mainstream media are liars.
[03:22:37.608 --> 03:22:40.969]  It's like everybody agrees with that and I say, where are you getting this rhetoric?
[03:22:41.009 --> 03:22:42.890]  Where are you getting all these stories about Donald Trump?
[03:22:43.070 --> 03:22:43.870]  The mainstream media.
[03:22:45.271 --> 03:22:47.131]  Dude, that equation doesn't add up.
[03:22:47.531 --> 03:22:49.372]  Do you have people, do you experience the same thing?
[03:22:49.412 --> 03:22:52.793]  People saying, hey, I don't like the mainstream news either, but I voted for Hillary.
[03:22:56.014 --> 03:22:57.915]  Yeah, I mean, it's the same people that told
[03:23:03.519 --> 03:23:07.741]  We have seen... Like you said, they think that they think they know.
[03:23:07.781 --> 03:23:09.282]  They think like, oh, mainstream media.
[03:23:09.362 --> 03:23:13.223]  Oh, I know there's a little bit of bias there, but like that's where they continue to get their information from.
[03:23:13.263 --> 03:23:15.204]  And that's why like this will never get broken.
[03:23:15.644 --> 03:23:20.246]  And I mean, bigger picture people, you know, don't like Trump for whatever reason they don't like Trump.
[03:23:20.687 --> 03:23:25.249]  But if they voted for Hillary Clinton and I asked them to their face, like, Oh, who'd you vote for?
[03:23:25.269 --> 03:23:25.689]  Hillary.
[03:23:25.829 --> 03:23:29.290]  And they don't say Hillary, but I know she was really bad.
[03:23:29.350 --> 03:23:30.171]  I couldn't blah, blah, blah.
[03:23:30.451 --> 03:23:32.652]  But like, they say Hillary Clinton and they don't say anything more.
[03:23:33.152 --> 03:23:35.533]  It's like, I don't think they get any information from anywhere.
[03:23:35.773 --> 03:23:40.756]  Like, they're just literally reading headlines and, like, I think Facebook posts and Instagram feeds.
[03:23:40.776 --> 03:23:44.858]  Like, these people, like, I don't even think they're going to the mainstream media.
[03:23:44.878 --> 03:23:47.319]  They're just getting the headlines from them, like a CNN headline.
[03:23:47.339 --> 03:23:50.260]  They see it in their feed, and they're like, alright, that's what's going on in the world.
[03:23:50.420 --> 03:23:51.101]  It's scary.
[03:23:51.401 --> 03:23:53.282]  Or this is just their chance to resist.
[03:23:53.342 --> 03:23:54.362]  This is just their chance.
[03:23:54.402 --> 03:23:59.885]  They feel like they finally can accomplish something for the first time in their life, and so they latch onto that, and I think that's some of it, too.
[03:24:00.345 --> 03:24:02.166]  Check out his channel, Fleckus Talks.
[03:24:02.546 --> 03:24:04.266]  I'm telling you guys, these are funny videos.
[03:24:04.306 --> 03:24:07.988]  If you like my videos confronting protesters, check his out.
[03:24:08.108 --> 03:24:11.389]  It's a different angle, but definitely funny.
[03:24:11.689 --> 03:24:16.030]  And hey, maybe next time he'll have a metal spoon.
[03:24:16.310 --> 03:24:17.891]  Ooh, ah, look out.
[03:24:17.911 --> 03:24:19.271]  Thank you for having me on.
[03:24:19.431 --> 03:24:20.532]  I also want to thank you guys.
[03:24:20.552 --> 03:24:21.652]  This is not a paid plug.
[03:24:21.692 --> 03:24:22.972]  I got my caveman here.
[03:24:22.992 --> 03:24:23.333]  There we go.
[03:24:25.593 --> 03:24:27.054]  I mean, this stuff is good.
[03:24:27.074 --> 03:24:29.416]  I took this this morning, the Brain Force, and I feel it all day.
[03:24:29.436 --> 03:24:29.877]  It's great.
[03:24:30.117 --> 03:24:30.837]  That makes sense.
[03:24:30.898 --> 03:24:32.899]  Of course, he clearly has the caveman.
[03:24:32.939 --> 03:24:33.920]  You can see it in his beard.
[03:24:34.260 --> 03:24:35.641]  He clearly has the Brain Force.
[03:24:35.661 --> 03:24:37.523]  You can tell by the videos he does in the streets.
[03:24:37.823 --> 03:24:38.424]  Fleckus Talks.
[03:24:38.464 --> 03:24:39.845]  Check out his YouTube channel.
[03:24:40.145 --> 03:24:40.926]  Give him a follow there.
[03:24:40.946 --> 03:24:41.966]  You're going to like those videos.
[03:24:41.986 --> 03:24:43.428]  Thanks for joining us, Fleckus.
[03:24:44.048 --> 03:24:49.771]  On the other side, we are going to be joined by Baked Alaska, and I'm gonna do something here tonight.
[03:24:50.512 --> 03:24:51.973]  First, I'm gonna get crazy with the microphone.
[03:24:51.993 --> 03:24:54.434]  I'm gonna slam the microphone around a hundred times to ignore the audience.
[03:24:54.774 --> 03:24:59.477]  But then, I'm gonna do something called, I don't think anyone has ever done this before.
[03:25:00.478 --> 03:25:05.641]  And I told Baked Alaska this before I was gonna have him on, and I'm not sure if he really knows what he's getting into, actually.
[03:25:06.922 --> 03:25:07.362]  Meme
[03:25:08.885 --> 03:25:09.706]  What should we call it?
[03:25:09.906 --> 03:25:11.067]  Meme Story Time?
[03:25:11.087 --> 03:25:13.710]  Meme Fairy Tales?
[03:25:13.930 --> 03:25:14.951]  Marcos, help me out here.
[03:25:14.971 --> 03:25:15.852]  What do we want to call this?
[03:25:15.992 --> 03:25:16.673]  Meme Time?
[03:25:17.173 --> 03:25:18.554]  Meme Story Time?
[03:25:19.235 --> 03:25:20.857]  I'm not really sure how we want to call this.
[03:25:21.517 --> 03:25:22.698]  Dan says Meme-a-thon.
[03:25:23.159 --> 03:25:24.040]  Meme-a-thon.
[03:25:24.780 --> 03:25:26.802]  Meme-a-thon, but it tells a tale though.
[03:25:27.023 --> 03:25:30.426]  We need to let the audience know that it's also telling a story.
[03:25:31.607 --> 03:25:32.088]  Meme-a.
[03:25:33.587 --> 03:25:39.230]  It was originally going to be a meme-off, and then I decided to change it into a meme story.
[03:25:39.270 --> 03:25:40.891]  So we're just going to call it Meme Storytime.
[03:25:41.511 --> 03:25:51.597]  The first ever Meme Storytime tonight, brought to you by myself here on the InfoWars Defense of Free Speech 30-hour special.
[03:25:51.957 --> 03:25:57.140]  Before we go to a quick break and get connected with our guest, let me tell you about these specials that we're running tonight.
[03:25:59.005 --> 03:26:02.548]  Fleck has had his Brain Force, giving us a Brain Force plug.
[03:26:02.568 --> 03:26:05.471]  30% off Brain Force right now.
[03:26:06.432 --> 03:26:07.313]  30% off Brain Force.
[03:26:07.873 --> 03:26:09.935]  I took two Brain Force before I came on the air.
[03:26:10.135 --> 03:26:11.296]  Great product, folks.
[03:26:11.436 --> 03:26:15.620]  It is just, it really does give you the focus and the energy.
[03:26:15.740 --> 03:26:18.083]  I can't even believe I've been on air for an hour and a half, to be honest with you.
[03:26:18.103 --> 03:26:19.404]  It feels like I've been on air for five minutes.
[03:26:19.444 --> 03:26:20.625]  That's definitely the Brain Force.
[03:26:20.645 --> 03:26:21.245]  20% off Secret 12.
[03:26:24.188 --> 03:26:26.269]  Another kick-ass product.
[03:26:26.329 --> 03:26:27.909]  You always hear about these athletes.
[03:26:27.969 --> 03:26:28.870]  B12 shots.
[03:26:29.150 --> 03:26:30.050]  You gotta sore this.
[03:26:30.090 --> 03:26:31.010]  You gotta sore that.
[03:26:31.050 --> 03:26:33.431]  You need to... You've got fatigue.
[03:26:33.931 --> 03:26:39.373]  They get the B12 shot with a needle that would make you nauseous just looking at it.
[03:26:39.793 --> 03:26:41.554]  Well, we decided to make it easy on ya.
[03:26:41.954 --> 03:26:45.355]  Secret 12 is a liquid formula that tastes great!
[03:26:46.095 --> 03:26:49.537]  Just squeeze a tube of droplets onto your tongue.
[03:26:49.897 --> 03:26:52.318]  Hold it there for 20 seconds and swallow.
[03:26:52.758 --> 03:26:55.700]  And you just got the Top Line B12.
[03:26:55.760 --> 03:27:00.942]  That's 20% off right now at Infowarsstore.com.
[03:27:01.303 --> 03:27:07.886]  That's the Defense of Free Speech special that we're running right now alongside this 30-hour broadcast.
[03:27:07.906 --> 03:27:09.367]  We take a quick break.
[03:27:09.827 --> 03:27:14.789]  Baked Alaska on the other side and the first ever meme story time.
[03:27:14.809 --> 03:27:15.690]  You're not going to want to miss it.
[03:27:26.670 --> 03:27:28.811]  Caveman True Paleo Formula.
[03:27:28.971 --> 03:27:30.652]  Give your body what it needs.
[03:27:30.932 --> 03:27:33.073]  The muscle growth, the joint support.
[03:27:33.193 --> 03:27:41.276]  Get your Caveman True Paleo Formula for a limited time only at 53% off at infowarsstore.com.
[03:27:44.678 --> 03:27:46.038]  Let's go to Debit in Florida.
[03:27:46.098 --> 03:27:47.359]  Debit in Florida, you're on the air.
[03:27:48.348 --> 03:27:48.688]  Great.
[03:27:48.788 --> 03:27:49.769]  Hey, thank you so much.
[03:27:49.909 --> 03:27:54.291]  Listen, I have bought your products and I gotta say they're amazing.
[03:27:54.452 --> 03:27:55.972]  Anyone who's on the fence, buy it.
[03:27:56.133 --> 03:28:03.617]  Because I've got Caveman, Superman Vitality, Secret 12, Vitamin Mineral Fusion, I've got the Body Armor.
[03:28:03.717 --> 03:28:04.517]  Wow, thank you.
[03:28:04.537 --> 03:28:06.859]  You're the type of listener that makes it all possible.
[03:28:06.939 --> 03:28:08.540]  Which Nutra-Certical does you like best?
[03:28:08.760 --> 03:28:12.102]  I really like the Vitamin Mineral Fusion, to be honest.
[03:28:12.242 --> 03:28:12.702]  That's amazing.
[03:28:12.722 --> 03:28:13.282]  Absolutely incredible.
[03:28:13.503 --> 03:28:16.545]  I drank it in the morning and I swear to you, I felt incredible.
[03:28:16.565 --> 03:28:17.806]  Like, I haven't felt this week.
[03:28:17.906 --> 03:28:19.507]  My morning was fantastic.
[03:28:19.587 --> 03:28:20.748]  And I love you guys.
[03:28:20.828 --> 03:28:22.269]  I love the InfoWars crew.
[03:28:22.970 --> 03:28:29.695]  And I just want to, yeah, I want to take this opportunity to tell anybody out there who's on the fence, just buy it.
[03:28:29.835 --> 03:28:30.655]  You will love it.
[03:28:30.876 --> 03:28:31.356]  I'm telling you.
[03:28:31.396 --> 03:28:32.717]  I've never bought a bad product.
[03:28:33.017 --> 03:28:37.380]  What you find in our news is the same thing you find in our products at InfoWarsLife.com.
[03:28:37.460 --> 03:28:38.221]  It's a win-win.
[03:28:38.321 --> 03:28:39.302]  InfoWarsLife.com.
[03:28:42.082 --> 03:28:49.187]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[03:28:49.568 --> 03:29:02.777]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[03:29:03.698 --> 03:29:14.945]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[03:29:15.586 --> 03:29:21.570]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[03:29:22.330 --> 03:29:30.718]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[03:29:31.339 --> 03:29:39.547]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[03:29:42.150 --> 03:29:46.536]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[03:29:46.636 --> 03:29:57.571]  We've had so many requests over the years for selenium and just recently we were able to source a certified organic bioavailable selenium from mustard seed extract.
[03:29:57.731 --> 03:30:02.653]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[03:30:02.773 --> 03:30:05.293]  It helps balance the thyroid gland.
[03:30:05.354 --> 03:30:06.834]  It helps detoxify.
[03:30:06.854 --> 03:30:09.895]  Selenium is another one of those absolute must-haves.
[03:30:09.955 --> 03:30:14.697]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[03:30:14.717 --> 03:30:18.858]  As a matter of fact, there's 25 genes in the body that are directly
[03:30:19.278 --> 03:30:26.283]  Dependent upon selenium, so it really is a all-around nutrient that everybody really needs.
[03:30:26.403 --> 03:30:27.824]  I'm taking it now, every day.
[03:30:28.024 --> 03:30:28.744]  This is so key.
[03:30:29.005 --> 03:30:33.307]  BioTrue Selenium is the product, the best selenium that we could bring you.
[03:30:33.327 --> 03:30:35.429]  We believe it's the best out there at a very, very low price.
[03:30:35.569 --> 03:30:38.991]  Exclusively available at Infowarslife.com or by calling toll-free 888-253-3139.
[03:30:42.336 --> 03:30:43.837]  Vitamin Mineral Fusion.
[03:30:43.857 --> 03:30:46.359]  Visit InfoWarsLife.com to secure your chemistry.
[03:30:46.519 --> 03:30:53.824]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[03:30:54.025 --> 03:31:04.252]  Vitamin Mineral Fusion Drink Mix at InfoWarsLife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[03:31:04.672 --> 03:31:12.234]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[03:31:12.514 --> 03:31:22.437]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[03:31:22.697 --> 03:31:24.678]  And this part is most important.
[03:31:24.758 --> 03:31:31.260]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standards.
[03:31:31.560 --> 03:31:32.701]  That means it's clean.
[03:31:33.001 --> 03:31:34.042]  That means it's pure.
[03:31:34.142 --> 03:31:36.985]  And rest secured, you're finding the tip of the spear in the InfoWars.
[03:31:37.025 --> 03:31:39.787]  That's InfoWarsLife.com and Vitamin Mineral Fusion.
[03:31:39.828 --> 03:31:41.509]  Take action now before we sell out.
[03:31:42.310 --> 03:31:48.135]  In ancient times, man roamed the earth in a constant state of hunting or being hunted.
[03:31:48.295 --> 03:31:53.460]  Introducing Caveman, where cutting-edge science meets ancient super nutrients.
[03:31:53.700 --> 03:31:56.722]  Secure your bottle right now at InfoWarsStore.com.
[03:31:57.543 --> 03:32:05.311]  InfoWars is partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfoWarsTore.com.
[03:32:05.531 --> 03:32:11.057]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing FN 5.7 pistol rounds.
[03:32:12.398 --> 03:32:14.100]  It's a secret to Defender body armor.
[03:32:14.300 --> 03:32:26.373]  It's a proprietary processing technology that disperses more kinetic energy at a rate higher than any other traditional body armor, using one of the strongest synthetic materials ever created, called ultra-high molecular weight polyethylene.
[03:32:26.613 --> 03:32:29.496]  Defender armor is also super compact and lightweight.
[03:32:29.736 --> 03:32:35.538]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[03:32:35.818 --> 03:32:36.318]  It works.
[03:32:36.598 --> 03:32:44.901]  Defender Body Armor is made right here in America and has received the highest level ballistic resistance certification from an authorized NIJ ballistic laboratory.
[03:32:45.041 --> 03:32:54.464]  Defender Body Armor is now available through Infowarstore.com so you can defend yourself, your family, and finance the Info War against the globalists all at the same time.
[03:32:54.804 --> 03:32:55.365]  A total 360 win.
[03:33:01.909 --> 03:33:08.695]  Welcome back to the 30-hour Defense of Free Speech special brought to you by InfoWars.
[03:33:09.195 --> 03:33:10.997]  Just a quick update on the schedule.
[03:33:11.077 --> 03:33:13.439]  Again, I will try to be here till 7 a.m.
[03:33:13.539 --> 03:33:15.881]  As long as the callers want me to be here, I will be here till 7 a.m.
[03:33:18.243 --> 03:33:20.024]  The staff will be here with me.
[03:33:20.204 --> 03:33:21.766]  And I will be taking your calls.
[03:33:21.946 --> 03:33:22.486]  All night.
[03:33:23.047 --> 03:33:23.547]  All night.
[03:33:23.607 --> 03:33:24.548]  Marcos Morales.
[03:33:24.708 --> 03:33:25.088]  All night.
[03:33:25.728 --> 03:33:28.991]  And we will be taking your calls again, probably at about 3.05.
[03:33:29.731 --> 03:33:31.613]  I think we still have some callers holding.
[03:33:31.653 --> 03:33:33.674]  If you want to hold until then, we will take your call.
[03:33:34.155 --> 03:33:35.996]  Otherwise, we'll just open the phone lines back up.
[03:33:36.456 --> 03:33:39.118]  For now, let's bring on Baked Alaska.
[03:33:40.459 --> 03:33:42.501]  And I've got a couple things that I want to talk to you about.
[03:33:43.464 --> 03:33:48.090]  And I'll tell you what, I'll give you, I can't decide, so I'm going to let you decide where we get started.
[03:33:48.510 --> 03:33:59.684]  We can either go right into meme story time, or we can talk about the breaking news that you've been on top of with BuzzFeed Ben and Macy on BuzzFeed.
[03:33:59.724 --> 03:34:00.545]  Where do you want to start?
[03:34:01.843 --> 03:34:02.323]  Hmm.
[03:34:02.623 --> 03:34:03.504]  Well, wow.
[03:34:03.984 --> 03:34:05.184]  Thanks for having me on, Owen.
[03:34:05.204 --> 03:34:06.305]  This is amazing.
[03:34:06.325 --> 03:34:09.426]  Yeah, there's so much to talk about.
[03:34:09.446 --> 03:34:11.407]  I mean, I say let's start out.
[03:34:11.667 --> 03:34:12.607]  Let's have some fun.
[03:34:12.647 --> 03:34:13.728]  Let's get into the memes.
[03:34:14.168 --> 03:34:14.508]  Okay.
[03:34:14.568 --> 03:34:18.169]  Now, do you want to go first or do you want me to go first?
[03:34:18.209 --> 03:34:21.130]  Because I've got quite a presentation ready to go here.
[03:34:21.150 --> 03:34:25.172]  I think you should kick it off.
[03:34:25.232 --> 03:34:26.993]  So, I sent you the photos.
[03:34:27.173 --> 03:34:28.173]  I hope you have them there.
[03:34:28.453 --> 03:34:30.274]  Do you guys have his photos ready to go?
[03:34:31.960 --> 03:34:32.240]  Yes.
[03:34:33.221 --> 03:34:34.661]  Okay, so let's start with mine.
[03:34:34.841 --> 03:34:35.141]  All right.
[03:34:35.762 --> 03:34:47.306]  This is Welcome to Meme Storytime, brought to you by Owen Schroyer on the 30-hour Defense of Liberty InfoWars special broadcast.
[03:34:47.806 --> 03:34:53.649]  This story starts off in a time where the United States had weak leadership.
[03:34:54.508 --> 03:35:01.974]  It was so weak, in fact, that many of the world leaders didn't even know the name of our very own president.
[03:35:03.675 --> 03:35:08.499]  It was so weak, in fact, that something compelled Donald Trump to run for office.
[03:35:09.580 --> 03:35:11.461]  Nobody understood the high energy.
[03:35:12.082 --> 03:35:13.563]  Nobody knows where he got it.
[03:35:14.524 --> 03:35:20.529]  This man, all of a sudden, high energy, Donald Trump, decides to run for office.
[03:35:21.499 --> 03:35:23.541]  Now the mainstream media had to do something.
[03:35:24.221 --> 03:35:25.943]  They had to beat him up all day long.
[03:35:26.864 --> 03:35:29.586]  They didn't know what to do with this man and his high energy.
[03:35:30.267 --> 03:35:39.775]  So the media had to pummel him all day long and he took their beatings all while going about his day and fighting for the American people.
[03:35:39.915 --> 03:35:41.196]  The fake news was all over it.
[03:35:42.177 --> 03:35:46.161]  They had their henchmen making up stories like Brian Williams.
[03:35:47.008 --> 03:35:48.608]  You remember Pussygate.
[03:35:48.929 --> 03:35:50.309]  Yes, that video.
[03:35:50.849 --> 03:35:51.909]  It was all over the news.
[03:35:52.950 --> 03:35:59.032]  While some of the other candidates, well, they weren't even sure what was going on.
[03:36:00.752 --> 03:36:04.813]  Yes, as you can see there, some of the other candidates really, they just were just confused at the whole thing.
[03:36:06.414 --> 03:36:16.637]  But the Democrats decided they were going to continue to try to hoist upon the American people Hillary Clinton, a dead candidate.
[03:36:17.861 --> 03:36:22.042]  Here you can see at the final presidential debate, it could only have been Trump.
[03:36:22.802 --> 03:36:24.222]  There was no other option.
[03:36:27.163 --> 03:36:40.866]  Well, the election night came around and as you can see, President Trump and Vice President Mike Pence had to take the whining and crying Hillary Clinton off of the flight of American prosperity.
[03:36:42.059 --> 03:36:50.741]  Well, the liberals in Hollywood had to shout at the top of a mountain how it was sexism that brought Hillary down.
[03:36:51.761 --> 03:36:55.862]  But their biggest story was actually Russia.
[03:36:56.922 --> 03:37:04.464]  That's right, all over the news they were bringing on all kinds of pundits to tell us about Trump's Russian ties.
[03:37:05.973 --> 03:37:07.674]  It didn't matter what the story was.
[03:37:08.595 --> 03:37:10.876]  They were going to blame the Democrats.
[03:37:11.596 --> 03:37:12.677]  No matter the story.
[03:37:13.137 --> 03:37:13.998]  No matter the time.
[03:37:14.518 --> 03:37:15.539]  No matter whose fault.
[03:37:17.380 --> 03:37:18.761]  They continued to do this.
[03:37:19.441 --> 03:37:20.302]  No matter what!
[03:37:21.723 --> 03:37:25.145]  Even though it was just like beating a dead horse.
[03:37:25.785 --> 03:37:28.647]  Well, now Obama had to spy on Donald Trump.
[03:37:29.707 --> 03:37:31.909]  Because of the alleged Russian hacking.
[03:37:33.226 --> 03:37:37.149]  So, President Obama and his staff were spying on the President.
[03:37:38.690 --> 03:37:40.752]  This had Kekistan going crazy.
[03:37:41.673 --> 03:37:43.194]  Kekistan could not stand it.
[03:37:43.955 --> 03:37:47.678]  They were all fired up and they were holding meetings to try to make America great again.
[03:37:48.698 --> 03:37:50.740]  This sent the protesters out to the streets.
[03:37:52.522 --> 03:37:58.306]  As you can see, many of the protesters, well, some of their memes don't want to load on us right now.
[03:37:58.506 --> 03:37:59.067]  There we go.
[03:37:59.727 --> 03:38:01.449]  The protesters took to the streets.
[03:38:02.520 --> 03:38:05.282]  They took to the streets in full force, in fact.
[03:38:07.063 --> 03:38:09.125]  And they, well, they got violent.
[03:38:11.226 --> 03:38:13.188]  That's alright, this is meme story time, folks.
[03:38:13.948 --> 03:38:14.749]  They got violent.
[03:38:15.049 --> 03:38:16.310]  They were stealing signs.
[03:38:17.251 --> 03:38:19.653]  They only liked signs that agreed with their agenda.
[03:38:19.713 --> 03:38:21.954]  If you held up a different sign, they would take it down.
[03:38:22.635 --> 03:38:23.516]  They got violent.
[03:38:24.276 --> 03:38:26.598]  They were burning things, burning buildings.
[03:38:28.059 --> 03:38:29.180]  And of course, there it is again.
[03:38:29.220 --> 03:38:31.522]  You can see the Democrats here beating the dead horse.
[03:38:32.438 --> 03:38:35.061]  That was the Russian narrative.
[03:38:37.523 --> 03:38:49.015]  So then, all of the sudden, all of the attention was changed as President Trump dropped the mother of all bombs in Afghanistan, changing the focus of attention.
[03:38:50.427 --> 03:38:59.813]  It was then that John McCain and Lindsey Graham finally thought that they were going to get the war that they have always desired.
[03:39:00.474 --> 03:39:08.059]  But then, out of nowhere, it was a Pepsi given to Kim Jong-un.
[03:39:09.568 --> 03:39:11.570]  That brought the people back to reality.
[03:39:12.251 --> 03:39:19.499]  And now, once again in America, as you can see, Transgender wins international women's weightlifting title.
[03:39:19.539 --> 03:39:20.360]  That's right, folks.
[03:39:20.600 --> 03:39:25.605]  Once again in America, men can compete with women.
[03:39:26.406 --> 03:39:29.430]  And that is meme story time.
[03:39:30.862 --> 03:39:31.783]  That was pretty good, guys.
[03:39:32.663 --> 03:39:38.186]  We had a couple of hitch-ups, but I would say for the first meme story time, not bad.
[03:39:38.746 --> 03:39:39.667]  Well done to the crew.
[03:39:40.527 --> 03:39:40.927]  Alright!
[03:39:44.235 --> 03:39:50.498]  I mean, I feel bad because I didn't prepare as much as you did.
[03:39:50.698 --> 03:39:52.078]  I didn't want to put you on the spot.
[03:39:52.359 --> 03:39:53.799]  It was not meant to be that way.
[03:39:54.339 --> 03:39:55.860]  You kind of put me on the spot.
[03:39:55.960 --> 03:40:04.244]  This was like, you know, Oscar-worthy meme story time here, and I have like a PowerPoint slideshow for you.
[03:40:04.484 --> 03:40:07.285]  But, you know, I'll give it my best shot.
[03:40:07.365 --> 03:40:08.325]  We'll give you a handicap.
[03:40:08.405 --> 03:40:09.626]  It's meme magic, baby.
[03:40:11.089 --> 03:40:11.989]  Totally.
[03:40:12.009 --> 03:40:29.276]  I mean, I just gotta point out, I mean, the fact that we are on the media talking about memes, and yes they're funny, but to say that memes didn't have a huge impact on the 2016 election, you know, you can't argue that fact.
[03:40:29.716 --> 03:40:30.236]  Oh, totally.
[03:40:30.256 --> 03:40:30.736]  I mean,
[03:40:51.937 --> 03:40:58.143]  You know, you share your rare pepes, you get to talk about how milk is racist with your friends.
[03:40:58.483 --> 03:41:01.546]  Hold on, hold on, wait, let me, there we go.
[03:41:02.507 --> 03:41:02.867]  Alright.
[03:41:04.288 --> 03:41:05.109]  Had to get that in.
[03:41:05.630 --> 03:41:07.291]  Alright, you ready to go to your memes?
[03:41:07.311 --> 03:41:08.853]  You guys got his memes ready to go?
[03:41:10.834 --> 03:41:14.918]  Yeah, so I'm not sure which ones they have, so I'm just gonna go in the order I see them.
[03:41:15.298 --> 03:41:15.499]  So,
[03:41:16.829 --> 03:41:21.732]  The first meme I have that, this is like my top ten that I like right now.
[03:41:21.772 --> 03:41:29.856]  So the first one is, it's the lady at Trump's inauguration just screaming, NOOOOO!
[03:41:29.876 --> 03:41:31.557]  Have you seen that one?
[03:41:32.257 --> 03:41:36.540]  Is that the girl that's gone totally viral who literally is losing her mind?
[03:41:37.546 --> 03:41:38.267]  Yeah, yeah.
[03:41:38.307 --> 03:41:44.377]  This lady's mind is literally melting while Trump is getting inaugurated.
[03:41:44.418 --> 03:41:45.900]  Just no!
[03:41:46.020 --> 03:41:50.448]  Like, she just cannot believe that she's living on this timeline.
[03:41:51.786 --> 03:42:00.590]  I mean, that to me is a representation of the entire left, that they still cannot accept reality, and they act like little children.
[03:42:01.070 --> 03:42:06.992]  You know, when I didn't vote for Obama, I didn't really like Obama, but I was not screaming like that.
[03:42:07.053 --> 03:42:09.754]  I was not screaming like a child on my knees.
[03:42:09.814 --> 03:42:11.454]  Like, that's sad.
[03:42:11.794 --> 03:42:13.435]  So I like to laugh at that one.
[03:42:14.175 --> 03:42:14.856]  Wait a second.
[03:42:15.776 --> 03:42:18.637]  You're telling me that when you don't get your way, you go, no!
[03:42:21.209 --> 03:42:25.233]  I probably should start doing that.
[03:42:26.094 --> 03:42:30.158]  I should start doing that.
[03:42:30.258 --> 03:42:33.861]  That's what you do, right?
[03:42:33.881 --> 03:42:35.203]  That's what you do.
[03:42:35.223 --> 03:42:37.044]  That's how I got my job.
[03:42:38.533 --> 03:42:43.595]  You got, I mean, I guess, you know, if you whine very loudly, sometimes you get what you want.
[03:42:43.615 --> 03:42:45.255]  So maybe I should start screaming like that.
[03:42:45.575 --> 03:42:47.076]  Maybe I'd get more things, you know?
[03:42:47.476 --> 03:42:50.877]  But the truth is that you just said it exactly, though.
[03:42:50.937 --> 03:42:52.578]  It's the epitome of the left.
