[00:00:00.109 --> 00:00:01.857]  Please, spread the word.
[03:13:26.406 --> 03:13:26.446]  No!
[03:13:26.826 --> 03:13:29.809]  If he gives you his Y, then you become a boy.
[03:13:30.309 --> 03:13:32.491]  See, there are only two possibilities.
[03:13:33.452 --> 03:13:35.094]  X, X, a girl.
[03:13:35.114 --> 03:13:37.615]  Or, X, Y, a boy.
[03:13:38.256 --> 03:13:41.838]  The chance of becoming either a boy or a girl is always one in two.
[03:13:42.479 --> 03:13:44.440]  A 50-50 chance either way.
[03:13:44.921 --> 03:13:46.482]  It's like flipping a coin.
[03:13:47.443 --> 03:13:48.123]  X, you're a girl.
[03:13:48.143 --> 03:13:49.304]  Y, you're a boy.
[03:13:51.305 --> 03:13:55.689]  That's the original episode.
[03:13:55.749 --> 03:13:56.309]  Here's the new one.
[03:13:58.551 --> 03:14:00.072]  Some people are just lucky, I guess.
[03:14:03.376 --> 03:14:04.197]  Here comes Bill Nye.
[03:14:06.559 --> 03:14:12.243]  His creepy, Ted Bundy, serial killer vehicle.
[03:14:15.245 --> 03:14:16.466]  Man, Bill Nye looks like a serial killer.
[03:14:16.726 --> 03:14:19.349]  When you buy a car, you have to get insurance.
[03:14:20.269 --> 03:14:22.571]  We see a lot of bell-shaped curves in nature.
[03:14:22.851 --> 03:14:23.852]  Here's a Netflix version.
[03:14:25.393 --> 03:14:27.895]  They cut it out, and it just ends.
[03:14:27.915 --> 03:14:28.836]  Think how creepy this is.
[03:14:28.856 --> 03:14:29.516]  This is beyond 1984.
[03:14:30.457 --> 03:14:32.219]  They're waging war on the sexes now.
[03:14:35.362 --> 03:14:36.062]  Consider the following.
[03:14:44.546 --> 03:14:45.487]  Is the Netflix version.
[03:14:49.449 --> 03:14:51.390]  They just skipped over the whole part of the two genders.
[03:14:55.692 --> 03:14:57.232]  This will be a day long remembered.
[03:14:57.913 --> 03:14:58.873]  You've seen the end of the sexes.
[03:14:58.893 --> 03:15:01.214]  You buy a car, you have to get insurance.
[03:15:01.254 --> 03:15:02.635]  We'll soon see the end of humanity.
[03:15:04.588 --> 03:15:06.148]  This will be a day long remembered.
[03:15:06.209 --> 03:15:07.589]  We've seen the end of Shinobi.
[03:15:07.609 --> 03:15:09.650]  No, I don't want to see the end of Shinobi.
[03:15:09.670 --> 03:15:10.210]  That's a joke.
[03:15:11.530 --> 03:15:18.532]  But the mainstream media thinks they can sit there and manipulate the jury pool in Idaho, everywhere, and that they're going to have their victory against us.
[03:15:18.572 --> 03:15:21.193]  Well, we need your financial support now more than ever, folks.
[03:15:21.273 --> 03:15:23.314]  Infowarsstore.com, great products you need.
[03:15:23.634 --> 03:15:31.756]  Help us be so strong in the face of all these attacks being sued by a member of the New York Federal Reserve Board and by Jordan Soros' law firm that he founded in the 1980s in New York.
[03:15:32.317 --> 03:15:33.177]  Help us be strong.
[03:15:34.315 --> 03:15:38.257]  We the little guys, the little ants, can outnumber the grasshoppers 100 to 1.
[03:15:39.017 --> 03:15:41.138]  Super Blue Fluoride-Free Toothpaste has been out for a month.
[03:15:41.238 --> 03:15:46.101]  It's back in stock with colloidal silver and iodine and tea tree oil and peppermint.
[03:15:46.121 --> 03:15:46.841]  It's very strong.
[03:15:47.221 --> 03:15:49.162]  We got more of the children's end bubblegum flavor.
[03:15:49.182 --> 03:15:52.764]  If you want that that doesn't have the peppermint, it's not too strong, but still concentrated.
[03:15:53.304 --> 03:15:55.846]  Almost 900 reviews, 5.8 stars.
[03:15:56.286 --> 03:15:59.087]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[03:16:02.725 --> 03:16:03.105]  This is your war.
[03:16:03.125 --> 03:16:03.805]  I know you know that.
[03:16:03.825 --> 03:16:08.566]  I want to thank everybody that has supported us, that's prayed for us, that spread our links, our articles, our video.
[03:16:08.586 --> 03:16:10.186]  They don't know what to do.
[03:16:10.206 --> 03:16:12.947]  We're growing, you're growing, our movement's growing in the face of it.
[03:16:30.029 --> 03:16:34.812]  Now coming up in about 45 minutes when the great John Rappaport leaves us, we'll skip this break so he has more time.
[03:16:36.973 --> 03:16:38.854]  We got David Knight and Leanne McAdoo coming up.
[03:16:38.874 --> 03:16:46.498]  We're going to air the powerful piece exposing the new Al Gore movie, An Inconvenient Load of Horsemen or Two, where he again is the savior of the earth.
[03:16:46.979 --> 03:16:51.141]  We have the alien covenant analysis where they now come out and say, okay, we're really telling you what we think.
[03:16:51.161 --> 03:16:52.221]  We think aliens are taking over.
[03:16:52.442 --> 03:16:53.342]  I told you that five years ago.
[03:16:53.362 --> 03:16:53.942]  That's what they believe.
[03:16:53.982 --> 03:16:54.483]  I don't believe it.
[03:16:55.223 --> 03:16:57.404]  We've got that coming up and so much more.
[03:16:57.424 --> 03:17:01.645]  We're going to go ahead and just go right through the nightly news with a big extravaganza tonight, 7 o'clock central.
[03:17:02.085 --> 03:17:03.365]  Infowarsstore.com.
[03:17:03.865 --> 03:17:10.427]  As we fund the building of our own independent media and culture system that is defeating the globalists by simply challenging them.
[03:17:10.727 --> 03:17:12.147]  Because what they're selling is pure crap.
[03:17:12.647 --> 03:17:14.128]  Their ideology is pure garbage.
[03:17:14.588 --> 03:17:15.828]  It's the ideology of zombies.
[03:17:15.928 --> 03:17:17.508]  Infowarsstore.com or 888-253-3139.
[03:17:20.569 --> 03:17:25.732]  Now, John Rappaport of nomorefakenews.com, he's had that URL for 15 years, exposing the fake news.
[03:17:25.792 --> 03:17:29.175]  Notice CNN doesn't want to use that term now, because it keeps getting used against them.
[03:17:29.295 --> 03:17:31.476]  See, they think everything's a one-way street.
[03:17:32.056 --> 03:17:34.798]  They're so used to having air superiority, they think they're invincible.
[03:17:35.098 --> 03:17:37.060]  You don't have air superiority, globalists!
[03:17:37.840 --> 03:17:39.441]  They've jumped the shark trying to shut us down.
[03:17:39.461 --> 03:17:41.903]  But John, I know you've got a lot to cover today, but...
[03:17:43.511 --> 03:17:44.351]  But let me just ask you this.
[03:17:44.411 --> 03:17:48.454]  Why do you think InfoWars has undoubtedly even attacked more than Trump some days now?
[03:17:48.775 --> 03:17:49.815]  Myself lied about.
[03:17:50.256 --> 03:17:51.837]  I don't think it's that InfoWars is that important.
[03:17:51.857 --> 03:17:53.859]  I think it's all the guests and people we have on that are.
[03:17:54.079 --> 03:17:54.819]  This whole family.
[03:17:55.680 --> 03:18:01.905]  And that they're using us as a test case of how can they destroy somebody who's fearless and hopefully scare other people away.
[03:18:02.205 --> 03:18:04.046]  But I don't see that working anymore.
[03:18:04.587 --> 03:18:07.049]  John Rappaport, go ahead and take over my friend and thank you for joining us.
[03:18:07.549 --> 03:18:08.429]  Thank you, Alex.
[03:18:09.110 --> 03:18:10.690]  And I think the answer is clear.
[03:18:10.870 --> 03:18:16.712]  It's independent media success that they're terrified of.
[03:18:17.312 --> 03:18:18.012]  Terrified.
[03:18:18.112 --> 03:18:22.294]  And I'll prove it to you as we go along in the remainder of this hour.
[03:18:22.354 --> 03:18:32.377]  Because when you've got strong, powerful, expanding, geometrically expanding independent media like Infowars,
[03:18:33.695 --> 03:18:42.960]  You've got places that can break stories that will expose the globalists in ways that keep them awake at night.
[03:18:43.260 --> 03:18:46.622]  And I'm not just talking about the ways that we all know about so far.
[03:18:47.122 --> 03:18:58.668]  I'm talking about ways that haven't even surfaced yet, that haven't come up yet, that are not in anybody's radar yet to a significant extent or enough of an extent.
[03:18:59.733 --> 03:19:09.157]  That's what they're afraid of, especially with Infowars, because I remember talking with Alex on the phone, I think it was 2003 or 2002 or something.
[03:19:09.717 --> 03:19:11.117]  We ended up doing a show together.
[03:19:12.058 --> 03:19:25.543]  So you look at the incredible variety of people that have been on the show that he's interviewed from all walks of investigative life, and the amount of exposure
[03:19:26.550 --> 03:19:27.531]  Has been incredible.
[03:19:28.091 --> 03:19:29.171]  And what are we exposing?
[03:19:29.251 --> 03:19:30.392]  What's being exposed?
[03:19:30.852 --> 03:19:45.400]  What's being exposed is the false reality that is being painted every day by the globalist forces who intend to control your mind and make you believe that their version of the world and the universe is the only version.
[03:19:46.584 --> 03:19:47.405]  That's what they're doing.
[03:19:48.006 --> 03:19:48.867]  That's where they're going.
[03:19:49.368 --> 03:19:51.010]  That's where they've been going for a long time.
[03:20:01.684 --> 03:20:10.630]  And okay, SSRIs and major medical journals, you wrote about it for InfoWars this week, are causing cranial bleeding and strokes and death, you know, massive increases.
[03:20:11.370 --> 03:20:15.373]  And just everything we've ever talked about, because it was already in the medical journals, is now out there.
[03:20:15.733 --> 03:20:18.234]  That's why they have to shut us up, because people know.
[03:20:18.294 --> 03:20:22.277]  They get their news here years, months, or days before anywhere else.
[03:20:22.317 --> 03:20:23.798]  They get that at NoMoreFakeNews.com.
[03:20:24.614 --> 03:20:25.234]  Absolutely.
[03:20:25.635 --> 03:20:31.338]  And as opposed to major media where the story just shows up and then sinks like a stone in one day.
[03:20:31.438 --> 03:20:32.398]  We connect it all together.
[03:20:33.079 --> 03:20:36.100]  Yeah, we connect it all together and we keep pounding on it.
[03:20:36.561 --> 03:20:37.641]  Because why not?
[03:20:38.222 --> 03:20:40.123]  You know, that's what a sane person does.
[03:20:40.463 --> 03:20:46.006]  Yeah, because you know, you have a cousin that's two years old when you're a kid that takes a vaccine and has an aneurysm and dies.
[03:20:46.066 --> 03:20:49.328]  Or you have another family member that takes a flu shot and almost dies.
[03:20:49.388 --> 03:20:52.930]  Or you have another family member, you know, I mean, you kind of get pissed off about dying.
[03:20:53.450 --> 03:20:53.950]  That's right.
[03:20:54.531 --> 03:20:58.533]  You look around and you see half the town is burning all around you.
[03:20:58.893 --> 03:21:05.437]  So, you know, the mainstream reporter says, well, let's do a piece on this for now, a short piece, and then we'll just forget about it.
[03:21:05.798 --> 03:21:09.820]  No, if you live in the town, you're not going to forget about it.
[03:21:10.080 --> 03:21:11.961]  Well, we all live in the town, folks.
[03:21:12.441 --> 03:21:28.550]  We all live in this, what I'm going to talk about here, especially the medical cartel town, where intracranial hemorrhaging, which means bleeding and dying from a highly touted antidepressant... Why are you criticizing Deathtown?
[03:21:28.610 --> 03:21:29.850]  Why are you criticizing Deathtown?
[03:21:29.890 --> 03:21:32.132]  It's like a third of the sponsorship of Mainstream News.
[03:21:32.172 --> 03:21:32.612]  How dare you?
[03:21:32.952 --> 03:21:33.533]  That's right.
[03:21:34.034 --> 03:21:34.454]  That's right.
[03:21:34.494 --> 03:21:38.339]  You can't mess with our sponsors because otherwise we'll go down the toilet.
[03:21:38.660 --> 03:21:42.765]  Well, why do you have those sponsors in the first place if they're killing people left and right?
[03:21:43.086 --> 03:21:43.987]  Have you thought about that?
[03:21:44.107 --> 03:21:45.389]  No, we don't think about that.
[03:21:45.429 --> 03:21:46.771]  We just think about surviving.
[03:21:47.291 --> 03:21:48.413]  Well, let me tell you something.
[03:21:48.433 --> 03:21:50.295]  You're going down the drain.
[03:21:51.036 --> 03:21:54.437]  Infowars and other independent media outlets are taking over.
[03:21:54.977 --> 03:21:58.359]  It's happening before your eyes and there's nothing you can do about it.
[03:21:58.719 --> 03:22:03.120]  Doesn't matter what you try, it's going to survive and it's going to get bigger and bigger.
[03:22:03.140 --> 03:22:10.923]  I remember Piers Morgan, they were going to have me on three segments, but as soon as I brought up, don't blame guns, mostly shootings, people are on SSRIs, they cut the interview right there.
[03:22:10.943 --> 03:22:14.264]  I said, your sponsors are selling mass murder pills.
[03:22:15.592 --> 03:22:17.153]  Oh, I didn't see that on the interview.
[03:22:17.173 --> 03:22:17.874]  I wonder why.
[03:22:18.834 --> 03:22:19.955]  We got to get that comment.
[03:22:19.975 --> 03:22:22.797]  I wonder if somebody still got that on a camera somewhere.
[03:22:22.957 --> 03:22:23.557]  We can find it.
[03:22:23.577 --> 03:22:27.120]  Just Google Alex Jones accuses CNN of promoting mass murder pills.
[03:22:27.720 --> 03:22:28.280]  Oh, great.
[03:22:28.481 --> 03:22:28.841]  Wow.
[03:22:29.521 --> 03:22:30.682]  Go ahead and take over, my friend.
[03:22:31.963 --> 03:22:33.244]  Listeners, I appreciate all your support.
[03:22:33.284 --> 03:22:33.704]  God bless you.
[03:22:33.724 --> 03:22:34.304]  I'll be watching.
[03:22:35.745 --> 03:22:39.708]  Yeah, so look what arrived through my window here.
[03:22:41.349 --> 03:22:43.030]  I'm trying to figure out where this came from.
[03:22:43.070 --> 03:22:44.331]  Can you see this on the camera?
[03:22:45.560 --> 03:22:47.201]  This came in the window.
[03:22:48.701 --> 03:22:56.305]  A giant pigeon with a sign on it that said InfoWars brought this in the window and now it's sitting here on my desk.
[03:22:56.345 --> 03:22:57.365]  It's called Caveman.
[03:22:58.126 --> 03:23:00.327]  It is a product from InfoWars.
[03:23:00.407 --> 03:23:10.411]  It's part of the marathon offerings here in defense of free speech, but not just in defense of.
[03:23:11.212 --> 03:23:13.513]  You buy products at the InfoWars store
[03:23:14.824 --> 03:23:16.285]  And you support InfoWars.
[03:23:16.305 --> 03:23:24.371]  You support the InfoWar for truth as against lies, for waking people up as opposed to mind control.
[03:23:24.431 --> 03:23:25.192]  So listen to this.
[03:23:26.548 --> 03:23:28.689]  Ending soon, by the way, these mega specials.
[03:23:29.549 --> 03:23:31.010]  30 off Brain Force Plus.
[03:23:31.650 --> 03:23:32.030]  That's 30%.
[03:23:32.250 --> 03:23:33.231]  20 off Secret 12.
[03:23:34.391 --> 03:23:35.412]  20 off Knockout.
[03:23:35.432 --> 03:23:36.252]  20 off Winter Sun.
[03:23:36.272 --> 03:23:37.753]  20 off Prostagard.
[03:23:37.773 --> 03:23:38.453]  20% off Bio PCA.
[03:23:38.473 --> 03:23:39.433]  20% off Biome Defense.
[03:23:39.453 --> 03:23:40.714]  20 off Living Defense.
[03:23:45.856 --> 03:23:49.339]  DNA Force is back in stock and quickly selling out.
[03:23:49.479 --> 03:23:51.581]  InfoWarsStore.com.
[03:23:51.621 --> 03:23:53.842]  That's InfoWarsStore.com.
[03:23:54.523 --> 03:23:56.084]  You buy products for your health.
[03:23:56.605 --> 03:23:59.267]  You support InfoWars and the InfoWar.
[03:24:00.865 --> 03:24:19.119]  To crack the pillars of the fake reality that globalists have been trying to build for us that is falling down all around them because our numbers are increasing and theirs are in severe decline, decline, decline.
[03:24:19.660 --> 03:24:24.884]  The only way that they survived actually during the election campaign was because of Trump.
[03:24:26.745 --> 03:24:29.788]  Because Trump was such a hot item in the press.
[03:24:31.693 --> 03:24:36.498]  All kinds of stations and mainstream news outlets began to see their ratings go up.
[03:24:37.258 --> 03:24:37.959]  So what do they do?
[03:24:38.159 --> 03:24:39.360]  We've got to keep covering Trump.
[03:24:39.420 --> 03:24:40.461]  We've got to keep covering Trump.
[03:24:40.501 --> 03:24:45.066]  It doesn't matter what we say because our financial survival is on the line.
[03:24:47.368 --> 03:24:49.210]  This is the people who bring you the news.
[03:24:49.610 --> 03:24:50.531]  This is how they think.
[03:24:51.232 --> 03:24:52.513]  This is how they think.
[03:24:53.419 --> 03:24:55.480]  Okay, so let's get down to a few.
[03:24:55.500 --> 03:25:04.183]  I'm going to start off with a few medical stories, and then I'm going to build to a shattering climax here, so don't go anywhere, okay?
[03:25:04.223 --> 03:25:22.571]  First of all, the fact that I am on a media outlet at this very second that has millions of people listening and watching, and I am going to expose major, major crimes of the medical cartel, which is
[03:25:24.016 --> 03:25:40.904]  Long term, the most powerful cartel of the globalist cartels speaks to the nature of free speech, no censorship, and the increasing influence and power of Infowars and other independent media outlets.
[03:25:41.864 --> 03:25:51.849]  Understand that, the very fact that I'm sitting here doing this, whereas 10-15 years ago, I don't know how many people would have been listening and watching.
[03:25:51.949 --> 03:25:56.732]  Now, it's in the millions and growing all of the time.
[03:25:57.292 --> 03:26:03.615]  So, in the last week, in the last week, mind you, I've come up with this.
[03:26:04.716 --> 03:26:10.299]  New study in England exposes the war on cancer.
[03:26:11.308 --> 03:26:13.109]  This was a project.
[03:26:13.129 --> 03:26:16.971]  29 cancer drugs for 47 cancer conditions.
[03:26:17.131 --> 03:26:17.471]  Okay.
[03:26:17.791 --> 03:26:18.872]  Long-term project.
[03:26:18.972 --> 03:26:21.934]  Funded with maybe a billion dollars more.
[03:26:22.594 --> 03:26:25.315]  Okay, so what was the result of this?
[03:26:25.435 --> 03:26:28.157]  Well, it turns out, nothing.
[03:26:28.677 --> 03:26:30.598]  Except poisoning patients.
[03:26:32.179 --> 03:26:33.059]  More suffering.
[03:26:33.179 --> 03:26:33.820]  More pain.
[03:26:34.844 --> 03:26:57.429]  The most they could squeeze out of this was to say that it increased the survival of cancer patients, we're talking about many, many cancer patients, by 3.2 months of escalated, intense suffering and pain because of the chemo drugs that they were being given.
[03:26:57.449 --> 03:26:57.989]  29 drugs.
[03:27:00.290 --> 03:27:01.350]  This is chemical warfare.
[03:27:02.418 --> 03:27:05.659]  This is a war crime against the people of England.
[03:27:06.600 --> 03:27:09.701]  I hope you folks living in the UK listening to this understand that.
[03:27:10.562 --> 03:27:12.683]  That was exposed this week, okay?
[03:27:13.663 --> 03:27:28.230]  Antidepressants, SSRIs like Prozac, Paxil, Zoloft, linked to increased risk of skull bleeding, interior of skull bleeding, let's call that what it is.
[03:27:29.884 --> 03:27:32.025]  They call it intracranial hemorrhage.
[03:27:32.946 --> 03:27:36.668]  This is a near-death death condition.
[03:27:37.368 --> 03:27:52.097]  If a person had intracranial bleeding and somehow knew about it, don't know how exactly, they would be instructed to call 911 immediately because death would be right around the corner.
[03:27:53.163 --> 03:28:00.400]  So these antidepressants, which have been hailed as the miracle drug, the latest kind of drug to increase
[03:28:01.500 --> 03:28:18.089]  Feeling good, well-being, bringing people up out of depression, and all of the effects that the public has learned about over the years, mainly due to independent media such as increased risk of suicide, increased risk of aggressive violence like homicide.
[03:28:18.750 --> 03:28:26.474]  Now we can add to the list skull, interior bleeding, a condition causing death.
[03:28:28.140 --> 03:28:32.062]  Okay, that was another story this week from your medical cartel.
[03:28:32.562 --> 03:28:33.763]  From your medical cartel.
[03:28:34.923 --> 03:28:43.368]  Alright, new drug for rare childhood disease called CLN2.
[03:28:44.628 --> 03:28:48.190]  A rare genetic fatal childhood disease.
[03:28:48.790 --> 03:28:51.071]  A new drug called Brinura.
[03:28:51.912 --> 03:28:54.073]  We'll be selling for $700,000 a year.
[03:28:57.034 --> 03:28:59.235]  Oh, yeah.
[03:28:59.255 --> 03:28:59.555]  $700,000 a year.
[03:29:00.196 --> 03:29:08.560]  And because of their humane concern, the manufacturer is going to give discounts which will make the average price $486,000 per year per patient.
[03:29:08.580 --> 03:29:09.521]  Oh, well thank you so much.
[03:29:14.103 --> 03:29:15.584]  We're down on our knees to you.
[03:29:15.824 --> 03:29:16.825]  Oh, yes, indeedy.
[03:29:17.065 --> 03:29:17.465]  We are.
[03:29:18.045 --> 03:29:24.108]  I'm going to tell you more about this drug, Brinura, after the break here.
[03:29:24.409 --> 03:29:27.510]  But needless to say, $700,000 a year is only the beginning of what this scandal is all about.
[03:29:27.530 --> 03:29:27.850]  Because...
[03:29:35.294 --> 03:29:38.637]  Is this really, for example, a rare genetic disease?
[03:29:39.197 --> 03:29:41.519]  Or is it something else entirely?
[03:29:42.000 --> 03:29:46.903]  We'll get into that, as well as what can this drug actually do for anybody.
[03:29:46.943 --> 03:29:49.405]  So stay with us here at InfoWars.
[03:29:52.008 --> 03:29:52.948]  We're on the march.
[03:29:53.409 --> 03:29:55.010]  The Empire's on the run.
[03:29:55.931 --> 03:29:58.613]  Alex Jones and the GCN Radio Network.
[03:30:03.354 --> 03:30:12.380]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[03:30:12.460 --> 03:30:20.686]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[03:30:20.866 --> 03:30:25.529]  We have now managed to secure the sought-after beans in a highly customized blend.
[03:30:25.729 --> 03:30:32.433]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[03:30:32.513 --> 03:30:39.597]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[03:30:39.697 --> 03:30:46.561]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[03:30:46.721 --> 03:30:51.063]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[03:30:51.203 --> 03:30:54.405]  Available in original or with our immune support infusion blend.
[03:30:54.585 --> 03:31:00.170]  Because people are actually waking up to the problem that pretty much scares me the most.
[03:31:00.190 --> 03:31:05.175]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but
[03:31:19.008 --> 03:31:26.617]  Right now, we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[03:31:26.657 --> 03:31:32.985]  Right now, with all the refugees spreading disease around, we have biological warfare going on everywhere.
[03:31:33.085 --> 03:31:34.346]  These are all parasites.
[03:31:34.386 --> 03:31:35.488]  Tell us about all the stuff that's in it.
[03:31:35.508 --> 03:31:36.549]  There's so many things that are in it.
[03:31:36.849 --> 03:31:41.151]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[03:31:41.351 --> 03:31:44.492]  I recommend doing a parasite cleanse at least twice a year.
[03:31:44.592 --> 03:31:47.693]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[03:31:47.753 --> 03:31:48.733]  It just came back in yesterday.
[03:31:48.793 --> 03:31:50.674]  Living Defense, Infowarslife.com.
[03:31:50.734 --> 03:31:51.754]  And folks, you can't lose.
[03:31:51.774 --> 03:31:53.835]  It's full of stuff that's great for your body, period.
[03:31:54.475 --> 03:31:56.336]  And you support the broadcast.
[03:31:56.396 --> 03:31:57.496]  Infowarslife.com.
[03:31:57.756 --> 03:31:59.637]  Thank you, Dr. Group from the Global Healing Center.
[03:32:00.017 --> 03:32:01.978]  Thank you so much for all your work, sir, on this great product.
[03:32:03.348 --> 03:32:11.090]  Infowars has partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfowarsStore.com.
[03:32:11.330 --> 03:32:17.752]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing FN 5.7 pistol rounds.
[03:32:17.972 --> 03:32:26.254]  The secret to Defender Body Armor is its proprietary processing technology that disperses more kinetic energy at a rate higher than any other traditional body armor.
[03:32:26.534 --> 03:32:35.281]  Using one of the strongest synthetic materials ever created, called Ultra High Molecular Weight Polyethylene, Defender Armor is also super compact and lightweight.
[03:32:35.541 --> 03:32:41.305]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[03:32:41.645 --> 03:32:42.105]  It works!
[03:32:42.405 --> 03:32:50.707]  Defender Body Armor is made right here in America and has received the highest level Ballistic Resistance Certification from an authorized NIJ Ballistic Laboratory.
[03:32:50.847 --> 03:33:00.250]  Defender Body Armor is now available through InfowarStore.com so you can defend yourself, your family, and finance the Infowar against the Globalists all at the same time!
[03:33:00.610 --> 03:33:01.090]  A total 360 win!
[03:33:07.193 --> 03:33:10.796]  You're listening to the Antidote for Fake News.
[03:33:11.276 --> 03:33:13.338]  It's Alex Jones.
[03:33:13.779 --> 03:33:24.107]  And now, your host, John Rappaport.
[03:33:24.868 --> 03:33:26.349]  Listen, watch carefully.
[03:33:26.369 --> 03:33:28.070]  Alex Jones, Fierce Morgan.
[03:33:29.091 --> 03:33:29.712]  You're gonna love it.
[03:33:32.475 --> 03:33:33.176]  I am finished.
[03:33:33.696 --> 03:33:35.177]  You will not take my right.
[03:33:35.297 --> 03:33:37.159]  You go through background checks to get guns.
[03:33:37.439 --> 03:33:38.300]  How about Prozac?
[03:33:38.520 --> 03:33:40.522]  You know the number one... Oh, that's a big sponsor, isn't it?
[03:33:40.802 --> 03:33:41.783]  Or that whole class of drugs.
[03:33:41.803 --> 03:33:42.624]  Let me ask you a question.
[03:33:42.644 --> 03:33:44.225]  Oh, whoa, gotta cut that off, don't you?
[03:33:44.345 --> 03:33:46.207]  Don't want to talk about the U.S.
[03:33:46.227 --> 03:33:51.812]  number one cause of death is suicide now because they give people suicide mass murder pills.
[03:33:51.952 --> 03:33:52.312]  Calm down.
[03:33:52.332 --> 03:33:57.537]  Your answer is give more money to the psychiatrists and psychologists and put more crazy people on drugs that make them kill people, Pierce.
[03:33:57.557 --> 03:33:58.798]  Let's try and have a debate here.
[03:33:59.138 --> 03:33:59.698]  Yeah.
[03:34:02.202 --> 03:34:04.243]  Okay, we've got a clip here.
[03:34:04.563 --> 03:34:05.103]  This is it.
[03:34:05.323 --> 03:34:06.824]  Alex Jones, Piers Morgan.
[03:34:08.184 --> 03:34:10.245]  Anti-depressants, guns, violence.
[03:34:10.345 --> 03:34:13.066]  The part you didn't see if you watched that interview.
[03:34:13.126 --> 03:34:14.046]  So watch it now.
[03:34:18.528 --> 03:34:19.268]  Roll the clip.
[03:34:20.168 --> 03:34:21.009]  You just played it?
[03:34:22.029 --> 03:34:22.409]  Okay.
[03:34:25.990 --> 03:34:26.430]  I'm back.
[03:34:26.991 --> 03:34:27.351]  I'm back.
[03:34:28.444 --> 03:34:31.327]  John Rappaport sitting in for Alex in the fourth hour here.
[03:34:31.388 --> 03:34:32.989]  Got a little glitch there.
[03:34:33.530 --> 03:34:34.411]  You saw the clip.
[03:34:35.733 --> 03:34:36.514]  That was real.
[03:34:37.294 --> 03:34:38.276]  That actually happened.
[03:34:38.296 --> 03:34:39.357]  That was on CNN.
[03:34:40.698 --> 03:34:41.840]  Ah yes, CNN.
[03:34:42.300 --> 03:34:43.482]  We love CNN.
[03:34:43.962 --> 03:34:46.165]  They expose themselves all the time.
[03:34:46.826 --> 03:34:48.588]  They're into self-exposure.
[03:34:49.372 --> 03:34:52.453]  This is not a mental disorder, no?
[03:34:52.613 --> 03:34:56.874]  There's no stigma attached if CNN wants to expose itself all the time?
[03:34:57.594 --> 03:34:58.494]  Okay, fine.
[03:34:58.894 --> 03:34:59.574]  And they just did.
[03:34:59.974 --> 03:35:01.915]  But they didn't air that clip, of course.
[03:35:02.575 --> 03:35:11.817]  Because there, Alex was talking about, well, your sponsors are psychiatric drugs, these SSRI antidepressants that cause people to go out and kill other people or commit suicide.
[03:35:11.837 --> 03:35:13.977]  It's not the guns.
[03:35:15.017 --> 03:35:15.918]  Look at the drugs.
[03:35:16.438 --> 03:35:17.658]  You don't want to talk about, do you?
[03:35:18.542 --> 03:35:26.766]  No, Pierce, you don't want to talk about that because those are the people that are financing you and the network, paying your weekly checks.
[03:35:28.147 --> 03:35:30.028]  And not just CNN, all over the place.
[03:35:30.768 --> 03:35:32.649]  These people, they're restrained.
[03:35:33.410 --> 03:35:34.570]  They're in straitjackets.
[03:35:35.290 --> 03:35:40.153]  Even if they wanted to break out, they couldn't because of who their sponsors are, but we don't have to worry about that.
[03:35:41.377 --> 03:35:42.838]  We do not have to worry about that.
[03:35:42.919 --> 03:35:55.491]  So I was talking before the break about a new drug for a, quote, rare childhood genetic disease considered to be rapidly progressing and fatal, okay?
[03:35:55.811 --> 03:35:59.555]  And they call this disease CLN2, okay?
[03:35:59.595 --> 03:36:04.860]  And the drug that's just been approved is called Brinura, okay?
[03:36:05.721 --> 03:36:10.765]  These are medical scandals that I just found in the last week, okay?
[03:36:11.285 --> 03:36:12.486]  Now, what about this drug?
[03:36:13.287 --> 03:36:14.147]  Well, what does it do?
[03:36:15.969 --> 03:36:28.637]  Well, it costs $702,000 a year per patient, and the company, as I said, humanely has decided to lower the price through discounts, and the average price will be only $486,000 per patient.
[03:36:32.042 --> 03:36:38.104]  We love you all, only gonna charge you $486,000 per patient per year.
[03:36:38.684 --> 03:36:40.745]  Okay, great, fabulous.
[03:36:41.585 --> 03:36:46.807]  Now, the drug actually does the following, according to the FDA.
