[00:00:05.572 --> 00:00:17.396]  He never gives up.
[03:06:11.696 --> 03:06:12.657]  We refuse to do that.
[03:06:13.037 --> 03:06:15.700]  We actually want to make something that's good.
[03:06:15.780 --> 03:06:17.721]  We're producing something we want to take.
[03:06:17.802 --> 03:06:18.202]  Exactly.
[03:06:18.582 --> 03:06:19.623]  We're looking for the best.
[03:06:19.683 --> 03:06:24.545]  We went out and searched for the best to Private Label, and most of the time found out it wasn't available.
[03:06:24.745 --> 03:06:28.407]  So we go to these big firms and say, we want to make the dream formula.
[03:06:28.427 --> 03:06:34.410]  Bio PCA, for example, one of the ingredients is silica, and it's from bamboo extract.
[03:06:34.690 --> 03:06:35.891]  It's everywhere.
[03:06:36.091 --> 03:06:36.751]  It's in nature.
[03:06:36.811 --> 03:06:38.952]  It's an essential part of being healthy, right?
[03:06:39.292 --> 03:06:45.335]  Just this bottle of silica, okay, again, one ingredient, in a lower amount that's even in our product, is $35.
[03:06:46.496 --> 03:06:51.760]  They're charging more than what we charge when they have one ingredient that's less than ours.
[03:06:51.780 --> 03:06:52.440]  This is insane.
[03:06:52.461 --> 03:07:01.607]  When I told him we wanted 10,000 micrograms, he goes, okay, I get that you guys want to do, you know, high power stuff, but why don't you just do 3,000 and then you can sell, you know, multiple bottles of it.
[03:07:01.647 --> 03:07:02.528]  People will buy more of it.
[03:07:02.648 --> 03:07:03.229]  I was like, no, let's do 10.
[03:07:03.329 --> 03:07:03.789]  Okay.
[03:07:04.229 --> 03:07:05.110]  Compare that to this.
[03:07:05.330 --> 03:07:06.711]  This is a $50 product.
[03:07:06.731 --> 03:07:10.254]  One of the leaders in the industry has 3,000 micrograms of biotin.
[03:07:10.274 --> 03:07:10.494]  Okay.
[03:07:10.514 --> 03:07:10.814]  We have 10,000.
[03:07:10.874 --> 03:07:11.815]  This is $50, $48 to be exact.
[03:07:14.377 --> 03:07:16.238]  There's no script, there's no teleprompter, I'll just be honest with you.
[03:07:16.658 --> 03:07:21.902]  My problem is, with 20 products now, it's remembering to take them all.
[03:07:21.922 --> 03:07:25.804]  Because when I do, I have great days, great weeks, a great life.
[03:07:26.205 --> 03:07:34.930]  When I forget to take the X2, a super male, or the lung cleanse, or to do a liver cleanse, or to take this product, my quality of life just isn't as good.
[03:07:35.010 --> 03:07:36.091]  It's changed my life.
[03:07:36.191 --> 03:07:38.432]  I looked like Jabba the Hutt four years ago.
[03:07:38.773 --> 03:07:40.634]  I was swimming two miles some days a day.
[03:07:41.034 --> 03:07:43.376]  I was jogging, lifting weights, I couldn't lose the weight.
[03:07:44.276 --> 03:07:51.370]  I went on what Mother Nature gave us and it's changed my life and it's also helped the InfoWar change the country and the world.
[03:07:51.750 --> 03:07:52.512]  It's a win-win.
[03:07:52.993 --> 03:07:53.774]  InfoWarsLife.com.
[03:08:15.998 --> 03:08:16.739]  Big Brother.
[03:08:17.139 --> 03:08:18.400]  Mainstream media.
[03:08:18.920 --> 03:08:20.001]  Government cover-ups.
[03:08:20.842 --> 03:08:22.263]  You want to stop tyranny?
[03:08:22.523 --> 03:08:23.684]  Well, so does he.
[03:08:24.184 --> 03:08:28.708]  Live from the InfoWars.com studios, it's Alex Jones.
[03:08:32.796 --> 03:08:34.097]  Welcome back to the Alex Jones Show.
[03:08:34.197 --> 03:08:35.877]  I'm David Knight, your host on this fourth hour.
[03:08:36.497 --> 03:08:37.778]  We have a lot of breaking news.
[03:08:37.818 --> 03:08:45.161]  Of course, we've had Governor Abbott here in Texas assign a law that will not allow sanctuary for criminal sheriffs.
[03:08:46.121 --> 03:08:51.463]  And it began really here in Austin with our sheriff who just got re-elected, Sally Hernandez.
[03:08:51.523 --> 03:08:52.764]  We'll talk about that in a moment.
[03:08:52.804 --> 03:09:00.026]  We'll also talk about, at the bottom of the hour, we're going to talk to author George Neumeier, who has written a book called The Political Pope.
[03:09:00.086 --> 03:09:01.127]  I thought it would be interesting
[03:09:01.727 --> 03:09:13.288]  To talk about the back and forth within the Catholic Church about the Pope's politics and how active he is in politics as we see all this discussion about the Johnson Amendment.
[03:09:14.121 --> 03:09:15.082]  You know, it's kind of interesting.
[03:09:15.142 --> 03:09:22.608]  Nobody is saying that the Catholic Church ought to lose any tax deductions because of the Pope's political activism.
[03:09:23.288 --> 03:09:29.813]  But there are people within Protestant churches as well who are saying, well, maybe we don't want to have that kind of discussion in these churches.
[03:09:29.873 --> 03:09:35.738]  I think that the churches ought to be able to have their own discussion as to make their own decision as we're not going to be political or not.
[03:09:35.778 --> 03:09:37.199]  Anyway, we're going to talk to him at the bottom of the hour.
[03:09:37.679 --> 03:09:47.325]  We're going to put a perspective on this on the Catholic side, and of course, as the Protestant side is talking a great deal about the Johnson Amendment, it provides an interesting context for that.
[03:09:48.025 --> 03:09:55.730]  Before I get to that, I just want to say real quickly, thank you so much for all your support that you've given us over the last week, especially through the 30-hour broadcast that we did.
[03:09:55.830 --> 03:10:02.334]  And a reminder that we do have Super Blue Fluoride-Free Toothpaste, one of my two favorite supplements that's now back in stock, $9.95, 33% off retail.
[03:10:02.374 --> 03:10:04.335]  You know, if you sign up for AutoShip,
[03:10:06.917 --> 03:10:14.325]  That would basically make everything so simple for our operation here because we would know what is coming down the line.
[03:10:14.365 --> 03:10:15.627]  We would know what demand is going to be.
[03:10:15.667 --> 03:10:20.012]  We wouldn't be running in and out of some of the more popular products so quickly.
[03:10:20.953 --> 03:10:22.735]  So just consider AutoShip.
[03:10:23.115 --> 03:10:24.515]  You get a 10% discount.
[03:10:24.555 --> 03:10:29.056]  If you sign up for more than $50 at a time on AutoShip, you get free shipping as well.
[03:10:29.476 --> 03:10:30.516]  So, think about that.
[03:10:30.576 --> 03:10:34.417]  That helps to make sure that you never run out of the supplements that you want on a daily basis.
[03:10:34.457 --> 03:10:41.679]  And I guarantee you, if you try this toothpaste, you're going to want to have that as your toothpaste.
[03:10:41.719 --> 03:10:43.659]  Because I have tried a lot of different toothpastes.
[03:10:44.159 --> 03:10:46.419]  I've tried a lot of different fluoride-free toothpastes.
[03:10:46.579 --> 03:10:48.920]  And I haven't found anything with fluoride or without.
[03:10:49.500 --> 03:10:52.165]  That leaves my mouth feeling as fresh as this does.
[03:10:52.185 --> 03:10:55.071]  How many toothpastes are you going to get with nano silver in it?
[03:10:55.734 --> 03:11:03.882]  Alright, now I want to go and of course you can find all that at InfowarsStore.com and that is 33% off retail right now and of course you can also sign up for AutoShip.
[03:11:04.002 --> 03:11:06.925]  Let's talk about what's going on here in Texas with the Governor's Bill.
[03:11:07.345 --> 03:11:19.978]  Texas Governor Greg Abbott said today that law enforcement and other officials implementing sanctuary policies that release criminal aliens with immigration detainers will be now subject to the stiffest penalties in America.
[03:11:21.218 --> 03:11:27.965]  And we have to understand, right here in Travis County, this is really where it's come to a head.
[03:11:28.065 --> 03:11:35.413]  I attended a meeting of the, I guess it was, let's see, what was the organization they had?
[03:11:35.453 --> 03:11:44.082]  It was an initiative that was started by George Bush, where they would tell the immigration officials if they had criminals that they had arrested.
[03:11:45.023 --> 03:11:56.412]  And there was a Democrat sheriff at the time, a black man, and he was getting ripped apart by the Democrat party because he was turning over criminals to immigration.
[03:11:56.992 --> 03:11:59.054]  And we've seen the same thing happen in California.
[03:11:59.614 --> 03:12:07.800]  As soon as Trump was elected, we had all these amnesty groups that were saying, we need to hide these lists of gang members.
[03:12:08.826 --> 03:12:21.194]  from Donald Trump because he would deport them and because he might get somebody who wasn't a gang member who was actually put on that list by mistake so we want to hide and protect even the gang members so that we don't have somebody
[03:12:22.165 --> 03:12:28.770]  Deported by accident who just happens to be only a foreign citizen who is criminally trespassing in the United States.
[03:12:28.810 --> 03:12:29.731]  That's their only crime.
[03:12:29.791 --> 03:12:31.972]  So let's not deport those people.
[03:12:32.012 --> 03:12:39.478]  Let's leave them here and let's even leave known gang members here because we know that that's what Donald Trump wants to do is to deport them.
[03:12:40.458 --> 03:12:43.639]  And of course, what we have here in Texas, I think, is very needed.
[03:12:43.679 --> 03:12:44.700]  There's been a lot of pushback.
[03:12:44.740 --> 03:12:54.103]  We've had Democrat legislators as well as the news media here in Texas pushing back against this, characterizing it as something that is not going to fly, that's not legal.
[03:12:54.163 --> 03:12:57.144]  And of course, Dallas Morning News is right at the center of that.
[03:12:57.624 --> 03:13:07.167]  A Democrat state representative said that this law is unconstitutional because states are preempted by federal law in the area of immigration and are not permitted to conduct their own investigation.
[03:13:07.367 --> 03:13:08.308]  That's not what they're doing.
[03:13:09.056 --> 03:13:20.868]  What they're doing is inquiring about their immigration status and turning them over to the federal officials, the people at the meeting that I went to here in Travis County before this black sheriff was defeated.
[03:13:20.888 --> 03:13:24.752]  I don't know if he was defeated or if he just decided that he wasn't going to run for re-election because he wasn't going to make it.
[03:13:25.713 --> 03:13:30.758]  And this is the first term of Sally Hernandez, the woman who replaced him.
[03:13:31.903 --> 03:13:32.664]  Of course a Democrat.
[03:13:33.105 --> 03:13:41.358]  But when I was at that meeting, they were just incensed that anyone who had committed any crime of any nature would be ever turned over to immigration authorities.
[03:13:41.458 --> 03:13:42.179]  They'd be reported.
[03:13:42.620 --> 03:13:43.241]  Be investigated.
[03:13:44.404 --> 03:13:46.346]  And Governor Abbott addressed this.
[03:13:46.506 --> 03:13:56.277]  He told Breitbart Texas, this is their article here, that the Dallas Morning News directly misstated what the legal status of the law was out of the U.S.
[03:13:56.297 --> 03:13:58.619]  Supreme Court in the Arizona decision.
[03:13:58.659 --> 03:14:04.485]  He said the so-called controversial part of this law is what some label as the show-me-your-papers component.
[03:14:05.106 --> 03:14:09.308]  He said, what everyone seems to get wrong is they think the provision was stricken down in the Arizona law.
[03:14:09.368 --> 03:14:14.230]  He said, to the contrary, the provision in the Arizona law is stricter than in the Texas law.
[03:14:14.270 --> 03:14:17.811]  The Arizona law required law enforcement to ask for papers.
[03:14:17.831 --> 03:14:19.172]  That's not the case here in Texas.
[03:14:19.512 --> 03:14:26.355]  He said, but despite the difference and the fact that the Arizona law was stricter, the Arizona law was upheld by every U.S.
[03:14:26.395 --> 03:14:28.996]  Supreme Court justice, including the liberals.
[03:14:29.696 --> 03:14:32.738]  The so-called controversial part of this law has been ruled on by the U.S.
[03:14:32.758 --> 03:14:37.262]  Supreme Court and upheld with even the liberal justices upholding that law.
[03:14:38.102 --> 03:14:43.947]  And they said the police can already inquire about the immigration status of a person that they detain, so that part of it hasn't changed.
[03:14:43.987 --> 03:14:51.872]  What has changed is that you had people like Sally Hernandez, and remember when she first took office, she was one of the most
[03:14:53.559 --> 03:14:54.840]  I think so.
[03:15:14.099 --> 03:15:15.700]  And you're not reporting him.
[03:15:15.840 --> 03:15:17.681]  That's not on your list of three crimes.
[03:15:17.761 --> 03:15:21.324]  And she goes, oh, well, okay, I will not report four crimes, okay?
[03:15:21.404 --> 03:15:26.907]  It's kind of like the Spanish Inquisition with Monty Python, you know, nobody expects the Hispanic Inquisition.
[03:15:27.167 --> 03:15:30.189]  So it's like, now there are four crimes, now there's five, now there's six.
[03:15:30.229 --> 03:15:34.892]  Well, why don't you report them in the first place and let immigration sort this out?
[03:15:35.552 --> 03:15:40.856]  And as the governor pointed out, Kate Steinle, who was killed in San Francisco, who was murdered,
[03:15:41.616 --> 03:15:46.839]  Was an illegal alien or a foreign citizen criminally trespassing in America.
[03:15:46.859 --> 03:15:47.620]  Let's put it that way.
[03:15:48.300 --> 03:15:51.322]  Who was released from a jail here in Texas.
[03:15:52.163 --> 03:15:53.643]  So he's released from a jail here in Texas.
[03:15:53.683 --> 03:15:57.706]  He goes to San Francisco and he kills this woman for no reason at all.
[03:15:57.766 --> 03:16:01.708]  Kate Steinle who became a centerpiece of the Trump campaign.
[03:16:01.768 --> 03:16:08.673]  He said this law makes Texans safer because it prevents the types of policies that California has that lead to the tragic murder of Kate Steinle.
[03:16:11.041 --> 03:16:22.706]  He says it prevents the types of policies that were adopted by the Travis County Sheriff here, who had policies that released back out on the street people are either accused of or even convicted of dangerous crimes.
[03:16:23.586 --> 03:16:27.808]  And at the same time this is happening, we've got a sheriff in Long Island, Suffolk County, where my wife is from,
[03:16:29.284 --> 03:16:33.865]  Uh, took to the airwaves yesterday, criticizing Obama's immigration policies.
[03:16:33.925 --> 03:16:34.125]  Why?
[03:16:34.165 --> 03:16:37.626]  Because they have MS-13, hacking people with machetes.
[03:16:37.966 --> 03:16:39.646]  Same thing that's happening in Maryland.
[03:16:39.806 --> 03:16:50.689]  This is a gang that is El Salvadoran in nature, and it really began in LA, but now it has spread from the southwestern United States to the northeastern.
[03:16:50.749 --> 03:16:52.069]  It's spread all the way across the country.
[03:16:52.734 --> 03:16:54.298]  Very heavy in the Maryland area.
[03:16:54.699 --> 03:16:57.405]  Maryland is proud of the fact that they have a lot of sanctuary cities.
[03:16:57.445 --> 03:16:59.450]  They're going to try to become the first sanctuary state.
[03:17:00.152 --> 03:17:02.537]  But it's also happening in Long Island.
[03:17:03.769 --> 03:17:17.956]  The sheriff in Long Island blamed Obama for the recent rash of murders that have been linked to MS-13 gang activities across Long Island, and he applauded Attorney General Jeff Sessions for saying that he's going to address MS-13.
[03:17:17.976 --> 03:17:20.077]  This is what the sheriff on Long Island said.
[03:17:20.658 --> 03:17:24.680]  He said, in the community of Brentwood, where there is a big El Salvadoran population,
[03:17:25.140 --> 03:17:29.925]  We have had, over the last nine months or so, 11 bodies that have turned up.
[03:17:29.985 --> 03:17:33.289]  He said the victims, many of whom were high schoolers who were Hispanic folks.
[03:17:33.989 --> 03:17:36.952]  This isn't a racial issue here.
[03:17:37.073 --> 03:17:39.395]  This is a gang war issue.
[03:17:39.435 --> 03:17:43.559]  Many of these people came to this country because they wanted to escape stuff like MS-13.
[03:17:44.300 --> 03:17:47.183]  And because we have open borders, MS-13 just follows them across.
[03:17:48.146 --> 03:17:53.248]  And they're going to be killing, they're not going to be paying attention to just killing Hispanic people.
[03:17:53.828 --> 03:17:56.048]  They're going to be equal opportunity murderers.
[03:17:56.989 --> 03:18:06.951]  But right now they're focused primarily on the community in which they live because these are people who are either in a rival gang or who are not in their gang or who are part of their gang and they didn't do what they wanted them to do.
[03:18:07.332 --> 03:18:09.992]  So that's why this is centered on that right now.
[03:18:10.012 --> 03:18:11.613]  But we don't see that happening with anybody.
[03:18:12.278 --> 03:18:12.718]  I mean, do you?
[03:18:12.798 --> 03:18:19.503]  Why is it that immigration advocates don't have any compassion for Hispanic migrants who come here and are victims of MS-13?
[03:18:19.543 --> 03:18:26.048]  He said they've been targeted for refusing to join the gang or for defecting from its ranks.
[03:18:26.088 --> 03:18:29.090]  He said a large portion of MS-13 gang members are here illegally.
[03:18:29.110 --> 03:18:30.911]  They arrive in this country through, guess what?
[03:18:31.331 --> 03:18:33.213]  The unaccompanied minor program.
[03:18:33.253 --> 03:18:34.013]  They're dreamers.
[03:18:34.353 --> 03:18:38.837]  They're dreamers who came here under Obama's relaxed rules.
[03:18:40.051 --> 03:18:50.273]  And as we said before, you know, the people who are coming here and they're saying these are minors turning up, people like Glenn Beck showing up at the border with teddy bears for MS-13 members.
[03:18:50.293 --> 03:19:03.356]  I mean, seriously, folks, do you really think that eight-year-olds are making the trip across the border, across Mexico, across Central America by themselves as unaccompanied minors?
[03:19:04.316 --> 03:19:05.657]  That whole thing is a lie.
[03:19:07.062 --> 03:19:08.383]  It's an absurd lie.
[03:19:09.123 --> 03:19:15.568]  These people that Glenn Beck and others are showing up, handing out teddy bears to these people, if they need teddy bears, they didn't come here unaccompanied.
[03:19:16.048 --> 03:19:25.335]  No, they came here, the border is controlled, as we've talked to people, Breitbart reporter who's part of the border project that they have, he said, the border has controls on it.
[03:19:25.395 --> 03:19:26.756]  It's not a completely open border.
[03:19:26.856 --> 03:19:28.857]  The people who control it are the gang members.
[03:19:29.798 --> 03:19:32.459]  And of course the gang members themselves are young,
[03:19:33.340 --> 03:19:38.665]  Strappling characters who come here for a free education, but they're gonna give us an education.
[03:19:39.205 --> 03:19:41.247]  An education in gang warfare.
[03:19:41.707 --> 03:19:46.051]  As the sheriff said, the MS-13 mantra is kill, rape, and control.
[03:19:47.012 --> 03:19:48.113]  That's what they're about, folks.
[03:19:48.433 --> 03:19:49.073]  We gotta stop it.
[03:19:49.294 --> 03:19:50.475]  Alright, stay with us when we come back.
[03:19:50.495 --> 03:19:55.539]  We're gonna talk about the Second Amendment getting shot in the back by some gun manufacturers.
[03:19:55.579 --> 03:19:56.500]  Stay with us, we'll be right back.
[03:20:02.970 --> 03:20:04.732]  You provided, Alex, with the caveman.
[03:20:04.752 --> 03:20:06.815]  Well, so we've been formulating this stuff for a while.
[03:20:06.855 --> 03:20:10.279]  We've been getting these different flavors, and you know, oh, I don't know about this one.
[03:20:10.720 --> 03:20:13.723]  You know, and so I've been taking that stuff, and I'm an old man.
[03:20:13.743 --> 03:20:14.324]  I'm 42.
[03:20:14.364 --> 03:20:17.248]  I work out five times a week, if not more.
[03:20:17.428 --> 03:20:18.890]  I hear you're okay in jujitsu.
[03:20:21.291 --> 03:20:21.951]  No, I'm not.
[03:20:21.991 --> 03:20:22.632]  I'm terrible.
[03:20:22.692 --> 03:20:23.232]  I'm terrible.
[03:20:23.332 --> 03:20:30.474]  But the point is that I have a lot of aches and shoulders and this weird joint stuff that I've had issues with for years.
[03:20:31.074 --> 03:20:38.296]  And this bone broth, the Caveman Bone Broth, along with our joint formula has just worked magic for me.
[03:20:38.316 --> 03:20:41.797]  And that's just from my personal experience.
[03:20:43.197 --> 03:20:48.440]  I think they're great products and I think if anybody else has those issues that you should definitely, you owe it to yourself to check it out.
[03:20:48.480 --> 03:20:51.562]  If I'm wrong, then hey man, write me a mean letter.
[03:20:51.963 --> 03:20:53.223]  But let me tell you, they work for me.
[03:20:53.244 --> 03:20:54.564]  Yeah, they work for me too.
[03:20:54.905 --> 03:20:56.045]  Actually, we were talking about this earlier.
[03:20:56.065 --> 03:21:03.250]  Dude and I play basketball and I'm just now, like for the first time in my life, I'm 27 now, after I play basketball my knees are barking.
[03:21:03.670 --> 03:21:05.751]  Yeah.
[03:21:05.791 --> 03:21:11.413]  But the bone broth and the joint formula, like you just said, you combine those two, I felt the difference immediately.
[03:21:11.473 --> 03:21:13.194]  I felt it immediately.
[03:21:13.414 --> 03:21:15.434]  Yeah, and it actually tastes good.
[03:21:15.514 --> 03:21:18.595]  Like, I'm really picky and I will drink it.
[03:21:18.776 --> 03:21:19.756]  It tastes good to me.
[03:21:19.856 --> 03:21:23.797]  I love chocolate, so I really like the flavor of the Caveman.
[03:21:23.837 --> 03:21:25.978]  So, I mean, if the bone broth
[03:21:28.599 --> 03:21:29.680]  Bone broth.
[03:21:29.740 --> 03:21:34.862]  If the bone broth is really that gross, I mean, I would never have known because it tastes really good.
[03:21:34.882 --> 03:21:38.623]  And my favorite is the Super Female Vitality.
[03:21:38.683 --> 03:21:46.427]  So ladies, get yourself some Super Female Vitality if you haven't already because it seriously, it just gets me going.
[03:21:46.487 --> 03:21:49.848]  I mean, I'll take a whole bunch of that stuff before I go out and do my own thing.
[03:21:49.868 --> 03:21:51.629]  Maybe get it for your wife then too, or girlfriend.
[03:21:52.389 --> 03:21:55.111]  I go and take a bunch of it before I go do Man on the Street.
[03:21:55.211 --> 03:21:58.374]  I just start running, zipping around, running right into the action.
[03:21:58.394 --> 03:21:59.674]  No fear, nothing.
[03:22:00.657 --> 03:22:07.999]  Well, that's a big primary part about, you know, fighting the globalists is making sure that we stay healthy and stay clear-eyed and stay honest and stay humble.
[03:22:08.539 --> 03:22:10.380]  I hope that we do that here at InfoWars.
[03:22:11.080 --> 03:22:21.623]  We got a lot going on and we're in the middle of the fight, so we really appreciate it when anybody supports us, either by purchasing our products or you can even go on to our store and donate.
[03:22:21.683 --> 03:22:22.923]  We're doing this by the skin of our teeth.
[03:22:22.963 --> 03:22:29.065]  I know it looks like we're in a billion-dollar studio, but Alex has never taken one cent of
[03:22:30.345 --> 03:22:32.586]  A borrowed money at all whatsoever.
[03:22:32.626 --> 03:22:34.828]  This is all money that's come from you, the listeners.
[03:22:34.848 --> 03:22:42.932]  So you've literally built this place, you know, built this place with your compassion and built this place with the support that you've sent us.
[03:22:42.952 --> 03:22:46.274]  So from the bottom of my heart, I appreciate it because I know we wouldn't be able to do this.
[03:22:46.314 --> 03:22:49.176]  We wouldn't have a voice if it wasn't for you.
[03:22:49.276 --> 03:22:54.659]  So once again, we got to thank the listeners for their steadfastness in supporting us and
[03:22:55.359 --> 03:23:02.206]  Even when we make mistakes and even when we're not right and even when we might go a little bit crazy, you guys stick with us and I appreciate that.
[03:23:07.219 --> 03:23:08.720]  There is a crisis in America today.
[03:23:09.181 --> 03:23:11.603]  Tens of millions of us are addicted to cell phones.
[03:23:11.903 --> 03:23:19.310]  These little devices, according to many university studies and more, cause health risks such as depression, cancer, and social anxiety.
[03:23:19.690 --> 03:23:23.313]  How can we prevent these harmful devices from harming us and our families?
[03:23:23.673 --> 03:23:24.814]  I have the answer for you today.
[03:23:25.215 --> 03:23:26.376]  It's called the Blocking Pocket.
[03:23:27.113 --> 03:23:32.756]  The Block-It Pocket works by securing your phone in a safe, no-radiation compartment.
[03:23:32.856 --> 03:23:38.600]  I use the Block-It Pocket every day to protect me from harmful radiation and prevent others from stealing my stuff.
[03:23:39.440 --> 03:23:41.902]  Online, your entire persona is visible.
[03:23:42.102 --> 03:23:48.066]  Your credit card numbers, your email, everything about you that a criminal can use to hack and buy things under your name.
[03:23:48.706 --> 03:23:50.489]  With a block-it pocket, this is impossible.
[03:23:50.969 --> 03:23:53.673]  It blocks those harmful signals so that you can be safe.
[03:23:53.973 --> 03:23:58.560]  Go to InfoWarsStore.com today and make sure to secure your very own block-it pocket.
[03:24:06.972 --> 03:24:10.033]  Welcome back to the Alex Jones Show!
[03:24:10.073 --> 03:24:10.733]  Monday, May 8th, 2017.
[03:24:10.834 --> 03:24:11.954]  I'm David Knight.
[03:24:11.994 --> 03:24:15.536]  We're going to go to some news about firearms out of Illinois.
[03:24:23.539 --> 03:24:29.181]  But before we do, real quickly, I just want to remind you we have a sign-up special at our newsletter.
[03:24:29.241 --> 03:24:34.723]  If you haven't signed up for the special yet, you can sign up for the newsletter.
[03:24:34.743 --> 03:24:40.985]  You can sign up for the InfoWars newsletter and get 40% off a MicroBreeze negative ion generator.
[03:24:41.005 --> 03:24:42.646]  And of course, our newsletter is free.
[03:24:43.266 --> 03:24:44.747]  It doesn't cost you anything to sign up for that.
[03:24:45.427 --> 03:24:54.430]  And it gets you information without being filtered by Facebook or Google or any of the other gatekeepers of information that are stacking up everywhere over the internet.
[03:24:54.690 --> 03:24:55.890]  It's one of the reasons we have that there.
[03:24:55.910 --> 03:25:00.852]  But every day we have specials that are part of the newsletter for our newsletter subscribers.
[03:25:00.972 --> 03:25:01.953]  And again, it's free.
[03:25:02.053 --> 03:25:06.794]  Today, if you sign up for that, you get 40% off the MicroBreeze negative ion generator.
[03:25:06.854 --> 03:25:08.415]  Also, we have super blue fluoride
[03:25:08.755 --> 03:25:11.617]  Free toothpaste is now back in stock for a limited time.
[03:25:11.937 --> 03:25:13.659]  It is 33% off retail.
[03:25:13.679 --> 03:25:13.659]  $9.95.
[03:25:13.839 --> 03:25:15.120]  Give that a try.
[03:25:15.180 --> 03:25:18.042]  I think if you try it, that's one of the reasons we put this on special.
[03:25:18.102 --> 03:25:21.244]  I think everybody who tries it absolutely loves it.
[03:25:21.744 --> 03:25:25.007]  And if you try it, you're going to want to sign up, I think, for AutoShip.
[03:25:25.587 --> 03:25:26.508]  And get a discount.
[03:25:26.528 --> 03:25:29.549]  Make sure you don't run out of toothpaste, because that's happened to us here.
[03:25:29.609 --> 03:25:34.092]  It sold so quickly, my family ran out of it after we fell in love with it.
[03:25:34.172 --> 03:25:36.933]  So you can sign up for AutoShip for that or for any product.
[03:25:37.173 --> 03:25:42.036]  You can save 10% off of the price of the order, and you can also get free shipping.
[03:25:42.096 --> 03:25:47.178]  If your regular reshipping is more than $50, you get free shipping when you sign up for AutoShip.
[03:25:47.779 --> 03:25:50.580]  Let's take a look real quickly at this story that has shaped up.
[03:25:51.121 --> 03:25:53.222]  Last couple of weeks, there's been a lot of talk
[03:25:54.008 --> 03:25:59.731]  In the gun community about what happened in Illinois and I think it's very illustrative of what happens with our rights in general.
[03:25:59.771 --> 03:26:05.833]  I'm going to talk about this more tonight on the nightly news, but here it is in a nutshell because I have some other stuff I want to talk about as well.
[03:26:05.873 --> 03:26:11.316]  Basically, you have the state government in Illinois, not friendly to the Second Amendment,
[03:26:12.284 --> 03:26:26.912]  They want to do things to shut down gun shows in Illinois, so they came up with a scheme to essentially require you to be a federal firearms licensed to sell more than nine firearms a year, or to buy.
[03:26:27.993 --> 03:26:30.034]  Buy or sell more than nine firearms a year.
[03:26:30.915 --> 03:26:37.318]  Well, that created a problem for two of the gun manufacturers that are in that state, Springfield and Rock River Arms.
[03:26:38.079 --> 03:26:40.220]  And of course, Springfield Armory is a very old
[03:26:41.570 --> 03:26:46.051]  Gun Company started in the 1800s actually out of Massachusetts.
[03:26:46.071 --> 03:26:53.133]  They went out of business in the 1960s but they were bought by a couple of brothers in Illinois and relocated into Illinois.
[03:26:53.153 --> 03:27:02.635]  So you've got a couple of gun manufacturers in Illinois and they actually created an organization called the Illinois Firearms Manufacturers Association.
[03:27:03.646 --> 03:27:09.728]  This group has a lobbyist because, of course, you need to kind of protect your back if you're dealing with firearms in Illinois, of all places.
[03:27:10.489 --> 03:27:21.353]  Unfortunately, what happened was, as they were pushing this bill through the state legislature, their lobbyist for the Illinois firearms manufacturers, their lobbyist cut a deal.
[03:27:22.352 --> 03:27:22.792]  We're good to go.
[03:27:42.850 --> 03:27:43.991]  We're in the firearms business.
[03:27:44.031 --> 03:27:46.213]  We hired a lobbyist because we don't do that type of thing.
[03:27:46.253 --> 03:27:47.574]  So they distanced themselves from it.
[03:27:47.954 --> 03:27:54.620]  As a matter of fact, Rock River Arms actually said, we have dropped out of the Illinois Firearms Manufacturers Association.
[03:27:55.181 --> 03:27:57.843]  Which means that there's now only one company that's involved there.
[03:27:57.883 --> 03:28:10.114]  Because if you look at their filing, you had of the five people in the organization, two of them were the present CEO brothers of one of these companies, and the other two were
[03:28:11.121 --> 03:28:13.683]  Brothers of the other firearm companies.
[03:28:13.703 --> 03:28:16.325]  So two of them were from Springfield, two of them were from Rock River.
[03:28:16.405 --> 03:28:18.246]  These are the CEOs of these companies.
[03:28:18.867 --> 03:28:20.588]  And the fifth person was the paid lobbyist.
[03:28:20.708 --> 03:28:25.452]  And they said they had no idea what he was doing, that he was cutting a deal to get them on the outside.
[03:28:25.492 --> 03:28:27.053]  So that's the problem that we see.
[03:28:27.073 --> 03:28:29.575]  And it isn't just this particular situation in Illinois.
[03:28:29.735 --> 03:28:31.036]  And it isn't just the Second Amendment.
[03:28:31.716 --> 03:28:33.037]  This is the way lobbying works.
[03:28:33.117 --> 03:28:33.657]  It's Lobbying 101.
[03:28:35.078 --> 03:28:43.302]  You have people who can afford to get legislation crafted to help them get their own tax deductions or to exempt them from the laws.
[03:28:44.423 --> 03:28:46.024]  And these laws are put on their competition.
[03:28:46.829 --> 03:28:48.670]  Or it's put on other people and they really don't care.
[03:28:48.950 --> 03:28:50.131]  They buy their way out.
[03:28:50.611 --> 03:28:51.511]  They buy their protection.
[03:28:51.551 --> 03:28:52.892]  That's why they hire the lobbyists.
[03:28:53.332 --> 03:28:54.113]  That's the corruption.
[03:28:54.633 --> 03:28:56.054]  That's the way the swamp works.
[03:28:56.174 --> 03:28:58.935]  Whether it's in Illinois or whether it's in Washington, D.C.
[03:28:59.195 --> 03:29:02.137]  That's how we lose our freedoms through that particular process.
[03:29:02.857 --> 03:29:03.318]  Very shameful.
[03:29:03.338 --> 03:29:05.199]  We'll talk about that a little bit more tonight on the Nightly News.
