[00:00:02.498 --> 00:00:03.199]  Is the U.S.
[02:57:51.906 --> 02:57:54.928]  And he breaks down.
[02:57:54.928 --> 02:57:58.189]  That was the breaking point.
[02:57:58.189 --> 02:58:00.090]  Wasn't funny anymore.
[02:58:00.090 --> 02:58:04.633]  Children.
[02:58:04.633 --> 02:58:07.014]  You were asked to do that?
[02:58:07.014 --> 02:58:08.214]  Yes.
[02:58:08.214 --> 02:58:14.418]  And I couldn't do that.
[02:58:14.418 --> 02:58:16.799]  Would you like to stop for a moment by the way?
[02:58:18.303 --> 02:58:19.163]  No.
[02:58:19.163 --> 02:58:21.604]  And then I started to slowly break down.
[02:58:21.604 --> 02:58:26.666]  Out of conscience?
[02:58:26.666 --> 02:58:31.288]  I lived through quite a lot as a child myself and this really touched me deeply.
[02:58:31.288 --> 02:58:34.449]  Alright, we're gonna be back.
[02:58:34.449 --> 02:58:35.890]  Everything changed.
[02:58:35.890 --> 02:58:36.850]  With the fourth hour.
[02:58:36.850 --> 02:58:37.791]  Do you have a soul?
[02:58:37.791 --> 02:58:40.692]  It's not too late to resist this force.
[02:58:41.755 --> 02:58:44.020]  Fourth hour, straight ahead.
[02:58:44.020 --> 02:58:46.144]  Paul Watson, myself, and Millie Weaver.
[02:58:46.144 --> 02:58:47.547]  Spread the word.
[02:58:47.547 --> 02:58:48.228]  We're resisting.
[02:58:48.228 --> 02:58:48.830]  We're fighting back.
[02:58:51.534 --> 02:58:59.519]  InfoWars is partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfoWarsStore.com.
[02:58:59.519 --> 02:59:06.163]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing FN 5.7 pistol rounds.
[02:59:06.163 --> 02:59:14.448]  The secret to Defender Body Armor is its proprietary processing technology that disperses more kinetic energy at a rate higher than any other traditional body armor.
[02:59:14.728 --> 02:59:20.571]  Using one of the strongest synthetic materials ever created, called Ultra High Molecular Weight Polyethylene.
[02:59:20.571 --> 02:59:23.733]  Defender armor is also super compact and lightweight.
[02:59:23.733 --> 02:59:29.476]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[02:59:29.836 --> 02:59:30.596]  It works!
[02:59:30.596 --> 02:59:39.038]  Defender Body Armor is made right here in America and has received the highest level Ballistic Resistance Certification from an authorized NIJ Ballistic Laboratory.
[02:59:39.038 --> 02:59:48.801]  Defender Body Armor is now available through InfowarStore.com so you can defend yourself, your family, and finance the Infowar against the Globalists all at the same time!
[02:59:48.801 --> 02:59:50.021]  A total 360 win!
[02:59:50.021 --> 02:59:56.503]  You're listening to the Alex Jones Show.
[03:00:03.978 --> 03:00:18.627]  Defending the Republic from enemies foreign and domestic, it's Alex Jones!
[03:00:24.702 --> 03:00:26.343]  Billy Weaver, you grew up in Los Angeles.
[03:00:26.343 --> 03:00:33.768]  You can tell me about your sister briefly getting sucked into some of this stuff, some lesser magic, desecration of Christ stuff that she witnessed.
[03:00:33.768 --> 03:00:38.812]  I mean, I grew up in a very wealthy area, and it was just prolific Satanism by billionaires and folks.
[03:00:38.812 --> 03:00:44.676]  And these were very beautiful women, you know, people with helicopter pads at their houses, you name it.
[03:00:44.676 --> 03:00:48.539]  And I got sucked into it three, four times, and I would not be part of it.
[03:00:49.705 --> 03:00:52.206]  Uh, and then, you know, all hell would break loose.
[03:00:52.206 --> 03:00:54.507]  And then I kind of brushed into some of it in Hollywood.
[03:00:54.507 --> 03:00:55.927]  But it's just prolific.
[03:00:55.927 --> 03:00:59.409]  And they're testing to see if you're evil, if you have no soul.
[03:00:59.409 --> 03:01:00.569]  But you were going to speak to that.
[03:01:00.569 --> 03:01:06.211]  Yeah, well, my sister described it to me because she went there thinking that she was going to go to her friend's church.
[03:01:06.211 --> 03:01:09.673]  And little did she know that their church was something really disgusting.
[03:01:10.393 --> 03:01:35.549]  And so she went there and the way she described it was she just said it looked like a bunch of weird dweeby nerds there all dressed in black and they it looked like a Catholic somewhat like a Catholic Church set up but instead they had a big fat naked woman dancing around trying to seduce a guy dressed up like Jesus and then she ended up like seducing him and kissing him and then they all took like a mass to it like how you would see it like a Catholic Church.
[03:01:35.549 --> 03:01:36.990]  Which is low-level blasphemy.
[03:01:37.290 --> 03:01:39.494]  Yeah, and she said she didn't take the mask.
[03:01:39.494 --> 03:01:44.124]  She was really freaked out, and she, you know, never went to anything like that ever again.
[03:01:44.124 --> 03:01:48.512]  Well, that was just a nerd group, but you were telling me you personally, though, ran into some other stuff, too.
[03:01:49.355 --> 03:01:50.937]  Yeah, you know, there's all kinds of stuff.
[03:01:50.937 --> 03:02:00.266]  I mean, I've heard and had people tell me about blood drinking parties where you can hire blood prostitutes.
[03:02:00.266 --> 03:02:05.071]  Oh hell, they have that in the New York Times and say it's super trendy.
[03:02:05.071 --> 03:02:12.478]  Yeah, they have blood prostitutes and they're basically people that their blood's clean and that they will basically
[03:02:13.639 --> 03:02:20.664]  Be like, here, hook me up, you know, and they get paid to give people their blood and these old guys all sit around and drink these young women's blood.
[03:02:20.664 --> 03:02:23.125]  Usually it's usually women, but I don't know.
[03:02:23.125 --> 03:02:24.967]  It's all about selfishness.
[03:02:24.967 --> 03:02:31.931]  Yeah, it's it's sucking the life energy out of the youth, out of the young people and stealing it for your own.
[03:02:31.931 --> 03:02:33.232]  It's it's really self.
[03:02:33.232 --> 03:02:35.053]  Good luck with that.
[03:02:35.053 --> 03:02:37.555]  And you know, it's true life energies by laying yourself down.
[03:02:38.447 --> 03:02:39.968]  Yeah, exactly.
[03:02:39.968 --> 03:02:40.708]  Self-sacrifice.
[03:02:40.708 --> 03:02:41.329]  Fools.
[03:02:41.329 --> 03:02:44.431]  That's what we learned from Jesus.
[03:02:44.431 --> 03:02:45.351]  Self-sacrifice.
[03:02:45.351 --> 03:02:48.493]  Not stealing from others and stealing their life force.
[03:02:48.493 --> 03:02:55.218]  And that's what we've seen with these abortion clinics where you've seen these fetuses being harvested for stem cells.
[03:02:55.218 --> 03:02:58.380]  And they're also put into pills for rich women to eat them.
[03:02:58.380 --> 03:03:00.181]  There's every level of this.
[03:03:00.181 --> 03:03:03.283]  The Pepsi flavor testing systems is made out of fetal tissue.
[03:03:03.283 --> 03:03:05.584]  I mean, this is turning us into a commodity.
[03:03:07.621 --> 03:03:09.082]  Hospitals with babies' bodies.
[03:03:09.082 --> 03:03:11.463]  And remember, we told you this before it was in the news.
[03:03:11.463 --> 03:03:14.505]  Now it's all out in the news, and it's like funny people think.
[03:03:14.505 --> 03:03:15.766]  Yes, and it's not new.
[03:03:15.766 --> 03:03:18.187]  The elite have been doing this for centuries.
[03:03:18.187 --> 03:03:26.412]  And the ultimate Satanism is warping our genetics, turning us into a new species, an abomination, a new alien life form, which the elite believe they're doing.
[03:03:26.412 --> 03:03:27.132]  I don't believe that.
[03:03:27.132 --> 03:03:31.655]  Now Ridley Scott comes out four years after I told you Prometheus is what he really believes.
[03:03:31.655 --> 03:03:33.596]  It's the elite highest level Illuminati religion.
[03:03:34.096 --> 03:03:36.517]  Is they believe that they're actually fallen ones?
[03:03:36.517 --> 03:03:39.039]  Their genetics are pure, all the rest of ours aren't?
[03:03:39.039 --> 03:03:40.160]  We need to be exterminated.
[03:03:40.160 --> 03:03:43.241]  It's the opposite of the Noah story that we have the good genetics, we're not evil.
[03:03:43.241 --> 03:03:46.723]  It's the psychopaths trying to inbreed to make the superhumans.
[03:03:46.723 --> 03:03:47.444]  There it is.
[03:03:47.444 --> 03:03:51.486]  Aliens are real and will just probably destroy us, says Director Ridley Scott.
[03:03:51.486 --> 03:03:53.908]  Now I told people four years ago that's his secret belief.
[03:03:53.908 --> 03:03:57.510]  I was told by that by the people that work with him.
[03:03:57.510 --> 03:03:58.530]  It's all secretive too.
[03:03:58.530 --> 03:03:59.551]  The guy's in a space cult.
[03:04:00.168 --> 03:04:02.971]  Well, you know, if you want to check out more... Hey, guys, Google this.
[03:04:02.971 --> 03:04:06.274]  Alex Jones, the elite, are a space cult.
[03:04:06.274 --> 03:04:10.038]  Or Lucifer wants the elite to build a spaceship to escape Earth.
[03:04:10.038 --> 03:04:12.761]  All these attacks on me, I'm telling you what they really believe.
[03:04:12.761 --> 03:04:13.262]  I don't believe it.
[03:04:13.262 --> 03:04:14.023]  Sorry, go ahead.
[03:04:14.023 --> 03:04:20.029]  Yeah, no, the crazy part, which even this guy here talks about, this ex-banker, they believe it.
[03:04:20.029 --> 03:04:21.350]  To them, it's real.
[03:04:21.350 --> 03:04:22.792]  So to those of you who are
[03:04:23.152 --> 03:04:23.452]  I don't know.
[03:04:39.158 --> 03:04:40.779]  It's like, oh, the devil doesn't exist.
[03:04:40.779 --> 03:04:41.380]  OK.
[03:04:41.380 --> 03:04:47.864]  There are people that manifest that archetype that want to kidnap your kid, torture him for their own personal enjoyment.
[03:04:47.864 --> 03:04:51.386]  And to us, it's horrible to think of a kid begging for mommy or daddy.
[03:04:51.386 --> 03:04:52.427]  They call it music.
[03:04:52.427 --> 03:04:55.349]  They just, oh, they sit in the dungeons and just hear them beg.
[03:04:55.349 --> 03:04:58.391]  And it makes them feel so good because they're demons.
[03:04:58.391 --> 03:04:59.552]  We'll be back with Paul Watson.
[03:05:01.494 --> 03:05:03.076]  Duty, honor, country.
[03:05:03.076 --> 03:05:09.283]  Those three hallowed words reverently dictate what you ought to be, what you can be, what you will be.
[03:05:09.283 --> 03:05:11.525]  They are your rallying points.
[03:05:11.525 --> 03:05:13.988]  To build courage when courage seems to fail.
[03:05:13.988 --> 03:05:17.532]  To regain faith when there seems to be little cause for faith.
[03:05:17.532 --> 03:05:20.355]  To create hope when hope becomes forlorn.
[03:05:20.535 --> 03:05:29.485]  Unhappily, I possess neither that eloquence of dictation, that poetry of imagination, nor that brilliance of metaphor to tell you all that they mean.
[03:05:29.485 --> 03:05:34.230]  The unbelievers will say they are but words, but a slogan, but a flamboyant phrase.
[03:05:34.230 --> 03:05:36.493]  Every demagogue, every cynic, every hypocrite,
[03:05:36.493 --> 03:05:37.073]  We're good to go.
[03:06:01.440 --> 03:06:03.282]  Today, we call it bone broth.
[03:06:03.282 --> 03:06:09.867]  And for thousands of years, our ancestors enjoyed its benefits before it became lost to our modern diets of processed junk.
[03:06:09.867 --> 03:06:13.029]  We are now introducing Caveman by Infowarsline.com.
[03:06:13.029 --> 03:06:22.817]  The ultimate in true paleo nutrition with bone broth, turmeric root, chaga mushroom, and seven total primal superfoods in a single, great-tasting formula.
[03:06:22.817 --> 03:06:23.678]  Caveman.
[03:06:23.678 --> 03:06:28.742]  It's those people living in the wilds having to actually build civilization that are our superior ancestors.
[03:06:28.742 --> 03:06:30.844]  And we need to do everything we can to recapture that.
[03:06:31.144 --> 03:06:34.286]  Everyone knew that you used all the parts of the animal.
[03:06:34.286 --> 03:06:39.429]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[03:06:39.429 --> 03:06:47.574]  From the outside structure full of minerals and key cofactors, to the marrow that produces the blood for the body, this is the engine of the life essence.
[03:06:47.574 --> 03:06:55.518]  I'm a long way from the caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were, and this is a big part of it.
[03:06:55.518 --> 03:07:00.161]  I know you're going to want to check out Caveman Ultimate Paleo Formula for yourself in forestlife.com today.
[03:07:02.110 --> 03:07:07.593]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[03:07:07.593 --> 03:07:08.433]  I take this.
[03:07:08.433 --> 03:07:09.554]  My family takes this.
[03:07:09.554 --> 03:07:13.856]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[03:07:13.856 --> 03:07:18.299]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[03:07:18.439 --> 03:07:23.081]  If I ever forget to take them, I have a noticeable difference.
[03:07:23.081 --> 03:07:24.161]  I don't feel good.
[03:07:24.161 --> 03:07:27.982]  The nascent iodine is one of the ones that was life-changing for me.
[03:07:27.982 --> 03:07:30.663]  Yeah, I actually have just run out of my Super Female.
[03:07:30.663 --> 03:07:36.465]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[03:07:36.465 --> 03:07:39.426]  Very exciting, feeling great, looking good.
[03:07:39.426 --> 03:07:42.947]  And I know my hair is luxurious once again.
[03:07:42.947 --> 03:07:45.188]  So, obviously, the Super Female is amazing.
[03:07:45.188 --> 03:07:45.548]  I love it.
[03:07:45.708 --> 03:07:48.510]  Nascent Iodine is essential.
[03:07:48.510 --> 03:07:49.531]  Survival Shield X2.
[03:07:49.531 --> 03:07:55.175]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[03:07:55.175 --> 03:07:57.356]  It's got a five-star rating.
[03:07:57.356 --> 03:07:59.398]  It's a win-win in fullwarslife.com.
[03:08:11.042 --> 03:08:15.084]  Resistance to tyrants is obedience to God.
[03:08:15.084 --> 03:08:19.086]  It's Alex Jones.
[03:08:19.086 --> 03:08:21.508]  We're doing a 30-hour broadcast that kicks off tomorrow.
[03:08:21.508 --> 03:08:23.329]  Paul can't do it.
[03:08:23.329 --> 03:08:31.733]  I don't know if I can tell you why, but let's just say the evacuation of Europe has begun from the Islamic invasion.
[03:08:31.733 --> 03:08:34.395]  We joke about it, but Paris continues to burn.
[03:08:34.395 --> 03:08:35.515]  It has gotten so crazy.
[03:08:35.515 --> 03:08:37.937]  Paul was supposed to host this hour, but I swore to go to
[03:08:39.017 --> 03:08:42.161]  Michael and Eric and Victor and Dominic before Paul takes over.
[03:08:42.161 --> 03:08:44.843]  But Paul, co-hosting with myself and Millie Weaver right now.
[03:08:44.843 --> 03:08:47.246]  You've got the big story on InfoWars.com.
[03:08:47.246 --> 03:08:48.667]  He's in major newspapers.
[03:08:48.667 --> 03:08:50.830]  He is, who he says, a big currency banker.
[03:08:50.830 --> 03:08:52.271]  This is how the elites do it.
[03:08:52.271 --> 03:08:56.355]  And he says it was a sacrifice of children and he couldn't be part of it.
[03:08:56.355 --> 03:08:57.016]  This is amazing.
[03:08:57.016 --> 03:08:59.058]  So you're going to play that clip and go over that.
[03:08:59.058 --> 03:09:00.159]  This is a big story, Paul.
[03:09:00.159 --> 03:09:01.281]  It's on InfoWars.com.
[03:09:02.853 --> 03:09:07.417]  It's a huge story, Alex, and it's got no mainstream media coverage whatsoever.
[03:09:07.417 --> 03:09:16.464]  Imagine my shock, despite the fact that it's been knocking around for about a week now or more, got quite a lot of views on YouTube, but again, no mainstream media coverage.
[03:09:16.464 --> 03:09:24.690]  Looked into the background of this guy, there's a profile of him in a major Dutch mainstream publication, so he is who he says he is.
[03:09:24.690 --> 03:09:27.913]  He is a banker, he's a former entrepreneur, successful businessman.
[03:09:27.913 --> 03:09:29.274]  He comes off as very credible.
[03:09:30.498 --> 03:09:31.720]  Exactly.
[03:09:31.720 --> 03:09:36.586]  If you read one of the quotes towards the end, he actually sounds like you directly.
[03:09:36.586 --> 03:09:41.912]  One of his quotes is like, these people absolutely hate humans, they want to destroy us.
[03:09:41.912 --> 03:09:43.714]  He sounds like Alex Jones at the end of it.
[03:09:44.411 --> 03:09:45.211]  Well, that's the thing.
[03:09:45.211 --> 03:09:47.052]  These globalists act like they're aliens.
[03:09:47.052 --> 03:09:48.613]  They think they're channeling aliens.
[03:09:48.613 --> 03:09:49.814]  I don't know if it's true or not.
[03:09:49.814 --> 03:09:53.455]  Ridley Scott has come out and said this now, because I've been involved in Hollywood.
[03:09:53.455 --> 03:09:56.156]  I've been involved, you know, with some of the elites trying to recruit me.
[03:09:56.156 --> 03:09:56.957]  It's the same deal.
[03:09:56.957 --> 03:09:58.698]  They go, the public aren't humans.
[03:09:58.698 --> 03:10:00.358]  You're a human.
[03:10:00.358 --> 03:10:01.199]  Get in with this.
[03:10:01.199 --> 03:10:02.679]  It'll advance your consciousness.
[03:10:02.679 --> 03:10:04.080]  But you've got to learn they're animals.
[03:10:04.080 --> 03:10:05.421]  You've got to learn to do bad things.
[03:10:06.081 --> 03:10:07.382]  And then you'll be strong.
[03:10:07.382 --> 03:10:09.402]  It's like in Revenge of the Sith.
[03:10:09.402 --> 03:10:13.624]  Palpatine says, go kill all the baby Jedi's and then only then you'll be powerful enough.
[03:10:13.624 --> 03:10:14.844]  That's what they actually teach.
[03:10:14.844 --> 03:10:16.765]  It's black magic.
[03:10:16.765 --> 03:10:18.626]  And it's everywhere it goes on.
[03:10:18.626 --> 03:10:19.446]  It's happening, Paul.
[03:10:21.260 --> 03:10:25.643]  No, every time they investigate ritual abuse of children, it always leads back to the elites.
[03:10:25.643 --> 03:10:28.124]  I made a 14-minute video on it.
[03:10:28.124 --> 03:10:30.386]  Note that the media never talks about that.
[03:10:30.386 --> 03:10:34.448]  They daren't touch it, but they'll bang on about Pizzagate all day.
[03:10:34.448 --> 03:10:45.555]  In that video, I documented all the examples, admitted, court cases, people convicted in Portugal, France, Spain, United Kingdom, all these other countries where it's on the record.
[03:10:45.555 --> 03:10:48.577]  This is the quote where he sounds exactly like you.
[03:10:48.577 --> 03:10:48.817]  Quote,
[03:10:49.537 --> 03:10:58.041]  The people do underestimate the severity of this, because this is an annihilating force that hates our guts.
[03:10:58.041 --> 03:10:59.102]  It hates creation.
[03:10:59.102 --> 03:11:00.222]  It hates life.
[03:11:00.222 --> 03:11:02.583]  And it will do anything to destroy us completely.
[03:11:02.583 --> 03:11:04.764]  And the way to do that is to divide humanity.
[03:11:04.764 --> 03:11:06.705]  Divide and conquer is their truth.
[03:11:06.705 --> 03:11:12.528]  So he's talking about the culprits behind this child abuse absolutely despise humanity.
[03:11:12.528 --> 03:11:15.029]  That's why they have no sympathy.
[03:11:15.029 --> 03:11:16.230]  They have no remorse.
[03:11:16.730 --> 03:11:24.156]  And that's how psychologically they can get away with it without going through the terror of all the remorse that any normal person would go through.
[03:11:24.156 --> 03:11:25.177]  Let me read this quote again.
[03:11:25.177 --> 03:11:27.358]  This is one of the most important articles you've ever written.
[03:11:27.358 --> 03:11:32.803]  The people who do not underestimate the severity of this are but a few.
[03:11:32.803 --> 03:11:38.948]  Because this is an annihilating force that hates our guts, it hates creation, it hates life, and it will do nothing
[03:11:40.393 --> 03:11:45.757]  It will do anything to destroy us completely, and the way to do this is to divide humanity.
[03:11:45.757 --> 03:11:47.779]  Divide and conquer is their truth.
[03:11:47.779 --> 03:11:51.922]  He added, now I butchered that, it's so important, I'm going to read it again.
[03:11:51.922 --> 03:11:58.708]  The people who do not underestimate the severity of this are but few.
[03:11:58.708 --> 03:12:06.995]  Because this is an annihilating force that hates our guts, it hates creation, it hates life, and it will do anything to destroy us completely.
[03:12:08.311 --> 03:12:10.893]  And the way to do that is to divide humanity.
[03:12:10.893 --> 03:12:13.255]  Divide and conquer is their truth, he added.
[03:12:13.255 --> 03:12:15.557]  This is amazing, and we know this goes on.
[03:12:15.557 --> 03:12:22.142]  In fact, in the Netherlands, that's where they've caught the psychopaths with the whole dungeons full of kids to the elites, and it always gets shut down, Paul.
[03:12:23.649 --> 03:12:31.913]  I remember Jimmy Savile over in the UK, a big children's entertainer, close links with the royal family and the elite for decades and decades.
[03:12:31.913 --> 03:12:40.177]  It was only after his death, despite the fact that people were talking about it back in the 70s, that his rampant pedophilia came out.
[03:12:40.177 --> 03:12:42.558]  And of course he was involved, according to reports.
[03:12:43.058 --> 03:12:47.362]  Made by the victims in child abuse satanic ceremonies.
[03:12:47.362 --> 03:12:53.467]  They didn't kill children in those ceremonies, but they tied them up, raped them, engaged in occult chants.
[03:12:53.467 --> 03:12:58.131]  He was surrounded by people who were more powerful than him in that ceremony.
[03:12:58.131 --> 03:12:59.613]  So we know they're into this.
[03:12:59.613 --> 03:13:01.695]  This is not a conspiracy theory.
[03:13:01.695 --> 03:13:05.058]  Every single major paedophile bust leads back to judges.
[03:13:05.618 --> 03:13:10.819]  Top police officers, celebrities, politicians, people in academia.
[03:13:10.819 --> 03:13:22.281]  Every single time we've documented it, it's on the record, it's in the video embedded at the end of this article, which the media then touch, even though they attack you on everything else.
[03:13:22.281 --> 03:13:25.462]  That's right, and that's why they're coming after us, is they know we've got their number.
[03:13:25.462 --> 03:13:27.802]  They were unable to recruit me and many others.
[03:13:27.802 --> 03:13:35.084]  Paul, I haven't really asked this, I know you've been invited to a lot of elite parties and hung out with some of the most powerful people in the media, but have you had anybody try to get you into weird stuff yet?
[03:13:37.304 --> 03:13:41.210]  No, there was some Scientology thing that they approached me, but that was years ago.
[03:13:41.210 --> 03:13:45.676]  It wasn't anything weird, but it was just Scientologists trying to recruit people.
[03:13:45.676 --> 03:13:52.166]  And people tell me that if you mess with Scientologists, then they definitely mess with you back, so I'm not getting involved in any of that.
[03:13:53.127 --> 03:13:59.194]  It's well known in London that all the rich Saudi Muslims come over and have gay orgies.
[03:13:59.194 --> 03:14:00.515]  That's an open secret.
[03:14:00.515 --> 03:14:04.199]  Not that I attend gay orgies, but I've heard it on the Great Vine.
[03:14:04.199 --> 03:14:09.445]  I was out to dinner once with a rock star, and there was a bunch of people there, and it was like one of the most famous record executives ever.
[03:14:10.086 --> 03:14:13.588]  It was like the major newspapers were like the most beautiful life you could imagine.
[03:14:13.588 --> 03:14:18.030]  And then he's sitting there with this Saudi prince who's in normal American-sized clothes.
[03:14:18.030 --> 03:14:20.151]  And I don't think I'm very that good looking.
[03:14:20.151 --> 03:14:21.451]  He's talking about a joke.
[03:14:21.451 --> 03:14:23.492]  And the guy goes, I got a jumbo jet.
[03:14:23.492 --> 03:14:24.373]  Fly around the world with me.
[03:14:24.373 --> 03:14:25.793]  Let's go have a good time.
[03:14:25.793 --> 03:14:26.554]  And I'm like, no.
[03:14:26.554 --> 03:14:28.154]  And then I'm walking out of the restaurant.
[03:14:28.154 --> 03:14:31.096]  And the rock star, they're like, hey, come to us with this hotel party with all these women.
[03:14:31.636 --> 03:14:33.436]  And I'm like, no, I'm married anyways.
[03:14:33.436 --> 03:14:34.897]  And the rock star goes, yeah, I'm going home.
[03:14:34.897 --> 03:14:35.397]  I'm going to sleep.
[03:14:35.397 --> 03:14:36.377]  Do not go with them.
[03:14:36.377 --> 03:14:37.657]  I'm like, no kidding.
[03:14:37.657 --> 03:14:39.678]  But I mean, it is just totally rampant.
[03:14:39.678 --> 03:14:41.979]  But for these rich guys, it was just a joke.
[03:14:41.979 --> 03:14:45.999]  Let's go see if we can have women lure Alex over here to be part of some party.
[03:14:45.999 --> 03:14:47.020]  I was like, no thanks.
[03:14:47.020 --> 03:14:48.580]  But that's how quick this happens.
[03:14:48.580 --> 03:14:49.020]  That's right.
[03:14:49.020 --> 03:14:52.701]  And it's completely all over Hollywood, too.
[03:14:52.701 --> 03:14:58.402]  During the research for this occult little investigative report we put together, we actually found... It wasn't little.
[03:14:58.402 --> 03:14:58.983]  It was big.
[03:14:58.983 --> 03:14:59.763]  Yeah, it was pretty big.
[03:15:00.803 --> 03:15:10.811]  James Franco, for example, helped produce a little mini film with Kenneth Anger, who is a big, open, occultist, Aleister Crowley follower.
[03:15:10.811 --> 03:15:16.136]  And so, I mean, we also saw the Maria Abramovic, who pals around with all these celebrities.
[03:15:16.136 --> 03:15:17.136]  Spirit cooking.
[03:15:17.136 --> 03:15:17.797]  Exactly.
[03:15:17.797 --> 03:15:22.941]  And we even have seen photoshoots with, what is it, one of those Kim Kardashian girls.
[03:15:22.941 --> 03:15:29.426]  I think it was Kendall Jenner doing a photoshoot in a Maria Abramovic-style performance.
[03:15:29.426 --> 03:15:30.107]  Look at all those!
[03:15:30.367 --> 03:15:32.208]  Hollywood stuff and the Grammys and Emmys.
[03:15:32.208 --> 03:15:33.529]  It's just everywhere.
[03:15:33.529 --> 03:15:38.092]  It is, and you know what they're doing in these performance arts, it's like Luciferian light.
[03:15:38.092 --> 03:15:41.874]  They're testing their willpower in the sense that... They're conditioning people.
[03:15:41.874 --> 03:15:44.896]  Can they lay there and let anyone do anything to them?
[03:15:44.896 --> 03:15:46.157]  Do they have the willpower?
[03:15:46.157 --> 03:15:49.079]  And to them, do what thou wilt is the law of the land.
[03:15:49.079 --> 03:15:52.041]  So that's why they do these grotesque rituals.
[03:15:52.041 --> 03:15:53.822]  They eat human feces.
[03:15:53.822 --> 03:15:54.783]  They drink urine.
[03:15:54.783 --> 03:15:56.584]  It's about the exercise of raw power.
[03:15:56.684 --> 03:15:57.204]  That's right.
[03:15:57.204 --> 03:15:59.585]  And to them, that's their strength.
[03:15:59.585 --> 03:16:02.827]  And that's why that guy was talking about training to be a psychopath.
[03:16:02.827 --> 03:16:10.071]  Because of them, if they can block out all sympathy, all human emotion, and just do anything else... And that's what the modern environmentalism is.
[03:16:10.071 --> 03:16:11.011]  Hate yourself.
[03:16:11.011 --> 03:16:12.432]  Al Gore and Bill Nye will save you.
[03:16:12.432 --> 03:16:13.212]  Don't have kids.
[03:16:13.212 --> 03:16:13.873]  Die.
[03:16:13.873 --> 03:16:14.673]  Commit suicide.
[03:16:14.673 --> 03:16:15.193]  For the Earth.
[03:16:15.193 --> 03:16:16.074]  For the elite.
[03:16:16.074 --> 03:16:16.634]  Kill yourself.
[03:16:16.634 --> 03:16:17.214]  Kill yourself.
[03:16:17.214 --> 03:16:17.754]  Kill yourself.
[03:16:17.754 --> 03:16:18.635]  Kill yourself.
[03:16:18.635 --> 03:16:21.816]  It's inverting our life force and saying, we're not going to space.
[03:16:21.816 --> 03:16:23.137]  We're killing the space program.
[03:16:23.137 --> 03:16:24.298]  Notice Trump's bringing it back.
[03:16:24.918 --> 03:16:27.699]  That's why they hate Trump, because he's not a Satanist.
[03:16:27.699 --> 03:16:29.560]  Donald Trump, not a Satanist!
[03:16:29.560 --> 03:16:31.661]  Donald Trump doesn't want you poor and pathetic.
[03:16:31.661 --> 03:16:33.122]  I promise to take a few calls here, Paul.
[03:16:33.122 --> 03:16:35.043]  We're going to skip this break so we have more time.
[03:16:35.043 --> 03:16:37.864]  Let's go ahead and go to Michael in Texas.
[03:16:37.864 --> 03:16:39.184]  You're on the air worldwide.
[03:16:39.184 --> 03:16:40.165]  You held over an hour.
[03:16:40.165 --> 03:16:42.306]  You get a free t-shirt of your choice.
[03:16:42.306 --> 03:16:46.168]  John Harmon's got a lot of work to do, sending us your name and address and what you want.
[03:16:46.168 --> 03:16:50.750]  But every time I do that now, people get a free shirt from InfoWareStore.com.
[03:16:50.750 --> 03:16:51.310]  Michael, go ahead.
[03:16:52.526 --> 03:16:53.348]  It's Michelle.
[03:16:53.348 --> 03:16:55.953]  Michelle, I'm sorry, I can't read the board.
[03:16:55.953 --> 03:16:56.514]  It's okay.
[03:16:56.514 --> 03:16:57.336]  Hi, Alex.
[03:16:57.336 --> 03:16:57.937]  Hi, Millie.
[03:16:57.937 --> 03:16:58.939]  Hi, Paul.
[03:16:58.939 --> 03:17:01.264]  Hi, Wayne and Justin.
[03:17:01.264 --> 03:17:03.108]  My question is totally off-topic.
[03:17:03.661 --> 03:17:11.767]  I read on today Trump's agenda that he was taking a phone call from Putin, and I wanted your thoughts on that.
[03:17:11.767 --> 03:17:17.231]  Putin and Trump need to be meeting earlier, but they've so intimidated Trump administration to not meet with him.
[03:17:17.231 --> 03:17:18.031]  You're a Russian agent.
[03:17:18.031 --> 03:17:23.735]  He should Trump that whole thing, Trump intended, pun intended, and just get it out in the open and say, so what?
[03:17:23.735 --> 03:17:25.737]  They're becoming more Americana than we are.
[03:17:25.737 --> 03:17:26.798]  We don't need war with Russia.
[03:17:26.798 --> 03:17:29.880]  We need to do trade deals with them, but the globalists don't want that.
[03:17:29.880 --> 03:17:30.620]  So that's my thought.
[03:17:30.620 --> 03:17:31.121]  Paul, Millie?
[03:17:31.741 --> 03:17:34.143]  Well, Trump just recently met with China.
[03:17:34.143 --> 03:17:36.445]  It's called diplomacy.
[03:17:36.445 --> 03:17:36.965]  Exactly!
