[00:00:12.449 --> 00:00:16.792]  You are listening to an InfoWars.com Frontline Report.
[01:13:09.285 --> 01:13:12.866]  Well, you know, there is a lot of dark stuff going on.
[01:13:12.866 --> 01:13:22.710]  I mean, I'm not one to, um, to entertain, uh, conspiracy theories all the time, but with all conspiracy theory,
[01:13:23.639 --> 01:13:31.106]  I tend to think there's some truth in it, so I'm just going to keep it over here and keep it in mind and just see what else transpires.
[01:13:31.106 --> 01:13:45.879]  But there's a lot of dark stuff going on, you know, I'm sure you've touched on it, the pedophile rings and Satanism and all that stuff, and obviously there's elements of that in this film.
[01:13:45.879 --> 01:13:48.161]  You know, for me personally,
[01:13:49.694 --> 01:13:55.278]  I haven't wanted to kind of delve too heavily into that stuff, just because it does creep me out.
[01:13:55.278 --> 01:13:57.199]  I just, I really don't want to be a part of that.
[01:13:57.199 --> 01:14:00.060]  But that's my next question, because I didn't work with the crew on this.
[01:14:00.060 --> 01:14:02.622]  I'm about to sit in my pants, just real interviews.
[01:14:02.622 --> 01:14:03.803]  I saw you on Night Show.
[01:14:03.803 --> 01:14:04.943]  How did you get on there?
[01:14:04.943 --> 01:14:06.384]  What is your political view?
[01:14:06.384 --> 01:14:13.348]  How is one of the stars, I mean you get killed in the movie, it's a pretty important pivotal part, how are you now out talking?
[01:14:13.348 --> 01:14:13.989]  This is awesome.
[01:14:14.969 --> 01:14:17.611]  Oh, you mean about conservatism and things like that?
[01:14:17.611 --> 01:14:21.474]  Yes, your political views, which would get you ostracized, obviously.
[01:14:21.474 --> 01:14:23.376]  Yeah, hell yeah.
[01:14:23.376 --> 01:14:32.483]  Well, I started off last year, somebody approached me about writing for Heat Street Magazine and writing about some of my experiences for Eyes Wide Shut.
[01:14:32.483 --> 01:14:39.288]  And one article turned into two articles, turned into ten articles, turned into twenty articles, etc.
[01:14:39.288 --> 01:14:43.832]  Unfortunately, Heat Street closed, and one of the editors went over to Fox,
[01:14:44.676 --> 01:14:55.845]  And I thought, you know, I'm really enjoying writing and I'm enjoying finally coming clean about how I felt, how I feel about conservatism, what's happening in the world today.
[01:14:55.845 --> 01:15:01.410]  And so I went to Fox, wrote this article, blew up in the press.
[01:15:01.410 --> 01:15:02.471]  I had no idea.
[01:15:02.471 --> 01:15:07.275]  I mean, I figured it was just going to be, you know, just one of many articles in the op-ed section.
[01:15:08.820 --> 01:15:11.664]  Yeah, it just blew up.
[01:15:11.664 --> 01:15:13.146]  I'm happy it did, though.
[01:15:13.146 --> 01:15:21.998]  I think that the issues that I've been discussing and what I believe to be true is something that everybody should be discussing.
[01:15:21.998 --> 01:15:24.281]  We need to figure out a way to change
[01:15:27.853 --> 01:15:30.755]  The path that the world is going down.
[01:15:30.755 --> 01:15:31.455]  I think we're going down.
[01:15:31.455 --> 01:15:35.518]  And there's a big shift happening, because for me it's not even about conservative or liberal, but I get to be separated.
[01:15:35.518 --> 01:15:40.742]  You say conservative, it's just like I'm not in this big Hollywood cult, you know, with the Weinsteins and everything else.
[01:15:40.742 --> 01:15:42.263]  It's all coming down.
[01:15:42.263 --> 01:15:43.343]  I like common sense.
[01:15:43.343 --> 01:15:54.851]  Let's talk about where you see all this going straight ahead and maybe I'll tell folks, I don't want to give up any confidence, I'll tell you a little bit about the secret behind Eyes Wide Shut.
[01:15:54.851 --> 01:15:55.532]  Just a little bit.
[01:15:57.924 --> 01:16:07.386]  Please listen carefully, because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the InfoWar, a 360 win.
[01:16:07.386 --> 01:16:13.948]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at InfoWarshore.com.
[01:16:13.948 --> 01:16:18.629]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip
[01:16:18.729 --> 01:16:21.891]  Because we hold back a surplus for AutoShip customers.
[01:16:21.891 --> 01:16:26.973]  Number three, we're giving you free shipping on all orders above $50.
[01:16:26.973 --> 01:16:33.057]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:16:33.057 --> 01:16:40.861]  Just go to InfoWareStore.com, select your favorite product or products, click on AutoShip, and choose how often you want us to send you another order.
[01:16:40.861 --> 01:16:42.642]  As you know, I coined the term 360Win.
[01:16:43.482 --> 01:16:47.364]  And with the new AutoShip feature at Infowarslife.com, this is a sure win.
[01:16:47.364 --> 01:16:49.025]  10% off on AutoShip.
[01:16:49.025 --> 01:16:51.467]  Win-win-win at Infowarslife.com.
[01:16:51.467 --> 01:16:53.448]  Free shipping on orders above $50.
[01:16:53.448 --> 01:16:57.691]  And all out-of-stock items are never out of stock when you sign up for AutoShip.
[01:16:57.691 --> 01:17:03.954]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[01:17:03.954 --> 01:17:08.057]  This powerful combo is perfect for supporting your thyroid and health.
[01:17:08.297 --> 01:17:15.604]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[01:17:15.604 --> 01:17:24.233]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[01:17:24.233 --> 01:17:31.780]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[01:17:32.000 --> 01:17:39.286]  With inadequate thyroid hormones, you may experience slow metabolism, lethargy, weight gain, and overall brain fog.
[01:17:39.286 --> 01:17:45.511]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[01:17:45.511 --> 01:17:49.334]  Take control of your chemistry today with this super combo.
[01:17:49.334 --> 01:17:56.380]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com
[01:17:58.450 --> 01:18:07.194]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[01:18:07.194 --> 01:18:07.714]  That's right.
[01:18:07.714 --> 01:18:12.976]  Now's the time to build your own food storage with Harvest Rights Freeze Dryers.
[01:18:12.976 --> 01:18:19.399]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use,
[01:18:19.639 --> 01:18:27.241]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[01:18:27.241 --> 01:18:27.481]  Woo!
[01:18:27.481 --> 01:18:28.521]  That's what I'm talking about.
[01:18:28.521 --> 01:18:37.244]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[01:18:37.244 --> 01:18:45.306]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[01:18:46.846 --> 01:18:50.288]  Now that's what I call the miracle of food preservation.
[01:18:50.288 --> 01:18:54.391]  Harvest Right is truly the world's best, most affordable freeze dryer.
[01:18:54.391 --> 01:18:55.471]  So what are you waiting for?
[01:18:55.471 --> 01:18:58.053]  Check it out right now at infowarsstore.com.
[01:18:59.668 --> 01:19:03.450]  Thousands of years ago, there was a basic form of chivalry.
[01:19:03.450 --> 01:19:11.174]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[01:19:11.174 --> 01:19:19.798]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[01:19:19.798 --> 01:19:24.220]  But in the 21st century, there are silent weapons for quiet war.
[01:19:24.220 --> 01:19:26.401]  Pathenogens added to the food and water,
[01:19:26.701 --> 01:19:34.046]  To the lining of plastics that destroy our vitality, turn off our hormones, and accelerate our journey towards death.
[01:19:34.046 --> 01:19:37.468]  I personally counter this onslaught with Anthroplex.
[01:19:37.468 --> 01:19:48.495]  Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[01:19:48.595 --> 01:19:51.477]  Discover why Anthroplex is turning so many heads today.
[01:19:51.477 --> 01:19:54.578]  It's time for us to take our bodies back into our own hands.
[01:19:54.578 --> 01:20:00.942]  And it starts at Infowarslife.com with Anthroplex.
[01:20:00.942 --> 01:20:03.563]  You're listening to the Alex Jones Show.
[01:20:18.140 --> 01:20:21.504]  The space-time continuum.
[01:20:21.504 --> 01:20:23.526]  Some can see, others can't.
[01:20:23.526 --> 01:20:27.611]  A frontal assault on the lives of the New World Order.
[01:20:27.611 --> 01:20:36.141]  It's Alex Jones on the GCN Radio Network.
[01:20:36.141 --> 01:20:37.303]  I mean, I'll tell you.
[01:20:39.278 --> 01:20:43.821]  I didn't used to chase Hollywood around, but sometimes I'd be involved with it because I'd be on national television shows.
[01:20:43.821 --> 01:21:01.012]  To speak of the devil, I was out once in LA, then once in Vegas, and I was with a major director for dinner, wanted to go to dinner with me, and he said, you know, the Hellfire Club that Benjamin Franklin went to is real, and you're going to get an invite to this major university in England, and if you want to join us, you should just go, be part of the event, it's down in these caves, you'll have a good time.
[01:21:01.012 --> 01:21:02.513]  And I said, well, what's it like?
[01:21:02.513 --> 01:21:04.814]  It was kind of like Eyes Wide Shut.
[01:21:04.814 --> 01:21:05.455]  And I said, no.
[01:21:07.074 --> 01:21:11.137]  And so, if you want to get a little inside baseball, that's what goes on.
[01:21:11.137 --> 01:21:13.379]  He told me the invitation was coming.
[01:21:13.379 --> 01:21:20.944]  Months later, the invitation to the major university, one of the most famous in the world, showed up at the office.
[01:21:20.944 --> 01:21:22.966]  I mean, I'll just say it.
[01:21:22.966 --> 01:21:26.409]  He said, Oxford is going to invite you, but then that's just the invite.
[01:21:26.409 --> 01:21:30.572]  The speech to the faculty of Oxford, it wasn't just speak at Oxford, it was speak to Oxford.
[01:21:31.460 --> 01:21:36.204]  I remember Nico Acosta, she's like Gandhi spoke there and Martin Luther King and all this.
[01:21:36.204 --> 01:21:38.366]  He said, this is actually to the faculty, you're not going to do it.
[01:21:38.366 --> 01:21:40.268]  I said, no, I'm not doing it because that's not what it is.
[01:21:40.268 --> 01:21:44.111]  Because I've already been told you're going to be given this offer.
[01:21:44.111 --> 01:21:48.315]  At the time, it's a major directory, you know.
[01:21:48.315 --> 01:21:51.978]  OK, maybe this person is messing with me, but then the creepiness of it.
[01:21:52.762 --> 01:21:54.983]  Yeah, the whole deal, like, join these people.
[01:21:54.983 --> 01:21:56.823]  What the hell are they involved in?
[01:21:56.823 --> 01:22:06.547]  So we have a Hollywood actress, dancer, joining us, Julianne Davis, and she was in Eyes Wide Shut.
[01:22:06.547 --> 01:22:08.607]  She gets sacrificed in Eyes Wide Shut.
[01:22:08.607 --> 01:22:10.408]  I know they cut 24 minutes out of the film.
[01:22:10.908 --> 01:22:12.829]  No, she probably signed a non-disclosure about what was in there.
[01:22:12.829 --> 01:22:14.530]  I'll have her back for a full hour soon.
[01:22:14.530 --> 01:22:20.352]  Now she's a syndicated columnist doing a great job going through the intimidation of being a patriot and conservative and being more successful.
[01:22:20.352 --> 01:22:21.953]  I think that's the story here for what I got from her.
[01:22:21.953 --> 01:22:25.735]  But because of the time we have left here, you've heard my little story.
[01:22:25.735 --> 01:22:30.837]  But the bottom line on Kubrick was he was not an insider.
[01:22:30.837 --> 01:22:32.238]  I'll give the big secret out.
[01:22:32.238 --> 01:22:35.920]  He was, but without giving any details, he was dialed into the ether
[01:22:37.746 --> 01:22:47.310]  of what they were doing so they could see him, he could see them, and that was why he had to hide out in England and was so tortured and freaked out.
[01:22:47.310 --> 01:22:56.654]  Whether it was 2001 Space Odyssey or whether it was, you know, any of these big films, he was being given the archetypes, not them, and they were very, very jealous of it.
[01:22:56.654 --> 01:22:58.135]  And that's, I'm not gonna get into the whole story,
[01:22:59.176 --> 01:23:03.401]  I never give up sources, this is behind-the-scenes stuff I've seen to say for safety, quite frankly.
[01:23:03.401 --> 01:23:09.789]  That he, like the CIA, and I already read this before, but I was told that the CIA came to him and said, how do you know about Plan R?
[01:23:09.789 --> 01:23:12.272]  And how do you know about the decoders on the B-52s?
[01:23:12.272 --> 01:23:13.714]  And how do you know about the nuke attacks?
[01:23:13.714 --> 01:23:16.077]  And he had to tell them, I just had a dream about it.
[01:23:16.838 --> 01:23:22.560]  Okay, I'm giving some big secrets out here, and I'm planning to write a big book about it, but we've got six minutes left.
[01:23:22.560 --> 01:23:23.280]  Thank you for joining us.
[01:23:23.280 --> 01:23:25.320]  I hope you come back for a full hour in the near future.
[01:23:25.320 --> 01:23:30.722]  What is your big brain trust on this whole crazy world we're living in?
[01:23:30.722 --> 01:23:34.963]  I think it was funny during the break you mentioned the New World Order.
[01:23:34.963 --> 01:23:41.765]  I think that's absolutely real, and it's very interesting that the resist movement
[01:23:43.348 --> 01:23:44.848]  What are they resisting?
[01:23:44.848 --> 01:23:46.009]  They're part of it.
[01:23:46.009 --> 01:23:47.269]  They're part of the establishment.
[01:23:47.269 --> 01:23:50.410]  They're part of the New World Order.
[01:23:50.410 --> 01:23:53.891]  We, on the other side, we are the true rebels.
[01:23:53.891 --> 01:23:56.732]  We are the resistance.
[01:23:56.732 --> 01:23:58.532]  I think it's insane what's happening today.
[01:23:58.532 --> 01:24:00.052]  I think we need to fight against it.
[01:24:00.052 --> 01:24:03.633]  I think we need to do everything we can to continue to fight against it.
[01:24:03.633 --> 01:24:06.554]  We need to keep our guns.
[01:24:06.554 --> 01:24:09.555]  We need to... I feel like America is the
[01:24:11.081 --> 01:24:15.083]  America is the world's last great hope against this.
[01:24:15.083 --> 01:24:29.512]  And if we don't make sure that the New World Order, if we allow them to take control, we're going to be in big trouble.
[01:24:29.512 --> 01:24:31.033]  Big trouble.
[01:24:31.033 --> 01:24:33.694]  So have you, in fact, I'm just changing subject really quickly.
[01:24:33.694 --> 01:24:38.637]  Have you seen the Gotthard Tunnel opening ceremony?
[01:24:39.312 --> 01:24:40.513]  In Switzerland?
[01:24:40.513 --> 01:24:41.613]  Have you seen that?
[01:24:41.613 --> 01:24:44.314]  No, say it again, I heard about it.
[01:24:44.314 --> 01:24:46.555]  Oh, go and watch it.
[01:24:46.555 --> 01:24:53.298]  It is a full Satanist show.
[01:24:53.298 --> 01:24:54.419]  Go and watch it.
[01:24:54.419 --> 01:25:07.365]  And when you see that, you look at all of these things, you look at that, you look at these Eyes Wide Shut parties, the New World Order, the pedophile rings, all this stuff, you think, there's something really funny going on here.
[01:25:07.938 --> 01:25:09.019]  Well, I'll just say this.
[01:25:09.019 --> 01:25:12.462]  They did come after Stanley Kubrick for what he was doing.
[01:25:12.462 --> 01:25:15.565]  And they wanted to know how he knew.
[01:25:15.565 --> 01:25:17.027]  And he didn't even know.
[01:25:17.027 --> 01:25:21.831]  He just said, I just have this idea, and this is it, and why are they so angry?
[01:25:21.831 --> 01:25:24.714]  It was like he was just dialed in to what was going on.
[01:25:24.714 --> 01:25:27.457]  Stanley's a very smart man.
[01:25:27.457 --> 01:25:28.898]  Very smart man.
[01:25:30.006 --> 01:25:38.974]  He read a lot, he researched a ton, and whether he was out and about, which he wasn't very much, he mostly was at his home.
[01:25:38.974 --> 01:25:40.516]  Very reclusive.
[01:25:40.516 --> 01:25:48.363]  Yes, but he had a lot of people out there doing things for him, seeing things for him, being his eyes and ears.
[01:25:49.497 --> 01:25:50.498]  Yeah.
[01:25:50.498 --> 01:25:55.661]  Well, I hope you'll come back for a full hour with us soon, because I'm just really excited about the work you're doing.
[01:25:55.661 --> 01:25:58.462]  And I've read some of your articles as well, but did I get it wrong?
[01:25:58.462 --> 01:26:06.307]  Like, you came out with your conservatism out of the closet, and then you were more successful by doing so.
[01:26:06.307 --> 01:26:09.109]  Well, I wasn't more successful in Hollywood.
[01:26:09.109 --> 01:26:13.832]  I've definitely gotten some attention amongst conservative press.
[01:26:13.832 --> 01:26:16.714]  And I've been dissed by Bill Maher, so that's something.
[01:26:19.528 --> 01:26:26.774]  You know, the way I look at my career in Hollywood, most of the stuff that I do is independent.
[01:26:26.774 --> 01:26:34.761]  And I could afford to speak up because I'm not ensconced with a network or a big studio right now.
[01:26:34.761 --> 01:26:38.965]  And I wish others would, but I understand why they don't because, you know, their paycheck.
[01:26:39.725 --> 01:26:47.950]  But the NFL's down 31% this year, 50-plus percent the last three years, another 20% on there, and it's accelerating, and Hollywood's falling apart.
[01:26:47.950 --> 01:26:52.633]  I mean, don't they get that they're destroying the Golden Goose?
[01:26:52.633 --> 01:26:56.155]  They don't understand because they're in their little bubble.
[01:26:56.155 --> 01:27:03.600]  And, you know, when you're in Hollywood circles, they assume that you feel exactly the same way they do.
[01:27:03.600 --> 01:27:08.503]  And so they'll say things where they just expect you to go, oh yeah, totally agree.
[01:27:09.272 --> 01:27:16.395]  Meanwhile, those of us who are conservative, whether we're in the closet or not, usually go, mm, uh-huh.
[01:27:16.395 --> 01:27:20.797]  Does a conservative, to me, it just means common sense.
[01:27:20.797 --> 01:27:22.717]  I'm not against anybody because they're liberal.
[01:27:22.717 --> 01:27:25.399]  I just want common sense that always works, you know?
[01:27:25.399 --> 01:27:30.861]  Did you hear about California legalizing, it's like a misdemeanor now, putting HIV into the blood supply and giving people AIDS?
[01:27:30.861 --> 01:27:32.621]  Did you hear that?
[01:27:32.621 --> 01:27:33.042]  No.
[01:27:33.042 --> 01:27:34.762]  No, I didn't.
[01:27:34.762 --> 01:27:35.683]  It sounds insane.
[01:27:35.683 --> 01:27:37.223]  I've got the L.A.
[01:27:37.223 --> 01:27:38.764]  Times here, just like it's totally normal.
[01:27:40.287 --> 01:27:41.768]  That's a whole other discussion for us to have.
[01:27:41.768 --> 01:27:42.448]  Here it is.
[01:27:42.448 --> 01:27:50.813]  Governor Jerry Brown signed a bill Friday that lowers from a felony to misdemeanor the crime of knowingly exposing a sexual partner with HIV without disclosing the infection.
[01:27:50.813 --> 01:27:55.636]  The measure also applies to those who give blood without telling the blood bank that they are HIV positive.
[01:27:55.636 --> 01:27:56.137]  That's L.A.
[01:27:56.137 --> 01:27:58.058]  Times.
[01:27:58.058 --> 01:27:59.158]  Wow.
[01:27:59.158 --> 01:28:03.141]  Looks like I'm going to be donating blood to keep for myself just in case.
[01:28:04.413 --> 01:28:05.474]  That's pretty scary.
[01:28:05.474 --> 01:28:08.655]  You know, you've got to come back to get more into Eyes Wide Shut here in the future.
[01:28:08.655 --> 01:28:11.196]  But Jess, was there... I mean, like, you get killed in the movie.
[01:28:11.196 --> 01:28:13.837]  Did they... Was there another scene they cut?
[01:28:13.837 --> 01:28:15.818]  How you got killed?
[01:28:15.818 --> 01:28:16.999]  Uh, no.
[01:28:16.999 --> 01:28:19.520]  And I remember talking to Todd Field about this.
[01:28:19.520 --> 01:28:26.163]  Todd and I both agreed that we didn't... You know, in the film it says basically that I had an O.D.
[01:28:26.163 --> 01:28:29.004]  But Todd and I both agreed I was killed and so was he.
[01:28:29.004 --> 01:28:31.565]  Never got back home to his family after playing that keyboard.
[01:28:33.387 --> 01:28:43.875]  Yeah, but no, I mean, obviously Tom and Nicole were privy to the entire script, but I was just a little minion at the time, so I was not privy to that information.
[01:28:43.875 --> 01:28:45.416]  I wish I could tell you more.
[01:28:45.416 --> 01:28:50.399]  Well, promise us, because we're really impressed with what you're doing, that you'll join us again.
[01:28:50.399 --> 01:28:51.400]  I would love to.
[01:28:51.400 --> 01:28:51.961]  I'd love to.
[01:28:51.961 --> 01:28:54.683]  I'd love to talk more about everything.
[01:28:54.683 --> 01:28:55.463]  Please come back.
[01:28:55.463 --> 01:28:56.164]  Thank you so much.
[01:28:58.257 --> 01:29:03.001]  Men, give your body the support it needs with InfoWars Life Prostagard.
[01:29:03.001 --> 01:29:07.424]  It's time to start assisting the body in regulating proper prostate balance.
[01:29:07.424 --> 01:29:18.053]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[01:29:18.653 --> 01:29:26.616]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[01:29:26.616 --> 01:29:35.979]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[01:29:35.979 --> 01:29:46.242]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[01:29:46.723 --> 01:29:50.169]  Now's the time to start naturally supporting your body.
[01:29:50.169 --> 01:29:54.798]  Get Prostagard on your side today exclusively at InfoWarsLife.com.
[01:29:54.798 --> 01:29:55.940]  That's InfoWarsLife.com.
[01:29:59.927 --> 01:30:03.888]  Refresh your breath with Emmerich's Essentials Organic Mouthwash.
[01:30:03.888 --> 01:30:12.710]  Our formula is made from organic herbal ingredients to help stimulate the gums and provide a cleansing effect while adding a pleasant, refreshing taste.
[01:30:12.710 --> 01:30:23.532]  Emmerich's Essentials Mouthwash is non-GMO, certified organic, made without alcohol, chemicals, or other artificial ingredients such as flavors, fragrances, or dyes.
[01:30:24.272 --> 01:30:32.480]  The pure organic plant extracts are concentrated, containing antibacterial properties that work well to help tone gum and freshen your breath.
[01:30:32.480 --> 01:30:35.703]  This antiseptic mouthwash is a concentrated formula.
[01:30:35.703 --> 01:30:38.906]  You will need to dilute 1 part mouthwash to 10 parts water.
[01:30:39.827 --> 01:30:44.291]  Emmerich's Essentials Mouthwash is a great addition to your daily brushing routine.
[01:30:44.291 --> 01:30:49.196]  It is effective, yet gentle enough for the most sensitive gums and canker sores.
[01:30:49.196 --> 01:30:52.019]  Go organic today with Emmerich's Essentials.
[01:30:52.019 --> 01:30:54.541]  Visit infowarsstore.com to learn more.
[01:30:54.541 --> 01:30:56.263]  That's infowarsstore.com.
[01:30:58.644 --> 01:31:03.286]  Support good oral health with our one-of-a-kind super blue fluoride free products.
[01:31:03.286 --> 01:31:10.950]  InfoWars Life brings you a revolutionary toothpaste blend with iodine and nano silver designed to deliver a powerful clean.
[01:31:10.950 --> 01:31:15.172]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[01:31:15.172 --> 01:31:19.254]  Pair this groundbreaking toothpaste with the super blue fluoride free mouthwash
[01:31:19.494 --> 01:31:21.315]  and supercharge your oral health.
[01:31:21.315 --> 01:31:27.917]  Our amazing mouthwash features natural oils and ancient ingredients used since aboriginal and biblical times.
[01:31:27.917 --> 01:31:38.281]  Instead of containing fluoride, our Super Blue line is loaded with the good halogen iodine and an array of other beneficial compounds that have been hand-selected for their oral health benefits.
[01:31:38.281 --> 01:31:45.083]  Super Blue Fluoride-Free Mouthwash and Toothpaste are the first and only to contain all of these natural ingredients.
[01:31:45.083 --> 01:31:47.664]  Xylitol, Nanosilver, and Iodine.
[01:31:47.924 --> 01:31:51.546]  Notice the difference with our super blue fluoride free products.
[01:31:51.546 --> 01:31:56.549]  Refresh your breath and invigorate your oral health routine at InfoWarsStore.com.
[01:31:56.549 --> 01:31:58.770]  That's InfoWarsStore.com.
[01:31:58.770 --> 01:32:00.652]  It's not just our water we need to filter.
[01:32:00.652 --> 01:32:02.673]  It's not just our food that needs to be cleaned.
[01:32:02.673 --> 01:32:04.074]  It's the air we're breathing.
[01:32:04.074 --> 01:32:05.594]  Especially for our children.
[01:32:05.594 --> 01:32:07.455]  The artificial particulates.
[01:32:07.455 --> 01:32:08.156]  The chemicals.
[01:32:08.476 --> 01:32:11.637]  is absolutely weighing down our immune systems.
[01:32:11.637 --> 01:32:20.821]  The same team based right here in America that brought you the Alexa Pure Groundbreaking Water Filtration Systems have now developed Alexa Pure Breeze.
[01:32:20.821 --> 01:32:28.364]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children to do the best job you can to purify your air.
[01:32:28.364 --> 01:32:36.387]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[01:32:36.387 --> 01:32:37.388]  The general public doesn't.
[01:32:38.559 --> 01:32:42.501]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[01:32:42.501 --> 01:32:46.082]  One of these systems can keep 800 square feet incredibly clean.
[01:32:46.082 --> 01:32:52.785]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:32:52.785 --> 01:33:00.908]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[01:33:00.908 --> 01:33:03.549]  You're listening to the Alex Jones Show.
[01:33:14.751 --> 01:33:17.272]  He aligns himself with the truth.
[01:33:17.272 --> 01:33:20.053]  And it's time for you to choose a side.
[01:33:20.053 --> 01:33:23.634]  You're listening to Alex Jones.
[01:33:23.634 --> 01:33:25.055]  We are Roger Ready.
[01:33:25.055 --> 01:33:27.396]  Realize that?
[01:33:27.396 --> 01:33:28.456]  Roger means ready.
[01:33:28.456 --> 01:33:29.256]  Roger means I get it.
[01:33:29.256 --> 01:33:31.857]  Talking to Roger Stone here in a minute.
[01:33:31.857 --> 01:33:35.859]  You know, I called him up this morning and I said, you gotta come on.
[01:33:35.859 --> 01:33:39.560]  Because it isn't about Corker saying he's not gonna run again.
[01:33:39.560 --> 01:33:42.461]  It's a... It's not about this loser.
[01:33:43.328 --> 01:33:46.690]  It's about the anatomy of media deception.
[01:33:46.690 --> 01:33:50.332]  Because I know the whole backstory of Corker, not just from Roger Stone, but from others.
[01:33:50.332 --> 01:33:53.013]  I mean, what a nasty, dirty creature.
[01:33:53.013 --> 01:34:08.761]  And the fact that you have this big Judge Roy Moore win in Alabama, and Corker running for the hills, and then CNN puts out a story that, oh, Trump claimed that Corker begged for endorsement as false sources say, they just turned everything upside down.
[01:34:11.141 --> 01:34:19.729]  So it's just, it's not about Corker, it's about illustrating, with this example, how they manipulate every story they engage in.
[01:34:19.729 --> 01:34:21.710]  We'll talk to Roger Stone here in a moment.
[01:34:21.710 --> 01:34:26.855]  First off, we've got four or five, what is it, yeah, five different specials that are gonna end tomorrow.
[01:34:26.855 --> 01:34:28.236]  We're gonna have to end them.
[01:34:28.236 --> 01:34:37.604]  We've got Caveman, with a concentrated, super high quality bone broth, so good for your joints, your bones, everything, with the chaga mushroom, the bee pollen,
[01:34:38.525 --> 01:34:45.290]  The turmeric concentrate, totally organic, and it's just got five or six other superfoods in it.
[01:34:45.290 --> 01:34:48.472]  It's got the organic alfalfa powder protein.
[01:34:48.472 --> 01:34:50.493]  I mean, it's just amazing.
[01:34:50.493 --> 01:34:53.936]  Next, we're talking like, in my experience, ten times better than Pure Whey.
[01:34:53.936 --> 01:34:56.197]  We sell high-quality whey from a big national brand.
[01:34:56.197 --> 01:34:59.900]  We private label and sell for five to ten dollars less than what they sell in stores.
[01:34:59.900 --> 01:35:00.940]  So our whey is good as well.
[01:35:01.781 --> 01:35:03.744]  Caveman on chocolate and strawberry.
[01:35:03.744 --> 01:35:07.389]  That's going to have to end in the next few days because I'm running low on supplies.
[01:35:07.389 --> 01:35:09.592]  It may be until December that we get more.
[01:35:09.592 --> 01:35:11.214]  So Caveman available now.
[01:35:11.214 --> 01:35:14.359]  Infowarslife.com, infowarsstore.com, or 888-253-3139.
[01:35:17.623 --> 01:35:23.027]  Now, the new big special, that I was going to run for two weeks, may end this week, because they're flying off the shelves.
[01:35:23.027 --> 01:35:24.228]  Been sold out for two months.
[01:35:24.228 --> 01:35:31.313]  Brain Force, that I know Roger loves, took the top nootropics in the country, combined them together, got organic sources, cut the price by half.
[01:35:31.313 --> 01:35:32.794]  Other leading brands are $60.
[01:35:32.794 --> 01:35:35.897]  We normally sell it for, you know, $35.
[01:35:35.897 --> 01:35:37.898]  It's $19.95 right now.
[01:35:37.898 --> 01:35:41.220]  It's normally like $40, but we discount it, you know, 10-15%.
[01:35:41.220 --> 01:35:42.842]  But right now it's 50% off.
[01:35:42.842 --> 01:35:45.584]  Infowarslife.com, but it could end at any day because
[01:35:46.656 --> 01:35:48.376]  Folks are loving it, and that's the great part.
[01:35:48.376 --> 01:36:02.100]  The problem is we've got to sell a lot of it to make money to fund our operation, because if you sign up for AutoShip, a little secret, that's an additional 10% off when you sign up for AutoShip, something you want to reship, so you don't forget, and just support the broadcast, get products you want and love.
[01:36:02.100 --> 01:36:03.601]  It's basically a loss leader at that.
