[00:00:03.707 --> 00:00:04.533]  That's Allen Railway, Chevy.
[03:08:52.103 --> 03:08:56.726]  They make the joke in Foxcatcher that he goes, you can call me golden eagle, eagle or coach.
[03:08:56.726 --> 03:08:59.508]  But there he is with that wild hair strutting around
[03:09:00.268 --> 03:09:03.990]  Going all different directions to promote freedom.
[03:09:03.990 --> 03:09:05.511]  Absolutely freaking out the globalists.
[03:09:05.511 --> 03:09:07.813]  And CJ was saying they're going to kill him.
[03:09:07.813 --> 03:09:08.313]  I know this.
[03:09:08.313 --> 03:09:11.975]  He's been in bankruptcy and in and out of it repeatedly and come back from nothing.
[03:09:11.975 --> 03:09:14.536]  He is the exact type of guy that could turn this around.
[03:09:14.536 --> 03:09:16.217]  But you heard Dent earlier.
[03:09:16.217 --> 03:09:17.838]  You heard Ron Paul yesterday.
[03:09:17.838 --> 03:09:19.159]  He has got it cut out for him.
[03:09:19.159 --> 03:09:23.622]  He's doing all the right things to try to really make sure your retirement is still there.
[03:09:23.622 --> 03:09:25.623]  To really make sure you get a good job.
[03:09:25.623 --> 03:09:27.124]  To make sure the border is safe and secure.
[03:09:27.124 --> 03:09:28.345]  To make sure that
[03:09:29.125 --> 03:09:39.092]  We open up visas for good, skilled workers, but actually build factories here for Americans to work in with those workers, and turbocharge things, and don't just bring drug addicts and criminals in.
[03:09:39.092 --> 03:09:43.936]  But the globalists are hitting him with everything they've got.
[03:09:43.936 --> 03:09:49.980]  And they are putting out fake news at levels I have never before seen.
[03:09:49.980 --> 03:09:54.403]  I mean, it is just, it is over-the-top bizarre how crazy they are.
[03:09:54.403 --> 03:09:56.104]  And I have a theory.
[03:09:56.104 --> 03:09:58.146]  Well, the crew has it, and so do I.
[03:09:59.571 --> 03:10:01.076]  And I really think that's what's happening.
[03:10:01.076 --> 03:10:05.632]  They're arrogant, MSM can't admit they have almost no audience, and they're discredited that they're fake news.
[03:10:06.775 --> 03:10:07.876]  They can't believe they lost.
[03:10:07.876 --> 03:10:12.519]  They were planning to shut down the new media, their competition, as soon as Hillary got in.
[03:10:12.519 --> 03:10:27.728]  And so, even after it's proven that he had one of the biggest crowds, if not the biggest ever, or they didn't throw the bust out of Martin Luther King, they keep saying it to get us to go attack and be discredited while we debate them, instead of going, hey, look, Chrysler, Ford's coming back.
[03:10:27.728 --> 03:10:29.369]  Hey, look, we're about to cut the tax.
[03:10:29.369 --> 03:10:31.851]  Hey, he just pulled out of the TPP.
[03:10:31.851 --> 03:10:34.853]  Hey, he's promising to build the wall and delivering.
[03:10:36.038 --> 03:10:39.663]  Hey, he's coming out against vaccines like he said he would.
[03:10:39.663 --> 03:10:49.978]  I think that they're really just using fog of war, smokescreen tactics, as Rob New calls them, because even after it's exposed, they lie about the crowd size.
[03:10:52.048 --> 03:10:59.591]  Lie about what he said, they come back with it and CNN goes, no, these are real photos of what happened during the inauguration.
[03:10:59.591 --> 03:11:08.055]  And technically it is the inauguration day at 8.22 in the morning from the Washington Monument, showing only a small crowd because the gates had just opened minutes before.
[03:11:08.795 --> 03:11:10.116]  So technically that's true!
[03:11:10.116 --> 03:11:12.457]  Yeah, but see, they're playing lawyer games.
[03:11:12.457 --> 03:11:16.019]  But it's not the inauguration when he was up there or when it got full.
[03:11:16.019 --> 03:11:19.581]  See, they're playing very serious manipulation games.
[03:11:19.581 --> 03:11:25.163]  And Don Lemon, who ran these videos, is saying Trump's a liar.
[03:11:25.163 --> 03:11:32.827]  So that's my question to the man who has the website NoMoreFakeNews.com 15 years ago, John Rappaport, who co-hosts every other week.
[03:11:32.827 --> 03:11:34.148]  Always loved to have him.
[03:11:34.148 --> 03:11:37.110]  I'm not going to hold him up too much before he covers the news.
[03:11:38.038 --> 03:11:49.964]  Here, but if you go to DrudgeReport.com, he's linked to one of our latest articles, where the entire world, put it up behind me if you want, is turning against Soros.
[03:11:49.964 --> 03:11:56.288]  I mean, they're talking hundreds of thousands, millions marching in streets in Europe, Eastern Europe, to stop Soros movement.
[03:11:56.288 --> 03:12:02.251]  The world gets who's behind this, who's bringing in the Islamics, who's dividing things.
[03:12:02.251 --> 03:12:05.433]  The documents got leaked magically about him betting against Europe and America.
[03:12:06.093 --> 03:12:08.555]  All this stuff is starting to come out.
[03:12:08.555 --> 03:12:10.296]  It's a very, very exciting time.
[03:12:10.296 --> 03:12:13.377]  So a couple questions there from Mr. Rappaport, and then I'm out of here.
[03:12:13.377 --> 03:12:14.658]  I got a lot to get done.
[03:12:14.658 --> 03:12:18.400]  Nightly News come up tonight, but I will be walking around with my headset on, but I'm not talking to crew.
[03:12:18.400 --> 03:12:24.243]  Listening on the free apps we've got at Infowars.com forward slash show.
[03:12:24.243 --> 03:12:29.627]  So why do you think they've gone from lying most of the time to insanely lying
[03:12:30.527 --> 03:12:31.888]  Is it meant to break our will?
[03:12:31.888 --> 03:12:33.009]  Make us feel insane?
[03:12:33.009 --> 03:12:34.310]  Is it gaslighting?
[03:12:34.310 --> 03:12:45.739]  Or is it just to distract us with issues that don't matter because they're so scared that his Gallup poll numbers are exploding from 41% to 59% as people realize he's delivering?
[03:12:45.739 --> 03:12:47.681]  No more fake news expert.
[03:12:47.681 --> 03:12:50.403]  John Rappaport.
[03:12:50.403 --> 03:12:51.544]  Hi Alex.
[03:12:51.544 --> 03:12:58.790]  I think now what's happening is they do not want the public to know
[03:12:59.742 --> 03:13:02.584]  Exactly what Trump is doing.
[03:13:02.584 --> 03:13:04.265]  He did this, he did that.
[03:13:04.265 --> 03:13:07.387]  You enumerated some of these things a few minutes ago.
[03:13:07.387 --> 03:13:09.749]  This, that, the other thing.
[03:13:09.749 --> 03:13:17.254]  They do not want the public to see, wow, he did this, he did that, he's doing this, he's doing that, he's bringing this back, job so forth.
[03:13:17.254 --> 03:13:26.000]  They want to completely obscure all of that under this huge avalanche of bull bleep about
[03:13:27.372 --> 03:13:34.078]  You know, the crowds at the inauguration and the Martin Luther King bust and all of this, it's fog of war.
[03:13:34.078 --> 03:13:34.999]  It's distraction.
[03:13:34.999 --> 03:13:36.360]  It's diversion.
[03:13:36.360 --> 03:13:37.200]  Look over here.
[03:13:37.200 --> 03:13:38.782]  Don't look there.
[03:13:38.782 --> 03:13:44.066]  They do not want to document what's happening since day one of his administration.
[03:13:44.066 --> 03:13:48.450]  So it's getting even crazier and it's going to get much crazier.
[03:13:48.450 --> 03:13:52.213]  I mean, they'll say or do anything.
[03:13:52.213 --> 03:13:54.916]  But I also think, and this may be
[03:13:56.169 --> 03:13:58.451]  Sounds pretty far out.
[03:13:58.451 --> 03:14:17.528]  That not only are these media organizations infiltrated by the CIA, as we know long ago, Operation Mockingbird, but some of these media operations, the reporters, the editors, they have files.
[03:14:17.528 --> 03:14:19.029]  They are blackmailable.
[03:14:19.753 --> 03:14:21.074]  They are controlled.
[03:14:21.074 --> 03:14:23.957]  They are prisoners of what they must do and say.
[03:14:23.957 --> 03:14:33.966]  Well, I'm going to get out of here, but what you're saying has actually come out and has been true, the blackmailing, the paying, but now there are so many liberty movement people in government who've actually woken up through decompartmentalization.
[03:14:33.966 --> 03:14:39.611]  There's a civil war even inside the intelligence agencies, and that's why the globalists are so handicapped right now.
[03:14:39.611 --> 03:14:40.892]  Go ahead and take over, my friend.
[03:14:40.892 --> 03:14:41.913]  Great job.
[03:14:41.913 --> 03:14:43.935]  Okay, thanks, Alex.
[03:14:43.935 --> 03:14:45.917]  All right, so here we go in the fourth hour.
[03:14:47.256 --> 03:14:49.258]  Lots of interesting things happened.
[03:14:49.258 --> 03:14:54.182]  I love the mass resignations at the State Department.
[03:14:54.182 --> 03:14:57.344]  I mean, what is it?
[03:14:57.344 --> 03:15:07.252]  15, 20, 30 people, whatever it is, have just suddenly decided that they have to resign because they can't operate in this new administration.
[03:15:07.252 --> 03:15:09.994]  Oh my goodness, my goodness, my goodness.
[03:15:09.994 --> 03:15:16.420]  And the entire senior management team quits.
[03:15:16.420 --> 03:15:16.620]  Well,
[03:15:17.813 --> 03:15:21.195]  The truth is, not enough.
[03:15:21.195 --> 03:15:22.916]  Not even close.
[03:15:22.916 --> 03:15:26.458]  We need more mass resignations at the State Department.
[03:15:26.458 --> 03:15:28.780]  Please, bring it on.
[03:15:28.780 --> 03:15:30.761]  Bring it on.
[03:15:30.761 --> 03:15:36.225]  Because these people are taking up space that is useless.
[03:15:36.225 --> 03:15:46.291]  Their so-called expertise, you see this, oh, they have such expertise, so therefore we can't carry on business at the State Department without them, is a total crock.
[03:15:47.663 --> 03:16:10.741]  Their expertise is involved in these highly complicated, endless amounts of blabbing and conferences and negotiations and piddling little meetings and so forth with their opposites in other countries who are as much freeloaders as the people at the State Department are.
[03:16:10.741 --> 03:16:13.282]  Let's go back to the beginning.
[03:16:13.282 --> 03:16:14.643]  George Washington.
[03:16:14.643 --> 03:16:15.164]  Remember him?
[03:16:16.667 --> 03:16:43.285]  Farewell address to the nation when he was leaving the presidency in public life to sum it up No entangling foreign alliances The affairs of other countries in Europe anywhere else in the world as a matter of fact are simply not our business we're not to be politically involved with them because going down that road
[03:16:44.873 --> 03:16:50.021]  is destruction, as we have seen history writing it.
[03:16:50.021 --> 03:16:51.423]  That's what Washington said.
[03:16:52.711 --> 03:16:53.792]  And he's right.
[03:16:53.792 --> 03:16:54.633]  He was correct.
[03:16:54.633 --> 03:16:56.334]  He still is correct.
[03:16:56.334 --> 03:17:01.338]  So the entire State Department is nothing but entangling alliances.
[03:17:01.338 --> 03:17:03.179]  That's what they are.
[03:17:03.179 --> 03:17:16.190]  They should have... their real office should be at the United Nations, and then they should have another office at the Council on Foreign Relations, and they should have their main headquarters at the Rockefeller Trilateral Commission.
[03:17:16.190 --> 03:17:17.691]  Because that's what they are.
[03:17:17.691 --> 03:17:19.032]  Globalist central.
[03:17:19.452 --> 03:17:20.853]  That's the State Department.
[03:17:20.853 --> 03:17:23.294]  It always has been the State Department.
[03:17:23.294 --> 03:17:32.100]  For a while it was Communism Central, Socialism Central, but that sort of morphed into Globalism Central.
[03:17:32.100 --> 03:17:33.481]  That's what they are.
[03:17:33.481 --> 03:17:35.542]  Let them all resign.
[03:17:35.542 --> 03:17:36.522]  Please.
[03:17:36.522 --> 03:17:38.604]  As quickly as possible.
[03:17:38.604 --> 03:17:40.885]  Let them all go away.
[03:17:40.885 --> 03:17:48.490]  And you will find in the corridors of those buildings some of the most decadent, foul, stench-ridden
[03:17:50.385 --> 03:18:02.852]  Evidence, documents, clues to what these people have been doing for a very, very, very long time, since at least 1945 and before.
[03:18:02.852 --> 03:18:11.617]  This is one of the most corrupt agencies in the world and it was no accident that Hillary Clinton and then John Kerry headed it up.
[03:18:11.617 --> 03:18:13.278]  So there you are on that.
[03:18:13.278 --> 03:18:14.979]  Not enough resignations.
[03:18:16.730 --> 03:18:23.477]  Trump is now saying that he's going to remove federal funding from sanctuary cities.
[03:18:23.477 --> 03:18:30.525]  Another blockbuster development that never would have happened under any other president.
[03:18:30.525 --> 03:18:33.468]  The gist of it is very simple.
[03:18:33.468 --> 03:18:38.233]  The law states that there are legal immigrants and illegal immigrants.
[03:18:39.432 --> 03:18:55.735]  When a city or a town decides on their own that they are going to accept illegal immigrants, some of whom are going to be drug addicts and criminals, some of whom are going to be here because why?
[03:18:55.735 --> 03:19:00.336]  Because they can get freebies, because they can go to sanctuary cities.
[03:19:00.336 --> 03:19:03.196]  It has nothing to do with a refugee crisis.
[03:19:03.196 --> 03:19:08.617]  It has to do with the attraction of the good life relative to what they have now.
[03:19:09.747 --> 03:19:14.408]  This was never the case in the early immigration to the United States.
[03:19:14.408 --> 03:19:17.889]  This was, get off the boat, you're on your own.
[03:19:17.889 --> 03:19:37.013]  Sure, you see the poem and so forth on the Statue of Liberty, but it said nothing about, and we will make the United States into a gigantic welfare state for anybody that wants to come here, and we will therefore make it much more difficult for Americans who already live here to survive.
[03:19:37.013 --> 03:19:38.073]  There's nothing about that.
[03:19:38.806 --> 03:19:42.307]  No, absolutely not.
[03:19:42.307 --> 03:19:44.388]  So good!
[03:19:44.388 --> 03:19:50.030]  Now the Sanctuary Cities, of course, are going to try to strike back.
[03:19:50.030 --> 03:19:51.331]  So we're in that battle.
[03:19:51.331 --> 03:19:52.491]  It's a good battle to have.
[03:19:52.491 --> 03:19:54.132]  I'm here in the fourth hour.
[03:19:54.132 --> 03:19:56.072]  John Rappaport will be back after the break.
[03:19:56.072 --> 03:19:57.493]  Stay with us on InfoWars.
[03:20:00.137 --> 03:20:02.720]  Are you happy washing your hands with harsh chemicals?
[03:20:02.720 --> 03:20:04.862]  Are you happy doing laundry with detergents?
[03:20:04.862 --> 03:20:06.844]  Are you happy paying high prices?
[03:20:06.844 --> 03:20:08.907]  Find your happiness with Pure Soap.
[03:20:08.907 --> 03:20:13.772]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
[03:20:13.772 --> 03:20:14.653]  Buy in bulk.
[03:20:14.653 --> 03:20:17.556]  Get a 12-, 36-, or 48-month supply.
[03:20:17.556 --> 03:20:20.019]  Or get items individually and still save big.
[03:20:20.259 --> 03:20:23.541]  You're getting soap products twice as good as what you're using now.
[03:20:23.541 --> 03:20:25.803]  Earth-friendly and natural soaps.
[03:20:25.803 --> 03:20:27.584]  Your family deserves the best.
[03:20:27.584 --> 03:20:30.246]  Happiness is 5Starsoap.com.
[03:20:30.246 --> 03:20:33.028]  Why not put your money up the drain for a change?
[03:20:33.028 --> 03:20:39.372]  See them at 5Starsoap.com or call 1-800-340-7091 for a catalog.
[03:20:39.372 --> 03:20:46.577]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated.
[03:20:46.577 --> 03:20:48.699]  Soaps made from vegetable and coconut oils.
[03:20:49.039 --> 03:20:52.700]  See their full selection of soaps at 5starsoap.com.
[03:20:52.700 --> 03:20:55.480]  That's F-I-V-E, starsoap.com.
[03:20:55.480 --> 03:20:59.581]  Or call 1-800-340-7091 for a catalog.
[03:20:59.581 --> 03:21:01.501]  Offer not valid in all states or prohibited by law.
[03:21:01.501 --> 03:21:02.682]  See website for details.
[03:21:02.682 --> 03:21:04.162]  Need some extra cash today?
[03:21:04.162 --> 03:21:07.003]  Do you have bad credit or maxed out credit cards?
[03:21:07.003 --> 03:21:09.243]  If so, turn your radio up!
[03:21:09.243 --> 03:21:13.904]  67cash.com is one of the nation's largest personal loan networks, with over 50 different lenders.
[03:21:14.204 --> 03:21:21.928]  Now you can get a personal loan for up to $5,000 with any type of credit discreetly from your computer or smartphone and with no paperwork to send in.
[03:21:21.928 --> 03:21:24.389]  That's right, no paperwork whatsoever.
[03:21:24.389 --> 03:21:30.832]  Your cash will hit your bank account as soon as tomorrow as our lenders have millions of dollars to lend regardless of your credit history.
[03:21:30.832 --> 03:21:35.755]  Visit 67cash.com and you can have up to $5,000 in no time.
[03:21:35.755 --> 03:21:39.757]  Just have a checking account and a regular source of income and you can get the loan you need
[03:21:40.017 --> 03:21:46.806]  Now, regardless of your credit, go to 67cash.com from your smartphone or computer to get the cash you need.
[03:21:46.806 --> 03:21:48.888]  Visit 67cash.com.
[03:21:48.888 --> 03:21:53.594]  Type www.67cash.com directly into the address bar.
[03:21:53.594 --> 03:21:54.575]  That's 67cash.com.
[03:21:54.575 --> 03:21:55.437]  67cash.com.
[03:21:59.161 --> 03:22:03.104]  There was a mighty nation, blessed above all of creation.
[03:22:03.104 --> 03:22:06.066]  Charlie Daniels, he's always loved America.
[03:22:06.066 --> 03:22:07.887]  He's always defended the Second Amendment.
[03:22:07.887 --> 03:22:10.689]  Let me just read a little thing here from Agenda 21.
[03:22:10.689 --> 03:22:14.833]  The American system of justice must be changed to conform to the rest of the world.
[03:22:14.833 --> 03:22:16.153]  Individual rights.
[03:22:16.153 --> 03:22:18.815]  Well, let's take a back seat to the collective.
[03:22:18.815 --> 03:22:20.697]  Well, you know what this expo's gonna be, don't you?
[03:22:20.697 --> 03:22:22.318]  There's gonna be coming a few guns.
[03:22:22.318 --> 03:22:22.618]  Oh, yeah.
[03:22:22.618 --> 03:22:24.720]  I'll tell you, it ain't gonna sit well down my way.
[03:22:25.200 --> 03:22:26.161]  At all.
[03:22:26.161 --> 03:22:27.202]  It ain't gonna sit well.
[03:22:27.202 --> 03:22:29.403]  Do you ever wonder what happened to America?
[03:22:29.403 --> 03:22:30.564]  It's time to ride, boys.
[03:22:30.564 --> 03:22:32.525]  We need a thousand Paul Revere's.
[03:22:32.525 --> 03:22:38.450]  When I was a boy, it was okay to be proud of the flag, heritage, mom, and apple pie.
[03:22:38.450 --> 03:22:41.092]  Then beef was for supper.
[03:22:41.092 --> 03:22:42.172]  Revelation.
[03:22:42.172 --> 03:22:43.573]  Dawn of global government.
[03:22:43.573 --> 03:22:45.535]  Theatrical screenings on demand.
[03:22:45.535 --> 03:22:47.056]  DVDs now available.
[03:22:47.056 --> 03:22:51.359]  Starring Alex Jones, Charlie Daniels, Special Ops General Jerry Boykin,
[03:22:51.739 --> 03:22:55.043]  Wanna shed some tears over the red, white, and blue?
[03:22:55.043 --> 03:22:57.386]  RevelationTheMovie.info.
[03:22:57.386 --> 03:22:58.187]  Let's fix it.
[03:23:08.098 --> 03:23:18.105]  So why are you messing around with generic razors that cost $32 for an 8-pack, when you can shave with Harry's high-quality German-engineered blades for half the price?
[03:23:18.105 --> 03:23:30.853]  And because Harry's is so confident in the quality of their blades, they'll send you their most popular set, complete with a razor, one of their world-famous blades, shaving cream, and post-shave balm for free, if you cover shipping.
[03:23:30.853 --> 03:23:34.775]  A total value of $20 at no cost to you, with code 0606 at checkout.
[03:23:35.956 --> 03:23:38.597]  They're way of saying thank you for trying them.
[03:23:38.597 --> 03:23:43.379]  How is Harry's able to save you all this money and still give you the best shave you'll ever enjoy?
[03:23:43.379 --> 03:23:46.380]  By owning the factory that manufactures the blades.
[03:23:46.380 --> 03:23:47.481]  That's how.
[03:23:47.481 --> 03:23:54.204]  Go to harrys.com now and enter code 0606 at checkout to claim your free trial set and poche balm.
[03:23:54.204 --> 03:23:55.844]  That's harrys.com.
[03:23:55.844 --> 03:23:56.084]  Code 0606.
[03:24:08.977 --> 03:24:13.321]  John Rappaport back here in the fourth hour, InfoWars.
[03:24:13.321 --> 03:24:16.224]  Before I get into RFK Jr.
[03:24:16.224 --> 03:24:23.691]  here, I just want to let all of you know, an emergency shipment of DNA Force is back.
[03:24:24.401 --> 03:24:26.481]  at Infowarslife.com.
[03:24:26.481 --> 03:24:32.562]  Had been sold out, it is now back, but limited quantities.
[03:24:32.562 --> 03:24:43.244]  So get over there to Infowarslife.com because it could be months before a larger shipment of DNA Force arrives.
[03:24:43.244 --> 03:24:48.385]  Patented ingredients, BioPQQ systemic enzymes.
[03:24:48.385 --> 03:24:49.745]  175 clinical studies on BioPQQ
[03:24:54.742 --> 03:24:56.863]  That's what's backing this up.
[03:24:56.863 --> 03:24:59.085]  Very expensive to produce.
[03:24:59.085 --> 03:25:06.989]  An emergency shipment has arrived of DNA Force at InfoWarsLife.com.
[03:25:06.989 --> 03:25:08.710]  Go there.
[03:25:08.710 --> 03:25:13.893]  Make your body great again and support InfoWars.
[03:25:13.893 --> 03:25:15.634]  Okay.
[03:25:15.634 --> 03:25:20.617]  RFK Jr., Robert F. Kennedy Jr.
[03:25:20.617 --> 03:25:22.138]  He is purported
[03:25:23.146 --> 03:25:37.289]  Let's see the green light here from President Trump to be the guy who is going to investigate on behalf of the federal government executive branch, vaccine safety.
[03:25:37.289 --> 03:25:44.050]  Now, I never thought in my lifetime that I would ever say those words.
[03:25:44.050 --> 03:25:51.171]  And if you've been paying attention, neither should you, because this is unprecedented.
[03:25:52.421 --> 03:25:58.203]  The President of the United States meets with Robert F. Kennedy Jr.
[03:25:58.203 --> 03:26:01.604]  at Trump Tower.
[03:26:01.604 --> 03:26:08.845]  Kennedy comes out and says, okay, I'm going to do an investigation on behalf of the administration into vaccine safety.
[03:26:08.845 --> 03:26:16.908]  I'm going to take on the CDC because I know all about the CDC.
[03:26:16.908 --> 03:26:18.568]  And RFK does know, Jr.
[03:26:18.568 --> 03:26:19.348]  does know,
[03:26:22.617 --> 03:26:26.119]  Everything he needs to know right now.
[03:26:26.119 --> 03:26:27.699]  Right now!
[03:26:27.699 --> 03:26:34.082]  You can imagine what he might uncover with a subpoena power, perhaps?
[03:26:34.082 --> 03:26:46.248]  He knows right now that there is an incredible conflict of interest at the CDC, that it's structural, that it's existed forever, and it boils down to this.
[03:26:46.248 --> 03:26:48.509]  The CDC is a profit-making company.
[03:26:49.207 --> 03:26:53.871]  They buy and sell gigantic amounts of vaccines.
[03:26:53.871 --> 03:26:59.014]  50% of the vaccines in America for children come from the CDC.
[03:26:59.014 --> 03:27:11.884]  But at the same time, they are the agency required to do so-called scientific studies assessing the safety and efficacy of vaccines.
[03:27:11.884 --> 03:27:14.646]  That's called a conflict of interest, my friends.
[03:27:14.646 --> 03:27:16.227]  And RFK Jr.
[03:27:16.227 --> 03:27:17.328]  can document
[03:27:18.436 --> 03:27:42.306]  The men and women who sit on those committees, sit on those committees at the CDC, and make assessments about what vaccines your children must have, what new vaccines are coming on to the market, the safety of these vaccines, while they take money, significant money, from pharmaceutical companies.
[03:27:42.306 --> 03:27:44.947]  And this has never been challenged at the CDC.
[03:27:46.118 --> 03:27:52.042]  The CDC is a rogue federal agency and a profit-making company at the same time.
[03:27:52.042 --> 03:28:03.009]  And they deserve to be completely plowed under, legally, after an investigation, and completely reformulated from the ground up.
[03:28:03.009 --> 03:28:04.090]  RFK Jr.
[03:28:04.090 --> 03:28:07.552]  can do that, if he is given the leeway.
[03:28:07.552 --> 03:28:10.935]  He knows enough right now.
[03:28:10.935 --> 03:28:12.596]  He knows enough right now.
[03:28:12.596 --> 03:28:14.257]  This would be staggering.
[03:28:15.529 --> 03:28:26.771]  And I speak as somebody that's been working as a reporter for 34 years now and has been investigating vaccines for the last 28-30 years.
[03:28:26.771 --> 03:28:33.352]  To have this happen would be staggering on many fronts.
[03:28:33.352 --> 03:28:40.934]  Not only medical, it would alert the public yet again on a higher level that they have been bamboozled and
[03:28:42.902 --> 03:28:50.450]  Committed crimes against them by institutions of government for a long, long, long time.
[03:28:50.450 --> 03:28:56.216]  And that major media science is fake science right down to the ground.
[03:28:56.216 --> 03:28:58.839]  That's what this investigation would do.
[03:28:58.839 --> 03:29:01.942]  So in any way that we can support this happening,
[03:29:03.135 --> 03:29:07.216]  Under the executive branch and Trump's guidance with RFK Jr.
[03:29:07.216 --> 03:29:25.559]  in the lead, it's absolutely necessary that we strike back with the truth at major media who are already gathering their forces to declaim this as some horrible thing that's going to kill all of our children and all of the fake news and horrific lies they tell.
[03:29:25.559 --> 03:29:27.720]  We'll be back after the break here on InfoWars.
[03:29:49.195 --> 03:29:53.126]  We're on the march, the empire's on the run.
[03:29:53.126 --> 03:29:55.814]  Alex Jones and the GCN Radio Network.
[03:29:59.793 --> 03:30:14.469]  Well this administration thinks that the American public has a right to know what's happening in cities across the country and it looks like the Trump administration is going to publish weekly crimes committed by illegal aliens sidestepping the mainstream media's coverage of the immigration crime wave.
[03:30:14.469 --> 03:30:20.176]  We have an article that's up on our website that aggregated from Breitbart News and it talks about how this administration is going to
[03:30:20.356 --> 03:30:20.736]  We're good.
[03:30:44.002 --> 03:30:50.126]  In any jurisdiction that ignores or otherwise failed to honor any detainers with respect to such aliens.
[03:30:50.126 --> 03:30:56.609]  It looks like this administration is saying to these sanctuary cities, you deport or we're going to publish what's actually going on.
[03:30:56.609 --> 03:30:59.131]  I'm Margaret Hall reporting for InfoWars.com
[03:30:59.611 --> 03:31:04.674]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[03:31:04.674 --> 03:31:13.338]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[03:31:13.338 --> 03:31:17.460]  Longevity also offers you an ingenious way to augment your income.
[03:31:17.460 --> 03:31:18.261]  And the best part?
[03:31:18.261 --> 03:31:21.122]  You'll be helping your friends and family along the way.
[03:31:21.122 --> 03:31:23.743]  Visit InfoWarsTeam.com today.
[03:31:23.743 --> 03:31:24.524]  Become a member.
[03:31:24.524 --> 03:31:28.566]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[03:31:28.806 --> 03:31:35.531]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[03:31:35.531 --> 03:31:36.492]  Another win-win.
[03:31:36.492 --> 03:31:40.235]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[03:31:40.235 --> 03:31:41.476]  And you can be too.
[03:31:41.476 --> 03:31:42.016]  It's simple.
[03:31:42.016 --> 03:31:44.958]  Just go to Infowarsteam.com today.
[03:31:44.958 --> 03:31:47.060]  Complete a short sign-up and you're part of the team.
[03:31:47.060 --> 03:31:50.322]  That's Infowarsteam.com or Infowarshealth.com.
[03:31:50.322 --> 03:31:56.627]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[03:31:56.627 --> 03:31:57.928]  Check it out for yourself today.
[03:31:59.406 --> 03:32:03.747]  Ladies and gentlemen, Alex Jones here on the road with a very important announcement.
[03:32:03.747 --> 03:32:07.008]  Roger Stone's new book is coming out in a couple weeks.
[03:32:07.008 --> 03:32:11.349]  It's exclusively available at pre-order at InfoWarsStore.com.
[03:32:11.349 --> 03:32:22.332]  It's the making of a president, and it breaks down how Trump really got elected, the inside baseball, the current battles, and a blueprint for the future and what Trump and others are really planning to do to restore the Republican prosperity.
[03:32:22.332 --> 03:32:26.194]  The bottom line, this is the book that got Roger Stone poisoned with polonium.
[03:32:26.194 --> 03:32:27.654]  It breaks down what really happened with the Russians.
[03:32:27.934 --> 03:32:32.518]  And so much more, and it supports him, and it supports Infowars and our whole operation.
[03:32:32.518 --> 03:32:37.322]  So it's essential that this book go to the top of the charts in the political area, if not the very top of the charts.
[03:32:37.322 --> 03:32:40.284]  Joe Biden has come out and said world government is collapsing.
[03:32:40.284 --> 03:32:41.766]  They're in full crisis mode.
[03:32:41.766 --> 03:32:43.307]  Nationalist movements are exploding.
[03:32:43.307 --> 03:32:46.570]  Everybody needs to go pre-order, so you get it first.
[03:32:46.570 --> 03:32:49.812]  Infowarsstore.com, The Making of a President by Roger Stone.
[03:32:49.812 --> 03:32:52.995]  I'm Alex Jones, jumping on an airplane to go to the inaugural event with Trump.
[03:32:53.095 --> 03:32:58.587]  Pray for us and please continue to support the operation and get his book now so you're the first to have it shipped to you.
[03:33:14.184 --> 03:33:24.891]  From the front lines of the Information War, it's Alex Jones.
[03:33:24.891 --> 03:33:29.894]  John Rappaport here in the fourth hour sitting in for Alex at InfoWars.
[03:33:29.894 --> 03:33:30.775]  We're talking about
[03:33:31.505 --> 03:33:32.806]  Developments.
[03:33:32.806 --> 03:33:34.467]  Developments.
[03:33:34.467 --> 03:33:37.330]  I was talking about Robert F. Kennedy Jr.
[03:33:37.330 --> 03:33:40.892]  and an investigation of vaccines.
[03:33:40.892 --> 03:33:46.637]  If this moves forward, this will revolutionize the country.
[03:33:46.637 --> 03:33:48.058]  I guarantee it.
[03:33:48.058 --> 03:33:56.525]  If it moves forward without hindrance, vaccine safety as a myth will be exposed completely.
[03:33:56.525 --> 03:33:57.185]  Guarantee it.
[03:33:58.314 --> 03:33:59.814]  This will happen.
[03:33:59.814 --> 03:34:03.635]  People will understand how they have been lied to.
[03:34:03.635 --> 03:34:08.377]  Criminally lied to by the CDC and other public health agencies.
[03:34:08.377 --> 03:34:10.857]  How these vaccines get onto the market.
[03:34:10.857 --> 03:34:14.558]  The toxic ingredients that they contain.
[03:34:14.558 --> 03:34:18.179]  Talking about not just mercury either.
[03:34:18.179 --> 03:34:20.900]  The profit-making venture at the CDC.
