[00:00:07.065 --> 00:00:10.448]  Thursday, 27th.
[03:18:52.616 --> 03:18:54.397]  Okay, so, but here's my point.
[03:18:55.297 --> 03:18:57.540]  I remember growing up with Bill Nye.
[03:18:57.540 --> 03:18:59.002]  I remember Bill Nye the Science Guy.
[03:18:59.002 --> 03:19:02.606]  I remember having Bill Nye the Science Guy videos played in my class.
[03:19:02.606 --> 03:19:05.069]  Folks, it was actual science.
[03:19:05.069 --> 03:19:06.992]  He actually talked about biology.
[03:19:06.992 --> 03:19:08.914]  He actually talked about science.
[03:19:08.914 --> 03:19:10.876]  He actually talked about real stuff.
[03:19:11.832 --> 03:19:16.034]  Now, look at what your kids are learning in science class, folks.
[03:19:16.034 --> 03:19:18.414]  They're having opinion.
[03:19:18.414 --> 03:19:24.797]  Sexual-based opinion shoved down your throats, and they're calling it science.
[03:19:24.797 --> 03:19:27.198]  Because here's what's important to these people.
[03:19:27.198 --> 03:19:28.838]  It's not science.
[03:19:28.838 --> 03:19:30.359]  It's a political agenda.
[03:19:31.365 --> 03:19:37.810]  See, if it was about science, they wouldn't get up on the stage at the Science March and tell you they were gay.
[03:19:37.810 --> 03:19:44.596]  They wouldn't get up at the Science March and tell you that their accomplishment was how they were a transgender and now they're in the field.
[03:19:44.596 --> 03:19:49.200]  No, they would talk to you about science.
[03:19:49.200 --> 03:19:50.781]  This is the fourth hour of the Alex Jones Show.
[03:19:50.781 --> 03:19:52.382]  We'll be right back on the other side.
[03:19:52.382 --> 03:19:52.943]  Don't go anywhere.
[03:20:02.150 --> 03:20:04.551]  Hiring is the most challenging part of my job.
[03:20:04.551 --> 03:20:05.432]  It's really hard.
[03:20:05.432 --> 03:20:07.573]  The searching, the sorting through resumes.
[03:20:07.573 --> 03:20:09.574]  Most people don't have the right experience.
[03:20:09.574 --> 03:20:12.975]  We started using ZipRecruiter about three months ago.
[03:20:12.975 --> 03:20:16.297]  Right from the start, you could tell it was going to make hiring a lot easier.
[03:20:16.297 --> 03:20:21.279]  One click and my job was posted to a hundred plus job boards, all the top sites.
[03:20:21.279 --> 03:20:24.501]  All of the candidates came to my dashboard and it's easy to compare them.
[03:20:24.501 --> 03:20:26.942]  Thumbs up if I like them, thumbs down if I didn't.
[03:20:26.942 --> 03:20:30.124]  No emails and attachments, printing up docs, phone calls, none of that.
[03:20:30.504 --> 03:20:32.826]  And I couldn't believe the number of great applicants we got.
[03:20:32.826 --> 03:20:35.107]  I had the person we needed within one week.
[03:20:35.107 --> 03:20:37.589]  I don't know how we hired before ZipRecruiter.
[03:20:37.589 --> 03:20:42.372]  Whether you're looking to fill one position or 20, find the best candidates with ZipRecruiter.
[03:20:42.372 --> 03:20:46.275]  Where your job is just one click away from 100 plus job sites.
[03:20:46.275 --> 03:20:47.155]  ZipRecruiter.
[03:20:47.155 --> 03:20:48.736]  The fastest way to hire.
[03:20:48.736 --> 03:20:51.178]  And right now you can try ZipRecruiter free.
[03:20:51.178 --> 03:20:54.400]  Just go to ZipRecruiter.com slash radio offer.
[03:20:54.400 --> 03:20:57.442]  That's ZipRecruiter.com slash radio offer.
[03:20:57.442 --> 03:21:00.044]  ZipRecruiter.com slash radio offer.
[03:21:00.784 --> 03:21:05.489]  Men, give your body the support it needs with InfoWars Life Prostagard.
[03:21:05.489 --> 03:21:09.914]  It's time to start assisting the body in regulating proper prostate balance.
[03:21:09.914 --> 03:21:20.485]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[03:21:21.065 --> 03:21:28.947]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[03:21:28.947 --> 03:21:38.249]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[03:21:38.249 --> 03:21:48.472]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[03:21:48.952 --> 03:21:52.376]  Now's the time to start naturally supporting your body.
[03:21:52.376 --> 03:21:57.001]  Get Prostagard on your side today exclusively at InfoWarsLife.com.
[03:21:57.001 --> 03:21:58.103]  That's InfoWarsLife.com.
[03:22:00.000 --> 03:22:02.561]  Are you happy washing your hands with harsh chemicals?
[03:22:02.561 --> 03:22:04.721]  Are you happy doing laundry with detergents?
[03:22:04.721 --> 03:22:06.682]  Are you happy paying high prices?
[03:22:06.682 --> 03:22:08.743]  Find your happiness with Pure Soap.
[03:22:08.743 --> 03:22:13.604]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
[03:22:13.604 --> 03:22:14.484]  Buy in bulk.
[03:22:14.484 --> 03:22:17.405]  Get a 12-, 36-, or 48-month supply.
[03:22:17.405 --> 03:22:19.846]  Or get items individually and still save big.
[03:22:20.106 --> 03:22:23.408]  You're getting soap products twice as good as what you're using now.
[03:22:23.408 --> 03:22:25.650]  Earth friendly and natural soaps.
[03:22:25.650 --> 03:22:27.411]  Your family deserves the best.
[03:22:27.411 --> 03:22:30.093]  Happiness is 5starsoap.com.
[03:22:30.093 --> 03:22:32.855]  Why not put your money up the drain for a change?
[03:22:32.855 --> 03:22:39.219]  See them at 5starsoap.com or call 1-800-340-7091 for a catalog.
[03:22:39.219 --> 03:22:46.404]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated.
[03:22:46.404 --> 03:22:48.546]  Soaps made from vegetable and coconut oils.
[03:22:48.886 --> 03:22:52.547]  See their full selection of soaps at 5starsoap.com.
[03:22:52.547 --> 03:22:55.328]  That's F-I-V-E, starsoap.com.
[03:22:55.328 --> 03:22:59.469]  Or call 1-800-340-7091 for a catalog.
[03:22:59.469 --> 03:23:02.389]  This is the story of the shaving company called Harry's.
[03:23:02.389 --> 03:23:07.411]  In an epic battle of David versus Goliath, in the early 1980s, a child was born.
[03:23:07.411 --> 03:23:08.351]  Two of them, actually.
[03:23:08.351 --> 03:23:10.411]  Their names were Jeff and Andy.
[03:23:10.411 --> 03:23:14.772]  Time went by, they developed facial hair, and one day, something happened.
[03:23:14.772 --> 03:23:16.873]  Andy got ripped off buying overpriced razors.
[03:23:17.353 --> 03:23:21.295]  So they decided to start their own shaving company and fix shaving once and for all.
[03:23:21.295 --> 03:23:30.198]  They hired the best designers, they bought a 95-year-old German blade factory, and they started selling high-quality razors online with no upcharging direct to customers.
[03:23:30.198 --> 03:23:32.539]  How did the overpriced razor company respond?
[03:23:32.539 --> 03:23:34.060]  By threatening to sue their pants off.
[03:23:34.580 --> 03:23:40.886]  Don't worry, Jeff and Andy have plenty of pants and a relentless dream to give all guys a great shave at a great price.
[03:23:40.886 --> 03:23:42.207]  Try Harry's free.
[03:23:42.207 --> 03:23:47.792]  They'll send you a razor with five German blades, foaming shave gel, and even a travel blade cover when you sign up.
[03:23:47.792 --> 03:23:48.793]  Just cover shipping.
[03:23:48.793 --> 03:23:51.816]  Plus, get a free post-shave balm at checkout with code 9797.
[03:23:51.816 --> 03:23:53.958]  That's harrys.com, code 9797 to get your free trial set.
[03:24:13.494 --> 03:24:17.456]  Well, not if you're living in a Democrat city.
[03:24:17.456 --> 03:24:21.838]  Probably feel a lot worse.
[03:24:21.838 --> 03:24:23.018]  Hopefully you're not dead.
[03:24:23.018 --> 03:24:30.722]  But that's just, you know, that's just a Democrat-run city, you know.
[03:24:30.722 --> 03:24:34.444]  There's no issues in Democrat-run cities.
[03:24:34.444 --> 03:24:35.524]  I follow the Democrats.
[03:24:35.524 --> 03:24:40.707]  The Democrats are on the podium all day long talking about how they want to help the poor, build the inner cities.
[03:24:41.909 --> 03:24:43.449]  Build the education system?
[03:24:43.449 --> 03:24:49.111]  I mean, Democrat-run cities should be doing pretty well, right?
[03:24:49.111 --> 03:24:51.332]  No, not the case, is it?
[03:24:51.332 --> 03:24:53.553]  And we've got the stories here to prove it.
[03:24:53.553 --> 03:24:56.854]  Pretty sad, to be honest with you folks.
[03:24:56.854 --> 03:24:59.334]  Pretty sad.
[03:24:59.334 --> 03:25:00.615]  Here's one Democrat-run city.
[03:25:00.615 --> 03:25:02.535]  This is a story from Fox News.
[03:25:02.535 --> 03:25:05.336]  Baltimore tops 100 homicides so far in 2017.
[03:25:05.336 --> 03:25:06.236]  That's nice, isn't it?
[03:25:10.131 --> 03:25:12.232]  That's a nice Democrat-run city of Baltimore.
[03:25:12.232 --> 03:25:35.407]  Of course, this is the same city of Baltimore where they had riots in the streets, burning and looting because of an incident with a civilian and a police officer, which, hey, yes, if there's an incident with a police officer and a civilian and the police officer is out of line, absolutely, needs to be investigated, needs to be justice.
[03:25:35.407 --> 03:25:36.888]  Completely agree.
[03:25:36.888 --> 03:25:37.749]  Burning and looting?
[03:25:39.209 --> 03:25:40.929]  That's not justice.
[03:25:40.929 --> 03:25:42.910]  That only hurts your cause.
[03:25:42.910 --> 03:25:44.730]  But that's just a side note.
[03:25:44.730 --> 03:25:48.651]  That's outside of the 100 homicides.
[03:25:48.651 --> 03:25:59.854]  The city of Baltimore has suffered more than 100 homicides before the end of April for the first time in nearly 20 years.
[03:25:59.854 --> 03:26:00.734]  You know what?
[03:26:00.734 --> 03:26:02.355]  I should have looked this up.
[03:26:02.355 --> 03:26:06.616]  I wonder, probably about 20 years ago, the last time there was a Republican in office.
[03:26:07.369 --> 03:26:08.310]  That's just a theory.
[03:26:08.310 --> 03:26:10.011]  I'd have to look that up.
[03:26:10.011 --> 03:26:13.132]  But I do know that Baltimore is strong Democrat.
[03:26:13.132 --> 03:26:16.734]  They put Democrats in office year after year after year.
[03:26:16.734 --> 03:26:23.478]  100 homicides, riots, Democrat-run city, folks.
[03:26:23.478 --> 03:26:24.799]  That's what you get.
[03:26:24.799 --> 03:26:26.200]  Here's another Democrat-run city.
[03:26:26.200 --> 03:26:28.581]  This is a story from CBS.
[03:26:28.581 --> 03:26:33.224]  1,000 shooting victims in Chicago this year so far.
[03:26:33.224 --> 03:26:35.085]  How are those gun bills working out?
[03:26:39.107 --> 03:26:44.572]  How is that anti-gun legislation working out, Chicago?
[03:26:44.572 --> 03:26:45.112]  Well, let's see.
[03:26:45.112 --> 03:26:47.774]  Let's check the news today.
[03:26:47.774 --> 03:26:50.156]  A thousand shooting victims in Chicago this year.
[03:26:50.156 --> 03:26:50.677]  Oh!
[03:26:50.677 --> 03:26:51.978]  Failed, didn't it?
[03:26:51.978 --> 03:26:53.779]  Failed.
[03:26:53.779 --> 03:26:54.480]  So that's nice.
[03:26:54.480 --> 03:26:55.821]  They call it Chi-Rac.
[03:26:55.821 --> 03:26:56.281]  You know that?
[03:26:56.281 --> 03:26:59.424]  You know they call it Chi-Rac?
[03:27:00.762 --> 03:27:11.788]  The number hit 1,000 on 2017's 115th day, meaning that nearly 9 people have been shot a day on average.
[03:27:11.788 --> 03:27:17.131]  174 victims have died.
[03:27:17.131 --> 03:27:19.312]  Chiraq.
[03:27:19.312 --> 03:27:22.414]  Run by Democrats.
[03:27:22.414 --> 03:27:26.336]  Democrats passed gun legislation to try to keep the guns out of the hands.
[03:27:27.481 --> 03:27:28.442]  Of criminals.
[03:27:28.442 --> 03:27:30.263]  Of course, what does that do?
[03:27:30.263 --> 03:27:36.447]  It only keeps the guns out of the hands of law-abiding citizens, doesn't it?
[03:27:36.447 --> 03:27:37.608]  Well, that's not true!
[03:27:37.608 --> 03:27:38.889]  We got the legislation!
[03:27:38.889 --> 03:27:41.311]  It takes time to work!
[03:27:41.311 --> 03:27:41.571]  Really?
[03:27:41.571 --> 03:27:45.374]  A thousand people shot, 174 dead, Chicago.
[03:27:45.374 --> 03:27:47.275]  You're gonna keep electing Democrats?
[03:27:47.275 --> 03:27:50.817]  You're gonna keep passing gun legislation?
[03:27:50.817 --> 03:27:51.438]  Good luck with that!
[03:27:53.271 --> 03:27:56.292]  The Democrats probably love this from ABC News.
[03:27:56.292 --> 03:28:02.974]  Suspected arsonist in custody after two fires in Trump Hotel.
[03:28:02.974 --> 03:28:08.656]  So now you've got people attacking Trump Towers.
[03:28:08.656 --> 03:28:11.337]  And they want to complain all this about Donald Trump.
[03:28:12.433 --> 03:28:18.455]  Look, I'm not even, I mean, it's just, do you understand that life has not gotten easier for Donald Trump?
[03:28:18.455 --> 03:28:23.117]  Donald Trump did not become president to make his life easier, okay?
[03:28:23.117 --> 03:28:25.137]  He can't even have towers now.
[03:28:25.137 --> 03:28:27.618]  I bet his towers get threats every day, to be honest with you.
[03:28:27.618 --> 03:28:30.879]  I bet, I bet, they just probably don't report it.
[03:28:30.879 --> 03:28:31.840]  But that's fine.
[03:28:31.840 --> 03:28:35.901]  You know, let's just, let's just have a, I hope these arsonists get arrested and it becomes a big news story.
[03:28:35.901 --> 03:28:37.742]  I don't hear anybody talking about this.
[03:28:37.742 --> 03:28:38.722]  This should be a big news story.
[03:28:40.154 --> 03:28:41.255]  Attacking Trump Towers?
[03:28:41.255 --> 03:28:42.315]  Attacking buildings?
[03:28:42.315 --> 03:28:43.296]  Arson?
[03:28:43.296 --> 03:28:45.457]  You could consider this person a terrorist!
[03:28:45.457 --> 03:28:47.698]  This is a politically driven event!
[03:28:47.698 --> 03:28:50.720]  Trying to burn Trump Tower!
[03:28:50.720 --> 03:28:52.621]  Oh, but that's okay!
[03:28:52.621 --> 03:28:54.602]  Let's go a little farther west.
[03:28:54.602 --> 03:28:59.344]  UC Berkeley gears up for violent protests over Coulter's speech cancellation.
[03:28:59.344 --> 03:29:01.005]  So here's what's going down.
[03:29:01.005 --> 03:29:05.027]  Coulter's cancelled her speech because of terrorists, Antifa terrorists.
[03:29:05.027 --> 03:29:06.428]  UC Berkeley loves it.
[03:29:06.428 --> 03:29:07.929]  UC Berkeley supports the terrorists.
[03:29:09.006 --> 03:29:15.209]  The UC Berkeley Police, well, they might be in cahoots with the Antifa terrorists.
[03:29:15.209 --> 03:29:20.853]  In fact, there's some actual ties there between the Berkeley politics and Antifa.
[03:29:20.853 --> 03:29:27.056]  But tonight, there's still going to be speeches there, and I'm going to be live with the InfoWars Nightly News from 7 to 8 p.m.
[03:29:27.056 --> 03:29:32.619]  Central, so we're going to keep you updated on this, but... How dare you!
[03:29:32.619 --> 03:29:36.341]  How dare Ann Coulter think that she can go to Berkeley and speak!
[03:29:37.777 --> 03:29:39.559]  What was Ann Coulter thinking?
[03:29:39.559 --> 03:29:41.180]  You thought this was America.
[03:29:41.180 --> 03:29:44.203]  You thought UC Berkeley was America, didn't you?
[03:29:44.203 --> 03:29:44.924]  You were wrong.
[03:29:44.924 --> 03:29:47.046]  UC Berkeley, that's run by Antifa now!
[03:29:47.046 --> 03:29:50.269]  We'll be right back with more of the Alex Jones Show on the other side.
[03:29:50.269 --> 03:29:51.651]  We're on the march.
[03:29:51.651 --> 03:29:54.193]  The Empire's on the run.
[03:29:54.193 --> 03:29:56.876]  Alex Jones and the GCN Radio Network.
[03:30:01.266 --> 03:30:03.868]  This is Owen Schroer for InfoWars.com.
[03:30:03.868 --> 03:30:06.490]  Listen to these headlines from just the last week.
[03:30:06.490 --> 03:30:10.073]  Four times in four days, Russian military aircraft fly off U.S.
[03:30:10.073 --> 03:30:12.035]  coast, some nuclear capable.
[03:30:12.035 --> 03:30:12.315]  U.S.
[03:30:12.315 --> 03:30:14.617]  sends nuclear sniffer plane to Korea.
[03:30:14.617 --> 03:30:20.662]  China tests missile on deadly new destroyer ship near North Korea as it warns it's getting troops battle ready.
[03:30:20.662 --> 03:30:20.983]  U.S.
[03:30:20.983 --> 03:30:25.226]  preparing to evacuate 230,000 Americans from South Korea.
[03:30:25.226 --> 03:30:26.007]  Washington, D.C.
[03:30:26.007 --> 03:30:28.609]  to hold massive coordinated terror attack drill.
[03:30:28.909 --> 03:30:31.571]  Feds prepare for nuclear attack in New Jersey.
[03:30:31.571 --> 03:30:35.434]  North Korea flexes muscle in unprecedented live fire drill.
[03:30:35.434 --> 03:30:39.677]  DC area first responders prepare for a complex terror attack.
[03:30:39.677 --> 03:30:43.480]  US Navy fires warning flare at Iran vessel in Persian Gulf.
[03:30:43.780 --> 03:30:47.203]  Air Force launches test missile off California coast.
[03:30:47.203 --> 03:30:51.026]  Entire US Senate called for meeting on North Korea briefing.
[03:30:51.026 --> 03:30:56.089]  And now NBC News is telling its audience what to do in case of a nuclear attack.
[03:30:56.089 --> 03:30:58.331]  Will this cold world war ever go hot?
[03:30:58.331 --> 03:31:00.172]  Stay informed at InfoWars.com
[03:31:01.075 --> 03:31:02.936]  It's not just our water we need to filter.
[03:31:02.936 --> 03:31:04.977]  It's not just our food that needs to be cleaned.
[03:31:04.977 --> 03:31:07.879]  It's the air we're breathing, especially for our children.
[03:31:07.879 --> 03:31:13.943]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[03:31:13.943 --> 03:31:23.148]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[03:31:23.148 --> 03:31:27.991]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[03:31:28.211 --> 03:31:30.655]  Do the best job you can to purify your air.
[03:31:30.655 --> 03:31:38.707]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[03:31:38.707 --> 03:31:39.668]  The general public doesn't.
[03:31:40.863 --> 03:31:44.247]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[03:31:44.247 --> 03:31:48.392]  One of these systems can keep 800 square feet incredibly clean.
[03:31:48.392 --> 03:31:55.100]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[03:31:55.100 --> 03:31:59.225]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[03:32:01.454 --> 03:32:03.295]  Today, we call it bone broth.
[03:32:03.295 --> 03:32:09.897]  And for thousands of years, our ancestors enjoyed its benefits before it became lost to our modern diets of processed junk.
[03:32:09.897 --> 03:32:13.058]  We are now introducing Caveman by Infowarslife.com.
[03:32:13.058 --> 03:32:22.841]  The ultimate in true paleo nutrition with bone broth, turmeric root, chaga mushroom, and seven total primal superfoods in a single, great-tasting formula.
[03:32:22.841 --> 03:32:23.682]  Caveman.
[03:32:23.682 --> 03:32:28.743]  It's those people living in the wilds having to actually build civilization that are our superior ancestors.
[03:32:28.743 --> 03:32:30.844]  And we need to do everything we can to recapture that.
[03:32:31.164 --> 03:32:34.306]  Everyone knew that you used all the parts of the animal.
[03:32:34.306 --> 03:32:39.450]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[03:32:39.450 --> 03:32:47.476]  From the outside structure full of minerals and key cofactors to the marrow that produces the blood for the body, this is the engine of the life essence.
[03:32:47.476 --> 03:32:55.542]  I'm a long way from the caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were, and this is a big part of it.
[03:32:55.542 --> 03:33:00.206]  I know you're going to want to check out Caveman Ultimate Paleo Formula for yourself in fortworthslife.com today.
[03:33:09.705 --> 03:33:16.753]  Live from the Infowars.com studios, you're listening to The Alex Jones Show.
[03:33:16.753 --> 03:33:20.077]  And now, your host, Owen Troyer.
[03:33:24.634 --> 03:33:29.557]  Well, you've probably heard by now that Caveman is 53% off.
[03:33:29.557 --> 03:33:33.520]  This is a ridiculous special at InfoWarsStore.com right now.
[03:33:33.520 --> 03:33:42.366]  Not only do you get a great product when you shop at InfoWarsStore.com, but you also support InfoWars and everything we do here to keep our heads above water.
[03:33:42.366 --> 03:33:45.628]  You know that we're under attack, but the crew was just begging me.
[03:33:45.628 --> 03:33:50.912]  I mean, they were back here pulling my arm, trying to get me to tell them my morning bone broth milkshake formula.
[03:33:50.912 --> 03:33:54.254]  So I will tell you, I start every day with a Caveman milkshake.
[03:33:54.774 --> 03:33:56.135]  It's a scoop and a half of caveman.
[03:33:56.135 --> 03:33:57.535]  I go a little above, okay?
[03:33:57.535 --> 03:33:58.636]  I'm kind of a true caveman.
[03:33:58.636 --> 03:34:00.216]  I need a little more, perhaps.
[03:34:00.216 --> 03:34:13.322]  So I do a scoop and a half of caveman, two scoops peanut butter, two scoops cold milled flask, two bananas, and just about, I don't know how many cups, probably about three cups of chocolate almond milk.
[03:34:13.962 --> 03:34:17.005]  And then you're set, you're good to go for the day.
[03:34:17.005 --> 03:34:21.328]  And listen to all these nutrients that are in the bone broth that you're not getting.
[03:34:21.328 --> 03:34:25.912]  Most likely, most people do not get these nutrients in their everyday diet.
[03:34:25.912 --> 03:34:29.455]  Turmeric root, chaga mushroom, bee pollen, and bone broth.
[03:34:29.455 --> 03:34:33.518]  Those are four super nutrients that most people are not getting with their diets.
[03:34:33.518 --> 03:34:35.880]  Caveman knocks out all of those.
[03:34:35.880 --> 03:34:40.864]  You take it every morning, you just got those super nutrients for the day and you are good to go.
[03:34:40.864 --> 03:34:43.406]  Here's the review of the day from Mojo Rising.
[03:34:44.306 --> 03:34:46.328]  I use milk when I have Caveman.
[03:34:46.328 --> 03:34:47.268]  Tastes like a milkshake.
[03:34:47.268 --> 03:34:49.010]  I use this product after my workouts.
[03:34:49.010 --> 03:34:50.911]  Just ordered another two-pack.
[03:34:50.911 --> 03:34:52.332]  A great product.
[03:34:52.332 --> 03:34:52.833]  Caveman.
[03:34:53.868 --> 03:34:58.051]  Yeah, you can use this for a post-workout protein as well.
[03:34:58.051 --> 03:35:04.476]  Or, if you're me, use it for your morning shake with a couple of bananas, some peanut butter, and some flax.
[03:35:04.476 --> 03:35:08.259]  It's good to go, but Bone Broth right now, take advantage of the special, 53% off.
[03:35:08.259 --> 03:35:14.903]  That is an absurd special, so buy four of them before that deal is gone.
[03:35:14.903 --> 03:35:16.525]  Now, if you're going to be out
[03:35:17.614 --> 03:35:24.839]  In Berkeley, you might want some cavemen because you might have to try to caveman up on some of these Antifa fascists.
[03:35:24.839 --> 03:35:26.400]  In fact, that's what they are.
[03:35:26.400 --> 03:35:27.161]  That's what we should call them.
[03:35:27.161 --> 03:35:30.804]  Instead of just Antifa, it's the Antifa fascists.
[03:35:30.804 --> 03:35:34.206]  So, they've had Milo events cancelled.
[03:35:34.206 --> 03:35:36.148]  They've had Ann Coulter events cancelled.
[03:35:36.148 --> 03:35:41.191]  These are the domestic terrorists, by the way, that are winning.
[03:35:41.191 --> 03:35:43.153]  Where's Donald Trump, by the way?
[03:35:44.787 --> 03:35:49.229]  Excuse me, but free speech is an important issue in this country.
[03:35:49.229 --> 03:35:53.271]  In case you didn't notice, it's the First Amendment.
[03:35:53.271 --> 03:35:55.012]  Number one.
[03:35:55.012 --> 03:35:57.393]  It's under attack, President Trump.
[03:35:57.393 --> 03:35:58.174]  Where are you?
[03:35:58.174 --> 03:36:00.895]  Ivanka!
[03:36:00.895 --> 03:36:02.656]  Why are you thinking about Syrian children?
[03:36:02.656 --> 03:36:04.137]  It's very heartbreaking.
[03:36:04.137 --> 03:36:06.778]  We're all very sad, okay?
[03:36:06.778 --> 03:36:08.279]  But guess what?
[03:36:08.279 --> 03:36:11.461]  You're not the president of Syria.
[03:36:11.461 --> 03:36:13.642]  You're not the ambassador to Syria.
[03:36:15.595 --> 03:36:21.841]  You work for the United States of America and free speech is under attack right now!
[03:36:21.841 --> 03:36:29.608]  I was thinking about this and I'm going to talk about this tonight on the nightly news but every media outlet in America
[03:36:30.572 --> 03:36:42.714]  Every politician in America, and to be honest with you, probably every citizen, but we'll stop at every politician, should be outraged and speaking out about what is going on in Berkeley right now.
[03:36:42.714 --> 03:36:50.316]  It doesn't matter if you're a Republican, Democrat, Independent, Green Party, Left, Right, Up, Down, Yellow, Brown, it doesn't matter.
[03:36:50.316 --> 03:36:58.237]  This is free speech under attack in America, and we have media outlets that aren't even reporting on it.
[03:36:59.211 --> 03:37:05.420]  Or, even worse, that are justifying it.
[03:37:05.420 --> 03:37:07.743]  Yeah, you know what?
[03:37:07.743 --> 03:37:14.832]  As somebody that likes free speech, as somebody that likes the ability to go out on the street and speak my mind and have a conversation with somebody,
[03:37:15.899 --> 03:37:21.065]  You know what, yeah, it really grinds my gears when I see that free speech is under attack.
[03:37:21.065 --> 03:37:29.516]  When I see that Ann Coulter, Ann Coulter, look, if you want to say that Milo is offensive and you know what, fine, okay, fine.
[03:37:29.516 --> 03:37:31.899]  I hate that, that's ridiculous, but I'll give you a pass there.
[03:37:31.899 --> 03:37:32.960]  Ann Coulter?
[03:37:32.960 --> 03:37:34.262]  What has Ann Coulter ever done?
[03:37:36.343 --> 03:37:40.084]  What is the meanest thing that Ann Coulter, what is the most offensive thing that Ann Coulter has ever said?
[03:37:40.084 --> 03:37:40.504]  What?
[03:37:40.504 --> 03:37:43.604]  Predicting Trump would be president before anybody else and getting laughed at?
[03:37:43.604 --> 03:37:44.144]  Ho ho!
[03:37:44.144 --> 03:37:45.785]  We need to stop that!
[03:37:45.785 --> 03:37:46.645]  Oh no!
[03:37:46.645 --> 03:37:47.985]  Can't have Ann Coulter here!
[03:37:47.985 --> 03:37:52.746]  That's ANTIFA, which stands for Anti-Fascist.
[03:37:52.746 --> 03:37:56.927]  But see, here's the problem with ANTIFA, they didn't go to class, did they?
[03:37:56.927 --> 03:38:03.008]  They're probably all college dropouts, they never went to class in high school, so they didn't study history!
[03:38:03.008 --> 03:38:03.908]  They didn't study history.
[03:38:04.909 --> 03:38:08.190]  They don't realize that they're actually behaving like fascists.
[03:38:08.190 --> 03:38:30.060]  And again, every media outlet from CNN to Infowars, from Huffington Post to Breitbart, should have this as the, as, I mean, I understand, you know, we're in a cold world war right now, but still, as far as domestic news is concerned, I understand we all want taxes, I understand people are obsessed with the wall, okay?
[03:38:30.060 --> 03:38:32.041]  But free speech is under attack, folks.
[03:38:34.517 --> 03:38:35.598]  What do you think would have happened?
[03:38:35.598 --> 03:38:37.920]  In fact, it's probably still going to happen.
[03:38:37.920 --> 03:38:41.763]  But what do you think would have happened if Ann Coulter would have had her event tonight?
[03:38:41.763 --> 03:38:44.886]  Would it have been the same thing that happened at the Milo event?
[03:38:44.886 --> 03:38:46.607]  Burning?
[03:38:46.607 --> 03:38:48.789]  Breaking things?
[03:38:48.789 --> 03:38:50.170]  A whole scene?
[03:38:50.170 --> 03:38:57.276]  Terrorists roaming in the street, covering their faces, throwing fireworks, smashing windows?
[03:38:57.276 --> 03:38:59.498]  Great work, Berkeley.
[03:38:59.498 --> 03:39:02.701]  The center of free speech, isn't it?
[03:39:03.882 --> 03:39:08.783]  Where free speech apparently was a bastion of free speech, UC Berkeley.
[03:39:08.783 --> 03:39:09.623]  No.
[03:39:09.623 --> 03:39:11.483]  But it's not just Berkeley.
[03:39:11.483 --> 03:39:18.005]  Portland Rose Parade cancelled after anti-fascists threatened GOP marchers.
[03:39:18.005 --> 03:39:20.445]  Explain to me how this is not terrorism.
[03:39:20.445 --> 03:39:22.406]  I'd like to hear that.
[03:39:22.406 --> 03:39:29.507]  I'd like to hear Robert Reash explain to me how this is not terrorism.
[03:39:30.640 --> 03:39:31.360]  Hmm.
[03:39:31.360 --> 03:39:34.422]  Threatening violence for a political purpose.
[03:39:34.422 --> 03:39:36.242]  Terrorism.
[03:39:36.242 --> 03:39:42.145]  Portland Rose Parade cancelled after anti-fascists threatened GOP marchers.
[03:39:42.145 --> 03:39:45.106]  Terrorists.
[03:39:45.106 --> 03:39:51.989]  If you replace the term anti-fascists in all of these stories with terrorists, it still makes sense.
[03:39:52.930 --> 03:39:53.851]  Yeah, there you go.
[03:39:53.851 --> 03:39:59.256]  Organizers cancel 82nd Avenue of Roses parade after protesters threaten to shut it down.
[03:39:59.256 --> 03:39:59.996]  Wait a second!
[03:39:59.996 --> 03:40:01.578]  Hold on guys!
[03:40:01.578 --> 03:40:02.558]  Go down in this story.
[03:40:02.558 --> 03:40:03.159]  I didn't realize that.
[03:40:03.159 --> 03:40:05.421]  Pull that story back up.
