[00:00:03.197 --> 00:00:03.819]  It's Friday.
[03:07:28.240 --> 03:07:38.907]  Well, Alex, we're going to talk about the diversity barriers, which of course we've seen in Germany, Sweden and in the UK after the massive terror attacks over the past year using trucks as weapons.
[03:07:39.387 --> 03:07:41.488]  Turns out, Alex, they don't actually work.
[03:07:41.889 --> 03:07:50.134]  A big German TV show proved that with a quite in-depth study, and we're going to play clips from that, proving that, in fact, they make the attack worse.
[03:07:50.194 --> 03:07:54.957]  They can turn these concrete bollards into projectiles that hit victims.
[03:07:55.097 --> 03:07:56.658]  So they had to put up barriers everywhere in
[03:07:56.758 --> 03:07:58.799]  I think that's a great plan of the EU.
[03:07:58.859 --> 03:07:59.199]  Sorry, go ahead.
[03:08:22.728 --> 03:08:24.030]  Yeah, the truck doesn't even stop.
[03:08:24.090 --> 03:08:28.296]  It carried on for 50 metres after that and it wasn't even travelling that quick in these clips.
[03:08:28.797 --> 03:08:29.859]  So it makes the attack worse.
[03:08:29.899 --> 03:08:35.247]  The experts in the clip actually admit that it's just for psychological reasons to reassure the public.
[03:08:35.687 --> 03:08:38.432]  It actually has no safety aspects whatsoever.
[03:08:38.912 --> 03:08:43.433]  You know, if you've got walls beyond that, then maybe that's another form of defense.
[03:08:43.473 --> 03:08:48.335]  But these barriers alone are absolutely... Well, the real defense is, don't bring them in to begin with when they're unvetted.
[03:08:48.395 --> 03:08:52.716]  But as you know, they're putting public gatherings in pins for cuddling with police.
[03:08:52.996 --> 03:09:01.759]  They're putting everybody in pins to be protected from the Muslims when they're really being prepared so any future gatherings at any public place are already hemmed in for police control.
[03:09:02.119 --> 03:09:03.140]  Paul Watson, take over.
[03:09:03.181 --> 03:09:04.102]  I'm going to stop interrupting.
[03:09:04.442 --> 03:09:06.144]  Infowars.com forward slash show.
[03:09:06.405 --> 03:09:07.286]  Everybody spread those links.
[03:09:07.326 --> 03:09:08.808]  Free shipping, store-wide.
[03:09:09.148 --> 03:09:09.769]  Huge deals.
[03:09:09.990 --> 03:09:11.552]  50% off on a bunch of our best-selling items.
[03:09:11.812 --> 03:09:14.455]  And it is you, the people that buy the products, that fund the operation.
[03:09:14.716 --> 03:09:15.256]  Merry Christmas.
[03:09:15.277 --> 03:09:15.977]  We salute you all.
[03:09:16.078 --> 03:09:16.438]  Monday!
[03:09:17.259 --> 03:09:25.441]  We have a 34-hour broadcast that kicks off at 8 a.m., the Christmas Holiday Extravaganza, or what was the exact term I came up with?
[03:09:25.481 --> 03:09:25.901]  I forget.
[03:09:26.361 --> 03:09:28.742]  The point is, it's very, very exciting.
[03:09:29.022 --> 03:09:29.522]  We're going to do that.
[03:09:29.562 --> 03:09:32.663]  We have a bunch of special guests that are going to be joining us.
[03:09:32.683 --> 03:09:35.284]  It's the Christmas Spectacular Extravaganza.
[03:09:35.564 --> 03:09:37.264]  That's coming up Monday with the kickoff.
[03:09:37.304 --> 03:09:38.184]  Paul, I'm drafting you.
[03:09:38.244 --> 03:09:40.505]  You must join us for at least an hour, the 34-hour
[03:09:41.325 --> 03:09:43.866]  At least you will be on Tuesday of that transmission.
[03:09:43.906 --> 03:09:46.186]  So again, I'll be back this Sunday 4 to 6 p.m.
[03:09:46.206 --> 03:09:53.869]  War Room comes up in about 50 minutes at Infowars.com forward slash show with Owen Schroer and others and of course on stations across the country.
[03:09:54.149 --> 03:09:55.629]  Back to Paul Joseph Watson.
[03:09:55.809 --> 03:09:58.590]  So start over on the diversity barriers.
[03:10:00.066 --> 03:10:06.055]  Yeah, the article up on Infowars.com is, study shows diversity barriers are useless at stopping terror attacks.
[03:10:06.075 --> 03:10:07.136]  This went up yesterday.
[03:10:07.757 --> 03:10:10.361]  This video has only got about 19,000 views.
[03:10:10.421 --> 03:10:11.723]  It should have way more than that.
[03:10:12.555 --> 03:10:22.722]  A German TV show proved that the so-called diversity barriers being set up in cities around Europe to stop terror attacks by jihadists using trucks as weapons are completely useless.
[03:10:22.923 --> 03:10:24.984]  And this video proves it.
[03:10:25.024 --> 03:10:31.829]  They set out, they got the experts, they got the truck experts, the concrete bollard experts, the people who are actually setting this up.
[03:10:32.269 --> 03:10:34.731]  They ran trucks up against these bollards.
[03:10:34.831 --> 03:10:35.852]  Two different tests.
[03:10:36.576 --> 03:10:38.876]  The first test they had, I think, was about three.
[03:10:39.136 --> 03:10:40.797]  We're playing the video, you can see it here now.
[03:10:41.237 --> 03:10:43.097]  They had about two or three bollards set up.
[03:10:43.737 --> 03:10:46.338]  The impact pushed the bollards aside.
[03:10:46.498 --> 03:10:48.518]  In fact, they projectiled out a little bit.
[03:10:48.978 --> 03:10:50.538]  The truck didn't even stop.
[03:10:50.619 --> 03:10:53.779]  It went straight on through, through the next barrier.
[03:10:54.059 --> 03:10:58.880]  And in fact, in the clip, the expert said it would have traveled another 50 meters at least.
[03:10:59.240 --> 03:11:02.161]  And this is at 50 kilometers per hour speed.
[03:11:02.561 --> 03:11:04.541]  So it's not even going that quickly.
[03:11:05.640 --> 03:11:06.621]  This is the first test.
[03:11:06.641 --> 03:11:13.926]  Then the second test, if we can go to the second clip, they put the barriers, the concrete blocks, closer together.
[03:11:13.946 --> 03:11:14.767]  There were more of them.
[03:11:14.807 --> 03:11:16.088]  They put them closer together.
[03:11:16.428 --> 03:11:17.108]  There you see it.
[03:11:17.148 --> 03:11:18.129]  That's the second test.
[03:11:18.429 --> 03:11:27.696]  And there you see it knocks one straight off like a projectile, which would kill more people than if it was just a truck on its own barreling straight on through.
[03:11:28.116 --> 03:11:32.940]  Now, bear in mind, these bollards, these barriers have been put in place to stop
[03:11:33.420 --> 03:11:40.483]  This very kind of attack after we saw it in Nice, after we saw it in Stockholm, after we saw it in Barcelona.
[03:11:40.503 --> 03:11:46.025]  So Paul, these are just as useful as the bracelets everybody wears saying don't rape me.
[03:11:46.325 --> 03:11:49.686]  But now they just say I'm diverse, so it's okay.
[03:11:49.726 --> 03:11:51.127]  And they tell women don't wear short skirts.
[03:11:51.467 --> 03:11:52.267]  Isn't that the answer?
[03:11:52.307 --> 03:11:53.548]  I mean, just wear the bracelets?
[03:11:54.830 --> 03:11:57.291]  Yeah, the tolerance bracelets will prevent the rapist.
[03:11:57.311 --> 03:12:06.717]  Like in, I think it was Finland they said, just use the force against the potential rapist and they will back off like there's some kind of invisible force field which will make the rapist back off.
[03:12:07.237 --> 03:12:08.258]  Absolutely insane.
[03:12:08.618 --> 03:12:17.743]  But they even had the experts on in this study by the German TV show who said in their own words that the concrete barriers aren't for security reasons.
[03:12:17.763 --> 03:12:18.784]  They're not going to work.
[03:12:19.124 --> 03:12:24.467]  They're a quote placebo effect and could pose an even bigger danger than just the truck.
[03:12:25.137 --> 03:12:28.302]  Because people are scared to go outside because the Muslims keep killing everybody.
[03:12:28.642 --> 03:12:33.309]  So we just put up these barriers so they can have a big concrete thing to ram you with.
[03:12:34.716 --> 03:12:50.987]  Exactly, and then they say, oh, we're not going to let Donald Trump into London because he's for building walls and barriers, while we literally have to build walls and barriers on our bridges outside our Christmas markets to protect ourselves from the great cultural enrichment that is multiculturalism.
[03:12:51.007 --> 03:12:52.448]  So let me say this, that's a great point.
[03:12:52.548 --> 03:12:53.508]  Trump is right.
[03:12:53.909 --> 03:12:56.430]  Europe is now building walls, admitting Trump's right.
[03:12:56.710 --> 03:12:57.411]  That's incredible.
[03:12:58.782 --> 03:13:05.286]  It's incredibly racist that Europe is building walls to keep out people who just want to culturally enrich us, Alex.
[03:13:05.326 --> 03:13:06.526]  I mean, that's what it comes down to.
[03:13:06.866 --> 03:13:08.807]  And that's the other headline I want to go on to now.
[03:13:09.308 --> 03:13:13.490]  I mean, you can go on to that study with the German truck because it's not got any attention.
[03:13:13.770 --> 03:13:23.335]  The point about it is they talked to the German police, German authorities in different major German cities immediately after this and said, look, we've proved these barriers don't work.
[03:13:23.775 --> 03:13:25.897]  They're all over Germany right now and other cities.
[03:13:26.157 --> 03:13:29.319]  You know, they've got Thanks Merkel tattooed on them in some places.
[03:13:29.579 --> 03:13:32.321]  They're decorating them with Christmas attire.
[03:13:32.341 --> 03:13:34.022]  They're like a new Berlin Wall!
[03:13:34.682 --> 03:13:36.504]  Yeah, to make them look less ugly.
[03:13:36.544 --> 03:13:45.069]  In fact, I think it was Jack Pasovic put out a video today in one city, I forget which one, but they had them dressed up like Christmas presents.
[03:13:45.509 --> 03:13:48.031]  Big cardboard containers like Christmas presents.
[03:13:48.291 --> 03:13:50.773]  You look over the top and it's a concrete bollard.
[03:13:51.793 --> 03:13:53.794]  That's all well and good, but they don't work.
[03:13:54.074 --> 03:13:58.936]  They called the police in all these major cities in Germany, the authorities, and said, look, these don't work.
[03:13:59.156 --> 03:13:59.856]  We've proven it.
[03:13:59.916 --> 03:14:01.336]  Do you want to see our information?
[03:14:01.717 --> 03:14:03.337]  No, no, no, no, no.
[03:14:03.377 --> 03:14:04.397]  They're not interested.
[03:14:04.878 --> 03:14:08.699]  Only Dresden police showed an interest out of all of them that they asked.
[03:14:09.139 --> 03:14:11.882]  Nobody else cares because, again, it's complete BS.
[03:14:11.902 --> 03:14:15.226]  It's to reassure the public it doesn't actually work.
[03:14:15.266 --> 03:14:17.449]  God forbid that ISIS will see this video.
[03:14:17.469 --> 03:14:26.860]  They probably shouldn't have even put it out because these authorities are just ignoring the truth about the fact that this does not stop truck terror attacks.
[03:14:26.920 --> 03:14:28.742]  The bollards are completely useless.
[03:14:29.282 --> 03:14:33.464]  And this information needs to get out because, like, it's got 20,000 views on YouTube.
[03:14:33.604 --> 03:14:34.664]  Nobody even cares about this.
[03:14:34.684 --> 03:14:35.185]  This is a big story.
[03:14:35.285 --> 03:14:36.045]  And he's had a million.
[03:14:36.085 --> 03:14:40.947]  Shocking footage, as the Germans admit, that Trump is right and begin building walls.
[03:14:41.307 --> 03:14:42.387]  But their walls don't work.
[03:14:42.447 --> 03:14:43.688]  Back to Paul Joseph Watson.
[03:14:44.928 --> 03:14:45.649]  Exactly, Alex.
[03:14:45.669 --> 03:14:48.650]  And again, it ties into this story out of the Metro.
[03:14:48.710 --> 03:14:53.432]  Donald Trump is banned from Greenwich during his state visit, is the headline.
[03:14:54.099 --> 03:14:58.704]  Donald Trump has been barred from entering Greenwich, which is an area in London, East London.
[03:14:58.724 --> 03:15:04.530]  But if he sexually grabbed tens of thousands of girls and jihadied and blew up children's events, then he would be accepted.
[03:15:06.724 --> 03:15:15.231]  Well that's the point Alex, we've let into the, not just London but the UK, over 400 ISIS fighters over the past year alone.
[03:15:15.691 --> 03:15:19.134]  Now that's more ISIS fighters than any other European country.
[03:15:19.515 --> 03:15:24.439]  We let them straight back in, now we're going to give them welfare, we're going to give them housing, we're going to take good care of them.
[03:15:24.759 --> 03:15:31.885]  If Donald Trump had just claimed that he was an ISIS fighter coming back in from Syria, maybe they would have rolled out the red carpet.
[03:15:32.005 --> 03:15:32.465]  Deadline!
[03:15:32.525 --> 03:15:35.026]  Donald Trump should have announced himself as an ISIS fighter.
[03:15:35.326 --> 03:15:37.206]  He'd have a red carpet all over England.
[03:15:38.326 --> 03:15:39.707]  Exactly, but he didn't do that.
[03:15:40.107 --> 03:15:41.067]  You're a genius.
[03:15:42.047 --> 03:15:43.388]  Paul, you really are a genius.
[03:15:43.828 --> 03:15:49.949]  Alright, Paul's gonna burrow into this and so much more, and I'm gonna be a good boy, and I'm gonna leave everyone now with Paul Joseph Watson and all of you.
[03:15:50.429 --> 03:15:51.410]  This is the InfoWar.
[03:15:51.750 --> 03:15:52.750]  Have you spread the link today?
[03:15:53.210 --> 03:15:57.111]  InfoWars.com, PresentPlanet.com, and NewsWars.com.
[03:16:01.752 --> 03:16:06.073]  We're very proud of the fact here at InfoWars that we're a teleprompter-free operation.
[03:16:06.533 --> 03:16:11.574]  We don't get our talking points from the private Federal Reserve or from Nazi collaborators like George Soros.
[03:16:12.114 --> 03:16:16.034]  We get our talking points from common sense and research from we the people.
[03:16:16.074 --> 03:16:19.375]  That means our guests, our researchers, you the listeners, the callers.
[03:16:20.035 --> 03:16:24.496]  But that said, today I've got a script I'm going to follow for the first time ever.
[03:16:25.136 --> 03:16:28.377]  It's you the listeners, the viewers, that wrote my talking points.
[03:16:29.077 --> 03:16:30.617]  I came in here an hour ago.
[03:16:31.377 --> 03:16:38.598]  And I literally just went to Infowarsstore.com and printed the 5-star reviews, the first few pages.
[03:16:38.898 --> 03:16:42.699]  These are in the order of how they've been posted by you, the listeners.
[03:16:43.299 --> 03:16:46.760]  And it's 5-star after 5-star after 5-star.
[03:16:47.120 --> 03:16:48.820]  It's amazing from third-party sites.
[03:16:49.280 --> 03:16:55.602]  So, this is what you, the listeners and viewers, have to say about the products at Infowarslife.com.
[03:16:55.642 --> 03:16:56.542]  Let's go over them right now.
[03:16:57.102 --> 03:16:58.603]  This is Verified Buyer Mark.
[03:16:58.803 --> 03:17:00.844]  Five-star review for Anthroplex.
[03:17:00.864 --> 03:17:01.745]  It's for men and women.
[03:17:02.225 --> 03:17:03.266]  I take it as directed.
[03:17:03.286 --> 03:17:14.193]  As one uses it too much, it will cause reflections of adolescent years and skin and muscle and hair growth will of course increase sex drive as a given.
[03:17:14.733 --> 03:17:15.434]  Easy does it.
[03:17:15.514 --> 03:17:16.514]  Yeah, it's hardcore.
[03:17:16.534 --> 03:17:17.495]  It's very, very serious.
[03:17:17.895 --> 03:17:18.316]  Not a game.
[03:17:18.336 --> 03:17:18.756]  Thank you, Mark.
[03:17:19.256 --> 03:17:20.557]  Here's another one from Patrick.
[03:17:20.677 --> 03:17:21.458]  Energy all day.
[03:17:21.478 --> 03:17:29.205]  I use this along with Supermail and it makes me have driving energy all day on my 12 to 14 hour day.
[03:17:29.645 --> 03:17:30.366]  Another review.
[03:17:30.386 --> 03:17:31.367]  I love this one.
[03:17:31.687 --> 03:17:34.129]  Keeps my husband going and going and going.
[03:17:34.490 --> 03:17:38.033]  This must be the stuff the Energizer Bunny is on.
[03:17:38.293 --> 03:17:41.216]  I guess that's some fine lady using her husband Adam's account.
[03:17:41.596 --> 03:17:43.138]  Here's another one ladies and gentlemen.
[03:17:43.518 --> 03:17:46.882]  Five star review for Winter Sun Vitamin D3.
[03:17:47.162 --> 03:17:50.345]  This product is amazing and will keep you from the winter blues.
[03:17:50.405 --> 03:17:55.130]  I don't get sick last winter while I was taking this for the first time in my life.
[03:17:55.270 --> 03:17:56.251]  Amazing product.
[03:17:56.972 --> 03:17:59.053]  Again, tastes good as well, they say.
[03:17:59.473 --> 03:18:00.474]  Here's one from Brian.
[03:18:00.794 --> 03:18:02.875]  I love this product and I live in Wisconsin.
[03:18:02.995 --> 03:18:03.836]  Thank you all.
[03:18:04.236 --> 03:18:07.898]  It's time that we turn the clocks back and lose the sunshine.
[03:18:07.958 --> 03:18:10.179]  I love this product and I am a night owl.
[03:18:10.559 --> 03:18:12.520]  Every night owl should have this product.
[03:18:13.000 --> 03:18:16.462]  I will buy this product as soon as possible again.
[03:18:16.702 --> 03:18:17.343]  And I should add,
[03:18:18.143 --> 03:18:19.284]  That's a great name for this product.
[03:18:19.544 --> 03:18:21.365]  Not just for the winter, but for night owls as well.
[03:18:21.385 --> 03:18:23.106]  In fact, it should probably be called Night Owl.
[03:18:23.446 --> 03:18:24.767]  Night Owl's Winter Sun.
[03:18:24.847 --> 03:18:26.468]  Or, Night Owls Get Sun in the Winter.
[03:18:26.488 --> 03:18:27.048]  Okay, I'm going to stop.
[03:18:27.308 --> 03:18:28.069]  I said I'd shut up!
[03:18:28.909 --> 03:18:29.730]  But back to the script.
[03:18:30.090 --> 03:18:31.971]  Liquid Sunshine is what they call it.
[03:18:32.011 --> 03:18:32.731]  I love that name too.
[03:18:33.172 --> 03:18:35.193]  I will be using this product for two years now.
[03:18:35.513 --> 03:18:39.695]  It's wonderful out in the Pacific Northwest to get this Liquid Sunshine.
[03:18:39.735 --> 03:18:42.297]  Patrick, thank you for the support and for the review.
[03:18:42.357 --> 03:18:43.797]  You make it literally possible.
[03:18:44.858 --> 03:18:49.663]  Continuing with Silver Bullet, the highest quality, 30 parts per million colloidal silver out there.
[03:18:50.203 --> 03:18:53.026]  Dale, should be called Magic Bullet.
[03:18:53.306 --> 03:18:56.850]  Oh my gosh, the listeners are so much smarter than me and I'm not being patronizing.
[03:18:57.370 --> 03:18:59.372]  I've been, that's what a Silver Bullet's supposed to be.
[03:19:00.593 --> 03:19:03.075]  I've been using Silver Bullet Colloidal Silver for years now.
[03:19:03.435 --> 03:19:05.537]  This was the first product I purchased from InfoWare Store.
[03:19:05.877 --> 03:19:11.741]  Whenever I feel the first hazes of cold or sore throat coming on, a dose of Silver Bullet Colloidal Silver has always ended it before it starts.
[03:19:12.161 --> 03:19:17.905]  I've been giving it away for family and Christmas and birthdays since 2015 and it's worked for everyone.
[03:19:18.385 --> 03:19:24.769]  It has become an expected gift for our family and that's why we get you the best products because we want to repeat customers.
[03:19:25.030 --> 03:19:25.850]  It's all a win-win.
[03:19:26.010 --> 03:19:26.911]  That's an awesome review.
[03:19:26.951 --> 03:19:30.213]  Thank you, Dale, for your support and for what you've done for your family as well.
[03:19:30.213 --> 03:19:32.214]  Well, we've only got 20 seconds left, folks.
[03:19:32.274 --> 03:19:35.236]  I can't get to all the other Silver Bullet reviews, the Caveman reviews.
[03:19:35.256 --> 03:19:36.456]  They're all five-star.
[03:19:36.696 --> 03:19:42.039]  They talk about the meal replacement, how great it is, how it blows them away post-workout, pre-workout.
[03:19:42.679 --> 03:19:45.981]  Taste, you know, okay, they say, but it's the results that really matter.
[03:19:46.261 --> 03:19:48.062]  Best post-workout ever is what Andrew says.
[03:19:48.362 --> 03:19:51.884]  Find it all, folks, at InfoWarsTore.com or InfoWarsLife.com.
[03:19:51.924 --> 03:19:57.047]  You can't lose because you're funding the second American Revolution, and I salute you all!
[03:20:04.255 --> 03:20:08.897]  You're listening to The Alex Jones Show.
[03:20:15.601 --> 03:20:22.384]  Live from the Infowars.com studios, you're listening to The Alex Jones Show.
[03:20:22.624 --> 03:20:26.306]  And now, your host, Paul Joseph Watson.
[03:20:29.469 --> 03:20:32.392]  It is the anniversary of the death of Christopher Hitchens.
[03:20:32.412 --> 03:20:36.095]  Gonna play a clip coming up from what he said about Islamophobia.
[03:20:36.535 --> 03:20:40.999]  Given that that's the subject we're really talking about right now, let's go back to that headline we had up before.
[03:20:41.079 --> 03:20:44.883]  Donald Trump is banned from Greenwich during his state visit.
[03:20:45.712 --> 03:20:53.575]  Now, Greenwich is an area in East London and the article reads, Donald Trump has been barred from entering Greenwich if his state visit goes ahead next year.
[03:20:53.595 --> 03:20:59.317]  The Royal Borough of Greenwich said the US President would not be welcome and called for his visit to be dropped.
[03:20:59.777 --> 03:21:02.698]  Now understand, this is just a gaggle of councillors.
[03:21:02.738 --> 03:21:04.879]  They have no actual power over anything.
[03:21:05.979 --> 03:21:09.523]  This is just an exercise in baseless virtue signalling.
[03:21:09.563 --> 03:21:19.474]  Councillors expressed alarm at the decision of President Trump to retweet Islamophobic propaganda and sadness at the President's bigoted attitude towards women and ethnic minorities.
[03:21:20.155 --> 03:21:22.537]  So basically they just had a big hissy fit at a meeting.
[03:21:22.557 --> 03:21:23.819]  They've got no power whatsoever.
[03:21:24.491 --> 03:21:29.215]  But this is what they said after the meeting, quote, this diversity strengthens our borough.
[03:21:29.255 --> 03:21:31.297]  Talking about Islam and multiculturalism.
[03:21:31.777 --> 03:21:34.519]  It enriches our lives on a daily basis.
[03:21:34.880 --> 03:21:39.263]  And it reminds us all that we have so much more in common than that that divides us.
[03:21:39.764 --> 03:21:41.485]  They said it in that tone of voice as well.
[03:21:41.806 --> 03:21:47.330]  As one of the most multicultural London boroughs, we are a place that has worked tirelessly to break down barriers.
[03:21:47.671 --> 03:21:52.675]  We have no time for people who want to build walls when we have done so much to break them down.
[03:21:53.235 --> 03:22:02.539]  Right, so if you've got no time for people who want to build walls, why are walls being built on bridges outside Christmas markets in London?
[03:22:03.199 --> 03:22:11.342]  Okay, if walls and barriers are racist, why do I see walls and barriers popping up all over London if we're embracing the diversity?
[03:22:11.382 --> 03:22:13.523]  Sounds pretty racist to me.
[03:22:14.321 --> 03:22:18.003]  Donald Trump is more unwelcome than ISIS fighters.
[03:22:18.043 --> 03:22:18.723]  This is the point.
[03:22:19.083 --> 03:22:22.764]  More than 400 ISIS fighters have come back to Britain.
[03:22:22.785 --> 03:22:24.285]  That's the headline out of the Express.
[03:22:24.805 --> 03:22:30.508]  Hundreds of British jihadists who fought for the Islamic State, ISIS, have already returned to the UK.
[03:22:30.748 --> 03:22:32.288]  Shocking new research hasn't covered.
[03:22:32.308 --> 03:22:33.569]  And this was back in October.
[03:22:34.600 --> 03:22:36.041]  More will have come back since.
[03:22:36.101 --> 03:22:44.225]  At least 425 members of the terrorist group are believed to have fled back to Britain from the ruins of its self-declared caliphate in Syria and Iraq.
[03:22:44.745 --> 03:22:48.867]  Now this is more than any other European country.
[03:22:49.147 --> 03:22:58.071]  ISIS fighters that have come back into the UK, they're now even talking about giving them welfare, housing and benefits to reintegrate them into society.
[03:22:58.829 --> 03:23:07.417]  So not solitary confinement in prison or merely just turning them away at the border or, in one case, as I think it was a Tory MP suggested, just killing them.
[03:23:07.757 --> 03:23:07.997]  No.
[03:23:08.417 --> 03:23:16.204]  Get them back in, give them money, give them positions that will make them, keep them happy, roll out the red carpet, they can come back, they're welcome.
[03:23:16.464 --> 03:23:17.265]  Donald Trump?
[03:23:17.766 --> 03:23:18.847]  No frigging way.
[03:23:18.967 --> 03:23:20.068]  He's not coming back.
[03:23:20.288 --> 03:23:23.711]  He's not coming into the royal horror of Greenwich.
[03:23:24.440 --> 03:23:35.962]  Because we're all for diversity, we're against walls and barriers unless we're erecting them in London to stop the diversity that's proven so beneficial to London, especially this year with what, three terror attacks?
[03:23:37.182 --> 03:23:50.045]  At least attempted, one of them wasn't able to be carried through, but we had Westminster, we had the London Bridge attack, we also had an attack on the underground back in September which thankfully was unsuccessful, but of course we also had
[03:23:50.723 --> 03:23:54.225]  The devastating attack on the Manchester Arena back in May.
[03:23:54.826 --> 03:23:57.487]  So much cultural enrichment, so much diversity.
[03:23:57.527 --> 03:23:58.628]  We're loving it so much.
[03:23:58.988 --> 03:24:00.609]  More of that, less of Donald Trump.
[03:24:00.649 --> 03:24:01.290]  He's not allowed.
[03:24:01.670 --> 03:24:03.791]  Let's go to this Christopher Hitchens clip.
[03:24:04.152 --> 03:24:05.773]  This is the anniversary.
[03:24:06.113 --> 03:24:08.154]  He died back in 2011 on this day.
[03:24:08.534 --> 03:24:16.199]  This is what Christopher Hitchens, by no means a Tommy Robinson, by no means a Katie Hopkins, by no means a Nigel Farage.
[03:24:16.640 --> 03:24:17.520]  He was a leftist.
[03:24:17.540 --> 03:24:20.042]  He was a Marxist at certain times in his life.
[03:24:20.542 --> 03:24:24.924]  This is what Christopher Hitchens had to say about Islam and Islamophobia.
[03:24:24.944 --> 03:24:25.684]  Here's a clip.
[03:24:26.545 --> 03:24:29.506]  This is very urgent business, ladies and gentlemen, I beseech you.
[03:24:30.407 --> 03:24:36.670]  Resist it while you still can and before the right to complain is taken away from you, which will be the next thing.
[03:24:36.910 --> 03:24:40.892]  You will be told you can't complain because you're Islamophobic.
[03:24:42.132 --> 03:24:43.573]  The term is already being introduced.
[03:24:44.443 --> 03:24:54.525]  Into the culture, as if it was an accusation of race hatred, for example, or bigotry, whereas it's only the objection to the preachings of a very extreme and absolutist religion.
[03:24:54.925 --> 03:24:56.125]  Watch out for these symptoms.
[03:24:56.165 --> 03:24:57.665]  They are not just symptoms of surrender.
[03:24:58.685 --> 03:25:05.467]  Very often ecumenically offered to you by men of God in other robes, Christian and Jewish and smarmy ecumenical.
[03:25:05.987 --> 03:25:09.807]  These are the ones who hold open the gates for the barbarians.
[03:25:09.827 --> 03:25:13.508]  The barbarians never take a city until someone holds the gates open for them.
[03:25:14.446 --> 03:25:19.759]  And it's your own preachers who will do it for you, and your own multicultural authorities who will do it for you.
[03:25:19.840 --> 03:25:20.922]  Resist it while you can.
[03:25:22.745 --> 03:25:22.985]  You can.
[03:25:23.546 --> 03:25:35.093]  And if you wonder what will happen if you don't, look and see how a cricket team in Middlesex in England had to change its name by force last week, because it was called, and had been for years, the Middlesex Crusaders.
[03:25:35.153 --> 03:25:44.119]  Look and see how stories about little pigs can't be taught to children in English schools anymore, lest offence be taken by the religion of peace.
[03:25:47.000 --> 03:25:47.821]  Resist it while you can.
[03:25:50.862 --> 03:25:53.625]  That is Christopher Hitchens who of course died on this day in 2011.
[03:25:54.125 --> 03:26:00.931]  He would have never have gone along with today's thought policing on Islam and he's terribly missed.
[03:26:01.031 --> 03:26:10.860]  They're warning about how they will go against, they will go after people's free speech as soon as Islam gets a wedge in society, gets a base, a position of power.
[03:26:11.140 --> 03:26:13.222]  That's exactly what's happened.
[03:26:13.960 --> 03:26:25.189]  Over in Sweden, where they have to put cameras into these migrant ghetto areas to catch the screams of women as they're being raped because they don't have actual police stations there anymore.
[03:26:25.529 --> 03:26:27.330]  They would get attacked and burned to the ground.
[03:26:28.151 --> 03:26:31.013]  Now we have this up on Infowars.com headline.
[03:26:31.373 --> 03:26:34.976]  Sweden raises retirement age to cope with immigration.
[03:26:35.885 --> 03:26:40.950]  They're going to lower your quality of life to pay for the hordes that are rushing into the country.
[03:26:40.970 --> 03:26:50.018]  In the name of diversity, the retirement age for Sweden's pension funds will eventually rise to 69 due to the Muslim immigration boon in the country.
[03:26:50.578 --> 03:26:57.204]  In short, the country is spending so much money on migrant welfare that it can no longer properly fund the pensions for native retirees.
[03:26:57.645 --> 03:27:08.042]  Swedish media, which typically downplays immigration pitfalls, actually admitted the rise in the retirement age would result in a major deterioration of quality of life for Swedes.
[03:27:08.977 --> 03:27:11.338]  As all mass immigration does.
[03:27:11.379 --> 03:27:15.461]  Now Sweden has a situation now.
[03:27:15.481 --> 03:27:18.403]  58% of welfare payments in Sweden go to immigrants.
[03:27:19.323 --> 03:27:18.403]  58%!
[03:27:19.523 --> 03:27:23.346]  Immigrants make up 16% of the population.
[03:27:23.386 --> 03:27:25.707]  Those stats are out the globe and mail.
[03:27:26.227 --> 03:27:27.828]  So again, we're sold this narrative.
[03:27:27.868 --> 03:27:35.733]  We were sold it with Germany when they invited in, what was it, nearly 2 million migrants over the past two years that they're needed for labour.
[03:27:36.437 --> 03:27:39.000]  That we need the workers, we need the fresh blood.
[03:27:39.560 --> 03:27:40.781]  Absolute BS!
[03:27:40.861 --> 03:27:45.246]  They go on welfare in the majority of cases in Sweden and Germany.
[03:27:45.306 --> 03:27:47.608]  Huge numbers of these migrants go on welfare.
[03:27:47.908 --> 03:27:49.810]  They're a drain on the system.
[03:27:50.251 --> 03:27:52.533]  It's got nothing to do with needing new labour.
[03:27:52.553 --> 03:27:57.377]  Of course that drives wages down as well for the local native population too.
[03:27:57.418 --> 03:27:59.419]  So it drives down quality of life.
[03:27:59.840 --> 03:28:00.581]  Wages are now
[03:28:01.221 --> 03:28:11.203]  Sweden's retirement age is going to go up to 69 to pay for all this, with 58% of their welfare payments going to immigrants.
[03:28:11.564 --> 03:28:21.626]  Is it any surprise that the Sweden Democrats are now seen as a major force in Swedish politics and are going to have a big impact on their next election, potentially even winning it?
[03:28:22.805 --> 03:28:27.567]  Another headline here, Czech Republic, 80% don't want migrants and reject EU plans.
[03:28:27.607 --> 03:28:34.489]  According to an opinion poll, four-fifths of Czechs say they do not accept the EU's quotas for housing migrants in the Czech Republic.
[03:28:34.809 --> 03:28:38.090]  So again, you have the EU, the mafia organisation, trying to bully.
[03:28:38.490 --> 03:28:39.091]  We're good to go.
[03:29:00.984 --> 03:29:01.364]  Guys.
[03:29:01.845 --> 03:29:03.246]  Clean, pure drinking water.
