[00:00:07.742 --> 00:00:08.626]  Another time.
[03:09:33.600 --> 03:09:39.162]  And they're in the news saying, we're going to kill Trump supporters, we're going to hashtag hunt Republicans.
[03:09:39.162 --> 03:09:48.746]  And we've got the briefing here from our sources, law enforcement, military and investigators, how they're going to target civilian members of the pro-Trump communities for death.
[03:09:49.807 --> 03:09:51.910]  Judges, lawyers, members of Congress.
[03:09:51.910 --> 03:09:53.332]  You already saw Scalise.
[03:09:53.332 --> 03:09:56.296]  They're going to target white peace officers on site.
[03:09:56.296 --> 03:09:58.940]  They're going to go out and just shoot as many white cops as possible.
[03:09:58.940 --> 03:10:02.505]  That was only a test of the hundreds of dead cops you've seen in the last few years.
[03:10:02.505 --> 03:10:03.466]  We're talking hundreds a day.
[03:10:03.466 --> 03:10:04.908]  They're just going to slaughter them en masse.
[03:10:06.079 --> 03:10:17.105]  And then, after all of that, they're bringing in instruction on firearms, self-defense and counter-surveillance, anti-police workshops, self-defense workshops, weapons procurement, and handling.
[03:10:17.105 --> 03:10:24.729]  No one in the hundreds of years of combined research from the people he's talked to have seen anything like this.
[03:10:24.729 --> 03:10:29.412]  They say this is the Weathermen 2.0, and they talk about the Weathermen.
[03:10:30.252 --> 03:10:35.413]  And those bombings of police, military, universities that have military training, you name it.
[03:10:35.413 --> 03:10:38.014]  So, we're here to ride shotgun, but people just joined us.
[03:10:38.014 --> 03:10:40.395]  Doug Hagman, recap the magnitude.
[03:10:40.395 --> 03:10:43.695]  I mean, we basically confirmed, hell, they're in the news.
[03:10:43.695 --> 03:10:44.416]  People say, why?
[03:10:44.416 --> 03:10:45.916]  You never announced a military attack.
[03:10:45.916 --> 03:10:49.317]  Well, yeah, you do if you're trying to get your people confident to go out and
[03:10:50.237 --> 03:10:56.159]  Dump the chlorine gas down the air conditioning system of the high rises as we know they're training to do.
[03:10:56.159 --> 03:10:57.739]  They want mass death.
[03:10:57.739 --> 03:10:59.260]  They want total confusion.
[03:10:59.260 --> 03:11:00.520]  They want capitulation.
[03:11:00.520 --> 03:11:01.821]  Dead cops everywhere.
[03:11:01.821 --> 03:11:04.182]  The National Guard systems hit.
[03:11:04.182 --> 03:11:06.702]  Army, Navy, Marine Corps recruiting centers hit.
[03:11:06.702 --> 03:11:07.383]  Churches hit.
[03:11:07.383 --> 03:11:08.443]  Conservatives hit.
[03:11:08.443 --> 03:11:09.723]  Members of Congress hit.
[03:11:09.723 --> 03:11:10.984]  They plan when this rushes.
[03:11:11.784 --> 03:11:31.378]  For their October surprise, their October Bolshevik 100 years later, they plan, on my intel, on killing thousands in the first few days, to then have us sue for peace, agree to remove Trump, and then when they get central control and quote, new elections, we never have new elections again, COG, and then they start killing everybody.
[03:11:31.378 --> 03:11:33.860]  All the leadership will start getting arrested, getting killed.
[03:11:33.860 --> 03:11:36.081]  Now I, because they admitted this in Atlantic Monthly.
[03:11:36.081 --> 03:11:37.603]  This is their COG plan.
[03:11:37.603 --> 03:11:38.903]  I've been briefed by folks that have seen
[03:11:40.545 --> 03:11:46.889]  Classified versions of Valkyrie from Germany, but also systems here that were floated in the 80s that congressional hearings on.
[03:11:46.889 --> 03:11:51.211]  They're planning to use Nuremberg's study of that plan, but actually against us.
[03:11:51.211 --> 03:11:55.974]  So, a Bolshevik revolution meets Operation Valkyrie against the American people.
[03:11:55.974 --> 03:11:58.196]  Doug Hagman, recap, then we're going to Roger Stone.
[03:11:59.420 --> 03:12:03.282]  Yeah, just briefly for those just joining.
[03:12:03.282 --> 03:12:11.967]  Essentially, we have a handful of investigators across the country, specific cities, infiltrating, investigating and infiltrating these fascist groups.
[03:12:11.967 --> 03:12:15.229]  They've successfully done so in many cases.
[03:12:15.229 --> 03:12:18.611]  The latest report early this morning, 410 Eastern Time this morning,
[03:12:19.251 --> 03:12:25.133]  Saying, look, this one particular meeting in San Francisco, so well organized.
[03:12:25.133 --> 03:12:29.254]  The tactics, the training, the training being very professional.
[03:12:29.254 --> 03:12:37.337]  The age of people there range from late 60s, perhaps early 70s, all the way down to late teens.
[03:12:37.337 --> 03:12:40.658]  This is the resist fascism movement.
[03:12:40.658 --> 03:12:43.059]  That's what they're calling themselves, but it's actually a fascist movement.
[03:12:43.059 --> 03:12:44.739]  And the report says it's a lot of professionals.
[03:12:44.739 --> 03:12:46.380]  These aren't just the average meth head.
[03:12:47.148 --> 03:12:47.888]  Yeah, exactly.
[03:12:47.888 --> 03:13:00.275]  These are the people who are sending out the cannon fodder, the idiots you see in the street with the baseball or the bicycle helmets on and the baseball bats.
[03:13:00.275 --> 03:13:07.879]  I mean, those people are the useful idiots that hire a stooge for a day or two and go out there and take a few whacks.
[03:13:07.879 --> 03:13:09.580]  That's who those people are.
[03:13:09.580 --> 03:13:11.001]  These people are the planners.
[03:13:11.001 --> 03:13:13.382]  These people are the architects of the chaos that we're seeing.
[03:13:13.382 --> 03:13:14.063]  The brains!
[03:13:14.583 --> 03:13:16.284]  Yeah, exactly.
[03:13:16.284 --> 03:13:21.947]  However, they're bringing in these professionals to teach, as you said, the weapons self-defense.
[03:13:21.947 --> 03:13:25.409]  They're force-multiplying a revolutionary group.
[03:13:25.409 --> 03:13:25.789]  Yep.
[03:13:25.789 --> 03:13:26.489]  Yeah.
[03:13:26.489 --> 03:13:28.931]  And to go against law enforcement as well.
[03:13:28.931 --> 03:13:31.672]  So the bottom line here is they want to burn everything down, baby.
[03:13:31.672 --> 03:13:34.033]  If they can't have it, which they can't, they didn't.
[03:13:34.033 --> 03:13:35.394]  Trump won.
[03:13:35.394 --> 03:13:36.215]  They're all over it.
[03:13:36.215 --> 03:13:37.575]  So burn it all down, baby.
[03:13:37.575 --> 03:13:38.636]  Burn it down to the ground.
[03:13:39.236 --> 03:13:55.329]  And by any means necessary to install a communist-type government, but cloak it in this anti-fascism movement, which is essentially... And by the way, I'm not an authoritarian, I'm anti-police state, not anti-police, but I know that security can come in a uniform.
[03:13:55.329 --> 03:14:01.915]  If they're planning the overthrow, admitting it, having former CIA Deputy Director saying, we're going to kill Trump soon, it's not authoritarian.
[03:14:02.515 --> 03:14:11.562]  To move against them paramilitarily, and they don't even make it to the police station, because you don't even need a judge or jury when you're trying to overthrow the whole country and say, kill the president.
[03:14:11.562 --> 03:14:13.223]  They just, they're never seen again.
[03:14:13.223 --> 03:14:19.007]  I mean, if they really want this war, and they want to kill hundreds of millions of people, potentially, I mean, a nuclear war could start over this.
[03:14:19.007 --> 03:14:20.908]  We have, I mean, I don't want to sound tough.
[03:14:20.908 --> 03:14:22.389]  I've never talked like this in 20 years.
[03:14:22.389 --> 03:14:23.670]  They're the ones wanting to push this.
[03:14:23.670 --> 03:14:25.091]  I mean, there's no half measures.
[03:14:25.091 --> 03:14:31.216]  We need to identify, not ourselves individually, but through Trump, through the patriots, through the government, identify
[03:14:31.696 --> 03:14:34.418]  Do we wait until they make their next big strike, or do we move now?
[03:14:34.418 --> 03:14:39.421]  Because every minute we sit here and don't tell ourselves the truth, we are in deep trouble.
[03:14:39.421 --> 03:14:41.802]  Only maximum commitment is going to defeat these people.
[03:14:42.802 --> 03:14:46.443]  Yeah, it's either duck, bleed, or fight back.
[03:14:46.443 --> 03:14:53.624]  And I think what we're doing by exposing and working with law enforcement, I think this is working out well.
[03:14:53.624 --> 03:14:57.865]  But there will come a point in time when we have to dig in and say, OK, you know what?
[03:14:57.865 --> 03:14:59.266]  We're not going to take casualties.
[03:14:59.266 --> 03:15:00.266]  We're not going to do this.
[03:15:00.266 --> 03:15:02.026]  And we're going to have to fight back.
[03:15:02.026 --> 03:15:02.486]  Exactly.
[03:15:02.486 --> 03:15:05.047]  We've already seen over 100 cops executed in the media celebrating.
[03:15:05.047 --> 03:15:06.607]  And it's not just about worshipping cops.
[03:15:06.607 --> 03:15:09.108]  But if they can kill innocent cops, they can kill anybody.
[03:15:10.109 --> 03:15:11.411]  Absolutely, oh yeah, yeah.
[03:15:11.411 --> 03:15:17.379]  I mean, for crying out loud, you kill a police officer, you're going to kill anyone.
[03:15:17.379 --> 03:15:19.842]  And if they can get away with that, they've set this...
[03:15:22.145 --> 03:15:24.806]  Yeah, it's ridiculous.
[03:15:24.806 --> 03:15:45.272]  This is so well organized, and I think the last thing I really wanted to mention is I think we cannot understate what we're seeing here, and we also have to really place responsibility where it belongs, and that is this shadow government that's operational by Obama, by the Obama holdovers.
[03:15:45.272 --> 03:15:46.712]  Which he admittedly dug in.
[03:15:46.712 --> 03:15:48.833]  He admittedly called it a shadow government.
[03:15:49.554 --> 03:15:50.915]  Yeah, exactly.
[03:15:50.915 --> 03:16:01.042]  And it goes back decades, but really under the Obama Organizing for Action, which is the fourth iteration of the plans, or the various groups, but these are the foot soldiers that we're seeing.
[03:16:01.042 --> 03:16:04.704]  Now we're seeing everything come to fruition that's been planned.
[03:16:04.704 --> 03:16:07.166]  And let's be clear, this is not a drill.
[03:16:07.166 --> 03:16:08.146]  They admit themselves.
[03:16:08.146 --> 03:16:10.428]  They intend to try it, which is crazy.
[03:16:10.428 --> 03:16:14.571]  Historically, I'm not saying this to sound positive, they have a 10% chance of succeeding, Doug.
[03:16:16.042 --> 03:16:24.308]  Yeah, I'd put the Patriots against this cannon fodder any day of the week.
[03:16:24.308 --> 03:16:32.015]  The problem is, what are our enemies like China and North Korea going to do when we are tied down in this?
[03:16:33.604 --> 03:16:34.765]  That's a great question.
[03:16:34.765 --> 03:16:37.667]  You know, I'm no expert in that department.
[03:16:37.667 --> 03:16:38.147]  I don't know.
[03:16:38.147 --> 03:16:38.948]  But I'll tell you something.
[03:16:38.948 --> 03:16:42.811]  We certainly don't need that division that they're causing.
[03:16:42.811 --> 03:16:46.333]  You talk about some potential for, you know, takeover.
[03:16:46.333 --> 03:16:51.096]  And make no mistake, who's directing the Democrats more and more is Red China.
[03:16:51.096 --> 03:16:52.477]  Yeah, very, very much so.
[03:16:52.477 --> 03:16:57.941]  And you see the Clinton relationship with the foreign entities.
[03:16:57.941 --> 03:16:58.362]  Yeah.
[03:16:58.362 --> 03:17:00.003]  I can't believe we put up with it this long.
[03:17:00.003 --> 03:17:01.284]  I mean, all these people should be
[03:17:03.308 --> 03:17:04.595]  This should be facing grand jury.
[03:17:04.595 --> 03:17:05.178]  I'll leave it at that.
[03:17:05.178 --> 03:17:06.123]  I mean, this is so ridiculous.
[03:17:07.823 --> 03:17:08.803]  We're all on the line here, folks.
[03:17:08.803 --> 03:17:09.323]  This is real.
[03:17:09.323 --> 03:17:13.724]  They've got ten TV shows attacking me right now, made-for-TV movies.
[03:17:13.724 --> 03:17:14.984]  They're all coming after us.
[03:17:14.984 --> 03:17:15.625]  This is real.
[03:17:15.625 --> 03:17:16.605]  And you know what?
[03:17:16.605 --> 03:17:17.085]  It's okay.
[03:17:17.085 --> 03:17:17.905]  We're in this.
[03:17:17.905 --> 03:17:18.525]  This is life.
[03:17:18.525 --> 03:17:23.286]  It wasn't going to be gravy train and shopping malls and movies and ball games forever, okay?
[03:17:23.286 --> 03:17:24.306]  This is the big push.
[03:17:24.306 --> 03:17:25.506]  This is the big attack.
[03:17:25.506 --> 03:17:26.686]  We beat this.
[03:17:26.686 --> 03:17:30.407]  We've got 50 years of prosperity after this and the new American century.
[03:17:30.407 --> 03:17:32.007]  But we get defeated in this.
[03:17:32.007 --> 03:17:33.308]  It is hell on earth.
[03:17:33.308 --> 03:17:34.648]  And I'm not worried about myself.
[03:17:34.648 --> 03:17:35.088]  I'm a man.
[03:17:36.500 --> 03:17:37.061]  I can take it.
[03:17:37.061 --> 03:17:38.162]  Let me tell you something.
[03:17:38.162 --> 03:17:38.743]  I don't mind it.
[03:17:38.743 --> 03:17:39.443]  I don't mind the pain.
[03:17:39.443 --> 03:17:41.426]  To quote Glenn Danzig, I really don't.
[03:17:42.912 --> 03:17:45.194]  But I really feel sorry for the kids and everybody else.
[03:17:45.194 --> 03:17:48.778]  So I'm just telling you, if we gotta do this right now, I'm not afraid of these people.
[03:17:48.778 --> 03:17:50.560]  I'm afraid I'm not gonna do a good enough job.
[03:17:50.560 --> 03:17:52.081]  Now, I'm gonna skip this break so we have more time.
[03:17:52.081 --> 03:17:52.702]  Go to Roger Stone.
[03:17:52.702 --> 03:17:58.407]  Here he is getting off a plane a few days ago, and TMZ yelling at him, saying, oh, you know, you're planning violence or whatever.
[03:17:58.407 --> 03:18:04.493]  And here he is, just saying, look, what do you think's gonna happen when you start a war and keep attacking us?
[03:18:04.493 --> 03:18:05.434]  This is what's gonna happen.
[03:18:05.434 --> 03:18:06.175]  They want a civil war.
[03:18:06.175 --> 03:18:06.856]  Here's Roger Stone.
[03:18:07.725 --> 03:18:10.627]  People are even calling for impeachment already and that sort of stuff.
[03:18:10.627 --> 03:18:12.708]  Do you think there's any chance that he might be impeached?
[03:18:12.708 --> 03:18:16.190]  The people who are calling for impeachment are the people who didn't vote for him.
[03:18:16.190 --> 03:18:17.731]  They need to get over it.
[03:18:17.731 --> 03:18:18.771]  They lost.
[03:18:18.771 --> 03:18:20.452]  Their candidate had every advantage.
[03:18:20.452 --> 03:18:22.653]  She spent $2 billion.
[03:18:22.653 --> 03:18:24.735]  He spent $275 billion.
[03:18:24.735 --> 03:18:25.235]  Sorry.
[03:18:25.235 --> 03:18:26.276]  He whipped her ass.
[03:18:26.276 --> 03:18:26.836]  It's over.
[03:18:26.836 --> 03:18:27.756]  You lost.
[03:18:27.756 --> 03:18:28.717]  Try to impeach him.
[03:18:28.717 --> 03:18:29.537]  Just try it.
[03:18:29.537 --> 03:18:34.580]  You will have a spasm of violence in this country, an insurrection like you've never seen.
[03:18:34.580 --> 03:18:35.341]  You think?
[03:18:35.341 --> 03:18:35.841]  No question.
[03:18:35.981 --> 03:18:40.084]  Do you think if he got impeached, the country would go to... Both sides are heavily armed, my friend.
[03:18:40.084 --> 03:18:41.765]  Yes, absolutely.
[03:18:41.765 --> 03:18:42.465]  This is not 1974.
[03:18:42.465 --> 03:18:47.029]  The people will not stand for impeachment.
[03:18:47.029 --> 03:18:51.231]  A politician who votes for it would be endangering their own life.
[03:18:51.231 --> 03:18:53.593]  There will be violence on both sides.
[03:18:53.593 --> 03:18:54.394]  I'll make this clear.
[03:18:54.394 --> 03:18:57.676]  I'm not advocating violence, but I'm predicting it.
[03:18:57.676 --> 03:19:03.180]  You're predicting that if he got impeached, there'd be some sort of civil war type... Yes, that's what I think will happen.
[03:19:03.920 --> 03:19:05.421]  Hell, that's what they've been pushing.
[03:19:05.421 --> 03:19:10.764]  And here's the thing, they want to train us to march out to face a bunch of toilet paper anti-fascists.
[03:19:10.764 --> 03:19:14.186]  If they're not killing people, they go kill cops?
[03:19:14.186 --> 03:19:18.048]  They go send folks to shoot members of Congress?
[03:19:18.048 --> 03:19:20.869]  They're killing cops and Congress people.
[03:19:20.869 --> 03:19:25.192]  I'm telling you, don't go out and fight dirty meth heads who aren't even worth killing.
[03:19:26.530 --> 03:19:31.592]  You let the leadership of the coup know, that's on TV saying they're gonna kill the president, that you know what?
[03:19:31.592 --> 03:19:33.572]  This is a two-way street, brother.
[03:19:33.572 --> 03:19:36.833]  And let them feel physics.
[03:19:36.833 --> 03:19:38.674]  Let them feel it.
[03:19:38.674 --> 03:19:41.335]  Let them know.
[03:19:41.335 --> 03:19:52.898]  Because once you let the dogs of war off the chain, they're gonna find America's restraint hadn't been weakness, hadn't been cowardice, it's been guilt at what incredible killers we are.
[03:19:52.898 --> 03:19:54.959]  How easy it is, how good we are at it.
[03:19:56.291 --> 03:19:59.194]  Your constituents can hardly walk.
[03:19:59.194 --> 03:20:00.115]  You have no idea.
[03:20:00.115 --> 03:20:03.678]  And I'm not trying to intimidate the enemy, because they're totally turned over to evil.
[03:20:03.678 --> 03:20:04.859]  They're not going to listen.
[03:20:04.859 --> 03:20:13.167]  I just want the listeners to know, if we go where they want to take us, let's give them what they came for in spades, in royal flush.
[03:20:17.475 --> 03:20:19.518]  Roger Stone, we stand at the precipice.
[03:20:19.518 --> 03:20:22.282]  The second Bolshevik Revolution is upon us in October.
[03:20:22.282 --> 03:20:24.446]  There's no doubt they're launching operations.
[03:20:24.446 --> 03:20:25.748]  Does the President know?
[03:20:25.748 --> 03:20:26.890]  What can we do, Roger Stone?
[03:20:28.820 --> 03:20:36.208]  Well, Alex, I must tell you, I got jostled on the street here in West Hollywood this morning.
[03:20:36.208 --> 03:20:38.270]  I guess this has become the way of the world.
[03:20:38.270 --> 03:20:45.518]  A citizen cannot even walk on the streets without being assaulted by hysterical leftists.
[03:20:45.518 --> 03:20:50.203]  It reflects everything you have not only said, but which you have predicted now for months.
[03:20:51.168 --> 03:20:54.309]  That this conflagration was coming.
[03:20:54.309 --> 03:20:55.450]  You remember election night?
[03:20:55.450 --> 03:20:56.010]  I'm not bragging.
[03:20:56.010 --> 03:20:57.271]  What did I tell you?
[03:20:57.271 --> 03:21:00.212]  No, you said that you were a little downcast.
[03:21:00.212 --> 03:21:09.896]  Not because we won, but because you foresaw the fact that the left would never accept the Democratic election, would never accept the result.
[03:21:09.896 --> 03:21:11.396]  I was preparing to die, Roger.
[03:21:11.396 --> 03:21:14.018]  I can see where we're going.
[03:21:14.018 --> 03:21:15.038]  But we're going to win in the end.
[03:21:15.038 --> 03:21:16.799]  But no, I was preparing to die that night.
[03:21:16.799 --> 03:21:17.299]  You understand now?
[03:21:18.089 --> 03:21:19.350]  Yes, indeed.
[03:21:19.350 --> 03:21:21.593]  I now see the big picture.
[03:21:21.593 --> 03:21:29.420]  I've never seen this kind of hysteria ever before on the political front, and they just keep ratcheting up.
[03:21:29.420 --> 03:21:36.507]  Their entire Russian gambit, which was designed to remove Trump, has failed, has fallen flat.
[03:21:36.507 --> 03:21:39.390]  Even this new email that was discovered
[03:21:40.807 --> 03:21:43.348]  Uh, in the email of Rick Dearborn.
[03:21:43.348 --> 03:21:49.391]  Oh my God, somebody on the transition team said sometime we're going to talk to Putin like you're going to talk to everybody!
[03:21:49.391 --> 03:21:52.852]  And they go, oh look, we caught him talking to the Japanese Prime Minister!
[03:21:52.852 --> 03:21:55.293]  Yeah, it's not even that serious.
[03:21:55.293 --> 03:22:04.897]  When you run a presidential campaign, you get thousands and thousands of incoming messages from well-meaning people who have no judgment.
[03:22:05.535 --> 03:22:19.818]  Whoever the person in West Virginia was who said, oh, the campaign staff should meet with Vladimir Putin, I mean, that's not only improbable, impossible, and highly unlikely, it's absurd!
[03:22:19.818 --> 03:22:22.998]  And by the way, there's no evidence that any such meeting ever happened.
[03:22:22.998 --> 03:22:25.519]  And how do we know the Democrats didn't send the email?
[03:22:25.519 --> 03:22:27.479]  It's not even a response, it's an email!
[03:22:27.479 --> 03:22:32.720]  They could send me an email saying I'm Captain Kangaroo, and say, oh look, Alex is talking to Captain Kangaroo!
[03:22:34.293 --> 03:22:37.997]  Yeah, but you see, again, the media's all over it today.
[03:22:37.997 --> 03:22:41.480]  The way they were over the Donald Trump Jr.
[03:22:41.480 --> 03:22:43.843]  meeting, as if it was something.
[03:22:43.843 --> 03:22:45.324]  They're running out of straws.
[03:22:45.324 --> 03:22:51.070]  They switched, therefore, from Russia, because that failed, to race.
[03:22:51.070 --> 03:22:56.616]  The race card and race baiting is kind of a surefire issue for the left.
[03:22:57.427 --> 03:23:02.251]  Going so far as to say anybody who voted for Donald Trump is a white supremacist.
[03:23:02.251 --> 03:23:05.754]  That's the most ridiculous thing I literally have ever heard.
[03:23:05.754 --> 03:23:06.714]  Absurd.
[03:23:06.714 --> 03:23:07.635]  Absolutely absurd.
[03:23:07.635 --> 03:23:10.818]  But clearly, I think Russia in all of it is a smoke screen for race war.
[03:23:10.818 --> 03:23:12.399]  They're going with this narrative.
[03:23:12.399 --> 03:23:14.080]  They're activating their cells.
[03:23:14.080 --> 03:23:15.641]  It's confirmed.
[03:23:15.641 --> 03:23:17.623]  Where do you think this is going?
[03:23:17.623 --> 03:23:21.506]  Well, when you have CNN and other news outlets
[03:23:22.366 --> 03:23:47.342]  Excusing the violence of the left saying because of the oppressive history of slavery That it's perfectly all right for some cops were bad all cops deserve to be killed exactly They're now calling for violence on CNN Roger It's extraordinary then the other thing I find interesting is it CNN actually has a promo to keep playing that says as the Trump presidency implodes
[03:23:48.217 --> 03:23:49.738]  Who said it's imploding?
[03:23:49.738 --> 03:23:54.459]  He's not going anywhere, other than continuing to do the job.
[03:23:54.459 --> 03:24:00.702]  Does CNN not know that their bosses are trying to entice loose cannon people to attack them?
[03:24:00.702 --> 03:24:04.623]  Don't attack folks, let them move, let them attack us first.
[03:24:04.623 --> 03:24:07.504]  We're winning intellectually, but they're the ones getting ready for violence.
[03:24:07.504 --> 03:24:11.406]  Doesn't the CNN employees realize they're being sucked into a civil war?
[03:24:12.537 --> 03:24:33.029]  Well, I think that they have sped up their timetable at CNN to call for anarchy because the handwriting's on the wall, and they know that Jeff Zucker will shortly be out, and that they will have new management that may not look as favorably on their revolutionary credo as the current management at CNN.
[03:24:33.029 --> 03:24:36.952]  That's why I think they have gone, you know, zero to 60 overnight.
[03:24:38.363 --> 03:24:42.106]  Yeah, they're trying to, it's like cockroaches when you poison them, they all start having sex.
[03:24:42.106 --> 03:24:48.631]  I always heard this, and one time I sprayed a bunch of roaches I found behind the refrigerator, and they all started having sex immediately when I sprayed them.
[03:24:48.631 --> 03:24:54.016]  It's like they know they're all done for, they're losing, so now they're trying to move the revolution forward.
[03:24:54.016 --> 03:24:56.238]  That makes perfect sense to me.
[03:24:56.238 --> 03:25:03.224]  I mean, the tone and the hysteria at CNN has now reached epic proportions, watching
[03:25:04.287 --> 03:25:07.309]  Anderson Cooper's show the other night with Ed Martin.
[03:25:07.309 --> 03:25:08.510]  Oh, it's just unreal.
[03:25:08.510 --> 03:25:10.191]  It's total foaming at the mouth.
[03:25:10.191 --> 03:25:11.532]  Five on one!
[03:25:11.532 --> 03:25:12.833]  I've never seen anything like it.
[03:25:12.833 --> 03:25:16.495]  By the way, I thought Martin handled himself pretty well under those circumstances.
[03:25:16.495 --> 03:25:18.556]  And I've seen him here on InfoWars many times.
[03:25:18.556 --> 03:25:20.778]  He's a solid, patriotic fellow.
[03:25:20.778 --> 03:25:24.000]  It took a lot of guts to go on five on one.
[03:25:24.960 --> 03:25:26.940]  Yeah, the guys wanted me to play that clip yesterday.
[03:25:26.940 --> 03:25:28.161]  It's very, very powerful.
[03:25:28.161 --> 03:25:29.621]  They all gang on.
[03:25:29.621 --> 03:25:33.222]  CNN says, quote, all Trump supporters are white supremacists.
[03:25:33.222 --> 03:25:34.622]  That is so dangerous.
[03:25:34.622 --> 03:25:35.962]  That is so wild.
[03:25:35.962 --> 03:25:41.883]  There's nowhere for them to go next when they've already had Phil Mudd saying, kill the president, we're going to kill him.
[03:25:41.883 --> 03:25:44.944]  He's a former deputy director of the CIA and FBI.
[03:25:44.944 --> 03:25:49.825]  I mean, why SWAT teams didn't take him for a kayaking trip the next morning?
[03:25:49.825 --> 03:25:50.785]  I mean, this is insane.
[03:25:51.502 --> 03:25:58.045]  Yeah, well, again, Jeff Sessions had the power to move against the Obama NSA clique.
[03:25:58.045 --> 03:26:07.871]  Those are the people orchestrating this revolution, this insurgency, specifically John Brennan, Admiral Rogers, James Clapper.
[03:26:07.871 --> 03:26:08.551]  How do you like this?
[03:26:10.772 --> 03:26:23.719]  Who got caught lying twice in front of the Congress about the government's metadata program, only to be proven to be a liar by Edward Snowden, he's now running around saying Donald Trump is unfit?
[03:26:23.719 --> 03:26:24.760]  No, dude!
[03:26:24.760 --> 03:26:26.521]  You're the one who's unfit!
[03:26:26.521 --> 03:26:29.202]  You're the one who belongs in a federal penitentiary!
[03:26:29.202 --> 03:26:30.663]  What are you talking about?
[03:26:30.663 --> 03:26:34.205]  And, Mr. Clapper, what's with the shaved head thing?
[03:26:34.205 --> 03:26:36.426]  Why do you guys all have shaved heads?
[03:26:36.426 --> 03:26:38.207]  Is this some kind of secret club or what?
[03:26:39.087 --> 03:26:42.508]  Well, let's expand on this.
[03:26:42.508 --> 03:26:43.968]  They're desperate.
[03:26:43.968 --> 03:26:45.429]  They're pathetic.
[03:26:45.429 --> 03:26:53.691]  But their constituents, everybody I know on their Uber bills, on power bills, on bank statements, there's like, there's KKK everywhere.
[03:26:53.691 --> 03:26:54.611]  Report Nazis.
[03:26:54.611 --> 03:26:56.012]  Attack them if you see them.
[03:26:56.012 --> 03:26:57.472]  The corporations are like,
[03:26:58.664 --> 03:26:59.924]  Oh, this is a revolution.
[03:26:59.924 --> 03:27:08.727]  All I'm telling you is they are now firing on all fronts, but it may just be a giant toddler event because none of them are willing to pull triggers like the Bolshevik Revolution.
[03:27:08.727 --> 03:27:13.389]  I mean, does this thing just fizzle or a few poor cops get shot in the back of the head or what happens?
[03:27:13.389 --> 03:27:14.749]  Well, I think we shall see.
[03:27:14.749 --> 03:27:20.191]  Their problem, of course, is that they are seeing ghosts where none exist.
[03:27:20.191 --> 03:27:23.993]  I've been active on the American right for 40 years.
[03:27:23.993 --> 03:27:25.173]  I've never met any Klansmen.
[03:27:25.999 --> 03:27:28.981]  I've never actually seen any white supremacists.
[03:27:28.981 --> 03:27:30.721]  I don't know any neo-Nazis.
[03:27:30.721 --> 03:27:32.822]  I think this is a handful of nuts.
[03:27:32.822 --> 03:27:34.543]  A handful of kooks.
[03:27:34.543 --> 03:27:35.684]  The idea that they're everywhere.
[03:27:35.684 --> 03:27:36.924]  No, they're nowhere.
[03:27:36.924 --> 03:27:42.827]  Now, what there are, however, is crazy left-wing radicals from Antifa and Black Lives Matter.
[03:27:42.827 --> 03:27:43.748]  There are plenty of them.
[03:27:43.748 --> 03:27:46.429]  They're so gutless, they have to wear masks.
[03:27:46.429 --> 03:27:48.870]  They won't even show their faces.
[03:27:48.870 --> 03:27:53.112]  That's because most of them, we've learned, their group got leaked.
[03:27:53.112 --> 03:27:54.413]  They're almost all school teachers.
[03:27:56.092 --> 03:28:08.137]  Well, what I find interesting is the fact that they don't recognize the American right's long adherence to the Second Amendment and the vast number of patriots who own firearms and know how to use them.
[03:28:08.137 --> 03:28:13.140]  This is why they've been trying to get guns away from patriots for so long.
[03:28:13.140 --> 03:28:15.841]  Again, I don't advocate violence.
[03:28:15.841 --> 03:28:17.462]  I renounce violence.
[03:28:17.462 --> 03:28:19.262]  I'm not condoning violence.
[03:28:19.262 --> 03:28:20.283]  I'm against violence.
[03:28:21.175 --> 03:28:23.136]  They like to twist your words.
[03:28:23.136 --> 03:28:30.857]  When you foresee what's happening, or what will happen, as I did on TMZ, well then it was, Stone calls for civil war.
[03:28:30.857 --> 03:28:32.738]  No, I call for nothing of the kind.
[03:28:32.738 --> 03:28:34.038]  Stone calls for violence.
[03:28:34.038 --> 03:28:35.399]  No, I never said that at all.
[03:28:35.399 --> 03:28:37.359]  Go listen to the whole interview.
[03:28:37.359 --> 03:28:48.682]  But they twist your words in an attempt to... All I'm doing is warning these people, you want to come kill me, and kill the President, and piss all over George Washington, you're going to get a fight, dumbass!
[03:28:50.126 --> 03:28:58.411]  George Washington freed his slaves, and he also made financial arrangements so they would all have an opportunity.
[03:28:58.411 --> 03:29:01.393]  He was a great man, father of our country.
[03:29:01.393 --> 03:29:05.015]  Now they want to tear down his portrait, tear down his statues?
[03:29:05.015 --> 03:29:05.556]  Ridiculous.
[03:29:06.810 --> 03:29:14.492]  He was born into all that and then reportedly most his wealth went to putting people into education and giving them money when he ended it.
[03:29:14.492 --> 03:29:16.773]  But it doesn't matter that the West ended slavery.
[03:29:16.773 --> 03:29:17.713]  They project the lie.
[03:29:17.713 --> 03:29:22.475]  I want to come back to Doug Hagman and get his take on this incredible breakdown of Roger Stone and also look at other attacks.
[03:29:22.475 --> 03:29:27.256]  It was Roger Stone predicted the whole Alzheimer's thing, the whole early onset dementia.
[03:29:27.256 --> 03:29:28.517]  Now that's there.
