[00:00:07.577 --> 00:00:08.577]  Paul Watson reports.
[03:29:56.441 --> 03:29:59.145]  Alex Jones and the GCN Radio Network.
[03:30:03.718 --> 03:30:10.964]  A 44-year-old father was beat by a gang of teenagers and knocked out with a skateboard after he asked them to stop smoking marijuana on a Dallas train.
[03:30:11.564 --> 03:30:19.370]  The group of teenagers included young men and women who punched the father and threw him against the train's doors before arriving at the station near Deep Ellum in Dallas, Texas.
[03:30:20.031 --> 03:30:24.815]  In world news, 22.5% of the German population now has a migrant background.
[03:30:25.475 --> 03:30:29.559]  Migrants and their children make up an estimated 18.6 million people in Germany.
[03:30:30.319 --> 03:30:37.604]  According to the Federal Statistical Office, which attributed the shocking statistic to German Chancellor Angela Merkel and her open border policies.
[03:30:38.825 --> 03:30:45.669]  In contrast, President Trump plans to overhaul immigration laws in America as part of his wide-ranging agenda to tighten border security.
[03:30:46.430 --> 03:30:56.056]  The president is working with two senators to draft a bill to create a skills-based immigration program that gives priority to Americans by cutting down on work visa abuse, among other things.
[03:30:56.601 --> 03:31:00.704]  For more breaking news and reports, check back at InfoWars.com throughout the day.
[03:31:00.924 --> 03:31:02.145]  This is Kid Daniels reporting.
[03:31:03.206 --> 03:31:06.748]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[03:31:07.208 --> 03:31:13.252]  Nothing triggers safe space snowflakes more than this slogan and my face.
[03:31:13.473 --> 03:31:16.455]  It is the new t-shirt from InfoWarsStore.com.
[03:31:16.835 --> 03:31:19.837]  Conservatism is the new counterculture.
[03:31:20.037 --> 03:31:23.479]  You've seen how much this triggers the safe space snowflakes.
[03:31:23.820 --> 03:31:24.280]  The left
[03:31:24.620 --> 03:31:25.561]  ...controls culture.
[03:31:25.581 --> 03:31:26.562]  They control art.
[03:31:26.642 --> 03:31:27.843]  They control entertainment.
[03:31:28.163 --> 03:31:35.250]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[03:31:35.290 --> 03:31:37.692]  We are striking back in the culture war.
[03:31:38.192 --> 03:31:42.056]  This triggers snowflakes like nothing you've ever seen in your life.
[03:31:42.096 --> 03:31:44.178]  You've seen how much they absolutely hate
[03:31:44.798 --> 03:31:50.165]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[03:31:50.425 --> 03:31:56.693]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[03:31:56.753 --> 03:31:58.455]  It will make me incredibly happy.
[03:31:58.595 --> 03:31:59.777]  It's available right now.
[03:32:00.097 --> 03:32:02.280]  Get yours at infowarsstore.com.
[03:32:03.123 --> 03:32:04.504]  Clean, pure drinking water.
[03:32:04.784 --> 03:32:06.065]  You can't survive without it.
[03:32:06.265 --> 03:32:07.165]  But where do you get it?
[03:32:07.465 --> 03:32:13.229]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:32:13.449 --> 03:32:19.172]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:32:19.372 --> 03:32:36.256]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:32:36.616 --> 03:32:38.758]  Filter capacity up to 5,000 gallons.
[03:32:39.118 --> 03:32:40.299]  Stainless steel construction.
[03:32:40.579 --> 03:32:41.360]  Easy assembly.
[03:32:41.620 --> 03:32:42.240]  Low maintenance.
[03:32:42.521 --> 03:32:44.362]  Replacement filters are simple to install.
[03:32:44.622 --> 03:32:51.747]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[03:32:51.907 --> 03:32:56.931]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[03:32:57.111 --> 03:32:59.893]  Go to InfowarsStore.com or call 888-253-3139.
[03:32:59.953 --> 03:33:00.074]  Flex!
[03:33:12.219 --> 03:33:20.742]  Discover trends and global developments years before they happen, right here on the Alex Jones Show.
[03:33:21.423 --> 03:33:24.364]  And now, your host, Mike Cernovich.
[03:33:31.710 --> 03:33:32.531]  Welcome back.
[03:33:32.911 --> 03:33:34.572]  Mike Cernovich here with the 4th Hour.
[03:33:34.712 --> 03:33:36.032]  Real Alex Jones.
[03:33:36.093 --> 03:33:37.914]  We got a lot to talk about today.
[03:33:38.634 --> 03:33:45.838]  As you may or may not have known, I launched a big new site called McMasterLeaks.com and McMasterFacts.
[03:33:46.793 --> 03:33:55.941]  And what this is going to offer is sort of a clearinghouse about all the information about McMaster that the media doesn't want people to know about.
[03:33:56.042 --> 03:33:58.584]  And I've already gotten a lot of calls about that website.
[03:33:58.924 --> 03:34:00.225]  CNN called me about it.
[03:34:00.766 --> 03:34:05.990]  The Anti-Defamation League has now accused me of anti-Semitism.
[03:34:06.431 --> 03:34:12.797]  Because if you look at the image on McMasterFacts.com, you can see that I have George Soros up there.
[03:34:13.537 --> 03:34:17.240]  And they're saying, well, that's like a code word for anti-Semitism.
[03:34:17.880 --> 03:34:21.382]  Because, you know, because me, like, when do I ever hide what I have to think?
[03:34:22.023 --> 03:34:25.945]  When does anybody ever accuse Mike Cernovich of not sharing his opinion?
[03:34:25.985 --> 03:34:28.427]  If I didn't like some group of people, I would just say I didn't like them.
[03:34:28.447 --> 03:34:29.367]  What are they going to do?
[03:34:29.407 --> 03:34:32.289]  You know, they already try to ban me and frame me for things I don't even do.
[03:34:33.330 --> 03:34:39.894]  So they've said by having Soros as a puppet for McMaster and Petraeus, and then of course I have the Saudis as the puppet for Soros.
[03:34:40.819 --> 03:34:43.040]  Then this is some kind of weird code or whatever.
[03:34:43.060 --> 03:34:47.783]  So I think it's interesting, but the site has been a really big success.
[03:34:47.803 --> 03:34:51.445]  I've been asked about it by every major news outlet.
[03:34:51.865 --> 03:34:53.506]  Newsweek is doing a report on it.
[03:34:53.586 --> 03:34:54.907]  CNN is doing a big report on it.
[03:34:55.247 --> 03:34:59.269]  And of course, of course, I'm the bad guy, right?
[03:34:59.589 --> 03:35:01.850]  They're calling it a harassment website.
[03:35:01.930 --> 03:35:02.991]  I'm not kidding you.
[03:35:03.531 --> 03:35:04.952]  You can't make this kind of stuff up.
[03:35:05.532 --> 03:35:10.355]  They are saying that Mike Cernovich, a journalist working out of his home,
[03:35:11.127 --> 03:35:21.154]  In Southern California, who hangs out with his eight-month-old daughter, with an iPhone and a laptop, is bullying H.R.
[03:35:21.174 --> 03:35:24.616]  McMaster, the National Security Advisor.
[03:35:25.597 --> 03:35:31.420]  The National Security Advisor is afraid of me, exposing him, and let's tell you why he's afraid of me.
[03:35:32.641 --> 03:35:38.125]  He's afraid of me because it's been reported now, so I can say it, he has a major alcohol problem.
[03:35:38.894 --> 03:35:43.197]  With every meal, two martinis, a full bottle of wine, sometimes two bottles of wine.
[03:35:43.558 --> 03:35:45.439]  He really likes California red wine.
[03:35:46.140 --> 03:35:53.665]  So if you want to, you know, cozy up to McMaster, who knows what kind of services you can get out of him if you bring him some California red.
[03:35:54.126 --> 03:35:58.008]  Now, granted, I enjoy a glass or two of wine a night myself.
[03:35:58.028 --> 03:36:02.992]  So I'm not judging why two martinis and one or two bottles of wine is a lot of booze.
[03:36:03.232 --> 03:36:04.133]  I mean, let's just be honest.
[03:36:04.613 --> 03:36:06.535]  If you're taking down two vodka martinis,
[03:36:07.864 --> 03:36:09.044]  And one or two bottles of wine.
[03:36:09.604 --> 03:36:10.585]  That's a lot of booze.
[03:36:10.745 --> 03:36:12.385]  That isn't a few, you know, glasses of wine.
[03:36:12.405 --> 03:36:13.765]  That's going to put you in bed at night.
[03:36:14.485 --> 03:36:15.726]  Yeah, exactly, right.
[03:36:16.086 --> 03:36:17.626]  That's a real, real tranquilizer.
[03:36:18.486 --> 03:36:23.708]  And the bigger issue is that he is entrusted with all of our national security secrets.
[03:36:23.768 --> 03:36:25.588]  So is he getting drunk and running his mouth?
[03:36:26.108 --> 03:36:27.528]  Well, as a matter of fact, he was.
[03:36:27.608 --> 03:36:28.929]  Again, this is all being reported.
[03:36:29.609 --> 03:36:30.209]  Or it should be.
[03:36:30.249 --> 03:36:30.609]  I don't know.
[03:36:30.649 --> 03:36:31.929]  I maybe just scooped somebody.
[03:36:31.949 --> 03:36:32.890]  I never know.
[03:36:32.910 --> 03:36:34.430]  Because I know so much going on.
[03:36:35.191 --> 03:36:44.218]  That I'm always, you know, holding back because I don't know if I'm scooping people, but he gets really drunk and will insult and denigrate Trump around anybody who will listen.
[03:36:44.258 --> 03:36:45.179]  This is his M.O.
[03:36:45.199 --> 03:36:52.825]  He's a total boozer, total partier, which is, again, fine, you know, but if you want to be the national security advisor, that can't be allowed.
[03:36:52.845 --> 03:36:54.626]  Because he gets patted on the head in D.C.
[03:36:54.686 --> 03:37:00.231]  I mean, he is a true loser, a true nobody, a true pawn of Petraeus.
[03:37:01.414 --> 03:37:07.498]  Yeah, and there's a lot of rumors too that he's engaging in activities with a colleague that shouldn't be happening.
[03:37:07.758 --> 03:37:10.719]  They were seen sharing a dessert with dinner.
[03:37:10.739 --> 03:37:19.985]  So we don't know quite fully what's going on there, but I've heard a lot of rumors, which again could be a national security threat because that could make him subject to blackmail.
[03:37:20.025 --> 03:37:26.108]  So we know he's a hard partier, a big boozer, likes to share desserts with a certain female colleague.
[03:37:26.689 --> 03:37:29.650]  He, you know, they're spooning each other, you know, the lava cake or whatever.
[03:37:31.601 --> 03:37:33.103]  We know they like to bash Trump.
[03:37:33.564 --> 03:37:37.650]  So this is why CNN is going after me and the Deep State is going after me.
[03:37:37.670 --> 03:37:43.558]  They're saying, oh, Cernovich is an anti-Semite for having George Soros as a puppet of the Saudis.
[03:37:44.019 --> 03:37:44.860]  But wait a minute.
[03:37:45.754 --> 03:37:55.616]  McMaster has said that if you're Jewish and you're pro-Israel, you cannot go to Israel, because he said that you can't trust Jews who visit Israel.
[03:37:55.636 --> 03:37:59.997]  They might be a top security clearance risk, because maybe they're spies.
[03:38:00.017 --> 03:38:02.998]  By the way, Israel has officially listed Soros as a threat.
[03:38:05.138 --> 03:38:05.578]  Exactly.
[03:38:05.939 --> 03:38:07.419]  Yeah, Soros is anti-Israel.
[03:38:07.599 --> 03:38:08.399]  That's the whole point.
[03:38:08.439 --> 03:38:12.120]  But Soros is Deep State, and Deep State is now targeting
[03:38:12.905 --> 03:38:17.447]  Israel and targeting anybody who is pro-Israel, and that's what McMaster's been doing.
[03:38:17.467 --> 03:38:19.768]  And that's because they've merged with the Islamic group.
[03:38:19.848 --> 03:38:22.129]  That's what's in this memo that McMaster fired the guy over.
[03:38:22.909 --> 03:38:23.229]  Exactly.
[03:38:23.269 --> 03:38:28.231]  I mean, Rich Higgins, that thing was a work of genius, you know, and Rosie Gray of the Atlantic got the scoop.
[03:38:28.571 --> 03:38:32.112]  You know, I was even told her I was very, because she was interviewing me today for something.
[03:38:32.492 --> 03:38:35.213]  And I even said, like, I don't get jealous often.
[03:38:35.253 --> 03:38:36.694]  I'm glad that she got that scoop.
[03:38:37.409 --> 03:38:41.710]  But I wish I'd have that because that memo was powerful stuff.
[03:38:41.770 --> 03:38:47.932]  I would have, you know, I really would have wanted to share that, but I'm glad it got out through a mainstream outlet because then it really went through.
[03:38:47.972 --> 03:38:48.152]  Right.
[03:38:48.732 --> 03:38:54.114]  So speaking of Richard Higgins, there's an article I sent to the Great Production Team.
[03:38:54.714 --> 03:39:00.236]  I have been listed along with the Ayatollah Khomeini as a threat to the Jewish people.
[03:39:00.816 --> 03:39:01.976]  You cannot make this up.
[03:39:02.636 --> 03:39:04.837]  The Jewish Forward Daily publication
[03:39:05.689 --> 03:39:12.094]  Has listed people who are a threat to Jews and they're putting me in the same group as the Ayatollah Khomeini.
[03:39:13.835 --> 03:39:15.676]  How does that make any sense, right?
[03:39:15.696 --> 03:39:17.798]  I don't even hardly talk about Zionism or anything.
[03:39:17.838 --> 03:39:19.659]  It isn't an issue I even talk about that much.
[03:39:20.099 --> 03:39:25.963]  But it's McMaster who is actually purging the NSC of all the Jewish people.
[03:39:26.003 --> 03:39:30.747]  And it's McMaster who is discriminating against pro-Israeli Jews and telling them that you can't be here.
[03:39:31.826 --> 03:39:47.315]  So I am now on another hit list by an anti-defamation left-wing organization, and the article, the Forward magazine article says 19 people, or 18 people, Jews should worry about more than Linda Sarsour.
[03:39:48.175 --> 03:39:49.936]  I mean, seriously, think about that.
[03:39:50.416 --> 03:39:55.779]  They are now actively... The Forward is literally now a PLO front.
[03:39:56.420 --> 03:39:56.800]  Yeah.
[03:39:57.401 --> 03:40:11.885]  They're advocating for her, and saying people like... She called for jihad, the overthrow of Israel, has family in prison in Israel, literally is funded by Soros the Nazi, and then here's the foreword, these 20... In fact, print me that article, I saw that this morning.
[03:40:12.225 --> 03:40:13.825]  The 20... Oh my gosh.
[03:40:14.866 --> 03:40:16.246]  Yeah, so I thought it was a joke.
[03:40:16.346 --> 03:40:17.927]  I didn't know that was a real publication.
[03:40:17.987 --> 03:40:19.487]  I thought it was like The Onion or something.
[03:40:20.262 --> 03:40:23.686]  And then friends of mine were like, no, that's actually a real publication.
[03:40:23.726 --> 03:40:24.727]  I thought it was The Onion.
[03:40:24.927 --> 03:40:25.948]  No, no, no.
[03:40:26.008 --> 03:40:28.451]  The Forward is the biggest Jewish publication in the U.S.
[03:40:29.211 --> 03:40:29.672]  Is it really?
[03:40:29.692 --> 03:40:31.894]  Okay, yeah, I thought it was a satire site.
[03:40:32.295 --> 03:40:35.678]  Because they list me along with... Well, it pretty much is now.
[03:40:35.718 --> 03:40:36.960]  They call Trump anti-Semitic.
[03:40:37.880 --> 03:40:39.042]  Yeah, Bannon was on there.
[03:40:39.102 --> 03:40:40.583]  Sebastian Gorka was on there.
[03:40:40.643 --> 03:40:42.045]  Several Jewish people are on that list.
[03:40:42.065 --> 03:40:42.906]  Oh, I'm in there all the time.
[03:40:43.737 --> 03:40:54.363]  And they're defending Linda Sarsour, who supports female genital mutilation, supports terrorism against Israel, views Israel as a segregated state and an unlawful occupier.
[03:40:54.383 --> 03:40:56.104]  That's hilarious.
[03:40:56.144 --> 03:40:56.845]  You're on the list.
[03:40:56.885 --> 03:40:57.866]  That's hilarious.
[03:40:58.446 --> 03:40:59.807]  Next to the Ayatollah.
[03:41:00.688 --> 03:41:01.569]  Yeah, right?
[03:41:02.230 --> 03:41:03.532]  That's why I thought it was a prank.
[03:41:03.893 --> 03:41:06.417]  I didn't think it was actually a real website.
[03:41:06.577 --> 03:41:13.449]  I told Khamenei, to me that was where, you know, when you troll you have to be subtle because if you troll too much, you give it away.
[03:41:14.224 --> 03:41:19.505]  And when they put me above the Ayatollah Khomeini, I go, God, this is like a prank website or something like that.
[03:41:19.625 --> 03:41:21.265]  And apparently it's a real website.
[03:41:21.705 --> 03:41:22.545]  Well, here's the good news.
[03:41:22.605 --> 03:41:24.406]  I know I said I was going, but I'm always sitting here and listen.
[03:41:26.126 --> 03:41:36.368]  They seem strong in some ways, weak in others, but they're freaking out, openly calling for coups, trying to have this fake swamp birth of this grand jury right out of the swamp.
[03:41:36.388 --> 03:41:37.668]  They're not even trying to hide it.
[03:41:38.988 --> 03:41:40.409]  Where does this go then?
[03:41:40.429 --> 03:41:42.749]  I mean, how are the globalists doing right now?
[03:41:43.956 --> 03:41:53.485]  Well, they're hurting because that's why they're attacking us so violently and going after us so viciously, because if they were winning, they would just leave us alone, right?
[03:41:53.525 --> 03:41:56.687]  If we were just random nobodies, if we weren't important people.
[03:41:56.707 --> 03:42:02.132]  I mean, they literally, in Bloomberg and AP, admit they fear you, particularly, and your sources.
[03:42:02.613 --> 03:42:03.293]  They hate us.
[03:42:04.034 --> 03:42:07.937]  They have a whole new Comedy Central show that's going to air five nights a week about me.
[03:42:09.002 --> 03:42:10.303]  Misrepresenting who I am.
[03:42:11.023 --> 03:42:12.904]  Trevor Noah has a new show in a couple of days.
[03:42:12.924 --> 03:42:14.224]  It's coming out about me.
[03:42:14.464 --> 03:42:15.725]  It's been in production for weeks.
[03:42:16.065 --> 03:42:18.766]  They spent three weeks on this John Oliver piece.
[03:42:19.466 --> 03:42:20.307]  I mean, what the...
[03:42:22.378 --> 03:42:24.159]  Well, and who do you think is funding that?
[03:42:24.199 --> 03:42:24.860]  The Deep State?
[03:42:25.280 --> 03:42:30.404]  As you know, Operation Mockingbird, the CIA are the ones funding all of this production.
[03:42:30.424 --> 03:42:31.765]  Exactly, but it's so surreal.
[03:42:31.825 --> 03:42:33.346]  Don't they get the Streisand effect?
[03:42:33.506 --> 03:42:35.948]  Or the Sex Pistols effect?
[03:42:35.988 --> 03:42:40.031]  That they're trying to make us the dirty, evil devil that no one's allowed to look at.
[03:42:40.411 --> 03:42:42.613]  And then all it does is make us more avant-garde.
[03:42:43.093 --> 03:42:45.715]  All week, I get so many, just like you do, the high fives now.
[03:42:46.175 --> 03:42:48.097]  Or like, I can't even walk down the street now.
[03:42:48.477 --> 03:42:54.242]  Every race, color, creed, high fives, every hundredth person says, screw you, Russian, hope you die.
[03:42:54.482 --> 03:42:57.524]  But I mean, it's not working is what I'm saying.
[03:42:58.225 --> 03:43:00.207]  Well, that's because most people fold.
[03:43:00.707 --> 03:43:07.373]  Most people don't know that as long as all eyes are on you, once you have all eyes on you, it doesn't mean what they said about you.
[03:43:07.693 --> 03:43:09.554]  You now dictate the narrative.
[03:43:09.835 --> 03:43:11.296]  And that is why, to her credit,
[03:43:12.116 --> 03:43:15.338]  Abby, I think, Alzheimer, Washington Post.
[03:43:15.418 --> 03:43:19.441]  I go, wow, this is actually a real article about Alex Jones to me.
[03:43:19.721 --> 03:43:21.963]  Now, sure, they call us conspiracy theorists or whatever.
[03:43:22.283 --> 03:43:24.864]  But they had to admit that we kept bragging stories.
[03:43:25.345 --> 03:43:26.025]  Yeah, exactly.
[03:43:26.265 --> 03:43:29.007]  So I was like, holy cow, you know, I get it.
[03:43:29.107 --> 03:43:31.128]  Honest Journalism and the Washington Post about us.
[03:43:31.188 --> 03:43:38.213]  And then New York Times did an honest article on Stefan Molyneux and Paul Joseph Watson about how YouTube is a new talk radio.
[03:43:39.051 --> 03:43:44.332]  And so even the people who are, you know, younger and cover this stuff are starting to understand it.
[03:43:44.792 --> 03:43:48.053]  And that is, again, why they want to get us all banned and shut down from social media.
[03:43:48.073 --> 03:43:55.554]  Oh, you told me this when we first, you know, turned the talk on the phone like a year ago, but I've run into it now, where big reporters for big publications go, listen, I know a lot of what you say is true.
[03:43:55.614 --> 03:43:55.994]  I hate it.
[03:43:56.555 --> 03:43:57.255]  They rewrite it.
[03:43:57.375 --> 03:44:01.136]  Believe me, we try to make it comical as a joke on the old guys that run this.
[03:44:01.536 --> 03:44:03.636]  So a lot of times we see these articles that sound like a joke.
[03:44:03.956 --> 03:44:07.937]  It's because they're actually sabotaging it for us because they feel bad.
[03:44:09.440 --> 03:44:10.260]  Yeah, they don't.
[03:44:10.921 --> 03:44:19.744]  Most of the people that I'm meeting, the under 30 people, I'm actually optimistic about Journalism America of the under 30, under 35 people.
[03:44:20.064 --> 03:44:23.105]  Because a lot of them, they want to do real stories.
[03:44:23.205 --> 03:44:26.526]  They're tired of going through Twitter and finding a tweet and going, oh my God.
[03:44:27.265 --> 03:44:31.227]  Do a big story on what they find on Reddit or what they find, you know, on Twitter or something.
[03:44:31.547 --> 03:44:40.330]  They want to actually do human interest stuff, talk to people, see how people work, meet their family, find out if people are conflicted, find out the pros and cons.
[03:44:40.610 --> 03:44:44.932]  They want to do the really deep, kind of rich look into people in the media.
[03:44:45.232 --> 03:44:46.233]  The people under 35, they're bored.
[03:44:47.679 --> 03:44:49.560]  Well, let's expand on that, though.
[03:44:50.220 --> 03:44:56.242]  When they came out with the New York Times article a few months ago, a big cover story about how dangerous Infowars, how big we are, a bunch of censorship started.
[03:44:56.282 --> 03:44:57.362]  They pulled some of our advertising.
[03:44:57.782 --> 03:45:04.384]  The same thing with this thing about talk radio and you and Paul and Molyneux dominating and all this.
[03:45:04.724 --> 03:45:15.948]  It's like they're targeting us, but it's this weird paradox where they admit we're huge and popular, but then they try to censor us while they then try to create the straw man that we are, and that is beyond cheating.
[03:45:17.296 --> 03:45:22.438]  Again, even the New York Times admits that YouTube is using algorithms to block us.
[03:45:22.958 --> 03:45:25.939]  They even admit they're censoring us and that we're rock stars.
[03:45:26.159 --> 03:45:28.600]  And I want the audience to know it's not about me being a cool rock star.
[03:45:28.740 --> 03:45:29.700]  They're trying to kill me.
[03:45:29.720 --> 03:45:31.461]  They're coming after everybody.
[03:45:31.481 --> 03:45:32.561]  This is a death battle.
[03:45:32.741 --> 03:45:34.141]  They're trying to kill the Prez.
[03:45:34.402 --> 03:45:36.142]  If they get him, believe me, I'm next.
[03:45:36.382 --> 03:45:37.623]  Believe me, Rand Paul's next.
[03:45:37.843 --> 03:45:39.083]  Believe me, Matt Drudge is next.
[03:45:39.303 --> 03:45:40.664]  Believe me, Mike Cernovich is next.
[03:45:41.364 --> 03:45:42.964]  Believe me, Michael Savage is next.
[03:45:43.064 --> 03:45:44.785]  This is not a game, people.
[03:45:45.345 --> 03:45:46.566]  This is not a game!
[03:45:46.766 --> 03:45:48.026]  They're coming after us!
[03:45:48.266 --> 03:45:49.147]  They're scum!
[03:45:49.767 --> 03:45:52.168]  Have you been to an Antifa event?
[03:45:52.208 --> 03:45:54.229]  Sorry, Cernovich, skip this break.
[03:45:55.009 --> 03:45:56.490]  No, stay on.
[03:45:56.550 --> 03:45:57.490]  It's always more fun.
[03:45:57.550 --> 03:46:00.251]  I know you invite me on, I just can't.
[03:46:00.331 --> 03:46:01.232]  It's so real!
[03:46:01.592 --> 03:46:02.412]  Don't people get this?
[03:46:02.432 --> 03:46:03.293]  This isn't a game!
[03:46:04.500 --> 03:46:05.380]  Well, they're getting it.
[03:46:05.520 --> 03:46:12.382]  People are starting to get it, I mean... But I mean, they're funding the most radical Muslims on purpose to murder Christians en masse!
[03:46:13.182 --> 03:46:16.462]  Well, they're murdering Jews now too, which is what I don't understand, right?
[03:46:16.822 --> 03:46:29.185]  Where they're supporting people like Linda Sarsour, who supports Palestinian terrorism against Jews, and I'm thinking, you're worried about a Ben Garrison, the most inoffensive guy that you'll ever meet, the nicest guy in the world, he was really, like,
[03:46:30.306 --> 03:46:32.747]  He was like, well, wait a minute, I don't understand why they're even doing this.
[03:46:32.788 --> 03:46:35.750]  And I go, well, Ben, you're not used to... You're important, Ben.
[03:46:36.010 --> 03:46:36.771]  You're the voice.
[03:46:36.851 --> 03:46:43.355]  You are the modern Paul Revere of editorial cartoons, and they want to scare you and ruin your life.
[03:46:44.336 --> 03:46:49.320]  Yeah, I mean, he'll be remembered as maybe the greatest political cartoonist in world history, certainly U.S.
[03:46:49.360 --> 03:46:49.720]  history.
[03:46:49.760 --> 03:46:51.662]  He's already the greatest of our generation.
[03:46:52.242 --> 03:46:55.643]  And they realize the value of culture and art.
[03:46:55.983 --> 03:46:59.065]  That's why they're so triggered by that McMaster Facts website.
[03:46:59.085 --> 03:47:00.245]  That's why I commissioned.
[03:47:00.765 --> 03:47:04.006]  And again, we are, you know, listener-supported, viewer-supported.
[03:47:04.326 --> 03:47:05.667]  All that money goes back out.
[03:47:05.847 --> 03:47:07.708]  I paid Ben Garrison to do that cartoon.
[03:47:08.048 --> 03:47:10.129]  I didn't say, oh, Ben, you know, you're a friend of mine.
[03:47:10.429 --> 03:47:11.109]  Cut me a break.
[03:47:11.209 --> 03:47:12.669]  I said, I love Ben Garrison.
[03:47:12.790 --> 03:47:13.770]  I want to support your work.
[03:47:14.310 --> 03:47:26.014]  I funded all kinds of, you know, works from him, original commissions, so the money that comes in from the people, that goes right back out to the community, because we have to fund... And by the way, I've said this, I haven't done it, because everybody's so busy, I want to call him today.
[03:47:26.094 --> 03:47:33.596]  I want to partner with him in the store, fund our operation, fund him, and think big, and sell all his posters, sell his work.
[03:47:33.636 --> 03:47:34.596]  I talked about that months ago.
[03:47:34.636 --> 03:47:35.376]  We need to do that.
[03:47:35.616 --> 03:47:39.918]  The audience needs to then celebrate his art, hang it in their homes, hang it in their businesses.
[03:47:39.958 --> 03:47:43.199]  This is a culture war, and the globalists want to control the art and the culture.
[03:47:44.219 --> 03:47:45.861]  Not let them control it!
[03:47:46.101 --> 03:47:53.748]  And everybody should go to Ben Garrison's site and buy his material because he took a pay cut getting kicked off major newspapers when he started backing Trump.
[03:47:55.017 --> 03:47:59.958]  Yeah, he has the book in the InfoWarStore.com, the 2016 Presidential Collection.
[03:48:00.018 --> 03:48:01.438]  I actually have that book myself.
[03:48:01.498 --> 03:48:01.918]  I bought it.
[03:48:01.978 --> 03:48:02.278]  It's good.
[03:48:02.619 --> 03:48:05.559]  And that's why people always say, how can you support what we do?
[03:48:05.639 --> 03:48:08.620]  And I go to just go to InfoWarStore.com.
[03:48:08.940 --> 03:48:10.660]  1776 sale going on right now.
[03:48:11.400 --> 03:48:12.341]  Some of the best products.
[03:48:12.361 --> 03:48:17.102]  Let's talk about how we support you because, you know, people attack you because you're so successful.
[03:48:17.122 --> 03:48:17.562]  They hate it.
[03:48:17.582 --> 03:48:20.682]  And then they bitch and complain that you do fundraisers and then change the world with it.
[03:48:21.002 --> 03:48:23.723]  But I want you to come out with some products, some T-shirts.
[03:48:24.463 --> 03:48:28.246]  I was even saying, you need some supplements, you were already on it developing a really good one.
[03:48:28.526 --> 03:48:30.588]  So again, I want competition.
[03:48:30.828 --> 03:48:31.568]  I want wealth.
[03:48:31.989 --> 03:48:32.849]  I want success.
[03:48:33.110 --> 03:48:38.013]  I want to take over the globalist system, defeat it, turn America back on in the Renaissance.
[03:48:38.193 --> 03:48:41.376]  Because I want the life extension technology that comes out of a Renaissance.
[03:48:41.656 --> 03:48:49.082]  I want the big nice roads, and the big nice hotels, and the golf courses, and the culture, and the churches, and the goodness, and the wealth, and the success.
[03:48:49.582 --> 03:48:50.423]  I don't want it now!
[03:48:50.743 --> 03:48:52.624]  I don't want Islam ruling my life!
[03:48:52.864 --> 03:48:57.147]  I don't want a bunch of devil-worshipping liberals obsessed with my kids, sexualizing them!
[03:48:57.328 --> 03:48:58.288]  And they want a war?
[03:48:58.488 --> 03:48:59.529]  They've got one!
[03:49:00.590 --> 03:49:07.215]  And that's the problem, and that's what they do all the time, is they want to take over art, culture, and they want to make it debased.
[03:49:07.235 --> 03:49:11.758]  So the CIA, of course, had funded the modern art movement, the debased modern art that we have now.
[03:49:11.778 --> 03:49:15.140]  That was a CIA operation, but oh, it's a conspiracy theory, everything.
[03:49:15.400 --> 03:49:15.941]  We, oh!
[03:49:16.021 --> 03:49:16.901]  That's declassified.
[03:49:17.782 --> 03:49:26.628]  I don't know if you got this message, but I've been in touch with, I won't name who it is, a very, very, very big-time, big-time author wants to do a book with you.
[03:49:26.648 --> 03:49:28.589]  You know, we have so much to talk about, Alex.
[03:49:28.609 --> 03:49:29.049]  I gotta come out here.
[03:49:29.069 --> 03:49:29.509]  I missed the message.
[03:49:29.529 --> 03:49:30.270]  I can't even keep track of it.
[03:49:30.290 --> 03:49:30.990]  Well, I want to do it, too.
[03:49:31.851 --> 03:49:32.651]  Just catch up with it.
[03:49:32.751 --> 03:49:34.933]  It would be like the history according to Alex Jones.
[03:49:35.583 --> 03:49:42.311]  And then show how everything you said was actually proven later on as right and have everything documented and everything.
[03:49:42.331 --> 03:49:48.898]  That's why they're attacking us and misrepresenting what we said with straw man is because they're scared that everything you've been saying is documented.
[03:49:48.938 --> 03:49:50.160]  What I've been saying is coming true.
[03:49:50.780 --> 03:49:53.303]  It isn't that they just reported now gay frogs are real.
[03:49:53.343 --> 03:49:55.826]  I was reading scientific reports 20 years ago.
[03:49:55.886 --> 03:49:57.928]  But again, people are like, wow, it just came true.
[03:49:57.968 --> 03:49:58.749]  It's in the newspaper.
