[00:00:00.009 --> 00:00:00.329]  Tom.
[02:33:28.817 --> 02:33:30.979]  Roosevelt was born on February 11th.
[02:33:31.359 --> 02:33:34.301]  General Rommel, the Desert Fox, was born on February 11th.
[02:33:34.982 --> 02:33:36.703]  Jennifer Aniston was born on February 11th.
[02:33:37.083 --> 02:33:39.485]  Kelly Rowland, the singer, born on February 11th.
[02:33:39.885 --> 02:33:41.066]  Now this is the really weird one.
[02:33:42.127 --> 02:33:45.770]  That's not Sheryl Crow or Thomas Edison or Burt Reynolds or Sarah Palin.
[02:33:46.370 --> 02:33:52.815]  Alex Jones, the BBC... One of the top shows on the BBC the last five years.
[02:33:53.536 --> 02:33:55.437]  Alex Jones, 39, of Wales.
[02:33:55.477 --> 02:33:56.318]  She speaks Gaelic.
[02:33:58.331 --> 02:34:01.677]  I was on her show, but they did it taped, so I wasn't on with her.
[02:34:04.944 --> 02:34:07.566]  And I, look, I want Alex Jones on the show.
[02:34:07.586 --> 02:34:11.450]  She was born the same day as the same name, and I've looked her up.
[02:34:12.270 --> 02:34:14.412]  She's from Wales, her first language is like Gaelic.
[02:34:15.393 --> 02:34:22.039]  She can speak Welsh, and she also speaks English, and she's, you know, a big TV star over there.
[02:34:22.059 --> 02:34:24.241]  She's on Dancing with the Stars and all that stuff too.
[02:34:24.521 --> 02:34:28.064]  The point is, is this woman was born on the same day in England.
[02:34:28.685 --> 02:34:29.665]  I was born in Dallas.
[02:34:30.086 --> 02:34:32.047]  She has the same name, and she's in media.
[02:34:32.944 --> 02:34:35.765]  That's why if you Google Alex Jones and click images, half of them are her.
[02:34:36.245 --> 02:34:39.106]  How crazy is that?
[02:34:39.746 --> 02:34:42.406]  Let's search Alex Jones and put her up.
[02:34:43.407 --> 02:34:44.287]  Let's see.
[02:34:45.607 --> 02:34:47.047]  There's a bunch of people born on that date.
[02:34:47.147 --> 02:34:48.068]  Leslie Nielsen?
[02:34:48.848 --> 02:34:49.828]  Now that's really cool.
[02:34:50.348 --> 02:34:52.369]  The guy from Forbidden Planet.
[02:34:55.890 --> 02:34:57.130]  So many other people.
[02:34:57.170 --> 02:34:59.591]  I'm not going to go over all these folks born on February 11th.
[02:35:00.471 --> 02:35:01.071]  Oh my gosh.
[02:35:02.247 --> 02:35:03.429]  Zsa Zsa Gabor?
[02:35:03.449 --> 02:35:05.752]  This is really getting weird.
[02:35:05.792 --> 02:35:08.175]  Oh, and there's all these new people.
[02:35:08.215 --> 02:35:09.497]  I don't know who all these people are.
[02:35:11.880 --> 02:35:14.003]  Very, very bizarre.
[02:35:15.905 --> 02:35:18.249]  That Lloyd Benson?
[02:35:20.256 --> 02:35:25.661]  Oh yeah, Jeb Bush, don't forget that, Jeb Bush shares my birthday.
[02:35:26.461 --> 02:35:28.723]  That is not the most flattering photo of Alex Jones you've found.
[02:35:29.504 --> 02:35:31.446]  Type Alex Jones into Google and show how it's me and her.
[02:35:31.466 --> 02:35:31.906]  It's interesting.
[02:35:32.166 --> 02:35:37.051]  Look, I don't usually cover mindless factoids, but I guess my 40th birthday is kind of a big deal.
[02:35:40.093 --> 02:35:41.334]  I'm not even worried about becoming 40.
[02:35:41.775 --> 02:35:43.436]  It's just like life goes by.
[02:35:43.456 --> 02:35:46.779]  It seems like yesterday was my mother's 40th birthday party in Dallas, Texas.
[02:35:46.819 --> 02:35:47.720]  I remember that birthday party.
[02:35:48.831 --> 02:35:56.219]  Because I was a teenager by then, and when they had parties, they wouldn't notice if I ran off with a six-pack of beer with my friends down to the golf course to drink it.
[02:35:57.721 --> 02:36:03.727]  And, uh... Oh, I think I was like 14 when my mom was 40.
[02:36:05.009 --> 02:36:05.469]  I don't know.
[02:36:05.770 --> 02:36:08.593]  It's just crazy how life goes by.
[02:36:09.119 --> 02:36:13.701]  Ok, I got a bunch of news I need to get to, but first let's go to your calls as promised.
[02:36:13.721 --> 02:36:16.202]  800-259-9231.
[02:36:16.983 --> 02:36:20.444]  Let's move quickly now, because the callers are all great, but they're kind of telling long-winded stories here.
[02:36:20.785 --> 02:36:22.966]  Just give me your point, give me your question, and we'll go to the next person.
[02:36:23.366 --> 02:36:25.527]  Robert, you're on the air worldwide.
[02:36:25.547 --> 02:36:26.547]  Go ahead, from Florida.
[02:36:27.768 --> 02:36:29.409]  Hey Alex, a real honor to be here.
[02:36:30.049 --> 02:36:32.050]  I've been listening to you for about five or six years.
[02:36:32.110 --> 02:36:33.271]  I pretty much support you.
[02:36:33.291 --> 02:36:33.851]  I buy your stuff.
[02:36:34.269 --> 02:36:35.771]  I spread the word the best I can.
[02:36:35.811 --> 02:36:38.493]  I just got two points I want to make real quick.
[02:36:38.533 --> 02:36:49.564]  Yesterday, concerning the subway issue, I was in a restaurant and I came upon some gentlemen that were ordering stuff and I found a little USA Today clip that they had.
[02:36:49.604 --> 02:36:51.666]  Not a big article, but a little tiny thing nevertheless.
[02:36:52.467 --> 02:36:54.968]  And I had a printout of the thing that the food they put on.
[02:36:55.308 --> 02:36:58.630]  And I said, by the way, you know, this is what's in the bread, you know, make a long story short here.
[02:36:58.650 --> 02:37:01.691]  And I said, Oh, well, it's not going to kill me today.
[02:37:02.071 --> 02:37:05.673]  As a matter of fact, not only am I going to get one sandwich, but I'm going to get to sandwich.
[02:37:05.753 --> 02:37:09.174]  And he went and ordered two sandwiches and doubled up on bacon and everything.
[02:37:09.234 --> 02:37:11.215]  And then just to further throw the pot in the fire.
[02:37:11.756 --> 02:37:15.237]  He says, Oh, I suppose you don't want to use my cell phone too, because it's killing me.
[02:37:15.297 --> 02:37:16.938]  And he made a call and put it up to his ear.
[02:37:16.978 --> 02:37:17.698]  Oh, no, look at it.
[02:37:17.758 --> 02:37:18.579]  It's radiating me.
[02:37:18.939 --> 02:37:19.559]  People like that.
[02:37:20.475 --> 02:37:29.358]  Well, they're invincibly ignorant, and they wear their apathetic behavior like a shield, and they think you're weird trying to warn them.
[02:37:29.618 --> 02:37:36.261]  But I'll guarantee you, when that guy's getting chemotherapy, crawling around, you know, crapping his liver out or whatever, he's not going to be happy.
[02:37:36.321 --> 02:37:40.322]  And it's the people that don't care, and none of us are perfect.
[02:37:42.163 --> 02:37:47.285]  And, you know, if you've lost your wife or your husband, and you're depressed, you're old, and you want to go drink a bottle of Jack Daniels every night, knock yourself out.
[02:37:48.371 --> 02:37:49.251]  And, you know, kill yourself.
[02:37:49.271 --> 02:38:03.256]  But the point is, is that these average people, but then they want to put cell towers on top of schools, and they want us to eat GMO, and they don't want us to be able to label it, and they don't... We need to be able to go into a subway and get something that doesn't have plastic in it.
[02:38:04.136 --> 02:38:06.037]  They're like, well, that's their choice to put plastic in it.
[02:38:06.257 --> 02:38:06.717]  No, it's not.
[02:38:06.757 --> 02:38:08.317]  It's illegal all over the world.
[02:38:09.758 --> 02:38:10.078]  You know?
[02:38:10.098 --> 02:38:13.739]  I mean, I can't find gum that doesn't have aspartame in it.
[02:38:15.367 --> 02:38:19.028]  And it makes you go blind, and then they gotta pay for it with the healthcare system going bankrupt.
[02:38:19.288 --> 02:38:20.209]  These people are idiots!
[02:38:21.809 --> 02:38:23.570]  So if you wanna smoke cigarettes, smoke them!
[02:38:24.910 --> 02:38:30.572]  But don't... all the cell phones and the rest of it, great points, is I have a right to tell you it's bad.
[02:38:30.612 --> 02:38:31.052]  Anything else?
[02:38:32.533 --> 02:38:33.833]  Uh, yes, also, uh...
[02:38:34.586 --> 02:38:38.629]  Uh, I don't forgot my train of thought, but I pretty much agree with a lot of stuff you say.
[02:38:38.649 --> 02:38:44.274]  But, you know, we're usually not trying to warn people, not only about that, but you know, smart meetings, surveillance, the stuff.
[02:38:44.334 --> 02:38:46.215]  Oh, I got nothing to hide type of attitude.
[02:38:47.836 --> 02:38:56.143]  And my last thing is, you know, I know you're pretty much not anti-police and, but when I see all these videos and I hear all this, I'm at the point now when I see a cop,
[02:38:56.964 --> 02:38:58.385]  I just look at him in total disgust.
[02:38:58.725 --> 02:39:03.606]  Maybe you can point me in the right direction here, because I tell you what, I will not tolerate a checkpoint.
[02:39:03.706 --> 02:39:05.067]  I will not tolerate being harassed.
[02:39:05.247 --> 02:39:06.707]  I will fight back.
[02:39:06.788 --> 02:39:12.189]  Now, I know that's not the mentality you're advertising for, and I know I'm not saying that you are, but that's just how I feel, mate.
[02:39:12.229 --> 02:39:14.810]  Can you tell me, am I wrong in that thinking?
[02:39:14.830 --> 02:39:17.331]  Because I'm at the point to where I'm just not going to take it.
[02:39:17.391 --> 02:39:18.131]  I will not submit.
[02:39:18.492 --> 02:39:19.872]  I hear you, Robert, and God bless you.
[02:39:19.912 --> 02:39:21.533]  Well, our forebearers wouldn't put up with this.
[02:39:23.153 --> 02:39:25.234]  They didn't offensively go out and look for trouble.
[02:39:26.112 --> 02:39:26.712]  Here's the deal.
[02:39:26.872 --> 02:39:28.893]  We're in a rock and a hard place here, between that.
[02:39:29.453 --> 02:39:35.716]  Because the globalists are federalizing and twisting the police and brainwashing them and slowly turning them into these mindless enforcers.
[02:39:36.436 --> 02:39:46.860]  Then they go out and confront the public, the public gets sick of it, and the public starts hating the police, which only drives the police more into the thick, black ski mask, armored vehicle line.
[02:39:47.121 --> 02:39:50.522]  Not the thin blue line, but the thin Homeland Security fire and takeover line.
[02:39:51.837 --> 02:39:59.625]  That drives them into the hands of that system instead of us engaging the police and with positive reinforcement.
[02:39:59.645 --> 02:40:06.853]  You know, the new magazine that's available in bulk at cost has a lot of good stories about good cops and it has stories about bad cops.
[02:40:07.313 --> 02:40:10.777]  We explain why the cops are becoming bad and there's always been problems.
[02:40:10.817 --> 02:40:11.117]  I mean, look,
[02:40:12.062 --> 02:40:16.124]  You gotta have civil magistrates, you gotta have some courts, you gotta have some type of system for contracting.
[02:40:16.665 --> 02:40:21.527]  I believe in a very small government, but humans have not shown that we can live without government or laws.
[02:40:22.308 --> 02:40:29.272]  But we go through cycles where the police and the government always become above the law, become the law, and then you get a tyranny, then things fall apart.
[02:40:30.472 --> 02:40:31.653]  And that's where we're going right now.
[02:40:31.793 --> 02:40:36.776]  The police on average are not the problem, it's the government on top of it and what's happening.
[02:40:37.765 --> 02:40:41.228]  Most police that I run into are good people all over the country.
[02:40:41.868 --> 02:40:43.069]  I mean, we had idiot neighbors.
[02:40:44.070 --> 02:40:46.992]  When I was over at my parents' two weeks ago, I told this story like ten times already.
[02:40:47.012 --> 02:40:54.337]  I think I've told it three times, but it's just so shocking that, you know, it's a cold night out, the hot tub's on, my parents have a big pool, so we're over there.
[02:40:54.357 --> 02:40:55.238]  We're over there for dinner.
[02:40:56.957 --> 02:41:05.063]  And they're jumping in the heated pool and in the big hot tub back and forth, and they had water guns filling them up at the water hose with, you know, water that was probably 50 degrees.
[02:41:06.004 --> 02:41:09.586]  And they were shooting it at each other, having the time of their lives, screaming and yelling in the hot tub.
[02:41:10.567 --> 02:41:16.711]  As opposed to getting in the hot tub, you know, have you ever been to a resort when it's snowing in Colorado and you get in the hot tub and then get out and roll in the snow?
[02:41:16.731 --> 02:41:17.271]  I mean, it's awesome.
[02:41:17.552 --> 02:41:18.132]  They weren't doing that.
[02:41:18.172 --> 02:41:19.453]  They were spraying each other with cold water.
[02:41:20.073 --> 02:41:24.897]  And they were screaming and laughing in between it and running around in the yard.
[02:41:26.631 --> 02:41:32.973]  And the neighbor, right down at the corner, who calls the police on everybody around there constantly.
[02:41:32.993 --> 02:41:38.894]  I don't want to get in.
[02:41:38.914 --> 02:41:40.654]  I started thinking all the stuff that person's done.
[02:41:40.674 --> 02:41:43.115]  The point is, they call the cops.
[02:41:44.215 --> 02:41:47.176]  And the cops show up 45 minutes, an hour later.
[02:41:47.676 --> 02:41:52.077]  And by then we've gone in and eaten dinner and we're sitting around and bang, bang, bang.
[02:41:53.035 --> 02:41:54.696]  And then, uh, what's going on?
[02:41:54.857 --> 02:41:57.198]  Oh, they were, they were sorry to the water guns in the pool.
[02:41:57.639 --> 02:41:57.759]  Okay.
[02:41:57.799 --> 02:41:58.740]  This looks like a fun place.
[02:41:58.820 --> 02:41:59.060]  All right.
[02:41:59.080 --> 02:41:59.480]  Sorry.
[02:41:59.600 --> 02:42:01.842]  Uh, so you're, you're, you're Dr. Jones.
[02:42:01.902 --> 02:42:02.163]  Okay.
[02:42:02.183 --> 02:42:02.463]  All right.
[02:42:02.483 --> 02:42:03.063]  Well, have a good one.
[02:42:04.725 --> 02:42:17.856]  But I've had my alarm go off one time when I was coming home back when I still lived in town and the alarm goes off.
[02:42:17.936 --> 02:42:19.177]  I don't get it off on time.
[02:42:21.124 --> 02:42:22.345]  No, I didn't get home that time.
[02:42:22.365 --> 02:42:23.445]  That was another time the cops came.
[02:42:24.045 --> 02:42:31.308]  Something was banging the windows and made one of the, a tree was banging in the wind and made the police come.
[02:42:31.328 --> 02:42:32.109]  So I go turn it off.
[02:42:32.569 --> 02:42:36.671]  The cops show up and I'm in shorts, not underwear, shorts.
[02:42:37.831 --> 02:42:38.832]  But I got my shirt off.
[02:42:39.772 --> 02:42:41.673]  I go down and both the cops know who I am.
[02:42:41.693 --> 02:42:42.073]  You can tell.
[02:42:42.093 --> 02:42:44.074]  They're like, oh, hi.
[02:42:44.094 --> 02:42:46.755]  And the guy's like, all right, Alex, have a good one.
[02:42:47.135 --> 02:42:48.716]  And the woman goes, let me see your ID.
[02:42:50.953 --> 02:42:54.016]  And I stuck my wallet in my back pocket of the shorts knowing that.
[02:42:54.716 --> 02:42:58.279]  And then she looked at it with pleasure and handed it back to me like looking for trouble.
[02:42:58.720 --> 02:43:01.582]  I was just like, you just want to have power over Alex Jones.
[02:43:02.463 --> 02:43:03.544]  They both knew who I was.
[02:43:04.284 --> 02:43:06.766]  And they wanted to, you know, it was just pure bull.
[02:43:07.467 --> 02:43:10.549]  There was no point to even ask me for that.
[02:43:11.790 --> 02:43:12.411]  And they knew it.
[02:43:12.711 --> 02:43:13.512]  They knew who I was.
[02:43:14.713 --> 02:43:16.454]  And I was just like, I smiled at her.
[02:43:17.695 --> 02:43:17.916]  But
[02:43:19.107 --> 02:43:20.287]  And again, it's a petty thing.
[02:43:20.327 --> 02:43:21.108]  It doesn't even matter.
[02:43:21.668 --> 02:43:32.091]  But it's like the cops trying to make the ambulance get off the road, when it's a two-lane road in the country with embankments on the sides, and the ambulance is trying to pull over, you know, so it can go around and waving.
[02:43:32.111 --> 02:43:36.092]  So the cop pulls him over and goes, how dare you wave me around with those hand gestures?
[02:43:36.112 --> 02:43:36.873]  We can see the hand gestures.
[02:43:36.893 --> 02:43:37.753]  Just come on by.
[02:43:39.313 --> 02:43:40.914]  They get into town, pulls him over.
[02:43:42.972 --> 02:43:51.902]  Yells at him for 15 minutes and then more cops show up and they start choking the head EMT saying don't resist trying to get him to resist.
[02:43:53.003 --> 02:44:01.352]  I mean, I couldn't imagine wanting to have the overwhelming odds, the guns, and to want to corner somebody for my ego to want to dominate them.
[02:44:03.129 --> 02:44:06.254]  In just an act of pure power to show me that they're boss.
[02:44:06.634 --> 02:44:08.397]  I mean, that is the essence of tyranny.
[02:44:08.778 --> 02:44:10.320]  The essence of cowardice.
[02:44:11.121 --> 02:44:13.324]  The essence of not being an honorable person.
[02:44:13.344 --> 02:44:17.010]  The opposite of being a knightly person.
[02:44:17.250 --> 02:44:18.953]  A chivalrous person.
[02:44:21.294 --> 02:44:28.298]  I mean, and that's the problem with a lot of the wimps and fake tough guys that get into the military and get into policing.
[02:44:28.579 --> 02:44:31.540]  Because in my experience, really tough guys are not looking for trouble.
[02:44:31.941 --> 02:44:35.643]  And they're confident and they know how to deal with situations that are a lot nicer.
[02:44:36.043 --> 02:44:45.289]  It's all these wannabe UFC type people who really want to show everybody they can beat everybody up and shoot everybody and tase everybody that are really going to cause a civil war in this country.
[02:44:46.784 --> 02:44:51.088]  And once it kicks off, I mean, the reason people say, let's get some violence going here.
[02:44:51.108 --> 02:44:53.070]  Do you have any idea what that's going to be like, folks?
[02:44:53.350 --> 02:44:56.973]  Let me tell you, people start violence with me offensively and hurt my family.
[02:44:57.714 --> 02:45:03.599]  I mean, you know, I'm not sitting here saying I'm the meanest guy around, but let me tell you, I could tear some stuff up real bad.
[02:45:04.299 --> 02:45:04.740]  Real bad.
[02:45:05.871 --> 02:45:08.773]  A one-man wrecking crew, like right out of the movie Terminator, folks.
[02:45:09.554 --> 02:45:14.417]  But the whole point is, is that I'm wrecking crew in the info war.
[02:45:14.517 --> 02:45:18.400]  I'm smashing the enemy up front, worldwide, head-on.
[02:45:18.460 --> 02:45:19.721]  That's where the real power is at.
[02:45:20.301 --> 02:45:28.047]  And that's what everybody should do, is in the info war, absolutely commit 110% every day to ram your fist upside the head of the liars.
[02:45:29.386 --> 02:45:30.427]  We got them down right now.
[02:45:30.487 --> 02:45:36.150]  It's time to kick their ribs in, stomp their head in, smash them, take them out, politically kill them.
[02:45:36.991 --> 02:45:37.611]  That's what we're doing.
[02:45:37.651 --> 02:45:41.854]  We are savagely, viciously attacking the enemy with the truth.
[02:45:42.814 --> 02:45:43.955]  And we're not thinking about who's winning.
[02:45:43.995 --> 02:45:44.756]  It's like a knife fight.
[02:45:44.776 --> 02:45:53.201]  We're just getting in there, staying back from their hands, and just stabbing that knife in as best we can, as hard as we can, to get it into organs.
[02:45:54.687 --> 02:45:56.288]  And that's what it comes down to, folks.
[02:45:56.768 --> 02:45:57.809]  You're not going to win a fight.
[02:45:58.169 --> 02:46:01.791]  So many fights, somebody punches you and gets a good look in, and then waits to see you fall over.
[02:46:03.572 --> 02:46:05.453]  No, that's the person that loses the fight.
[02:46:05.473 --> 02:46:09.656]  It's like somebody in a race who keeps looking back to see if they're going to win.
[02:46:09.956 --> 02:46:11.036]  Don't look back, folks.
[02:46:12.057 --> 02:46:14.659]  We're fighting people just like we are.
[02:46:14.699 --> 02:46:15.619]  They bleed red.
[02:46:16.299 --> 02:46:23.604]  And a lot of you that are wanting to shoot in war and wanting to go kill a bunch of people because you're tired of being pushed around, I know at a primitive level you want to do that, and I'm not saying you're a bad person.
[02:46:24.318 --> 02:46:26.079]  If people want to fight with you, you're ready to give them one.
[02:46:26.980 --> 02:46:27.320]  I get it.
[02:46:27.800 --> 02:46:29.762]  And unfortunately, you'll probably get a chance to do that.
[02:46:31.423 --> 02:46:34.205]  The problem is the globalists are going to sit offshore while this is going on.
[02:46:34.225 --> 02:46:36.427]  And I'd say that to all the police and military as well.
[02:46:36.647 --> 02:46:37.567]  We've got the military.
[02:46:37.607 --> 02:46:38.528]  We've got the military.
[02:46:38.888 --> 02:46:39.609]  They're awake.
[02:46:39.649 --> 02:46:40.329]  They love freedom.
[02:46:40.610 --> 02:46:41.390]  They know what's going on.
[02:46:41.410 --> 02:46:42.411]  They know treason when they see it.
[02:46:42.671 --> 02:46:44.352]  We're very close to getting the police.
[02:46:44.873 --> 02:46:45.533]  Very close.
[02:46:46.213 --> 02:46:46.794]  Very close.
[02:46:47.835 --> 02:46:52.758]  And I just, you know, talking about killing cops is not the way to fix things.
[02:46:52.858 --> 02:46:53.759]  I'm just going to tell you right now.
[02:46:55.325 --> 02:46:59.488]  The police are the manifestation of this sick society.
[02:46:59.869 --> 02:47:01.730]  They're a manifestation of the moral decline.
[02:47:03.091 --> 02:47:06.874]  I mean, the general public is very immoral now, on average.
[02:47:07.795 --> 02:47:11.939]  The general public is sneaky, backstabbing, manipulative.
[02:47:12.019 --> 02:47:22.027]  I mean, the police are now, the problems you're seeing are a manifestation of the thug culture that is permeating and infesting everything.
[02:47:23.863 --> 02:47:30.549]  And so I would say this, I would prepare defensively to defend yourself and to not be taken to a forced labor camp, and that is the public plan.
[02:47:31.630 --> 02:47:33.411]  I'm not going to a forced labor camp, folks.
[02:47:33.571 --> 02:47:34.212]  It's not happening.
[02:47:35.133 --> 02:47:39.697]  But I'm going to work as hard as I can before that happens, to do everything I can.
[02:47:40.794 --> 02:47:45.975]  You know, the Mel Gibson movie, The Patriot, is a composite of three people out of Virginia and the Carolinas.
[02:47:46.355 --> 02:47:47.575]  The Swamp Fox being one of them.
[02:47:47.816 --> 02:47:48.856]  That's actually a true story.
[02:47:49.416 --> 02:47:50.216]  He was a British soldier.
[02:47:50.256 --> 02:47:52.537]  He did everything he could to stay out of it.
[02:47:52.557 --> 02:47:56.637]  But, you know, they killed one of his kids, so he killed a couple hundred people himself.
[02:47:57.818 --> 02:47:59.258]  And, you know, that's just how this works.
[02:48:00.298 --> 02:48:03.759]  But I'm not hoping one of my kids gets killed so I can go haywire and go kill a bunch of people.
[02:48:05.140 --> 02:48:06.441]  I don't want that to happen.
[02:48:06.781 --> 02:48:08.402]  I've got those tools as a man.
[02:48:08.802 --> 02:48:09.483]  I am a killer.
[02:48:09.963 --> 02:48:11.324]  Any real man is a killer.
[02:48:11.624 --> 02:48:12.445]  We're all killers.
[02:48:12.465 --> 02:48:13.345]  That's nothing special.
[02:48:13.605 --> 02:48:14.666]  It's easy to be a killer.
[02:48:15.367 --> 02:48:16.707]  It's hard to be a builder.
[02:48:17.028 --> 02:48:18.949]  It's hard to convince people to not have a war.
[02:48:19.369 --> 02:48:23.392]  It's hard to reach out and deprogram people about the globalist takeover.
[02:48:23.612 --> 02:48:24.773]  It's high-tech brainwashing.
[02:48:25.526 --> 02:48:28.367]  You can't be mad at most these people that they've been brought into this system.
[02:48:29.187 --> 02:48:31.528]  You've got to reach out to them.
[02:48:32.288 --> 02:48:47.752]  And imagine, if you're really talking about being ready to kill people, you better be at the city council, you better be going into the cop shops talking to them, you better be going into the coffee shops, and not just them, the city council, the county commissioners, the state houses, talking to hundreds of people a day.
[02:48:47.772 --> 02:48:52.334]  And I'm not rebuking what you said, I'm just, I'm saying, you've got to info-war hard as you can
[02:48:53.274 --> 02:48:57.717]  Hoping we can avert physical war, but then ensuring our victory if it goes to that.
[02:48:58.437 --> 02:48:59.298]  And then committing!
[02:49:01.739 --> 02:49:08.223]  I mean, if you get to the point of actually thinking about you want to kill people, how would it go if we just randomly went out and killed somebody?
[02:49:08.263 --> 02:49:13.146]  It'd be used against us, and it'd be immoral, and you can't just randomly pick someone who you can't prove's done something.
[02:49:14.051 --> 02:49:16.572]  That's what real criminals do, and I'm not saying you were implying that.
[02:49:16.872 --> 02:49:23.694]  You're saying somebody ever messes with you, somebody ever pushes you around, somebody ever violates you, you're going to come up on them.
[02:49:23.994 --> 02:49:24.514]  And I get it!
[02:49:25.714 --> 02:49:27.195]  I totally understand what you're saying.
[02:49:27.555 --> 02:49:33.616]  There's a big phenomenon all over the country of state police and others being killed because they'll pull over and harass old veterans.
[02:49:34.357 --> 02:49:42.659]  Most of the old World War II veterans are dead now, but I see it every few weeks where some World War II vet being harassed at checkpoints or by cops just pulls out their rifle and starts shooting cops.
[02:49:43.581 --> 02:49:45.402]  Because old-timers would kill people.
[02:49:45.422 --> 02:49:52.707]  I mean, I will tell you right now that especially my dad's dad would not put up with it.
[02:49:52.967 --> 02:49:58.190]  And my mom's dad got pulled over in Central Texas one time by Border Patrol.
[02:49:59.428 --> 02:50:02.569]  Because, you know, he was driving an El Camino and wearing a cowboy hat.
[02:50:02.649 --> 02:50:05.370]  I guess that's what the Mexican cowboys would drive.
[02:50:05.410 --> 02:50:11.532]  But the point is, is they pulled him over and he was mad for a month about that when they were asking for assistance.
[02:50:11.892 --> 02:50:13.972]  People say, well, why don't you just help the cops, work with them?
[02:50:14.453 --> 02:50:21.975]  The point is, that's not the American system for normal people to have contact with the police, normal people to be shoved up against the wall and ask questions.
[02:50:22.375 --> 02:50:24.736]  What we're being trained and given is prisoner training.
[02:50:26.896 --> 02:50:28.437]  And that's what this comes down to.
[02:50:29.967 --> 02:50:32.049]  And the old World War II vets just wouldn't put up with it.
[02:50:32.389 --> 02:50:33.990]  Oh, they were the greatest generation, though.
[02:50:34.290 --> 02:50:37.452]  Well, they wouldn't live like this, and the World War II vets I know wouldn't put up with it.
[02:50:37.953 --> 02:50:42.476]  And they got Korean War vets killing cops, and the police know that.
[02:50:42.516 --> 02:50:43.857]  They watch out pulling over old men.
[02:50:45.338 --> 02:50:47.399]  But men soon won't be like that at all.
[02:50:48.320 --> 02:50:53.143]  It's just, you know, we're literally, bars will probably start castrating us, and that'll be the end of it.
[02:50:53.163 --> 02:50:54.464]  I'm going to come back and take more calls.
[02:50:56.261 --> 02:51:03.305]  Ammo purchases post office and we're going to talk to Gus and Jason and Damien in FEMA Region 5 and Billy.
[02:51:04.006 --> 02:51:05.427]  Infowars.com is the website.
[02:51:05.447 --> 02:51:05.827]  Stay with us.
[02:51:09.855 --> 02:51:13.220]  A lot of people's lives and bodies are out of balance.
[02:51:13.781 --> 02:51:19.169]  AlkaVision Plasma pH Drops optimize pH level and get rid of harmful waste and acid.
[02:51:19.289 --> 02:51:23.635]  Just a few drops in water restores vibrance and energy and gets you back in balance.
[02:51:23.855 --> 02:51:26.259]  Now order two bottles and get $10 off your order.
[02:51:26.499 --> 02:51:29.222]  Sign up for monthly auto shipping and save 25%.
[02:51:29.382 --> 02:51:34.688]  Call 800-518-7615 or visit alkavision.com.
[02:51:34.988 --> 02:51:35.929]  Alkalize your body.
[02:51:36.149 --> 02:51:39.113]  Supercharge your health at alkavision.com.
[02:51:39.413 --> 02:51:48.623]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit and carting to a private bank, having it led back at interest, forcing taxes to service debt.
[02:51:48.703 --> 02:51:49.423]  This capitalism?
[02:51:49.483 --> 02:51:55.585]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[02:51:55.645 --> 02:51:59.286]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[02:51:59.346 --> 02:52:00.286]  Call for your copy 800-686-2237.
[02:52:00.306 --> 02:52:01.327]  It's time to understand the system.
[02:52:01.347 --> 02:52:01.627]  Call 800-686-2237.
[02:52:01.667 --> 02:52:02.007]  That's 800-686-2237.
[02:52:09.489 --> 02:52:15.893]  By now you may know that a Bitcoin is the first decentralized currency that's easily transferred from person to person over the internet.
[02:52:16.213 --> 02:52:17.074]  No bank needed.
[02:52:17.354 --> 02:52:20.956]  This means lower fees and accounts can never be frozen, limited or closed.
[02:52:21.216 --> 02:52:24.759]  Plus, a large number of businesses and merchants already accept Bitcoins.
[02:52:25.099 --> 02:52:28.221]  And Bitcoins are easily exchanged for dollars, euros and more.
[02:52:28.681 --> 02:52:37.167]  If you're interested in making money in the Bitcoin market right away, and by right away we mean start making money today, please visit us at CloudHashing.com.
[02:52:37.487 --> 02:52:44.392]  CloudHashing.com is one of the fastest growing Bitcoin miners in the world, delivering the highest profits to people just like you.
[02:52:44.612 --> 02:52:50.476]  To get started, join us at CloudHashing.com and you will start mining Bitcoins right away and get paid daily.
[02:52:50.636 --> 02:52:51.516]  You heard correctly.
[02:52:51.797 --> 02:52:54.058]  You will receive payments every single day.
[02:52:54.318 --> 02:52:55.139]  And the best part?
[02:52:55.299 --> 02:52:58.461]  You do not need a computer or need any experience in mining Bitcoin.
[02:52:58.801 --> 02:53:00.342]  It's perfect for everyone.
[02:53:00.603 --> 02:53:02.304]  Learn more at cloudhashing.com.
[02:53:02.524 --> 02:53:04.826]  Just like it sounds, cloudhashing.com.
[02:53:05.086 --> 02:53:08.228]  Start making money today at cloudhashing.com.
[02:53:09.329 --> 02:53:10.910]  Great news, pure water lovers!
[02:53:11.331 --> 02:53:15.974]  Big Berkey Water Filters.com has a special discount offer for all GCN listeners.
[02:53:16.235 --> 02:53:18.757]  You can't do better than a Big Berkey for economy.
[02:53:18.897 --> 02:53:24.241]  For only 1.7 cents a gallon, a single set of filters can last for 5 to 10 years.
[02:53:24.461 --> 02:53:28.064]  There's none better than a Big Berkey for emergency preparedness.
[02:53:28.284 --> 02:53:28.404]  As a
