[00:00:00.049 --> 00:00:00.369]  I think so.
[02:20:18.883 --> 02:20:24.148]  He was miles away when she died, and the preacher came and he said, it's okay, Patty, you can turn loose.
[02:20:24.568 --> 02:20:25.249]  You don't have to wait.
[02:20:25.289 --> 02:20:27.991]  She said, okay, and turned loose and died.
[02:20:28.892 --> 02:20:29.953]  She just decided to die.
[02:20:30.959 --> 02:20:31.760]  That's what it's all about.
[02:20:31.800 --> 02:20:32.840]  That's what this says.
[02:20:33.641 --> 02:20:35.162]  The world will make you pessimistic.
[02:20:35.782 --> 02:20:36.662]  Clean water at home.
[02:20:36.963 --> 02:20:38.063]  Clean water at the office.
[02:20:38.383 --> 02:20:39.444]  Clean water on the go.
[02:20:39.704 --> 02:20:45.648]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[02:20:45.948 --> 02:20:48.770]  Thousands of satisfied customers can't be wrong.
[02:20:49.110 --> 02:20:53.332]  For free shipping within the US, go to GoBerkey.com or call 877-886-3653.
[02:20:53.392 --> 02:20:53.572]  That's 877-886-3653.
[02:20:57.875 --> 02:20:58.015]  886-3653.
[02:20:58.075 --> 02:20:59.418]  Helping thousands prepare since 2005.
[02:20:59.479 --> 02:20:59.859]  Goberky.com.
[02:21:05.353 --> 02:21:06.394]  Hi, this is Ted Anderson.
[02:21:06.474 --> 02:21:10.796]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[02:21:10.976 --> 02:21:16.578]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[02:21:16.678 --> 02:21:18.779]  Gold has outperformed paper investments yet.
[02:21:18.839 --> 02:21:20.020]  No word about IRAs.
[02:21:20.260 --> 02:21:22.801]  If you would like to have gold for your retirement, call 800-686-2237.
[02:21:22.921 --> 02:21:27.744]  Don't get left behind by rising inflation and low returns.
[02:21:27.884 --> 02:21:28.104]  Call 800-686-2237.
[02:21:28.124 --> 02:21:29.505]  Secure your future and call 1-800-686-2237.
[02:21:34.787 --> 02:21:35.567]  I don't know what it is.
[02:21:35.807 --> 02:21:37.528]  Ralph just won't pay any attention to me.
[02:21:37.668 --> 02:21:41.609]  When he comes home from work, all he ever does is play video games and go to sleep.
[02:21:41.789 --> 02:21:43.029]  It's like I don't even exist.
[02:21:43.370 --> 02:21:45.210]  Oh, Betty, that's just awful.
[02:21:45.350 --> 02:21:46.531]  Does this seem familiar?
[02:21:46.711 --> 02:21:49.291]  If the answer to this question is yes, then listen carefully.
[02:21:49.311 --> 02:21:54.633]  Toxic pesticides, GMO foods and additives, BPA plastics, contaminated water supplies,
[02:21:54.853 --> 02:21:59.761]  Many of these toxic additives are deliberately engineered to attack and weaken human masculinity.
[02:21:59.901 --> 02:22:02.365]  It's part of the eugenics population control movement.
[02:22:02.625 --> 02:22:03.086]  Look it up.
[02:22:03.286 --> 02:22:09.957]  If men are more interested in online gaming than they are in their wives, a serious population crisis is soon to follow.
[02:22:10.137 --> 02:22:15.281]  Energize the man in your life with Super Male Vitality from InfoWarsLife.com.
[02:22:15.421 --> 02:22:26.270]  It's designed to aid the body in ways that help invigorate your natural systems without artificial testosterone, completely free of GMOs, harmful additives, gluten, and is made right here in the USA.
[02:22:26.410 --> 02:22:31.034]  Get your Super Male Vitality right now at InfoWarsLife.com or call 1-888-253-3139.
[02:22:34.497 --> 02:22:37.899]  A 30-day GMO-free emergency food supply for only $99?
[02:22:37.939 --> 02:22:47.025]  At 30dayfoodsupply.com, you can purchase Oregon Trail Foods' one-month supply of high-quality, nutritious, and healthy emergency meals.
[02:22:47.386 --> 02:22:55.671]  For less than $100, these vegetarian meals are naturally high in fiber, carbs, and protein, and they're packed with oxygen absorbers in Mylar pouches.
[02:22:55.931 --> 02:22:56.732]  They're completely free.
[02:22:56.912 --> 02:22:58.473]  Of any artificial flavors and colorings.
[02:22:58.714 --> 02:23:03.217]  Have a 20-year shelf life and take up to 70% less space than number 10 cans.
[02:23:03.257 --> 02:23:05.119]  They even offer a gluten-free option.
[02:23:05.439 --> 02:23:08.141]  Oregon Trail Foods and 30dayfoodsupply.com.
[02:23:08.422 --> 02:23:12.905]  Keep prices low by buying directly from the producers in Oregon and then passing the savings to you.
[02:23:13.286 --> 02:23:20.632]  Purchase a 30-day, 90-serving emergency food supply for only $99 this month and $10 ships your entire order.
[02:23:21.132 --> 02:23:21.993]  Visit the website.
[02:23:22.133 --> 02:23:26.158]  At 30dayfoodsupply.com or call 541-229-0010.
[02:23:27.420 --> 02:23:31.646]  That's 30dayfoodsupply.com where they make preparedness affordable.
[02:23:32.206 --> 02:23:33.048]  30dayfoodsupply.com.
[02:23:39.727 --> 02:23:41.649]  Hey neighbor, what are you doing digging?
[02:23:41.790 --> 02:23:43.492]  You had a heart attack last year.
[02:23:43.512 --> 02:23:44.733]  Oh, I know.
[02:23:44.993 --> 02:23:46.315]  I was told no more hard labor.
[02:23:46.896 --> 02:23:48.017]  Then why are you digging?
[02:23:48.478 --> 02:23:49.819]  Well, I've been taking extendovite.
[02:23:50.340 --> 02:23:51.582]  It's been approved to help my heart.
[02:23:52.102 --> 02:23:52.963]  Extendovite?
[02:23:53.143 --> 02:23:54.024]  Is that a new drug?
[02:23:54.864 --> 02:23:55.625]  No, not a drug.
[02:23:56.226 --> 02:23:59.550]  It's more like an herbal combination made from garlic and cayenne.
[02:24:00.071 --> 02:24:00.531]  Herbal?
[02:24:00.692 --> 02:24:01.593]  How can that help?
[02:24:02.214 --> 02:24:06.299]  Well, actually, we've taken herbs for thousands of years, and Xtendivite is doing the job for me.
[02:24:06.800 --> 02:24:08.862]  Does your doctor know about Xtendivite?
[02:24:09.403 --> 02:24:13.008]  Yeah, my doctor knows, and he said it seems to be working for you, so don't stop taking it.
[02:24:13.268 --> 02:24:14.709]  I feel great taking XtendoVite.
[02:24:15.029 --> 02:24:15.770]  I don't want to stop.
[02:24:16.190 --> 02:24:17.130]  To order, call 1-877-928-8822.
[02:24:17.150 --> 02:24:17.731]  That's 1-877-928-8822.
[02:24:17.811 --> 02:24:19.372]  Or visit our website at heartdrop.com.
[02:24:19.392 --> 02:24:21.253]  No matter how hard you try, you can't stop us now!
[02:24:43.450 --> 02:24:48.076]  We're the Renegades!
[02:25:10.478 --> 02:25:20.444]  And I'm here to tell you folks, the renegades are not the communists.
[02:25:21.205 --> 02:25:24.127]  Like, rage against the machine would tell you.
[02:25:25.248 --> 02:25:31.792]  Martin Luther King, Malcolm X was definitely a renegade.
[02:25:32.132 --> 02:25:37.556]  But then you plop communism on top of it, that's not a renegade, that's establishment.
[02:25:39.264 --> 02:25:41.625]  We cannot let them push communism as trendy anymore.
[02:25:41.665 --> 02:25:42.306]  I'm sick of it.
[02:25:43.487 --> 02:25:45.948]  Yeah, communism is great for George Soros because he's exempt from it.
[02:25:46.428 --> 02:25:47.789]  And he gets your money, that pig.
[02:25:47.809 --> 02:25:52.612]  Let's go ahead and talk to Joe in California.
[02:25:52.652 --> 02:25:53.773]  You're on the air worldwide.
[02:25:53.813 --> 02:25:54.213]  Go ahead.
[02:25:55.674 --> 02:25:56.874]  Ah, good afternoon, Mr. Jones.
[02:25:58.129 --> 02:26:10.895]  Yeah, so one thing I'm noticing in the media, just all the time really, and sorry for being jumbled here, is that there's a lot of focus on Obama, but not a whole lot of focus on Biden.
[02:26:11.747 --> 02:26:21.752]  And I see that, yeah, Obama, he takes a lot of vacations and everything, but Biden, though, Biden tends to do a lot more actual work towards advancing the New World Order.
[02:26:22.372 --> 02:26:28.515]  And I just feel that more focus should be shined on him as opposed to Obama, who's really a distracting joke.
[02:26:29.196 --> 02:26:30.056]  Well, here's the deal.
[02:26:30.116 --> 02:26:30.716]  Here's the deal.
[02:26:30.796 --> 02:26:33.698]  I don't manipulate people, but I will communicate.
[02:26:34.631 --> 02:26:44.337]  And if I can get conservatives and libertarians angry about the New World Order by tagging Obama onto it because he is a figurehead for them, so he deserves it.
[02:26:44.357 --> 02:26:51.722]  You know, his face is on the billboard for the company that I hate, The Globalist.
[02:26:53.023 --> 02:26:58.787]  So, he's the figurehead on the ship of these pirates, so I will attack him by name and talk about him.
[02:26:59.369 --> 02:27:05.192]  But it's pretty clear Obama is just reading off teleprompters and mailing it in, like George W. Bush did.
[02:27:05.672 --> 02:27:07.052]  Bill Clinton did not mail it in.
[02:27:07.953 --> 02:27:10.774]  John F. Kennedy did not mail it in, for good or for bad.
[02:27:12.455 --> 02:27:14.336]  George Herbert Walker Bush did not mail it in.
[02:27:14.996 --> 02:27:19.318]  They actually were globalists in there, wheeling and dealing different factions.
[02:27:19.638 --> 02:27:20.838]  Nixon did not mail it in.
[02:27:21.219 --> 02:27:22.279]  Nixon was actually president.
[02:27:22.839 --> 02:27:23.940]  That's why they destroyed him.
[02:27:24.580 --> 02:27:25.363]  And that's on record.
[02:27:25.383 --> 02:27:26.387]  The establishment said that.
[02:27:26.849 --> 02:27:27.893]  I'm not defending the stuff he did.
[02:27:27.933 --> 02:27:28.475]  He was terrible.
[02:27:28.515 --> 02:27:29.880]  But compared to these people, he was an angel.
[02:27:32.389 --> 02:27:33.309]  So I hear what you're saying.
[02:27:33.349 --> 02:27:40.891]  No, Joe Biden is more of a president than Obama and does creep around trying to get our guns and, you know, the rest of it.
[02:27:41.371 --> 02:27:42.732]  I mean, they use Michelle Obama.
[02:27:42.752 --> 02:27:48.693]  When I say Michelle Obama is telling our kids what to eat, well, she's the figurehead, the woman on there doing it.
[02:27:49.253 --> 02:27:55.035]  But really, it's Big Agra, the GMO, Monsanto, Bill and Melinda Gates Foundation actually make a lot of money off of it.
[02:27:56.076 --> 02:27:58.337]  They actually run what your kids are fed to a great extent.
[02:27:58.777 --> 02:28:00.977]  I mean, Bill Gates is a control freak for Planned Parenthood.
[02:28:01.338 --> 02:28:02.158]  His dad used to run it.
[02:28:02.758 --> 02:28:03.498]  Army intelligence.
[02:28:04.298 --> 02:28:05.139]  Top eugenicist.
[02:28:05.819 --> 02:28:07.359]  And you're going to eat what they say.
[02:28:07.459 --> 02:28:08.499]  Your kid's going to be sterile.
[02:28:09.640 --> 02:28:09.840]  You know?
[02:28:09.940 --> 02:28:12.340]  And if they say they're going to shove a gun down your throat and pull the trigger, you'll do it.
[02:28:12.761 --> 02:28:13.641]  Or they'll send the, you know...
[02:28:14.588 --> 02:28:20.550]  Hi Alex, I'd like to start off by thanking you for covering everything like you do and getting some assistance as well.
[02:28:20.570 --> 02:28:22.330]  What I'd like to talk about is
[02:28:39.747 --> 02:28:41.969]  Is there anything more we can do to wake up the people?
[02:28:42.009 --> 02:28:45.351]  Because most of this stuff is pretty in the obvious.
[02:28:45.411 --> 02:28:47.813]  I just don't understand how people could be so blind and...
[02:28:49.452 --> 02:28:50.993]  See, that's how incrementalism works.
[02:28:51.073 --> 02:29:09.556]  Back before folks were totally asleep, before they'd been conditioned to handle this stuff in plain view, they'd go, there's no world government, there's no secret room, there's no Bilderberg, there's no plan for socialist health care, there's no plan, there's no plan to get your guns, no, no, there's no secret medical experiments.
[02:29:10.197 --> 02:29:16.398]  Now that it's all out in the open, they go, yeah, we take foster kids and do medical experiments on them, some died, big deal.
[02:29:17.898 --> 02:29:19.759]  Yeah, we're doing them.
[02:29:19.959 --> 02:29:20.759]  What's wrong with that?
[02:29:22.740 --> 02:29:24.821]  See, I mean, we're now getting down the line.
[02:29:25.082 --> 02:29:26.722]  Yeah, we're going to get rid of internet freedom.
[02:29:27.763 --> 02:29:29.244]  Yeah, we're going to take your bank account.
[02:29:29.284 --> 02:29:30.784]  Yeah, your kid belongs to the government.
[02:29:31.905 --> 02:29:32.865]  See that SWAT team?
[02:29:33.206 --> 02:29:33.846]  Got a problem?
[02:29:34.266 --> 02:29:35.527]  Ha ha ha ha!
[02:29:35.987 --> 02:29:36.807]  Yeah!
[02:29:37.108 --> 02:29:37.848]  Yeah!
[02:29:37.888 --> 02:29:38.588]  See how that works?
[02:29:39.769 --> 02:29:40.709]  Yeah, exactly.
[02:29:40.789 --> 02:29:42.370]  I mean, I just don't understand it.
[02:29:42.430 --> 02:29:45.292]  I mean, Jake, especially with the coverage you've got over in Bovern right now.
[02:29:46.916 --> 02:29:52.557]  With the reporter getting drugged behind the... Well, maybe he needs to be drugged behind there, you know?
[02:29:52.577 --> 02:29:56.518]  Maybe he needs to be beaten and stomped on and chased down by the reporter.
[02:29:57.318 --> 02:29:59.818]  Maybe, I mean, we just need to arrest all the media and stop complaining.
[02:30:01.519 --> 02:30:04.979]  Let them take our bank accounts, let them take our kids, let them give us four shots.
[02:30:05.519 --> 02:30:07.320]  The people running things are good.
[02:30:08.060 --> 02:30:08.900]  And they mean well.
[02:30:09.500 --> 02:30:15.141]  And it's mentally ill to think government ever did anything wrong or the special interests are wrong, okay?
[02:30:16.161 --> 02:30:17.423]  I want to be mainstream now.
[02:30:17.683 --> 02:30:23.171]  I love Michelle Obama, and I love the school lunches, and I didn't build my business or my media empire.
[02:30:23.452 --> 02:30:23.592]  Okay?
[02:30:23.832 --> 02:30:24.093]  Period.
[02:30:24.453 --> 02:30:26.977]  We'll be back with Watson, if we can find him.
[02:30:27.097 --> 02:30:29.481]  I know he's doing a lot of interviews right now, doing a great job.
[02:30:29.501 --> 02:30:31.344]  We've got a special report coming up.
[02:30:35.507 --> 02:30:38.329]  This is Leanne McAdoo for InfoWarsLife.com.
[02:30:38.609 --> 02:30:44.493]  I'm here with Dr. Edward Group, Master Herbologist and Chief Formulator behind the InfoWarsLife products.
[02:30:44.713 --> 02:30:49.136]  Dr. Group, what have you been hearing from women who've started taking Super Female Vitality?
[02:30:49.236 --> 02:30:55.801]  You know, we've heard the reviews and feedback from Super Male Vitality from emails to even excited callers on the radio.
[02:30:56.101 --> 02:30:57.982]  Now, the answer for women is here.
[02:30:58.122 --> 02:31:09.668]  A new formulation specifically designed for the female body, Super Female Vitality, delivers 10 key herbs that work synergistically to revitalize the unique biology of women.
[02:31:09.788 --> 02:31:11.769]  I'm so glad that you guys made this for women.
[02:31:11.809 --> 02:31:17.352]  When he brought me home, the bottle of Super Female, I had tons of energy, tons of motivation, a lot of drive.
[02:31:17.372 --> 02:31:19.153]  My husband thinks I've been in a better mood.
[02:31:19.353 --> 02:31:21.174]  Our relationship, all I can say is, it's a lot better now.
[02:31:21.514 --> 02:31:25.658]  I've just started taking Super Female Vitality from InfoWarsLife.com.
[02:31:25.858 --> 02:31:33.045]  Supplies are limited, so secure yours today at InfoWarsLife.com, InfoWarsStore.com, or dial 1-888-253-3139.
[02:31:33.225 --> 02:31:42.434]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[02:31:42.574 --> 02:31:44.737]  But it's not just the air outside that's toxic.
[02:31:44.918 --> 02:31:50.045]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[02:31:50.205 --> 02:31:55.233]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[02:31:55.373 --> 02:31:58.418]  There are more than 42 million smokers in the United States.
[02:31:58.678 --> 02:32:02.541]  Well over a thousand types of mold and mildew linked to numerous conditions.
[02:32:02.761 --> 02:32:07.004]  And don't forget the fact that six million Americans live with pets they're allergic to as well.
[02:32:07.084 --> 02:32:17.132]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[02:32:17.312 --> 02:32:19.834]  Made with organic and wild cultivated herbs,
[02:32:20.014 --> 02:32:28.086]  And manufactured in the USA, the new InfoWars Live Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[02:32:28.226 --> 02:32:32.191]  Now available exclusively at InfoWarsLive.com or by calling toll free 888-253-3139.
[02:32:36.307 --> 02:32:37.349]  In the near future.
[02:32:37.369 --> 02:32:41.834]  When you realize how fake it all is, the football, the basketball.
[02:32:42.154 --> 02:32:43.196]  Security alert.
[02:32:43.376 --> 02:32:45.118]  This is Homeland Security.
[02:32:45.398 --> 02:32:48.962]  Analysis, InfoWars, building independent media operations.
[02:32:48.983 --> 02:32:51.706]  You let the worst people get controlled and tell us that we
[02:32:51.886 --> 02:32:53.927]  We are the ones responsible.
[02:32:53.967 --> 02:32:56.328]  Crime Directive didn't credit Alex Jones.
[02:32:56.528 --> 02:32:59.329]  Jones is the wildly popular conspiracy theorist.
[02:32:59.409 --> 02:33:02.450]  A popular conspiracy theory talk show called InfoWars.
[02:33:02.630 --> 02:33:04.871]  Alex Jones is now in an Austin jail.
[02:33:04.931 --> 02:33:06.452]  These people are assaulting us!
[02:33:06.472 --> 02:33:08.693]  Targeting of patriots engaged.
[02:33:09.293 --> 02:33:10.975]  They're never going to stop.
[02:33:11.235 --> 02:33:14.898]  They're never going to deviate from their program until we stop them.
[02:33:14.939 --> 02:33:21.545]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[02:33:22.245 --> 02:33:25.408]  Intellectually, it's begun.
[02:33:25.428 --> 02:33:26.489]  You can feel it.
[02:33:37.589 --> 02:33:39.071]  We are on the march.
[02:33:39.451 --> 02:33:41.874]  The Empire is on the run.
[02:33:42.614 --> 02:33:46.338]  Alex Jones and the GCN Radio Network.
[02:33:49.922 --> 02:33:51.183]  I am so excited, folks.
[02:33:51.263 --> 02:33:57.390]  One of the most famous authors of the last hundred years is dead.
[02:34:00.000 --> 02:34:05.166]  We have been contacted by legit folks that have the recordings that nobody else has.
[02:34:05.186 --> 02:34:13.437]  And it's all vetted of this person predicting the new world order and predicting everything that's basically now happened.
[02:34:14.238 --> 02:34:18.303]  And when this gets released, because I'm going to be on the road next week, but I'm going to be doing the show.
[02:34:19.824 --> 02:34:22.586]  I almost want to be in studio when this happens or fly this guy here.
[02:34:23.906 --> 02:34:26.128]  Because it's unbelievable.
[02:34:26.908 --> 02:34:29.110]  And I don't like to count my chickens before they're hatched.
[02:34:29.810 --> 02:34:30.931]  We won't make any money off of it.
[02:34:31.271 --> 02:34:33.392]  What I'm excited about is just putting it out.
[02:34:33.972 --> 02:34:34.973]  And people hearing this.
[02:34:35.073 --> 02:34:36.794]  Because believe me, this will be newsworthy.
[02:34:37.174 --> 02:34:38.675]  And people aren't going to like this.
[02:34:40.016 --> 02:34:42.718]  Because this individual was never really political.
[02:34:46.040 --> 02:34:46.620]  It's bizarre.
[02:34:48.674 --> 02:34:51.136]  Uh, I'm very excited about that when this comes out.
[02:34:53.297 --> 02:34:55.418]  And if it's in God's will, it'll end up coming out.
[02:34:56.639 --> 02:34:58.200]  Uh, we got the fish directly up to the boat.
[02:34:58.220 --> 02:34:59.141]  It's a very nice fish.
[02:35:00.001 --> 02:35:02.222]  But I haven't got it fully into the boat yet.
[02:35:02.883 --> 02:35:05.905]  I'm not, you know, back at the restaurant eating it yet, so, uh...
[02:35:06.889 --> 02:35:08.349]  This is a fish I'll definitely throw back.
[02:35:08.369 --> 02:35:09.730]  We'll show it to everybody and then throw it back.
[02:35:10.370 --> 02:35:11.730]  But very, very exciting.
[02:35:12.210 --> 02:35:13.891]  We're working on getting Paul Watson.
[02:35:13.911 --> 02:35:25.713]  You know, it's good news that Paul's been mobbed by TV, radio, RT, British News, the Denmark News, all of it.
[02:35:25.733 --> 02:35:32.595]  So I wanted to get a quick comment from Watson sometime out there via the video feeds from Bilderberg 2014.
[02:35:32.955 --> 02:35:34.776]  I want to go back to your calls as well.
[02:35:35.296 --> 02:35:36.056]  I'm going to have
[02:35:37.895 --> 02:35:43.621]  Bilderberg snapshot video that Rob Dew and others put together that's about 14 minutes long.
[02:35:44.142 --> 02:35:47.605]  We're going to have this full thing posted to InfoWars.com in the next few hours.
[02:35:48.126 --> 02:35:50.528]  I want to air part of it now that kind of gives highlights.
[02:35:52.101 --> 02:35:56.004]  uh... or you know the best of Bilderberg for about the last six, seven years.
[02:35:57.005 --> 02:35:59.386]  Well, I guess 2006 was eight years ago, so eight years ago.
[02:35:59.747 --> 02:36:06.151]  So here's the best of Bilderberg's unveiling, or the unmasking of Bilderberg in the last eight years.
[02:36:06.191 --> 02:36:07.112]  I don't know what you call this.
[02:36:07.192 --> 02:36:10.434]  Bilderberg Unmask, I think is probably a good name for it.
[02:36:10.994 --> 02:36:14.156]  Here's part of that for the radio and TV audience.
[02:36:14.176 --> 02:36:18.860]  If you're a radio listener, InfoWars.com forward slash show
[02:36:20.120 --> 02:36:27.662]  And you can actually watch the free feeds, or if you're a PrisonPlanet.TV member, you don't just get the free feeds during the day, you get the nighttime radio show, the films, and so much more.
[02:36:27.682 --> 02:36:31.584]  I want to thank you all for being PrisonPlanet.TV members, but here's part of this report.
[02:36:34.184 --> 02:36:34.644]  Freeza!
[02:36:35.245 --> 02:36:35.385]  Freeza!
[02:36:35.405 --> 02:36:35.665]  Freeza!
[02:36:35.685 --> 02:36:35.845]  Freeza!
[02:36:36.345 --> 02:36:36.525]  Freeza!
[02:36:36.545 --> 02:36:36.705]  Freeza!
[02:36:36.725 --> 02:36:36.925]  Freeza!
[02:36:37.425 --> 02:36:37.725]  Freeza!
[02:36:37.745 --> 02:36:38.065]  Freeza!
[02:36:38.546 --> 02:36:38.886]  Freeza!
[02:36:38.946 --> 02:36:39.206]  Freeza!
[02:36:39.606 --> 02:36:39.906]  Freeza!
[02:36:39.926 --> 02:36:40.146]  Freeza!
[02:36:45.949 --> 02:36:47.672]  We're good to go.
[02:37:02.132 --> 02:37:11.744]  On the outskirts of the National Capital today, black limousines with darkened windows converged on a hotel where private security guards imposed ironclad control.
[02:37:12.405 --> 02:37:14.547]  It's known as the Bilderberg Group.
[02:37:15.228 --> 02:37:17.431]  Could their objective be world domination?
[02:37:18.937 --> 02:37:19.757]  It was just scary.
[02:37:19.797 --> 02:37:23.399]  I mean, again, I've been all over the world and I've never seen anything like this.
[02:37:23.659 --> 02:37:25.419]  It was like hours of humiliation.
[02:37:26.000 --> 02:37:27.380]  And they said, what are you here for?
[02:37:27.640 --> 02:37:32.802]  And I said, well, I'm here to, you know, cover the media, covering a political event up front with members of parliament.
[02:37:33.302 --> 02:37:34.343]  I was answering all the questions.
[02:37:34.363 --> 02:37:35.363]  It was clear I wasn't a threat.
[02:37:35.383 --> 02:37:36.643]  It was clear I had an empty criminal record.
[02:37:36.783 --> 02:37:37.704]  It was clear I was present.
[02:37:37.724 --> 02:37:39.044]  It was clear I was coming to interview people.
[02:37:39.605 --> 02:37:40.485]  They were gonna deny me.
[02:37:40.745 --> 02:37:43.466]  They told me earlier that I was probably gonna be denied.
[02:37:43.486 --> 02:37:46.127]  And then you guys showed up and everything changed.
[02:37:47.057 --> 02:37:48.879]  They're debating the attack on Iran.
[02:37:48.899 --> 02:37:50.880]  They're talking about how to take out Hugo Chavez.
[02:37:51.401 --> 02:37:55.404]  They're talking about how to get their American Union in that destroys Canadian, U.S.
[02:37:55.444 --> 02:37:56.465]  and Mexican sovereignty.
[02:37:56.925 --> 02:38:00.048]  So we're talking about the death of Canada is what's happening in there right now.
[02:38:00.148 --> 02:38:03.271]  The death of your sovereignty is happening in there right now.
[02:38:03.291 --> 02:38:06.233]  120 of the world's most powerful men.
[02:38:06.874 --> 02:38:07.795]  Heads of state from Europe.
[02:38:08.375 --> 02:38:10.197]  High officials of the United States government.
[02:38:10.217 --> 02:38:10.617]  Treasury.
[02:38:11.237 --> 02:38:11.758]  White House.
[02:38:11.978 --> 02:38:12.258]  State.
[02:38:12.859 --> 02:38:13.219]  Defense.
[02:38:13.499 --> 02:38:15.021]  They're setting the world agenda now.
[02:38:16.761 --> 02:38:20.007]  The reason they want secrecy is because we're doing evil.
[02:38:20.107 --> 02:38:21.910]  Evil is done under the cover of darkness.
[02:38:22.591 --> 02:38:23.993]  Good works are done in the sunshine.
[02:38:24.514 --> 02:38:25.396]  Wait on to the sidewalk.
[02:38:25.416 --> 02:38:27.359]  Yeah, there's no implication that we aren't cooperating.
[02:38:27.399 --> 02:38:27.680]  Last year, uh...
[02:38:31.320 --> 02:38:35.022]  It took me 14 and a half hours to get to Munich.
[02:38:35.042 --> 02:38:37.844]  I was pulled off a plane in Milan, I was pulled off a plane in Munich.
[02:38:37.864 --> 02:38:39.065]  They interrogated me for hours.
[02:38:39.085 --> 02:38:44.248]  They basically told me that they'll be keeping an eye on me 24 hours of the day.
[02:38:44.308 --> 02:38:52.313]  The little hotel where we were staying at, Gemini, out of the 20 rooms, 6 were occupied, 3 by the CIA and 3 by the German Secret Service.
[02:38:52.793 --> 02:38:59.077]  That's how serious these people are and that's how afraid they are of actually what we may be able to reveal and what we actually do reveal.
[02:39:04.722 --> 02:39:07.785]  The truth of your world government has now been exposed.
[02:39:09.046 --> 02:39:10.388]  We know you are ruthless.
[02:39:10.468 --> 02:39:11.869]  We know you are evil.
[02:39:16.300 --> 02:39:20.702]  So what they're going to do over the next year, year and a half, is to bring the market back up to 1998, 1999 levels.
[02:39:20.862 --> 02:39:25.464]  They're going to get all the suckers to invest whatever little money they have left over.
[02:39:25.484 --> 02:39:29.705]  And that's when they're going to make the economy bottom drop out.
[02:39:29.745 --> 02:39:30.846]  They need to destroy the economy.
[02:39:31.026 --> 02:39:34.547]  They're members of the Bill of Rights, for years and years and years.
[02:39:34.567 --> 02:39:37.308]  They've been going and participating in all the conversations.
[02:39:37.328 --> 02:39:38.709]  They've always been there, always.
[02:39:39.909 --> 02:39:40.729]  Get them on both sides.
[02:39:42.150 --> 02:39:42.970]  Yeah, you crook.
[02:39:43.210 --> 02:39:44.691]  Yeah, you're going to go to jail like Ken Lay.
[02:39:49.364 --> 02:39:50.504]  Oh yeah, there's one right there.
[02:39:51.344 --> 02:39:51.985]  Hi!
[02:39:52.445 --> 02:39:54.465]  Hey, we're not your property, we're not your slaves!
[02:39:54.805 --> 02:39:56.286]  We're gonna defeat the New World Order!
[02:39:57.746 --> 02:40:00.426]  You will and you are failing now!
[02:40:01.027 --> 02:40:03.527]  Your New World Order will fall!
[02:40:03.847 --> 02:40:06.288]  Humanity will defeat you!
[02:40:06.688 --> 02:40:07.648]  The answer to 1984 is 1776!
[02:40:15.797 --> 02:40:20.178]  Jim, my governor, Rick Perry, it's in the front of the Dallas Morning News.
[02:40:20.418 --> 02:40:25.319]  The headline reads, Texas Governor Rick Perry to attend Bilderberg.
[02:40:25.679 --> 02:40:31.100]  What does it mean to have the governor of Texas in the Dallas Morning News just admitting he's going to Bilderberg Group?
[02:40:32.800 --> 02:40:34.600]  It means he's a potential president.
[02:40:35.201 --> 02:40:42.222]  Even as the obscure governor of Arkansas, Bill Clinton, lost his virginity at the Bilderberg meeting in Baden-Baden, Germany in 1991.
[02:40:43.951 --> 02:40:45.973]  That he's elected president the following year.
[02:40:46.874 --> 02:40:48.335]  We were at the Oritz Carlton.
[02:40:49.016 --> 02:40:51.758]  It looked like a typical Bilderberg scenario.
[02:40:51.798 --> 02:40:53.480]  They had the armed guards all around the place.
[02:40:53.780 --> 02:40:58.945]  They had platoons of cops in formation waiting for the disbursement.
[02:40:58.985 --> 02:41:02.048]  They also had cops all the way around the building.
[02:41:02.948 --> 02:41:12.750]  And they had all those high-tech things where every member can hear whatever spoken in any language instantly translated to his own language.
[02:41:12.990 --> 02:41:15.351]  We're going directly into the belly of the beast.
[02:41:15.371 --> 02:41:19.532]  The hotel will be filled with at least five spy agencies.
[02:41:19.552 --> 02:41:24.473]  CIA, defense intelligence, facade, European Union security.
[02:41:25.653 --> 02:41:27.394]  We're sitting here in the room.
[02:41:27.954 --> 02:41:32.837]  As the phone rings, when your producer Tom Danhuser put me on, the fire alarm goes off.
[02:41:33.717 --> 02:41:35.618]  So everybody is exiting the building.
[02:41:35.798 --> 02:41:36.879]  I know this is a setup.
[02:41:36.919 --> 02:41:38.800]  They timed it exactly when this happened.
[02:41:39.200 --> 02:41:39.620]  Open the door.
[02:41:39.640 --> 02:41:40.701]  I want them to hear the fire alarm.
