[00:01:14.400 --> 00:01:15.821]  Greetings, InfoWarriors.
[03:16:44.447 --> 03:16:45.427]  Amazing footage, Joe.
[03:16:46.328 --> 03:16:48.768]  Can you, again, can you tell what kind of building that is?
[03:16:50.089 --> 03:16:52.469]  Um, Jakari's up front if you guys want to cut to him.
[03:16:53.950 --> 03:16:54.190]  Wow.
[03:16:54.250 --> 03:16:55.710]  But this is where the firefighters are.
[03:16:56.189 --> 03:16:58.170]  There's firefighters cutting through the building right now.
[03:16:58.330 --> 03:16:59.510]  Is that Jakari in front of you there?
[03:16:59.970 --> 03:17:03.131]  No, this is Antonio French, I believe.
[03:17:04.312 --> 03:17:05.292]  The alderman here.
[03:17:07.233 --> 03:17:08.093]  He's the owner of the building?
[03:17:08.613 --> 03:17:09.333]  No, alderman.
[03:17:09.614 --> 03:17:10.374]  Alderman, okay.
[03:17:14.135 --> 03:17:15.215]  You know, what building is this?
[03:17:16.136 --> 03:17:16.456]  Do you know?
[03:17:19.357 --> 03:17:20.537]  Sam's Meat Market.
[03:17:21.598 --> 03:17:23.038]  Leanne said it's Sam's Meat Market.
[03:17:23.958 --> 03:17:24.979]  No, that's further down.
[03:17:24.999 --> 03:17:25.559]  Oh, okay.
[03:17:26.852 --> 03:17:28.453]  Someone said they thought it was Sam's Meat Market.
[03:17:28.493 --> 03:17:29.074]  It's way further.
[03:17:30.855 --> 03:17:31.936]  Yeah, it's Beauty Town.
[03:17:31.996 --> 03:17:36.139]  It's the 9-1-1 salon or Metro PCS.
[03:17:40.842 --> 03:17:43.945]  So what you're watching right now is a live feed from our reporters in Ferguson.
[03:17:44.365 --> 03:17:48.348]  We see there's a fire that is going out of control in that building.
[03:17:48.388 --> 03:17:54.853]  We just saw some firemen that were breaking down the door, cutting their way into that building, trying to get to the fire.
[03:17:55.692 --> 03:17:56.052]  Go ahead, Joe.
[03:18:08.709 --> 03:18:10.090]  Pure madness, chaos.
[03:18:10.370 --> 03:18:11.451]  Look at the McDonald's here.
[03:18:11.471 --> 03:18:15.333]  They have completely trashed and broken every single thing.
[03:18:15.673 --> 03:18:15.893]  Wow.
[03:18:16.033 --> 03:18:23.297]  You know, everyone promised and said there would be no looting out here whatsoever, that the people are tired of this, and this is not what you're seeing at all.
[03:18:23.517 --> 03:18:26.719]  The entire town is, it's been demolished to rubble.
[03:18:26.779 --> 03:18:27.820]  I mean, this is just sad.
[03:18:28.530 --> 03:18:30.451]  Well, I think you have two different groups of people.
[03:18:30.491 --> 03:18:39.916]  You've got people who probably have been out there day after day after day protesting, hoping that that's going to change the government, change the way the police deal with people.
[03:18:40.397 --> 03:18:44.979]  And then you've got a whole other group of people who probably weren't involved in those protests.
[03:18:45.319 --> 03:18:49.982]  They were just waiting for their moment of opportunity to go looting and to smash and break things.
[03:18:50.723 --> 03:18:51.904]  Probably two different groups of people.
[03:18:52.264 --> 03:18:54.865]  Here is the... Oh my god, that smoke is horrible.
[03:18:55.445 --> 03:18:56.766]  Here is the liquor store.
[03:18:57.166 --> 03:18:58.146]  I'm gonna walk up to it.
[03:18:58.186 --> 03:19:08.811]  It looks like... It has been... There's... There's a bunch of police that have shown up over here in the parking lot.
[03:19:09.371 --> 03:19:17.715]  They have busted... Make sure you have your gas mask on because some of that stuff coming out of those fires could be more toxic than what the police are shooting at you.
[03:19:18.556 --> 03:19:19.336]  Alright, yeah, I will.
[03:19:20.849 --> 03:19:26.571]  We just, there was a feed up, an article link off of Drudge, Joe, we thought you might be interested.
[03:19:26.591 --> 03:19:30.292]  The CNN crew and Cuomo got gassed.
[03:19:30.312 --> 03:19:31.513]  You can watch them crying.
[03:19:32.293 --> 03:19:36.755]  They're telling people that they're not shooting tear gas, but certainly the CNN crew got tear gassed.
[03:19:36.775 --> 03:19:38.255]  There's evidence of that, video footage.
[03:19:38.995 --> 03:19:43.697]  Yeah, well I'm glad that finally caught up to them, because last time they wanted to say there was nothing out here.
[03:19:44.017 --> 03:19:44.857]  Yeah, yeah.
[03:19:47.521 --> 03:19:48.802]  All right, I'm putting my mask on.
[03:19:48.842 --> 03:19:54.524]  I'm going to walk by this cloud of smoke and see what I can find further down the road.
[03:19:54.944 --> 03:19:55.765]  Yeah, yeah.
[03:19:56.185 --> 03:20:01.227]  Yeah, keep that gas mask on because the stuff that's coming out of those, you don't know what's burning and coming at you.
[03:20:01.247 --> 03:20:02.427]  It could be very toxic gas.
[03:20:02.968 --> 03:20:04.408]  It's a huge cloud of smoke.
[03:20:04.428 --> 03:20:05.789]  We've got this tear gas mask on.
[03:20:06.049 --> 03:20:07.590]  That's not tear gas.
[03:20:07.970 --> 03:20:08.450]  That's smoke.
[03:20:08.910 --> 03:20:15.013]  Yeah, I know, but Jakari, you might... They're all saying that the smoke coming out of there is going to be worse.
[03:20:15.748 --> 03:20:20.291]  You don't know what's going to be coming in terms of toxic fumes, so you ought to keep your gas mask on.
[03:20:20.311 --> 03:20:23.713]  Alright, we're going to walk by in front and see what's going on.
[03:20:23.733 --> 03:20:25.994]  Alright, get those masks on.
[03:20:26.014 --> 03:20:27.455]  Tell Jakari to get his mask on.
[03:20:27.916 --> 03:20:28.856]  Yeah, we got it on.
[03:20:31.758 --> 03:20:32.338]  Alright, cool.
[03:20:33.959 --> 03:20:35.420]  This is intense, man.
[03:20:35.440 --> 03:20:38.222]  This is... What is this world coming to?
[03:20:42.793 --> 03:20:46.035]  Well, you know, Joe, when we walked through Fort A.P.
[03:20:46.055 --> 03:20:47.776]  Hill, didn't you feel like it was going to come to this?
[03:20:49.077 --> 03:20:50.297]  Yeah, it was scary.
[03:20:51.718 --> 03:20:52.839]  I just can't believe it's here.
[03:20:53.159 --> 03:20:53.879]  Yeah, I know.
[03:20:54.380 --> 03:20:54.620]  I know.
[03:20:55.360 --> 03:20:56.041]  It's sad, isn't it?
[03:20:56.901 --> 03:20:57.461]  Yeah, it is.
[03:20:58.662 --> 03:21:00.303]  This is a complete and total collapse.
[03:21:03.545 --> 03:21:03.745]  Wow.
[03:21:06.724 --> 03:21:07.845]  Amazing footage you're getting there.
[03:21:08.446 --> 03:21:13.391]  Again, this is our reporters Joe Biggs and Jakari Jackson in Ferguson.
[03:21:14.493 --> 03:21:17.115]  This is outbreaks of a lot of fires.
[03:21:17.195 --> 03:21:20.139]  Most of the smoke that you're seeing here now is from burning buildings.
[03:21:20.239 --> 03:21:22.061]  It's going rampant from building to building.
[03:21:27.205 --> 03:21:28.906]  Our reporters are walking through the area.
[03:21:28.926 --> 03:21:35.188]  They have their gas masks on because there's no telling what is in this smoke as these buildings are burning.
[03:21:35.208 --> 03:21:38.089]  We don't know what kind of substances they'd be exposed to.
[03:21:38.109 --> 03:21:41.250]  And of course, the firemen wear gas masks for that precise reason.
[03:21:45.172 --> 03:21:45.392]  Wow.
[03:21:53.394 --> 03:21:54.755]  I just walked up and talked to a fireman.
[03:21:56.590 --> 03:21:59.472]  Be safe, and he just kind of looked at me like I was an a-hole.
[03:22:02.974 --> 03:22:03.274]  Yeah.
[03:22:06.916 --> 03:22:10.319]  They don't see themselves as part of the community, I guess, at this point.
[03:22:15.682 --> 03:22:20.165]  There's more firefighters have shown up to help extinguish this fire.
[03:22:20.185 --> 03:22:23.547]  This building is completely... It's...
[03:22:25.029 --> 03:22:28.070]  Tomorrow is just going to look so crazy when we get out here in the daylight.
[03:22:28.290 --> 03:22:28.650]  Oh, yeah.
[03:22:28.770 --> 03:22:29.350]  So sad.
[03:22:29.410 --> 03:22:31.670]  I mean, you're going to see the good, hardworking people.
[03:22:31.710 --> 03:22:31.970]  Whoa.
[03:22:33.090 --> 03:22:35.291]  They are trying to cut their way back into the building.
[03:22:36.111 --> 03:22:38.231]  Wow.
[03:22:40.592 --> 03:22:46.473]  They say about firefighters, most people are running out of burning buildings and they're running into them.
[03:22:46.533 --> 03:22:46.913]  That's right.
[03:22:48.893 --> 03:22:50.233]  Yeah, very, very dangerous work.
[03:22:50.693 --> 03:22:51.574]  They don't know.
[03:22:52.054 --> 03:22:53.094]  I don't want to get in front of you guys.
[03:22:53.134 --> 03:22:54.334]  You guys are the ones getting hurt.
[03:22:56.283 --> 03:22:56.623]  Okay.
[03:22:56.903 --> 03:22:58.024]  Well, I'm not going to do anything to you.
[03:22:58.044 --> 03:22:58.484]  Come on, man.
[03:22:58.504 --> 03:23:01.106]  10 years military, buddy.
[03:23:01.747 --> 03:23:02.748]  82nd Airborne, Roger.
[03:23:02.768 --> 03:23:05.269]  Who are you talking to, Joe?
[03:23:05.329 --> 03:23:06.670]  Is that firemen or police?
[03:23:07.411 --> 03:23:09.312]  Yeah, uh... Militarized police?
[03:23:10.233 --> 03:23:11.974]  Yeah, the guy's looking at me like I'm all crazy.
[03:23:12.355 --> 03:23:12.635]  Yeah.
[03:23:12.875 --> 03:23:14.156]  He's telling me I gotta get in front of him.
[03:23:14.196 --> 03:23:14.756]  I'm like, negative.
[03:23:14.776 --> 03:23:15.557]  I want to get behind there.
[03:23:17.572 --> 03:23:19.973]  Well, um, let me do a quick plug.
[03:23:20.033 --> 03:23:31.396]  While I was feeling a little run down, doing over three hours of live TV, and I went and grabbed my Secret 12 that's on my desk, and I'm gonna take it now, and I'll probably be up till 3 a.m.
[03:23:31.436 --> 03:23:34.097]  now watching everything that's going on.
[03:23:34.497 --> 03:23:35.197]  And, uh, yeah.
[03:23:35.397 --> 03:23:37.138]  You know what I'm taking to stay awake right now?
[03:23:37.298 --> 03:23:37.618]  What's that?
[03:23:37.678 --> 03:23:38.098]  Tear gas.
[03:23:38.318 --> 03:23:40.539]  Yeah, tear gas will keep you awake, won't it?
[03:23:42.699 --> 03:23:43.860]  There's no secret about this.
[03:23:44.220 --> 03:23:44.360]  No.
[03:23:46.684 --> 03:23:53.307]  Wow, that is totally... And now, what part... But I did take Supermill Vitality today, and that's definitely given me an extra pep in my step, I should say.
[03:23:54.147 --> 03:23:58.049]  It's let you wear three pairs of pants and body armor.
[03:23:58.950 --> 03:24:01.091]  Three pairs of pants, three sweaters, body armor.
[03:24:01.111 --> 03:24:03.972]  I'm hopping fences, jumping on top of buildings.
[03:24:05.617 --> 03:24:10.599]  And if people sign up for the newsletter, I'm not sure what the deals are going to be yet.
[03:24:10.719 --> 03:24:16.722]  I have an idea, but there are going to be some amazing deals that are going to come through the InfoWars Insider Newsletter.
[03:24:17.422 --> 03:24:22.244]  And it's one way that we support everything you see that's going on right now, so we do appreciate your support.
[03:24:22.944 --> 03:24:26.146]  Newsletter subscribers will get that 24 hours a week.
[03:24:27.206 --> 03:24:28.767]  We picked up a reporter from Stern.
[03:24:28.807 --> 03:24:32.028]  He was left back on South Florissant.
[03:24:33.067 --> 03:24:35.009]  And, uh, we had, we gave him a ride.
[03:24:35.469 --> 03:24:36.390]  From Stern?
[03:24:37.350 --> 03:24:38.491]  Yeah, it's a magazine.
[03:24:38.812 --> 03:24:39.312]  Okay.
[03:24:39.952 --> 03:24:41.614]  In New York, it's a German magazine, yeah.
[03:24:42.054 --> 03:24:42.174]  Oh.
[03:24:42.875 --> 03:24:43.435]  There he is.
[03:24:43.455 --> 03:24:43.916]  Say hello.
[03:24:44.716 --> 03:24:45.757]  We gave him, uh, we saved him.
[03:24:45.777 --> 03:24:48.940]  He, uh, was about to get jumped and, uh, we threw him in our vehicle.
[03:24:51.021 --> 03:24:52.803]  Jumped by police or by protesters?
[03:24:53.563 --> 03:24:54.224]  Uh, who do you think?
[03:24:55.244 --> 03:24:55.505]  Yeah.
[03:24:57.146 --> 03:24:57.806]  We'll just say that.
[03:25:02.964 --> 03:25:07.967]  And so what part of, uh, where are you at in relationship to the police station right now, Joe?
[03:25:09.127 --> 03:25:10.968]  Um, well, that's on South Florissant.
[03:25:10.988 --> 03:25:12.249]  We're now on West Florissant.
[03:25:12.789 --> 03:25:15.250]  It looks like there's another building on fire as well.
[03:25:15.491 --> 03:25:16.391]  There's no one here.
[03:25:17.031 --> 03:25:19.253]  But this, wow, there are fires everywhere.
[03:25:19.773 --> 03:25:19.993]  Wow.
[03:25:20.553 --> 03:25:22.854]  That place is going to be a burned-out hulk tomorrow.
[03:25:22.914 --> 03:25:25.656]  Yeah, it's turning into a... It's going to be burnt to the ground.
[03:25:27.258 --> 03:25:29.939]  And there's just not enough firefighters to go out there and put these fires out.
[03:25:29.979 --> 03:25:31.840]  Why don't, why don't these people realize?
[03:25:31.860 --> 03:25:32.841]  Oh, look at that.
[03:25:33.321 --> 03:25:33.681]  Man.
[03:25:33.881 --> 03:25:35.922]  That's a fox, we got an aerial fox feed.
[03:25:35.982 --> 03:25:37.283]  I guess it's from a helicopter.
[03:25:37.323 --> 03:25:40.344]  This building is literally engulfed.
[03:25:40.864 --> 03:25:43.685]  Sorry for saying the word literally again for those of you down at home.
[03:25:44.546 --> 03:25:45.526]  No metaphors here.
[03:25:46.227 --> 03:25:51.049]  I just had a protester come up to me and he saw the InfoWars thing on my microphone.
[03:25:51.069 --> 03:25:52.509]  He goes, oh good, I don't screw with you guys.
[03:25:54.736 --> 03:25:56.677]  So it looks like they are targeting people out here.
[03:25:57.878 --> 03:25:59.158]  But this building is on fire.
[03:25:59.178 --> 03:26:00.399]  This is Sam's Meat Market.
[03:26:00.819 --> 03:26:02.400]  There's a home on fire down the street.
[03:26:02.420 --> 03:26:05.161]  And it looks like, or is that the uh...
[03:26:10.743 --> 03:26:23.287]  So once they mobilize the police into one area, then it looks like people, these provocateurs, I guess the real terrorists went out there and just started burning places to the ground, which is not going to solve anything.
[03:26:23.427 --> 03:26:23.608]  No.
[03:26:24.048 --> 03:26:25.228]  You're angry at the cops.
[03:26:25.268 --> 03:26:27.729]  You're going to burn down somebody's house or somebody's business?
[03:26:27.889 --> 03:26:34.331]  Well, as I told Joe Biggs, I don't think that the people that have been out there faithfully demonstrating and protesting the police action
[03:26:34.631 --> 03:26:38.115]  No, I don't think that's the same crowd of people that are out there tonight burning things and looting things.
[03:26:38.516 --> 03:26:39.137]  It's what, Joe?
[03:26:39.898 --> 03:26:41.680]  This is the rental storage place.
[03:26:42.481 --> 03:26:45.425]  This is right beside where the car accident was the other day.
[03:26:46.886 --> 03:26:48.849]  This is a paid-to-rent place.
[03:26:48.969 --> 03:26:49.349]  Oh, yeah.
[03:26:49.810 --> 03:26:50.651]  Yeah, self-storage.
[03:26:51.252 --> 03:26:52.053]  Yeah, self-storage.
[03:26:55.481 --> 03:26:57.362]  Hey, this is Bowne, just jumping in.
[03:26:57.723 --> 03:26:58.643]  Yeah, Bowne, go ahead.
[03:26:58.763 --> 03:27:05.868]  Yeah, that commotion we saw in New York City, that was the New York PD police commissioner being hit with fake blood by protesters.
[03:27:06.428 --> 03:27:06.789]  Okay.
[03:27:06.869 --> 03:27:07.489]  Fake blood?
[03:27:07.689 --> 03:27:07.909]  Really?
[03:27:07.949 --> 03:27:08.390]  Fake blood, yes.
[03:27:08.670 --> 03:27:09.771]  Oh, so he wasn't even really bleeding.
[03:27:09.791 --> 03:27:11.011]  And what is happening in New York?
[03:27:11.052 --> 03:27:21.779]  Well, we had this weekend, we had an innocent man, and the police commissioner came out and said he was not carrying a weapon, he was not suspected of doing it, he was not committing any crime, he was shot dead.
[03:27:23.760 --> 03:27:26.281]  Shot in the chest by a couple of policemen.
[03:27:26.301 --> 03:27:26.821]  Eight times, right?
[03:27:26.841 --> 03:27:28.402]  One of them was a rookie cop?
[03:27:28.642 --> 03:27:29.942]  No, I don't think they shot multiple times.
[03:27:29.962 --> 03:27:30.983]  They just shot him in the chest.
[03:27:31.023 --> 03:27:37.145]  They walked into the stairwell as this man, Mr. Gurley, and his girlfriend were walking up the stairwell.
[03:27:37.165 --> 03:27:40.246]  They shot him in the chest and then did not call the police.
[03:27:40.627 --> 03:27:43.988]  And the police commissioner came out and did not make any excuses about that.
[03:27:44.428 --> 03:27:46.730]  Of course, there isn't any excuse to make about that.
[03:27:47.110 --> 03:27:52.655]  But it's interesting that the same police commissioner is also involved in an action that's been going for a couple of months.
[03:27:52.675 --> 03:28:02.984]  There was a policy analyst who was with the city council who accused this police commissioner of grubbering the data about police excessive force.
[03:28:03.724 --> 03:28:05.325]  And they went back and forth on this.
[03:28:05.425 --> 03:28:09.188]  The policy analyst was not getting anywhere with him.
[03:28:09.228 --> 03:28:13.351]  He went to his friends and the press to make it public, and they fired him.
[03:28:13.412 --> 03:28:19.796]  So now he's got a whistleblower lawsuit going against them that triggered this last weekend as well.
[03:28:19.816 --> 03:28:22.458]  At the same time, this man was shot in the stairwell.
[03:28:22.558 --> 03:28:28.923]  So, of course, that police commissioner really didn't have a choice other than to come out and say, yes, he wasn't doing anything wrong.
[03:28:28.963 --> 03:28:32.286]  He didn't say that his police officer, however, did anything wrong.
[03:28:32.626 --> 03:28:34.347]  That was an interesting omission.
[03:28:34.407 --> 03:28:41.652]  So, tonight we hear from John Bowne that they just, a lot of people threw fake blood on this police commissioner.
[03:28:41.712 --> 03:28:47.636]  And also we'll see tomorrow that Cuomo, the reporter from CNN, was hit by tear gas.
[03:28:47.656 --> 03:28:49.237]  Apparently he didn't have a gas mask.
[03:28:49.437 --> 03:28:54.778]  Yeah, I was just telling Joe that, you know, that the police have been saying that they're not shooting tear gas, right?
[03:28:54.818 --> 03:29:00.039]  They said they're just shooting smoke, and yet we have video evidence that the CNN crew provided for us.
[03:29:00.199 --> 03:29:00.479]  Yeah.
[03:29:00.619 --> 03:29:03.840]  One service that CNN did for us there, they... I just heard gunshots.
[03:29:06.040 --> 03:29:11.781]  It looks like there's all in all three or four buildings on fire now.
[03:29:12.261 --> 03:29:12.501]  Wow.
[03:29:12.761 --> 03:29:14.121]  And a car at least.
[03:29:14.221 --> 03:29:16.402]  And traffic is still rolling through the area.
[03:29:18.666 --> 03:29:18.966]  Yeah.
[03:29:19.026 --> 03:29:19.227]  God.
[03:29:19.247 --> 03:29:21.829]  And what's, is this the office building for that storage place?
[03:29:21.849 --> 03:29:23.671]  The yellow building in front of you?
[03:29:23.711 --> 03:29:23.791]  Okay.
[03:29:42.325 --> 03:29:46.650]  Probably a guy lives there, the caretaker of the area, usually those people live on site.
[03:29:47.971 --> 03:29:50.414]  I feel really sorry for the small businessmen there.
[03:29:50.454 --> 03:29:57.742]  I mean, you know, I've had a business and to see their business burn down, that's a catastrophic thing.
[03:29:57.762 --> 03:29:58.403]  They're not going to get...
[03:29:59.548 --> 03:30:01.429]  All of that taken care of with insurance.
[03:30:01.489 --> 03:30:08.431]  I mean, you know, if you're out of business for a while, you lose market share, even if they replace some of the things that were damaged there.
[03:30:08.451 --> 03:30:14.174]  I really hate to see innocent people being harmed because the police will not police themselves.
[03:30:14.234 --> 03:30:16.595]  Are you saying you're not seeing any police in the area right now?
[03:30:16.935 --> 03:30:18.095]  No, there's nothing out here.
[03:30:18.115 --> 03:30:18.996]  They've just pulled out.
[03:30:19.196 --> 03:30:23.497]  They just said... There's only looters, people running around.
[03:30:23.537 --> 03:30:25.178]  Are you hearing gunshots everywhere right now?
[03:30:26.047 --> 03:30:27.928]  People running through the smoke and fire.
[03:30:28.408 --> 03:30:31.150]  Helicopters, I mean, you can barely see through the smoke right now.
[03:30:32.470 --> 03:30:33.711]  It's getting pretty thick now.
[03:30:34.311 --> 03:30:37.112]  People are driving, hanging out the side of the windows, screaming and yelling.
[03:30:37.413 --> 03:30:39.133]  This is total madness.
[03:30:39.173 --> 03:30:40.634]  This is what the New World Order wants.
[03:30:40.714 --> 03:30:42.375]  They love events like this.
[03:30:42.535 --> 03:30:47.778]  It looks like this building is going to fall or collapse from the top down.
[03:30:48.678 --> 03:30:50.259]  The fire is starting to shoot out of the roof.
[03:30:50.419 --> 03:30:51.279]  Yeah, oh yeah.
[03:30:54.056 --> 03:30:55.817]  Well, of course, that's what happened in the LA riots.
[03:30:55.877 --> 03:31:00.281]  The police pulled out and... People are shooting off rounds into the air.
[03:31:02.423 --> 03:31:04.324]  And, you know, everybody knows they're called Gabbardy.
[03:31:04.945 --> 03:31:06.286]  Something's got to come down eventually.
[03:31:06.306 --> 03:31:06.946]  That's right.
[03:31:08.327 --> 03:31:11.890]  Hey, let's go behind this building and see if we can get up on that hill and look down.
[03:31:13.571 --> 03:31:14.192]  Or I will.
[03:31:14.212 --> 03:31:15.853]  Well, just be careful wherever you go.
[03:31:16.614 --> 03:31:16.774]  Yeah.
[03:31:19.488 --> 03:31:22.509]  This is Rob Dew and David Knight in studio.
[03:31:22.609 --> 03:31:29.131]  Our reporters Joe Biggs and Jakari Jackson are out in, where am I looking at, one or two?
[03:31:29.151 --> 03:31:30.311]  I didn't know.
[03:31:31.211 --> 03:31:32.732]  Five, oh five, there it is.
[03:31:33.912 --> 03:31:37.653]  Thank you for joining us here at InfoWars.com for the InfoWars Nightly News.
[03:31:37.673 --> 03:31:37.973]  We're now
[03:31:39.793 --> 03:31:43.714]  Three hours and 32 minutes into our live broadcast.
[03:31:44.014 --> 03:31:48.335]  And I'm really glad we did that dress rehearsal for the midterm elections.
[03:31:49.375 --> 03:31:53.836]  All we had to do was flip a few switches tonight to make this happen.
[03:31:54.736 --> 03:31:56.376]  This is the Sam's Meat Market.
[03:31:57.496 --> 03:31:58.397]  I mean, this is a war zone.
[03:31:58.417 --> 03:31:58.877]  This is nuts.
[03:32:07.310 --> 03:32:16.857]  And it happened quickly, and just an hour after, it looks like we're now two hours into the verdict, two hours and fifteen minutes into the verdict being read out to the people.
[03:32:18.359 --> 03:32:23.663]  The news was leaked to USA Today because they posted it early, unless they have a time machine.
[03:32:24.643 --> 03:32:26.425]  People are screaming.
[03:32:26.465 --> 03:32:32.309]  They posted it at 9.01, Drudge had it right after that, and I think we went with that news at 8.06.
[03:32:34.531 --> 03:32:34.951]  Central.
[03:32:35.432 --> 03:32:37.353]  It looks like some police have shown up.
[03:32:37.413 --> 03:32:42.237]  Police have just run down here and shown up to the building that's on fire, the Sam's Meat Market.
[03:32:42.717 --> 03:32:45.819]  You can hear them beating on the door now.
[03:32:45.859 --> 03:32:46.840]  They're trying to get into it.
[03:32:48.141 --> 03:32:49.122]  Get some oxygen in there.
[03:32:49.162 --> 03:32:53.545]  I don't know, maybe that'll help push the fire down.
[03:32:53.585 --> 03:32:54.526]  Oh, it's firefighters.
[03:32:54.546 --> 03:32:57.127]  They're ripping the door open and trying their way to get in.
[03:32:57.207 --> 03:32:59.009]  This is... Wow!
[03:33:02.455 --> 03:33:03.996]  Well, of course, this is all expected.
[03:33:04.096 --> 03:33:08.579]  We expected them to investigate themselves in secret and find themselves innocent.
[03:33:08.619 --> 03:33:10.260]  We expected riots.
[03:33:10.400 --> 03:33:15.143]  That's why they had an army that was in place, as the guy from Saturday Night Live said.
[03:33:15.844 --> 03:33:19.967]  Spoiler alert, I think we know what the verdict's going to be based on what they're doing there.
[03:33:20.207 --> 03:33:25.890]  Well, I noticed all these cops didn't stop any of this madness, so people are going to now want more.
[03:33:26.151 --> 03:33:27.972]  They're going to say, oh, that wasn't enough.
[03:33:28.032 --> 03:33:30.774]  We need a standing army here to protect us.
[03:33:31.354 --> 03:33:36.617]  They're interested in getting into a confrontation with demonstrators, but they're not interested in stopping looters.
[03:33:36.737 --> 03:33:40.299]  And that's exactly what you saw back in August, wasn't it, Joe?
[03:33:42.101 --> 03:33:45.683]  It looks like they might have gotten this door almost open.
[03:33:45.723 --> 03:33:48.865]  They are struggling because it was a little... Wow.
[03:33:48.905 --> 03:33:50.265]  Well, there's another Fox News shot.
[03:33:50.305 --> 03:33:51.666]  Go back to that Fox News shot, guys.
[03:33:51.686 --> 03:33:54.568]  There's a Fox News shot of somebody shooting something up in the air.
[03:33:54.588 --> 03:33:54.728]  Yeah.
[03:33:54.748 --> 03:33:55.028]  Look at that.
[03:34:00.559 --> 03:34:02.100]  I think they might just be looping.
[03:34:02.120 --> 03:34:03.661]  Oh, you think they're looping stuff?
[03:34:03.961 --> 03:34:04.882]  Oh, this is from earlier?
[03:34:05.062 --> 03:34:05.442]  Okay.
[03:34:05.562 --> 03:34:07.143]  Well, that says 1034 p.m.
[03:34:07.163 --> 03:34:11.927]  Okay, the other shot was... Alright, got it.
[03:34:12.547 --> 03:34:15.109]  And then once it gets up here, I just pull a bit tighter so it fits on my forehead.
[03:34:15.569 --> 03:34:17.110]  Oh, I just heard six gunshots.
[03:34:18.592 --> 03:34:19.472]  Oh, two more shots.
[03:34:20.353 --> 03:34:21.674]  Three, four, five, six.
[03:34:22.454 --> 03:34:23.655]  Oh yeah, I can hear them now.
[03:34:23.695 --> 03:34:24.936]  That sounds like semi-auto.
[03:34:25.516 --> 03:34:25.837]  Wow.
[03:34:25.917 --> 03:34:26.077]  Yeah.
[03:34:28.744 --> 03:34:31.125]  Oh, there's tons of shooting going on right now.
[03:34:31.546 --> 03:34:31.766]  Wow.
[03:34:31.926 --> 03:34:32.846]  Just empty eclipses.
[03:34:33.026 --> 03:34:33.847]  Yeah.
[03:34:33.887 --> 03:34:34.867]  Does it sound close to you?
[03:34:36.408 --> 03:34:37.769]  Yeah, not even 100 yards away.
[03:34:37.829 --> 03:34:39.630]  A car just ran up to the road.
[03:34:41.511 --> 03:34:42.992]  I'm conserving energy and not running.
[03:34:43.132 --> 03:34:44.973]  They're shooting towards the fire truck, it looks like.
[03:34:45.553 --> 03:34:45.833]  Wow.
[03:34:46.694 --> 03:34:47.354]  I'm right behind it.
[03:34:47.434 --> 03:34:47.634]  Oops.
[03:34:49.475 --> 03:34:50.776]  You can hear them screaming all back.
[03:34:53.510 --> 03:34:54.951]  Shots fired across Ferguson.
[03:34:55.112 --> 03:34:55.312]  St.
[03:34:55.332 --> 03:34:56.573]  Louis County Police.
[03:34:56.653 --> 03:34:58.115]  Why would they fire at these guys?
[03:34:58.135 --> 03:34:59.977]  They're trying to put out the freaking fire.
[03:35:02.659 --> 03:35:05.182]  Well, certainly somebody would want to set the fire.
[03:35:05.222 --> 03:35:07.724]  That whole building down at the other end is almost about to collapse.
[03:35:07.744 --> 03:35:09.166]  You can see the front fall out.
[03:35:09.485 --> 03:35:13.967]  There's some areas where, uh, where, what was it, paramedics?
[03:35:14.527 --> 03:35:22.770]  I think it was a report where in some of these Muslim areas, I think it was in Stockholm, where paramedics are having to wear body armor to go into areas because they're being attacked.
[03:35:22.810 --> 03:35:24.071]  Wow, there's tons of gunshots going off again.
[03:35:24.091 --> 03:35:24.831]  That's crazy.
[03:35:25.191 --> 03:35:27.632]  People are just firing at each other into this open crowd.
[03:35:32.534 --> 03:35:35.936]  Have there been any reports of anybody shot from anyone?
[03:35:36.396 --> 03:35:36.816]  I can't tell.
[03:35:37.745 --> 03:35:38.746]  There's a bunch of people running.
[03:35:38.926 --> 03:35:41.407]  Well, it says they're using smoke and pepper spray on the crowd.
[03:35:42.688 --> 03:35:43.529]  I guess that's not tear gas.
[03:35:43.749 --> 03:35:46.831]  When you say smoke and pepper spray, it's a cover-off for tear gas.
[03:35:46.851 --> 03:35:47.171]  There you go.
[03:35:48.012 --> 03:35:48.752]  Smepper spray.
[03:35:48.772 --> 03:35:48.853]  Yeah.
[03:35:48.933 --> 03:35:49.173]  Oh, man.
[03:36:03.646 --> 03:36:12.917]  Yeah, they want to let something like this happen because they want to make the case for more military-industrial complex equipment for the police.
[03:36:12.937 --> 03:36:13.738]  So they're backing out.
[03:36:13.778 --> 03:36:14.699]  They're saying screw it.
[03:36:15.040 --> 03:36:16.381]  Yeah, they have no choice.
[03:36:16.462 --> 03:36:18.404]  I mean, the building's going to burn.
[03:36:18.424 --> 03:36:19.465]  There's nobody in it, I guess.
[03:36:20.226 --> 03:36:21.027]  They don't want to die.
[03:36:21.608 --> 03:36:21.748]  Yeah.
[03:36:24.508 --> 03:36:27.511]  I mean you can see one guy, he was like teared up, one of the firefighters.
