[00:00:18.888 --> 00:00:21.751]  Welcome to this live edition of the InfoWars Nightly News.
[01:07:07.657 --> 01:07:08.498]  I can't confirm that.
[01:07:08.819 --> 01:07:10.540]  I definitely would not be surprised if it was.
[01:07:10.881 --> 01:07:15.706]  And to answer your question, David, I would not be surprised if there were some professional provocateurs out here today.
[01:07:19.990 --> 01:07:21.891]  Well, you're doing a great job out there, Jakari.
[01:07:22.631 --> 01:07:26.352]  Obviously, we saw the situation escalate so quickly.
[01:07:26.492 --> 01:07:30.533]  Sunday night, obviously, there was looting and things going on, but that ended Sunday.
[01:07:30.993 --> 01:07:33.934]  Then we have this heavy police force roll in.
[01:07:34.594 --> 01:07:40.595]  But really, what I've been seeing is that at least this community here is doing something.
[01:07:40.775 --> 01:07:46.457]  Like the girl there said, that this is just a filter of rage, of years of this building up.
[01:07:47.057 --> 01:07:47.357]  I don't know.
[01:08:06.898 --> 01:08:10.780]  We can't, we can't criticize them and condemn them for what they're doing.
[01:08:10.820 --> 01:08:13.561]  I mean, we had the Patriots go out to Bundy Ranch.
[01:08:13.981 --> 01:08:18.684]  These people have their own style of standing up to tyranny.
[01:08:18.704 --> 01:08:20.925]  That's right.
[01:08:20.945 --> 01:08:23.786]  And, you know, that's a very good point, Leanne.
[01:08:23.806 --> 01:08:25.547]  You know, some people, they just don't know what to do.
[01:08:25.567 --> 01:08:32.810]  And I definitely respect the people who decided to come out here and do the only thing they knew to do, which was just walk up and down the street to make their presence known.
[01:08:33.086 --> 01:08:35.246]  If that's all you know how to do, that's great.
[01:08:35.426 --> 01:08:37.507]  Just like a gentleman just walked by myself and Josh.
[01:08:37.527 --> 01:08:39.687]  He saw the light equipment that we carry.
[01:08:39.707 --> 01:08:43.248]  He said, man, you guys are out here recording with such light equipment.
[01:08:43.268 --> 01:08:44.728]  You don't have the big sets and all that stuff.
[01:08:44.928 --> 01:08:45.588]  He said, man, that's great.
[01:08:45.608 --> 01:08:46.169]  That's inspiring.
[01:08:46.189 --> 01:08:46.849]  I said, great, man.
[01:08:47.169 --> 01:08:51.010]  You can come out here, break out your iPhone, break out whatever you have, and start filming this.
[01:08:51.230 --> 01:08:51.990]  And that's what it's about.
[01:08:52.030 --> 01:08:55.010]  It's not about us standing on a mountain talking about we're so great.
[01:08:55.130 --> 01:08:58.051]  It's about everybody getting involved at the level that they know best.
[01:08:59.022 --> 01:09:03.703]  Jokari, one of the ladies there was saying, you know, some people are just zoning out and watching Fox News.
[01:09:03.723 --> 01:09:08.744]  We had an amazing story come out of Fox 2 there in the area.
[01:09:08.784 --> 01:09:10.324]  This is KTVI.
[01:09:10.944 --> 01:09:17.546]  They're reporting, essentially verbatim, a press release from the Sheriff's Department, and they said this.
[01:09:17.646 --> 01:09:24.067]  They said, despite reports, SWAT team was helping Al Jazeera reporters and did not take their equipment.
[01:09:24.087 --> 01:09:25.107]  Now, you were standing right there.
[01:09:25.187 --> 01:09:25.927]  I was there!
[01:09:26.588 --> 01:09:27.748]  I'll get you guys this footage.
[01:09:28.028 --> 01:09:28.568]  I was there.
[01:09:29.008 --> 01:09:29.849]  With Al Jazeera.
[01:09:29.929 --> 01:09:31.750]  I'll try to get it to you guys later tonight.
[01:09:32.390 --> 01:09:34.731]  So I'm running down the street after they shoot the smoke.
[01:09:34.771 --> 01:09:35.632]  They shoot the flashbangs.
[01:09:35.672 --> 01:09:38.793]  I'm running down the street and I see the bright lights of Al Jazeera.
[01:09:39.074 --> 01:09:40.574]  So I run over to where they are.
[01:09:40.594 --> 01:09:45.017]  And there's also, I think it was a local NBC truck was over there as well on the other side of the street.
[01:09:45.917 --> 01:09:47.558]  And I'm like, okay, they see the lights.
[01:09:47.598 --> 01:09:49.419]  They see the, uh, the big camera and all this stuff.
[01:09:49.439 --> 01:09:51.040]  They see that it's a TV set.
[01:09:51.060 --> 01:09:52.301]  This is a TV broadcast.
[01:09:52.622 --> 01:09:53.702]  They're not going to mess with these guys.
[01:09:53.723 --> 01:09:55.743]  And I was like, okay, I'm at least safe for the moment.
[01:09:56.144 --> 01:09:57.504]  No, that is not the case.
[01:09:58.104 --> 01:10:00.666]  First they start shooting rubber bullets past us.
[01:10:01.066 --> 01:10:02.727]  And they're like, are they, are they shooting us?
[01:10:02.767 --> 01:10:04.227]  I'm like, yes, they are shooting at you.
[01:10:04.627 --> 01:10:06.028]  And then I get behind their vehicle.
[01:10:06.048 --> 01:10:07.068]  Cause I know what's coming next.
[01:10:07.409 --> 01:10:12.591]  And as soon as I step behind their vehicle, you see the guy lob, lob the, uh, the smoke grenade.
[01:10:13.027 --> 01:10:19.049]  Let me read you this press release from the Sheriff's Department that basically comprised the article from Fox News.
[01:10:19.069 --> 01:10:20.089]  I just read you the headlines.
[01:10:20.109 --> 01:10:22.470]  Let me read you what the Sheriff's Department said.
[01:10:34.873 --> 01:10:43.479]  In fact, last night the SWAT team officers were assisting the media in moving their camera equipment and media personnel to a safer area.
[01:10:43.539 --> 01:10:45.840]  They were assisting you and the guys that they were shooting at.
[01:10:45.860 --> 01:10:48.602]  They were assisting you in moving their camera equipment.
[01:10:55.066 --> 01:10:56.227]  Well, I'll tell you this.
[01:10:56.407 --> 01:10:59.650]  I guess they felt in me running away because they were shooting at me.
[01:10:59.670 --> 01:11:01.952]  They couldn't hear what I was saying when I was saying stop.
[01:11:15.236 --> 01:11:21.240]  They thought I was consenting to them shooting at me because I was running away, and they couldn't hear what I was saying.
[01:11:21.460 --> 01:11:24.822]  If you guys saw that video, if you haven't seen it, go to InfoWars.com.
[01:11:25.042 --> 01:11:27.163]  They had me pinned up against a fence running down the street.
[01:11:27.303 --> 01:11:28.484]  Luckily, it was a very short fence.
[01:11:28.744 --> 01:11:30.865]  Rapid fire, boom, boom, boom.
[01:11:30.945 --> 01:11:33.527]  Three flashbangs come to where I am, and I have the choice.
[01:11:33.827 --> 01:11:40.291]  I can run through this person's yard, maybe they have a dog, maybe they come to run out and shoot me, or I can stand out here and get shot for sure by the cops.
[01:11:40.431 --> 01:11:41.572]  I said, I'll take my chances.
[01:11:41.952 --> 01:11:44.994]  Me and two other people, a guy and his girlfriend, we hop over this fence.
[01:11:45.254 --> 01:11:47.055]  We run the girls like I'm not gonna make it.
[01:11:47.075 --> 01:11:49.376]  I said mommy you gotta make it because you can't stay out here with them.
[01:11:49.696 --> 01:11:51.297]  So we get it to the other side of the yard.
[01:11:51.797 --> 01:11:54.918]  We got to lay her down in the yard and that's where I encountered Al Jazeera.
[01:11:55.238 --> 01:11:59.800]  So if they think telling us to turn off our cameras right over there then uh
[01:12:00.134 --> 01:12:02.055]  Popping the flashbangs, right over there.
[01:12:02.295 --> 01:12:04.056]  Shooting Joe Biggs, right over there.
[01:12:04.236 --> 01:12:05.977]  Gassing Josh Owens, right over there.
[01:12:06.157 --> 01:12:07.857]  Chasing me down that street, right over there.
[01:12:07.877 --> 01:12:10.158]  Then he's trying to shoot at me multiple times.
[01:12:10.198 --> 01:12:13.540]  I guess I got the cat-like reflexes and they couldn't exactly hit me.
[01:12:13.760 --> 01:12:19.563]  It makes me very concerned that they spend all this money, all this training to shoot people and they can't even hit me.
[01:12:19.723 --> 01:12:22.764]  I guess I'm not the DHS target of the little boy that they're used to shooting at.
[01:12:22.984 --> 01:12:24.385]  But they weren't able to hit me.
[01:12:24.425 --> 01:12:28.506]  I hopped over the fence and I was able to eventually make it back to some safer ground.
[01:12:28.566 --> 01:12:29.627]  With my consent.
[01:12:29.923 --> 01:12:36.605]  Well, Jakari, with your consent, they were moving you, they were just assisting you to move to a safer area.
[01:12:36.645 --> 01:12:39.505]  They were just kind of nudging you along with those rubber bullets.
[01:12:39.585 --> 01:12:40.806]  Yeah, let's talk about that!
[01:12:40.826 --> 01:12:43.866]  They talk about, with my consent, they're pushing me down the street.
[01:12:44.067 --> 01:12:45.867]  I say, sir, can you please stop pushing me?
[01:12:46.307 --> 01:12:47.107]  You need to start walking.
[01:12:47.347 --> 01:12:48.368]  Sir, I'm walking.
[01:12:49.128 --> 01:12:49.668]  I'm walking.
[01:12:49.808 --> 01:12:50.868]  I'm not doing a slow walk.
[01:12:51.028 --> 01:12:54.069]  I'm walking at a normal, reasonable pace, but they just keep coming up.
[01:12:54.329 --> 01:12:56.550]  Multiple guys coming up, shoving me.
[01:12:56.790 --> 01:12:57.750]  Sir, what's your badge number?
[01:12:58.010 --> 01:12:58.470]  No response.
[01:12:58.711 --> 01:12:59.451]  Sir, what's your name?
[01:12:59.691 --> 01:13:00.192]  No response.
[01:13:00.332 --> 01:13:06.716]  Just like the cops I encountered in Austin that were at my neighbor's house, the SWAT team, nothing on their shirts, nothing on their sleeves.
[01:13:06.936 --> 01:13:13.501]  You have no way to identify these guys other than, you know, filling out some type of public information request and how long is that going to take?
[01:13:13.988 --> 01:13:15.870]  You know, it's completely ridiculous.
[01:13:32.583 --> 01:13:33.724]  A blatant lie.
[01:13:33.764 --> 01:13:45.968]  This is North Korea level propaganda and it's just amazing to me to see Fox News, a local TV channel, basically parrot back this propaganda unquestioningly and not showing what's going on.
[01:13:46.008 --> 01:13:49.970]  They do show the still pictures there and then try to attach this
[01:13:50.350 --> 01:13:54.634]  There's a different narrative to it than what people can clearly see is going on there.
[01:13:55.054 --> 01:13:57.016]  That's the problem, I think, Jakari.
[01:13:57.056 --> 01:14:11.128]  When you were talking to these people there, and some of them were happy about what Obama had done, Rand Paul had an op-ed piece that we covered earlier in the news, it was on Time Magazine, and he said that clearly these problems are systemic.
[01:14:11.849 --> 01:14:27.223]  They are decades in the making, and the fact that they have, in this particular case, because it got so much publicity, because they came after some mainstream media reporters of the Washington Post, because it got so much publicity there, they felt compelled to do something.
[01:14:27.263 --> 01:14:29.185]  But Obama just basically said, well,
[01:14:29.525 --> 01:14:33.506]  We have to understand that you can't attack the police, and that the police shouldn't attack you.
[01:14:33.566 --> 01:14:38.408]  So it's just kind of like a Rodney King, let's all just live together peacefully type of thing.
[01:14:38.448 --> 01:14:42.629]  But we have some real systemic problems that are still not going to be addressed.
[01:14:42.669 --> 01:14:45.630]  I mean, is Obama going to change the rules of engagement?
[01:14:45.730 --> 01:14:48.111]  Or is the state going to change it?
[01:14:48.211 --> 01:14:50.032]  Are the local police departments going to change it?
[01:14:50.092 --> 01:14:52.152]  Are they going to stop militarizing our police?
[01:14:52.452 --> 01:14:54.413]  Are they going to stop training the military?
[01:14:57.654 --> 01:15:06.658]  No, I do not see that at all.
[01:15:06.698 --> 01:15:09.479]  Now, I will say that the police are, you know, better behaved today.
[01:15:09.520 --> 01:15:15.982]  I'm not saying that's because, you know, the actions of the President doing this or that, but I am happy to see a friendlier face out here.
[01:15:16.282 --> 01:15:21.945]  And the thing, another thing I wanted to touch on, David, that I didn't get to earlier is when they told the press to turn off
[01:15:22.815 --> 01:15:24.756]  Their phones and their cameras and so forth.
[01:15:25.036 --> 01:15:32.218]  And they gave the announcement and the whole time there's some big burly voiced guy who should do voiceovers for a living instead of aiming sniper rifles at people.
[01:15:32.798 --> 01:15:35.379]  He's up there, you know, return to your homes, do this, do that.
[01:15:35.459 --> 01:15:41.141]  Even though return to my home is a curfew, but you know, the police chief seems to think something different.
[01:15:41.421 --> 01:15:47.523]  But when they said to turn off your cameras, they had this light voice woman, turn off your, turn off your cameras and leave the area.
[01:15:47.543 --> 01:15:48.324]  I mean, we were like, what?
[01:15:48.644 --> 01:15:49.604]  Like, what did I say?
[01:15:49.884 --> 01:15:51.945]  And it wasn't until later on when we got to the hotel,
[01:15:52.415 --> 01:15:52.715]  That's right.
[01:16:21.448 --> 01:16:24.190]  That was that department and luckily we have cooler heads out here.
[01:16:24.471 --> 01:16:25.211]  At least thus far.
[01:16:25.271 --> 01:16:27.733]  I don't see any MRAP trucks.
[01:16:27.753 --> 01:16:29.375]  I don't see any sniper rifles.
[01:16:29.635 --> 01:16:31.757]  So hopefully the cooler heads will prevail out here.
[01:16:33.029 --> 01:16:46.414]  Well they're obviously engaging in some epic gas lighting techniques, trying to say, oh we weren't actually confiscating the cameras and that footage, we were helping them, just like the NRAP vehicles arrived.
[01:16:46.774 --> 01:16:50.635]  People who are watching, they've got the guy lighting them up, the sniper rifles, right there.
[01:16:50.675 --> 01:16:51.075]  Look at that.
[01:16:51.135 --> 01:16:51.795]  That's from last night.
[01:16:51.835 --> 01:16:52.936]  Nobody else is reporting that.
[01:16:53.459 --> 01:16:55.720]  Yeah, he's walking away with his back turned.
[01:16:56.460 --> 01:16:57.140]  Quite a threat.
[01:16:57.521 --> 01:17:00.402]  But that's, you know, that's, you're not really actually seeing that.
[01:17:00.882 --> 01:17:02.182]  That's not, that's not there.
[01:17:02.542 --> 01:17:09.025]  And I feel like they were trying to push you back into a safer area, that safer area being the Constitution Free Zone.
[01:17:10.005 --> 01:17:10.345]  Yes!
[01:17:10.745 --> 01:17:12.206]  You've got the right to remain silent.
[01:17:12.226 --> 01:17:19.809]  Matter of fact, I want to, if we can go mobile, if we can collect the gear, and I want to walk over and show these guys the area.
[01:17:21.451 --> 01:17:25.495]  So I want to show you guys the safer area and what it was, it was safer for them.
[01:17:25.935 --> 01:17:29.258]  So I'm going to take you now to the choke point as Joe Biggs has called it.
[01:17:29.659 --> 01:17:34.323]  It's where they have the blockades, the concrete barriers.
[01:17:34.343 --> 01:17:35.264]  How you doing, bro?
[01:17:36.185 --> 01:17:37.266]  We're live right now, bro.
[01:17:37.306 --> 01:17:37.847]  Hold on to all that.
[01:17:37.867 --> 01:17:38.167]  All right.
[01:17:38.187 --> 01:17:39.328]  So we're going to keep moving right here.
[01:17:40.729 --> 01:17:42.291]  And you see all the peaceful protesters.
[01:17:42.331 --> 01:17:42.871]  Everybody's peaceful.
[01:17:42.891 --> 01:17:43.492]  This guy's peaceful.
[01:17:43.928 --> 01:17:44.729]  It doesn't have a problem.
[01:17:44.769 --> 01:17:45.850]  Look at all these tabloids.
[01:17:45.870 --> 01:17:52.617]  I think it's a good showing for us to show that we can come together like it doesn't need to be the dogs, the guns pointing at everybody.
[01:18:05.188 --> 01:18:06.509]  And everybody just wants to see peace.
[01:18:06.629 --> 01:18:08.170]  Like, white, black, Asians.
[01:18:08.210 --> 01:18:09.891]  There's all nationalities out here.
[01:18:09.931 --> 01:18:11.211]  It's not a black and white thing or nothing.
[01:18:11.231 --> 01:18:13.653]  It's just everybody coming together for a good cause.
[01:18:13.753 --> 01:18:14.733]  Were you here last night?
[01:18:15.233 --> 01:18:16.194]  I've been here all week.
[01:18:16.354 --> 01:18:17.615]  So, did you get shot at?
[01:18:17.815 --> 01:18:18.475]  Did you get the smoke?
[01:18:18.875 --> 01:18:21.917]  I got the smoke and everything, and I just thought that, you know, it was too much.
[01:18:22.037 --> 01:18:27.180]  It was just kind of like we are as of now, but it was just kind of like they were feeling something was going to happen, but it's not.
[01:18:27.220 --> 01:18:28.741]  Like, everybody just wants to see justice.
[01:18:28.841 --> 01:18:33.003]  Everybody just wants to see the betterment of the community provide and grow strong.
[01:18:33.314 --> 01:18:34.195]  Thank you, sir.
[01:18:34.355 --> 01:18:35.155]  We'll keep moving here.
[01:18:35.436 --> 01:18:37.257]  So I want to get you guys over here to the choke point.
[01:18:39.718 --> 01:18:41.880]  Right about where all the people are with these candle lights.
[01:18:43.921 --> 01:18:45.402]  This is where the police wanted to be.
[01:18:46.403 --> 01:18:47.924]  And we'll get you as close as we can up here.
[01:18:47.944 --> 01:18:52.547]  Right where all these people are, you see they're standing on a wall over here.
[01:18:52.587 --> 01:18:53.848]  This is a concrete barrier.
[01:18:54.168 --> 01:19:02.434]  And we do believe the police wanted to be here because as you can see, this location right here, nobody can come up from the sides of them, which is to say nobody could flank them if there was
[01:19:02.819 --> 01:19:03.979]  Some sort of an attack.
[01:19:04.320 --> 01:19:14.983]  So they started us further down this way and brought us here to this location where they could be here and uh they could be here be posted without any fear of somebody trying to come up from the side.
[01:19:15.183 --> 01:19:18.164]  So that was the safe place or should I say the safe place for them.
[01:19:18.384 --> 01:19:19.805]  That's why they wanted to push us back.
[01:19:20.025 --> 01:19:23.966]  We started way down there and they moved us to in front of the quick trip so they could feel safe.
[01:19:24.226 --> 01:19:24.907]  That's what it was.
[01:19:24.927 --> 01:19:28.808]  It's how they wanted to feel safe and even at one point they kept telling us get
[01:19:34.242 --> 01:19:40.426]  So it was a safe environment for them.
[01:19:40.586 --> 01:19:44.329]  They felt threatened even though they had the heavy arm of the trucks, the snipers, etc.
[01:19:44.569 --> 01:19:44.889]  etc.
[01:19:45.109 --> 01:19:49.272]  because peaceful protesters unarmed with their hands up were about 25 feet
[01:19:50.609 --> 01:19:50.789]  I don't
[01:20:08.050 --> 01:20:11.933]  You're right.
[01:20:14.114 --> 01:20:15.616]  You're right, Jakari.
[01:20:15.656 --> 01:20:17.717]  They do try to get the cops afraid of the people.
[01:20:17.817 --> 01:20:22.821]  I mean, they try to do that at any kind of a protest, try to tell people that it's going to be a riot.
[01:20:23.141 --> 01:20:30.706]  When anybody speaks up about their individual rights, they call them sovereign citizens and try to portray them as someone who's going to try to kill the police.
[01:20:31.667 --> 01:20:41.391]  When they're telling you to move from this area to another area, you do that and comply, and then they come back and they keep moving you around, that's really just a technique to try to have a pretense for attacking people.
[01:20:42.251 --> 01:20:42.911]  Is Joe Biggs there?
[01:20:42.931 --> 01:20:45.152]  I wanted to get his take on some of these things.
[01:20:46.313 --> 01:20:48.093]  We'll move around here a little bit, David.
[01:20:48.433 --> 01:20:48.714]  Okay.
[01:20:49.514 --> 01:20:50.494]  Is Joe Biggs close by?
[01:20:51.895 --> 01:20:53.835]  Yeah, we need to catch up with him.
[01:20:53.856 --> 01:20:54.876]  He's out doing some other work.
[01:20:54.896 --> 01:20:57.277]  He's running the Ustream right now, if you guys are watching on here.
[01:20:57.497 --> 01:21:00.338]  As soon as the show is over, you can also check us out on the Ustream.
[01:21:01.081 --> 01:21:01.781]  Be there all night.
[01:21:02.221 --> 01:21:05.882]  Yeah, we'll be here until the batteries die pretty much.
[01:21:05.922 --> 01:21:17.625]  What do you think about the fact that these people, this all initiated because they were protesting police violence and the heavy hand, the police tactics that they're using there against this community.
[01:21:18.125 --> 01:21:19.525]  What do you think about the response?
[01:21:19.805 --> 01:21:22.906]  And then of course today they've sort of de-escalated that response.
[01:21:24.209 --> 01:21:29.772]  Yes, I mean, the people, like you said, they're not happy with the heavy marriages of the police.
[01:21:30.052 --> 01:21:38.817]  I filed a report earlier today talking to a Marine at the beginning of the March, and he said, you know, we use these type of tactics overseas in a foreign occupation.
[01:21:38.978 --> 01:21:44.401]  And he even told me that they have worse stuff in the Marines than what the police have available.
[01:21:44.581 --> 01:21:46.042]  He said, I wish we had an MRAC truck.
[01:21:46.062 --> 01:21:47.723]  I said, what kind of truck you had?
[01:21:47.763 --> 01:21:49.484]  He said they had an older version of it.
[01:21:49.844 --> 01:21:52.966]  But to answer your question, I'm glad that the cooler have
[01:21:54.042 --> 01:21:55.383]  We've got some B-roll of that Marine.
[01:21:55.403 --> 01:21:56.683]  We were just showing him walking along.
[01:21:56.703 --> 01:21:58.984]  I don't know, do we have audio for that, Rob?
[01:22:18.615 --> 01:22:30.147]  Yeah, let's go to a little bit of that audio, and then I think we're going to wrap that up, and people can join that Ustream live broadcast that Joe Biggs has got going on right now on the Alex Jones Channel, the Ustream Channel.
[01:22:30.867 --> 01:22:33.170]  Let's go to that report from the Marine.
[01:22:33.410 --> 01:22:35.212]  Stay with us, Jakari, we're going to come right back to you.
[01:22:54.809 --> 01:22:59.631]  I'm sure that peaceful protesters don't need to have snipers and tanks hounding their asses.
[01:22:59.651 --> 01:23:00.331]  Tell me why, bro.
[01:23:00.631 --> 01:23:06.152]  Because the First Amendment protects all Americans in their freedom of expression and freedom of assembly.
[01:23:06.533 --> 01:23:07.373]  You served your country?
[01:23:07.533 --> 01:23:07.813]  I did.
[01:23:07.853 --> 01:23:08.313]  I was a U.S.
[01:23:08.353 --> 01:23:09.053]  Marine in Iraq.
[01:23:09.613 --> 01:23:10.774]  So, you're telling me...
[01:23:11.534 --> 01:23:17.976]  That as a Marine, you're telling me your professional opinion is that they don't need snipers and MRAC trucks to stop these protesters.
[01:23:18.096 --> 01:23:23.678]  When it's a peaceful protester, that is clearly excessive and a violation of every single protester's constitutional rights.
[01:23:23.978 --> 01:23:30.381]  What does it make you think you go out there and you fight for your country in these foreign occupations, and now you come home and you have these measures turned against you?
[01:23:30.641 --> 01:23:35.922]  I go protect Iraqis in Iraq, and I come back and I find that my fellow Americans are being attacked by police.
[01:23:35.942 --> 01:23:36.483]  Thank you, sir.
[01:23:37.003 --> 01:23:37.503]  Get this!
[01:23:37.563 --> 01:23:38.043]  Get this!
[01:23:40.771 --> 01:23:42.975]  Don't shoot!
[01:23:43.015 --> 01:23:44.457]  Don't shoot!
[01:23:44.497 --> 01:23:45.118]  Don't shoot!
[01:23:48.510 --> 01:23:54.275]  Well, Jakari, we just watched that clip of that interview that you had with the Marine yesterday and the comments that he made, and it was interesting.
[01:23:54.335 --> 01:23:59.139]  My son was looking at comments that people were making, and they were saying just the opposite.
[01:23:59.179 --> 01:24:06.524]  They were saying, our soldiers are abroad fighting for our freedoms, and look at what's happening here at home with these violent looters.
[01:24:06.584 --> 01:24:07.645]  They were taking that position.
[01:24:07.685 --> 01:24:13.370]  They clearly did not understand what was going on, and that's largely the fault of the mainstream media.
[01:24:13.670 --> 01:24:16.953]  People like this Fox News channel basically saying that the police are there
[01:24:17.313 --> 01:24:20.255]  Helping you guys to relocate to a safer area with your consent.
[01:24:20.495 --> 01:24:22.896]  There's a lot of deliberate misinformation out there.
[01:24:22.916 --> 01:24:30.180]  But that Marine nailed it when he said, I go abroad to fight against counterinsurgency and I come back and I see it going on here.
[01:24:31.581 --> 01:24:32.841]  Amongst his fellow Americans.
[01:24:32.921 --> 01:24:33.422]  Exactly.
[01:24:35.963 --> 01:24:36.363]  That's right.
[01:24:36.383 --> 01:24:37.304]  That's exactly right.
[01:24:37.604 --> 01:24:40.285]  And I'm very glad to see people just like we keep talking about.
[01:24:40.666 --> 01:24:42.086]  It's a cultural issue.
[01:24:42.186 --> 01:24:44.168]  It's a community issue, more accurately.
[01:24:44.468 --> 01:24:46.729]  Everybody wants the same thing, what's best.
[01:24:47.130 --> 01:24:47.791]  For this community.
[01:24:47.831 --> 01:24:51.396]  Now, we do have Joe Biggs, who's waiting in the wings, ready to go.
[01:24:51.676 --> 01:24:55.902]  So if you guys give us just one second, we'll do the baton toss here and we'll get right into it.
[01:24:56.282 --> 01:24:57.824]  Alright, now this is live tonight.
[01:24:57.904 --> 01:25:00.268]  This is in Ferguson, Missouri.
[01:25:00.608 --> 01:25:01.529]  The scene of
[01:25:02.250 --> 01:25:02.490]  Of course.
[01:25:19.319 --> 01:25:23.163]  All of Alex Jones' documentaries available for you to look at.
[01:25:23.203 --> 01:25:26.345]  And of course, the nightly news begins every night at 7 o'clock.
[01:25:26.365 --> 01:25:28.467]  Tonight we have a very long live edition.
[01:25:28.527 --> 01:25:30.749]  It's about 8.22 central time right now.
[01:25:31.070 --> 01:25:37.055]  We're about to go to Staff Sergeant Joe Biggs, who's with Jakari Jackson, live in Ferguson, Missouri.
[01:25:37.115 --> 01:25:38.796]  A very different night tonight, isn't it, Joe?
[01:25:39.957 --> 01:25:40.658]  Roger that.
[01:25:40.858 --> 01:25:45.182]  It's Joe Biggs, InfoWars.com, at the QT parking lot in Ferguson, Missouri.
[01:25:45.982 --> 01:26:08.557]  Tonight's a lot more calmer and the reason why is because we don't have a militarized force out here pointing down You know pointing sniper rifles at civil people out here hanging out trying to protest doing the right thing Now tonight you have the cops walking around amongst the people with no weapon presence whatsoever Whatever, you know their pieces on their side, but nothing is drawn.
[01:26:09.468 --> 01:26:13.370]  You know, yesterday we didn't even get the low ready with the weapon pointed down.
[01:26:13.671 --> 01:26:22.816]  They had the weapons up, pointing at us, being very intimidating, and that does nothing but cause people to get aggressive and feel uncomfortable when a weapon's pointed at them.
[01:26:23.216 --> 01:26:23.917]  Oh, absolutely.
[01:26:24.297 --> 01:26:25.658]  And they're doing that deliberately.
[01:26:25.678 --> 01:26:34.463]  I mean, anybody who is a professional, if they're trained in the Army, if they're trained as a policeman, they know that you don't point a gun at somebody casually.
[01:26:34.763 --> 01:26:36.745]  You don't do it unless you're planning on shooting them.
[01:26:38.065 --> 01:26:38.986]  Everybody understands that.
[01:26:39.753 --> 01:26:42.995]  Well, in Iraq and Afghanistan, we have what's called rules of engagement.
[01:26:43.335 --> 01:26:44.976]  You don't shot unless shot upon.
[01:26:45.356 --> 01:26:48.338]  Well, we're not seeing the police have that same mentality.
[01:26:48.818 --> 01:26:52.940]  They're shooting first and then eventually asking questions later.
[01:26:53.439 --> 01:26:55.000]  Well, I'll tell you what the difference is, Joe.
[01:26:55.060 --> 01:27:04.807]  The difference is that tonight they've had feedback from people because of people like you and Jakari and the rest of the press that are there covering this.
[01:27:05.107 --> 01:27:10.090]  If the press wasn't there covering this, then they would not have changed what they're doing.
[01:27:10.150 --> 01:27:12.732]  It probably would have been the same or even worse tonight.
[01:27:14.113 --> 01:27:19.597]  You know, what I've seen in the mainstream media is how they want to portray this whole racial divide amongst people.
[01:27:19.677 --> 01:27:19.877]  Yes.
[01:27:19.977 --> 01:27:22.559]  And what I've seen today has been complete and total love
[01:27:23.010 --> 01:27:23.871]  Amongst everyone.
[01:27:23.911 --> 01:27:25.732]  And I saw that yesterday as well throughout the day.
[01:27:26.072 --> 01:27:35.317]  You know, when I got shot last night, it was two young African-American men who helped me up off the ground and then showed me how to get out of here back so I can meet up with Jakari and Josh.
[01:27:35.597 --> 01:27:36.978]  And then again today, I saw one of them.
[01:27:37.018 --> 01:27:39.179]  He walked up to me and said, Hey, are you okay?
[01:27:39.199 --> 01:27:40.240]  You know, I just, I'm concerned.
[01:27:40.260 --> 01:27:41.121]  I want to make sure you're fine.
[01:27:41.521 --> 01:27:46.924]  But you know, Fox News, CNN, MSNBC, all of these guys want to tell you that everyone out here is full of hate.
[01:27:47.004 --> 01:27:48.805]  There's this huge racial divide that
[01:27:49.164 --> 01:27:52.045]  The blacks hate the whites, the whites hate the blacks, and I don't see that at all.
[01:27:52.165 --> 01:27:59.347]  Everyone out here, I saw black guys, white guys, everyone holding hands and praying and saying, hey, we need to stand up for this injustice.
[01:27:59.547 --> 01:28:01.407]  This police brutality is going too far.
[01:28:01.687 --> 01:28:02.247]  It's happening.
[01:28:02.287 --> 01:28:03.108]  It's running rampant.
[01:28:03.408 --> 01:28:12.090]  And the only way we can defeat this is not with violence, but through peaceful protests, sitting down and trying to let them understand that we have concerns that we want answers.
[01:28:12.585 --> 01:28:19.472]  You know, Joe, Leanne's got a question for you in just a second, but I pointed out to Jakari earlier a Fox News report.
[01:28:19.492 --> 01:28:35.288]  You're talking about how they're putting out a false narrative about how this is the black people out of control, and yet what you see here is our peaceful demonstrators, a lot of brotherhood, common cause about this, that they need to get control of the rules of engagement of the police, but listen to what
[01:28:35.748 --> 01:28:41.430]  Fox News said about these Al Jazeera reporters, and of course we've all seen the video over and over again.
[01:28:41.510 --> 01:28:44.291]  It's an iconic video, as Alex Jones pointed out on the radio show today.
[01:28:44.611 --> 01:28:55.894]  This is the kind of iconic video that rises to the level of that picture where you had the university cop out in California tear gassing these people who are peacefully sitting on the ground.
[01:28:56.274 --> 01:29:04.457]  Now we've got this video of the Missouri police tear gassing the press there and then shutting down their equipment.
[01:29:05.157 --> 01:29:06.978]  Fox News reported this, Joe.
[01:29:07.018 --> 01:29:13.381]  They said, despite the reports, the SWAT team was merely helping Al Jazeera reporters and did not take their equipment.
[01:29:13.721 --> 01:29:22.865]  It says that they were assisting the media in moving their camera equipment and the media personnel to a safer area with the media's consent.
[01:29:23.625 --> 01:29:24.766]  Is that what you think happened?
