[00:00:00.009 --> 00:00:01.270]  Broadcasting Network.
[02:22:49.730 --> 02:22:53.431]  Take advantage of this special discount offer at GetSimpliSafe.com.
[02:22:53.531 --> 02:22:55.511]  That's GetSimpliSafe.com.
[02:22:55.771 --> 02:22:59.872]  Protect your home and family now at GetSimpliSafe.com.
[02:23:01.363 --> 02:23:04.704]  The globalist social engineers are not just targeting us with propaganda.
[02:23:04.784 --> 02:23:07.005]  They are manipulating our genetics.
[02:23:07.185 --> 02:23:15.428]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[02:23:15.728 --> 02:23:28.492]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs.
[02:23:28.712 --> 02:23:39.522]  And then concentrated for maximum potency, Super Mel Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[02:23:39.922 --> 02:23:45.987]  Super Mel Vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[02:23:46.207 --> 02:23:54.795]  For a limited time, we are offering 15% off Super Mel Vitality at InfoWarsLife.com to introduce you to this powerful supplement.
[02:23:54.895 --> 02:23:58.839]  Visit Infowarslife.com today to secure your super male vitality.
[02:23:59.019 --> 02:23:59.920]  Infowarslife.com.
[02:24:06.526 --> 02:24:07.967]  Alex Jones here back live.
[02:24:08.408 --> 02:24:10.630]  Ladies and gentlemen, it's escalating.
[02:24:11.210 --> 02:24:16.335]  Russia has used electronic warfare systems over Crimea to down a U.S.
[02:24:16.375 --> 02:24:17.616]  Predator drone, they're saying.
[02:24:17.636 --> 02:24:19.839]  This is in the French News Agency.
[02:24:21.252 --> 02:24:23.112]  Russia says intercepted U.S.
[02:24:23.152 --> 02:24:25.113]  drone over Crimea arms group.
[02:24:25.693 --> 02:24:29.794]  I'll give you more details coming up in the next segment when we cover some other news before we go back to our guest.
[02:24:30.754 --> 02:24:36.995]  But they say the surveillance drone was down from 4,000 meters, 12,000 feet up, virtually invisible from the ground.
[02:24:37.015 --> 02:24:38.656]  It was possible to break the link with U.S.
[02:24:38.736 --> 02:24:41.416]  operators with complex radio electronic technology.
[02:24:42.857 --> 02:24:45.817]  The drone fell almost intact in the hands of self-defense forces.
[02:24:47.057 --> 02:24:48.598]  This is getting really out of control.
[02:24:49.994 --> 02:24:54.535]  They belong to the 66th American Reconnaissance Brigade based in Bavaria.
[02:24:55.476 --> 02:24:56.976]  So it's escalating quickly, folks.
[02:24:57.836 --> 02:24:59.637]  Pray for peace is all I can say, man.
[02:25:00.457 --> 02:25:02.338]  We're talking to Reverend C.L.
[02:25:02.378 --> 02:25:02.778]  Bryant.
[02:25:02.838 --> 02:25:06.699]  You can go to revclbryant.net to find his website.
[02:25:07.199 --> 02:25:15.882]  And I want to quantify this, because when this used to happen the first time, the third time, the fourth time, the fifth time, the tenth time, it's now been caught on tape with Asian and black abortionists.
[02:25:16.602 --> 02:25:24.709]  I'm just saying that because you remember the videos, where people come and say, we'd like to adopt the babies, the black babies you're aborting, and they say, nobody wants the nappy-haired ugly black babies.
[02:25:25.649 --> 02:25:33.176]  I heard those exact quotes over and over again by people that drove new Mercedes, that the black folks would come up to groveling like they were kings.
[02:25:33.876 --> 02:25:39.120]  And I always heard anybody that wasn't basically a socialist or anti-gun or whatever was an Uncle Tom.
[02:25:39.941 --> 02:25:41.562]  Or any conservative or libertarian blacks.
[02:25:42.002 --> 02:25:50.068]  But the truth is, behind the scenes, these black leaders, a lot of them, literally were like Klan members or something.
[02:25:50.108 --> 02:25:55.411]  They would talk horrible about black people and say, we need to get rid of these black people.
[02:25:55.771 --> 02:25:58.833]  And we had a, quote, black leader here for a film I never ended up putting in the film.
[02:25:58.853 --> 02:25:59.534]  It was so shocking.
[02:25:59.894 --> 02:26:01.275]  I went to dinner with Robb Dew with him.
[02:26:01.315 --> 02:26:02.216]  Robb Dew heard this stuff.
[02:26:02.836 --> 02:26:08.039]  The guy basically later admitted he was a communist, said we need to keep abortion going, there's too many black people.
[02:26:08.239 --> 02:26:08.999]  This is a black guy!
[02:26:09.460 --> 02:26:16.003]  So, this goes back to Margaret Sanger, 70 years, who said we gotta hire blacks to get rid of these weeds, close quote.
[02:26:16.384 --> 02:26:18.445]  And man, I'm telling you, it's so over the top!
[02:26:19.926 --> 02:26:22.888]  The average person just can't believe it, but you were in the middle of it.
[02:26:22.948 --> 02:26:23.268]  C.L.
[02:26:23.288 --> 02:26:28.852]  Bryant, when I talked to Reverend Childress at the Black Genocide Project, he says he's heard exactly what I'm saying.
[02:26:29.292 --> 02:26:31.393]  Have you heard exactly what I just said before?
[02:26:32.094 --> 02:26:32.714]  Oh, of course.
[02:26:33.314 --> 02:26:40.259]  Growing up in the segregated South, you see, Alex, I remember black and white water fountains.
[02:26:40.299 --> 02:26:43.501]  I remember riding on the back, I've written on the back of the bus.
[02:26:44.521 --> 02:26:51.650]  I was four years old when Dr. King in 1959 spoke at my home church, Galilee Baptist Church.
[02:26:52.430 --> 02:26:58.918]  There was an idea that came out of the black community, actually out of the black church, that black people need to be controlled.
[02:26:59.758 --> 02:27:01.779]  And also, they need leaders.
[02:27:02.720 --> 02:27:16.647]  And today, you will understand this, that black people are the only group of people that if somebody comes into the neighborhood or if they talk nationally on behalf of black people, they'll want to talk to the so-called black leaders.
[02:27:16.987 --> 02:27:21.189]  My question always is, why is it that black folks have to be led around?
[02:27:21.870 --> 02:27:22.970]  Where are the Irish leaders?
[02:27:23.070 --> 02:27:24.211]  Where are the Italian leaders?
[02:27:25.092 --> 02:27:25.872]  Where are those folks?
[02:27:26.152 --> 02:27:33.714]  But every time when you talk about black folks, even from people in the community, they talk about, where are our leaders?
[02:27:34.094 --> 02:27:34.975]  You'll hear that.
[02:27:35.375 --> 02:27:36.795]  What happened to our leaders?
[02:27:37.135 --> 02:27:38.836]  Heck, I know what's in my pocketbook.
[02:27:39.156 --> 02:27:40.496]  I know what my mortgage is.
[02:27:40.556 --> 02:27:41.897]  I know what my children need.
[02:27:42.197 --> 02:27:42.977]  I know what I need.
[02:27:43.377 --> 02:27:46.680]  In order to get by and make it in this country.
[02:27:47.020 --> 02:27:48.902]  I don't need anybody to lead me anywhere.
[02:27:49.262 --> 02:27:54.707]  Only thing I need is for big government to get out of my way and I'll get my own.
[02:27:55.128 --> 02:28:03.455]  My grandparents, my great-grandfather, former slave, my grandfather, and my father, they were all very independent men.
[02:28:03.976 --> 02:28:07.019]  And they were men who did not have affirmative action.
[02:28:07.559 --> 02:28:09.140]  They had the sweat of their brow.
[02:28:09.901 --> 02:28:10.823]  And they taught me.
[02:28:11.604 --> 02:28:17.553]  My grandfather in particular said to me, son, I didn't go through all that I went through so that you could be black.
[02:28:18.073 --> 02:28:20.537]  I went through all that I went through so you could be free.
[02:28:21.118 --> 02:28:25.104]  And he was talking to me about having the same things that everybody else has.
[02:28:25.584 --> 02:28:27.265]  Regardless of color in this country.
[02:28:27.666 --> 02:28:39.655]  And so, yes, there has been that attitude in the black community and it has become a part of the mental fiber of too many black folks that they need to be led out of a situation.
[02:28:39.675 --> 02:28:43.118]  I was about to say, these new black leaders, they are like the new slave master.
[02:28:43.518 --> 02:28:43.918]  They are.
[02:28:44.659 --> 02:28:53.906]  And the idea was, back in slavery time, was to drive the slave out into the field so he could get his cotton, the master could get his cotton picked.
[02:28:54.406 --> 02:29:03.014]  Now the new overseer, his job is to make sure that that same slave gets to the voting booths every two years so they can get their votes picked.
[02:29:03.415 --> 02:29:09.701]  And so that's where we are in this country as far as the mentality is concerned.
[02:29:09.921 --> 02:29:12.843]  And believe me, black folks were the test case.
[02:29:13.504 --> 02:29:25.502]  This particular feeling of entitlement and being used by the master is beginning to grow all through this country.
[02:29:25.522 --> 02:29:26.083]  Oh, they admit it.
[02:29:26.103 --> 02:29:27.184]  It's beta tested for everybody.
[02:29:27.890 --> 02:29:29.832]  Absolutely, and they want that.
[02:29:30.313 --> 02:29:31.974]  They need that to happen.
[02:29:32.094 --> 02:29:36.158]  Obamacare is not just some type of health care idea.
[02:29:36.739 --> 02:29:42.304]  Obamacare is a mechanism to further enslave... Reverend, explain that to us.
[02:29:42.345 --> 02:29:43.325]  Long segment coming up.
[02:29:43.366 --> 02:29:45.668]  I'm going to let you preach and have the floor and we come back.
[02:29:45.988 --> 02:29:47.570]  Big segment coming up with the Reverend.
[02:29:47.870 --> 02:29:49.372]  I'm Alex Jones in FullWars.com.
[02:29:51.567 --> 02:29:54.577]  We're on the march, the empire's on the run.
[02:29:55.520 --> 02:29:58.189]  Alex Jones and the GCN Radio Network.
[02:30:02.503 --> 02:30:05.245]  Alex Jones here with a message to fellow freedom lovers.
[02:30:05.525 --> 02:30:10.347]  The prognosis for the entire planetary economic system runs from bad to worse.
[02:30:10.528 --> 02:30:17.732]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[02:30:17.752 --> 02:30:23.255]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[02:30:23.495 --> 02:30:25.656]  These are items that I did research on.
[02:30:25.776 --> 02:30:27.057]  That I personally use.
[02:30:27.497 --> 02:30:32.021]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[02:30:32.221 --> 02:30:37.465]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[02:30:37.685 --> 02:30:40.768]  Strategic Relocation 3rd Edition by Joel Skousen.
[02:30:40.928 --> 02:30:43.170]  When Disaster Strikes by Matthew Stein.
[02:30:43.450 --> 02:30:48.014]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[02:30:48.174 --> 02:30:50.616]  Hand Crank Shortwave AM FM Radios.
[02:30:51.076 --> 02:30:58.104]  Everything that we've researched and found to be the best is available at InfoWarshop.com, and your purchase makes our InfoWar possible.
[02:30:58.284 --> 02:30:59.305]  We're getting prepared.
[02:30:59.546 --> 02:30:59.966]  Are you?
[02:31:00.226 --> 02:31:02.028]  InfoWarshop.com.
[02:31:02.509 --> 02:31:04.171]  Introducing ProOne.
[02:31:04.411 --> 02:31:07.935]  All of your filtration in one system, portable, on-the-go.
[02:31:08.055 --> 02:31:12.460]  No more do you have two or three filters to just reduce sodium fluoride.
[02:31:12.600 --> 02:31:18.583]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[02:31:18.683 --> 02:31:29.668]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[02:31:29.688 --> 02:31:32.369]  It is the only one that does it and out of the gates.
[02:31:32.550 --> 02:31:35.991]  We have it discounted at 10% off with promo code water.
[02:31:36.191 --> 02:31:41.654]  This is the only system that in one unit helps reduce or remove pesticides.
[02:31:41.914 --> 02:31:53.164]  Herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[02:31:53.484 --> 02:31:58.789]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[02:32:02.112 --> 02:32:06.696]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[02:32:06.836 --> 02:32:09.818]  Why do we have the highest cancer rates on the planet?
[02:32:09.958 --> 02:32:15.182]  The highest rates of diabetes, autism, and every other major disease.
[02:32:15.523 --> 02:32:17.124]  It all comes down to one thing.
[02:32:17.444 --> 02:32:18.785]  We are what we eat.
[02:32:19.085 --> 02:32:23.428]  Our food is devoid of nutrition and processed with poisons and additives.
[02:32:23.748 --> 02:32:27.731]  Our water is filled with toxic poisons and Big Pharma runoff.
[02:32:27.971 --> 02:32:30.313]  All of this has been engineered by design.
[02:32:30.533 --> 02:32:36.457]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[02:32:36.757 --> 02:32:39.499]  To learn more, visit InfoWarsHealth.com.
[02:32:39.739 --> 02:32:46.564]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[02:32:46.764 --> 02:32:52.591]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[02:32:52.852 --> 02:32:58.779]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[02:32:59.020 --> 02:33:01.503]  And get free shipping when you sign up for AutoShip.
[02:33:11.013 --> 02:33:15.175]  Defending the Republic from enemies foreign and domestic.
[02:33:15.936 --> 02:33:17.397]  It's Alex Jones.
[02:33:22.219 --> 02:33:25.261]  I covered this a few weeks ago with Tucker Carlson.
[02:33:25.281 --> 02:33:26.041]  It's just a fact.
[02:33:26.762 --> 02:33:28.563]  We had John Bowne do a special report on it.
[02:33:28.943 --> 02:33:30.124]  The Democrats and the KKK.
[02:33:32.942 --> 02:33:42.267]  And they had MSNBC do like three or four shows on it, Young Turks did shows on it over and over again, admitting some of it was true, but basically saying I was exaggerating and lying about the rest of it.
[02:33:42.747 --> 02:33:44.128]  Folks, I'm not exaggerating.
[02:33:44.448 --> 02:33:53.493]  I remember the politics of my grandfather coming back from World War II, and he didn't like the Democratic Party and the racism stuff, so he became a Republican, ran for office in his county, and won.
[02:33:53.613 --> 02:34:01.978]  And that was a big split in some of the family, not because they were really into race stuff, but because they were Southerners, you know, in East Texas, and you voted Democrat.
[02:34:03.004 --> 02:34:04.705]  And so I grew up hearing about that.
[02:34:04.905 --> 02:34:05.846]  I mean, I knew about that.
[02:34:05.886 --> 02:34:11.309]  And then I knew about LBJ and his letters about, I'm going to have all these N-words voting Democrat for 200 years.
[02:34:11.709 --> 02:34:15.931]  They couldn't stop Eisenhower and all the people passing the Civil Rights Act and stuff.
[02:34:15.991 --> 02:34:23.315]  And Republican, you know, presidents like Eisenhower, you know, opening up the schools with the military.
[02:34:24.756 --> 02:34:27.358]  And of course, there was still some racist elements of the Republican Party as well.
[02:34:27.378 --> 02:34:30.660]  But the Democrats were the party of the Grand Dragons, like Senator Byrd.
[02:34:31.480 --> 02:34:44.766]  And Nixon later, once the Democrats doubled back and got the minorities using race politics that have been so successful with poor whites, Nixon did have a Southern strategy to try to go to the South that felt betrayed and get them with some lip service.
[02:34:44.826 --> 02:34:57.511]  But the point is, the Democrats, when they get up there and they promote race this, race that constantly, and if you don't do what we say, you're a racist, I mean, throw me in that briar patch every day.
[02:34:57.652 --> 02:34:58.472]  I am sick of it.
[02:34:59.502 --> 02:35:06.666]  And it is a whopper when they have Fox Sports commentators and everybody saying, you know, the NRA is a Ku Klux Klan.
[02:35:06.706 --> 02:35:07.867]  They want to kill black people.
[02:35:08.407 --> 02:35:19.413]  I mean, it's like saying Martin Luther King wants to kill black people because the NRA was founded at the end of the Civil War to teach Northerners how to shoot and to arm free black slaves.
[02:35:19.793 --> 02:35:21.454]  And there was a program to arm black people.
[02:35:21.855 --> 02:35:27.278]  And it's so frustrating that Christians did that because they believed in everybody being free.
[02:35:28.138 --> 02:35:36.040]  And then nowadays the Democratic Party is so anti-God and at their convention takes God out of it and gets off on it when they are such an evil group of people.
[02:35:36.740 --> 02:35:41.641]  And I don't mean the well-meaning liberal black person or white person that buys into it and drinks the poison.
[02:35:42.181 --> 02:35:45.362]  I'm talking about the leadership of the Democratic Party.
[02:35:45.442 --> 02:35:46.142]  I've been around them.
[02:35:46.202 --> 02:35:48.103]  They are into manipulating people.
[02:35:48.543 --> 02:35:50.903]  They are into playing people off against each other.
[02:35:51.363 --> 02:35:52.604]  They are not liberals, folks.
[02:35:52.984 --> 02:35:54.344]  Thomas Jefferson was a liberal.
[02:35:55.114 --> 02:36:05.782]  And I'm sick of these definitions that they hijack and act like they are the civil rights movement or they are the abolition movement when it has nothing to do with them.
[02:36:06.262 --> 02:36:08.083]  In fact, they were the people that opposed it!
[02:36:08.864 --> 02:36:14.508]  And I'm almost cursed with knowing the history and then sitting here and watching these liars race bait all day.
[02:36:14.548 --> 02:36:16.309]  Now, we're talking to Reverend C.L.
[02:36:16.349 --> 02:36:18.951]  Bryant, RevsCLBryant.net.
[02:36:19.711 --> 02:36:22.814]  He's the main expert in the excellent film, Runaway Slave.
[02:36:22.834 --> 02:36:25.777]  You can just Google Runaway Slave, the film, and find the website and get it.
[02:36:26.397 --> 02:36:26.978]  I want to carry it.
[02:36:27.018 --> 02:36:28.219]  We haven't got that deal done yet.
[02:36:28.359 --> 02:36:29.420]  I told the guys I want to carry it.
[02:36:29.460 --> 02:36:29.940]  It's excellent.
[02:36:30.240 --> 02:36:42.791]  Because this is a subject I notice, Reverend, that when I cover it, the race pimps go into Linda Blair-like convulsions and almost start, you know, vomiting green pea soup.
[02:36:42.831 --> 02:36:45.494]  But you were trying to get into Obamacare, so break that down.
[02:36:46.886 --> 02:36:54.256]  Obamacare is a tool to further enslave not only black folks, but all folks.
[02:36:54.836 --> 02:36:57.540]  Once they control your healthcare, they control you.
[02:36:58.121 --> 02:37:01.926]  You were saying something, Alex, that was very interesting that I want to chime in on.
[02:37:02.346 --> 02:37:03.588]  It was Democrats
[02:37:04.028 --> 02:37:04.228]  Yes.
[02:37:22.478 --> 02:37:29.020]  Eisenhower, you mentioned him, who in fact wrote the first civil rights legislation back in 1957.
[02:37:30.681 --> 02:37:39.764]  And that same legislation in that year was filibustered and watered down and basically had his teeth taken out of it by two United States senators.
[02:37:40.084 --> 02:37:43.605]  Their names were Lyndon Johnson and John F. Kennedy.
[02:37:44.305 --> 02:37:59.857]  Nearly 10 years later, the same civil rights bill that Eisenhower tried to get passed in 1957, Lyndon Johnson, with the help of a Republican Congress and Senate, got that bill passed.
[02:38:00.217 --> 02:38:08.723]  It was not Democrats who had the interest of civil rights for black folks, but somehow they have become identified as the saviors of black folks.
[02:38:08.963 --> 02:38:10.984]  And they use people like Al Sharpton.
[02:38:11.185 --> 02:38:19.751]  They use people like Jesse Jackson and Ben Jealous to perpetuate a lie that has been existing now for 50 years.
[02:38:19.971 --> 02:38:23.093]  And it is time to set the record straight.
[02:38:24.684 --> 02:38:32.491]  Well, you're doing that, and what about the issue, expanding on that, of the race baiting, the race pimping?
[02:38:32.611 --> 02:38:41.580]  I mean, when you turn on MSNBC, it is almost comical how over-the-top it is that, again, if you don't agree with anything they say, you're a racist.
[02:38:42.120 --> 02:38:49.261]  I really see this backfiring in people that I've known my whole life, or most of my life, who've never actually been racist.
[02:38:49.621 --> 02:38:56.123]  They're not racist now, but they're so tired of being accused of being racist that it's starting to actually cause division.
[02:38:56.163 --> 02:39:05.324]  And I think Clarence Thomas got criticized a few weeks ago for saying, when I was going to college in the 60s, there was less race problems than I'm seeing now because of all this race baiting.
[02:39:05.744 --> 02:39:09.865]  And I gotta say, Obama has been the biggest divider that I could have ever imagined.
[02:39:11.380 --> 02:39:14.942]  I'm going to show you what race baiting and what racist really is.
[02:39:15.722 --> 02:39:22.866]  I throw the gauntlet down right now on your show to Al Sharpton and any person who calls themselves a black liberal.
[02:39:23.346 --> 02:39:31.770]  I dare you to say anything against MSNBC, NBC, CBS or ABC.
[02:39:32.210 --> 02:39:36.653]  I dare you not to speak the party line that they want you to speak.
[02:39:37.194 --> 02:39:41.637]  And I want you to see what happens if you speak your core value mind.
[02:39:41.997 --> 02:39:49.223]  I dare you to say the truths or speak the same language that our grandfathers and great-grandfathers spoke.
[02:39:49.683 --> 02:39:53.206]  I dare you to talk against the idea
[02:39:53.846 --> 02:39:54.107]  I don't
[02:40:13.650 --> 02:40:16.532]  I associate with who I want to associate with.
[02:40:16.772 --> 02:40:22.315]  And Alex, I hope you know that after today, I'm going to say what's on my mind.
[02:40:22.576 --> 02:40:24.377]  And the chips will fall where they're made.
[02:40:25.037 --> 02:40:30.120]  I am not beholding to any network, any party, any organization.
[02:40:30.500 --> 02:40:31.241]  I'm a free man.
[02:40:31.801 --> 02:40:35.624]  I do exactly what that old granddad of mine said I should do.
[02:40:36.164 --> 02:40:39.907]  He didn't go through all that he went through so that I could be black.
[02:40:40.227 --> 02:40:43.089]  He went through all that he went through so I could be free.
[02:40:43.589 --> 02:40:51.014]  And to understand for myself that America is the greatest success story the world has ever known.
[02:40:53.015 --> 02:40:53.556]  Absolutely.
[02:40:53.576 --> 02:40:57.159]  We have to throw down the gauntlet because that's really what the Democratic Party is all about.
[02:40:57.179 --> 02:40:58.520]  Republicans certainly have their problems.
[02:40:58.840 --> 02:40:59.581]  I'm a libertarian.
[02:41:00.681 --> 02:41:13.832]  It's that they constantly are on this moral high ground and I'm somebody who's protested the Ku Klux Klan probably more than a dozen times when they would come to town and things over the years and it's very insulting to have them say
[02:41:15.153 --> 02:41:22.095]  Uh, with Steele, the former head of the Republican Party, that Alex Jones is, quote, deeply racist, and then not show what I said.
[02:41:22.815 --> 02:41:28.037]  It's like they don't even have to, it's like saying, you know, Alex Jones robs banks and then showing no proof.
[02:41:28.977 --> 02:41:31.598]  It's a new level of slander, libel, defamation.
[02:41:31.618 --> 02:41:35.659]  But I've got to say, it doesn't work anymore because they say it to everybody.
[02:41:35.699 --> 02:41:39.460]  And I've seen them say of libertarian or conservative or Christian black leaders.
[02:41:40.220 --> 02:41:43.881]  That they're racist or they're anti-black.
[02:41:44.282 --> 02:41:45.702]  It's just such a hoax.
[02:41:45.802 --> 02:41:50.044]  And I see that, you know, 95% of blacks vote Democrat.
[02:41:50.804 --> 02:41:53.725]  I mean, that is just bizarre.
[02:41:54.125 --> 02:41:55.666]  How do you break that hoax?
[02:41:55.706 --> 02:41:57.667]  How do you break that mind control?
[02:41:59.187 --> 02:42:02.208]  By doing exactly what we're doing right now, Alex.
[02:42:02.248 --> 02:42:03.489]  Screaming it from the rooftops.
[02:42:03.669 --> 02:42:05.009]  But this is what I want to say to you.
[02:42:08.029 --> 02:42:08.209]  All right.
[02:42:30.097 --> 02:42:49.424]  Whenever there is anything that they want to brand us with, or they want to derail a program, or an idea that we're trying to push forward, and it's in total disagreement with them, and it may be about to expose what's going on, they throw out the race card.
[02:42:49.804 --> 02:42:58.308]  Or they throw out the Uncle Tom card, but particularly works on white folks, conservative white folks, white guilt.
[02:42:58.869 --> 02:43:02.430]  I want to say to your white audience in particular, get over it.
[02:43:02.991 --> 02:43:06.933]  You know that you were not there for any lynchings or anything of that nature.
[02:43:07.393 --> 02:43:08.934]  You know who you are.
[02:43:09.534 --> 02:43:16.415]  And so I would say to you, if they want to fight this fight, then let's fight this fight and get it over with.
[02:43:16.835 --> 02:43:21.996]  Because as long as you run away from this fight, they'll chase you with that white guilt.
[02:43:22.476 --> 02:43:34.579]  And as far as myself and people like Herman and Alan West and people like that, I would say that when you look at the Democrat Party, you are looking at a plantation.
[02:43:35.079 --> 02:43:36.719]  And let me tell you why I say that.
[02:43:37.944 --> 02:43:50.051]  Back in the days of slavery, when that slave ran away to the North, he didn't see many free black faces like he saw in the South, where he was in a system where there was nothing but black faces.
[02:43:50.831 --> 02:44:01.217]  I see in the Democrat Party often so many blacks, and people ask, CL, how come there's more blacks in the Democrat Party than there are in the Republican Party?
[02:44:01.437 --> 02:44:06.521]  It's the same reason there were more slaves on a plantation than there were in the North.
[02:44:06.901 --> 02:44:14.608]  It's because there were very few of us who had the courage to leave that system of tyranny and find freedom for ourselves.
[02:44:15.008 --> 02:44:26.858]  And so I would say to your white audience, get over the white guilt, and I would say to the black audience, it's okay to leave the plantation, as my good friend Mason Weaver has wrote a book about.
[02:44:27.358 --> 02:44:43.384]  Well, there's no doubt that the Democrats were set up in modern times by Margaret Sanger and it's just been absolutely devastating and that same cultural destruction is being visited on everybody because the state with Cloward and Piven, as you know, wants us dependent on the system.
[02:44:43.765 --> 02:44:49.227]  And it's more of a sharecropping system, which is slavery as well, where we literally owe our soul to the company store
[02:44:49.907 --> 02:44:55.071]  Which is the establishment, is the food stamps, is the system, can't have men in the house.
[02:44:55.131 --> 02:44:57.032]  I mean, this has been a systematic program.
[02:44:57.072 --> 02:45:14.784]  For those that don't know, Reverend, break down, because you do a great job in the film, Runaway Slave, break down how they have brought blacks back onto the sharecropping system, because you do a great job on that on the film, and what the numbers are, the illegitimacy, the drop in income, the incarceration, all of it.
[02:45:16.945 --> 02:45:22.050]  72% of black babies are born outside of Whitlock.
[02:45:22.210 --> 02:45:23.371]  Those are the ones who are born.
[02:45:23.632 --> 02:45:25.814]  But this is a more grabbing statistic for you.
[02:45:26.294 --> 02:45:33.121]  Take into consideration, and I don't care what your politics is on this particular subject that I'm about to mention, but just look at these numbers.
[02:45:33.841 --> 02:45:34.122]  You have 43%
[02:45:36.476 --> 02:45:37.857]  We're only 12% of the population.
[02:45:37.897 --> 02:45:41.841]  In the state of New York in 2008, more black babies were aborted than born.
[02:45:41.921 --> 02:45:45.184]  Now it doesn't matter what your politics is on that again.
[02:45:53.832 --> 02:46:00.936]  Those numbers, though, are very troubling when you talk about just 7% of the population.
[02:46:01.457 --> 02:46:09.381]  When we talk about how to get them further enslaved, this is what the government has found and this is what they used Barack Obama to do.
[02:46:10.162 --> 02:46:17.546]  They have found that the slave or the person that they want to bring into shackles, he doesn't necessarily want freedom.
[02:46:18.127 --> 02:46:21.229]  What he wants is comfort, more food on the table,
[02:46:22.269 --> 02:46:23.971]  A more comfortable floor to lay on.
[02:46:24.972 --> 02:46:26.153]  Those types of things.
[02:46:26.914 --> 02:46:28.655]  He doesn't necessarily want freedom.
[02:46:29.356 --> 02:46:30.357]  He wants comfort.
[02:46:30.697 --> 02:46:32.359]  And so we'll give him a cell phone.
[02:46:33.020 --> 02:46:36.403]  We'll make him think that he's going to get free healthcare.
[02:46:36.983 --> 02:46:39.406]  We'll make him think that we're going to make his life better.
[02:46:40.086 --> 02:46:40.787]  With words.
[02:46:41.347 --> 02:46:47.291]  But all the time, taking those things away from him, making him codependent.
[02:46:47.771 --> 02:46:54.456]  There's a sick relationship that black people have developed not only with government, but with money.
[02:46:55.417 --> 02:46:56.678]  And I gotta tell you this, Alex.
[02:46:57.614 --> 02:47:08.328]  Back when I was growing up, before integration, before 1968 here in Louisiana, before it all began to happen, there was a thriving black business community.
[02:47:08.849 --> 02:47:12.153]  You had all types of businesses that were black-owned.
[02:47:12.434 --> 02:47:12.734]  Why?
[02:47:12.794 --> 02:47:14.837]  Because we had to rely
[02:47:15.317 --> 02:47:20.381]  Yeah, not that segregation was good, but that which does not kill you only makes you stronger.
[02:47:20.841 --> 02:47:21.742]  Absolutely right.
[02:47:22.062 --> 02:47:22.702]  Absolutely right.
[02:47:23.042 --> 02:47:30.548]  And of course we wanted to progress from the point where it was black only or white only.
[02:47:30.668 --> 02:47:31.488]  Of course we did.
[02:47:31.888 --> 02:47:34.690]  But this is one thing that we must know.
[02:47:35.411 --> 02:47:39.414]  We were a better people in every way morally,
[02:47:40.094 --> 02:47:43.995]  We were a better people as far as family values were concerned.
[02:47:44.295 --> 02:47:52.817]  When we were segregated, then we are now that we can go anywhere we want to go and do anything we want to do.
[02:47:53.197 --> 02:47:53.537]  Why?
[02:47:53.637 --> 02:48:00.019]  Because we were not codependent upon somebody giving us some type of handout.
[02:48:00.239 --> 02:48:09.723]  Sure, the analogy I use is like, they don't think they can send humans to Mars so they develop some type of anti-grav, because your heart falls apart, your bones turn to jello, you turn weak.
[02:48:09.783 --> 02:48:23.608]  And it's not that the oppression was good, but it was better than a nanny state, because at least the oppression made you have cultural muscles to know who you were and to be independent and strong, which is the case in any part of history or any culture.
[02:48:23.968 --> 02:48:28.530]  Now it's this creeping death nanny state, which is totally destructive.
[02:48:29.290 --> 02:48:32.712]  Even in our school systems then, when the schools were segregated.
[02:48:32.912 --> 02:48:35.554]  And Lord knows, I don't want anyone to get me wrong.
[02:48:36.134 --> 02:48:40.276]  I'm not saying that the field was level back then.
[02:48:40.396 --> 02:48:40.997]  It was not.
[02:48:41.077 --> 02:48:42.818]  Sure, they just traded one evil for another.
[02:48:43.518 --> 02:48:44.058]  Exactly.
