[00:00:00.229 --> 00:00:00.590]  Call 888-253-3139.
[02:11:37.755 --> 02:11:39.878]  Now it's fallen to less than half of that.
[02:11:40.599 --> 02:11:49.061]  And we see the largest bitcoin exchange has now gone belly up and lost almost half a billion dollars worth of bitcoins.
[02:11:49.081 --> 02:11:52.922]  470 million dollars worth of virtual currency has just vanished.
[02:11:53.262 --> 02:11:53.782]  It's gone.
[02:11:54.142 --> 02:11:55.682]  They don't know where it is.
[02:11:56.722 --> 02:12:01.423]  750,000 coins that belong to customers, 100,000 coins that supposedly belong to Mt.
[02:12:02.043 --> 02:12:02.443]  Gox.
[02:12:02.924 --> 02:12:03.944]  And this is what the guy said.
[02:12:04.844 --> 02:12:09.765]  There were some weaknesses in the system and the bitcoins have disappeared.
[02:12:10.405 --> 02:12:12.085]  I apologize for causing trouble.
[02:12:13.646 --> 02:12:21.148]  I don't know how that's going to work because, you know, some of these bitcoins, I would imagine, belong to drug dealers like we saw at SilkCoin.
[02:12:21.168 --> 02:12:25.469]  Some of them, some of this money is belonging to people who are involved in illegal activity.
[02:12:25.969 --> 02:12:28.950]  They might want to have words with the fellow who said that.
[02:12:29.410 --> 02:12:30.830]  I don't know really how that's going to wash.
[02:12:31.350 --> 02:12:36.172]  The amazing thing about it is that this represents nearly 7% of all the bitcoins in circulation.
[02:12:36.232 --> 02:12:36.892]  This is huge.
[02:12:37.492 --> 02:12:39.636]  There was a lot of concern from a lot of people.
[02:12:39.656 --> 02:12:40.799]  I was concerned.
[02:12:41.019 --> 02:12:44.947]  Personally, I looked at it and I thought, well, I would love to see a cryptocurrency.
[02:12:45.307 --> 02:12:48.614]  And there are other cryptocurrencies that are out there that are trying to get a start.
[02:12:49.673 --> 02:12:49.753]  Yes.
[02:13:11.641 --> 02:13:12.021]  We're good to go.
[02:13:42.284 --> 02:13:44.453]  It'd be very easy just for an individual to do it.
[02:13:44.493 --> 02:13:45.417]  Look at George Soros.
[02:13:45.457 --> 02:13:46.702]  That's how he made his money.
[02:13:47.375 --> 02:13:51.096]  Was by manipulating the Bank of England.
[02:13:51.136 --> 02:13:53.897]  He made a lot of money at the expense of the Bank of England.
[02:13:54.717 --> 02:13:59.378]  And it's very easy, or look at the Bunker, was it the Hunt Brothers?
[02:13:59.638 --> 02:14:02.319]  With silver, they cornered the silver market temporarily.
[02:14:02.359 --> 02:14:04.760]  I mean, just a single billionaire can do a lot.
[02:14:04.800 --> 02:14:10.601]  What do you think a central bank can do if they perceive a cryptocurrency to not be in their interest?
[02:14:10.621 --> 02:14:13.882]  Do you think they might be able to manipulate the market value of that?
[02:14:14.656 --> 02:14:15.557]  They very well might be.
[02:14:16.077 --> 02:14:18.139]  Let's take a look at the calls here.
[02:14:18.159 --> 02:14:19.420]  We've got John in Michigan.
[02:14:19.480 --> 02:14:19.700]  John?
[02:14:19.720 --> 02:14:21.421]  Hello, are you there?
[02:14:22.422 --> 02:14:22.862]  Hey, David.
[02:14:23.022 --> 02:14:23.463]  Hey, John.
[02:14:23.803 --> 02:14:24.343]  What's on your mind?
[02:14:24.483 --> 02:14:26.205]  Oh, it's about Ukraine.
[02:14:26.245 --> 02:14:30.868]  I had a call yesterday, and I brought up a good point with Alex, but he didn't have enough time yesterday, so it was quick, you know?
[02:14:32.657 --> 02:14:38.602]  I just wanted to mention that I was talking about how, geographically speaking, Ukraine is far inside Russia.
[02:14:39.023 --> 02:14:48.812]  And in this whole process of these Nazis basically taking over the country, Russia sees it as a threat.
[02:14:48.912 --> 02:14:52.855]  They're going to cut off access from their Black Sea fleet and deny access to the Mediterranean.
[02:14:53.576 --> 02:14:57.960]  And at that point, many Western think tanks have acknowledged that they've become indefensible.
[02:14:58.640 --> 02:15:02.162]  Um, and so I mean, one has to take an event in the context that the U.S.
[02:15:02.182 --> 02:15:10.827]  has been putting the missile defense system in Poland and Romania, and they try to say it's meant for the Iranian missiles, but, you know, I mean, who knows what it's truly meant for, you know?
[02:15:11.087 --> 02:15:18.611]  The Russians take it as a doctrine against them, like a first strike doctrine, you know, to take out their second strike capabilities of the Russian nuclear forces, you know?
[02:15:19.451 --> 02:15:24.555]  Two years ago there was a conference in Moscow with a Russian, I forgot his name, but he was the General Chief of Staff.
[02:15:25.016 --> 02:15:32.422]  He said the Poland and the Romania missile defense systems are first strike efforts against Russia and they will not allow them to be built.
[02:15:32.942 --> 02:15:34.023]  He stated that clearly.
[02:15:35.344 --> 02:15:36.885]  It's a real question, isn't it?
[02:15:37.365 --> 02:15:40.067]  When do defense preparations
[02:15:41.192 --> 02:15:42.813]  Not really serve our best interests.
[02:15:42.853 --> 02:15:46.235]  When do they provoke counter reactions from other people?
[02:15:46.275 --> 02:15:48.736]  When do they provoke instability from other people?
[02:15:48.776 --> 02:15:50.897]  When do they undermine our security?
[02:15:50.937 --> 02:16:01.023]  And certainly, I think at this point, when the American government is openly fomenting revolution in the Ukraine, in the Crimea, attacking Russia's vital
[02:16:01.903 --> 02:16:04.244]  Strategic, military, economic interest there.
[02:16:04.704 --> 02:16:07.104]  That is a very dangerous, very provocative thing.
[02:16:07.204 --> 02:16:12.706]  I think it is very much akin to Russia trying to put missiles in Cuba.
[02:16:12.746 --> 02:16:13.826]  I think that's what's happening.
[02:16:13.866 --> 02:16:15.906]  And I think that's probably the way they view it.
[02:16:15.946 --> 02:16:22.328]  It's a very, very dangerous game that Victoria Nuland, the State Department, John Kerry, and Obama are playing right now.
[02:16:23.291 --> 02:16:23.791]  It is, it is.
[02:16:24.071 --> 02:16:32.954]  You know, you go back to 90 and 91, when the Soviet Union disintegrated, you know, we may have had a chance for world peace, but you had the emergence of the neocons in the Bush administration.
[02:16:32.994 --> 02:16:38.816]  Bush Sr., you know, adopted the New American Century Doctrine, which is, I think, the whole thing comes back to that, you know?
[02:16:40.197 --> 02:16:46.399]  Where, you know, the idea to create the world empire based on special relationships between Great Britain and the U.S.
[02:16:46.419 --> 02:16:49.340]  Like, if you didn't have that special relationship, you weren't going to be included, you know?
[02:16:50.900 --> 02:16:51.901]  And, you know, Bush Sr., he
[02:16:54.133 --> 02:16:56.814]  I think he kind of proceeded with regime change.
[02:16:57.275 --> 02:17:02.737]  If you're not going to submit to the idea of world empire, they're going to change your regime.
[02:17:02.817 --> 02:17:05.859]  You can see it happened in Iraq, Libya, Syria.
[02:17:06.039 --> 02:17:07.159]  They wanted to do it in Iran.
[02:17:08.587 --> 02:17:17.272]  And it's just an encroachment on Russia and China and the eastern expansion of the EU and NATO's forces, which we see now, you know, happening in Ukraine, basically.
[02:17:17.352 --> 02:17:17.653]  You're right.
[02:17:17.813 --> 02:17:18.673]  Thank you very much, John.
[02:17:18.693 --> 02:17:19.154]  I appreciate it.
[02:17:19.174 --> 02:17:20.474]  It's a very dangerous game they're playing.
[02:17:20.655 --> 02:17:32.182]  Like I said before, I know that there are people in the Ukraine, they want an honest government, they're tired of the corruption, they're tired of the puppets, but we also see that the American government is playing a very dangerous game of escalation.
[02:17:32.222 --> 02:17:34.463]  Let's go to Bob in Michigan.
[02:17:34.523 --> 02:17:35.704]  Bob, you wanted to talk about the Ukraine?
[02:17:36.298 --> 02:17:37.682]  Yeah, thanks for taking my call.
[02:17:37.702 --> 02:17:38.684]  This is pretty obvious.
[02:17:38.765 --> 02:17:43.516]  I just wanted to add to the other comments on this Ukraine situation.
[02:17:43.577 --> 02:17:44.739]  I just hope we have enough...
[02:17:45.382 --> 02:17:55.688]  People left in the flag officer department that have their head on straight, and the rest of them, I think, are dealing with some kind of alternate reality of what they're doing.
[02:17:56.829 --> 02:18:03.692]  We really want cool heads to prevail, and I think the thing in Syria, I think that was the case.
[02:18:03.772 --> 02:18:11.677]  I just don't know how many people we have left at the top that can have the, not just the cool heads, but the idea that
[02:18:12.130 --> 02:18:14.131]  We really don't want to stir this pot up.
[02:18:14.191 --> 02:18:16.171]  This has a potential of getting really ugly.
[02:18:16.551 --> 02:18:17.192]  Oh yeah, yeah.
[02:18:17.212 --> 02:18:18.512]  It's a very dangerous game they're playing.
[02:18:19.052 --> 02:18:19.272]  Thank you.
[02:18:19.292 --> 02:18:21.353]  Let's go to Ronald in California.
[02:18:21.393 --> 02:18:22.794]  Ronald, you had a comment about Ukraine?
[02:18:23.894 --> 02:18:24.334]  Yes, hi.
[02:18:24.374 --> 02:18:35.938]  I just want to reiterate, people who may have been listening later, that you actually revealed you have documents saying the State Department and eBay's Pierre
[02:18:36.527 --> 02:18:41.410]  They funded, let's get it right, the Center UA in Ukraine.
[02:18:41.430 --> 02:18:46.773]  That's the exact organization they funded to get the revolutionaries steered up.
[02:18:47.213 --> 02:18:47.434]  Yes.
[02:18:47.874 --> 02:18:49.435]  The Center UA, you said?
[02:18:49.455 --> 02:18:51.416]  I believe that's what Paul said, yeah.
[02:18:51.476 --> 02:18:53.117]  I'm not sure of the exact organization.
[02:18:53.137 --> 02:18:55.238]  I'll go with that, but yeah, go ahead.
[02:18:55.619 --> 02:18:59.861]  And so I want to talk about the FDA also, but I want to finish on Ukraine.
[02:19:00.261 --> 02:19:04.944]  So I think this is a case like when Nixon, I don't know if you're old enough to remember Nixon.
[02:19:05.244 --> 02:19:05.985]  Yeah, I'm afraid so.
[02:19:08.101 --> 02:19:26.532]  When Nixon went mad, and he was about to, let's just say Obama's going mad, I think we need, as in Nixon's case, we need people like Senators Boxer and Senator McCaskill and Senators Gillibrand, because the women Senators are supposedly strong nowadays.
[02:19:26.572 --> 02:19:34.616]  We need some liberal women Democrat Senators to go to Obama and say, look, you are going mad, sir.
[02:19:36.369 --> 02:19:39.918]  And we are women, democratic, liberal senators.
[02:19:41.774 --> 02:19:43.195]  We can't have this militarism.
[02:19:43.235 --> 02:19:47.477]  They have to literally go into his office and say, sir, you're going mad.
[02:19:48.237 --> 02:20:05.105]  Yeah, you would hope that somebody in his party, whether it's male or female, would call him on the glaring contradictions between being a transparent candidate, between having the rule of law and the lawless, violent regime that the Obama administration has come to be.
[02:20:05.405 --> 02:20:06.866]  But unfortunately, there's this
[02:20:07.566 --> 02:20:09.209]  Spectrum between the two different teams.
[02:20:09.229 --> 02:20:10.832]  We're going to be right back with more of your calls.
[02:20:10.912 --> 02:20:11.493]  Stay tuned.
[02:20:11.513 --> 02:20:11.553]  259-923-1800.
[02:20:14.500 --> 02:20:15.380]  Clean water at home.
[02:20:15.680 --> 02:20:16.781]  Clean water at the office.
[02:20:17.101 --> 02:20:18.141]  Clean water on the go.
[02:20:18.421 --> 02:20:24.324]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[02:20:24.664 --> 02:20:27.465]  Thousands of satisfied customers can't be wrong.
[02:20:27.825 --> 02:20:31.866]  For free shipping within the US, go to GoBerkey.com or call 877-886-3653.
[02:20:31.987 --> 02:20:32.207]  That's 877-886-3653.
[02:20:32.227 --> 02:20:33.747]  Helping thousands prepare since 2005.
[02:20:33.927 --> 02:20:34.167]  GoBerkey.com.
[02:20:44.111 --> 02:20:50.295]  Uncover a simple privacy loophole that can stop the NSA spying thugs in their tracks at PrivacyLockdown.com.
[02:20:50.456 --> 02:20:56.020]  The NSA has already shut down hundreds of sites and to truth be told they could shut down this operation at any time.
[02:20:56.320 --> 02:21:02.464]  See, the privacy loophole I'm about to show you allows you to make all your sensitive information disappear in the next 30 days or less.
[02:21:02.684 --> 02:21:11.350]  Go to PrivacyLockdown.com now to take your life off the grid and see the loophole in the NSA and FBI spying machine before they close the loophole forever.
[02:21:11.530 --> 02:21:12.751]  Go to PrivacyLockdown.com.
[02:21:13.772 --> 02:21:24.055]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[02:21:24.375 --> 02:21:26.235]  Guess what else is in the halogen family?
[02:21:26.415 --> 02:21:27.116]  Fluoride!
[02:21:27.316 --> 02:21:28.876]  Ladies and gentlemen, Alex Jones here.
[02:21:29.216 --> 02:21:35.498]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[02:21:35.758 --> 02:21:40.523]  It's the good halogen on the periodic table, and the results are on record.
[02:21:40.663 --> 02:21:46.708]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[02:21:46.948 --> 02:21:49.090]  Bottom line, iodine is important.
[02:21:49.350 --> 02:21:51.953]  Unbound, clean, in a glycerin base.
[02:21:52.253 --> 02:21:55.636]  Nascent iodine was the answer for myself and my family.
[02:21:55.736 --> 02:22:00.320]  You will find survival shield Nascent Iodine exclusively at Infowarslife.com.
[02:22:01.121 --> 02:22:05.906]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[02:22:06.186 --> 02:22:07.267]  I take it every day.
[02:22:07.387 --> 02:22:13.053]  That's InfoWarsLife.com or call toll-free 888-253-3139.
[02:22:13.353 --> 02:22:22.582]  We the people grow cotton, we fabric, engrave ink, embed strips and fibers to protect from counterfeit and carting to a private bank, having it lent back at interest, forcing taxes to service debt.
[02:22:22.642 --> 02:22:23.383]  This capitalism?
[02:22:23.443 --> 02:22:29.548]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[02:22:29.609 --> 02:22:33.252]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[02:22:33.312 --> 02:22:34.233]  Call for your copy 800-686-2237.
[02:22:34.253 --> 02:22:35.294]  It's time to understand the system.
[02:22:35.314 --> 02:22:35.934]  Call 800-686-2237.
[02:22:35.954 --> 02:22:36.235]  That's 800-686-2237.
[02:22:43.101 --> 02:22:46.523]  We are not here to scare you, or fill your mind with images of terror.
[02:22:46.764 --> 02:22:47.924]  There's enough of that already.
[02:22:48.285 --> 02:22:51.547]  We are SurvivalBagsInc.com, a veteran-owned company.
[02:22:52.027 --> 02:22:54.629]  We specialize in survival supplies, bags, and packs.
[02:22:55.029 --> 02:23:02.815]  In most cases, our survival bags, loaded with emergency food, water, and supplies, ship out in 24 hours or less, and prices start as low as 60 bucks.
[02:23:03.235 --> 02:23:07.658]  Go to SurvivalBagsInc.com, and thank you for supporting a veteran-owned American business.
[02:23:08.098 --> 02:23:09.619]  SurvivalBagsInc.com.
[02:23:10.080 --> 02:23:11.761]  Our mission is to help you survive.
[02:23:13.909 --> 02:23:20.353]  Big business has discovered the preparedness market, and that makes it difficult to know where to go and who to trust.
[02:23:20.713 --> 02:23:25.175]  MyPatriotSupply.com is owned and operated by Patriots just like you.
[02:23:25.475 --> 02:23:34.680]  Has the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books, and more.
[02:23:34.981 --> 02:23:40.924]  MyPatriotSupply.com has old-fashioned values and the absolute best customer service in the industry.
[02:23:41.144 --> 02:23:42.444]  Look for the deal of the day.
[02:23:42.724 --> 02:23:45.965]  Unique, affordable survival supplies that fit anyone's budget.
[02:23:46.125 --> 02:23:49.406]  Get same-day shipping on all orders and free shipping on orders over $49.
[02:23:49.466 --> 02:23:49.826]  Call 866-229-0927.
[02:23:49.846 --> 02:23:49.926]  866-229-0927.
[02:23:50.066 --> 02:23:54.207]  Or visit MyPatriotSupply.com for emergency preparedness, self-reliance, and food independence.
[02:23:54.267 --> 02:23:56.728]  Shop with a name you know and a name you can trust.
[02:24:06.730 --> 02:24:09.474]  Before it's time to survive, it's time to prepare.
[02:24:09.754 --> 02:24:11.076]  MyPatriotsSupply.com
[02:24:26.812 --> 02:24:28.174]  Welcome back to the Alex Jones Show.
[02:24:28.194 --> 02:24:29.876]  I'm David Knight filling in for Alex Jones.
[02:24:29.916 --> 02:24:32.038]  We're taking your calls and the number is 800-259-9231.
[02:24:32.078 --> 02:24:37.105]  We've been talking about a wide variety of topics.
[02:24:37.125 --> 02:24:43.753]  We've been talking about the Ukraine, what's going on there, the dangerous game that's being played by the State Department and the Obama regime.
[02:24:44.373 --> 02:24:48.116]  The brinksmanship that could bring us into a third world war.
[02:24:48.697 --> 02:24:59.505]  We've talked about the corruption of the FDA, the concern that they are losing the information war, the fact that they want to spy on all social networks, your comments, your observations.
[02:24:59.545 --> 02:25:02.308]  They want to close that loop of control.
[02:25:02.348 --> 02:25:06.591]  They want to know if the lines that they're feeding you, if you're really buying that.
[02:25:06.931 --> 02:25:08.292]  Are you really accepting that?
[02:25:08.573 --> 02:25:11.715]  So they put out a RFP, they want someone to
[02:25:12.936 --> 02:25:19.140]  Come up with a business model that they're going to pay them to do that, to try to move your opinion.
[02:25:19.200 --> 02:25:21.601]  That's right, it really is an information war.
[02:25:22.842 --> 02:25:28.084]  Now, we've talked about the Internet of Things, we've now got the Internet of Cops coming.
[02:25:28.124 --> 02:25:39.251]  Now, the Internet of Things, in case you don't remember, or in case you don't know, that's the sorts of things that General Petraeus talked about, how he said your refrigerator, your appliances in your kitchen are going to be listening to you.
[02:25:39.791 --> 02:25:41.172]  That's where they have the
[02:25:42.032 --> 02:25:48.794]  Competition that's going on between Cisco and IBM about creating the Internet of Things on the actual physical highway.
[02:25:49.274 --> 02:25:53.236]  Actually turning your roads, the actual physical roads, into an information highway.
[02:25:53.256 --> 02:25:59.898]  You know, they came out with yet another one of these requests for proposals where they wanted a license plate database.
[02:25:59.938 --> 02:26:01.318]  That was the Department of Homeland Security.
[02:26:01.698 --> 02:26:06.300]  We reported on that and a few days later they said, oh, never mind, we're not going to do that anymore.
[02:26:07.369 --> 02:26:24.123]  But at the same time, we see these articles about the competition between Cisco and IBM to actually embed the Internet on the highway, along with license plate readers, cameras that they can send to each other, and of course they want to monitor, guess what?
[02:26:24.523 --> 02:26:25.965]  Your social media.
[02:26:27.205 --> 02:26:45.395]  Content they want to know what you're talking about just like the FDA the government is very interested in you You know they just want a little bit to know a little bit about you for their files remember the song from Simon and Garfunkel now they've got the internet of cops coming and this is an article from a company called motherboard and
[02:26:46.616 --> 02:26:48.157]  That was their article.
[02:26:48.557 --> 02:26:50.398]  They said it's called FirstNet.
[02:26:50.518 --> 02:26:55.982]  It's pitched as a state-of-the-art communications network for paramedics, firemen, and law enforcement at the federal, state, and local level.
[02:26:56.682 --> 02:27:08.770]  It's going to give cops on the street unprecedented technological powers, possibly hand over even more intimate data, you can bet, about our lives to the highest ends of government and its intelligence agencies.
[02:27:08.811 --> 02:27:15.055]  And while the system has already been tested in a handful of states, 2014 will likely see it rolled out farther.
[02:27:15.955 --> 02:27:17.496]  First net is what they're calling it.
[02:27:17.556 --> 02:27:35.863]  You know this is We we see them doing this we see them getting their own highly secure internet at the same time They're talking about having the power to turn off our phones because they want to watch you They think that they have the right to watch you whether you're in public or whether you're in private, but if we videotape them
[02:27:36.423 --> 02:27:45.547]  Or if we talk about what they are in the middle of doing, if they're committing a crime, if they're acting illegally, they want the power to basically shut off your phone, shut off an entire area.
[02:27:45.587 --> 02:27:54.892]  They want to be able to see if there's a lot of traffic being uploaded from a particular area, because maybe there's a demonstration, maybe there's some kind of illegal activity going on there by the government.
[02:27:55.212 --> 02:27:57.393]  They want to be able to selectively shut down
[02:27:58.013 --> 02:28:02.654]  Cell phone service to that area, Wi-Fi service to that area because they don't want you to know.
[02:28:02.694 --> 02:28:04.295]  That's the information war that we're in.
[02:28:04.335 --> 02:28:06.596]  That's a very, very powerful thing.
[02:28:06.816 --> 02:28:13.418]  We see videos over and over again about the police overreacting, shooting people, beating people, killing people.
[02:28:14.597 --> 02:28:16.118]  It's happening on a regular basis.
[02:28:16.238 --> 02:28:16.578]  Why?
[02:28:16.739 --> 02:28:20.101]  Because people have the ability to record this now.
[02:28:20.161 --> 02:28:21.462]  So they want to shut that down.
[02:28:21.962 --> 02:28:23.263]  Let's go to one of our callers.
[02:28:23.303 --> 02:28:24.944]  We've got someone on the line.
[02:28:24.984 --> 02:28:26.345]  Jerome in Texas.
[02:28:26.385 --> 02:28:28.607]  You want to talk about a demonstration in D.C.?
[02:28:29.808 --> 02:28:30.068]  Yes.
[02:28:30.108 --> 02:28:30.668]  Can you hear me?
[02:28:30.808 --> 02:28:31.349]  Yes, I can.
[02:28:31.389 --> 02:28:31.649]  Go ahead.
[02:28:32.670 --> 02:28:33.410]  All right.
[02:28:33.730 --> 02:28:40.975]  Yeah, I've been watching for a long time InfoWars and Alex Jones since I lived in Los Angeles years ago.
[02:28:42.808 --> 02:29:02.699]  I recently retired from Universal Studios in Hollywood, moved to Austin, Texas, because it's the only place left that I consider the true America, and I recently came upon Colonel O'Reilly's website called Operation American Spring.
[02:29:02.739 --> 02:29:03.340]  Have you heard of it?
[02:29:04.240 --> 02:29:06.642]  Bigly, yeah.
[02:29:06.862 --> 02:29:11.925]  Well, he's trying to get millions of people to come to Washington to protest the
[02:29:13.004 --> 02:29:23.412]  The NSA and the unfair treatment of veterans and the restoration of the Constitution of the United States to what it used to be.
[02:29:23.852 --> 02:29:25.233]  Well, I think that's a very healthy thing.
[02:29:25.253 --> 02:29:27.014]  You know, it had a big effect.
[02:29:27.414 --> 02:29:37.802]  It was actually the origin of the Tea Parties when they had that demonstration in Washington on September 12th protesting the bailout, the crony capitalism that was TARP.
[02:29:38.302 --> 02:29:41.064]  I think our government leaders need to hear from us.
[02:29:41.104 --> 02:29:41.965]  They need to see us
[02:29:42.265 --> 02:29:49.932]  exercising our constitutional rights to petition them for redress of grievances and we've got a lot to be aggrieved about.
[02:29:50.432 --> 02:29:53.915]  We're going to be right back taking more of your calls, going over some more news.
[02:29:54.135 --> 02:29:54.756]  Stay tuned.
[02:30:03.543 --> 02:30:06.546]  We're on the march, the empire's on the run.
[02:30:06.566 --> 02:30:10.189]  Alex Jones and the GCN Radio Network.
[02:30:14.324 --> 02:30:15.966]  Introducing Pro-1.
[02:30:16.206 --> 02:30:19.729]  All of your filtration in one system, portable, on-the-go.
[02:30:19.869 --> 02:30:24.273]  No more do you have two or three filters to just reduce sodium fluoride.
[02:30:24.413 --> 02:30:30.398]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[02:30:30.518 --> 02:30:31.439]  Advanced manufacturing.
[02:30:31.459 --> 02:30:34.843]  This is the only system that in one unit helps reduce or remove pesticides
[02:30:53.723 --> 02:31:04.968]  Herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[02:31:05.288 --> 02:31:10.611]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[02:31:14.190 --> 02:31:15.031]  The facts are in.
[02:31:15.211 --> 02:31:16.331]  The studies are legion.
[02:31:16.611 --> 02:31:23.955]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[02:31:24.135 --> 02:31:27.597]  So why are the social engineers adding it to the water?
[02:31:27.957 --> 02:31:28.338]  Simple.
[02:31:28.538 --> 02:31:32.940]  Dumb down the host population that the parasitic technocracy is feeding on.
[02:31:33.260 --> 02:31:38.683]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[02:31:38.963 --> 02:31:44.325]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[02:31:44.505 --> 02:31:54.950]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[02:31:55.290 --> 02:31:59.533]  Let's take a stand against the Globalist by blocking their poisons with Fluoride Shield.
[02:31:59.854 --> 02:32:01.695]  I use Fluoride Shield every day.
[02:32:02.035 --> 02:32:07.320]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[02:32:07.580 --> 02:32:11.823]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[02:32:11.983 --> 02:32:13.264]  That's InfoWarsLife.com.
[02:32:14.165 --> 02:32:23.171]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[02:32:23.251 --> 02:32:31.356]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:32:31.656 --> 02:32:36.358]  We have now managed to secure these sought-after beans in a highly customized blend.
[02:32:36.519 --> 02:32:43.242]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[02:32:43.322 --> 02:32:50.405]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:32:50.506 --> 02:32:57.349]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:32:57.509 --> 02:33:01.873]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:33:01.994 --> 02:33:05.257]  Available in original or with our immune support infusion blend.
[02:33:05.397 --> 02:33:11.523]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:33:11.703 --> 02:33:13.365]  Available at InfoWarsLife.com
[02:33:18.141 --> 02:33:19.645]  We are on the march.
[02:33:20.005 --> 02:33:22.431]  The Empire is on the run.
[02:33:23.172 --> 02:33:26.880]  Alex Jones and the GCN Radio Network.
[02:33:32.060 --> 02:33:33.320]  Welcome back to the Alex Jones Show.
[02:33:33.380 --> 02:33:34.601]  I'm David Knight, filling in for Alex.
[02:33:34.621 --> 02:33:35.661]  We're taking your calls now.
[02:33:36.301 --> 02:33:40.922]  Early in the show, we were talking about what's happening to Bitcoin, specifically to Mt.
[02:33:41.042 --> 02:33:52.784]  Gox, the largest Bitcoin exchange, and how we now see that there's $470 million missing at the current valuation of Bitcoin, just disappeared.
[02:33:53.164 --> 02:33:58.085]  750,000 Bitcoins of customers and 100,000 of their coins they claim they have lost.
[02:33:58.705 --> 02:34:01.406]  The largest exchange has now declared bankruptcy.
[02:34:02.046 --> 02:34:07.491]  And of course it's a question as to is this a Bitcoin issue or is this simply a Mt.
[02:34:07.591 --> 02:34:08.372]  Gox issue?
[02:34:08.412 --> 02:34:09.573]  Now of course Mt.
[02:34:09.613 --> 02:34:15.238]  Gox grew out of an exchange of game cards.
[02:34:15.538 --> 02:34:27.628]  There's a game called Magic the Gathering and of course they grew out of that and started trading Bitcoins and became the largest Bitcoin seller and a lot of people have said this isn't a Bitcoin issue, this is a Mt.
[02:34:27.728 --> 02:34:28.489]  Gox issue.
[02:34:28.529 --> 02:34:29.049]  Nevertheless,
[02:34:29.750 --> 02:34:32.692]  It's affecting about 7% of the bitcoins out there.
[02:34:33.233 --> 02:34:41.799]  And as I said before, I have real concern personally about staying out of this because I'm not really sure how I can reliably get in and of it, get out of it.
[02:34:41.999 --> 02:34:45.902]  And I'm also concerned about central banks who view it as competition.
[02:34:45.922 --> 02:34:49.545]  Maybe because this is openly, they can manipulate the value of this.
[02:34:50.385 --> 02:34:50.986]  Would they do it?
[02:34:51.086 --> 02:34:51.746]  Of course they would.
[02:34:51.806 --> 02:34:53.268]  They've manipulated the value of gold.
[02:34:53.288 --> 02:34:56.070]  They manipulate the value of everything that competes with them.
[02:34:56.330 --> 02:34:58.211]  I love the idea of a digital currency.
[02:34:58.351 --> 02:34:58.752]  I'm just
[02:34:59.492 --> 02:35:03.114]  Not really sure about the actual details of it yet.
[02:35:03.394 --> 02:35:04.914]  We've got someone who's called in on this.
[02:35:05.214 --> 02:35:07.235]  Eric in Massachusetts, you wanted to weigh in on Bitcoin?
[02:35:07.255 --> 02:35:09.656]  What's your take on what's going on Bitcoin and Mt.
[02:35:09.696 --> 02:35:10.016]  Gox?
[02:35:11.077 --> 02:35:12.858]  Hey David, thanks for taking my call.
[02:35:13.258 --> 02:35:14.278]  Great job you're doing there.
[02:35:14.498 --> 02:35:16.079]  Thank you.
[02:35:16.899 --> 02:35:21.401]  I just wanted to, I guess, I know Alex has had an issue with Bitcoin to the beginning as well.
[02:35:22.261 --> 02:35:27.864]  And, you know, years ago I put a video out with some issues I had about Bitcoin.
[02:35:28.885 --> 02:35:32.606]  But I think that it has so many opponents out there.
