[00:00:00.287 --> 00:00:01.129]  Let's do this!
[02:33:34.774 --> 02:33:41.817]  You're listening to Alex Jones.
[02:33:41.817 --> 02:33:50.201]  Mike listening on 1340 AM in California.
[02:33:50.201 --> 02:33:52.903]  We're gonna get to you.
[02:33:52.903 --> 02:33:53.363]  Michael?
[02:33:54.571 --> 02:33:56.252]  Listening via the internet in North Carolina.
[02:33:56.252 --> 02:33:57.753]  We're going to get to you.
[02:33:57.753 --> 02:33:58.934]  Dennis in Minnesota.
[02:33:58.934 --> 02:34:01.636]  JT in Missouri.
[02:34:01.636 --> 02:34:02.216]  Ben and others.
[02:34:02.216 --> 02:34:05.238]  We're going to talk to all of you here.
[02:34:05.238 --> 02:34:09.201]  Right now we are joined by the man known as Lionel.
[02:34:10.402 --> 02:34:16.365]  And he has a show on mainline broadcast television in New York City.
[02:34:16.365 --> 02:34:19.026]  Syndicated radio host as well.
[02:34:19.026 --> 02:34:24.889]  I met him back when he introduced me a few years ago to the keynote speech I gave to Talkers magazine in New York.
[02:34:25.956 --> 02:34:40.081]  And he is a former prosecutor, he's a lawyer, news decoder, and First Amendment sentry, and a New York-based television legal analyst, LionelMedia.com, and his Twitter is LionelMedia as well.
[02:34:40.081 --> 02:34:49.024]  The reason I want to get him on is not, oh my gosh, Keith Oberman talked about us, because who cares?
[02:34:49.963 --> 02:35:00.149]  And I bullhorned Keith Overman at the DNC in 2008, and shut down the show before it, Hardball and his, for two hours, and they went into conniption fits of anger.
[02:35:00.149 --> 02:35:14.737]  I mean, you know, the guys on ESPN, which is there again to make the only hero of sports figures, and is its own form of propaganda where they suspend people who admit that five years ago their girlfriend hit them, so they hit them back.
[02:35:14.737 --> 02:35:16.678]  You know, just incredible political correctness.
[02:35:17.708 --> 02:35:28.253]  I'm not saying it's good to hit your girlfriend when they hit you, but the point is, is that, you know, if Al Qaeda wants to chop off a couple hundred thousand Christians' heads, and our government gives them the weapons, that's okay.
[02:35:28.253 --> 02:35:32.535]  And if a race car driver wants to run somebody over in front of everybody, that's okay.
[02:35:32.535 --> 02:35:37.497]  But my God, you tell the truth about it, you slap your girlfriend back, you're going to lose your job.
[02:35:37.497 --> 02:35:43.160]  I don't mean to go off on a jag here, it's just that's political correctness.
[02:35:43.160 --> 02:35:45.101]  A.K.A.
[02:35:45.101 --> 02:35:46.262]  mind control, A.K.A.
[02:35:47.941 --> 02:36:06.134]  Apocalypse Now, where Colonel Kurtz says, we train our pilots to drop fire on villages, killing men, women, and children, but we court-martial them when they write cuss words on the sides of their airplanes.
[02:36:06.134 --> 02:36:08.355]  It's a sick joke, ladies and gentlemen.
[02:36:08.355 --> 02:36:12.298]  It's the symbols over the substance.
[02:36:12.298 --> 02:36:16.001]  But Keith Oberman and a bunch of other Democrats now,
[02:36:17.327 --> 02:36:30.976]  have been on a jag against InfoWars.com, DrugsReport.com, and Keith Overman also attacked... I had to sneeze there.
[02:36:30.976 --> 02:36:37.259]  Keith Overman also attacked Lionel.
[02:36:37.259 --> 02:36:42.563]  And, you know, the funny part about a lot of these attacks now is they don't even say what we said that was a lie or wrong.
[02:36:42.563 --> 02:36:44.384]  They just say, well here it is.
[02:36:48.243 --> 02:36:56.006]  Laugh out loud, perfect trilogy of paranoia, sophistry, and tinfoil ass-hattery.
[02:36:56.006 --> 02:36:57.906]  Talk about sophistry.
[02:36:57.906 --> 02:37:06.389]  I mean, just saying tinfoil hat that's in a CIA memo from 1963, that you say, conspiracy theory, tinfoil hat.
[02:37:06.389 --> 02:37:08.770]  I mean, that's declassified.
[02:37:08.770 --> 02:37:14.072]  That in 1963, the CIA, right after they killed Kennedy, put out these talking points.
[02:37:15.592 --> 02:37:16.993]  It was only declassified a few years ago.
[02:37:16.993 --> 02:37:19.215]  Paul Watson wrote an article about it.
[02:37:19.215 --> 02:37:20.377]  And that's their response.
[02:37:20.377 --> 02:37:22.939]  Hey, Obama's putting our military under NATO command!
[02:37:22.939 --> 02:37:25.601]  Did you see the Senate hearings?
[02:37:25.601 --> 02:37:26.843]  Ass-hattery!
[02:37:26.843 --> 02:37:27.623]  Hey, did you hear?
[02:37:27.623 --> 02:37:30.426]  A lot of the studies show that fluoride's causing brain damage.
[02:37:30.426 --> 02:37:31.107]  A new Harvard study.
[02:37:32.315 --> 02:37:33.996]  Tinfoil Hattery!
[02:37:33.996 --> 02:37:39.060]  Hey, did you hear Obamacare doubles the prices, triples the prices, and really does have death panels in it?
[02:37:39.060 --> 02:37:43.943]  The guy that authored it, Rahm Emanuel's brother, said it on Fox News.
[02:37:43.943 --> 02:37:48.186]  Tinfoil hat, full moon!
[02:37:48.186 --> 02:37:50.528]  So, I mean, what happened to Keith Olbermann?
[02:37:50.528 --> 02:37:57.432]  This is a guy that talked about the Downing Street memo when it was leaked, where Bush wanted to stage terror attacks to blame it on
[02:37:59.344 --> 02:38:01.607]  Saddam, so they could invade.
[02:38:01.607 --> 02:38:09.895]  I mean, the thing is, Keith Olbermann's actually smart, folks, but since the Democrats are in, he will sit there and defend them to the hilt.
[02:38:09.895 --> 02:38:13.199]  I mean, Republicans get in power, folks, and they start doing stuff, I'll go out against them.
[02:38:15.530 --> 02:38:16.911]  Joining us is Lionel.
[02:38:16.911 --> 02:38:23.516]  Lionel, you did a pretty good breakdown of this on the Nightly News last week, so I wanted to get you on and talk about it here on the radio.
[02:38:23.516 --> 02:38:24.836]  It's not just Keith Boverman, though.
[02:38:24.836 --> 02:38:27.278]  I mean, I'm getting attacked every day.
[02:38:27.278 --> 02:38:29.400]  Drudge is getting attacked 50 times a day.
[02:38:29.400 --> 02:38:31.701]  You're getting attacked now every week.
[02:38:31.701 --> 02:38:35.624]  I mean, do they think we care that they're attacking us?
[02:38:35.624 --> 02:38:35.724]  No.
[02:38:36.223 --> 02:38:41.067]  What happens is, it's a weird Alex, it's a weird Pavlovian-Patella reflex on their part.
[02:38:41.067 --> 02:38:47.273]  And what's interesting is that, there's an old expression, you only know you're over the target when you catch fire, or when you take fire.
[02:38:47.273 --> 02:38:52.698]  And by the way, as I sometimes jokingly respond, it's not tinfoil, it's aluminum foil.
[02:38:52.698 --> 02:38:55.561]  Everybody knows we haven't used tinfoil in years.
[02:38:55.561 --> 02:38:58.143]  But let me say a couple of things that's interesting here, Alex.
[02:38:58.143 --> 02:38:58.844]  First and foremost,
[02:39:00.435 --> 02:39:03.636]  Every day, you must start off your day.
[02:39:03.636 --> 02:39:12.740]  I can imagine saying, I don't have enough time in the day to go through and cover the panoply of stories that are so critical.
[02:39:12.740 --> 02:39:29.208]  Yet, around the country, I guarantee you, newsrooms from mainstream media, from the Ted Baxter, Ron Burgundy, Echo Chamber, Cookie Cutter, ass-hattery newsrooms are saying, well, it's a slow news day today.
[02:39:29.748 --> 02:39:46.395]  Now what's interesting to note about this is that what I find interesting is it's not Alex the government per se who is the main stiflers of free speech and those individuals who want to quell and quash a truth.
[02:39:46.395 --> 02:39:54.678]  It's individuals who basically are not Alex, I call them not the thought police, but the thought vigilantes.
[02:39:54.678 --> 02:39:59.360]  A bunch of self-appointed guardians of what they consider
[02:39:59.360 --> 02:40:01.400]  And I think Alex one of the biggest motivators of this dissent
[02:40:20.345 --> 02:40:20.665]  I don't know.
[02:40:38.018 --> 02:40:58.845]  What I was amazed by is that C-SPAN, which is certainly not left, right-wing, very reputable, for the first time really is, I think, seriously broaching the subject of not even 9-11 truth per se, but the physical evidence as to the official story of 9-11.
[02:40:58.845 --> 02:41:03.727]  Not who was responsible, who was behind, inside job, none of that.
[02:41:03.727 --> 02:41:04.847]  And that
[02:41:06.067 --> 02:41:14.692]  That percolating through, breaking this logical cap, so to speak, has done more to freak people out.
[02:41:14.692 --> 02:41:18.695]  Because Alex, what you're doing is, you're unsettling them.
[02:41:18.695 --> 02:41:25.699]  You're saying to them, A, they don't know what they think they know, and B, they're not being told the truth.
[02:41:25.699 --> 02:41:31.943]  You know, I was talking to friends of mine in the news media, never going to mention their names, we're talking about
[02:41:32.743 --> 02:41:41.212]  Absolutely at the top of the heap, so to speak, in terms of this pedigree of news reportage.
[02:41:41.212 --> 02:41:49.660]  And they're looking at ISIS merely in an observational mode, and I'm asking them, well, who do you think is behind it?
[02:41:49.660 --> 02:41:50.721]  What do you mean?
[02:41:50.721 --> 02:41:52.223]  Who is behind ISIS?
[02:41:52.643 --> 02:41:53.744]  What is the reason?
[02:41:53.744 --> 02:41:58.187]  And let me guess, just asking who's behind it is a conspiracy.
[02:41:58.187 --> 02:42:01.610]  They've now made critical thinking a mental illness.
[02:42:01.610 --> 02:42:06.154]  They've now made being involved and knowing factoids bizarre.
[02:42:06.154 --> 02:42:10.357]  They've now made knowing more than them a thought crime.
[02:42:10.697 --> 02:42:11.918]  And I think you're right.
[02:42:11.918 --> 02:42:24.648]  It's more of the fact that they're so ignorant, they just use this as a crutch, because the world's getting scarier and scarier, they're losing more and more influence, we're gaining more and more influence, and they don't like it.
[02:42:24.648 --> 02:42:27.651]  Remember, the thought vigilantes!
[02:42:28.371 --> 02:42:29.973]  This is not the Thought Police.
[02:42:29.973 --> 02:42:38.841]  You know, Gore Vidal had three postulates, three theorems, if you will, hypotheses, that I think about every single day.
[02:42:38.841 --> 02:42:44.706]  Number one, he coined the idea, I'm not a conspiracy theorist, I'm a conspiracy analyst.
[02:42:44.706 --> 02:42:45.067]  That's right.
[02:42:45.487 --> 02:42:56.155]  He also said that there will come a day, by the way that day is now, where it is an article of fate to be an American to say that there are no conspiracy theories.
[02:42:56.155 --> 02:43:07.104]  And the third, most important of this troika of thought, if you will, is that conspiracy theory has become a code word for the unspeakable truth.
[02:43:07.104 --> 02:43:14.190]  You see, it's very interesting to note that when you hit Peter, and I will never understand, Alex, if you told me
[02:43:15.180 --> 02:43:25.724]  That I would be arguing with people, not as an anti-American or anti-Obama or anti-whatever, but I would be arguing to say, please let me tell you the truth.
[02:43:25.724 --> 02:43:34.507]  It'd be like going to a doctor and he wants to read to you the lab results or show you the x-ray and there's a very serious metastasis or something wrong and you're
[02:43:34.667 --> 02:43:35.848]  You're fighting him.
[02:43:35.848 --> 02:43:39.992]  You're fighting him on the accuracy of the measuring devices.
[02:43:39.992 --> 02:43:43.255]  You're talking about the state of American medicine.
[02:43:43.255 --> 02:43:49.802]  You're talking about leeches and you're using versions of tinfoil hat leeches and bloodletting and you're making fun of him.
[02:43:49.802 --> 02:43:52.124]  I've never seen people who run from the truth.
[02:43:52.124 --> 02:43:54.726]  There's also something here, Alex, which is very, very scary.
[02:43:55.587 --> 02:44:13.633]  Recently, based upon this meme, if you will, this habituation to control, again by the thought vigilantes, we're seeing more and more people on subscription radio, internet radio, sports, who opine.
[02:44:13.633 --> 02:44:15.194]  Maybe not say the best thing.
[02:44:15.194 --> 02:44:22.436]  Maybe somebody says something about domestic violence and you think, gee, that's kind of stupid, or that's kind of dumb, or I don't agree with that.
[02:44:22.436 --> 02:44:24.597]  And instead of people saying, well,
[02:44:25.057 --> 02:44:30.546]  I'm going to use this channel, it's called The Off Button, or I'm going to go someplace else, or who cares, or so what?
[02:44:30.546 --> 02:44:31.748]  They say no!
[02:44:31.748 --> 02:44:33.371]  I want him suspended!
[02:44:33.371 --> 02:44:34.472]  I don't want him fired!
[02:44:34.472 --> 02:44:37.317]  I want him fired because I disagree with this!
[02:44:37.317 --> 02:44:37.477]  Now!
[02:44:38.593 --> 02:44:52.417]  If you can start becoming more and more used to people being censured, censured rather, and censored for what they say voluntarily by the thought vigilantes, the meme is created.
[02:44:52.417 --> 02:45:03.420]  We are habituated and conditioned to the fact that speech does not have to be allowed, if it is offendable, or offensive I should say, to at least one person in a group.
[02:45:03.860 --> 02:45:04.440]  No, that's right.
[02:45:04.440 --> 02:45:10.583]  That's the whole hate crime model where guys that drag a black guy to death in Texas get the death penalty.
[02:45:10.583 --> 02:45:12.043]  But that's not enough.
[02:45:12.043 --> 02:45:16.225]  We need to pass a hate crime law so they can then apply it to speech.
[02:45:16.225 --> 02:45:19.686]  If anyone is hurt by it, now you can't have it.
[02:45:19.686 --> 02:45:24.348]  Well, my gosh, I mean, you can find anybody to be offended by anything.
[02:45:24.348 --> 02:45:26.168]  That's the end of the First Amendment.
[02:45:26.168 --> 02:45:32.591]  And also, you know, Alex, you understand this, but hate, the word hate,
[02:45:33.331 --> 02:45:35.272]  That is protected speech.
[02:45:35.272 --> 02:45:44.618]  Now, you can hate crime, and you can hate terrorism, and hate sin, and you can hate, and that's okay, you can hate certain Islamists all day long.
[02:45:44.618 --> 02:45:46.019]  But that is a protected speech.
[02:45:46.019 --> 02:45:52.223]  Now, when you take something which is a law, which is already cognizable at law, assault and or battery,
[02:45:53.226 --> 02:45:54.468]  That already exists.
[02:45:54.468 --> 02:45:59.654]  And you pair it with something that is an already protected speech.
[02:45:59.654 --> 02:46:01.216]  And you combine the two.
[02:46:01.216 --> 02:46:08.985]  And you penalize somebody and aggravate the sentence because they dared to utter an otherwise constitutionally protected speech.
[02:46:08.985 --> 02:46:10.507]  Then you have the hate crime.
[02:46:10.507 --> 02:46:12.389]  And what's also interesting is I love this.
[02:46:13.070 --> 02:46:25.575]  Alex, I used to hate people who said the professional left, the professional right, left and right, but I say it now almost out of a sense of, you know, shortcuts.
[02:46:25.575 --> 02:46:29.757]  But the people who rail against Israel,
[02:46:31.034 --> 02:46:36.037]  And I'm not going to get into an Israeli-Gaza-Hamas argument.
[02:46:36.037 --> 02:46:37.818]  By the way, they never mention Hamas.
[02:46:37.818 --> 02:46:40.039]  It's always Israel and that's it.
[02:46:40.039 --> 02:46:54.386]  But those individuals who dare to mention this, this overreaction, will think nothing if their beloved president wipes out a marriage party in Yemen with a drone missile, with a Hellfire missile.
[02:46:54.386 --> 02:46:56.107]  That's somehow different.
[02:46:56.107 --> 02:46:57.067]  And what amazes me
[02:46:58.408 --> 02:46:58.848]  No, no, no.
[02:46:58.848 --> 02:46:59.349]  There you go.
[02:46:59.349 --> 02:47:03.072]  That's what I'm sick of, is the whole debate is a fraud.
[02:47:03.072 --> 02:47:04.713]  None of it's even real.
[02:47:04.713 --> 02:47:08.817]  You got ISIS killing 300,000 people under their last name in Syria.
[02:47:09.961 --> 02:47:19.484]  And our government funding them, and then no one wants to talk about them killing Christians, non-radical Muslims, literally chopping babies' heads off.
[02:47:19.484 --> 02:47:23.246]  They just want to go, oh, you work for Israel because you don't want to blow Israel up.
[02:47:23.246 --> 02:47:31.149]  And I'm just going, wait a minute, I'm simply saying at least there's some fight going on with Israel and Hamas, and you know, it's tribal and both sides, it's never going to end.
[02:47:31.149 --> 02:47:32.069]  Boy, it's a tragedy.
[02:47:33.286 --> 02:47:34.806]  I want peace over there.
[02:47:34.806 --> 02:47:37.447]  No, I'm not allowed to have a reasonable position.
[02:47:37.447 --> 02:47:41.468]  I'm supposed to just say, murder all the Jews, or I'm a bad guy.
[02:47:41.468 --> 02:47:45.629]  Well, meanwhile, no one cares about Christians being murdered.
[02:47:45.629 --> 02:47:46.110]  Right.
[02:47:46.110 --> 02:47:53.472]  You know, you mentioned something in the guest you had on prior to me about the church and the First Amendment.
[02:47:53.472 --> 02:47:57.893]  You know, we get the Bill of Rights, Alex, whether you like them or not.
[02:47:57.893 --> 02:47:59.933]  We get the first and we get the second.
[02:47:59.933 --> 02:48:02.054]  The second is just as good as the rest of them.
[02:48:03.070 --> 02:48:08.612]  And America is under attack, yet again.
[02:48:08.612 --> 02:48:13.454]  Remember this, by the thought vigilantes.
[02:48:13.454 --> 02:48:17.415]  You see, I am not a spiritual person per se.
[02:48:17.415 --> 02:48:19.296]  I'm rather irreligious.
[02:48:19.296 --> 02:48:21.417]  I also don't speak French.
[02:48:21.417 --> 02:48:22.617]  So what?
[02:48:22.617 --> 02:48:26.939]  What I'm seeing right now is this systematic mocking.
[02:48:27.859 --> 02:48:30.922]  Bill Maher does it, and a variety of others.
[02:48:30.922 --> 02:48:34.604]  Remember, every faith looks silly if you don't understand it.
[02:48:34.604 --> 02:48:36.566]  Every language sounds funny if you don't understand it.
[02:48:36.566 --> 02:48:40.349]  They're attacking Christianity because they want the state to be God.
[02:48:40.349 --> 02:48:42.190]  They want to get rid of the old God.
[02:48:42.190 --> 02:48:50.676]  So even if you don't believe in the God of the Christians, the point is you better look at why they're trying to tear it down, because they got a brand new God.
[02:48:50.676 --> 02:48:53.619]  And let me tell you, I don't want to get on my knees to this one.
[02:48:54.119 --> 02:49:00.663]  Well, you know, I was raised, from kindergarten through high school, in Catholic school.
[02:49:00.663 --> 02:49:04.725]  And I have nothing but respect for the nuns and the priests that I had.
[02:49:04.725 --> 02:49:07.766]  I was never touched, or spanked, or hit, or anything.
[02:49:07.766 --> 02:49:10.548]  But yet, it's open season.
[02:49:10.548 --> 02:49:14.310]  And you have a bunch of people, too, who are the professional atheists.
[02:49:14.770 --> 02:49:22.456]  You know, somebody once said, if atheism is a religion, then not collecting stamps is a hobby.
[02:49:22.456 --> 02:49:37.928]  And what they do every year is around, in New York, right outside the Holland Tunnel, atheists will, again, citizens, not the government, the thought vigilantes, will mock, mock Christmas, mock the notion of Jesus.
[02:49:37.928 --> 02:49:42.372]  So I have said on television and many times throughout my career,
[02:49:43.132 --> 02:49:49.479]  Why don't you show the same type of contempt for other religions who happen to believe in the gods?
[02:49:49.479 --> 02:49:56.687]  Oh yeah, we never hear anything from the professional atheist when devil worshippers do something or when radical Muslims do something.
[02:49:56.687 --> 02:49:57.508]  Ramadan?
[02:49:57.508 --> 02:49:58.489]  They don't ever put any good...
[02:49:58.669 --> 02:50:01.811]  They would never do that, or make fun of... Exactly!
[02:50:01.811 --> 02:50:09.134]  Under political correctness, it's only okay to attack Christians, and then with the professional left, to attack Israel.
[02:50:09.134 --> 02:50:12.756]  And Israel's got its share of problems, and I've got a lot of problems with what Israel does.
[02:50:12.756 --> 02:50:17.138]  But it's just so vitriolic, and dumbed down is the issue.
[02:50:17.138 --> 02:50:19.959]  It's like these pseudo-intellectuals don't know anything.
[02:50:19.959 --> 02:50:24.622]  They just go, I can know how to read the New York Times, and I hate Israel.
[02:50:25.342 --> 02:50:27.964]  And so, therefore, I'm real smart!
[02:50:27.964 --> 02:50:30.447]  There is a kit that you get.
[02:50:30.447 --> 02:50:33.449]  It's a playbook that you get to be a part of this.
[02:50:33.449 --> 02:50:34.590]  It's your quiver.
[02:50:34.590 --> 02:50:35.431]  This is what you know.
[02:50:35.431 --> 02:50:36.672]  This is your ammunition.
[02:50:36.672 --> 02:50:39.374]  And you must swear fealty to the following.
[02:50:39.374 --> 02:50:47.482]  You know, Alex, I am and have been forever an absolute advocate of the Second Amendment.
[02:50:47.482 --> 02:50:48.943]  I was raised in Florida.
[02:50:48.943 --> 02:50:51.365]  We've had carry permits before anybody had them.
[02:50:51.485 --> 02:50:52.348]  I want to hear about this.
[02:50:52.348 --> 02:50:53.050]  I want to hear about this.
[02:50:53.050 --> 02:50:58.004]  People say Alex Jones has his right-wing script of guns and private property and family.
[02:50:58.004 --> 02:50:58.947]  Yeah, because I like it!
[02:51:00.129 --> 02:51:04.110]  A chemical spill contaminating the water supply in nine West Virginia counties.
[02:51:04.110 --> 02:51:08.431]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[02:51:08.431 --> 02:51:12.052]  What are the health effects of having these drugs in our drinking water?
[02:51:12.052 --> 02:51:15.093]  It's forced medical treatment without the consent of residents.
[02:51:15.093 --> 02:51:22.355]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins and heavy metals in your tap water.
[02:51:22.575 --> 02:51:26.478]  On average, the county says it sprays with the glyphosate at least once a week.
[02:51:26.478 --> 02:51:30.861]  You filters cut out the glyphosate that is found in water supplies worldwide.
[02:51:30.861 --> 02:51:36.765]  Remove pesticides, herbicides, chloramines, hydrofluorosilicic acid, sodium hexafluorosilicate.
[02:51:36.765 --> 02:51:40.807]  Fluoride is in tea, it's in coffee, it's in water, it's in bread, it's in toothpaste.
[02:51:40.807 --> 02:51:43.409]  It is our responsibility to protect our families.
[02:51:43.409 --> 02:51:44.910]  The establishment's not going to do it.
[02:51:44.910 --> 02:51:46.251]  It's time to take action.
[02:51:46.251 --> 02:51:47.912]  It's time to filter our water.
[02:51:48.072 --> 02:51:50.894]  When an emergency happens, you'll be left to fend for yourself and your family.
[02:51:50.894 --> 02:51:52.956]  An outbreak of contagious disease can happen anywhere.
[02:52:07.048 --> 02:52:09.870]  And the threat of bioterrorism is always at hand.
[02:52:09.870 --> 02:52:15.673]  Because we're faced with more diseases than ever before, we need a better solution than ever before.
[02:52:15.673 --> 02:52:19.615]  Fortunately, there's a simple, effective way to protect yourself.
[02:52:19.615 --> 02:52:26.799]  Supernatural Silver offers a safe and effective means of fighting pathogens, and can help defeat the root of these problems.
[02:52:26.799 --> 02:52:32.462]  Supernatural Silver is effective against more than 500 different disease-causing pathogens.
[02:52:32.842 --> 02:52:43.148]  Without encouraging drug resistance and without side effects, Supernatural Silver is the number one choice of thousands of people for immune system support.
[02:52:43.148 --> 02:52:48.912]  Go to SupernaturalSilver.com and give you and your loved ones a fighting chance.
[02:52:48.912 --> 02:52:51.553]  That's SupernaturalSilver.com.
[02:52:51.553 --> 02:52:54.835]  Use the promo code OCTOBER2013 for 20% off your entire order and like us on Facebook.
[02:52:59.460 --> 02:53:04.622]  Next to water and food, you need a safe, storable fuel supply for your preparedness needs.
[02:53:04.622 --> 02:53:06.543]  Spare fuel is the answer.
[02:53:06.543 --> 02:53:10.204]  Spare fuel can be used in any gas-powered vehicle or generator.
[02:53:10.204 --> 02:53:14.246]  Spare fuel is perfect for any unforeseen out-of-gas emergencies.
[02:53:14.246 --> 02:53:20.768]  Unlike gasoline, spare fuel is safe to store with your other supplies, and it can be stored for many years.
[02:53:20.768 --> 02:53:21.088]  Call 877-800-9986.
[02:53:21.088 --> 02:53:21.368]  That's 877-800-9986.
[02:53:29.133 --> 02:53:33.476]  Are you happy doing your laundry with perfume detergents that irritate your skin?
[02:53:33.476 --> 02:53:38.220]  Are you happy washing your hands with stinking fragrances that gives your skin rashes?
[02:53:38.220 --> 02:53:42.303]  Are you happy paying new higher prices for smaller boxes?
[02:53:42.303 --> 02:53:54.171]  Find your happiness today with our 1 to 4 year supply of Pure Soaps or our 1 to 2 month sampler with Bar Soap, Shampoo, Laundry and Dish Soap at 5starsoap.com.
[02:53:54.171 --> 02:53:55.712]  You deserve the best.
[02:53:55.712 --> 02:53:58.014]  Happiness is 5starsoap.com.
[02:54:08.524 --> 02:54:19.194]  Remember folks warning you, the conspiracy theorists, that the NSA was tracking everything you did and using it to control the markets?
[02:54:19.194 --> 02:54:21.236]  All that's been leaked now and it's public.
[02:54:21.236 --> 02:54:25.620]  Of course, I had it directly from NSA whistleblowers and others back in 1996, 97, 98.
[02:54:25.620 --> 02:54:29.624]  I was one of the only people talking about it at the time.
[02:54:29.624 --> 02:54:32.447]  And the more I talked about it, the more whistleblowers gave me intel.
[02:54:33.752 --> 02:54:43.078]  So you go back to those shows where he explained hubs and all the major telecoms and exactly how it works, the name of the projects.
[02:54:43.078 --> 02:54:48.101]  And he had James Bamford on, the big former producer of Nightline, who exposed it.
[02:54:48.101 --> 02:54:49.122]  I had him on in 98.
[02:54:49.122 --> 02:54:58.908]  I'm not bragging, but people used to make fun of me and said, that's the guy that says the government listens to our phone calls.
[02:54:58.908 --> 02:55:01.790]  Now they've been caught, it's illegal, did they get in trouble?
[02:55:01.790 --> 02:55:01.910]  No.
[02:55:02.947 --> 02:55:14.992]  We're going to have a few minutes left with Lionel here in a moment, then I'm going to do 30 minutes of overdrive to talk to Michael and Mike and Denise and Curtis and Ben and others.
[02:55:14.992 --> 02:55:16.053]  I will get to all of you.
[02:55:16.053 --> 02:55:22.676]  And I also want to talk about one of the biggest forms of manipulation by the globalists and give you the latest on what's happening in Iraq.
[02:55:23.967 --> 02:55:30.032]  Very briefly, and some political correctness I haven't gotten to, but first I'll get those calls out of the way before Lionel gets a final comment.
[02:55:30.032 --> 02:55:45.883]  I want to officially invite Lionel back at least once a month on the show and I want to invite him now that his Skype is so incredibly clear to maybe co-host sometime for an hour or two with David Knight when he's sitting in and filling in because he is such an interesting fellow and I'd like to give him a chance to walk through some reports.
[02:55:46.964 --> 02:55:51.266]  Just please don't forget this hour is brought to you by MyPatriotSupply.com.
[02:55:51.266 --> 02:55:53.527]  MyPatriotSupply.com forward slash Alex.
[02:55:53.527 --> 02:55:55.308]  Great customer service.
[02:55:55.308 --> 02:55:57.329]  They produce the food fresh every week.
[02:55:57.329 --> 02:56:02.752]  Last 20 years, it's got a unique packaging system that allows you to carry it easier.
[02:56:02.752 --> 02:56:05.733]  Find out more at MyPatriotSupply.com forward slash Alex.
[02:56:05.733 --> 02:56:07.554]  Or 866-229-0927.
[02:56:07.554 --> 02:56:08.034]  And don't forget,
[02:56:12.230 --> 02:56:21.794]  We're launching a back-to-school special this week that helps fund teleprompter-free news and radio.
[02:56:21.794 --> 02:56:34.280]  And everything, I've never done a special like this, at InfoWarsStore.com, or when you call our toll-free number, is 10% off with the promo code 10.
[02:56:34.280 --> 02:56:37.582]  Now, you could say 11, you could say 9, but we don't follow
[02:56:39.534 --> 02:56:44.906]  We don't follow here on Air Common Core, so it has to be 1-0.
[02:56:44.906 --> 02:56:47.231]  Like 2 plus 2 equals 4.
[02:56:47.231 --> 02:56:48.173]  The promo code is 1-0.
[02:56:50.353 --> 02:56:50.834]  1-0.
[02:56:50.834 --> 02:57:05.726]  You'll get 10% off already everything discounted, whether it's high quality non-GMO seeds, whether it's my books and films, whether it's the InfoWars Life supplements like X2, Super Male Vitality, Super Female Vitality.
[02:57:05.726 --> 02:57:15.455]  That helps fund our operation and all the other great folks that come on the show, get magnified by our larger platform, and then hopefully they promote us right back for Synergy.
[02:57:16.415 --> 02:57:20.057]  Finishing up with LionelMedia.com's host, Lionel.
[02:57:20.057 --> 02:57:21.658]  Lionel, we've got about a minute and a half left.
[02:57:21.658 --> 02:57:22.419]  Closing comment.
[02:57:25.462 --> 02:57:28.283]  I am a believer in the Constitution, the Bill of Rights.
[02:57:28.283 --> 02:57:29.163]  I really have no choice.
[02:57:29.163 --> 02:57:29.843]  I'm an American.
[02:57:29.843 --> 02:57:30.904]  You're a terrorist.
[02:57:30.904 --> 02:57:31.364]  Yes.
[02:57:31.364 --> 02:57:40.266]  In addition to that, those individuals, or those rights that were given to me by our forebears, the Second Amendment is one that I believe in.
[02:57:40.266 --> 02:57:41.386]  I'm a native Floridian.
[02:57:41.386 --> 02:57:47.808]  I'm a second-generation cracker, which is, by the way, a term of art, and not anything racially pejorative.
[02:57:47.808 --> 02:57:50.069]  And we had carry permits before anybody else.
[02:57:50.729 --> 02:57:52.071]  And I never shot anybody.
[02:57:52.071 --> 02:57:53.553]  I've never been hunting in my life.
[02:57:53.553 --> 02:57:55.416]  Not that there's anything wrong with that.
[02:57:55.416 --> 02:58:05.230]  And yet, I'm called a right-wing lunatic because I prefer and have the unmitigated audacity in believing
[02:58:05.751 --> 02:58:11.675]  That I can implement any reasonable instrument of self-protection for me and my family.
[02:58:11.675 --> 02:58:25.243]  I am so deluded by this sense of autonomy, provided for in the Constitution, that somehow my gun is an extension of my hypo-menchilate maleness.
[02:58:25.243 --> 02:58:26.384]  And I'll leave it at that, because as a
[02:58:26.664 --> 02:58:31.448]  Meanwhile, government can have bunkers and armored vehicles and prepare for war against us.
[02:58:31.448 --> 02:58:37.652]  A bunch of cowards have the crutch of calling you an extremist because you're a man who has an instinct to protect his family.
[02:58:37.652 --> 02:58:38.953]  Lionel, thank you so much.
[02:58:38.953 --> 02:58:44.597]  We'll be back with your phone calls, more news, a lot of breaking news at InfoWars.com right now.
[02:58:44.597 --> 02:58:47.820]  And back on the nightly news tonight, 7 o'clock.
[02:58:47.820 --> 02:58:48.600]  I'll be part of that.
