[00:00:07.090 --> 00:00:10.513]  Excuse me?
[01:10:40.286 --> 01:10:45.291]  I've been a trailblazer in alternative media using alternative systems.
[01:10:45.291 --> 01:10:46.872]  So I'm all about innovation.
[01:10:46.872 --> 01:10:54.920]  But Time Magazine two weeks ago, I've harped on this a lot, had this headline article, it's time to ban humans driving cars.
[01:10:54.920 --> 01:11:01.245]  And it endorses, well here's the headline, roughly 10 years from now we will see the end of human driving.
[01:11:01.245 --> 01:11:02.346]  A seminal moment
[01:11:03.228 --> 01:11:05.969]  of the first half of the 21st century.
[01:11:05.969 --> 01:11:09.710]  And we went out and talked to Austin, and he's like, yeah, ban humans and cars, it's for the Earth.
[01:11:09.710 --> 01:11:17.993]  Don't you understand it's about building a planet with technology where we're not even part of it or part of the future, then enters the globalist paradigm, eugenics.
[01:11:17.993 --> 01:11:25.856]  So the reason I invited you into this segment and the next, and then David Knight's coming up, and I want you to join us with him and talk about the election, Anthony, is the fact
[01:11:26.900 --> 01:11:32.386]  That when you look at this they are building a planet where the majority of us won't even be alive.
[01:11:32.386 --> 01:11:42.016]  So I wanted to go over three or four examples from even mainstream news that you've got there in front of you of where they are targeting us with things that are killing us as the fluoride.
[01:11:42.537 --> 01:11:50.823]  You know, as the BPH, as the glyphosates hit us, cancer, diabetes, every other disease is skyrocketing.
[01:11:50.823 --> 01:12:04.152]  Instead of people asking for donations at every store I go to for cancer research and then telling me I'm a bad person so I don't give them money, I'd give money if they were doing fundraising to start an investigation of why it was skyrocketing.
[01:12:04.152 --> 01:12:05.594]  Find out why it's skyrocketing.
[01:12:06.574 --> 01:12:12.822]  Sure, try to find a cure, but knowing what's causing it is the issue and then stopping that.
[01:12:12.822 --> 01:12:14.464]  Anthony Gucciardi, tell us what's coming up.
[01:12:14.872 --> 01:12:26.622]  We're going to talk about the three ways, the three proofs that time and time again, peer-reviewed research, mainstream media admits the government is pushing things on us that are making us stupid, making us infertile, and actually killing us.
[01:12:26.622 --> 01:12:28.383]  Downright killing us.
[01:12:28.383 --> 01:12:37.311]  We're going to talk about the studies, and we're going to say why is this happening, and correlate that to the Ebola issue right now, and other things going on, and outline how you can protect yourself against all of it.
[01:12:37.611 --> 01:12:41.732]  That's right, because we have these Ebola headlines from InfoWars.com back on Friday.
[01:12:41.732 --> 01:12:46.554]  CDC to purchase body bags in anticipation of more Ebola deaths.
[01:12:46.554 --> 01:12:50.655]  That's an InfoWars.com article right off the FedBizOpps website.
[01:12:50.655 --> 01:12:52.436]  DrugsReport.com picked that up.
[01:12:52.436 --> 01:12:52.996]  Here's another one.
[01:12:52.996 --> 01:12:55.817]  Government agencies scramble to purchase hazmat suits.
[01:12:55.817 --> 01:12:57.177]  More than one million.
[01:12:57.177 --> 01:13:03.039]  And our inside source said a quarter million of those are being sent to Dallas, where they think Ebola could be spreading.
[01:13:03.039 --> 01:13:05.900]  And I've been saying it, Obama's waiting until after the election, Anthony.
[01:13:06.971 --> 01:13:12.573]  Until after next Tuesday, just a couple days from now, they're waiting to then announce.
[01:13:12.573 --> 01:13:24.077]  I don't think it's going to be a huge pandemic or something, but clearly we've got the confirmed reports from medical doctors we know on and off record saying they're disappearing people who have Ebola-like symptoms.
[01:13:24.077 --> 01:13:25.138]  How bad do you think it really is?
[01:13:25.859 --> 01:13:32.043]  I know it's bad because not only have the doctors told us those things, but I see the mainstream media downplaying the Ebola epidemic.
[01:13:32.043 --> 01:13:39.327]  When they were freaking out about it in the beginning, for many good reasons, or they were overhyping it, but now, you even go to CNN and it's like, not a big deal.
[01:13:39.327 --> 01:13:48.973]  Drudge is the only one really, really pushing this with some of the articles we've written, and the only one actually saying, hey, this is still an issue, releasing people after less than 21 days quarantine, not even quarantine.
[01:13:48.973 --> 01:13:50.834]  All the other countries ban the flights coming in.
[01:13:52.275 --> 01:13:56.338]  Or restrict them, but then we're bad to say maybe we should look at that.
[01:13:56.338 --> 01:14:00.301]  And then Obama comes out last Thursday and says, oh, I think you'll see some more Ebola cases.
[01:14:00.301 --> 01:14:01.242]  Get ready for that.
[01:14:01.242 --> 01:14:02.663]  He's getting people ready.
[01:14:02.663 --> 01:14:07.987]  Spanish officials are saying ISIS is going to use Ebola to create outbreaks throughout the world in the United States.
[01:14:07.987 --> 01:14:09.028]  No one cares.
[01:14:09.028 --> 01:14:09.868]  No, it's not ISIS.
[01:14:09.868 --> 01:14:10.989]  I mean, maybe they will.
[01:14:10.989 --> 01:14:12.611]  No, no, it's not ISIS.
[01:14:12.611 --> 01:14:18.976]  We know it's this doctor who knew he was sick and lied to the cops in New York and went on the subway and restaurants.
[01:14:19.926 --> 01:14:21.127]  They're arrogant about it.
[01:14:21.127 --> 01:14:24.168]  And then this nurse refusing and running around in Maine?
[01:14:24.168 --> 01:14:25.148]  What's going on?
[01:14:25.148 --> 01:14:28.090]  Well, the whole thing is, that's the question.
[01:14:28.090 --> 01:14:28.850]  What is going on?
[01:14:28.850 --> 01:14:31.832]  Because we can't be surprised when Ebola outbreaks happen.
[01:14:31.832 --> 01:14:32.712]  That's it, that's it.
[01:14:32.712 --> 01:14:36.034]  We don't know exactly what's going on, folks, but we know there's a cover-up going on.
[01:14:36.914 --> 01:14:45.061]  And we know it's not logical to basically say publicly, the State Department, yeah, come on over from Liberia, Sierra Leone, we'll treat you.
[01:14:45.061 --> 01:14:49.024]  You know, if you have Ebola, we'll send you to the best hospitals in the world, in the United States, you don't have to pay for it.
[01:14:49.024 --> 01:14:50.685]  Just like the illegals, just come on over.
[01:14:50.685 --> 01:14:52.507]  If you have Ebola, this is the place to be.
[01:14:52.507 --> 01:14:53.768]  This is how you bring America down.
[01:14:53.768 --> 01:14:56.089]  You get the globalist in, you open the borders.
[01:14:56.089 --> 01:14:57.531]  We're going to cover it with David Knight coming up.
[01:14:58.571 --> 01:15:06.776]  He has articles, mainstream news out of Chicago and other areas where they have ballot initiatives in Illinois to just let foreigners vote.
[01:15:08.075 --> 01:15:09.956]  I mean, they're open now!
[01:15:09.956 --> 01:15:12.397]  This has reached Twilight Zone proportions.
[01:15:12.397 --> 01:15:13.938]  Why would the illegals not come here?
[01:15:13.938 --> 01:15:15.779]  Why would an Ebola patient not come here?
[01:15:15.779 --> 01:15:30.947]  If I had Ebola, and I was somewhat selfish, personally I would probably just die and not infect anyone else, but if I had Ebola and I wanted to be treated, I would get on a plane, I'd take some Advil or Equivalent, get the fever down, you know, kind of lay low, get on the plane, get over here, and then go to the hospital and say, yeah, I have Ebola.
[01:15:30.947 --> 01:15:31.827]  And guess what?
[01:15:31.827 --> 01:15:32.708]  They may survive.
[01:15:32.708 --> 01:15:34.329]  The UN's own mathematicians
[01:15:35.069 --> 01:15:41.932]  The WHO said that by the end of December, by January 1st, 1.4 million Ebola cases in Africa.
[01:15:41.932 --> 01:15:45.694]  I mean, if we think with 100,000 or whatever it is, or 200,000, it's bad now.
[01:15:45.694 --> 01:15:51.697]  Imagine when it's 1.4 mil and they're hanging off the plane skids, the wheels, to get over here.
[01:15:51.697 --> 01:15:56.159]  And then the new trendy thing to do, I guess, is to drink Ebola blood to prove you're not racist.
[01:15:56.159 --> 01:16:00.241]  It reminds me of that kid who ran away from home several months ago and he actually hid in the plane.
[01:16:00.241 --> 01:16:00.701]  Hold on, stay there.
[01:16:01.314 --> 01:16:11.878]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[01:16:11.878 --> 01:16:18.320]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[01:16:18.320 --> 01:16:20.661]  I jump out of bed ready to fight these criminals every day.
[01:16:20.661 --> 01:16:23.762]  I look forward to waking up and taking my super male vitality.
[01:16:23.762 --> 01:16:30.625]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[01:16:31.095 --> 01:16:34.757]  The government's Department of Homeland Security is buying up loads of ammo.
[01:16:34.757 --> 01:16:39.038]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:16:39.038 --> 01:16:40.819]  Can you put two and two together?
[01:16:40.819 --> 01:16:48.682]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:16:48.682 --> 01:16:49.823]  But for how long?
[01:16:49.823 --> 01:16:56.446]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[01:16:56.446 --> 01:16:59.267]  Infidel Body Armor just won't quit.
[01:17:00.718 --> 01:17:02.659]  Aging starts at the cellular level.
[01:17:02.659 --> 01:17:07.182]  When cells become toxic, they die early and aging sets in.
[01:17:07.182 --> 01:17:11.644]  In the past decade, we have witnessed unparalleled scientific discoveries.
[01:17:11.644 --> 01:17:18.969]  During that period, key patented compounds have focused on mitochondrial growth, nerve growth, and rejuvenation.
[01:17:18.969 --> 01:17:28.034]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:17:28.254 --> 01:17:33.797]  We now have the synergistic solution, DNA Force, just one of the key compounds.
[01:17:33.797 --> 01:17:41.382]  BioPQQ is backed by major clinical studies and over 175 PubMed-listed published studies.
[01:17:41.382 --> 01:17:43.963]  You want the best that's out there at the lowest price anywhere?
[01:17:43.963 --> 01:17:49.006]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the Info War.
[01:17:49.426 --> 01:17:54.132]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[01:17:54.132 --> 01:17:55.413]  DNA Force from InfoWarsLife.
[01:18:00.649 --> 01:18:10.315]  Using unparalleled research in the development of a synergistic formulation based around the key concepts of super oxygenation, the next level in cleansing is here.
[01:18:10.315 --> 01:18:20.240]  With key ingredients backed by real clinical studies, the new Oxy Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[01:18:20.240 --> 01:18:23.162]  Many herbal colon cleansers are harsh on the body,
[01:18:23.302 --> 01:18:23.562]  I think so.
[01:18:45.942 --> 01:18:51.286]  Experience the astonishing cleansing power of superoxide and ozonide technology.
[01:18:51.286 --> 01:19:00.593]  Go to InfoWarsLife.com or InfoWarsStore.com to get started with OxyPowder, or call 1-888-253-3139.
[01:19:00.593 --> 01:19:06.697]  Another major health threat, this one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:19:06.857 --> 01:19:09.479]  Ohio's governor declaring a state of emergency.
[01:19:09.479 --> 01:19:16.544]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:19:16.544 --> 01:19:19.526]  If there's a water emergency, will you be prepared?
[01:19:19.526 --> 01:19:22.568]  Panicked residents forming long lines throughout the day.
[01:19:22.568 --> 01:19:24.510]  We're here at a supermarket in Toledo.
[01:19:24.510 --> 01:19:27.352]  You can see the shelves empty where water once was.
[01:19:27.432 --> 01:19:33.154]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:19:33.154 --> 01:19:36.655]  Water which will not be available at your local grocery store.
[01:19:36.655 --> 01:19:39.756]  There's a mad dash on right now to stock up on supplies.
[01:19:39.756 --> 01:19:44.018]  The ProPure Pro1 G2.0 water filtration system is a must-have.
[01:19:44.158 --> 01:19:45.499]  You're listening to the Alex Jones Show!
[01:20:14.276 --> 01:20:16.917]  He aligns himself with the truth.
[01:20:16.917 --> 01:20:19.898]  And it's time for you to choose a side.
[01:20:19.898 --> 01:20:22.699]  You're listening to Alex Jones.
[01:20:22.699 --> 01:20:23.779]  Such beautiful music.
[01:20:23.779 --> 01:20:26.220]  This magic moment.
[01:20:26.220 --> 01:20:28.321]  As America realizes.
[01:20:28.321 --> 01:20:31.022]  So different and so new.
[01:20:31.022 --> 01:20:34.083]  They wake up to progressive cancer.
[01:20:34.083 --> 01:20:35.864]  Just like you and me too.
[01:20:38.006 --> 01:20:43.073]  The Sleeping Giant begin to arise.
[01:21:00.493 --> 01:21:01.493]  We love you folks.
[01:21:01.493 --> 01:21:02.214]  We love liberty.
[01:21:02.214 --> 01:21:02.974]  We love truth.
[01:21:02.974 --> 01:21:03.834]  We love justice.
[01:21:03.834 --> 01:21:05.194]  We love freedom.
[01:21:05.194 --> 01:21:08.575]  We love 700 horsepower cars.
[01:21:08.575 --> 01:21:10.996]  And we love Marilyn Monroe.
[01:21:10.996 --> 01:21:13.697]  And we love John Wayne.
[01:21:13.697 --> 01:21:18.138]  And we love humanity marching forward with freedom.
[01:21:18.138 --> 01:21:21.799]  And we love discovering what a fabulous universe we live in.
[01:21:23.419 --> 01:21:29.641]  But we also discovered there's always control freaks and scum who don't want people to be free, who have to be dealt with.
[01:21:29.641 --> 01:21:36.004]  I'm your host Alex Jones, Anthony Gucciardi, InfoWars.com and StoryLeaked.com writer joins us...
[01:21:37.105 --> 01:21:39.067]  And we've got David Knight coming up in the next segment.
[01:21:39.067 --> 01:21:41.068]  You were getting cut off by the break.
[01:21:41.068 --> 01:21:44.411]  I guess you didn't have your headphones on to hear the music, Anthony.
[01:21:44.411 --> 01:21:51.377]  But you were getting into the, yeah, it's not just been that one guy that flew across the world hanging on the wheels of the plane.
[01:21:51.377 --> 01:21:54.119]  And then even though the wheels go up in the plane, it's not pressurized.
[01:21:54.119 --> 01:21:56.461]  Surviving at 37,000 feet, that's amazing.
[01:21:56.461 --> 01:21:57.362]  That's happened a lot.
[01:21:58.440 --> 01:22:06.090]  But when I say hanging off the helicopter skids, I think of 1975 and the fall of Saigon in Vietnam.
[01:22:06.090 --> 01:22:09.675]  And that you've got millions of people set to get Ebola in Africa.
[01:22:09.675 --> 01:22:11.297]  What a disaster.
[01:22:11.297 --> 01:22:12.899]  And they're saying, don't worry, don't worry, but hey!
[01:22:13.900 --> 01:22:18.345]  State Department says go ahead and bring folks over who aren't even US citizens.
[01:22:18.345 --> 01:22:22.911]  How is Obama and these people going to get away with it as it starts to spread?
[01:22:22.911 --> 01:22:23.952]  It's so reckless.
[01:22:23.952 --> 01:22:26.074]  See, people ask why am I so concerned.
[01:22:26.074 --> 01:22:32.041]  It's so reckless and they've turned all the default protections off that it tells you there's some other big motive here.
[01:22:32.041 --> 01:22:33.944]  This is wildly reckless.
[01:22:34.364 --> 01:22:35.025]  Anthony?
[01:22:35.025 --> 01:22:50.123]  Yeah, my main point was we're all freaking out about Thomas Duncan getting in the United States with Ebola and then we're surprised and I was talking about in the United States even there's kids running away running on the airstrips and jumping underneath the airplane wheels and traveling across the United States or even out of the country.
[01:22:50.663 --> 01:22:56.464]  Imagine in Liberia where it's even more lax and there's no actual FAA regulations going on over there.
[01:22:56.464 --> 01:23:06.706]  It's not hard to think that either, number one, the worthless CDC inspection of the patients getting on the plane is going to lead to thousands eventually of Ebola victims coming into the U.S.
[01:23:06.706 --> 01:23:13.148]  if something doesn't change, or just five or so could get into a wheel-bearing area of the plane and come into the United States.
[01:23:13.148 --> 01:23:13.648]  Exactly!
[01:23:13.648 --> 01:23:17.789]  But let's say they never do, even though common sense says it will happen.
[01:23:17.789 --> 01:23:19.349]  Why does the government not stop it when
[01:23:20.348 --> 01:23:24.889]  Like the media said last week, Australia is the only country to ban visas.
[01:23:24.889 --> 01:23:26.190]  That's not true.
[01:23:26.190 --> 01:23:28.871]  England, all of them, they stopped the flights months ago.
[01:23:28.871 --> 01:23:30.971]  It's just the lying is so crazy.
[01:23:30.971 --> 01:23:33.112]  But Obama cares about our civil liberties.
[01:23:33.112 --> 01:23:37.654]  That's why the nurse can't be in quarantine who came back from directly hand-to-hand treating Ebola patients.
[01:23:37.654 --> 01:23:41.055]  That's why he signed an executive order to lock anybody who's sick up forever, basically.
[01:23:41.055 --> 01:23:41.815]  With respiratory illness.
[01:23:41.815 --> 01:23:42.295]  Three months ago.
[01:23:42.415 --> 01:23:48.660]  But you notice how they're campaigning at the super, super left website saying that the nurse is being held against her will.
[01:23:48.660 --> 01:23:52.643]  Obama is helping her because it's inhumane and it's against her civil liberties.
[01:23:52.643 --> 01:23:55.545]  Yeah, once it really starts spreading, then they're going to use it to totally take over.
[01:23:55.545 --> 01:23:56.065]  Oh, of course.
[01:23:56.065 --> 01:23:57.427]  And say, OK, you want tyranny?
[01:23:57.427 --> 01:23:58.087]  Here it is.
[01:23:58.087 --> 01:24:01.890]  No, we wanted you to shut it down when it was small and a few dozen people.
[01:24:01.890 --> 01:24:02.831]  They'll do it when it's millions.
[01:24:03.351 --> 01:24:03.811]  I'm telling you.
[01:24:03.811 --> 01:24:04.952]  That is the question.
[01:24:04.952 --> 01:24:06.833]  Why are they not shutting it down now?
[01:24:06.833 --> 01:24:07.693]  That is it.
[01:24:07.693 --> 01:24:09.374]  Yeah, it's like somebody lights a fire.
[01:24:09.374 --> 01:24:12.035]  Some three-year-old gets a lighter, lights a fire in your front yard.
[01:24:12.035 --> 01:24:13.816]  You see the few little flames there.
[01:24:13.816 --> 01:24:14.456]  It's high wind.
[01:24:14.456 --> 01:24:17.358]  It could start a forest fire, and you don't put it out.
[01:24:17.358 --> 01:24:19.219]  I'm like, hey, why aren't you putting a little fire out?
[01:24:19.219 --> 01:24:20.659]  Well, now the fire's burning the whole yard.
[01:24:20.659 --> 01:24:21.020]  I'm going, uh...
[01:24:22.605 --> 01:24:24.306]  You bring medical workers in whether it's going to spread.
[01:24:24.306 --> 01:24:25.086]  In Spain and the U.S.
[01:24:25.086 --> 01:24:25.826]  it's happened.
[01:24:25.826 --> 01:24:28.207]  Hey, now it's like two blocks is burning.
[01:24:28.207 --> 01:24:29.428]  They got fire trucks everywhere.
[01:24:29.428 --> 01:24:30.628]  They won't put it out.
[01:24:30.628 --> 01:24:32.289]  Now it's the whole neighborhood's on fire.
[01:24:32.289 --> 01:24:33.989]  And I'm going, you better put this out.
[01:24:33.989 --> 01:24:35.430]  They're like, shut up racist.
[01:24:35.430 --> 01:24:38.171]  And you can't tell any of your neighbors to evacuate either.
[01:24:38.171 --> 01:24:38.991]  Absolutely not.
[01:24:38.991 --> 01:24:39.691]  That's the whole thing.
[01:24:39.691 --> 01:24:40.832]  It's not incompetence.
[01:24:40.832 --> 01:24:41.552]  Let's just be real.
[01:24:41.552 --> 01:24:42.812]  Yeah, the fix is in.
[01:24:42.812 --> 01:24:45.553]  As soon as this new czar got in, everything shut down.
[01:24:45.553 --> 01:24:46.894]  Who says there's too many people in Africa?
[01:24:47.634 --> 01:24:48.415]  We can play that clip.
[01:24:48.415 --> 01:24:49.355]  I already played it last week.
[01:24:49.355 --> 01:24:50.356]  Alright, David Knight's coming up.
[01:24:50.356 --> 01:24:51.316]  You're going to be with us.
[01:24:51.316 --> 01:24:53.918]  Go over some of the real ways they're targeting.
[01:24:53.918 --> 01:24:56.479]  So let's just say Ebola's not a big deal.
[01:24:56.479 --> 01:24:57.500]  Ebola's not a big deal.
[01:24:57.500 --> 01:24:59.321]  I don't say Obola on purpose.
[01:24:59.321 --> 01:25:00.722]  I just keep saying Ebola.
[01:25:02.705 --> 01:25:04.126]  Well look, let's put it like this.
[01:25:04.126 --> 01:25:08.867]  Here is the proof that the government doesn't care if Ebola is going to kill you.
[01:25:08.867 --> 01:25:09.688]  And it's not incompetence.
[01:25:09.688 --> 01:25:10.308]  Here's the proof.
[01:25:10.308 --> 01:25:10.868]  Why?
[01:25:10.868 --> 01:25:13.409]  There's three things they're pushing on you right now.
[01:25:13.409 --> 01:25:16.550]  The FDA had a possibility to ban it multiple times.
[01:25:16.550 --> 01:25:18.731]  And we're going to get into these three things that are killing you.
[01:25:18.731 --> 01:25:20.192]  They're literally making you stupid.
[01:25:20.192 --> 01:25:21.712]  They're ruining your fertility.
[01:25:21.712 --> 01:25:24.914]  And let's start right away with our favorite, sodium fluoride.
[01:25:24.914 --> 01:25:27.354]  This is from Mercola summarizing some of the latest studies.
[01:25:27.354 --> 01:25:27.975]  We're going to reference them.
[01:25:28.855 --> 01:25:29.736]  It's the title.
[01:25:29.736 --> 01:25:32.619]  Fluoride may be your next contraceptive.
[01:25:32.619 --> 01:25:35.222]  We're talking about birth control level contraceptives.
[01:25:35.222 --> 01:25:43.231]  It says, in the US where about two-thirds of drinking water supplies are fluoridated with sodium fluoride, men may be putting their fertility at risk with every sip of water from the tap.
[01:25:43.792 --> 01:25:47.155]  Major Harvard study published in Federal Government Journal confirms fluoride also lowers IQ.
[01:26:07.272 --> 01:26:14.217]  And this is in coordination with the National Cancer Society Institute that found that it created a tumor growth rate of 25%.
[01:26:14.217 --> 01:26:24.564]  But this Harvard study, it's actually directed directly from Harvard University, where they state, quote, our results support the possibility of adverse effects of fluoride exposure on children's neural development.
[01:26:24.564 --> 01:26:27.626]  And let's be clear, we're not getting into old fluoride news, for those of you who know this.
[01:26:27.626 --> 01:26:34.310]  This is showing you that this is a government that will put fluoride in your tap water, knowing it's killing you, knowing it's making you infertile.
[01:26:34.310 --> 01:26:35.271]  They don't care about Ebola.
[01:26:35.271 --> 01:26:36.552]  You can dive Ebola all day long.
[01:26:36.732 --> 01:26:43.836]  It's sheer that when the Pulitzer Prize for Rise and Fall of the Third Reich, it's in his book about him putting fluoride in the camp to make him submit.
[01:26:43.836 --> 01:26:45.997]  And he got that from Stalin.
[01:26:45.997 --> 01:26:48.339]  It's on record that it's roach poison.
[01:26:48.339 --> 01:26:48.479]  Yeah.
[01:26:49.212 --> 01:27:01.535]  The 20th edition of the prominent journal Environmental Health Perspectives, here's the key part, a federal government medical journal stemming from the United States National Cancer Institute of Environmental Health Sciences.
[01:27:01.535 --> 01:27:08.577]  They found that quote, this is a quote, the children in high-fluoride areas had significantly lower IQ than those who lived in low-fluoride areas.
[01:27:08.577 --> 01:27:09.417]  Ten points!
[01:27:09.417 --> 01:27:11.498]  Yes, federal government medical journal.
[01:27:11.598 --> 01:27:16.222]  That's the difference between your kid being a genius or just smart, or being smart and being a moron.
[01:27:16.222 --> 01:27:17.884]  And, it's making you infertile.
[01:27:17.884 --> 01:27:18.585]  And then look at this.
[01:27:18.585 --> 01:27:20.146]  That's the real reason they put her down, yeah.
[01:27:20.146 --> 01:27:26.893]  FDA, this is an article I wrote back in 2012, common food items could contain 180 times more fluoride than tap water.
[01:27:27.293 --> 01:27:30.936]  And that's on record that powdered eggs and stuff, 300 times tap water.
[01:27:30.936 --> 01:27:32.637]  Yep, it's the pesticides.
[01:27:32.637 --> 01:27:38.962]  It's sodium aluminum fluoride, sodium fluoride derivatives, that they are effective at killing bugs.
[01:27:38.962 --> 01:27:42.024]  It's also very sticky, so when they spray it, it's more likely to stick.
[01:27:42.024 --> 01:27:44.486]  In fact, you could pull up the Wall Street Journal two years ago.
[01:27:44.486 --> 01:27:49.030]  The FDA, to its credit, because there's good people in there, said we need to phase out in the next five years.
[01:27:49.810 --> 01:27:51.211]  Fluoride as a pesticide.
[01:27:51.211 --> 01:27:52.732]  It bioaccumulates in the food.
[01:27:52.732 --> 01:27:54.293]  And the United States, yeah, you're right.
[01:27:54.293 --> 01:27:59.917]  The government admitted after that federal journal published the results of lowering IQ, they started saying, yeah, we need to phase it out.
[01:27:59.917 --> 01:28:02.579]  But it's still a conspiracy theory, so it's okay.
[01:28:02.579 --> 01:28:03.960]  And then you're talking about the Wall Street Journal.
[01:28:03.960 --> 01:28:07.763]  Here's a piece from Forbes and we have one from the Wall Street Journal on BPA.
[01:28:08.383 --> 01:28:14.388]  Well, that's because that charity is linked to abortion and the whole depopulation mill.
[01:28:36.385 --> 01:28:42.450]  The FDA says, quote, there is not compelling scientific evidence to justify new restrictions on BPA.
[01:28:42.450 --> 01:28:45.733]  And even Forbes calls them out as being totally ludicrous.
[01:28:45.733 --> 01:28:48.656]  And then we have, every day, new studies, it's just impossible to keep up.
[01:28:48.656 --> 01:28:49.437]  Stay there, stay there.
[01:28:49.437 --> 01:28:52.499]  We're going to get David Knight in here with you to finish up on this.
[01:28:52.499 --> 01:28:58.425]  And we'll move into election coverage with David Knight, one of the hosts of InfoWars Nightly News and this radio show.
[01:28:58.425 --> 01:28:59.265]  I'm Alex Jones.
[01:28:59.265 --> 01:28:59.686]  Stay with us.
[01:29:01.397 --> 01:29:02.718]  The experts are clear.
[01:29:02.718 --> 01:29:09.843]  Sunlight, purified water, healthy non-GMO food, and having a good attitude is essential to a healthy immune system.
[01:29:09.843 --> 01:29:16.107]  But I go further with Super Nascent Iodine X2 from Infowarslife.com.
[01:29:16.107 --> 01:29:19.710]  50% stronger than our original and revolutionary Nascent Iodine formula.
[01:29:19.830 --> 01:29:24.032]  Coming from a deep earth crystal source that no other supplier has.
[01:29:24.032 --> 01:29:29.355]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[01:29:29.355 --> 01:29:30.375]  Not our iodine.
[01:29:30.375 --> 01:29:34.177]  It comes from over 200 million year old crystal salt deposits.
[01:29:34.177 --> 01:29:36.718]  And is tested and proven to be completely pure.
[01:29:36.718 --> 01:29:38.759]  Visit InfoWarsLife.com today.
[01:29:38.759 --> 01:29:40.340]  See the informational videos.
[01:29:40.340 --> 01:29:42.301]  Read the information there compiled.
[01:29:42.301 --> 01:29:46.203]  And for a limited time, when you use promo code NOW at checkout,
[01:29:46.343 --> 01:29:51.651]  You get an additional 5% off the entire family of InfoWarsLife.com products.
[01:29:51.651 --> 01:29:57.099]  Secure your Survival Shield X2 today at InfoWarsLife.com or call toll free 888-253-3139.
[01:30:01.192 --> 01:30:03.835]  Infowarslife.com.
[01:30:03.835 --> 01:30:05.316]  Check it out today.
[01:30:05.316 --> 01:30:13.704]  I have set out to bring you the most hardcore, cutting-edge supplements and nutraceuticals bar none, and that's what you'll find at Infowarslife.com.
[01:30:13.704 --> 01:30:20.671]  We have rejected literally hundreds of products from the Infowarslife line because they are not of the very highest
[01:30:20.691 --> 01:30:20.891]  I think?
[01:30:38.335 --> 01:30:38.955]  We're good.
[01:31:01.152 --> 01:31:07.275]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forfeiture situation?
[01:31:07.275 --> 01:31:10.577]  The police are shoving people, shoving Alex, shoving the crowd.
[01:31:10.577 --> 01:31:12.318]  Here we go, folks, I'm being assaulted!
[01:31:12.318 --> 01:31:18.721]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[01:31:18.721 --> 01:31:24.624]  Is this another false flag stage attack to take our civil liberties and promote homeless security by sticking our hands down on the pants on the streets?
[01:31:24.764 --> 01:31:28.727]  It's up to us to set brush fires in the minds of men and women everywhere.
[01:31:28.727 --> 01:31:31.608]  And that's what PrisonPlanet.TV is designed to do.
[01:31:31.608 --> 01:31:40.074]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[01:31:40.074 --> 01:31:42.175]  What we see now is a war against reality.
[01:31:42.175 --> 01:31:43.216]  It's a war against the truth.
[01:31:43.576 --> 01:31:52.543]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[01:31:52.543 --> 01:31:55.185]  Visit InfoWarsNews.com today.
[01:31:55.185 --> 01:31:59.489]  Become a member, share your membership, and help take the info war to the next level.
[01:32:00.865 --> 01:32:11.433]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[01:32:11.433 --> 01:32:17.898]  Super Male Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[01:32:17.898 --> 01:32:20.239]  I jump out of bed ready to fight these criminals every day.
[01:32:20.239 --> 01:32:23.342]  I look forward to waking up and taking my super male vitality.
[01:32:23.342 --> 01:32:30.207]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[01:32:30.689 --> 01:32:34.352]  The government's Department of Homeland Security is buying up loads of ammo.
[01:32:34.352 --> 01:32:38.635]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:32:38.635 --> 01:32:40.417]  Can you put two and two together?
