[00:00:20.051 --> 00:00:22.873]  Welcome to the InfoWars Nightly News live coverage.
[02:29:27.427 --> 02:29:28.788]  This is the best iodine out there.
[02:29:29.088 --> 02:29:30.229]  And I know this for a fact.
[02:29:30.769 --> 02:29:35.653]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[02:29:35.994 --> 02:29:36.874]  This is innovating.
[02:29:37.295 --> 02:29:38.335]  This is trailblazing.
[02:29:38.776 --> 02:29:46.222]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation, promoting true libertarian ideas.
[02:29:46.442 --> 02:29:50.605]  For a limited time, experience the ancient power of Survival Shield X2.
[02:29:50.805 --> 02:29:56.390]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[02:30:31.400 --> 02:30:37.785]  And because early voting runs through this Friday, you don't have to wait until election day.
[02:30:38.485 --> 02:30:39.386]  You can vote all week!
[02:30:40.647 --> 02:30:49.914]  The Rio Riva County Clerk's Office reported this afternoon that a voter trying to cast an early ballot in Española today was told he had already voted three days prior.
[02:30:49.934 --> 02:30:59.261]  An activist on the tape goes on to suggest that discarded ballots could be collected from what she called Ghetto Aurora, saying that African Americans and Mexicans tend to throw out their ballots.
[02:30:59.861 --> 02:31:04.548]  And as for those programs we do need, I'll make them work better and I'll make them cost less.
[02:31:04.668 --> 02:31:13.000]  Thousands of federal workers are issued taxpayer-funded credit cards so long as they buy items that cost less than $3,000 or micro-purchases.
[02:31:13.160 --> 02:31:15.023]  Our review found about $20 billion.
[02:31:16.465 --> 02:31:17.845]  In just about the course of a year.
[02:31:18.185 --> 02:31:22.907]  We'll save billions by cutting waste and improving management and strengthening oversight.
[02:31:23.227 --> 02:31:26.988]  We asked all of these other major federal agencies based here in D.C.
[02:31:27.008 --> 02:31:31.009]  for their micro-purchase shopping lists and all refused.
[02:31:31.229 --> 02:31:36.990]  I'm pledging to cut the deficit we inherited by half by the end of my first term in office.
[02:31:37.330 --> 02:31:44.012]  The Independent Congressional Budget Office warning a new fiscal crisis is coming if Washington doesn't get its spending in check.
[02:31:44.272 --> 02:31:49.535]  Raising the debt ceiling, which has been done over a hundred times, does not increase our debt.
[02:31:49.895 --> 02:31:52.477]  If you've got a business, you didn't build that.
[02:31:53.498 --> 02:31:55.059]  Somebody else made that happen.
[02:32:09.543 --> 02:32:12.506]  Live from the InfoWars.com studios.
[02:32:13.387 --> 02:32:17.431]  First, Ebola is not spread through the air like the flu.
[02:32:17.792 --> 02:32:22.617]  Ebola is capable of entering human airway cells.
[02:32:23.017 --> 02:32:28.403]  Ebola is primed to be able to have respiratory transmission.
[02:32:28.763 --> 02:32:33.711]  Crashing through the lies and disinformation, it's Alex Jones.
[02:32:34.312 --> 02:32:37.296]  You are either with the Republic or against it.
[02:32:52.841 --> 02:32:56.423]  Welcome back to the Infowars Nightly News, live pre-election coverage.
[02:32:56.483 --> 02:32:58.624]  This is about two and a half hours into it.
[02:32:58.684 --> 02:33:03.506]  I'm David Knight and I'm joined in the studio now with Rob Due and again with Anthony Gucciardi.
[02:33:03.526 --> 02:33:11.570]  We're going to talk about some GMO initiatives as well as some marijuana initiatives that are going to be appearing on the ballots across the nation.
[02:33:11.910 --> 02:33:12.930]  What's the trend behind it?
[02:33:13.190 --> 02:33:14.071]  Who's opposing it?
[02:33:14.571 --> 02:33:15.712]  It's a very interesting story.
[02:33:15.772 --> 02:33:17.094]  Rob, you want to take a look?
[02:33:17.114 --> 02:33:23.621]  Yeah, I'm just going to take it away and just read off a bunch of these, because it's not just the four states that are involved in this marijuana initiative.
[02:33:23.641 --> 02:33:31.450]  There are numerous cities and counties across the country, including Washington, D.C., District of Columbia.
[02:33:31.890 --> 02:33:32.191]  Yes, we are.
[02:33:47.751 --> 02:33:50.954]  You know, moneymaker for them, I think, if they were to do that.
[02:33:52.075 --> 02:33:54.056]  Florida is going to do medical marijuana.
[02:33:54.757 --> 02:33:57.379]  Most people think that's the next step to legalizing it.
[02:33:57.940 --> 02:33:59.041]  That's the first step, I guess.
[02:33:59.081 --> 02:34:00.342]  That's amendment number two.
[02:34:01.223 --> 02:34:07.748]  And medical, they use by a qualifying patient or a personal caregiver is not subject to criminal or civil liability.
[02:34:08.108 --> 02:34:12.252]  A licensed physician is not subject and a registered medical marijuana treatment center
[02:34:12.352 --> 02:34:17.858]  Now before you leave that one, when that first came out, that was the summer that had 90% support.
[02:34:17.878 --> 02:34:19.640]  They need to have 60% to make it a law.
[02:34:20.281 --> 02:34:28.670]  Sheldon Adelson got involved in that, and of course he is not involved in any of these legalization issues, but he got involved in opposing medical marijuana.
[02:34:29.511 --> 02:34:29.611]  Yeah.
[02:34:47.319 --> 02:34:49.980]  And you know, I've seen firsthand what happens to a small, medium-sized community when gambling comes in.
[02:34:50.040 --> 02:34:51.060]  And I lived in southwest Louisiana.
[02:34:51.080 --> 02:34:52.541]  I was born in Lake Charles, Sulphur area.
[02:35:14.309 --> 02:35:14.469]  Yeah.
[02:35:29.520 --> 02:35:34.642]  I do like the fact that they built these on lands where chemical plants were, so these are lands that couldn't be used for anything else.
[02:35:34.742 --> 02:35:43.406]  If you've ever seen a giant chemical facility there in Louisiana, I mean, it's pretty atrocious what they've done to the environment.
[02:35:43.666 --> 02:35:45.887]  But this is also stuff we need, so they put it in one area.
[02:35:46.548 --> 02:35:47.888]  So these things are there.
[02:35:48.148 --> 02:35:51.029]  Also, there's an increase in the number of Waffle Houses and Pawn Shops.
[02:35:51.390 --> 02:35:55.912]  I mean, it exponentially increases with the number of casinos there.
[02:35:57.212 --> 02:35:58.814]  You know, yeah, it did provide some jobs.
[02:35:58.854 --> 02:36:00.856]  I had some friends who were dealers, made some good money.
[02:36:01.076 --> 02:36:12.807]  A friend of mine, who I hadn't seen in a while, said, hey, you know, me and my wife are dealers and we make enough money that, you know, we get to both stay home and keep our kids, you know, we don't send our kids to school, we homeschool them.
[02:36:13.247 --> 02:36:16.769]  So, it's not all bad, but I'm not a big proponent of gambling.
[02:36:16.869 --> 02:36:21.592]  They can probably make money providing medical marijuana to people as well.
[02:36:21.692 --> 02:36:22.673]  That's a good point, Rob.
[02:36:22.913 --> 02:36:25.455]  What is more harmful to the community?
[02:36:25.935 --> 02:36:29.717]  Gambling or allowing people to have medical treatment from a natural substance?
[02:36:29.737 --> 02:36:30.598]  Look at Atlantic City.
[02:36:31.238 --> 02:36:32.739]  Yeah, that answers everything right there.
[02:36:32.839 --> 02:36:35.019]  The casinos said they would give money back to the community.
[02:36:35.059 --> 02:36:39.241]  The government gave them $200 million, just one casino, and nothing came out of it.
[02:36:39.301 --> 02:36:39.941]  Now they're bankrupt.
[02:36:40.081 --> 02:36:41.102]  All right, they're falling apart.
[02:36:41.682 --> 02:36:43.623]  But look at what's been in the news the last couple of days.
[02:36:43.663 --> 02:36:45.663]  We had this young lady who had terminal cancer.
[02:36:46.104 --> 02:36:46.904]  She took her own life.
[02:36:47.504 --> 02:36:52.167]  She was an advocate for death with dignity, you know, assisted suicide or whatever.
[02:36:52.547 --> 02:37:06.254]  There's been a lot of press coverage of that and yet nobody is talking about being able to get medical treatment that really does help people who have, who are throwing up, who can't keep the medicine down because they're taking these dangerous pharmaceuticals.
[02:37:06.614 --> 02:37:07.855]  People with glaucoma.
[02:37:07.875 --> 02:37:10.556]  It's one of the best treatments for glaucoma.
[02:37:10.856 --> 02:37:13.137]  They're denying this medical treatment to them.
[02:37:13.157 --> 02:37:14.438]  They're talking about death with dignity.
[02:37:14.458 --> 02:37:16.439]  Well, what about medical treatment with dignity?
[02:37:16.639 --> 02:37:20.502]  What about medical treatment without going bankrupt because you can take a natural substance?
[02:37:21.103 --> 02:37:24.305]  Well, not even the pain to help you take these chemotherapy drugs.
[02:37:24.345 --> 02:37:25.546]  What about the hash oil?
[02:37:25.666 --> 02:37:28.368]  I don't think there have been enough studies on does this hash oil really work?
[02:37:28.408 --> 02:37:33.592]  And there are people out there taking it and saying it's cured them of their cancer or at least brought it down to a manageable level.
[02:37:33.612 --> 02:37:34.233]  But it doesn't kill them.
[02:37:34.253 --> 02:37:37.335]  A pharma is making a THC-like drug because it kills cancer cells.
[02:37:37.415 --> 02:37:37.656]  Yes.
[02:37:37.776 --> 02:37:39.257]  Specifically, prostate cancer.
[02:37:39.317 --> 02:37:42.640]  Study after study, THC annihilating it, the cannabinoids.
[02:37:43.200 --> 02:37:50.727]  There's actually a lot of really, really smart doctors right now working on natural forms of cannabinoids or cannabinoids, which doesn't contain THC.
[02:37:50.767 --> 02:37:58.575]  So it's the portion of the marijuana, the actual leaf, that does not get you high, that does kill cancer cells and does bolster your immune system.
[02:37:58.695 --> 02:37:58.775]  Yeah.
[02:37:58.795 --> 02:38:02.239]  And it has no negative effects, but they won't allow you to try it.
[02:38:02.780 --> 02:38:07.004]  I know that we looked up glaucoma treatment because someone in my family tested high.
[02:38:07.064 --> 02:38:08.106]  Fortunately, they didn't have it.
[02:38:08.466 --> 02:38:18.898]  We looked up glaucoma and they said, this is from the American Ophthalmology Society, they said marijuana is very, you look at all these other drugs and they got all these very dangerous
[02:38:19.398 --> 02:38:21.179]  I mean, some of them blindness.
[02:38:21.219 --> 02:38:28.343]  You know, in many cases we see this over and over again with pharmaceutical drugs that the very thing that they're supposed to help, they exacerbate.
[02:38:28.563 --> 02:38:31.464]  Okay, whether it's mental illness or some other condition.
[02:38:31.804 --> 02:38:38.288]  And so we see that in the case of medical marijuana for glaucoma, they said no negative side effects.
[02:38:38.328 --> 02:38:42.310]  They said the negative side effects were increased appetite and euphoria.
[02:38:42.990 --> 02:38:48.531]  And they said the biggest risk was they didn't know the amount that you needed to take in order for it to be effective.
[02:38:48.771 --> 02:38:50.052]  So you might under-medicate.
[02:38:50.392 --> 02:38:51.152]  I mean, that's it.
[02:38:51.392 --> 02:38:52.432]  But we're not allowed to do that.
[02:38:52.452 --> 02:39:10.176]  If you take it, the big side effect of taking marijuana, of course, is going to be some goons confiscating your property, sending you to jail, because 80% of the people that are in jail over this idiotic war on drugs prohibition, because alcohol prohibition failed, and now after 40 years, the drug war is a total failure, 80% of the people who are in jail
[02:39:10.876 --> 02:39:12.278]  Are there because of marijuana?
[02:39:27.079 --> 02:39:29.500]  How do they come up with these numbers anyway?
[02:39:29.620 --> 02:39:32.421]  It boggles the mind, but I guess four is better than none.
[02:39:32.881 --> 02:39:47.745]  And then the interesting one is Washington State, they're talking about eliminating a tax or having different measures on whether they're going to have tax or repeal it or maintain a tax on the medical marijuana, or the marijuana that they do allow there now.
[02:39:47.805 --> 02:39:50.526]  Now I want to run through the city and county ones.
[02:39:50.546 --> 02:39:54.607]  So here's the City of Napa wants to have a medical marijuana dispensary referendum.
[02:39:55.567 --> 02:40:01.672]  Um, they would, uh, veto a referendum that authorized a regulated, uh, city, or a regulated dispensary.
[02:40:01.732 --> 02:40:06.716]  So they're saying, well, hey, we don't, we don't really want this in our community, which is interesting.
[02:40:06.756 --> 02:40:10.499]  And I, you know, I kind of, there, there's another one in here from, uh, Colorado.
[02:40:10.559 --> 02:40:17.084]  They're, they're saying they don't want it in their city as well, which I think it's the right of cities to say, you know what, let's vote on this as a community.
[02:40:17.124 --> 02:40:17.965]  Do we want this here?
[02:40:18.025 --> 02:40:18.485]  Do we not?
[02:40:19.026 --> 02:40:20.387]  A lot of the skiing communities.
[02:40:21.107 --> 02:40:24.329]  Up front say they're against it, but they have their they're selling it everywhere.
[02:40:24.369 --> 02:40:37.879]  They just say they're against it on the slopes I was there in January when it just became legalized and in Breckenridge They had I think three different shops that you could go into but there were signs everywhere to not smoke it anywhere on the ski resort
[02:40:38.899 --> 02:40:44.142]  Gross Point Park Marijuana Decriminalization Proposal.
[02:40:44.542 --> 02:40:45.803]  So they want to decriminalize it.
[02:40:45.823 --> 02:40:47.223]  That's in Wayne County, Michigan.
[02:40:47.263 --> 02:40:49.545]  So that's sort of in the center of the country.
[02:40:50.245 --> 02:40:57.168]  And there's actually a big pro or I guess anti-marijuana criminalization movement going on in Michigan.
[02:40:57.208 --> 02:40:59.450]  So up there in that upper peninsula area.
[02:41:00.450 --> 02:41:03.832]  The City of South Portland, they want to have a recreational marijuana legislation measure.
[02:41:04.878 --> 02:41:05.078]  I don't
[02:41:28.493 --> 02:41:31.075]  So, they basically want to overturn what's going on there.
[02:41:31.475 --> 02:41:34.157]  So, it's small communities taking action, which I really like.
[02:41:34.517 --> 02:41:36.398]  Shasta County, that's in California.
[02:41:37.579 --> 02:41:40.441]  City of San Jose, Medical Marijuana Regulation Act.
[02:41:41.442 --> 02:41:48.687]  The City of Lewistown, Medical Marijuana Legalization Measure of 2014, so that's in Lewiston, Maine.
[02:41:49.448 --> 02:41:51.549]  The City of Manitou Springs.
[02:41:52.150 --> 02:41:56.313]  And I would point out that you're getting all this information from Ballotpedia.
[02:41:56.553 --> 02:41:56.753]  Yes.
[02:41:56.873 --> 02:41:58.334]  And we're going to talk about that in a little bit.
[02:41:58.474 --> 02:42:00.735]  It's a great resource for information.
[02:42:01.356 --> 02:42:03.196]  You can search it by your location.
[02:42:03.216 --> 02:42:04.497]  You can search it by state.
[02:42:04.817 --> 02:42:07.078]  You can search it by issue, which is what Rob did here.
[02:42:07.379 --> 02:42:09.240]  Ballotpedia is one of these things like Wikipedia.
[02:42:09.340 --> 02:42:11.621]  It's free online support.
[02:42:11.661 --> 02:42:13.082]  They ask for your charitable donation.
[02:42:13.342 --> 02:42:16.763]  But you can go down and you can drill down and look at individual candidates.
[02:42:16.783 --> 02:42:18.464]  You can see where they're getting their money.
[02:42:18.504 --> 02:42:21.326]  I mean, they even go down and they have all the different parties that they had.
[02:42:21.866 --> 02:42:22.086]  That's true.
[02:42:42.613 --> 02:42:45.815]  They're trying to spearheading this group to get it from being sold in that area.
[02:42:45.855 --> 02:42:48.356]  That's in Colorado, El Paso County, Colorado.
[02:42:48.936 --> 02:42:50.757]  And I guess they don't want to have it in their area.
[02:42:50.777 --> 02:42:52.558]  They don't want the tax dollars that go along with it.
[02:42:52.978 --> 02:42:55.059]  Maybe they think it's caused an increase in crime.
[02:42:55.599 --> 02:42:58.681]  I think most places are saying they're seeing decreases in crime.
[02:42:59.561 --> 02:43:01.463]  Here's an interesting one that actually passed in August of 2014.
[02:43:01.503 --> 02:43:09.571]  This was the city of Oak Park, a marijuana decriminalization proposal, and it passed with 53% of the vote compared to 46%.
[02:43:09.951 --> 02:43:15.936]  And finally, I think if this happens, it's just a coup de gras to what's going on in the federal policy.
[02:43:15.956 --> 02:43:16.777]  Washington, D.C.
[02:43:16.817 --> 02:43:19.039]  Marijuana Legislation Initiative 71.
[02:43:19.460 --> 02:43:21.502]  So you can check out all these on Ballotpedia.
[02:43:21.822 --> 02:43:22.543]  They're all there.
[02:43:22.603 --> 02:43:25.145]  You can check out any number of measures, anything you're interested in.
[02:43:25.145 --> 02:43:25.706]  I think so.
[02:43:45.566 --> 02:43:49.607]  DrugSense, this is off the DrugSense.org, they have the drug war clock.
[02:43:50.488 --> 02:43:56.950]  It just shows, if you can pull the clock up, how much we've been spending just this year, federal, state, and then the total.
[02:43:57.510 --> 02:44:03.652]  I mean, and it's up, about a couple hours ago it was at $12 billion, we're still at $12.7 billion.
[02:44:03.992 --> 02:44:11.894]  Alright, so we haven't hit the $13 billion yet for the year, but by the end of the year we're probably going to be at $14 billion of federal government spending.
[02:44:11.914 --> 02:44:13.615]  Almost as much as their microtransactions.
[02:44:13.735 --> 02:44:14.977]  There you go, yeah, but not quite.
[02:44:15.698 --> 02:44:17.460]  We had all microtransaction credit cards.
[02:44:17.480 --> 02:44:20.043]  Starbucks is a little more expensive, but it is pretty big.
[02:44:20.143 --> 02:44:21.165]  It is a drug, too, I think.
[02:44:21.285 --> 02:44:21.725]  It's true.
[02:44:21.785 --> 02:44:29.976]  Well, you know, I'd add to that that there, in California, there's a statewide initiative to, I believe it's a statewide initiative, but there's an initiative on the ballot measure.
[02:44:30.837 --> 02:44:34.519]  To make most felonies misdemeanors if they're nonviolent.
[02:44:34.599 --> 02:44:39.101]  And they specifically mentioned drugs because that's what's filling up our prisons.
[02:44:39.141 --> 02:44:39.261]  Yes.
[02:44:39.321 --> 02:44:43.143]  And it goes back to the Reagan administration and Ed Meese when they came up with mandatory minimums.
[02:44:43.603 --> 02:44:46.465]  They didn't have the prison capacity to put everybody in at the time.
[02:44:46.505 --> 02:44:59.431]  And so they started letting violent criminals out on the street, murderers, rapists, that they would let go so they could lock up somebody who had not hurt anybody, who was growing, let's say, pot in their closet, who'd never had a conviction before in their life.
[02:44:59.531 --> 02:45:00.292]  It was simply
[02:45:00.692 --> 02:45:02.654]  I think it was all about getting rid of the undesirables.
[02:45:18.709 --> 02:45:21.631]  Minorities and the people who didn't believe in the system.
[02:45:22.512 --> 02:45:29.537]  I think you find a lot of those people do end up using marijuana in one form or another because they've kind of turned their back on the system.
[02:45:29.818 --> 02:45:37.844]  With pharmaceuticals, with caffeinated beverages, and the way they get their medicine is naturally through a plant that grows from the ground.
[02:45:37.964 --> 02:45:45.009]  They certainly have targeted them, and I mean, the perfect way to see that is with the Gary Webb story that just came out in a movie, Kill the Messenger.
[02:45:45.389 --> 02:46:01.900]  When you look at that, and you look at how the government had this perfect system set up where they wanted to covertly arm these guerrillas in Central America, and then they used crack cocaine epidemic, which they were running with freeway Ricky Ross, and Gary Webb exposed all that.
[02:46:02.300 --> 02:46:06.503]  Perfect mechanism, but of course they targeted the inner city community with that.
[02:46:08.064 --> 02:46:15.868]  I mean, at the same time that they crack down on people smoking a little bit of marijuana, they lump them in the same category as someone that's taking a ton of PCP.
[02:46:16.168 --> 02:46:17.929]  And then they ship in the drugs themselves.
[02:46:17.989 --> 02:46:26.054]  It's just like the facade of this election where they act like everyone has support on both ends and it's a whole big thing and that, you know, Wendy Davis is great.
[02:46:26.354 --> 02:46:29.075]  It's a whole facade just as the drug war is a facade.
[02:46:29.115 --> 02:46:32.157]  And what's really interesting to me, getting back to these counties and everything, the
[02:46:32.757 --> 02:46:33.237]  D.C.
[02:46:33.297 --> 02:46:34.578]  is pushing for legalization.
[02:46:35.018 --> 02:46:36.678]  Michigan is pushing for legalization.
[02:46:36.738 --> 02:46:38.939]  Why is Austin not pushing for anything?
[02:46:39.259 --> 02:46:40.019]  Why have we not seen that?
[02:46:40.059 --> 02:46:41.460]  There are people pushing for it here.
[02:46:41.480 --> 02:46:43.300]  I don't think they're pushing hard enough.
[02:46:43.540 --> 02:46:48.582]  And I think you're going to see Texas, unfortunately, be one of the last places to change.
[02:46:49.062 --> 02:46:54.868]  I think there are just too many old fuddy duddies who like paying for people for three meals a day and a place to sleep.
[02:46:55.269 --> 02:46:57.571]  I really think they enjoy doing that, putting people up.
[02:46:57.631 --> 02:47:00.214]  I think they've bought into the prison system complex here in Texas.
[02:47:00.874 --> 02:47:02.076]  There's prisons everywhere here.
[02:47:02.356 --> 02:47:05.759]  These people know that they keep their prisons filled with non-violent drug offenders.
[02:47:06.360 --> 02:47:08.822]  And to be able to lord over them, that's just something that
[02:47:13.229 --> 02:47:15.112]  It's really sad.
[02:47:15.132 --> 02:47:20.480]  And it's like, yeah, they could be dealers on gambling boats or they could be running medical marijuana dispensaries.
[02:47:20.520 --> 02:47:22.784]  There's other things out there people could be doing.
[02:47:23.084 --> 02:47:24.426]  We could grow a lot of pot in Texas.
[02:47:25.787 --> 02:47:29.449]  I made a bumper sticker that said, Grow Hemp, Grow Texas.
[02:47:29.789 --> 02:47:31.330]  Because we could have a hemp industry here.
[02:47:31.810 --> 02:47:32.670]  We could have a marijuana industry.
[02:47:32.690 --> 02:47:34.691]  Hemp, of course, doesn't get anybody high.
[02:47:34.771 --> 02:47:39.833]  That's something that goes in direct competition with textile industries and that sort of thing.
[02:47:39.853 --> 02:47:42.555]  But they ban it because they have to demonize this drug.
[02:47:42.575 --> 02:47:47.617]  One of the things that bothers me so much, as I mentioned about the death with dignity movement,
[02:47:48.675 --> 02:48:00.285]  As they're moving with this No on 2 and you see these groups coming together, one of the groups that is the religious groups that are falling in with Sheldon Adelson and the Republican Party to try to stop medical marijuana.
[02:48:00.345 --> 02:48:05.809]  I mean, we see the Baptists in Florida as well as the Catholics are pushing hard to stop this.
[02:48:05.829 --> 02:48:07.731]  I just, I look at it and it's like,
[02:48:08.391 --> 02:48:15.796]  Why would you not have the compassion to allow people to have access to anything that could help them as they're sick like that?
[02:48:15.836 --> 02:48:18.118]  It absolutely makes no sense whatsoever.
[02:48:18.438 --> 02:48:20.199]  It's not very Christian.
[02:48:20.379 --> 02:48:30.566]  At the grassroots level, they bought into this that they are so powerless as the Baptists and the Catholics are so powerless to offer Jesus to people to change their lives.
[02:48:30.946 --> 02:48:33.028]  Instead, they want the government to hit people with a hammer.
[02:48:33.388 --> 02:48:35.769]  That's the mentality that we had during alcohol prohibition.
[02:48:36.049 --> 02:48:43.653]  It was an absolute failure during alcohol prohibition, and yet, you know, we were reproducing this mistake now going on for 40 years.
[02:48:43.733 --> 02:48:57.019]  I've talked to law enforcement against prohibition many times, and I've talked to a Chicago prosecutor there, and he was a drug warrior for a while, and he saw how counterproductive it was, not only
[02:48:57.799 --> 02:48:58.500]  Just a corruption.
[02:48:58.520 --> 02:49:00.162]  But it was totally ineffective as well.
[02:49:00.503 --> 02:49:08.553]  It just bothers me so much to see them shut off all compassion to people and then look to the government to change everybody's life by using law enforcement.
[02:49:08.573 --> 02:49:09.174]  And I hear you.
[02:49:09.274 --> 02:49:10.736]  They identify as conservative.
[02:49:10.776 --> 02:49:14.240]  But isn't it interesting we see this pattern of relying on the government over and over again.
[02:49:14.260 --> 02:49:14.340]  Yes.
[02:49:14.360 --> 02:49:15.642]  Just going back to the Ebola thing.
[02:49:15.742 --> 02:49:19.183]  I don't want to get back into it, but they're relying for the government to come and save them.
[02:49:19.604 --> 02:49:28.668]  These people are relying on the government to go ahead and throw everyone in jail that's using medical marijuana, which obviously is not anything equivalent to taking something like PCP.
[02:49:28.708 --> 02:49:35.310]  And I've seen people on PCP, but I've seen also a lot of people in Austin getting arrested for having small, small joints.
[02:49:35.430 --> 02:49:38.732]  And meanwhile, as Alex kind of talked about on Sunday,
[02:49:39.372 --> 02:49:55.808]  I was down, just showing someone what 6th Street was like, not even going there, saying this is totally insane, this is like an apocalyptic hellhole, and I was literally attacked by 8 racist black people calling me cracker, one had a knife, and threatening me, and the cops do absolutely nothing.
[02:49:56.448 --> 02:49:56.668]  Yeah.
[02:49:56.708 --> 02:49:57.809]  Telling me they're going to kill me.
[02:49:58.109 --> 02:49:58.970]  And that's fine.
[02:49:59.050 --> 02:50:08.236]  But then there's like a frat boy that has a little bit of weed and he's going around smoking, you know, he just learned how to smoke a marijuana cigarette or something and they're just throwing him on the car and arresting him.
[02:50:08.496 --> 02:50:14.680]  But ten feet away, people are essentially getting mugged with a knife, being told, we're going to kill you and rape your girlfriend.
[02:50:15.381 --> 02:50:16.581]  And that's okay though.
[02:50:16.721 --> 02:50:21.565]  Well, and I wonder how many of these Texas state legislatures are doing cocaine on a regular basis.
[02:50:21.625 --> 02:50:23.226]  I wonder how many are doing it in the city government.
[02:50:23.306 --> 02:50:25.027]  I wonder how many are doing it in the national level.
[02:50:25.307 --> 02:50:28.850]  I mean, if drugs are such a problem, why don't we drug test these people and see what they're on?
[02:50:29.431 --> 02:50:30.172]  Why can't we do that?
[02:50:30.192 --> 02:50:32.073]  I mean, we drug test everybody else in the universe.
[02:50:32.514 --> 02:50:36.538]  If you want to get welfare, they want to give you a drug test, which I'm okay with.
[02:50:36.838 --> 02:50:38.539]  But I say, let's drug test the government.
[02:50:38.820 --> 02:50:40.441]  They're the biggest welfare recipients out there.
[02:50:40.681 --> 02:50:44.465]  Let's drug test the corporations that we're giving tax breaks to.
[02:50:44.545 --> 02:50:45.886]  Let's drug test all these people.
[02:50:46.207 --> 02:50:49.870]  If we've got to look at everybody else, let's look at everybody with the same microscope.
[02:50:50.911 --> 02:50:56.096]  Well, of course, what we're going to find is that, of course, as Alex has always shown, they're the biggest shippers.
[02:50:56.376 --> 02:50:57.818]  Look at Afghanistan, okay?
[02:50:57.858 --> 02:51:03.143]  It only had 10% of the world's supply of opium-based drugs before we went there.
[02:51:03.163 --> 02:51:03.804]  Now it's got 90%, okay?
[02:51:03.864 --> 02:51:05.846]  And we've got a heroin epidemic.
[02:51:07.267 --> 02:51:07.667]  It's horrible.
[02:51:07.707 --> 02:51:09.608]  Just like they did in Central America.
[02:51:09.648 --> 02:51:11.308]  They create a crack cocaine epidemic.
[02:51:11.348 --> 02:51:11.868]  And who was it?
[02:51:11.909 --> 02:51:13.489]  It was Oliver North and the Republicans.
[02:51:13.789 --> 02:51:16.650]  These guys who are such hardcore anti-drug addicts.
[02:51:16.690 --> 02:51:22.132]  But they get away with it because they can scare the grassroots people, the rank-and-file.
[02:51:22.432 --> 02:51:25.093]  They think that the only way they can stop this is through prohibition.
[02:51:25.133 --> 02:51:26.173]  It didn't work with alcohol.
[02:51:26.473 --> 02:51:29.774]  It hasn't worked now for 40, 50 years with the war on drugs.
[02:51:29.954 --> 02:51:35.056]  All it is doing is creating the biggest prison population on the planet per capita.
[02:51:35.436 --> 02:51:40.819]  Far worse than China, far worse than Russia, and it is, it's just a horrible thing, the prohibition.
[02:51:41.260 --> 02:51:44.302]  I, you know, I don't drink alcohol, I don't do drugs, you guys know that.
[02:51:44.802 --> 02:51:47.604]  I am absolutely, totally against prohibition.
[02:51:48.104 --> 02:51:55.589]  And I am against allowing people to suffer and die because you're withholding safe, effective things that could possibly be safe and effective.
[02:51:56.449 --> 02:51:58.671]  I was galvanized in this back in the early 90s.
[02:51:58.691 --> 02:52:02.034]  There was a guy, Peter McWilliams, and he wrote a book, Ain't Nobody's Business If You Do.
[02:52:02.594 --> 02:52:06.077]  This guy was, you know, a pretty libertine libertarian or whatever.
[02:52:06.117 --> 02:52:13.062]  He was undergoing treatment for AIDS at the time, and the pharmaceuticals that he was having were making him violently ill, just like somebody on cancer treatment.
[02:52:13.382 --> 02:52:13.742]  We're good to go.
[02:52:35.225 --> 02:52:35.806]  Put up with this.
[02:52:35.926 --> 02:52:38.508]  How can we say that we want to do this as a society?
[02:52:38.548 --> 02:52:44.034]  How can we justify locking people up for the number of years that Reagan and Ed Meese came up with?
[02:52:44.174 --> 02:52:45.696]  It's an absolute abomination.
[02:52:45.916 --> 02:52:46.737]  Yeah, it is terrible.
[02:52:46.837 --> 02:52:51.642]  And actually, we have a special report I'd like to go to real quick, and this is filed by Joe Biggs.
[02:52:52.102 --> 02:52:52.462]  We're good to go.
[02:53:21.315 --> 02:53:26.978]  You know, there's a lot of people's lifestyle here that is growing pot and smoking it, so why are we protecting their lifestyle?
[02:53:27.218 --> 02:53:29.780]  Oh, well, we're not making black ops CIA money.
[02:53:29.900 --> 02:53:32.001]  Yeah, so we make their lifestyle go into jail.
[02:53:32.121 --> 02:53:32.601]  Exactly.
[02:53:32.641 --> 02:53:34.302]  Do we have that report you guys could throw to it?
[02:53:35.062 --> 02:53:36.103]  All right, go ahead and throw to that.
[02:53:44.068 --> 02:53:47.650]  I'm Joe Biggs with a special report for InfoWars.com.
[02:53:48.090 --> 02:53:57.574]  Now, we just had a recent report put up by NBC News stating Afghan opium poppies hit record high despite $7 billion U.S.
[02:53:57.954 --> 02:53:58.655]  campaign.
[02:53:59.435 --> 02:54:06.216]  According to SIGAR's report, the value of the opium produced in Afghanistan reached $3 billion in 2013.
[02:54:06.496 --> 02:54:08.897]  That was a 50% increase from 2012.
[02:54:09.397 --> 02:54:14.158]  So there's definitely a lot more production of opium going on in Afghanistan.
[02:54:14.498 --> 02:54:20.479]  And as you can see on this map over here, all of Afghanistan is in some way involved in the production of opium.
[02:54:20.519 --> 02:54:23.280]  The ones in the red you can see are the most right now.
