[00:00:00.009 --> 00:00:02.199]  You're listening to the Alex Jones Show!
[02:15:58.740 --> 02:15:59.180]  Okay, great.
[02:15:59.500 --> 02:15:59.860]  That's good.
[02:16:00.160 --> 02:16:02.221]  And tell us again now where these protests are.
[02:16:02.241 --> 02:16:07.562]  There's going to be a protest at noon tomorrow that's going to be about this law that just got passed.
[02:16:07.622 --> 02:16:11.784]  It actually was something that was in the legislature, and then they put it up for a referendum.
[02:16:12.124 --> 02:16:16.725]  It passed as a piece of, as part of a referendum in the state.
[02:16:17.265 --> 02:16:17.465]  I think?
[02:16:34.238 --> 02:16:47.228]  Basically, after the fact, if they see that there's something else that they want to go after somebody with, it could be a very minor violation and they could bump this up to a felony by putting this in after the fact.
[02:16:47.308 --> 02:16:48.509]  It's a real tripwire, isn't it?
[02:16:49.161 --> 02:16:52.564]  Yeah, I mean, how many people are going to be arrested for something non-violent?
[02:16:52.885 --> 02:16:57.609]  You know, how many people go out and actually have guns because they want to go to the range and shoot?
[02:16:58.150 --> 02:17:04.616]  When you take that away, I mean, that's about as ridiculous as the bracelet that Eric Holder wants us to wear.
[02:17:04.816 --> 02:17:09.400]  This is mind-blowing, and everyone should be outraged at something like this.
[02:17:09.801 --> 02:17:14.445]  You know, you can't even hand over a weapon to somebody without giving them a background check.
[02:17:15.091 --> 02:17:19.854]  And not have to worry about being arrested or tased or choked to death afterwards by a police officer.
[02:17:19.874 --> 02:17:21.195]  This is out of this world.
[02:17:21.595 --> 02:17:27.499]  Yes, so now this is going to be a protest at noon tomorrow and tell us again where that protest for that law is going to be.
[02:17:28.078 --> 02:17:29.358]  That's going to be downtown here.
[02:17:29.438 --> 02:17:30.639]  I'll get that information out.
[02:17:30.659 --> 02:17:32.960]  We'll try to put that up in a blurb later on.
[02:17:32.980 --> 02:17:42.603]  I don't have the exact location right now, but when I have that, David, I'll make sure I give that to one of the riders and we'll have all the information for tomorrow's protest put up on the site so we can get that out to everybody.
[02:17:42.863 --> 02:17:46.924]  And I'll also make a video on YouTube so people can go to the Alex Jones YouTube channel as well.
[02:17:47.084 --> 02:17:47.804]  We'll tweet it out.
[02:17:47.964 --> 02:17:49.805]  We'll have all that information out for you guys.
[02:17:50.481 --> 02:17:51.062]  This afternoon.
[02:17:51.422 --> 02:17:56.046]  Okay, so people need to check Infowars.com and they need to check the Alex Jones Channel on YouTube.
[02:17:56.426 --> 02:18:03.832]  And then following that protest at noon about that law, there is going to be a protest at the Sheriff's Department at 2 p.m.
[02:18:04.472 --> 02:18:12.979]  And of course, we've had this hashtag, AskACop, that has blown up on the internet because of people's outrage over the excessive use of force.
[02:18:13.720 --> 02:18:16.622]  I think it's time that we have a dialogue with the police.
[02:18:16.702 --> 02:18:20.265]  I think that that'll be an important thing, an important aspect of
[02:18:20.446 --> 02:18:23.054]  Hopefully there'll be somebody there from the police department to talk.
[02:18:23.094 --> 02:18:26.645]  Have you had any success talking to the PIO there?
[02:18:27.403 --> 02:18:36.525]  Well, Scott McClay, the president of the Rattlesnake Motorcycle Clubs, he said that he's spoken to the police department, the sheriff's department, I should say, in Spokane Valley.
[02:18:36.905 --> 02:18:41.165]  And they're allowing us to be in the actual parking lot of the sheriff's department.
[02:18:41.485 --> 02:18:43.706]  So we're hoping we can get a police officer to come out.
[02:18:43.946 --> 02:18:49.007]  Maybe if you start a dialogue, let some of the citizens in this country ask some questions.
[02:18:49.027 --> 02:18:50.207]  You know, why is this happening?
[02:18:50.427 --> 02:18:54.028]  You know, I really like the ask a cop question that Jakari Jackson put out.
[02:18:54.348 --> 02:18:56.048]  Why are the cops in Ferguson lying?
[02:18:56.448 --> 02:18:58.470]  About using CS gas on citizens.
[02:18:58.850 --> 02:19:03.635]  So those are more questions we got to ask and hopefully they're going to come out and we can get a dialogue started.
[02:19:03.675 --> 02:19:10.281]  Hopefully the sheriff will stop ducking and dodging us on his fantasy, fake vacation, whatever it is he's on.
[02:19:10.521 --> 02:19:15.045]  When he already came out and said that he'd be willing to debate Alex on the issues at hand.
[02:19:15.365 --> 02:19:18.789]  So now it looks like he's ducking and dodging but we'll see if he can come out and
[02:19:19.642 --> 02:19:22.544]  He'll man up and show up and come out and, you know, let us talk to him.
[02:19:22.924 --> 02:19:29.029]  And just to repeat the chronology there, we got that video that the lady shot there with the sheriff's deputy in the MRAP.
[02:19:29.910 --> 02:19:33.292]  The video did not go up on YouTube and the article didn't go up until Saturday.
[02:19:33.893 --> 02:19:36.434]  Mikhail had reached out to them on a Friday night.
[02:19:36.995 --> 02:19:38.596]  They didn't respond the next day.
[02:19:38.956 --> 02:19:40.177]  They didn't respond on Sunday.
[02:19:40.357 --> 02:19:47.763]  On Monday they put up his long video on Facebook, which we included in our article to try to be fair, to give his point of view there.
[02:19:48.503 --> 02:19:58.234]  He said repeatedly that he'd like to come on the Alex Jones Show and talk, and we reached out to him, but we keep being told from the PIO there that he's not going to be back until next year.
[02:19:58.714 --> 02:19:59.875]  Stay with us, we're going to be right back.
[02:20:00.256 --> 02:20:05.601]  Wrap this up with Staff Sergeant Joe Biggs, retired, and now in Washington State.
[02:20:06.582 --> 02:20:06.963]  Stay with us.
[02:20:09.654 --> 02:20:13.017]  We've had an amazing year here at Supernatural Silver.
[02:20:13.238 --> 02:20:22.667]  We've truly enjoyed the fantastic response from thousands of people as they've tried our extraordinary product, and we're thrilled at the life-changing results people have.
[02:20:23.047 --> 02:20:31.095]  Our company email is continually full of happy, satisfied customers who thank us for the help they've received from Supernatural Silver.
[02:20:31.255 --> 02:20:34.618]  This holiday season, as you think of gifts to give your loved ones,
[02:20:34.918 --> 02:20:37.241]  Consider giving Supernatural Silver.
[02:20:37.481 --> 02:20:40.204]  A gift that can help provide good health and wellness.
[02:20:40.464 --> 02:20:44.068]  A gift that can change lives and make a real difference.
[02:20:44.328 --> 02:20:51.296]  In a world where we are constantly exposed to dangerous health threats, give yourself and your loved ones a fighting chance.
[02:20:51.776 --> 02:20:53.518]  Give Supernatural Silver.
[02:20:53.858 --> 02:20:59.943]  Go to SupernaturalSilver.com and use the promo code HOLIDAY2014 for 30% off.
[02:21:00.223 --> 02:21:04.987]  And this holiday season, we wish you and yours the blessings of peace and good health.
[02:21:05.167 --> 02:21:08.690]  From all of us here at SupernaturalSilver.com.
[02:21:09.050 --> 02:21:12.993]  We all have our own idea about what being safe and secure means.
[02:21:13.053 --> 02:21:18.298]  The doors lock, bills are paid, you've got a job that keeps the lights on, and a home to call your own.
[02:21:18.538 --> 02:21:20.880]  But what happens when Mother Nature throws a curveball?
[02:21:23.758 --> 02:21:27.682]  Are you prepared to live without electricity or passable roads for weeks at a time?
[02:21:28.042 --> 02:21:29.584]  Do you even have a plan B?
[02:21:30.144 --> 02:21:33.207]  If you do, are you willing to bet your life on it?
[02:21:33.448 --> 02:21:34.629]  Children left with no home.
[02:21:34.689 --> 02:21:36.010]  And no one's coming to help them.
[02:21:36.511 --> 02:21:39.354]  The first step towards self-reliance in the face of disaster.
[02:21:39.554 --> 02:21:39.934]  I think so.
[02:22:08.604 --> 02:22:09.605]  The experts are clear.
[02:22:09.925 --> 02:22:16.889]  Sunlight, purified water, healthy non-GMO food, and having a good attitude is essential to a healthy immune system.
[02:22:17.029 --> 02:22:23.292]  But I go further with Super Nascent Iodine X2 from Infowarsline.com.
[02:22:23.312 --> 02:22:26.894]  50% stronger than our original and revolutionary Nascent Iodine formula.
[02:22:27.034 --> 02:22:30.935]  Coming from a deep earth crystal source that no other supplier has.
[02:22:31.236 --> 02:22:36.278]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[02:22:36.558 --> 02:22:37.458]  Not our iodine.
[02:22:37.578 --> 02:22:41.139]  It comes from over 200 million year old crystal salt deposits.
[02:22:41.379 --> 02:22:43.720]  And is tested and proven to be completely pure.
[02:22:43.920 --> 02:22:45.821]  Visit InfoWarsLife.com today.
[02:22:45.961 --> 02:22:47.302]  See the informational videos.
[02:22:47.522 --> 02:22:49.362]  Read the information there compiled.
[02:22:49.482 --> 02:22:53.384]  And for a limited time will you use promo code NOW at checkout.
[02:22:53.524 --> 02:22:58.448]  You get an additional 5% off the entire family of InfoWarsLife.com products.
[02:22:58.828 --> 02:23:04.272]  Secure your Survival Shield X2 today at InfoWarsLife.com or call toll free 888-253-3139.
[02:23:08.504 --> 02:23:14.428]  If you have Candida overgrowth, just taking antifungal agents or starving yourself of sweets does not address the cause.
[02:23:14.568 --> 02:23:20.232]  Candida overgrowth is the result of a toxic, damaged, acidic, low oxygen, and inflamed tissue environment.
[02:23:20.333 --> 02:23:27.338]  The goal should be to remove the toxins, heal damaged tissues, restore healthy pH, eliminate inflammation, and feed beneficial bacteria.
[02:23:27.538 --> 02:23:36.624]  Previous usage of antibiotics or steroids or exposure to mercury or other toxins can damage many cells in the GI tract and body that make you prone to Candida overgrowth.
[02:23:36.784 --> 02:23:37.545]  Removing toxins
[02:23:37.705 --> 02:23:37.965]  I think so.
[02:24:11.952 --> 02:24:15.448]  Yeah.
[02:24:19.471 --> 02:24:23.133]  Welcome back to the Alex Jones Show, I'm David Knight, your host on this Friday, December 19th, 2014.
[02:24:23.193 --> 02:24:40.920]  We're joined from Spokane, Washington by Joe Biggs, there along with Darren McBrain and our cameraman, reporting on the situation there, that there's a protest, massive protest tomorrow about the new law prohibiting the transfer of firearms that was just run through with a referenda.
[02:24:41.440 --> 02:24:46.424]  On this last election, as well as the sheriff, who has made a lot of very troubling comments.
[02:24:46.444 --> 02:24:51.408]  The most recent one was saying that they needed an MRAP to use against constitutionalists.
[02:24:52.109 --> 02:25:00.356]  Joe, the MRAP is something, and you and I have talked about this, this is something that was rushed into production by the military in a very, very short time frame.
[02:25:00.396 --> 02:25:04.899]  Didn't go through the normal design reviews and competitive bidding as normal.
[02:25:05.640 --> 02:25:06.681]  They rushed that to theater.
[02:25:06.721 --> 02:25:10.123]  They have had a lot of problems, a lot of very expensive maintenance.
[02:25:10.143 --> 02:25:13.826]  They've offered these things to our allies if they just come and take them.
[02:25:14.026 --> 02:25:15.727]  Nobody showed up to come and offer.
[02:25:16.067 --> 02:25:26.194]  And so now what they're doing is they're giving these away as a lease program, these different police departments, putting the maintenance charges on those police departments.
[02:25:26.234 --> 02:25:26.655]  And although
[02:25:27.335 --> 02:25:35.302]  There's been some localities where they have gotten the police or the sheriff to, they've told them they need to send back the MRAP.
[02:25:35.803 --> 02:25:39.887]  They're not able to send that back unless they get the permission of the Department of Defense.
[02:25:40.427 --> 02:25:45.432]  And now we've got Congress buying some Abram tanks we see in this article today that the Army doesn't even want.
[02:25:45.472 --> 02:25:49.976]  Just like they can't get, they want to get rid of these MRAPs, these white elephants, and put them locally.
[02:25:50.336 --> 02:25:51.017]  Now they're getting
[02:25:51.557 --> 02:25:55.464]  Other equipment that they don't want, of course, foisted upon them by government.
[02:25:55.504 --> 02:26:01.855]  This is something we've seen happening over and over again throughout the decades by the military industrial complex lobbyists pushing Congress to do this.
[02:26:02.716 --> 02:26:04.860]  Well, David, what happens when you give a child a costume?
[02:26:05.635 --> 02:26:08.916]  Say a child, you give him a Spider-Man costume, he takes that role on.
[02:26:09.196 --> 02:26:13.418]  What happens when you give police military equipment, military gear?
[02:26:13.478 --> 02:26:14.138]  What are they going to do?
[02:26:14.498 --> 02:26:15.479]  Act like they're in the Army.
[02:26:16.019 --> 02:26:21.081]  And now, like you said, there's $120 million for tanks that the Army says that they don't want.
[02:26:21.201 --> 02:26:24.742]  But Congress says, or the defense spending bill includes $120 million for that.
[02:26:24.963 --> 02:26:25.823]  So what's going to happen?
[02:26:26.123 --> 02:26:28.984]  Where are these tanks going to go if the Army says, hey, we don't want them.
[02:26:29.164 --> 02:26:30.485]  We already have enough in our fleet.
[02:26:30.665 --> 02:26:31.225]  What are they going to do?
[02:26:31.525 --> 02:26:34.066]  They're already giving the MRAPs to local police forces.
[02:26:34.246 --> 02:26:35.107]  What's going to happen now?
[02:26:35.307 --> 02:26:37.888]  Abrams tanks on the roads in rural America?
[02:26:38.348 --> 02:26:41.770]  You know, this is something that we have to think about.
[02:26:41.790 --> 02:26:44.311]  I'm not saying that's what's going to happen, but think about it, though.
[02:26:44.532 --> 02:26:45.332]  Where are they going to put them?
[02:26:45.692 --> 02:26:47.093]  This is rapidly escalating.
[02:26:47.133 --> 02:26:49.554]  There was a story that we talked to Paul Watson about yesterday.
[02:26:49.574 --> 02:27:00.600]  It was up on Infowars.com, where the largest police agency in the United States, the California Highway Patrol, is self-identifying themselves now as a paramilitary organization.
[02:27:01.340 --> 02:27:02.661]  Saying, is this job for you?
[02:27:02.881 --> 02:27:06.584]  People who want to work for the California Highway Patrol at their website.
[02:27:06.824 --> 02:27:09.846]  They're saying, we're a paramilitary organization.
[02:27:09.886 --> 02:27:12.508]  We operate under a structured chain of command.
[02:27:12.548 --> 02:27:17.191]  They talk about how they want people who have military experience to work for the California Highway Patrol.
[02:27:17.612 --> 02:27:22.335]  They are rapidly militarizing and they're not even making any bones about it.
[02:27:22.375 --> 02:27:23.176]  They're admitting it now.
[02:27:24.296 --> 02:27:26.657]  I mean, what happened to it being a peace force?
[02:27:27.158 --> 02:27:30.139]  These are supposed to be people to help enforce the law.
[02:27:30.439 --> 02:27:31.620]  Now they're an attack force.
[02:27:32.240 --> 02:27:37.523]  They are an organized, well, not really organized, but they are turning into a military.
[02:27:38.304 --> 02:27:40.164]  This is something that's got to stop.
[02:27:40.545 --> 02:27:47.668]  And the shoot first, ask questions later mentality, there's too many innocent Americans that are dying because these guys are being taught the wrong things.
[02:27:47.989 --> 02:27:52.391]  And the SPLC coming into Spokane isn't going to help the situation out whatsoever.
[02:27:53.072 --> 02:28:00.581]  We've seen them go from identifying themselves as peace officers to identifying themselves as a paramilitary organization.
[02:28:01.302 --> 02:28:04.145]  Everyone, everyone should be very concerned about this.
[02:28:04.526 --> 02:28:08.571]  It's been a very slow gradual process, but it's accelerating quite rapidly now.
[02:28:09.232 --> 02:28:11.914]  I mean, it's ten times worse than Orwell could have ever predicted.
[02:28:11.934 --> 02:28:18.337]  I mean, you can't go through a city right now without some camera on a corner, multiple cameras, stingray systems everywhere.
[02:28:18.697 --> 02:28:25.501]  I mean, the Army's putting up a huge blimp to watch the East Coast, but that's only in defense of, you know, missiles coming in.
[02:28:25.742 --> 02:28:35.087]  They're saying that it's not going to be used to spy on people or watch movements of people or cars or listen on cell phone conversations, because we know, David, they never do things like that.
[02:28:35.686 --> 02:28:41.828]  Well, maybe it's to watch out for these North Korean terrorists because we now have this, it's now official.
[02:28:42.368 --> 02:28:46.350]  Even though, and this is interesting Joe, they put out a statement from the U.S.
[02:28:46.370 --> 02:28:52.952]  government saying the FBI now has enough information to conclude the North Korean government is responsible for this hacking of Sony.
[02:28:53.292 --> 02:28:56.233]  And they say this was not attributed to any official by name.
[02:28:56.593 --> 02:28:58.154]  Nobody wanted to show up and say this.
[02:28:58.494 --> 02:29:02.375]  Nobody wanted to sign their name to this because it's so patently absurd.
[02:29:02.675 --> 02:29:09.217]  It's such an obvious lie and yet that's the way they're scaring everybody into this massive police and surveillance state.
[02:29:09.658 --> 02:29:22.302]  This really, what they're telling people about this Sony hacking is just as absurd as the narrative that's being fed to the police for a long time by the Southern Poverty Law Center and yet they don't have the ability to see through it.
[02:29:23.083 --> 02:29:25.465]  The FBI couldn't locate a stolen cheeseburger.
[02:29:25.846 --> 02:29:27.768]  I mean, these guys don't know what they're doing.
[02:29:28.568 --> 02:29:29.930]  This whole thing is out of control.
[02:29:30.170 --> 02:29:31.972]  And America's got to wake up to what's going on.
[02:29:32.232 --> 02:29:33.493]  We've got to talk to each other.
[02:29:33.693 --> 02:29:35.175]  We've got to share this information.
[02:29:35.375 --> 02:29:37.337]  And we've got to stand up and say enough is enough.
[02:29:37.597 --> 02:29:39.379]  I'm mad as hell and I'm not going to take it anymore.
[02:29:39.879 --> 02:29:40.280]  Absolutely.
[02:29:40.880 --> 02:29:49.366]  Joe Biggs in Spokane, Washington, along with Darren McBreen, and they're going to be covering the demonstrations tomorrow, one at noon and another one at 2 p.m.
[02:29:49.686 --> 02:29:55.310]  Check InfoWars.com and the Alex Jones channel on YouTube for details of where that will be if you're in the area.
[02:29:55.330 --> 02:29:57.952]  And of course, a lot of people are in the area, even going into Idaho.
[02:29:57.972 --> 02:29:58.932]  There's another large city there.
[02:29:58.952 --> 02:30:00.093]  We'll be right back with your calls.
[02:30:00.113 --> 02:30:01.694]  The Empire's on the run.
[02:30:02.635 --> 02:30:05.297]  Alex Jones and the GCN Radio Network.
[02:30:09.598 --> 02:30:16.682]  2015 is almost here, and with it comes those New Year's resolutions to finally transform your body the way you want it.
[02:30:16.922 --> 02:30:20.704]  There's a reason over 88% of New Year's resolutions fail.
[02:30:20.844 --> 02:30:27.127]  Make this year different by equipping yourself with OxyPowder, the next level in cleansing the body naturally.
[02:30:27.607 --> 02:30:35.531]  Using Super Oxygenation OxyPowder, available through Infowarslife.com, gently cleanses the body while you sleep with easy capsules.
[02:30:35.811 --> 02:30:40.792]  InfoWars Nightly News Director Rob Dew has been using OxyPowder with incredible success.
[02:30:40.812 --> 02:30:43.473]  I took it that first day and then I took it for six more days after that.
[02:30:43.633 --> 02:30:45.514]  Twelve pounds melted off in about a week.
[02:30:45.574 --> 02:30:46.134]  I'd say a week.
[02:30:46.314 --> 02:30:46.774]  Seven days.
[02:30:47.254 --> 02:30:48.795]  And I've been able to keep it off, too.
[02:30:49.035 --> 02:30:50.615]  My wife's like, wow, you look really good.
[02:30:50.635 --> 02:30:51.856]  And I'm like, I know.
[02:30:51.936 --> 02:30:53.076]  I guess this is OxyPowder.
[02:30:53.396 --> 02:30:55.017]  2015 can be different.
[02:30:55.137 --> 02:30:58.097]  Diet and exercise are important, but a lot of us have already tried that.
[02:30:58.358 --> 02:31:00.158]  OxyPowder flushes it out.
[02:31:00.558 --> 02:31:02.899]  Secure your OxyPowder at InfoWarsLife.com.
[02:31:03.539 --> 02:31:08.242]  That's Infowarslife.com or 888-253-3139.
[02:31:09.522 --> 02:31:20.668]  Sold out for weeks due to the difficult and extensive proprietary process behind its creation, the exclusive Infowarslife Secret 12 formulation is now back in stock in the last limited shipment of 2014.
[02:31:20.889 --> 02:31:28.853]  The most bioactive form that has been created with our proprietary process, this ultra-clean vitamin B12 nutraceutical has been carefully crafted and developed.
[02:31:28.933 --> 02:31:34.677]  Over the last two years, and is based on cellular science of how your body actively absorbs essential nutrients.
[02:31:35.098 --> 02:31:37.980]  Secret 12 is taken by mouth, right on the tongue, and then swallowed.
[02:31:38.200 --> 02:31:39.401]  No needles, no injections.
[02:31:39.641 --> 02:31:43.664]  Vitamin B12 deficiency is linked to scores of serious problems.
[02:31:43.964 --> 02:31:48.808]  And Secret 12 is a fusion of two organic, proprietary forms of Vitamin B12.
[02:31:49.628 --> 02:31:53.111]  Bringing you a true nutraceutical quality Vitamin B12.
[02:31:53.592 --> 02:31:53.932]  Secret 12.
[02:31:54.653 --> 02:31:59.998]  Secret 12 is an excellent Christmas gift and is tailor-made to boost your New Year's resolutions.
[02:32:00.318 --> 02:32:02.380]  Supplies of Secret 12 are very limited.
[02:32:02.660 --> 02:32:06.544]  Secure yours today at InfoWarsLife.com or by calling toll free 888-253-3139.
[02:32:09.466 --> 02:32:11.909]  InfoWarsLife.com.
[02:32:12.109 --> 02:32:13.110]  Check it out today.
[02:32:13.590 --> 02:32:21.778]  I have set out to bring you the most hardcore, cutting-edge supplements and nutraceuticals bar none, and that's what you'll find at InfoWarsLife.com.
[02:32:21.978 --> 02:32:28.985]  We have rejected literally hundreds of products from the InfoWarsLife line because they are not of the very highest
[02:32:29.025 --> 02:32:29.766]  I don't know.
[02:32:45.396 --> 02:32:48.938]  Lung cleanse, fluoride shields, oxy powder.
[02:32:49.218 --> 02:32:59.685]  I believe that all of these products will blow you away like they've done the thousands of other customers that have visited Infowarslife.com and believed in us and tried the products.
[02:33:00.025 --> 02:33:07.650]  Folks, check out Infowarslife.com today and the entire line of groundbreaking, cutting-edge, hardcore products.
[02:33:19.423 --> 02:33:24.589]  He aligns himself with the truth, and it's time for you to choose a side.
[02:33:25.070 --> 02:33:27.413]  You're listening to Alex Jones.
[02:33:28.834 --> 02:33:30.054]  Welcome back to the Alex Jones Show.
[02:33:30.115 --> 02:33:30.615]  I'm David Knight.
[02:33:30.655 --> 02:33:33.216]  On this Friday, December 19th, we're going to go back to your calls.
[02:33:33.256 --> 02:33:34.656]  We have Dominic in California.
[02:33:34.676 --> 02:33:36.237]  We're going to talk to you about Kim Trails.
[02:33:36.257 --> 02:33:37.297]  He said he wanted to talk about that.
[02:33:37.838 --> 02:33:50.923]  Before we do, I just wanted to go back to this Sony hacking situation and the absurdity, the absurdity of the FBI saying they now have enough information to conclude the North Korean government's responsible for these actions.
[02:33:50.963 --> 02:33:53.184]  And as I pointed out, as I read this statement,
[02:33:54.184 --> 02:33:56.506]  They didn't attribute it to any official by name.
[02:33:56.586 --> 02:33:58.147]  Nobody wanted to sign their name to that.
[02:33:58.467 --> 02:34:02.490]  They didn't want to be coming across as Jonathan Gruber.
[02:34:03.070 --> 02:34:06.813]  They did not want to appear handing that out or making that announcement.
[02:34:06.833 --> 02:34:16.699]  We have had Obama come out and say that, of course, and all the other guardians of peace from our country, most of them actual GOP members in the grand old party sense.
[02:34:17.480 --> 02:34:22.143]  John McCain, Lindsey Graham, Mike McCaul, all the people who support
[02:34:23.504 --> 02:34:24.405]  Unqualified.
[02:34:24.665 --> 02:34:33.410]  Every military action, every war, every intrusion into our privacy, every attack on the Constitution that's being done in this country by our government.
[02:34:33.970 --> 02:34:36.211]  And there's an article that just went up by Kit Daniels.
[02:34:37.272 --> 02:34:42.235]  NSA capable of false flag Sony hack that's blamed on North Korea.
[02:34:42.815 --> 02:34:46.017]  This is a presentation that came out by Charlie Miller.
[02:34:46.577 --> 02:34:50.240]  Who spent five years exploiting foreign computers for the NSA.
[02:34:50.700 --> 02:34:54.703]  He gave a presentation entitled, Kim Jong-il and Me.
[02:34:55.204 --> 02:34:58.526]  How to build a cyber army to attack the US.
[02:34:59.167 --> 02:35:04.150]  In which he explained various hacking methods and how easy it was to blame the attack on another country.
[02:35:04.430 --> 02:35:04.851]  You get that?
[02:35:05.371 --> 02:35:06.372]  Kim Jong-il.
[02:35:06.412 --> 02:35:09.814]  That's the father of the current Kim Jong.
[02:35:10.695 --> 02:35:13.838]  And he's saying, Kim Jong-il and me, in other words, I can attack the U.S.
[02:35:13.898 --> 02:35:16.400]  and make it look like it's coming from North Korea.
[02:35:16.500 --> 02:35:17.140]  I know how to do that.
[02:35:17.180 --> 02:35:17.821]  Of course he does.
[02:35:17.861 --> 02:35:22.004]  You can easily route your attacks through another country.
[02:35:22.044 --> 02:35:28.970]  He says, maybe a computer from China is attacking you, but really that computer is some Russian dude who's logged into that computer.
[02:35:29.090 --> 02:35:31.272]  So you can't tell if it was Russian or Chinese.
[02:35:31.612 --> 02:35:43.661]  On the other side, it will make attribution really hard for your opponent, because you'll be able to attack from a thousand different places, and from all over the world, and they're not going to know who you are.
[02:35:44.605 --> 02:35:45.446]  That's how you do it.
[02:35:46.046 --> 02:35:46.667]  They know that.
[02:35:46.907 --> 02:35:48.489]  They've known that for a very long time.
[02:35:48.549 --> 02:35:53.534]  When he wrote that, that was the previous leader of North Korea.
[02:35:53.554 --> 02:36:04.685]  Aaron Schwartz pointed out a long time ago, and of course he was the guy that was the point man in shutting down these previous attacks on us, CISPA, that they're now trying to revive.
[02:36:06.046 --> 02:36:08.229]  Our guardians of peace are now trying to revive that.
[02:36:08.925 --> 02:36:14.726]  And he had pointed out that virtually all of these exploits that we're seeing, all of the hacking, is either the U.S.
[02:36:14.786 --> 02:36:21.288]  government itself directly, or they're funding these exploits from other people.
[02:36:21.688 --> 02:36:23.308]  In other words, our U.S.
[02:36:23.368 --> 02:36:27.189]  government is the biggest group of hackers on the planet.
[02:36:27.629 --> 02:36:33.931]  It has absolutely no credibility that this is an attack from North Korea.
[02:36:35.311 --> 02:36:36.652]  They're crying.
[02:36:36.772 --> 02:36:40.134]  They're crying about, and that's, that's Kim Jong-il.
[02:36:40.474 --> 02:36:41.794]  He was so ill he died.
[02:36:42.255 --> 02:36:45.136]  And now we have Kim Jong-un.
[02:36:45.256 --> 02:36:45.776]  The UN.
[02:36:47.077 --> 02:36:48.037]  There everybody is.
[02:36:48.057 --> 02:36:49.638]  And of course, they had to cry.
[02:36:49.658 --> 02:36:53.680]  And I guess we all have to cry about what's happened to Sony.
[02:36:53.760 --> 02:37:01.424]  I guess we should all line up and start doing that to make Newt Gingrich and Graham and McCain all happy and tell them,
[02:37:01.724 --> 02:37:02.204]  That's okay.
[02:37:02.244 --> 02:37:06.468]  We'll give you absolute total control of the internet so nothing like this ever happens again.
[02:37:06.828 --> 02:37:15.876]  And as other security experts have pointed out, it's a huge leap from going into some computer in a business that's not very well protected and grabbing their emails.
[02:37:16.316 --> 02:37:20.059]  It's a huge leap from going to that to saying that you're going to have them attack the infrastructure.
[02:37:20.079 --> 02:37:25.263]  And I tell you what, if the infrastructure is attacked, it's probably going to be a false flag just like this.
[02:37:26.064 --> 02:37:27.645]  Should we be concerned?
[02:37:27.725 --> 02:37:30.888]  Does it have any credibility with you that the FBI said this?
[02:37:30.948 --> 02:37:32.549]  That it's now official from the FBI?
[02:37:33.089 --> 02:37:40.835]  I just read at the end of the last hour that statement from Julian Assange where he pointed out that Barrett Brown has been in jail for two years.
[02:37:40.855 --> 02:37:43.077]  They're trying to keep him in jail for another eight and a half years.
[02:37:43.157 --> 02:37:43.417]  Why?
[02:37:43.817 --> 02:37:50.763]  Because he tweeted a quote from Fox News where they were saying that the government ought to assassinate Julian Assange.
[02:37:51.283 --> 02:37:56.369]  See, that's the answer to everything, isn't it, for the neocons, for the GOP, for the guardians of peace.
[02:37:56.930 --> 02:38:02.697]  The answer to everything is to attack, is to assassinate, is to torture.
[02:38:02.977 --> 02:38:06.942]  That's the kind of government we have, the government that would twist that.
[02:38:07.482 --> 02:38:08.984]  It's very obvious at this point.
[02:38:09.104 --> 02:38:09.905]  It's not a mistake.
[02:38:10.546 --> 02:38:21.650]  They're just using that saying that when he tweeted that dead men can't leak stuff, illegally shoot the SOB, they said you're talking about the FBI and that's what they're trying to keep him in jail for.
[02:38:21.710 --> 02:38:24.971]  They're saying that he was quoting Bob Beckle and we played the clip for you.
[02:38:25.692 --> 02:38:27.032]  Let's go back to your calls.
[02:38:27.292 --> 02:38:28.993]  Dominic in California, you called about Kim Trails.
[02:38:29.133 --> 02:38:29.413]  Go ahead.
[02:38:30.133 --> 02:38:31.394]  Yeah, hey David.
[02:38:32.834 --> 02:38:39.817]  Yeah, you know, I moved into a new house about two months ago and I'm in a heavy agricultural zone here in California.
[02:38:40.789 --> 02:39:00.261]  And there's been a lot of these chemtrails over my area and I started filming them about a month ago and one day they came really low by the houses, like really low, and within a couple hours they turned into a cloud and there was these web things falling everywhere in the air and I got it all on tape.
[02:39:00.301 --> 02:39:02.462]  I put the video up on chemchasers.com.
[02:39:02.482 --> 02:39:02.702]  These
[02:39:05.652 --> 02:39:14.009]  These webs were like I mean they were up in the sky as high as the trail and they I mean they look like they're 100 feet long and I mean they're all over this video everywhere.
[02:39:14.688 --> 02:39:21.692]  And I had to go pick up my daughter from school shortly after that, and they were covering the fences and the trees at the school.
[02:39:22.192 --> 02:39:23.954]  And I mean, I saw them coming out of the trail.
[02:39:24.034 --> 02:39:24.954]  What do you think?
[02:39:25.474 --> 02:39:31.838]  Do you think that the aluminum just maybe got jammed in the sprayer and it was spraying out, like pumping up?
[02:39:31.918 --> 02:39:32.979]  Or like, what could that be?
[02:39:33.179 --> 02:39:34.380]  Well, I can't really speak to that.
