[00:00:00.109 --> 00:00:00.990]  Well, so does he.
[02:17:19.589 --> 02:17:21.390]  And what you're talking about now in Kentucky
[02:17:21.750 --> 02:17:26.812]  Growing real food, organic food even, real crops that can be used right here in America.
[02:17:27.092 --> 02:17:32.875]  That would help, I think, wake Americans up from the healthy, nutritious soil that Kentucky is blessed with.
[02:17:32.895 --> 02:17:35.035]  I mean, you really have a gold mine there.
[02:17:35.416 --> 02:17:37.656]  Well, I agree with you.
[02:17:37.696 --> 02:17:48.921]  The situation is that we really have been brainwashed over the last three or four decades, if not longer, to believe that everything that the federal government does is to protect
[02:17:49.941 --> 02:17:51.762]  And it really is nonsense.
[02:17:52.362 --> 02:18:00.064]  Most of the things that they have put into place and insist stay in place have done absolutely nothing positive for us.
[02:18:00.684 --> 02:18:12.208]  And we need to roll that back and get back to the basics and get back to understanding that, you know, farmers need economic opportunities and we need to promote self-reliance.
[02:18:12.448 --> 02:18:13.949]  It's what made this country great.
[02:18:14.509 --> 02:18:18.470]  And we have to go back to that or we're going to convert ourselves into something
[02:18:20.674 --> 02:18:22.595]  Well, those are dangerous words in Washington.
[02:18:22.675 --> 02:18:23.515]  Self-reliance?
[02:18:23.995 --> 02:18:26.176]  How dare you suggest such a thing for Americans?
[02:18:26.536 --> 02:18:27.216]  Self-reliance?
[02:18:27.236 --> 02:18:34.838]  Hey, people are supposed to depend on the government to tell them what to do, what to eat, what kind of medicine to buy, what kind of vaccines to take, so on and so forth.
[02:18:34.878 --> 02:18:43.381]  You know, the idea that people could actually rely on themselves or each other or their local communities, that's the antithesis of what Washington is trying to sell these days.
[02:18:43.881 --> 02:18:46.802]  Well, you're right, and it's the opposite of what the founders believed.
[02:18:47.423 --> 02:18:47.823]  Absolutely.
[02:18:47.863 --> 02:19:02.311]  You know, the founders believed that if you could push government as far out to the people as possible so that local problems are being solved by local people with local money, that things would be much better for everybody if they were right on the money with it.
[02:19:03.051 --> 02:19:17.119]  And, you know, we need to quit thinking with the central government mindset and turn it back around to where they allow us to define what our problems are, what our solutions are, and our funding needs to be on a local basis.
[02:19:18.848 --> 02:19:20.449]  That's absolutely the key.
[02:19:20.529 --> 02:19:22.070]  We are heading towards a break here now.
[02:19:22.090 --> 02:19:29.135]  On the other side of the break, I want to ask you, Phil, about why the left, even many people on the left, like your position as well.
[02:19:29.495 --> 02:19:38.501]  Your position crosses party boundaries and brings it back to freedom and self-reliance and getting the federal government off our farms and out of our states.
[02:19:39.061 --> 02:19:43.124]  Join us back here on the other side of this break on the Alex Jones Show with Phil Moffitt.
[02:19:49.093 --> 02:19:52.215]  Do you want to learn more about preparing for the hard times ahead?
[02:19:52.335 --> 02:19:56.938]  Have you ever thought about actually getting off the grid and becoming truly self-reliant?
[02:19:57.258 --> 02:20:06.884]  Introducing Off The Grid News, a weekly newsletter for independent Americans who want practical advice on how to survive and even prosper in an increasingly dangerous world.
[02:20:07.204 --> 02:20:08.965]  It's the best way to get a black belt.
[02:20:09.065 --> 02:20:12.426]  In emergency preparedness, survival skills, and off-the-grid living.
[02:20:12.706 --> 02:20:20.769]  Packed with hard-hitting information on gardening, food preparation, alternative energy, and home security, there's simply nothing like it.
[02:20:20.889 --> 02:20:21.649]  And the best part?
[02:20:21.709 --> 02:20:25.571]  This $100 annual subscription is now free of charge.
[02:20:25.691 --> 02:20:30.392]  Simply sign up today and you'll also get our hard-hitting report, Food Shock!
[02:20:30.472 --> 02:20:34.794]  Why 2011 could be the single most important year in American history.
[02:20:35.174 --> 02:20:36.557]  To plant a family garden.
[02:20:36.818 --> 02:20:41.206]  It's absolutely free for listeners who sign up at OffTheGridNews.net.
[02:20:41.306 --> 02:20:43.010]  That's OffTheGridNews.net.
[02:20:43.070 --> 02:20:46.396]  Get your free food shock right now at OffTheGridNews.net.
[02:20:50.063 --> 02:20:53.684]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:20:54.064 --> 02:20:57.085]  This is our last chance to not relive history.
[02:20:57.325 --> 02:21:02.106]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[02:21:02.126 --> 02:21:08.368]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:21:08.508 --> 02:21:10.749]  I think it's incumbent upon all of us
[02:21:11.289 --> 02:21:11.569]  Tim Geithner?
[02:21:11.589 --> 02:21:12.030]  Bernanke?
[02:21:12.110 --> 02:21:12.751]  They're arsonists!
[02:21:12.791 --> 02:21:14.032]  They're asking for more matches!
[02:21:14.052 --> 02:21:16.294]  And the Congress is saying, who do we make the check out to?
[02:21:30.188 --> 02:21:34.130]  Today seems like nobody does care and right now in Washington D.C.
[02:21:34.570 --> 02:21:37.111]  we have seen a fall of the republic.
[02:21:37.472 --> 02:21:46.656]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[02:21:48.780 --> 02:21:51.002]  The food storage industry leader has done it again.
[02:21:51.262 --> 02:21:55.366]  Introducing FDG Clubs and Survival Bucks from the Freeze-Dry Guy.
[02:21:55.546 --> 02:22:03.253]  For over 39 years, the Freeze-Dry Guy has served various government agencies and the private sector with the finest in storable foods and emergency rations.
[02:22:03.513 --> 02:22:07.416]  If you've wanted to build emergency food supplies but couldn't afford it, now you can.
[02:22:07.696 --> 02:22:13.101]  Go to freezedryguy.com, click on products, and look for the Freeze-Dry Guy Clubs to pay as you go.
[02:22:13.281 --> 02:22:15.343]  Now you can build food storage without going into debt.
[02:22:15.523 --> 02:22:18.826]  Choose from a payment range of $95 to $450 per month.
[02:22:19.006 --> 02:22:20.707]  Our clubs work with everyone's budget.
[02:22:20.827 --> 02:22:24.210]  Plus, when you join Freeze Dry Guy Clubs, you'll get additional rewards.
[02:22:24.390 --> 02:22:32.977]  For example, this month, get 10% back in Survival Bucks on all purchases in the Freeze Dry Guy product line, plus free shipping within the lower 48 states on any order amount.
[02:22:33.157 --> 02:22:33.498]  Hurry!
[02:22:33.578 --> 02:22:35.701]  Go to freezedryguy.com or call 866-404-3663.
[02:22:35.781 --> 02:22:38.065]  That's freezedryguy.com or call 866-404-3663.
[02:22:38.125 --> 02:22:39.347]  The Freeze Dry Guy.
[02:22:39.367 --> 02:22:40.409]  The best you can buy.
[02:22:47.898 --> 02:22:50.939]  The largest part of gaining radiant health is detoxification.
[02:22:51.319 --> 02:22:58.641]  You can drink ionized water, cleanse your intestines, eat a perfect diet, and even take lots of quality supplements and in many instances only make minimal progress.
[02:22:59.162 --> 02:23:03.183]  What is the key to detoxifying your body of mercury, heavy metals, chemicals, and drugs?
[02:23:03.703 --> 02:23:04.743]  It is glutathione.
[02:23:05.143 --> 02:23:08.805]  Glutathione is the master antioxidant used to detoxify your entire body.
[02:23:09.205 --> 02:23:12.586]  It stops free radicals, keeps cells young, and reduces inflammation.
[02:23:13.206 --> 02:23:18.487]  One World Whey Protein Powder may be able to raise your glutathione production by 64% or more.
[02:23:18.987 --> 02:23:25.709]  One World Whey is more effective than any other whey protein powder on the market because it is unheated and from grass-fed cows.
[02:23:26.229 --> 02:23:32.130]  All other, quote, cold-processed whey protein powders have been heated and damaged by 15% or more.
[02:23:32.670 --> 02:23:34.711]  One World Whey comes in three delicious flavors.
[02:23:35.071 --> 02:23:37.171]  Call 888-988-3325.
[02:23:37.191 --> 02:23:38.792]  That's 888-988-3325.
[02:23:39.412 --> 02:23:43.073]  Or visit oneworldway.com.
[02:23:43.113 --> 02:23:46.013]  That's oneworld, W-H-E-Y, dot com.
[02:23:56.836 --> 02:23:58.836]  Welcome back to the Alex Jones Show.
[02:23:58.876 --> 02:24:02.497]  This is Mike Adams filling in for Alex today, and we are joined...
[02:24:05.154 --> 02:24:06.255]  Some good music in the background there.
[02:24:06.656 --> 02:24:21.087]  We're joined by gubernatorial candidate for the state of Kentucky, Phil Moffitt, who is running on a platform of nullifying the FDA's influence over Kentucky's farms and even nullifying the Department of Agriculture's mandates over farming there.
[02:24:22.468 --> 02:24:28.553]  Mr. Moffitt is also an opponent of the Obama health care system that has been
[02:24:29.474 --> 02:24:35.536]  Well, this is another example of the government passing legislation and putting some happy name on it.
[02:24:36.056 --> 02:24:38.117]  Like the Food Safety Act.
[02:24:55.911 --> 02:25:01.834]  And in reality, what they're doing is stripping away more of our liberties and more of our freedoms with the act itself.
[02:25:02.674 --> 02:25:05.436]  And we just have to stop this stuff.
[02:25:06.096 --> 02:25:17.141]  If we really knew that certain products were absolute carcinogens or absolute health hazards and things like that, I could understand where the federal government would want to act.
[02:25:17.681 --> 02:25:23.304]  But the reality is all they're interested in is telling us what to do and when to do it and how to do it.
[02:25:23.934 --> 02:25:27.977]  And they're killing our farm economy by doing that, and it just needs to stop.
[02:25:27.997 --> 02:25:29.879]  They need to give that power back to the state.
[02:25:30.459 --> 02:25:38.165]  We have a fully functional Department of Agriculture at the state level in Kentucky, and we're perfectly capable of managing our own affairs in that regard.
[02:25:39.637 --> 02:25:54.111]  Exactly, and with the economic abundance that would come from the freedom that you would like to restore to Kentucky's farmers, seems like the state of Kentucky would have a lot of extra tax revenues to use for running things like your own State Department of Agriculture.
[02:25:54.411 --> 02:25:55.613]  Makes economic sense, doesn't it?
[02:25:55.973 --> 02:26:00.878]  It makes economic sense any time government gets out of the way and lets people figure things out on their own.
[02:26:01.502 --> 02:26:09.452]  Because the free market is the most efficient vehicle for getting progress accomplished in terms of new products and services.
[02:26:10.073 --> 02:26:13.197]  And the more the government stands in the way, the more they retard that effort.
[02:26:13.868 --> 02:26:35.738]  And what's really interesting about your position, this is just my comment, I have a lot of readers on both the left and the right, and a lot of libertarian readers as well, and I noticed that even people on the far left are very much in support of your basic platform here of being able to grow what you want to grow without the feds coming in and telling you you can't grow that.
[02:26:36.979 --> 02:26:43.884]  Industrial hemp being used to create hemp seeds, which are very rich in omega-3s, and hemp clothing, which is really rugged and long-lasting.
[02:26:43.924 --> 02:26:44.965]  You can blend it with cotton.
[02:26:44.985 --> 02:26:49.528]  You know, even the people on the left have been actually calling out for some of these things.
[02:26:50.189 --> 02:26:52.290]  Of course, perhaps in a different context.
[02:26:52.471 --> 02:26:54.272]  I understand that's not where you're coming from, Phil.
[02:26:54.532 --> 02:26:55.573]  You're a Tea Party candidate.
[02:26:55.813 --> 02:27:05.561]  But isn't it interesting that your position has such broad appeal that crosses virtually all party boundaries and just gets down to the root of freedom for the people?
[02:27:06.221 --> 02:27:07.121]  At a local level.
[02:27:07.402 --> 02:27:09.042]  Common sense has a broad appeal.
[02:27:10.983 --> 02:27:21.887]  There is not a reasonable explanation other than a paragraph by a rich industrialist in the 1930s that industrial health ever should have been taken off the market.
[02:27:22.288 --> 02:27:24.088]  There was absolutely no reason for it.
[02:27:24.769 --> 02:27:26.549]  And it needs to be brought back.
[02:27:27.190 --> 02:27:32.772]  As I said earlier, common sense has broad appeal across all segments of society.
[02:27:33.563 --> 02:27:43.327]  I think a big part of the Tea Party movement coming to life is the fact that people understand at a common sense level we can't keep burying our country in debt.
[02:27:43.908 --> 02:27:55.793]  Just like at a common sense level we know that we can't continue to be buried in regulation from the FDA and the EPA on things that really are local issues that we should be figuring out on our own.
[02:27:56.993 --> 02:28:03.158]  And what can people do, Phil, who want to support your campaign or learn more about the progress of your campaign?
[02:28:03.359 --> 02:28:05.280]  Well, we definitely need your help.
[02:28:05.320 --> 02:28:07.502]  We have 54 days till our primary.
[02:28:07.542 --> 02:28:10.705]  We actually have a May 17, 2011 primary.
[02:28:11.205 --> 02:28:16.630]  And you can go out to philmoffitt.com at philmoffitt.com.
[02:28:17.558 --> 02:28:18.519]  I think so.
[02:28:40.037 --> 02:28:40.597]  All right, thank you.
[02:28:40.817 --> 02:28:44.739]  Thank you, Phil, for joining us here on the Alex Jones Show today.
[02:28:45.199 --> 02:28:52.463]  And thank you for adopting this platform of nullifying the FDA, the DEA, and the USDA in the state of Kentucky.
[02:28:52.483 --> 02:28:55.404]  It will be very interesting to see how this moves forward.
[02:28:55.424 --> 02:28:59.226]  We wish you the best of success in your candidacy.
[02:28:59.926 --> 02:29:09.131]  And, of course, any candidate who's running for office on a platform of freedom is likely to do increasingly well in the days ahead, because I think America has reached a tipping point.
[02:29:09.671 --> 02:29:14.375]  America is tired of the federal government telling us how to live our lives, grow our food, and take our medicine.
[02:29:14.875 --> 02:29:15.796]  And people are changing.
[02:29:16.136 --> 02:29:19.279]  People are recognizing we've got to have freedom if we want to have a future.
[02:29:19.739 --> 02:29:22.722]  We'll be back on the other side of this break right here on the Alex Jones Show.
[02:29:23.222 --> 02:29:23.662]  Stay with us.
[02:29:39.366 --> 02:29:42.369]  We're on the march, the empire's on the run.
[02:29:42.389 --> 02:29:46.052]  Alex Jones and the GCN Radio Network.
[02:29:49.055 --> 02:29:50.656]  Hello friends, this is Alex Jones.
[02:29:50.696 --> 02:29:53.518]  You've heard me talk about Cal Bend 5 Star Soaps for years.
[02:29:54.079 --> 02:29:59.003]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[02:29:59.283 --> 02:30:02.466]  You can buy factory direct, shipped via UPS right to your door.
[02:30:02.726 --> 02:30:05.069]  Check them out on the web at 5starsoap.com.
[02:30:05.689 --> 02:30:06.550]  Or call 800-340-7091.
[02:30:09.213 --> 02:30:10.173]  Take my word for it.
[02:30:10.354 --> 02:30:12.696]  Once you've used pure soap, you won't buy anything else.
[02:30:13.016 --> 02:30:19.222]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[02:30:19.543 --> 02:30:20.924]  Buy American and stay clean.
[02:30:21.044 --> 02:30:24.207]  As well as support InfoWars, visit 5starsoap.com today.
[02:30:24.327 --> 02:30:24.728]  Or call 1-800-340-7091.
[02:30:24.768 --> 02:30:26.069]  Well, Marty, what do you have to say?
[02:30:29.338 --> 02:30:36.604]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[02:30:37.285 --> 02:30:42.349]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[02:30:42.389 --> 02:30:42.830]  Thank you!
[02:30:48.561 --> 02:30:52.804]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[02:30:53.104 --> 02:30:53.724]  Number one.
[02:30:54.024 --> 02:30:57.186]  New climate legislation could easily double or triple your electric bill.
[02:30:57.447 --> 02:30:58.027]  Number two.
[02:30:58.307 --> 02:31:02.870]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:31:03.210 --> 02:31:03.651]  It's true.
[02:31:03.951 --> 02:31:08.514]  Total government control of electricity in the name of smart grid technology is coming.
[02:31:08.814 --> 02:31:09.374]  Number three.
[02:31:09.654 --> 02:31:12.936]  In some areas of the country, the power grid is dangerously overloaded.
[02:31:13.237 --> 02:31:16.919]  And now, new socialist legislation is only compounding the problem.
[02:31:17.139 --> 02:31:17.680]  Number 4.
[02:31:17.920 --> 02:31:20.302]  Dangerous weather is always a threat to local grids.
[02:31:20.682 --> 02:31:24.086]  Every year, thousands of families lose their power from weather-related outages.
[02:31:24.366 --> 02:31:24.586]  Number 5.
[02:31:25.167 --> 02:31:29.090]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:31:29.310 --> 02:31:34.075]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:31:34.355 --> 02:31:38.381]  You can get more information at www.mysolarbackup.com.
[02:31:38.521 --> 02:31:40.083]  That's mysolarbackup.com.
[02:31:40.323 --> 02:31:42.366]  Remember, the government doesn't own the sun.
[02:31:42.566 --> 02:31:44.910]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:31:49.600 --> 02:31:56.263]  Alex has told you that the Mideast uprisings over food prices and shortages caused by fuel costs are spreading worldwide.
[02:31:56.623 --> 02:31:58.864]  We're seeing the impact right here in the United States.
[02:31:59.304 --> 02:32:08.088]  Ethanol, that was supposed to reduce petroleum use and fuel prices, hit a 30-month high in February, and pump prices are expected to reach $5 a gallon.
[02:32:08.328 --> 02:32:16.231]  Because of shipping costs, food is being priced out of the reach of millions of Americans, with an expected 35% jump in the next 60 days.
[02:32:16.591 --> 02:32:17.972]  Move quickly while you can still
[02:32:18.172 --> 02:32:18.712]  I think so.
[02:32:51.653 --> 02:33:04.511]  And they found that the genes that were inserted into soybeans, transferred to the DNA of the bacteria living in silos, and conserved the varieties of genetically modified corn, are engineered to produce an insecticide.
[02:33:08.680 --> 02:33:09.160]  Jones Show.
[02:33:09.180 --> 02:33:12.081]  It's Mike Adams, the health ranger, filling in for Alex today.
[02:33:12.101 --> 02:33:16.382]  And you were just hearing a segment from a song I did called Just Say No to GMOs.
[02:33:24.725 --> 02:33:32.309]  Just trying to do a little music on the side and try to sing about some topics that people need to know about freedom and GMOs and so on.
[02:33:32.349 --> 02:33:34.750]  Now in this segment, we're going to be taking calls.
[02:33:34.951 --> 02:33:37.132]  If you would like to call in, the number is 800-259-9231.
[02:33:42.182 --> 02:33:49.267]  We want to be taking calls about Fukushima and GMOs in this segment, so please callers, respect those topics.
[02:33:49.967 --> 02:33:51.708]  And we're going to go to callers right now.
[02:33:51.828 --> 02:33:56.131]  We have, I believe here, we have Steven in Florida calling in.
[02:33:56.451 --> 02:33:57.572]  Go ahead, Steven, you're on the air.
[02:34:01.094 --> 02:34:01.774]  Steven, are you there?
[02:34:05.677 --> 02:34:08.739]  Alright, moving on to Noel in Illinois.
[02:34:11.375 --> 02:34:12.035]  Hello, Mike.
[02:34:12.095 --> 02:34:14.057]  It's a pleasure speaking with you.
[02:34:14.397 --> 02:34:15.658]  You do an unbelievable job, man.
[02:34:15.678 --> 02:34:17.700]  God bless your work.
[02:34:18.300 --> 02:34:21.683]  Two quick questions on GMO foods.
[02:34:22.044 --> 02:34:23.645]  I'm a college student.
[02:34:24.105 --> 02:34:25.987]  I'm an aspiring investigative reporter.
[02:34:27.328 --> 02:34:39.172]  Wondering how in the world I could interview you on my show for what college kids can do to prepare to get themselves, you know, self-sufficient in a way from these fancy GMO foods.
[02:34:39.192 --> 02:34:42.793]  And secondly, about natural medicines.
[02:34:43.393 --> 02:34:46.894]  I know, you know, I use Tom's of Maine fluoride-free toothpaste.
[02:34:46.934 --> 02:34:56.377]  What can people do natural ways for dental work and then natural medicines that we could get cheap at, you know, some grocery stores?
[02:34:57.233 --> 02:34:59.214]  Well, you know, the best medicine is actually food.
[02:34:59.294 --> 02:35:08.140]  If you go out and you buy raw purple cabbage, for example, juice a little bit of that in a juicer, that stuff actually treats ulcers better than ulcer drugs.
[02:35:08.840 --> 02:35:11.822]  Raw broccoli juice, for example, has an anti-cancer effect.
[02:35:11.902 --> 02:35:14.283]  It helps prevent breast cancer and prostate cancer.
[02:35:14.563 --> 02:35:17.385]  Virtually every color in your food
[02:35:18.826 --> 02:35:22.927]  Purple cabbage or the red of an apple skin or grape skin.
[02:35:23.427 --> 02:35:25.428]  Fruits and vegetables and seeds and nuts.
[02:35:25.748 --> 02:35:27.229]  They all contain natural medicine.
[02:35:27.269 --> 02:35:28.149]  So those are some great ones.
[02:35:28.569 --> 02:35:31.850]  Of course, there are great products that concentrate those as natural supplements.
[02:35:31.970 --> 02:35:35.811]  I don't want to name any specific products right here, but there are some great ones out there.
[02:35:36.771 --> 02:35:39.732]  If you want to connect with me, you have to do that through the Natural News website.
[02:35:40.152 --> 02:35:43.513]  And I would very much enjoy being on your show.
[02:35:44.474 --> 02:35:48.295]  I'm sitting in for Alex today, focused on the Alex Jones
[02:35:48.935 --> 02:35:49.396]  How are you?
[02:35:49.416 --> 02:36:04.089]  Hey, I wanted to ask a few questions and I realized you pressed the time so I'm thinking the best way for me to do is maybe just take about 15 or 20 seconds, ask these questions and then you can maybe formulate your answer.
[02:36:15.296 --> 02:36:26.043]  And those are, you know, I'm interested in comparing this event at Fukushima to maybe Hiroshima, Nagasaki, to kind of assess what we've been through in the past.
[02:36:26.263 --> 02:36:32.788]  And assuming this will enter our food, how we can educate ourselves to best avoid these.
[02:36:33.428 --> 02:36:37.050]  Also, is there anywhere to run, basically, on the globe?
[02:36:37.110 --> 02:36:40.313]  Is this stuff going to circle and equilibrate through the globe?
[02:36:40.373 --> 02:36:42.294]  I understand it'll also, it'll always be
[02:36:43.082 --> 02:36:57.230]  Well, one of the big differences, Darrell, of course, in the atomic weapons dropped in World War II, it was a single, large burst of radiation that then faded out immediately.
[02:36:57.550 --> 02:37:03.493]  What we have in Fukushima is a slowly building, sustained release of radiation.
[02:37:04.654 --> 02:37:06.614]  That is nowhere near being under control.
[02:37:06.654 --> 02:37:17.077]  So now we're dealing with sort of a marathon of radiation exposure, where in Nagasaki, we were dealing with a one-time burst of radiation and a lot of fallout afterwards.
[02:37:17.457 --> 02:37:28.399]  Now, this situation in Fukushima could actually end up impacting a greater number of people with, of course, a lower severity of radiation than the atomic weapons of World War II.
[02:37:28.659 --> 02:37:31.200]  But it could impact a lot more people over time.
[02:37:31.240 --> 02:37:32.260]  Did you have a follow-up question?
[02:37:33.294 --> 02:37:33.794]  Yes, please.
[02:37:34.635 --> 02:37:44.821]  Obviously, this is going to be a greater threat in the Pacific, and I'm just becoming a big fan of things like chlorella and spirulina, which float in the ocean, they're algae.
[02:37:45.782 --> 02:37:51.926]  The question would be, if this is in our food and our soil, can we expect a decrease over time?
[02:37:53.067 --> 02:37:58.190]  Also, do you think the spirulina and the algae that's on the shelves in the grocery store right now
[02:37:58.812 --> 02:38:00.633]  It's probably been in a warehouse somewhere.
[02:38:00.653 --> 02:38:03.914]  It's probably safe to eat because it has not been in water in the last two weeks.
[02:38:03.954 --> 02:38:04.314]  That's right.
[02:38:04.334 --> 02:38:10.757]  The spirulina and chlorella, those are both really excellent microalgae superfoods that I've been recommending and even taking for a long time.
[02:38:11.377 --> 02:38:15.879]  They have lots of benefits and it is safe to get them off the shelves or from the stores right now.
[02:38:16.499 --> 02:38:18.180]  They haven't been irradiated.
[02:38:18.740 --> 02:38:22.062]  In fact, some of the best spirulina in the world is grown in Hawaii.
[02:38:22.702 --> 02:38:28.424]  And so, pristine water is actually in Hawaii and the other foods should be safe for now.
[02:38:28.904 --> 02:38:33.165]  We have to monitor the situation and see what the radioactive fallout is going to be over the long run.
[02:38:33.485 --> 02:38:41.868]  The interesting thing about this though, by the way, is that many of the answers to radiation actually come out of the ocean and have traditionally been part of the Japanese diet.
[02:38:42.188 --> 02:38:45.149]  For example, high iodine content seaweeds,
[02:38:45.569 --> 02:38:46.770]  I appreciate you taking my call.
[02:39:05.052 --> 02:39:05.573]  I don't
[02:39:25.091 --> 02:39:35.175]  community wall page so to speak and for the most part they leave them up there so your information counteracts some of the misinformation that comes out of the hospital.
[02:39:35.495 --> 02:39:36.176]  Thank you Tony.
[02:39:36.236 --> 02:39:37.376]  What's your question for us?
[02:39:38.577 --> 02:39:45.780]  My wife and I, and we have a six-year-old son, we have a natural food supplement, kelp, which is obviously an iodine supplement.
[02:39:46.640 --> 02:39:47.941]  On the bottle it's listed as 150 micrograms.
[02:39:52.131 --> 02:40:03.320]  Just your opinion, I know you can't diagnose things like a doctor, but your opinion about taking that supplement now and also about giving that to a child now, just a precautionary to build up, or does that work that way?
[02:40:03.340 --> 02:40:05.622]  Well, it does work that way.
[02:40:05.902 --> 02:40:08.104]  You need to have natural sources of iodine in your body.
[02:40:08.464 --> 02:40:19.793]  Now, Dr. Brownstein, who I believe has been a guest here on the Alex Jones Show, has studied this extensively and talks about the need to consume milligrams of iodine, not just micrograms, but milligrams.
[02:40:20.713 --> 02:40:31.901]  8 to 12 milligrams per day for an adult, I believe, is his general recommendation for ongoing prevention of a variety of disorders such as thyroid disorders.
[02:40:32.542 --> 02:40:37.786]  Iodine is even helpful in preventing certain types of degenerative conditions.
[02:40:38.266 --> 02:40:46.931]  Now, of course, if you're going to take supplements, I always encourage you to seek out a naturopathic physician so that you're working with somebody who can get your overall sense of what you're taking and what you need.
[02:40:47.411 --> 02:40:52.333]  But as a general rule, iodine can be taken in much higher levels than what is recommended by the U.S.
[02:40:52.353 --> 02:40:55.435]  government, whose nutritional advice is always really low.
[02:40:55.495 --> 02:41:00.898]  Remember, these are the same folks at the government who say you don't need much vitamin D either, or zinc.
[02:41:01.238 --> 02:41:02.739]  I've been following the NHK World news out of Japan.
[02:41:02.759 --> 02:41:05.539]  They've been quite informative about the Fukushima situation.
[02:41:28.244 --> 02:41:38.796]  The current thinking about the number three reactor leakage is that it's from a broken pipe or valve inside the reactor vessel rather than a crack or breach in the reactor vessel itself.
[02:41:39.497 --> 02:41:47.206]  They think this because if the reactor vessel itself was ruptured, that the leaking radiation would be much higher.
[02:41:48.490 --> 02:41:49.750]  Well, that's a really important point.
[02:41:49.770 --> 02:41:52.751]  I'm glad you're bringing us that news from NHK.
[02:41:52.771 --> 02:41:56.192]  That's of course one of the news networks out of Japan.
[02:41:56.412 --> 02:41:59.432]  If that's confirmed, that would be a very positive development.
[02:41:59.452 --> 02:42:00.252]  I hope that's the case.
[02:42:00.673 --> 02:42:03.613]  I hope it's not actually the containment vessel of the Corps itself.
[02:42:03.893 --> 02:42:04.693]  Thank you for your call.
[02:42:04.953 --> 02:42:06.614]  Linda from California, you're on the air.
[02:42:06.654 --> 02:42:07.394]  What's your question?
[02:42:09.074 --> 02:42:11.715]  You know, oxygen and diet and lifestyle
[02:42:12.950 --> 02:42:28.341]  Are the prescribed ways to stay healthy and that applies to Japan, to the facilities as well as the people which need light and oxygen and air that breaks down toxic waste as well as fallout.
[02:42:29.682 --> 02:42:35.426]  Otherwise it builds and deteriorates into even finer stuff which is why people get cancer years later.
[02:42:36.195 --> 02:42:40.756]  So the advice to people would be an oxygen diet lifestyle.
[02:42:40.796 --> 02:42:46.937]  That's why raw foods and ocean stuff, all of this could come under the heading of oxygen.
[02:42:48.638 --> 02:42:50.498]  So you don't have to take supplements.
[02:42:50.538 --> 02:43:00.460]  You can just say fasting is a total detox because when you don't take any food into your body, it starts expelling the toxins.
[02:43:03.663 --> 02:43:04.503]  Exactly right, Linda.
[02:43:04.623 --> 02:43:05.784]  Some really good points there.
[02:43:06.464 --> 02:43:15.687]  I would just add that, you know, detox is something that a lot of people need because of all the processed foods and junk foods and so on that we tend to consume in America today.
[02:43:16.027 --> 02:43:25.471]  Detox is great, but right now, facing a possible radioactive fallout, I wouldn't want to be in a detox cycle right now just because I would
[02:43:25.891 --> 02:43:28.054]  That can make your body weak temporarily.
[02:43:28.074 --> 02:43:28.895]  You know what I'm talking about?
[02:43:28.915 --> 02:43:32.980]  Where the detox is kicking in and you have some of those toxins being released out of your body.
[02:43:33.440 --> 02:43:44.354]  I would encourage people to really boost their nutritional intake right now of superfoods and raw foods and juicing and high quality supplements and real fruits and vegetables and things like that.
[02:43:44.794 --> 02:43:52.503]  Right now, just to build up their bodies' defenses and nutritional stores in case something begins to happen with the fallout situation.
[02:43:52.843 --> 02:43:54.866]  Because this is not over yet.
[02:43:55.166 --> 02:43:57.008]  We're not out of the woods with Fukushima.
[02:43:57.429 --> 02:43:58.550]  Let's hope it doesn't get any worse.
[02:43:58.610 --> 02:43:59.671]  But that's a great point, Linda.
[02:44:00.011 --> 02:44:00.772]  Thank you for calling.
[02:44:01.273 --> 02:44:04.016]  Stephen from Florida, you are on the air.
[02:44:04.076 --> 02:44:04.577]  Please go ahead.
[02:44:05.734 --> 02:44:07.194]  Yeah, hey Mike, good afternoon.
[02:44:07.534 --> 02:44:08.595]  Good afternoon, good to have you.
[02:44:08.915 --> 02:44:16.356]  Yeah, what happened was, when you tried to call me up earlier, I'm trying to, as much as possible, keep the cell phone away from my head.
[02:44:16.376 --> 02:44:17.496]  I don't blame you.
[02:44:17.516 --> 02:44:20.217]  Yeah, so I keep it on speaker.
[02:44:20.277 --> 02:44:22.477]  Unfortunately, I hit my mute button by mistake.
[02:44:23.057 --> 02:44:26.318]  But as far as GMO foods, here's what I wanted to say.
