[00:00:00.009 --> 00:00:00.189]  I think?
[02:05:25.209 --> 02:05:29.953]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[02:05:30.293 --> 02:05:34.497]  The New World Order really is a tool for addressing a new world of possibilities.
[02:05:34.817 --> 02:05:37.139]  It means all the world under their control.
[02:05:37.159 --> 02:05:39.701]  The United Nations would take over America.
[02:05:40.042 --> 02:05:42.604]  The Trilateral Commission would control the world.
[02:05:42.964 --> 02:05:50.551]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[02:05:50.891 --> 02:05:56.156]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[02:05:56.276 --> 02:05:58.559]  Global governance with the establishment of the G20.
[02:05:58.599 --> 02:06:02.562]  So it's going to be an inner ruling elite and then everyone else.
[02:06:02.823 --> 02:06:03.764]  And I got news for you.
[02:06:03.904 --> 02:06:05.205]  You're everyone else.
[02:06:05.225 --> 02:06:06.226]  Invisible Empire.
[02:06:06.726 --> 02:06:14.554]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[02:06:17.483 --> 02:06:20.625]  Hi, I'm Mark Craighead, founder of Crossbreed Holsters.
[02:06:20.846 --> 02:06:28.872]  I designed our top-selling holster, the SuperTuck Deluxe, to solve the problems of being poked, pinched, and gouged while carrying concealed.
[02:06:29.052 --> 02:06:34.176]  The SuperTuck Deluxe is the most comfortable, most concealable holster on the market today.
[02:06:34.356 --> 02:06:37.258]  We offer a two-week free trial and a lifetime warranty.
[02:06:37.338 --> 02:06:39.760]  Visit us at crossbreedholsters.com.
[02:06:41.241 --> 02:06:46.226]  Don't forget crossbreedholsters.com.
[02:06:46.726 --> 02:06:51.271]  235 years ago our forefathers signed the Declaration of Independence to escape tyranny and oppression.
[02:06:51.431 --> 02:06:53.893]  Today there is a need to reinforce that declaration.
[02:06:53.994 --> 02:07:00.500]  What can we do to protect our health as a nation and in our homes from those who wish to control the quality of our air and water?
[02:07:00.700 --> 02:07:07.908]  To find out, you need to visit www.airandaqua.com right now or call 612-767-2777.
[02:07:08.068 --> 02:07:11.772]  You will receive a free copy of our Constitution, a newsletter and bonus items.
[02:07:11.792 --> 02:07:13.174]  www.airandaqua.com.
[02:07:13.394 --> 02:07:14.796]  Purify your life today!
[02:07:15.879 --> 02:07:17.861]  Never buy home canning jar lids again!
[02:07:18.461 --> 02:07:18.962]  No kidding!
[02:07:19.142 --> 02:07:23.165]  When you buy Tadler Reusable Canning Lids once, you'll never buy canning lids ever again.
[02:07:23.525 --> 02:07:25.967]  Safely store emergency preparedness foods for years.
[02:07:26.287 --> 02:07:29.490]  Traditional metal lids are single-use throwaways containing BPA.
[02:07:29.750 --> 02:07:34.554]  But Tadler Reusable Canning Lids are guaranteed to last a lifetime when used as design for home canning.
[02:07:34.774 --> 02:07:41.480]  Tadler Lids are made with a USDA and FDA approved food grade plastic, safe for direct food contact, and contain no BPA.
[02:07:41.680 --> 02:07:45.563]  Tadler Lids are dishwasher safe, usable with standard pressure or water bath canning,
[02:07:45.703 --> 02:07:47.684]  Eliminate food spoilage from acid corrosion.
[02:07:47.824 --> 02:07:48.964]  Fit standard mason jars.
[02:07:49.164 --> 02:07:52.306]  Are indefinitely reusable and are proudly made in the USA.
[02:07:52.546 --> 02:07:54.647]  Place orders at ReusableCanningLids.com or call 1-877-747-2793.
[02:07:54.667 --> 02:07:54.707]  877-747-2793.
[02:07:54.727 --> 02:07:54.907]  Call 877-747-2793.
[02:07:55.127 --> 02:07:56.047]  Or go to ReusableCanningLids.com.
[02:07:56.067 --> 02:07:58.348]  That's ReusableCanningLids.com for Tadler Reusable Canning Lids.
[02:07:58.388 --> 02:07:59.309]  The original since 1976.
[02:08:36.701 --> 02:08:40.524]  We're back again still on this June 17th Friday broadcast.
[02:08:40.644 --> 02:08:43.205]  Aaron Dyke sitting in still for Alex Jones.
[02:08:43.646 --> 02:08:46.728]  We'll be back in full force on Sunday live.
[02:08:46.748 --> 02:08:49.190]  Right now we go back to Bob Chapman.
[02:08:49.210 --> 02:08:55.754]  We're getting deeper into the Greek crisis and what it means for the rest of Europe and of course the United States and world.
[02:08:56.715 --> 02:09:03.579]  Bob Chapman, we know that the Bilderberg Group has been very concerned about the Euro's future for several years now.
[02:09:04.460 --> 02:09:11.284]  They have, of course, been steering the Euro and the European Union for more than 50 years, but primarily in secret.
[02:09:11.764 --> 02:09:17.367]  Now, after less than a decade out in the open, or close to a decade, it's really crumbling before them.
[02:09:17.407 --> 02:09:19.749]  Why is that, and why are they so concerned?
[02:09:21.310 --> 02:09:28.654]  Well, I think, you know, I understand their desire, and that is to have world government and to enslave people.
[02:09:29.529 --> 02:09:33.592]  And you and I both don't agree with that, I'm sure.
[02:09:33.612 --> 02:09:34.373]  Obviously.
[02:09:34.393 --> 02:09:42.840]  But the point is that they don't look at the anthropological differences and the cultural differences of Europe and other places in the world.
[02:09:43.621 --> 02:09:46.022]  Within countries, never mind from country to country.
[02:09:47.083 --> 02:09:49.685]  And it's an unnatural association.
[02:09:50.626 --> 02:09:58.973]  This unnatural association is pointed out in the fact that they have open borders in Europe.
[02:09:59.824 --> 02:10:06.148]  I'm sure you can go back and forth between countries and just show your EU passport and off you go.
[02:10:08.429 --> 02:10:13.032]  But as far as people moving from country to country, that isn't happening.
[02:10:13.893 --> 02:10:15.694]  And they expected that it would happen.
[02:10:16.774 --> 02:10:19.956]  And they were defying human nature.
[02:10:21.037 --> 02:10:21.977]  And it didn't work.
[02:10:22.638 --> 02:10:29.102]  And just like one interest rate for all in the Eurozone, it couldn't possibly work.
[02:10:29.741 --> 02:10:34.442]  Because each nation is at a different level of development.
[02:10:35.523 --> 02:10:56.148]  Now, with that said, going back to the formation of the European Union, the European coal and steel community, going back into the late 40s and 1950s, something I lived through, because I lived in Europe in those years, and again, totally unnatural.
[02:10:56.750 --> 02:10:59.711]  It couldn't work, and it isn't working, and that's why.
[02:10:59.731 --> 02:11:02.572]  And of course, they made a lot of mistakes along the way.
[02:11:02.972 --> 02:11:08.574]  Well, the Billerbergers, you know, want to force it to work, and that's not going to happen.
[02:11:09.554 --> 02:11:16.637]  And a good example of very, very poor judgment is the continuing secret meetings that they have.
[02:11:17.615 --> 02:11:24.899]  And all the guards and the paraphernalia and people won't say anything about anything that goes on inside.
[02:11:25.299 --> 02:11:26.720]  Well, this time they went too far.
[02:11:27.501 --> 02:11:39.067]  And this guy, this guard, knocked down a member of the European Parliament from the Northern League in Italy.
[02:11:41.248 --> 02:11:42.889]  But he knocked him down head first.
[02:11:43.650 --> 02:11:45.411]  Broke his nose, lacerated him.
[02:11:46.301 --> 02:11:49.002]  And then gave him a kick for good measure.
[02:11:50.362 --> 02:11:51.142]  Disastrous.
[02:11:51.202 --> 02:11:59.824]  In fact, when Alex and I heard that, Alex was yelling at the top of his lungs that that was great because this is going to blow the whole meeting.
[02:11:59.864 --> 02:12:00.404]  And he was right.
[02:12:01.184 --> 02:12:02.724]  And so they all left early.
[02:12:03.425 --> 02:12:05.145]  And I don't think they accomplished very much.
[02:12:05.865 --> 02:12:12.947]  And if I were them, I wouldn't be dumb enough to have another Bilderberger meeting where they go in secret.
[02:12:14.027 --> 02:12:15.007]  That be as it may.
[02:12:16.442 --> 02:12:17.183]  They're on the run.
[02:12:17.763 --> 02:12:23.908]  And then they've got Greece facing them, most of whom, many of whom are these Bilderbergers or bankers.
[02:12:24.508 --> 02:12:26.329]  They're looking at horrendous losses.
[02:12:27.070 --> 02:12:32.273]  And then if Ireland and Portugal follow, which I'm sure they will, it gets worse.
[02:12:33.114 --> 02:12:36.236]  And Spain is the dog's breakfast.
[02:12:37.077 --> 02:12:39.058]  It's a mess, financially.
[02:12:40.119 --> 02:12:42.000]  They've got 40% unemployment among young people.
[02:12:44.543 --> 02:12:48.904]  And the police there last week acted like a bunch of goons.
[02:12:49.864 --> 02:12:54.246]  I had the tapes of everything, just like Alex did, and disseminated them.
[02:12:54.866 --> 02:12:57.606]  Now, the people weren't doing anything with it, and so they just beat them.
[02:12:58.347 --> 02:13:00.527]  And you don't do those kind of things, particularly in Spain.
[02:13:01.647 --> 02:13:11.410]  And so all this is boomeranging on them, and they're getting hit from several different sides while they are deliberately trying
[02:13:12.139 --> 02:13:15.402]  To extend warfare in the Middle East.
[02:13:16.242 --> 02:13:32.115]  And as I have predicted before, like in the prediction of 9-11, Afghanistan and Iraq, they're trying to start, obviously, a combination of wars, not caring about the U.S.
[02:13:32.155 --> 02:13:36.499]  Congress or what the American laws are, just because they want to.
[02:13:37.280 --> 02:13:38.961]  And they think they can do anything they want.
[02:13:40.418 --> 02:13:41.945]  This is going to be a diversion.
[02:13:41.965 --> 02:13:44.094]  Supposedly.
[02:13:44.838 --> 02:13:49.422]  From all of the financial and economic problems that exist that they caused.
[02:13:49.862 --> 02:13:52.524]  Okay, Bob, I've got to cut you off one more time.
[02:13:52.564 --> 02:13:55.807]  We're going to come back from break and get into that final stuff.
[02:13:56.007 --> 02:14:00.810]  And why do they plan for IMF riots, economic riots, even in the U.S.?
[02:14:00.870 --> 02:14:03.492]  What will it mean for the free people of the world?
[02:14:03.512 --> 02:14:07.435]  Aaron Dykes back in a moment for Infowars.com, The Alex Jones Show.
[02:14:07.676 --> 02:14:08.576]  We're on the march.
[02:14:09.057 --> 02:14:10.678]  The empire's on the run.
[02:14:11.599 --> 02:14:14.281]  Alex Jones and the GCN Radio Network.
[02:14:18.115 --> 02:14:22.139]  In the past two months, over 2,000 natural disasters have been recorded.
[02:14:22.379 --> 02:14:26.383]  With the ongoing economic crash, millions of Americans can't afford food.
[02:14:26.723 --> 02:14:31.667]  Also, because of the exploding price of fuel, many farmers can't afford to plant their crops.
[02:14:31.988 --> 02:14:35.110]  We must take control of our greatest dependency, food.
[02:14:35.351 --> 02:14:41.356]  Folks, you can trust eFoods Direct, the 28-year veteran of long-term storable foods, and they're here to help.
[02:14:41.576 --> 02:14:49.340]  For a limited time when you place your order for a three-week supply of the best storable food on the planet, you will receive the fourth week absolutely free.
[02:14:49.460 --> 02:14:54.742]  You will save $75 and receive a full month's supply for less than $8 a day.
[02:14:54.962 --> 02:14:56.623]  This offer ends on June 22nd.
[02:14:56.803 --> 02:15:00.705]  So act now and buy three to get the fourth one free from eFoods Direct.
[02:15:00.925 --> 02:15:02.948]  Call 800-409-5633 or go online to efoodsdirect.com forward slash Alex.
[02:15:02.968 --> 02:15:04.270]  Your order deadline is June 22nd.
[02:15:04.290 --> 02:15:06.813]  To buy three and get one free, call 800-409-5633 or visit efoodsdirect.com forward slash Alex.
[02:15:18.052 --> 02:15:19.553]  Hi folks, this is Alex Jones.
[02:15:19.773 --> 02:15:24.795]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[02:15:25.075 --> 02:15:26.435]  Saving means to make money.
[02:15:26.595 --> 02:15:35.379]  The Calbin Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[02:15:36.119 --> 02:15:43.245]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[02:15:43.665 --> 02:15:51.271]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[02:15:51.671 --> 02:15:56.595]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[02:15:56.895 --> 02:15:59.057]  Getting a free catalog is easy by calling 800-
[02:15:59.797 --> 02:16:04.745]  Call 800-340-7091 or see Calvin on the web at 5starsoap.com.
[02:16:05.046 --> 02:16:09.553]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at 5starsoap.com.
[02:16:17.486 --> 02:16:31.962]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[02:16:32.963 --> 02:16:36.647]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[02:16:37.645 --> 02:16:49.657]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[02:16:50.417 --> 02:16:57.684]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[02:16:58.365 --> 02:17:07.970]  Be sure to watch our new 7 minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[02:17:08.731 --> 02:17:12.013]  As well, we are always ready to answer any questions you may have.
[02:17:12.673 --> 02:17:15.775]  That's www.SilverLungs.com
[02:17:35.450 --> 02:17:38.731]  All right, we're back on the Alex Jones Show, closing in on the third hour.
[02:17:38.831 --> 02:17:43.473]  I'm Aaron Dyke, sitting in, and we still have Bob Chapman with us through the end of the hour.
[02:17:43.513 --> 02:17:46.654]  We're going to try to jam in some phone calls as well.
[02:17:46.714 --> 02:17:50.935]  We're really trying to break down everything happening with this economic crisis.
[02:17:51.715 --> 02:18:03.639]  Bob Chapman, it's something they really plan to capitalize on, using a global crisis of economic proportions to bring in a global solution, but it is in fact backfiring on them.
[02:18:04.259 --> 02:18:19.502]  As the wars expand, as everything's going on, before getting to your points on that, I just want to plug again, Alex has a new video, Obama Launching World War III, that should be up on InfoWars.com, PrisonPlanet.tv, and the Alex Jones Channel on YouTube.
[02:18:19.942 --> 02:18:29.524]  A very important broadcast about, unfortunately, the looming wider war, as we have earlier reports from the week from military personnel that
[02:18:30.004 --> 02:18:31.204]  Obama and the U.S.
[02:18:31.284 --> 02:18:33.785]  are planning to launch a much wider Libyan war.
[02:18:33.845 --> 02:18:38.646]  The troops are moving in at least by September, October or early November.
[02:18:39.406 --> 02:18:47.568]  But Bob Chapman, back to the economic forecast, what does all this mean for their global solution and what will it mean for the United States?
[02:18:49.069 --> 02:18:59.171]  Well, I think as far as the world elitists, the Bilderberger types are concerned, they've got an awful lot of headwind to fight against.
[02:19:00.449 --> 02:19:05.052]  They've made some grievous errors underestimating the Greeks.
[02:19:06.573 --> 02:19:09.315]  Their meeting, the Mildebildo-Murga meeting at St.
[02:19:09.355 --> 02:19:12.657]  Moritz, really is a disaster for them.
[02:19:13.558 --> 02:19:23.904]  And now banks and countries are looking down the barrel of not being able to collect in their bonds to suffer grievous losses.
[02:19:24.444 --> 02:19:28.247]  That will spread deeply to the United States and the hundreds of billions of dollars as well.
[02:19:29.270 --> 02:19:35.092]  And that's something that nobody needs, particularly in this case, the US.
[02:19:36.473 --> 02:19:44.956]  We still have throughout Europe, England and the United States, many, many banks that are insolvent that are being held up by
[02:19:45.914 --> 02:19:53.058]  Infusions of capital that you never see, that never reach the media, being supplied by the Fed and other central banks.
[02:19:53.458 --> 02:19:59.262]  In fact, the European Central Bank is not supposed to create money out of thin air like the Fed is.
[02:19:59.582 --> 02:20:00.502]  They're doing it anyway.
[02:20:00.522 --> 02:20:06.005]  I mean, when all is said and done, you know, these people should be prosecuted.
[02:20:07.266 --> 02:20:12.749]  What they're doing are criminal acts in the European Central Bank.
[02:20:13.850 --> 02:20:15.551]  But most people aren't aware of that either.
[02:20:16.138 --> 02:20:19.159]  So anyway, as we go forward, things are going to worsen.
[02:20:20.000 --> 02:20:24.981]  And the President of the United States is doing exactly what he's being told.
[02:20:25.922 --> 02:20:42.428]  And if Congress wants to stop him, and they've filed a lawsuit in federal court against the President to stop him from having these so-called wars or incursions or whatever the President calls them.
[02:20:43.568 --> 02:20:44.669]  And I think
[02:20:45.715 --> 02:20:51.797]  The best thing for Congress to do, if he ignores them, is to bring impeachment against them.
[02:20:52.658 --> 02:21:00.281]  Now, that may not stop what's going on, because the Vice President does what he's told as well.
[02:21:01.841 --> 02:21:05.803]  But the point is, the American people, through their representatives, will have spoken.
[02:21:07.003 --> 02:21:13.526]  And I think that probably is the next step, because ratings are dreadful.
[02:21:14.773 --> 02:21:22.107]  Even the polling companies that favor him, so to speak, have him at 49%.
[02:21:22.668 --> 02:21:24.731]  When in fact, he's probably somewhere around 39% in reality.
[02:21:27.605 --> 02:21:37.847]  You know, on the impeachment question, I've just seen so many people casting doubt on themselves that, oh, we couldn't impeach Obama or Bush or whomever, because the vice president's even worse.
[02:21:38.307 --> 02:21:44.848]  But obviously, it's not only the right duty and action to take, but it would clearly send a message to Biden or whoever.
[02:21:44.888 --> 02:21:49.469]  They would be extremely careful what they did after that, knowing that the people are furious.
[02:21:50.289 --> 02:21:51.669]  Or am I on the wrong track, Bob?
[02:21:52.610 --> 02:21:53.870]  No, I think you're on the right track.
[02:21:54.410 --> 02:21:55.110]  Send a message.
[02:21:56.406 --> 02:21:57.787]  And that's the way to do it.
[02:21:58.507 --> 02:22:02.389]  I mean, some of these people have been fighting on some of these issues for years and years.
[02:22:03.329 --> 02:22:09.351]  And maybe after two years or ten years, something finally happens if you push and push and push.
[02:22:09.912 --> 02:22:10.992]  And that's what we have to do.
[02:22:11.552 --> 02:22:15.294]  We have to let them know we know exactly what you're doing, and you're not going to do it anymore.
[02:22:17.195 --> 02:22:18.995]  And... Sorry, go ahead.
[02:22:21.076 --> 02:22:22.137]  I think the...
[02:22:23.336 --> 02:22:32.859]  The culmination of problems, which is in process now in Europe, is going to complicate the problems in England and in the United States.
[02:22:32.919 --> 02:22:41.662]  I haven't even talked about the U.S., which is federal debt, which is being funded 80% by the Federal Reserve, which is creating the money out of thin air.
[02:22:42.603 --> 02:22:45.504]  And we have the municipal problems.
[02:22:46.283 --> 02:22:47.183]  Which are legion.
[02:22:47.203 --> 02:22:52.044]  40% of the states are on the edge of bankruptcy, if not bankrupt.
[02:22:52.445 --> 02:22:53.845]  Although they can't go bankrupt.
[02:22:54.305 --> 02:22:56.105]  But the point is that that's where they're at.
[02:22:58.166 --> 02:23:05.488]  Real estate, much to everyone's surprise, including my own, I thought that maybe 10% more we'd hit bottom.
[02:23:05.548 --> 02:23:08.128]  No, it looks like we're going even lower than that.
[02:23:09.129 --> 02:23:14.430]  And I think if this continues the way it is for the next year and a half or two,
[02:23:15.256 --> 02:23:17.817]  We can have every mortgage in the country under water.
[02:23:18.677 --> 02:23:20.937]  Now, that's where we're headed with that.
[02:23:21.678 --> 02:23:24.698]  And then you have these layoffs one after another.
[02:23:24.718 --> 02:23:27.639]  22.4% unemployment.
[02:23:28.119 --> 02:23:29.559]  Real inflation of 10.2%.
[02:23:31.860 --> 02:23:36.201]  And then you have the ability for people to
[02:23:37.464 --> 02:23:37.985]  I think so.
[02:23:57.898 --> 02:24:02.400]  But it looks like the main thing they've prepared for is economic riots, IMF riots.
[02:24:02.820 --> 02:24:12.545]  Since at least 2008, we have headlines like the Arizona Police say they're prepared as the War College warns military must prepare for unrest in the United States.
[02:24:12.625 --> 02:24:14.066]  It's already been happening in Europe.
[02:24:14.566 --> 02:24:16.087]  How soon is that coming to the States?
[02:24:16.147 --> 02:24:20.969]  Will it be the Legion city matters, municipal matters you spoke of?
[02:24:21.449 --> 02:24:24.771]  Or will it be a bigger housing crisis or the Euro itself?
[02:24:26.192 --> 02:24:42.297]  I think that's a hard call, but if you look back in history, you'll see that protests, riots, revolution or civil war usually emanate from people who have nothing to eat.
[02:24:43.437 --> 02:24:48.899]  And so we know when we reach that point that it's going to get bad.
[02:24:49.419 --> 02:24:50.760]  It could happen before that.
[02:24:51.360 --> 02:24:53.020]  It's hard to time those things.
[02:24:53.721 --> 02:24:54.721]  Very, very difficult.
[02:24:55.256 --> 02:25:00.359]  I mean, I've been on this program for years with Alex, and he keeps on saying, gee, will it happen in six months or a year?
[02:25:00.419 --> 02:25:02.461]  And I said, no, it's not going to.
[02:25:02.941 --> 02:25:05.503]  I mean, these people got a lot of brains and a lot of stamina.
[02:25:05.803 --> 02:25:08.965]  Yes, they make mistakes, but they still want to strangle us.
[02:25:09.525 --> 02:25:09.825]  Why?
[02:25:10.206 --> 02:25:11.566]  Because there's no way back for them.
[02:25:12.847 --> 02:25:14.168]  They've crossed the Rubicon.
[02:25:14.829 --> 02:25:19.091]  They're headed into Rome, and Rome is armed and waiting for them.
[02:25:19.832 --> 02:25:24.755]  And that's what the Illuminists, the Bilderbergers, that's what they're facing.
[02:25:25.703 --> 02:25:27.925]  And so if they lose, they lose permanently.
[02:25:28.766 --> 02:25:37.974]  And so this is a titanic struggle that is one of the greatest struggles in modern history, if not in the history of mankind.
[02:25:38.933 --> 02:25:47.699]  Well, as far as the Bilderberg Group itself, people still have the audacity to pretend they don't affect our decisions, that they aren't putting these crises into motion.
[02:25:48.259 --> 02:25:57.846]  I can tell you, I was outside the gates in 2006 in Ottawa when the intel came out and revealed they were planning to pop the housing bubble and unleash this crisis.
[02:25:57.886 --> 02:25:59.047]  That was 2006.
[02:25:59.107 --> 02:26:04.070]  The full thing didn't happen until 2008, but obviously their hands were on the chicken switch.
[02:26:05.331 --> 02:26:05.832]  That's right.
[02:26:06.652 --> 02:26:07.453]  And so we have to
[02:26:08.317 --> 02:26:19.884]  Look at the long term, and we know it's not good, we know where they're headed, we know what the trend is, and we have to do what we can to disrupt the trend.
[02:26:20.545 --> 02:26:28.750]  And that's why we're on the radio and television and on the internet doing the things that we do to expose the truth to people.
[02:26:29.605 --> 02:26:40.507]  Like in Greece, so that they'll understand what their rights are, and if they do not say no, then they're going to live on their knees for the next 50 years, maybe longer.
[02:26:41.467 --> 02:26:42.887]  And so, that's our job.
[02:26:43.308 --> 02:26:49.769]  But it's the job of the people to get prepared, to listen, and to tell other people, really, what's going on.
[02:26:50.489 --> 02:26:56.870]  And, of course, read the international forecast, that helps, but I think that
[02:26:57.904 --> 02:27:00.305]  It's too hard to put a time frame on it.
[02:27:02.485 --> 02:27:03.165]  It just is.
[02:27:03.986 --> 02:27:10.627]  And I don't know whether we're going to have violent troubles in America six months from now or three years from now.
[02:27:11.068 --> 02:27:15.489]  But I do know there's a good chance and good probability that that's going to happen.
[02:27:15.869 --> 02:27:16.969]  No, I understand what you're saying.
[02:27:17.009 --> 02:27:18.710]  Let's bring in some callers right now.
[02:27:19.330 --> 02:27:21.090]  I believe we have Julio in Illinois.
[02:27:21.130 --> 02:27:21.550]  Are you there?
[02:27:21.570 --> 02:27:23.111]  I am here.
[02:27:23.151 --> 02:27:23.751]  Can you hear me?
[02:27:24.031 --> 02:27:24.671]  I can hear you.
[02:27:25.051 --> 02:27:27.232]  What can you say to myself and Bob Chapman?
[02:27:28.151 --> 02:27:37.115]  First off, Aaron, you're doing a great job filling in, a great job out with the evil out in Switzerland, you guys, and Paul did a magnificent job.
[02:27:37.315 --> 02:27:40.757]  First off, before I get my question to Bob, I'm working on getting some video.
[02:27:41.117 --> 02:27:48.221]  TSA in black uniforms are at Union Station in Chicago, Illinois, along with the railroad police.
[02:27:48.801 --> 02:27:50.542]  I'm working on getting video of that.
[02:27:50.622 --> 02:27:54.764]  I commute frequently into the land of Rahm Emanuel, the Mossad agent.
[02:27:55.524 --> 02:27:57.205]  I'm working on getting video up for that.
[02:27:57.245 --> 02:28:01.547]  So again, TSA black shirt uniforms in Chicago's Union Station.
[02:28:01.627 --> 02:28:03.949]  So they're patting down the families at the train stations?
[02:28:05.029 --> 02:28:11.633]  I haven't seen them patting down more so of their presence there, just walking around Union Station.
[02:28:11.673 --> 02:28:13.374]  You know, if you see something, say something.
[02:28:13.394 --> 02:28:18.136]  I actually saw a TSA Homeland Security poster at Union Station.
[02:28:18.176 --> 02:28:23.219]  I haven't seen any pat-downs yet, but they are at Union Station, so I wanted to let you know that.
[02:28:23.561 --> 02:28:27.402]  Yeah, also a place to watch for provocations, obviously, in the next false flag.
[02:28:28.223 --> 02:28:29.923]  But what's your question for Bob Chapman?
[02:28:30.644 --> 02:28:38.166]  I was just going to say, false flag is eminent the way Bilderberg literally, the whole meeting just blew up in the elitist face.
[02:28:39.347 --> 02:28:47.270]  Mr. Chapman, I wanted to ask you, because we remember in 08, they do it every four years, they come back to North America to get
[02:28:48.110 --> 02:28:49.411]  Bring up the next puppeteer.
[02:28:49.431 --> 02:28:57.794]  Do you think in the next upcoming meeting for Bilderberg and like the G20, they're going to be much more quiet and telling, you know, and letting us know where the meetings are going to be?
[02:28:58.175 --> 02:29:09.780]  And with this whole debt ceiling tied into the European crisis, does this also entail them manipulating the gold and silver market?
[02:29:09.840 --> 02:29:14.262]  Obviously, they need as much paper currency as possible to rail down the cost.
[02:29:14.801 --> 02:29:18.983]  Well done the cost of the commodity, and then secondly with Greece.
[02:29:19.203 --> 02:29:22.685]  I'm in Illinois and I read articles all the time saying Illinois is the next Greece.
[02:29:22.745 --> 02:29:24.566]  I'm so proud of the Greece people for standing up.
[02:29:24.926 --> 02:29:25.806]  When is it our turn?
[02:29:25.886 --> 02:29:31.529]  Why, you know, Paul just said it best, a lot of people are just sitting on their computers not doing anything about it.
[02:29:31.929 --> 02:29:37.652]  When are people going to, you know, wake up and say, all right, we need to look at these scumbags in the face
[02:29:38.092 --> 02:29:40.094]  And say, you know, we're not taking this anymore.
[02:29:40.174 --> 02:29:44.939]  And then when are we going to bring up the charges of the Logan Act to Robert Gates?
[02:29:44.979 --> 02:29:46.000]  He was at Bilderberg.
[02:29:46.420 --> 02:29:48.763]  He and the NATO Secretary General were there.
[02:29:48.823 --> 02:29:50.825]  Obviously, they're getting set for World War III.
[02:29:51.205 --> 02:29:54.008]  We should do some articles or searches.
[02:29:54.068 --> 02:29:57.852]  I know I want to do something to let people know that Robert Gates violated the Logan Act.
[02:29:58.322 --> 02:30:00.504]  Yeah, it's not good enough that he's on the way out.
[02:30:00.564 --> 02:30:03.586]  Bob Chapman, what about commodities and the debt ceiling?
[02:30:03.826 --> 02:30:08.170]  Well, I think that commodities are going to continue to go up in value.
[02:30:08.870 --> 02:30:15.295]  And the reason why is that people will be leaving the stock market and the bond market's at its height.
[02:30:16.316 --> 02:30:20.799]  And, you know, the three-month paper is zero return.
[02:30:20.919 --> 02:30:21.640]  There's no interest.
[02:30:22.432 --> 02:30:28.294]  And so, you're going to have people selling, and they're going to have some place to go with their money.
[02:30:29.174 --> 02:30:32.596]  And I think they're going to load up in commodities and gold and silver.
[02:30:32.616 --> 02:30:42.799]  The gentleman, Leo, said something about the gold and silver and commodity manipulation.
[02:30:43.600 --> 02:30:46.161]  And they'll try to do it as long as they can.
[02:30:47.021 --> 02:30:49.262]  But, you know, I've been in markets for 52 years.
[02:30:51.084 --> 02:30:53.986]  And the market's bigger than everybody, including the Illuminati.
[02:30:54.726 --> 02:30:58.509]  And once it starts rolling, they're not going to be able to stop it.
[02:30:59.149 --> 02:31:03.852]  And the same thing is true with people finding out what they're doing throughout the world.
[02:31:04.432 --> 02:31:11.857]  Every country now has people who know who the bad guys are, what they're trying to do, and how they're trying to do it.
[02:31:12.517 --> 02:31:18.301]  And so, they're going to run into tremendous opposition that they never expected.
[02:31:19.651 --> 02:31:23.472]  But what about this question of when people are going to stand up, particularly in the U.S.?
[02:31:23.512 --> 02:31:24.272]  What is it going to take?
[02:31:25.052 --> 02:31:27.452]  I guess you've already said that's pretty much the food issue.
[02:31:28.653 --> 02:31:48.796]  I think that is, and I know the government realizes that because for the last few years, I do a military show for about seven years, and all of the bases have been shipping in freeze-dried and dehydrated food for the last three years.
[02:31:50.024 --> 02:32:04.275]  And on the basis, the dependents are told, uh, this is where you have to report to do if we, we, uh, have a situation where there's not enough food or, uh, there's riots in the city.
[02:32:04.295 --> 02:32:10.519]  Cause usually, uh, military installations are outside of the city, so to speak.
[02:32:11.320 --> 02:32:16.304]  And so we know that they're preparing and all of your people should be as well.
[02:32:17.188 --> 02:32:22.770]  You should have a freeze-dried and dehydrated food and a water filter, and something to defend your families first.
[02:32:23.590 --> 02:32:30.432]  And then you can call Chad Edison at Midas and get your gold and silver coins, so you'll have something to spend if the dollars don't.
