[00:00:00.613 --> 00:00:01.216]  Oh, no!
[02:13:26.883 --> 02:13:29.384]  Now, we've been there before.
[02:13:29.384 --> 02:13:30.825]  We went into Haiti.
[02:13:30.825 --> 02:13:33.887]  I don't know how many times, quote-unquote, for humanitarian missions.
[02:13:33.887 --> 02:13:35.548]  It isn't funny.
[02:13:35.548 --> 02:13:42.992]  Obama, he had no problem with Baby Doc going back to Haiti, but he didn't want the rightful president who was ousted in a U.S.
[02:13:42.992 --> 02:13:43.232]  coup
[02:13:43.992 --> 02:13:45.073]  Thank you, Marshal.
[02:14:14.933 --> 02:14:27.040]  I want to go to Tim, Ben, and JB, and others here, and then we'll keep you to the bottom of the hour before our next guest, because I want to spend that next little five-minute segment on the reactor continual meltdown that's happening.
[02:14:27.040 --> 02:14:36.166]  But in your gut, Wayne, watching this for a long time, reporting from Capitol Hill, calling a lot of things before they happen, in your gut, how do you see this ending?
[02:14:36.166 --> 02:14:39.128]  What are the different scenarios, and what do you think most probable among them?
[02:14:40.276 --> 02:14:53.110]  Well, I think what we're going to see is a US military, US, British, French, and some Italian military involvement in this, what is essentially now a civil war in Libya.
[02:14:53.110 --> 02:14:55.012]  I think we're going to see a pro-
[02:14:57.094 --> 02:15:02.061]  The US Western government installed at least in Benghazi.
[02:15:02.061 --> 02:15:04.545]  I don't know how long Qaddafi can hold on.
[02:15:04.545 --> 02:15:10.573]  There are reports that he had mercenaries from other countries in Libya.
[02:15:10.573 --> 02:15:12.917]  But if this goes to a full
[02:15:13.477 --> 02:15:18.501]  Full-scale military occupation invasion.
[02:15:18.501 --> 02:15:23.025]  I think Qaddafi just can't hold out that much longer.
[02:15:23.025 --> 02:15:33.093]  He's got basically Tripoli and now the rebels are moving to reclaim some of the cities his forces took in the last couple of weeks.
[02:15:33.093 --> 02:15:38.397]  So basically the globalist-backed forces started losing and so the big air power came in to back them.
[02:15:39.761 --> 02:15:42.162]  Yeah, and I think they've got a lot of Ahmed Chalabi.
[02:15:42.162 --> 02:15:48.306]  You know, he's a guy we put in Iraq, sort of an international con artist and crook.
[02:15:48.306 --> 02:15:54.650]  We've got a lot of Libyans who have lived outside of Libya for a number of years in London and Washington and elsewhere.
[02:15:54.650 --> 02:16:05.716]  I think we're probably going to see an attempt to put one of those characters in charge in Libya, and he'll be every bit in our court as that puppet guy we have in Iraq right now.
[02:16:05.916 --> 02:16:09.637]  Well I, and of course Iraq's now one of the only Arab countries actually endorsing this.
[02:16:09.637 --> 02:16:12.238]  The Arab League and its support has fallen apart.
[02:16:12.238 --> 02:16:18.980]  They were all for a no-fly zone but not for the bombardment and the special forces there on the ground.
[02:16:18.980 --> 02:16:21.741]  But I do see them trying to at least break the country in two.
[02:16:22.761 --> 02:16:26.366]  From the east and then continue to launch attacks from the east.
[02:16:26.366 --> 02:16:35.718]  Cameron the British Prime Minister has basically echoed that saying that the bombardment is all that's going to be happening and that the Libyans better quote decide this for themselves.
[02:16:35.718 --> 02:16:37.541]  So they're telling the rebels it's up to you now.
[02:16:39.116 --> 02:16:39.537]  Right.
[02:16:39.537 --> 02:16:45.984]  Well, I think the rebels probably now that we've changed the game with the Tomahawk cruise missile.
[02:16:45.984 --> 02:16:46.804]  Isn't that nice?
[02:16:46.804 --> 02:16:58.257]  The United States likes to use standoff weapons at first because, you know, it's easy to push a button and kill 50 people on the other end of that Tomahawk cruise missile.
[02:16:58.257 --> 02:17:01.060]  But eventually, I think we're going to see some of our ground troops
[02:17:01.340 --> 02:17:02.682]  They're probably already there.
[02:17:02.682 --> 02:17:03.963]  We don't know about it yet.
[02:17:03.963 --> 02:17:16.095]  And as you mentioned, the heinous crimes being committed in places like Afghanistan against civilians, we're probably seeing that already happen in Libya, except it's not being reported.
[02:17:16.095 --> 02:17:18.278]  Chairman Washington, you're on the air with Wayne Madsen.
[02:17:19.500 --> 02:17:20.620]  Hey, how's it going, Alex?
[02:17:20.620 --> 02:17:38.186]  I had a couple points for you real fast, and I was just kind of curious on my math here, because according to my math, that Chernobyl meltdown, for 10 days, with all the reactors compiled, we're looking at a total of 32 Chernobyl days so far in Fukushima, due to its rate of radiation.
[02:17:38.186 --> 02:17:40.987]  Most of the physicists and doctors we've had on have said
[02:17:41.647 --> 02:17:50.841]  That this is bigger than Chernobyl, and that there's been a whole bunch, it was four reactors with partial meltdowns, 600,000 plus spent fuel rods sprayed everywhere.
[02:17:50.841 --> 02:17:51.982]  Wayne, what's your take on this?
[02:17:53.191 --> 02:18:06.099]  Well, I think obviously we know that just like with Chernobyl and Three Mile Island, what we're getting is being downplayed by the politicians and the very powerful nuclear power industry.
[02:18:06.099 --> 02:18:16.105]  This is a very, very powerful lobby because unlike other energy lobbies, they have to deal with the government to get the nuclear material to start these plants.
[02:18:16.105 --> 02:18:21.949]  So there's already too close of a relationship between the industry and the government.
[02:18:21.949 --> 02:18:22.229]  I think
[02:18:22.669 --> 02:18:28.210]  Basically, what I'm hearing from people in Japan, it is much worse.
[02:18:28.210 --> 02:18:36.831]  Of course, the Japanese broadcaster NHK is run by the government and they've been downplaying a lot of this also.
[02:18:36.831 --> 02:18:42.833]  But the private media is telling me that it is much worse.
[02:18:42.833 --> 02:18:47.053]  We're talking about the Tokyo metropolitan region, Tokyo, Yokohama.
[02:18:47.053 --> 02:18:48.033]  People are now leaving.
[02:18:48.033 --> 02:18:51.214]  The Swiss embassy has moved the embassy from Tokyo to Osaka.
[02:18:51.454 --> 02:18:52.435]  So has the U.S.
[02:18:52.435 --> 02:18:53.036]  military.
[02:18:53.036 --> 02:18:56.378]  What does that tell you about how serious this really is?
[02:18:56.378 --> 02:18:57.299]  It's very serious.
[02:18:57.299 --> 02:19:02.504]  And they're telling us the fallout's no big deal on the West Coast when the real radiation hasn't even gotten here yet.
[02:19:03.584 --> 02:19:06.165]  Well, and we've had our politicians tell us that.
[02:19:06.165 --> 02:19:13.286]  Three Mile Island, 1979, Governor Thornburg of Pennsylvania stated, he said, there's no problem.
[02:19:13.286 --> 02:19:21.788]  He waited three days before telling pregnant women around Three Mile Island that it's time for you to evacuate when he knew how bad it was three days prior.
[02:19:21.788 --> 02:19:23.889]  So we've seen this play out so many times.
[02:19:24.369 --> 02:19:29.991]  Chernobyl, the cover-up by the Soviet government, helped lead to their demise because they covered that up.
[02:19:29.991 --> 02:19:40.875]  But anytime we see these reactor incidents, and now we know TEPCO was fudging on the safety inspections because TEPCO is very close to the government oversight.
[02:19:40.875 --> 02:19:42.295]  Stay there, we're going to come right back.
[02:19:42.295 --> 02:19:44.976]  Do you have anything else to add, Tim, in Washington?
[02:19:45.968 --> 02:19:47.871]  Yes, I got a couple other things, if you don't mind.
[02:19:47.871 --> 02:19:49.013]  Yeah, stay there.
[02:19:49.013 --> 02:19:49.814]  Tim, straight ahead.
[02:19:49.814 --> 02:19:51.557]  We'll try to cram in a few others.
[02:19:51.557 --> 02:19:53.720]  And we'll continue with the calls when Tarpley joins us as well.
[02:19:53.720 --> 02:19:55.963]  One more segment with Wayne Madsen.
[02:19:55.963 --> 02:19:58.187]  I'm Alex Jones, InfoWars.com.
[02:20:01.345 --> 02:20:04.586]  Do you want to learn more about preparing for the hard times ahead?
[02:20:04.586 --> 02:20:09.508]  Have you ever thought about actually getting off the grid and becoming truly self-reliant?
[02:20:09.508 --> 02:20:19.092]  Introducing Off The Grid News, a weekly newsletter for independent Americans who want practical advice on how to survive and even prosper in an increasingly dangerous world.
[02:20:19.452 --> 02:20:24.953]  It's the best way to get a black belt in emergency preparedness, survival skills, and off-the-grid living.
[02:20:24.953 --> 02:20:33.155]  Packed with hard-hitting information on gardening, food preparation, alternative energy, and home security, there's simply nothing like it.
[02:20:33.155 --> 02:20:33.975]  And the best part?
[02:20:33.975 --> 02:20:37.956]  This $100 annual subscription is now free of charge.
[02:20:37.956 --> 02:20:42.457]  Simply sign up today and you'll also get our hard-hitting report, Food Shock!
[02:20:42.457 --> 02:20:47.058]  Why 2011 could be the single most important year in American history.
[02:20:47.438 --> 02:20:49.079]  To plant a family garden.
[02:20:49.079 --> 02:20:53.561]  It's absolutely free for listeners who sign up at OffTheGridNews.net.
[02:20:53.561 --> 02:20:55.322]  That's OffTheGridNews.net.
[02:20:55.322 --> 02:20:58.864]  Get your free food shock right now at OffTheGridNews.net.
[02:21:02.261 --> 02:21:05.623]  Hi, I'm Mark Craighead, founder of Crossbreed Holsters.
[02:21:05.623 --> 02:21:13.807]  I designed our top-selling holster, the SuperTuck Deluxe, to solve the problems of being poked, pinched, and gouged while carrying concealed.
[02:21:13.807 --> 02:21:19.129]  The SuperTuck Deluxe is the most comfortable, most concealable holster on the market today.
[02:21:19.129 --> 02:21:22.111]  We offer a two-week free trial and a lifetime warranty.
[02:21:22.111 --> 02:21:26.013]  Visit us at crossbreedholsters.com.
[02:21:26.013 --> 02:21:29.214]  Don't forget, crossbreedholsters.com.
[02:21:30.615 --> 02:21:31.856]  Hi, this is Ted Anderson.
[02:21:31.856 --> 02:21:36.419]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[02:21:36.419 --> 02:21:42.223]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[02:21:42.223 --> 02:21:45.865]  Gold has outperformed paper investments, yet no word about IRAs.
[02:21:45.865 --> 02:21:48.587]  If you would like to have gold for your retirement, call 800-686-2237.
[02:21:48.587 --> 02:21:53.650]  Don't get left behind by rising inflation and low returns.
[02:21:53.650 --> 02:21:53.891]  Call 800-686-2237.
[02:21:53.891 --> 02:21:55.292]  Secure your future and call 1-800-686-2237.
[02:22:01.916 --> 02:22:05.939]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:22:05.939 --> 02:22:09.182]  This is our last chance to not relive history.
[02:22:09.182 --> 02:22:13.985]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[02:22:13.985 --> 02:22:20.370]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:22:20.370 --> 02:22:22.612]  I think it's incumbent upon all of us
[02:22:23.012 --> 02:22:23.272]  Tim Geithner?
[02:22:23.272 --> 02:22:23.452]  Bernanke?
[02:22:23.452 --> 02:22:23.933]  They're arsonists!
[02:22:23.933 --> 02:22:24.694]  They're asking for more matches!
[02:22:24.694 --> 02:22:26.355]  And the Congress is saying, who do we make the check out to?
[02:22:42.031 --> 02:22:49.316]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the republic.
[02:22:49.316 --> 02:22:58.502]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[02:23:00.183 --> 02:23:02.605]  You really can lose weight while you're sleeping.
[02:23:02.605 --> 02:23:03.546]  Guaranteed.
[02:23:03.546 --> 02:23:07.670]  AffinityDiet.com introduces Lose & Snooze and the One Day Diet.
[02:23:07.670 --> 02:23:13.575]  Great tasting Lose & Snooze from AffinityDiet.com is the first step in our guaranteed weight loss system.
[02:23:13.575 --> 02:23:19.179]  Lose & Snooze will help your body get a deep restorative sleep without the harmful side effects of pharmaceutical drugs.
[02:23:19.179 --> 02:23:25.465]  And during deep natural sleep, your body starts to shed unwanted pounds, build lean muscle, and lose inches.
[02:23:25.925 --> 02:23:34.491]  Add AffinityDiet.com's one-day diet waivers and your metabolism keeps going with all the vitamins and minerals you need with no rebound effect.
[02:23:34.491 --> 02:23:38.373]  But don't worry, you're never more than 24 hours from your favorite foods.
[02:23:38.373 --> 02:23:41.055]  Learn more about Lose & Snooze and the one-day diet.
[02:23:41.195 --> 02:23:41.555]  I think so.
[02:24:14.045 --> 02:24:15.486]  Monday through Friday, 11 a.m.
[02:24:15.486 --> 02:24:15.987]  to 2 p.m.
[02:24:15.987 --> 02:24:17.148]  Many days we go into overdrive.
[02:24:17.148 --> 02:24:18.689]  Thank you for joining us.
[02:24:18.689 --> 02:24:19.950]  11 a.m.
[02:24:19.950 --> 02:24:20.791]  to 2 p.m.
[02:24:20.791 --> 02:24:22.432]  Central.
[02:24:22.432 --> 02:24:25.494]  Here's the headline at InfoWars.com.
[02:24:25.494 --> 02:24:26.936]  It just went live.
[02:24:26.936 --> 02:24:29.778]  Let's send Ann Coulter to Fukushima.
[02:24:29.778 --> 02:24:31.740]  I was going to play the clip, but we're almost out of time.
[02:24:31.740 --> 02:24:36.103]  I may play it later and tease Tarpley, a big nuclear power fan.
[02:24:36.103 --> 02:24:41.247]  But Human Events has the headline, A Glowing Report on Radiation by Ann Coulter.
[02:24:42.148 --> 02:24:48.975]  Anyone exposed to excess radiation from the nuclear power plants is now probably much less likely to get cancer.
[02:24:48.975 --> 02:24:54.740]  I guess her thought is you aim it directly at a cancer, it hurts that cell, that group of abnormal cells.
[02:24:54.740 --> 02:24:59.525]  But general radiation to the whole body in every major study is, I mean, that's not even debated.
[02:24:59.525 --> 02:25:01.346]  It massively increases cancer.
[02:25:01.346 --> 02:25:03.628]  I mean, even our own government estimates a million deaths.
[02:25:04.289 --> 02:25:07.471]  In the 25 years associated with Chernobyl.
[02:25:07.471 --> 02:25:13.936]  But, I mean, this is just brazen propaganda saying the radiation is good for you, Wayne Madsen.
[02:25:13.936 --> 02:25:17.959]  Well, you know, Ann Coulter, have you noticed she hasn't really been on the news recently?
[02:25:17.959 --> 02:25:25.844]  So she had to say, he, she, he, whatever that is, had to say something to get back into the news cycle.
[02:25:25.844 --> 02:25:30.688]  And the more outrageous, of course, that's how that's what the Fox News is all about.
[02:25:30.688 --> 02:25:32.109]  The more outrageous, the better.
[02:25:32.349 --> 02:25:34.890]  Well, I don't like to interrupt in the time we've got.
[02:25:34.890 --> 02:25:39.212]  I don't like to be mean about how somebody looks because, I mean, I'm not the most beautiful person on the planet.
[02:25:39.212 --> 02:25:48.215]  But at the 2004 Republican convention, I was going in the front entrance and waiting for some people and saw her walking in and I was actually scared.
[02:25:48.795 --> 02:25:50.715]  Yeah, I mean, no, no, no, I'm not joking.
[02:25:50.715 --> 02:26:07.259]  I was repulsed because she's so anorexic, you don't see it on TV because it adds weight, that she was having trouble walking, and she looked like a concentration camp victim, like a skull with skin on it, painted with lipstick, and she was actually toddling in like a undead.
[02:26:07.259 --> 02:26:08.259]  No, I was like, ugh!
[02:26:08.259 --> 02:26:12.240]  I mean, my actual, I've never run into anybody that made me go, ugh!
[02:26:12.240 --> 02:26:13.380]  And actually take a breath in.
[02:26:14.693 --> 02:26:18.634]  Yeah, well, maybe that's because she's so emaciated.
[02:26:18.634 --> 02:26:26.175]  We think that's an Adam's apple, maybe her thorax, I don't know, but the larynx.
[02:26:26.175 --> 02:26:30.376]  But I just don't understand people.
[02:26:30.376 --> 02:26:38.598]  You know, the broadcaster is supposed to serve the common interest, the public good, and that's definitely not, that doesn't serve any public good.
[02:26:38.598 --> 02:26:40.858]  But one thing I'm hearing from people in Japan is,
[02:26:41.498 --> 02:26:45.342]  It's no good to send money because they have money, they can't buy anything with it.
[02:26:45.342 --> 02:26:52.007]  So what they have, nothing, off the shelves now in Tokyo and Yokohama, the ramen noodles.
[02:26:52.007 --> 02:26:59.754]  So if anybody has friends, family, colleagues over there, this is, you know, small packages so it's not held up in customs.
[02:26:59.754 --> 02:27:06.340]  Those ramen noodles, powdered milk, triple A, double A batteries, this is what they're out of and this is what they're...
[02:27:08.721 --> 02:27:12.242]  Now, this is the third largest economy in the world.
[02:27:12.242 --> 02:27:21.405]  China, of course, just surpassed them as the second largest, but this is what can happen to an infrastructure when they have a triple disaster like they've experienced.
[02:27:21.405 --> 02:27:31.909]  In closing, Wayne, give us your summation of how bad the disaster really is, the radiation cover-up, and the fact that they're saying this could go on for weeks or months.
[02:27:31.909 --> 02:27:36.210]  Headlines about the relief not going well, reactors still smoking, burning.
[02:27:43.856 --> 02:27:45.397]  Well, this is what I understand.
[02:27:45.397 --> 02:27:52.123]  The Chief Cabinet Secretary, Adama, he cut his teeth politically as an anti-nuclear activist.
[02:27:52.123 --> 02:28:03.892]  So, what I'm hearing is that there are people in TEPCO and the Nuclear Oversight Agency who don't want to tell him a lot of what's going on because they're afraid he's going to amplify it and make it sound much...
[02:28:04.753 --> 02:28:15.121]  He's worse than what they're saying, but they don't necessarily trust him, and that's why he's not getting the full picture, and he's the public face of the Japanese government at all these news conferences.
[02:28:15.121 --> 02:28:29.353]  So, there is a willful attempt by the TEPCO and the nuclear oversight people in Japan to keep critical information, the worst case information, from members of the government, including the Chief Cabinet Secretary.
[02:28:29.830 --> 02:28:31.792]  Well, it's not a good sign when the U.S.
[02:28:31.792 --> 02:28:32.892]  military, U.S.
[02:28:32.892 --> 02:28:52.428]  embassies, French, German pull out, when foreign airlines won't fly into Tokyo, when the fleet raced away last Monday when Fukushima 3 blew up, and now when the head of the plant itself breaks down and cries and says, basically, I can't lie to you, this radiation is going to kill people, that shows you what's really happening.
[02:28:53.900 --> 02:29:10.168]  Right, and we have to be worried here about the radiation that's coming over the West Coast because we know that based on what we saw with the Gulf oil disaster, how our own government downplays the health effects of these natural disasters.
[02:29:10.168 --> 02:29:17.652]  The other thing I want to add quickly is I'm afraid we may see the international bankers, these vampires, vultures and vermin
[02:29:18.152 --> 02:29:28.540]  Now try to play this up as much as they can to try to just put Japan, the third largest economy in the world, under their firm control.
[02:29:28.540 --> 02:29:32.383]  Meanwhile, a headline up at Drudge, also on InfoWars.com.
[02:29:32.383 --> 02:29:37.306]  White House works quietly to squelch the photos.
[02:29:37.306 --> 02:29:41.409]  They've already released photos of them killing kids.
[02:29:41.409 --> 02:29:44.131]  So, man, Wayne Madsen, thank you for joining us.
[02:29:44.131 --> 02:29:46.173]  We'll be right back with Dr. Tarpley.
[02:29:51.738 --> 02:29:54.723]  We're on the march, the empire's on the run.
[02:29:54.723 --> 02:29:58.330]  Alex Jones and the GCN Radio Network.
[02:30:03.223 --> 02:30:07.184]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[02:30:07.184 --> 02:30:16.045]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[02:30:16.045 --> 02:30:20.666]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[02:30:20.666 --> 02:30:31.488]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[02:30:32.128 --> 02:30:41.630]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[02:30:41.630 --> 02:30:47.052]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[02:30:47.052 --> 02:30:54.553]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[02:30:54.553 --> 02:30:57.294]  That's www.SilverLungs.com.
[02:31:02.378 --> 02:31:06.402]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:31:06.402 --> 02:31:09.646]  This is our last chance to not relive history.
[02:31:09.646 --> 02:31:14.451]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[02:31:14.451 --> 02:31:20.838]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:31:20.838 --> 02:31:23.081]  I think it's incumbent upon all of us
[02:31:23.581 --> 02:31:23.921]  Tim Geithner?
[02:31:23.921 --> 02:31:24.421]  Bernanke?
[02:31:24.421 --> 02:31:24.802]  They're arsonists!
[02:31:24.802 --> 02:31:25.542]  They're asking for more matches!
[02:31:25.542 --> 02:31:27.223]  And the Congress is saying, who do we make the check out to?
[02:31:42.509 --> 02:31:44.650]  Today seems like nobody does care.
[02:31:44.650 --> 02:31:49.793]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:31:49.793 --> 02:31:58.897]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[02:32:00.933 --> 02:32:05.476]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[02:32:05.476 --> 02:32:06.396]  Number 1.
[02:32:06.396 --> 02:32:09.819]  New climate legislation could easily double or triple your electric bill.
[02:32:09.819 --> 02:32:10.679]  Number 2.
[02:32:10.679 --> 02:32:15.582]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:32:15.582 --> 02:32:16.323]  It's true.
[02:32:16.323 --> 02:32:21.186]  Total government control of electricity in the name of smart grid technology is coming.
[02:32:21.186 --> 02:32:22.006]  Number 3.
[02:32:22.006 --> 02:32:25.609]  In some areas of the country, the power grid is dangerously overloaded.
[02:32:25.609 --> 02:32:29.311]  And now, new socialist legislation is only compounding the problem.
[02:32:29.511 --> 02:32:30.292]  Number 4.
[02:32:30.292 --> 02:32:33.054]  Dangerous weather is always a threat to local grids.
[02:32:33.054 --> 02:32:36.738]  Every year, thousands of families lose their power from weather-related outages.
[02:32:36.738 --> 02:32:37.539]  Number 5.
[02:32:37.539 --> 02:32:41.682]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:32:41.682 --> 02:32:46.447]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:32:46.727 --> 02:32:50.892]  You can get more information at www.mysolarbackup.com.
[02:32:50.892 --> 02:32:52.694]  That's mysolarbackup.com.
[02:32:52.694 --> 02:32:54.937]  Remember, the government doesn't own the sun.
[02:32:54.937 --> 02:32:57.279]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:33:08.953 --> 02:33:10.334]  We're good to go.
[02:33:44.258 --> 02:33:48.361]  We're going to be talking to Webster and Vitarpoli on the North African situation.
[02:33:48.361 --> 02:33:51.984]  Really a fourth war, not a third as the media is calling it.
[02:33:51.984 --> 02:33:52.424]  U.S.
[02:33:52.424 --> 02:33:56.647]  Army kill team in Afghanistan posed for photos of murdered civilians.
[02:33:56.647 --> 02:33:59.649]  Der Spiegel is reporting that Obama is working behind the scenes.
[02:34:01.030 --> 02:34:05.154]  To try to suppress the photos and get them removed from Der Spiegel.
[02:34:05.154 --> 02:34:09.117]  Get them all up on Infowars.com guys right now.
[02:34:09.117 --> 02:34:10.638]  Just unbelievable photos.
[02:34:10.638 --> 02:34:23.949]  Look out if you don't want to see what looks like about a 10-year-old who's been murdered in plain clothes and jogging shorts and a t-shirt with US troops posing over there.
[02:34:24.730 --> 02:34:26.270]  They're white-tailed deer, I guess.
[02:34:26.270 --> 02:34:29.911]  They think that they've basically been hunting.
[02:34:29.911 --> 02:34:36.513]  This is the type of stuff that we're dealing with, and of course, Der Spiegel's only releasing some of the least horrific photos.
[02:34:36.513 --> 02:34:40.774]  But we're going to be talking to Dr. Tarpley here in just a moment.
[02:34:40.774 --> 02:34:46.315]  Before I go any further, I want to thank some of the sponsors that make this broadcast possible.
[02:34:46.315 --> 02:34:53.237]  One of them is Diamond Gusset Jeans, celebrating 25 years of Made in America high-quality regular jeans and motorcycle jeans and other apparel.
[02:34:54.431 --> 02:34:59.816]  You can get up to $55 off your purchase right now with a special they're running.
[02:34:59.816 --> 02:35:05.962]  Check it out at Gusset, G-U-S-S-E-T, gusset.com forward slash sale.
[02:35:05.962 --> 02:35:16.932]  By the way, they've promoted and bankrolled the production of an amazing country music CD and the hit single, Looking for America, went to number 17 on the country charts, the big country charts.
[02:35:17.352 --> 02:35:19.253]  So you can also get that CD there.
[02:35:19.253 --> 02:35:21.294]  Go to gusset.com forward slash sale.
[02:35:21.294 --> 02:35:25.035]  It's all about getting factories and business here in America.
[02:35:25.035 --> 02:35:27.636]  Gusset.com forward slash sale.
[02:35:27.636 --> 02:35:30.557]  Also, mysolarbackup.com.
[02:35:30.557 --> 02:35:32.918]  I believe in decentralized personal solar.
[02:35:32.918 --> 02:35:34.259]  I'm putting it in myself.
[02:35:34.259 --> 02:35:36.299]  High quality solar systems.
[02:35:36.299 --> 02:35:37.220]  Very inexpensive.
[02:35:37.220 --> 02:35:38.921]  Been sponsored for four years with this product.
[02:35:38.921 --> 02:35:39.981]  The listeners love it.
[02:35:39.981 --> 02:35:42.342]  Mysolarbackup.com or give them a call with any questions.
[02:35:42.842 --> 02:35:45.364]  Or to ask for a color brochure, 877-327-0365.
[02:35:45.364 --> 02:35:49.186]  They have it ready and available.
[02:35:49.186 --> 02:35:52.188]  Very inexpensive, very easy to use.
[02:35:52.188 --> 02:35:55.150]  877-327-0365, mysolarbackup.com.
[02:35:55.150 --> 02:35:58.192]  And finally, purewaterfreedom.com.
[02:35:58.192 --> 02:36:03.215]  I want to tell you about this great Made in America line of whole house tabletop under the sink.
[02:36:03.635 --> 02:36:07.536]  If you want to affordably remove fluoride from your tap water, visit PureWaterFreedom.com.
[02:36:07.536 --> 02:36:09.277]  They have a full line of household fluoride filters.
[02:36:09.277 --> 02:36:13.738]  You can even remove fluoride from every water source in your home with a whole house fluoride system.
[02:36:13.738 --> 02:36:20.240]  They have a wide variety of filters to remove all types of toxins from your water, including shower and bath filters.
[02:36:20.240 --> 02:36:23.602]  All their filters are made in the USA, which will anger globalists.
[02:36:23.602 --> 02:36:27.463]  Check out their banners at InfoWars.com or PrisonPlanet.com to take control of your
[02:36:28.163 --> 02:36:29.363]  Water supply today.
[02:36:29.363 --> 02:36:35.706]  That's purewaterfreedom.com or gusset.com forward slash sale or mysolarbackup.com.
[02:36:35.706 --> 02:36:40.147]  And also the purchase of books, videos, and t-shirts and the rest of it also funds our operation.
[02:36:40.147 --> 02:36:44.169]  If you believe in what we're doing, most revolutionaries rob banks and things to fund themselves.
[02:36:44.169 --> 02:36:45.149]  I know the founders did.
[02:36:45.149 --> 02:36:46.349]  I don't.
[02:36:46.349 --> 02:36:48.950]  I sell products, books, videos, things I believe in.
[02:36:48.950 --> 02:36:50.611]  And we hope you'll support us.
[02:36:50.611 --> 02:36:56.653]  Going now to Webster Griffin Tarbley who's written the unauthorized biography of Barack Obama, George Herbert Walker Bush,
[02:36:57.593 --> 02:37:15.549]  Uh, and who three years ago, before Obama even got in office, said this will be the kamikaze model of playing states off against each other, funding CIA, MI6, uh, groups trying to overthrow the Muslim nations, because this has all been stated as their plan, then coming in with air power behind them to back them up.
[02:37:15.549 --> 02:37:20.293]  What does this signify that Germany and Turkey have broken away from NATO?
[02:37:20.293 --> 02:37:22.896]  What does it signify for the first time ever to have the UN
[02:37:23.476 --> 02:37:30.421]  Issue the order and in less than 48 hours, about 26 hours, a tax could be launched with no congressional involvement.
[02:37:30.421 --> 02:37:32.463]  We're seeing some big moves here.
[02:37:32.463 --> 02:37:33.904]  What does it signify?
[02:37:33.904 --> 02:37:34.885]  Webster Griffin Tarpley.
[02:37:35.441 --> 02:37:59.760]  Well, I would say, first of all, that the fact that the NATO and Obama have had to use military force, they've had to bomb Libya back into the Stone Age with massacres of civilians, this is a defeat for them because their plan had been to use the model of the color revolution, the CIA people power coup, the National Endowment for Democracy push from behind the scenes,
[02:38:00.320 --> 02:38:00.760]  We're good to go.
[02:38:16.030 --> 02:38:20.736]  Uh, say is actually causing it, whereas of course it's not causing it, it's just window dressing.
[02:38:20.736 --> 02:38:22.979]  Something like this is going on in Yemen today.
[02:38:22.979 --> 02:38:32.132]  There's a military coup behind the scenes, some top general and a tribal leader have turned against the president of Yemen, and you have street demonstrations, but the reality is the coup.
[02:38:32.712 --> 02:38:34.954]  Now Obama is obviously embarrassed.
[02:38:34.954 --> 02:38:39.917]  You can see the sneaky, cowardly way that Obama started this war.
[02:38:39.917 --> 02:38:45.922]  Obama does not have the guts to give an Oval Office speech and look the American people in the eye.
[02:38:45.922 --> 02:38:46.963]  Like George W. Bush did!
[02:38:47.723 --> 02:38:51.625]  Yeah, even George W. Bush was a very blunt aggressor.
[02:38:51.625 --> 02:39:00.250]  He was an imperialist aggressor, and he made no bones about it, and he looked you in the eye and said, I'm an imperialist aggressor, but with Obama, it's all deception.
[02:39:00.250 --> 02:39:02.271]  And we have this charade going on.
[02:39:02.271 --> 02:39:02.851]  The U.S.
[02:39:02.851 --> 02:39:04.972]  is obviously the leading edge of the attack.
