[00:00:00.049 --> 00:00:01.415]  War on Corruption.
[02:21:44.396 --> 02:21:48.738]  The prices on Divor are so low our vendors won't let them be posted publicly.
[02:21:49.058 --> 02:21:51.199]  So you have to sign up to see the deals.
[02:21:51.559 --> 02:22:04.458]  Now through December 23rd, use the coupon code RADIO to save $10 off your first purchase at DeVore.com, or use the coupon code GCN to save 5% off most purchases at OpticsPlanet.com.
[02:22:06.724 --> 02:22:12.229]  There are limitless ways to go into business for yourself, but most involve substantial capital and risk.
[02:22:12.569 --> 02:22:15.691]  Our InfoWarsTeam.com operation is different.
[02:22:15.792 --> 02:22:27.101]  We promote premium quality health, energy, and skincare products using dynamic, caring personalities and state-of-the-art media technology to spread a powerful message of health.
[02:22:27.421 --> 02:22:29.522]  Wealth, longevity, and freedom.
[02:22:29.702 --> 02:22:36.927]  This low-cost business opportunity is designed for full-time or part-time so you can work as little or as much as you'd like.
[02:22:37.207 --> 02:22:39.488]  It is you that defines the reward level.
[02:22:39.608 --> 02:22:46.532]  Whether you are seeking a few hundred extra dollars per month or a six or even seven figure annual income, it's up to you.
[02:22:46.773 --> 02:22:47.673]  Want to find out more?
[02:22:47.693 --> 02:22:54.197]  Shoot an email with InfoWars Team in the subject line to InfoWars Team Coordinator, MZ, and tell him a little bit about yourself.
[02:22:54.437 --> 02:22:57.182]  That's the initials MZ and Infowarsteam.com.
[02:22:57.342 --> 02:22:59.606]  That's MZ and Infowarsteam.com.
[02:22:59.806 --> 02:23:03.532]  I only promote products that I truly believe in, and these are phenomenal.
[02:23:03.592 --> 02:23:06.077]  Whatever you do, visit Infowarsteam.com.
[02:23:07.637 --> 02:23:10.599]  What nutrition are you missing that's leading to the four major diseases?
[02:23:11.020 --> 02:23:13.862]  Cancer, arthritis, heart disease, and Parkinson's.
[02:23:14.162 --> 02:23:29.072]  There are at least 80,000 medical studies that show a lack of the protein glutathione to be linked to cancer, heart disease, Parkinson's, macular degeneration, lung disease, digestive diseases, diabetes, Alzheimer's, ALS, rheumatoid arthritis, and lupus.
[02:23:29.473 --> 02:23:30.493]  In all at least 68 diseases,
[02:23:31.394 --> 02:23:35.477]  What is the number one food by which your body is most empowered to increase its glutathione production?
[02:23:35.977 --> 02:23:38.779]  It is undamaged whey protein from grass-fed cows.
[02:23:39.420 --> 02:23:42.562]  One World Whey is truly the first undamaged whey protein.
[02:23:43.062 --> 02:23:46.725]  All other whey protein powders are damaged by heat, chemicals, and filtration.
[02:23:47.205 --> 02:23:47.906]  We're good to go.
[02:24:29.278 --> 02:24:30.278]  That's pretty dramatic.
[02:24:30.498 --> 02:24:32.759]  Welcome back to the Alex Jones Show.
[02:24:33.239 --> 02:24:35.360]  I'm filling in today for Alex.
[02:24:35.420 --> 02:24:43.443]  I'm Mike Adams, the Health Ranger Editor of NaturalNews.com and we are on to a list of the top things that we are thankful for on this Thanksgiving.
[02:24:43.503 --> 02:24:49.686]  Your calls are coming up and we've got Robert Scott Bell joining us by Skype and I am powered by chocolate superfood smoothie.
[02:24:50.186 --> 02:24:52.767]  Here it is in a canning jar.
[02:24:53.931 --> 02:24:55.032]  That's what I bring here every time.
[02:24:56.134 --> 02:24:59.617]  No, this is not a substance-enhanced performance unless you consider cacao.
[02:25:00.118 --> 02:25:04.483]  That's cocoa for those of you... It's cacao from South America.
[02:25:04.543 --> 02:25:07.766]  That is the only substance that I take before I do my shows here.
[02:25:08.688 --> 02:25:10.830]  Just good nutrition, good alkaloids in there.
[02:25:11.110 --> 02:25:14.494]  Helps protect brain function and neurological function.
[02:25:15.748 --> 02:25:17.109]  Just makes you feel good about being alive.
[02:25:17.149 --> 02:25:17.949]  What do you say, Robert?
[02:25:17.989 --> 02:25:19.170]  You happy to be alive today?
[02:25:19.911 --> 02:25:21.271]  Oh yeah, I'm grateful, absolutely.
[02:25:21.331 --> 02:25:26.314]  I was buzzing on Kakao the other day when I was interviewing the old Governor Jesse Ventura on the air.
[02:25:26.354 --> 02:25:28.876]  That was... Yeah, that was a great interview.
[02:25:28.916 --> 02:25:32.958]  He really unloaded and just did not censor himself at all.
[02:25:32.998 --> 02:25:35.280]  He had a story about Fox News and all kinds of stuff.
[02:25:35.811 --> 02:25:36.832]  Yeah, he had a blast.
[02:25:36.872 --> 02:25:37.733]  He really enjoyed it.
[02:25:37.853 --> 02:25:40.695]  I think, you know, that leads me to my second level of gratitude.
[02:25:40.715 --> 02:25:45.319]  And not that we're going to say one's more than another, but the second one here for me is the new media.
[02:25:45.419 --> 02:25:46.760]  And that includes you, Mike.
[02:25:46.800 --> 02:25:49.102]  It includes Alex Jones, Natural News, etc.
[02:25:49.463 --> 02:25:54.507]  And all of the people out there that have become the media through social networks, through blog sites, through everything.
[02:25:54.887 --> 02:26:06.595]  Because it is really a part of the next revolution, the awakening if you will, and you know the things that Jesse Ventura is doing and he was so giddy because you know we actually get to discuss things and not do sound bites.
[02:26:06.955 --> 02:26:10.838]  Talk, go in-depth on issues that you know I think there's a hunger for that.
[02:26:10.878 --> 02:26:18.523]  That's why the new media is growing, that's why Alex is growing so much that you know despite a bad economy out there, the thing is the hunger for this information and
[02:26:18.803 --> 02:26:24.768]  You know, there are a few people out there like yourself and Alex that are providing it, and we're doing our level best to get this information out there.
[02:26:24.808 --> 02:26:30.232]  So I'm very grateful that we're all doing this, and that includes all the people that think they're just listeners.
[02:26:30.252 --> 02:26:30.993]  They're more than that.
[02:26:31.033 --> 02:26:34.256]  They're taking this information, they're doing things with it that are extraordinary.
[02:26:35.377 --> 02:26:36.137]  They are, absolutely.
[02:26:36.177 --> 02:26:40.581]  The new media is going to be the future media, because the old media is the dead media.
[02:26:40.601 --> 02:26:41.762]  They're irrelevant!
[02:26:42.813 --> 02:26:58.823]  When people wake up, as they are doing now, they realize that the old media is just lying to them, or distracting them, or refusing to report the stories that they should be hearing about, like all the heavy metals in your copper pipes, in your lead pipes, in your food, in your children's toys, for example.
[02:26:58.863 --> 02:27:00.224]  Where's the reporting on that story?
[02:27:00.524 --> 02:27:02.746]  You won't see that in the mainstream media, typically.
[02:27:02.786 --> 02:27:04.247]  You'll only get it in places like this.
[02:27:04.827 --> 02:27:10.610]  Yeah, and much less the willingness to discuss natural options that are not approved of by the government.
[02:27:10.750 --> 02:27:18.693]  You know, that we would ever think that the government would have, you know, the ability to arbitrate and make a decision about what we put into our bodies or how we take things out of our bodies.
[02:27:19.193 --> 02:27:21.434]  I mean, it's a sorry state that we are in.
[02:27:21.494 --> 02:27:24.035]  I mean, these are the things I'm not really grateful for.
[02:27:24.395 --> 02:27:32.239]  But I acknowledge in my own life, Mike, and you know my story, having suffered through 24 years of chronic illness brought about by government medicine, monopoly medicine,
[02:27:32.939 --> 02:27:41.389]  If I had not suffered the way I did, I would not know a fraction of the things I know today to be able to communicate regularly through and being a part of the new media.
[02:27:41.469 --> 02:27:43.211]  So, suffering is not all bad.
[02:27:43.251 --> 02:27:44.533]  I don't wish it upon anybody.
[02:27:44.573 --> 02:27:47.877]  But at the same time, I learned a great deal because of the suffering I went through.
[02:27:48.479 --> 02:27:49.059]  Yeah, me too.
[02:27:49.179 --> 02:27:56.762]  I used to be borderline obese, diabetic, chronic pain, extremely difficult mental state.
[02:27:57.202 --> 02:28:01.584]  I went through a lot, and yeah, I got healed just like you got healed, and I'm thankful for that as well.
[02:28:02.164 --> 02:28:03.764]  Let me get to the second one on my list.
[02:28:04.225 --> 02:28:10.527]  This is an unusual choice, perhaps, and people might not be expecting this, and I do want to take your calls later on here shortly.
[02:28:11.127 --> 02:28:13.108]  But I want to thank my wife.
[02:28:13.629 --> 02:28:28.279]  I want to thank my wife and all the wives out there who, your wife, Robert, and Alex's wife, and Jesse Ventura's wife, and all the wives out there who understand the importance of what we do and support us in our efforts to be on the front lines.
[02:28:29.099 --> 02:28:33.000]  And to tell the truth, sometimes even at risk to our own safety.
[02:28:33.620 --> 02:28:33.820]  Yeah.
[02:28:34.300 --> 02:28:40.342]  Because we cannot do what we do without the support of the women in our households and the women in our communities.
[02:28:40.942 --> 02:28:54.346]  And I want to give a big shout out to all the women out there who are also patriots, who also support freedom, who support your husband's fights for freedom and for the future generations of America.
[02:28:54.906 --> 02:28:58.187]  Yeah, I will obviously second that or else I'll be in big trouble for my part.
[02:28:59.213 --> 02:29:00.413]  I set you up for that, Robert.
[02:29:00.834 --> 02:29:03.314]  No, but she, you know, honestly, it is that.
[02:29:03.595 --> 02:29:08.856]  They realize what we're doing and they stand behind us and give us strength and sustenance in so many ways.
[02:29:08.956 --> 02:29:10.997]  And I'll bless them, love them dearly.
[02:29:11.057 --> 02:29:15.659]  And even, you know, Carol Paul, who I've met, Ron Paul's wife of, what, 50 years or so now.
[02:29:16.399 --> 02:29:18.960]  Amazing woman standing, you know, beside her husband.
[02:29:19.000 --> 02:29:22.141]  And, you know, literally he's putting his life at risk by doing what he is doing.
[02:29:22.161 --> 02:29:23.641]  The more he gains traction.
[02:29:24.482 --> 02:29:28.383]  So, yes, a debt of gratitude that we owe to those women.
[02:29:28.943 --> 02:29:36.249]  And, you know, if I add something along that vein, I think one of the things more recently that I'm very grateful for are the Raw Milk Freedom Riders.
[02:29:36.289 --> 02:29:37.630]  These are also in the mom wide.
[02:29:37.710 --> 02:29:38.591]  Great moms.
[02:29:39.572 --> 02:29:40.112]  Yeah.
[02:29:40.893 --> 02:29:41.954]  We're getting ready to go to break, Robert.
[02:29:41.974 --> 02:29:42.614]  Sorry to cut you off.
[02:29:43.195 --> 02:29:48.079]  But we will be right back in a few minutes with more things to be thankful for, including taking your calls.
[02:29:48.119 --> 02:29:49.720]  I promise we'll get it working after this break.
[02:29:50.200 --> 02:29:52.722]  Stay with us right here on the Alex Jones Show.
[02:29:52.782 --> 02:29:54.384]  This is Mike Adams and we'll be right back.
[02:29:55.799 --> 02:29:58.786]  We're on the march, the empire's on the run.
[02:29:59.729 --> 02:30:02.395]  Alex Jones and the GCN Radio Network.
[02:30:07.702 --> 02:30:11.985]  Alex Jones here with vital information concerning our nation's fragile food supply.
[02:30:12.386 --> 02:30:18.270]  Folks, there are some truly dangerous trends forming, and I think it's important for my listeners to do three things right away.
[02:30:18.811 --> 02:30:20.572]  Number one, study the past.
[02:30:21.093 --> 02:30:22.854]  History really does repeat itself.
[02:30:23.495 --> 02:30:27.217]  Number two, learn to spot the dangerous food shortage trends.
[02:30:28.331 --> 02:30:30.593]  Number three, take decisive action.
[02:30:31.434 --> 02:30:34.696]  A perfect storm is brewing, or a global food crisis.
[02:30:35.257 --> 02:30:40.001]  That's why I'm telling everyone to read the new book, Rising Prices, Empty Shelves.
[02:30:40.321 --> 02:30:43.724]  Warning signs that trigger the deadliest famines in history.
[02:30:44.304 --> 02:30:47.167]  Don't get caught unprepared when the crisis hits.
[02:30:47.728 --> 02:30:51.692]  This book is only available at risingpricesemptyshelves.com.
[02:30:52.213 --> 02:30:56.478]  You'll also get a free copy of Supermarket Survival, How to Cut Your Grocery Bills in Half.
[02:30:57.138 --> 02:31:01.263]  Again, that website is risingpricesemptyshelves.com.
[02:31:01.784 --> 02:31:03.946]  That's risingpricesemptyshelves.com.
[02:31:06.837 --> 02:31:21.313]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[02:31:22.314 --> 02:31:25.998]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[02:31:27.000 --> 02:31:39.010]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[02:31:39.751 --> 02:31:47.016]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[02:31:47.717 --> 02:31:57.302]  Be sure to watch our new 7 minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[02:31:58.082 --> 02:32:01.344]  As well, we are always ready to answer any questions you may have.
[02:32:02.004 --> 02:32:05.126]  That's www.SilverLungs.com.
[02:32:05.805 --> 02:32:11.509]  Hey folks, this is Crazy Melvin for eFoods Direct, and I'm slashing prices to get you the best deals on your food supply!
[02:32:11.710 --> 02:32:19.656]  Call now and save, save, save on a 25-year food supply that can save your life when disaster strikes, because it will strike and it will smack you right upside the head, so keep-
[02:32:20.523 --> 02:32:21.544]  Wait a minute, Melvin.
[02:32:21.685 --> 02:32:24.328]  I know eFoodsDirect and they're not full of hype like you.
[02:32:24.588 --> 02:32:29.415]  eFoodsDirect goes to great lengths to ensure you get the best ingredients full of nutrition and flavor.
[02:32:29.595 --> 02:32:30.536]  They are the real deal.
[02:32:30.696 --> 02:32:32.298]  Melvin, you're right about one thing, though.
[02:32:32.378 --> 02:32:38.887]  For Black Friday weekend, eFoods will save you 30% off anything on their website at eFoodsDirect.com slash Alex.
[02:32:39.147 --> 02:32:40.708]  Now that's a deal with no hype.
[02:32:40.788 --> 02:32:48.232]  Call 800-409-5633 or go to efoodsdirect.com slash alex and save 30% off your entire order.
[02:32:48.352 --> 02:32:51.454]  This deal only lasts through Monday, November 28th, so call now.
[02:32:51.534 --> 02:32:56.736]  Call 800-409-5633 or go to efoodsdirect.com slash alex.
[02:32:56.936 --> 02:32:59.378]  Remember, 30% off this Black Friday weekend.
[02:32:59.458 --> 02:33:03.440]  Leave the hype to Crazy Melvin because you can bet your life on efoods direct.
[02:33:18.953 --> 02:33:20.495]  Don't want no shackles.
[02:33:22.477 --> 02:33:24.519]  Don't want no shackles on me.
[02:33:25.279 --> 02:33:27.241]  Don't want no shackles on me.
[02:33:27.261 --> 02:33:28.222]  Don't want no shackles on me.
[02:33:39.315 --> 02:33:53.548]  For being a listener and a supporter of InfoWars.com and the Alex Jones Show and all the great heroes and patriots out there who quite literally sacrifice their time, time with families often, to bring you this information.
[02:33:53.568 --> 02:34:01.175]  And thank you all of you out there for playing your part and sharing the information and doing the tweets and doing the Facebook posts.
[02:34:01.935 --> 02:34:11.571]  And linking to the stories on InfoWars and donating money during the recent money bomb and everything that you do to keep this operation running and just kicking it out there.
[02:34:11.591 --> 02:34:12.052]  We are, we are...
[02:34:13.410 --> 02:34:18.554]  Yeah, we're hitting it hard because it is no time.
[02:34:18.714 --> 02:34:19.395]  No time to rest.
[02:34:19.795 --> 02:34:20.676]  Tyranny is upon us.
[02:34:21.477 --> 02:34:27.862]  Freedom is within our reach, but only if we stand up right now and do what is necessary to protect it and restore it.
[02:34:28.142 --> 02:34:30.504]  And we are joined right now by Robert Scott Bell.
[02:34:30.524 --> 02:34:32.126]  We've also got callers waiting on the line.
[02:34:32.166 --> 02:34:34.147]  And Robert, would you be okay?
[02:34:34.308 --> 02:34:35.469]  How about we take a call right now?
[02:34:36.195 --> 02:34:37.037]  Sure, yeah, absolutely.
[02:34:37.318 --> 02:34:37.879]  Love it.
[02:34:38.220 --> 02:34:39.823]  Alright, let's go to Richard in Washington.
[02:34:39.903 --> 02:34:43.230]  Richard, you're on the air with Mike Adams and Robert Scott Bell.
[02:34:43.250 --> 02:34:43.752]  How you doing?
[02:34:44.513 --> 02:34:44.974]  Real good.
[02:34:45.054 --> 02:34:45.596]  Great show.
[02:34:46.466 --> 02:34:47.847]  You guys kind of touched on the thing.
[02:34:47.887 --> 02:35:00.151]  I find it highly ironic that an MD, an allopathic practitioner, who both doctors and dentists plug the body full of toxicity, is worried about the environmental sources of this toxicity.
[02:35:00.992 --> 02:35:03.993]  You know, I find that really totally ironic.
[02:35:04.593 --> 02:35:14.277]  But the point I majorly wanted to make was, and Robert can touch on this also, the energetic aspect is, if you study our anthropology when we were hunter-gatherers,
[02:35:14.918 --> 02:35:18.683]  We didn't cook our proteins and fats above body temperature.
[02:35:18.703 --> 02:35:23.829]  You know, we may have put them over an open fire or whatever, but essentially our proteins and fats were in a raw form.
[02:35:24.610 --> 02:35:27.374]  And putting, each of us has a choice, putting
[02:35:28.174 --> 02:35:28.914]  Yes, I am.
[02:35:46.421 --> 02:35:57.508]  Yeah, I've heard, I've heard talk, you know, a lot of, a lot of people talking about that, and I appreciate your comments, and it is, first about, you mentioned about the doctor we had on earlier.
[02:35:57.548 --> 02:36:15.060]  Yeah, it's interesting, but we've got to give credit to those MDs who do veer off the, the path of just poisoning people, and who start to look at the causes of disease and work on preventing it, and, and, you know, that doctor, Dr. Lonky, is willing to put his book out there, Invisible Killers, a book that is not going to be well-liked by the kids.
[02:36:15.260 --> 02:36:24.724]  No, no.
[02:36:25.604 --> 02:36:30.827]  What everybody's worried about is bacteria, moles, and funguses.
[02:36:30.907 --> 02:36:37.750]  But if you actually are in the parasympathetic state and you secrete hydrochloric acid, that's nothing more than food.
[02:36:38.150 --> 02:36:41.011]  It's only because we eat so many carbohydrates and have destroyed
[02:36:41.630 --> 02:36:49.914]  The parasympathetic state and our secretion of hydrochloric acid, that we are no longer able to digest the raw proteins and fats and utilize those for food.
[02:36:50.375 --> 02:37:05.682]  There's a whole modern perspective that is challenging our system and instead of addressing what we should be doing naturally in our eating habits, we essentially deal with the unnatural situation we've developed and claim that's the problem.
[02:37:06.323 --> 02:37:10.705]  All you have to do is look at the physiology and you'll find out that we're being miseducated.
[02:37:11.328 --> 02:37:12.369]  Very good points, Richard.
[02:37:12.689 --> 02:37:14.150]  Robert, what's your take on that?
[02:37:14.170 --> 02:37:21.735]  I mean, personally, I'm not going to eat raw meat, but I do eat mostly, really, I don't know, 50% raw diet, let's say, but it's plants, not meat.
[02:37:21.776 --> 02:37:22.636]  What's your take on it, Robert?
[02:37:23.197 --> 02:37:30.282]  It is fascinating, and the caller does bring up a good point, and that is that we have such gastrointestinal insufficiencies,
[02:37:30.862 --> 02:37:35.966]  We've got a ways to go back to where we have the strength or what I call the scenic condition.
[02:37:59.062 --> 02:38:11.790]  You know, as we talk as a homeopath here, to be able to withstand and interact with the microbial world without, you know, it's like the Superman concept of being able to walk through walls of microbes and basically be untouched by it because we are so strong and healthy.
[02:38:12.351 --> 02:38:15.273]  Very few people now in the West have that level of strength.
[02:38:15.593 --> 02:38:18.215]  You know, funny, I was mentioning the raw milk freedom ride.
[02:38:18.255 --> 02:38:18.695]  I was there.
[02:38:18.755 --> 02:38:21.797]  Max Kane, who you know, we talked about, is a big proponent.
[02:38:21.817 --> 02:38:24.159]  They're wanting to do another one from Wisconsin to Chicago.
[02:38:24.779 --> 02:38:32.542]  And he literally had, you know, basically a bunch of ground, I don't know if it was beef, buffalo, or sheep, and he was eating it raw.
[02:38:32.602 --> 02:38:33.202]  I witnessed this.
[02:38:33.642 --> 02:38:35.623]  Had no problem.
[02:38:36.163 --> 02:38:37.544]  He was not contaminated.
[02:38:37.584 --> 02:38:46.227]  He didn't fall dead of an infection, a sepsis, or whatever, but he had worked his way back into that level of strength and vitality to be able to eat raw as we did once in the wild.
[02:38:47.187 --> 02:38:50.948]  But to do so as a typical American now could be very dangerous and deadly.
[02:38:50.968 --> 02:38:51.268]  Alright.
[02:38:51.288 --> 02:38:52.909]  We have to work our way back into that.
[02:38:53.049 --> 02:38:55.930]  Yeah, I am not doing the raw meat thing, folks.
[02:38:56.010 --> 02:38:59.690]  I'm gonna cook it, even if I have to set the turkey on fire.
[02:39:00.790 --> 02:39:05.351]  But I'm gonna have a free-range turkey, some free-range turkey meat this holiday season.
[02:39:05.371 --> 02:39:06.631]  But good points on both sides.
[02:39:06.651 --> 02:39:07.672]  Thanks for your call, Richard.
[02:39:07.732 --> 02:39:08.472]  Much appreciated.
[02:39:08.772 --> 02:39:10.452]  Let's go to Ralph in Texas.
[02:39:10.992 --> 02:39:13.773]  Ralph, you're on the air with Mike Adams and Robert Scott Bell.
[02:39:13.813 --> 02:39:14.173]  How you doing?
[02:39:14.193 --> 02:39:15.893]  Hey, I'm doing great.
[02:39:16.733 --> 02:39:17.473]  Yeah, how can we help you?
[02:39:17.493 --> 02:39:17.993]  What's on your mind?
[02:39:18.013 --> 02:39:18.053]  Hi.
[02:39:19.094 --> 02:39:20.854]  I just read a report.
[02:39:22.543 --> 02:39:27.146]  With some statistics saying that one in five Americans are on anti-psychotic drugs.
[02:39:27.446 --> 02:39:30.569]  Yeah, one in four women, and one in five overall.
[02:39:32.070 --> 02:39:43.678]  And I find this concerning, but I wanted to get your take on the role the pharmaceutical industry is playing in this New World Order plan, and yeah.
[02:39:46.141 --> 02:39:52.167]  Well, I think if you suffer from concern, that is a psychiatric condition requiring pharmaceutical treatment.
[02:39:52.207 --> 02:39:52.968]  Isn't that right, Robert?
[02:39:52.988 --> 02:39:54.710]  This caller needs some treatment.
[02:39:54.750 --> 02:39:55.751]  We should send him to a pharmacy.
[02:39:55.771 --> 02:40:00.076]  Put some through the phone lines for him immediately, because we can't have him raising such questions.
[02:40:00.757 --> 02:40:03.539]  I mean, in fact, the answer to the question is it's essential.
[02:40:03.740 --> 02:40:07.303]  Without the pharmaceutical industrial complex, the New World Order is not possible.
[02:40:07.924 --> 02:40:24.507]  Because their ability to dampen the consciousness, weaken the will, is essential for the takeover, for the people to be sheeple, as many of the Americans have become, and old people around the world, in Europe, but we've seen it recently as well, with the attack on supplements and other things, now that water can't hydrate you in Europe.
[02:40:27.116 --> 02:40:28.676]  As a species, if this is the case.
[02:40:29.057 --> 02:40:31.017]  Oh yeah, I forgot to even cover the water story.
[02:40:31.057 --> 02:40:34.778]  What about the woman who had her buttocks injected with fix-a-flat tire inflator?
[02:40:34.798 --> 02:40:35.519]  That's a good one too.
[02:40:36.019 --> 02:40:46.062]  But more to your point, Collar, look, don't forget that the psychiatric industry has defined another disease as oppositional defiance disorder, ODD.
[02:40:46.562 --> 02:40:49.463]  So if you disagree with the globalist agenda, you now have a disease.
[02:40:49.503 --> 02:40:50.323]  What do you think about that?
[02:40:50.423 --> 02:40:52.304]  I think you might be diagnosed with that.
[02:40:52.424 --> 02:40:53.144]  What's your take, Ralph?
[02:40:54.901 --> 02:41:03.109]  Well, I think there's a concerted effort to really ruin the psyche of all Americans and to whose benefit.
[02:41:04.511 --> 02:41:09.356]  I think there's a lack of awareness, but you guys are doing a great job.
[02:41:09.376 --> 02:41:14.220]  Maybe you guys could recommend some books on holistic health.
[02:41:16.658 --> 02:41:17.138]  Sure, yeah.
[02:41:17.618 --> 02:41:20.419]  Well, I like Elson Haas as an author.
[02:41:20.459 --> 02:41:21.720]  He's got some great books out there.
[02:41:21.960 --> 02:41:23.120]  H-A-A-S.
[02:41:23.660 --> 02:41:27.401]  You could also study the DSM-IV, the Psychiatric Bible.
[02:41:27.441 --> 02:41:29.842]  That would give you more... I say that in jest.
[02:41:30.122 --> 02:41:31.843]  Robert, what do you recommend as a good overall book?
[02:41:32.483 --> 02:41:33.484]  That's a horrific read.
[02:41:33.684 --> 02:41:53.895]  I think from a wake-up call perspective, I always come back to our good friend Dr. Carolyn Dean and her books, particularly the one Death by Modern Medicine, because when you realize the holocaust that is in place due to FDA-sanctioned, government-sanctioned, licensed, and monopolized drugs, that's, you know, a big step to say, alright, instead of reaching for the medicine cabinet, instead of going to the doctor,
[02:41:54.696 --> 02:41:56.898]  Including the pediatricians, the children's doctors.
[02:41:57.278 --> 02:41:58.359]  You know, it's a horrific thing.
[02:41:58.379 --> 02:42:04.125]  You know, if you think about it, these doctors, all they do are drug and inject children.
[02:42:04.265 --> 02:42:11.592]  I mean, it should be... I'm not into banning professions, but the way they behave, I would almost say we could get rid of pediatricians and we'd have much healthier children at this point.
[02:42:11.872 --> 02:42:12.933]  Oh yeah, that's totally true.
[02:42:12.953 --> 02:42:16.535]  Yeah, the last thing you want to do is take your child to a conventional pediatrician.
[02:42:16.835 --> 02:42:25.219]  Because if they diagnose your child with cancer, which a lot of times is a false positive, and if you don't subject your child to that chemotherapy, they will have you arrested!
[02:42:25.700 --> 02:42:27.400]  And your child taken away by CPS.
[02:42:27.741 --> 02:42:29.882]  We've reported on it multiple times!
[02:42:30.387 --> 02:42:30.827]  That's right.
[02:42:31.328 --> 02:42:33.109]  Okay, thank you, caller, for your call.
[02:42:33.149 --> 02:42:33.890]  Very, very good points.
[02:42:33.950 --> 02:42:38.514]  Robert, let's get the third item on your list, otherwise we're never going to finish our list here today.
[02:42:38.554 --> 02:42:39.795]  What do you got, number three?
[02:42:40.336 --> 02:42:42.357]  Well, I mentioned the Raw Milk Freedom Riders.
[02:42:42.377 --> 02:42:53.327]  I just want to say, you know, the farmers and the fellow healers out there that are standing basically up for their right to bring the healing that's necessary, even though it's not approved by government.
[02:42:53.987 --> 02:42:56.950]  Those that are basically saying, here I am, come and get me.
[02:42:58.391 --> 02:43:02.294]  Encouraging people to go get arrested, but at the same point in time, they can't arrest everybody.
[02:43:02.774 --> 02:43:21.386]  So I'm still waiting to where I can say I'm grateful for the dietary supplement industry, because until they stand up, all of them en masse together, and say, here we are, we're doing what is right, we are not harming anybody, you have no authority to come and make us do the things you're trying to make us do to destroy our industry and the good products that we're providing.
[02:43:23.107 --> 02:43:26.129]  Having said that, the farmers out there that are going to be teaching
[02:43:26.929 --> 02:43:31.373]  All of us that have not been in that farm community to grow our own food again.
[02:43:31.733 --> 02:43:33.134]  I mean, that's the gratitude coming out.
[02:43:33.174 --> 02:43:43.283]  That's the thanksgiving I have and I have the message for them to please be vocal, outspoken, stand up and begin to offer your, you know, your skills to others because we desperately need that out there.
[02:43:43.948 --> 02:43:44.908]  Well said, Robert.
[02:43:44.968 --> 02:43:46.449]  You must be reading my mind yet again.
[02:43:46.489 --> 02:43:47.489]  I have a related item.
[02:43:47.809 --> 02:43:53.071]  The third item on my list to be thankful for this Thanksgiving Day is none other than dirt.
[02:43:53.771 --> 02:43:58.852]  Yes, dirt and soil, without which we would have no civilization on our planet.
[02:43:59.452 --> 02:44:02.353]  Soils are eroding and disappearing at a record pace.
[02:44:02.673 --> 02:44:04.054]  The food supply is going to be threatened.
[02:44:04.494 --> 02:44:08.335]  And I am currently on a ranch near Austin that has dirt.
[02:44:08.735 --> 02:44:11.556]  In fact, before coming on the show today, I was on a John Deere tractor.
[02:44:12.276 --> 02:44:16.301]  And sometimes after the show, people say, hey Mike, how do you make your skin look so good on camera?
[02:44:16.321 --> 02:44:17.542]  Do you have a makeup artist?
[02:44:17.903 --> 02:44:22.168]  No, it's a thin layer of grime and clay from the dirt on the ranch.
[02:44:22.629 --> 02:44:23.730]  Makeup by John Deere.
[02:44:23.870 --> 02:44:24.931]  That's what I got going on here.
[02:44:25.609 --> 02:44:30.772]  But, truly, without D.I.R.T., we wouldn't have anything in our... And where does D.I.R.T.
[02:44:30.792 --> 02:44:31.133]  come from?
[02:44:31.693 --> 02:44:32.073]  Where does D.I.R.T.
[02:44:32.093 --> 02:44:32.333]  come from?
[02:44:32.654 --> 02:44:34.215]  Ultimately, we've got to thank the Creator.
[02:44:34.555 --> 02:44:35.956]  We've got to thank Mother Nature.
[02:44:35.976 --> 02:44:36.716]  We've got to thank God.
[02:44:36.756 --> 02:44:38.317]  We've got to thank the higher powers as well.
[02:44:38.337 --> 02:44:41.019]  But I know our list is focused on more of the mundane things.
[02:44:41.639 --> 02:44:43.200]  Robert, you okay if we take another call?
[02:44:43.761 --> 02:44:44.341]  Yeah, absolutely.
[02:44:44.361 --> 02:44:45.582]  Having a good time with you, as always.
[02:44:45.682 --> 02:44:49.324]  Alright, Janice from Texas, thank you for holding and you are on the air.
[02:44:49.364 --> 02:44:49.945]  Go ahead, please.
[02:44:51.164 --> 02:44:51.584]  Hi, Mike.
[02:44:51.624 --> 02:44:52.185]  Hi, Robert.
[02:44:53.266 --> 02:44:54.206]  Things to be thankful for.
[02:44:54.327 --> 02:45:02.033]  I'm thankful for guys like you who teach self-empowerment and not dependence of big pharma.
[02:45:02.373 --> 02:45:05.656]  I mean, because that's all they do is teach dependence.
