[00:00:00.009 --> 00:00:00.749]  Radio Network.
[03:21:15.872 --> 03:21:21.177]  If you read the report, Midas Resources will send you a free Walking Liberty Silver Half Dollar.
[03:21:21.458 --> 03:21:22.499]  So, what are you waiting for?
[03:21:22.759 --> 03:21:27.507]  Get the facts and call Midas Resources toll free at 888-292-2709.
[03:21:27.767 --> 03:21:31.613]  That's 888-292-2709.
[03:21:31.854 --> 03:21:37.223]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty Silver Half Dollar.
[03:21:44.145 --> 03:21:45.286]  A very wealthy U.S.
[03:21:45.326 --> 03:21:52.032]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[03:21:52.292 --> 03:21:54.574]  He says it will change everything about our lives.
[03:21:54.854 --> 03:22:00.059]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[03:22:00.259 --> 03:22:03.060]  Now, this man has made some outrageous predictions over the years.
[03:22:03.200 --> 03:22:05.340]  The crazy part is, he's usually right.
[03:22:05.520 --> 03:22:11.501]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[03:22:11.821 --> 03:22:15.022]  In fact, Barron's called his work a dire prophecy.
[03:22:15.202 --> 03:22:20.763]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[03:22:21.023 --> 03:22:22.344]  And it's a real eye-opener.
[03:22:22.664 --> 03:22:23.884]  I can't stress this enough.
[03:22:23.984 --> 03:22:26.525]  You should at least watch this free video online today.
[03:22:26.665 --> 03:22:28.085]  He explains everything you need to know.
[03:22:28.365 --> 03:22:30.706]  Including simple steps you can take to protect yourself.
[03:22:44.727 --> 03:22:47.290]  New year, new way to smoke, and it's Totally Wicked!
[03:22:47.570 --> 03:22:52.596]  Introducing Totally Wicked e-liquid electronic cigarettes, the highest quality e-cigarettes in the world.
[03:22:52.757 --> 03:23:01.487]  With Totally Wicked e-liquid cigarettes, there's no flame, no secondhand smoke, no carbon monoxide, no tar, no unsightly brown teeth or fingers, and no lingering smell.
[03:23:01.707 --> 03:23:05.388]  Totally Wicked e-liquid cigarettes have a battery charge that lasts up to 8 hours.
[03:23:05.648 --> 03:23:11.569]  Plus, with the Totally Wicked Tornado model, the average pack-a-day smoker is likely to save over $1,000 a year.
[03:23:11.829 --> 03:23:14.130]  The Totally Wicked Tornado provides a storm of vapor.
[03:23:14.310 --> 03:23:16.970]  See it at totallywicked-eliquid.com.
[03:23:17.190 --> 03:23:19.631]  That's totallywicked-eliquid.com.
[03:23:19.931 --> 03:23:20.351]  Or call 888-761-9425.
[03:23:20.411 --> 03:23:22.112]  Get a 15% discount with promo code GCNLIVE.
[03:23:22.152 --> 03:23:23.172]  Go to totallywicked-eliquid.com.
[03:23:28.513 --> 03:23:30.274]  Or call 888-761-9425.
[03:23:30.874 --> 03:23:32.995]  That's 888-761-9425.
[03:23:33.315 --> 03:23:37.077]  Or online at totallywicked-eliquid.com.
[03:23:37.237 --> 03:23:38.858]  Totally Wicked E-Liquid Cigarettes.
[03:23:39.098 --> 03:23:41.299]  The next generation of alternative smoking.
[03:23:45.319 --> 03:24:10.105]  Before you slip into unconsciousness I'd like to have another kiss Another flashing chance at bliss Another kiss
[03:24:20.442 --> 03:24:35.355]  Going up at Infowars.com the next 10-15 minutes is going to be Max Keiser's latest special on Monsanto that is very avant-garde for something like RT.
[03:24:35.415 --> 03:24:38.558]  I mean for mainline television it is pretty...
[03:24:39.719 --> 03:24:45.022]  Risque, because they are a litigious lot to say the least.
[03:24:45.762 --> 03:24:47.003]  But Max Keiser is our guest.
[03:24:47.023 --> 03:24:55.727]  We're going to take a few more calls and then in our final segment with Max, we're going to get more into some other news items I want to raise and other points that he thinks is important on the radar for 2011.
[03:24:58.468 --> 03:25:00.530]  Again, if you don't know who I am, I'm Alex Jones.
[03:25:00.550 --> 03:25:03.853]  If you're driving along listening to us for the first time, I'm a syndicated radio host.
[03:25:03.873 --> 03:25:05.474]  I've been on air now almost 16 years.
[03:25:06.175 --> 03:25:07.896]  And, of course, I'm a documentary filmmaker.
[03:25:08.176 --> 03:25:12.900]  And our news websites are InfoWars.com, PrisonPlanet.com, and PrisonPlanet.tv.
[03:25:12.960 --> 03:25:20.887]  Max Keiser is the inventor of the Hollywood Stock Exchange Predictive Trading System, widely used in a lot of other systems today.
[03:25:20.907 --> 03:25:26.151]  He also has hosted TV shows in the U.S., England, you name it.
[03:25:26.591 --> 03:25:30.292]  Hi Alex, it's so great to talk to you and thank you to you and Max and everybody on your team.
[03:25:54.150 --> 03:25:56.051]  Super empowering and inspirational.
[03:25:56.271 --> 03:25:59.813]  My family and I have been following you for six years now.
[03:26:00.753 --> 03:26:06.977]  And I called today, I just wanted to let you know about our efforts in the Infowar.
[03:26:07.497 --> 03:26:17.982]  My daughter is eight years old and we talked about it and decided that out of all the issues that you cover, chemtrails have been the most obvious.
[03:26:18.402 --> 03:26:19.323]  Everybody can see it.
[03:26:19.503 --> 03:26:21.424]  You know, all you got to do is walk outside and look up
[03:26:22.239 --> 03:26:29.823]  And she decided to make bracelets in an effort to fund the Coalition Against Geoengineering.
[03:26:29.843 --> 03:26:33.444]  And she has a little Etsy page.
[03:26:33.524 --> 03:26:37.106]  It's called blueskybracelets.etsy.com.
[03:26:38.127 --> 03:26:40.788]  And I just wanted to let you and your listeners know about that.
[03:26:42.075 --> 03:26:44.197]  Hopefully we'll raise some awareness.
[03:26:56.946 --> 03:27:07.433]  And Bill Gates has bought heavily into it, and we know that they can manipulate the weather, and Max, there's a lot of evidence that they are already engaging in drought creation and other things.
[03:27:07.733 --> 03:27:22.202]  We know the CIA's been caught releasing insects, you name it, different bacterial or fungus infections, and there's a lot of evidence that we're under attack here as well, not just by government, but big agribusiness.
[03:27:22.242 --> 03:27:23.483]  Max Keiser, appreciate the call, Sonny.
[03:27:24.800 --> 03:27:29.143]  Geoengineering is obviously a disaster.
[03:27:29.223 --> 03:27:37.069]  I mean, the same people who are destroying the geology and the environment, how are they going to come up with a plan to reverse it?
[03:27:37.129 --> 03:27:38.190]  You know, it's ridiculous.
[03:27:38.830 --> 03:27:43.514]  Let me make two or three quick points, if I might, on the trend watch.
[03:27:47.305 --> 03:27:47.846]  Well, you know what?
[03:27:47.926 --> 03:27:49.027]  I would love to know what it is.
[03:27:49.067 --> 03:27:51.750]  We've got to reconnect again for the final segment coming up.
[03:27:52.130 --> 03:27:56.935]  You've been with us for an hour now, or over an hour, and your phone faded out once.
[03:27:56.955 --> 03:27:57.876]  Now it's doing it again.
[03:27:58.257 --> 03:28:02.481]  So we're going to call you right back, Max, with a fresh line, because I want to hear these trends.
[03:28:02.501 --> 03:28:05.244]  We're not going to just get your predictions, but your trends.
[03:28:08.186 --> 03:28:12.348]  2011 coming up, and what people can individually do to respond to all this corruption.
[03:28:12.948 --> 03:28:23.592]  And there's now a new video out that we've got up on InfoWars.com and PrisonPlanet.com that I'm really hot to play after Max leaves us, coming up here in about 15 minutes or so.
[03:28:23.612 --> 03:28:27.774]  I want to play this video slash audio on air for all the listeners.
[03:28:28.154 --> 03:28:32.375]  But while we're waiting for Max to come back, let's get John in Georgia on.
[03:28:32.455 --> 03:28:33.296]  John, you're on the air.
[03:28:33.336 --> 03:28:33.696]  Go ahead.
[03:28:35.333 --> 03:28:36.573]  Hello Alex, how are you doing?
[03:28:36.754 --> 03:28:37.734]  I'm doing alright, sir.
[03:28:38.554 --> 03:28:43.016]  Good, I'm a long-time listener and long-time researcher and first-time caller.
[03:28:44.296 --> 03:28:49.799]  First of all, I wanted to make a couple of real quick points to Max Keiser, if he's back on.
[03:28:51.019 --> 03:28:56.361]  He mentioned the pollution, you know, involved with the bird incident.
[03:28:56.401 --> 03:29:03.844]  I wanted to just mention that the biggest polluters in history, of course, have traditionally been totalitarian governments.
[03:29:04.938 --> 03:29:06.320]  Yeah, look at Russia.
[03:29:07.021 --> 03:29:07.642]  Look at China.
[03:29:07.662 --> 03:29:08.804]  I mean, it's just, it's classic.
[03:29:09.741 --> 03:29:10.241]  Exactly.
[03:29:10.281 --> 03:29:23.904]  And the second point was he had advised some young, aspiring young journalist to purchase a new dictionary and I would revise that to say he needs to buy an 1848 Webster's Dictionary and he might get some accurate definition.
[03:29:24.025 --> 03:29:25.925]  I tell you what, John, stay there.
[03:29:26.025 --> 03:29:30.886]  Not only is John cogent and focused and well-spoken, he has something I don't ever really hear anymore.
[03:29:30.926 --> 03:29:32.547]  A telephone I can actually understand.
[03:29:32.587 --> 03:29:34.087]  This is magic right now.
[03:29:34.687 --> 03:29:35.567]  We're on the march.
[03:29:36.087 --> 03:29:37.588]  The Empire's on the run.
[03:29:38.616 --> 03:29:41.418]  Alex Jones and the GCN Radio Network.
[03:29:44.401 --> 03:29:48.264]  Your natural organic herbal formula for heart health is Heart and Body Extract.
[03:29:48.324 --> 03:29:52.107]  My name is Span and I'm 68 years old and I live in Vermont.
[03:29:52.512 --> 03:29:56.975]  In the spring of 2003, I started to have problems with my heart.
[03:29:57.236 --> 03:29:59.177]  It felt like my heart was pounding.
[03:29:59.337 --> 03:30:00.638]  Made me feel breathless.
[03:30:01.039 --> 03:30:05.082]  I tried many, many different things to try to get some help for myself.
[03:30:05.482 --> 03:30:06.503]  Nothing did anything.
[03:30:06.583 --> 03:30:10.526]  Heart and Body Extract is very powerful, very effective, and works quickly.
[03:30:10.546 --> 03:30:14.008]  I saw one of Sharon's ads and ordered Heart and Body Extract.
[03:30:14.669 --> 03:30:17.311]  I noticed a difference quickly, within days.
[03:30:17.751 --> 03:30:22.375]  The episodes became less frequent and by a month I completely vanished.
[03:30:22.776 --> 03:30:25.358]  Usually you find a 30-day or 60-day guarantee.
[03:30:25.578 --> 03:30:30.183]  Heart and Body Extract comes with a lifetime 100% ironclad money-back guarantee.
[03:30:30.363 --> 03:30:32.525]  Details at HBextract.com or call 866-295-5305.
[03:30:32.565 --> 03:30:32.885]  Call 866-295-5305.
[03:30:32.905 --> 03:30:34.386]  866-295-5305 for Heart and Body Extract.
[03:30:44.975 --> 03:30:48.619]  Hundreds of nations have fallen to tyranny in the last century alone.
[03:30:48.999 --> 03:30:52.003]  This is our last chance to not relive history.
[03:30:52.243 --> 03:30:57.008]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[03:30:57.028 --> 03:31:03.255]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[03:31:03.435 --> 03:31:05.678]  I think it's incumbent upon all of us
[03:31:06.138 --> 03:31:06.378]  Tim Geithner?
[03:31:06.398 --> 03:31:06.578]  Bernanke?
[03:31:06.598 --> 03:31:06.958]  They're arsonists!
[03:31:07.018 --> 03:31:07.659]  They're asking for more matches!
[03:31:07.739 --> 03:31:09.419]  And the Congress is saying, who do we make the check out to?
[03:31:25.106 --> 03:31:32.050]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the republic.
[03:31:32.370 --> 03:31:41.496]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[03:31:43.377 --> 03:31:44.639]  Hi, this is Alex Jones.
[03:31:44.679 --> 03:31:50.026]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[03:31:50.266 --> 03:31:54.912]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[03:31:55.292 --> 03:31:55.693]  It's true.
[03:31:55.773 --> 03:32:00.338]  Seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[03:32:00.859 --> 03:32:05.540]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[03:32:06.081 --> 03:32:08.001]  They call it a survival seed bank.
[03:32:08.401 --> 03:32:13.003]  And it can produce an endless supply of nutrient-dense food for you and your family.
[03:32:13.203 --> 03:32:14.103]  And here's the best part.
[03:32:14.323 --> 03:32:17.064]  These seeds have not been genetically modified in any way.
[03:32:17.084 --> 03:32:20.665]  And you actually get enough seeds to plant a full acre crisis garden.
[03:32:21.005 --> 03:32:23.826]  So visit them today at survivalseedbank.com.
[03:32:24.186 --> 03:32:26.066]  That's survivalseedbank.com.
[03:32:26.407 --> 03:32:27.327]  Or give them a call at 877-327-0365.
[03:32:27.347 --> 03:32:27.527]  That's 877-327-0365.
[03:32:27.547 --> 03:32:30.488]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[03:32:30.988 --> 03:32:32.748]  This is Alex Jones for survivalseedbank.com.
[03:33:00.899 --> 03:33:12.263]  Look, we talk about a lot of negative stuff here.
[03:33:13.844 --> 03:33:15.545]  But that overall is positive.
[03:33:15.765 --> 03:33:20.106]  If we don't expose the bad, then we can't protect the good.
[03:33:20.686 --> 03:33:21.667]  And I just want to say this.
[03:33:21.707 --> 03:33:22.967]  We have a wonderful planet.
[03:33:23.387 --> 03:33:24.928]  There are so many good people.
[03:33:25.428 --> 03:33:29.630]  There are so many beautiful and wonderful and honorable things in this world.
[03:33:30.566 --> 03:33:33.647]  My family is so great, my wife, my children.
[03:33:33.748 --> 03:33:36.949]  It is just magic and wonderful how good it is.
[03:33:37.569 --> 03:33:49.015]  And that's why I get disgusted and angry at the globalists, at the New World Order system, because I know they've made decisions to hate their fellow humankind and to do really bad things.
[03:33:49.195 --> 03:33:51.656]  I know they've committed crime upon crime upon crime.
[03:33:52.878 --> 03:33:53.798]  And I'm tired of them.
[03:33:54.658 --> 03:33:58.879]  But John in Georgia, we got Max back on another line from France.
[03:34:00.180 --> 03:34:03.680]  Restate your questions quickly, and then I want to get Max's take, and then you, Counterback.
[03:34:03.700 --> 03:34:04.040]  Go ahead.
[03:34:04.941 --> 03:34:05.341]  Okay.
[03:34:05.381 --> 03:34:07.901]  Well, I just wanted to make that point about the dictionary.
[03:34:07.921 --> 03:34:16.443]  You know, he recommended that to an aspiring young journalist, and I would recommend that he get an 1848 Webster's Dictionary, and he might have some accurate definitions.
[03:34:17.062 --> 03:34:19.364]  Yeah, they have been memory-holding a lot of the definitions.
[03:34:19.604 --> 03:34:27.369]  But you also wanted to point out that authoritarian systems always create the worst environments, where the Russians would just throw reactors in a lake.
[03:34:27.689 --> 03:34:30.231]  Communist Chinese, their rivers just set on fire.
[03:34:32.172 --> 03:34:33.393]  Was that directed at Max?
[03:34:33.633 --> 03:34:36.235]  Absolutely.
[03:34:36.255 --> 03:34:36.655]  Go ahead.
[03:34:40.123 --> 03:34:46.526]  Yeah, no, well, I mean, just talking about the dictionary immediately opened up a conversation about the dictionary.
[03:34:46.746 --> 03:34:49.488]  You know, so immediately the knowledge is infectious.
[03:34:49.728 --> 03:34:50.989]  So you're saying, oh, 1848 dictionary.
[03:34:51.029 --> 03:34:51.889]  Oh, OK, I will.
[03:34:51.989 --> 03:34:53.250]  I'm going to check it out.
[03:34:53.550 --> 03:34:54.690]  So this is what we're talking about.
[03:34:54.911 --> 03:35:04.455]  When you start talking about the actual words that go into the sentences, that go into the paragraphs, that go into the pages, that go into the essays, that go into the screens, that go into the Constitution, it all starts with words.
[03:35:04.796 --> 03:35:07.017]  And when you're talking about words, there's a place to go find words.
[03:35:07.077 --> 03:35:09.538]  Most people you talk to today who say, oh, I'm a journalist,
[03:35:09.898 --> 03:35:15.364]  They don't really know much about words, and yet words are the fundamental particle of the journalistic trade.
[03:35:15.664 --> 03:35:17.266]  So get familiar with words!
[03:35:20.549 --> 03:35:21.690]  Yes, interesting point, Max.
[03:35:21.731 --> 03:35:22.531]  Anything else, John?
[03:35:23.693 --> 03:35:27.797]  Oh yeah, the reason for my call initially, the Byrd story.
[03:35:29.278 --> 03:35:32.582]  I was watching NBC Nightly News last night with Brian Williams.
[03:35:33.582 --> 03:35:41.949]  And he, they were trying to find all these possible explanations for these tens of thousands of blackbirds dropping out of the air.
[03:35:41.989 --> 03:35:43.130]  And I'm from Arkansas.
[03:35:43.170 --> 03:35:43.871]  I grew up there.
[03:35:44.632 --> 03:35:49.916]  And of course, it's one of the greatest duck hunting states or places in North America.
[03:35:50.717 --> 03:35:55.701]  So, you know, I thought I'd, you know, he mentioned, what he mentioned just blew me away.
[03:35:55.741 --> 03:36:01.185]  He said that, well, it could be fireworks combined with celebratory
[03:36:02.656 --> 03:36:30.210]  uh... gunfire and when he came up with that i thought wow that's that's amazing yeah Arkansas is not is not Baghdad there is not celebratory fire going on celebratory gunfire that blew me away so I thought I'd tell you a story maybe you know a little bit uh... back in the nineteen seventies I lived on the left coast and I was a manufacturers rep for firearms manufacturers and one of the companies we represented was Beretta
[03:36:30.751 --> 03:36:51.746]  They make a very high quality line of high end fire shotguns and so occasionally we'd run across the buyer that we'd want to take back to Arkansas to go duck hunting and you know I thought to myself oh yeah you know we'd go out in those soybean fields and we'd pop out of the blinds and fire you know two or three shots because we had over and unders or plugged you know barrels but
[03:36:52.458 --> 03:36:53.899]  You know, it didn't take much.
[03:36:53.939 --> 03:36:54.660]  You couldn't miss.
[03:36:54.680 --> 03:36:59.323]  There'd be clouds of half a million that would darken the sky, and, you know, one shot would be enough.
[03:36:59.363 --> 03:37:03.045]  You know, the rest would all die of heart attacks, and we'd just be pelted and rained on.
[03:37:03.085 --> 03:37:05.187]  You know, it would destroy the cars and everything.
[03:37:05.927 --> 03:37:18.136]  And if you believe that, why... I just wanted to comment and say, no, this is absolutely insanity that they actually believe that the American public would accept a story like that.
[03:37:20.523 --> 03:37:21.144]  Well, you're right.
[03:37:21.464 --> 03:37:22.725]  Max, what's your take on that?
[03:37:23.966 --> 03:37:25.347]  Well, you know, look this up.
[03:37:25.667 --> 03:37:28.229]  I think a lot of you will find this very fascinating.
[03:37:28.490 --> 03:37:31.312]  Do you remember that show, Flipper, on TV with the dolphin?
[03:37:34.735 --> 03:37:36.717]  Well, look, I mean, I know about... No, let me finish.
[03:37:36.877 --> 03:37:39.018]  Do you remember that show, Flipper, on TV?
[03:37:39.079 --> 03:37:40.880]  Yeah, I thought you were asking a question.
[03:37:40.920 --> 03:37:41.400]  Go ahead, yes.
[03:37:41.420 --> 03:37:42.321]  Yeah, okay.
[03:37:43.142 --> 03:37:47.886]  Flipper, at the end of his life, a lot of people don't realize this, but Flipper committed suicide.
[03:37:48.997 --> 03:37:51.019]  Flipper the Dolphin committed suicide.
[03:37:51.799 --> 03:37:56.103]  Animals can commit, look it up on Google, you'll find out that Flipper committed suicide.
[03:37:56.463 --> 03:37:58.285]  Animals commit suicide.
[03:37:58.325 --> 03:38:01.567]  Yeah, well, birds will pull their feathers out and pick themselves to death.
[03:38:01.627 --> 03:38:04.089]  I've had it with humans, and they're committing suicide.
[03:38:04.229 --> 03:38:04.830]  They've had it.
[03:38:04.890 --> 03:38:05.651]  They're sick of us.
[03:38:05.891 --> 03:38:10.955]  And they'd rather kill themselves than live another day with these disgusting pig human beings.
[03:38:11.555 --> 03:38:12.756]  Max, let me ask you a question.
[03:38:12.816 --> 03:38:16.319]  How do the birds pulverize their organs into liquid blood?
[03:38:16.739 --> 03:38:18.741]  They're claiming just bumping into each other would do this.
[03:38:19.061 --> 03:38:23.444]  I've shot plenty of dove and quail about the same size as these starlings.
[03:38:24.124 --> 03:38:31.109]  And let me just tell you, when little bee bees hit them with a lot more force than birds colliding, nothing turns to mush.
[03:38:31.290 --> 03:38:32.851]  It just shoots little holes through them.
[03:38:34.052 --> 03:38:36.514]  And then you take the breast out and marinate it and cook it.
[03:38:36.894 --> 03:38:38.055]  I mean, this is impossible.
[03:38:38.095 --> 03:38:43.159]  This liquefying of the organs, unless they had Ebola, and they don't have any disease.
[03:38:43.399 --> 03:38:45.881]  This is a real whodunit mystery here.
[03:38:46.102 --> 03:38:47.443]  What do you think's going on, John?
[03:38:47.643 --> 03:38:48.824]  Do you think Al Qaeda did it?
[03:38:49.622 --> 03:38:55.828]  I was joking, you know, about the gunfire and thinking that they would, you know, just masses would die of heart attacks.
[03:38:55.848 --> 03:38:57.509]  That's just absolutely ludicrous.
[03:38:57.569 --> 03:39:04.216]  But anyway, what I think did it, I think chemtrails are doing it, if you want my honest opinion.
[03:39:04.676 --> 03:39:08.640]  They're spraying aluminum oxide, barium, and strontium into the atmosphere.
[03:39:08.680 --> 03:39:11.242]  You can test the snow on Mount Shasta and find it.
[03:39:11.602 --> 03:39:15.346]  You can test it in, because that's the water supply for Northern California.
[03:39:16.110 --> 03:39:17.090]  And you can test it.
[03:39:17.230 --> 03:39:19.491]  There's been several places that it's been tested.
[03:39:19.531 --> 03:39:23.373]  And of course, you know, when they get caught, they claim they're not doing it.
[03:39:23.413 --> 03:39:24.633]  They're just planning to do it.
[03:39:24.693 --> 03:39:31.096]  Or they say that, well, you know, maybe we're trying to prevent global warming or whatever excuse they can.
[03:39:31.816 --> 03:39:38.586]  You know, the real reason, you know, the real motivation is absolutely that they want to do damage to the health of the average American person.
[03:39:38.606 --> 03:39:43.052]  Well, they're a bunch of chicken-neck eugenics lunatics like John P. Holdren.
[03:39:43.112 --> 03:39:44.815]  I mean, they put on TV ads.
[03:39:44.835 --> 03:39:46.056]  I had an article about this yesterday.
[03:39:46.076 --> 03:39:46.737]  I didn't get to it.
[03:39:47.378 --> 03:39:55.607]  Where they're now airing other ads where they're blowing kids up in school, they don't accept carbon taxes, where people are murdered.
[03:39:55.688 --> 03:40:01.414]  I mean, they're really pumping this anti-human view, and I understand Max
[03:40:02.435 --> 03:40:06.918]  He's angry about real, you know, legitimate decadence that's disgusting to all of us.
[03:40:06.998 --> 03:40:11.801]  But, I mean, I think empowering and uplifting humanity is the answer.
[03:40:11.841 --> 03:40:12.942]  I appreciate your call, John.
[03:40:13.282 --> 03:40:15.483]  Max, what do you see as the big trends in 2011?
[03:40:15.783 --> 03:40:18.285]  I mean, really getting mining down into brass tacks.
[03:40:18.965 --> 03:40:22.888]  What do you think the best investments are from a Max Keiserian perspective?
[03:40:23.803 --> 03:40:36.570]  Well, you know, just to follow up, you know, right now in the Southern Ocean, in Antarctica, the Sea Shepherd, which is a group of conservationists, are doing battle against Japanese whalers.
[03:40:37.011 --> 03:40:44.455]  Now, they've taken the fight right to the Japanese whalers on behalf of their clients, as they call them, the whales.
[03:40:45.285 --> 03:40:49.669]  That's the kind of direct action needed to protect the animal species.
[03:40:49.729 --> 03:40:57.417]  Because the animal species, as Einstein said about the bees, Einstein made a very famous quote about the bee population.
[03:40:57.697 --> 03:41:04.524]  If the bee population were to go extinct, humans would become extinct within, I think he said, something like two or three years.
[03:41:05.124 --> 03:41:06.546]  And this is what we're talking about.
[03:41:06.566 --> 03:41:19.297]  The bees cross-fertilize the agricultural products, and Monsanto is never going to come up with synthetic food to replace the entire ecosystem that's been in place for millions of years that we rely on for life.
[03:41:19.317 --> 03:41:24.862]  And direct action, like Captain Paul Watson of the Sea Shepherd in the Southern Ocean is doing right now.
[03:41:24.922 --> 03:41:27.465]  They've got a brilliant show about this on Animal Planet.
[03:41:27.825 --> 03:41:37.573]  Well, I do agree that wiping out the elephants and the whales is abhorrent, but then they just get everybody upset with Animal Planet and then turn loose the
[03:41:49.082 --> 03:41:56.086]  You know, local animal police on you, who come and, you know, take your dog and euthanize it because it's barking.
[03:41:56.106 --> 03:41:59.689]  I mean, you know, there's a more sophisticated propaganda going on here.
[03:42:01.910 --> 03:42:17.920]  Yeah, I mean, look, you know, if you look at the individual cells of, you know, dog ownership and people have pets and it's, and the city is divided into various wardens in, you know, America.
[03:42:18.340 --> 03:42:24.765]  You can't compare that to the ecosystem of the globe and humanity's history on this globe.
[03:42:25.125 --> 03:42:29.509]  There's a symbiotic relationship between people and the environment.
[03:42:29.809 --> 03:42:44.680]  And you can't synthetically wedge yourself in between you and the environment with these synthetic food products and synthetic intellectual products without causing incredible species-wide dangerous situations like we're having now.
[03:42:44.760 --> 03:42:46.762]  Entire species are going extinct.
[03:42:47.302 --> 03:42:48.183]  Well, more than pollution!
[03:43:09.438 --> 03:43:10.919]  Yeah, Max, more than pollution.
[03:43:10.939 --> 03:43:11.100]  Sure.
[03:43:28.715 --> 03:43:29.196]  Sure, Max.
[03:43:29.216 --> 03:43:31.158]  I need to put something in here, though.
[03:43:43.505 --> 03:43:45.166]  I agree with a lot of what you're saying.
[03:43:45.186 --> 03:43:46.787]  I mean, it's common sense, much of it.
[03:43:47.247 --> 03:44:11.463]  The issue is, they are very intelligent and know that, so they've cornered the market and control the environmental movement, and the megacorporations that own the media spew a environmental-oid version of what you're saying that gives them more power to divert off into environmental solutions that don't actually fix anything, which you agreed with
[03:44:12.624 --> 03:44:18.288]  I mean, you understand that that's going on, but my bigger issue is not even so much pollution.
[03:44:18.368 --> 03:44:19.068]  I don't want to drink it.
[03:44:19.128 --> 03:44:19.749]  I don't want to breathe it.
[03:44:20.129 --> 03:44:22.551]  I know, ultimately, that it bioaccumulates.
[03:44:23.539 --> 03:44:27.901]  In Homo Sapiens Sapien, top of the food chain, and we're getting people getting Alzheimer's at 25.
[03:44:28.602 --> 03:44:32.984]  I understand this is really bad, bioaccumulation of heavy metals, but the Earth can deal with that.
[03:44:33.464 --> 03:44:43.949]  What it can't deal with is some type of mishap, which the physicists admit could happen with a strangelet or other things, with the Hadron Superconducting Super Collider, or with the genetic engineering.
[03:44:44.229 --> 03:44:51.773]  I mean, those are the areas where I've really done the study, and it's a mathematical probability that the more they do this, just open and wildly,
[03:44:52.313 --> 03:44:56.976]  The closer we are to not becoming a Type 1 civilization.
[03:44:57.737 --> 03:45:04.801]  Okay, so the issue is, how do you avoid becoming like a whack-a-mole situation?
[03:45:04.821 --> 03:45:10.005]  Because as you know, when you attack one of these guys, they pop up somewhere else.
[03:45:10.445 --> 03:45:18.070]  And what I've been saying all along, is if you go up the food chain, and you find out who's funding these guys, that takes you to the banks.
[03:45:18.891 --> 03:45:22.756]  And then you look at the banks, and you say, well, how can we attack the banks?
[03:45:23.137 --> 03:45:27.283]  And that's what ended up with the Crash JPMorgan Buy Silver campaign.
[03:45:27.503 --> 03:45:29.186]  Because we analyzed the situation.
[03:45:29.406 --> 03:45:33.432]  We said, who's funding these New World Order corporate no-goodniks?
[03:45:33.772 --> 03:45:42.561]  We figured out it was the banks, and there is one bank that is particularly vulnerable, JP Morgan, its silver position, and that resonated with people around the world.
[03:45:42.641 --> 03:45:47.366]  As you know, hundreds of videos have been made, people have been buying silver, and there's very little of it around.
[03:45:47.386 --> 03:45:53.472]  There's only maybe $20 billion worth of silver available for purchase, which is a fantastically small amount.
[03:45:53.912 --> 03:46:04.157]  And as my interview on this week's show said, David Morgan, for every physical ounce you take off the market, you are killing 100 paper ounces on the balance sheet of the bank.
[03:46:04.577 --> 03:46:10.040]  So that's my thought in terms of how to cut the head of the snake.
[03:46:10.180 --> 03:46:19.384]  The head of the snake, instead of playing whack-a-mole and just saying they're doing this bad and this bad and this bad, they all come down funding from the bank.
[03:46:20.044 --> 03:46:42.086]  Well sure Max, I had you on the show to launch all that, but at the same time it's good to go after big heads of the Hydra, but you've also got to wake up the general population to the wider paradigm, or you cut off one big head of JPMorgan Chase, if you haven't cut the heart out, it's just going to regenerate another slathering head that you've got to deal with.
[03:46:42.746 --> 03:46:48.891]  My thought on that is what we lack are wins.
[03:46:49.431 --> 03:46:50.412]  What I would call a win.
[03:46:50.432 --> 03:46:51.913]  What I would call a touchdown.
[03:46:51.973 --> 03:46:53.294]  Yeah, but what do you call a win?
[03:46:53.334 --> 03:46:58.178]  We blew that fake carbon credit tax thing out of the water and proved that
[03:46:58.878 --> 03:47:00.739]  Their whole climate change thing is a fraud.
[03:47:01.060 --> 03:47:03.461]  You don't believe that, because I think you've invested in it.
[03:47:03.701 --> 03:47:07.063]  Kind of like, and none of us are perfect, you kind of believed in Obama up front.
[03:47:07.344 --> 03:47:09.885]  I mean, maybe Max, I respect you, think you're a smart guy.
