[00:00:00.669 --> 00:00:01.770]  Government cover-ups.
[03:20:13.864 --> 03:20:16.725]  citizens is bound by debt in order to have commerce.
[03:20:16.825 --> 03:20:22.848]  However, shocking the economy with a reduction of this magnitude could wipe out years of growth in a stock portfolio.
[03:20:23.288 --> 03:20:26.630]  Before you make your next investment decision, get the cold hard facts.
[03:20:26.710 --> 03:20:33.053]  Call 1-800-686-2237 for your free report on the outstanding level of public and private debt.
[03:20:33.613 --> 03:20:37.621]  You must understand how recession and depression are driven by outstanding debt.
[03:20:37.741 --> 03:20:38.062]  Call 1-800-686-2237.
[03:20:38.082 --> 03:20:38.322]  That's 1-800-686-2237.
[03:20:46.678 --> 03:20:53.881]  Even terrible gas prices don't come close to the disaster of food costs from shortages already destroying millions of American families.
[03:20:54.142 --> 03:20:57.663]  Wheat for flour is already four times more expensive than it was about a year ago.
[03:20:58.163 --> 03:21:01.825]  Food costs continue to double because there's no food worldwide.
[03:21:02.205 --> 03:21:11.530]  The only solution is to use now and store for later great flavored super bulk foods that cost half as much as your groceries cost last year.
[03:21:12.150 --> 03:21:16.192]  Get on the web at efoodsdirect.com and find a two-month grab-and-go kit.
[03:21:16.673 --> 03:21:21.115]  This easy fix supply gives you two months worth of three great meals a day.
[03:21:21.535 --> 03:21:22.055]  The cost?
[03:21:22.276 --> 03:21:23.316]  About five dollars a day.
[03:21:23.936 --> 03:21:31.020]  efoodsdirect.com also has a complete bulk supply of superfood at half the cost of last year's groceries.
[03:21:31.421 --> 03:21:33.061]  Call 800-409-5633.
[03:21:33.942 --> 03:21:39.225]  The rest of the world is starving, but what happens in your piece of America is up to you.
[03:21:39.665 --> 03:21:39.946]  Call 800-409-5633.
[03:21:39.966 --> 03:21:40.407]  It is a big idea.
[03:21:40.427 --> 03:21:40.987]  A new world order.
[03:21:41.008 --> 03:21:41.849]  In the near future.
[03:21:51.423 --> 03:21:53.865]  Earth is dominated by a powerful new government.
[03:21:54.506 --> 03:21:56.627]  It's known as the Bilderberg Group.
[03:21:57.328 --> 03:21:59.590]  Could their objective be world domination?
[03:22:00.110 --> 03:22:02.552]  For thousands of years, their dark order grew.
[03:22:03.293 --> 03:22:10.619]  Now, as they hail the birth of the new world order, their great dream of exterminating 80% of humanity is at hand.
[03:22:13.649 --> 03:22:18.592]  For the first time in history, the elite's plan for world government is blown wide open.
[03:22:19.073 --> 03:22:22.555]  You will learn the secret that drives the entire New World Order agenda.
[03:22:22.955 --> 03:22:25.457]  Buildberg is making great progress toward a world government.
[03:22:25.517 --> 03:22:26.658]  Most people have no idea.
[03:22:26.678 --> 03:22:27.458]  They're not after money.
[03:22:27.478 --> 03:22:28.539]  They have all the money they need.
[03:22:28.739 --> 03:22:29.460]  They're after power.
[03:22:29.740 --> 03:22:30.540]  That's their aphrodisiac.
[03:22:30.881 --> 03:22:35.404]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[03:22:35.644 --> 03:22:39.126]  Or watch it online right now at PrisonPlanet.tv.
[03:22:39.606 --> 03:22:41.908]  In Game, blueprint for global enslaving.
[03:22:42.388 --> 03:22:43.469]  You have been warned.
[03:22:44.790 --> 03:22:53.535]  More than 700 chemicals have been found in our drinking water, and did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[03:22:53.715 --> 03:22:58.498]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[03:22:58.858 --> 03:23:09.985]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[03:23:10.385 --> 03:23:15.927]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or one year, whichever comes first.
[03:23:16.147 --> 03:23:22.230]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[03:23:22.410 --> 03:23:23.070]  What about you?
[03:23:23.450 --> 03:23:28.052]  Order your KDF Shower Filter normally, $49 for our special price of only $39.99 with free shipping.
[03:23:29.893 --> 03:23:31.975]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[03:23:31.995 --> 03:23:32.235]  That's 1-877-886-3653.
[03:23:32.255 --> 03:23:34.437]  Or simply click on the banner at GCNlive.com to order online now.
[03:23:58.301 --> 03:24:22.744]  I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears a hole
[03:24:24.955 --> 03:24:38.456]  The old familiar sting Try to kill it all away But I remember everything
[03:24:43.103 --> 03:24:45.585]  We're back on Independence Day, folks.
[03:24:47.027 --> 03:24:49.029]  The Alex Jones Show.
[03:24:49.069 --> 03:24:50.410]  I'm Jason Bermas subbing in.
[03:24:50.430 --> 03:24:53.192]  Alex will be back on Sunday, I believe.
[03:24:53.833 --> 03:24:58.918]  And today is the day for Truth Rising, The 9-11 Chronicles Part 1.
[03:25:00.940 --> 03:25:05.184]  It's live at PrisonPlanet.tv in the highest quality we've ever offered anything.
[03:25:06.292 --> 03:25:09.213]  And quite frankly, this is getting four star reviews.
[03:25:09.253 --> 03:25:10.873]  People are very impressed.
[03:25:10.893 --> 03:25:12.553]  Let's read through some of these reviews.
[03:25:13.053 --> 03:25:14.254]  Alex's best film ever.
[03:25:14.334 --> 03:25:15.234]  Five stars.
[03:25:15.334 --> 03:25:16.254]  Alex nailed it.
[03:25:17.054 --> 03:25:19.295]  This may wake up more people than Loose Change.
[03:25:19.455 --> 03:25:20.315]  It's unbelievable.
[03:25:23.075 --> 03:25:24.616]  And we are just so proud of this movie.
[03:25:24.636 --> 03:25:30.537]  In fact, let's play a little sneak peek of Truth Rising right now.
[03:25:46.199 --> 03:25:51.062]  How you doing tonight?
[03:25:51.382 --> 03:25:53.664]  Guess who's going to jail?
[03:25:53.784 --> 03:25:55.625]  Guess who's going to jail?
[03:25:55.965 --> 03:25:58.447]  I think he's got a bomb in his bag.
[03:26:05.279 --> 03:26:13.903]  How do the American people know that 9-11 was a stage that was engineered by you, David Rockefeller, the Trilateral Commission, the CFR, and Bilderberg Group, sir?
[03:26:14.083 --> 03:26:19.005]  Answer my question.
[03:26:20.405 --> 03:26:21.325]  We love this country.
[03:26:21.346 --> 03:26:25.407]  We should treat our police officers, our fire department, our first responders with respect, sir.
[03:26:25.427 --> 03:26:28.789]  They're getting no respect from you for what you're doing to them, sir.
[03:26:31.610 --> 03:26:32.430]  That's my roommate.
[03:26:33.971 --> 03:26:34.811]  That's his medication.
[03:26:35.956 --> 03:26:37.836]  Can this side of the room, everybody stand up?
[03:26:41.217 --> 03:26:48.498]  Everybody on this side, if you're all rescue workers, you'll be dead in four years.
[03:26:48.578 --> 03:26:49.179]  Are you there?
[03:26:49.339 --> 03:26:50.399]  Are you there?
[03:26:50.619 --> 03:26:51.499]  Are you there?
[03:26:54.600 --> 03:26:55.780]  We're here to defend America.
[03:26:56.800 --> 03:26:57.480]  Yeah, right.
[03:26:57.540 --> 03:26:58.040]  That's right.
[03:26:58.100 --> 03:26:59.221]  Right, right.
[03:26:59.701 --> 03:27:00.901]  You ain't an American.
[03:27:00.941 --> 03:27:01.201]  Come on.
[03:27:02.700 --> 03:27:05.564]  When are you going to investigate World Trade Center 7, sir?
[03:27:05.584 --> 03:27:08.267]  When are you going to investigate World Trade Center 7?
[03:27:08.347 --> 03:27:09.268]  You made your promise!
[03:27:09.429 --> 03:27:12.613]  You made a promise, sir!
[03:27:12.733 --> 03:27:15.336]  Rule Hill is breaking loose on 6th Avenue.
[03:27:15.356 --> 03:27:18.400]  If violence breaks out, don't worry, we can handle it.
[03:27:26.306 --> 03:27:34.828]  If you know that there's treason going on, you can be held accountable for treason yourself.
[03:27:35.148 --> 03:27:35.888]  It's true.
[03:27:36.108 --> 03:27:37.269]  An inside job?
[03:27:38.609 --> 03:27:39.649]  How dare you?
[03:27:41.249 --> 03:27:43.330]  How dare you?
[03:27:43.350 --> 03:27:47.011]  Why did Bush not even want to investigate the attack?
[03:27:49.735 --> 03:27:50.555]  9-11 was an inside job!
[03:27:50.575 --> 03:27:52.255]  9-11 was an inside job!
[03:27:52.275 --> 03:27:53.416]  9-11 was an inside job!
[03:27:53.436 --> 03:27:54.376]  9-11 was an inside job!
[03:27:54.396 --> 03:27:55.396]  9-11 was an inside job!
[03:27:55.416 --> 03:27:56.416]  Turn the camera off.
[03:27:56.436 --> 03:27:56.716]  No, sir.
[03:27:56.736 --> 03:27:58.136]  Turn the camera off.
[03:27:58.256 --> 03:27:58.737]  No, sir.
[03:27:58.757 --> 03:28:00.557]  Can I ask you why you're taking my picture?
[03:28:31.452 --> 03:28:33.433]  Gives me goosebumps every time I watch it.
[03:28:34.955 --> 03:28:40.460]  Get the high quality DVD over at InfoWars.com right now or go to PrisonPlanet.tv to see it in the
[03:28:41.369 --> 03:28:42.310]  Utmost quality.
[03:28:42.330 --> 03:28:44.352]  I mean, this is a high-quality DivX rip.
[03:28:44.412 --> 03:28:45.513]  It's all over the web.
[03:28:45.953 --> 03:28:49.897]  I really can't wait for people to take this, burn this, and share it with others.
[03:28:49.937 --> 03:28:50.578]  Today's the day.
[03:28:50.618 --> 03:28:51.599]  It's the 4th of July.
[03:28:51.619 --> 03:28:53.881]  There's a ton of barbecues, ton of family get-togethers.
[03:28:54.822 --> 03:28:56.763]  What better day for the truth to rise?
[03:28:57.704 --> 03:29:01.388]  All right, before we go back to callers, I would like to thank eFoods Direct.
[03:29:01.408 --> 03:29:02.869]  They helped make this show possible.
[03:29:02.909 --> 03:29:04.911]  They are one of our biggest sponsors.
[03:29:05.879 --> 03:29:10.801]  And you go to www.eFoodsDirect.com right now to go check out their stuff.
[03:29:11.141 --> 03:29:14.043]  We don't need to remind you you need food to survive, folks.
[03:29:14.683 --> 03:29:17.224]  eFoodsDirect has the best storable food out there.
[03:29:17.304 --> 03:29:20.005]  It is eFoodsDirect.com.
[03:29:20.506 --> 03:29:21.566]  And we'll be back after this.
[03:29:21.606 --> 03:29:22.827]  It's the Alex Jones Show.
[03:29:22.887 --> 03:29:23.707]  I'm Jason Burmess.
[03:29:24.087 --> 03:29:24.788]  LooseChange911.com.
[03:29:35.424 --> 03:29:38.426]  We're on the march, the empire's on the run.
[03:29:39.346 --> 03:29:42.148]  Alex Jones and the GCN Radio Network.
[03:29:48.532 --> 03:29:58.578]  Last month, Ready Reserve Foods stated that by fall, food would be in short supply and the government would be forced to impose controls on food and food distribution because of civil unrest and panic.
[03:29:59.542 --> 03:30:03.167]  Well, the floods in the heartland of America have all but assured this will happen.
[03:30:03.707 --> 03:30:09.735]  It is estimated that 5 million acres of farmland will not be producing over 700 million bushels of corn alone.
[03:30:10.556 --> 03:30:13.920]  If you have ever thought about storing food, now is the time to do so.
[03:30:14.861 --> 03:30:19.703]  Call Ready Reserve Foods at 1-800-453-2202 for a free catalog.
[03:30:20.143 --> 03:30:29.827]  Larry Matlack, President of the American Agriculture Movement, stated on June 6th that the USDA has only enough wheat stored to make one half of a loaf of bread for every American.
[03:30:30.267 --> 03:30:32.448]  Visit us on the web at readyreservefoods.com.
[03:30:32.468 --> 03:30:32.548]  1-800-453-2202.
[03:30:32.588 --> 03:30:33.509]  That's 1-800-453-2202.
[03:30:33.529 --> 03:30:33.669]  Act now!
[03:30:45.430 --> 03:30:47.451]  May I have everybody's attention, please?
[03:30:47.571 --> 03:30:49.973]  I've come with a message of information.
[03:30:49.993 --> 03:30:52.114]  9-11 was an inside job.
[03:30:52.254 --> 03:30:53.815]  Do you like being a puppet, sir?
[03:30:53.855 --> 03:30:55.416]  Do you like being a puppet for the New World Order?
[03:30:55.516 --> 03:30:58.357]  How do the American people know that 9-11 was a stage?
[03:30:58.417 --> 03:31:02.240]  Was it engineered by you, David Rockefeller, the Trilateral Commission, the CFR?
[03:31:02.260 --> 03:31:04.501]  Will you please sit down and shut up?
[03:31:04.741 --> 03:31:11.668]  The day that we stop asking questions is the day that we have allowed the seeds of despotism to grow at our own door.
[03:31:11.708 --> 03:31:17.774]  Seven years after the attacks of September 11th, a global awakening has taken place.
[03:31:17.854 --> 03:31:18.915]  An inside job.
[03:31:20.396 --> 03:31:21.437]  How dare you?
[03:31:22.998 --> 03:31:27.882]  If you know that there's treason going on, you can be held accountable for treason yourself.
[03:31:27.902 --> 03:31:30.684]  All hell is breaking loose on 6th Avenue.
[03:31:30.784 --> 03:31:36.229]  And if the government has not told the truth in five years, we will be here on the 10th anniversary of that.
[03:31:36.269 --> 03:31:37.210]  Truth Rising.
[03:31:37.250 --> 03:31:39.832]  Download the film at PrisonPlanet.tv right now.
[03:31:40.112 --> 03:31:42.113]  Or get the DVD at Infowars.com.
[03:31:42.354 --> 03:31:44.836]  It's now time to take the revolution to the next level.
[03:31:46.633 --> 03:31:47.955]  It truly is amazing!
[03:31:47.995 --> 03:31:50.699]  You have to care enough about yourself to want to do something.
[03:31:50.999 --> 03:31:54.383]  If you're tired of feeling sick or run down, this truly is the answer.
[03:31:54.684 --> 03:31:56.106]  I have so much energy now!
[03:31:56.126 --> 03:31:57.608]  It makes you feel good!
[03:31:57.968 --> 03:31:58.910]  And it's all natural.
[03:31:59.330 --> 03:32:01.313]  Everyone in my family takes Cardivite.
[03:32:01.333 --> 03:32:01.874]  Cardivite.
[03:32:01.914 --> 03:32:02.354]  Cardivite.
[03:32:02.434 --> 03:32:04.057]  We all use Cardivite!
[03:32:04.801 --> 03:32:08.284]  Ladies and gentlemen, Heart Drop 2000 presents Cardivite.
[03:32:08.785 --> 03:32:15.131]  Cardivite is an all-natural supplement which is made up of our own special blend of herbs gathered from many different parts of the world.
[03:32:15.271 --> 03:32:19.575]  Specially designed to improve your health, come on and care about yourself just a little more.
[03:32:19.755 --> 03:32:20.435]  Federal Agents!
[03:32:20.615 --> 03:32:21.115]  We are armed!
[03:32:48.622 --> 03:32:53.063]  What would you do if you knew all the things we knew?
[03:32:53.603 --> 03:32:55.544]  Would you stand up for truth?
[03:32:55.684 --> 03:32:58.664]  Or would you turn away, too?
[03:32:58.924 --> 03:33:03.465]  And then what if you saw all of the things that's wrong?
[03:33:03.705 --> 03:33:06.066]  Would you stand tall and strong?
[03:33:06.686 --> 03:33:09.827]  Or would you turn and walk away?
[03:33:09.887 --> 03:33:13.768]  What would you do if you knew all the things we knew?
[03:33:23.075 --> 03:33:43.769]  I see a message from the government like every day I watch it and listen and call them all suckers they wanted me about Osama or whatever picture me buying the scam I said never you in tune to a hard truth soldier spitting I stay committed
[03:33:44.589 --> 03:33:46.570]  Alright folks, it's Independence Day.
[03:33:46.630 --> 03:33:47.630]  And I want to remind people...
[03:34:13.399 --> 03:34:15.600]  There is going to be big events down in New York City.
[03:34:16.020 --> 03:34:18.341]  For some reason, Luke missed out on the interview today.
[03:34:18.361 --> 03:34:18.861]  I don't know why.
[03:34:18.901 --> 03:34:21.422]  He might be down in New York City right now, down at Ground Zero.
[03:34:21.442 --> 03:34:23.602]  But regardless, there's going to be huge events.
[03:34:23.662 --> 03:34:29.204]  WeAreChange.org is where to go check out where and when those events are going to be taking place.
[03:34:30.344 --> 03:34:35.306]  And as of now, it looks like I will be down there showing Fabled Enemies, my new film.
[03:34:35.346 --> 03:34:37.467]  Possibly some other films are going to be shown down there.
[03:34:37.487 --> 03:34:38.187]  It should be a really
[03:34:38.920 --> 03:34:39.701]  Great time.
[03:34:39.721 --> 03:34:41.502]  All right, let's jump to some callers.
[03:34:41.522 --> 03:34:43.563]  Let's go to Chris in New Jersey.
[03:34:43.643 --> 03:34:44.223]  Chris, what's up?
[03:34:45.644 --> 03:34:46.985]  Hey, Jason.
[03:34:47.005 --> 03:34:48.205]  How you doing, man?
[03:34:48.545 --> 03:34:48.966]  All right.
[03:34:49.206 --> 03:35:07.616]  Hey, I just downloaded 9-11 Chronicles last night, watched it all at about one o'clock in the morning, and I know Alex was talking on the show about it being an inspiration to others to get involved, and I've been involved in my own local area, but being 45 minutes out from New York City,
[03:35:08.348 --> 03:35:12.151]  Send Luke a message and let him know that I'll be joining him at Ground Zero sometime soon.
[03:35:12.811 --> 03:35:13.592]  Excellent, excellent.
[03:35:13.612 --> 03:35:14.753]  So you watched it.
[03:35:14.853 --> 03:35:15.933]  Tell the people what it's about.
[03:35:16.014 --> 03:35:18.375]  You know, I've been stringing on it all day.
[03:35:18.415 --> 03:35:21.738]  You tell people what is 9-11 Chronicles Truth Rising.
[03:35:22.338 --> 03:35:31.845]  Well, what I got out of it is that, you know, it's kind of going away from 9-11 being an inside job per se and not really focusing on that.
[03:35:32.560 --> 03:35:41.568]  The first half of it, what I got from it was that you guys really concentrated on the first responders and some of the injustices that happened to them afterwards.
[03:35:42.048 --> 03:35:43.329]  Absolutely, absolutely.
[03:35:43.770 --> 03:35:45.391]  And just seeing all those videos, too.
[03:35:45.431 --> 03:35:50.636]  I mean, I've seen a lot of them on YouTube with Mark Dice and Luke and all the other We Are Change guys.
[03:35:51.296 --> 03:35:56.381]  But just seeing them again, I mean, in some parts I felt like crying, in other parts I felt like laughing.
[03:35:56.829 --> 03:36:01.392]  Well, that's what it's all about, is that it has an upbeat sense, but some of this material is so strong.
[03:36:01.633 --> 03:36:04.415]  And you mentioned how it really begins with the first responders' plight.
[03:36:04.695 --> 03:36:06.836]  Well, it ends with the first responders' plight, too.
[03:36:07.137 --> 03:36:11.920]  And it ends, really, with Dennis Kucinich saying, you know, he's going to be asking questions and getting documents.
[03:36:11.960 --> 03:36:23.529]  And that 35th article of impeachment was because the Bush administration lied about the air quality to the EPA and put all those first responders in early graves, essentially, and gave them health problems.
[03:36:23.949 --> 03:36:26.271]  So, you know, this is a multi-tiered film.
[03:36:26.391 --> 03:36:32.937]  I think for people that are uninitiated, that don't know about the 9-11 Truth Movement, I think it's also an attractive movie to bring them in.
[03:36:32.957 --> 03:36:39.122]  I mean, like you just said, you've been active in your own area, but after seeing this, you're ready to go to New York City and join Luke Radowski.
[03:36:39.902 --> 03:36:40.423]  Absolutely.
[03:36:41.391 --> 03:36:43.373]  All right, Chris, I thank you for the kind words, man.
[03:36:43.393 --> 03:36:44.214]  Keep spreading the truth.
[03:36:44.254 --> 03:36:44.935]  Burning copies.
[03:36:44.955 --> 03:36:46.456]  Hopefully you got that DivX version.
[03:36:46.777 --> 03:36:49.179]  Let's jump over to Frank in New York.
[03:36:49.219 --> 03:36:50.060]  What's going on, Frank?
[03:36:50.300 --> 03:36:51.081]  Hi, how are you doing?
[03:36:51.101 --> 03:36:54.284]  I want to wish you and Alex and everyone a happy 4th.
[03:36:54.945 --> 03:37:03.994]  And I wanted to just ask you a question, and that is, your event is going to be down at Ground Zero, correct?
[03:37:04.014 --> 03:37:04.515]  The screening?
[03:37:05.318 --> 03:37:07.900]  I don't know if the screening will absolutely be at Ground Zero.
[03:37:07.920 --> 03:37:13.965]  In other words, we're not going to just set up cameras outside or a projector outside of Ground Zero, but it'll be down in lower Manhattan somewhere.
[03:37:13.985 --> 03:37:18.828]  Okay, I'm going to try to get there tonight before the fireworks.
[03:37:18.888 --> 03:37:31.197]  What I wanted to talk about is Gore Vidal's excellent interview with the Iranian press that was published on Saturday, the 28th.
[03:37:32.911 --> 03:37:34.853]  And it's really, it's entitled, The U.S.
[03:37:34.913 --> 03:37:36.314]  Is Not a Republic Anymore.
[03:37:37.135 --> 03:37:39.156]  It really means that the U.S.
[03:37:39.216 --> 03:37:41.659]  is not a constitutional republic anymore.
[03:37:42.059 --> 03:37:50.226]  And it's an excellent interview with very succinct comments that Gore Vidal has been making over the last 20 years.
[03:37:50.666 --> 03:37:54.870]  But it's so cogent that I think everyone should read it.
[03:37:55.010 --> 03:37:58.813]  And I'm not at all surprised that the New York Times nor the Washington Post
[03:38:00.178 --> 03:38:03.440]  They chose not to run the story, but it's one of the best.
[03:38:03.520 --> 03:38:05.380]  It's been getting lots of airplay in England.
[03:38:05.400 --> 03:38:12.183]  In fact, it was actually in the Times on Sunday in London.
[03:38:12.283 --> 03:38:13.864]  So, I mean, it's really interesting.
[03:38:13.904 --> 03:38:18.585]  The only people that seem to not know what's happening are those here in the States.
[03:38:18.725 --> 03:38:20.886]  And I don't mean the people listening to your show.
[03:38:21.386 --> 03:38:27.909]  But what I wanted to say, too, is that I also wanted to thank Kucinich and also Professor Boyle
[03:38:28.274 --> 03:38:31.896]  Who has been working on articles of impeachment since 2003.
[03:38:32.796 --> 03:38:37.899]  And I think it's time that we hold our Congress and our Senators accountable.
[03:38:38.279 --> 03:38:45.083]  And we demand that Bush be tried for his crimes against the American people, American treaties, and the Constitution.
[03:38:45.123 --> 03:38:57.750]  And if we are too panty-waisted to bring Bush to trial with impeachment and his wartime cabinet, including the Vice President, I think it's time that we extradite him to the Hague to stand trial.
[03:38:59.667 --> 03:39:06.609]  I'm with you on many levels.
[03:39:06.649 --> 03:39:11.411]  I don't know about The Hague, but I do want people to go to Cassinich.us right now.
[03:39:11.471 --> 03:39:13.331]  Did you hear that Cassinich clip earlier today?
[03:39:13.391 --> 03:39:13.731]  I do.
[03:39:13.751 --> 03:39:18.213]  The only reason why I'm stating The Hague is when our own system fails to act.
[03:39:18.853 --> 03:39:21.154]  There have been over a million people murdered.
[03:39:21.676 --> 03:39:28.267]  by this illegal criminal bush regime and it's time to hold them accountable in the far congress can't enforce its own laws
[03:39:28.789 --> 03:39:35.952]  Then let's extradite him and let the world court try him for his crimes, or let the Iraqi people try him and his wartime cabinet.
[03:39:36.112 --> 03:39:37.493]  I think that has to be done.
[03:39:37.553 --> 03:39:38.693]  Thank you, Matt.
[03:39:38.713 --> 03:39:39.894]  Thank you, Matt.
[03:39:39.934 --> 03:39:45.256]  You know, I'm just very, very hesitant to bring anything to a world tribunal because I don't trust the UN.
[03:39:45.657 --> 03:39:49.658]  If the world tribunals were so great, we would have had trials in the first year after 9-11.
[03:39:49.758 --> 03:39:51.579]  We would have had a real investigation.
[03:39:51.619 --> 03:39:52.980]  I really think that we have to do this.
[03:39:53.480 --> 03:39:59.502]  From a homegrown perspective, Kacinich.us, Kacinich.us, Kacinich.us.
[03:39:59.863 --> 03:40:07.846]  Go to Kacinich.us right now and sign this petition to get these articles on the fast track to reality.
[03:40:08.066 --> 03:40:09.366]  He already put them before the House.
[03:40:09.446 --> 03:40:10.326]  Congress is aware.
[03:40:10.447 --> 03:40:11.007]  They don't care.
[03:40:11.287 --> 03:40:12.887]  They think the people are just going to fall asleep.
[03:40:13.027 --> 03:40:17.089]  They're going to lie on their backs in their little fetal position and be like, oh, I can't do anything.
[03:40:17.329 --> 03:40:17.929]  Do something.
[03:40:18.189 --> 03:40:18.770]  Kacinich.us.
[03:40:19.910 --> 03:40:23.292]  Go and sign the petition right away.
[03:40:23.492 --> 03:40:24.592]  Alright, let's take another call.
[03:40:24.612 --> 03:40:26.573]  Let's go to John in Michigan.
[03:40:26.613 --> 03:40:27.534]  John, how are you today?
[03:40:28.934 --> 03:40:29.955]  Yeah, excuse me.
[03:40:30.635 --> 03:40:31.095]  What's your name?
[03:40:31.155 --> 03:40:31.615]  I'm sorry.
[03:40:31.696 --> 03:40:32.356]  I'm Jason, man.
[03:40:32.396 --> 03:40:33.816]  Jason, yeah.
[03:40:34.157 --> 03:40:37.138]  Look, I live in a little town just outside of Detroit.
[03:40:37.898 --> 03:40:42.540]  I want to let you know that the blacks here are actually starting to take to the streets.
[03:40:43.041 --> 03:40:43.321]  Good.
[03:40:43.541 --> 03:40:45.682]  They do not walk out in the sidewalk anymore.
[03:40:46.423 --> 03:40:51.327]  And what I'm figuring is, there's been a lot of rainy weather here in power outages everywhere except Detroit.
[03:40:52.367 --> 03:40:57.531]  But if there were to be a power outage in Detroit for a couple hours, we'd have 1967 and more all over again, I know it.
[03:40:57.551 --> 03:40:59.292]  That's why I'm letting you know that.
[03:40:59.712 --> 03:41:02.594]  You really think it's that politically charged out there in Detroit right now?
[03:41:02.614 --> 03:41:04.656]  I don't know about the political side, but they're angry.
[03:41:04.676 --> 03:41:07.258]  They're angry over their status, you know.
[03:41:09.139 --> 03:41:17.005]  Well, I mean, back in the 80s, Detroit was a huge industrial town, had a lot of jobs everywhere, and that slowly was taken away.
[03:41:17.065 --> 03:41:22.909]  That was Michael Moore's first movie, Roger and Me, and then now, I mean, there's not much there, is there?
[03:41:23.230 --> 03:41:34.939]  Like I said, you know, there's been power outages everywhere except Detroit, but about two, three hours in Detroit, it would start, because they know the alarm batteries would be gone, and even UPS batteries would be gone, you know, for the computer backup.
[03:41:35.659 --> 03:41:36.680]  So that all makes sense.
[03:41:37.225 --> 03:41:37.685]  All right, man.
[03:41:37.745 --> 03:41:38.646]  I thank you for the call, John.
[03:41:38.666 --> 03:41:40.867]  Let's jump to Betty in North Carolina.
[03:41:41.227 --> 03:41:41.927]  Betty, what's up?
[03:41:43.748 --> 03:41:44.589]  Hi, Jason.
[03:41:44.849 --> 03:41:45.269]  How are you?
[03:41:45.929 --> 03:41:46.890]  I'm doing okay.
[03:41:48.010 --> 03:41:59.916]  I wanted to call and let you know that I went on, tried to get on Dick Kucinich's website and I can't pull it up because I was going to vote for that.
[03:42:00.116 --> 03:42:00.356]  Yep.
[03:42:00.996 --> 03:42:06.299]  And also, too, I've been getting emails sent to me about Bush's impeachment.
[03:42:06.656 --> 03:42:07.697]  We're good to go.
[03:42:22.350 --> 03:42:24.993]  And I think you guys are doing a great job.
[03:42:41.604 --> 03:42:44.865]  The whole oil scenario and why we need to impeach Bush.
[03:42:44.945 --> 03:42:47.446]  And Betty, I thank you so much for your support with the movies.
[03:42:47.486 --> 03:42:49.586]  I hope that you make copies and hand them out to friends.
[03:42:49.646 --> 03:42:56.648]  And I hope that all of you listeners, listen again, all of you listeners, go to kucinich.us, sign this petition, support them.
[03:42:56.668 --> 03:42:57.968]  We've got a big weekend ahead of us.
[03:42:58.469 --> 03:42:59.729]  Okay, this is Independence Day.
[03:43:00.211 --> 03:43:01.633]  You're going to be talking to your family.
[03:43:02.013 --> 03:43:09.302]  If your family is just as upset as you, or they don't know why they're upset, but they still think things are wrong, point them to Kucinich.us.
[03:43:09.482 --> 03:43:11.184]  We need as many signatures as possible.
[03:43:11.544 --> 03:43:13.146]  I mean, this thing should be all over the news.
[03:43:13.446 --> 03:43:13.867]  It's not.
[03:43:14.147 --> 03:43:15.168]  You don't see it on CNN.
[03:43:15.188 --> 03:43:16.390]  You don't see it on Fox News.
[03:43:16.670 --> 03:43:18.291]  You don't see it on MSNBC.
[03:43:18.591 --> 03:43:21.972]  You don't see it on any flavor of the news because they want to keep this silent.
[03:43:21.992 --> 03:43:30.994]  They don't want you to know that a congressman who's now run for president twice in this country is trying to impeach Bush on 35 counts.
[03:43:32.135 --> 03:43:32.755]  35 different articles.
[03:43:32.795 --> 03:43:33.575]  He's charged him.
[03:43:34.035 --> 03:43:34.775]  It's unbelievable.
[03:43:35.516 --> 03:43:37.056]  Alright, let's go to Hartwell in Louisiana.
[03:43:37.076 --> 03:43:37.716]  Hartwell, what's up?
[03:43:39.577 --> 03:43:39.917]  You with us?
[03:43:40.546 --> 03:43:47.890]  Yes, Jason, I'm calling to let you know that on this Independence Day I am not barbecuing, I'm not drinking beer, and I'm not looking for ball games.
[03:43:47.991 --> 03:43:51.933]  What I'm looking for is information, the information that you're giving.
[03:43:52.443 --> 03:43:55.526]  And I'm calling to thank you so much for being there for me.
[03:43:56.006 --> 03:43:57.127]  May God bless you.
[03:44:14.222 --> 03:44:27.252]  But we can't do that every day, and I really feel like the general populace is out there in this daze, just not caring what's going on, just living day-to-day in a total and complete haze, almost a false reality, if you will, Harwell.
[03:44:27.912 --> 03:44:29.734]  Yes.
[03:44:30.774 --> 03:44:33.897]  Well, I spent $500 burning a professional DVD burner.
[03:44:33.957 --> 03:44:35.338]  I burned four at one time.
[03:44:35.692 --> 03:44:36.653]  Oh, good, good, good.
[03:44:36.793 --> 03:44:38.474]  And I am doing it.
